BlockGroupID,total_reg,party_dem,party_npp,party_rep,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_64,eth2_93,eth2_66,eth2_10,eth2_30,eth2_35,eth2_34,eth2_23,eth2_21,eth2_14,eth2_unk
440030203003,718,216,382,120,0,0,524,89,8,7,7,83,524,78,8,11,1,1,2,0,0,4,0,83
440030203004,497,166,262,69,0,0,340,82,0,4,3,68,340,80,0,2,0,2,0,0,1,1,0,68
440030203005,829,285,426,118,0,0,614,93,5,6,8,103,614,75,5,18,1,0,5,0,0,2,1,103
440030204001,486,147,257,82,0,0,364,62,4,1,7,48,364,49,3,13,0,4,2,1,0,0,1,48
440030204002,514,180,255,79,0,0,365,77,5,3,5,59,365,54,5,23,1,1,0,1,1,0,0,59
440030204003,1001,359,489,153,0,0,738,138,4,7,14,100,738,113,4,25,2,2,6,2,3,1,1,100
440030205001,1089,436,482,171,0,0,855,102,2,16,20,94,855,88,2,14,3,8,6,2,2,1,4,94
440030205002,1959,767,848,344,0,0,1462,188,14,36,41,218,1462,148,12,40,19,17,9,4,4,3,7,218
440030206011,972,284,493,195,0,0,795,56,3,6,9,103,795,46,3,10,2,1,2,3,0,1,0,103
440030206012,1139,335,581,223,0,0,923,85,2,8,19,102,923,64,2,21,6,3,5,7,1,0,1,102
440030206013,1194,356,603,235,0,0,990,53,3,12,27,109,990,31,3,22,5,7,9,7,4,0,0,109
440030206014,1282,327,728,227,0,0,1080,85,1,4,16,96,1080,73,1,12,1,5,8,2,2,0,0,96
440030206021,1336,394,678,264,0,0,1075,101,3,12,16,129,1075,87,3,14,4,7,2,3,3,3,2,129
440030206022,1513,465,756,292,0,0,1271,83,2,10,12,135,1271,73,2,10,4,1,2,5,1,0,0,135
440030206031,1713,486,932,295,0,0,1434,111,0,26,24,118,1434,75,0,36,6,8,10,1,3,1,5,118
440030206032,770,221,409,140,0,0,620,54,2,5,16,73,620,34,2,20,1,2,2,5,2,0,0,73
440030206033,998,303,496,199,0,0,852,42,0,2,15,87,852,31,0,11,0,1,4,2,1,0,0,87
440030206034,1404,411,734,259,0,0,1143,82,0,13,28,138,1143,61,0,21,10,10,3,4,2,0,0,138
440030206041,1070,341,557,172,0,0,891,65,1,4,12,97,891,55,1,10,3,4,2,2,0,0,0,97
440030206042,736,186,413,137,0,0,609,40,3,6,9,69,609,27,3,13,2,1,0,7,2,1,0,69
440030206043,1880,556,994,330,0,0,1561,126,3,10,26,154,1561,95,3,31,3,3,5,10,0,4,2,154
440030207011,1386,340,728,318,0,0,1160,62,4,15,13,132,1160,51,4,11,4,0,5,2,2,2,2,132
440030207021,1345,370,712,263,0,0,1166,67,1,2,13,96,1166,52,1,15,1,2,1,2,0,0,0,96
440030207022,2271,576,1249,446,0,0,1965,91,6,13,24,172,1965,57,6,34,6,3,9,2,4,0,3,172
440030207031,2240,637,1161,442,0,0,1846,144,1,21,34,194,1846,105,1,39,6,17,10,4,6,0,2,194
440030207032,860,297,398,165,0,0,698,60,2,3,17,80,698,47,2,13,1,10,2,0,1,0,0,80
440030207033,2373,612,1253,508,0,0,1984,134,9,18,39,189,1984,90,9,44,13,16,11,11,0,0,1,189
440030208001,1315,374,665,276,0,0,1105,46,6,11,15,132,1105,38,6,8,5,3,5,4,2,2,2,132
440030208002,2061,494,1062,505,0,0,1711,117,0,23,41,169,1711,78,0,39,6,16,6,9,10,2,0,169
440030208003,1788,404,903,481,0,0,1496,84,2,16,20,170,1496,67,2,17,4,6,4,4,7,0,3,170
440030209011,909,320,424,165,0,0,739,51,4,8,13,94,739,49,4,2,4,4,2,2,3,0,1,94
440030209012,876,307,402,167,0,0,686,58,3,13,20,96,686,53,3,5,8,1,10,1,3,0,1,96
440030209013,1020,425,402,193,0,0,845,33,1,10,22,109,845,32,1,1,3,9,1,8,1,0,1,109
440030209031,1947,648,894,405,0,0,1501,54,0,80,82,230,1501,45,0,9,40,40,5,18,28,1,3,230
440030209032,1202,394,593,215,0,0,890,73,1,64,34,140,890,66,0,7,40,8,8,6,12,0,4,140
440030209033,1964,648,865,451,0,0,1468,86,6,106,89,209,1468,71,6,15,67,37,16,9,27,5,4,209
440030209041,1689,567,771,351,0,0,1340,54,6,54,44,191,1340,46,6,8,21,17,3,8,17,5,5,191
440030209042,1450,507,678,265,0,0,1144,72,1,63,29,141,1144,67,1,5,39,12,15,0,19,0,4,141
440030210011,902,375,409,118,0,0,625,137,10,15,16,99,625,126,10,11,4,6,1,1,0,2,1,99
440030210012,906,355,416,135,0,0,676,108,4,28,9,81,676,89,4,19,13,4,3,0,2,4,1,81
440030210021,922,463,366,93,0,0,750,60,3,12,17,80,750,48,3,12,6,2,9,4,1,0,4,80
440030210022,1069,498,430,141,0,0,916,41,0,14,17,81,916,30,0,11,6,2,15,0,4,0,1,81
440030210023,1763,764,785,214,0,0,1386,183,4,25,24,141,1386,153,4,30,11,8,5,3,7,0,2,141
440030211001,1254,494,610,150,0,0,891,170,11,31,25,126,891,139,11,31,8,6,11,5,0,7,1,126
440030211002,970,375,443,152,0,0,794,83,5,9,10,69,794,74,5,9,2,4,0,3,1,3,1,69
440030211003,926,344,448,134,0,0,748,82,10,6,10,70,748,77,10,5,0,3,2,1,0,6,0,70
440030211004,644,235,306,103,0,0,480,84,3,10,12,55,480,76,3,8,3,5,4,0,0,5,0,55
440030212001,998,380,480,138,0,0,777,105,3,7,17,89,777,78,3,27,1,10,3,1,1,2,2,89
440030212002,1675,657,747,271,0,0,1288,167,8,29,35,148,1288,142,8,25,13,11,18,4,2,13,0,148
440030213001,900,366,418,116,0,0,784,35,1,2,16,62,784,31,1,4,1,5,2,6,0,0,1,62
440030213002,1350,536,619,195,0,0,1098,99,7,2,28,116,1098,83,7,16,0,6,17,0,1,0,0,116
440030213003,684,281,302,101,0,0,551,45,4,12,17,55,551,35,4,10,4,4,9,3,1,4,2,55
440030213004,1037,446,440,151,0,0,864,51,7,6,25,84,864,38,7,13,5,5,14,3,0,0,0,84
440030214011,1380,518,653,209,0,0,1095,112,9,19,26,119,1095,94,9,18,9,7,13,3,4,2,0,119
440030214012,750,278,375,97,0,0,579,54,6,10,26,75,579,42,6,12,3,12,9,5,4,2,0,75
440030214013,862,325,386,151,0,0,680,79,1,17,11,74,680,68,0,11,11,2,4,1,1,0,2,74
440030214021,1306,505,615,186,0,0,1016,139,4,18,15,114,1016,118,3,21,12,11,0,1,1,3,2,114
440030214022,577,236,267,74,0,0,459,39,3,6,4,66,459,35,3,4,2,1,2,1,0,2,0,66
440030214023,941,364,437,140,0,0,730,92,4,13,20,82,730,69,4,23,2,5,12,1,0,0,5,82
440030215011,539,219,244,76,0,0,434,47,2,2,4,50,434,40,2,7,0,3,1,0,2,0,0,50
440030215012,752,280,342,130,0,0,594,52,8,17,12,69,594,41,8,11,7,4,4,0,3,1,1,69
440030215013,586,238,273,75,0,0,469,51,4,9,7,46,469,39,4,12,7,1,5,0,0,0,0,46
440030215014,472,182,210,80,0,0,356,39,3,10,15,49,356,33,3,6,4,9,2,0,3,1,0,49
440030215021,692,284,317,91,0,0,525,65,2,4,20,76,525,56,2,9,2,1,8,5,0,0,0,76
440030215022,774,292,356,126,0,0,598,52,0,8,30,86,598,37,0,15,2,5,12,2,1,3,0,86
440030215023,977,358,475,144,0,0,777,70,8,15,13,94,777,55,8,15,5,6,2,2,2,4,1,94
440030215024,712,258,334,120,0,0,588,56,5,2,8,53,588,41,5,15,1,3,2,0,0,0,1,53
440030216001,700,261,325,114,0,0,586,29,1,15,6,63,586,24,1,5,6,2,4,0,2,0,0,63
440030216002,722,257,327,138,0,0,604,23,2,14,27,52,604,18,2,5,8,6,14,1,1,0,0,52
440030217001,786,298,370,118,0,0,568,78,7,12,25,96,568,67,7,11,6,11,7,2,0,1,1,96
440030217002,560,217,261,82,0,0,459,40,1,9,9,42,459,37,1,3,1,2,2,2,1,2,0,42
440030217003,756,293,335,128,0,0,598,60,0,13,5,80,598,45,0,15,2,2,0,3,3,1,1,80
440030217004,613,225,293,95,0,0,475,56,1,5,14,62,475,40,1,16,3,4,1,3,0,0,0,62
440030217005,792,293,377,122,0,0,643,63,1,8,5,72,643,55,1,8,7,2,1,1,1,0,0,72
440030218001,1940,708,929,303,0,0,1512,180,8,27,44,169,1512,153,8,27,8,14,11,5,4,5,0,169
440030218002,1169,444,560,165,0,0,884,91,8,22,25,139,884,77,8,14,6,8,11,5,4,4,1,139
440030219011,574,223,254,97,0,0,464,60,3,1,8,38,464,52,2,8,0,4,3,0,1,0,0,38
440030219012,859,289,426,144,0,0,710,57,4,9,14,65,710,49,3,8,0,6,2,3,5,2,0,65
440030219013,982,337,483,162,0,0,781,91,2,13,23,72,781,78,2,13,1,7,10,1,4,5,0,72
440030219021,755,267,367,121,0,0,615,49,1,7,18,65,615,35,1,14,3,4,4,4,0,1,0,65
440030219022,669,240,324,105,0,0,528,65,1,8,10,57,528,49,1,16,4,0,5,3,0,2,0,57
440030219023,522,189,260,73,0,0,400,49,0,7,11,55,400,38,0,11,3,3,4,0,0,0,1,55
440030219031,1212,458,597,157,0,0,955,81,10,22,22,122,955,67,9,14,6,8,7,2,0,7,1,122
440030219032,1879,730,863,286,0,0,1572,97,4,10,27,169,1572,80,4,17,4,3,11,7,0,1,3,169
440030220001,1046,392,493,161,0,0,875,50,1,6,13,101,875,42,1,8,2,3,7,0,3,0,0,101
440030220002,1648,573,789,286,0,0,1329,108,9,17,17,168,1329,83,8,25,7,0,6,4,0,4,2,168
440030221001,1899,707,908,284,0,0,1524,120,4,29,52,170,1524,100,4,20,14,17,14,10,0,3,5,170
440030221002,715,288,327,100,0,0,588,39,1,9,18,60,588,31,1,8,5,6,4,2,1,2,0,60
440030221003,1004,352,476,176,0,0,785,87,4,19,16,93,785,66,4,21,12,2,7,3,3,0,0,93
440030221004,923,348,439,136,0,0,790,35,0,7,10,81,790,26,0,9,3,4,1,3,3,1,0,81
440030222011,1091,395,508,188,0,0,857,45,5,15,31,138,857,35,5,10,5,17,2,10,8,1,1,138
440030222012,1323,470,626,227,0,0,1118,38,0,22,28,117,1118,32,0,6,10,12,4,8,6,1,0,117
440030222013,1258,454,560,244,0,0,1000,44,1,26,37,150,1000,37,1,7,6,8,20,5,14,1,4,150
440030222014,703,280,293,130,0,0,555,36,0,17,27,68,555,25,0,11,10,7,13,1,2,0,3,68
440030222015,1124,416,532,176,0,0,887,90,3,15,24,105,887,82,3,8,4,13,5,1,3,6,1,105
440030222021,1083,418,511,154,0,0,890,32,7,21,22,111,890,27,7,5,10,4,10,5,4,0,5,111
440030222022,1642,630,750,262,0,0,1299,133,9,29,31,141,1299,113,8,20,12,9,11,5,6,1,5,141
440030223001,575,181,302,92,0,0,448,42,4,19,19,43,448,34,2,8,2,5,4,6,7,1,0,43
440030223002,790,284,400,106,0,0,579,99,4,13,21,74,579,81,4,18,7,5,4,5,4,0,1,74
440030223003,662,263,298,101,0,0,481,70,3,17,24,67,481,64,3,6,8,5,5,10,4,1,3,67
440030223004,776,303,363,110,0,0,565,84,1,13,15,98,565,64,1,20,6,0,10,3,0,0,3,98
440030224001,974,348,438,188,0,0,842,31,0,4,21,76,842,25,0,6,0,3,10,8,1,0,0,76
440030224002,757,250,381,126,0,0,646,21,0,6,19,65,646,15,0,6,5,4,3,7,0,0,0,65
440039800001,8,3,5,0,0,0,7,0,0,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0
440090415001,949,470,352,127,0,0,815,36,8,3,9,78,815,36,8,0,2,3,0,3,0,1,0,78
440090415002,275,127,104,44,0,0,227,10,1,1,2,34,227,10,1,0,0,1,0,0,0,1,0,34
440090501021,1056,392,496,168,0,0,891,34,2,14,20,95,891,28,2,6,5,3,12,2,1,5,1,95
440090501022,1356,469,662,225,0,0,1120,72,2,20,22,120,1120,68,2,4,6,4,10,3,7,0,6,120
440090501031,1192,416,571,205,0,0,968,65,6,6,42,105,968,58,6,7,1,16,6,14,5,0,0,105
440090501032,615,232,290,93,0,0,472,71,3,12,7,50,472,61,3,10,0,5,1,0,10,1,1,50
440090501033,949,369,439,141,0,0,754,84,3,7,14,87,754,79,3,5,1,3,2,2,2,2,2,87
440090501034,1555,535,747,273,0,0,1309,78,4,13,16,135,1309,56,4,22,1,3,3,6,7,0,2,135
440090501041,3352,1107,1631,614,0,0,2866,116,3,35,70,262,2866,87,3,29,6,12,28,13,12,3,7,262
440090503011,1669,543,824,302,0,0,1410,49,0,23,29,158,1410,36,0,13,2,5,8,7,16,3,0,158
440090503012,2105,736,1027,342,0,0,1781,66,3,25,25,205,1781,49,2,17,12,8,3,10,4,5,1,205
440090503021,975,393,433,149,0,0,846,23,0,6,13,87,846,22,0,1,5,4,2,4,0,0,1,87
440090503022,725,233,380,112,0,0,625,16,1,6,20,57,625,11,1,5,2,4,10,2,0,1,2,57
440090503023,755,312,332,111,0,0,629,29,1,6,17,73,629,26,1,3,2,5,2,4,0,0,0,73
440090504011,1372,424,709,239,0,0,1151,58,0,12,18,133,1151,48,0,10,4,5,8,2,4,0,3,133
440090504012,2635,806,1319,510,0,0,2148,119,6,31,48,283,2148,87,6,32,19,17,17,7,7,0,3,283
440090504021,1025,410,459,156,0,0,849,25,0,16,14,121,849,23,0,2,10,1,5,6,1,2,0,121
440090504022,1514,581,666,267,0,0,1281,59,0,9,24,141,1281,48,0,11,1,5,8,2,4,0,1,141
440090505001,2186,633,1142,411,0,0,1832,97,3,14,35,205,1832,67,3,30,5,12,4,7,2,1,2,205
440090505002,816,221,419,176,0,0,701,24,2,4,14,71,701,20,0,4,2,1,2,3,0,0,0,71
440090505003,2333,624,1222,487,0,0,1954,124,0,22,38,195,1954,103,0,21,4,3,9,19,6,0,4,195
440090506001,1228,341,626,261,0,0,1044,47,0,11,10,116,1044,35,0,12,4,3,1,5,3,0,0,116
440090506002,2010,572,987,451,0,0,1741,65,1,13,32,158,1741,40,1,25,2,2,5,15,4,0,2,158
440090506003,1519,451,751,317,0,0,1305,53,3,10,12,136,1305,37,3,16,2,4,2,3,4,0,3,136
440090506004,1626,496,796,334,0,0,1394,37,6,14,23,152,1394,32,6,5,6,6,1,9,1,0,3,152
440090507011,1674,493,840,341,0,0,1452,62,1,7,9,143,1452,57,1,5,3,1,1,4,1,0,2,143
440090507012,806,251,397,158,0,0,666,31,1,3,7,98,666,29,1,2,2,0,1,3,0,0,0,98
440090507013,726,183,356,187,0,0,639,19,0,1,6,61,639,18,0,1,1,0,2,4,0,0,0,61
440090507021,756,214,366,176,0,0,647,28,0,7,12,62,647,21,0,7,3,5,0,3,4,0,0,62
440090507022,1007,298,476,233,0,0,880,29,3,1,7,87,880,21,3,8,0,3,2,2,0,0,0,87
440090507023,719,205,368,146,0,0,643,13,0,11,5,47,643,10,0,3,2,3,0,2,4,0,5,47
440090507024,817,215,430,172,0,0,692,29,0,4,7,85,692,19,0,10,0,1,1,4,0,0,3,85
440090508011,909,330,417,162,0,0,756,64,0,15,3,71,756,54,0,10,14,1,0,0,0,0,0,71
440090508012,869,332,412,125,0,0,733,46,1,22,7,60,733,45,1,1,15,2,0,2,4,2,0,60
440090508013,715,234,353,128,0,0,618,21,0,5,6,65,618,18,0,3,3,4,1,1,0,2,0,65
440090508014,818,305,384,129,0,0,684,41,1,17,4,71,684,35,1,6,12,0,0,1,4,1,0,71
440090508015,583,208,293,82,0,0,451,42,2,10,5,73,451,40,2,2,5,1,1,1,1,1,3,73
440090508021,1189,458,521,210,0,0,938,67,0,35,16,133,938,58,0,9,32,2,1,8,0,0,0,133
440090508022,1775,595,855,325,0,0,1521,62,3,49,21,119,1521,54,3,8,36,4,3,8,4,3,0,119
440090509011,1268,390,633,245,0,0,1066,64,1,11,14,112,1066,54,1,10,8,6,0,3,0,0,1,112
440090509012,2179,785,994,400,0,0,1757,88,1,115,40,178,1757,78,1,10,93,10,7,5,5,4,9,178
440090509013,1459,443,757,259,0,0,1224,60,0,16,22,137,1224,55,0,5,7,7,4,3,0,4,0,137
440090509021,1006,313,507,186,0,0,854,35,0,4,6,107,854,31,0,4,1,3,2,0,1,0,1,107
440090509022,1586,502,766,318,0,0,1379,56,1,11,20,119,1379,50,1,6,9,2,10,2,1,0,0,119
440090509023,2002,681,907,414,0,0,1707,63,1,34,33,164,1707,51,1,12,26,12,5,3,5,0,0,164
440090510001,752,248,321,183,0,0,649,14,0,3,10,76,649,14,0,0,0,4,2,0,0,1,1,76
440090510002,698,233,280,185,0,0,611,18,2,5,8,54,611,13,2,5,1,0,0,2,3,0,1,54
440090511011,1635,564,731,340,0,0,1420,37,0,16,24,138,1420,34,0,3,2,4,3,9,6,4,0,138
440090511012,1544,513,738,293,0,0,1318,74,0,4,11,137,1318,62,0,12,0,1,1,5,0,1,0,137
440090511013,692,224,292,176,0,0,602,8,2,2,10,68,602,6,2,2,0,1,2,3,0,0,0,68
440090511021,1807,594,863,350,0,0,1538,80,0,10,17,162,1538,61,0,19,4,1,5,3,5,0,1,162
440090511022,993,341,455,197,0,0,854,21,0,2,9,107,854,19,0,2,0,1,1,4,1,0,1,107
440090512011,1251,614,471,166,0,0,1035,59,7,15,18,117,1035,52,7,7,9,9,2,4,2,2,0,117
440090512012,2317,1079,972,266,0,0,1953,59,18,40,43,204,1953,56,18,3,14,21,5,8,13,2,7,204
440090512021,1061,576,389,96,0,0,915,24,0,13,23,86,915,21,0,3,2,6,4,3,7,0,0,86
440090512022,709,380,271,58,0,0,600,23,5,2,7,72,600,19,5,4,1,7,0,0,0,0,0,72
440090512023,777,431,285,61,0,0,655,31,15,12,5,59,655,26,15,5,3,3,1,0,1,1,3,59
440090512024,1135,503,446,186,0,0,947,34,3,11,31,109,947,30,3,4,4,13,7,5,1,0,0,109
440090513021,890,373,365,152,0,0,782,12,0,2,19,75,782,10,0,2,0,5,9,1,1,0,0,75
440090513022,1222,543,498,181,0,0,1059,28,2,9,27,97,1059,25,2,3,4,9,10,0,4,0,0,97
440090513023,1250,541,522,187,0,0,1104,28,1,2,17,98,1104,26,1,2,1,1,6,7,1,0,0,98
440090513041,1811,763,761,287,0,0,1503,51,1,12,33,211,1503,43,1,8,1,4,16,9,3,2,1,211
440090513051,751,354,301,96,0,0,645,15,1,21,15,54,645,15,1,0,17,2,2,3,1,0,1,54
440090513052,871,325,404,142,0,0,780,23,0,9,16,43,780,21,0,2,8,3,2,9,0,1,0,43
440090513053,1401,576,603,222,0,0,1177,44,13,11,25,131,1177,41,13,3,2,16,3,3,0,2,3,131
440090513061,1910,751,869,290,0,0,1619,51,9,28,32,171,1619,33,9,18,16,10,7,13,5,3,3,171
440090513062,1376,542,633,201,0,0,1152,49,2,12,17,144,1152,37,2,12,4,6,1,6,1,0,1,144
440090513063,2177,1142,812,223,0,0,1788,64,10,66,52,197,1788,59,10,5,33,16,16,5,17,1,7,197
440090514001,1029,320,582,127,0,0,776,31,17,20,23,162,776,30,17,1,8,8,6,5,3,0,4,162
440090515021,913,338,419,156,0,0,804,34,0,5,13,57,804,29,0,5,4,3,2,6,0,0,1,57
440090515022,549,189,270,90,0,0,480,13,0,4,8,44,480,12,0,1,4,1,4,3,0,0,0,44
440090515023,1252,516,564,172,0,0,1053,40,0,25,20,114,1053,35,0,5,9,5,5,3,4,4,0,114
440090515024,1592,635,733,224,0,0,1340,58,4,6,37,147,1340,37,4,21,3,12,13,5,1,0,0,147
440090515025,1359,548,608,203,0,0,1159,35,7,7,21,130,1159,27,7,8,2,5,3,4,1,3,1,130
440090515031,857,334,404,119,0,0,696,35,3,4,8,111,696,32,3,3,1,1,3,2,1,0,1,111
440090515032,1047,409,469,169,0,0,847,35,5,12,21,127,847,27,5,8,3,4,11,4,4,2,2,127
440090515033,1296,487,592,217,0,0,1093,42,1,9,28,123,1093,39,1,3,3,5,10,2,3,1,2,123
440090515041,686,253,323,110,0,0,596,25,6,2,12,45,596,18,6,7,0,4,7,1,1,0,1,45
440090515042,652,230,305,117,0,0,552,22,3,5,7,63,552,21,3,1,0,4,1,0,4,1,0,63
440090515043,667,240,307,120,0,0,568,23,1,3,4,68,568,17,1,6,1,1,1,1,1,0,0,68
440090515044,1015,356,472,187,0,0,869,29,1,6,13,97,869,24,1,5,4,2,4,3,1,0,0,97
440099901000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440099902000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
