BlockGroupID,total_reg,party_rep,party_dem,party_npp,party_lib,party_cnt,party_ain,party_ntl,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_64,eth2_unk
560379711001,439,225,136,73,5,0,0,0,0,0,337,34,0,2,15,51,337,33,51
560379711002,367,203,103,54,7,0,0,0,0,0,293,24,0,9,4,37,293,24,37
560379711003,457,277,116,60,3,1,0,0,0,0,356,28,1,9,4,59,356,28,59
560379712001,613,370,170,70,2,1,0,0,0,0,465,49,0,2,13,84,465,49,84
560379712002,643,370,193,73,7,0,0,0,0,0,492,32,1,12,20,86,492,32,86
560379716001,647,527,61,51,6,2,0,0,0,0,532,30,2,2,7,74,532,30,74
560379716002,241,183,23,34,0,1,0,0,0,0,214,13,0,0,1,13,214,13,13
560079676001,257,188,39,26,2,2,0,0,0,0,224,11,1,1,1,19,224,11,19
560079676002,606,515,29,55,6,1,0,0,0,0,529,22,0,4,5,46,529,22,46
560079677001,592,381,117,86,7,1,0,0,0,0,465,71,0,6,4,46,465,71,46
560079677002,314,206,62,40,5,1,0,0,0,0,262,32,0,0,3,17,262,32,17
560079677003,409,257,79,72,1,0,0,0,0,0,309,63,0,2,1,34,309,63,34
560079677004,297,152,81,60,4,0,0,0,0,0,195,74,0,2,1,25,195,72,25
560079678001,535,348,121,60,5,1,0,0,0,0,449,42,0,7,4,33,449,41,33
560079678002,235,94,98,40,1,2,0,0,0,0,106,110,0,2,0,17,106,109,17
560079678003,588,370,127,83,7,1,0,0,0,0,466,59,0,7,3,53,466,58,53
560079678004,401,231,100,63,4,3,0,0,0,0,331,44,0,5,1,20,331,44,20
560079680001,694,494,106,89,4,1,0,0,0,0,597,22,0,2,8,65,597,22,65
560079680002,622,447,74,93,8,0,0,0,0,0,546,19,0,3,7,47,546,17,47
560079680003,143,107,23,12,1,0,0,0,0,0,113,4,2,3,1,20,113,4,20
560079680004,516,395,52,63,4,2,0,0,0,0,453,5,0,3,1,54,453,5,54
560079681001,371,253,30,76,6,6,0,0,0,0,320,8,0,2,0,41,320,8,41
560079681002,322,221,41,54,6,0,0,0,0,0,272,18,0,0,2,30,272,18,30
560099564001,427,364,23,37,2,1,0,0,0,0,360,17,0,0,2,48,360,17,48
560099564002,604,497,51,50,6,0,0,0,0,0,516,27,0,5,5,51,516,27,51
560099564003,492,413,33,38,5,3,0,0,0,0,414,21,0,2,2,53,414,21,53
560099564004,960,801,75,72,9,3,0,0,0,0,804,29,0,6,5,116,804,29,116
560099565001,971,847,46,75,2,1,0,0,0,0,827,22,0,4,6,112,827,21,112
560099565002,494,389,41,54,5,5,0,0,0,0,428,17,1,3,2,43,428,17,43
560099566001,774,676,33,60,5,0,0,0,0,0,657,19,3,7,0,88,657,19,88
560099566002,502,454,21,26,1,0,0,0,0,0,445,5,0,3,3,46,445,5,46
560099566003,589,521,28,35,5,0,0,0,0,0,505,20,0,2,1,61,505,20,61
560099567001,616,508,51,48,7,2,0,0,0,0,504,19,0,3,5,85,504,19,85
560099567002,778,607,78,79,11,3,0,0,0,0,676,19,0,4,4,75,676,19,75
560459511001,788,722,33,30,3,0,0,0,0,0,699,13,0,4,3,69,699,13,69
560459511002,919,801,56,52,5,5,0,0,0,0,835,6,0,2,5,71,835,6,71
560459513001,467,399,29,34,2,3,0,0,0,0,409,2,0,2,2,52,409,2,52
560459513002,569,471,43,51,4,0,0,0,0,0,503,9,0,0,7,50,503,9,50
560459513003,816,692,45,72,3,4,0,0,0,0,701,15,2,3,4,91,701,15,91
