BlockGroupID,total_reg,party_rep,party_dem,party_npp,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_99,eth2_64,eth2_93,eth2_81,eth2_10,eth2_30,eth2_23,eth2_14,eth2_21,eth2_34,eth2_12,eth2_33,eth2_32,eth2_unk
010399616001,1130,920,130,80,0,0,974,12,58,9,4,73,974,57,12,1,3,4,0,0,3,0,0,1,0,0,73
010399616002,554,491,41,22,0,0,501,6,11,5,0,31,501,11,6,0,0,2,0,0,1,1,0,0,0,0,31
010399616003,606,546,40,20,0,0,546,2,7,6,5,40,546,7,2,0,0,1,0,3,0,1,1,1,0,2,40
010399616004,847,698,82,67,0,0,747,7,38,3,5,47,747,38,7,0,3,0,0,1,2,0,2,0,0,0,47
010399617001,1053,834,165,54,0,0,874,8,103,7,5,56,874,103,8,0,1,0,1,0,4,1,3,2,0,0,56
010399617002,686,561,87,38,0,0,580,1,50,8,3,44,580,49,1,1,0,2,2,1,1,3,0,0,0,1,44
010399617003,1057,851,155,51,0,0,877,12,109,0,10,49,877,108,12,1,9,0,0,0,0,0,0,0,0,0,49
010399618001,984,718,207,59,0,0,781,16,137,6,6,38,781,137,16,0,6,0,0,4,0,0,0,1,0,0,38
010399618002,1266,758,456,52,0,0,811,16,387,4,5,43,811,386,16,1,2,1,1,1,1,1,2,0,0,0,43
010399619001,503,397,87,19,0,0,440,2,42,2,2,15,440,42,2,0,2,0,0,1,1,0,0,0,0,0,15
010399619002,1117,833,223,61,0,0,886,13,162,5,4,47,886,160,13,2,1,0,0,0,4,1,0,0,0,2,47
010399620001,1129,880,168,81,0,0,945,17,78,20,7,62,945,77,17,1,2,1,0,13,2,3,1,0,0,1,62
010399620002,733,444,262,27,0,0,454,5,244,0,2,28,454,240,4,4,2,0,0,0,0,0,0,0,0,0,28
010399620003,634,454,139,41,0,0,494,13,81,12,3,31,494,81,13,0,0,2,1,4,4,2,1,0,0,0,31
010399620004,480,166,290,24,0,0,196,12,264,0,1,7,196,262,12,2,1,0,0,0,0,0,0,0,0,0,7
010399621001,379,171,172,36,0,0,192,9,155,4,2,17,192,154,9,1,2,1,0,1,0,2,0,0,0,0,17
010399621002,683,432,213,38,0,0,474,25,144,14,3,23,474,144,24,0,1,7,0,1,1,4,2,0,0,0,23
010399623001,612,546,28,38,0,0,565,4,5,3,7,28,565,5,4,0,0,0,0,1,2,0,7,0,0,0,28
010399623002,896,772,60,64,0,0,801,9,17,10,11,48,801,17,8,0,6,1,0,4,1,4,1,0,2,0,48
010399623003,698,619,42,37,0,0,627,8,5,4,8,46,627,5,8,0,5,3,0,0,1,0,3,0,0,0,46
010399624001,463,402,45,16,0,0,410,0,29,1,2,21,410,29,0,0,0,0,0,0,0,1,0,0,0,0,21
010399624002,509,451,30,28,0,0,460,4,9,3,1,32,460,9,4,0,0,0,1,1,1,1,0,0,0,0,32
010399624003,573,476,71,26,0,0,498,6,39,5,3,22,498,39,6,0,1,0,1,1,0,4,0,0,0,0,22
010399624004,953,812,101,40,0,0,839,14,43,4,2,51,839,43,14,0,1,1,0,0,2,0,0,0,0,0,51
010399625001,391,308,52,31,0,0,322,6,25,2,4,32,322,24,6,1,2,0,0,1,1,0,1,0,0,1,32
010399625002,532,422,65,45,0,0,461,1,43,1,2,24,461,43,1,0,0,1,0,0,0,0,0,0,0,0,24
010399626001,381,260,89,32,0,0,285,7,64,2,3,20,285,64,7,0,1,1,0,0,0,0,1,0,0,0,20
010399626002,486,321,114,51,0,0,389,13,45,2,8,29,389,45,13,0,4,1,1,0,0,0,0,0,0,0,29
010399627001,576,343,191,42,0,0,364,9,171,6,2,24,364,170,7,1,1,1,0,1,0,3,0,0,0,0,24
010399627002,551,196,334,21,0,0,192,3,336,4,1,15,192,333,3,3,0,0,1,3,0,0,0,0,0,0,15
010399628001,468,424,17,27,0,0,438,3,0,3,1,23,438,0,3,0,1,1,0,0,0,2,0,0,0,0,23
010399628002,631,540,35,56,0,0,582,7,3,3,3,33,582,3,7,0,1,0,0,0,0,1,0,0,0,0,33
010399629001,533,473,34,26,0,0,484,2,3,2,8,34,484,3,2,0,3,0,0,0,1,0,1,0,4,0,34
010399629002,633,553,57,23,0,0,566,6,18,0,7,36,566,17,6,1,5,0,1,0,0,0,0,0,0,0,36
010399630001,653,519,99,35,0,0,565,7,49,1,3,28,565,49,7,0,3,1,0,0,0,0,0,0,0,0,28
010399630002,584,490,57,37,0,0,521,4,25,2,3,29,521,25,4,0,2,1,0,0,0,1,0,0,0,0,29
010399630003,571,352,175,44,0,0,391,11,132,6,3,28,391,132,10,0,2,1,0,3,0,2,0,0,0,0,28
010399630004,590,430,130,30,0,0,435,8,96,2,4,45,435,96,8,0,4,0,0,0,0,1,0,1,0,0,45
010872314001,912,323,554,35,0,0,367,13,501,5,7,19,367,494,13,7,3,0,2,0,0,1,0,1,0,0,19
010872315001,713,251,438,24,0,0,309,6,375,2,2,19,309,371,6,4,1,0,0,2,0,0,1,0,0,0,19
010872315002,634,267,344,23,0,0,325,5,285,3,1,15,325,280,5,5,1,0,0,1,2,0,0,0,0,0,15
010872315003,916,360,518,38,0,0,455,12,422,2,10,15,455,419,10,3,2,0,4,1,1,0,0,0,0,2,15
010872316011,1044,159,868,17,0,0,195,2,822,2,0,23,195,821,2,1,0,1,0,0,0,1,0,0,0,0,23
010872316021,451,19,429,3,0,0,19,0,427,0,2,3,19,424,0,3,0,0,0,0,0,0,2,0,0,0,3
010872316022,846,19,820,7,0,0,20,3,816,2,0,5,20,809,3,7,0,0,0,1,0,0,0,0,0,0,5
010872316031,881,95,775,11,0,0,80,5,787,0,1,8,80,784,5,3,1,0,0,0,0,0,0,0,0,0,8
010872317001,304,9,292,3,0,0,4,0,298,1,0,1,4,295,0,3,0,0,0,1,0,0,0,0,0,0,1
010872318001,543,4,537,2,0,0,6,0,537,0,0,0,6,534,0,3,0,0,0,0,0,0,0,0,0,0,0
010872318002,342,15,326,1,0,0,2,0,340,0,0,0,2,337,0,3,0,0,0,0,0,0,0,0,0,0,0
010872319001,553,7,540,6,0,0,1,2,550,0,0,0,1,544,2,6,0,0,0,0,0,0,0,0,0,0,0
010872319002,1074,28,1030,16,0,0,23,3,1036,0,7,5,23,1019,3,17,3,0,4,0,0,0,0,0,0,0,5
010872320001,800,57,726,17,0,0,46,5,742,1,2,4,46,732,5,10,0,1,2,0,0,0,0,0,0,0,4
010872320002,610,16,588,6,0,0,20,4,585,0,0,1,20,580,4,5,0,0,0,0,0,0,0,0,0,0,1
010872321001,2556,14,2500,42,0,0,28,17,2505,2,2,2,28,2476,16,29,1,0,0,1,1,0,0,0,0,0,2
010872321002,613,21,586,6,0,0,2,2,605,0,1,3,2,599,2,6,1,0,0,0,0,0,0,0,0,0,3
010872322001,889,127,740,22,0,0,158,6,707,7,0,11,158,701,6,6,0,1,0,3,3,0,0,0,0,0,11
010872322002,711,132,571,8,0,0,145,5,542,1,0,18,145,536,5,6,0,0,0,0,1,0,0,0,0,0,18
010872323001,743,61,673,9,0,0,69,2,667,1,0,4,69,663,2,4,0,0,0,0,1,0,0,0,0,0,4
010872323002,390,31,357,2,0,0,36,0,351,0,0,3,36,346,0,5,0,0,0,0,0,0,0,0,0,0,3
010919729011,786,154,616,16,0,0,192,8,568,6,3,9,192,564,8,4,0,0,3,0,4,2,0,0,0,0,9
010919729012,417,94,311,12,0,0,116,1,289,1,1,9,116,289,1,0,0,0,0,1,0,0,1,0,0,0,9
010919729021,795,457,294,44,0,0,491,20,226,1,6,51,491,225,18,1,2,0,4,0,0,0,0,0,0,0,51
010919729022,639,28,599,12,0,0,36,0,594,3,0,6,36,592,0,2,0,0,0,3,0,0,0,0,0,0,6
010919729023,819,111,697,11,0,0,119,5,683,3,0,9,119,681,5,2,0,1,0,0,0,2,0,0,0,0,9
010919730011,1216,320,871,25,0,0,354,3,824,1,2,32,354,821,3,3,1,0,1,1,0,0,0,0,0,0,32
010919730021,694,332,336,26,0,0,390,6,271,2,0,25,390,269,6,2,0,1,0,0,0,1,0,0,0,0,25
010919730022,423,243,168,12,0,0,290,3,116,0,1,13,290,116,3,0,0,0,1,0,0,0,0,0,0,0,13
010919730023,405,249,144,12,0,0,283,3,97,1,2,19,283,97,3,0,0,1,0,0,0,0,0,0,0,0,19
010919730024,347,171,173,3,0,0,193,0,138,0,1,15,193,138,0,0,0,0,0,0,0,0,1,0,0,0,15
010919730025,395,147,241,7,0,0,160,2,223,1,0,9,160,223,2,0,0,1,0,0,0,0,0,0,0,0,9
010919731001,715,228,481,6,0,0,250,2,446,0,1,16,250,446,2,0,1,0,0,0,0,0,0,0,0,0,16
010919731002,481,156,316,9,0,0,168,1,294,0,1,17,168,294,1,0,1,0,0,0,0,0,0,0,0,0,17
010919731003,530,135,393,2,0,0,150,0,375,0,1,4,150,374,0,1,0,0,0,0,0,0,0,0,0,0,4
010919732001,586,252,322,12,0,0,279,2,286,4,1,14,279,286,2,0,0,1,1,2,1,0,0,0,0,0,14
010919732002,623,49,571,3,0,0,44,1,569,0,1,8,44,569,1,0,1,0,0,0,0,0,0,0,0,0,8
010919732003,587,204,373,10,0,0,218,1,341,0,2,25,218,341,1,0,0,0,0,0,0,0,1,0,0,0,25
010919733001,419,128,286,5,0,0,151,1,261,0,0,6,151,260,1,1,0,0,0,0,0,0,0,0,0,0,6
010919733002,729,439,274,16,0,0,505,0,205,2,1,16,505,205,0,0,1,0,0,0,1,1,0,0,0,0,16
010919733003,502,150,346,6,0,0,155,6,327,0,0,14,155,327,6,0,0,0,0,0,0,0,0,0,0,0,14
010919734001,1169,662,463,44,0,0,732,17,362,8,8,42,732,361,17,1,4,5,2,2,1,0,0,0,0,0,42
010919734002,609,416,172,21,0,0,474,9,88,2,1,35,474,88,9,0,0,0,1,1,0,1,0,0,0,0,35
010919734003,623,271,337,15,0,0,297,4,305,2,0,15,297,304,4,1,0,0,0,0,2,0,0,0,0,0,15
010919734004,516,226,273,17,0,0,249,2,246,1,1,17,249,245,2,1,0,0,0,0,0,1,0,0,0,0,17
010919734005,383,198,171,14,0,0,243,14,118,0,3,5,243,117,14,1,0,0,0,0,0,0,0,0,0,3,5
010179538001,958,716,209,33,0,0,774,6,142,2,6,28,774,141,6,1,2,2,0,0,0,0,3,0,0,0,28
010179538002,924,603,289,32,0,0,641,4,237,3,3,36,641,237,4,0,2,1,1,0,2,0,0,0,0,0,36
010179538003,469,189,274,6,0,0,201,4,255,1,0,8,201,250,4,5,0,0,0,0,1,0,0,0,0,0,8
010179539001,685,465,189,31,0,0,496,8,133,3,6,39,496,132,8,1,5,1,1,1,1,0,0,0,0,0,39
010179539002,546,164,371,11,0,0,185,8,338,1,3,11,185,334,8,4,0,1,3,0,0,0,0,0,0,0,11
010179539003,901,250,624,27,0,0,290,7,577,5,2,20,290,574,7,3,2,2,0,1,2,0,0,0,0,0,20
010179540011,813,452,346,15,0,0,461,4,320,2,1,25,461,320,4,0,1,2,0,0,0,0,0,0,0,0,25
010179540012,918,418,481,19,0,0,445,4,444,0,7,18,445,441,4,3,0,0,1,0,0,0,6,0,0,0,18
010179540021,707,250,442,15,0,0,260,5,427,4,1,10,260,425,5,2,1,1,0,0,1,2,0,0,0,0,10
010179540022,696,249,421,26,0,0,283,5,395,1,2,10,283,391,5,4,2,0,0,1,0,0,0,0,0,0,10
010179540023,885,229,645,11,0,0,239,4,638,0,1,3,239,631,4,7,1,0,0,0,0,0,0,0,0,0,3
010179540024,688,282,399,7,0,0,295,6,378,1,0,8,295,374,6,4,0,0,0,0,1,0,0,0,0,0,8
010179542001,1033,615,356,62,0,0,714,8,276,2,4,29,714,276,8,0,2,1,1,0,0,0,1,1,0,0,29
010179542002,1284,824,397,63,0,0,906,14,322,7,4,31,906,317,14,5,2,2,2,1,3,1,0,0,0,0,31
010179543001,758,216,507,35,0,0,247,11,452,25,4,19,247,447,11,5,3,6,0,5,13,0,0,0,0,0,19
010179543002,868,620,189,59,0,0,679,9,135,5,6,34,679,135,9,0,2,0,0,3,2,0,1,0,0,0,34
010179543003,616,387,205,24,0,0,412,5,178,1,0,20,412,171,4,7,0,1,0,0,0,0,0,0,0,0,20
010179543004,1020,321,652,47,0,0,367,13,606,11,0,23,367,601,13,5,0,0,0,1,7,0,0,1,0,0,23
010179546001,761,522,198,41,0,0,557,12,157,9,0,26,557,156,12,1,0,3,0,0,3,3,0,0,0,0,26
010179546002,833,596,182,55,0,0,667,10,114,2,2,38,667,114,10,0,1,1,1,0,1,0,0,0,0,0,38
010179546003,859,484,328,47,0,0,544,17,250,6,3,39,544,249,16,1,3,0,0,3,2,1,0,0,0,0,39
010179547001,777,358,385,34,0,0,389,12,340,3,0,33,389,338,12,2,0,1,0,0,1,1,0,0,0,0,33
010179547002,1103,604,465,34,0,0,653,8,412,5,4,21,653,411,8,1,4,1,0,4,0,0,0,0,0,0,21
010179547003,814,470,295,49,0,0,508,5,255,4,1,41,508,252,5,3,1,1,0,1,1,1,0,0,0,0,41
010179547004,725,543,137,45,0,0,603,9,76,3,4,30,603,76,9,0,3,0,0,1,2,0,0,0,0,0,30
010179548001,989,490,466,33,0,0,546,17,402,2,1,21,546,398,17,4,1,1,0,0,1,0,0,0,0,0,21
010179548002,632,197,423,12,0,0,214,13,386,3,6,10,214,382,13,4,4,1,0,0,0,2,0,0,1,0,10
010179548003,461,121,327,13,0,0,151,8,296,1,2,3,151,291,8,5,0,0,2,1,0,0,0,0,0,0,3
010179548004,539,209,309,21,0,0,249,6,270,0,1,13,249,268,6,2,1,0,0,0,0,0,0,0,0,0,13
010179548005,781,125,645,11,0,0,131,4,634,5,2,5,131,628,4,6,1,0,0,4,1,0,0,0,0,1,5
010010201001,351,253,67,31,0,0,269,14,46,0,3,19,269,44,14,2,3,0,0,0,0,0,0,0,0,0,19
010010201002,1005,706,201,98,0,0,766,21,145,7,12,54,766,144,21,1,4,5,2,1,0,0,4,0,0,0,54
010010202001,690,191,473,26,0,0,198,6,469,2,4,11,198,463,5,6,1,0,0,0,1,0,3,1,0,0,11
010010202002,832,310,491,31,0,0,326,7,462,2,7,28,326,455,7,7,4,0,0,0,2,0,0,0,0,0,28
010010203001,1605,1021,457,127,0,0,1133,40,356,7,10,59,1133,350,40,6,2,4,5,0,0,0,0,3,0,0,59
010010203002,637,370,221,46,0,0,425,15,163,5,3,26,425,162,15,1,3,0,0,2,1,1,0,1,0,0,26
010010204001,706,587,75,44,0,0,612,13,31,2,6,42,612,31,13,0,3,1,3,0,0,0,0,1,0,0,42
010010204002,1432,1129,206,97,0,0,1176,35,131,11,12,67,1176,128,34,3,4,5,2,0,4,0,3,2,0,1,67
010010204003,587,476,68,43,0,0,504,7,30,3,1,42,504,30,7,0,0,1,0,0,2,0,0,0,0,0,42
010010204004,410,298,64,48,0,0,344,16,26,3,3,18,344,25,16,1,1,0,0,1,1,1,1,0,0,0,18
010010205011,1226,964,186,76,0,0,1008,19,117,13,9,60,1008,116,19,1,5,6,0,2,2,3,3,0,0,0,60
010010205012,1418,1109,212,97,0,0,1193,27,90,13,11,84,1193,87,27,3,2,3,2,4,1,1,4,4,0,1,84
010010205021,956,477,369,110,0,0,530,24,318,29,17,38,530,310,24,8,1,9,7,2,6,10,1,2,0,2,38
010010205022,777,484,233,60,0,0,535,11,175,13,10,33,535,173,11,2,0,8,3,1,3,1,2,0,0,1,33
010010205031,438,134,264,40,0,0,174,3,243,5,1,12,174,241,3,2,0,0,1,3,1,0,0,0,0,0,12
010010205032,654,468,155,31,0,0,484,16,114,11,5,24,484,114,15,0,0,8,3,3,0,0,2,0,0,0,24
010010205033,2040,1323,585,132,0,0,1379,48,447,56,21,89,1379,444,47,3,8,13,6,25,3,15,0,0,1,0,89
010010206001,657,305,290,62,0,0,360,12,261,0,4,20,360,259,12,2,3,0,1,0,0,0,0,0,0,0,20
010010206002,435,299,106,30,0,0,308,8,80,5,6,28,308,79,8,1,3,3,0,0,0,2,3,0,0,0,28
010010206003,1450,1037,338,75,0,0,1115,30,224,9,7,65,1115,221,29,3,2,2,0,2,0,2,3,0,0,1,65
010010207001,830,590,172,68,0,0,645,17,110,5,3,50,645,108,16,2,2,2,0,0,0,1,0,1,0,0,50
010010207002,669,398,209,62,0,0,447,9,182,5,2,24,447,179,9,3,2,1,0,0,1,2,0,1,0,0,24
010010207003,687,421,194,72,0,0,469,26,150,4,7,31,469,150,26,0,1,0,0,0,0,4,0,0,0,0,31
010010208011,636,497,113,26,0,0,487,5,100,6,1,37,487,98,4,2,0,1,0,3,2,0,1,0,0,0,37
010010208012,633,527,74,32,0,0,533,5,52,0,1,42,533,52,5,0,1,0,0,0,0,0,0,0,0,0,42
010010208013,869,710,111,48,0,0,717,13,55,1,17,66,717,55,13,0,5,0,7,0,0,0,4,0,0,1,66
010010208031,870,662,146,62,0,0,700,11,110,5,3,41,700,108,11,2,1,2,1,0,3,0,0,0,0,0,41
010010208032,345,150,165,30,0,0,173,3,160,0,2,7,173,157,3,3,2,0,0,0,0,0,0,0,0,0,7
010010208033,1066,719,250,97,0,0,808,15,171,5,8,59,808,170,15,1,1,1,0,1,1,0,5,2,0,2,59
010010208034,1110,769,262,79,0,0,804,21,219,6,8,52,804,214,21,5,3,0,0,0,1,4,3,1,1,0,52
010010208041,1173,794,303,76,0,0,849,34,212,3,14,61,849,212,34,0,4,0,2,0,2,0,4,1,2,0,61
010010208042,1862,1271,449,142,0,0,1327,43,326,43,18,105,1327,325,43,1,5,14,4,15,2,11,3,0,0,0,105
010010208051,711,537,125,49,0,0,569,18,80,4,3,37,569,80,18,0,2,2,0,1,1,0,1,0,0,0,37
010010208052,1418,1196,129,93,0,0,1244,13,71,5,4,81,1244,71,13,0,2,1,0,1,1,1,0,1,0,1,81
010010209011,923,765,92,66,0,0,831,15,33,3,3,38,831,31,13,2,3,1,0,0,1,0,0,1,0,0,38
010010209012,1209,963,163,83,0,0,1010,21,97,6,4,71,1010,95,21,2,4,2,0,1,1,2,0,0,0,0,71
010010209021,1015,576,382,57,0,0,586,11,370,2,5,41,586,367,11,3,5,0,0,1,1,0,0,0,0,0,41
010010209022,1124,866,160,98,0,0,913,23,102,5,2,79,913,102,23,0,1,2,1,0,3,0,0,0,0,0,79
010010210001,634,338,263,33,0,0,371,4,237,2,2,18,371,234,4,3,2,0,0,0,2,0,0,0,0,0,18
010010210002,660,450,162,48,0,0,480,7,142,3,6,22,480,138,7,4,3,0,2,1,2,0,0,0,0,0,22
010010210003,582,475,64,43,0,0,496,9,41,0,1,35,496,40,9,1,1,0,0,0,0,0,0,0,0,0,35
010010211001,405,119,275,11,0,0,115,3,274,0,0,13,115,266,3,8,0,0,0,0,0,0,0,0,0,0,13
010010211002,596,367,200,29,0,0,393,7,176,1,5,14,393,176,7,0,3,0,1,0,0,0,0,1,0,1,14
010010211003,692,319,352,21,0,0,327,5,338,0,4,18,327,332,5,6,4,0,0,0,0,0,0,0,0,0,18
010010211004,662,187,464,11,0,0,195,3,449,0,2,13,195,446,3,3,2,0,0,0,0,0,0,0,0,0,13
010770101001,827,125,383,319,0,0,482,17,273,9,7,39,482,269,16,4,3,3,1,4,2,0,1,0,0,0,39
010770102001,588,86,267,235,0,0,353,10,203,1,2,19,353,201,10,2,2,1,0,0,0,0,0,0,0,0,19
010770102002,586,208,230,148,0,0,455,6,81,3,7,34,455,80,6,1,0,1,1,0,2,0,4,0,2,0,34
010770103001,308,6,295,7,0,0,13,0,295,0,0,0,13,292,0,3,0,0,0,0,0,0,0,0,0,0,0
010770103002,515,8,481,26,0,0,33,1,475,0,1,5,33,468,1,7,1,0,0,0,0,0,0,0,0,0,5
010770104001,914,303,304,307,0,0,686,15,149,8,6,50,686,145,15,4,3,0,0,4,1,0,1,2,0,0,50
010770104002,779,237,320,222,0,0,595,23,95,4,11,51,595,91,22,4,6,2,1,0,0,1,1,1,0,0,51
010770106001,544,129,193,222,0,0,426,9,68,5,9,27,426,67,9,1,5,2,2,0,1,1,2,1,0,0,27
010770106002,445,94,184,167,0,0,285,11,120,3,2,24,285,120,11,0,0,0,2,2,1,0,0,0,0,0,24
010770106003,572,130,226,216,0,0,451,11,69,4,2,35,451,69,11,0,2,1,0,1,0,0,0,1,0,0,35
010770107001,390,89,180,121,0,0,244,21,112,2,5,6,244,110,21,2,0,1,0,1,0,0,0,0,0,0,6
010770107002,472,80,191,201,0,0,305,12,129,0,2,24,305,127,12,2,2,0,0,0,0,0,0,0,0,0,24
010770108001,747,147,367,233,0,0,422,37,256,0,5,27,422,253,37,3,2,0,2,0,0,0,1,0,0,0,27
010770108002,875,245,372,258,0,0,586,26,231,3,6,23,586,230,26,1,3,1,0,2,0,0,2,0,1,0,23
010770108003,627,250,166,211,0,0,513,14,61,6,7,26,513,59,13,2,6,4,0,0,0,2,0,0,0,0,26
010770109011,970,539,261,170,0,0,837,13,74,10,3,33,837,72,13,2,1,3,0,2,2,2,2,1,0,0,33
010770109012,578,222,187,169,0,0,426,36,77,3,8,28,426,77,36,0,2,0,2,2,0,1,1,0,0,0,28
010770109013,755,228,295,232,0,0,556,23,122,11,11,32,556,122,23,0,3,4,3,1,3,0,0,0,3,2,32
010770109021,1197,250,510,437,0,0,792,26,318,18,11,32,792,313,26,5,5,4,1,7,3,0,0,4,1,1,32
010770109022,923,379,356,188,0,0,679,13,173,7,4,47,679,170,13,3,0,1,0,0,4,2,0,0,0,0,47
010770109023,723,313,185,225,0,0,597,16,64,5,8,33,597,63,16,1,3,4,3,0,1,0,1,0,0,0,33
010770110001,809,151,423,235,0,0,467,16,286,1,13,26,467,283,16,3,4,0,3,1,0,0,3,0,1,0,26
010770110002,1126,181,681,264,0,0,529,21,539,3,8,26,529,527,21,12,1,0,1,1,0,1,3,1,1,1,26
010770110003,1001,376,330,295,0,0,816,25,98,5,12,45,816,94,25,4,5,4,0,0,1,0,2,0,2,0,45
010770111011,1304,640,305,359,0,0,1116,29,83,12,9,55,1116,83,29,0,3,3,2,1,5,3,0,0,0,0,55
010770111012,547,225,145,177,0,0,440,5,75,2,4,21,440,75,5,0,3,0,0,0,0,2,0,0,0,0,21
010770111013,1079,543,247,289,0,0,885,20,98,9,6,61,885,98,20,0,3,1,1,4,1,2,0,1,2,0,61
010770111014,995,595,227,173,0,0,839,21,69,8,8,50,839,69,21,0,3,5,1,1,1,0,1,0,2,0,50
010770111021,876,389,222,265,0,0,714,17,87,9,9,40,714,87,17,0,4,0,0,8,0,1,0,0,4,0,40
010770111022,733,231,178,324,0,0,591,21,70,5,4,42,591,68,21,2,1,0,1,1,2,2,2,0,0,0,42
010770111023,1551,857,413,281,0,0,1304,17,142,7,13,68,1304,142,17,0,1,3,3,0,1,3,0,0,4,0,68
010770112001,997,480,271,246,0,0,814,10,124,4,4,41,814,122,10,2,0,1,0,0,2,0,1,1,3,0,41
010770112002,736,313,231,192,0,0,531,7,166,1,3,28,531,162,7,4,0,0,0,0,1,0,0,0,1,0,28
010770112003,1087,576,197,314,0,0,968,20,54,2,2,41,968,52,20,2,0,1,1,1,0,0,1,0,0,0,41
010770113001,601,288,61,252,0,0,574,3,0,3,2,19,574,0,3,0,0,1,0,1,1,0,2,0,0,0,19
010770113002,896,400,97,399,0,0,820,11,15,6,5,39,820,15,11,0,2,1,0,0,5,0,0,0,3,0,39
010770114011,1194,605,130,459,0,0,1127,6,7,5,7,42,1127,7,6,0,1,2,1,0,2,1,4,0,1,0,42
010770114012,1309,629,220,460,0,0,1157,11,70,3,10,58,1157,70,10,0,3,0,1,0,3,0,0,0,3,1,58
010770114021,949,499,119,331,0,0,867,10,15,4,5,48,867,15,10,0,2,0,1,1,3,0,0,0,0,1,48
010770114022,1005,573,134,298,0,0,923,20,10,2,6,44,923,10,20,0,2,0,0,1,1,0,0,0,3,0,44
010770115021,760,392,115,253,0,0,707,3,11,9,1,29,707,11,3,0,0,3,1,1,0,5,0,0,0,0,29
010770115022,1277,661,171,445,0,0,1172,14,10,4,10,67,1172,10,12,0,2,1,0,2,1,0,0,0,4,0,67
010770115023,957,538,178,241,0,0,828,16,43,2,11,57,828,42,16,1,1,1,0,1,0,0,2,0,7,0,57
010770115024,813,460,113,240,0,0,743,7,9,5,9,40,743,9,7,0,2,0,1,2,1,1,0,0,4,0,40
010770115031,1690,1132,297,261,0,0,1487,41,50,22,20,70,1487,49,41,1,4,7,2,8,2,5,6,0,7,0,70
010770115032,774,468,137,169,0,0,682,11,36,3,9,33,682,36,11,0,2,1,4,1,1,0,0,0,3,0,33
010770115041,377,157,61,159,0,0,314,5,25,3,6,24,314,24,5,1,2,2,0,0,0,1,0,0,0,0,24
010770115042,2100,1245,463,392,0,0,1822,34,74,34,15,121,1822,73,33,1,3,10,3,4,5,13,2,1,2,0,121
010770115043,563,343,99,121,0,0,467,11,31,9,5,40,467,30,11,1,3,0,0,6,0,3,0,0,2,0,40
010770116021,458,237,55,166,0,0,421,6,2,1,1,27,421,2,6,0,1,1,0,0,0,0,0,0,0,0,27
010770116022,1162,645,132,385,0,0,1051,14,5,0,18,74,1051,5,14,0,2,0,1,0,0,0,0,0,15,0,74
010770116023,871,419,128,324,0,0,813,10,4,1,7,36,813,4,10,0,2,1,0,0,0,0,0,0,5,0,36
010770116024,739,370,108,261,0,0,674,6,7,1,11,40,674,7,6,0,3,1,1,0,0,0,1,0,5,0,40
010770116031,641,353,104,184,0,0,586,16,1,1,2,35,586,1,15,0,1,0,0,1,0,0,0,0,0,1,35
010770116032,1203,729,144,330,0,0,1089,19,11,5,18,61,1089,11,19,0,3,3,4,1,1,0,0,0,11,0,61
010770116033,1078,640,149,289,0,0,983,20,14,7,11,43,983,14,19,0,1,1,2,1,3,1,0,0,6,0,43
010770116034,753,402,139,212,0,0,675,19,12,1,4,42,675,12,19,0,1,1,1,0,0,0,0,0,0,1,42
010770116051,1266,766,201,299,0,0,1126,16,50,8,6,60,1126,50,16,0,2,0,1,1,2,5,0,0,2,0,60
010770116052,753,436,160,157,0,0,666,8,25,8,9,37,666,25,8,0,4,7,2,1,0,0,0,0,0,0,37
010770116061,1453,842,252,359,0,0,1280,21,66,9,6,71,1280,64,21,2,2,2,2,3,4,0,1,0,0,0,71
010770116062,1512,882,242,388,0,0,1353,23,44,6,16,70,1353,44,23,0,6,3,1,1,1,1,3,0,1,0,70
010770117001,610,394,52,164,0,0,558,8,3,3,3,35,558,3,8,0,3,0,0,0,2,0,0,0,0,0,35
010770117002,840,445,140,255,0,0,775,14,13,2,7,29,775,12,13,1,2,1,0,1,0,0,2,0,2,0,29
010770117003,769,485,78,206,0,0,715,10,1,0,3,40,715,0,10,1,0,0,2,0,0,0,0,0,1,0,40
010770117004,926,594,113,219,0,0,870,13,9,1,6,27,870,9,13,0,2,1,0,0,0,0,0,0,4,0,27
010770118011,957,518,108,331,0,0,895,9,2,2,9,40,895,2,9,0,6,1,0,0,0,1,1,0,1,0,40
010770118012,1406,708,214,484,0,0,1282,13,26,4,10,71,1282,25,13,1,2,1,3,2,0,0,0,0,1,3,71
010770118013,927,541,134,252,0,0,854,11,3,4,7,48,854,3,11,0,2,2,1,2,0,0,0,0,0,0,48
010770118021,854,464,196,194,0,0,716,6,95,5,9,23,716,94,6,1,5,1,1,2,2,0,0,0,0,0,23
010770118022,1009,536,169,304,0,0,864,7,68,11,12,47,864,67,7,1,5,1,1,8,2,0,0,0,0,0,47
010770118023,829,485,117,227,0,0,755,4,28,3,5,34,755,28,4,0,3,2,1,0,1,0,0,0,0,0,34
011170301021,1096,657,391,48,0,0,720,16,325,3,8,24,720,324,16,1,3,0,2,0,1,2,0,0,0,0,24
011170301022,979,763,148,68,0,0,829,9,69,5,9,58,829,68,9,1,3,1,5,1,1,0,0,1,0,0,58
