BlockGroupID,total_reg,party_rep,party_dem,party_npp,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_99,eth2_64,eth2_93,eth2_81,eth2_10,eth2_30,eth2_23,eth2_14,eth2_21,eth2_34,eth2_12,eth2_33,eth2_32,eth2_unk
011010056141,619,49,564,6,0,0,60,21,533,3,0,2,60,528,21,5,0,0,0,0,2,1,0,0,0,0,2
011010056142,679,55,618,6,0,0,73,9,585,6,1,5,73,578,9,7,1,1,0,5,0,0,0,0,0,0,5
011010057001,647,330,289,28,0,0,340,3,278,2,2,22,340,277,3,1,1,0,0,1,0,0,0,1,0,0,22
011010057002,466,307,132,27,0,0,324,7,106,1,5,23,324,106,7,0,1,0,1,0,0,0,3,0,0,0,23
011010058001,461,247,202,12,0,0,259,2,184,1,1,14,259,179,1,5,1,0,0,0,0,1,0,0,0,0,14
011010058002,350,174,164,12,0,0,182,3,148,2,1,14,182,148,3,0,0,1,1,0,0,0,0,0,0,0,14
011010058003,669,456,195,18,0,0,487,4,161,0,1,16,487,159,3,2,0,0,0,0,0,0,0,0,0,1,16
011010059021,1084,7,1077,0,0,0,9,3,1071,0,0,1,9,1065,3,6,0,0,0,0,0,0,0,0,0,0,1
011010059022,690,4,686,0,0,0,4,0,684,0,1,1,4,675,0,9,1,0,0,0,0,0,0,0,0,0,1
011010059023,781,1,780,0,0,0,5,2,773,1,0,0,5,765,2,8,0,0,0,1,0,0,0,0,0,0,0
011010059031,619,390,210,19,0,0,405,3,186,3,6,16,405,183,3,3,1,2,4,0,1,0,0,0,0,0,16
011010059032,856,462,382,12,0,0,456,9,359,7,1,24,456,347,8,12,1,1,0,2,3,1,0,0,0,0,24
011010059041,961,356,577,28,0,0,369,7,557,1,4,23,369,552,7,5,1,0,2,1,0,0,0,0,0,1,23
011010059042,510,282,204,24,0,0,316,5,156,8,7,18,316,155,5,1,1,4,6,2,2,0,0,0,0,0,18
011010059043,462,166,287,9,0,0,173,5,273,2,1,8,173,268,5,5,1,2,0,0,0,0,0,0,0,0,8
011010060001,285,32,253,0,0,0,41,23,216,4,1,0,41,215,23,1,1,0,0,4,0,0,0,0,0,0,0
011010060002,288,139,141,8,0,0,142,3,129,1,0,13,142,127,3,2,0,0,0,0,0,1,0,0,0,0,13
011010060003,910,572,293,45,0,0,608,22,220,6,2,52,608,205,22,15,2,0,0,1,0,1,0,3,0,0,52
011010060004,642,186,453,3,0,0,194,4,436,1,0,7,194,426,2,10,0,1,0,0,0,0,0,0,0,0,7
011010061001,1814,25,1786,3,0,0,29,6,1775,0,1,3,29,1762,6,13,1,0,0,0,0,0,0,0,0,0,3
010059501001,1085,560,488,37,0,0,623,28,393,7,5,29,623,392,28,1,3,2,1,2,1,2,0,0,1,0,29
010059501002,1265,413,835,17,0,0,476,5,769,0,2,13,476,763,5,6,0,0,2,0,0,0,0,0,0,0,13
010059502001,626,156,456,14,0,0,174,2,431,0,2,17,174,429,2,2,2,0,0,0,0,0,0,0,0,0,17
010059502002,443,83,355,5,0,0,96,3,341,0,0,3,96,341,3,0,0,0,0,0,0,0,0,0,0,0,3
010059502003,845,278,557,10,0,0,308,7,519,0,2,9,308,514,7,5,2,0,0,0,0,0,0,0,0,0,9
010059503001,613,269,332,12,0,0,281,4,306,2,2,18,281,305,4,1,0,2,1,0,0,0,0,0,0,0,18
010059503002,557,192,359,6,0,0,199,2,347,0,1,8,199,345,2,2,1,0,0,0,0,0,0,0,0,0,8
010059504001,518,406,98,14,0,0,417,4,72,2,0,23,417,71,4,1,0,0,0,0,0,1,0,0,0,0,23
010059504002,583,317,251,15,0,0,325,6,236,4,1,11,325,231,5,5,0,3,1,1,0,0,0,0,0,0,11
010059504003,545,210,319,16,0,0,217,9,299,2,5,13,217,298,9,1,5,0,0,0,1,0,0,0,0,0,13
010059505001,830,619,172,39,0,0,681,9,88,9,5,38,681,88,9,0,2,4,2,1,1,3,0,0,1,0,38
010059505002,726,465,231,30,0,0,505,2,187,4,4,24,505,187,2,0,2,3,0,0,0,0,0,0,0,0,24
010059505003,716,404,285,27,0,0,428,8,243,2,5,30,428,242,8,1,3,1,0,0,1,0,0,0,0,0,30
010059506001,455,59,394,2,0,0,60,2,385,7,1,0,60,383,2,2,0,1,1,5,0,1,0,0,0,0,0
010059506002,929,594,307,28,0,0,647,15,235,1,4,27,647,234,15,1,2,1,0,0,0,0,1,0,0,1,27
010059507001,470,262,195,13,0,0,278,1,163,1,1,26,278,163,1,0,1,1,0,0,0,0,0,0,0,0,26
010059507002,905,278,600,27,0,0,324,17,538,3,3,20,324,534,17,4,0,1,0,0,1,1,0,0,0,1,20
010059508001,582,215,352,15,0,0,256,3,312,2,1,8,256,312,3,0,0,0,0,1,1,0,0,0,1,0,8
010059508002,978,419,528,31,0,0,496,10,426,4,3,39,496,423,10,3,3,0,0,2,1,0,0,0,0,0,39
010059509001,1137,640,462,35,0,0,706,24,356,4,5,42,706,356,24,0,1,0,3,3,1,0,0,0,1,0,42
010059509002,1165,359,795,11,0,0,385,12,737,8,2,21,385,729,12,8,2,1,0,4,1,1,0,1,0,0,21
010059509003,499,15,481,3,0,0,12,4,478,0,0,5,12,476,4,2,0,0,0,0,0,0,0,0,0,0,5
010379610001,278,102,168,8,0,0,96,2,175,0,0,5,96,174,2,1,0,0,0,0,0,0,0,0,0,0,5
010379610002,416,201,189,26,0,0,222,4,180,0,1,9,222,178,4,2,1,0,0,0,0,0,0,0,0,0,9
010379610003,1648,749,868,31,0,0,700,11,887,1,6,43,700,882,11,5,5,0,1,0,0,1,0,0,0,0,43
010379611001,833,747,36,50,0,0,745,3,8,2,3,72,745,8,3,0,3,1,0,0,0,1,0,0,0,0,72
010379611002,412,345,42,25,0,0,368,4,26,0,1,13,368,26,4,0,0,0,1,0,0,0,0,0,0,0,13
010379611003,643,537,75,31,0,0,565,5,42,1,5,25,565,41,5,1,3,0,0,0,1,0,0,0,0,0,25
010379612001,913,710,178,25,0,0,692,18,130,3,9,61,692,128,18,2,5,0,2,2,0,0,0,1,2,0,61
010379612002,186,86,94,6,0,0,76,4,90,1,2,13,76,89,4,1,1,1,1,0,0,0,0,0,0,0,13
010379612003,555,426,112,17,0,0,435,0,85,2,1,32,435,82,0,3,0,1,0,0,1,0,1,0,0,0,32
010379612004,455,311,128,16,0,0,320,5,111,2,0,17,320,111,4,0,0,1,0,0,0,0,0,0,0,0,17
010030101001,535,235,283,17,0,0,250,2,264,2,5,12,250,264,2,0,4,0,0,0,2,0,1,0,0,0,12
010030101002,1323,949,305,69,0,0,987,11,236,3,20,66,987,236,11,0,16,1,0,2,0,0,2,0,0,0,66
010030101003,1093,947,89,57,0,0,1006,6,16,4,26,35,1006,16,6,0,21,2,0,0,2,0,3,0,2,0,35
010030102001,1041,793,152,96,0,0,865,12,69,8,31,56,865,66,12,3,26,3,0,3,0,1,3,0,0,0,56
010030102002,845,718,60,67,0,0,737,8,15,4,16,65,737,15,8,0,13,2,0,1,0,1,0,0,0,0,65
010030103001,791,506,266,19,0,0,541,3,211,2,7,27,541,209,3,2,7,2,0,0,0,0,0,0,0,0,27
010030103002,1935,1608,239,88,0,0,1594,58,113,12,5,153,1594,112,57,1,2,6,1,1,1,1,1,3,0,0,153
010030103003,1325,1031,246,48,0,0,1081,21,157,7,14,45,1081,155,21,2,12,0,0,1,1,2,0,3,1,0,45
010030103004,565,370,154,41,0,0,406,8,114,2,4,31,406,112,8,2,1,0,1,1,1,0,0,0,0,0,31
010030103005,1213,723,395,95,0,0,813,6,329,7,15,43,813,324,6,5,8,2,5,1,3,1,0,0,0,0,43
010030104001,659,586,40,33,0,0,615,6,0,2,8,28,615,0,6,0,6,1,0,0,1,0,0,0,2,0,28
010030104002,1121,938,110,73,0,0,980,27,22,13,22,57,980,21,25,1,7,3,4,2,6,2,0,0,0,4,57
010030104003,2245,1666,427,152,0,0,1773,43,260,9,27,133,1773,256,43,4,21,1,0,3,3,2,0,0,3,0,133
010030105001,669,463,151,55,0,0,517,4,109,8,8,23,517,107,4,2,3,5,1,3,0,0,0,0,1,1,23
010030105002,727,535,151,41,0,0,585,14,76,7,6,39,585,75,14,1,5,3,1,2,0,1,0,1,0,0,39
010030105003,1137,947,144,46,0,0,1009,15,57,4,20,32,1009,57,15,0,10,2,4,0,1,0,3,1,0,2,32
010030105004,634,421,176,37,0,0,444,11,127,8,10,34,444,127,11,0,5,1,0,0,1,2,3,0,0,0,34
010030106001,819,229,549,41,0,0,260,6,531,3,3,16,260,528,6,3,3,0,0,2,0,1,0,0,0,0,16
010030106002,452,116,323,13,0,0,139,3,293,2,5,10,139,291,3,2,4,1,0,0,1,0,1,0,0,0,10
010030106003,977,532,378,67,0,0,589,11,335,3,7,32,589,333,11,2,4,0,0,1,1,1,0,0,1,0,32
010030107041,1967,1373,445,149,0,0,1562,70,157,20,23,135,1562,152,70,5,8,2,2,8,6,3,5,1,0,0,135
010030107042,1689,1222,361,106,0,0,1376,47,119,9,13,125,1376,118,47,1,7,3,2,1,0,3,3,2,0,0,125
010030107061,1782,1339,337,106,0,0,1443,45,126,29,14,125,1443,126,44,0,3,9,2,6,3,8,5,1,1,1,125
010030107062,2112,1713,326,73,0,0,1739,81,75,29,36,152,1739,72,80,3,9,12,13,7,5,2,5,1,3,0,152
010030107071,758,551,167,40,0,0,622,29,45,6,7,49,622,43,27,2,2,3,0,1,1,1,1,0,0,0,49
010030107072,1305,1020,221,64,0,0,1113,47,29,17,10,89,1113,29,47,0,3,7,3,4,2,2,2,0,0,0,89
010030107073,1502,1227,224,51,0,0,1285,48,37,18,16,98,1285,31,48,6,4,2,4,4,11,1,2,0,1,0,98
010030107081,821,619,156,46,0,0,672,21,40,19,13,56,672,39,21,1,2,7,1,2,0,7,2,1,1,0,56
010030107082,2746,1928,632,186,0,0,2073,127,310,36,34,166,2073,307,124,3,8,10,7,9,4,8,7,4,3,0,166
010030107083,1927,1345,478,104,0,0,1503,76,187,16,35,110,1503,184,76,3,16,6,2,5,3,2,6,0,1,0,110
010030107084,1110,840,206,64,0,0,868,46,62,22,9,103,868,61,46,1,3,11,4,5,2,3,0,1,0,0,103
010030107091,3120,2472,517,131,0,0,2602,89,132,37,30,230,2602,131,89,1,6,14,8,3,8,6,3,6,2,0,230
010030107092,1492,1045,394,53,0,0,1063,55,225,24,20,105,1063,223,55,2,8,10,4,3,0,9,2,0,2,0,105
010030107093,3184,2574,466,144,0,0,2613,98,179,23,28,243,2613,174,96,5,1,7,10,2,10,3,4,0,0,0,243
010030107101,1027,588,376,63,0,0,669,54,226,10,6,62,669,223,54,3,1,5,3,3,0,2,1,0,0,0,62
010030107102,3157,2248,681,228,0,0,2465,102,313,28,25,224,2465,303,100,10,4,11,4,4,4,7,5,1,1,2,224
010030107103,624,351,235,38,0,0,412,10,151,12,5,34,412,150,10,1,2,0,1,3,2,5,0,2,0,0,34
010030107111,1578,1016,451,111,0,0,1157,65,222,15,14,105,1157,219,63,3,7,8,3,1,3,3,2,0,0,0,105
010030107112,1264,927,257,80,0,0,1007,52,73,10,15,107,1007,70,50,3,5,4,1,1,3,2,1,0,1,0,107
010030108001,1028,491,485,52,0,0,546,22,386,9,6,59,546,385,22,1,4,6,1,1,1,1,0,0,0,0,59
010030108002,2212,1720,438,54,0,0,1893,48,53,14,25,179,1893,52,42,1,3,6,5,1,4,2,5,1,1,2,179
010030108003,2524,1226,1117,181,0,0,1429,63,850,16,17,149,1429,836,62,14,4,6,6,1,2,4,5,1,0,0,149
010030109031,1168,782,289,97,0,0,820,32,203,9,14,90,820,202,31,1,4,1,1,5,2,1,5,0,0,0,90
010030109032,1427,1097,230,100,0,0,1143,44,100,12,13,115,1143,99,41,1,4,4,1,4,3,0,4,0,0,0,115
010030109033,1288,978,236,74,0,0,1040,32,129,3,14,70,1040,128,32,1,10,1,1,0,1,1,0,0,0,0,70
010030109041,1959,1619,187,153,0,0,1745,44,12,12,23,123,1745,12,43,0,16,7,3,2,1,0,1,0,0,0,123
010030109042,1442,1222,139,81,0,0,1255,51,8,11,35,82,1255,8,50,0,21,7,1,0,1,2,0,0,0,1,82
010030109043,1947,1587,234,126,0,0,1669,61,75,7,27,108,1669,73,61,2,20,2,1,1,1,2,1,1,0,0,108
010030109061,1141,892,170,79,0,0,940,59,46,5,13,78,940,45,59,1,7,2,0,0,2,1,4,0,0,0,78
010030109062,1023,788,170,65,0,0,856,45,53,8,3,58,856,51,45,2,2,4,0,2,2,0,0,0,1,0,58
010030109063,765,640,77,48,0,0,665,26,11,7,8,48,665,11,26,0,2,3,0,0,1,1,0,0,1,1,48
010030109071,1886,1504,237,145,0,0,1601,39,59,12,21,154,1601,59,39,0,6,5,1,1,4,1,3,0,0,0,154
010030109072,901,734,114,53,0,0,761,37,17,6,5,75,761,17,37,0,5,2,0,0,1,1,0,2,0,0,75
010030109081,1323,950,270,103,0,0,1044,65,101,8,19,86,1044,98,65,3,10,4,1,2,1,1,3,0,2,1,86
010030109082,2080,1586,323,171,0,0,1703,88,126,10,22,131,1703,126,88,0,5,2,4,6,1,1,4,0,0,0,131
010030110001,1742,1291,335,116,0,0,1392,59,153,4,18,116,1392,152,58,1,5,2,2,1,1,0,1,0,2,0,116
010030110002,1783,1453,199,131,0,0,1496,86,38,6,22,135,1496,38,86,0,13,2,1,1,2,0,0,0,1,0,135
010030111021,1809,1484,232,93,0,0,1533,74,44,9,19,130,1533,43,72,1,9,1,1,1,3,4,2,0,0,0,130
010030111022,2046,1609,342,95,0,0,1710,67,98,23,12,136,1710,96,67,2,6,2,1,7,7,5,2,1,1,1,136
010030111031,2525,2066,340,119,0,0,2178,67,61,24,24,171,2178,55,67,6,7,5,0,1,6,9,5,1,0,2,171
010030111041,2336,1759,457,120,0,0,1918,55,152,19,28,164,1918,149,53,3,7,7,7,6,2,3,7,0,3,0,164
010030111042,2167,1767,307,93,0,0,1897,53,35,10,14,158,1897,31,52,4,4,6,3,0,1,1,1,1,0,0,158
010030111043,1903,1555,291,57,0,0,1660,50,18,22,11,142,1660,16,48,2,3,8,4,4,7,1,2,2,0,0,142
010030112011,2031,1528,402,101,0,0,1719,36,37,26,21,192,1719,37,36,0,8,9,7,6,2,6,2,0,0,0,192
010030112012,1775,1325,375,75,0,0,1567,37,16,8,11,136,1567,16,36,0,1,3,2,1,3,1,2,0,1,2,136
010030112021,1826,1021,751,54,0,0,1121,42,529,3,13,118,1121,516,42,13,3,0,3,2,1,0,1,0,0,0,118
010030112022,1346,952,328,66,0,0,1099,25,89,9,24,100,1099,86,22,3,3,5,4,0,3,1,9,0,0,2,100
010030112023,1522,997,466,59,0,0,1166,20,196,10,18,112,1166,188,20,8,2,1,10,6,2,1,2,0,0,0,112
010030112024,634,470,136,28,0,0,558,3,4,2,4,63,558,4,3,0,1,1,1,0,1,0,0,0,1,0,63
010030113001,792,593,191,8,0,0,613,8,108,2,4,57,613,105,8,3,1,2,2,0,0,0,0,0,0,0,57
010030113002,1247,1010,163,74,0,0,1074,40,23,10,5,95,1074,22,40,1,2,3,0,2,2,1,1,2,2,0,95
010030113003,891,750,108,33,0,0,764,20,10,7,18,72,764,10,20,0,11,3,1,0,2,0,2,1,0,0,72
010030113004,990,836,110,44,0,0,893,14,10,7,13,53,893,7,13,3,3,7,1,0,0,0,4,0,2,0,53
010030114091,1375,1051,236,88,0,0,1154,47,77,6,10,81,1154,75,45,2,7,1,0,0,4,0,0,1,0,0,81
010030114092,1176,621,503,52,0,0,690,45,377,1,14,49,690,370,45,7,3,0,0,0,0,1,1,0,0,0,49
010030114093,1082,819,187,76,0,0,889,24,69,8,12,80,889,69,23,0,4,1,1,3,2,2,4,0,0,0,80
010030114101,1639,1245,266,128,0,0,1364,95,51,7,15,107,1364,51,91,0,6,6,1,1,0,0,6,0,0,0,107
010030114102,782,626,131,25,0,0,668,32,11,6,9,56,668,11,31,0,1,1,1,0,0,4,2,1,0,0,56
010030114103,1122,889,170,63,0,0,930,55,28,6,23,80,930,28,55,0,9,3,3,1,2,0,3,0,0,1,80
010030114104,1114,922,120,72,0,0,979,30,6,5,13,81,979,6,30,0,6,1,2,2,2,0,1,0,0,0,81
010030114111,1088,839,187,62,0,0,904,64,24,8,16,72,904,24,63,0,7,2,4,1,2,2,0,1,1,0,72
010030114112,2072,1593,307,172,0,0,1786,70,39,20,20,137,1786,38,68,1,6,3,3,6,4,4,2,3,0,3,137
010030114121,1370,1054,204,112,0,0,1173,50,21,6,21,99,1173,18,50,3,10,5,5,0,1,0,4,0,0,0,99
010030114122,1161,885,162,114,0,0,986,34,34,7,12,88,986,33,34,1,6,1,1,0,2,4,3,0,0,1,88
010030114131,621,474,107,40,0,0,526,15,6,6,12,56,526,5,15,1,5,0,3,5,0,1,1,0,0,0,56
010030114132,1105,817,191,97,0,0,917,54,30,12,15,77,917,29,54,1,3,3,5,6,1,2,1,0,0,2,77
010030114133,962,824,109,29,0,0,860,13,7,8,8,66,860,6,13,1,2,3,1,4,1,0,4,0,0,0,66
010030114141,1656,1431,140,85,0,0,1481,25,8,12,19,111,1481,5,25,3,6,3,2,2,1,5,6,0,0,0,111
010030114142,1598,1356,161,81,0,0,1435,29,5,9,15,105,1435,5,28,0,8,1,0,0,6,2,4,0,1,1,105
010030114151,2019,1765,170,84,0,0,1812,29,7,17,17,137,1812,3,27,4,4,4,5,2,5,4,1,2,1,0,137
010030114161,1502,1241,192,69,0,0,1323,24,21,12,15,107,1323,20,24,1,3,5,1,1,1,4,1,0,0,3,107
010030114171,778,650,83,45,0,0,681,23,2,8,5,59,681,2,23,0,3,2,1,0,3,1,0,0,1,0,59
010030114172,1286,1049,139,98,0,0,1141,28,12,8,10,87,1141,8,28,4,7,4,2,1,0,2,0,0,0,0,87
010030114181,770,579,123,68,0,0,651,23,16,7,4,69,651,15,22,1,2,2,0,1,3,0,1,0,0,0,69
010030114182,577,463,71,43,0,0,507,11,6,6,6,41,507,5,11,1,1,1,1,0,4,1,2,0,0,0,41
010030114191,1490,1180,239,71,0,0,1306,29,20,12,21,102,1306,19,27,1,10,2,5,4,3,2,3,1,0,0,102
010030114192,964,739,153,72,0,0,806,21,11,3,12,111,806,7,21,4,2,1,3,1,0,1,4,0,0,2,111
010030114193,1064,857,161,46,0,0,926,44,7,13,5,69,926,5,44,2,3,7,1,1,1,3,1,1,0,0,69
010030114194,593,479,79,35,0,0,534,9,1,2,4,43,534,1,9,0,1,0,0,0,1,1,3,0,0,0,43
010030115011,2585,1978,439,168,0,0,2115,70,133,18,35,214,2115,133,69,0,9,3,10,1,8,3,7,3,5,0,214
010030115012,772,566,166,40,0,0,642,28,53,3,8,38,642,52,28,1,6,2,0,1,0,0,0,0,0,0,38
010030115013,1210,890,235,85,0,0,969,48,82,3,16,92,969,82,47,0,11,0,1,1,0,1,0,1,1,0,92
010030115031,993,786,141,66,0,0,834,41,23,7,8,80,834,23,38,0,4,3,0,0,2,1,2,0,0,0,80
010030115032,1313,923,298,92,0,0,997,64,113,12,30,97,997,110,64,3,8,5,3,2,4,1,9,0,2,0,97
010030115033,2478,1613,673,192,0,0,1789,87,380,23,32,167,1789,374,86,6,13,8,6,5,2,4,1,4,1,0,167
010030115034,845,588,185,72,0,0,663,38,54,8,17,65,663,52,37,2,6,4,2,1,0,3,7,0,0,1,65
010030115041,357,264,71,22,0,0,292,11,18,0,4,32,292,17,11,1,3,0,0,0,0,0,1,0,0,0,32
010030115042,1263,538,643,82,0,0,656,42,513,2,7,43,656,505,42,8,3,0,1,0,1,1,1,0,0,0,43
010030115043,2661,2141,410,110,0,0,2262,72,73,36,21,197,2262,70,70,3,6,7,1,12,3,13,8,1,0,0,197
010030116011,1297,1095,119,83,0,0,1110,27,20,6,14,120,1110,20,27,0,7,1,1,4,1,0,4,0,0,0,120
010030116012,1969,1628,194,147,0,0,1699,54,33,6,24,153,1699,32,53,1,15,1,1,2,2,1,1,0,0,0,153
010030116013,660,556,73,31,0,0,574,11,8,6,6,55,574,8,11,0,1,2,1,0,1,2,1,0,0,0,55
010030116014,1176,990,118,68,0,0,1017,33,7,2,15,102,1017,7,33,0,9,1,0,1,0,0,3,0,0,0,102
010030116031,1572,1223,277,72,0,0,1296,28,63,10,26,149,1296,59,27,4,7,5,8,1,4,0,4,0,2,0,149
010030116032,931,740,139,52,0,0,779,20,57,4,14,57,779,57,20,0,5,0,2,0,4,0,1,0,0,0,57
010030116041,739,606,109,24,0,0,649,19,5,7,2,57,649,5,18,0,0,2,1,1,0,3,0,0,0,0,57
010030116042,1550,1307,188,55,0,0,1347,44,7,6,16,130,1347,7,44,0,8,4,0,1,1,0,3,0,0,0,130
010039900000,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010419634001,732,268,447,17,0,0,300,7,411,0,1,13,300,408,7,3,1,0,0,0,0,0,0,0,0,0,13
010419634002,661,434,193,34,0,0,474,3,139,1,6,38,474,137,3,2,6,0,0,0,0,1,0,0,0,0,38
010419635001,529,366,142,21,0,0,389,4,117,1,5,13,389,117,4,0,2,0,1,1,0,0,0,0,0,0,13
010419635002,814,654,122,38,0,0,707,7,72,2,3,23,707,72,7,0,2,2,1,0,0,0,0,0,0,0,23
010419636001,514,345,159,10,0,0,341,3,146,3,1,20,341,146,3,0,1,1,0,2,0,0,0,0,0,0,20
010419636002,1109,807,264,38,0,0,845,11,196,3,5,49,845,194,11,2,3,0,0,1,1,0,0,1,0,0,49
010419636003,607,328,265,14,0,0,349,2,221,4,3,28,349,220,2,1,2,0,0,2,2,0,0,0,0,0,28
010419637001,667,476,167,24,0,0,497,11,128,8,5,18,497,125,11,3,2,1,3,1,0,5,0,0,0,0,18
010419637002,630,436,167,27,0,0,479,12,112,5,5,17,479,111,12,1,4,1,1,0,2,2,0,0,0,0,17
010419637003,828,507,291,30,0,0,540,9,231,2,3,43,540,229,9,2,2,1,1,0,0,0,0,0,0,0,43
010419637004,534,366,139,29,0,0,391,5,112,4,1,21,391,112,5,0,1,1,0,0,0,3,0,0,0,0,21
010419638001,1129,725,364,40,0,0,765,16,304,5,2,37,765,302,13,2,2,0,0,0,1,2,0,1,0,0,37
010419639001,1170,789,332,49,0,0,866,12,238,3,10,41,866,238,12,0,9,0,1,0,0,1,0,0,0,0,41
010299595001,573,487,45,41,0,0,516,5,2,6,2,42,516,1,5,1,2,0,0,0,5,1,0,0,0,0,42
010299595002,1145,984,84,77,0,0,1042,12,1,2,3,85,1042,1,11,0,0,1,2,0,0,1,0,0,0,0,85
010299596001,903,716,149,38,0,0,751,11,102,4,2,33,751,101,11,1,1,1,0,1,1,1,1,0,0,0,33
010299596002,954,795,110,49,0,0,869,5,31,0,7,42,869,31,5,0,0,0,4,0,0,0,0,0,2,1,42
010299596003,838,649,115,74,0,0,721,12,41,7,2,55,721,40,12,1,1,1,0,5,0,1,1,0,0,0,55
010299597001,1323,1071,172,80,0,0,1156,23,75,2,8,59,1156,75,23,0,1,1,0,0,1,0,3,0,0,0,59
010299597002,1291,1086,147,58,0,0,1126,30,56,8,17,54,1126,54,30,2,8,3,1,3,1,1,3,0,0,0,54
010299598001,1122,978,87,57,0,0,1051,11,1,1,6,52,1051,1,11,0,2,0,1,0,1,0,1,0,0,0,52
010299598002,728,613,69,46,0,0,678,9,2,2,1,36,678,2,9,0,0,0,1,1,0,0,0,1,0,0,36
010299598003,1386,1189,92,105,0,0,1295,11,5,0,1,74,1295,5,11,0,0,0,1,0,0,0,0,0,0,0,74
011239619001,734,582,125,27,0,0,614,9,91,0,4,16,614,91,9,0,4,0,0,0,0,0,0,0,0,0,16
011239619002,1047,884,127,36,0,0,914,4,97,3,2,27,914,97,4,0,2,2,0,0,1,0,0,0,0,0,27
011239620001,703,620,36,47,0,0,651,5,7,3,2,35,651,7,5,0,1,1,0,0,2,0,1,0,0,0,35
011239620002,1132,696,390,46,0,0,721,8,345,1,1,56,721,341,8,4,0,0,0,0,1,0,0,0,0,0,56
011239620003,912,340,538,34,0,0,376,5,510,2,1,18,376,506,4,4,0,0,0,2,0,0,0,0,0,0,18
011239620004,644,42,601,1,0,0,41,6,597,0,0,0,41,597,6,0,0,0,0,0,0,0,0,0,0,0,0
011239621001,696,287,396,13,0,0,320,4,360,0,3,9,320,360,3,0,0,0,2,0,0,0,1,0,0,0,9
011239621002,1122,449,644,29,0,0,485,5,599,2,6,25,485,591,5,8,2,0,0,2,0,0,3,0,0,0,25
011239621003,345,150,176,19,0,0,168,6,160,2,0,9,168,160,6,0,0,0,0,0,2,0,0,0,0,0,9
011239621004,609,300,296,13,0,0,332,14,239,3,2,19,332,239,14,0,0,0,1,0,2,1,0,0,0,0,19
011239622001,1388,963,379,46,0,0,1010,11,304,7,5,51,1010,301,10,3,5,3,0,0,1,3,0,0,0,0,51
011239622002,1107,729,339,39,0,0,796,11,247,2,7,44,796,246,11,1,2,0,4,0,0,1,1,0,0,0,44
011239622003,773,454,281,38,0,0,478,15,225,5,9,41,478,224,14,1,3,1,3,0,2,2,0,0,3,0,41
011239623011,685,502,150,33,0,0,540,7,99,7,4,28,540,99,7,0,1,1,0,5,0,1,0,0,3,0,28
011239623012,1220,915,254,51,0,0,999,24,144,3,4,46,999,144,20,0,4,1,0,1,1,0,0,0,0,0,46
011239623021,970,584,326,60,0,0,660,13,257,6,7,27,660,257,13,0,2,1,2,1,4,0,1,0,0,0,27
011239623022,1181,790,352,39,0,0,844,17,258,21,3,38,844,255,17,3,1,6,1,7,4,3,0,0,0,0,38
011239623023,823,631,161,31,0,0,663,6,108,7,6,33,663,108,6,0,3,0,0,2,2,2,0,1,3,0,33
011239624001,1017,758,207,52,0,0,824,8,141,5,10,29,824,140,8,1,4,0,2,2,2,0,0,0,0,0,29
011239624002,859,372,452,35,0,0,405,13,418,1,1,21,405,416,13,2,1,0,0,0,0,0,0,0,0,0,21
011239624003,657,248,387,22,0,0,241,10,382,1,2,21,241,379,10,3,1,0,0,0,0,1,1,0,0,0,21
011239624004,960,543,363,54,0,0,587,10,308,11,11,33,587,306,10,2,3,2,7,8,0,0,1,1,0,0,33
011239625011,837,574,219,44,0,0,595,8,193,1,5,35,595,191,7,2,4,1,0,0,0,0,1,0,0,0,35
011239625012,1150,983,126,41,0,0,1042,13,45,6,2,42,1042,44,11,1,1,5,1,0,0,0,0,0,0,0,42
011239625013,737,627,83,27,0,0,671,7,19,3,6,31,671,17,7,2,6,0,0,0,3,0,0,0,0,0,31
011239625014,651,581,55,15,0,0,600,10,1,8,2,30,600,1,10,0,2,7,0,0,1,0,0,0,0,0,30
011239625021,910,753,129,28,0,0,812,14,28,2,4,50,812,24,14,4,0,0,3,0,1,1,0,0,0,1,50
011239625022,1954,1633,256,65,0,0,1660,20,119,10,13,132,1660,115,19,4,0,3,5,2,3,0,0,0,0,0,132
011239626001,671,72,593,6,0,0,80,1,578,2,0,10,80,577,1,1,0,0,0,1,1,0,0,0,0,0,10
011239626002,778,211,550,17,0,0,216,9,539,1,2,11,216,537,9,2,0,0,0,0,0,0,0,1,0,0,11
011239627011,578,448,103,27,0,0,488,6,64,1,0,19,488,60,6,4,0,0,0,1,0,0,0,0,0,0,19
011239627012,802,680,71,51,0,0,727,8,30,1,3,33,727,29,8,1,0,0,3,0,1,0,0,0,0,0,33
011239627021,706,534,138,34,0,0,588,3,84,5,0,26,588,84,3,0,0,0,0,3,2,0,0,0,0,0,26
011239627022,772,516,234,22,0,0,539,4,202,6,5,16,539,196,4,6,3,2,1,3,1,0,0,0,0,1,16
011239627023,515,346,136,33,0,0,384,5,103,3,4,16,384,102,5,1,1,0,3,1,2,0,0,0,0,0,16
011239627024,733,254,456,23,0,0,286,5,425,3,2,12,286,422,5,3,2,0,0,0,0,2,0,1,0,0,12
