BlockGroupID,total_reg,party_rep,party_dem,party_npp,party_lib,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_64,eth2_93,eth2_30,eth2_10,eth2_34,eth2_21,eth2_23,eth2_14,eth2_12,eth2_38,eth2_unk
311199609002,581,280,154,132,15,0,0,429,68,5,1,6,72,429,66,5,2,0,4,0,0,0,1,0,72
311199609003,388,199,77,102,9,1,0,280,49,0,4,5,50,280,47,0,0,0,2,1,0,1,2,0,50
311199609004,443,218,109,103,13,0,0,305,73,4,4,4,53,305,73,4,2,1,1,0,0,2,1,0,53
311199609005,487,265,118,99,5,0,0,393,33,0,6,7,48,393,33,0,2,1,3,0,0,5,0,1,48
311199610001,682,292,181,194,15,0,0,485,104,7,2,9,75,485,104,7,1,1,3,0,1,0,0,1,75
311199610002,508,237,126,138,7,0,0,362,73,1,6,7,59,362,73,1,0,2,4,0,0,1,3,0,59
311199610003,325,149,91,80,5,0,0,226,54,0,1,3,41,226,54,0,0,1,2,0,0,0,0,0,41
311199611001,655,424,98,131,2,0,0,523,55,1,5,7,64,523,55,1,1,1,1,2,1,0,0,2,64
311199611002,361,164,113,79,5,0,0,225,91,1,2,3,39,225,91,1,1,0,1,0,0,0,0,0,39
311199612001,806,610,97,93,6,0,0,672,7,0,3,0,124,672,7,0,0,2,0,1,0,0,0,0,124
311199612002,791,539,102,143,7,0,0,651,6,0,6,3,125,651,6,0,2,1,0,5,0,0,0,0,125
311199612003,892,561,128,189,13,1,0,708,31,0,1,3,149,708,31,0,0,1,0,0,0,0,0,0,149
311199613001,565,401,78,77,9,0,0,450,6,0,1,10,98,450,6,0,2,1,0,0,0,0,0,5,98
311199613002,357,304,22,30,1,0,0,287,8,0,0,2,60,287,8,0,0,0,0,0,0,0,0,1,60
311199613003,599,403,96,94,6,0,0,496,23,0,2,3,75,496,23,0,0,0,0,0,1,0,0,0,75
311199613004,713,369,197,136,10,1,0,404,220,2,10,8,69,404,220,2,0,3,7,2,0,0,1,0,69
311199613005,516,272,140,93,10,1,0,281,170,2,7,1,55,281,164,2,1,2,0,2,0,0,0,0,55
311799786001,548,434,49,61,4,0,0,460,4,0,5,3,76,460,4,0,0,1,0,1,1,2,0,0,76
311799786002,459,351,50,56,2,0,0,396,5,0,2,11,45,396,5,0,0,0,0,0,0,0,0,4,45
311799786003,557,418,58,78,3,0,0,467,7,0,0,4,79,467,7,0,0,0,0,0,0,0,0,0,79
311799786004,733,512,115,96,10,0,0,609,29,0,7,6,82,609,26,0,1,7,2,0,0,0,0,0,82
311799787001,626,417,115,84,9,1,0,528,13,0,12,1,72,528,13,0,0,9,0,0,1,0,2,1,72
311799787002,645,345,171,120,9,0,0,507,29,2,7,14,86,507,27,2,3,7,4,0,0,0,0,5,86
311799787003,455,243,106,99,7,0,0,391,9,0,5,1,49,391,9,0,0,3,1,0,0,2,0,0,49
311799787004,425,230,108,78,9,0,0,350,10,1,1,1,62,350,10,1,1,0,0,1,0,0,0,0,62
311799787005,344,187,67,80,10,0,0,254,29,3,1,1,56,254,29,3,1,0,0,1,0,0,0,0,56
311799787006,201,97,53,41,10,0,0,146,9,0,1,2,43,146,9,0,0,0,0,0,0,1,0,0,43
311619516001,795,564,98,126,7,0,0,667,20,0,7,11,90,667,20,0,2,3,0,2,2,0,0,3,90
311619516002,653,451,94,105,3,0,0,557,15,0,4,15,62,557,15,0,7,1,1,1,1,1,0,0,62
311619517001,582,398,96,84,4,0,0,503,11,0,4,5,59,503,11,0,1,1,1,1,0,1,1,1,59
311619517002,402,269,71,59,3,0,0,337,7,0,1,1,56,337,7,0,0,0,0,0,1,0,0,0,56
311619517003,1015,808,90,111,6,0,0,848,9,5,7,21,125,848,9,5,6,4,1,0,0,0,3,9,125
310879627001,325,243,33,46,3,0,0,258,5,0,4,2,56,258,5,0,1,1,0,0,3,0,0,0,56
310879627002,673,480,88,97,8,0,0,582,7,0,1,4,79,582,7,0,1,1,0,0,0,0,0,0,79
310879627003,495,324,80,87,4,0,0,425,11,0,2,1,56,425,11,0,0,0,0,0,0,0,0,0,56
310879627004,408,305,48,54,1,0,0,345,3,0,4,1,55,345,3,0,0,1,0,0,3,0,0,0,55
310859615001,415,334,32,43,6,0,0,329,20,0,0,4,62,329,20,0,2,0,2,0,0,0,0,0,62
311079762001,859,543,197,112,7,0,0,698,8,0,5,1,147,698,8,0,0,2,0,0,3,0,0,0,147
311079762002,1112,760,185,160,7,0,0,936,15,0,4,8,149,936,15,0,0,3,5,0,1,0,0,0,149
311079763001,885,603,137,138,7,0,0,790,12,0,3,2,78,790,12,0,0,3,2,0,0,0,0,0,78
311079763002,644,415,145,82,2,0,0,551,13,0,6,9,65,551,13,0,1,1,2,0,0,0,5,2,65
311079764001,1238,793,266,166,13,0,0,1025,3,0,4,7,199,1025,3,0,0,1,1,3,0,0,0,0,199
311079764002,695,302,254,133,6,0,0,577,23,0,5,13,77,577,23,0,1,0,2,2,2,0,1,0,77
310999666001,1008,706,175,121,6,0,0,879,15,0,2,3,109,879,15,0,1,0,1,0,2,0,0,0,109
310999666002,900,612,130,143,14,1,0,790,18,0,3,3,86,790,18,0,0,3,3,0,0,0,0,0,86
310999666003,537,376,96,63,2,0,0,483,1,0,0,0,53,483,1,0,0,0,0,0,0,0,0,0,53
310999667001,1029,695,181,137,16,0,0,894,29,0,7,3,96,894,29,0,1,1,0,1,2,0,0,0,96
310999667002,983,609,183,171,20,0,0,825,50,1,3,8,96,825,50,1,3,1,2,1,0,1,0,0,96
310079540001,419,332,29,56,2,0,0,378,9,0,0,0,32,378,9,0,0,0,0,0,0,0,0,0,32
310359621001,414,298,49,60,7,0,0,310,35,0,3,0,66,310,35,0,0,0,0,0,2,1,0,0,66
310359621002,733,474,127,120,12,0,0,612,24,0,4,5,88,612,24,0,1,1,3,0,2,0,1,0,88
310359621003,620,446,106,65,3,0,0,482,16,0,3,3,116,482,16,0,1,1,0,0,1,0,1,0,116
310359621004,409,290,54,60,5,0,0,336,13,0,0,0,60,336,13,0,0,0,0,0,0,0,0,0,60
310359622001,569,401,97,65,6,0,0,483,15,1,0,9,61,483,15,1,3,0,3,0,0,0,0,0,61
310359622002,816,585,131,92,8,0,0,707,10,1,1,21,76,707,10,1,6,0,13,0,0,1,0,0,76
310359622003,548,378,86,80,4,0,0,494,2,0,2,0,50,494,2,0,0,0,0,0,1,0,0,0,50
310979675001,502,318,92,80,12,0,0,389,6,0,4,3,100,389,6,0,1,1,2,0,0,0,3,0,100
310979675002,737,432,193,105,7,0,0,599,12,0,3,3,120,599,12,0,0,0,1,0,0,0,3,1,120
310979676001,856,523,201,125,7,0,0,641,25,0,7,5,178,641,25,0,4,0,1,0,0,1,1,0,178
310979676002,621,338,155,122,6,0,0,475,50,1,3,3,89,475,49,1,1,1,0,0,0,1,0,2,89
310919567001,577,474,59,44,0,0,0,502,1,0,1,1,72,502,1,0,0,0,0,0,0,1,0,0,72
310399727001,846,568,138,131,8,1,0,710,27,0,4,2,103,710,27,0,0,2,0,0,0,0,1,0,103
310399727002,636,442,119,68,7,0,0,455,7,0,0,1,173,455,7,0,0,0,0,0,0,0,0,0,173
310399728001,709,507,87,112,3,0,0,553,16,0,0,9,131,553,16,0,0,0,8,0,0,0,0,0,131
310399728002,442,236,123,78,5,0,0,308,72,0,5,4,53,308,72,0,1,1,1,1,3,0,0,0,53
310399728003,675,458,102,112,3,0,0,534,26,3,3,7,102,534,25,3,0,2,4,0,1,0,0,0,102
310399728004,731,447,153,124,7,0,0,553,49,0,2,4,123,553,48,0,1,2,1,0,0,0,0,0,123
310399729001,702,422,165,108,7,0,0,588,10,2,8,6,88,588,10,2,1,8,0,0,0,0,0,3,88
310399729002,683,454,99,123,6,1,0,574,23,1,6,4,75,574,23,1,0,2,4,1,0,0,3,0,75
310059583001,266,229,25,11,1,0,0,239,3,0,3,4,17,239,3,0,1,0,0,2,1,0,0,0,17
310839642001,817,580,120,113,4,0,0,693,12,0,3,9,100,693,11,0,1,1,5,1,0,1,0,0,100
310839642002,669,460,108,100,1,0,0,580,12,0,0,6,71,580,12,0,2,0,0,0,0,0,0,0,71
310839642003,842,582,155,103,2,0,0,729,15,0,6,3,89,729,14,0,0,1,0,1,3,1,0,0,89
311459631001,713,531,80,99,3,0,0,607,15,0,0,2,89,607,15,0,0,0,0,0,0,0,0,0,89
311459631002,764,526,91,142,5,0,0,661,15,0,2,5,81,661,15,0,3,0,1,0,0,1,0,1,81
311459631003,267,186,36,44,1,0,0,236,2,0,1,0,28,236,2,0,0,0,0,0,0,1,0,0,28
311459632001,708,533,93,80,2,0,0,604,7,0,0,7,90,604,7,0,2,0,4,0,0,0,0,0,90
311459632002,628,413,101,102,12,0,0,530,26,0,5,8,59,530,26,0,4,3,0,0,1,0,1,3,59
311459632003,751,506,112,125,8,0,0,649,23,0,3,5,71,649,23,0,0,0,0,0,0,1,2,1,71
311459632004,445,315,49,77,4,0,0,393,16,0,0,0,36,393,16,0,0,0,0,0,0,0,0,0,36
311459632005,512,338,81,85,8,0,0,441,15,1,3,3,49,441,15,0,0,2,0,0,0,1,0,0,49
311459633001,434,264,77,87,6,0,0,366,21,0,0,3,44,366,21,0,0,0,0,0,0,0,0,2,44
311459633002,479,320,61,94,4,0,0,400,25,0,0,2,52,400,25,0,2,0,0,0,0,0,0,0,52
311459633003,422,263,61,88,10,0,0,355,12,1,3,3,48,355,12,1,0,0,0,0,0,0,2,2,48
311459633004,450,298,71,79,2,0,0,381,14,0,11,1,43,381,14,0,1,0,0,3,3,4,0,0,43
311159728001,483,383,70,28,2,0,0,431,3,0,0,0,49,431,3,0,0,0,0,0,0,0,0,0,49
310159758001,849,632,109,107,1,0,0,726,6,0,8,5,104,726,6,0,0,0,0,0,4,1,3,1,104
310159758002,507,408,51,43,5,0,0,428,3,0,3,2,71,428,3,0,0,3,0,0,0,0,0,0,71
310550002001,675,122,359,179,14,1,0,386,31,199,2,7,50,386,31,199,0,1,3,0,1,0,0,0,50
310550002002,682,109,377,181,15,0,0,355,34,243,2,6,42,355,34,243,4,0,1,0,0,0,2,0,42
310550002003,714,190,308,208,8,0,0,543,39,70,4,4,54,543,38,70,0,0,1,0,4,0,0,0,54
310550003001,583,50,389,134,10,0,0,159,36,338,16,7,27,159,36,338,5,8,1,4,3,1,0,0,27
310550003002,676,74,422,166,14,0,0,185,34,417,4,4,32,185,34,417,2,0,0,0,0,3,0,2,32
310550004001,377,98,162,107,10,0,0,221,71,46,3,2,34,221,71,46,0,0,0,2,1,0,0,0,34
310550004002,295,81,99,107,6,2,0,222,30,11,2,3,27,222,30,11,0,0,0,0,1,0,1,3,27
310550005001,119,27,50,42,0,0,0,79,6,20,0,2,12,79,6,20,0,0,0,0,0,0,0,0,12
310550005002,869,232,423,205,9,0,0,571,55,100,14,14,115,571,53,99,10,3,1,3,5,1,2,0,115
310550006001,328,21,238,67,2,0,0,58,18,231,4,6,11,58,18,231,3,2,1,1,0,1,0,0,11
310550006002,330,25,213,88,4,0,0,73,27,212,1,0,17,73,27,212,0,0,0,0,1,0,0,0,17
310550007001,632,55,460,109,7,1,0,90,38,476,9,4,15,90,38,476,3,1,1,1,3,2,2,0,15
310550008001,662,53,492,112,5,0,0,79,34,506,16,13,14,79,33,506,11,7,1,1,5,1,0,0,14
310550008002,502,42,344,108,8,0,0,115,32,321,9,6,19,115,31,319,5,3,0,1,2,1,0,0,19
310550011001,542,52,371,114,5,0,0,97,36,340,8,38,23,97,35,340,35,1,0,2,4,1,0,0,23
310550011002,743,55,528,148,12,0,0,140,35,534,4,14,16,140,35,534,11,1,2,1,1,1,0,0,16
310550012001,514,51,374,85,4,0,0,78,16,367,19,10,24,78,16,366,5,7,1,0,4,5,0,0,24
310550012002,434,25,312,96,1,0,0,56,23,326,11,1,17,56,23,325,1,5,0,0,2,3,1,0,17
310550012003,663,61,450,142,10,0,0,184,47,386,9,7,30,184,46,385,2,2,3,2,4,1,0,0,30
310550016001,262,56,125,69,12,0,0,172,24,7,26,1,32,172,24,7,0,9,1,2,4,0,11,0,32
310550016002,196,39,100,55,2,0,0,131,18,3,16,9,19,131,18,3,5,3,0,5,1,1,6,0,19
310550018001,341,68,177,91,5,0,0,265,18,4,5,4,45,265,18,4,1,3,2,1,1,0,0,1,45
310550018002,586,130,270,170,16,0,0,458,26,7,21,6,68,458,26,7,2,7,0,4,5,4,1,0,68
310550018003,1268,264,613,363,28,0,0,922,66,69,34,27,150,922,65,69,14,18,2,3,5,4,3,0,150
310550018004,76,12,46,13,4,1,0,47,9,8,0,0,12,47,9,8,0,0,0,0,0,0,0,0,12
310550019001,431,75,209,136,11,0,0,296,29,36,19,4,47,296,29,36,1,7,1,4,6,1,1,0,47
310550019002,306,48,146,102,10,0,0,154,58,67,3,5,19,154,58,67,5,3,0,0,0,0,0,0,19
310550020001,315,60,155,95,5,0,0,144,147,1,3,1,19,144,147,1,1,0,0,3,0,0,0,0,19
310550020002,342,56,197,83,6,0,0,135,183,1,1,4,18,135,181,1,0,0,0,1,0,0,0,0,18
310550020003,380,57,210,97,16,0,0,131,206,2,3,6,32,131,205,2,3,1,0,0,1,1,0,1,32
310550021001,426,77,224,118,7,0,0,254,60,59,8,6,39,254,60,59,0,3,2,2,0,1,1,0,39
310550021002,615,134,306,163,11,1,0,370,158,24,12,6,45,370,158,24,1,4,1,1,0,2,0,0,45
310550022001,336,87,155,85,7,2,0,258,47,1,1,6,23,258,47,1,1,0,4,0,0,0,1,0,23
310550022002,328,59,172,85,12,0,0,248,35,0,5,5,35,248,35,0,0,3,0,0,1,1,0,1,35
310550023001,429,130,183,107,9,0,0,299,60,1,13,7,49,299,60,1,2,5,4,5,0,1,2,0,49
310550023002,712,179,324,193,16,0,0,495,148,10,3,6,50,495,147,10,1,1,5,0,0,0,1,0,50
310550024001,324,64,170,80,9,1,0,173,126,4,1,2,18,173,124,4,1,1,0,0,0,0,0,0,18
310550024002,355,51,213,82,9,0,0,158,143,15,2,2,35,158,141,15,0,1,1,0,1,0,0,0,35
310550024003,289,61,145,75,8,0,0,147,108,1,4,3,26,147,108,1,2,0,0,0,4,0,0,0,26
310550024004,244,56,121,63,4,0,0,144,63,0,6,6,25,144,63,0,1,2,2,2,1,0,1,0,25
310550025001,366,96,168,96,6,0,0,218,104,0,5,1,38,218,104,0,0,2,0,0,1,1,1,0,38
310550025002,348,97,155,88,7,1,0,201,106,8,2,8,23,201,105,8,0,0,2,1,0,0,0,0,23
310550025003,361,80,174,95,11,1,0,152,174,6,1,1,27,152,172,6,0,0,0,0,0,0,0,0,27
310550026001,388,79,202,95,12,0,0,156,195,5,6,6,20,156,194,5,1,4,2,0,0,0,0,0,20
310550026002,359,78,189,87,5,0,0,164,158,2,4,2,29,164,158,2,1,3,0,1,0,0,0,0,29
310550027001,232,26,139,59,8,0,0,73,136,5,0,3,15,73,135,5,1,0,0,0,0,0,0,0,15
310550027002,314,50,172,81,10,1,0,133,170,0,2,1,8,133,169,0,1,0,0,0,0,0,0,0,8
310550027003,321,50,170,92,9,0,0,129,162,3,1,3,23,129,162,3,0,0,3,0,0,0,1,0,23
310550028001,322,50,194,74,4,0,0,91,219,0,1,4,7,91,219,0,1,0,2,0,1,0,0,0,7
310550028002,361,62,190,101,8,0,0,143,182,5,1,5,25,143,181,5,4,0,0,0,1,0,0,0,25
310550028003,421,81,202,129,9,0,0,183,188,2,0,9,39,183,187,2,0,0,6,0,0,0,0,0,39
310550029001,509,86,281,135,7,0,0,176,284,9,1,4,35,176,284,9,2,0,1,0,1,0,0,0,35
310550029002,344,39,223,74,8,0,0,75,196,55,5,1,12,75,196,55,1,3,0,1,1,0,0,0,12
310550029003,396,62,235,94,5,0,0,113,201,46,17,2,17,113,201,46,2,5,0,7,3,0,0,0,17
310550029004,398,56,217,123,2,0,0,157,55,127,6,30,23,157,54,127,28,3,0,0,1,2,0,0,23
310550030001,431,93,226,103,9,0,0,209,179,3,1,8,31,209,179,3,4,0,3,0,1,0,0,0,31
310550030002,369,82,187,91,9,0,0,189,134,0,0,4,42,189,132,0,0,0,0,0,0,0,0,0,42
310550030003,440,105,223,103,9,0,0,220,151,2,3,16,48,220,151,2,1,3,4,0,0,0,0,0,48
310550030004,577,153,274,143,7,0,0,322,180,4,4,11,56,322,178,4,2,2,1,0,1,0,1,0,56
310550030005,332,65,184,78,5,0,0,111,194,1,1,2,23,111,194,1,0,0,1,0,1,0,0,0,23
310550030006,435,79,238,108,10,0,0,169,237,2,2,3,22,169,235,2,0,1,1,0,0,0,0,0,22
310550030007,329,68,167,84,9,1,0,162,115,6,8,7,31,162,114,6,2,2,1,4,0,0,2,0,31
310550031001,383,93,188,90,12,0,0,184,133,21,1,7,37,184,132,20,2,0,0,0,0,1,0,0,37
310550031002,383,96,194,90,3,0,0,207,96,9,5,0,66,207,96,9,0,2,0,1,0,1,1,0,66
310550031003,374,76,197,92,9,0,0,223,108,1,1,7,34,223,108,1,1,0,0,0,0,1,0,0,34
310550031004,452,82,243,118,9,0,0,191,174,30,5,14,38,191,174,30,0,2,4,2,0,0,1,0,38
310550032001,339,61,186,84,8,0,0,135,156,20,2,3,23,135,155,20,2,0,0,1,1,0,0,0,23
310550032002,381,61,217,93,10,0,0,130,222,13,2,3,11,130,221,13,2,0,1,2,0,0,0,0,11
310550033001,355,59,181,111,4,0,0,169,146,7,2,7,24,169,145,7,6,1,0,1,0,0,0,0,24
310550033002,352,61,187,96,8,0,0,173,126,4,3,12,34,173,126,4,10,0,0,3,0,0,0,0,34
310550034011,626,140,321,156,9,0,0,452,67,15,7,12,73,452,67,15,4,1,2,2,2,2,0,1,73
310550034012,402,110,172,115,5,0,0,280,55,1,4,6,56,280,55,1,2,1,2,0,0,2,1,0,56
310550034013,321,58,152,101,9,1,0,190,74,11,6,4,36,190,74,11,1,1,2,3,0,1,0,0,36
310550034014,484,121,231,122,10,0,0,316,102,3,4,7,52,316,102,3,2,3,3,0,1,0,0,0,52
310550034021,564,143,266,142,12,1,0,441,40,11,1,11,60,441,39,11,0,0,3,1,0,0,0,0,60
310550034022,495,125,225,137,7,1,0,388,45,1,4,5,52,388,45,1,1,2,1,1,0,1,0,2,52
310550034023,446,88,238,108,11,1,0,282,87,5,3,10,59,282,87,5,1,0,6,0,1,2,0,1,59
310550035001,1018,320,454,228,16,0,0,746,89,6,7,20,150,746,89,6,10,2,2,1,1,0,1,0,150
310550035002,812,238,344,215,15,0,0,629,63,11,5,14,90,629,63,11,6,2,0,0,2,1,0,4,90
310550035003,794,218,351,207,18,0,0,547,113,23,7,19,85,547,112,23,2,2,5,0,2,0,0,0,85
310550036001,615,162,287,157,9,0,0,491,33,2,2,17,70,491,33,2,8,1,3,0,0,0,1,0,70
310550036002,687,165,336,173,13,0,0,575,14,1,7,7,83,575,14,1,4,2,0,1,2,1,1,0,83
310550036003,443,94,225,115,9,0,0,344,21,4,3,9,62,344,20,4,1,1,6,0,0,0,1,2,62
310550036004,544,134,247,151,11,1,0,427,31,2,7,13,64,427,29,2,5,1,3,1,5,0,0,3,64
310550036005,503,140,214,137,12,0,0,414,17,2,11,11,48,414,17,2,2,4,5,5,0,1,1,2,48
310550037001,706,193,326,169,17,1,0,573,28,0,4,14,87,573,28,0,10,2,1,1,0,1,0,2,87
310550037002,1018,262,513,229,14,0,0,832,48,1,6,16,115,832,48,1,5,1,4,1,1,2,1,1,115
310550038001,399,108,183,102,6,0,0,308,21,10,3,11,46,308,21,10,4,0,3,1,1,0,1,1,46
310550038002,332,58,169,95,10,0,0,214,73,4,5,7,29,214,71,4,3,1,0,0,1,1,2,1,29
310550038003,601,110,312,165,14,0,0,379,69,78,6,9,60,379,69,78,5,2,0,1,2,1,0,2,60
310550038004,493,143,242,97,11,0,0,399,18,2,5,8,61,399,18,2,1,2,1,1,0,0,2,0,61
310550039001,480,81,271,115,13,0,0,322,76,17,15,8,42,322,75,17,6,5,1,4,2,0,3,0,42
310550039002,325,52,166,90,16,1,0,162,118,18,2,3,22,162,118,18,1,0,1,2,0,0,0,0,22
310550040001,366,58,193,106,9,0,0,212,38,69,6,5,36,212,38,69,2,1,1,1,3,1,0,1,36
310550040002,698,174,325,188,10,1,0,528,35,39,18,11,67,528,35,39,4,5,2,2,7,2,1,0,67
310550040003,519,75,285,145,14,0,0,379,48,12,12,11,57,379,48,12,7,4,3,2,3,1,1,0,57
310550042001,289,51,155,77,6,0,0,199,31,20,2,7,30,199,31,20,3,0,1,0,1,0,0,1,30
310550042002,359,73,192,84,10,0,0,272,40,6,2,6,33,272,39,6,3,1,1,0,0,0,0,0,33
310550043001,633,108,358,155,11,1,0,462,35,29,11,27,69,462,34,29,15,5,3,1,2,2,0,1,69
310550043002,448,96,240,107,5,0,0,326,26,9,17,10,60,326,26,9,2,6,3,2,7,1,0,0,60
310550043003,409,85,206,105,12,1,0,302,36,4,5,8,54,302,36,4,4,2,3,0,0,1,2,0,54
310550044001,344,73,154,108,9,0,0,265,23,1,5,8,42,265,23,1,6,1,2,0,1,2,1,0,42
310550044002,484,114,241,111,18,0,0,398,23,2,3,10,48,398,23,2,2,0,3,2,0,0,1,0,48
310550045001,555,123,274,150,8,0,0,434,35,7,7,14,58,434,35,7,6,2,6,0,1,0,1,1,58
310550045002,510,132,260,112,6,0,0,430,18,0,8,4,50,430,18,0,0,1,2,4,3,0,0,1,50
310550045003,1132,293,533,284,21,1,0,910,31,1,12,23,155,910,31,1,6,1,3,1,3,3,2,3,155
310550046001,588,141,282,151,14,0,0,437,24,6,6,30,85,437,23,6,20,1,4,0,2,3,0,1,85
310550046002,970,245,501,216,8,0,0,792,14,0,16,15,133,792,14,0,8,5,1,0,4,3,4,0,133
310550047001,1071,302,541,223,5,0,0,854,29,16,21,21,130,854,29,15,7,12,1,1,6,1,1,3,130
310550047002,824,290,342,181,11,0,0,645,24,6,37,7,105,645,24,6,3,14,1,5,13,4,1,1,105
310550048001,523,119,277,123,4,0,0,455,19,1,2,8,38,455,18,1,3,0,2,1,1,0,0,1,38
310550048002,474,78,272,118,6,0,0,346,18,44,11,12,43,346,18,43,11,3,1,1,3,3,0,0,43
310550048003,796,144,462,176,14,0,0,608,18,50,13,20,87,608,18,50,3,5,5,1,2,1,4,0,87
310550048004,720,126,422,161,11,0,0,572,32,9,13,12,82,572,30,9,2,8,6,1,2,2,0,0,82
310550049001,763,136,393,218,12,4,0,479,51,155,9,7,62,479,51,155,4,1,0,1,3,4,0,0,62
310550049002,657,130,346,170,11,0,0,481,35,51,13,18,59,481,35,51,10,2,3,4,4,2,0,0,59
310550049003,647,116,345,172,13,1,0,430,27,71,8,39,72,430,26,71,35,1,1,2,2,1,2,0,72
310550050001,560,85,308,157,10,0,0,374,54,45,6,6,75,374,54,45,4,2,0,1,1,0,1,0,75
310550050002,468,104,225,129,10,0,0,348,26,30,12,4,48,348,26,30,4,3,0,1,6,1,1,0,48
310550050003,751,149,421,170,11,0,0,532,60,53,15,10,81,532,60,53,6,6,1,2,1,3,1,0,81
310550051001,679,91,412,162,14,0,0,266,54,312,4,8,35,266,51,311,4,3,1,0,0,1,0,0,35
310550051002,456,65,258,121,12,0,0,283,45,52,9,21,46,283,45,52,9,4,6,1,3,1,0,1,46
310550052001,301,21,228,49,3,0,0,93,20,147,16,10,15,93,20,147,10,6,0,3,0,0,1,0,15
310550052002,368,34,247,82,5,0,0,98,26,224,4,3,13,98,26,224,1,2,0,0,0,1,1,0,13
310550053001,468,23,365,73,7,0,0,86,35,327,2,0,18,86,35,327,0,0,0,0,2,0,0,0,18
310550053002,349,45,228,72,4,0,0,81,42,179,20,4,23,81,42,179,2,6,1,2,4,3,2,0,23
310550053003,341,45,220,72,4,0,0,114,27,180,0,1,19,114,26,179,1,0,0,0,0,0,0,0,19
310550054001,400,28,275,88,9,0,0,62,30,280,7,3,18,62,30,280,1,3,2,1,2,1,0,0,18
310550054002,381,41,231,100,8,1,0,134,20,197,4,3,23,134,19,197,1,0,0,1,0,1,0,0,23
310550054003,352,64,185,96,7,0,0,151,35,117,13,9,27,151,35,117,6,5,2,1,3,1,0,0,27
310550054004,419,78,206,120,15,0,0,240,38,84,10,3,44,240,38,84,1,2,0,2,2,0,1,0,44
310550055001,1048,236,531,264,17,0,0,848,30,10,22,25,113,848,30,10,9,6,2,2,6,2,4,3,113
310550055002,827,180,427,202,18,0,0,664,22,5,14,19,103,664,21,5,5,2,2,1,3,2,5,2,103
310550055003,884,219,419,227,18,1,0,745,21,8,15,12,83,745,21,8,4,3,1,3,4,4,0,3,83
310550055004,700,131,372,187,10,0,0,537,26,56,10,11,60,537,26,56,9,2,0,4,2,1,0,0,60
310550056001,645,171,290,169,15,0,0,436,37,82,9,8,73,436,37,82,4,4,0,3,1,0,0,0,73
310550056002,364,106,158,94,6,0,0,290,15,6,8,3,42,290,15,6,1,3,1,2,2,0,0,0,42
310550056003,431,138,192,95,6,0,0,330,22,27,1,9,42,330,22,27,1,0,2,0,0,1,0,0,42
310550056004,460,114,205,133,8,0,0,377,19,3,4,4,53,377,19,3,1,1,2,1,1,0,1,0,53
310550056005,542,144,244,139,14,1,0,440,19,9,4,10,60,440,19,9,6,0,2,2,1,1,0,1,60
310550057001,582,102,291,179,10,0,0,398,31,76,17,9,51,398,31,76,4,9,5,1,3,3,0,0,51
310550057002,435,85,221,116,12,1,0,312,27,45,1,4,46,312,26,45,2,0,0,1,0,0,0,1,46
310550057003,473,101,237,129,5,1,0,311,21,95,2,6,38,311,21,95,1,0,2,1,0,0,0,0,38
310550057004,535,102,294,133,6,0,0,295,30,143,10,10,47,295,29,143,4,4,2,1,1,0,1,0,47
310550057005,400,83,213,99,5,0,0,292,17,39,8,2,42,292,17,39,1,2,0,1,1,2,1,1,42
310550058001,468,48,321,95,4,0,0,100,27,294,9,7,31,100,27,294,2,2,2,0,1,3,0,1,31
310550058002,639,142,318,168,11,0,0,477,30,51,14,8,59,477,30,51,3,1,2,3,5,2,0,0,59
310550058003,493,74,277,135,7,0,0,268,41,141,8,1,34,268,41,141,1,1,0,3,1,0,0,0,34
310550058004,670,121,368,166,15,0,0,391,27,153,25,12,62,391,27,153,5,8,1,2,4,2,0,0,62
310550059011,581,49,415,110,7,0,0,105,22,434,6,1,13,105,22,432,0,1,0,1,4,0,0,0,13
310550059012,650,64,429,143,14,0,0,179,38,389,8,6,30,179,38,389,1,3,0,0,1,1,1,0,30
310550059021,599,41,445,107,6,0,0,125,31,422,2,5,14,125,31,422,4,1,1,0,1,0,0,0,14
310550059022,641,52,453,128,8,0,0,95,42,469,11,8,16,95,42,467,4,4,2,1,2,3,0,1,16
310550060001,346,36,223,86,1,0,0,72,15,232,8,2,17,72,15,232,2,5,0,0,1,1,0,0,17
310550060002,403,44,273,79,6,1,0,79,42,264,5,2,11,79,41,264,1,2,0,0,3,0,0,0,11
310550060003,410,40,268,94,8,0,0,85,25,267,9,4,20,85,25,267,3,1,0,2,1,0,0,0,20
310550060004,418,53,272,82,11,0,0,118,20,259,3,3,15,118,20,258,0,1,0,0,1,0,0,0,15
310550060005,497,70,297,123,7,0,0,153,37,278,0,4,25,153,37,277,1,0,1,0,0,0,0,0,25
310550061011,363,36,232,94,1,0,0,111,19,210,5,2,16,111,19,209,1,2,0,0,2,1,0,0,16
310550061012,386,39,256,90,1,0,0,98,29,235,3,6,15,98,29,235,2,0,1,0,1,1,0,3,15
310550061013,560,49,389,115,7,0,0,100,31,384,23,3,19,100,31,384,1,8,1,4,2,3,0,0,19
310550061021,485,83,285,110,6,1,0,219,21,217,6,2,20,219,21,217,1,0,0,0,3,1,0,0,20
310550061022,472,55,295,116,6,0,0,126,20,275,14,5,32,126,20,275,3,4,0,4,2,2,0,1,32
