BlockGroupID,total_reg,party_dem,party_npp,party_rep,party_lib,party_cnt,party_con,party_grn,party_scl,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_64,eth2_93,eth2_23,eth2_30,eth2_10,eth2_34,eth2_14,eth2_66,eth2_85,eth2_21,eth2_35,eth2_12,eth2_61,eth2_29,eth2_55,eth2_33,eth2_32,eth2_26,eth2_38,eth2_59,eth2_57,eth2_19,eth2_99,eth2_28,eth2_unk
340090201011,615,196,144,271,1,0,1,1,1,0,0,464,31,49,9,7,55,464,30,49,3,4,5,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,55
340090201012,747,221,224,299,2,0,1,0,0,0,0,616,16,25,2,14,74,616,16,25,0,0,2,9,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,74
340090201013,679,189,206,278,3,1,0,1,1,0,0,580,10,1,5,14,69,580,10,1,0,6,4,3,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,69
340090201014,653,174,220,251,1,0,3,4,0,0,0,525,27,8,16,15,62,525,26,8,2,3,6,5,0,1,0,4,2,4,2,0,1,0,1,0,0,0,0,0,0,0,62
340090201021,314,76,101,137,0,0,0,0,0,0,0,266,5,4,3,7,29,266,5,4,1,2,0,1,0,0,0,2,1,0,0,0,2,0,0,0,1,0,0,0,0,0,29
340090201022,463,114,154,190,0,2,0,2,0,1,0,390,17,2,0,6,48,390,17,2,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,48
340090201023,253,75,73,103,1,0,0,1,0,0,0,207,14,2,5,2,23,207,13,2,1,0,3,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23
340090201024,586,142,175,266,2,1,0,0,0,0,0,504,13,5,6,11,47,504,13,5,2,0,2,0,1,0,0,0,3,1,1,0,5,0,0,0,1,0,1,0,0,0,47
340090201025,125,29,51,44,0,0,0,0,1,0,0,103,2,0,0,9,11,103,2,0,0,0,0,4,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,11
340090202011,690,145,193,352,0,0,0,0,0,0,0,600,4,1,0,7,78,600,4,1,0,0,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,78
340090202012,532,133,141,257,1,0,0,0,0,0,0,437,7,0,6,4,78,437,7,0,0,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
340090202031,565,163,140,260,1,0,1,0,0,0,0,498,9,1,2,1,54,498,9,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54
340090202032,412,124,122,163,1,0,0,0,1,1,0,343,13,11,0,8,37,343,13,11,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
340090202033,973,197,255,519,2,0,0,0,0,0,0,845,12,1,12,12,91,845,10,1,4,2,3,8,0,2,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,91
340090202051,479,151,136,189,0,2,0,0,0,1,0,411,11,1,3,2,51,411,11,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,51
340090202052,331,72,94,161,3,0,1,0,0,0,0,295,4,0,0,14,18,295,4,0,0,7,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,18
340090202061,674,162,207,301,0,0,1,3,0,0,0,586,8,2,2,6,70,586,8,2,0,0,1,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,70
340090202062,98,20,33,44,0,0,0,1,0,0,0,81,3,0,1,1,12,81,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12
340090203011,785,180,238,363,1,1,1,0,1,0,0,688,14,2,6,3,72,688,11,2,0,1,1,2,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,72
340090203012,1346,300,378,656,5,0,2,3,1,1,0,1150,24,4,13,16,139,1150,24,4,4,8,4,3,1,0,1,0,1,4,0,0,1,0,2,0,0,0,0,0,0,0,139
340090203013,492,115,161,214,1,0,0,0,0,1,0,423,10,1,1,2,55,423,10,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55
340090203014,1060,268,299,485,5,1,1,1,0,0,0,899,19,0,9,30,103,899,19,0,8,4,1,16,0,0,0,0,0,0,1,6,1,1,0,0,0,1,0,0,0,0,103
340090203021,1782,375,569,813,9,5,6,2,3,0,0,1564,36,3,8,16,155,1564,33,3,0,0,5,9,1,3,0,1,1,1,0,0,5,1,0,0,0,0,0,0,0,0,155
340090203022,1117,214,300,598,2,0,0,3,0,0,0,912,22,0,17,22,144,912,22,0,2,1,12,1,0,0,0,0,8,3,5,0,2,0,2,0,0,0,0,0,0,0,144
340090203023,1045,234,344,459,2,1,2,1,1,1,0,890,31,0,5,5,114,890,29,0,1,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
340090203024,130,31,37,62,0,0,0,0,0,0,0,113,0,0,1,0,16,113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
340090204001,1734,310,559,850,5,4,2,3,1,0,0,1504,25,1,8,20,176,1504,24,1,0,5,2,8,3,1,0,0,1,3,4,0,0,0,0,0,1,0,0,0,0,0,176
340090204002,777,135,266,368,1,1,3,0,3,0,0,677,23,2,4,9,62,677,21,2,0,2,1,6,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,62
340090205001,504,150,172,171,1,1,4,1,3,1,0,262,112,69,2,6,53,262,112,69,1,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53
340090205002,830,229,329,249,4,7,8,0,0,4,0,445,179,123,1,7,75,445,179,123,0,0,0,2,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,75
340090206001,1635,329,566,716,6,6,2,3,4,3,0,1414,38,4,10,17,152,1414,36,4,0,4,4,7,2,2,0,0,3,4,2,0,1,0,0,0,0,0,0,0,0,0,152
340090207001,1622,373,572,657,6,3,5,0,2,4,0,1420,50,4,3,22,123,1420,46,4,0,6,1,9,0,4,0,1,3,1,1,1,0,0,0,0,2,0,0,0,0,0,123
340090207002,1700,411,608,664,5,5,2,4,1,0,0,1469,37,5,6,17,166,1469,35,5,3,6,2,2,0,2,2,0,2,1,0,0,2,3,0,0,0,0,0,0,0,0,166
340090208001,123,37,24,62,0,0,0,0,0,0,0,105,1,0,0,1,16,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16
340090208002,813,182,189,440,0,0,1,0,0,1,0,722,10,4,8,6,63,722,10,4,0,2,4,1,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,63
340090208003,319,89,79,151,0,0,0,0,0,0,0,275,5,0,2,7,30,275,5,0,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
340090208004,290,66,76,147,0,0,0,1,0,0,0,249,12,0,0,5,24,249,10,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
340090208005,260,50,67,143,0,0,0,0,0,0,0,227,2,0,0,2,29,227,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
340090209011,632,104,104,419,3,1,0,0,1,0,0,533,9,0,5,21,64,533,9,0,1,2,2,2,1,0,1,1,8,0,6,0,1,0,1,0,0,0,0,0,0,0,64
340090209021,365,67,94,204,0,0,0,0,0,0,0,311,4,0,0,1,49,311,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
340090209022,382,63,70,248,0,1,0,0,0,0,0,338,4,0,0,2,38,338,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,38
340090209023,373,75,104,191,1,2,0,0,0,0,0,313,12,0,4,10,34,313,12,0,0,3,2,1,1,0,1,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,34
340090210011,1520,355,481,672,0,2,6,4,0,0,0,1237,53,9,7,23,191,1237,51,8,1,6,4,10,1,2,0,0,3,1,2,0,0,1,0,0,0,0,0,0,1,0,191
340090210021,2120,491,765,832,9,8,6,1,4,4,0,1699,141,59,17,28,176,1699,130,59,9,4,4,11,1,11,8,3,0,0,0,0,4,0,1,0,0,0,0,0,0,0,176
340090210022,668,132,242,286,4,0,1,1,1,1,0,568,19,2,3,13,63,568,16,2,0,1,1,6,0,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63
340090211001,1534,423,488,602,8,3,3,5,1,1,0,1253,36,76,18,29,122,1253,36,76,12,3,3,18,1,0,0,1,0,1,1,0,5,1,0,0,0,0,1,0,0,0,122
340090211002,736,234,228,270,0,1,2,0,1,0,0,616,24,20,2,4,70,616,24,20,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,70
340090211003,1910,558,671,662,4,2,5,4,0,4,0,1482,77,121,26,27,177,1482,77,121,13,15,12,3,1,0,1,0,1,0,0,2,4,1,0,0,0,0,0,0,0,0,177
340090213001,550,124,120,304,0,0,0,2,0,0,0,482,12,0,0,4,52,482,12,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52
340090213002,324,62,81,180,1,0,0,0,0,0,0,281,8,1,1,3,30,281,8,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
340090213003,366,86,98,173,3,2,1,2,1,0,0,304,25,0,1,2,34,304,25,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,34
340090213004,464,96,95,271,1,0,1,0,0,0,0,420,7,6,1,2,28,420,7,6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28
340090213005,426,102,120,201,2,1,0,0,0,0,0,378,5,0,2,5,36,378,5,0,1,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,36
340090213006,250,42,57,149,1,0,1,0,0,0,0,218,6,0,2,2,22,218,6,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
340090213007,112,33,21,57,0,0,1,0,0,0,0,100,4,1,0,1,6,100,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
340090213008,294,69,91,127,0,1,1,2,1,2,0,242,19,2,1,4,26,242,19,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,26
340090214001,442,116,180,133,3,2,3,2,3,0,0,233,147,6,5,7,44,233,147,6,3,4,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,44
340090214002,252,62,119,66,3,1,1,0,0,0,0,148,79,2,2,4,17,148,79,2,1,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,17
340090214003,425,129,103,189,2,1,0,0,0,1,0,355,6,1,2,8,53,355,6,1,0,0,0,3,1,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,53
340090214004,383,101,154,124,0,2,0,0,2,0,0,265,63,3,5,8,39,265,63,3,0,4,1,0,0,0,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,39
340090214005,446,137,148,153,4,0,0,1,2,1,0,350,39,5,5,9,38,350,39,5,1,2,2,2,0,0,1,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,38
340090214006,167,41,72,51,0,1,0,0,0,2,0,108,26,4,0,7,22,108,24,4,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22
340090214007,232,58,98,73,0,1,1,0,0,1,0,127,72,1,1,3,28,127,72,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
340090215001,285,77,102,101,0,0,4,1,0,0,0,190,55,2,3,1,34,190,54,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
340090215002,563,182,241,123,4,4,4,0,1,4,0,232,146,132,8,8,37,232,146,132,5,2,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
340090215003,210,64,72,71,0,1,2,0,0,0,0,128,26,28,1,7,20,128,25,28,1,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20
340090215004,403,101,133,164,3,1,0,0,0,1,0,327,27,0,4,5,40,327,26,0,2,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,40
340090216001,386,81,117,185,0,3,0,0,0,0,0,332,8,0,2,3,41,332,8,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,41
340090216002,589,140,155,290,2,1,1,0,0,0,0,486,33,0,1,7,62,486,33,0,0,0,0,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62
340090216003,425,100,135,182,3,2,3,0,0,0,0,326,34,6,5,11,43,326,34,6,0,5,1,4,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,43
340090216004,544,121,158,259,1,1,2,0,1,1,0,449,23,0,1,10,61,449,23,0,0,3,0,3,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,61
340090216005,135,38,41,55,0,0,1,0,0,0,0,109,7,4,0,2,13,109,7,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
340090216006,205,34,67,104,0,0,0,0,0,0,0,163,10,0,0,6,26,163,10,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26
340090216007,142,43,47,49,1,0,0,2,0,0,0,114,9,0,0,0,19,114,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
340090217011,1054,166,331,541,4,5,1,3,3,0,0,852,45,2,12,6,137,852,44,2,2,4,2,1,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,137
340090217012,1081,316,331,425,2,1,1,2,1,2,0,863,42,25,6,22,123,863,40,25,1,8,3,9,1,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,123
340090217021,340,60,111,168,1,0,0,0,0,0,0,271,10,0,3,8,48,271,9,0,3,2,0,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,48
340090217022,1084,196,356,518,3,3,3,4,0,1,0,910,39,2,4,14,115,910,37,2,0,6,2,5,1,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,115
340090217023,497,112,153,228,0,0,2,2,0,0,0,409,7,1,4,18,58,409,7,1,0,3,1,11,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,58
340090218031,940,289,282,357,3,3,2,2,2,0,0,809,35,2,0,23,71,809,35,2,0,4,0,8,0,0,1,0,6,0,1,0,1,2,0,0,0,0,0,0,0,0,71
340090218032,765,193,242,322,1,3,2,0,2,0,0,640,39,0,0,9,77,640,39,0,0,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,77
340090218033,748,224,226,287,1,3,3,1,2,1,0,625,39,4,4,8,68,625,39,4,0,4,2,0,0,0,0,1,1,0,2,0,0,0,0,1,0,1,0,0,0,0,68
340090218041,620,171,204,229,4,7,1,1,0,3,0,514,32,2,1,5,66,514,32,2,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66
340090218042,934,219,362,326,5,9,4,2,4,3,0,762,72,3,5,10,82,762,72,3,4,2,1,4,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,82
340090218043,818,260,270,266,5,3,6,4,3,1,0,671,57,2,1,22,65,671,56,2,1,6,0,7,0,1,3,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,65
340090218044,1303,326,423,537,4,4,3,2,1,3,0,1096,56,3,4,15,129,1096,56,3,1,3,3,8,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,129
340090218051,1601,393,498,686,3,6,3,6,1,5,0,1310,68,5,15,35,168,1310,66,5,2,9,8,12,2,2,7,2,3,1,1,1,0,0,2,0,0,0,0,0,0,0,168
340090218052,872,194,244,421,5,4,1,2,0,1,0,724,39,1,1,9,98,724,39,1,0,5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,98
340090218053,780,179,223,369,2,2,2,1,0,2,0,648,30,0,2,12,88,648,30,0,0,8,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,88
340090218061,395,139,94,159,1,0,1,0,0,1,0,331,7,0,2,14,41,331,7,0,0,5,2,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,41
340090218062,477,124,132,213,5,2,0,0,0,1,0,405,16,0,5,6,45,405,14,0,0,1,1,3,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,2,45
340090218063,470,138,138,189,0,2,1,0,2,0,0,391,27,7,3,7,35,391,27,7,0,0,0,5,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,35
340090218064,504,108,146,244,4,0,1,1,0,0,0,428,16,0,2,3,55,428,16,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,55
340090219001,525,176,128,214,4,1,1,0,0,1,0,451,6,3,6,6,53,451,6,3,3,1,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
340090219002,675,206,180,286,1,0,2,0,0,0,0,612,6,0,1,5,51,612,5,0,0,3,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,51
340090219003,601,240,159,190,6,1,2,3,0,0,0,480,19,47,1,5,49,480,19,47,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49
340090220001,571,207,174,186,2,1,0,0,1,0,0,446,34,22,2,6,61,446,34,22,0,1,0,2,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,61
340090220002,342,111,80,149,0,1,0,0,1,0,0,303,9,0,0,10,20,303,9,0,0,1,0,2,0,0,2,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,20
340090220003,72,20,31,20,0,1,0,0,0,0,0,47,7,2,5,3,8,47,7,2,2,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
340090220004,581,173,144,262,0,0,0,1,0,1,0,484,10,2,1,6,78,484,10,2,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,78
340090220005,267,65,75,125,1,0,0,0,0,1,0,216,7,0,0,5,39,216,6,0,0,1,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39
340090221011,1028,248,380,387,4,5,0,1,2,1,0,855,42,5,1,15,110,855,42,5,0,4,0,6,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,110
340090221021,1250,386,464,367,6,12,7,4,1,3,0,749,103,280,13,8,97,749,102,280,3,0,4,2,0,1,2,6,1,0,0,0,0,1,2,0,0,0,0,0,0,0,97
340090221022,1210,366,438,372,6,11,8,4,5,0,0,840,161,44,32,15,118,840,161,44,18,4,11,5,1,0,1,2,1,0,0,1,3,0,0,0,0,0,0,0,0,0,118
340090221023,1153,271,377,487,5,7,2,0,1,3,0,945,71,8,13,18,98,945,71,8,5,3,2,5,0,0,0,6,4,0,1,0,2,1,1,0,0,1,0,0,0,0,98
340090221024,1293,385,449,436,6,7,5,2,1,2,0,836,125,204,10,21,97,836,125,204,5,3,0,10,3,0,3,2,0,0,1,0,2,1,0,0,0,0,1,0,0,0,97
340099901000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340030010011,1036,290,400,343,2,0,0,0,1,0,0,707,50,1,105,65,108,707,50,1,29,24,34,19,39,0,1,0,11,1,0,0,3,4,0,2,0,1,0,0,0,0,108
340030010012,834,238,327,261,4,2,2,0,0,0,0,565,59,2,50,47,111,565,58,2,15,18,21,10,7,1,0,3,4,2,4,0,5,2,3,0,0,0,0,0,0,0,111
340030010013,717,200,284,231,2,0,0,0,0,0,0,544,29,0,43,36,65,544,29,0,7,9,18,10,14,0,1,0,12,4,0,2,0,1,1,0,0,0,0,0,0,0,65
340030010021,1045,308,386,342,2,1,3,2,1,0,0,767,48,0,56,52,122,767,45,0,15,9,18,3,15,3,1,1,9,4,14,0,2,7,1,1,4,0,0,1,0,0,122
340030010022,1715,481,630,587,8,2,4,0,3,0,0,1243,75,1,104,54,238,1243,75,1,17,22,42,8,37,0,3,2,13,6,1,1,1,3,0,0,0,0,2,0,0,0,238
340030021001,804,239,334,227,1,0,1,1,0,1,0,306,70,7,190,68,163,306,70,7,37,21,82,14,60,0,2,0,8,10,3,1,1,0,13,0,2,2,0,1,0,0,163
340030021002,730,226,314,186,1,1,1,0,0,1,0,298,21,6,172,110,123,298,20,6,29,23,38,23,95,1,1,6,36,4,8,3,1,2,12,0,0,0,1,0,0,0,123
340030022001,866,291,376,186,3,1,1,3,2,3,0,535,79,0,143,39,70,535,79,0,20,8,42,5,70,0,4,5,14,4,4,2,1,0,0,0,0,0,1,0,0,0,70
340030022002,879,319,360,190,1,2,6,0,1,0,0,522,76,0,139,41,101,522,76,0,9,11,36,17,87,0,2,1,4,3,0,1,0,2,0,0,0,0,0,0,0,0,101
340030022003,582,208,260,106,4,1,1,1,0,1,0,349,72,2,73,27,59,349,72,2,11,4,13,8,42,0,2,4,3,1,0,5,0,4,0,0,0,0,0,0,0,2,59
340030022004,1255,417,514,313,3,1,3,3,1,0,0,813,93,6,164,65,114,813,89,6,9,20,46,8,105,4,5,1,12,2,0,1,3,9,4,1,1,0,1,0,0,0,114
340030023001,1671,599,677,380,6,2,1,2,1,3,0,983,127,2,313,81,165,983,126,2,61,22,81,8,151,1,9,5,11,12,11,4,1,2,4,0,0,0,9,0,0,0,165
340030023002,1076,370,447,253,1,2,2,1,0,0,0,541,61,6,263,39,166,541,59,6,17,10,92,5,142,2,3,8,6,1,3,1,1,2,3,0,2,0,0,0,0,0,166
340030023003,1444,479,594,354,1,4,5,5,0,2,0,904,104,1,252,61,122,904,104,1,46,9,54,20,139,0,0,4,7,3,1,4,3,1,2,0,0,3,11,0,0,0,122
340030031001,586,252,227,105,0,0,0,0,1,1,0,293,172,14,41,25,41,293,172,14,19,8,11,2,10,0,10,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,41
340030031002,635,285,252,87,4,2,2,1,0,2,0,244,229,9,22,40,91,244,229,9,9,10,6,6,1,0,18,2,0,0,1,1,0,0,0,4,0,1,1,0,0,0,91
340030031003,1014,502,367,139,1,3,1,1,0,0,0,426,323,17,59,79,110,426,322,17,24,33,13,7,7,1,26,0,4,8,0,5,1,1,0,7,0,0,2,0,0,0,110
340030031004,508,249,193,59,1,0,1,3,0,2,0,195,183,13,27,39,51,195,183,12,4,12,10,2,11,0,21,0,1,2,0,0,0,0,0,0,0,1,1,0,1,0,51
340030031005,797,374,304,109,5,1,2,1,0,1,0,276,288,21,65,60,87,276,288,21,43,13,11,4,6,0,30,0,2,2,2,2,3,3,0,3,0,1,0,0,0,0,87
340030032001,686,311,260,111,1,2,0,1,0,0,0,289,203,9,46,49,90,289,201,9,12,17,15,2,9,2,20,1,1,2,2,2,0,0,1,5,0,0,0,0,0,0,90
340030032002,626,300,218,95,2,5,3,1,1,1,0,236,238,19,31,34,68,236,236,19,18,6,11,3,0,2,20,0,2,0,0,0,0,1,2,2,0,0,0,0,0,0,68
340030032003,503,235,197,64,2,2,1,1,1,0,0,160,200,10,43,26,64,160,198,10,6,8,11,2,20,2,12,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,64
340030032004,436,218,144,66,1,1,5,0,0,1,0,145,172,12,15,33,59,145,171,12,5,7,3,4,4,1,15,1,4,1,0,1,0,1,0,1,0,0,0,0,0,0,59
340030032005,627,323,216,76,1,3,1,3,1,3,0,208,258,27,27,39,68,208,253,27,14,15,0,1,5,5,19,1,1,0,2,0,0,1,0,4,0,0,0,0,0,0,68
340030033001,906,402,363,127,2,1,5,2,1,3,0,346,318,22,74,54,92,346,313,22,40,23,13,1,6,5,24,1,2,3,0,0,1,2,0,11,0,1,0,0,0,0,92
340030033002,693,343,239,105,1,2,0,1,1,1,0,252,255,13,53,52,68,252,253,13,21,13,6,1,8,2,24,1,2,6,5,2,0,2,1,11,0,0,0,0,0,0,68
340030033003,756,314,306,126,3,5,0,0,0,2,0,265,330,7,36,43,75,265,321,7,15,11,7,1,3,9,24,2,2,3,0,4,0,0,0,6,0,0,1,0,0,0,75
340030033004,784,392,294,85,3,5,0,1,2,2,0,274,303,36,28,72,71,274,302,36,17,21,3,1,1,1,41,0,3,1,0,1,0,0,0,6,0,1,3,0,0,0,71
340030033005,1036,464,405,156,0,1,6,2,0,2,0,413,330,21,72,92,108,413,330,21,32,28,13,10,4,0,39,0,4,4,1,1,0,2,4,16,0,3,0,2,0,0,108
340030033006,613,307,245,60,0,0,0,0,1,0,0,215,238,21,34,47,58,215,237,21,21,22,6,4,0,1,19,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,58
340030034011,765,348,272,138,3,2,0,1,0,1,0,301,226,19,40,65,114,301,225,19,27,20,8,17,1,1,16,0,5,0,0,1,0,5,1,2,0,0,0,0,0,0,114
340030034012,1179,471,409,290,2,2,2,1,0,2,0,526,219,19,20,81,314,526,218,19,6,12,2,21,6,1,24,0,6,0,0,4,3,7,1,6,1,0,0,0,0,0,314
340030034021,644,289,244,100,2,3,1,1,1,3,0,214,228,30,31,42,99,214,225,30,14,9,9,5,2,3,18,3,3,0,2,0,0,0,1,0,0,0,0,0,0,0,99
340030034022,570,270,207,89,0,1,1,1,0,1,0,206,187,19,33,30,95,206,182,19,19,8,4,3,7,5,13,0,0,0,2,2,1,1,0,3,0,0,0,0,0,0,95
340030034023,1266,512,386,361,2,1,2,1,0,1,0,539,191,17,35,90,394,539,188,17,26,8,7,43,0,3,27,0,0,0,4,0,1,6,1,2,0,0,0,0,0,0,394
340030035001,781,336,310,124,4,0,2,3,1,1,0,309,238,16,69,59,90,309,234,16,36,9,11,13,12,4,33,2,0,2,2,1,1,0,0,5,0,0,0,0,0,0,90
340030035002,781,429,276,67,2,1,0,1,3,2,0,203,354,85,57,37,45,203,353,84,9,16,12,1,28,1,14,2,1,0,0,1,0,1,0,5,0,0,0,0,1,0,45
340030035003,726,329,287,97,2,3,3,3,1,1,0,268,298,9,42,52,57,268,296,9,21,16,5,0,7,2,31,0,3,2,0,0,0,1,0,5,0,0,0,2,0,0,57
340030040011,1115,552,359,187,6,3,1,1,4,2,0,435,453,29,35,76,87,435,453,29,14,51,8,5,11,0,3,0,3,2,0,6,0,0,4,0,0,3,0,0,0,0,87
340030040012,1126,570,389,155,2,3,3,1,2,1,0,399,466,27,56,54,124,399,464,27,21,25,15,9,16,2,3,2,4,0,7,0,0,2,1,2,1,0,2,0,0,0,124
340030040021,997,456,356,175,2,1,2,2,1,2,0,404,417,15,25,75,61,404,417,15,11,42,8,11,5,0,14,0,2,0,3,1,0,0,2,1,0,0,0,0,0,0,61
340030040022,836,408,257,158,6,2,4,0,0,1,0,335,386,9,20,36,50,335,384,9,5,19,8,0,4,2,9,0,7,2,0,1,0,0,0,1,0,0,0,0,0,0,50
340030040023,894,401,324,154,4,5,4,2,0,0,0,328,401,32,29,40,64,328,399,32,3,19,11,2,9,2,11,1,0,1,0,1,2,0,2,3,0,0,2,0,0,0,64
