BlockGroupID,total_reg,party_dem,party_npp,party_rep,party_rin,party_lib,party_wfp,party_grn,party_cnt,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_64,eth2_10,eth2_93,eth2_21,eth2_34,eth2_30,eth2_23,eth2_12,eth2_14,eth2_85,eth2_66,eth2_55,eth2_35,eth2_61,eth2_15,eth2_32,eth2_83,eth2_38,eth2_33,eth2_59,eth2_81,eth2_19,eth2_29,eth2_unk
410430201011,2630,571,766,1100,148,21,5,3,4,12,0,2109,163,0,50,20,288,2109,163,8,0,4,12,2,5,12,17,1,0,0,0,1,2,0,1,0,3,0,0,0,0,288
410430201012,1622,397,539,590,66,14,4,3,0,9,0,1336,95,0,21,9,161,1336,94,7,0,4,4,0,1,3,3,0,1,0,1,0,0,0,2,2,0,0,0,2,0,161
410430201013,841,225,229,345,34,6,0,2,0,0,0,707,42,0,5,5,82,707,40,4,0,0,1,1,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,82
410430201021,2182,586,823,610,115,19,6,2,1,20,0,1706,212,3,28,26,207,1706,211,9,2,2,12,2,5,6,5,0,1,2,3,3,1,1,0,2,1,0,0,0,0,207
410430201031,2202,523,783,741,116,19,2,1,5,12,0,1768,183,2,42,20,187,1768,176,5,2,15,8,2,13,3,3,0,7,1,2,1,0,1,2,3,0,0,0,1,0,187
410430202001,1480,424,464,473,84,13,2,5,0,15,0,1227,78,0,26,14,135,1227,78,6,0,11,1,3,3,1,4,2,0,0,1,0,0,0,0,3,0,0,2,0,2,135
410430203001,626,274,178,134,29,6,1,1,1,2,0,543,25,0,5,2,51,543,25,2,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,51
410430203002,819,325,247,187,35,11,2,2,2,8,0,665,55,0,5,13,81,665,55,2,0,0,3,4,1,2,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,81
410430203003,720,233,259,162,46,7,3,1,1,8,0,576,53,2,11,15,63,576,53,2,2,1,3,8,2,3,2,0,0,2,0,0,0,0,1,0,0,0,0,1,0,63
410430203004,896,284,323,214,54,3,4,3,0,11,0,739,66,0,7,8,76,739,65,3,0,0,1,2,0,0,3,0,1,1,0,0,0,1,1,0,0,1,0,0,1,76
410430203005,1459,429,426,505,74,14,2,1,1,7,0,1141,81,3,63,34,137,1141,80,21,3,6,3,11,9,13,12,0,1,4,4,0,1,2,4,0,4,0,0,0,2,137
410430203006,1242,430,293,435,59,14,1,4,1,5,0,1029,50,0,21,12,130,1029,50,6,0,2,2,1,4,7,1,2,0,0,2,2,0,0,3,0,0,0,0,0,0,130
410430204001,575,161,233,128,32,8,2,1,1,9,0,477,40,2,8,2,46,477,40,1,2,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,46
410430204002,795,214,355,166,32,9,5,4,4,6,0,649,53,2,5,7,79,649,51,1,2,0,4,1,2,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,79
410430204003,1205,358,499,246,72,12,2,5,0,11,0,986,79,4,13,13,110,986,76,4,4,1,1,4,1,3,0,0,3,2,0,1,0,0,0,3,0,0,1,1,1,110
410430204004,925,243,407,194,48,13,2,5,1,12,0,744,82,4,10,8,77,744,82,1,4,0,2,1,5,2,1,1,0,0,0,0,1,1,2,0,0,1,0,0,0,77
410430205001,1026,262,409,279,47,12,4,3,0,10,0,799,100,3,13,18,93,799,99,5,3,2,5,1,1,3,0,1,1,1,1,0,1,1,1,5,1,0,0,0,0,93
410430205002,548,144,215,138,31,8,2,2,3,5,0,416,53,2,5,4,68,416,52,2,2,0,2,1,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,68
410430205003,1412,403,441,478,67,6,1,4,2,10,0,1151,111,1,21,10,118,1151,108,8,1,3,2,3,5,5,0,1,3,1,1,0,0,0,2,0,0,0,0,0,0,118
410430206011,1196,359,342,417,55,14,0,0,1,8,0,967,79,0,24,10,116,967,77,9,0,2,3,0,3,6,1,1,2,2,0,0,0,1,1,1,1,0,0,2,0,116
410430206012,1394,473,306,524,70,5,2,6,0,8,0,1180,65,1,11,14,123,1180,65,3,1,1,1,7,3,0,3,0,0,0,1,2,0,1,0,1,0,0,0,1,1,123
410430206013,660,192,199,219,40,2,0,1,1,6,0,539,32,1,3,7,78,539,32,3,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78
410430206021,932,279,271,311,52,6,1,1,1,10,0,737,73,0,21,12,89,737,73,9,0,1,2,6,2,4,5,0,0,0,0,1,0,0,1,0,0,2,0,0,0,89
410430206022,900,253,357,191,69,6,4,4,1,15,0,704,84,0,6,6,100,704,84,0,0,0,1,1,1,5,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,100
410430206023,1765,536,632,468,88,14,7,4,2,14,0,1345,190,3,26,24,177,1345,189,5,3,4,7,7,3,7,2,1,1,3,2,0,2,0,2,1,0,1,0,1,0,177
410430207001,1787,528,649,503,76,17,4,3,3,4,0,1448,143,4,14,27,151,1448,142,7,4,2,4,5,1,3,1,9,1,4,0,2,0,0,1,1,0,0,0,0,1,151
410430207002,1204,331,467,304,74,11,1,4,1,11,0,1009,95,3,11,5,81,1009,93,2,3,3,2,1,1,2,2,0,2,0,1,0,0,0,0,0,0,0,1,1,0,81
410430207003,1271,307,515,363,58,15,2,4,1,6,0,1009,115,5,12,13,117,1009,114,4,5,1,4,3,1,2,4,1,1,0,1,0,0,1,1,2,0,0,0,0,0,117
410430208011,714,146,335,169,40,9,3,3,1,8,0,565,69,2,7,13,58,565,69,5,2,0,4,2,1,0,1,0,0,4,1,0,0,0,0,0,0,0,2,0,0,58
410430208012,1087,293,456,250,58,13,5,2,1,9,0,848,110,3,14,9,103,848,109,4,3,2,3,1,3,1,4,0,1,0,0,1,0,2,0,0,0,0,2,0,0,103
410430208021,787,195,343,179,46,11,1,3,3,6,0,599,86,1,9,6,86,599,86,0,1,1,4,0,0,5,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,86
410430208022,986,257,431,226,54,9,0,1,2,6,0,749,114,2,10,17,94,749,112,2,2,2,9,2,2,2,2,0,2,3,1,1,0,0,0,0,0,0,0,0,1,94
410430208023,1033,302,473,181,44,16,3,1,1,12,0,788,119,5,15,18,88,788,117,4,5,1,5,5,4,3,3,2,2,0,0,0,0,0,1,2,0,0,2,0,1,88
410430208024,1183,307,535,266,51,11,4,1,1,7,0,905,133,5,9,18,113,905,131,1,5,3,7,1,2,2,1,1,2,2,0,0,0,1,3,0,0,0,3,0,0,113
410430301001,939,190,331,359,39,6,4,1,1,8,0,797,36,0,5,15,86,797,36,1,0,1,4,3,1,0,2,0,0,2,2,0,0,0,0,0,0,4,0,0,0,86
410430301002,975,179,302,442,39,8,2,0,1,2,0,810,38,1,9,12,105,810,38,3,1,1,6,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,3,0,0,105
410430301003,882,169,287,383,27,6,2,0,4,4,0,745,33,2,4,6,92,745,33,0,2,1,4,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,92
410430301004,1271,237,375,580,61,5,4,3,1,5,0,1062,53,0,12,6,138,1062,51,2,0,2,3,0,1,4,2,0,2,0,3,0,1,0,0,0,0,0,0,0,0,138
410430301005,1083,236,325,450,54,10,1,1,2,4,0,952,33,0,6,9,83,952,30,3,0,0,3,0,1,1,0,1,3,3,0,0,1,0,1,0,1,0,0,0,0,83
410430302011,693,156,271,211,39,6,1,0,0,9,0,578,46,0,6,7,56,578,45,4,0,0,2,1,0,1,1,0,1,0,0,2,0,0,2,0,0,0,0,0,0,56
410430302012,674,129,270,214,43,4,4,3,0,7,0,577,35,1,5,1,55,577,33,0,1,0,1,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,55
410430302013,555,129,175,200,34,5,5,3,0,4,0,491,12,0,3,6,43,491,12,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,43
410430302014,881,177,236,410,42,4,1,4,2,5,0,754,30,0,15,7,75,754,30,4,0,3,0,1,0,0,2,0,0,0,3,0,0,0,1,0,0,2,0,6,0,75
410430302021,1263,227,442,500,68,8,4,4,3,7,0,1114,33,1,7,10,98,1114,31,1,1,0,1,5,0,1,5,0,2,0,0,3,0,0,0,1,0,0,0,0,0,98
410430302022,1544,277,446,710,84,7,2,2,6,10,0,1293,63,1,12,11,164,1293,61,3,1,5,8,0,1,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,164
410430303001,800,164,284,298,40,4,2,2,3,3,0,674,28,0,5,5,88,674,28,2,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,88
410430303002,605,111,162,277,42,5,0,0,3,5,0,549,14,0,4,5,33,549,14,2,0,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33
410430303003,678,125,206,302,31,2,0,4,1,7,0,603,24,0,3,10,38,603,23,1,0,0,6,0,0,2,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,38
410430304011,1163,230,354,508,53,2,4,4,2,6,0,982,48,0,5,17,111,982,48,0,0,0,3,4,2,1,2,0,0,5,2,0,0,0,0,0,2,0,1,0,0,111
410430304012,1241,206,439,525,46,10,5,3,2,5,0,1085,43,1,13,3,96,1085,42,1,1,3,2,0,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,96
410430304013,923,166,353,333,49,4,3,5,0,10,0,806,30,1,6,6,74,806,30,2,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,74
410430304014,900,179,331,326,42,11,1,3,3,4,0,755,47,0,4,6,88,755,47,3,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,88
410430304015,1120,214,538,282,61,11,3,0,0,11,0,955,58,1,5,11,90,955,57,0,1,0,3,1,2,3,0,2,1,1,2,0,0,0,1,0,0,0,0,0,0,90
410430304031,712,143,270,239,36,4,7,4,2,7,0,618,30,0,5,3,56,618,30,1,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,56
410430304032,592,125,256,168,28,4,3,4,2,2,0,507,23,0,1,4,57,507,23,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,57
410430304033,1161,216,429,419,67,7,10,2,1,10,0,1000,58,0,5,11,87,1000,57,1,0,0,6,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,87
410430304041,1208,236,445,437,65,9,1,5,0,10,0,1039,50,0,10,7,102,1039,50,1,0,0,3,1,4,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,102
410430304042,917,168,368,315,38,10,1,4,3,10,0,800,30,1,8,9,69,800,29,2,1,1,4,2,0,0,4,0,1,0,1,0,0,0,2,0,0,0,0,0,0,69
410430304043,1269,257,444,485,57,9,1,3,1,12,0,1107,43,0,10,8,101,1107,41,5,0,1,3,2,0,1,2,0,2,0,1,0,0,0,0,1,0,1,0,0,0,101
410430305001,898,186,234,421,39,9,0,1,3,5,0,799,34,1,5,3,56,799,34,1,1,0,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,56
410430305002,1613,370,453,681,76,11,7,2,4,9,0,1410,40,1,15,27,120,1410,40,3,1,6,4,13,2,1,3,1,0,2,1,0,0,0,0,4,2,0,0,0,0,120
410430305003,1096,243,313,470,49,9,2,3,1,6,0,972,22,0,4,12,86,972,21,1,0,1,1,5,1,1,0,2,1,0,0,1,0,0,0,0,0,0,3,0,0,86
410430306001,738,127,217,359,26,3,1,2,0,3,0,644,15,2,4,12,61,644,15,0,2,0,0,1,1,3,0,1,0,5,0,0,0,0,1,0,2,0,2,0,0,61
410430306002,755,162,258,294,29,7,0,1,1,3,0,647,33,0,4,10,61,647,33,2,0,0,2,4,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,61
410430306003,675,108,191,326,44,2,1,0,0,3,0,590,36,0,2,4,43,590,36,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43
410430306004,1755,300,688,637,98,13,2,0,5,12,0,1474,109,2,14,11,145,1474,108,2,2,4,0,3,3,4,0,2,1,0,2,0,0,0,0,3,0,0,1,1,0,145
410430306005,1080,207,332,455,70,5,3,0,4,4,0,913,60,0,5,6,96,913,60,3,0,0,1,0,1,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,96
410430307001,1182,340,325,428,67,12,2,0,2,6,0,947,60,3,12,9,151,947,59,5,3,0,6,1,1,2,2,0,1,0,0,0,0,0,1,0,0,1,0,2,0,151
410430307002,669,236,186,203,35,3,1,1,0,4,0,563,33,0,4,5,64,563,33,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,64
410430307003,703,238,159,258,36,6,0,4,1,1,0,575,21,4,6,6,91,575,19,0,4,1,4,1,0,2,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,91
410430307004,1294,278,412,506,76,7,1,8,0,6,0,1061,76,6,12,5,134,1061,76,4,6,0,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,134
410430308011,1388,341,539,403,69,17,3,3,2,11,0,1151,82,1,15,10,129,1151,81,5,0,1,5,2,4,0,3,2,1,0,0,0,0,0,0,1,0,0,0,2,0,129
410430308012,1010,210,405,322,51,10,1,0,3,8,0,825,60,1,11,6,107,825,59,5,1,1,5,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107
410430308013,961,243,385,259,51,10,2,2,0,9,0,778,59,0,13,19,92,778,58,5,0,2,2,4,1,1,4,3,1,3,1,1,0,0,0,0,2,2,1,0,0,92
410430308021,856,123,269,419,29,4,2,0,3,7,0,723,35,0,12,7,79,723,34,7,0,0,2,3,0,1,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,79
410430308022,1053,255,414,286,66,14,1,7,2,8,0,893,38,2,14,12,94,893,38,1,2,3,4,3,2,3,5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,94
410430308023,1013,247,367,305,58,12,3,5,5,11,0,849,54,1,4,10,95,849,50,1,1,0,4,2,2,0,1,0,4,0,0,0,0,0,0,0,2,0,0,0,2,95
410430309031,785,166,302,260,39,7,3,1,2,5,0,656,49,0,9,7,64,656,47,1,0,0,2,3,5,0,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,64
410430309032,994,260,372,285,55,11,2,0,1,8,0,847,50,2,15,7,73,847,49,5,2,0,2,0,5,1,4,0,1,3,1,0,0,0,0,0,0,0,0,0,0,73
410430309033,2067,444,711,726,143,17,5,3,6,12,0,1723,105,2,23,26,188,1723,102,9,2,2,14,9,3,4,3,0,3,2,0,0,1,1,0,0,0,0,0,1,0,188
410430309034,1538,372,530,518,83,15,4,4,1,11,0,1266,77,0,15,17,163,1266,76,10,0,1,1,1,2,1,1,8,1,0,2,2,0,1,0,0,0,1,0,0,0,163
410430309041,837,164,288,323,47,2,2,3,1,7,0,719,12,0,11,11,84,719,12,7,0,0,3,3,0,3,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,84
410430309042,1359,334,548,362,74,14,6,6,5,10,0,1159,77,1,13,11,98,1159,75,3,1,0,9,0,6,1,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,98
410430309043,1546,393,528,508,84,12,7,0,2,12,0,1252,123,3,39,14,115,1252,121,7,3,6,3,5,19,4,1,0,2,4,1,1,0,0,0,0,0,0,0,2,0,115
410430309051,1737,315,652,620,99,13,9,6,4,19,0,1469,81,1,10,10,166,1469,80,3,1,1,2,2,1,2,3,0,1,1,0,2,0,0,3,0,0,0,0,0,0,166
410430309052,1090,226,298,500,47,6,3,3,3,4,0,938,39,0,7,11,95,938,36,2,0,0,4,1,0,3,2,0,3,0,4,0,0,0,0,0,2,0,0,0,0,95
410430309061,914,173,264,422,36,9,2,0,2,6,0,802,22,0,5,7,78,802,19,1,0,0,0,2,2,0,2,0,3,1,0,2,0,0,0,0,0,2,0,0,0,78
410430309062,1378,274,446,566,65,9,2,2,2,12,0,1162,70,0,19,7,120,1162,70,7,0,1,1,2,1,5,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,120
410430309063,1245,227,403,531,53,9,4,4,3,11,0,1083,34,3,11,10,104,1083,34,2,3,3,1,3,1,3,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,104
410190100001,703,180,238,233,42,1,0,3,3,3,0,592,27,1,6,5,72,592,26,3,1,0,0,1,0,3,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,72
410190100002,1162,351,413,299,70,8,5,1,2,13,0,994,36,1,14,18,99,994,35,3,1,0,6,2,5,2,4,1,1,0,0,0,0,2,0,2,0,4,0,0,0,99
410190200001,489,107,165,177,29,2,2,2,0,5,0,407,28,0,3,3,48,407,28,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48
410190200002,1144,289,405,369,58,6,1,4,4,8,0,996,32,0,4,12,100,996,32,0,0,1,5,1,1,1,1,1,0,0,0,2,0,2,1,0,0,0,0,0,0,100
410190200003,1157,295,409,371,63,6,2,4,1,6,0,985,61,0,13,11,87,985,59,5,0,0,2,1,1,5,2,0,2,4,0,3,0,0,1,0,0,0,0,0,0,87
410190200004,338,83,112,106,28,3,2,1,0,3,0,278,14,0,2,4,40,278,14,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
410190300001,881,189,287,332,52,9,3,0,3,6,0,759,33,2,7,3,77,759,33,4,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
410190300002,1047,219,325,437,40,8,1,4,5,8,0,923,27,3,13,10,71,923,26,6,3,1,2,2,2,2,2,0,1,4,0,1,0,0,1,0,0,0,0,0,0,71
410190300003,1263,257,450,465,64,9,3,4,4,7,0,1094,42,3,13,7,104,1094,41,5,3,0,1,3,4,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,104
410190400001,690,136,199,298,48,5,0,1,1,2,0,587,23,0,9,8,63,587,23,1,0,0,2,1,4,2,1,0,0,0,1,0,0,2,0,2,0,0,0,1,0,63
410190400002,868,149,328,342,29,8,6,1,1,4,0,740,34,0,10,7,77,740,33,3,0,2,1,3,1,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,77
410190400003,774,147,248,315,43,5,1,2,1,12,0,675,25,2,10,2,60,675,23,5,2,0,2,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,60
410190500011,659,127,170,315,31,5,1,2,1,7,0,559,28,0,7,5,60,559,23,3,0,0,3,1,2,2,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,60
410190500012,1767,343,495,803,88,16,5,3,4,10,0,1515,69,0,13,11,159,1515,69,0,0,0,2,3,7,0,5,0,0,0,1,1,0,0,0,0,0,2,1,0,0,159
410190500013,1129,241,390,412,57,12,6,2,6,3,0,985,40,0,10,10,84,985,37,3,0,2,5,2,2,1,2,0,3,2,0,0,0,0,0,0,0,1,0,0,0,84
410190500014,625,98,197,295,27,3,0,1,0,4,0,529,18,0,5,5,68,529,18,1,0,0,0,1,0,3,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,68
410190500031,1175,211,532,344,65,8,1,1,2,11,0,950,78,1,11,6,129,950,74,8,1,0,0,2,0,1,0,3,4,0,1,0,0,0,0,0,0,0,0,1,0,129
410190500032,1620,337,511,642,102,10,2,2,5,9,0,1369,63,0,13,13,162,1369,63,1,0,1,3,4,5,1,5,2,0,0,1,0,0,2,0,0,0,0,1,0,0,162
410190500041,830,154,337,264,49,8,5,2,3,8,0,704,35,2,4,7,78,704,35,3,2,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,78
410190500042,1204,246,347,508,82,0,3,1,0,17,0,1008,61,1,8,20,106,1008,57,1,1,1,4,6,4,0,2,0,4,3,4,0,0,0,1,1,0,0,0,0,1,106
410190500043,770,125,245,340,41,6,0,2,3,8,0,667,27,1,4,1,70,667,27,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70
410190600001,960,205,290,406,42,6,5,4,1,1,0,807,36,0,10,11,96,807,33,3,0,1,3,0,2,0,1,0,3,1,2,1,0,0,1,0,1,1,1,1,0,96
410190600002,586,105,141,301,26,4,0,1,2,6,0,499,19,0,7,12,49,499,18,3,0,1,1,0,1,0,2,0,1,0,2,1,0,2,0,3,1,0,2,0,0,49
410190600003,1666,320,387,852,87,11,3,0,0,6,0,1440,52,1,28,10,135,1440,52,5,1,0,3,2,15,3,5,0,0,2,0,0,0,1,0,0,2,0,0,0,0,135
410190700001,1261,242,276,672,51,7,2,3,3,5,0,1061,54,1,12,9,124,1061,53,2,1,0,4,1,0,5,2,0,1,2,1,0,0,0,0,1,0,0,0,0,0,124
410190700002,2040,388,596,939,82,13,4,2,4,12,0,1791,84,0,13,21,131,1791,82,8,0,2,7,3,1,1,1,2,2,0,1,2,0,0,3,0,0,1,0,0,0,131
410190700003,1528,289,411,726,74,13,3,3,3,6,0,1343,40,1,15,11,118,1343,35,3,1,0,2,0,8,3,1,2,5,0,0,1,0,0,1,3,2,0,0,0,0,118
410190800011,863,224,253,314,41,13,3,2,1,12,0,738,43,1,12,9,60,738,43,0,1,2,2,4,6,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,60
410190800012,1762,373,377,896,88,14,5,0,2,7,0,1490,65,2,25,34,146,1490,63,9,2,1,8,14,3,4,7,2,2,1,4,2,1,0,1,2,0,0,0,0,0,146
410190800021,1472,342,370,677,59,13,1,3,2,5,0,1214,59,0,36,19,144,1214,58,12,0,5,9,2,11,5,2,2,1,0,3,0,0,0,0,0,1,0,2,0,0,144
410190800022,638,164,160,276,23,5,2,3,2,3,0,559,27,1,10,1,40,559,27,3,1,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
410190800023,978,228,223,458,49,8,3,2,3,4,0,826,26,1,15,15,95,826,26,4,1,4,4,2,3,2,2,0,0,0,0,1,0,1,1,2,0,3,1,0,0,95
410190800024,669,158,225,235,39,3,4,0,1,4,0,574,26,1,10,6,52,574,26,2,1,0,1,2,5,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,52
410190900011,486,123,155,170,32,1,1,0,2,2,0,429,15,0,3,7,32,429,15,1,0,0,2,1,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,32
410190900012,1158,253,416,417,49,7,3,0,1,12,0,978,56,3,12,8,101,978,56,5,3,1,1,0,0,2,3,1,0,1,0,0,0,0,2,1,0,1,0,0,0,101
410190900013,1017,238,408,295,55,10,3,1,0,7,0,866,56,0,10,2,83,866,56,4,0,2,0,0,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,83
410190900014,1271,264,349,583,57,5,2,2,1,8,0,1070,59,0,18,19,105,1070,59,2,0,1,5,4,10,3,2,2,0,0,1,0,0,0,1,2,2,0,0,0,0,105
410190900021,902,204,198,433,52,7,1,0,2,5,0,767,43,1,8,5,78,767,41,2,1,1,3,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,78
410191000001,700,149,244,253,38,6,0,0,2,8,0,596,33,0,2,8,61,596,33,0,0,1,3,0,1,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,61
410191000002,1157,200,370,504,52,16,2,1,4,8,0,967,49,0,13,14,114,967,49,3,0,6,4,2,3,0,1,0,0,1,0,0,0,0,1,0,0,2,2,0,0,114
410191000003,1076,163,559,276,48,10,5,5,4,6,0,859,76,0,17,12,112,859,73,4,0,1,2,1,3,8,1,1,3,0,0,2,0,1,4,1,0,0,0,0,0,112
410191100001,744,157,207,334,32,8,1,2,1,2,0,636,29,1,13,12,53,636,27,3,1,2,4,2,2,3,0,1,2,0,4,0,0,0,0,1,0,0,0,2,0,53
410191100002,1140,206,271,590,49,4,5,1,5,9,0,955,32,0,6,10,137,955,32,2,0,1,1,0,2,1,0,0,0,2,0,0,0,0,3,1,0,2,1,0,0,137
410191100003,745,123,215,371,21,7,1,1,1,5,0,647,19,0,8,4,67,647,15,2,0,1,2,0,2,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,67
410191200011,1084,265,361,379,61,4,4,1,4,5,0,890,63,1,21,7,102,890,61,14,1,0,0,2,2,2,1,2,2,0,0,0,0,0,1,1,0,0,0,1,0,102
410191200012,1157,242,468,361,63,7,2,4,1,9,0,895,74,0,17,17,154,895,74,5,0,4,5,4,2,2,3,1,0,0,1,2,0,0,3,0,0,0,1,0,0,154
410191200021,1237,238,537,360,69,14,3,3,1,12,0,1016,88,2,10,1,120,1016,87,4,2,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,120
410191200022,780,161,342,225,32,6,1,2,4,7,0,652,42,1,7,7,71,652,42,3,1,1,2,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,71
410191200023,655,139,227,235,36,8,2,2,0,6,0,544,22,0,9,5,75,544,21,3,0,0,1,2,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,75
410191200024,451,111,184,126,21,3,0,0,1,5,0,380,21,0,5,3,42,380,21,1,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42
410191200025,401,98,161,112,17,4,1,1,2,5,0,335,17,0,4,7,38,335,16,1,0,0,1,1,0,2,1,1,1,0,2,0,0,0,1,0,0,0,0,0,1,38
410191300011,1152,273,510,273,48,18,3,5,3,19,0,950,71,0,12,5,114,950,71,3,0,1,2,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,114
410191300012,831,148,346,259,46,10,2,3,5,12,0,706,36,0,6,5,78,706,36,2,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,78
410191300021,504,133,198,135,25,4,3,1,0,5,0,405,38,0,7,5,49,405,37,2,0,2,1,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,49
410191300022,1350,350,396,500,73,13,2,8,0,8,0,1141,56,2,11,11,129,1141,56,6,2,1,2,3,0,2,1,0,0,0,1,0,1,0,1,2,0,2,0,0,0,129
410191300023,548,159,214,129,28,8,3,0,1,6,0,469,23,0,5,5,46,469,23,0,0,0,2,1,1,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,46
410191400001,949,187,264,439,44,8,1,0,2,4,0,831,30,0,7,5,76,831,27,4,0,0,4,1,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,76
410191400002,966,243,315,344,44,8,4,0,3,5,0,815,36,0,6,15,94,815,35,5,0,0,2,4,0,1,0,2,1,0,0,1,0,0,1,2,0,1,2,0,0,94
410191400003,1085,229,359,405,71,6,3,0,2,10,0,905,65,3,12,6,94,905,64,8,3,4,1,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,94
410191400004,535,132,206,146,29,6,2,1,4,9,0,446,31,1,7,8,42,446,31,2,1,0,1,4,1,0,3,1,0,0,0,0,1,0,2,0,0,0,0,0,0,42
410191400005,645,166,225,202,32,7,3,4,1,5,0,517,37,1,9,11,70,517,37,2,1,0,1,2,3,4,0,2,0,3,2,0,0,0,1,0,0,0,0,0,0,70
410191500011,1325,252,425,537,81,10,3,5,1,11,0,1097,70,0,15,13,130,1097,67,6,0,1,7,3,4,2,2,0,3,0,1,0,0,0,1,0,0,0,1,0,0,130
410191500012,1288,252,480,465,60,13,5,0,3,10,0,1119,41,0,9,8,111,1119,37,3,0,1,1,1,0,3,0,0,4,0,2,1,1,0,0,2,0,0,0,1,0,111
