BlockGroupID,total_reg,party_rep,party_npp,party_dem,party_lib,party_cnt,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_64,eth2_10,eth2_34,eth2_12,eth2_30,eth2_23,eth2_14,eth2_21,eth2_unk
160699610004,1067,515,431,107,8,6,0,0,922,25,3,6,5,106,922,25,3,0,2,0,0,1,0,106
160879701001,672,517,122,30,3,0,0,0,591,19,0,0,5,57,591,17,0,1,0,0,0,0,0,57
160879701002,531,454,58,11,5,3,0,0,477,7,0,1,0,46,477,7,0,0,0,0,1,0,0,46
160879702001,534,383,105,45,0,1,0,0,458,32,0,4,4,36,458,30,0,0,2,0,0,0,2,36
160879702002,410,259,84,66,1,0,0,0,335,50,0,1,2,22,335,48,0,0,1,0,0,0,0,22
160879702003,467,281,124,61,1,0,0,0,363,72,2,3,4,23,363,72,0,0,2,1,0,0,1,23
160879702004,588,453,95,26,9,5,0,0,504,18,0,9,4,53,504,18,0,0,4,0,1,0,1,53
160879703001,745,584,120,39,2,0,0,0,664,26,0,13,1,41,664,26,0,0,12,1,1,0,0,41
160879703002,540,362,109,63,5,1,0,0,433,53,0,5,5,44,433,50,1,0,4,0,0,0,0,44
160879703003,727,472,150,98,6,1,0,0,599,61,0,15,7,45,599,60,2,3,10,1,0,3,0,45
160879703004,481,264,139,71,5,2,0,0,362,68,0,5,4,42,362,68,2,0,3,1,0,0,0,42
