BlockGroupID,total_reg,party_dem,party_rep,party_npp,party_lib,party_rin,party_grn,party_cnt,party_ain,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_64,eth2_81,eth2_93,eth2_10,eth2_30,eth2_66,eth2_23,eth2_34,eth2_21,eth2_12,eth2_14,eth2_unk
350010027001,1102,708,168,206,7,3,5,1,0,4,0,486,508,3,15,9,81,486,503,4,3,5,2,5,2,2,1,3,4,81
350010027002,1352,934,137,252,17,3,5,0,0,4,0,775,389,17,28,27,116,775,385,6,17,4,5,4,12,4,1,9,1,116
350010029001,1111,701,167,212,10,4,13,0,0,4,0,526,495,0,7,11,72,526,490,1,0,1,3,5,3,1,1,1,1,72
350010029002,479,264,64,140,8,0,1,1,0,1,0,133,310,1,8,8,19,133,310,2,1,1,2,0,6,2,0,0,1,19
350010029003,714,424,110,164,9,2,3,0,0,2,0,318,323,1,4,15,53,318,317,3,1,0,8,6,3,1,0,0,0,53
350010030011,1050,655,204,175,9,2,5,0,0,0,0,650,269,1,12,13,105,650,264,1,1,1,3,5,6,1,2,3,0,105
350010030012,674,416,107,143,3,2,0,0,0,3,0,225,404,0,6,11,28,225,398,1,0,2,4,6,2,2,0,1,1,28
350010030013,424,247,69,97,5,2,0,1,0,3,0,188,195,7,3,10,21,188,193,5,7,2,2,2,0,0,0,0,1,21
350010030014,809,523,140,125,6,3,6,0,0,6,0,313,419,2,13,9,53,313,415,2,2,4,4,4,4,2,1,1,3,53
350010030021,1788,1126,355,286,14,4,2,0,0,1,0,1002,557,0,32,26,171,1002,553,4,0,14,3,4,10,3,0,5,3,171
350010030022,1134,735,168,208,8,1,9,0,0,5,0,390,658,4,13,12,57,390,655,4,4,3,3,3,4,2,2,4,0,57
350010031001,941,582,180,166,8,0,4,0,0,1,0,566,269,1,10,16,79,566,266,1,1,6,5,3,0,6,0,3,1,79
350010031002,1381,837,285,234,15,1,7,1,0,1,0,703,537,2,16,16,107,703,532,0,2,6,3,5,2,7,1,4,2,107
350010032011,1022,611,207,183,9,8,3,0,0,1,0,406,545,1,2,11,57,406,543,2,1,1,2,2,1,4,0,0,0,57
350010032012,938,586,166,165,8,2,7,0,0,4,0,365,484,1,10,15,63,365,476,2,1,3,2,8,2,4,3,0,2,63
350010032021,1189,722,208,235,6,3,6,2,0,7,0,410,695,4,8,13,59,410,686,4,4,3,2,9,1,4,0,3,1,59
350010032022,1297,773,262,245,5,3,5,1,0,3,0,464,751,1,14,5,62,464,745,2,1,3,1,6,5,2,3,2,1,62
350010032023,459,292,69,85,5,2,2,0,0,4,0,185,228,0,4,7,35,185,224,0,0,1,3,4,0,0,1,0,2,35
350010032024,441,217,95,119,5,0,1,2,0,2,0,123,286,0,3,9,20,123,286,4,0,0,3,0,3,1,0,0,0,20
350010034001,379,186,73,106,9,2,0,1,0,2,0,173,144,3,2,9,48,173,142,4,3,1,4,2,1,1,0,0,0,48
350010034002,686,301,216,151,10,4,2,0,0,2,0,432,184,1,6,4,59,432,184,1,1,2,1,0,1,1,0,3,0,59
350010034003,737,354,162,199,8,2,3,0,0,9,0,373,250,12,14,15,73,373,247,8,12,7,3,3,3,1,0,4,0,73
350010035011,1240,688,299,238,7,4,0,0,0,4,0,480,675,1,8,14,62,480,673,5,1,2,2,2,1,1,0,2,3,62
350010035012,1083,607,274,187,6,1,6,0,0,2,0,518,466,0,10,11,78,518,462,0,0,4,2,4,0,1,1,2,3,78
350010035013,1044,571,248,203,12,4,5,0,0,1,0,460,480,4,9,12,79,460,472,4,4,3,6,8,2,0,2,1,1,79
350010035021,895,529,210,146,3,0,3,0,0,4,0,460,360,0,15,11,49,460,357,0,0,5,3,3,5,2,1,0,1,49
350010035022,1004,505,335,154,6,0,4,0,0,0,0,681,212,1,16,11,83,681,212,0,1,8,5,0,7,3,0,1,0,83
350010035023,1019,514,331,159,8,2,1,0,0,4,0,656,241,2,15,23,82,656,239,2,2,5,6,2,6,4,0,0,4,82
350010035024,1060,561,270,209,9,2,6,0,0,3,0,544,382,1,19,16,98,544,380,1,1,6,8,2,5,4,4,2,2,98
350010036001,971,507,253,183,14,2,4,1,0,7,0,370,535,0,6,10,50,370,531,4,0,0,2,4,2,2,3,0,1,50
350010036002,1430,764,398,251,10,1,3,0,0,3,0,655,667,1,18,24,65,655,666,5,1,5,7,1,3,6,1,8,1,65
350010036003,593,296,152,134,4,1,2,1,0,3,0,218,329,1,8,5,32,218,327,4,1,5,0,2,0,0,1,2,0,32
350010036004,1152,490,447,197,12,1,2,1,0,2,0,717,279,2,15,18,121,717,272,0,2,4,4,7,5,4,2,2,2,121
350010037071,958,360,377,195,12,4,5,1,0,4,0,607,209,7,20,24,91,607,208,5,7,10,5,1,2,1,5,1,2,91
350010037072,888,356,328,190,7,2,3,0,0,2,0,544,241,0,21,19,63,544,238,8,0,10,1,3,2,3,3,6,0,63
350010037073,1139,520,342,255,17,1,2,0,0,2,0,692,293,10,23,21,100,692,291,7,10,2,5,2,2,1,9,7,1,100
350010037121,974,373,399,189,7,1,4,0,0,1,0,649,212,0,19,12,82,649,212,1,0,7,9,0,1,1,6,1,4,82
350010037122,863,318,342,179,14,4,2,0,0,4,0,593,168,0,18,18,66,593,168,0,0,1,9,0,4,3,7,2,3,66
350010037123,832,317,328,171,8,4,2,0,0,2,0,512,230,2,16,14,58,512,230,3,2,2,3,0,4,0,6,1,3,58
350010037124,925,347,375,191,8,1,1,1,0,1,0,649,167,4,21,17,67,649,166,0,3,6,6,1,5,4,5,2,3,67
350010037151,687,267,264,149,5,0,0,0,0,2,0,497,95,0,15,17,63,497,93,0,0,5,10,2,5,7,2,1,1,63
350010037152,837,379,273,169,12,1,2,0,0,1,0,612,133,2,14,13,63,612,133,2,2,5,1,0,2,4,3,1,3,63
350010037153,523,190,222,106,4,0,1,0,0,0,0,380,74,0,11,7,51,380,72,0,0,7,0,2,0,4,3,0,0,51
350010037154,1130,365,540,216,6,3,0,0,0,0,0,771,137,5,42,38,137,771,136,0,5,17,14,1,15,14,5,1,1,137
350010037171,573,260,186,117,4,1,0,1,0,4,0,359,109,2,17,23,63,359,109,3,2,1,13,0,4,1,6,4,2,63
350010037172,959,336,435,178,7,0,2,0,0,1,0,694,148,2,17,26,72,694,148,0,2,5,14,0,6,3,3,2,1,72
350010037173,758,330,233,166,15,6,5,0,0,3,0,479,171,9,8,19,72,479,170,10,9,4,5,1,0,1,2,0,2,72
350010037174,1174,447,525,190,7,3,1,0,0,1,0,787,226,6,20,12,123,787,217,1,6,11,1,9,0,1,1,5,3,123
350010037181,1164,503,407,233,12,3,4,1,0,1,0,757,236,9,30,35,97,757,234,4,9,11,10,2,8,5,5,3,2,97
350010037182,531,222,208,88,12,0,1,0,0,0,0,351,101,2,16,11,50,351,100,2,2,7,4,1,2,3,6,0,0,50
350010037191,1409,647,440,300,7,4,7,2,0,2,0,931,270,5,29,31,143,931,266,5,5,7,13,4,3,3,8,4,6,143
350010037192,1134,458,405,242,18,5,3,1,0,2,0,779,210,2,21,19,103,779,209,0,2,6,9,1,4,1,9,1,1,103
350010037193,909,328,394,169,9,2,4,1,0,2,0,624,170,3,19,11,82,624,166,2,3,6,6,4,1,3,8,1,2,82
350010037221,1188,440,440,283,10,5,4,0,0,6,0,622,337,4,99,43,83,622,334,2,3,35,26,3,31,5,19,3,7,83
350010037222,1801,688,657,431,13,8,0,0,0,4,0,1016,371,5,154,98,157,1016,369,5,5,51,58,2,48,10,25,5,19,157
350010037223,888,325,330,221,7,4,1,0,0,0,0,449,183,10,99,51,96,449,180,0,10,35,38,3,17,3,32,4,8,96
350010037231,595,284,169,132,6,0,2,1,0,1,0,310,236,0,3,6,40,310,235,1,0,0,4,1,1,1,0,1,1,40
350010037232,949,431,312,190,10,1,1,2,0,2,0,601,212,1,18,20,97,601,212,0,1,4,9,0,4,3,4,5,1,97
350010037233,877,395,282,179,9,4,6,1,0,1,0,513,260,5,20,20,59,513,258,4,5,9,6,2,3,5,7,0,1,59
350010037234,824,365,260,185,8,2,3,0,0,1,0,447,233,5,33,20,86,447,233,4,5,13,6,0,6,3,11,2,1,86
350010037235,374,174,93,96,7,1,2,0,0,1,0,194,125,0,2,6,47,194,125,4,0,0,1,0,1,0,1,0,0,47
350010037241,961,409,386,153,10,3,0,0,0,0,0,669,180,6,19,7,80,669,171,1,6,8,0,9,3,1,0,6,2,80
350010037242,1801,765,611,387,22,6,5,0,0,5,0,1082,463,21,37,30,168,1082,458,6,21,18,9,5,7,8,6,4,2,168
350010037251,1063,465,401,178,14,2,0,1,0,2,0,641,314,3,34,10,61,641,312,2,3,11,1,2,6,2,9,1,7,61
350010037252,893,406,266,197,13,2,4,1,0,4,0,523,268,4,13,13,72,523,263,2,4,5,6,5,1,1,3,2,2,72
350010037253,797,333,278,170,6,2,6,0,0,2,0,498,201,4,11,14,69,498,198,3,4,0,4,3,4,3,2,2,3,69
350010037261,902,226,487,180,5,2,2,0,0,0,0,623,114,4,61,33,67,623,112,0,4,19,14,2,28,7,6,2,4,67
350010037262,869,291,363,206,7,2,0,0,0,0,0,534,127,6,71,32,99,534,126,1,6,38,11,1,12,6,11,2,7,99
350010037281,773,350,257,152,10,2,2,0,0,0,0,547,133,1,18,19,55,547,132,2,1,2,8,1,11,3,3,1,1,55
350010037282,388,179,93,108,6,1,1,0,0,0,0,250,83,2,4,8,41,250,83,3,2,2,1,0,0,2,1,1,0,41
350010037283,1573,673,520,348,23,4,4,0,0,1,0,1014,362,8,36,30,123,1014,362,4,8,10,12,0,9,3,5,6,3,123
350010037291,708,217,354,125,7,3,2,0,0,0,0,460,95,1,57,15,80,460,95,0,1,17,5,0,27,5,6,1,6,80
350010037292,809,291,372,132,10,3,1,0,0,0,0,537,141,0,13,23,95,537,141,0,0,7,4,0,2,11,2,0,2,95
350010037301,1429,484,659,273,8,3,1,0,0,1,0,992,197,4,66,39,131,992,191,0,4,28,14,6,5,13,20,8,3,131
350010037302,1023,393,383,233,10,2,0,1,0,1,0,711,168,2,35,20,87,711,166,0,2,7,11,2,2,4,8,9,7,87
350010037303,1125,390,478,243,5,3,3,2,0,1,0,693,202,5,98,45,82,693,198,0,5,40,22,4,25,1,18,2,13,82
350010037311,1172,311,642,208,7,1,2,0,0,1,0,795,178,1,57,40,101,795,174,0,1,23,27,4,22,4,3,1,8,101
350010037312,1898,583,944,350,13,3,3,0,0,2,0,1298,266,0,97,57,180,1298,262,0,0,39,39,4,20,4,15,7,10,180
350010037331,311,159,46,95,3,0,5,1,0,2,0,132,106,8,7,18,40,132,105,6,8,3,6,1,2,0,1,0,0,40
350010037332,649,327,116,187,6,6,0,1,0,6,0,325,221,9,8,16,70,325,218,10,9,2,3,3,1,1,3,1,0,70
350010037361,1457,628,412,383,19,8,2,1,0,4,0,751,497,7,31,48,123,751,491,12,6,9,23,6,9,3,6,1,5,123
350010037371,1022,403,403,205,5,2,2,0,0,2,0,734,152,1,33,19,83,734,150,2,1,12,6,2,10,4,6,0,5,83
350010037372,1074,423,411,222,12,2,4,0,0,0,0,788,134,1,26,19,106,788,130,0,1,10,6,4,7,4,6,2,1,106
350010037381,1003,460,263,251,15,5,6,2,0,1,0,653,198,10,13,18,111,653,195,9,10,4,3,3,3,4,3,1,2,111
350010037382,630,285,198,138,5,2,2,0,0,0,0,427,107,1,22,13,60,427,105,0,1,8,2,2,5,3,1,4,3,60
350010037383,685,247,253,170,10,1,1,1,1,1,0,497,100,3,11,14,60,497,99,0,3,6,2,1,2,5,1,1,0,60
350010037384,664,314,198,142,6,1,1,1,0,1,0,446,118,0,23,29,48,446,117,2,0,10,13,1,4,5,3,4,2,48
350010037391,1406,595,516,268,15,3,6,2,0,1,0,883,357,7,14,21,124,883,355,1,7,3,11,2,0,1,1,5,3,124
350010037401,596,275,138,164,7,5,4,0,0,3,0,336,190,6,13,9,42,336,186,4,5,1,2,4,2,1,6,0,3,42
350010037402,1215,592,288,306,14,1,9,1,0,4,0,678,338,22,20,28,129,678,333,10,22,3,10,5,4,2,6,3,4,129
350010037403,451,238,108,95,4,3,1,0,0,2,0,264,136,3,5,9,34,264,136,5,2,3,1,0,1,0,0,0,1,34
350010037411,904,367,345,175,9,1,4,2,0,1,0,686,69,2,27,19,101,686,63,0,2,13,3,6,6,9,2,5,1,101
350010037412,724,253,311,151,5,2,1,0,0,1,0,517,77,0,30,18,82,517,75,4,0,12,4,2,12,1,4,0,2,82
350010037413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350010037421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350010037422,1350,531,559,237,14,6,2,0,0,1,0,964,182,1,32,37,134,964,181,1,1,11,5,1,11,14,3,6,1,134
350010037423,830,332,287,194,14,0,3,0,0,0,0,566,105,2,28,25,104,566,104,0,2,11,12,1,7,8,0,4,6,104
350010037424,1479,558,589,318,10,1,1,0,0,2,0,1058,177,0,49,52,143,1058,176,1,0,18,25,1,13,5,3,7,7,143
350010037431,1319,437,537,322,13,7,2,0,0,1,0,849,177,2,118,57,116,849,177,1,2,73,29,0,25,3,5,2,11,116
350010037432,1779,637,729,390,12,9,2,0,0,0,0,1108,285,7,151,69,159,1108,283,1,7,69,38,2,45,3,13,11,9,159
350010037433,1025,351,414,242,11,6,0,0,0,1,0,618,184,4,64,37,118,618,184,2,4,27,12,0,15,4,11,6,3,118
350010037441,1078,326,512,231,7,1,0,0,0,1,0,665,184,0,74,30,125,665,180,0,0,18,9,4,36,11,10,1,9,125
350010037451,820,385,263,151,12,2,2,0,0,5,0,437,301,3,9,11,59,437,300,3,3,5,6,1,2,0,0,0,2,59
350010037461,1112,472,406,225,5,3,0,0,0,1,0,589,389,2,43,17,72,589,388,5,2,14,10,1,3,0,20,0,2,72
350010037462,1419,667,427,300,17,1,3,0,0,4,0,713,503,7,60,25,111,713,499,0,7,13,11,4,5,3,30,6,5,111
350010037463,582,267,184,118,5,3,0,0,0,5,0,258,279,0,7,6,32,258,277,0,0,0,1,2,1,1,3,2,1,32
350010038031,1768,701,682,359,14,1,5,2,1,3,0,1301,264,3,13,22,165,1301,259,4,3,8,6,5,0,5,2,1,1,165
350010038032,987,324,450,198,12,1,2,0,0,0,0,787,98,4,7,11,80,787,98,2,4,2,2,0,0,3,0,2,3,80
350010038041,1163,330,566,234,17,4,8,1,0,3,0,871,175,0,8,19,90,871,175,4,0,7,1,0,1,9,0,0,0,90
350010038042,745,173,403,146,12,4,2,3,0,2,0,532,124,0,5,10,74,532,122,0,0,1,0,2,1,0,2,1,0,74
350010038043,1201,414,474,266,30,5,8,1,0,3,0,903,168,1,12,13,104,903,166,0,1,6,3,2,2,6,0,1,3,104
350010038044,1038,370,424,215,15,8,3,1,1,1,0,731,197,1,12,15,82,731,194,0,1,2,1,3,1,6,5,2,1,82
350010038051,1099,444,401,227,15,3,4,3,0,2,0,782,152,1,14,15,135,782,152,1,1,5,5,0,3,3,2,3,1,135
350010038052,425,201,117,98,7,0,1,0,0,1,0,215,168,0,3,1,38,215,167,0,0,1,0,1,0,0,2,0,0,38
350010038061,1316,446,564,270,23,6,3,1,0,3,0,964,204,0,10,17,121,964,196,1,0,1,10,8,2,2,1,3,2,121
350010038062,1350,444,571,293,33,2,6,1,0,0,0,911,302,0,9,19,109,911,301,2,0,5,3,1,1,8,0,0,1,109
350010038071,1203,489,424,246,26,6,6,2,0,4,0,904,174,1,8,15,101,904,172,0,1,5,7,2,1,3,1,0,1,101
350010038072,785,280,291,190,12,2,6,2,0,2,0,550,147,3,4,11,70,550,146,1,3,1,2,1,1,6,0,1,1,70
350010038073,1031,397,377,223,16,5,10,1,0,2,0,632,311,1,7,12,68,632,309,2,1,4,5,2,2,1,0,0,1,68
350010040011,322,147,98,71,3,2,1,0,0,0,0,204,87,0,11,3,17,204,84,0,0,3,0,3,3,0,5,0,0,17
350010040012,750,407,121,209,7,3,1,1,0,1,0,160,572,4,0,4,10,160,569,1,4,0,2,3,0,0,0,0,0,10
350010040013,784,394,240,136,5,1,3,0,0,5,0,337,406,0,2,1,38,337,405,0,0,0,1,1,2,0,0,0,0,38
350010040014,718,378,143,181,5,3,2,1,0,5,0,218,452,4,7,7,30,218,446,2,4,1,3,6,0,1,1,2,0,30
350010043001,423,246,62,107,3,3,0,1,0,1,0,99,286,12,2,3,21,99,285,1,12,0,2,1,2,0,0,0,0,21
350010043002,501,326,60,103,4,3,2,1,0,2,0,124,360,0,3,1,13,124,355,0,0,1,0,5,1,0,0,1,0,13
350010043003,620,389,103,113,1,2,3,1,1,7,0,176,396,1,9,9,29,176,395,2,1,1,2,1,5,5,1,2,0,29
350010043004,844,509,165,153,7,2,3,0,0,5,0,224,573,1,3,8,35,224,568,2,1,2,1,5,0,4,0,0,0,35
350010044011,1128,664,222,231,6,2,2,0,0,1,0,189,900,1,4,4,30,189,885,1,1,1,1,15,2,1,0,0,1,30
350010044012,460,263,86,102,5,0,1,1,0,2,0,49,396,0,0,2,13,49,394,2,0,0,0,2,0,0,0,0,0,13
350010044021,1268,713,283,257,7,1,1,0,0,6,0,300,919,0,3,4,42,300,907,1,0,0,0,12,1,2,0,0,1,42
350010044022,918,502,206,201,3,2,1,0,0,3,0,219,656,2,8,3,30,219,651,0,2,1,1,5,0,1,1,1,2,30
350010045011,1030,625,134,252,6,1,2,0,0,10,0,192,793,2,3,10,30,192,790,8,2,1,1,3,2,1,0,0,0,30
350010045012,408,218,71,116,0,2,1,0,0,0,0,104,281,0,3,4,16,104,280,1,0,3,1,1,0,1,0,0,0,16
350010045021,1345,782,247,289,12,4,3,1,0,7,0,218,1026,0,6,21,74,218,1017,19,0,0,1,9,5,0,1,0,0,74
350010045022,490,257,115,109,3,3,1,1,0,1,0,123,339,0,8,1,19,123,336,0,0,1,0,3,0,0,6,0,1,19
350010046021,1490,736,444,288,7,5,5,0,0,5,0,511,909,2,6,8,54,511,899,1,2,1,1,10,3,4,0,1,1,54
350010046022,1055,589,263,190,5,2,0,0,0,6,0,294,698,0,2,10,51,294,692,5,0,2,4,6,0,1,0,0,0,51
350010046031,378,192,98,82,1,1,2,1,0,1,0,87,274,0,1,2,14,87,274,1,0,0,1,0,0,0,1,0,0,14
350010046032,406,218,119,63,3,2,0,0,0,1,0,135,255,1,0,1,14,135,250,0,1,0,0,5,0,1,0,0,0,14
350010046033,1206,725,238,221,8,3,4,0,0,7,0,338,808,1,0,6,53,338,805,0,1,0,1,3,0,4,0,0,0,53
350010046041,1482,744,438,279,6,4,2,0,0,9,0,481,928,0,3,4,66,481,915,1,0,0,0,13,3,1,0,0,0,66
350010046042,1467,789,328,328,7,6,5,0,0,4,0,312,1095,2,7,5,46,312,1087,1,2,2,1,8,1,0,1,2,1,46
350010047121,961,492,180,271,5,6,3,1,0,3,0,246,629,11,3,19,53,246,627,8,11,2,5,2,1,3,0,0,0,53
350010047122,874,461,161,232,5,3,3,1,0,8,0,220,602,9,5,8,30,220,596,4,9,2,2,6,0,0,0,1,1,30
350010047123,1155,623,242,269,5,5,4,1,0,6,0,280,798,5,9,10,53,280,791,2,5,5,2,7,1,2,1,1,1,53
350010047131,714,378,139,182,2,4,2,1,0,6,0,169,505,2,8,10,20,169,501,3,2,1,0,4,3,4,0,0,2,20
350010047132,1232,682,216,314,7,4,3,0,0,6,0,235,920,3,8,12,54,235,913,6,3,0,4,7,1,2,4,1,1,54
350010047133,1271,717,211,319,11,2,4,2,0,5,0,252,965,9,3,5,37,252,949,2,9,2,1,16,0,1,0,1,0,37
350010047151,1151,570,243,320,10,3,2,0,0,3,0,239,869,0,4,9,30,239,864,3,0,1,2,5,1,3,0,0,2,30
350010047152,812,394,192,214,6,0,4,0,0,2,0,226,549,1,2,3,31,226,546,1,0,0,1,3,1,0,0,0,1,31
350010047161,794,368,194,195,19,4,7,2,0,5,0,443,242,10,20,10,69,443,240,2,10,1,1,2,6,1,2,3,2,69
350010047162,519,231,158,116,8,2,1,0,0,3,0,309,139,1,9,9,52,309,139,0,1,2,2,0,3,3,1,2,0,52
350010047201,1088,482,367,218,9,5,2,0,0,5,0,593,358,10,18,23,86,593,358,7,10,2,1,0,7,6,3,4,2,86
350010047202,1189,439,489,245,8,4,2,0,0,2,0,748,312,4,11,12,102,748,310,1,4,2,2,2,2,3,0,2,2,102
350010047221,1260,554,430,254,13,3,4,0,1,1,0,661,491,6,14,15,73,661,485,5,5,6,1,6,1,3,5,2,0,73
350010047222,435,210,118,96,6,1,2,0,0,2,0,221,156,6,5,2,45,221,156,0,6,2,1,0,1,0,0,1,1,45
350010047223,1284,579,392,288,15,5,3,0,0,2,0,753,339,7,11,21,153,753,338,6,7,2,5,1,4,8,1,2,1,153
350010047231,1931,771,715,399,25,10,7,1,0,3,0,1080,611,5,42,38,155,1080,603,7,5,7,15,8,7,5,10,8,5,155
350010047232,667,271,269,120,3,2,1,0,0,1,0,346,230,3,21,13,54,346,228,2,3,2,8,2,7,1,8,2,2,54
350010047233,844,382,281,167,7,3,2,0,0,2,0,417,321,5,19,14,68,417,319,2,5,6,5,2,2,6,8,3,0,68
350010047234,1451,564,593,273,13,3,2,0,0,3,0,780,541,3,26,21,80,780,532,1,3,8,8,9,12,2,2,0,1,80
350010047241,1181,531,428,207,8,0,4,1,0,2,0,582,461,1,21,13,103,582,457,4,1,7,1,4,0,6,6,6,2,103
350010047242,1107,473,393,222,14,1,3,0,0,1,0,604,415,3,11,12,62,604,410,2,3,2,6,5,0,2,0,5,2,62
350010047251,1201,545,400,245,6,1,0,0,0,4,0,605,505,6,15,8,62,605,501,5,6,5,1,4,1,2,5,0,4,62
350010047252,1198,595,345,237,11,2,5,1,0,2,0,561,532,5,14,16,70,561,531,1,5,6,1,1,5,10,0,3,0,70
350010047261,1571,759,458,324,14,8,3,1,0,4,0,766,660,3,14,31,97,766,648,6,3,5,8,12,3,9,1,4,0,97
350010047271,491,231,167,85,5,0,1,1,0,1,0,215,224,5,5,4,38,215,221,0,5,0,0,3,0,1,0,5,0,38
350010047272,913,380,339,177,7,2,4,1,0,3,0,482,349,5,7,10,60,482,349,1,5,3,1,0,0,2,2,0,0,60
350010047281,1041,488,337,199,11,1,3,0,0,2,0,450,470,3,24,27,67,450,470,2,3,6,18,0,7,3,10,0,0,67
350010047282,798,389,229,164,13,0,2,0,0,1,0,385,309,5,13,21,65,385,307,2,5,5,13,2,1,0,6,0,0,65
350010047283,574,267,180,122,2,1,2,0,0,0,0,303,217,5,4,5,40,303,213,1,5,3,1,4,0,0,1,0,0,40
350010047284,968,458,302,187,15,2,3,1,0,0,0,504,369,8,9,13,65,504,365,0,7,1,3,4,1,6,2,0,5,65
350010047291,1827,892,595,311,16,6,4,1,0,2,0,981,625,4,41,30,146,981,620,5,3,12,15,5,9,5,8,9,1,146
350010047292,1074,591,233,228,11,3,6,0,0,2,0,422,566,7,8,14,57,422,562,2,7,3,2,4,0,5,3,0,0,57
350010047331,836,449,150,220,5,1,3,1,0,7,0,177,617,1,3,7,31,177,612,0,1,0,2,5,0,2,1,2,0,31
350010047332,934,516,150,251,8,1,3,0,0,5,0,193,691,5,5,9,31,193,689,1,5,1,0,2,2,1,0,1,0,31
350010047333,405,217,62,114,3,3,2,0,0,4,0,66,321,1,6,3,8,66,321,1,1,0,1,0,0,0,1,3,1,8
350010047334,983,494,188,278,11,5,3,1,0,3,0,199,741,3,3,6,31,199,739,2,3,0,1,2,2,1,0,0,0,31
350010047341,437,240,42,147,3,1,0,1,0,3,0,58,362,0,0,4,13,58,359,3,0,0,1,3,0,0,0,0,0,13
350010047342,707,362,137,196,3,5,0,2,0,2,0,132,549,1,4,7,14,132,545,1,1,1,5,4,0,1,1,2,0,14
350010047343,470,264,65,132,1,1,3,1,0,3,0,73,376,2,1,2,16,73,375,0,2,0,0,1,0,2,1,0,0,16
350010047344,772,423,97,237,4,2,2,0,0,7,0,141,596,2,0,3,30,141,589,0,2,0,1,7,0,2,0,0,0,30
350010047351,417,206,73,131,4,1,0,2,0,0,0,78,328,0,0,0,11,78,327,0,0,0,0,1,0,0,0,0,0,11
350010047352,297,148,59,88,1,0,1,0,0,0,0,41,242,0,0,1,13,41,239,1,0,0,0,3,0,0,0,0,0,13
350010047361,316,158,42,107,3,0,0,2,0,4,0,71,217,2,3,8,15,71,216,6,2,0,0,1,1,0,0,1,1,15
350010047371,1284,656,301,300,11,1,5,3,0,7,0,346,825,7,19,16,71,346,815,2,7,7,8,10,5,1,4,2,1,71
350010047372,1308,669,261,352,9,3,7,1,0,6,0,414,753,10,14,29,88,414,752,11,9,3,10,1,0,4,7,1,3,88
350010047373,880,430,198,233,9,3,1,1,0,5,0,282,552,4,3,11,28,282,552,4,3,0,0,0,0,3,2,1,0,28
350010047381,758,429,125,189,5,4,1,0,0,5,0,122,613,1,2,6,14,122,609,4,1,2,2,4,0,0,0,0,0,14
350010047382,1024,528,206,270,8,5,1,1,0,5,0,309,623,11,18,17,46,309,618,11,11,8,0,5,3,2,2,3,1,46
350010047383,636,326,119,181,6,0,0,1,0,3,0,188,387,3,6,9,43,188,385,1,2,1,4,2,1,1,2,1,1,43
350010047391,1116,589,187,322,7,2,3,2,0,4,0,250,799,12,10,15,30,250,797,4,12,1,4,2,1,3,6,1,1,30
350010047392,525,282,95,139,3,2,3,0,0,1,0,105,373,3,3,6,35,105,372,3,3,1,0,1,0,1,2,0,0,35
350010047393,623,329,126,154,7,0,3,0,0,4,0,154,436,5,7,4,17,154,431,3,5,0,1,5,5,0,2,0,0,17
350010047394,309,177,35,86,5,3,1,0,0,2,0,73,204,5,3,5,19,73,204,3,5,0,1,0,0,0,0,3,0,19
350010047421,1625,836,403,338,30,7,4,1,0,6,0,701,751,10,16,37,110,701,747,8,10,4,9,4,3,6,2,3,4,110
350010047422,1684,867,455,325,18,10,3,0,0,6,0,715,827,7,16,18,101,715,822,4,7,3,11,5,2,2,8,0,3,101
350010047423,605,318,133,135,10,4,2,0,0,3,0,208,336,11,5,6,39,208,333,3,11,1,0,3,0,0,4,0,0,39
350010047431,1239,608,354,254,13,3,3,1,0,3,0,459,633,20,22,17,88,459,623,5,20,5,4,10,5,2,6,3,2,88
350010047432,800,343,239,199,9,4,3,1,0,2,0,290,387,8,48,19,48,290,379,3,8,12,11,8,4,2,27,1,2,48
350010047441,1376,673,384,294,21,2,2,0,0,0,0,548,694,10,12,30,82,548,690,3,10,2,19,4,6,2,2,0,2,82
350010047442,1333,641,374,297,12,3,0,0,0,6,0,537,622,13,38,32,91,537,615,4,13,9,13,7,7,5,14,3,4,91
350010047443,1969,900,653,393,17,2,1,0,0,3,0,1079,663,20,32,39,136,1079,657,1,20,11,14,6,4,3,10,2,3,136
350010047451,1490,612,498,351,11,9,1,2,0,6,0,792,535,30,20,29,84,792,527,11,29,5,6,8,5,2,6,2,2,84
350010047452,1032,455,372,185,9,4,2,0,0,5,0,527,371,10,17,35,72,527,362,2,10,7,15,9,4,12,2,4,0,72
350010047453,1317,557,489,251,12,5,1,0,0,2,0,692,496,8,11,20,90,692,495,10,8,4,5,1,1,2,5,1,0,90
350010047471,1132,459,408,232,11,6,8,1,0,7,0,597,432,10,17,15,61,597,422,2,10,7,3,10,4,5,2,4,0,61
350010047472,420,180,141,91,2,2,3,1,0,0,0,240,155,2,3,4,16,240,155,2,2,0,0,0,0,0,1,0,2,16
350010047473,1330,551,415,331,16,6,4,1,1,5,0,631,544,13,18,24,100,631,542,7,13,6,9,2,2,4,0,5,4,100
350010047491,765,393,173,188,6,1,2,0,0,2,0,289,390,7,10,16,53,289,389,5,7,2,6,1,1,1,3,2,1,53
