BlockGroupID,total_reg,party_rep,party_npp,party_dem,party_lib,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_64,eth2_93,eth2_30,eth2_10,eth2_21,eth2_23,eth2_34,eth2_14,eth2_12,eth2_38,eth2_unk
201730073021,1060,453,306,292,9,0,0,838,40,39,23,25,95,838,40,38,13,11,2,7,7,0,2,0,95
201730073022,1525,687,406,413,19,0,0,1224,72,28,32,33,136,1224,70,28,16,7,14,5,7,1,5,2,136
201730075001,374,27,111,234,2,0,0,53,27,288,2,0,4,53,27,287,0,0,1,1,0,0,0,0,4
201730075002,806,98,271,428,9,0,0,187,62,511,15,9,22,187,62,511,3,4,9,2,1,0,0,0,22
201730076001,1202,319,347,525,11,0,0,586,55,391,62,37,71,586,55,391,27,13,33,7,3,5,3,0,71
201730076002,774,296,181,294,3,0,0,572,34,76,6,22,64,572,34,75,15,2,2,0,4,1,1,0,64
201730076003,785,388,159,233,5,0,0,625,29,13,12,19,87,625,29,13,11,6,5,0,3,0,1,0,87
201730077011,702,77,188,426,11,0,0,226,38,377,10,13,38,226,38,377,8,2,6,1,2,0,1,0,38
201730077012,932,107,254,564,7,0,0,207,51,634,8,6,26,207,51,633,4,1,6,0,1,1,0,0,26
201730077021,634,128,187,316,3,0,0,267,37,246,24,15,45,267,37,246,15,3,16,3,0,0,1,0,45
201730077022,890,194,238,445,13,0,0,359,51,332,76,25,47,359,50,332,21,12,48,7,0,4,1,0,47
201730077023,521,72,176,265,8,0,0,203,38,188,22,31,39,203,38,188,24,7,4,7,1,1,1,0,39
201730077024,866,211,284,368,3,0,0,414,43,194,116,38,61,414,43,192,24,17,73,11,2,7,2,0,61
201730078001,622,29,208,379,6,0,0,78,26,485,9,11,13,78,26,485,9,1,6,1,0,1,0,0,13
201730078002,303,7,83,213,0,0,0,16,14,263,1,3,6,16,14,263,2,0,0,0,0,0,0,0,6
201730078003,322,17,97,206,2,0,0,45,13,253,3,1,7,45,13,253,1,0,1,2,0,0,0,0,7
201730080001,1464,643,465,338,18,0,0,1219,82,13,12,12,126,1219,81,13,3,5,1,0,1,2,1,0,126
201730080002,875,312,332,216,15,0,0,737,63,6,5,7,57,737,62,5,2,1,2,0,1,0,0,0,57
201730080003,538,202,198,130,8,0,0,428,37,8,12,4,49,428,37,8,2,0,2,4,0,4,0,1,49
201730080004,665,307,213,141,4,0,0,536,51,7,4,3,64,536,51,7,1,2,1,0,1,0,1,0,64
201730081001,653,278,227,136,12,0,0,531,58,0,8,7,49,531,55,0,5,4,1,1,1,1,1,0,49
201730081002,29,7,17,5,0,0,0,22,4,1,0,0,2,22,4,1,0,0,0,0,0,0,0,0,2
201730081003,1367,749,357,246,15,0,0,1162,61,1,30,10,103,1162,59,1,4,10,11,1,0,6,2,2,103
201730081004,775,314,234,210,17,0,0,636,66,5,3,9,56,636,66,5,1,2,0,1,1,0,0,1,56
201730081005,327,148,100,79,0,0,0,258,29,4,6,2,28,258,29,4,2,1,3,2,0,0,0,0,28
201730082001,499,90,220,183,6,0,0,213,249,11,5,3,18,213,247,11,2,1,1,3,0,0,0,0,18
201730082002,708,126,287,293,2,0,0,277,341,17,26,5,42,277,341,16,0,5,19,1,1,1,0,1,42
201730082003,774,256,280,231,7,0,0,502,206,2,2,8,54,502,206,2,5,1,0,1,1,0,0,0,54
201730082004,611,121,259,224,7,0,0,279,263,22,11,3,33,279,263,22,1,1,5,3,1,1,0,1,33
201730083001,1316,573,353,376,14,0,0,1000,159,19,12,22,104,1000,157,19,5,3,6,1,6,2,0,4,104
201730083002,508,156,185,159,8,0,0,371,73,2,4,6,52,371,73,2,0,0,3,0,0,1,0,1,52
201730083003,475,210,120,139,6,0,0,379,57,2,4,2,31,379,57,2,2,0,2,2,0,0,0,0,31
201730083004,421,165,134,117,5,0,0,315,65,5,1,4,31,315,65,5,3,0,1,0,0,0,0,0,31
201730084001,784,304,222,246,12,0,0,610,85,4,6,8,71,610,85,4,3,3,2,1,1,0,0,0,71
201730084002,714,329,199,176,10,0,0,551,79,4,13,10,57,551,78,4,6,0,7,0,2,3,2,1,57
201730084003,514,147,180,176,11,0,0,327,118,14,10,4,41,327,118,14,1,2,6,1,0,0,0,0,41
201730085001,808,363,203,229,13,0,0,654,52,7,23,13,59,654,52,7,4,3,13,3,0,2,0,1,59
201730085002,840,355,245,228,12,0,0,672,74,5,9,3,77,672,71,5,1,3,6,0,2,0,0,0,77
201730086001,725,280,240,197,8,0,0,537,87,13,12,7,69,537,82,13,3,2,6,3,1,0,1,0,69
201730086002,605,241,172,187,5,0,0,468,59,4,10,13,51,468,59,4,3,3,7,0,3,0,0,5,51
201730086003,941,428,222,283,8,0,0,749,77,2,19,4,90,749,77,2,0,1,14,2,2,1,0,1,90
201730087001,649,243,203,191,12,0,0,474,81,17,11,8,58,474,81,17,5,4,3,2,0,0,2,1,58
201730087002,433,159,137,130,7,0,0,333,59,4,3,8,26,333,59,4,2,0,2,0,0,0,1,0,26
201730087003,464,182,158,115,9,0,0,334,60,8,5,3,54,334,60,8,2,2,2,1,1,0,0,0,54
201730087004,447,122,188,134,3,0,0,324,64,16,6,3,34,324,64,16,2,1,0,1,1,0,2,0,34
201730088001,619,209,222,178,10,0,0,454,95,7,6,10,47,454,94,7,8,2,1,2,0,0,0,0,47
201730088002,333,109,122,99,3,0,0,248,42,2,9,1,31,248,42,2,0,2,4,0,0,1,2,1,31
201730088003,387,132,150,101,4,0,0,293,45,11,1,7,30,293,45,11,6,0,0,0,0,0,1,0,30
201730088004,870,310,302,242,16,0,0,686,108,2,22,5,47,686,108,2,3,8,8,2,1,3,0,0,47
201730088005,334,109,127,94,4,0,0,245,44,6,2,4,33,245,44,6,3,1,0,0,0,0,1,0,33
201730089001,319,115,122,79,3,0,0,256,29,6,8,2,18,256,29,6,0,1,6,0,0,1,0,0,18
201730089002,653,208,258,176,11,0,0,494,87,10,13,4,45,494,87,10,1,7,3,0,1,3,0,0,45
201730089003,672,238,251,171,12,0,0,524,69,8,17,8,46,524,69,8,2,1,7,6,3,0,2,0,46
201730090001,672,207,254,202,9,0,0,501,85,13,8,3,62,501,84,13,2,4,3,0,0,1,0,0,62
201730090002,327,95,134,89,9,0,0,243,49,3,5,7,20,243,49,3,2,2,2,1,0,0,0,0,20
201730090003,371,85,127,155,4,0,0,294,36,6,1,4,30,294,36,6,0,1,0,0,0,0,0,0,30
201730091001,378,115,140,112,11,0,0,258,63,13,7,6,31,258,63,13,1,3,2,1,2,1,0,0,31
201730091002,587,174,213,188,12,0,0,366,106,12,65,5,33,366,106,12,1,15,47,0,1,2,1,0,33
201730091003,754,209,288,248,9,0,0,564,77,47,13,5,48,564,77,46,1,2,7,0,4,1,0,0,48
201730091004,422,149,155,111,7,0,0,295,47,6,28,0,46,295,47,6,0,4,20,2,0,1,0,0,46
201730091005,274,84,132,54,4,0,0,206,35,3,3,1,26,206,35,3,1,1,1,0,0,1,0,0,26
201730091006,647,213,230,199,5,0,0,477,75,20,23,4,48,477,75,20,1,8,10,0,1,4,0,0,48
201730092001,962,373,343,242,4,0,0,791,65,10,17,13,66,791,64,10,7,4,6,5,1,1,1,1,66
201730092002,78,33,36,9,0,0,0,61,3,0,6,1,7,61,3,0,1,0,0,6,0,0,0,0,7
201730092003,814,407,209,192,6,0,0,687,37,3,20,4,63,687,37,3,1,7,6,1,1,1,2,0,63
201730093011,698,290,199,194,15,0,0,583,35,3,6,3,68,583,35,3,1,2,2,1,0,1,0,0,68
201730093012,1372,576,422,357,17,0,0,1070,128,16,26,13,119,1070,128,16,8,11,8,3,3,2,1,0,119
201730093013,1011,403,335,255,18,0,0,795,66,11,51,16,72,795,65,11,7,10,30,5,3,2,0,1,72
201730093014,572,166,217,177,12,0,0,409,53,16,10,12,72,409,53,16,4,4,1,3,1,0,0,1,72
201730093031,880,290,308,268,14,0,0,714,69,13,3,11,70,714,68,13,9,1,0,0,1,2,0,0,70
201730093032,974,507,263,196,8,0,0,820,38,20,28,13,55,820,38,20,8,11,13,1,1,1,1,0,55
201730093041,779,226,309,232,12,0,0,568,81,55,11,3,61,568,81,55,2,2,5,3,1,0,0,0,61
201730093042,559,200,182,168,9,0,0,442,45,5,6,7,54,442,45,5,5,2,4,0,1,0,0,0,54
201730094011,1149,502,351,285,11,0,0,965,74,2,16,5,87,965,73,2,1,7,7,0,3,0,2,0,87
201730094012,1049,551,274,213,11,0,0,878,66,12,10,1,82,878,66,12,0,2,0,2,0,3,3,0,82
201730094013,526,243,150,123,10,0,0,431,38,7,3,5,42,431,38,7,2,2,0,1,3,0,0,0,42
201730094021,987,498,243,241,5,0,0,855,31,7,7,13,74,855,31,7,9,1,3,1,1,1,1,1,74
201730094022,668,316,187,158,7,0,0,566,24,1,7,4,66,566,24,1,2,2,2,1,0,0,1,1,66
201730095041,1107,555,305,235,12,0,0,871,72,9,25,6,124,871,72,9,4,6,15,0,1,2,0,0,124
201730095042,1020,500,261,242,17,0,0,849,51,6,11,4,99,849,50,6,4,5,1,0,0,0,3,0,99
201730095043,935,404,288,225,18,0,0,766,59,3,17,15,75,766,58,3,3,4,6,6,2,0,0,0,75
201730095051,1334,782,256,288,8,0,0,1141,65,1,13,15,99,1141,65,1,8,5,3,1,2,1,1,0,99
201730095052,952,466,259,219,8,0,0,772,62,3,16,9,90,772,62,3,5,1,11,1,2,2,1,0,90
201730095061,1564,741,477,327,19,0,0,1295,85,3,16,18,147,1295,85,2,10,6,6,2,4,2,0,0,147
201730095062,1644,750,512,364,18,0,0,1300,142,18,31,11,142,1300,140,18,4,5,13,7,3,3,2,1,142
201730095071,1460,873,348,229,10,0,0,1221,64,3,21,11,140,1221,63,3,5,7,9,3,6,2,0,0,140
201730095072,2085,1170,578,317,20,0,0,1705,108,7,22,20,223,1705,108,7,8,5,10,4,6,1,1,1,223
201730095073,1014,597,217,195,5,0,0,846,41,0,9,9,109,846,41,0,3,3,2,1,3,2,1,1,109
201730095081,644,372,170,91,11,0,0,554,21,0,5,6,58,554,21,0,4,1,0,3,0,0,1,1,58
201730095082,844,439,247,150,8,0,0,712,40,0,5,7,80,712,37,0,2,4,0,0,4,1,0,0,80
201730095083,707,380,215,106,6,0,0,589,51,0,11,5,51,589,51,0,3,4,3,0,1,1,3,0,51
201730095091,2873,1743,717,398,15,0,0,2387,129,5,60,24,268,2387,128,5,4,17,27,3,4,3,8,0,268
201730095092,237,110,86,37,4,0,0,204,15,0,0,1,17,204,15,0,0,0,0,0,0,0,0,1,17
201730095093,569,335,147,83,4,0,0,502,16,1,4,2,44,502,16,1,0,1,2,1,2,0,0,0,44
201730095094,1128,625,352,140,11,0,0,948,59,0,9,8,104,948,59,0,1,4,2,2,5,0,0,1,104
201730095101,1507,776,418,303,10,0,0,1237,86,0,32,17,135,1237,86,0,6,5,22,1,6,0,0,0,135
201730095102,2174,1236,512,414,12,0,0,1823,99,4,34,25,189,1823,94,4,5,7,17,6,9,4,0,3,189
201730095111,978,520,287,170,1,0,0,796,33,0,31,12,106,796,33,0,2,10,14,4,0,2,0,0,106
201730095112,1220,530,422,254,14,0,0,953,119,4,35,5,104,953,119,4,0,6,17,2,3,5,0,0,104
201730095113,774,348,260,153,13,0,0,590,77,2,30,5,70,590,77,2,1,3,25,0,1,1,0,0,70
201730095114,1485,627,513,328,17,0,0,1176,121,19,35,17,117,1176,121,19,7,13,14,1,3,2,1,0,117
201730095121,838,443,202,186,7,0,0,703,50,5,16,9,55,703,50,5,6,4,7,1,0,1,0,0,55
201730095122,1273,692,312,253,16,0,0,1055,64,7,13,8,126,1055,63,7,1,4,5,0,3,1,3,0,126
201730095123,847,441,208,186,12,0,0,710,26,2,15,4,90,710,26,2,1,8,4,0,0,2,1,1,90
201730095131,1596,671,479,425,21,0,0,1282,131,19,39,13,112,1282,130,19,6,11,16,5,2,4,1,0,112
201730095132,1443,678,408,344,13,0,0,1174,97,5,41,12,114,1174,95,5,1,17,13,4,6,4,3,1,114
201730095141,1868,1218,363,276,11,0,0,1581,58,5,48,18,158,1581,55,4,11,13,19,11,1,2,2,0,158
201730095142,1084,663,242,170,9,0,0,879,46,2,50,12,95,879,46,2,9,12,28,6,1,3,1,0,95
201730095151,1318,695,333,276,14,0,0,1057,81,4,26,23,127,1057,81,4,10,7,15,2,2,0,1,6,127
201730095152,1128,544,343,225,16,0,0,889,84,2,47,12,94,889,84,2,2,15,27,1,4,2,0,0,94
201730095153,1900,938,565,380,17,0,0,1465,137,9,69,28,192,1465,137,9,21,22,31,6,4,4,3,1,192
201730096031,1809,785,625,381,18,0,0,1423,113,20,97,9,147,1423,113,20,1,26,53,1,3,5,2,0,147
201730096041,548,292,170,80,6,0,0,479,20,0,2,2,45,479,20,0,1,1,1,0,1,0,0,0,45
201730096042,517,306,124,75,12,0,0,469,7,0,0,0,41,469,5,0,0,0,0,0,0,0,0,0,41
201730096043,678,355,233,81,9,0,0,601,7,1,6,3,60,601,7,1,0,2,0,1,1,2,1,1,60
201730096051,1239,742,313,176,8,0,0,1088,33,1,5,8,104,1088,33,1,4,1,1,1,4,1,0,0,104
201730096052,2144,1028,702,383,31,0,0,1730,118,4,76,22,194,1730,117,4,11,10,45,5,4,9,4,2,194
201730096053,600,364,150,78,8,0,0,518,9,0,4,0,69,518,9,0,0,2,1,0,0,1,0,0,69
201730097001,1281,616,429,223,13,0,0,1108,62,1,6,10,94,1108,62,1,2,2,1,0,4,3,0,1,94
201730097002,743,337,260,130,16,0,0,641,27,2,6,8,59,641,27,2,3,3,1,1,0,0,1,0,59
201730097003,931,544,238,142,7,0,0,788,39,0,5,3,96,788,39,0,1,3,0,0,0,1,1,1,96
201730097004,575,295,185,91,4,0,0,503,17,0,4,2,49,503,17,0,0,1,1,0,1,2,0,0,49
201730097005,436,197,158,69,12,0,0,364,22,0,6,3,41,364,22,0,0,1,4,0,0,0,0,0,41
201730098011,801,337,285,162,17,0,0,686,39,1,1,6,68,686,39,1,3,0,1,0,0,0,0,1,68
201730098012,442,174,144,110,14,0,0,360,31,1,5,1,44,360,31,1,0,1,3,0,0,0,1,0,44
201730098013,709,313,240,139,17,0,0,587,47,1,3,7,64,587,47,1,1,0,1,1,5,0,1,0,64
201730098014,711,281,258,165,7,0,0,609,36,3,4,9,50,609,35,3,3,0,0,0,2,0,2,0,50
201730098031,1670,823,510,322,15,0,0,1406,68,9,24,16,147,1406,68,7,3,6,4,3,1,1,4,0,147
201730098032,1347,666,394,278,9,0,0,1103,62,3,17,8,154,1103,62,3,3,5,3,3,5,3,3,0,154
201730098033,524,257,159,104,4,0,0,451,15,1,4,3,50,451,15,1,2,0,1,0,0,0,1,0,50
201730098041,526,214,200,100,12,0,0,442,14,2,5,3,60,442,14,2,1,0,1,3,1,1,0,0,60
201730098042,1873,957,564,336,16,0,0,1639,64,1,9,19,141,1639,64,0,10,2,2,3,4,1,0,1,141
201730099011,1034,551,309,164,10,0,0,882,31,5,11,4,101,882,27,5,3,1,7,1,0,0,1,0,101
201730099012,760,440,206,107,7,0,0,651,18,0,8,11,72,651,18,0,2,2,3,0,4,1,2,0,72
201730099013,727,347,223,144,13,0,0,598,33,4,13,11,68,598,33,4,5,3,4,1,1,2,3,0,68
201730099014,816,444,196,168,8,0,0,700,24,6,12,7,67,700,24,6,1,5,2,1,4,3,0,1,67
201730099021,969,545,262,152,10,0,0,856,21,1,3,5,83,856,21,1,0,1,1,0,5,0,0,0,83
201730099022,1029,478,351,181,19,0,0,899,29,0,6,5,90,899,26,0,1,2,0,1,4,1,2,0,90
201730099023,474,241,127,101,5,0,0,422,14,0,0,2,36,422,14,0,1,0,0,0,0,0,0,1,36
201730099024,554,322,135,89,8,0,0,478,15,0,4,6,51,478,15,0,1,2,0,1,5,1,0,0,51
201730099025,923,449,299,170,5,0,0,807,41,4,7,4,60,807,41,4,1,3,2,0,2,0,1,1,60
201730100011,1443,762,371,295,15,0,0,1128,39,15,88,28,145,1128,38,13,12,22,41,7,4,8,0,6,145
201730100012,2011,1182,507,305,17,0,0,1678,42,18,62,47,164,1678,41,18,34,19,17,14,4,7,1,3,164
201730100021,1991,916,620,430,25,0,0,1330,77,41,313,42,188,1330,73,38,21,55,196,13,6,14,4,3,188
201730100022,1455,921,307,219,8,0,0,1189,46,19,55,25,121,1189,45,18,12,16,23,5,5,4,4,0,121
201730100031,1259,434,482,327,16,0,0,832,87,105,140,15,80,832,87,105,7,40,76,6,4,5,2,0,80
201730100051,817,410,243,149,15,0,0,700,28,3,11,8,67,700,28,3,4,4,1,0,0,2,1,1,67
201730100052,886,390,313,161,22,0,0,750,46,2,7,9,72,750,46,2,5,1,2,3,0,0,0,0,72
201730100053,745,357,251,131,6,0,0,630,41,1,14,5,54,630,41,1,3,3,2,5,2,4,0,0,54
201730100061,1063,549,315,186,13,0,0,878,37,2,54,8,84,878,37,2,4,14,25,1,3,7,0,0,84
201730100071,1011,480,315,209,7,0,0,837,47,1,31,13,82,837,46,0,6,10,16,0,3,3,0,1,82
201730100072,479,271,115,91,2,0,0,411,17,1,15,3,32,411,17,1,0,0,7,1,1,0,0,2,32
201730100073,1761,985,466,289,21,0,0,1505,61,6,6,14,169,1505,60,6,2,3,1,0,7,0,0,0,169
201730100074,806,318,299,178,11,0,0,667,45,4,9,8,73,667,44,4,3,3,1,2,4,2,0,0,73
201730101061,1264,609,342,305,8,0,0,969,54,18,56,42,125,969,54,18,28,18,8,17,4,8,3,0,125
201730101062,940,470,238,222,10,0,0,682,43,34,46,52,83,682,43,32,42,14,11,14,0,4,2,0,83
201730101071,1114,414,295,389,16,0,0,788,66,96,24,21,119,788,66,95,15,10,10,1,2,0,2,1,119
201730101072,1458,726,312,410,10,0,0,1131,63,45,53,48,118,1131,63,45,31,22,10,10,6,6,4,2,118
201730101081,813,399,184,216,14,0,0,613,12,30,25,46,87,613,12,30,37,4,3,14,1,2,1,0,87
201730101082,964,578,188,191,7,0,0,765,13,11,44,62,69,765,13,11,55,13,17,9,0,2,2,0,69
201730101091,801,184,301,306,10,0,0,450,68,176,21,25,61,450,68,176,17,5,10,4,2,0,1,1,61
201730101092,500,294,111,92,3,0,0,356,6,0,32,42,64,356,6,0,31,10,13,4,4,2,2,3,64
201730101101,1304,708,266,321,9,0,0,1029,49,9,35,53,129,1029,49,9,40,10,6,12,4,2,3,1,129
201730101111,1938,918,538,468,14,0,0,1464,91,56,57,76,194,1464,89,56,56,18,20,14,2,2,2,0,194
201730101112,964,507,229,219,9,0,0,733,46,30,21,21,113,733,45,30,18,6,6,4,1,2,2,0,113
201730101113,1829,837,496,474,22,0,0,1399,106,69,54,47,154,1399,106,69,27,12,19,9,3,5,2,1,154
201730101114,727,337,204,179,7,0,0,577,29,30,19,14,58,577,29,30,9,9,7,1,0,1,0,0,58
201730101131,975,501,248,211,15,0,0,831,24,31,6,6,77,831,24,31,0,3,2,0,2,1,0,0,77
201730101132,1021,450,308,251,12,0,0,762,50,54,33,31,91,762,50,53,17,8,16,2,5,0,0,0,91
201730101133,799,340,235,212,12,0,0,621,40,32,8,21,77,621,39,32,11,7,1,0,2,0,0,1,77
201730101134,460,279,108,70,3,0,0,386,15,5,5,7,42,386,15,5,4,0,1,3,0,1,0,0,42
201730101151,2535,1401,706,401,27,0,0,1836,100,37,192,104,266,1836,100,37,84,54,79,39,4,6,6,1,266
201730101152,2062,1202,504,342,14,0,0,1606,64,10,104,67,211,1606,62,10,42,36,29,26,7,8,0,0,211
201730101153,1510,781,362,356,11,0,0,1178,42,30,101,49,110,1178,42,30,36,11,46,17,5,16,7,1,110
201730101161,1104,600,319,172,13,0,0,878,31,9,48,20,118,878,30,9,13,8,25,8,2,1,1,2,118
201730101162,1491,795,386,293,17,0,0,1161,63,37,43,36,151,1161,62,37,24,5,19,10,3,7,2,0,151
201730102011,1286,677,390,198,21,0,0,1121,52,3,14,6,90,1121,52,3,0,4,0,5,2,2,2,4,90
201730102012,515,250,182,77,6,0,0,452,21,0,0,3,39,452,21,0,1,0,0,0,1,0,0,0,39
201730102013,1417,715,435,249,18,0,0,1247,52,0,5,8,105,1247,52,0,0,0,3,0,2,2,0,1,105
201730102021,986,533,292,153,8,0,0,831,49,2,3,4,97,831,49,2,0,1,1,1,4,0,0,0,97
201730102022,1177,700,302,161,14,0,0,1009,24,9,24,4,107,1009,24,7,2,6,4,0,0,5,1,2,107
201730102023,777,490,167,117,3,0,0,675,23,0,9,5,65,675,23,0,1,8,0,1,2,0,0,0,65
201730102024,423,238,119,62,4,0,0,372,7,0,6,4,34,372,7,0,1,4,1,0,0,0,1,0,34
201730103011,1605,837,471,288,9,0,0,1230,100,14,82,23,156,1230,100,14,9,18,51,7,3,3,0,4,156
201730103012,1814,962,474,365,13,0,0,1505,68,7,52,32,150,1505,68,7,20,16,22,9,5,1,2,1,150
201730103013,2344,1290,615,424,15,0,0,1906,117,1,83,33,204,1906,116,1,16,25,44,7,11,4,1,0,204
201730103021,623,320,213,83,7,0,0,522,36,1,5,3,56,522,36,1,1,3,0,0,0,0,0,0,56
201730103022,821,370,256,185,10,0,0,700,42,1,4,6,68,700,42,1,1,1,0,2,4,1,0,0,68
201730103023,764,368,270,117,9,0,0,617,54,5,14,7,67,617,54,5,2,5,5,2,1,0,1,0,67
201730103024,1482,960,308,205,9,0,0,1264,55,4,26,14,119,1264,55,4,8,5,13,4,1,2,0,0,119
201730103025,2015,1060,598,332,25,0,0,1644,128,5,24,19,195,1644,126,4,6,2,11,5,4,4,1,0,195
201730104001,755,396,226,125,8,0,0,629,43,0,4,5,74,629,43,0,4,1,2,0,0,1,0,0,74
201730104002,685,379,195,100,11,0,0,607,18,0,4,1,55,607,18,0,0,1,2,0,1,1,0,0,55
201730105001,1811,1198,412,184,17,0,0,1555,37,0,21,23,175,1555,37,0,4,4,10,0,6,1,6,3,175
201730105002,1284,861,257,154,12,0,0,1105,11,0,14,8,146,1105,11,0,5,5,1,5,0,2,0,2,146
201730106001,729,482,152,87,8,0,0,623,16,0,0,2,88,623,16,0,2,0,0,0,0,0,0,0,88
201730106002,1088,653,276,151,8,0,0,943,11,0,6,9,119,943,11,0,0,0,0,1,2,0,1,0,119
201730106003,1097,727,255,109,6,0,0,954,10,0,4,6,123,954,10,0,3,3,1,0,0,0,0,0,123
201730107001,651,384,168,96,3,0,0,554,9,0,6,1,81,554,9,0,0,0,1,0,0,0,5,0,81
201730107002,829,528,204,93,4,0,0,742,11,0,2,1,73,742,11,0,1,1,0,1,0,0,0,0,73
201730107003,678,396,172,100,10,0,0,603,10,0,2,6,57,603,10,0,6,0,1,0,0,1,0,0,57
201730108011,773,208,264,290,11,0,0,473,61,131,16,28,64,473,61,131,19,3,6,6,1,1,0,4,64
201730108012,878,274,280,319,5,0,0,594,59,68,44,29,84,594,58,68,22,11,20,6,2,1,5,0,84
201730108021,1017,321,345,339,12,0,0,669,50,54,79,63,102,669,49,54,46,15,41,13,2,3,4,0,102
201730108022,896,242,325,312,17,0,0,630,49,70,14,34,99,630,49,68,22,2,7,2,0,1,2,1,99
201730109001,784,303,186,283,12,0,0,656,36,9,8,8,67,656,36,9,6,0,5,0,2,1,2,0,67
201730109002,512,207,143,156,6,0,0,425,21,3,2,10,51,425,21,3,10,0,1,1,0,0,0,0,51
201730109003,922,421,219,269,13,0,0,742,44,8,16,22,90,742,42,8,20,3,2,9,1,0,2,0,90
201730109004,608,375,123,107,3,0,0,517,20,0,6,8,57,517,20,0,7,3,1,1,0,1,0,0,57
201854706001,402,310,38,51,3,0,0,355,5,0,0,5,37,355,5,0,2,0,0,0,3,0,0,0,37
201854706002,597,400,116,74,7,0,0,506,34,1,4,3,49,506,34,1,2,1,2,0,0,0,1,0,49
201854707001,626,495,76,51,4,0,0,532,33,0,4,3,54,532,33,0,3,0,0,0,0,4,0,0,54
201854707002,791,564,120,103,4,0,0,676,54,0,4,3,54,676,54,0,0,1,0,1,2,1,1,0,54
200339676001,545,431,52,56,6,0,0,495,8,1,2,4,35,495,6,1,1,1,0,1,0,0,0,1,35
200339676002,539,419,56,63,1,0,0,496,5,0,4,4,30,496,5,0,0,2,0,2,0,0,0,2,30
200099711001,1231,903,203,118,7,0,0,991,13,0,6,7,214,991,13,0,2,3,0,2,4,1,0,0,214
200099711002,632,409,130,90,3,0,0,531,17,0,3,11,70,531,17,0,1,0,0,2,4,0,1,0,70
200099711003,702,471,132,98,1,0,0,603,22,0,3,9,65,603,22,0,0,0,0,1,4,0,0,0,65
200099712001,609,398,116,94,1,0,0,493,5,0,4,3,104,493,5,0,0,0,4,0,2,0,0,0,104
200099712002,550,379,94,74,3,0,0,467,17,0,1,7,58,467,17,0,0,1,0,0,1,0,0,4,58
200099713001,902,564,181,149,8,0,0,778,16,1,3,5,99,778,16,1,1,2,0,0,1,1,0,3,99
200099713002,983,591,244,140,8,0,0,827,32,0,1,7,116,827,32,0,1,0,1,0,2,0,0,0,116
200099714001,663,394,152,110,7,0,0,544,53,2,1,5,58,544,52,2,3,0,0,0,1,0,0,0,58
200099714002,630,325,184,114,7,0,0,448,82,14,4,4,78,448,82,14,3,1,2,0,0,0,0,1,78
200099715001,876,661,131,84,0,0,0,704,20,4,5,9,134,704,20,4,5,2,1,0,0,2,0,1,134
200099715002,670,442,117,105,6,0,0,554,28,1,5,1,81,554,27,1,1,1,3,0,0,0,0,0,81
200099715003,639,387,155,94,3,0,0,527,38,0,5,3,66,527,38,0,0,0,0,2,3,0,3,0,66
200099716001,495,267,146,70,12,0,0,391,42,1,2,6,53,391,42,1,1,1,0,0,1,1,0,1,53
200099716002,569,411,85,71,2,0,0,474,22,0,4,4,65,474,22,0,1,1,0,3,1,0,0,0,65
200099716003,786,465,163,154,4,0,0,674,35,2,5,3,67,674,35,2,0,0,2,0,1,2,0,0,67
200099716004,523,296,133,88,6,0,0,417,47,0,7,2,50,417,47,0,2,3,2,2,0,0,0,0,50
200099717001,515,198,196,114,7,0,0,321,146,0,3,5,40,321,146,0,1,0,2,0,0,0,0,3,40
200099717002,590,286,196,103,5,0,0,450,78,2,2,2,56,450,77,2,1,1,0,0,0,1,0,1,56
200099718011,836,513,187,132,4,0,0,645,36,49,7,2,97,645,36,49,1,2,0,2,0,0,1,0,97
200099718012,519,341,116,57,5,0,0,441,21,0,5,0,52,441,21,0,0,0,3,0,0,0,1,0,52
200099718013,409,137,173,96,3,0,0,235,148,0,3,2,21,235,148,0,2,1,1,1,0,0,0,0,21
200099718014,1013,668,193,147,5,0,0,828,54,3,8,5,115,828,54,3,0,1,3,2,1,0,1,1,115
200379566001,827,301,251,265,10,0,0,697,7,3,2,7,111,697,6,3,2,2,0,0,0,0,0,0,111
200379566002,559,194,178,183,4,0,0,477,15,0,1,3,63,477,15,0,1,0,0,0,0,1,0,0,63
200379566003,492,161,154,174,3,0,0,405,15,0,1,3,68,405,15,0,0,0,1,0,3,0,0,0,68
200379566004,894,272,312,303,7,0,0,807,10,2,4,8,63,807,10,2,2,2,0,2,0,0,0,0,63
200379567001,806,397,230,175,4,0,0,734,7,0,5,0,60,734,7,0,0,0,0,0,0,1,3,0,60
200379567002,659,289,191,173,6,0,0,568,12,0,8,8,63,568,12,0,0,6,0,1,8,1,0,0,63
200379567003,577,287,150,137,3,0,0,510,8,0,1,1,57,510,8,0,0,1,0,0,0,0,0,0,57
200379567004,555,229,181,142,3,0,0,514,3,1,1,4,32,514,3,1,0,0,0,1,2,0,0,0,32
200379568001,705,372,143,187,3,0,0,621,4,0,1,2,77,621,4,0,0,0,0,1,0,0,0,0,77
200379568002,644,253,219,166,6,0,0,573,12,4,4,0,51,573,12,4,0,2,0,1,0,0,0,0,51
200379568003,880,392,231,252,5,0,0,794,11,1,4,1,69,794,11,1,1,1,0,0,0,2,0,0,69
