BlockGroupID,total_reg,party_rep,party_dem,party_npp,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_93,eth2_64,eth2_30,eth2_10,eth2_23,eth2_34,eth2_21,eth2_14,eth2_61,eth2_12,eth2_35,eth2_38,eth2_85,eth2_33,eth2_32,eth2_55,eth2_66,eth2_29,eth2_59,eth2_unk
290770017003,678,146,235,297,0,0,576,34,6,1,5,56,576,6,34,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,56
290770018001,519,118,184,217,0,0,430,21,11,4,5,48,430,11,21,3,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,48
290770018002,684,159,216,309,0,0,606,18,9,5,7,39,606,9,18,2,2,3,2,0,0,0,0,0,1,0,1,0,1,0,0,0,39
290770018003,466,123,155,188,0,0,394,18,8,1,5,40,394,8,18,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,40
290770019001,781,187,223,371,0,0,655,42,11,7,6,60,655,11,40,0,3,1,4,1,2,1,0,0,0,0,0,1,0,2,0,0,60
290770019002,848,216,293,339,0,0,729,27,22,4,3,63,729,22,27,0,1,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,63
290770022001,785,239,234,312,0,0,668,24,8,6,15,64,668,8,24,1,3,0,7,1,1,0,0,0,2,0,1,0,3,0,0,0,64
290770022002,566,142,236,188,0,0,494,18,1,3,10,40,494,1,18,4,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,40
290770022003,822,217,242,363,0,0,714,26,11,4,6,61,714,11,26,3,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,61
290770022004,268,81,76,111,0,0,229,19,2,4,1,13,229,2,18,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,13
290770023001,347,78,102,167,0,0,304,10,2,1,3,27,304,2,8,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,27
290770023002,872,231,273,368,0,0,761,32,9,10,5,55,761,9,32,0,6,2,3,0,1,0,1,0,0,1,0,0,0,0,0,0,55
290770023003,711,193,261,257,0,0,605,30,12,10,0,54,605,12,30,0,7,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,54
290770023004,1304,574,339,391,0,0,1162,39,6,8,18,71,1162,5,39,2,3,2,6,0,0,1,3,1,2,0,0,1,1,0,0,2,71
290770024021,674,267,194,213,0,0,587,21,1,2,9,54,587,1,21,1,0,1,6,1,0,0,0,0,0,1,0,0,1,0,0,0,54
290770024022,662,232,230,200,0,0,565,35,4,3,4,51,565,4,35,1,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,51
290770024023,635,251,182,202,0,0,544,26,4,3,6,52,544,4,26,0,1,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,52
290770024024,713,339,189,185,0,0,625,17,6,2,7,56,625,6,16,0,1,0,3,0,1,0,0,1,0,0,0,0,1,1,0,0,56
290770025021,735,413,161,161,0,0,651,18,0,4,9,53,651,0,18,2,2,0,3,0,1,0,1,2,1,0,1,0,0,0,0,0,53
290770025022,968,516,253,199,0,0,848,25,3,11,10,71,848,3,25,7,4,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,71
290770025023,1049,193,451,405,0,0,902,27,15,16,10,79,902,14,27,3,5,4,0,1,3,0,0,0,0,4,0,1,0,0,0,0,79
290770025024,748,321,226,201,0,0,641,20,5,11,13,58,641,5,20,0,3,2,6,5,1,0,0,4,0,1,1,0,0,0,0,0,58
290770026001,1191,803,160,228,0,0,1037,33,1,20,16,84,1037,1,33,8,5,4,5,4,6,0,1,0,0,0,0,1,2,0,0,0,84
290770026002,867,477,119,271,0,0,759,23,3,6,7,69,759,3,21,2,2,2,1,2,0,1,0,1,0,0,0,0,0,2,0,0,69
290770026003,894,567,171,156,0,0,796,16,3,6,6,67,796,2,16,1,2,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,67
290770026004,931,564,149,218,0,0,827,15,4,8,7,70,827,4,14,2,5,2,3,0,0,0,0,0,0,1,0,1,0,1,0,0,70
290770027001,176,99,32,45,0,0,162,1,0,4,3,6,162,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,6
290770027002,716,286,197,233,0,0,623,17,5,14,7,50,623,5,16,1,4,1,2,9,0,0,0,0,2,1,1,0,0,1,0,0,50
290770027003,563,223,166,174,0,0,476,22,1,7,8,49,476,1,22,2,4,1,2,1,1,0,0,0,2,0,0,0,0,0,0,1,49
290770028001,492,204,146,142,0,0,415,20,3,9,4,41,415,2,20,1,4,2,2,1,2,0,0,0,0,0,0,0,0,0,1,0,41
290770028002,742,461,143,138,0,0,637,20,1,19,4,61,637,1,20,0,7,2,2,5,5,0,0,0,1,0,0,0,0,0,0,0,61
290770029001,423,196,117,110,0,0,349,16,2,4,8,44,349,2,16,7,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44
290770029002,462,256,102,104,0,0,420,4,1,6,2,29,420,1,4,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,29
290770029003,799,407,196,196,0,0,697,17,4,14,10,57,697,4,16,3,3,0,3,7,2,1,1,0,0,2,0,0,0,1,0,0,57
290770029004,784,404,202,178,0,0,706,13,1,5,8,51,706,1,12,1,1,0,6,1,0,1,3,0,0,0,0,0,0,1,0,0,51
290770029005,506,276,128,102,0,0,437,5,0,19,4,41,437,0,5,0,2,7,0,7,1,1,0,0,2,0,1,0,0,0,0,0,41
290770030031,7,2,1,4,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290770030032,79,3,27,49,0,0,68,4,2,1,1,3,68,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
290770030041,645,130,280,235,0,0,533,27,11,11,7,56,533,11,27,2,5,1,1,2,2,0,0,1,1,0,0,0,0,0,0,1,56
290770030042,558,112,252,194,0,0,467,20,0,6,8,57,467,0,19,2,3,0,2,0,1,0,0,4,0,0,0,0,0,1,0,0,57
290770030043,804,397,206,201,0,0,673,21,5,32,9,64,673,5,21,5,11,1,3,15,5,0,0,0,0,0,0,0,0,0,1,0,64
290770030044,467,189,142,136,0,0,398,15,3,14,9,28,398,3,15,4,6,0,3,4,1,0,1,0,0,0,0,0,0,0,0,0,28
290770030045,447,127,162,158,0,0,383,12,4,4,8,36,383,4,11,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,36
290770031001,456,106,142,208,0,0,391,23,4,4,1,33,391,4,23,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
290770031002,427,138,119,170,0,0,376,17,1,1,1,31,376,1,17,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,31
290770031003,355,108,98,149,0,0,314,18,2,3,1,17,314,2,17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,17
290770031004,292,94,79,119,0,0,256,10,6,3,0,17,256,6,10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
290770032001,817,257,243,317,0,0,707,26,6,5,2,71,707,6,25,0,2,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,71
290770032002,818,249,285,284,0,0,679,27,28,4,9,71,679,27,27,2,1,0,2,1,1,0,1,0,0,2,1,0,0,0,0,0,71
290770032003,564,136,185,243,0,0,487,23,5,4,1,44,487,5,23,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,44
290770033001,323,104,87,132,0,0,296,4,1,2,4,16,296,1,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16
290770033002,463,129,142,192,0,0,408,20,4,1,3,27,408,4,20,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,27
290770033003,356,65,133,158,0,0,307,14,8,3,0,24,307,8,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24
290770033004,652,173,206,273,0,0,581,23,13,3,2,30,581,13,23,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30
290770036001,782,223,234,325,0,0,673,22,2,4,6,75,673,2,22,3,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,75
290770036002,808,197,260,351,0,0,703,18,15,5,10,57,703,15,18,5,0,3,0,0,0,0,1,2,0,2,0,0,0,0,0,1,57
290770037011,1296,969,140,187,0,0,1148,8,4,11,28,97,1148,4,8,11,0,0,7,2,0,3,8,0,0,6,0,0,1,0,0,0,97
290770037012,1432,908,212,312,0,0,1251,35,2,9,25,110,1251,2,35,5,4,3,13,0,1,0,1,1,0,2,0,1,1,0,1,1,110
290770037013,1644,1251,241,152,0,0,1451,24,1,17,16,135,1451,1,23,7,6,1,6,1,7,1,1,0,0,0,0,2,0,1,0,0,135
290770037021,759,492,96,171,0,0,665,13,1,9,11,60,665,1,13,1,3,4,5,2,0,0,0,0,3,0,0,0,1,0,1,0,60
290770037022,1318,1062,156,100,0,0,1143,14,4,38,18,101,1143,4,13,3,10,20,11,5,2,0,1,0,2,0,0,0,1,1,0,0,101
290770038011,712,607,70,35,0,0,599,5,0,19,19,70,599,0,5,7,3,6,4,0,10,0,0,1,0,0,4,0,0,0,0,0,70
290770038012,721,566,110,45,0,0,641,17,0,21,8,34,641,0,17,3,11,3,1,1,5,0,0,0,0,0,0,2,0,0,0,0,34
290770038013,1476,1141,196,139,0,0,1251,20,7,56,19,123,1251,7,20,11,21,15,2,8,9,0,2,2,0,1,1,2,0,0,0,0,123
290770038021,687,546,92,49,0,0,575,9,1,15,16,71,575,0,8,5,5,3,11,3,2,0,2,0,0,0,0,0,0,1,0,0,71
290770038022,352,259,54,39,0,0,296,5,0,25,5,21,296,0,5,0,8,7,3,2,6,0,2,0,0,0,0,1,1,0,0,0,21
290770038023,2079,1662,282,135,0,0,1820,29,3,43,21,163,1820,3,29,10,15,15,5,9,2,0,2,1,0,1,0,0,0,0,1,0,163
290770039001,1221,556,330,335,0,0,1083,32,4,15,11,76,1083,4,32,1,7,1,7,5,2,0,0,1,1,0,0,0,0,0,0,0,76
290770039002,509,332,65,112,0,0,436,6,2,11,8,46,436,2,6,0,2,1,1,0,2,3,3,0,0,2,0,2,0,0,0,0,46
290770039003,861,460,184,217,0,0,724,21,1,23,9,83,724,1,21,1,8,8,1,4,2,1,0,2,0,0,4,0,0,0,0,0,83
290770040021,925,612,171,142,0,0,791,24,3,18,9,80,791,3,24,2,6,5,2,5,2,0,0,0,0,0,2,3,0,0,0,0,80
290770040022,706,511,107,88,0,0,618,14,1,6,4,63,618,1,14,1,2,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,63
290770040023,1449,1071,210,168,0,0,1237,39,1,29,20,123,1237,1,35,3,10,2,6,5,9,1,1,8,1,1,0,0,0,4,0,0,123
290770040031,1813,1376,258,179,0,0,1585,44,8,33,21,122,1585,5,42,2,12,8,11,6,7,1,0,0,0,2,0,1,1,2,0,2,122
290770040032,1917,1288,267,362,0,0,1698,39,5,26,21,128,1698,4,38,9,13,5,4,5,2,0,0,2,0,4,0,0,0,1,0,0,128
290770040041,680,269,129,282,0,0,610,17,2,3,4,44,610,2,17,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,44
290770040042,1065,655,184,226,0,0,884,31,4,46,19,81,884,4,31,2,14,14,1,9,5,0,0,0,2,7,1,3,0,0,0,1,81
290770040051,916,327,295,294,0,0,790,24,3,14,8,77,790,3,24,2,5,4,3,1,4,1,0,1,0,0,0,0,0,0,0,0,77
290770040052,544,294,84,166,0,0,492,7,2,11,3,29,492,2,7,0,6,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,29
290770040053,677,431,140,106,0,0,625,8,1,5,3,35,625,1,8,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,35
290770041041,1461,778,376,307,0,0,1291,31,4,16,13,106,1291,2,31,4,8,2,4,1,4,0,1,1,0,1,0,0,0,0,0,0,106
290770041042,1030,580,242,208,0,0,909,31,6,9,5,70,909,6,31,0,5,1,2,0,0,0,3,0,2,0,0,1,0,0,0,0,70
290770041051,689,467,79,143,0,0,606,18,0,5,8,52,606,0,18,3,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,52
290770041052,535,296,71,168,0,0,449,22,2,8,1,53,449,2,20,0,4,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,53
290770041053,1166,773,157,236,0,0,978,23,8,30,14,113,978,8,23,8,16,4,3,5,2,0,0,0,0,0,0,1,0,0,0,0,113
290770041054,537,341,89,107,0,0,466,15,2,18,2,34,466,2,15,0,6,4,0,6,1,0,1,0,0,0,0,0,1,0,0,1,34
290770041055,619,381,94,144,0,0,526,7,1,12,6,67,526,1,7,5,7,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,67
290770041061,1787,1329,193,265,0,0,1547,33,5,45,16,141,1547,5,31,7,20,13,4,4,2,1,6,0,0,0,0,0,0,2,4,0,141
290770041062,1406,928,201,277,0,0,1198,38,6,32,17,115,1198,6,37,5,7,3,6,5,10,1,6,0,0,2,1,0,1,1,0,0,115
290770041071,1395,520,455,420,0,0,1194,49,14,11,22,105,1194,14,49,4,4,1,10,0,4,2,2,0,0,0,4,0,1,0,0,0,105
290770041072,511,287,113,111,0,0,451,11,0,7,8,34,451,0,11,0,2,0,3,4,1,0,0,1,0,3,0,0,1,0,0,0,34
290770041073,608,416,125,67,0,0,524,5,1,18,11,49,524,1,5,1,9,2,5,4,3,0,0,0,0,1,0,0,0,0,0,0,49
290770041081,192,126,32,34,0,0,162,12,0,3,0,15,162,0,12,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15
290770041082,807,546,116,145,0,0,702,17,5,17,8,58,702,5,17,6,5,1,1,5,3,0,2,0,0,1,0,0,0,0,0,0,58
290770041083,694,498,97,99,0,0,587,18,0,26,3,60,587,0,16,3,11,10,0,2,1,0,0,0,0,0,0,0,0,2,0,0,60
290770041091,1732,1148,221,363,0,0,1447,49,12,34,28,162,1447,12,45,10,9,4,7,10,11,0,0,2,2,3,0,3,1,4,0,0,162
290770041092,2067,1243,373,451,0,0,1713,67,9,63,31,184,1713,9,67,13,31,8,3,12,7,4,4,0,0,1,1,1,4,0,2,0,184
290770042011,638,330,116,192,0,0,550,12,4,2,6,64,550,4,12,3,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,64
290770042012,841,518,165,158,0,0,765,17,0,7,2,50,765,0,17,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,50
290770042013,908,580,197,131,0,0,811,23,4,5,15,50,811,4,20,3,0,0,7,2,0,0,1,0,2,0,0,0,0,3,1,2,50
290770042014,506,335,94,77,0,0,436,16,0,4,5,45,436,0,16,3,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,45
290770042015,560,250,142,168,0,0,490,16,5,5,4,40,490,5,16,1,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,40
290770042021,1104,590,264,250,0,0,918,35,11,25,15,100,918,11,33,5,11,1,2,6,1,0,6,2,2,0,1,1,2,2,0,0,100
290770042022,1482,553,493,436,0,0,1212,59,26,40,15,130,1212,26,58,7,14,7,7,12,6,0,1,0,0,1,0,0,0,1,0,0,130
290770042023,1458,732,368,358,0,0,1235,47,11,18,12,135,1235,9,45,2,7,1,6,9,0,0,0,1,2,0,0,0,0,2,1,0,135
290770043031,868,489,199,180,0,0,751,17,5,10,18,67,751,5,17,5,4,2,5,3,0,2,0,0,0,0,2,1,3,0,0,0,67
290770043032,498,310,94,94,0,0,422,6,0,8,13,49,422,0,6,2,1,4,4,3,0,0,0,0,0,0,0,0,7,0,0,0,49
290770043041,1138,407,279,452,0,0,988,42,3,11,8,86,988,3,42,0,2,6,3,0,1,0,0,0,1,0,0,0,0,0,0,0,86
290770043051,1094,530,289,275,0,0,947,35,5,8,13,86,947,5,31,0,4,0,8,4,0,0,0,0,0,1,0,0,2,4,0,2,86
290770043052,553,275,137,141,0,0,475,22,5,10,6,35,475,5,22,0,4,1,4,4,0,0,1,2,0,0,0,0,0,0,0,0,35
290770043053,1463,742,369,352,0,0,1278,59,9,8,12,97,1278,9,59,4,3,2,6,0,1,0,2,0,2,0,0,0,0,0,0,0,97
290770043061,979,448,254,277,0,0,861,36,6,13,8,55,861,6,36,0,2,0,1,8,1,0,1,0,0,0,0,0,3,0,0,0,55
290770043062,930,518,234,178,0,0,833,25,2,3,12,55,833,2,25,5,0,1,2,1,1,0,0,0,0,0,0,0,2,0,0,0,55
290770043063,598,233,179,186,0,0,532,23,4,5,4,30,532,3,22,0,0,0,0,2,0,0,1,0,0,1,0,0,2,1,0,0,30
290770044011,456,293,53,110,0,0,426,1,2,8,0,19,426,2,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19
290770044012,749,347,154,248,0,0,667,11,6,14,6,45,667,6,10,1,1,13,2,0,0,0,0,0,1,2,0,0,0,1,0,0,45
290770044013,445,173,120,152,0,0,395,11,3,3,0,33,395,3,11,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33
290770044014,671,442,97,132,0,0,616,9,0,3,3,40,616,0,9,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,40
290770044021,673,465,75,133,0,0,598,11,2,1,12,49,598,2,11,0,1,0,9,0,0,0,0,0,1,0,0,0,2,0,0,0,49
290770044022,481,151,119,211,0,0,423,10,6,1,1,40,423,6,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40
290770044023,1334,830,171,333,0,0,1168,25,9,17,9,106,1168,9,24,0,2,12,1,3,0,2,0,0,0,0,0,0,5,1,0,0,106
290770045001,551,355,100,96,0,0,484,9,0,4,7,47,484,0,9,1,0,1,2,3,0,1,0,0,0,3,0,0,0,0,0,0,47
290770045002,588,267,165,156,0,0,504,15,1,3,2,63,504,1,15,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,63
290770045003,350,212,72,66,0,0,313,7,4,7,0,19,313,4,7,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
290770046011,1217,594,312,311,0,0,1115,18,5,3,5,71,1115,4,16,0,0,2,3,1,0,0,0,0,0,0,1,0,0,2,0,0,71
290770046012,1203,622,288,293,0,0,1084,26,4,14,12,63,1084,4,24,2,3,10,8,1,0,0,0,0,0,0,0,0,2,2,0,0,63
290770046013,594,397,90,107,0,0,554,8,0,4,2,26,554,0,8,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,26
290770046021,1012,568,262,182,0,0,918,10,1,8,9,66,918,1,10,3,4,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,66
290770046022,1497,843,337,317,0,0,1368,11,2,7,22,87,1368,2,11,5,2,0,11,1,1,0,2,1,4,0,0,0,0,0,0,0,87
290770047001,1203,637,327,239,0,0,1060,23,4,8,10,98,1060,4,23,3,4,0,5,2,2,0,0,1,0,0,0,0,1,0,0,0,98
290770047002,1048,730,141,177,0,0,922,13,0,8,33,72,922,0,13,3,4,2,16,0,0,0,2,0,6,0,0,1,4,0,0,0,72
290770047003,490,301,113,76,0,0,450,8,0,2,6,24,450,0,8,2,1,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,24
290770047004,709,495,104,110,0,0,652,10,2,7,6,32,652,2,10,1,2,3,3,1,0,0,0,0,2,0,0,0,0,0,0,0,32
290770047005,1070,718,116,236,0,0,956,7,0,5,12,90,956,0,7,1,1,1,10,0,3,0,0,0,0,0,0,0,0,0,0,0,90
290770048021,2134,937,636,561,0,0,1875,59,10,14,14,162,1875,10,55,3,6,3,7,0,2,1,0,0,0,2,1,0,0,4,0,0,162
290770048022,1668,847,429,392,0,0,1524,32,1,9,1,101,1524,1,31,1,4,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,101
290770048023,1386,875,318,193,0,0,1223,21,4,8,10,120,1223,4,21,1,2,1,1,0,4,1,1,1,2,0,2,0,0,0,0,0,120
290770048031,1603,571,461,571,0,0,1419,42,2,7,21,112,1419,2,41,4,1,1,5,0,3,1,0,4,0,1,2,0,1,1,0,0,112
290770048032,1269,587,350,332,0,0,1103,41,2,10,11,102,1103,2,41,0,2,0,4,2,4,1,1,2,2,0,0,0,0,0,2,0,102
290770048033,1161,594,279,288,0,0,1048,15,2,5,9,82,1048,2,15,1,0,2,1,2,1,0,0,2,1,0,0,0,0,0,0,2,82
290770048041,545,178,210,157,0,0,457,22,3,0,11,52,457,3,22,3,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,52
290770048042,1621,837,369,415,0,0,1417,37,3,5,11,148,1417,3,36,2,3,0,1,2,0,0,0,0,0,0,2,0,1,1,0,2,148
290770048043,870,364,249,257,0,0,732,25,4,9,12,88,732,4,24,1,4,0,0,0,4,1,1,3,2,1,0,2,0,1,0,0,88
290770048051,706,513,81,112,0,0,645,4,0,1,9,47,645,0,4,0,1,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,47
290770048052,1329,628,351,350,0,0,1158,47,4,15,7,98,1158,4,45,4,6,1,1,5,0,0,0,0,0,0,0,0,0,2,0,0,98
290770049001,1018,630,237,151,0,0,912,23,1,3,7,72,912,1,23,4,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,72
290770049002,1656,1058,339,259,0,0,1517,17,2,4,7,109,1517,2,15,2,3,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,109
290770049003,1062,628,240,194,0,0,927,23,0,5,14,93,927,0,23,3,0,3,7,0,0,0,0,0,0,0,4,0,0,0,0,0,93
290770049004,919,563,178,178,0,0,812,11,2,3,8,83,812,2,11,0,0,3,2,0,0,0,0,2,0,1,2,0,0,0,0,0,83
290770050011,967,532,201,234,0,0,901,8,1,3,3,51,901,1,8,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,51
290770050012,1599,873,359,367,0,0,1441,19,2,9,15,113,1441,2,19,5,6,1,6,0,0,0,2,0,0,0,0,1,0,0,0,0,113
290770050021,378,181,91,106,0,0,336,6,0,1,0,35,336,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35
290770050022,1513,823,346,344,0,0,1376,20,4,6,11,96,1376,4,19,2,2,0,1,1,2,0,1,1,0,2,0,0,2,1,2,0,96
290770050023,1776,991,440,345,0,0,1612,27,1,9,10,117,1612,1,27,1,3,1,4,1,3,0,1,0,1,0,0,0,2,0,0,0,117
290770050024,1126,720,231,175,0,0,1028,14,0,4,6,74,1028,0,14,0,2,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,74
290770051001,1309,776,301,232,0,0,1168,13,0,15,8,105,1168,0,13,4,5,1,2,4,1,0,0,0,0,0,0,1,1,0,0,0,105
290770051002,1156,700,248,208,0,0,1028,21,3,3,9,92,1028,3,21,1,1,0,2,0,0,0,1,0,0,3,0,1,2,0,0,0,92
290770052011,1131,527,351,253,0,0,987,27,0,3,4,110,987,0,27,0,2,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,110
290770052012,1594,1164,198,232,0,0,1419,23,0,4,19,129,1419,0,23,4,1,1,6,0,1,0,1,2,1,0,0,0,5,0,0,0,129
290770052021,1493,897,334,262,0,0,1347,21,1,4,17,103,1347,1,20,3,0,1,7,0,2,1,1,0,0,0,3,0,1,1,0,0,103
290770052022,1289,776,267,246,0,0,1165,19,1,16,15,73,1165,1,18,1,4,2,5,0,2,0,8,4,0,2,0,0,0,1,0,0,73
290770055001,803,176,268,359,0,0,698,15,12,4,5,69,698,12,15,1,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,69
290770055002,357,92,90,175,0,0,296,13,4,3,4,37,296,4,13,0,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,37
290770055003,709,188,228,293,0,0,578,25,28,7,7,64,578,28,25,4,1,1,0,1,3,1,1,0,0,2,0,0,0,0,0,0,64
290770055004,317,79,81,157,0,0,269,11,2,7,1,27,269,2,11,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27
290770056001,893,233,328,332,0,0,772,31,3,5,3,79,772,3,31,0,3,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,79
290770056002,1188,429,358,401,0,0,1063,26,5,8,8,78,1063,5,26,4,3,1,0,1,3,0,0,2,0,0,1,0,0,0,0,0,78
290770057001,420,116,151,153,0,0,366,17,1,0,11,25,366,1,17,4,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,25
290770057002,935,462,233,240,0,0,815,15,3,16,4,82,815,3,15,0,3,7,2,3,2,0,1,0,1,0,0,1,0,0,0,0,82
290770057003,468,126,132,210,0,0,404,16,2,6,6,34,404,2,16,3,2,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,34
290770057004,473,81,213,179,0,0,401,19,7,5,2,39,401,7,19,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39
290770058011,251,49,122,80,0,0,209,6,3,4,0,29,209,3,6,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29
290770058012,821,312,260,249,0,0,715,26,4,4,8,64,715,4,25,6,1,0,1,1,0,0,2,0,0,0,0,0,0,1,1,0,64
290770058021,440,26,297,117,0,0,356,18,8,7,2,49,356,8,18,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,49
290770058022,327,51,148,128,0,0,286,6,7,1,4,23,286,7,6,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,23
290770058023,494,123,164,207,0,0,433,12,5,8,2,34,433,5,12,1,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,34
291279601001,994,679,123,192,0,0,916,3,1,4,3,67,916,1,3,1,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,67
291279601002,620,412,52,156,0,0,568,3,1,3,1,44,568,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,44
291279601003,1564,1048,162,354,0,0,1444,17,4,8,5,86,1444,4,17,1,1,1,4,2,3,0,1,0,0,0,0,0,0,0,0,0,86
291279602001,751,531,77,143,0,0,672,4,2,5,4,64,672,2,4,1,0,0,0,5,0,0,0,0,2,0,0,0,0,0,1,0,64
291279602002,564,390,66,108,0,0,521,4,4,1,1,33,521,4,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33
291279602003,636,458,69,109,0,0,578,7,3,3,3,42,578,3,7,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,42
291279602004,470,324,50,96,0,0,428,0,1,7,3,31,428,1,0,0,4,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,31
291279603001,529,324,67,138,0,0,475,5,2,1,1,45,475,2,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,45
291279603002,588,342,52,194,0,0,525,1,11,2,7,42,525,11,0,2,0,1,0,0,0,0,1,0,3,2,0,0,0,1,0,0,42
291279603003,803,479,74,250,0,0,722,8,5,6,5,57,722,5,8,1,2,3,1,0,0,0,1,1,2,0,0,0,0,0,0,0,57
291279603004,428,265,45,118,0,0,388,8,1,3,2,26,388,1,4,1,1,1,0,0,1,0,0,1,0,0,0,0,0,4,0,0,26
291279604001,981,606,149,226,0,0,845,10,9,14,2,101,845,9,10,2,0,9,0,4,1,0,0,0,0,0,0,0,0,0,0,0,101
291279604002,1490,800,236,454,0,0,1275,21,55,12,11,116,1275,55,20,5,7,2,2,1,2,0,0,1,0,0,1,0,2,1,0,0,116
291279604003,521,330,71,120,0,0,471,13,1,5,3,28,471,0,13,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,28
291279605001,541,199,93,249,0,0,436,10,41,3,4,47,436,41,10,1,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,47
