BlockGroupID,total_reg,party_rep,party_dem,party_npp,party_lib,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_64,eth2_93,eth2_10,eth2_30,eth2_23,eth2_21,eth2_34,eth2_14,eth2_61,eth2_12,eth2_38,eth2_35,eth2_15,eth2_55,eth2_59,eth2_unk
190399601001,549,169,158,216,4,2,0,0,427,73,5,4,6,34,427,72,5,1,2,2,1,2,0,0,0,0,0,0,0,0,34
190399601002,935,331,269,326,5,4,0,0,760,101,0,12,7,55,760,101,0,3,0,4,1,3,2,0,1,2,0,1,0,0,55
190399601003,728,245,226,248,6,3,0,0,585,74,2,5,4,58,585,74,2,0,0,1,1,3,3,0,0,0,0,0,0,0,58
190399601004,622,225,159,233,4,1,0,0,493,72,4,6,5,42,493,72,3,0,3,3,1,1,0,1,0,0,0,0,0,0,42
190399602001,735,316,176,237,4,2,0,0,663,7,0,7,2,56,663,7,0,5,2,0,2,0,0,0,0,0,0,0,0,0,56
190399602002,851,389,192,261,9,0,0,0,773,21,0,3,0,54,773,21,0,1,0,0,1,0,0,0,0,0,0,1,0,0,54
190399603001,671,287,153,228,2,1,0,0,597,15,3,2,6,48,597,15,3,0,1,1,0,3,1,1,0,0,0,0,0,0,48
190399603002,837,414,170,248,3,2,0,0,760,7,0,8,7,55,760,7,0,4,1,1,1,6,1,0,1,0,0,0,0,0,55
191290401001,453,255,73,123,2,0,0,0,385,2,0,6,3,57,385,2,0,5,2,1,0,0,0,0,0,1,0,0,0,0,57
191290401002,361,189,44,123,4,1,0,0,325,2,0,2,7,25,325,2,0,1,3,0,0,2,0,0,1,0,0,0,0,0,25
191290401003,395,207,83,101,3,1,0,0,355,8,0,2,8,22,355,8,0,1,2,0,0,6,1,0,0,0,0,0,0,0,22
191290401004,802,390,179,226,5,2,0,0,720,7,1,5,4,65,720,7,1,2,1,0,2,1,1,0,0,1,0,0,0,0,65
191290402011,367,184,70,108,5,0,0,0,322,14,0,0,4,27,322,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,27
191290402012,1039,616,177,238,7,1,0,0,892,23,1,3,3,117,892,23,1,0,0,1,1,1,0,1,0,0,0,0,0,0,117
191290402021,1736,980,316,422,16,2,0,0,1459,29,0,14,8,226,1459,27,0,3,0,0,0,4,2,1,3,2,1,4,0,0,226
191290402022,1098,652,196,242,7,1,0,0,953,27,2,8,7,101,953,26,2,1,1,0,2,2,4,1,0,1,0,0,0,1,101
191290403011,1022,473,228,300,17,4,0,0,910,22,1,4,5,80,910,21,1,1,0,1,0,0,2,0,0,0,0,0,2,0,80
191290403012,737,344,160,223,7,3,0,0,632,14,1,5,5,80,632,14,1,1,0,1,0,5,1,0,2,0,0,0,0,0,80
191290403021,1222,635,271,299,17,0,0,0,1060,14,0,11,6,131,1060,14,0,7,0,0,0,1,2,0,2,2,0,0,0,2,131
191290403022,774,411,161,189,11,2,0,0,679,27,1,5,8,54,679,27,1,3,0,1,1,3,0,0,0,0,2,0,2,0,54
191290403023,274,127,54,90,2,1,0,0,238,9,0,5,0,22,238,9,0,2,0,1,2,0,0,0,0,0,0,0,0,0,22
191434601001,767,498,94,173,1,1,0,0,584,26,0,7,5,145,584,23,0,2,0,4,1,1,0,0,0,0,0,0,0,0,145
191434601002,342,178,44,117,3,0,0,0,244,26,0,6,1,65,244,26,0,1,1,2,0,0,0,0,2,0,0,0,0,0,65
191434601003,664,397,89,174,3,1,0,0,526,30,0,1,3,104,526,30,0,1,0,0,0,3,0,0,0,0,0,0,0,0,104
191434601004,418,282,35,99,2,0,0,0,345,4,0,1,0,68,345,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68
191434602001,432,268,59,104,0,1,0,0,346,11,1,3,0,71,346,11,1,2,0,0,0,0,1,0,0,0,0,0,0,0,71
191434602002,403,270,37,94,2,0,0,0,338,11,1,2,3,48,338,11,1,1,3,0,0,0,1,0,0,0,0,0,0,0,48
191434602003,524,344,57,119,3,1,0,0,420,4,0,3,2,95,420,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,95
191434602004,511,301,60,144,3,3,0,0,403,7,0,5,4,92,403,7,0,0,3,1,1,0,3,0,0,0,0,0,0,0,92
190650801001,631,270,161,195,4,1,0,0,520,6,1,7,1,96,520,6,1,2,0,2,3,1,0,0,0,0,0,0,0,0,96
190650801002,358,140,101,113,4,0,0,0,284,4,0,2,4,64,284,4,0,2,2,0,0,0,0,0,0,0,0,0,2,0,64
190650801003,546,260,135,150,1,0,0,0,450,3,1,5,3,84,450,3,1,3,0,1,1,0,0,0,0,0,0,0,3,0,84
190650802001,889,297,248,334,6,4,0,0,738,18,5,3,10,115,738,18,4,1,3,0,1,3,0,0,1,0,2,0,1,0,115
190650802002,427,206,82,136,3,0,0,0,369,3,0,2,8,45,369,3,0,2,0,0,0,0,0,0,0,2,2,0,0,0,45
190650802003,466,196,125,143,1,1,0,0,393,6,0,3,3,61,393,6,0,2,0,1,0,0,0,0,0,0,1,0,2,0,61
190650802004,310,123,79,104,3,1,0,0,267,4,0,2,2,35,267,4,0,1,0,0,0,0,1,0,0,0,2,0,0,0,35
190650803001,633,206,190,236,1,0,0,0,546,9,0,1,3,74,546,9,0,1,1,0,0,2,0,0,0,0,0,0,0,0,74
190650803002,989,330,258,396,5,0,0,0,842,11,0,9,6,121,842,11,0,5,1,0,1,3,1,0,2,0,1,0,0,0,121
190650804001,900,261,324,308,6,1,0,0,727,28,4,1,13,127,727,28,4,0,0,0,0,3,0,0,1,2,5,0,0,0,127
190650804002,635,128,232,271,2,2,0,0,538,18,3,5,5,66,538,18,3,4,2,0,0,1,1,0,0,0,1,0,0,0,66
190650805001,598,141,226,227,0,4,0,0,498,21,2,3,9,65,498,21,2,0,0,2,0,4,0,0,1,2,1,0,0,0,65
190650805002,770,198,297,271,3,1,0,0,622,22,1,3,4,118,622,22,1,1,0,1,0,1,0,0,1,0,0,0,1,0,118
190650805003,345,70,127,144,2,2,0,0,288,12,2,1,5,37,288,12,2,0,1,1,0,1,0,0,0,1,1,0,0,0,37
190650805004,360,77,141,140,2,0,0,0,307,5,1,4,2,41,307,5,1,2,0,0,0,1,1,0,0,0,0,1,1,0,41
190650806001,614,326,116,169,2,1,0,0,538,4,0,2,4,66,538,4,0,1,0,1,0,0,0,0,0,0,3,0,0,1,66
190650806002,522,255,103,164,0,0,0,0,463,2,0,0,1,56,463,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56
190650806003,500,242,106,146,5,1,0,0,407,6,0,1,0,86,407,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86
190650807001,521,233,121,163,1,3,0,0,439,10,0,1,0,71,439,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71
190650807002,408,144,110,153,1,0,0,0,353,1,0,0,1,53,353,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53
190650807003,405,182,81,139,1,2,0,0,343,4,0,0,7,51,343,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,51
190650807004,447,204,122,117,3,1,0,0,363,6,0,1,0,77,363,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77
190079501001,611,260,143,207,1,0,0,0,558,3,0,3,8,39,558,3,0,1,4,1,0,1,1,1,0,0,0,0,1,0,39
190079501002,1183,544,230,404,5,0,0,0,1062,7,0,3,5,106,1062,7,0,3,1,0,0,0,0,0,0,0,0,0,0,0,106
190079502001,755,364,164,223,4,0,0,0,654,8,1,6,3,83,654,8,1,3,0,0,1,0,2,2,0,1,0,0,0,0,83
190079502002,574,216,153,200,4,1,0,0,501,3,0,3,17,50,501,3,0,2,2,0,0,0,0,4,0,0,0,1,0,3,50
190079503001,906,346,269,284,6,1,0,0,790,11,1,11,13,80,790,11,1,4,3,5,0,2,1,2,0,0,0,1,0,4,80
190079503002,1005,407,256,336,4,2,0,0,865,32,0,2,14,92,865,32,0,1,1,1,0,0,0,7,0,4,0,0,0,0,92
190079504001,1022,386,299,319,15,3,0,0,910,16,1,8,18,69,910,16,1,1,2,1,0,3,1,4,0,0,0,3,1,0,69
190079504002,803,286,229,283,3,2,0,0,685,19,5,4,17,73,685,19,5,1,3,2,1,2,0,5,0,0,0,0,0,3,73
190079505001,594,254,141,196,2,1,0,0,511,9,0,3,15,56,511,9,0,1,4,0,0,1,2,5,0,0,0,0,4,1,56
190079505002,809,361,207,236,4,1,0,0,723,3,0,2,6,75,723,3,0,1,0,0,0,1,1,2,0,0,0,0,0,2,75
191956901001,597,229,134,229,5,0,0,0,495,8,0,1,5,88,495,8,0,0,2,0,1,0,0,0,0,0,0,0,3,0,88
191956901002,608,236,150,220,0,2,0,0,481,14,0,5,2,106,481,14,0,1,0,0,0,1,1,0,1,0,0,2,0,0,106
191956901003,556,238,134,182,2,0,0,0,450,7,1,8,8,82,450,7,1,3,7,0,5,0,0,0,0,0,0,0,0,0,82
191956902001,714,296,171,244,3,0,0,0,592,22,0,10,3,87,592,22,0,1,2,0,4,0,5,0,0,0,0,0,0,0,87
191956902002,909,401,227,275,5,1,0,0,712,8,0,4,6,179,712,8,0,3,4,0,1,0,0,0,0,2,0,0,0,0,179
191956903001,447,189,110,147,1,0,0,0,361,6,0,1,3,76,361,6,0,1,0,0,0,1,0,1,0,0,0,0,1,0,76
191956903002,498,183,123,189,3,0,0,0,413,7,1,2,1,74,413,7,1,1,0,1,0,0,0,0,0,0,0,0,1,0,74
191956903003,468,91,150,225,2,0,0,0,396,11,3,1,5,52,396,11,3,1,0,0,0,1,0,0,0,1,0,0,0,0,52
191956903004,520,156,178,185,0,1,0,0,439,11,0,2,5,63,439,11,0,2,2,0,0,0,0,0,0,2,0,0,0,1,63
190430701001,682,231,218,228,4,1,0,0,604,8,0,3,7,60,604,8,0,2,2,0,0,2,0,0,1,0,0,0,2,0,60
190430701002,568,207,120,235,6,0,0,0,469,4,0,1,2,92,469,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,92
190430701003,800,255,240,300,4,1,0,0,681,12,5,1,11,90,681,12,5,0,0,0,0,3,0,0,1,0,1,0,2,0,90
190430702001,410,165,87,154,3,1,0,0,331,3,0,1,6,69,331,3,0,0,0,1,0,3,0,0,0,1,0,0,0,0,69
190430702002,661,278,128,254,1,0,0,0,488,18,5,16,17,117,488,18,5,3,12,0,1,3,12,0,0,0,1,0,0,0,117
190430702003,450,181,112,153,4,0,0,0,373,4,1,1,1,70,373,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,70
190430702004,585,206,147,231,1,0,0,0,475,2,0,5,3,100,475,2,0,1,2,0,0,1,4,0,0,0,0,0,0,0,100
190430703001,583,237,124,219,3,0,0,0,497,6,0,3,4,73,497,6,0,2,0,0,1,0,0,0,0,0,1,0,2,0,73
190430703002,565,180,156,228,0,1,0,0,494,5,0,4,2,60,494,5,0,2,2,0,0,0,2,0,0,0,0,0,0,0,60
190430703003,470,143,175,151,1,0,0,0,406,6,0,4,3,51,406,6,0,3,0,0,1,3,0,0,0,0,0,0,0,0,51
190430703004,520,163,206,148,2,1,0,0,472,1,0,2,1,44,472,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,44
190430704001,409,133,128,147,1,0,0,0,341,3,0,3,0,62,341,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62
190430704002,555,195,136,218,6,0,0,0,472,3,0,4,1,75,472,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,75
190430704003,846,248,285,306,4,3,0,0,719,5,0,5,9,108,719,5,0,2,0,3,0,1,0,0,0,6,2,0,0,0,108
190430705001,720,260,188,266,5,1,0,0,627,9,0,2,11,71,627,9,0,0,0,0,1,0,0,1,0,7,1,0,0,0,71
190430705002,571,149,191,230,1,0,0,0,417,0,0,0,32,122,417,0,0,0,0,0,0,2,0,0,0,28,0,0,0,0,122
190430706001,554,214,158,179,2,1,0,0,481,2,0,2,2,67,481,2,0,0,1,0,0,0,0,0,2,0,0,0,0,1,67
190430706002,824,326,201,291,4,2,0,0,692,10,0,6,3,113,692,10,0,3,0,0,0,3,2,0,1,0,0,0,0,0,113
190430706003,692,259,184,240,7,2,0,0,581,12,0,2,2,95,581,12,0,1,0,0,0,1,0,0,1,0,1,0,0,0,95
190130001001,435,49,264,114,4,4,0,0,197,24,172,2,5,35,197,22,171,1,3,0,0,2,1,0,0,0,0,0,0,0,35
190130001002,399,46,255,94,4,0,0,0,228,7,108,7,8,41,228,7,108,2,2,2,0,4,1,0,1,1,0,0,1,0,41
190130002001,542,90,249,193,5,5,0,0,330,42,45,12,20,93,330,41,45,3,6,2,4,1,0,11,0,0,1,0,0,0,93
190130002002,622,87,282,244,6,3,0,0,393,59,62,19,21,68,393,59,61,9,2,1,5,2,2,12,0,0,0,0,0,1,68
190130003001,612,84,304,216,6,2,0,0,391,34,109,11,13,54,391,34,108,3,3,2,5,0,0,5,0,0,1,0,0,0,54
190130003002,691,124,345,215,5,2,0,0,434,28,126,21,7,75,434,28,126,8,1,3,2,1,5,3,1,0,0,0,0,0,75
190130004001,479,108,190,178,2,1,0,0,398,6,20,2,6,47,398,6,20,1,1,1,0,0,0,2,0,0,0,0,0,2,47
190130004002,414,90,183,135,6,0,0,0,349,13,4,9,9,30,349,12,4,5,0,2,2,0,0,3,0,0,4,0,0,1,30
190130005001,301,41,141,115,2,2,0,0,198,17,56,1,6,23,198,17,56,0,2,1,0,0,0,0,0,0,0,0,0,0,23
190130005002,443,46,258,134,3,2,0,0,228,32,149,2,1,31,228,32,149,0,0,0,0,0,2,0,0,0,0,0,0,0,31
190130007001,664,62,409,188,1,4,0,0,233,92,273,15,9,42,233,91,273,4,4,2,4,0,3,3,1,0,0,0,0,0,42
190130008001,348,36,194,117,1,0,0,0,208,27,82,2,2,27,208,27,82,2,0,0,0,1,0,1,0,0,0,0,0,0,27
190130008002,898,161,405,324,8,0,0,0,710,66,17,9,3,93,710,65,17,4,1,0,3,0,1,0,1,0,0,0,0,0,93
190130008003,584,117,258,205,3,1,0,0,504,13,17,4,0,46,504,13,17,2,0,0,0,0,2,0,0,0,0,0,0,0,46
190130009001,749,139,409,194,6,1,0,0,503,24,69,8,59,86,503,23,67,3,10,2,1,1,0,26,1,0,0,1,0,8,86
190130009002,504,121,194,185,4,0,0,0,344,22,17,15,24,82,344,22,17,1,9,5,9,2,0,7,0,0,1,0,0,0,82
190130010001,694,143,304,238,4,5,0,0,528,34,3,13,39,77,528,34,3,5,9,2,3,2,2,20,0,4,0,0,0,2,77
190130010002,386,91,174,113,6,2,0,0,286,15,3,7,30,45,286,15,3,5,3,2,0,2,0,16,0,0,0,0,1,0,45
190130010003,553,128,271,150,1,3,0,0,380,18,4,24,43,84,380,18,4,9,12,1,5,0,7,26,0,0,0,0,0,1,84
190130010004,558,142,230,179,7,0,0,0,400,15,3,13,61,66,400,15,3,5,9,3,3,4,2,30,0,0,0,0,0,9,66
190130011001,731,137,340,249,3,2,0,0,529,28,43,12,32,87,529,28,43,6,6,0,3,1,1,11,0,1,1,0,0,5,87
190130011002,837,151,389,287,9,1,0,0,569,67,25,22,59,95,569,67,25,6,12,4,6,7,0,22,4,0,0,0,0,7,95
190130012001,1012,250,440,314,7,1,0,0,759,22,6,26,72,127,759,22,6,12,19,4,5,3,3,25,0,1,2,0,0,0,127
190130012002,447,86,210,146,4,1,0,0,319,17,4,3,40,64,319,17,4,2,5,1,0,2,0,20,0,0,0,0,0,9,64
190130013011,1133,291,525,306,10,1,0,0,791,26,35,26,85,170,791,26,33,13,14,2,3,1,2,38,1,0,0,1,0,9,170
190130013012,1213,323,553,330,5,2,0,0,843,29,80,27,86,148,843,29,78,7,18,3,9,3,4,40,2,1,0,0,1,5,148
190130013021,821,219,356,242,1,3,0,0,609,19,29,13,45,106,609,19,29,4,8,3,1,0,0,17,3,2,0,0,0,10,106
190130013022,1471,489,580,396,4,2,0,0,1113,18,36,27,98,179,1113,18,36,18,23,6,0,11,2,44,1,1,0,0,0,6,179
190130014001,589,168,233,182,4,2,0,0,470,14,0,12,8,85,470,14,0,6,0,2,2,1,2,4,0,0,0,0,2,0,85
190130014002,592,111,264,213,4,0,0,0,465,18,10,5,19,75,465,18,10,2,5,0,0,4,0,3,3,2,2,0,1,1,75
190130014003,366,69,169,124,2,2,0,0,277,12,31,1,9,36,277,10,31,0,1,0,0,0,0,6,0,0,0,0,0,0,36
190130014004,844,239,373,226,5,1,0,0,687,24,5,9,23,96,687,24,5,4,2,1,1,6,1,6,2,0,0,0,2,3,96
190130014005,940,311,384,238,4,3,0,0,744,34,7,16,24,115,744,34,6,6,10,2,5,5,2,3,0,0,0,0,2,1,115
190130015011,1016,267,441,298,5,5,0,0,833,22,10,9,40,102,833,22,10,1,11,0,4,0,2,17,2,1,0,0,0,4,102
190130015012,1038,396,364,270,7,1,0,0,802,27,34,24,27,124,802,27,33,8,12,9,4,2,3,8,0,0,0,0,0,2,124
190130015021,992,275,360,346,9,2,0,0,833,21,19,10,13,96,833,21,19,4,7,1,2,2,2,2,1,1,0,0,0,1,96
190130015022,1565,413,628,506,16,2,0,0,1243,40,36,10,42,194,1243,40,36,4,13,1,2,5,1,17,0,0,0,2,0,3,194
190130015031,436,101,183,148,4,0,0,0,357,11,1,5,1,61,357,11,1,0,1,1,4,0,0,0,0,0,0,0,0,0,61
190130015032,1083,342,417,317,6,1,0,0,940,18,7,13,13,92,940,18,7,8,4,2,1,2,2,1,0,0,0,0,2,1,92
190130015033,1074,288,429,344,9,4,0,0,899,23,19,7,13,113,899,23,19,3,3,0,1,0,2,5,0,1,0,0,1,0,113
190130016001,873,169,406,285,5,8,0,0,665,51,76,4,7,70,665,51,76,0,2,1,0,3,3,0,0,0,0,0,2,0,70
190130016002,745,111,401,226,6,1,0,0,529,16,126,7,5,62,529,15,126,4,1,0,2,1,1,1,0,0,0,0,0,0,62
190130017011,506,38,317,147,4,0,0,0,195,27,248,3,4,29,195,27,248,0,1,0,0,0,0,1,0,0,0,2,0,0,29
190130017012,632,34,454,137,4,3,0,0,97,18,496,4,3,14,97,18,495,1,1,1,1,1,0,0,1,0,0,0,0,0,14
190130017021,787,143,412,224,6,2,0,0,489,36,180,18,6,58,489,35,180,6,1,2,4,0,3,0,0,1,0,0,0,0,58
190130017022,713,46,490,169,4,4,0,0,176,19,475,3,6,34,176,19,474,1,1,0,0,0,2,1,0,0,3,0,0,0,34
190130018001,810,32,610,165,3,0,0,0,74,23,687,5,5,16,74,23,687,2,2,3,0,1,0,2,0,0,0,0,0,0,16
190130019001,425,38,270,114,2,1,0,0,131,22,247,4,0,21,131,22,247,0,0,0,0,0,1,0,0,0,0,0,0,0,21
190130019002,503,77,286,133,6,1,0,0,264,13,182,6,2,36,264,13,181,4,1,2,0,0,0,1,0,0,0,0,0,0,36
190130019003,305,39,154,106,5,1,0,0,204,22,53,1,3,22,204,22,53,1,1,0,0,0,0,0,0,0,0,0,0,0,22
190130020001,851,221,319,300,11,0,0,0,721,23,5,9,1,92,721,22,5,9,0,0,0,0,0,0,0,0,0,0,0,0,92
190130020002,1089,248,440,394,6,1,0,0,904,21,8,5,15,136,904,21,8,1,0,2,1,2,1,2,0,0,0,0,0,7,136
190130020003,1550,381,578,570,17,4,0,0,1262,33,22,9,16,208,1262,33,21,3,6,1,1,0,3,4,0,1,0,0,0,3,208
190130022001,531,151,206,163,9,2,0,0,444,12,7,6,5,57,444,12,7,0,3,1,0,0,3,1,1,0,0,0,1,0,57
190130022002,446,102,167,171,6,0,0,0,384,11,3,5,2,41,384,11,2,3,0,1,0,1,0,0,0,0,0,1,0,1,41
190130022003,538,125,227,182,4,0,0,0,451,12,1,5,3,66,451,11,1,1,1,1,3,1,0,1,0,0,0,0,0,0,66
190130022004,581,119,255,204,2,1,0,0,480,19,1,13,11,57,480,19,1,6,2,0,1,6,4,0,1,0,1,0,0,0,57
190130022005,794,174,363,248,7,2,0,0,687,14,4,10,9,70,687,14,4,4,5,1,1,3,3,0,0,0,0,0,0,0,70
190130023011,429,92,184,148,4,1,0,0,335,11,2,3,10,68,335,11,2,1,2,0,1,4,1,1,0,0,1,0,0,1,68
190130023012,522,138,197,179,6,2,0,0,407,11,12,13,16,63,407,11,12,4,7,2,2,0,4,3,1,0,3,0,0,0,63
190130023013,402,89,175,129,8,1,0,0,327,8,2,3,6,56,327,8,2,0,0,2,0,1,1,0,0,1,0,0,0,0,56
190130023031,677,142,254,268,12,1,0,0,541,24,6,10,9,87,541,23,6,4,5,2,2,1,0,0,2,1,1,0,0,0,87
190130023032,409,79,106,220,4,0,0,0,305,16,3,2,8,75,305,16,3,2,2,0,0,3,0,0,0,0,0,0,0,1,75
190130023033,876,144,335,375,21,1,0,0,684,49,12,15,17,99,684,49,12,4,6,3,2,7,3,0,2,0,0,0,0,2,99
190130023041,451,113,196,138,4,0,0,0,361,4,0,3,12,71,361,4,0,3,5,0,0,4,0,0,0,3,0,0,0,0,71
190130023042,750,172,290,285,2,1,0,0,586,28,5,5,29,97,586,27,5,1,17,3,1,2,0,4,0,2,0,0,0,0,97
190130023043,673,161,301,201,8,2,0,0,568,9,4,12,10,70,568,8,4,5,3,4,2,1,1,0,0,0,0,0,0,0,70
190130024001,424,130,164,123,7,0,0,0,348,9,2,4,1,60,348,9,2,1,1,2,0,0,0,0,1,0,0,0,0,0,60
190130024002,595,173,279,142,1,0,0,0,493,15,0,2,6,79,493,15,0,1,3,1,0,0,0,0,0,1,1,0,0,0,79
190130024003,746,201,292,249,3,1,0,0,613,11,5,7,7,103,613,11,4,1,1,3,3,1,0,2,0,0,0,0,1,0,103
190130024004,606,197,245,163,1,0,0,0,511,13,2,7,14,59,511,13,2,2,4,1,0,4,1,1,1,0,0,0,0,1,59
190130024005,651,200,267,180,4,0,0,0,536,16,1,6,6,86,536,16,1,3,2,1,1,2,1,0,0,1,0,0,0,0,86
190130025001,1740,628,578,526,7,1,0,0,1396,27,5,40,43,229,1396,25,5,9,21,19,6,7,5,3,0,0,4,1,0,0,229
190130025002,1221,385,471,359,5,1,0,0,1059,19,2,19,12,110,1059,18,2,7,7,2,4,0,3,0,3,2,1,0,0,1,110
190130025003,1046,268,399,368,8,3,0,0,852,26,7,11,10,140,852,25,7,2,3,1,4,0,1,0,3,0,0,0,0,0,140
190130026011,500,119,184,196,0,1,0,0,406,11,3,5,7,68,406,11,3,2,2,0,2,2,1,0,0,3,0,0,0,0,68
190130026012,1358,419,439,486,8,6,0,0,1103,36,6,30,20,163,1103,36,6,12,5,5,5,1,5,3,1,0,3,1,2,2,163
190130026013,1939,754,651,526,8,0,0,0,1589,39,16,37,46,212,1589,39,15,22,22,5,6,3,1,10,3,2,2,0,0,1,212
190130026041,811,268,279,261,3,0,0,0,684,4,6,6,9,102,684,4,6,4,1,0,2,3,0,1,0,1,0,0,0,0,102
190130026042,1526,481,482,551,12,0,0,0,1295,19,1,7,11,193,1295,19,1,6,2,0,1,4,0,0,0,2,2,0,0,0,193
190130026043,568,157,194,213,1,3,0,0,492,10,1,3,10,52,492,10,1,1,0,1,0,2,0,1,0,0,2,0,0,0,52
190130026051,1313,416,409,473,12,3,0,0,1065,28,5,34,29,152,1065,28,5,8,13,12,5,6,5,0,2,2,0,0,1,5,152
190130026052,1050,333,372,336,8,1,0,0,843,16,12,18,19,142,843,16,12,7,7,5,0,8,5,1,1,0,0,0,1,0,142
190130026053,1723,645,531,540,5,2,0,0,1396,35,4,43,52,193,1396,34,4,12,25,22,5,5,3,5,1,0,2,0,0,2,193
190130026061,1534,532,442,550,10,0,0,0,1235,25,6,25,34,209,1235,25,6,12,11,8,0,6,4,7,1,0,2,0,0,0,209
190130026062,1988,798,563,607,18,2,0,0,1657,26,1,53,34,217,1657,26,1,13,15,34,2,9,2,2,1,0,1,1,2,1,217
190130027001,466,204,98,159,4,1,0,0,411,7,1,1,1,45,411,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,45
190130027002,442,145,136,155,6,0,0,0,381,5,0,2,3,51,381,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,51
190130027003,972,245,311,406,8,2,0,0,875,13,1,0,7,76,875,13,1,0,1,0,0,2,0,1,0,0,1,0,0,1,76
190130027004,919,302,311,298,6,2,0,0,815,10,0,2,5,87,815,10,0,1,2,1,0,0,0,0,0,0,0,0,0,2,87
190130028001,598,216,134,246,2,0,0,0,489,9,0,3,5,92,489,9,0,3,0,0,0,2,0,1,0,0,0,0,0,0,92
190130028002,742,241,194,303,4,0,0,0,645,8,0,4,4,81,645,8,0,1,2,0,2,2,1,0,0,0,0,0,0,0,81
190130028003,723,260,165,296,0,2,0,0,621,2,0,12,3,85,621,2,0,10,0,0,1,0,1,0,0,2,0,0,0,0,85
190130029011,933,286,325,316,6,0,0,0,778,21,1,3,16,114,778,19,1,2,6,0,1,2,0,4,0,0,2,0,1,1,114
190130029021,1097,346,342,397,9,3,0,0,950,19,0,12,4,112,950,18,0,6,0,0,2,1,4,0,0,1,0,0,0,1,112
190130029022,711,245,190,270,4,2,0,0,599,5,0,6,7,94,599,4,0,6,1,0,0,1,0,1,0,3,0,0,0,0,94
190130029023,883,253,252,368,6,4,0,0,788,17,0,3,5,70,788,17,0,2,0,0,0,1,1,0,0,2,0,0,0,0,70
190130030011,1746,632,525,572,12,5,0,0,1369,27,4,35,68,243,1369,27,4,13,14,11,1,6,8,34,1,2,0,0,1,3,243
190130030012,1027,346,373,301,6,1,0,0,852,22,10,12,26,105,852,21,10,5,9,0,6,2,0,7,0,0,0,0,0,5,105
190130030013,737,173,288,264,11,1,0,0,617,22,9,6,18,65,617,22,9,4,5,0,2,0,0,8,0,0,1,0,1,2,65
190130030021,1130,468,262,388,9,3,0,0,955,13,0,9,14,139,955,13,0,3,0,2,0,5,2,2,2,3,1,0,0,3,139
190130030022,1047,421,246,372,5,3,0,0,894,16,0,2,2,133,894,16,0,0,0,0,1,1,0,0,1,0,0,0,0,0,133
190130030023,814,377,168,266,2,1,0,0,689,7,0,2,11,105,689,7,0,2,1,0,0,6,0,4,0,0,0,0,0,0,105
190350801011,381,173,82,124,2,0,0,0,330,13,0,5,0,33,330,13,0,0,0,2,0,0,0,0,3,0,0,0,0,0,33
190350801012,825,380,207,233,5,0,0,0,695,21,0,6,3,100,695,21,0,1,0,3,0,1,2,0,0,0,0,0,0,0,100
190350801013,626,309,129,185,3,0,0,0,519,19,0,2,2,84,519,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,84
190350801021,595,353,100,141,1,0,0,0,519,11,0,3,1,61,519,11,0,2,0,1,0,0,0,0,0,0,0,0,0,0,61
190350801022,637,323,141,171,1,1,0,0,535,19,6,11,4,62,535,19,6,4,1,4,0,0,2,0,0,0,1,1,1,0,62
190350801023,418,188,83,144,2,1,0,0,368,10,4,3,1,32,368,9,4,0,1,1,1,0,0,0,1,0,0,0,0,0,32
190350802001,516,322,72,119,2,1,0,0,441,3,0,3,2,67,441,3,0,2,0,1,0,2,0,0,0,0,0,0,0,0,67
190350802002,524,323,68,131,2,0,0,0,469,1,0,5,0,49,469,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,49
190350802003,810,440,126,236,6,2,0,0,683,11,0,5,1,110,683,10,0,3,0,1,1,1,0,0,0,0,0,0,0,0,110
190350803001,410,226,70,113,1,0,0,0,359,7,0,1,2,41,359,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41
190350803002,709,382,101,226,0,0,0,0,625,4,0,2,5,73,625,4,0,1,3,0,0,0,1,0,0,0,1,0,0,0,73
190350804001,356,176,61,119,0,0,0,0,319,5,0,4,0,28,319,5,0,2,0,0,1,0,1,0,0,0,0,0,0,0,28
190350804002,737,388,137,211,0,1,0,0,623,23,0,3,1,87,623,23,0,1,0,0,1,0,1,0,0,0,1,0,0,0,87
