BlockGroupID,total_reg,party_rep,party_dem,party_npp,party_lib,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_64,eth2_93,eth2_10,eth2_30,eth2_21,eth2_23,eth2_81,eth2_14,eth2_34,eth2_12,eth2_32,eth2_unk
400079516001,499,399,63,36,1,0,0,431,21,0,6,3,38,431,21,0,1,1,0,0,0,0,0,0,0,38
400079516002,86,63,11,12,0,0,0,72,10,0,0,0,4,72,10,0,0,0,0,0,0,0,0,0,0,4
400079516003,572,442,67,61,2,0,0,458,69,1,1,3,40,458,69,1,1,1,0,0,0,0,0,0,0,40
400079517001,6,5,1,0,0,0,0,4,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,2
400079517002,258,214,20,24,0,0,0,226,5,0,0,4,23,226,5,0,0,0,0,0,0,0,4,0,0,23
400079518001,396,296,46,51,3,0,0,321,34,2,2,2,35,321,34,2,1,0,0,1,0,0,1,0,0,35
400079518002,572,450,70,51,1,0,0,491,29,0,3,4,45,491,29,0,2,1,0,1,0,0,2,0,0,45
400739581001,107,75,15,16,1,0,0,86,9,2,0,0,10,86,9,2,0,0,0,0,0,0,0,0,0,10
400739581002,595,422,101,68,4,0,0,465,73,0,3,8,46,465,73,0,2,0,0,1,0,0,1,0,0,46
400739581003,902,648,175,73,6,0,0,718,95,1,7,4,77,718,95,1,3,0,1,0,0,3,2,0,0,77
400739581004,178,139,18,20,1,0,0,149,11,0,1,3,14,149,11,0,0,0,0,1,1,0,0,0,0,14
400739582001,327,263,48,16,0,0,0,278,4,0,0,0,45,278,4,0,0,0,0,0,0,0,0,0,0,45
400739582002,694,514,110,67,3,0,0,593,32,0,5,3,61,593,32,0,2,0,0,2,0,1,0,0,0,61
400739583001,904,640,170,85,9,0,0,753,45,1,8,12,85,753,45,1,1,0,1,2,1,2,7,2,0,85
400739583002,398,275,84,36,3,0,0,337,29,3,1,2,26,337,29,3,0,0,0,1,1,0,0,0,0,26
400739583003,1649,1282,249,109,9,0,0,1427,59,2,4,4,153,1427,59,2,1,1,0,2,0,0,0,1,0,153
400739583004,559,411,102,43,3,0,0,463,35,1,4,3,53,463,35,1,1,0,0,1,1,2,2,0,0,53
400739584001,602,465,98,39,0,0,0,533,8,0,0,1,60,533,8,0,0,0,0,0,0,0,1,0,0,60
400739584002,620,437,106,73,4,0,0,542,17,10,6,5,40,542,16,10,0,3,4,1,0,1,0,0,0,40
401335831001,239,116,85,36,2,0,0,185,1,13,1,5,34,185,1,13,0,0,0,0,5,0,0,0,0,34
401335831002,280,145,100,34,1,0,0,249,2,6,1,1,21,249,2,6,0,0,1,0,0,0,0,0,0,21
401335832001,455,238,163,51,3,0,0,403,13,2,2,5,30,403,12,2,2,3,0,0,1,0,0,0,0,30
401335832002,643,335,221,84,3,0,0,533,28,3,4,5,70,533,28,3,2,2,0,1,3,0,0,1,0,70
401335832003,298,173,92,31,2,0,0,257,6,6,7,2,20,257,6,6,1,0,2,4,0,0,0,0,2,20
401335833001,482,240,169,67,6,0,0,431,22,2,2,3,22,431,22,2,2,0,0,0,1,0,1,0,0,22
401335833002,304,139,110,54,1,0,0,254,7,9,1,9,24,254,7,9,0,3,0,1,4,0,0,0,0,24
401335833003,1277,649,456,166,6,0,0,1098,39,25,7,16,92,1098,39,25,3,3,2,1,5,1,1,0,0,92
401335834001,352,194,92,63,3,0,0,311,10,2,2,2,25,311,10,2,2,0,0,0,0,0,0,0,0,25
401335834002,240,115,94,28,3,0,0,220,5,1,1,0,13,220,5,1,0,0,0,0,0,1,0,0,0,13
401335834003,401,157,164,80,0,0,0,324,11,9,0,15,42,324,11,9,0,1,0,0,8,0,1,0,2,42
401335834004,257,102,99,56,0,0,0,216,9,2,1,11,18,216,9,2,0,5,0,1,6,0,0,0,0,18
401335834005,426,187,154,83,2,0,0,361,17,6,5,6,31,361,16,6,4,0,0,0,4,1,0,0,0,31
401335835001,295,105,125,61,4,0,0,228,8,18,6,8,27,228,7,18,0,1,4,2,6,0,0,0,0,27
401335835002,313,105,138,70,0,0,0,263,8,11,1,5,25,263,8,11,1,0,0,0,4,0,0,0,1,25
401335835003,244,88,108,45,3,0,0,202,7,3,0,7,25,202,7,3,0,2,0,0,4,0,0,0,0,25
401335836001,427,210,164,47,6,0,0,350,5,29,3,4,36,350,5,29,0,0,0,0,2,2,0,0,0,36
401335836002,422,147,208,66,1,0,0,319,12,42,3,8,38,319,12,42,3,0,0,0,4,0,0,0,0,38
401335836003,272,88,135,48,1,0,0,209,4,39,0,4,16,209,3,39,0,0,0,0,4,0,0,0,0,16
401335836004,278,67,176,32,3,0,0,156,4,98,2,5,13,156,4,98,1,1,0,1,4,0,0,0,0,13
401335836005,325,99,180,45,1,0,0,228,6,55,1,10,25,228,4,55,0,2,1,0,6,0,1,0,0,25
401335837001,234,103,91,38,2,0,0,202,6,3,2,5,16,202,6,3,0,0,0,2,3,0,0,0,1,16
401335837002,334,201,93,37,3,0,0,298,8,2,2,7,17,298,8,2,1,0,0,0,3,1,0,0,0,17
401335838001,472,262,149,58,3,0,0,405,10,2,1,7,47,405,10,2,0,0,0,1,4,0,0,0,0,47
401335838002,708,315,288,99,6,0,0,581,11,43,2,9,62,581,11,43,0,4,0,0,3,2,0,0,0,62
401335839001,372,187,129,50,6,0,0,304,7,20,4,3,34,304,7,20,0,0,1,1,1,0,0,0,0,34
401335839002,453,201,185,64,3,0,0,401,7,4,3,10,28,401,7,4,1,0,0,0,6,2,1,0,0,28
401370001011,1684,1108,407,164,5,0,0,1499,45,5,14,9,112,1499,43,5,4,4,2,4,1,0,2,2,0,112
401370001012,704,391,208,102,3,0,0,618,28,1,3,6,48,618,28,1,2,2,1,0,1,0,2,0,0,48
401370001013,1133,714,296,120,3,0,0,1042,36,2,10,5,38,1042,36,2,3,3,2,1,0,2,0,2,2,38
401370001021,345,195,84,63,3,0,0,311,10,2,2,2,18,311,10,2,2,2,0,0,0,0,0,0,0,18
401370001022,431,287,103,40,1,0,0,377,17,2,0,4,31,377,17,2,0,1,0,0,0,0,2,0,0,31
401370001023,927,543,237,138,9,0,0,790,47,13,10,6,61,790,47,13,2,2,0,3,0,3,4,0,0,61
401370002001,665,417,156,90,2,0,0,577,46,3,2,5,32,577,46,3,1,0,0,1,0,0,2,0,2,32
401370002002,1382,906,307,162,7,0,0,1242,52,3,10,6,69,1242,52,3,2,1,2,3,2,3,1,0,1,69
401370002003,1116,781,244,89,2,0,0,997,46,4,10,6,53,997,45,4,4,4,0,5,0,1,2,0,0,53
401370003001,649,368,151,125,5,0,0,544,39,2,8,5,51,544,38,2,1,2,2,0,0,3,1,2,1,51
401370003002,389,204,121,59,5,0,0,335,21,3,2,2,26,335,21,3,1,0,0,0,1,1,1,0,0,26
401370004001,581,403,125,49,4,0,0,530,13,1,1,1,35,530,13,1,1,1,0,0,0,0,0,0,0,35
401370004002,602,279,175,138,10,0,0,513,34,9,3,4,39,513,34,9,2,2,0,1,0,0,2,0,0,39
401370004003,746,333,225,183,5,0,0,585,77,18,3,4,59,585,76,18,0,0,0,1,0,2,2,0,0,59
401370004004,564,302,158,100,4,0,0,475,29,9,2,2,47,475,29,9,0,0,0,1,0,0,0,0,0,47
401370006001,505,272,126,106,1,0,0,427,42,5,6,1,24,427,42,5,1,0,0,4,1,1,0,0,0,24
401370006002,277,137,70,69,1,0,0,228,27,3,1,0,18,228,27,3,1,0,0,0,0,0,0,0,0,18
401370006003,473,133,240,90,10,0,0,283,46,126,4,1,13,283,46,126,0,0,0,0,0,1,0,3,0,13
401370008001,610,407,118,83,2,0,0,548,18,4,2,8,30,548,18,4,2,0,0,0,0,0,4,0,0,30
401370008002,319,211,65,41,2,0,0,292,15,1,1,1,9,292,15,1,0,0,0,1,0,0,0,0,1,9
401370008003,548,365,126,56,1,0,0,489,12,2,5,2,38,489,12,2,1,0,0,3,1,1,1,0,0,38
401370008004,464,352,80,28,4,0,0,413,6,1,3,5,36,413,6,1,0,1,0,1,0,1,0,0,0,36
401370009011,765,546,153,62,4,0,0,695,13,0,3,3,51,695,13,0,1,1,0,0,2,0,0,2,0,51
401370009012,606,366,163,76,1,0,0,552,20,1,7,3,23,552,20,1,1,1,2,1,0,2,1,0,0,23
401370009013,751,461,215,70,5,0,0,675,15,1,7,2,51,675,15,1,2,0,1,1,0,1,0,2,0,51
401370009014,326,203,79,42,2,0,0,296,11,0,3,4,12,296,11,0,0,3,0,0,0,2,0,0,1,12
401370009021,439,269,122,47,1,0,0,391,9,2,2,7,28,391,8,2,2,1,0,0,3,0,1,0,0,28
401370009022,1650,1059,408,176,7,0,0,1482,41,1,8,11,107,1482,41,1,0,1,0,1,2,7,5,0,0,107
401370009023,407,218,109,77,3,0,0,359,11,1,0,3,33,359,11,1,0,0,0,0,3,0,0,0,0,33
401370010001,108,63,33,12,0,0,0,97,1,0,1,0,9,97,1,0,1,0,0,0,0,0,0,0,0,9
401370010002,118,75,30,13,0,0,0,114,0,0,0,1,3,114,0,0,0,1,0,0,0,0,0,0,0,3
401370010003,351,218,105,27,1,0,0,331,4,0,0,0,16,331,4,0,0,0,0,0,0,0,0,0,0,16
401370011001,429,292,97,35,5,0,0,397,4,3,0,2,23,397,4,3,0,1,0,0,0,0,0,0,0,23
401370011002,270,171,62,36,1,0,0,233,6,0,3,4,24,233,6,0,1,1,1,0,0,0,0,0,0,24
401370011003,558,327,174,53,4,0,0,508,16,1,2,2,29,508,16,1,1,2,0,1,0,0,0,0,0,29
401370011004,723,452,178,90,3,0,0,652,21,1,6,7,36,652,21,1,1,2,0,0,0,4,1,1,1,36
401370011005,820,509,219,87,5,0,0,756,33,0,5,1,25,756,33,0,4,0,0,1,0,0,0,0,0,25
401539531001,178,138,23,17,0,0,0,151,5,0,0,1,21,151,5,0,0,0,0,0,0,0,0,0,0,21
401539531002,594,443,87,61,3,0,0,533,13,0,2,5,41,533,13,0,0,0,0,1,0,1,2,0,0,41
401539531003,430,315,68,43,4,0,0,387,13,2,1,1,26,387,13,2,0,0,0,0,0,1,0,0,0,26
401539532001,527,358,110,57,2,0,0,463,14,1,4,1,44,463,14,1,1,0,2,0,0,1,0,0,0,44
401539532002,715,525,99,89,2,0,0,632,29,2,1,8,43,632,29,2,1,3,0,0,0,0,0,0,0,43
401539532003,554,442,75,34,3,0,0,495,5,0,2,2,50,495,5,0,0,0,0,0,0,0,0,2,0,50
401539533001,207,100,41,64,2,0,0,166,20,0,3,2,16,166,20,0,1,0,1,1,0,0,2,0,0,16
401539533002,593,398,124,69,2,0,0,505,41,0,5,5,37,505,41,0,0,0,3,1,2,1,0,0,0,37
401539533003,384,235,80,61,8,0,0,320,30,0,1,1,32,320,29,0,0,0,0,1,0,0,0,0,0,32
401539533004,656,428,120,103,5,0,0,548,45,0,3,4,56,548,45,0,2,1,0,0,1,1,2,0,0,56
401539534001,279,161,47,68,3,0,0,216,38,0,1,2,22,216,38,0,0,0,1,0,0,0,0,0,0,22
401539534002,255,163,35,53,4,0,0,203,26,0,1,3,22,203,26,0,1,0,0,0,0,0,3,0,0,22
401539534003,381,225,78,76,2,0,0,305,50,2,4,1,19,305,50,2,3,1,0,1,0,0,0,0,0,19
401539534004,578,434,82,57,5,0,0,494,25,0,8,1,50,494,25,0,1,1,1,3,0,3,0,0,0,50
401539535001,354,215,70,64,5,0,0,305,22,1,2,0,24,305,22,1,0,0,0,0,0,1,0,0,0,24
401539535002,1009,733,146,122,8,0,0,872,45,0,7,4,81,872,45,0,6,1,1,0,0,0,0,0,0,81
401539535003,939,675,155,102,7,0,0,799,59,3,1,7,70,799,59,3,0,2,0,0,1,0,0,1,0,70
401539535004,685,494,120,65,6,0,0,601,24,0,8,7,45,601,24,0,0,3,2,3,0,2,0,1,0,45
401539535005,658,453,121,81,3,0,0,567,49,2,3,3,34,567,49,2,0,0,2,1,1,0,0,0,0,34
401110001001,304,14,250,38,2,0,0,49,3,248,0,1,3,49,3,248,0,0,0,0,1,0,0,0,0,3
401110001002,208,82,90,33,3,0,0,150,5,37,2,2,12,150,5,37,0,0,0,1,1,0,0,1,0,12
401110001003,530,99,356,74,1,0,0,200,10,287,4,5,24,200,10,287,2,1,0,1,3,1,0,0,0,24
401110002001,594,188,310,95,1,0,0,403,12,129,2,7,41,403,12,129,0,0,0,1,3,1,2,0,1,41
401110002002,474,206,183,83,2,0,0,385,6,41,2,5,35,385,6,41,2,1,0,0,3,0,0,0,0,35
401110002003,375,151,161,62,1,0,0,299,13,26,2,9,26,299,13,26,2,3,0,0,6,0,0,0,0,26
401110003001,267,97,137,32,1,0,0,228,1,19,2,3,14,228,1,19,1,0,0,0,3,0,0,1,0,14
401110003002,295,99,134,59,3,0,0,234,13,19,0,5,24,234,13,19,0,1,0,0,4,0,0,0,0,24
401110003003,297,103,135,58,1,0,0,230,6,27,4,4,26,230,6,27,1,1,0,2,3,1,0,0,0,26
401110003004,208,84,90,30,4,0,0,182,3,10,0,1,12,182,3,10,0,0,0,0,1,0,0,0,0,12
401110004001,693,292,305,93,3,0,0,607,11,37,3,6,29,607,11,37,0,2,2,0,4,0,0,1,0,29
401110004002,441,162,205,71,3,0,0,366,7,29,4,4,31,366,7,29,1,0,1,1,4,1,0,0,0,31
401110004003,399,170,176,48,5,0,0,310,10,42,3,8,26,310,9,42,1,2,1,0,6,0,0,1,0,26
401110004004,423,173,192,53,5,0,0,335,9,38,7,5,29,335,9,38,3,0,0,1,5,1,0,2,0,29
401110004005,403,164,168,71,0,0,0,321,16,23,6,5,32,321,16,23,0,0,0,5,3,1,0,0,1,32
401110005001,772,363,330,77,2,0,0,639,12,52,4,4,61,639,12,52,1,1,2,1,3,0,0,0,0,61
401110005002,614,294,258,61,1,0,0,501,18,65,1,3,26,501,18,65,0,0,0,1,1,0,0,0,0,26
401110005003,651,335,251,62,3,0,0,555,16,42,2,0,36,555,16,42,1,0,1,0,0,0,0,0,0,36
401110006011,1052,568,306,164,14,0,0,924,31,7,3,13,74,924,30,7,2,5,0,0,5,0,0,0,0,74
401110006012,526,306,128,90,2,0,0,463,32,0,2,1,28,463,32,0,1,0,0,0,0,0,1,0,0,28
401110006021,256,108,113,35,0,0,0,186,6,41,0,1,22,186,6,41,0,0,0,0,0,0,0,0,0,22
401110006022,756,385,252,115,4,0,0,613,32,48,1,7,55,613,31,48,0,2,0,1,4,0,0,0,0,55
401110006023,686,413,178,93,2,0,0,607,19,9,3,3,45,607,19,9,2,0,0,1,2,0,0,0,0,45
401110006024,666,458,127,78,3,0,0,602,14,2,3,3,42,602,14,2,1,0,0,0,2,1,1,1,0,42
401110007001,740,389,242,104,5,0,0,645,22,18,5,9,41,645,22,18,2,1,0,2,7,0,1,1,0,41
401110007002,922,473,343,102,4,0,0,832,14,13,5,2,56,832,12,13,3,0,1,1,1,0,1,0,0,56
401110007003,418,188,198,31,1,0,0,362,8,17,2,1,28,362,8,17,1,0,0,0,1,0,0,1,0,28
401110008001,471,163,249,57,2,0,0,364,3,64,3,5,32,364,3,64,1,1,0,1,4,0,0,0,0,32
401110008002,466,193,217,52,4,0,0,423,7,3,2,4,27,423,7,3,0,2,1,0,1,1,0,0,0,27
401110008003,524,243,213,61,7,0,0,466,9,4,7,3,35,466,9,4,0,1,0,2,2,0,0,4,0,35
401110009011,418,222,145,48,3,0,0,362,8,4,6,4,34,362,8,4,1,2,0,0,2,0,0,3,0,34
401110009012,790,325,347,114,4,0,0,690,9,6,7,10,68,690,9,6,2,1,0,1,1,3,5,1,0,68
401110009013,658,266,297,94,1,0,0,592,12,2,5,2,45,592,12,2,0,0,0,4,0,0,1,1,0,45
401110009021,390,139,172,76,3,0,0,349,16,0,1,4,20,349,15,0,1,0,0,0,1,0,0,0,0,20
401110009022,247,113,103,29,2,0,0,218,3,4,1,4,17,218,3,4,0,0,0,0,3,0,0,1,0,17
401110009023,583,233,254,94,2,0,0,511,20,3,0,2,47,511,19,3,0,0,0,0,1,0,0,0,0,47
401110009024,724,301,276,141,6,0,0,641,17,2,6,7,51,641,17,2,2,1,0,3,3,1,1,0,0,51
401350301011,371,194,131,45,1,0,0,337,7,0,2,5,20,337,7,0,0,2,1,1,3,0,0,0,0,20
401350301012,663,380,206,77,0,0,0,568,13,1,9,7,65,568,12,1,4,1,2,1,5,2,0,0,0,65
401350301013,654,321,253,78,2,0,0,563,19,3,6,5,58,563,19,3,2,0,0,1,3,0,0,0,0,58
401350301031,697,312,245,135,5,0,0,596,28,22,6,4,41,596,27,22,2,2,0,1,1,2,0,1,0,41
401350301032,198,89,81,26,2,0,0,156,2,27,1,0,12,156,2,27,1,0,0,0,0,0,0,0,0,12
401350301051,568,316,167,82,3,0,0,513,11,2,4,7,31,513,11,2,3,3,1,0,1,0,0,0,0,31
401350301052,349,228,71,43,7,0,0,307,8,0,3,0,31,307,8,0,2,0,0,0,0,1,0,0,0,31
401350301053,699,395,186,112,6,0,0,610,25,0,6,3,55,610,24,0,3,2,0,1,0,1,0,0,0,55
401350301061,1175,604,422,143,6,0,0,1032,24,9,7,8,95,1032,24,9,3,2,0,1,2,1,1,0,0,95
401350302011,439,255,112,64,8,0,0,373,5,2,5,5,49,373,5,2,3,1,1,0,4,1,0,0,0,49
401350302012,314,165,105,41,3,0,0,281,4,0,3,1,25,281,4,0,0,0,0,2,1,0,0,1,0,25
401350302021,655,239,342,72,2,0,0,566,18,12,1,8,50,566,17,12,0,1,1,0,4,0,0,0,0,50
401350302022,601,311,226,63,1,0,0,525,14,11,14,0,37,525,12,11,3,0,3,1,0,1,0,1,0,37
401350302023,1243,555,512,166,10,0,0,1109,22,6,10,15,81,1109,22,6,4,2,1,2,10,0,1,1,0,81
401350302024,1133,510,462,152,9,0,0,977,23,14,12,10,97,977,22,14,4,1,1,1,4,1,0,3,0,97
401350303011,865,422,315,123,5,0,0,771,32,1,13,6,42,771,32,1,2,1,0,11,3,0,0,0,0,42
401350303031,558,199,268,91,0,0,0,496,14,3,1,4,40,496,14,3,0,0,0,0,1,1,0,0,0,40
401350303032,401,164,175,62,0,0,0,343,16,1,2,5,34,343,16,1,1,1,0,0,4,0,0,1,0,34
401350303033,319,124,135,60,0,0,0,279,9,6,1,2,22,279,8,6,1,0,0,0,2,0,0,0,0,22
401350303034,272,116,110,45,1,0,0,232,7,2,4,1,26,232,7,2,1,1,0,3,0,0,0,0,0,26
401350303041,1818,766,860,186,6,0,0,1618,47,7,11,16,119,1618,47,7,3,0,0,1,11,2,0,1,0,119
401350303042,736,341,319,72,4,0,0,669,15,1,8,3,40,669,15,1,1,2,0,5,1,2,0,0,0,40
401350303043,376,171,162,40,3,0,0,342,13,0,0,1,20,342,13,0,0,0,0,0,0,0,0,0,0,20
401350304011,846,430,289,121,6,0,0,761,16,6,4,4,55,761,15,6,1,0,0,0,2,1,0,0,1,55
401350304012,669,361,219,88,1,0,0,612,5,9,3,5,35,612,5,9,0,0,0,1,2,1,0,1,1,35
401350304031,1880,849,858,168,5,0,0,1680,38,29,7,13,113,1680,38,29,1,0,2,1,4,2,3,1,0,113
401350304032,519,242,209,68,0,0,0,460,11,0,3,9,36,460,11,0,0,6,0,0,0,2,0,1,0,36
401350304033,228,82,115,30,1,0,0,192,12,7,0,1,16,192,12,7,0,1,0,0,0,0,0,0,0,16
401350304041,306,162,97,45,2,0,0,287,4,0,0,0,15,287,4,0,0,0,0,0,0,0,0,0,0,15
401350304042,675,374,205,88,8,0,0,615,14,5,2,3,36,615,10,5,1,2,0,0,1,1,0,0,0,36
401350304043,205,104,76,24,1,0,0,192,5,0,0,1,7,192,5,0,0,0,0,0,0,0,0,0,0,7
400099661001,584,359,139,85,1,0,0,488,44,1,5,4,42,488,44,1,0,2,1,3,0,0,1,1,1,42
400099661002,1223,808,245,156,14,0,0,1033,51,19,18,15,87,1033,51,19,3,2,1,9,4,2,1,2,2,87
400099661003,573,306,139,122,6,0,0,476,52,4,5,1,35,476,52,4,1,1,0,3,0,1,0,0,0,35
400099661004,309,158,84,66,1,0,0,258,30,2,4,1,14,258,30,2,3,0,0,1,1,0,0,0,0,14
400099661005,495,307,118,63,7,0,0,417,29,6,3,2,38,417,29,6,0,0,0,0,0,1,0,0,0,38
400099661006,303,172,69,59,3,0,0,239,28,0,1,3,32,239,28,0,0,2,0,1,0,0,0,0,0,32
400099661007,378,220,99,56,3,0,0,303,39,6,4,3,23,303,38,6,1,0,0,3,0,0,0,0,1,23
400099662001,223,155,30,37,1,0,0,201,8,0,2,0,12,201,8,0,2,0,0,0,0,0,0,0,0,12
400099662002,742,469,188,83,2,0,0,660,25,0,5,3,49,660,25,0,4,0,1,0,2,0,0,0,0,49
400099662003,352,197,85,63,7,0,0,279,35,6,2,1,29,279,35,6,2,1,0,0,0,0,0,0,0,29
400099662004,640,394,136,108,2,0,0,556,41,1,2,2,38,556,41,1,2,0,0,0,1,0,0,0,0,38
400099662005,740,448,183,105,4,0,0,625,45,5,8,7,50,625,44,5,0,0,1,2,0,5,0,0,3,50
400099662006,714,456,186,68,4,0,0,636,26,5,0,4,43,636,26,5,0,2,0,0,1,0,0,0,0,43
400099665001,179,114,43,22,0,0,0,168,5,0,0,3,3,168,5,0,0,3,0,0,0,0,0,0,0,3
400099665002,525,310,131,83,1,0,0,459,24,1,8,0,33,459,24,1,3,0,1,2,0,1,0,0,0,33
400099668001,967,599,250,115,3,0,0,838,26,3,7,2,91,838,26,3,5,0,1,1,1,0,0,0,0,91
400099668002,295,177,81,37,0,0,0,251,9,1,1,3,30,251,9,1,1,2,0,0,1,0,0,0,0,30
400099668003,1167,693,329,141,4,0,0,1010,51,3,6,7,90,1010,51,3,4,0,1,0,0,0,4,0,0,90
400579678001,257,146,87,22,2,0,0,222,16,0,1,0,18,222,16,0,0,0,0,0,0,1,0,0,0,18
400579678002,710,277,351,81,1,0,0,505,125,23,3,4,50,505,125,23,0,2,0,0,0,2,1,1,0,50
400579678003,232,95,105,30,2,0,0,158,47,17,0,1,9,158,47,17,0,1,0,0,0,0,0,0,0,9
400055876001,283,108,150,22,3,0,0,254,7,3,0,0,19,254,7,3,0,0,0,0,0,0,0,0,0,19
400055876002,446,181,215,48,2,0,0,405,4,19,3,0,15,405,4,19,1,0,0,0,0,2,0,0,0,15
400055877001,231,107,100,23,1,0,0,211,5,3,0,1,11,211,5,3,0,0,0,0,1,0,0,0,0,11
400055877002,912,404,402,102,4,0,0,826,16,23,4,1,42,826,16,22,0,0,0,2,0,2,1,0,0,42
400055877003,276,116,134,26,0,0,0,222,3,36,1,0,14,222,3,36,1,0,0,0,0,0,0,0,0,14
400055877004,489,200,207,77,5,0,0,431,11,11,7,4,25,431,11,11,0,0,4,3,0,0,3,0,0,25
400055878001,490,207,237,45,1,0,0,454,10,0,3,1,22,454,9,0,1,0,1,0,0,1,1,0,0,22
400055878002,475,220,202,51,2,0,0,416,10,4,2,0,43,416,10,4,0,0,1,1,0,0,0,0,0,43
400055878003,768,323,350,93,2,0,0,709,14,1,2,0,42,709,14,1,0,0,0,1,0,1,0,0,0,42
400055879001,416,188,192,34,2,0,0,380,7,7,1,0,21,380,6,7,0,0,0,0,0,1,0,0,0,21
400055879002,721,341,321,55,4,0,0,678,10,1,3,3,26,678,10,1,0,1,0,2,1,1,0,0,0,26
400055879003,1360,666,553,138,3,0,0,1252,15,13,12,1,67,1252,15,13,5,1,2,2,0,3,0,0,0,67
400850941001,690,228,291,167,4,0,0,523,116,13,6,7,25,523,116,13,1,2,0,3,1,2,0,0,1,25
400850941002,841,306,361,169,5,0,0,629,119,28,7,1,57,629,117,28,1,0,4,0,0,1,0,1,0,57
400850942001,860,395,349,113,3,0,0,760,44,3,4,6,43,760,43,3,2,1,1,0,0,0,1,1,0,43
400850942002,1384,629,482,263,10,0,0,1157,91,4,13,3,116,1157,90,4,3,1,2,2,0,1,2,1,0,116
400850942003,651,344,222,82,3,0,0,589,27,2,7,4,22,589,25,2,1,0,0,2,0,3,0,1,0,22
400850943001,984,476,366,140,2,0,0,868,26,9,3,4,74,868,26,9,2,1,0,1,0,0,1,0,0,74
400850943002,313,125,153,33,2,0,0,264,8,0,3,4,34,264,8,0,0,4,0,1,0,1,0,0,0,34
400759636001,694,386,232,76,0,0,0,589,14,2,5,9,75,589,14,2,1,0,1,2,9,1,0,0,0,75
400759636002,193,95,85,12,1,0,0,169,6,1,2,4,11,169,6,1,1,0,0,1,2,0,2,0,0,11
400759637001,610,349,204,56,1,0,0,522,29,7,5,5,42,522,27,7,1,0,0,4,3,0,0,0,0,42
400759637002,550,306,199,43,2,0,0,448,23,25,1,3,50,448,23,25,1,0,0,0,0,0,0,0,0,50
400759637003,466,238,164,62,2,0,0,363,28,11,1,7,56,363,28,11,0,0,0,0,2,1,0,0,0,56
400759637004,219,87,91,39,2,0,0,160,30,14,2,2,11,160,30,14,0,2,0,2,0,0,0,0,0,11
400759642001,424,269,131,24,0,0,0,367,14,0,0,6,37,367,14,0,0,0,0,0,0,0,0,0,0,37
400759642002,780,365,337,76,2,0,0,700,29,7,2,5,37,700,28,7,1,0,0,0,4,1,0,0,0,37
400759642003,706,317,293,91,5,0,0,591,41,26,1,4,43,591,38,26,1,2,0,0,0,0,1,0,0,43
401410701001,416,212,156,47,1,0,0,350,44,1,0,2,19,350,44,1,0,0,0,0,0,0,1,0,0,19
401410702001,560,273,236,49,2,0,0,460,64,19,1,0,16,460,64,19,0,0,0,1,0,0,0,0,0,16
401410703001,657,379,207,69,2,0,0,536,77,7,2,1,34,536,77,7,2,1,0,0,0,0,0,0,0,34
401410703002,150,39,90,20,1,0,0,60,39,40,0,1,10,60,39,40,0,0,0,0,0,0,1,0,0,10
401410703003,372,193,125,53,1,0,0,275,62,6,1,1,27,275,62,6,0,0,0,1,0,0,1,0,0,27
401410704001,347,183,110,53,1,0,0,266,60,10,3,0,8,266,60,10,1,0,0,2,0,0,0,0,0,8
401410704002,161,59,66,33,3,0,0,89,46,15,3,1,7,89,46,15,1,1,0,1,0,1,0,0,0,7
401410704003,192,78,70,44,0,0,0,111,58,9,2,4,8,111,58,9,1,0,0,0,0,1,2,0,0,8
401410705001,567,290,204,70,3,0,0,414,74,32,2,0,45,414,74,32,0,0,1,0,0,1,0,0,0,45
400459526001,603,470,74,58,1,0,0,530,11,0,3,10,49,530,11,0,2,0,0,0,5,1,0,0,0,49
400459526002,994,761,127,102,4,0,0,832,35,0,10,4,113,832,35,0,5,1,0,4,0,1,0,0,0,113
400459528001,655,496,116,40,3,0,0,579,12,1,5,8,50,579,12,1,1,5,0,2,0,1,1,0,0,50
400819611001,339,250,49,40,0,0,0,296,9,0,1,2,31,296,9,0,0,0,0,0,1,1,1,0,0,31
400819611002,477,302,98,76,1,0,0,439,5,1,4,5,23,439,5,1,2,1,0,2,3,0,0,0,1,23
400819611003,1045,620,269,151,5,0,0,921,41,7,8,4,64,921,41,7,5,1,0,2,2,0,0,0,0,64
400819611004,379,214,99,65,1,0,0,346,7,2,1,1,22,346,7,2,0,0,0,1,0,0,0,0,1,22
400819611005,304,151,101,48,4,0,0,258,10,14,3,2,17,258,10,14,3,2,0,0,0,0,0,0,0,17
400819612001,552,324,152,73,3,0,0,511,11,0,1,1,28,511,11,0,0,0,0,0,0,0,0,0,0,28
400819612002,754,482,172,95,5,0,0,690,11,2,1,1,49,690,11,2,0,1,0,1,0,0,0,0,0,49
400819612003,730,424,194,106,6,0,0,655,17,4,5,5,44,655,17,4,2,1,1,1,0,1,2,0,0,44
400819613001,1343,837,278,216,12,0,0,1216,25,11,2,5,84,1216,25,11,1,0,1,0,0,0,0,0,0,84
400819613002,428,242,126,56,4,0,0,383,7,7,1,0,30,383,7,7,0,0,0,0,0,0,0,1,0,30
