BlockGroupID,total_reg,party_dem,party_rep,party_npp,party_lib,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_99,eth2_64,eth2_93,eth2_81,eth2_21,eth2_30,eth2_10,eth2_23,eth2_34,eth2_14,eth2_85,eth2_66,eth2_199,eth2_12,eth2_61,eth2_unk
221059545031,636,199,235,197,4,1,0,0,444,16,107,5,6,58,444,106,16,1,3,1,0,0,4,1,0,0,0,0,0,1,58
221059545032,1612,652,474,480,5,1,0,0,768,65,658,13,8,100,768,656,63,2,3,4,1,5,3,1,1,3,2,0,0,0,100
221059545041,2066,650,773,628,15,0,0,0,1283,80,509,10,16,168,1283,498,80,11,8,2,3,2,1,0,0,3,0,0,2,0,168
221059545051,702,263,240,195,4,0,0,0,389,30,220,1,8,54,389,217,29,3,3,0,3,1,0,1,0,0,1,0,0,0,54
221059545052,1049,401,335,307,5,1,0,0,568,39,357,5,4,76,568,350,39,7,1,0,1,1,0,0,4,0,0,0,0,0,76
221059545053,664,211,254,192,6,1,0,0,474,27,99,9,2,53,474,98,27,1,1,3,0,1,2,0,1,0,0,0,1,1,53
221059545054,830,345,263,220,1,1,0,0,385,31,344,5,2,63,385,336,31,8,1,1,1,1,2,0,1,0,0,0,0,0,63
221059545061,862,293,274,287,8,0,0,0,455,43,287,3,8,66,455,280,43,7,3,0,1,1,1,0,0,0,0,1,0,0,66
221059546011,1370,434,547,379,7,3,0,0,822,57,317,9,14,151,822,312,57,5,4,5,4,3,0,1,1,0,0,0,0,3,151
221059546012,2336,556,1050,712,18,0,0,0,1602,133,317,17,27,240,1602,308,133,9,10,6,8,2,5,1,2,0,0,0,2,1,240
221059546013,1166,276,516,360,13,1,0,0,874,56,115,15,11,95,874,114,54,1,6,0,1,1,3,1,3,0,2,0,8,0,95
221059546021,1378,280,653,429,13,3,0,0,1085,65,95,10,10,113,1085,93,64,2,2,2,5,0,4,0,4,3,1,0,0,0,113
221059546022,1759,319,875,541,21,3,0,0,1351,112,52,6,17,221,1351,52,112,0,9,0,1,1,3,4,2,1,0,0,0,0,221
221059546023,1259,233,665,352,9,0,0,0,993,73,73,9,11,100,993,72,72,1,3,0,3,3,5,0,0,1,1,0,1,2,100
221059547001,1077,393,351,326,7,0,0,0,601,40,340,7,7,82,601,333,40,7,2,0,0,1,2,0,4,2,0,0,0,0,82
221059547002,864,165,439,254,6,0,0,0,684,44,19,5,5,107,684,19,44,0,4,1,0,0,3,0,0,1,0,0,0,0,107
221059547003,1288,279,694,305,10,0,0,0,977,68,87,6,16,134,977,86,68,1,1,0,0,1,2,3,0,1,0,0,3,3,134
221059548001,1343,313,653,368,9,0,0,0,966,79,161,6,10,121,966,160,79,1,3,1,2,2,1,3,2,1,0,0,0,0,121
221059548002,766,312,231,219,3,1,0,0,414,15,265,10,12,50,414,254,13,11,3,1,5,3,2,0,1,0,2,0,3,2,50
221059548003,806,187,369,242,8,0,0,0,651,23,40,10,4,78,651,39,23,1,1,0,0,2,2,0,2,1,0,0,4,0,78
221059548004,831,180,365,273,12,1,0,0,683,37,16,10,5,80,683,16,36,0,3,1,0,4,1,0,1,0,1,0,1,2,80
220250001001,508,184,219,104,1,0,0,0,383,10,81,1,6,27,383,81,10,0,1,1,2,0,0,3,0,0,0,0,0,0,27
220250001002,393,126,197,67,3,0,0,0,314,1,53,1,0,24,314,52,1,1,0,0,0,0,1,0,0,0,0,0,0,0,24
220250001003,641,191,335,113,2,0,0,0,578,6,30,3,6,18,578,30,6,0,2,0,0,0,2,4,1,0,0,0,0,0,18
220250001004,853,447,227,177,2,0,0,0,452,11,364,0,6,20,452,363,11,1,2,0,0,0,0,0,0,0,0,0,0,0,20
220250002001,901,571,160,170,0,0,0,0,275,7,602,0,0,17,275,601,7,1,0,0,0,0,0,0,0,0,0,0,0,0,17
220250002002,673,444,101,126,2,0,0,0,183,2,469,3,1,15,183,467,2,2,1,1,0,0,1,0,1,0,0,0,0,0,15
220250003001,605,195,278,129,3,0,0,0,505,3,65,0,3,29,505,65,2,0,1,0,0,0,0,0,0,0,1,2,0,0,29
220250003002,552,159,268,122,3,0,0,0,509,6,22,1,2,12,509,22,6,0,1,0,0,0,1,1,0,0,0,0,0,0,12
220250003003,1035,287,505,243,0,0,0,0,935,10,32,4,3,51,935,32,10,0,1,0,1,3,1,0,0,0,0,0,0,0,51
220730001001,598,108,339,145,5,1,0,0,507,14,26,2,8,41,507,26,14,0,1,0,4,0,1,2,1,0,0,0,0,1,41
220730001002,805,228,327,238,10,2,0,0,642,9,84,4,8,58,642,83,9,1,3,1,3,0,2,0,1,1,0,0,0,0,58
220730001003,406,129,143,126,7,1,0,0,278,5,100,2,4,17,278,100,5,0,3,0,0,1,0,0,0,0,0,0,0,0,17
220730001004,349,127,122,97,2,1,0,0,198,13,97,6,4,31,198,96,13,1,2,2,2,0,2,0,0,0,0,0,0,0,31
220730001005,753,439,115,194,4,1,0,0,221,2,502,5,7,16,221,493,2,9,1,1,4,0,3,1,1,0,0,0,0,1,16
220730002001,621,155,293,165,8,0,0,0,493,11,67,3,5,42,493,67,11,0,4,0,0,0,1,0,0,0,0,0,0,1,42
220730002002,902,231,453,213,5,0,0,0,712,15,108,8,3,56,712,108,13,0,1,2,2,1,3,0,2,0,2,0,0,0,56
220730002003,644,131,367,143,2,1,0,0,506,22,49,9,3,55,506,48,22,1,2,2,0,2,4,0,0,0,0,0,0,0,55
220730002004,1267,191,831,235,10,0,0,0,1095,12,25,5,21,109,1095,24,12,1,1,0,9,5,0,5,0,0,0,0,0,5,109
220730002005,483,171,207,102,1,2,0,0,293,6,149,4,5,26,293,143,6,6,1,2,3,1,1,0,0,0,0,0,0,0,26
220730004011,1140,696,216,227,0,1,0,0,279,8,810,12,3,28,279,798,8,12,1,6,1,3,1,0,0,1,0,0,0,0,28
220730004021,537,256,121,155,4,1,0,0,231,15,260,4,10,17,231,257,15,3,2,3,6,0,1,1,0,0,0,0,0,0,17
220730004022,609,410,25,171,2,1,0,0,45,5,546,4,2,7,45,535,5,11,2,1,0,3,0,0,0,0,0,0,0,0,7
220730005001,1013,431,342,233,6,1,0,0,600,9,333,10,3,58,600,327,8,6,2,1,1,3,2,0,3,0,1,0,0,0,58
220730005002,614,350,90,173,0,1,0,0,139,6,432,19,1,17,139,429,6,3,1,9,0,4,6,0,0,0,0,0,0,0,17
220730005003,334,206,41,85,2,0,0,0,63,5,256,3,2,5,63,251,5,5,1,1,1,0,2,0,0,0,0,0,0,0,5
220730006001,694,559,6,128,0,1,0,0,1,0,687,6,0,0,1,672,0,15,0,0,0,0,5,0,0,0,0,0,1,0,0
220730006002,766,529,37,200,0,0,0,0,7,2,754,1,0,2,7,741,2,13,0,0,0,1,0,0,0,0,0,0,0,0,2
220730006003,542,415,14,113,0,0,0,0,7,0,534,0,0,1,7,522,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
220730006004,611,471,14,126,0,0,0,0,2,1,607,0,0,1,2,593,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1
220730007001,844,636,23,185,0,0,0,0,7,1,834,0,2,0,7,808,1,26,2,0,0,0,0,0,0,0,0,0,0,0,0
220730007002,496,417,6,73,0,0,0,0,2,1,491,2,0,0,2,479,1,12,0,0,0,2,0,0,0,0,0,0,0,0,0
220730009001,818,599,22,196,1,0,0,0,12,3,800,0,1,2,12,778,3,22,1,0,0,0,0,0,0,0,0,0,0,0,2
220730011001,425,318,10,96,1,0,0,0,6,1,415,0,3,0,6,407,1,8,1,0,2,0,0,0,0,0,0,0,0,0,0
220730011002,611,432,22,156,0,1,0,0,9,1,601,0,0,0,9,586,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
220730011003,842,655,14,173,0,0,0,0,2,0,838,0,1,1,2,823,0,15,1,0,0,0,0,0,0,0,0,0,0,0,1
220730014001,278,175,26,76,1,0,0,0,43,0,229,0,2,4,43,216,0,13,1,0,0,0,0,0,0,0,0,0,0,0,4
220730014002,396,273,19,103,0,1,0,0,24,0,370,0,0,2,24,362,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2
220730014003,565,408,10,147,0,0,0,0,15,2,545,1,2,0,15,535,2,10,2,0,0,0,0,0,1,0,0,0,0,0,0
220730015001,449,325,14,107,0,3,0,0,11,0,435,1,0,2,11,423,0,12,0,0,0,0,1,0,0,0,0,0,0,0,2
220730015002,529,387,15,126,0,1,0,0,21,0,506,0,1,1,21,498,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1
220730017001,1023,325,480,216,2,0,0,0,632,16,265,48,19,43,632,255,16,10,2,20,14,10,15,0,3,0,0,0,0,1,43
220730017002,737,295,271,163,7,1,0,0,418,16,265,3,7,28,418,260,16,5,1,0,5,3,0,0,0,0,0,1,0,0,28
220730017003,444,284,41,115,4,0,0,0,60,4,364,4,2,10,60,356,4,8,1,1,1,2,1,0,0,0,0,0,0,0,10
220730051001,664,165,339,156,4,0,0,0,533,15,68,5,5,38,533,65,15,3,2,1,1,2,1,0,1,0,0,0,0,0,38
220730051002,840,127,507,199,6,1,0,0,721,15,55,7,3,39,721,55,13,0,1,1,2,5,1,0,0,0,2,0,0,0,39
220730052011,710,109,436,163,2,0,0,0,646,11,9,4,5,35,646,9,11,0,1,1,0,3,0,3,0,0,0,0,0,0,35
220730052012,1064,140,656,259,9,0,0,0,930,20,14,12,13,75,930,14,19,0,3,1,3,4,5,3,2,0,1,0,0,3,75
220730052013,1018,124,700,189,5,0,0,0,925,21,29,1,4,38,925,29,20,0,1,0,3,0,0,0,0,0,1,0,1,0,38
220730052031,502,85,278,136,3,0,0,0,441,7,20,0,7,27,441,20,7,0,6,0,1,0,0,0,0,0,0,0,0,0,27
220730052032,505,82,289,131,3,0,0,0,447,10,14,2,3,29,447,14,10,0,0,0,1,0,2,0,0,0,0,0,0,2,29
220730052033,951,189,522,235,5,0,0,0,749,21,92,5,7,77,749,91,21,1,2,0,2,3,0,0,2,0,0,0,0,0,77
220730052041,951,139,592,217,2,1,0,0,828,17,22,9,11,64,828,22,17,0,1,3,4,1,0,0,5,0,0,0,0,0,64
220730052042,1484,222,929,330,3,0,0,0,1321,23,18,14,7,101,1321,18,19,0,4,1,3,5,4,0,4,0,4,0,0,0,101
220730052043,1421,172,895,346,8,0,0,0,1252,39,36,7,17,70,1252,36,39,0,3,2,7,2,2,0,0,0,0,0,1,0,70
220730053031,1192,172,675,333,11,1,0,0,1023,25,55,8,18,63,1023,54,25,1,5,3,5,2,2,2,1,3,0,0,0,0,63
220730053032,621,87,347,184,2,1,0,0,534,20,16,7,2,42,534,16,17,0,1,0,1,1,6,0,0,0,3,0,0,0,42
220730053041,1233,195,687,340,9,2,0,0,1081,31,40,14,1,66,1081,39,31,1,0,2,1,4,6,0,2,0,0,0,0,0,66
220730053042,805,147,439,215,2,2,0,0,658,32,44,6,6,59,658,44,32,0,2,1,1,1,4,0,0,0,0,1,0,0,59
220730053043,485,63,298,120,3,1,0,0,421,3,25,4,2,30,421,25,3,0,0,0,1,0,3,1,0,0,0,0,0,0,30
220730053051,745,187,362,191,4,1,0,0,571,20,98,7,11,38,571,97,20,1,2,2,5,3,1,3,1,0,0,0,0,1,38
220730053052,1355,251,768,326,8,2,0,0,1117,22,94,14,14,94,1117,93,20,1,3,3,7,3,3,3,4,0,2,0,0,0,94
220730053061,661,156,349,152,4,0,0,0,543,10,61,7,4,36,543,60,10,1,1,0,0,2,2,3,3,0,0,0,0,0,36
220730053062,967,163,565,233,6,0,0,0,829,25,39,6,12,56,829,39,25,0,3,1,5,0,4,1,1,0,0,0,0,2,56
220730054001,478,206,121,149,1,1,0,0,249,8,205,2,1,13,249,203,8,2,1,1,0,1,0,0,0,0,0,0,0,0,13
220730054002,635,118,316,190,10,1,0,0,536,19,46,1,2,31,536,46,19,0,0,0,2,1,0,0,0,0,0,0,0,0,31
220730055001,399,141,158,96,4,0,0,0,260,17,100,2,1,19,260,97,17,3,0,0,0,1,1,0,0,0,0,0,0,0,19
220730055002,403,200,111,91,0,1,0,0,172,5,213,0,1,12,172,209,5,4,0,0,0,0,0,1,0,0,0,0,0,0,12
220730055003,819,418,179,219,2,1,0,0,293,17,476,5,6,22,293,465,17,11,5,0,1,1,4,0,0,0,0,0,0,0,22
220730058001,793,340,215,235,3,0,0,0,385,22,349,3,3,31,385,344,22,5,2,1,0,1,1,1,0,0,0,0,0,0,31
220730058002,663,287,188,185,2,1,0,0,339,11,276,4,9,24,339,274,11,2,3,1,3,1,2,0,0,3,0,0,0,0,24
220730059001,549,142,187,218,1,1,0,0,434,20,53,0,7,35,434,53,20,0,3,0,1,0,0,0,0,0,0,0,0,3,35
220730059002,607,146,220,236,3,2,0,0,513,15,44,3,2,30,513,44,13,0,2,0,0,0,2,0,1,0,2,0,0,0,30
220730101011,965,351,407,204,3,0,0,0,582,15,313,7,11,37,582,307,15,6,4,3,2,2,1,3,0,0,0,0,1,0,37
220730101012,886,260,380,242,3,1,0,0,668,12,154,1,7,44,668,150,12,4,2,0,2,0,0,2,1,0,0,0,0,0,44
220730101013,1139,234,603,294,8,0,0,0,937,24,89,6,5,78,937,89,24,0,3,0,2,0,0,0,4,0,0,0,0,0,78
220730101031,1012,354,400,254,3,1,0,0,635,16,297,10,5,49,635,294,16,3,3,4,1,3,0,0,3,1,0,0,0,0,49
220730101032,1104,660,145,295,3,1,0,0,212,8,856,6,0,22,212,820,8,36,0,3,0,2,1,0,0,0,0,0,0,0,22
220730101041,608,338,111,158,1,0,0,0,195,5,395,1,1,11,195,383,5,12,1,1,0,0,0,0,0,0,0,0,0,0,11
220730101042,1112,398,487,225,2,0,0,0,706,23,323,7,4,49,706,316,23,7,1,0,0,5,2,0,0,0,0,0,0,1,49
220730102021,885,293,394,190,7,1,0,0,555,11,259,6,18,36,555,254,11,5,3,0,4,2,1,5,3,0,0,0,0,0,36
220730102022,1219,325,572,314,8,0,0,0,880,20,240,16,2,61,880,238,20,2,2,4,0,6,1,0,4,0,0,0,1,0,61
220730102023,908,127,599,181,0,1,0,0,757,13,62,8,4,64,757,61,12,1,1,4,0,1,0,0,2,2,1,0,0,1,64
220730102024,1835,314,1156,358,6,1,0,0,1478,25,165,24,26,117,1478,164,24,1,2,7,13,6,7,5,4,0,1,0,0,1,117
220730102031,662,417,79,162,4,0,0,0,129,7,509,8,5,4,129,501,7,8,1,2,4,2,2,0,2,0,0,0,0,0,4
220730102032,527,198,201,126,1,1,0,0,324,9,169,2,0,23,324,167,9,2,0,1,0,0,0,0,0,0,0,0,1,0,23
220730102041,1125,726,171,226,2,0,0,0,291,10,790,5,8,21,291,773,10,17,4,3,3,0,1,0,1,0,0,0,0,0,21
220730102042,1415,580,502,329,4,0,0,0,709,21,603,18,22,42,709,588,21,15,2,4,14,8,2,1,0,2,0,0,0,0,42
220730103011,1600,219,1046,326,8,1,0,0,1304,27,73,31,36,129,1304,71,27,2,1,0,27,5,21,3,2,0,0,0,0,2,129
220730103012,758,239,358,156,3,2,0,0,470,22,211,10,5,40,470,206,22,5,2,5,1,3,1,0,1,2,0,0,0,0,40
220730103021,920,199,510,207,4,0,0,0,654,27,161,16,11,51,654,158,27,3,1,0,10,9,6,0,0,0,0,0,0,0,51
220730103022,689,410,118,161,0,0,0,0,199,11,455,2,1,21,199,439,11,16,0,0,0,1,1,0,0,1,0,0,0,0,21
220730103023,1122,243,586,286,7,0,0,0,831,34,168,14,8,67,831,164,34,4,2,6,6,5,1,0,2,0,0,0,0,0,67
220730104011,1219,165,769,277,8,0,0,0,1098,27,10,4,5,75,1098,9,27,1,4,1,1,3,0,0,0,0,0,0,0,0,75
220730104012,823,140,462,215,4,2,0,0,690,20,39,4,2,68,690,38,20,1,2,0,0,0,2,0,2,0,0,0,0,0,68
220730104013,1456,175,917,355,7,2,0,0,1276,27,18,6,9,120,1276,18,27,0,7,0,1,6,0,0,0,0,0,0,0,0,120
220730104021,1096,225,601,261,8,1,0,0,905,20,104,4,1,62,905,102,19,2,0,0,0,2,0,0,2,0,1,0,0,0,62
220730104022,1411,272,782,349,6,2,0,0,1114,18,178,3,8,90,1114,170,17,8,2,3,1,0,0,0,0,0,1,0,0,0,90
220730104023,1054,141,626,283,3,1,0,0,921,23,39,6,3,62,921,39,23,0,3,0,0,1,1,0,1,0,0,0,3,0,62
220730105021,1012,144,592,270,6,0,0,0,928,7,7,5,7,58,928,7,6,0,5,2,0,1,0,1,1,1,1,0,1,0,58
220730105022,1090,191,598,295,6,0,0,0,992,15,11,6,5,61,992,11,15,0,4,0,1,4,2,0,0,0,0,0,0,0,61
220730105023,975,160,554,258,2,1,0,0,899,11,2,5,1,57,899,2,10,0,1,0,0,2,2,0,1,0,1,0,0,0,57
220730105031,1288,215,711,353,9,0,0,0,1123,22,64,8,6,65,1123,62,22,2,4,5,2,2,1,0,0,0,0,0,0,0,65
220730105051,977,148,594,228,6,1,0,0,880,22,19,3,6,47,880,19,20,0,4,0,1,1,1,0,1,0,2,0,0,0,47
220730105052,1642,276,968,392,5,1,0,0,1380,41,85,36,18,82,1380,84,41,1,5,2,6,12,12,0,3,4,0,0,4,0,82
220730105053,595,188,225,180,2,0,0,0,409,12,138,1,3,32,409,136,10,2,0,1,0,0,0,0,0,0,2,0,0,0,32
220730105054,662,134,310,215,1,2,0,0,544,27,39,2,4,46,544,38,27,1,3,0,1,2,0,0,0,0,0,0,0,0,46
220730105061,1034,149,581,300,4,0,0,0,909,28,8,7,3,79,909,8,28,0,2,0,1,1,3,0,2,0,0,0,0,0,79
220730105062,1179,178,648,348,5,0,0,0,1011,36,39,2,7,84,1011,39,36,0,5,0,2,1,1,0,0,0,0,0,0,0,84
220730106041,572,285,129,157,0,1,0,0,244,14,279,2,0,33,244,270,14,9,0,0,0,1,0,0,1,0,0,0,0,0,33
220730106042,658,245,241,171,1,0,0,0,405,22,170,6,3,52,405,169,22,1,2,3,0,2,0,0,1,1,0,0,0,0,52
220730106051,593,453,12,128,0,0,0,0,5,1,587,0,0,0,5,577,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
220730106052,510,398,14,98,0,0,0,0,6,2,502,0,0,0,6,493,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0
220730106053,762,561,24,176,1,0,0,0,15,2,744,0,0,1,15,719,2,25,0,0,0,0,0,0,0,0,0,0,0,0,1
220730106054,330,188,60,81,1,0,0,0,95,5,223,0,0,7,95,215,5,8,0,0,0,0,0,0,0,0,0,0,0,0,7
220730106061,846,534,119,191,1,1,0,0,213,11,585,10,2,25,213,574,11,11,2,7,0,2,0,0,1,0,0,0,0,0,25
220730107001,622,430,19,173,0,0,0,0,15,1,599,0,1,6,15,587,1,12,0,0,1,0,0,0,0,0,0,0,0,0,6
220730107002,1001,735,21,245,0,0,0,0,17,3,979,0,2,0,17,956,2,23,1,0,0,0,0,0,0,0,1,0,0,0,0
220730108001,569,283,129,153,4,0,0,0,236,10,292,0,8,23,236,286,10,6,2,0,5,0,0,0,0,0,0,0,0,0,23
220730108002,697,469,69,157,2,0,0,0,71,6,600,7,2,11,71,589,6,11,1,0,1,0,6,0,1,0,0,0,0,0,11
220730109001,838,661,17,160,0,0,0,0,17,1,819,0,0,1,17,805,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1
220730109002,943,750,14,178,1,0,0,0,8,3,927,1,4,0,8,912,3,15,2,0,2,1,0,0,0,0,0,0,0,0,0
220730109003,961,749,29,181,2,0,0,0,17,1,940,0,2,1,17,921,1,19,0,0,2,0,0,0,0,0,0,0,0,0,1
220730109004,818,597,20,201,0,0,0,0,20,2,795,0,0,1,20,777,2,18,0,0,0,0,0,0,0,0,0,0,0,0,1
220730110001,755,584,8,163,0,0,0,0,7,0,746,0,0,2,7,729,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2
220730110002,1192,922,32,237,1,0,0,0,19,1,1166,0,3,3,19,1141,1,25,2,0,1,0,0,0,0,0,0,0,0,0,3
220730110003,301,214,25,62,0,0,0,0,42,2,253,0,0,4,42,244,2,9,0,0,0,0,0,0,0,0,0,0,0,0,4
220730110004,800,565,20,215,0,0,0,0,9,1,785,0,1,4,9,767,1,18,1,0,0,0,0,0,0,0,0,0,0,0,4
220730111001,473,213,103,154,2,1,0,0,190,32,237,2,4,8,190,231,32,6,2,2,1,0,0,1,0,0,0,0,0,0,8
220730111002,512,252,98,160,0,2,0,0,186,13,294,3,1,15,186,285,13,9,1,1,0,1,1,0,0,0,0,0,0,0,15
220730111003,573,335,66,170,1,1,0,0,94,9,456,1,0,13,94,443,9,13,0,0,0,0,1,0,0,0,0,0,0,0,13
220739800001,12,3,7,2,0,0,0,0,7,0,2,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
221279601001,426,105,215,105,1,0,0,0,387,4,5,1,2,27,387,5,4,0,0,0,0,0,0,0,1,1,0,0,0,0,27
221279601002,777,201,381,194,1,0,0,0,697,11,27,1,4,37,697,26,11,1,3,1,0,0,0,0,0,0,0,0,0,0,37
221279601003,566,146,249,170,1,0,0,0,427,6,87,1,2,43,427,87,6,0,1,0,0,1,0,0,0,0,0,0,0,0,43
221279601004,494,96,251,145,2,0,0,0,440,10,9,5,1,29,440,9,8,0,0,1,0,2,0,0,2,0,2,0,0,0,29
221279602011,609,155,308,143,3,0,0,0,555,10,11,1,3,29,555,11,10,0,2,0,1,1,0,0,0,0,0,0,0,0,29
221279602012,530,197,213,117,3,0,0,0,362,4,146,1,4,13,362,145,4,1,4,0,0,0,0,0,1,0,0,0,0,0,13
221279602013,284,70,120,94,0,0,0,0,241,6,24,0,2,11,241,24,6,0,2,0,0,0,0,0,0,0,0,0,0,0,11
221279602021,773,244,353,173,2,1,0,0,629,11,66,1,7,59,629,66,11,0,3,0,2,0,0,1,0,0,0,0,1,0,59
221279602022,692,308,190,190,4,0,0,0,425,6,222,0,8,31,425,221,6,1,7,0,0,0,0,0,0,0,0,0,0,0,31
221279603001,491,177,186,127,1,0,0,0,331,11,129,3,2,15,331,129,11,0,1,0,0,1,0,0,2,0,0,0,0,0,15
221279603002,273,199,6,68,0,0,0,0,19,1,247,0,1,5,19,246,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5
221279603003,493,176,188,129,0,0,0,0,333,10,122,4,5,19,333,121,10,1,4,3,1,1,0,0,0,0,0,0,0,0,19
221279603004,580,360,111,108,1,0,0,0,140,8,413,3,0,16,140,411,8,2,0,1,0,1,1,0,0,0,0,0,0,0,16
221279604001,388,162,120,103,2,1,0,0,244,5,111,2,4,22,244,110,5,1,2,0,2,0,2,0,0,0,0,0,0,0,22
221279604002,345,149,82,111,2,1,0,0,165,4,159,1,3,13,165,158,3,1,2,0,0,1,0,0,0,1,1,0,0,0,13
221279604003,572,396,24,149,3,0,0,0,61,5,496,0,0,10,61,494,5,2,0,0,0,0,0,0,0,0,0,0,0,0,10
220630401011,1044,282,450,306,5,1,0,0,838,34,70,2,5,95,838,69,33,1,2,0,2,1,1,0,0,0,1,0,0,0,95
220630401012,856,242,380,229,5,0,0,0,751,27,2,6,6,64,751,2,27,0,3,2,0,0,0,0,4,0,0,0,0,0,64
220630401021,895,286,347,257,5,0,0,0,653,34,120,4,7,77,653,116,34,4,2,0,3,3,0,1,0,0,0,0,1,0,77
220630401022,926,200,449,271,6,0,0,0,777,35,21,3,8,82,777,21,34,0,3,2,1,1,0,4,0,0,1,0,0,0,82
220630401031,1187,383,459,337,5,3,0,0,947,25,96,7,10,102,947,95,25,1,8,1,0,2,2,0,1,0,0,0,1,0,102
220630401032,1364,387,628,343,5,1,0,0,1077,63,95,9,7,113,1077,94,63,1,2,0,2,2,1,2,2,0,0,0,4,0,113
220630402021,837,143,442,242,10,0,0,0,736,17,1,4,4,75,736,1,17,0,2,1,0,0,1,0,1,0,0,2,1,0,75
220630402022,1005,247,486,265,7,0,0,0,875,29,19,3,7,72,875,18,29,1,3,1,0,1,1,0,0,4,0,0,0,0,72
220630402023,1570,294,841,416,19,0,0,0,1331,43,13,6,15,162,1331,13,41,0,4,2,3,1,3,4,0,1,2,1,0,0,162
220630402031,719,169,347,196,7,0,0,0,636,19,2,0,1,61,636,1,19,1,1,0,0,0,0,0,0,0,0,0,0,0,61
220630402032,682,127,351,195,7,2,0,0,597,15,3,3,7,57,597,3,15,0,1,0,1,2,0,2,0,0,0,3,1,0,57
220630402041,963,233,479,244,6,1,0,0,824,22,13,11,6,87,824,13,22,0,1,2,4,1,6,1,1,0,0,0,1,0,87
220630402042,370,95,156,117,2,0,0,0,314,8,14,1,3,30,314,14,8,0,1,0,0,1,0,0,0,0,0,0,0,0,30
220630402043,1115,195,649,264,5,2,0,0,1008,31,11,5,4,56,1008,10,31,1,2,2,2,1,2,0,0,0,0,0,0,0,56
220630403041,1292,201,698,374,18,1,0,0,1121,34,23,3,12,99,1121,22,34,1,6,1,1,0,2,2,0,0,0,0,0,2,99
220630403042,1137,209,611,311,6,0,0,0,984,37,6,3,12,95,984,6,35,0,7,0,3,1,0,0,0,1,2,0,2,0,95
220630403043,1069,168,604,295,2,0,0,0,875,40,37,2,15,100,875,37,40,0,6,0,5,2,0,2,0,0,0,1,0,1,100
220630403051,959,183,454,317,4,1,0,0,844,30,5,6,5,69,844,5,30,0,3,0,0,1,4,0,1,0,0,0,0,0,69
220630403052,1248,212,671,360,5,0,0,0,1000,40,61,7,19,121,1000,60,40,1,6,2,3,3,0,5,2,0,0,1,0,0,121
220630403053,982,174,560,243,5,0,0,0,801,20,53,5,24,79,801,52,20,1,8,0,12,2,0,0,2,0,0,1,1,0,79
220630403061,1725,272,1058,386,9,0,0,0,1479,41,57,6,8,134,1479,57,40,0,5,1,1,4,0,0,0,2,1,0,1,0,134
220630403062,603,99,345,155,4,0,0,0,500,21,29,6,7,40,500,28,21,1,3,1,0,4,1,3,0,0,0,0,0,1,40
220630403063,793,145,435,209,4,0,0,0,684,21,15,8,8,57,684,15,20,0,1,6,0,0,0,0,2,2,1,1,0,0,57
220630403071,1584,212,929,428,13,2,0,0,1268,71,81,32,12,120,1268,80,69,1,3,3,5,9,18,3,1,1,2,0,0,0,120
220630403072,1413,182,861,358,11,1,0,0,1205,46,29,11,13,109,1205,28,44,1,5,2,4,5,2,0,1,2,2,1,1,0,109
220630403081,1411,193,839,364,15,0,0,0,1197,42,18,8,20,126,1197,18,42,0,10,1,4,3,2,4,1,0,0,0,1,1,126
220630403082,1039,185,515,324,14,1,0,0,819,45,56,9,8,102,819,55,45,1,3,3,1,4,0,0,0,0,0,0,1,2,102
220630403083,1108,155,658,289,6,0,0,0,934,41,23,6,9,95,934,21,41,2,6,2,1,3,1,0,0,0,0,0,0,0,95
220630404031,483,86,226,166,5,0,0,0,409,23,7,1,12,31,409,7,22,0,2,1,1,0,0,3,0,0,1,5,0,0,31
220630404032,1330,237,697,388,7,1,0,0,1046,67,80,16,17,104,1046,80,67,0,10,5,1,2,2,0,7,2,0,0,0,2,104
220630404041,667,140,324,198,5,0,0,0,529,29,64,5,1,39,529,62,29,2,0,2,0,1,2,0,0,0,0,1,0,0,39
220630404042,1471,216,835,413,5,2,0,0,1251,48,21,8,11,132,1251,21,46,0,3,3,1,2,2,2,1,0,2,4,0,0,132
220630404051,1092,362,452,271,6,1,0,0,682,30,266,6,12,96,682,263,30,3,3,0,8,2,2,0,2,0,0,0,0,0,96
220630404052,797,128,399,264,6,0,0,0,672,18,13,7,8,79,672,12,18,1,2,2,3,0,2,0,1,0,0,0,1,0,79
220630404061,1294,266,678,338,10,2,0,0,974,51,146,6,10,107,974,145,49,1,4,0,3,2,0,1,1,1,2,0,3,1,107
220630404062,1486,202,856,423,5,0,0,0,1216,63,46,13,8,140,1216,44,62,2,2,2,1,5,2,3,4,1,1,0,0,0,140
