BlockGroupID,total_reg,party_dem,party_rep,party_npp,party_rin,party_lib,party_grn,party_wkp,party_bar,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_93,eth2_64,eth2_10,eth2_30,eth2_23,eth2_14,eth2_34,eth2_21,eth2_32,eth2_12,eth2_85,eth2_29,eth2_35,eth2_55,eth2_66,eth2_33,eth2_61,eth2_99,eth2_38,eth2_26,eth2_19,eth2_59,eth2_18,eth2_unk
240037011011,1313,463,542,294,2,5,0,0,2,5,0,1054,34,57,29,20,119,1054,57,32,9,6,5,8,5,0,0,6,3,1,0,2,2,0,0,0,1,0,0,0,1,119
240037011012,1994,709,849,417,5,5,1,1,0,7,0,1618,80,9,25,38,224,1618,9,79,7,8,8,7,19,0,0,2,1,0,3,2,1,4,0,0,0,0,0,0,0,224
240037011031,1137,390,426,305,0,7,2,1,1,5,0,886,85,17,16,15,118,886,17,84,6,2,1,1,7,7,0,1,1,0,1,4,1,0,0,0,0,0,0,0,0,118
240037011032,1342,470,500,342,3,11,5,1,1,9,0,1097,61,6,15,15,148,1097,6,59,7,4,0,3,3,4,2,0,0,0,2,0,2,0,4,0,0,0,0,0,1,148
240037011041,1009,333,389,276,1,1,3,1,0,5,0,827,38,8,22,13,101,827,8,38,8,3,6,4,7,1,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,101
240037011042,1918,709,753,430,10,8,3,0,0,5,0,1520,86,29,38,40,205,1520,29,85,13,12,11,1,14,9,3,4,0,0,3,1,1,1,2,0,0,0,0,0,0,205
240037012011,1358,427,616,302,1,7,0,0,0,5,0,1166,32,9,10,20,121,1166,9,32,5,4,3,2,2,0,0,0,4,0,1,1,0,5,2,0,0,0,0,0,0,121
240037012012,1667,486,728,425,6,8,4,1,0,9,0,1403,43,21,38,16,146,1403,21,43,11,9,0,9,4,2,0,12,0,0,0,0,0,2,0,0,1,1,0,0,0,146
240037012021,2174,648,991,512,5,7,1,3,0,7,0,1844,72,11,33,32,182,1844,11,72,8,10,10,5,9,1,3,9,0,0,1,2,0,2,3,0,0,0,0,0,0,182
240037012022,1613,514,696,378,4,11,3,2,0,5,0,1382,67,3,19,20,122,1382,3,67,4,8,4,5,6,3,0,2,2,0,2,0,0,0,2,0,0,1,0,0,0,122
240037013011,1564,505,661,371,1,13,3,4,0,6,0,1298,45,12,30,22,157,1298,12,42,11,7,11,2,7,1,0,3,0,1,4,0,3,1,2,0,0,0,0,0,0,157
240037013012,1657,509,786,345,3,5,2,0,0,7,0,1311,40,62,39,36,169,1311,62,40,18,17,14,1,11,4,0,1,1,1,3,0,0,0,2,0,0,0,0,0,0,169
240037013021,1060,376,447,224,5,2,2,1,0,3,0,794,20,141,5,5,95,794,141,20,1,0,2,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,95
240037013022,2027,702,848,457,0,4,4,1,0,11,0,1541,65,153,25,60,183,1541,153,61,9,21,8,4,8,1,4,0,5,0,10,2,4,1,1,0,4,1,0,0,0,183
240037014001,1156,344,544,260,1,5,1,0,0,1,0,871,35,73,34,32,111,871,72,35,13,16,12,1,8,6,2,2,0,1,0,0,0,0,0,1,1,0,0,0,0,111
240037014002,1677,677,660,312,2,15,2,0,1,8,0,1218,55,238,14,12,140,1218,237,54,6,1,1,3,5,4,0,0,1,0,1,0,1,3,0,1,0,0,0,1,0,140
240037021001,1985,648,843,469,5,10,1,0,1,8,0,1642,55,44,19,33,192,1642,44,51,7,6,4,3,10,3,0,1,0,0,3,6,4,3,1,0,3,0,1,0,0,192
240037021002,1292,476,541,263,3,3,2,0,0,4,0,1007,36,58,34,22,135,1007,57,36,12,5,7,8,8,5,2,2,0,0,1,4,0,0,2,1,0,0,0,0,0,135
240037021003,877,305,353,209,2,4,1,1,0,2,0,689,39,8,10,16,115,689,8,39,4,1,0,1,10,2,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,115
240037021004,1417,499,541,350,5,14,2,0,0,6,0,1188,51,9,19,14,136,1188,9,51,7,4,3,3,7,2,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,136
240037022041,1735,699,584,425,3,17,1,0,1,5,0,1300,64,33,66,72,200,1300,31,63,29,39,21,11,11,3,7,2,5,4,0,0,1,0,2,2,0,0,0,0,0,200
240037022042,1500,583,505,393,5,8,1,0,0,5,0,1148,67,49,34,43,159,1148,49,67,13,14,14,2,10,1,3,0,2,2,1,4,0,1,2,0,0,1,2,0,0,159
240037022051,1482,580,502,380,5,4,5,2,2,2,0,1158,53,27,38,45,161,1158,27,51,13,14,16,6,10,3,0,0,0,0,7,4,2,5,3,0,0,0,0,0,0,161
240037022052,1406,762,283,345,3,5,3,1,0,4,0,883,65,267,38,43,110,883,262,65,12,29,14,8,4,1,2,0,2,1,0,0,0,1,3,5,1,1,1,0,0,110
240037022053,1035,412,375,235,1,7,1,0,0,4,0,846,38,4,19,25,103,846,4,38,6,9,3,4,3,1,1,5,5,2,1,0,0,0,4,0,0,0,0,0,0,103
240037022061,1948,773,633,515,5,12,1,0,0,9,0,1447,91,128,49,50,183,1447,128,86,23,23,7,10,12,5,0,0,0,1,3,1,5,1,1,0,0,2,1,6,0,183
240037022062,1094,538,247,294,3,3,3,1,1,4,0,676,60,208,36,23,91,676,207,60,12,7,7,5,5,7,1,5,4,0,2,1,0,0,1,1,0,0,0,0,0,91
240037022063,1384,574,457,332,7,6,2,0,1,5,0,975,82,87,48,44,148,975,87,75,16,23,21,6,2,4,1,1,5,0,3,2,7,2,3,0,2,0,0,0,0,148
240037022081,2324,923,803,574,5,10,3,0,0,6,0,1662,118,90,140,116,198,1662,90,116,38,71,65,13,12,15,4,7,7,10,1,2,2,6,0,0,0,0,0,0,1,198
240037022082,1123,600,243,268,3,3,2,0,0,4,0,544,86,256,73,67,97,544,253,85,27,36,26,11,3,5,2,2,2,10,4,4,1,5,0,3,0,0,0,0,1,97
240037022083,1659,848,396,389,4,12,2,1,1,6,0,1010,98,266,49,81,155,1010,264,96,14,53,25,3,9,3,1,3,1,5,1,3,2,0,2,2,4,0,1,0,0,155
240037022091,967,320,399,237,3,5,0,0,0,3,0,743,47,14,28,54,81,743,14,44,6,23,7,7,8,8,1,0,4,3,7,2,3,0,3,0,0,0,0,0,0,81
240037022092,1250,513,420,301,1,6,2,0,1,6,0,942,60,61,33,29,125,942,58,59,10,18,7,15,0,0,2,1,2,5,0,1,1,0,0,3,0,0,0,0,0,125
240037022093,1071,496,297,264,2,6,3,1,1,1,0,767,62,79,33,33,97,767,79,60,5,13,15,5,7,5,1,1,7,0,0,1,2,0,0,0,1,1,0,0,1,97
240037023001,1510,487,676,332,6,2,0,0,1,6,0,1245,34,14,24,32,161,1245,14,33,8,6,7,3,8,4,3,2,0,3,5,4,1,1,0,0,0,0,0,2,0,161
240037023002,1231,389,541,283,4,7,0,0,0,7,0,1036,44,8,19,23,101,1036,8,44,5,2,2,5,9,3,0,3,2,0,1,3,0,3,3,0,0,1,0,0,0,101
240037023003,1894,591,839,443,7,9,1,0,0,4,0,1476,79,32,49,43,215,1476,32,78,15,22,16,7,11,7,4,3,4,0,1,0,1,0,0,0,0,0,1,0,0,215
240037024021,1542,643,528,352,5,4,4,0,0,6,0,1180,85,48,27,33,169,1180,48,84,9,4,6,1,12,10,1,0,5,5,1,0,1,1,2,0,0,0,1,1,0,169
240037024022,1192,490,410,274,5,6,1,0,1,5,0,901,41,54,25,31,140,901,52,39,10,7,6,5,8,4,4,0,0,0,3,2,2,0,4,2,1,0,0,1,0,140
240037024023,1923,714,779,409,10,3,0,0,1,7,0,1545,59,41,38,46,194,1545,41,56,12,11,7,8,16,9,3,1,3,0,3,2,3,0,5,0,0,0,0,3,0,194
240037024024,1180,422,451,291,5,5,1,0,1,4,0,910,44,52,24,18,132,910,51,44,4,5,7,8,6,0,2,4,0,1,0,0,0,3,0,1,1,0,1,0,0,132
240037025001,760,338,250,164,1,2,0,0,0,5,0,481,58,130,16,15,60,481,130,58,4,10,1,1,2,9,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,60
240037025002,1067,869,44,146,0,1,1,2,0,4,0,73,112,844,19,5,14,73,844,112,9,3,3,2,0,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,14
240037025003,809,492,162,151,2,2,0,0,0,0,0,309,84,305,32,22,57,309,304,82,10,7,6,6,5,4,4,6,3,0,1,0,2,1,0,1,0,0,0,0,0,57
240037025004,1227,688,294,228,3,3,4,1,0,6,0,673,51,377,20,18,88,673,376,49,8,5,3,4,6,4,3,1,3,0,0,0,2,0,0,1,0,0,0,0,0,88
240037026011,1139,524,334,257,5,8,3,1,1,6,0,906,43,21,6,29,134,906,21,41,0,13,1,1,6,3,1,1,3,0,0,1,2,0,0,0,4,0,0,0,0,134
240037026012,906,395,322,186,0,3,0,0,0,0,0,756,22,13,14,18,83,756,13,21,3,9,2,3,2,3,0,0,0,1,4,0,1,0,0,0,0,3,0,1,0,83
240037026013,874,431,261,174,3,4,1,0,0,0,0,711,28,7,13,23,92,711,7,28,3,1,5,0,8,5,3,0,1,0,0,0,0,6,2,0,0,0,0,0,0,92
240037026014,1359,706,318,317,1,7,2,0,0,8,0,859,64,282,20,22,112,859,279,64,3,7,3,5,6,7,0,0,0,1,2,3,0,0,1,3,0,0,1,2,0,112
240037026021,1827,944,455,399,8,11,2,0,0,8,0,1182,54,349,22,38,182,1182,346,52,7,11,4,5,9,3,0,2,4,0,3,2,2,2,2,3,3,0,1,0,0,182
240037026022,684,373,171,131,3,1,3,0,0,2,0,555,18,13,11,16,71,555,13,18,5,5,2,3,3,0,0,1,1,1,0,3,0,0,3,0,0,0,0,0,0,71
240037026023,1313,621,397,275,3,12,0,0,2,3,0,973,44,130,23,21,122,973,127,44,5,3,8,7,10,2,0,1,0,0,5,0,0,2,1,3,0,0,0,0,0,122
240037026024,1196,497,450,237,5,3,1,0,0,3,0,980,34,15,15,21,131,980,15,32,5,2,6,3,3,0,2,1,2,0,0,8,2,0,4,0,0,0,0,0,0,131
240037027021,1548,540,675,317,7,5,0,1,0,3,0,1289,32,11,27,34,155,1289,9,32,9,16,13,3,10,1,4,1,0,0,0,1,0,0,2,2,1,0,0,0,0,155
240037027022,1985,787,720,452,5,9,4,0,0,8,0,1592,48,23,33,46,243,1592,22,47,10,12,12,5,13,5,4,0,4,2,7,0,1,0,4,1,0,1,0,0,0,243
240037027031,1183,467,436,258,2,11,4,1,0,4,0,943,30,57,18,20,115,943,57,30,7,3,6,3,9,2,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,115
240037027032,674,246,252,165,5,1,1,0,1,3,0,525,19,24,13,18,75,525,24,19,3,8,3,3,4,4,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,75
240037027041,860,434,239,173,4,2,0,1,0,7,0,610,36,98,18,21,77,610,97,36,5,9,5,3,4,1,1,1,1,0,1,1,0,2,1,1,0,0,2,0,0,77
240037027042,565,269,125,162,0,5,0,0,0,4,0,396,48,28,17,13,63,396,28,47,8,3,4,2,7,3,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,63
240037061021,1232,588,386,246,3,2,3,0,0,4,0,1011,25,29,9,28,130,1011,29,25,1,8,1,3,12,2,4,2,0,0,2,1,0,0,0,0,0,0,0,1,0,130
240037061022,552,450,22,73,0,0,2,0,2,3,0,52,16,457,3,3,21,52,457,16,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21
240037061031,333,197,64,64,2,2,2,0,0,2,0,223,7,64,8,5,26,223,64,7,4,1,2,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,26
240037061032,548,276,133,130,2,4,1,0,0,2,0,444,16,8,6,14,60,444,8,16,2,5,1,0,2,0,0,3,1,0,2,0,0,0,1,0,1,0,0,2,0,60
240037063021,1061,546,249,244,4,4,3,0,0,11,0,817,51,27,17,18,131,817,27,48,5,6,3,4,6,4,1,1,1,0,0,2,3,0,1,0,1,0,0,0,0,131
240037063022,688,314,199,163,1,5,2,0,1,3,0,587,16,9,9,9,58,587,9,16,3,6,1,0,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,58
240037063023,1037,509,319,195,2,8,0,0,0,4,0,787,26,89,10,18,107,787,89,25,2,3,2,1,5,1,2,4,2,0,1,0,1,4,1,0,0,0,0,0,0,107
240037063031,913,596,117,188,0,5,1,2,0,4,0,351,62,430,10,18,42,351,429,62,5,7,2,1,3,2,1,0,1,2,1,1,0,1,0,1,0,0,0,1,0,42
240037063032,868,444,229,173,4,9,2,0,1,6,0,629,35,84,6,30,84,629,83,35,1,7,3,0,8,0,0,1,2,1,2,1,0,6,0,1,1,0,1,0,0,84
240037063041,1024,488,286,232,8,3,1,1,1,4,0,753,69,65,14,30,93,753,65,67,4,10,5,0,8,3,0,1,1,1,3,0,2,5,0,0,1,0,1,0,0,93
240037063042,628,254,218,149,0,5,1,0,0,1,0,499,15,8,5,16,85,499,8,15,4,4,1,0,6,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,85
240037064021,854,468,194,179,2,2,4,0,0,5,0,585,37,134,12,9,77,585,134,37,4,3,4,2,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,77
240037064022,1354,847,231,261,2,1,3,2,0,7,0,613,85,548,14,21,73,613,548,85,5,9,3,5,3,0,2,1,1,0,1,0,0,4,1,0,0,0,0,0,0,73
240037064031,1251,724,260,249,5,6,3,0,0,4,0,727,144,247,25,24,84,727,247,144,8,10,3,6,6,3,0,4,3,0,0,0,0,1,2,0,0,0,1,2,0,84
240037064032,689,397,133,146,2,4,2,2,0,3,0,435,54,120,17,21,42,435,120,54,2,5,6,1,5,2,1,5,2,1,1,3,0,3,0,0,0,0,0,0,0,42
240037064041,303,173,48,77,1,1,0,0,0,3,0,165,46,66,2,2,22,165,66,46,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22
240037064042,800,442,179,167,1,5,1,0,0,5,0,484,79,152,8,11,66,484,152,79,1,3,2,3,5,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,66
240037065001,850,558,135,146,1,3,1,0,1,5,0,248,92,440,16,17,37,248,439,92,1,8,1,8,3,6,0,0,2,0,0,1,0,1,1,1,0,0,0,0,0,37
240037065002,1640,877,393,352,3,6,1,0,0,8,0,1001,98,334,27,33,147,1001,333,96,4,11,7,7,5,5,1,2,2,2,0,4,2,0,5,1,1,0,2,2,0,147
240037065003,1457,782,356,296,6,10,0,0,0,7,0,1135,52,79,17,25,149,1135,79,52,7,8,2,3,5,2,3,2,1,0,0,3,0,0,2,0,0,1,0,0,0,149
240037066001,663,296,184,168,3,5,3,0,0,4,0,551,15,3,16,14,64,551,3,15,3,0,3,4,8,0,0,6,4,0,1,0,0,1,0,0,0,0,0,0,0,64
240037066002,683,328,188,156,3,1,3,0,0,4,0,569,21,2,12,9,70,569,2,21,6,2,1,1,4,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,70
240037066003,405,303,27,62,0,4,1,0,0,8,0,98,23,256,4,6,18,98,256,23,0,3,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
240037066004,1886,943,547,373,5,8,4,0,1,5,0,1412,76,177,23,28,170,1412,175,76,7,11,4,3,7,7,0,1,2,3,0,0,0,3,1,2,0,1,0,1,0,170
240037067001,243,82,85,71,1,2,1,0,0,1,0,175,17,12,5,5,29,175,12,17,2,2,0,1,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,29
240037070011,1482,506,662,298,1,8,1,0,0,6,0,1217,37,62,16,22,128,1217,62,37,12,8,2,2,5,0,0,0,1,0,0,2,0,0,5,0,1,0,0,0,0,128
240037070012,1343,562,449,307,3,9,4,0,1,8,0,957,28,244,5,12,97,957,244,28,3,1,1,1,6,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,97
240037070013,1227,374,538,291,5,8,2,2,1,6,0,1042,39,19,5,11,111,1042,19,39,1,1,0,2,5,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,111
240037070014,640,259,234,143,1,1,0,0,1,1,0,556,14,15,3,9,43,556,15,14,0,1,0,1,0,1,0,1,0,0,4,0,0,1,1,0,2,0,0,0,0,43
240037070021,1175,366,545,248,3,3,2,1,0,7,0,1003,29,36,9,11,87,1003,36,29,5,6,1,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,87
240037070022,885,326,389,163,3,4,0,0,0,0,0,721,24,53,5,15,67,721,53,24,3,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67
240037070023,1560,550,616,374,1,3,5,3,0,8,0,1286,37,76,5,21,135,1286,76,36,3,4,0,0,5,2,1,0,3,2,1,0,1,1,1,0,3,0,0,0,0,135
240037080011,1960,658,827,452,6,10,2,1,0,4,0,1626,54,55,26,16,183,1626,55,53,11,5,5,4,5,3,0,3,1,0,2,0,1,3,0,0,0,0,0,0,0,183
240037080012,1048,308,506,225,2,5,1,0,0,1,0,891,24,23,11,14,85,891,22,24,2,3,6,3,4,0,0,0,0,0,5,0,0,0,1,1,1,0,0,0,0,85
240037080041,421,144,185,84,1,3,0,1,0,3,0,334,12,31,2,5,37,334,31,12,0,1,2,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,37
240037080042,1161,480,384,281,3,6,4,0,0,3,0,839,67,169,5,17,64,839,169,67,3,10,0,1,4,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,64
240037080043,910,419,279,195,4,3,2,0,1,7,0,544,48,248,5,3,62,544,248,48,2,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,62
240037080044,1184,381,563,229,4,3,0,1,0,3,0,980,34,78,4,2,86,980,78,32,1,0,1,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,86
240037301011,2014,735,837,414,6,11,2,0,1,8,0,1575,74,113,27,29,196,1575,113,74,6,8,12,2,18,4,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,196
240037301021,2178,902,705,535,5,13,6,0,0,12,0,1581,96,145,57,53,246,1581,143,93,18,26,16,9,10,3,5,5,5,2,1,1,3,0,0,2,0,4,0,0,1,246
240037301022,1557,546,597,392,0,10,1,0,1,10,0,1253,64,55,20,30,135,1253,55,63,6,8,3,3,11,6,1,2,2,0,0,3,1,0,0,0,3,0,0,0,0,135
240037301023,3488,1787,838,813,6,19,3,2,2,18,0,1975,217,735,128,86,347,1975,733,214,38,40,56,16,10,7,10,4,2,11,4,2,3,0,1,2,3,2,1,0,4,347
240037302041,2082,1133,498,420,3,13,0,4,0,11,0,1066,114,609,49,45,199,1066,607,114,8,23,17,4,7,12,1,3,5,4,0,0,0,2,1,2,0,5,0,1,0,199
240037302042,694,299,227,159,3,3,0,0,0,3,0,474,63,48,17,23,69,474,48,63,5,12,4,5,5,2,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,69
240037302043,840,536,152,145,1,1,1,1,0,3,0,224,57,474,27,14,44,224,474,57,11,10,2,5,2,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,44
240037302044,886,431,238,202,3,6,2,0,1,3,0,468,66,255,24,17,56,468,253,66,2,10,0,10,1,4,0,1,1,0,2,0,0,0,0,2,0,2,4,3,1,56
240037302051,568,324,121,116,0,1,1,1,0,4,0,315,21,152,23,7,50,315,152,21,5,5,5,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
240037302052,556,294,131,126,1,2,1,0,0,1,0,317,60,86,16,22,55,317,83,59,3,17,6,1,2,5,0,0,0,0,0,0,1,0,2,3,0,1,0,0,0,55
240037302061,1234,521,410,282,1,7,2,2,0,9,0,902,64,96,28,24,120,902,95,64,6,15,12,1,6,6,0,1,1,0,0,0,0,0,2,1,0,0,0,0,1,120
240037302062,400,251,56,78,1,4,1,1,0,8,0,134,27,215,3,3,18,134,215,27,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
240037302063,359,217,60,77,1,1,0,0,0,3,0,118,32,171,8,14,16,118,170,32,2,11,1,2,0,3,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,16
240037303001,1265,489,445,306,4,7,3,0,1,10,0,967,110,32,22,24,110,967,32,110,10,12,2,6,7,3,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,110
240037303002,740,300,241,186,2,2,0,0,0,9,0,554,46,56,6,10,68,554,56,45,1,3,3,0,6,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,68
240037304011,1301,570,440,267,5,5,3,2,0,9,0,908,79,110,43,43,118,908,110,77,9,14,12,2,9,16,0,2,9,7,1,0,2,1,1,0,0,1,0,1,1,118
240037304012,564,298,140,121,2,1,0,0,0,2,0,287,40,160,26,12,39,287,157,40,6,8,9,7,0,3,2,0,0,1,0,0,0,0,1,3,0,1,0,0,0,39
240037304013,1235,510,435,274,3,7,1,1,0,4,0,869,88,104,24,44,106,869,103,88,8,32,6,5,2,2,2,3,2,0,2,1,0,0,2,1,0,0,0,0,0,106
240037304031,614,394,78,128,1,5,2,0,0,6,0,242,50,262,17,15,28,242,261,49,3,11,5,6,0,2,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,28
240037304032,912,425,271,205,1,4,1,1,0,4,0,612,54,127,14,26,79,612,127,52,1,13,4,1,3,3,1,0,1,1,0,4,2,0,3,0,0,1,2,0,0,79
240037304033,727,376,177,163,2,1,1,1,0,6,0,386,38,235,10,12,46,386,234,37,3,7,1,6,2,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,46
240037304041,1375,561,446,349,2,7,2,1,0,7,0,1002,115,91,14,26,127,1002,91,113,4,14,6,1,6,2,4,0,1,0,0,0,2,1,0,0,0,0,0,0,1,127
240037305071,1227,552,406,252,8,0,3,1,0,5,0,857,77,115,26,13,139,857,115,77,5,3,5,7,6,6,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,139
240037305072,1805,775,601,396,2,12,3,2,2,12,0,1225,97,188,99,64,132,1225,188,94,17,35,31,31,8,12,1,4,7,6,0,0,3,3,1,0,1,0,0,0,0,132
240037305081,525,280,141,95,0,0,2,1,0,6,0,272,44,150,2,8,49,272,147,44,2,1,0,0,1,0,0,0,0,3,0,2,0,1,0,3,0,0,0,0,0,49
240037305082,845,568,107,149,4,4,2,1,1,9,0,243,32,511,12,15,32,243,509,31,4,10,4,1,1,1,0,1,1,1,0,0,1,2,0,2,0,0,1,0,0,32
240037305091,628,310,155,154,3,1,2,0,0,3,0,344,25,171,15,17,56,344,171,25,9,13,4,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,1,56
240037305092,1979,765,741,446,4,14,1,2,0,6,0,1477,109,151,29,32,181,1477,151,109,7,12,8,5,3,3,2,6,3,4,0,2,0,2,2,0,0,0,0,0,0,181
240037305093,787,453,156,164,0,7,1,0,1,5,0,361,60,260,20,14,72,361,259,59,8,6,2,3,2,4,1,2,0,1,1,0,1,1,0,1,2,0,0,0,1,72
240037305101,1193,729,223,222,2,5,4,1,1,6,0,467,50,541,34,30,71,467,540,49,4,23,5,18,2,3,0,3,3,0,1,0,1,0,0,1,0,0,0,0,1,71
240037305102,1167,587,333,236,1,3,3,0,0,4,0,663,66,266,25,51,96,663,265,66,4,22,1,16,11,2,0,1,2,10,0,0,0,4,2,1,0,0,0,0,1,96
240037305111,748,546,58,131,2,1,3,0,1,6,0,150,19,530,9,6,34,150,528,19,3,4,3,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,34
240037305121,548,337,96,106,2,1,1,1,0,4,0,234,37,218,14,4,41,234,216,37,0,2,7,2,0,5,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,41
240037305122,681,451,83,138,0,3,0,1,0,5,0,208,36,386,22,9,20,208,386,36,7,5,3,3,1,5,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,20
240037305131,547,329,85,127,1,1,0,0,0,4,0,211,37,240,20,12,27,211,240,37,3,2,4,5,4,6,1,0,0,3,0,0,0,0,1,0,0,0,0,1,0,27
240037305132,305,185,71,47,0,0,0,0,0,2,0,120,14,138,8,4,21,120,137,14,1,4,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21
240037305141,743,495,112,125,1,3,1,0,0,6,0,365,41,249,19,10,59,365,247,41,5,9,6,5,0,1,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,59
240037305142,945,620,112,200,1,3,0,3,1,5,0,319,61,461,21,22,61,319,460,61,2,17,7,10,4,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,61
240037306011,1787,602,746,417,1,11,2,1,1,6,0,1427,30,50,56,42,182,1427,50,27,14,15,15,21,8,3,2,3,6,0,4,1,3,3,0,0,0,0,0,3,0,182
240037306012,1200,435,506,246,4,5,2,1,0,1,0,1006,21,2,31,25,115,1006,2,20,10,6,13,6,7,1,1,1,1,0,5,0,1,0,5,0,0,0,0,0,0,115
240037306013,1457,456,676,311,2,3,1,1,0,7,0,1099,44,47,78,51,138,1099,47,44,30,22,10,21,5,13,2,4,7,0,2,0,0,3,1,0,1,0,0,0,0,138
240037306014,1392,466,606,305,5,5,0,0,1,4,0,1122,34,2,45,32,157,1122,2,32,13,3,15,9,12,3,4,5,2,0,2,3,2,0,1,0,0,0,0,2,0,157
240037306031,998,347,408,231,2,5,0,2,0,3,0,827,34,16,26,18,77,827,16,34,6,12,7,3,1,2,1,0,0,0,0,1,0,0,2,0,0,7,1,0,0,77
240037306032,1444,507,604,314,1,10,2,0,3,3,0,1064,52,71,82,24,151,1064,71,52,34,8,26,9,6,6,1,1,0,1,3,0,0,0,0,0,3,3,0,0,0,151
240037306051,2035,811,719,471,8,19,2,1,0,4,0,1337,66,254,109,79,190,1337,253,60,50,38,17,26,10,8,7,6,2,5,6,3,6,1,2,1,0,0,2,2,0,190
240037306061,1805,566,816,403,4,9,1,0,0,6,0,1513,53,8,22,28,181,1513,8,53,3,6,10,5,8,2,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,181
240037306062,1394,517,548,310,5,4,2,1,2,5,0,1138,38,18,19,25,156,1138,18,36,6,4,5,5,4,1,0,1,1,0,3,7,2,1,4,0,0,0,0,0,1,156
240037306063,641,251,216,160,1,3,3,0,1,6,0,488,24,23,40,14,52,488,23,23,16,6,5,17,1,1,0,1,0,1,0,2,1,4,0,0,0,0,0,0,0,52
240037307011,660,275,236,140,3,2,1,0,0,3,0,507,15,42,8,10,78,507,42,15,3,1,5,0,4,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,78
240037307012,999,466,322,203,2,3,1,0,0,2,0,767,34,59,16,13,110,767,59,33,7,3,2,4,1,0,1,3,0,1,2,0,1,3,0,0,0,0,0,0,0,110
240037307013,561,209,224,121,1,3,1,0,0,2,0,465,12,5,9,11,59,465,5,12,6,3,0,2,5,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,59
240037307021,1378,547,565,255,1,3,3,0,0,4,0,1189,27,1,16,21,124,1189,1,26,6,7,2,1,7,0,0,2,0,0,2,0,1,0,2,0,2,4,0,0,0,124
240037307022,558,167,249,138,0,2,0,0,0,2,0,470,29,2,8,13,36,470,2,29,2,2,0,1,0,3,0,2,3,3,2,0,0,2,0,0,1,0,0,0,0,36
240037307023,1677,616,672,370,4,8,4,0,0,3,0,1342,55,19,51,27,183,1342,19,52,14,7,9,8,6,8,2,6,2,4,0,1,3,0,0,0,4,4,0,0,2,183
240037308001,1999,762,818,403,2,6,3,0,1,4,0,1686,46,10,38,36,183,1686,10,45,15,5,4,10,13,6,3,3,0,0,3,2,1,5,0,0,3,0,0,0,0,183
