BlockGroupID,total_reg,party_npp,party_dem,party_rep,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_12,eth2_64,eth2_10,eth2_85,eth2_83,eth2_14,eth2_66,eth2_26,eth2_21,eth2_30,eth2_23,eth2_93,eth2_34,eth2_unk
150030077022,977,449,361,167,0,0,207,83,5,517,67,98,207,393,76,83,45,16,16,7,15,6,3,2,5,1,98
150030077023,745,349,271,125,0,0,251,71,0,303,40,80,251,213,65,68,17,15,3,6,16,1,4,2,0,1,80
150030077024,1069,468,421,180,0,0,312,77,6,539,57,78,312,400,64,92,27,25,27,13,3,13,2,0,6,1,78
150030078041,651,276,290,85,0,0,72,79,1,363,41,95,72,278,75,48,23,14,14,4,11,5,3,3,1,1,95
150030078042,565,196,273,96,0,0,90,48,0,345,31,51,90,292,46,34,24,4,2,2,16,1,0,0,0,1,51
150030078071,433,223,185,25,0,0,143,41,4,184,22,39,143,97,39,39,11,7,35,2,5,4,2,3,4,2,39
150030078072,388,201,163,24,0,0,120,60,9,140,17,42,120,88,58,28,9,7,10,2,4,5,1,0,9,0,42
150030078073,542,273,235,34,0,0,166,60,4,212,31,69,166,151,58,32,16,11,14,2,8,3,4,2,4,0,69
150030078074,423,222,183,18,0,0,146,51,2,152,30,42,146,107,51,22,19,6,14,0,6,2,1,0,2,3,42
150030078075,712,385,278,49,0,0,217,122,8,205,71,89,217,95,119,74,39,18,6,3,9,10,7,2,8,3,89
150030078081,767,352,330,85,0,0,182,147,3,210,91,134,182,124,145,59,62,21,6,2,8,6,2,6,3,0,134
150030078082,346,172,155,19,0,0,80,63,5,60,67,71,80,30,58,18,31,25,3,5,5,0,2,4,5,3,71
150030078083,424,239,156,29,0,0,125,49,1,160,33,56,125,108,49,21,27,3,10,0,9,8,0,2,1,0,56
150030078091,955,447,333,175,0,0,124,67,1,655,74,34,124,521,67,81,49,10,27,0,7,5,13,10,1,2,34
150030078092,994,513,323,158,0,0,202,74,1,540,70,107,202,425,70,84,34,25,20,4,4,3,7,2,1,0,107
150030078093,454,230,138,86,0,0,82,17,0,319,16,20,82,235,17,64,5,3,6,0,3,5,6,0,0,0,20
150030078121,467,242,170,55,0,0,104,38,0,245,22,58,104,181,38,50,10,11,7,0,2,2,0,1,0,1,58
150030078122,746,362,292,92,0,0,185,122,3,227,90,119,185,152,115,50,51,31,14,7,4,3,2,0,3,1,119
150030078131,720,339,247,134,0,0,136,82,0,310,71,121,136,220,78,44,48,18,31,4,8,4,3,0,0,0,121
150030078132,407,205,154,48,0,0,129,50,5,145,35,43,129,93,48,31,20,10,10,2,4,2,2,2,5,0,43
150030078133,572,221,255,96,0,0,91,93,1,295,38,54,91,224,92,49,30,6,17,1,3,1,1,1,1,0,54
150030078141,1743,755,684,304,0,0,295,135,1,1093,77,142,295,875,128,154,51,13,22,7,16,12,6,5,1,0,142
150030078142,917,411,343,163,0,0,130,58,2,645,18,64,130,535,51,73,12,4,17,7,4,5,0,6,2,0,64
150030078151,1264,711,402,151,0,0,324,109,2,652,53,124,324,513,105,89,31,17,31,4,3,10,3,1,2,2,124
150030078161,343,162,101,80,0,0,86,19,0,193,16,29,86,146,15,40,4,8,6,4,0,0,0,1,0,0,29
150030078162,707,327,278,102,0,0,116,62,0,396,45,88,116,295,59,62,18,17,23,3,4,6,5,2,0,3,88
150030078163,1468,758,591,119,0,0,479,178,11,497,104,199,479,304,160,129,61,25,26,18,12,16,6,4,11,7,199
150030078171,597,300,216,81,0,0,103,67,1,307,56,63,103,252,60,39,32,21,5,7,7,2,1,0,1,0,63
150030078172,440,189,171,80,0,0,128,48,0,192,24,48,128,140,43,30,18,2,12,5,4,3,1,0,0,2,48
150030080011,693,290,374,29,0,0,187,143,0,178,64,121,187,112,138,33,43,16,7,5,13,6,1,3,0,0,121
150030080012,323,183,113,27,0,0,79,41,1,110,39,53,79,64,37,34,18,12,7,4,1,3,7,0,1,0,53
150030080021,978,463,420,95,0,0,204,146,5,406,81,136,204,287,139,61,52,21,25,7,14,8,5,4,5,1,136
150030080022,727,328,306,93,0,0,96,115,0,375,59,82,96,291,103,58,37,19,10,12,6,8,0,1,0,0,82
150030080051,1780,802,647,331,0,0,426,196,3,764,150,241,426,589,179,116,79,51,22,17,9,12,12,6,3,4,241
150030080052,924,417,356,151,0,0,246,121,1,390,76,90,246,302,110,64,43,28,10,11,0,9,1,2,1,1,90
150030080053,538,256,179,103,0,0,164,78,0,213,15,68,164,161,68,37,9,3,2,10,4,7,0,2,0,1,68
150030080054,1255,584,478,193,0,0,339,186,1,466,109,154,339,339,167,83,67,37,16,19,6,10,2,6,1,1,154
150030080081,509,231,223,55,0,0,128,102,2,148,47,82,128,99,94,38,33,13,5,8,4,2,0,0,2,1,82
150030080082,30,7,22,1,0,0,18,6,3,1,1,1,18,0,6,0,0,0,0,0,1,0,0,0,3,0,1
150030080091,433,160,222,51,0,0,91,92,1,120,56,73,91,66,88,30,35,17,10,4,7,4,4,3,0,0,73
150030080092,895,434,415,46,0,0,276,182,4,201,85,147,276,95,175,70,52,26,10,7,22,3,4,1,4,1,147
150030080101,669,300,285,84,0,0,108,79,0,342,72,68,108,249,77,60,59,11,10,2,10,5,1,6,0,0,68
150030080102,817,316,369,132,0,0,101,127,0,450,39,100,101,372,119,51,18,14,9,8,13,5,4,0,0,2,100
150030080111,1715,746,674,295,0,0,275,210,0,942,109,179,275,768,196,123,68,30,19,14,11,10,1,1,0,0,179
150030080121,937,396,405,136,0,0,138,134,4,489,72,100,138,393,126,67,49,21,5,8,15,6,2,2,3,0,100
150030080122,889,375,373,141,0,0,128,103,0,509,53,96,128,390,97,76,35,9,16,6,12,7,6,4,0,0,96
150030080131,840,281,363,196,0,0,77,95,0,548,56,64,77,485,92,49,40,15,9,3,0,5,1,0,0,0,64
150030080132,998,382,446,170,0,0,115,109,0,649,48,77,115,571,103,52,34,11,10,6,7,1,3,7,0,0,77
150030083011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030083012,694,362,262,70,0,0,350,91,9,49,68,127,350,20,89,15,31,22,4,2,5,3,7,1,9,1,127
150030083013,301,150,118,33,0,0,187,37,9,16,9,43,187,6,37,4,2,2,1,0,2,1,3,2,8,0,43
150030083014,531,272,200,59,0,0,287,83,17,22,39,83,287,10,83,7,9,21,1,0,3,1,2,0,16,5,83
150030083021,836,284,434,118,0,0,160,274,0,94,171,137,160,48,261,22,138,20,6,13,16,1,4,1,0,1,137
150030083022,1097,448,485,164,0,0,216,369,0,119,181,212,216,63,349,23,148,25,2,20,22,1,6,6,0,1,212
150030083023,1328,575,611,142,0,0,279,384,3,152,217,293,279,64,365,35,161,36,4,19,25,11,12,9,3,1,293
150030084051,1129,570,379,180,0,0,314,263,11,207,157,177,314,111,253,55,115,30,7,10,20,5,5,3,11,2,177
150030084052,545,298,182,65,0,0,124,133,8,132,87,61,124,83,129,20,79,7,10,4,13,4,1,2,8,0,61
150030084053,1061,528,429,104,0,0,299,300,3,143,155,161,299,73,297,33,110,34,6,3,15,7,7,1,3,1,161
150030084071,1086,518,394,174,0,0,411,236,19,188,96,136,411,109,232,33,66,17,14,4,12,5,4,8,19,2,136
150030084072,725,398,243,84,0,0,298,133,12,92,70,120,298,49,128,20,52,11,10,5,1,7,2,0,9,0,120
150030084081,810,415,293,102,0,0,331,165,11,127,70,106,331,61,163,36,46,15,5,2,13,4,3,5,10,3,106
150030084082,2054,1117,704,233,0,0,935,371,46,277,136,289,935,120,362,67,83,19,28,9,26,15,11,14,45,8,289
150030084083,1449,797,425,227,0,0,745,219,29,201,66,189,745,100,214,50,43,16,25,5,8,8,0,4,28,3,189
150030084101,972,565,317,90,0,0,238,217,1,231,129,156,238,156,208,32,97,18,11,9,15,5,5,8,1,0,156
150030084102,1449,940,464,45,0,0,468,299,14,250,193,225,468,122,289,54,139,39,24,10,26,14,7,5,14,4,225
150030084111,723,360,288,75,0,0,201,203,1,114,86,118,201,64,195,27,57,25,7,8,12,1,1,2,1,2,118
150030084112,597,319,269,9,0,0,207,102,10,100,73,105,207,60,97,22,48,19,5,5,6,5,2,2,10,1,105
150030084113,543,291,205,47,0,0,155,126,1,116,62,83,155,67,123,27,48,10,1,3,14,4,2,0,1,2,83
150030084131,659,238,328,93,0,0,132,195,8,63,130,131,132,36,189,14,106,21,1,6,9,1,2,2,8,1,131
150030084132,756,304,321,131,0,0,156,237,1,108,121,133,156,55,229,18,88,31,4,8,20,2,2,3,1,0,133
150030084141,1210,664,383,163,0,0,430,239,5,186,152,198,430,89,236,48,107,27,9,3,20,13,7,2,5,3,198
150030084151,1966,1061,754,151,0,0,610,402,30,308,217,399,610,134,391,97,149,50,26,11,13,26,13,6,30,0,399
150030084152,1150,604,402,144,0,0,386,270,13,167,125,189,386,99,263,34,89,22,8,7,8,5,8,7,13,2,189
150030084161,800,367,396,37,0,0,213,180,13,134,104,156,213,83,175,20,65,33,5,5,12,8,2,2,13,1,156
150030084162,545,314,181,50,0,0,139,117,3,97,78,111,139,53,103,20,54,18,5,14,14,4,1,0,3,1,111
150030084171,443,249,190,4,0,0,141,85,4,104,41,68,141,71,80,21,30,6,4,5,3,1,1,4,4,0,68
150030084172,987,459,452,76,0,0,258,250,8,174,139,158,258,92,237,43,113,20,11,13,20,5,4,0,8,0,158
150030084173,263,141,111,11,0,0,133,29,4,43,20,34,133,28,28,8,16,2,3,1,3,0,0,1,4,0,34
150030084181,1223,510,573,140,0,0,268,357,3,202,191,202,268,126,336,24,128,51,16,21,26,3,7,7,3,3,202
150030084182,533,246,217,70,0,0,209,85,2,105,52,80,209,76,81,11,31,15,0,4,8,4,1,6,2,2,80
150030084183,864,429,316,119,0,0,329,173,3,87,125,147,329,48,163,18,76,31,7,10,10,1,5,2,3,3,147
150030085021,752,432,283,37,0,0,358,108,18,60,71,137,358,25,106,16,25,34,6,2,1,4,10,6,18,0,137
150030086091,1069,400,409,260,0,0,425,243,7,133,124,137,425,75,239,24,83,29,6,4,14,5,4,5,7,1,137
150030086101,608,258,156,194,0,0,389,50,3,49,24,93,389,29,48,11,7,0,6,2,0,1,1,1,2,7,93
150030086111,20,12,8,0,0,0,6,4,0,8,0,2,6,5,4,1,0,0,0,0,2,0,0,0,0,0,2
150030086231,836,454,283,99,0,0,298,175,15,160,90,98,298,80,163,38,59,21,9,12,11,14,2,4,15,6,98
150030086232,893,446,340,107,0,0,274,195,1,203,102,118,274,97,191,52,82,14,21,4,12,7,2,8,1,1,118
150030086233,862,601,212,49,0,0,259,91,2,109,128,273,259,45,85,35,22,89,14,6,10,2,3,2,2,3,273
150030086234,5,3,2,0,0,0,0,1,0,3,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1
150030086241,943,426,368,149,0,0,252,244,1,190,133,123,252,94,235,48,112,16,12,9,23,3,3,4,1,0,123
150030086242,827,446,268,113,0,0,205,198,0,201,86,137,205,129,192,29,69,10,12,6,13,7,4,2,0,0,137
150030086251,791,317,385,89,0,0,116,280,0,117,132,146,116,57,271,15,102,21,5,9,32,4,5,2,0,1,146
150030086252,1038,389,567,82,0,0,170,333,1,133,191,210,170,80,325,20,153,25,1,8,17,3,1,11,1,3,210
150030086261,894,482,318,94,0,0,227,214,1,133,145,174,227,86,204,19,87,32,2,10,9,6,4,2,1,1,174
150030086262,1152,565,506,81,0,0,300,306,3,133,169,241,300,63,292,29,109,44,13,14,20,4,10,4,3,1,241
150030086271,157,74,68,15,0,0,49,32,1,33,21,21,49,14,32,9,13,5,0,0,9,1,0,0,1,0,21
150030086272,872,538,244,90,0,0,321,175,6,137,107,126,321,85,167,24,89,10,8,8,8,4,7,3,6,1,126
150030086273,790,342,237,211,0,0,343,127,5,118,63,134,343,68,114,27,39,16,8,13,4,1,1,4,5,1,134
150030086274,106,48,55,3,0,0,27,21,0,15,14,29,27,3,21,5,9,5,2,0,3,0,0,1,0,0,29
150030086275,416,227,171,18,0,0,104,89,4,106,27,86,104,62,89,20,20,2,7,0,9,2,2,6,4,0,86
150030086281,1238,671,346,221,0,0,340,207,3,308,175,205,340,188,190,63,119,38,8,17,21,15,10,2,3,5,205
150030086282,997,534,361,102,0,0,298,208,7,201,124,159,298,119,201,30,84,32,19,7,15,4,1,2,7,0,159
150030086291,1142,579,490,73,0,0,330,252,12,174,124,250,330,91,242,40,90,21,11,10,13,8,9,5,12,1,250
150030086301,667,302,209,156,0,0,264,118,8,115,61,101,264,68,111,23,34,18,7,7,10,1,0,2,8,6,101
150030086302,604,273,190,141,0,0,266,87,4,121,42,84,266,60,86,34,18,16,10,1,9,2,5,2,4,3,84
150030086311,967,433,327,207,0,0,376,177,11,177,96,130,376,108,170,36,59,24,8,7,6,13,4,6,8,1,130
150030086312,906,461,235,210,0,0,392,137,9,183,91,94,392,84,126,55,55,25,15,11,9,9,2,3,8,3,94
150030086321,486,231,176,79,0,0,155,88,4,86,68,85,155,50,77,8,47,14,3,11,16,3,4,2,4,0,85
150030086322,1442,691,504,247,0,0,470,311,5,230,176,250,470,106,292,71,103,62,11,19,24,4,4,12,5,1,250
150030086323,502,237,182,83,0,0,197,86,5,72,48,94,197,39,76,14,25,16,6,10,2,4,2,1,5,0,94
150030086324,558,267,200,91,0,0,171,122,0,77,78,110,171,31,116,22,47,29,3,6,13,8,1,0,0,0,110
150030086331,1462,779,497,186,0,0,590,243,16,257,123,233,590,125,236,62,69,40,21,7,23,9,10,12,16,2,233
150030086341,463,248,146,69,0,0,193,73,6,80,59,52,193,44,73,24,45,7,5,0,3,1,6,3,5,0,52
150030086342,344,164,128,52,0,0,158,52,2,49,29,54,158,31,50,5,12,9,6,2,3,2,3,1,2,2,54
150030086343,515,223,197,95,0,0,219,90,0,84,40,82,219,46,86,16,23,12,4,4,9,1,2,8,0,0,82
150030087021,1138,466,602,70,0,0,176,364,3,228,194,173,176,99,360,37,166,16,55,4,21,7,4,1,3,1,173
150030087022,898,390,458,50,0,0,114,272,4,123,203,182,114,66,268,27,170,29,4,4,19,1,2,6,4,0,182
150030087023,558,277,226,55,0,0,91,188,0,63,120,96,91,26,186,10,116,3,0,2,22,1,0,3,0,1,96
150030087041,237,126,92,19,0,0,80,37,1,69,19,31,80,47,35,10,8,1,6,2,4,1,1,0,1,0,31
150030087042,1276,588,563,125,0,0,172,383,0,253,244,224,172,159,375,23,217,14,8,8,57,2,8,3,0,0,224
150030087051,479,65,407,7,0,0,132,81,6,51,68,141,132,23,72,11,24,30,0,9,10,5,3,2,6,2,141
150030087052,324,51,266,7,0,0,57,70,1,32,72,92,57,11,68,10,40,26,2,2,6,1,2,2,1,1,92
150030087061,570,256,216,98,0,0,149,157,2,91,94,77,149,57,156,17,80,12,0,1,13,1,2,3,2,0,77
150030087062,354,69,280,5,0,0,89,68,4,25,46,122,89,12,66,7,20,22,0,2,4,2,2,0,4,0,122
150030087063,779,380,288,111,0,0,195,184,1,194,102,103,195,107,180,45,73,19,19,4,9,6,2,2,1,0,103
150030087071,835,316,453,66,0,0,98,332,1,109,161,134,98,70,328,3,136,19,2,4,23,1,1,10,1,0,134
150030087072,690,294,322,74,0,0,82,224,1,96,177,110,82,57,217,4,162,7,2,7,26,2,3,5,1,0,110
150030087073,730,308,361,61,0,0,74,253,0,107,186,110,74,66,251,14,173,11,2,2,18,1,0,6,0,1,110
150030087074,521,222,250,49,0,0,71,164,0,77,128,81,71,34,164,8,110,10,5,0,24,2,7,1,0,1,81
150030088011,981,405,499,77,0,0,121,390,1,130,199,140,121,67,380,18,179,8,6,10,32,1,8,3,1,1,140
150030088012,847,282,464,101,0,0,98,297,0,109,194,149,98,75,296,10,175,9,7,1,13,1,0,0,0,1,149
150030088021,657,346,254,57,0,0,111,174,0,165,109,98,111,96,166,31,87,17,5,8,15,16,3,1,0,1,98
150030088022,793,346,364,83,0,0,108,255,0,195,117,118,108,142,249,25,105,10,6,6,12,3,1,6,0,1,118
150030088023,916,379,438,99,0,0,96,319,0,107,246,148,96,55,314,15,227,10,4,5,17,5,5,5,0,0,148
150030089061,608,272,252,84,0,0,223,80,2,210,34,59,223,168,74,29,12,12,5,6,2,5,3,1,2,2,59
150030089062,819,358,334,127,0,0,251,113,2,290,73,90,251,218,103,46,38,23,15,10,7,0,2,1,2,4,90
150030089063,877,380,312,185,0,0,299,120,4,298,56,100,299,195,108,61,43,10,18,12,8,6,0,8,4,0,100
150030089091,654,297,227,130,0,0,156,75,2,309,44,68,156,235,70,60,27,13,8,5,5,0,1,1,2,1,68
150030089092,921,410,418,93,0,0,228,143,1,370,81,98,228,285,132,52,52,20,11,11,14,4,4,3,1,2,98
150030089093,740,341,271,128,0,0,197,92,0,309,50,92,197,232,86,57,24,17,11,6,3,3,8,1,0,0,92
150030089121,725,315,315,95,0,0,105,205,0,129,169,117,105,80,202,11,155,12,11,3,21,2,1,3,0,0,117
150030089122,673,293,317,63,0,0,85,217,0,126,131,114,85,82,217,15,123,6,1,0,16,4,0,6,0,1,114
150030089131,931,341,454,136,0,0,136,303,0,188,173,131,136,122,291,28,142,22,2,12,19,4,2,11,0,0,131
150030089132,610,229,334,47,0,0,84,208,0,125,97,96,84,83,201,10,71,23,6,7,17,5,2,4,0,0,96
150030089133,664,264,324,76,0,0,141,185,0,116,125,97,141,69,180,26,98,24,2,5,12,1,2,4,0,0,97
150030089171,650,311,233,106,0,0,143,67,1,336,52,51,143,256,58,57,38,8,16,9,0,3,0,2,1,2,51
150030089172,578,290,179,109,0,0,149,69,0,274,42,44,149,218,60,40,26,13,6,9,7,1,3,1,0,0,44
150030089173,875,422,270,183,0,0,226,110,2,405,58,74,226,321,98,50,35,15,13,12,7,7,3,6,2,0,74
150030089174,462,204,184,74,0,0,127,68,1,168,45,53,127,122,67,36,29,13,6,1,2,0,1,2,1,0,53
150030089175,649,295,225,129,0,0,148,91,2,285,59,64,148,220,76,41,31,16,15,15,2,0,1,6,2,3,64
150030089181,618,285,206,127,0,0,154,98,2,280,33,51,154,213,90,40,21,8,12,8,6,1,4,8,2,0,51
150030089182,1030,501,296,233,0,0,318,118,2,434,67,91,318,342,113,66,43,17,10,5,0,5,0,10,2,1,91
150030089183,691,329,222,140,0,0,228,71,1,247,60,84,228,190,65,39,48,11,11,6,3,0,0,1,1,1,84
150030089184,593,267,227,99,0,0,233,85,5,157,48,65,233,97,81,43,29,16,5,4,3,2,3,4,5,0,65
150030089185,673,316,221,136,0,0,262,88,1,203,45,74,262,156,81,26,23,16,11,7,3,1,0,3,1,2,74
150030089211,852,348,356,148,0,0,173,241,4,128,159,147,173,80,234,33,130,23,2,7,4,3,3,1,4,0,147
150030089212,689,269,315,105,0,0,145,175,0,141,133,95,145,101,172,27,108,20,2,3,7,2,4,1,0,0,95
150030089261,801,400,326,75,0,0,368,115,13,170,45,90,368,116,113,34,20,16,9,2,2,3,4,2,13,4,90
150030089281,1279,752,353,174,0,0,349,177,2,519,101,131,349,398,169,68,69,18,26,8,9,8,6,8,2,3,131
150030089282,1278,733,307,238,0,0,385,154,4,519,97,119,385,394,148,72,58,29,19,6,13,8,3,1,4,2,119
150030089291,373,204,136,33,0,0,118,52,1,137,31,34,118,104,51,24,21,8,6,1,0,2,1,1,1,0,34
150030089292,703,407,169,127,0,0,145,85,2,354,59,58,145,286,77,39,40,16,11,8,14,0,2,2,2,0,58
150030089293,627,364,148,115,0,0,150,64,0,300,45,68,150,260,58,25,31,10,9,6,2,1,4,2,0,0,68
150030089294,377,196,135,46,0,0,94,42,0,172,21,48,94,146,39,16,12,7,4,3,2,0,0,0,0,0,48
150030089295,428,239,159,30,0,0,135,63,3,137,37,53,135,89,60,27,18,14,8,3,7,3,5,1,3,0,53
150030089301,805,436,185,184,0,0,171,65,0,452,59,58,171,370,57,52,43,9,25,8,2,0,0,2,0,6,58
150030089302,1099,590,272,237,0,0,238,67,0,623,88,83,238,504,63,72,60,17,21,4,11,6,3,4,0,2,83
150030089311,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030089312,932,596,202,134,0,0,253,120,3,394,72,90,253,303,112,51,48,15,11,8,7,9,0,5,3,3,90
150030089313,866,593,163,110,0,0,231,101,0,390,63,81,231,306,91,53,42,15,15,10,8,3,3,1,0,3,81
150030089321,591,276,200,115,0,0,125,78,0,276,49,63,125,226,76,23,32,15,9,2,10,1,0,3,0,0,63
150030089322,1223,516,481,226,0,0,304,184,8,532,84,111,304,430,172,68,64,15,17,12,10,1,2,2,7,2,111
150030089331,1469,646,514,309,0,0,382,188,2,658,94,145,382,527,164,69,53,23,31,24,14,10,9,4,2,1,145
150030089332,754,355,246,153,0,0,211,98,2,336,55,52,211,250,91,49,32,17,19,7,10,5,3,2,2,1,52
150030089341,765,411,229,125,0,0,204,183,5,165,125,83,204,91,182,56,103,15,4,1,6,7,2,0,5,0,83
150030089342,908,549,218,141,0,0,284,177,5,186,131,125,284,113,163,47,103,20,6,14,4,9,4,2,5,1,125
150030089343,425,210,156,59,0,0,101,107,0,98,56,63,101,58,105,25,43,8,8,2,4,2,1,1,0,0,63
150030089351,1063,500,472,91,0,0,262,297,7,170,143,184,262,100,295,36,117,18,7,2,11,8,4,2,7,0,184
150030089352,647,302,296,49,0,0,180,173,5,99,94,96,180,58,172,18,56,33,5,1,4,3,2,6,5,0,96
150030089361,1052,408,446,198,0,0,209,291,1,228,148,175,209,145,281,27,124,19,12,10,20,12,3,4,1,1,175
150030089362,865,329,391,145,0,0,157,235,2,210,147,114,157,159,229,29,126,15,3,6,14,1,3,3,2,0,114
150030089371,461,164,280,17,0,0,59,190,1,47,74,90,59,13,190,7,58,13,3,0,21,1,3,0,1,0,90
150030089381,336,181,152,3,0,0,124,46,8,29,31,98,124,9,46,9,14,13,1,0,4,3,1,1,8,0,98
150030089382,651,268,336,47,0,0,72,226,0,84,154,115,72,44,225,10,131,12,7,1,17,1,5,5,0,0,115
150030089391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030089392,463,204,213,46,0,0,200,82,0,80,34,67,200,52,79,16,20,8,4,3,3,1,0,4,0,3,67
150030089393,562,297,228,37,0,0,230,92,6,106,53,75,230,65,89,25,33,12,3,3,9,2,2,1,6,2,75
150030089401,1001,425,417,159,0,0,225,230,0,283,128,135,225,188,216,54,86,31,4,14,19,6,5,9,0,3,135
150030089402,553,253,171,129,0,0,117,74,0,236,67,59,117,195,72,34,42,24,5,2,0,0,1,0,0,0,59
150030089411,1499,664,611,224,0,0,489,216,3,459,136,196,489,337,204,69,82,36,17,12,16,8,5,5,3,4,196
150030089421,854,385,305,164,0,0,277,130,11,230,90,116,277,150,118,39,50,23,29,12,7,0,0,4,11,0,116
150030089422,431,236,157,38,0,0,157,79,4,58,53,80,157,27,74,12,26,16,8,5,1,4,6,3,4,1,80
150030089431,953,578,186,189,0,0,203,92,0,511,57,90,203,409,83,62,40,13,19,9,11,1,0,1,0,1,90
150030089441,377,234,100,43,0,0,112,44,2,140,36,43,112,110,36,12,22,13,12,8,5,0,0,0,2,0,43
150030089442,836,581,185,70,0,0,257,124,2,324,63,66,257,220,122,58,41,18,20,2,15,10,1,1,2,0,66
150030089443,514,268,212,34,0,0,134,70,1,195,42,72,134,141,68,26,24,11,5,2,10,8,4,4,1,1,72
150030089451,767,400,284,83,0,0,187,102,0,307,75,96,187,218,96,65,45,23,7,6,6,6,1,3,0,2,96
150030089461,676,311,288,77,0,0,175,89,2,284,72,54,175,230,87,29,41,19,14,2,2,1,3,2,2,1,54
150030089462,408,194,184,30,0,0,115,67,2,138,26,60,115,103,64,24,22,4,6,3,1,1,0,2,2,0,60
150030089463,777,351,297,129,0,0,149,128,1,328,63,108,149,254,119,43,45,8,17,9,12,2,4,0,1,1,108
150030089471,1182,540,462,180,0,0,274,179,3,505,91,130,274,365,174,93,55,31,21,5,15,3,3,3,3,0,130
150030089481,568,273,219,76,0,0,148,71,4,243,37,65,148,188,67,37,25,10,3,4,8,7,1,0,4,1,65
150030089482,531,232,207,92,0,0,124,73,0,240,30,64,124,183,67,37,17,11,7,6,5,2,2,3,0,0,64
150030089483,589,299,235,55,0,0,131,72,2,246,48,90,131,198,66,26,36,9,11,6,1,1,2,9,2,1,90
150030089491,1205,624,446,135,0,0,343,180,6,467,87,122,343,313,173,87,62,16,35,7,15,4,5,3,4,2,122
150030089501,1212,551,488,173,0,0,240,310,9,258,208,187,240,187,298,28,177,23,4,12,19,13,2,4,9,1,187
150030089511,681,295,294,92,0,0,139,215,1,140,79,107,139,84,211,27,61,11,5,4,16,4,3,4,1,2,107
150030089512,525,248,192,85,0,0,113,116,0,131,77,88,113,84,112,28,65,7,5,4,5,8,3,1,0,0,88
150030089521,1041,574,369,98,0,0,319,133,2,368,84,135,319,267,132,65,57,20,13,1,6,10,2,4,2,3,135
150030089522,758,378,250,130,0,0,110,126,4,358,73,87,110,261,125,78,58,10,5,1,6,7,2,1,4,1,87
150030089523,1675,916,612,147,0,0,377,303,0,600,163,232,377,404,294,119,109,43,27,9,27,10,8,8,0,1,232
150030090001,65,6,1,58,0,0,35,12,5,3,0,10,35,1,12,0,0,0,0,0,0,1,0,1,5,0,10
150030090002,109,54,42,13,0,0,68,23,1,2,3,12,68,2,23,0,0,1,0,0,0,0,2,0,1,0,12
150030091001,607,214,315,78,0,0,116,206,2,45,133,105,116,22,203,12,104,22,0,3,3,0,4,2,2,0,105
150030091002,1070,410,555,105,0,0,275,308,5,107,176,199,275,62,307,18,153,13,6,1,15,0,7,2,3,1,199
150030091003,549,201,286,62,0,0,101,187,1,56,98,106,101,30,184,13,82,14,1,3,6,2,0,3,1,0,106
150030092011,680,294,276,110,0,0,211,107,3,190,65,104,211,131,104,33,41,21,18,3,6,0,0,1,3,0,104
150030092012,419,206,162,51,0,0,148,69,4,78,39,81,148,60,64,12,29,7,5,5,1,0,2,0,4,0,81
150030092013,741,377,262,102,0,0,260,132,1,151,88,109,260,108,118,30,52,26,6,14,0,1,6,2,1,1,109
150030092021,523,242,194,87,0,0,144,54,2,193,58,72,144,148,50,31,41,16,9,4,1,2,0,1,2,0,72
150030092022,1059,435,464,160,0,0,316,179,2,314,98,150,316,239,162,46,64,26,14,17,9,2,3,4,2,1,150
150030092031,1264,525,547,192,0,0,290,216,1,476,117,164,290,383,203,58,88,24,13,13,16,4,1,1,1,2,164
150030093011,800,193,558,49,0,0,329,168,13,80,68,142,329,39,163,19,27,34,7,5,6,2,4,3,10,0,142
150030093021,869,348,402,119,0,0,227,199,3,207,98,135,227,132,190,23,64,23,22,9,20,5,3,2,3,1,135
150030093022,310,134,139,37,0,0,88,76,1,75,24,46,88,47,72,15,19,4,5,4,3,5,1,0,1,0,46
150030093023,492,248,201,43,0,0,162,109,0,108,52,61,162,91,103,4,40,12,5,6,8,0,0,0,0,0,61
150030094011,771,329,331,111,0,0,214,118,5,276,53,105,214,227,113,26,39,11,10,5,9,1,2,2,5,1,105
150030094021,464,73,372,19,0,0,175,91,1,68,52,77,175,40,89,6,23,21,6,2,7,2,6,5,1,1,77
150030094022,518,223,225,70,0,0,117,105,0,133,85,78,117,114,100,6,63,15,3,5,9,1,0,0,0,0,78
150030094023,393,45,339,9,0,0,133,72,6,44,39,99,133,15,70,15,15,22,4,2,5,1,0,2,6,1,99
150030095071,58,7,47,4,0,0,32,15,5,1,0,5,32,0,15,0,0,0,0,0,0,1,0,0,5,0,5
150030095072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030095081,36,1,32,3,0,0,14,8,4,1,1,8,14,0,8,1,0,0,0,0,0,0,0,0,4,1,8
