BlockGroupID,total_reg,party_npp,party_rep,party_dem,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_93,eth2_64,eth2_23,eth2_30,eth2_10,eth2_21,eth2_99,eth2_34,eth2_14,eth2_unk
280199501001,669,194,323,152,0,0,0,481,6,154,2,2,24,481,154,6,0,1,1,0,0,0,1,24
280199501002,434,110,257,67,0,0,0,405,5,10,0,2,12,405,10,5,0,0,0,0,0,0,0,12
280199501003,518,168,249,101,0,0,0,446,7,47,0,2,16,446,47,7,0,0,0,0,0,0,0,16
280199502001,566,154,289,122,0,1,0,350,2,185,5,2,22,350,185,2,1,0,0,0,0,0,2,22
280199502002,770,226,329,214,0,1,0,501,3,232,4,10,20,501,230,3,1,2,2,0,2,1,1,20
280199502003,487,135,203,149,0,0,0,328,3,134,2,2,18,328,134,3,0,0,1,0,0,0,0,18
280199502004,924,266,294,363,0,1,0,439,11,450,3,3,18,439,448,11,2,2,1,0,2,0,0,18
280199503001,760,248,315,197,0,0,0,467,18,247,5,3,20,467,247,18,0,2,3,0,0,0,0,20
280199503002,407,119,127,161,0,0,0,193,3,199,0,0,12,193,199,3,0,0,0,0,0,0,0,12
280450301011,1037,399,408,230,0,0,0,806,28,78,5,9,111,806,78,28,3,1,1,0,0,1,1,111
280450301012,505,220,148,137,0,0,0,374,26,45,0,4,56,374,45,26,0,2,0,0,0,1,0,56
280450301021,912,391,317,202,0,2,0,721,29,38,9,3,112,721,38,29,2,2,2,2,0,1,2,112
280450301022,1037,664,103,270,0,0,0,465,32,444,11,9,76,465,440,32,6,4,3,1,4,1,1,76
280450301023,582,256,125,201,0,0,0,310,21,199,4,6,42,310,199,21,0,1,0,2,0,1,1,42
280450302011,475,210,177,88,0,0,0,366,26,25,4,1,53,366,25,26,0,0,0,2,0,0,1,53
280450302012,548,303,159,86,0,0,0,416,35,30,4,7,56,416,29,34,1,5,1,1,1,1,1,56
280450302021,692,297,277,118,0,0,0,526,22,25,2,12,105,526,25,22,0,3,2,0,0,3,0,105
280450302022,428,195,158,75,0,0,0,353,17,9,1,2,46,353,9,16,0,0,0,1,0,1,0,46
280450302031,1223,582,433,208,0,0,0,957,45,67,22,11,121,957,66,44,4,6,4,11,1,2,2,121
280450302032,959,535,229,195,0,0,0,519,31,305,8,6,90,519,305,31,1,1,1,5,0,1,1,90
280450303011,1121,520,450,151,0,0,0,925,42,32,11,4,107,925,32,42,2,1,5,1,0,1,2,107
280450303012,529,219,221,88,0,1,0,420,31,8,2,8,60,420,8,29,0,1,0,0,0,4,2,60
280450303021,632,380,185,67,0,0,0,464,40,53,3,4,68,464,52,40,0,3,0,1,1,1,1,68
280450303022,373,229,109,35,0,0,0,298,20,15,1,0,39,298,15,20,0,0,1,0,0,0,0,39
280450303023,464,261,170,33,0,0,0,397,14,12,0,1,40,397,12,13,0,0,0,0,0,0,0,40
280450303031,340,212,82,46,0,0,0,268,8,10,0,3,51,268,10,8,0,1,0,0,0,1,0,51
280450303032,575,343,162,70,0,0,0,456,24,17,13,8,57,456,17,24,0,2,0,13,0,0,0,57
280450303033,358,273,53,32,0,0,0,246,13,43,6,2,48,246,43,13,1,0,0,4,0,0,0,48
280450303034,464,363,57,44,0,0,0,345,30,25,13,6,45,345,25,29,0,2,2,7,0,2,2,45
280450303041,497,303,133,61,0,0,0,381,26,12,1,9,68,381,12,25,0,2,1,0,0,3,0,68
280450303042,746,462,163,121,0,0,0,540,32,87,8,3,76,540,85,32,0,2,4,2,2,0,1,76
280450304001,468,218,165,84,0,1,0,379,23,12,7,4,43,379,12,23,1,0,1,3,0,0,1,43
280450304002,463,187,117,159,0,0,0,278,22,126,2,1,34,278,126,20,0,1,0,2,0,0,0,34
280450304003,569,322,153,94,0,0,0,392,25,57,5,3,87,392,57,25,1,3,3,1,0,0,0,87
280450305011,540,278,195,66,0,1,0,456,18,10,4,2,50,456,10,18,0,0,2,0,0,0,2,50
280450305012,1448,661,608,179,0,0,0,1176,62,33,16,13,148,1176,30,59,2,2,3,4,3,2,3,148
280450305021,926,399,443,84,0,0,0,747,38,16,11,15,99,747,15,35,1,5,6,3,1,2,0,99
280450305022,903,351,412,140,0,0,0,723,35,28,13,5,99,723,27,32,4,1,0,4,1,0,1,99
280450305031,1217,566,521,130,0,0,0,969,45,30,18,21,134,969,27,45,5,4,4,4,3,11,3,134
280450305032,856,371,406,79,0,0,0,683,35,27,3,10,98,683,27,34,1,6,0,1,0,1,0,98
280450305033,994,385,496,113,0,0,0,831,33,20,4,13,93,831,20,32,1,4,1,1,0,3,1,93
280450306031,451,147,249,55,0,0,0,371,26,3,6,3,42,371,3,26,0,3,3,0,0,0,0,42
280450306032,1254,552,548,154,0,0,0,956,103,23,2,16,154,956,23,100,1,15,0,1,0,0,0,154
280450306041,527,244,235,48,0,0,0,436,26,4,8,4,49,436,4,26,5,0,1,0,0,2,2,49
280450306042,734,355,316,63,0,0,0,566,35,38,2,10,83,566,37,35,2,6,0,0,1,2,0,83
280450306043,778,444,277,57,0,0,0,659,37,14,2,4,62,659,14,37,0,2,0,2,0,0,0,62
280450306044,953,434,413,104,0,2,0,757,51,19,8,3,115,757,18,51,2,1,2,2,1,0,0,115
280450306051,820,395,346,79,0,0,0,641,43,10,8,10,108,641,10,43,1,5,5,2,0,0,0,108
280450306052,1537,666,687,184,0,0,0,1197,68,21,6,14,231,1197,19,64,1,10,3,1,2,1,0,231
280450306053,755,319,331,105,0,0,0,555,41,58,4,4,93,555,57,40,0,1,2,0,1,0,0,93
280450306061,697,327,293,76,0,1,0,579,19,18,0,6,75,579,18,19,0,4,0,0,0,1,0,75
280450306062,658,307,277,73,0,1,0,512,37,28,4,4,73,512,28,37,0,2,2,0,0,1,0,73
280459900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280119501001,1029,480,61,488,0,0,0,228,8,750,5,3,35,228,750,8,2,2,2,0,0,0,0,35
280119501002,873,393,6,474,0,0,0,88,8,755,6,2,14,88,755,8,1,1,0,2,0,0,0,14
280119501003,437,171,54,212,0,0,0,141,7,277,1,2,9,141,277,7,0,2,0,0,0,0,0,9
280119502001,637,281,50,306,0,0,0,173,11,434,5,1,13,173,434,11,0,1,4,0,0,0,1,13
280119502002,884,454,7,422,0,1,0,97,6,755,3,2,21,97,755,6,0,1,3,0,0,0,0,21
280119502003,489,191,46,252,0,0,0,96,2,381,3,0,7,96,381,2,0,0,2,0,0,0,1,7
280119503001,409,145,1,262,0,1,0,96,0,295,0,1,17,96,295,0,0,1,0,0,0,0,0,17
280119503002,494,216,3,275,0,0,0,24,5,457,3,2,3,24,456,5,2,2,0,0,1,0,0,3
280119503003,689,308,0,381,0,0,0,50,6,622,2,1,8,50,621,6,1,0,0,0,1,1,0,8
280119503004,556,216,118,222,0,0,0,229,14,292,1,0,20,229,291,14,0,0,1,0,1,0,0,20
280119504001,400,155,104,141,0,0,0,203,11,163,6,1,16,203,163,11,0,0,6,0,0,1,0,16
280119504002,477,202,76,199,0,0,0,209,4,227,1,0,36,209,227,4,0,0,0,0,0,0,1,36
280119504003,221,90,68,63,0,0,0,117,0,95,0,2,7,117,95,0,0,2,0,0,0,0,0,7
280119504004,997,426,60,511,0,0,0,154,13,791,1,7,31,154,791,13,1,1,0,0,0,0,0,31
280119504005,857,310,11,536,0,0,0,67,5,767,6,3,9,67,767,5,2,1,0,0,0,1,0,9
280119505001,1258,533,168,557,0,0,0,424,30,761,7,7,29,424,761,30,4,4,1,0,0,1,0,29
280119505002,1187,474,467,246,0,0,0,842,28,258,6,6,47,842,258,28,1,3,4,0,0,0,0,47
280119505003,718,374,115,229,0,0,0,373,10,302,2,1,30,373,300,10,1,0,0,0,2,0,1,30
280119506011,903,344,390,169,0,0,0,762,20,50,16,7,48,762,50,20,2,7,4,4,0,0,5,48
280119506012,887,461,228,198,0,0,0,732,14,68,8,6,59,732,68,14,4,2,3,1,0,2,0,59
280119506021,734,217,386,131,0,0,0,615,10,31,16,7,55,615,31,10,13,3,1,0,0,0,2,55
280119506022,716,298,293,125,0,0,0,587,15,62,9,5,38,587,62,15,4,2,2,1,0,0,2,38
280119506023,521,211,212,98,0,0,0,409,9,47,4,2,50,409,47,9,0,1,3,0,0,1,1,50
280119507011,532,312,32,188,0,0,0,135,14,370,2,0,11,135,370,13,0,0,1,1,0,0,0,11
280119507012,1019,467,22,528,0,2,0,154,17,821,4,2,21,154,821,17,4,1,0,0,0,0,0,21
280119507013,1201,569,3,629,0,0,0,112,11,1061,5,0,12,112,1061,11,3,0,1,0,0,0,0,12
280119507021,1548,834,96,618,0,0,0,232,14,1263,8,5,26,232,1263,14,4,1,3,0,0,1,1,26
280119507022,1013,545,0,468,0,0,0,46,11,942,8,2,4,46,941,11,4,1,4,0,1,1,0,4
280519501001,982,308,279,393,0,2,0,353,4,595,4,2,24,353,595,4,2,0,1,0,0,0,0,24
280519501002,613,251,73,288,0,1,0,148,4,447,3,1,10,148,447,4,3,1,0,0,0,0,0,10
280519501003,613,284,66,263,0,0,0,99,1,499,1,2,11,99,499,1,0,2,0,0,0,0,1,11
280519501004,480,192,13,275,0,0,0,71,3,395,1,2,8,71,394,3,0,0,1,0,1,1,0,8
280519501005,416,194,46,176,0,0,0,73,4,323,0,7,9,73,323,4,0,2,0,0,0,0,0,9
280519502001,754,296,89,369,0,0,0,231,3,493,5,4,18,231,492,3,3,2,2,0,1,0,0,18
280519502002,638,271,40,327,0,0,0,91,2,526,6,2,11,91,526,2,4,2,1,0,0,0,1,11
280519502003,891,329,124,437,0,1,0,232,5,624,6,1,23,232,623,5,2,0,3,0,1,0,1,23
280519502004,706,246,21,439,0,0,0,104,7,568,2,1,24,104,567,7,1,0,0,0,1,0,0,24
280519503001,785,336,6,441,0,2,0,59,5,703,5,0,13,59,703,5,2,0,1,0,0,0,2,13
280519503002,829,341,88,400,0,0,0,223,0,563,5,1,37,223,563,0,4,1,0,1,0,0,0,37
280519503003,570,219,11,339,0,1,0,98,1,448,7,0,16,98,448,1,4,0,2,0,0,0,0,16
280519504001,276,123,20,133,0,0,0,56,2,202,1,1,14,56,202,2,1,0,0,0,0,1,0,14
280519504002,680,251,38,390,0,1,0,95,9,558,6,5,7,95,558,9,5,3,0,0,0,2,0,7
280519504003,425,100,127,198,0,0,0,161,2,230,2,4,26,161,230,2,1,2,0,1,0,0,0,26
280519505011,1038,402,39,596,0,1,0,117,9,865,7,0,40,117,865,9,2,0,1,2,0,0,1,40
280519505012,778,305,62,411,0,0,0,121,2,623,2,0,30,121,623,2,1,0,1,0,0,0,0,30
280519505021,976,407,8,561,0,0,0,121,13,813,1,4,24,121,812,13,1,1,0,0,1,3,0,24
280519505022,455,147,44,264,0,0,0,88,4,359,0,0,4,88,359,4,0,0,0,0,0,0,0,4
280730201011,896,338,411,147,0,0,0,648,10,179,4,6,49,648,179,10,1,1,2,1,0,1,0,49
280730201012,1368,497,781,90,0,0,0,1194,13,69,2,8,82,1194,69,13,0,5,1,1,0,0,0,82
280730201021,787,291,372,124,0,0,0,544,12,200,1,10,20,544,199,12,1,4,0,0,1,0,0,20
280730201022,592,226,326,40,0,0,0,542,1,22,1,4,22,542,22,1,0,0,0,0,0,0,1,22
280730201023,1268,463,640,165,0,0,0,1085,16,80,16,3,68,1085,77,14,6,0,6,2,3,0,2,68
280730201024,1534,550,894,90,0,0,0,1335,26,79,12,6,76,1335,79,26,9,1,2,0,0,2,1,76
280730202031,870,312,421,137,0,0,0,713,10,95,12,4,36,713,95,9,1,0,8,3,0,1,0,36
280730202032,845,396,286,163,0,0,0,587,14,201,6,5,32,587,200,14,2,4,3,0,1,0,1,32
280730202041,883,373,340,169,0,1,0,689,18,125,6,4,41,689,123,18,3,3,3,0,2,0,0,41
280730202042,871,347,402,121,0,1,0,732,17,61,10,2,49,732,60,15,1,0,6,1,1,1,0,49
280730202043,939,343,505,91,0,0,0,824,13,41,6,7,48,824,41,13,1,1,1,2,0,2,1,48
280730202051,1462,415,964,83,0,0,0,1274,14,36,23,16,99,1274,36,14,7,7,10,1,0,1,3,99
280730202052,913,397,321,195,0,0,0,607,14,207,32,9,44,607,207,14,6,3,9,15,0,3,2,44
280730202053,686,221,387,78,0,0,0,562,13,43,9,10,49,562,42,13,4,1,2,3,1,1,0,49
280730202061,1091,403,545,143,0,0,0,913,17,67,11,11,72,913,67,17,6,11,0,0,0,0,4,72
280730202062,870,307,478,85,0,0,0,705,20,64,16,7,58,705,62,20,4,3,2,7,2,2,1,58
280730202063,1209,451,639,119,0,0,0,1014,23,71,15,20,66,1014,71,22,0,7,8,7,0,6,0,66
280730203031,691,306,316,69,0,0,0,551,15,54,3,6,62,551,54,15,0,3,1,0,0,2,1,62
280730203032,1813,707,740,366,0,0,0,1387,48,220,29,17,112,1387,215,48,3,8,9,15,5,3,1,112
280730203041,704,366,142,196,0,0,0,305,23,341,4,4,27,305,341,23,3,0,0,0,0,2,1,27
280730203042,675,238,207,230,0,0,0,310,23,295,9,11,27,310,295,22,7,8,1,0,0,0,1,27
280730203043,476,187,174,115,0,0,0,348,8,86,9,8,17,348,86,8,3,3,2,3,0,1,1,17
280730203044,738,285,275,178,0,0,0,506,19,156,5,11,41,506,155,19,0,6,4,0,1,2,0,41
280730203051,712,371,199,142,0,0,0,350,41,281,13,2,25,350,281,41,2,0,5,5,0,1,0,25
280730203052,1164,692,230,242,0,0,0,559,29,490,19,6,61,559,486,28,7,4,5,7,4,0,0,61
280730203061,786,458,131,197,0,0,0,317,24,392,2,8,43,317,389,24,1,4,0,0,3,2,0,43
280730203062,634,324,182,128,0,0,0,364,13,202,7,11,37,364,201,13,2,7,1,1,1,2,2,37
280730203071,856,628,58,170,0,0,0,344,20,437,8,11,36,344,436,20,6,5,1,0,1,3,0,36
280730203081,500,263,106,130,0,1,0,255,6,214,7,1,17,255,214,6,1,1,0,5,0,0,0,17
280730203082,626,356,118,152,0,0,0,382,16,178,9,5,36,382,178,16,1,2,2,4,0,1,1,36
280730203083,335,99,174,62,0,0,0,266,2,40,3,2,22,266,39,2,0,1,3,0,1,0,0,22
280730204011,616,218,353,45,0,0,0,541,13,16,5,0,41,541,16,13,1,0,4,0,0,0,0,41
280730204012,926,350,358,218,0,0,0,514,12,353,6,8,33,514,353,12,2,1,1,3,0,2,0,33
280730204021,938,322,546,70,0,0,0,822,10,45,4,4,53,822,45,10,2,1,0,0,0,1,2,53
280730204022,1521,623,833,65,0,0,0,1342,10,60,10,8,91,1342,60,10,2,2,1,2,0,1,2,91
280730204023,598,225,329,44,0,0,0,509,12,30,6,7,34,509,30,12,3,1,0,0,0,0,2,34
280730205011,644,209,398,36,0,1,0,560,8,34,2,5,35,560,34,8,2,1,0,0,0,0,0,35
280730205012,884,333,499,52,0,0,0,785,6,37,3,0,53,785,37,6,0,0,1,1,0,0,1,53
280730205013,929,330,545,54,0,0,0,839,26,18,2,2,42,839,18,26,0,1,1,0,0,0,1,42
280730205021,950,371,498,81,0,0,0,768,19,127,1,2,33,768,124,19,0,2,1,0,3,0,0,33
280730205022,1067,416,580,71,0,0,0,982,15,26,5,3,36,982,25,15,1,2,2,1,1,1,1,36
280730206001,571,238,211,122,0,0,0,339,12,191,2,2,25,339,191,11,0,1,0,0,0,0,0,25
280730206002,650,251,183,216,0,0,0,297,11,313,2,2,25,297,313,11,0,0,1,0,0,0,1,25
280730206003,499,198,169,132,0,0,0,306,13,157,0,1,22,306,157,13,0,0,0,0,0,0,0,22
280730206004,331,152,90,89,0,0,0,182,4,130,1,0,14,182,130,4,0,0,0,1,0,0,0,14
281259501001,345,108,74,163,0,0,0,109,3,228,0,0,5,109,228,3,0,0,0,0,0,0,0,5
281259501002,425,130,62,233,0,0,0,144,5,264,2,0,10,144,264,5,0,0,1,1,0,0,0,10
281259501003,486,154,63,269,0,0,0,213,3,233,4,1,32,213,233,3,2,1,1,1,0,0,0,32
281259501004,536,178,78,280,0,0,0,241,3,258,5,2,27,241,258,3,3,1,2,0,0,1,0,27
281259502001,911,323,54,534,0,0,0,148,6,719,9,3,26,148,719,6,3,2,6,0,0,1,0,26
281259502002,770,233,186,351,0,0,0,305,5,406,7,3,44,305,406,5,1,2,6,0,0,1,0,44
281579501001,830,315,213,302,0,0,0,459,11,328,5,3,24,459,326,11,1,2,2,1,2,1,0,24
281579501002,1084,424,134,526,0,0,0,280,10,757,2,0,35,280,757,10,2,0,0,0,0,0,0,35
281579501003,1111,471,135,505,0,0,0,279,13,781,8,1,29,279,780,13,4,0,2,0,1,1,2,29
281579502011,531,200,42,288,0,1,0,132,12,376,0,3,8,132,376,12,0,2,0,0,0,1,0,8
281579502012,1680,613,96,970,0,1,0,221,13,1394,13,4,35,221,1394,13,7,1,2,1,0,2,3,35
281579502021,509,168,20,320,0,1,0,49,2,437,3,0,18,49,437,2,1,0,1,1,0,0,0,18
281579502022,399,130,67,202,0,0,0,141,7,215,1,3,32,141,215,7,0,0,1,0,0,0,0,32
281579502023,649,214,120,315,0,0,0,177,11,446,3,0,12,177,446,11,2,0,0,0,0,0,0,12
281499501011,435,171,191,73,0,0,0,341,8,58,1,1,26,341,58,8,0,1,0,0,0,0,1,26
281499501012,651,295,49,307,0,0,0,101,6,531,8,0,5,101,529,6,3,0,4,0,2,0,0,5
281499501021,695,252,341,101,0,1,0,588,2,73,2,3,27,588,73,2,2,0,0,0,0,0,0,27
281499501022,1434,554,623,257,0,0,0,1193,16,112,20,6,87,1193,112,16,5,5,9,4,0,0,1,87
281499502001,479,243,34,202,0,0,0,56,3,403,3,1,13,56,402,3,1,1,1,0,1,0,0,13
281499502002,686,252,30,404,0,0,0,40,4,625,4,1,12,40,625,4,4,1,0,0,0,0,0,12
281499502003,525,258,3,264,0,0,0,25,1,486,7,1,5,25,485,1,4,0,0,0,1,1,1,5
281499502004,839,424,148,267,0,0,0,297,8,477,20,3,34,297,476,8,11,2,4,4,1,0,1,34
281499503001,783,424,72,287,0,0,0,255,16,457,5,8,42,255,454,16,4,8,0,0,3,0,1,42
281499503002,708,378,16,314,0,0,0,40,11,643,7,1,6,40,642,11,4,1,0,2,1,0,0,6
281499504001,492,241,27,224,0,0,0,33,4,441,4,0,10,33,440,4,3,0,0,0,1,0,1,10
281499504002,485,256,17,212,0,0,0,49,5,415,2,4,10,49,415,5,1,3,0,0,0,1,1,10
281499504003,775,327,197,251,0,0,0,398,16,306,6,3,46,398,304,16,5,1,0,0,2,2,0,46
281499505001,295,186,32,77,0,0,0,99,7,164,7,2,16,99,164,7,4,2,2,1,0,0,0,16
281499505002,385,175,71,139,0,0,0,149,4,211,9,0,12,149,211,4,5,0,1,0,0,0,0,12
281499505003,459,186,148,125,0,0,0,246,4,181,2,3,23,246,180,4,1,1,1,0,1,2,0,23
281499506001,743,247,340,156,0,0,0,578,22,97,14,6,26,578,96,22,4,3,9,0,1,0,1,26
281499506002,713,377,124,212,0,0,0,306,6,378,2,1,20,306,374,6,1,0,1,0,4,0,0,20
281499506003,832,358,131,343,0,0,0,148,7,635,14,8,20,148,635,7,9,3,0,0,0,2,4,20
281499506004,984,346,383,255,0,0,0,589,9,299,11,5,71,589,299,9,7,4,3,0,0,0,0,71
281499506005,531,221,135,175,0,0,0,260,16,217,10,8,20,260,216,16,4,3,1,1,1,0,3,20
281499507001,743,360,71,312,0,0,0,104,6,612,5,0,16,104,612,6,4,0,1,0,0,0,0,16
281499507002,735,353,108,274,0,0,0,236,20,455,6,6,12,236,455,20,3,6,3,0,0,0,0,12
281499508001,1042,448,236,358,0,0,0,438,18,538,6,9,33,438,537,18,4,6,1,0,1,0,1,33
281499508002,1214,504,210,500,0,0,0,391,19,734,17,9,44,391,731,19,9,6,1,2,3,3,4,44
281499509011,683,230,359,94,0,0,0,567,4,80,3,1,28,567,80,4,1,0,1,1,0,1,0,28
281499509012,1713,641,722,350,0,0,0,1340,21,196,29,14,113,1340,196,21,7,8,14,1,0,1,5,113
281499509013,765,309,299,157,0,0,0,427,7,290,2,6,33,427,289,7,0,3,0,1,1,2,0,33
281499509021,1250,526,505,219,0,0,0,963,13,195,5,10,64,963,195,12,1,2,2,2,0,0,0,64
281499509022,1160,558,247,355,0,0,0,522,14,580,9,6,29,522,579,14,3,1,4,1,1,3,1,29
281499511011,1141,489,292,360,0,0,0,433,9,658,5,2,34,433,658,9,2,0,1,1,0,0,1,34
281499511012,857,396,254,207,0,0,0,434,18,370,4,0,31,434,369,17,0,0,0,1,1,0,3,31
281499511013,1468,498,612,358,0,0,0,1148,25,219,9,13,54,1148,217,24,4,3,2,1,2,3,1,54
281499511021,1126,483,216,427,0,0,0,259,29,788,5,10,35,259,787,29,2,0,1,0,1,1,2,35
281499511022,391,195,113,83,0,0,0,220,10,140,2,5,14,220,140,10,0,1,1,0,0,0,1,14
281499511023,906,440,373,93,0,0,0,688,17,134,7,12,48,688,133,17,1,0,1,1,1,2,3,48
280259501001,886,290,61,535,0,0,0,118,7,739,4,1,17,118,738,7,1,0,1,0,1,1,1,17
280259501002,682,225,190,267,0,0,0,277,5,367,3,3,27,277,367,5,2,0,1,0,0,1,0,27
280259501003,745,235,235,275,0,0,0,330,10,364,4,0,37,330,364,10,1,0,0,0,0,0,2,37
280259501004,1237,384,347,505,0,1,0,579,16,588,6,4,44,579,588,16,3,0,1,1,0,4,1,44
280259502001,764,175,172,417,0,0,0,282,6,430,3,1,42,282,430,6,1,0,2,0,0,0,0,42
280259502002,1082,254,396,432,0,0,0,653,12,372,3,2,40,653,372,12,1,2,1,0,0,0,0,40
280259503001,449,192,17,240,0,0,0,70,4,354,4,1,16,70,353,4,3,0,1,0,1,0,0,16
280259503002,351,134,84,133,0,0,0,170,9,156,1,2,13,170,156,9,1,2,0,0,0,0,0,13
280259503003,582,309,11,262,0,0,0,91,4,465,4,3,15,91,465,4,2,2,0,0,0,1,0,15
280259503004,860,359,40,461,0,0,0,76,9,748,6,6,15,76,746,9,2,2,0,0,2,4,1,15
280259504001,477,201,2,273,0,1,0,34,2,428,1,1,11,34,426,2,0,0,0,0,2,1,1,11
280259504002,685,274,131,280,0,0,0,188,6,463,4,5,19,188,463,6,0,2,2,0,0,2,0,19
280259504003,770,293,109,368,0,0,0,164,9,579,2,3,13,164,579,9,1,2,1,0,0,0,0,13
280259504004,1307,452,408,447,0,0,0,837,18,388,6,11,47,837,385,18,2,7,2,0,3,2,2,47
280259505001,664,217,159,287,0,1,0,199,11,427,3,2,22,199,426,11,0,0,2,0,1,1,1,22
280259505002,943,240,321,382,0,0,0,530,12,366,5,3,27,530,366,11,0,2,2,0,0,1,3,27
280259505003,1131,350,294,487,0,0,0,457,12,617,4,6,35,457,616,12,0,3,2,0,1,3,2,35
280319501001,1062,406,289,367,0,0,0,553,9,460,2,2,36,553,459,9,2,2,0,0,1,0,0,36
280319501002,1179,444,478,257,0,0,0,751,13,366,4,5,40,751,366,13,1,1,1,2,0,0,0,40
280319501003,699,278,34,387,0,0,0,52,5,629,6,2,5,52,628,5,4,0,1,0,1,2,1,5
280319501004,693,260,59,374,0,0,0,87,5,587,4,1,9,87,587,5,0,0,2,0,0,0,1,9
280319502001,1194,610,147,437,0,0,0,320,12,822,2,4,34,320,822,12,1,2,0,1,0,1,0,34
280319502002,310,150,110,50,0,0,0,257,7,30,5,1,10,257,30,7,2,0,3,0,0,1,0,10
280319503001,1351,560,502,289,0,0,0,801,14,482,7,4,43,801,481,14,4,1,0,1,1,2,1,43
280319503002,1020,491,220,309,0,0,0,408,11,571,2,6,22,408,571,11,0,3,0,0,0,3,1,22
280319503003,1010,406,211,393,0,0,0,335,10,619,7,1,38,335,619,10,0,0,1,6,0,1,0,38
280319503004,906,350,198,356,0,2,0,284,9,587,5,2,19,284,586,9,1,0,0,4,1,0,0,19
280319504011,1204,515,515,174,0,0,0,991,13,141,7,2,50,991,141,12,1,0,1,1,0,1,0,50
280319504012,798,307,378,113,0,0,0,708,4,52,3,3,28,708,52,4,2,1,0,1,0,0,0,28
280319504013,600,246,234,120,0,0,0,375,4,192,0,2,27,375,192,4,0,0,0,0,0,0,0,27
280319504021,656,282,309,65,0,0,0,555,7,61,3,0,30,555,61,7,2,0,0,0,0,0,0,30
280319504022,757,308,354,95,0,0,0,644,7,68,1,5,32,644,68,7,1,2,0,0,0,1,0,32
280319504023,1219,512,565,142,0,0,0,1045,12,95,6,3,58,1045,95,12,2,0,3,1,0,0,0,58
281479501011,603,204,228,171,0,0,0,373,13,184,2,1,30,373,182,13,0,0,0,1,2,0,0,30
281479501012,1120,424,349,347,0,0,0,563,13,502,4,6,32,563,500,13,1,0,0,3,2,1,0,32
281479501013,794,335,170,289,0,0,0,241,7,514,5,2,25,241,514,6,3,0,0,1,0,0,1,25
281479501021,1089,490,182,417,0,0,0,290,16,736,8,5,34,290,736,16,1,1,3,1,0,2,1,34
281479501022,849,315,309,225,0,0,0,599,8,166,3,7,66,599,166,8,1,2,0,2,0,2,0,66
281479501023,530,241,103,186,0,0,0,201,9,298,3,3,16,201,298,9,3,1,0,0,0,1,0,16
281479502001,506,183,207,116,0,0,0,366,14,89,4,1,32,366,89,14,4,1,0,0,0,0,0,32
281479502002,596,267,88,241,0,0,0,196,6,366,4,1,23,196,366,6,1,1,1,0,0,0,1,23
281479503011,666,315,78,273,0,0,0,150,10,495,3,1,7,150,495,10,3,0,0,0,0,0,0,7
281479503012,1031,445,261,325,0,0,0,486,14,490,3,0,38,486,489,11,1,0,0,0,1,0,2,38
281479503013,989,387,337,265,0,0,0,626,11,321,3,1,27,626,320,11,2,1,1,0,1,0,0,27
281479503021,776,280,327,169,0,0,0,657,6,75,3,1,34,657,75,6,2,0,0,0,0,0,0,34
281479503022,1127,460,272,395,0,0,0,557,13,513,4,3,37,557,513,13,2,2,0,0,0,0,0,37
281559501001,897,271,469,157,0,0,0,763,6,75,4,1,48,763,74,6,2,0,1,1,1,0,0,48
281559501002,304,124,107,73,0,0,0,221,2,72,2,0,7,221,72,2,0,0,0,1,0,0,1,7
281559501003,1112,365,561,186,0,0,0,818,6,232,9,2,45,818,232,6,5,0,2,0,0,0,2,45
281559502001,531,140,277,114,0,0,0,343,4,163,2,1,18,343,163,4,1,1,1,0,0,0,0,18
281559502002,1453,458,669,326,0,0,0,992,20,366,5,9,61,992,365,20,4,3,0,0,1,6,0,61
281559502003,711,214,345,152,0,0,0,474,7,204,2,4,20,474,204,7,0,1,1,0,0,0,1,20
281559503001,677,235,189,253,0,0,0,251,8,397,5,0,16,251,397,8,1,0,2,0,0,0,2,16
281559503002,629,248,218,163,0,0,0,368,10,224,2,8,17,368,224,10,1,6,1,0,0,0,0,17
281359501001,1035,353,296,386,0,0,0,713,15,254,1,7,45,713,254,15,0,1,0,0,0,4,1,45
281359501002,1267,451,328,488,0,0,0,746,4,442,4,8,63,746,441,4,2,2,1,0,1,0,1,63
281359501003,1104,399,178,526,0,1,0,759,10,201,4,3,127,759,201,10,3,2,0,1,0,0,0,127
281359502001,778,308,32,438,0,0,0,141,4,609,5,1,18,141,609,4,3,0,1,0,0,1,1,18
281359502002,361,128,60,173,0,0,0,151,1,187,4,0,18,151,187,1,2,0,0,1,0,0,1,18
281359502003,638,256,29,352,0,1,0,107,4,513,3,0,11,107,512,4,3,0,0,0,1,0,0,11
281359503001,284,126,46,112,0,0,0,136,2,133,3,0,10,136,133,2,2,0,1,0,0,0,0,10
281359503002,1197,527,35,632,1,2,0,89,9,1081,0,3,15,89,1081,9,0,2,0,0,0,1,0,15
281359503003,643,243,109,288,0,3,0,279,2,317,2,1,42,279,317,2,2,0,0,0,0,0,0,42
281359504001,549,204,69,275,1,0,0,190,4,306,1,3,45,190,306,4,1,1,0,0,0,1,0,45
