BlockGroupID,total_reg,party_npp,party_dem,party_rep,party_lib,party_cnt,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_64,eth2_93,eth2_10,eth2_30,eth2_34,eth2_23,eth2_21,eth2_14,eth2_12,eth2_61,eth2_66,eth2_35,eth2_85,eth2_32,eth2_55,eth2_38,eth2_59,eth2_33,eth2_83,eth2_15,eth2_81,eth2_29,eth2_unk
080959676001,546,142,50,348,6,0,0,0,0,428,36,0,0,3,79,428,36,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79
080959676002,487,158,79,245,4,0,0,1,0,365,55,1,1,2,63,365,55,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63
080959676003,402,126,86,187,1,2,0,0,0,279,74,0,4,0,45,279,74,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
080959676004,357,129,52,172,3,1,0,0,0,256,70,0,4,1,26,256,70,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,26
080959677001,514,168,41,300,2,3,0,0,0,433,26,0,6,3,46,433,26,0,0,1,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46
080959677002,522,177,51,288,3,3,0,0,0,457,15,0,2,0,48,457,15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48
080859661001,686,265,60,350,5,5,1,0,0,604,21,1,1,13,46,604,21,1,0,2,2,1,0,0,0,1,0,2,0,0,0,0,6,0,0,0,0,0,46
080859661002,512,167,46,286,7,4,1,1,0,454,14,1,3,4,36,454,14,1,2,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,36
080859661003,270,81,32,154,0,2,0,1,0,241,3,0,3,3,20,241,3,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
080859662011,1145,406,129,591,11,4,0,4,0,959,67,0,9,0,110,959,66,0,6,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,110
080859662012,777,274,88,410,2,2,1,0,0,630,77,0,2,8,60,630,76,0,1,1,2,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,60
080859662021,742,305,71,357,4,4,0,1,0,570,94,2,0,3,73,570,94,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,73
080859662022,804,334,139,314,8,5,0,4,0,512,238,2,3,2,47,512,237,2,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,47
080859662023,792,285,88,401,9,7,2,0,0,634,77,0,6,2,73,634,77,0,2,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,73
080859663011,780,342,193,222,12,6,3,2,0,618,92,0,9,2,59,618,92,0,3,1,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,59
080859663012,722,320,139,252,2,4,0,5,0,544,95,2,7,6,68,544,94,2,4,1,3,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,68
080859663021,472,224,102,129,9,3,1,4,0,310,124,0,4,1,33,310,124,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
080859663022,832,367,161,289,6,4,3,2,0,598,173,0,2,5,54,598,168,0,0,2,0,0,0,1,0,2,5,1,0,0,0,0,0,0,0,0,0,0,54
080859663023,682,323,152,188,9,4,5,1,0,486,127,0,2,7,60,486,125,0,0,0,6,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,60
080859664011,829,290,174,346,13,2,0,4,0,679,73,1,5,15,56,679,73,1,1,4,7,2,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,56
080859664021,674,221,141,298,11,3,0,0,0,560,49,0,7,7,51,560,49,0,2,0,2,3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,51
080859664022,739,322,151,254,8,1,2,1,0,560,113,0,4,5,57,560,113,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,57
080859664023,495,211,125,151,3,4,0,1,0,356,96,1,2,3,37,356,96,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37
080859664024,1416,554,227,616,10,9,0,0,0,1154,105,1,12,16,128,1154,105,1,6,4,4,1,1,1,3,0,0,0,0,0,2,0,5,0,0,0,1,0,128
080859665011,764,287,112,356,7,1,1,0,0,636,54,0,2,8,64,636,52,0,0,1,1,1,0,0,1,0,2,3,3,0,0,0,0,0,0,0,0,0,64
080859665012,1010,353,154,487,10,5,1,0,0,818,59,4,19,10,100,818,58,4,7,3,4,4,1,4,3,1,1,0,0,0,0,1,0,1,0,0,0,0,100
080859665013,710,255,99,344,6,3,1,2,0,586,18,0,11,10,85,586,16,0,8,2,4,0,0,1,2,0,2,0,0,0,0,1,1,0,0,0,0,2,85
080859665021,1377,507,216,626,14,10,3,1,0,1090,120,2,14,8,143,1090,120,2,8,4,2,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,143
080859665022,1034,446,199,376,7,5,0,1,0,817,100,4,4,13,96,817,98,4,0,1,4,0,1,0,1,6,2,0,1,0,1,0,0,0,0,0,0,0,96
080859665023,744,270,119,349,4,0,0,2,0,614,51,1,8,9,61,614,51,0,3,0,3,1,0,0,2,0,0,4,0,0,0,0,1,1,0,0,0,0,61
080859665031,1227,466,194,539,16,4,3,5,0,931,167,0,7,8,114,931,166,0,3,1,5,2,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,114
080859665032,1179,459,189,514,9,6,0,2,0,968,113,0,6,6,86,968,113,0,1,1,0,2,1,2,0,1,0,0,1,0,1,0,0,0,2,0,0,0,86
080859666011,1139,451,191,490,4,1,2,0,0,917,78,0,6,14,124,917,77,0,2,3,1,0,1,1,2,3,1,2,1,0,0,2,1,1,0,0,0,0,124
080859666012,959,390,157,401,5,5,1,0,0,718,135,2,10,6,88,718,134,2,3,0,2,3,3,0,1,0,1,0,0,0,0,2,1,0,0,0,1,0,88
080859666013,1077,477,184,386,12,13,2,3,0,722,252,1,7,10,85,722,251,1,2,2,1,2,1,2,0,1,1,1,0,1,0,4,0,0,0,0,0,0,85
080859666021,1317,469,148,691,4,2,3,0,0,1104,58,0,11,18,126,1104,58,0,5,4,7,0,1,0,5,0,0,1,0,0,0,4,0,2,0,0,0,0,126
080859666022,1327,423,197,694,8,2,2,1,0,1097,73,0,15,24,118,1097,67,0,9,6,4,4,0,1,1,4,6,1,0,0,0,4,4,0,0,0,0,1,118
080859666023,1160,413,142,596,6,1,0,2,0,964,62,0,5,16,113,964,60,0,2,4,0,1,1,0,1,0,2,2,0,0,4,1,3,2,0,0,0,0,113
080050049511,577,274,225,61,12,3,2,0,0,398,74,17,17,4,67,398,74,17,4,2,2,2,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,67
080050049521,623,303,232,63,14,2,4,5,0,420,84,18,14,8,79,420,84,17,4,2,3,2,1,4,2,0,0,0,2,0,0,0,0,0,0,0,1,0,79
080050049522,778,302,336,113,18,0,7,2,0,495,117,29,15,30,92,495,117,29,3,14,8,2,6,2,0,1,0,1,1,0,3,0,0,1,0,1,0,0,92
080050055511,699,320,275,84,8,5,3,4,0,346,253,6,28,14,52,346,252,6,6,9,3,5,14,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,52
080050055512,100,42,40,13,3,1,1,0,0,54,29,1,6,2,8,54,29,1,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
080050055513,833,365,310,132,10,9,3,4,0,428,266,26,18,26,69,428,265,26,3,13,1,0,14,1,0,3,1,0,0,1,2,0,2,0,0,0,0,0,69
080050055521,511,220,154,130,4,1,2,0,0,330,116,0,9,3,53,330,115,0,3,0,0,0,5,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,53
080050055522,479,198,180,89,7,3,1,1,0,296,128,7,5,2,41,296,128,7,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41
080050055523,511,226,191,77,8,6,2,1,0,249,160,1,18,26,57,249,159,1,3,21,1,0,11,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,57
080050055531,886,420,283,165,14,1,1,2,0,579,173,2,29,14,89,579,173,2,5,8,3,7,8,2,7,1,0,0,1,0,0,0,0,1,0,0,0,0,89
080050055532,474,208,129,126,6,3,2,0,0,337,84,2,14,3,34,337,84,2,3,2,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,34
080050055533,972,408,342,201,9,5,3,4,0,576,261,2,34,15,84,576,261,2,5,7,3,4,20,1,3,1,0,0,0,0,0,0,0,0,3,0,1,0,84
080050056111,872,330,247,289,2,0,3,1,0,735,31,1,12,11,82,735,30,1,7,7,0,1,2,2,0,0,1,0,0,0,0,0,2,0,0,0,1,0,82
080050056112,1018,414,280,309,8,2,3,2,0,801,62,1,22,15,117,801,61,1,7,3,6,2,4,3,4,1,1,0,0,1,0,2,0,2,0,0,0,0,117
080050056113,1039,433,321,267,13,2,2,1,0,773,97,4,22,28,115,773,95,4,8,11,8,4,6,1,3,1,2,0,1,0,0,0,2,2,0,0,2,0,115
080050056114,916,404,263,237,9,1,2,0,0,718,48,0,25,16,109,718,45,0,10,9,5,0,4,4,7,0,3,0,0,0,2,0,0,0,0,0,0,0,109
080050056121,1268,477,255,525,10,0,1,0,0,1048,20,0,14,32,154,1048,20,0,5,15,10,4,0,5,0,0,0,6,0,1,0,0,0,0,0,0,0,0,154
080050056122,1221,564,359,269,18,4,7,0,0,874,153,4,15,16,159,874,151,4,2,3,3,3,1,6,3,0,2,1,3,1,0,0,1,1,1,0,2,0,159
080050056141,1328,581,357,373,11,2,3,1,0,1055,53,2,37,13,168,1055,52,0,11,6,4,4,5,6,10,0,1,0,0,0,1,0,1,0,0,0,0,0,168
080050056142,509,215,158,125,7,0,0,4,0,387,43,0,17,6,56,387,43,0,6,1,0,1,1,2,6,0,0,1,0,0,1,0,0,1,1,1,1,0,56
080050056143,730,319,210,187,9,4,1,0,0,555,43,0,16,28,88,555,42,0,5,4,4,5,3,1,1,5,1,4,0,3,2,0,4,0,2,0,0,0,88
080050056191,1195,477,288,415,8,3,1,3,0,955,51,1,31,30,127,955,51,1,8,16,5,4,7,3,5,3,0,1,1,0,0,1,0,2,0,0,0,1,127
080050056192,1058,449,301,289,11,3,4,1,0,808,136,3,18,15,78,808,132,3,5,6,4,2,2,3,6,1,4,0,3,0,0,0,0,0,0,0,0,0,78
080050056193,511,225,147,132,5,1,1,0,0,391,70,0,6,5,39,391,70,0,3,3,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,39
080050056194,728,332,213,164,11,6,1,1,0,563,75,10,13,4,63,563,75,10,3,1,2,1,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,63
080050056201,517,261,149,83,17,2,3,2,0,356,92,1,6,8,54,356,92,1,2,4,0,2,1,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,54
080050056202,1326,534,428,349,11,1,2,1,0,1061,75,0,18,24,148,1061,75,0,5,6,7,2,0,6,5,0,0,1,2,1,3,3,1,0,0,0,0,0,148
080050056211,1390,557,351,468,9,2,3,0,0,1103,70,1,26,33,157,1103,67,1,7,9,13,3,3,6,3,3,3,4,0,1,2,1,0,0,0,1,0,0,157
080050056212,1011,386,207,411,3,1,2,1,0,824,69,0,24,12,82,824,69,0,8,2,4,1,8,2,5,2,0,0,0,0,0,0,3,0,0,0,1,0,82
080050056221,1275,474,204,585,10,0,1,1,0,1045,40,1,22,32,135,1045,40,1,3,10,14,3,3,5,8,2,0,0,0,2,0,1,0,2,1,0,0,0,135
080050056222,1297,606,313,349,21,3,3,2,0,985,100,7,25,24,156,985,100,7,6,9,6,10,5,2,1,1,0,0,0,0,1,3,1,1,0,0,0,2,156
080050056231,1209,479,305,414,7,2,0,2,0,970,62,2,36,17,122,970,59,1,5,5,7,9,5,5,10,2,3,0,0,2,0,0,1,0,0,0,0,0,122
080050056232,1271,472,385,400,7,3,3,1,0,1031,50,0,16,16,158,1031,48,0,5,7,3,1,3,3,2,0,2,0,0,1,0,3,0,0,1,0,0,1,158
080050056233,818,370,225,203,16,3,0,1,0,659,55,3,13,5,83,659,55,3,2,1,2,1,4,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,83
080050056241,1739,707,517,489,20,3,3,0,0,1400,84,5,33,29,188,1400,81,5,5,5,14,14,0,7,5,2,3,2,0,0,2,1,0,0,0,0,0,2,188
080050056251,899,388,259,231,16,4,1,0,0,683,68,2,28,23,95,683,66,2,7,4,11,6,3,5,6,1,2,0,0,3,2,0,0,0,1,0,0,1,95
080050056252,1742,757,438,512,18,10,4,3,0,1403,116,6,37,29,151,1403,115,6,16,12,1,6,7,5,3,2,1,0,1,2,2,6,0,0,1,0,1,1,151
080050056261,1541,641,423,450,19,4,4,0,0,1223,99,0,38,21,160,1223,97,0,11,6,10,3,17,2,5,0,2,0,0,1,0,0,0,0,0,0,2,0,160
080050056262,1139,494,302,320,18,1,4,0,0,912,79,0,21,17,110,912,77,0,6,5,5,3,0,4,7,2,2,0,0,4,0,0,0,0,1,0,0,0,110
080050056271,1924,850,520,522,21,5,5,1,0,1541,117,5,33,30,198,1541,115,4,16,5,13,5,2,1,7,1,2,0,2,0,2,4,0,0,1,0,0,0,198
080050056272,933,412,283,229,7,0,1,1,0,785,40,0,9,22,77,785,40,0,6,7,2,0,0,0,2,6,0,4,2,1,0,0,0,0,0,0,0,0,77
080050056273,1039,405,321,307,5,0,1,0,0,849,51,0,14,13,112,849,50,0,1,0,3,6,2,1,4,2,1,0,0,3,3,0,1,0,0,0,0,0,112
080050056281,1114,449,289,355,15,3,3,0,0,916,48,0,37,10,103,916,47,0,9,4,2,3,5,3,16,2,1,0,0,0,1,0,0,0,0,0,0,1,103
080050056282,852,377,234,232,7,0,1,1,0,673,82,1,10,7,79,673,80,1,3,1,2,0,0,0,4,0,2,1,1,0,2,0,0,0,0,0,0,0,79
080050056283,1320,515,375,415,12,0,3,0,0,1016,96,2,36,23,147,1016,94,2,8,7,5,7,10,4,5,1,2,1,1,1,2,0,0,0,0,1,0,1,147
080050056284,771,342,189,226,9,3,2,0,0,611,42,4,16,13,85,611,39,4,8,5,3,1,4,2,1,2,3,0,0,0,0,2,0,0,1,0,0,0,85
080050056291,1031,425,231,370,4,1,0,0,0,835,21,4,39,14,118,835,19,4,12,6,8,8,11,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,118
080050056292,805,338,167,296,4,0,0,0,0,661,24,2,13,22,83,661,23,0,9,6,4,0,1,1,2,4,1,5,0,0,3,0,0,0,0,0,0,0,83
080050056301,791,334,214,237,4,0,1,1,0,652,50,2,10,9,68,652,48,2,4,2,4,1,0,0,5,0,2,0,0,1,1,0,0,1,0,0,0,0,68
080050056302,1232,488,300,431,10,1,1,1,0,1013,48,0,23,20,128,1013,48,0,11,4,5,4,3,3,1,3,0,0,1,2,2,0,1,1,0,1,0,0,128
080050056303,1252,532,356,347,13,2,1,1,0,1005,69,2,21,35,120,1005,69,2,10,15,8,6,3,1,1,6,0,0,1,3,1,0,0,0,0,0,0,1,120
080050056304,773,307,224,234,4,1,2,1,0,630,42,1,14,10,76,630,42,0,8,6,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,76
080050056311,546,192,174,168,8,0,4,0,0,404,37,5,20,8,72,404,37,5,7,3,4,0,6,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,72
080050056312,623,255,178,178,6,4,1,1,0,482,43,2,9,8,79,482,43,2,4,1,4,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,79
080050056313,1294,491,362,423,13,4,1,0,0,1005,62,0,28,30,169,1005,62,0,17,9,12,1,1,3,5,0,0,0,0,5,3,1,0,0,0,0,0,0,169
080050056321,783,327,202,239,11,1,1,2,0,634,45,2,17,15,70,634,45,2,6,3,5,5,0,2,4,0,0,1,0,2,0,0,0,2,2,0,0,0,70
080050056322,1747,727,469,527,21,1,2,0,0,1338,121,10,59,24,195,1338,121,10,9,7,4,9,15,3,14,0,0,1,3,0,1,3,0,0,2,0,0,0,195
080050056331,1447,575,387,470,13,0,1,1,0,1208,59,2,30,20,128,1208,58,2,6,3,6,3,3,4,11,0,1,0,0,0,0,7,0,3,0,1,0,0,128
080050056332,984,437,273,261,12,0,1,0,0,772,53,1,32,12,114,772,53,1,7,3,3,6,5,4,9,2,0,0,0,1,1,0,0,0,0,0,2,0,114
080050056341,1566,650,441,457,15,1,2,0,0,1277,57,1,16,33,182,1277,57,1,2,9,12,2,2,2,6,4,0,0,6,0,0,0,1,0,1,0,0,0,182
080050056342,922,345,281,282,9,2,2,1,0,746,38,1,9,20,108,746,38,1,6,1,7,2,0,0,1,2,0,4,0,0,1,1,4,0,0,0,0,0,108
080050056351,955,385,258,308,4,0,0,0,0,760,24,2,29,21,119,760,24,2,19,4,10,1,2,2,5,3,0,0,0,1,1,0,0,1,1,0,0,0,119
080050056352,864,328,242,282,7,2,3,0,0,692,23,2,21,21,105,692,23,2,4,5,13,4,6,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,105
080050056353,1148,498,317,316,15,1,1,0,0,923,74,2,28,17,104,923,72,2,10,3,9,3,3,2,8,1,2,0,0,0,0,1,0,0,2,0,0,0,104
080050056354,712,228,219,262,2,0,1,0,0,577,33,2,7,12,81,577,32,2,2,3,9,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,81
080050056361,1248,455,249,535,6,0,2,1,0,903,39,0,49,26,231,903,39,0,7,11,7,30,1,7,4,6,0,2,0,0,0,0,0,0,0,0,0,0,231
080050056362,364,140,62,153,9,0,0,0,0,298,6,0,18,7,35,298,6,0,6,2,1,6,0,1,5,0,0,0,0,2,1,0,0,0,0,0,0,0,35
080050057011,484,214,202,56,11,1,0,0,0,375,35,7,7,9,51,375,34,7,2,3,3,1,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,51
080050057012,741,312,275,134,14,5,0,1,0,506,118,3,19,11,84,506,118,2,9,4,2,6,1,2,1,1,0,0,0,1,0,0,0,0,0,0,2,1,84
080050057021,500,223,176,86,9,3,3,0,0,360,68,2,2,4,64,360,68,2,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
080050057022,864,422,324,90,21,2,2,3,0,552,168,5,24,17,98,552,168,5,9,8,2,6,7,1,1,0,0,1,0,3,0,0,0,0,0,0,0,1,98
080050058001,904,338,397,160,7,1,1,0,0,729,44,0,11,4,116,729,43,0,5,2,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,116
080050058002,1136,478,473,168,11,2,2,2,0,883,101,1,17,12,122,883,100,1,6,0,2,3,2,1,4,3,1,2,1,1,1,1,0,0,1,1,0,0,122
080050059511,868,381,321,146,15,0,3,2,0,676,60,2,8,10,112,676,59,2,3,1,6,2,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,112
080050059512,990,412,388,164,15,4,4,3,0,725,111,7,24,17,106,725,109,7,4,6,6,4,4,3,7,1,2,0,0,2,0,0,0,0,1,0,0,0,106
080050059513,545,231,221,82,6,2,2,1,0,389,68,7,11,11,59,389,68,7,6,9,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
080050059514,526,244,174,97,7,2,0,2,0,387,52,2,3,13,69,387,51,1,1,2,5,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,69
080050059521,960,386,354,212,8,0,0,0,0,785,48,0,24,20,83,785,48,0,9,8,5,4,6,1,4,1,0,1,0,1,0,0,1,0,0,0,2,1,83
080050059522,1430,644,497,245,32,5,6,1,0,1043,141,15,21,36,174,1043,141,14,10,8,16,4,2,3,2,3,0,1,2,0,0,0,0,2,0,0,4,0,174
080050060001,721,313,272,119,8,2,3,4,0,504,110,7,8,10,82,504,110,5,1,1,1,0,3,0,4,1,0,1,0,2,2,0,0,0,1,0,0,0,82
080050060002,591,271,204,101,9,3,1,2,0,475,37,1,8,7,63,475,35,1,3,1,1,1,0,2,1,1,2,0,2,1,0,0,0,1,0,0,0,0,63
080050060003,727,337,245,135,8,1,1,0,0,575,60,3,4,8,77,575,60,3,2,2,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,77
080050061001,965,458,353,124,21,4,3,2,0,658,146,8,23,10,120,658,143,8,7,3,3,8,0,4,4,1,3,2,0,1,0,0,0,0,0,0,0,0,120
080050061002,555,244,208,88,11,2,2,0,0,448,32,2,7,7,59,448,32,2,4,1,1,0,0,1,2,0,0,0,1,2,0,0,0,0,2,0,0,0,59
080050061003,580,257,217,90,7,6,2,1,0,453,54,6,4,5,58,453,54,6,1,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,58
080050062001,547,284,165,84,3,3,7,1,0,428,40,3,6,3,67,428,40,2,0,0,2,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,67
080050062002,551,261,186,88,12,1,2,1,0,416,51,1,9,8,66,416,51,1,1,3,5,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,66
080050062003,477,195,159,117,2,1,2,1,0,381,40,1,4,4,47,381,40,1,0,0,3,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,47
080050062004,693,352,217,109,11,3,0,1,0,505,71,3,13,11,90,505,71,3,2,1,4,2,2,5,2,0,0,1,1,1,0,1,0,1,0,0,0,1,90
080050063001,549,239,200,98,5,2,4,1,0,445,40,0,7,5,52,445,40,0,0,0,2,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,52
080050063002,467,210,130,115,8,2,1,1,0,386,33,1,10,4,33,386,33,1,1,0,0,2,3,3,1,0,0,1,0,0,0,1,2,0,0,0,0,0,33
080050063003,423,199,124,92,4,1,3,0,0,327,41,0,3,7,45,327,41,0,0,3,2,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,45
080050063004,537,255,160,112,5,2,1,2,0,430,54,1,2,9,41,430,54,1,0,4,2,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,41
080050064001,496,219,171,95,6,4,1,0,0,372,56,0,8,4,56,372,56,0,2,1,1,2,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,56
080050064002,818,373,290,122,14,9,6,4,0,588,130,3,11,7,79,588,127,3,2,2,3,2,1,0,4,0,3,1,0,0,0,1,0,0,0,1,0,0,79
080050064003,608,241,201,154,9,1,1,1,0,478,44,2,9,11,64,478,43,2,4,0,4,1,2,1,1,0,1,2,1,0,2,0,2,0,0,0,0,0,64
080050065011,315,145,77,82,5,2,3,1,0,231,34,4,6,3,37,231,34,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,37
080050065012,845,396,264,164,15,2,3,1,0,642,56,0,9,20,118,642,56,0,5,8,3,4,0,0,0,2,0,3,1,0,0,0,1,1,0,0,0,0,118
080050065021,617,275,187,141,9,2,2,1,0,445,66,2,11,7,86,445,66,2,5,0,3,2,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,86
080050065022,1210,530,350,306,18,1,1,4,0,961,74,5,18,17,135,961,74,5,4,5,5,4,3,3,4,0,0,1,2,0,2,0,0,1,1,0,0,0,135
080050065023,629,285,191,139,9,2,3,0,0,509,41,1,4,9,65,509,41,1,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65
080050066011,694,330,234,110,13,3,1,3,0,455,135,1,7,13,83,455,135,1,0,9,2,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,83
080050066012,914,426,277,179,17,7,5,3,0,697,97,2,11,12,95,697,96,2,2,2,4,2,3,4,0,2,1,0,2,0,0,0,0,1,1,0,0,0,95
080050066013,866,403,295,140,12,3,9,4,0,625,98,5,15,23,100,625,98,5,3,10,6,4,2,1,3,3,0,0,0,0,2,1,1,0,0,2,0,0,100
080050066014,328,155,101,58,7,1,1,5,0,208,60,12,9,6,33,208,60,12,1,5,0,1,1,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,33
080050066031,688,279,200,195,12,1,0,1,0,565,26,4,10,9,74,565,26,4,4,1,4,1,1,0,3,0,0,0,0,0,0,1,1,2,0,0,0,0,74
080050066032,823,323,269,218,11,2,0,0,0,643,54,0,12,13,101,643,53,0,3,5,0,0,1,6,2,1,1,0,2,1,0,1,0,0,0,0,0,2,101
080050066033,936,390,276,253,11,4,0,2,0,730,75,1,18,15,97,730,75,1,3,2,5,3,2,3,7,1,0,2,2,0,0,0,0,0,0,0,3,0,97
080050066041,795,340,244,201,8,1,1,0,0,587,106,3,9,8,82,587,101,3,1,1,5,1,2,1,4,0,5,0,0,0,0,1,0,0,1,0,0,0,82
080050066042,878,322,285,250,10,4,3,4,0,672,66,2,13,17,108,672,66,2,1,6,2,0,5,5,1,3,0,3,0,0,0,1,0,1,1,1,0,0,108
080050066043,793,322,277,173,11,6,0,4,0,593,75,5,13,10,97,593,74,5,4,3,3,1,2,1,4,1,1,0,0,1,2,0,0,0,0,0,0,0,97
080050067041,581,248,177,150,5,0,1,0,0,456,6,0,15,9,95,456,6,0,8,5,2,3,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,95
080050067042,1253,514,355,370,11,1,2,0,0,959,42,3,43,37,169,959,42,3,9,11,6,12,3,9,4,2,0,3,3,3,0,9,0,0,0,2,0,0,169
080050067043,1011,388,194,422,6,0,0,1,0,777,13,7,40,29,145,777,13,7,9,11,6,13,3,14,1,0,0,4,0,1,0,0,1,0,1,0,0,1,145
080050067044,664,295,128,238,3,0,0,0,0,465,24,0,33,29,113,465,22,0,7,3,11,20,3,1,2,1,2,4,0,4,1,0,2,0,0,0,0,2,113
080050067051,1445,575,283,575,10,0,1,1,0,1161,34,7,35,34,174,1161,34,7,12,7,14,11,5,2,1,0,0,5,0,6,0,0,1,0,0,1,0,1,174
080050067061,1384,518,429,426,8,0,2,1,0,1108,54,1,18,28,175,1108,51,1,5,7,11,5,3,2,3,0,3,5,0,0,0,0,0,1,2,0,0,2,175
080050067062,1547,649,435,447,12,1,3,0,0,1236,69,4,27,29,182,1236,68,4,8,9,10,5,2,1,9,0,1,2,0,2,0,1,1,0,0,0,2,0,182
080050067063,614,241,176,191,4,0,1,1,0,504,22,2,10,6,70,504,22,2,8,3,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,70
080050067071,1095,475,343,261,8,4,3,1,0,797,88,4,33,40,133,797,88,4,16,10,14,10,1,2,4,1,0,0,4,6,1,0,0,0,0,0,0,2,133
080050067072,696,308,189,182,14,1,1,1,0,542,30,5,27,17,75,542,30,5,13,9,2,3,7,0,1,1,0,0,0,2,0,0,0,1,0,0,0,1,75
080050067073,853,363,223,260,6,0,0,1,0,621,33,2,26,41,130,621,31,1,11,17,9,4,3,6,2,1,2,1,0,6,4,0,0,1,2,0,0,0,130
080050067074,786,311,239,219,11,3,2,1,0,591,45,0,27,20,103,591,45,0,9,4,5,8,1,5,4,2,0,2,3,0,0,0,1,0,2,0,0,1,103
080050067081,1493,595,364,522,9,1,2,0,0,1277,23,0,18,22,153,1277,23,0,6,2,4,1,1,4,2,1,0,0,8,3,2,1,1,0,0,0,0,0,153
080050067082,901,369,309,214,5,1,3,0,0,698,33,8,33,26,103,698,33,8,11,7,8,4,1,11,6,4,0,1,2,1,0,1,0,1,0,0,0,0,103
080050067083,1443,653,401,362,18,1,4,4,0,1091,106,4,37,29,176,1091,106,4,11,12,9,9,3,5,9,3,0,0,1,0,0,0,1,1,1,0,0,0,176
