BlockGroupID,total_reg,party_npp,party_dem,party_rep,party_lib,party_grn,party_con,party_ain,party_scl,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_64,eth2_93,eth2_10,eth2_30,eth2_66,eth2_23,eth2_34,eth2_21,eth2_35,eth2_14,eth2_12,eth2_55,eth2_13,eth2_32,eth2_61,eth2_85,eth2_29,eth2_33,eth2_38,eth2_15,eth2_57,eth2_19,eth2_26,eth2_59,eth2_unk
250138001011,832,412,325,78,8,0,0,1,1,7,0,387,287,69,2,16,71,387,285,69,0,9,2,0,4,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,71
250138001012,733,365,307,54,1,1,1,0,0,4,0,227,387,75,1,12,31,227,383,75,1,7,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
250138001013,916,458,361,84,4,1,2,1,0,5,0,439,277,100,14,19,67,439,260,100,5,4,17,1,10,3,0,1,1,1,0,0,1,1,0,1,0,2,0,1,0,0,67
250138001021,1076,501,479,79,6,3,1,0,0,7,0,377,486,117,11,20,65,377,479,117,6,5,7,2,6,1,6,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,65
250138001022,493,273,190,24,1,0,0,0,0,5,0,161,246,43,10,5,28,161,243,42,4,4,3,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
250138001023,847,428,349,55,6,2,0,0,0,7,0,298,380,96,4,14,55,298,373,96,1,4,7,0,5,1,0,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,55
250138002011,969,484,421,55,1,0,0,0,0,8,0,246,622,47,10,6,38,246,618,46,2,2,4,0,3,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,38
250138002012,1085,536,444,93,4,1,0,0,1,6,0,580,369,49,6,32,49,580,367,48,0,19,2,1,7,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,49
250138002013,435,218,179,32,1,0,0,0,1,4,0,174,202,25,14,2,18,174,202,25,1,1,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,18
250138002014,885,458,363,54,6,0,0,0,0,4,0,377,372,57,18,19,42,377,369,57,9,12,3,3,2,6,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,42
250138002015,1107,498,510,84,7,1,3,0,0,4,0,517,467,26,11,22,64,517,465,26,9,7,2,1,9,0,0,1,0,3,0,2,0,0,0,0,0,0,1,0,0,0,64
250138002021,993,490,400,84,3,0,3,0,1,12,0,462,409,50,6,18,48,462,405,50,1,7,4,1,5,2,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,48
250138003001,1080,473,521,73,3,2,1,3,0,4,0,390,521,66,13,26,64,390,517,66,6,14,4,5,2,1,2,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,64
250138003002,812,370,373,54,4,1,3,1,0,6,0,291,422,40,5,14,40,291,419,40,0,7,3,1,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40
250138003003,751,372,325,40,5,2,0,1,0,6,0,232,410,47,7,16,39,232,407,46,0,12,3,4,1,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,39
250138003004,752,358,338,47,2,1,0,0,0,6,0,347,336,25,2,2,40,347,336,25,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
250138004001,863,427,372,55,6,0,0,0,0,3,0,272,479,47,8,14,43,272,474,47,5,11,5,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43
250138004002,454,221,202,26,4,0,0,0,0,1,0,132,277,22,2,5,16,132,276,22,0,3,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,16
250138004003,993,494,420,64,7,0,1,0,1,6,0,398,485,27,4,19,60,398,478,27,1,11,7,1,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60
250138004004,732,360,319,38,5,0,0,1,0,9,0,226,432,42,1,10,21,226,432,42,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21
250138004005,1016,491,454,61,3,0,0,1,0,6,0,245,656,51,4,18,42,245,656,51,1,15,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,42
250138005001,774,351,375,33,4,4,0,0,0,7,0,195,501,31,7,11,29,195,499,31,3,7,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
250138005002,601,263,290,38,3,0,1,0,1,5,0,84,444,30,5,11,27,84,442,30,2,9,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27
250138005003,787,342,378,61,1,1,0,0,0,4,0,408,275,30,11,21,42,408,274,29,1,13,1,2,5,4,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,42
250138006001,502,245,224,29,2,0,0,0,0,2,0,64,405,9,2,5,17,64,404,9,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
250138006002,615,268,304,37,4,0,0,0,0,2,0,35,532,6,6,18,18,35,532,6,2,11,0,2,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,18
250138006003,309,163,124,20,0,0,0,0,0,2,0,30,254,7,0,4,14,30,253,7,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
250138007001,988,442,490,46,4,0,2,0,0,4,0,74,859,11,9,2,33,74,854,11,1,0,5,3,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,1,0,0,33
250138007002,1542,657,798,69,7,2,1,2,1,5,0,151,1287,44,6,14,40,151,1285,44,1,10,2,1,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,40
250138008001,755,313,388,45,3,1,1,0,0,4,0,115,565,49,1,7,18,115,564,49,0,4,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
250138008002,554,216,285,48,2,0,0,0,0,3,0,53,473,2,6,8,12,53,472,2,1,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12
250138009001,903,381,453,61,3,0,0,1,0,4,0,115,702,40,4,13,29,115,702,40,1,9,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,29
250138009002,903,362,465,67,1,1,0,0,0,7,0,153,644,65,2,15,24,153,642,65,1,2,2,0,9,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,24
250138009003,803,367,372,52,5,0,2,0,0,5,0,115,629,22,2,10,25,115,626,22,1,6,3,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25
250138011011,1528,642,762,92,12,3,0,1,0,16,0,360,947,114,21,18,68,360,942,113,8,10,5,6,3,3,1,2,0,3,1,0,0,1,0,0,0,0,0,0,1,0,68
250138011021,451,220,201,27,2,0,0,0,0,1,0,177,163,57,12,8,34,177,161,57,3,3,2,4,1,2,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,34
250138011022,254,104,134,12,2,1,0,0,0,1,0,66,163,7,0,8,10,66,163,7,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
250138012001,522,225,260,31,2,1,0,0,0,3,0,80,379,41,3,7,12,80,378,41,0,7,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
250138012002,894,434,386,58,6,1,0,0,0,9,0,243,490,90,5,12,54,243,489,90,0,7,1,1,2,2,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,54
250138012003,440,201,202,27,4,1,1,0,0,4,0,109,233,68,2,5,23,109,231,68,2,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
250138013001,798,342,405,43,4,1,0,0,0,3,0,105,380,283,3,7,20,105,379,282,0,3,1,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,20
250138013002,788,356,383,45,0,1,0,0,0,3,0,130,388,250,3,4,13,130,388,250,0,2,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
250138013003,1013,425,518,56,2,1,1,2,0,8,0,238,456,225,11,37,46,238,454,225,3,31,2,2,3,2,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,46
250138013004,704,261,406,28,2,1,0,0,0,6,0,162,176,336,6,4,20,162,176,336,2,2,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20
250138014011,1187,495,608,70,5,2,0,2,1,4,0,128,583,413,9,14,40,128,583,412,3,9,0,3,3,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,40
250138014012,1299,525,686,64,8,0,3,0,1,12,0,190,546,506,10,12,35,190,543,504,5,5,3,3,2,1,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,35
250138014021,718,311,350,45,3,3,3,0,0,3,0,154,290,211,11,28,24,154,289,210,1,20,1,0,4,7,0,2,0,2,0,0,1,0,0,1,0,1,0,0,0,0,24
250138014022,800,341,408,41,2,3,0,0,0,5,0,256,263,220,16,18,27,256,262,219,2,9,1,3,5,6,3,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,27
250138015011,1463,624,740,85,5,0,1,2,0,6,0,501,444,428,20,18,52,501,442,427,5,12,2,2,0,9,3,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,52
250138015012,565,272,245,39,4,1,0,0,0,4,0,233,175,131,2,11,13,233,173,131,0,7,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
250138015013,859,409,392,46,5,2,1,1,0,3,0,274,319,223,8,6,29,274,316,223,3,5,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
250138015014,828,351,421,45,4,1,0,0,1,5,0,242,261,277,9,11,28,242,259,276,0,8,2,3,2,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28
250138015021,866,411,373,70,2,1,0,1,0,8,0,309,350,139,14,20,34,309,348,138,5,8,2,0,2,7,1,1,0,7,0,0,0,0,2,0,0,0,0,0,0,0,34
250138015022,532,249,237,37,3,0,0,0,0,6,0,181,201,119,7,3,21,181,200,119,0,1,1,4,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,21
250138015023,842,353,431,47,2,2,0,0,0,7,0,194,414,188,5,12,29,194,414,188,0,6,0,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
250138015031,737,348,322,56,3,1,0,0,0,7,0,271,264,127,9,16,50,271,261,126,2,7,3,4,4,2,0,1,0,1,0,0,0,1,2,0,1,0,0,0,0,0,50
250138015032,1384,639,596,123,6,2,1,1,0,16,0,559,527,214,17,14,53,559,519,214,8,3,8,1,6,4,1,1,1,0,1,2,0,0,1,0,0,0,0,1,0,0,53
250138015033,619,296,266,48,2,1,1,0,0,5,0,244,249,85,8,7,26,244,248,85,6,4,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26
250138016011,879,438,339,79,6,1,4,1,0,11,0,587,132,81,10,14,55,587,128,81,3,10,4,4,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,55
250138016012,429,205,162,57,1,0,0,0,0,4,0,229,111,34,14,12,29,229,109,34,4,7,2,0,2,9,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29
250138016013,785,342,361,67,6,0,4,0,0,5,0,352,158,207,18,9,41,352,155,207,10,6,3,3,2,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41
250138016014,645,280,305,52,4,1,0,0,0,3,0,252,153,184,8,10,38,252,153,183,5,2,0,0,1,2,1,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,38
250138016021,1718,830,741,118,9,2,2,1,0,15,0,740,548,293,25,31,81,740,541,293,8,16,7,8,10,3,2,2,1,1,1,0,2,0,0,0,0,0,0,1,1,0,81
250138016022,670,341,254,65,3,1,2,2,0,2,0,392,169,56,5,14,34,392,161,56,3,10,8,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,34
250138016023,666,344,232,79,3,1,2,0,1,4,0,409,134,54,20,3,46,409,131,54,5,0,3,1,0,10,0,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,46
250138016031,1004,473,439,79,2,1,0,2,0,8,0,439,304,168,29,21,43,439,297,167,10,9,7,2,9,10,1,2,0,0,0,0,0,0,1,1,0,3,0,0,2,0,43
250138016032,2007,1008,727,243,6,2,1,4,0,16,0,1281,363,132,29,44,158,1281,351,132,12,14,12,1,12,11,8,0,4,4,1,1,3,0,0,0,2,0,0,0,0,0,158
250138016041,2004,1034,710,223,11,4,0,3,0,19,0,1379,285,113,36,39,152,1379,280,112,11,16,5,3,12,16,4,3,2,3,0,1,0,0,0,0,1,0,0,0,0,1,152
250138016042,767,409,281,68,5,0,1,1,0,2,0,566,104,47,4,8,38,566,100,47,1,1,4,1,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,38
250138016051,1762,932,686,118,5,3,0,3,0,15,0,769,528,248,53,46,118,769,520,248,16,15,8,14,21,20,0,0,0,1,1,3,0,0,1,0,2,1,0,1,0,0,118
250138016052,419,212,160,41,2,0,0,0,0,4,0,250,83,19,17,7,43,250,80,19,6,3,3,0,3,8,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,43
250138016053,726,315,325,77,3,0,0,1,0,5,0,462,91,83,21,14,55,462,91,83,8,3,0,3,4,10,2,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,55
250138017001,614,270,310,25,2,1,0,0,0,6,0,71,265,254,1,3,20,71,265,254,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
250138017002,610,212,361,24,2,0,0,0,1,10,0,66,126,395,2,5,16,66,126,392,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
250138017003,822,347,434,29,4,1,0,1,0,6,0,83,303,399,3,16,18,83,302,398,1,12,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
250138017004,579,254,296,22,2,0,0,0,0,5,0,92,230,240,6,2,9,92,227,240,0,1,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
250138017005,174,64,103,4,1,0,0,0,0,2,0,61,30,74,2,1,6,61,29,74,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
250138017006,735,288,406,32,2,1,0,1,0,5,0,151,209,321,12,30,12,151,207,321,2,25,2,2,4,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
250138018001,520,257,233,24,3,0,1,0,0,2,0,79,335,81,4,6,15,79,334,81,1,5,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15
250138018002,686,312,332,36,2,0,0,1,0,3,0,56,385,211,4,10,20,56,383,210,2,7,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
250138018003,362,146,201,14,1,0,0,0,0,0,0,59,114,178,2,0,9,59,114,178,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
250138018004,471,205,246,16,4,0,0,0,0,0,0,76,273,106,1,4,11,76,273,105,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
250138018005,485,220,235,25,2,1,1,0,0,1,0,57,251,161,1,6,9,57,250,161,0,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9
250138019011,674,347,278,41,3,0,0,0,0,5,0,126,415,81,3,10,39,126,412,80,1,5,3,0,2,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,39
250138019012,1605,767,708,105,11,2,2,0,1,9,0,291,1022,224,7,15,46,291,1019,223,2,9,3,2,4,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,46
250138019021,1128,520,527,71,4,2,0,0,0,4,0,262,722,75,8,15,46,262,721,74,0,4,1,4,8,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,46
250138019022,815,358,398,42,7,1,0,0,0,9,0,242,408,127,3,9,26,242,407,126,1,6,1,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26
250138019023,414,183,196,32,2,0,0,0,0,1,0,88,245,60,3,2,16,88,244,60,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
250138020001,448,194,219,32,2,1,0,0,0,0,0,74,325,31,2,4,12,74,325,31,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12
250138020002,832,427,354,38,3,0,1,0,0,9,0,206,536,49,4,9,28,206,531,49,1,5,5,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,28
250138020003,406,198,181,18,2,1,0,0,1,5,0,63,310,22,0,3,8,63,309,22,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
250138021011,913,440,405,58,7,0,0,0,0,3,0,259,482,103,17,18,34,259,480,103,3,14,2,5,2,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,34
250138021012,465,198,208,55,1,0,0,0,0,3,0,257,114,35,3,11,45,257,113,35,1,4,1,1,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45
250138021013,566,281,230,47,2,0,0,0,0,6,0,215,254,30,17,21,29,215,254,30,5,12,0,3,4,3,2,2,0,0,3,2,0,0,0,1,0,0,0,1,0,0,29
250138021014,559,219,287,35,6,2,1,1,0,8,0,372,93,21,7,11,55,372,92,21,1,5,1,3,3,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,55
250138021015,642,270,305,58,4,1,0,0,1,3,0,263,234,47,24,15,59,263,233,47,7,3,1,1,9,14,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,59
250138021016,842,402,347,82,6,2,1,0,0,2,0,369,267,73,26,36,71,369,264,73,4,12,3,1,5,12,11,2,1,0,1,0,3,2,3,0,0,4,0,1,0,0,71
250138022001,575,273,253,39,4,1,0,0,0,5,0,125,322,58,15,25,30,125,322,58,1,22,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
250138022002,719,338,325,45,4,1,0,1,0,5,0,175,395,88,24,9,28,175,394,87,3,6,1,4,1,13,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,28
250138022003,631,310,275,36,4,3,0,1,0,2,0,166,300,62,64,10,29,166,299,62,8,7,1,9,2,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29
250138023001,437,225,178,28,2,0,0,0,0,4,0,138,218,42,12,14,13,138,214,42,3,7,4,2,2,6,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,13
250138023002,1076,530,469,58,10,0,0,1,0,8,0,332,500,112,80,12,40,332,497,109,13,4,3,14,3,47,3,1,0,1,0,0,1,0,0,0,0,0,0,2,3,0,40
250138023003,1246,648,510,62,9,1,0,1,1,14,0,255,722,137,62,16,54,255,721,136,10,11,1,6,3,36,0,3,3,0,3,1,0,0,0,0,0,1,0,0,0,0,54
250138023004,476,245,191,38,2,0,0,0,0,0,0,130,243,51,31,6,15,130,243,51,11,2,0,3,1,12,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,15
250138023005,573,260,257,47,1,1,0,1,0,6,0,144,300,55,35,7,32,144,298,55,4,3,2,4,1,23,0,2,1,0,0,3,0,0,0,0,0,0,0,0,1,0,32
250138024001,611,278,267,61,1,0,0,0,0,4,0,425,55,34,42,11,44,425,54,33,13,3,1,7,4,16,1,4,0,1,0,0,1,0,0,0,0,1,0,1,0,0,44
250138024002,525,235,222,58,2,2,0,1,0,5,0,398,41,9,16,8,53,398,41,9,0,1,0,9,3,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
250138024003,1040,516,396,115,2,1,0,0,0,10,0,679,208,22,45,21,65,679,207,21,6,7,1,13,3,22,5,1,2,1,0,0,2,0,1,0,1,0,0,0,0,1,65
250138024004,535,273,212,42,3,1,1,1,0,2,0,309,103,51,29,8,35,309,101,51,7,5,2,4,2,14,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,35
250138025001,694,335,284,69,4,0,0,1,0,1,0,506,86,21,22,13,46,506,85,21,0,4,1,13,3,7,1,1,0,3,0,1,0,1,0,0,0,0,0,0,1,0,46
250138025002,779,400,278,88,3,2,1,0,0,7,0,538,116,29,20,18,58,538,115,29,7,4,1,1,4,10,1,0,0,4,0,2,1,1,1,0,0,2,0,0,0,0,58
250138025003,712,336,289,81,2,1,0,1,0,2,0,407,132,36,52,35,50,407,132,36,13,9,0,14,16,24,3,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,50
250138025004,721,351,291,62,4,1,2,0,1,9,0,474,121,20,29,15,62,474,117,20,6,2,4,5,2,10,3,2,2,3,0,1,0,0,2,0,0,1,0,0,3,0,62
250138025005,1002,526,356,105,1,0,2,2,0,10,0,598,223,58,36,17,70,598,220,58,10,4,3,5,6,10,1,5,1,1,0,1,0,0,1,0,0,0,0,1,0,0,70
250138025006,1004,471,430,92,5,1,1,0,0,4,0,530,252,108,31,16,67,530,250,108,10,7,2,5,4,14,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,67
250138026011,473,240,184,39,0,0,2,1,0,7,0,289,118,21,15,2,28,289,117,20,3,0,1,1,1,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,28
250138026012,894,416,406,52,8,3,1,0,1,7,0,326,351,107,41,10,59,326,350,107,10,3,1,6,4,24,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,59
250138026013,797,402,320,61,1,1,1,1,0,10,0,308,295,94,54,6,40,308,294,94,10,2,1,14,0,23,3,3,1,1,1,0,0,0,0,0,0,1,0,0,1,0,40
250138026014,747,342,338,56,4,1,0,1,0,5,0,216,314,114,35,28,40,216,309,114,6,23,5,5,3,22,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,40
250138026015,747,364,317,55,3,1,1,0,0,6,0,280,292,52,62,7,54,280,290,52,16,3,2,7,2,33,1,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,54
250138026016,801,383,346,62,4,0,2,1,1,2,0,428,230,36,33,21,53,428,227,36,6,4,3,3,3,20,7,1,0,0,0,0,1,0,3,3,0,3,0,0,0,0,53
250138026021,1403,685,541,153,10,2,0,0,0,12,0,945,200,28,49,39,142,945,194,28,12,5,6,7,18,26,3,3,0,5,0,2,3,1,0,1,1,0,0,1,0,0,142
250138101001,1703,1057,344,272,5,1,4,3,0,17,0,1414,56,3,17,28,185,1414,53,3,7,3,3,4,12,3,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,185
250138101002,745,494,159,81,5,1,0,1,0,4,0,609,32,3,4,17,80,609,28,3,2,1,4,1,6,0,1,0,1,5,0,0,0,3,0,0,1,0,0,0,0,0,80
250138101003,1096,673,274,128,5,1,2,2,0,11,0,872,66,3,13,22,120,872,60,2,4,6,6,4,10,0,2,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,120
250138101004,669,419,144,90,5,4,0,2,0,5,0,520,56,0,8,24,61,520,55,0,0,10,1,4,8,1,1,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,61
250138102001,799,503,198,82,4,0,2,4,0,6,0,648,58,0,7,11,75,648,54,0,2,1,4,0,2,0,2,2,0,5,1,0,0,0,0,0,1,2,0,0,0,0,75
250138102002,709,448,154,95,5,1,1,0,0,5,0,569,39,1,9,9,82,569,29,1,3,0,10,0,6,3,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2,82
250138102003,358,225,75,49,4,0,0,1,0,4,0,310,9,0,2,12,25,310,8,0,0,1,1,1,5,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,25
250138103001,831,517,201,101,6,1,1,0,0,4,0,690,39,1,3,14,84,690,36,1,0,6,3,2,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,84
250138103002,1271,820,276,160,5,2,0,0,0,8,0,1014,94,2,2,18,141,1014,80,2,1,2,14,0,7,1,1,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,141
250138104031,776,441,210,104,9,1,0,0,0,11,0,507,153,2,5,18,91,507,122,2,1,5,31,0,5,3,1,1,0,0,0,0,3,2,0,1,0,0,0,0,0,0,91
250138104032,819,460,267,86,1,1,1,0,0,3,0,446,225,6,7,17,118,446,170,6,3,1,55,0,3,2,0,0,2,3,0,0,0,1,0,7,1,0,1,0,0,0,118
250138104033,653,330,249,64,3,2,1,0,0,4,0,377,169,2,6,15,84,377,125,2,1,5,44,3,4,2,1,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,84
250138104041,2575,1435,798,303,8,1,3,4,0,23,0,1494,628,3,11,60,379,1494,441,3,6,13,187,2,5,1,3,2,0,11,0,0,3,6,2,13,1,0,1,0,0,0,379
250138104121,1900,1075,517,260,11,4,2,4,0,27,0,1342,278,5,21,22,232,1342,195,5,9,6,83,6,1,2,4,4,0,1,0,0,2,3,0,2,0,0,0,0,0,1,232
250138104122,1347,802,367,162,3,2,2,0,0,9,0,872,255,2,19,34,165,872,188,2,7,8,67,3,11,0,8,3,4,2,0,0,0,4,0,1,0,0,0,0,2,0,165
250138104123,1084,576,345,150,2,0,0,0,0,11,0,746,176,0,5,23,134,746,112,0,1,7,64,1,8,0,5,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,134
250138104141,876,507,246,109,3,1,0,2,0,8,0,635,111,2,7,10,111,635,76,2,5,0,35,0,3,0,0,0,0,2,2,0,0,1,0,2,0,0,0,0,0,2,111
250138104142,1223,734,277,200,4,2,1,0,0,5,0,867,138,2,10,20,186,867,90,2,8,0,48,0,11,1,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,186
250138104143,2574,1520,615,402,14,0,3,2,1,17,0,1762,388,3,27,66,328,1762,286,3,12,27,102,10,11,1,8,4,0,6,0,1,1,7,1,3,0,0,0,0,0,0,328
250138106011,568,332,156,66,7,1,0,0,0,6,0,455,51,2,2,13,45,455,51,2,0,4,0,0,5,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,45
250138106012,1552,865,481,176,13,4,1,1,1,10,0,1151,204,12,25,25,135,1151,200,12,9,15,4,6,4,1,0,2,1,0,0,1,1,1,0,0,1,0,0,4,0,0,135
250138106013,661,379,187,78,9,0,1,0,1,6,0,452,113,5,8,16,67,452,110,5,3,4,3,1,5,1,0,1,2,5,0,0,0,0,0,1,0,0,0,0,0,0,67
250138106021,1976,1131,506,308,8,2,1,0,0,20,0,1569,163,8,23,39,174,1569,145,8,11,10,18,2,5,4,3,2,3,12,0,0,1,0,1,7,0,0,0,0,0,0,174
250138107001,1158,683,356,101,8,0,4,0,0,6,0,805,194,3,11,25,120,805,186,3,4,10,8,0,7,0,0,2,5,4,0,0,2,0,0,2,0,0,0,0,0,0,120
250138107002,679,356,248,65,4,1,0,1,0,4,0,455,139,7,4,28,46,455,137,7,1,12,2,1,1,0,3,0,1,7,0,0,0,1,0,0,3,1,0,0,0,0,46
250138107003,963,547,320,74,6,0,3,1,0,12,0,447,390,24,8,30,64,447,387,24,4,15,3,0,6,0,0,3,1,5,0,0,3,0,0,0,1,0,0,0,0,0,64
250138107004,625,352,198,62,5,2,1,0,0,5,0,437,99,3,11,19,56,437,96,3,2,4,3,4,9,2,0,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,56
250138107005,881,489,274,102,6,2,1,2,0,5,0,542,217,8,3,25,86,542,213,8,0,3,4,2,11,0,0,0,1,4,0,0,2,0,0,0,3,0,0,0,0,1,86
