BlockGroupID,total_reg,party_dem,party_npp,party_rep,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_99,eth2_64,eth2_93,eth2_23,eth2_10,eth2_30,eth2_21,eth2_14,eth2_81,eth2_34,eth2_32,eth2_12,eth2_29,eth2_61,eth2_35,eth2_85,eth2_33,eth2_15,eth2_66,eth2_55,eth2_19,eth2_38,eth2_26,eth2_13,eth2_59,eth2_unk
130510006011,385,367,16,2,0,0,14,2,365,1,0,3,14,337,2,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
130510006012,413,395,15,3,0,0,13,6,392,0,0,2,13,357,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
130510006013,573,551,17,5,0,0,14,3,549,1,1,5,14,512,3,37,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
130510006014,524,421,99,4,0,0,72,22,404,4,4,18,72,361,22,43,2,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
130510006015,809,756,50,3,0,0,47,5,741,1,6,9,47,707,5,34,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
130510011001,536,253,225,58,0,0,339,29,98,10,11,49,339,85,29,13,3,2,4,0,4,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49
130510011002,681,596,77,8,0,0,69,12,582,1,0,17,69,542,12,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
130510012001,383,373,9,1,0,0,6,1,371,0,1,4,6,351,1,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
130510012002,709,670,36,3,0,0,38,3,662,2,1,3,38,610,3,52,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
130510020001,394,227,139,28,0,0,196,14,148,3,7,26,196,127,14,21,0,2,0,1,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26
130510020002,718,540,155,23,0,0,183,28,464,2,8,33,183,423,28,41,0,1,1,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,33
130510021001,673,505,147,21,0,0,176,17,428,6,9,37,176,372,17,56,0,2,1,0,2,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,2,37
130510021002,555,486,56,13,0,0,83,2,461,1,3,5,83,423,2,38,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
130510021003,611,524,76,11,0,0,101,10,480,1,3,16,101,444,10,36,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
130510022001,484,443,30,11,0,0,25,9,441,2,3,4,25,407,9,34,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
130510022002,656,531,100,25,0,0,140,12,478,1,7,18,140,449,12,29,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18
130510022003,538,316,137,85,0,0,288,28,175,2,7,38,288,148,25,27,0,1,4,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,38
130510022004,729,658,58,13,0,0,77,10,623,1,8,10,77,569,10,54,0,1,3,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10
130510022005,481,428,39,14,0,0,58,1,412,1,5,4,58,369,1,43,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4
130510023001,761,672,78,11,0,0,69,16,654,4,5,13,69,591,16,63,0,3,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
130510023002,656,605,45,6,0,0,36,11,595,0,4,10,36,549,10,46,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
130510026001,494,371,115,8,0,0,135,20,303,3,8,25,135,276,20,27,2,0,2,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
130510026002,651,450,155,46,0,0,282,33,283,11,7,35,282,241,33,42,2,6,2,0,1,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,35
130510027001,609,505,86,18,0,0,110,17,465,1,3,13,110,411,17,54,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13
130510027002,558,499,49,10,0,0,62,10,478,1,3,4,62,443,10,35,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
130510027003,617,460,136,21,0,0,220,15,335,3,6,38,220,288,15,47,1,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
130510027004,649,530,92,27,0,0,141,15,468,2,1,22,141,424,15,44,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
130510028001,693,644,38,11,0,0,28,9,641,0,3,12,28,586,9,55,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
130510028002,391,345,42,4,0,0,24,13,341,3,3,7,24,322,13,19,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
130510028003,1104,877,196,31,0,0,218,34,804,2,17,29,218,743,34,61,1,0,5,1,0,4,2,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,29
130510029001,670,327,148,195,0,0,554,13,11,8,12,72,554,8,13,3,1,3,6,0,3,2,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,72
130510029002,554,235,167,152,0,0,447,15,16,5,7,64,447,13,15,3,0,1,0,0,3,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,64
130510029003,559,247,144,168,0,0,408,34,31,8,15,63,408,26,34,5,2,3,3,0,1,1,4,3,1,0,2,2,0,0,0,0,0,1,0,0,0,0,63
130510029004,412,174,142,96,0,0,326,10,20,5,8,43,326,16,10,4,1,2,1,0,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,43
130510030001,499,294,122,83,0,0,380,23,33,3,4,56,380,30,23,3,2,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,56
130510030002,1045,503,289,253,0,0,806,50,68,13,16,92,806,60,48,8,1,6,5,2,2,4,2,0,1,0,1,0,1,0,0,2,0,0,0,1,0,1,92
130510033011,657,640,14,3,0,0,11,5,632,0,4,5,11,582,5,50,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
130510033012,731,708,22,1,0,0,18,3,704,0,3,3,18,653,3,51,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
130510033021,688,672,12,4,0,0,15,4,665,0,0,4,15,611,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
130510033022,665,652,10,3,0,0,13,3,643,0,1,5,13,598,3,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
130510034001,578,542,20,16,0,0,24,4,542,0,1,7,24,492,4,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
130510034002,762,667,77,18,0,0,83,22,632,1,3,21,83,581,22,51,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
130510034003,441,195,150,96,0,0,303,12,69,5,6,46,303,54,12,15,2,1,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46
130510034004,838,325,278,235,0,0,655,32,45,11,11,84,655,38,32,7,4,0,7,1,3,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,84
130510034005,431,192,141,98,0,0,282,17,64,14,9,45,282,59,17,5,1,6,4,2,3,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,45
130510035011,620,415,132,73,0,0,245,13,309,8,2,43,245,278,13,31,2,1,1,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,43
130510035012,773,675,66,32,0,0,89,7,655,3,2,17,89,587,7,68,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
130510035013,546,433,88,25,0,0,100,19,401,7,4,15,100,366,19,35,0,2,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
130510035021,619,522,69,28,0,0,120,11,475,3,1,9,120,430,11,45,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
130510035022,858,656,138,64,0,0,192,25,606,6,7,22,192,564,25,42,2,2,0,0,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
130510035023,614,422,111,81,0,0,227,8,331,9,6,33,227,294,8,37,1,1,4,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
130510035024,609,355,143,111,0,0,287,22,260,5,4,31,287,236,20,24,0,2,2,3,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,31
130510036011,1473,1166,185,122,0,0,292,37,1088,2,15,39,292,978,37,110,2,0,6,0,0,5,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,39
130510036012,825,786,32,7,0,0,40,5,777,1,1,1,40,730,5,47,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130510036021,454,425,24,5,0,0,35,4,408,1,0,6,35,374,4,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
130510036022,843,718,100,25,0,0,139,17,660,12,3,12,139,596,16,64,0,3,1,7,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12
130510036023,622,439,127,56,0,0,208,17,348,3,6,40,208,321,17,27,0,3,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
130510036024,764,478,180,106,0,0,319,21,363,18,3,40,319,314,21,49,0,5,2,10,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40
130510036025,640,404,181,55,0,0,224,31,333,16,9,27,224,300,31,33,1,2,8,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
130510037001,765,617,93,55,0,0,164,8,563,4,6,20,164,523,8,40,1,1,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
130510037002,600,452,109,39,0,0,149,18,395,3,8,27,149,351,18,44,0,1,0,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
130510038001,1071,980,56,35,0,0,84,14,955,5,8,5,84,899,14,56,1,3,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
130510038002,457,340,81,36,0,0,112,6,320,8,1,10,112,293,6,27,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
130510039001,736,256,178,302,0,0,552,15,89,7,5,68,552,72,14,17,1,1,0,3,2,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,68
130510039002,719,521,130,68,0,0,189,20,475,10,8,17,189,434,20,41,3,3,0,2,0,4,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,17
130510039003,723,557,100,66,0,0,171,11,521,9,2,9,171,460,11,61,0,3,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,9
130510039004,466,395,50,21,0,0,66,3,386,2,2,7,66,353,3,33,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
130510040011,610,227,129,254,0,0,371,14,48,12,17,148,371,46,14,2,2,7,3,3,0,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
130510040012,534,201,156,177,0,0,370,23,72,6,4,59,370,66,23,6,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,59
130510040013,770,235,239,296,0,0,563,17,42,7,20,121,563,31,17,11,0,5,3,0,0,4,7,0,1,0,3,1,0,2,0,0,0,1,0,0,0,0,121
130510040014,637,255,170,212,0,0,449,26,90,8,14,50,449,82,26,8,3,3,0,1,1,1,5,2,0,1,0,2,1,0,0,0,1,0,0,0,0,0,50
130510040015,491,397,78,16,0,0,80,20,376,2,7,6,80,350,20,26,0,0,0,0,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
130510040021,632,216,157,259,0,0,429,14,124,10,10,45,429,94,14,30,0,5,3,4,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
130510040022,834,357,253,224,0,0,475,47,246,8,19,39,475,221,47,25,3,2,8,0,2,4,5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,39
130510040023,555,264,180,111,0,0,260,24,212,22,9,28,260,189,24,23,20,2,4,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28
130510040024,520,248,185,87,0,0,233,33,220,18,7,9,233,208,33,12,6,5,5,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9
130510041001,893,372,289,232,0,0,486,31,295,19,3,59,486,264,31,31,0,6,1,11,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59
130510041002,537,139,187,211,0,0,397,25,51,8,8,48,397,44,25,7,1,5,2,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48
130510042071,392,272,74,46,0,0,85,29,255,11,1,11,85,223,29,32,0,5,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
130510042072,819,538,175,106,0,0,226,32,489,31,12,29,226,452,32,37,1,13,5,11,6,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,29
130510042073,692,526,138,28,0,0,144,40,478,10,10,10,144,449,40,29,0,5,3,3,1,5,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,10
130510042074,534,360,61,113,0,0,171,16,304,2,4,37,171,271,16,33,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37
130510042081,556,327,148,81,0,0,218,35,272,10,6,15,218,247,35,25,1,6,0,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
130510042082,860,531,220,109,0,0,283,59,460,7,15,36,283,412,58,48,1,3,2,1,1,4,3,0,1,1,0,0,1,0,0,1,2,0,0,0,0,0,36
130510042083,690,443,193,54,0,0,210,41,382,5,12,40,210,349,41,33,1,0,7,3,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,40
130510042084,1206,748,288,170,0,0,404,63,654,24,19,42,404,584,63,70,12,3,7,7,1,2,4,0,1,1,0,3,0,0,0,0,1,0,0,0,0,0,42
130510042091,808,383,257,168,0,0,403,37,293,14,16,45,403,261,37,32,2,6,5,0,6,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45
130510042092,306,212,81,13,0,0,79,12,196,6,0,13,79,187,12,9,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13
130510042093,539,317,96,126,0,0,212,13,273,8,5,28,212,241,13,32,2,2,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28
130510042101,1211,764,269,178,0,0,416,55,667,19,17,37,416,577,54,90,2,4,8,9,2,6,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,37
130510042102,843,463,249,131,0,0,309,68,404,11,15,36,309,368,68,36,2,6,3,2,1,8,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,36
130510042103,1112,746,287,79,0,0,304,58,666,24,13,47,304,599,58,67,15,3,6,4,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
130510042111,490,340,117,33,0,0,127,23,307,6,5,22,127,281,23,26,0,2,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22
130510042112,917,411,278,228,0,0,487,53,297,12,6,62,487,263,53,34,0,2,2,6,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62
130510042113,892,546,237,109,0,0,300,46,481,20,14,31,300,423,46,58,0,9,3,7,2,4,3,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,31
130510042114,1244,664,311,269,0,0,541,60,534,39,14,56,541,486,60,48,4,11,5,13,8,1,5,1,1,0,0,0,2,0,1,0,0,0,0,1,0,0,56
130510042121,1006,497,261,248,0,0,527,37,342,14,19,67,527,302,36,40,1,3,6,8,1,3,5,1,1,0,0,2,1,0,0,1,0,0,1,0,0,0,67
130510042122,1136,454,303,379,0,0,691,60,254,52,16,63,691,221,60,33,31,11,4,6,3,2,1,2,0,2,0,2,0,1,0,0,1,0,0,0,0,1,63
130510042123,295,96,118,81,0,0,205,15,35,5,7,28,205,28,14,7,3,1,1,1,0,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,28
130510042124,961,449,341,171,0,0,398,51,342,95,17,58,398,322,51,20,33,20,9,29,7,2,0,0,3,1,0,1,2,0,1,0,0,1,2,0,0,0,58
130510043001,647,191,426,30,0,0,271,136,175,12,8,45,271,164,136,11,2,2,0,3,2,5,1,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,45
130510044001,831,776,45,10,0,0,26,14,781,2,4,4,26,719,14,62,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
130510044002,734,718,16,0,0,0,10,6,712,1,3,2,10,667,6,45,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
130510045001,410,377,29,4,0,0,18,7,376,2,1,6,18,351,7,25,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
130510045002,469,448,16,5,0,0,23,1,441,0,1,3,23,411,1,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
130510045003,1102,1074,23,5,0,0,20,9,1063,2,4,4,20,984,9,79,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
130510045004,1397,1220,140,37,0,0,132,24,1197,7,16,21,132,1112,24,85,5,1,4,0,1,6,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,21
130510101021,537,155,276,106,0,0,350,36,70,30,7,44,350,59,35,11,2,7,0,20,1,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,44
130510101022,993,528,228,237,0,0,488,21,398,12,12,62,488,347,21,51,2,5,1,4,0,2,1,0,0,1,3,0,2,0,0,0,2,0,0,0,1,0,62
130510101023,542,312,106,124,0,0,247,18,241,3,2,31,247,207,18,34,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,31
130510101024,543,437,54,52,0,0,103,5,415,5,3,12,103,380,5,35,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
130510102001,733,466,114,153,0,0,288,16,386,5,2,36,288,353,16,33,2,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36
130510102002,1312,1060,164,88,0,0,225,28,1008,3,11,37,225,904,28,104,0,2,1,1,0,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37
130510102003,1050,458,274,318,0,0,625,35,311,15,6,58,625,271,35,40,8,1,2,0,4,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,58
130510105021,510,369,108,33,0,0,126,12,353,3,5,11,126,329,12,24,2,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
130510105022,1002,940,51,11,0,0,48,10,928,3,4,9,48,852,10,76,1,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9
130510105023,468,137,181,150,0,0,304,19,93,12,2,38,304,81,19,12,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
130510105031,291,85,122,84,0,0,193,14,60,4,10,10,193,54,14,6,3,1,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
130510105032,332,81,188,63,0,0,218,47,54,1,3,9,218,52,47,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
130510105033,430,73,238,119,0,0,336,18,48,1,5,22,336,42,18,6,0,1,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22
130510105041,369,197,157,15,0,0,104,66,185,1,1,12,104,175,66,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
130510105042,176,46,93,37,0,0,86,47,28,0,3,12,86,27,47,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
130510105043,111,49,52,10,0,0,53,13,37,2,2,4,53,36,13,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
130510105044,484,246,198,40,0,0,191,34,216,8,7,28,191,192,34,24,4,4,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28
130510106011,486,157,155,174,0,0,337,17,95,8,5,24,337,84,17,11,3,1,1,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24
130510106012,486,139,195,152,0,0,341,24,95,2,2,22,341,84,24,11,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
130510106013,472,298,112,62,0,0,152,26,258,11,6,19,152,239,26,19,10,1,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19
130510106014,562,488,56,18,0,0,41,23,481,0,4,13,41,439,23,42,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
130510106015,484,404,66,14,0,0,38,33,401,3,5,4,38,361,33,40,1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
130510106016,542,478,57,7,0,0,33,31,473,1,2,2,33,437,31,36,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
130510106031,658,415,200,43,0,0,191,44,396,3,4,20,191,362,44,34,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
130510106032,620,313,192,115,0,0,291,24,269,7,4,25,291,244,23,25,3,0,1,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25
130510107011,713,182,313,218,0,0,521,38,112,2,10,30,521,96,38,16,0,0,1,0,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
130510107012,527,140,234,153,0,0,372,24,83,1,7,40,372,74,23,9,0,0,1,1,0,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,40
130510107013,226,100,93,33,0,0,115,13,86,1,1,10,115,83,13,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
130510107021,1430,930,383,117,0,0,374,94,858,14,23,67,374,757,94,101,9,3,6,0,0,8,5,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,67
130510107022,1323,907,320,96,0,0,315,105,844,6,10,43,315,753,105,91,3,1,7,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43
130510107023,1119,480,438,201,0,0,549,78,383,30,15,64,549,368,78,15,22,1,0,1,1,10,3,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,64
130510107031,856,366,368,122,0,0,435,89,261,8,15,48,435,242,89,19,1,2,7,1,0,5,0,0,1,0,0,0,0,0,0,0,1,2,2,0,1,0,48
130510107032,723,317,313,93,0,0,340,53,265,11,11,43,340,244,53,21,6,0,3,3,1,2,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,43
130510107033,2782,1644,911,227,0,0,900,205,1489,34,36,118,900,1350,203,139,10,9,19,6,7,11,3,1,1,0,1,0,0,0,0,2,0,0,0,0,1,1,118
130510107041,803,322,403,78,0,0,400,65,248,24,10,56,400,239,65,9,9,4,4,3,4,4,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,56
130510107042,1016,432,416,168,0,0,466,68,332,64,17,69,466,304,68,28,33,12,8,12,4,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,69
130510107051,2276,914,970,392,0,0,1130,215,676,97,41,117,1130,614,214,62,50,25,20,9,5,12,4,0,3,1,1,1,1,0,0,1,1,2,0,0,3,0,117
130510107052,875,367,332,176,0,0,430,53,290,25,17,60,430,267,52,23,13,7,5,3,0,9,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,60
130510107061,996,489,398,109,0,0,395,115,387,22,15,62,395,349,114,38,14,1,5,3,2,6,0,0,0,0,0,1,3,0,2,1,0,0,0,0,0,0,62
130510107071,2088,1041,753,294,0,0,813,177,867,73,30,128,813,781,177,86,48,10,14,6,3,7,2,3,1,1,0,1,1,0,2,0,0,2,0,0,0,0,128
130510108011,1368,382,578,408,0,0,838,75,261,76,17,101,838,244,75,17,53,9,4,9,2,4,3,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,101
130510108012,832,114,421,297,0,0,691,29,48,5,10,49,691,46,29,2,0,2,0,1,2,3,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,49
130510108061,1018,449,307,262,0,0,563,68,308,19,17,43,563,279,68,29,9,2,7,2,5,4,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,43
130510108062,526,275,156,95,0,0,229,29,212,10,15,31,229,201,29,11,4,3,3,1,1,3,6,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,31
130510108063,1180,591,412,177,0,0,518,84,503,16,10,49,518,443,84,60,1,6,3,4,3,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,49
130510108064,1526,825,543,158,0,0,604,95,703,28,26,70,604,631,95,72,6,11,11,9,2,6,2,0,0,3,0,0,1,1,0,0,0,0,2,0,0,0,70
130510108071,481,187,153,141,0,0,254,44,128,3,12,40,254,116,44,12,0,3,0,0,0,3,1,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,40
130510108072,1063,541,380,142,0,0,422,79,465,48,15,34,422,404,77,61,18,11,4,17,0,5,2,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,34
130510108073,1020,441,346,233,0,0,526,76,330,22,8,58,526,296,75,34,5,7,1,6,4,4,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,58
130510108074,1075,467,335,273,0,0,579,37,351,29,18,61,579,312,37,39,10,12,2,4,2,4,4,0,1,0,0,0,0,1,0,0,1,0,4,0,0,0,61
130510108101,1115,553,367,195,0,0,447,63,488,42,12,63,447,441,63,47,20,8,3,10,3,5,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,63
130510108102,1135,571,383,181,0,0,489,80,477,37,14,38,489,440,79,37,22,9,5,3,2,1,3,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,38
130510108103,1240,540,413,287,0,0,626,74,461,18,11,50,626,417,74,44,5,7,4,4,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,50
130510108111,1269,274,423,572,0,0,968,42,166,12,9,72,968,154,38,12,1,1,4,6,3,1,1,0,0,3,0,0,0,0,1,4,0,0,0,0,0,0,72
130510108112,531,101,224,206,0,0,429,19,48,2,4,29,429,46,19,2,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29
130510108113,1474,675,520,279,0,0,669,92,537,76,24,76,669,489,92,48,25,13,7,27,2,3,9,2,7,1,0,0,0,2,0,0,0,1,0,0,1,0,76
130510108114,2326,953,981,392,0,0,1203,190,767,38,27,101,1203,722,188,45,24,3,13,6,3,6,4,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,101
130510108121,1755,741,543,471,0,0,968,95,479,79,26,108,968,453,94,26,49,15,11,9,1,11,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,108
