BlockGroupID,total_reg,party_dem,party_npp,party_rep,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_64,eth2_34,eth2_30,eth2_23,eth2_10,eth2_unk
500259687002,759,397,190,172,0,0,677,10,0,4,7,61,677,10,3,2,3,0,61
500259687003,1703,833,350,520,0,0,1500,25,2,3,25,148,1500,24,18,2,0,0,148
500179590001,1193,596,314,283,0,0,1062,7,1,7,9,107,1062,7,4,2,6,0,107
500179590002,324,149,76,99,0,0,300,1,0,0,1,22,300,1,0,1,0,0,22
500179591011,804,362,209,233,0,0,729,7,0,2,3,63,729,7,0,1,2,0,63
500179591012,690,310,152,228,0,0,634,14,0,3,2,37,634,14,0,2,0,1,37
500179591021,794,354,187,253,0,0,739,3,0,4,3,45,739,3,0,3,4,0,45
500179591022,1068,511,278,279,0,0,960,16,0,2,9,81,960,15,3,3,1,0,81
500179592001,1363,531,434,398,0,0,1251,16,0,4,4,88,1251,16,1,3,1,1,88
500179592002,1023,448,283,292,0,0,952,16,0,2,4,49,952,16,2,0,1,1,49
500179593001,982,522,198,262,0,0,889,9,0,3,15,66,889,9,10,4,0,0,66
500179593002,873,479,147,247,0,0,782,8,0,0,4,79,782,8,1,3,0,0,79
500179594001,846,416,204,226,0,0,747,15,0,3,13,68,747,11,4,1,2,1,68
500179594002,171,95,55,21,0,0,143,1,0,5,0,22,143,1,0,0,1,2,22
500179594003,2241,1210,508,523,0,0,1996,34,1,12,12,186,1996,29,5,4,1,3,186
500179595001,519,239,153,127,0,0,461,4,0,5,5,44,461,4,3,1,1,0,44
500179595002,892,454,161,277,0,0,797,9,2,3,5,76,797,9,2,0,0,0,76
500179595003,1048,498,291,259,0,0,940,15,0,7,6,80,940,15,0,2,1,1,80
500179595004,898,548,205,145,0,0,760,12,2,7,7,110,760,12,2,3,0,2,110
500179596001,154,88,46,20,0,0,122,6,0,2,2,22,122,6,2,0,1,1,22
500179596002,1847,1175,364,308,0,0,1620,16,0,18,21,172,1620,12,8,1,4,5,172
500179596003,159,95,49,15,0,0,135,1,0,0,4,19,135,1,2,0,0,0,19
500179597001,536,254,164,118,0,0,476,10,0,0,12,38,476,7,9,2,0,0,38
500179597002,693,381,178,134,0,0,623,7,0,2,10,51,623,7,2,3,0,0,51
500179598001,726,396,176,154,0,0,643,10,2,4,6,61,643,10,1,1,0,2,61
500179598002,1176,557,281,338,0,0,1044,16,0,6,7,103,1044,15,4,2,2,2,103
500039704011,283,99,104,80,0,0,231,4,0,6,2,40,231,3,0,2,4,0,40
500039704012,491,254,145,92,0,0,424,9,1,3,7,47,424,9,3,2,1,2,47
500039704013,1560,747,399,414,0,0,1295,28,0,26,26,185,1295,28,6,5,9,6,185
500039704021,464,229,139,96,0,0,385,13,0,5,7,54,385,13,2,3,0,1,54
500039704022,397,198,131,68,0,0,334,10,2,9,10,32,334,10,1,4,7,1,32
500039705001,486,245,145,96,0,0,410,3,0,7,4,62,410,3,1,1,1,3,62
500039705002,673,323,219,131,0,0,561,11,2,9,10,80,561,11,5,2,2,1,80
500039706011,294,154,55,85,0,0,268,1,0,1,2,22,268,0,1,1,0,1,22
500039706012,662,268,164,230,0,0,571,8,0,6,12,65,571,8,2,5,0,0,65
500039706013,473,212,106,155,0,0,411,1,0,4,7,50,411,1,1,0,3,0,50
500039708001,1781,868,409,504,0,0,1627,15,0,7,11,121,1627,15,7,3,2,2,121
500039708002,467,227,117,123,0,0,402,7,0,1,6,51,402,7,3,2,0,1,51
500039708003,507,252,144,111,0,0,446,11,0,2,2,46,446,11,0,0,0,2,46
500039709001,538,384,54,100,0,0,500,3,0,0,5,30,500,3,0,1,0,0,30
500039709002,576,366,68,142,0,0,528,9,0,2,6,31,528,7,0,0,2,0,31
500039710001,943,479,225,239,0,0,842,11,1,8,6,75,842,11,3,0,5,1,75
500039710002,834,507,200,127,0,0,643,19,90,6,18,58,643,19,6,6,0,2,58
500039711001,1336,728,256,352,0,0,1203,15,2,6,15,95,1203,15,8,0,1,2,95
500039711002,884,449,241,194,0,0,751,21,0,25,24,63,751,20,4,13,23,1,63
500039711003,735,400,161,174,0,0,650,9,0,4,6,66,650,9,1,1,4,0,66
500039712001,401,228,100,73,0,0,362,4,0,3,2,30,362,4,0,1,2,0,30
500039712002,583,340,127,116,0,0,528,10,2,3,5,35,528,8,2,0,2,1,35
500039712003,992,688,154,150,0,0,855,21,3,8,18,87,855,21,5,7,2,1,87
500039712004,437,252,101,84,0,0,384,9,0,2,6,36,384,9,2,3,0,1,36
500039712005,329,188,80,61,0,0,273,9,0,2,8,37,273,8,6,1,1,1,37
500039712006,588,469,53,66,0,0,511,16,2,3,4,52,511,16,3,1,0,3,52
500039713001,701,250,329,122,0,0,631,6,0,1,7,56,631,5,0,2,0,0,56
500039713002,914,291,444,179,0,0,776,14,1,5,18,100,776,12,4,8,0,2,100
500039713003,761,266,360,135,0,0,656,9,2,6,5,83,656,9,0,4,1,0,83
500039714001,159,87,45,27,0,0,133,8,0,0,2,16,133,7,1,0,0,0,16
500039714002,483,248,129,106,0,0,400,10,0,5,9,59,400,10,4,3,2,2,59
500039714003,1039,501,282,256,0,0,880,17,1,5,14,122,880,16,5,6,0,3,122
500039714004,528,272,147,109,0,0,457,10,0,2,2,57,457,10,0,1,1,1,57
500039716001,949,490,258,201,0,0,831,21,3,5,7,82,831,18,3,1,5,0,82
500039716002,821,372,203,246,0,0,691,27,0,10,10,83,691,27,2,2,1,4,83
500039716003,1310,618,349,343,0,0,1159,9,0,6,14,122,1159,8,1,2,0,1,122
