BlockGroupID,total_reg,party_dem,party_rep,party_npp,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_99,eth2_64,eth2_93,eth2_23,eth2_30,eth2_34,eth2_81,eth2_10,eth2_21,eth2_14,eth2_55,eth2_12,eth2_85,eth2_35,eth2_61,eth2_66,eth2_unk
450630208061,1256,560,476,220,0,0,890,75,201,2,7,81,890,201,75,0,0,4,0,3,0,0,1,0,0,0,0,0,0,81
450630208071,1380,613,524,243,0,0,921,66,312,4,10,67,921,309,66,3,1,3,1,4,1,0,0,0,0,0,0,0,0,67
450630209041,1112,336,628,148,0,0,863,34,138,2,7,68,863,138,34,0,1,1,1,4,0,0,1,1,0,0,0,0,0,68
450630209042,713,203,397,113,0,0,603,21,32,0,6,51,603,32,21,0,0,1,3,2,0,0,0,0,0,0,0,0,0,51
450630209051,731,250,342,139,0,0,620,20,37,3,9,42,620,37,20,0,2,3,2,2,0,1,0,0,0,0,2,0,0,42
450630209052,1202,510,487,205,0,0,788,59,282,3,7,63,788,281,58,1,0,0,0,5,0,0,1,1,1,0,1,0,1,63
450630209061,1043,302,556,185,0,0,876,29,42,2,11,83,876,41,29,1,0,1,1,8,1,0,0,0,1,0,0,0,0,83
450630209062,1126,361,581,184,0,0,937,31,64,1,6,87,937,64,31,0,0,0,1,3,1,0,0,0,0,1,0,0,0,87
450630209081,1084,370,600,114,0,0,785,36,190,7,11,55,785,189,36,1,5,4,2,4,0,2,0,1,0,0,0,0,0,55
450630209082,1226,407,677,142,0,0,920,46,145,20,11,84,920,144,46,1,15,1,1,5,3,0,0,2,0,0,1,0,0,84
450630209091,1610,509,862,239,0,0,1291,54,143,5,17,100,1291,143,54,0,1,4,2,4,2,0,1,1,1,0,6,0,0,100
450630209101,1223,354,662,207,0,0,1042,32,34,3,9,103,1042,32,32,2,0,3,3,3,0,0,0,0,2,0,0,0,0,103
450630209111,1174,358,638,178,0,0,970,44,64,1,9,86,970,63,44,1,0,3,0,4,1,0,0,0,0,0,2,0,0,86
450630209121,1737,820,702,215,0,0,1008,83,496,30,19,101,1008,494,83,2,23,8,4,1,3,3,0,0,0,0,2,0,0,101
450630209131,1317,617,555,145,0,0,739,82,403,5,13,75,739,400,80,3,4,7,3,2,1,0,0,1,0,0,0,0,2,75
450630210191,1552,490,939,123,0,0,1153,41,136,83,23,116,1153,136,41,0,50,15,2,3,11,18,1,2,0,0,0,0,0,116
450630210201,1076,332,613,131,0,0,872,45,78,4,8,69,872,78,44,0,0,4,3,1,2,2,0,0,0,0,0,0,1,69
450630210202,1672,548,907,217,0,0,1280,59,174,40,23,96,1280,172,59,2,15,4,1,7,8,12,1,0,4,0,3,1,0,96
450630210210,13,5,3,5,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450630210211,1671,306,1252,113,0,0,1489,31,13,6,22,110,1489,12,31,1,1,2,8,3,2,0,0,1,2,0,2,2,0,110
450630210231,2033,639,1141,253,0,0,1565,78,191,15,27,157,1565,188,78,3,5,8,5,4,8,2,0,0,0,6,0,0,0,157
450630210250,3,0,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
450630210251,1705,436,1140,129,0,0,1394,46,76,37,25,127,1394,75,45,1,22,5,9,2,8,3,3,0,1,0,1,3,1,127
450630210252,1744,376,1255,113,0,0,1522,37,12,29,15,129,1522,12,37,0,12,3,3,4,12,0,1,1,1,0,0,0,0,129
450630210281,1008,289,664,55,0,0,780,26,129,16,2,55,780,129,24,0,7,0,0,1,1,1,0,0,7,0,0,0,2,55
450630210282,1522,526,812,184,0,0,1119,59,186,23,18,117,1119,184,58,2,9,10,2,0,6,4,3,0,0,1,0,2,1,117
450630210291,988,403,469,116,0,0,581,20,315,19,5,48,581,312,20,3,5,2,0,1,4,2,4,0,2,0,1,0,0,48
450630210292,1171,436,608,127,0,0,877,41,170,14,3,66,877,165,40,5,4,0,0,0,3,6,1,0,0,0,2,1,1,66
450630210301,916,443,296,177,0,0,552,46,227,4,11,76,552,222,45,5,2,6,2,0,1,1,0,0,0,1,0,1,1,76
450630210302,700,219,442,39,0,0,552,23,58,9,6,52,552,58,23,0,4,5,0,0,4,0,1,0,0,0,0,0,0,52
450630210303,1427,401,918,108,0,0,1179,35,107,6,7,93,1179,107,35,0,2,1,3,1,3,0,1,0,0,0,1,0,0,93
450630210311,629,172,403,54,0,0,505,20,22,3,7,72,505,22,19,0,0,5,1,0,2,0,1,0,0,0,0,0,1,72
450630210312,929,279,564,86,0,0,737,22,74,23,4,69,737,72,22,2,17,2,2,0,4,1,1,0,0,0,0,0,0,69
450630210313,1386,441,809,136,0,0,1066,60,125,21,6,108,1066,125,60,0,16,2,0,1,1,1,0,3,3,0,0,0,0,108
450630210321,817,185,570,62,0,0,685,18,20,20,8,66,685,20,18,0,15,3,1,0,1,0,3,0,0,1,0,0,0,66
450630210322,1878,576,1095,207,0,0,1477,49,153,30,17,152,1477,151,48,2,17,6,2,2,8,2,1,1,1,0,0,1,1,152
450630210331,1230,447,634,149,0,0,909,28,204,12,13,64,909,203,28,1,5,8,1,4,1,4,0,0,1,0,0,0,0,64
450630210332,1624,579,896,149,0,0,1126,65,303,15,22,93,1126,301,62,2,3,6,3,9,4,6,2,2,0,0,0,1,3,93
450630210341,463,172,235,56,0,0,303,16,123,1,4,16,303,121,16,2,1,2,0,1,0,0,0,0,0,0,0,0,0,16
450630210342,1398,396,897,105,0,0,1084,50,178,8,10,68,1084,177,50,1,3,2,4,3,5,0,0,0,0,1,0,0,0,68
450630210343,1206,486,589,131,0,0,864,54,188,11,15,74,864,187,54,1,0,2,3,6,2,4,1,0,0,0,1,1,0,74
450630210351,1969,686,1045,238,0,0,1456,69,303,6,21,114,1456,300,69,3,1,3,4,8,0,1,0,0,1,0,0,0,0,114
450630210361,667,209,397,61,0,0,475,34,90,4,9,55,475,90,34,0,0,2,3,3,0,1,0,1,2,0,0,0,0,55
450630210362,1909,667,1021,221,0,0,1308,102,351,5,27,116,1308,349,102,2,2,12,8,4,1,1,1,0,0,3,0,0,0,116
450630210371,2660,861,1538,261,0,0,1908,133,387,26,18,188,1908,381,132,6,9,3,5,5,11,0,3,0,3,0,1,1,1,188
450630210381,2322,729,1377,216,0,0,1695,106,214,109,33,165,1695,212,106,2,62,15,5,3,32,5,7,0,1,0,0,2,0,165
450630210391,2907,686,2014,207,0,0,2443,65,56,90,35,218,2443,53,65,3,47,15,5,5,23,10,8,3,2,2,0,0,0,218
450630210401,3198,969,1954,275,0,0,2390,158,303,87,52,208,2390,298,157,5,42,23,9,3,24,10,7,3,3,2,2,1,1,208
450630210411,1532,482,880,170,0,0,1133,64,189,15,21,110,1133,189,64,0,14,7,5,4,1,0,0,1,0,2,0,0,0,110
450630210421,1827,630,938,259,0,0,1355,69,239,14,27,123,1355,237,67,2,6,10,2,10,5,1,2,1,0,0,0,0,2,123
450630210431,2001,735,1044,222,0,0,1356,74,406,25,16,124,1356,404,73,2,12,3,1,8,4,0,5,0,2,3,0,1,1,124
450630210441,1335,540,681,114,0,0,854,42,340,4,10,85,854,337,42,3,2,2,2,5,2,0,0,0,0,1,0,0,0,85
450630210442,577,188,289,100,0,0,421,40,47,5,8,56,421,47,40,0,0,1,3,4,4,1,0,0,0,0,0,0,0,56
450630210451,2035,700,1147,188,0,0,1474,99,254,38,30,140,1474,252,98,2,16,3,15,4,12,3,3,0,2,1,0,6,1,140
450630210461,1684,367,1197,120,0,0,1449,33,44,10,9,139,1449,40,33,4,1,3,3,1,4,2,0,1,1,0,0,0,0,139
450630210471,2283,516,1664,103,0,0,1954,65,51,20,24,169,1954,50,65,1,13,8,5,6,2,3,0,1,0,2,1,1,0,169
450630210481,1804,432,1208,164,0,0,1478,52,88,33,26,127,1478,88,51,0,6,15,2,3,11,10,3,2,0,1,0,0,1,127
450630210491,1729,504,1070,155,0,0,1392,58,98,38,18,125,1392,98,58,0,19,7,4,2,11,3,4,1,1,0,0,0,0,125
450630210501,2170,555,1433,182,0,0,1752,67,139,42,24,146,1752,138,64,1,22,6,1,7,4,11,5,3,0,1,0,3,3,146
450630210511,1749,621,877,251,0,0,1274,56,298,9,10,102,1274,295,55,3,3,3,2,3,2,2,1,1,0,1,0,0,1,102
450630210521,1165,423,554,188,0,0,858,66,166,10,7,58,858,165,65,1,4,0,2,1,3,1,0,0,0,3,0,0,1,58
450630210522,719,240,352,127,0,0,561,27,75,0,10,46,561,75,27,0,0,4,2,3,0,0,0,0,0,1,0,0,0,46
450630211061,471,172,278,21,0,0,342,10,87,0,4,28,342,87,10,0,0,1,0,0,0,0,0,0,0,3,0,0,0,28
450630211062,639,290,311,38,0,0,371,14,198,10,5,41,371,196,13,2,4,0,0,3,3,2,1,2,0,0,0,0,1,41
450630211063,600,212,344,44,0,0,436,13,115,5,4,27,436,115,12,0,1,1,0,2,0,3,0,0,1,0,0,0,1,27
450630211064,495,189,278,28,0,0,349,10,91,7,2,36,349,91,10,0,3,0,1,0,0,2,1,0,0,0,1,0,0,36
450630211091,1307,723,463,121,0,0,781,25,416,12,9,64,781,412,25,4,5,1,1,5,1,1,3,0,0,1,0,1,0,64
450630211092,1031,370,582,79,0,0,779,21,117,39,13,62,779,116,21,1,24,2,6,1,4,7,1,1,2,0,0,3,0,62
450630211101,1034,375,593,66,0,0,774,31,134,10,14,71,774,134,29,0,6,5,0,2,3,0,0,0,1,3,1,0,2,71
450630211102,1116,519,512,85,0,0,671,34,325,12,8,66,671,324,33,1,1,0,4,2,3,1,0,0,5,0,0,0,1,66
450630211111,652,303,300,49,0,0,367,16,218,6,8,37,367,217,16,1,2,0,8,0,2,1,0,0,0,0,0,0,0,37
450630211112,531,288,188,55,0,0,281,22,203,0,4,21,281,202,22,1,0,1,0,2,0,0,0,0,0,1,0,0,0,21
450630211113,381,267,86,28,0,0,132,16,206,1,8,18,132,203,16,3,0,1,0,2,1,0,0,0,0,1,4,0,0,18
450630211121,1078,410,601,67,0,0,772,17,177,26,16,70,772,177,16,0,13,4,6,3,8,2,3,0,0,0,2,1,1,70
450630211122,1048,437,527,84,0,0,689,30,220,13,18,78,689,217,30,3,7,9,1,4,2,1,0,0,0,2,1,0,0,78
450630211131,834,394,378,62,0,0,518,26,218,17,15,40,518,218,26,0,9,2,5,2,6,1,0,2,1,1,1,2,0,40
450630211132,1258,576,558,124,0,0,722,54,350,28,38,66,722,341,52,9,16,17,2,4,6,2,0,4,0,2,0,0,2,66
450630211140,2,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450630211141,1546,402,1077,67,0,0,1212,22,81,30,33,168,1212,81,22,0,19,16,5,1,6,2,0,2,3,0,0,1,0,168
450630211142,1512,529,876,107,0,0,1104,55,207,20,24,102,1104,207,55,0,6,10,8,2,9,1,4,1,0,0,0,0,0,102
450630211150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450630211151,1177,456,577,144,0,0,803,50,215,15,21,73,803,213,50,2,5,12,1,3,6,4,0,0,0,0,1,1,0,73
450630211152,913,235,579,99,0,0,786,21,30,8,6,62,786,30,21,0,4,1,2,1,1,0,3,0,0,0,0,0,0,62
450630211161,326,127,181,18,0,0,220,7,75,6,7,11,220,74,7,1,5,2,0,2,1,0,0,0,0,0,2,0,0,11
450630211162,1140,445,627,68,0,0,810,42,189,8,18,73,810,189,42,0,1,2,5,4,5,0,0,0,2,0,3,0,0,73
450630211163,1028,449,480,99,0,0,626,40,274,5,14,69,626,272,40,2,2,7,1,0,2,1,0,4,0,0,0,0,0,69
450630212041,1656,558,892,206,0,0,1286,65,156,11,8,130,1286,155,65,1,1,4,0,1,6,0,4,0,0,1,0,2,0,130
450630212042,1651,481,1019,151,0,0,1332,55,100,14,9,141,1332,99,55,1,3,0,6,2,2,1,3,0,2,0,1,0,0,141
450630212050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450630212051,1631,367,1169,95,0,0,1393,40,27,9,18,144,1393,27,39,0,2,1,1,9,7,0,0,0,0,0,3,0,1,144
450630212052,1434,261,1091,82,0,0,1257,25,13,8,10,121,1257,13,25,0,6,1,2,0,0,0,0,1,2,1,5,0,0,121
450630212060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450630212061,1766,365,1260,141,0,0,1510,46,20,6,13,171,1510,20,46,0,3,4,5,3,2,0,1,0,0,0,0,0,0,171
450630212062,699,254,391,54,0,0,478,13,168,3,1,36,478,166,13,2,0,0,1,0,1,1,0,0,1,0,0,0,0,36
450630212070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450630212071,1796,380,1312,104,0,0,1559,32,31,15,13,146,1559,31,32,0,1,2,0,4,4,5,1,2,4,0,0,0,0,146
450630212080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450630212081,2269,630,1418,221,0,0,1866,58,108,15,18,204,1866,106,58,2,3,3,8,0,5,6,1,2,0,0,0,2,0,204
450630212082,1533,344,1089,100,0,0,1377,20,21,3,4,108,1377,20,20,1,0,2,2,0,2,1,0,0,0,0,0,0,0,108
450630213030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450630213031,1128,213,834,81,0,0,1029,10,5,3,5,76,1029,4,10,1,1,3,2,0,0,0,1,0,1,0,0,0,0,76
450630213032,1114,226,787,101,0,0,993,18,6,6,10,81,993,5,17,1,2,4,2,2,3,0,1,0,0,0,0,0,1,81
450630213033,1642,315,1238,89,0,0,1444,30,20,13,27,108,1444,19,29,1,8,8,4,5,4,0,0,2,1,3,0,5,1,108
450630213051,1874,587,1068,219,0,0,1557,36,145,0,8,128,1557,142,36,3,0,0,0,4,0,0,0,0,0,0,2,0,0,128
450630213061,1858,437,1247,174,0,0,1556,67,72,3,17,143,1556,71,67,1,1,3,1,10,1,0,0,1,1,2,0,0,0,143
450630213062,770,230,442,98,0,0,637,35,55,0,5,38,637,53,35,2,0,0,0,3,0,0,0,0,0,2,0,0,0,38
450630213071,1092,328,595,169,0,0,920,31,60,7,5,69,920,60,29,0,3,0,1,2,0,3,1,0,0,0,2,0,2,69
450630213091,1326,273,944,109,0,0,1164,29,14,0,11,108,1164,12,29,2,0,2,0,7,0,0,0,0,0,2,0,0,0,108
450630213101,1768,448,1167,153,0,0,1416,44,138,8,12,150,1416,138,44,0,1,7,1,0,1,3,3,0,0,0,2,0,0,150
450630213111,1372,354,829,189,0,0,1134,39,64,5,9,121,1134,63,39,1,0,0,3,5,4,0,0,0,1,0,0,1,0,121
450630213121,1143,402,591,150,0,0,832,26,195,5,12,73,832,194,26,1,0,7,0,5,0,1,0,0,4,0,0,0,0,73
450630214021,827,435,363,29,0,0,439,20,340,0,4,24,439,336,20,4,0,0,0,0,0,0,0,0,0,1,0,3,0,24
450630214022,480,191,257,32,0,0,305,7,148,2,3,15,305,147,7,1,0,0,0,1,0,0,1,0,1,0,2,0,0,15
450630214023,417,223,172,22,0,0,203,9,195,0,1,9,203,192,9,3,0,0,0,1,0,0,0,0,0,0,0,0,0,9
450630214024,750,418,274,58,0,0,320,15,384,1,3,27,320,382,15,2,1,0,0,1,0,0,0,0,0,2,0,0,0,27
450630214031,720,255,380,85,0,0,513,18,141,2,4,42,513,139,18,2,0,0,2,2,0,2,0,0,0,0,0,0,0,42
450630214032,408,133,208,67,0,0,328,28,19,1,0,32,328,19,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32
450630214041,1092,289,719,84,0,0,892,26,114,1,5,54,892,114,26,0,0,2,0,2,0,0,1,0,0,0,1,0,0,54
450630214042,961,409,467,85,0,0,560,10,345,4,3,39,560,344,10,1,2,2,0,1,1,1,0,0,0,0,0,0,0,39
450639801001,107,48,43,16,0,0,70,3,27,2,0,5,70,26,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5
450450001001,1077,490,445,142,0,0,870,40,48,7,17,95,870,48,40,0,7,6,7,1,0,0,0,0,0,0,0,2,0,95
450450002001,423,206,135,82,0,0,312,13,51,7,9,31,312,49,13,2,5,4,2,0,2,0,0,1,0,0,0,0,0,31
450450002002,661,288,292,81,0,0,549,20,18,6,9,59,549,18,20,0,3,3,1,1,3,0,0,0,0,0,3,0,0,59
450450004001,213,161,30,22,0,0,78,9,108,0,6,12,78,106,9,2,0,2,2,0,0,0,0,1,0,0,0,0,0,12
450450004002,822,373,334,115,0,0,640,18,59,11,18,76,640,58,18,1,5,5,3,2,3,2,0,1,1,1,0,1,0,76
450450005001,468,353,86,29,0,0,223,6,198,4,5,32,223,195,6,3,0,0,1,2,1,0,2,0,0,0,0,2,0,32
450450005002,506,405,87,14,0,0,181,6,290,4,2,23,181,285,6,5,3,0,1,1,1,0,0,0,0,0,0,0,0,23
450450007001,1350,871,333,146,0,0,975,36,178,16,19,126,975,174,36,4,10,8,4,1,0,2,4,0,0,1,1,1,0,126
450450007002,399,358,37,4,0,0,88,18,283,2,2,6,88,276,18,7,0,0,1,0,0,2,0,1,0,0,0,0,0,6
450450007003,382,347,33,2,0,0,65,10,297,1,1,8,65,296,10,1,0,0,0,0,0,0,1,1,0,0,0,0,0,8
450450008001,636,569,59,8,0,0,139,29,445,3,0,20,139,436,29,9,0,0,0,0,0,1,2,0,0,0,0,0,0,20
450450009001,780,609,135,36,0,0,347,15,383,6,5,24,347,378,15,5,5,1,1,2,0,0,1,0,0,0,0,0,0,24
450450010001,865,396,362,107,0,0,695,19,27,8,12,104,695,26,19,1,1,5,4,2,2,0,2,0,3,0,0,1,0,104
450450010002,748,492,163,93,0,0,352,25,316,8,9,38,352,311,24,5,2,2,3,1,0,5,0,0,1,0,2,1,1,38
450450011011,459,181,234,44,0,0,374,17,28,6,9,25,374,27,16,1,2,2,1,2,2,2,0,3,0,1,0,0,1,25
450450011012,645,185,422,38,0,0,547,16,13,4,9,56,547,13,16,0,1,5,0,0,1,0,1,0,1,4,0,0,0,56
450450011013,1009,410,530,69,0,0,840,21,41,4,13,90,840,41,21,0,2,3,1,2,2,0,0,3,0,0,2,0,0,90
450450011014,1054,382,575,97,0,0,841,36,59,10,15,93,841,58,34,1,0,5,2,2,4,3,0,0,1,3,0,0,2,93
450450011021,545,201,312,32,0,0,482,4,7,3,5,44,482,7,4,0,1,1,0,2,1,0,0,1,1,0,0,0,0,44
450450011022,729,270,386,73,0,0,610,12,34,3,6,64,610,34,12,0,0,1,1,0,1,1,1,0,0,2,1,0,0,64
450450012031,597,123,423,51,0,0,504,21,5,3,12,52,504,5,21,0,2,4,2,0,0,0,1,0,0,0,2,1,0,52
450450012041,1948,1058,652,238,0,0,1232,80,488,13,4,131,1232,477,79,11,3,1,0,3,4,3,2,0,1,0,0,0,1,131
450450012051,473,156,274,43,0,0,375,8,29,13,12,36,375,27,8,2,8,4,3,0,2,1,0,0,2,0,1,3,0,36
450450012052,386,301,61,24,0,0,95,9,255,0,3,24,95,250,9,5,0,0,1,2,0,0,0,0,0,0,0,0,0,24
450450013021,1273,419,682,172,0,0,1043,31,118,8,4,69,1043,117,30,1,2,0,3,1,2,1,2,0,0,0,0,0,1,69
450450014001,1194,490,642,62,0,0,976,27,111,8,6,66,976,110,25,1,2,4,1,0,4,2,0,0,0,0,0,0,2,66
450450014002,1367,504,757,106,0,0,1166,34,36,9,20,102,1166,33,33,3,2,8,2,2,2,0,1,1,3,2,1,0,1,102
450450015011,1663,524,1034,105,0,0,1434,22,79,11,16,101,1434,78,20,1,8,6,3,1,1,0,0,0,2,0,1,1,2,101
450450015012,1371,491,782,98,0,0,1169,32,30,10,7,123,1169,29,32,1,6,3,0,0,2,0,1,0,0,0,0,2,0,123
450450015021,795,721,38,36,0,0,104,17,662,1,1,10,104,655,17,7,1,0,0,0,0,0,0,0,0,0,0,0,0,10
450450015022,753,611,117,25,0,0,203,18,508,0,4,20,203,502,18,6,0,1,2,1,0,0,0,0,0,0,0,0,0,20
450450016001,1832,487,1221,124,0,0,1513,47,109,37,21,105,1513,108,46,1,3,4,11,1,14,18,0,0,1,2,2,0,1,105
450450016002,506,157,287,62,0,0,392,24,25,12,7,46,392,25,22,0,0,1,0,0,3,6,3,4,0,0,0,0,2,46
450450016003,1029,334,620,75,0,0,854,32,58,11,15,59,854,58,32,0,3,7,1,0,4,4,0,3,0,0,2,0,0,59
450450017001,369,123,195,51,0,0,263,46,19,6,2,33,263,19,46,0,0,1,0,0,1,5,0,0,0,1,0,0,0,33
450450017002,686,274,318,94,0,0,467,71,65,33,8,42,467,65,71,0,1,1,2,4,8,21,2,0,1,0,0,1,0,42
450450017003,395,182,168,45,0,0,247,23,86,13,1,25,247,85,23,1,1,0,0,0,3,7,0,1,2,0,0,0,0,25
450450017004,681,272,334,75,0,0,480,27,120,22,8,24,480,119,27,1,0,2,1,4,7,14,0,0,0,0,0,0,0,24
450450018031,663,266,315,82,0,0,408,44,155,18,6,32,408,155,44,0,0,5,1,0,3,15,0,0,0,0,0,0,0,32
450450018032,730,222,449,59,0,0,527,62,67,19,8,47,527,64,62,3,3,2,3,0,4,12,0,1,0,2,0,0,0,47
450450018033,1204,438,606,160,0,0,844,84,157,32,15,72,844,156,84,1,0,3,3,3,9,20,2,3,0,0,0,0,0,72
450450018041,2100,626,1344,130,0,0,1719,77,101,35,27,141,1719,101,75,0,9,7,10,3,11,10,5,0,0,0,0,5,2,141
450450018042,962,376,481,105,0,0,622,62,153,36,21,68,622,151,62,2,3,15,1,1,11,18,4,0,0,1,0,0,0,68
450450018051,682,169,462,51,0,0,596,9,14,6,10,47,596,14,7,0,0,2,0,0,1,3,1,4,1,1,0,0,2,47
450450018052,695,176,487,32,0,0,588,20,22,11,9,45,588,22,20,0,3,3,3,1,3,5,0,0,0,2,0,0,0,45
450450018053,1225,392,740,93,0,0,952,43,99,22,17,92,952,97,43,2,2,3,3,2,9,7,2,1,0,1,0,3,0,92
450450018054,862,343,463,56,0,0,648,36,97,7,21,53,648,95,36,2,1,3,2,2,3,1,1,0,1,2,11,0,0,53
450450018071,549,271,158,120,0,0,327,40,135,6,11,30,327,135,40,0,0,7,1,0,0,3,3,0,0,0,0,0,0,30
450450018072,427,120,281,26,0,0,354,14,6,9,10,34,354,6,13,0,2,0,0,3,7,0,0,0,0,4,0,0,1,34
450450018073,948,352,528,68,0,0,681,58,125,8,11,65,681,124,58,1,1,5,0,1,2,4,0,0,1,2,0,2,0,65
450450018074,1011,282,660,69,0,0,791,35,96,15,15,59,791,92,35,4,3,11,0,2,2,9,0,0,1,1,0,0,0,59
450450018075,674,326,271,77,0,0,437,45,139,4,1,48,437,138,45,1,0,0,0,1,1,1,1,0,1,0,0,0,0,48
450450018081,998,564,239,195,0,0,551,80,276,17,11,63,551,273,79,3,10,4,2,2,4,2,1,0,0,2,1,0,1,63
450450018082,741,416,168,157,0,0,425,44,220,4,7,41,425,216,44,4,0,3,1,1,1,0,1,1,2,0,0,0,0,41
450450018083,189,128,29,32,0,0,84,16,79,1,1,8,84,79,16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8
450450018091,1139,470,538,131,0,0,775,85,177,12,13,77,775,173,84,4,4,9,2,1,5,1,0,0,0,0,0,0,1,77
450450018092,651,315,256,80,0,0,423,47,120,7,9,45,423,118,47,2,0,2,3,1,2,0,3,0,0,0,0,1,0,45
450450018101,1015,539,337,139,0,0,595,98,243,18,24,37,595,233,97,10,3,8,8,5,5,7,1,0,0,0,0,1,1,37
450450018102,685,398,189,98,0,0,369,47,215,14,9,31,369,212,47,3,4,7,1,0,3,3,2,0,2,0,1,0,0,31
450450019001,726,194,517,15,0,0,650,8,1,2,11,54,650,1,8,0,1,8,0,0,0,0,1,0,0,0,1,0,0,54
450450019002,1237,521,684,32,0,0,900,25,235,12,7,58,900,233,23,2,6,4,0,0,3,1,2,0,0,0,3,0,2,58
450450019003,1244,510,660,74,0,0,860,25,274,10,10,65,860,269,25,5,4,3,0,1,2,0,4,2,0,0,2,1,0,65
450450019004,3102,1178,1615,309,0,0,2406,111,262,36,51,236,2406,255,111,7,17,31,8,3,7,7,5,0,0,0,3,0,0,236
450450020011,1092,905,133,54,0,0,179,49,819,6,6,33,179,807,49,12,1,3,2,1,3,1,0,0,0,0,0,0,0,33
450450020012,912,853,31,28,0,0,81,26,793,3,4,5,81,784,26,9,0,2,0,2,1,0,0,0,1,0,0,0,0,5
450450020031,976,860,93,23,0,0,131,61,769,1,3,11,131,756,61,13,0,1,0,2,0,0,1,0,0,0,0,0,0,11
450450020032,582,468,101,13,0,0,205,30,336,0,0,11,205,334,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11
450450020033,438,313,103,22,0,0,195,49,173,5,2,14,195,173,49,0,0,0,1,1,1,1,2,0,1,0,0,0,0,14
450450020051,1156,844,224,88,0,0,400,53,653,6,4,40,400,638,53,15,6,2,0,1,0,0,0,0,0,0,0,0,0,40
450450020052,693,612,54,27,0,0,95,17,567,0,1,13,95,558,17,9,0,0,0,0,0,0,0,1,0,0,0,0,0,13
450450020053,463,429,26,8,0,0,35,8,416,0,2,2,35,411,8,5,0,0,0,1,0,0,0,0,0,0,0,0,0,2
450450021031,1043,743,280,20,0,0,324,12,662,1,5,39,324,655,12,7,0,1,1,1,1,0,0,0,0,0,0,0,0,39
450450021032,1192,451,677,64,0,0,951,30,122,10,8,71,951,121,30,1,4,2,2,2,4,0,2,2,0,0,0,0,0,71
450450021041,774,615,137,22,0,0,299,77,375,8,2,13,299,371,77,4,1,0,0,2,2,3,1,0,0,0,0,0,0,13
450450021051,624,574,46,4,0,0,137,40,435,1,1,10,137,431,40,4,0,1,0,0,0,1,0,0,0,0,0,0,0,10
450450021052,662,502,127,33,0,0,341,39,237,4,2,39,341,232,39,5,0,1,0,0,1,0,2,1,1,0,0,0,0,39
450450021061,615,304,218,93,0,0,405,47,134,6,2,21,405,132,47,2,1,1,0,1,3,0,2,0,0,0,0,0,0,21
450450021062,459,255,154,50,0,0,249,30,165,2,2,11,249,160,30,5,1,1,1,0,0,0,1,0,0,0,0,0,0,11
450450021063,535,447,80,8,0,0,184,39,299,1,1,11,184,297,39,2,0,0,0,1,1,0,0,0,0,0,0,0,0,11
450450021071,815,469,270,76,0,0,449,35,286,5,10,30,449,282,35,4,1,7,1,1,2,1,1,0,0,0,0,0,0,30
450450021072,641,339,209,93,0,0,387,37,176,1,4,36,387,174,37,2,1,2,0,1,0,0,0,1,0,0,0,0,0,36
450450021081,573,468,82,23,0,0,246,21,267,3,3,33,246,262,21,5,0,1,0,1,2,0,0,0,1,0,0,0,0,33
450450021082,444,248,139,57,0,0,309,12,88,5,4,26,309,88,12,0,2,2,0,2,1,0,1,0,0,0,0,0,0,26
450450022021,448,294,129,25,0,0,243,56,134,0,1,14,243,134,55,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14
450450022022,363,274,77,12,0,0,190,33,123,5,0,12,190,121,33,2,1,0,0,0,1,1,2,0,0,0,0,0,0,12
450450022031,456,334,98,24,0,0,263,50,102,8,5,28,263,101,50,1,4,2,0,1,3,1,0,1,0,0,1,0,0,28
450450022032,286,235,44,7,0,0,104,44,131,0,2,5,104,129,44,2,0,1,0,1,0,0,0,0,0,0,0,0,0,5
450450022033,446,296,130,20,0,0,316,31,82,3,3,11,316,81,31,1,0,3,0,0,2,0,1,0,0,0,0,0,0,11
