BlockGroupID,total_reg,party_npp,party_rep,party_dem,party_lib,party_grn,party_ref,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_93,eth2_64,eth2_10,eth2_30,eth2_23,eth2_21,eth2_34,eth2_14,eth2_unk
050899601001,445,137,222,86,0,0,0,0,0,412,7,0,2,2,22,412,0,6,2,1,0,0,1,0,22
050899601002,639,211,312,116,0,0,0,0,0,569,13,0,3,5,49,569,0,13,2,0,0,1,2,0,49
050899601003,532,159,282,91,0,0,0,0,0,481,6,2,1,1,41,481,2,6,1,0,0,0,1,0,41
050899601004,514,139,278,97,0,0,0,0,0,480,3,0,2,0,29,480,0,3,0,0,0,0,0,1,29
050899602011,991,349,452,190,0,0,0,0,0,875,16,7,9,8,76,875,7,16,1,1,1,0,6,3,76
050899602012,503,166,243,94,0,0,0,0,0,442,13,4,4,1,39,442,4,13,0,0,1,2,0,1,39
050899602013,372,154,165,53,0,0,0,0,0,338,6,6,4,0,18,338,6,6,0,0,1,2,0,1,18
050899602021,1176,436,559,181,0,0,0,0,0,1057,15,7,5,7,85,1057,7,15,1,1,2,1,0,0,85
050899602022,566,184,308,74,0,0,0,0,0,516,4,1,1,0,44,516,1,4,0,0,0,1,0,0,44
050899602023,455,164,217,74,0,0,0,0,0,410,6,0,1,3,35,410,0,6,1,0,0,0,2,0,35
050899603011,370,158,154,58,0,0,0,0,0,328,5,2,0,3,32,328,2,5,0,0,0,0,1,0,32
050899603012,295,110,134,51,0,0,0,0,0,258,6,0,2,0,29,258,0,6,2,0,0,0,0,0,29
050899603013,316,121,137,58,0,0,0,0,0,289,3,1,2,0,21,289,1,3,1,0,0,0,0,1,21
050899603021,545,181,267,97,0,0,0,0,0,477,15,1,4,2,46,477,1,15,1,1,0,1,1,0,46
050899603022,532,195,222,115,0,0,0,0,0,479,4,0,3,3,43,479,0,4,1,1,2,0,0,0,43
050899603023,462,146,239,77,0,0,0,0,0,399,5,1,3,1,53,399,1,5,0,1,0,1,0,0,53
050899603024,349,147,127,75,0,0,0,0,0,304,9,0,3,5,28,304,0,9,0,0,0,3,0,0,28
050097901001,1556,708,657,189,2,0,0,0,0,1407,28,5,8,12,96,1407,5,26,7,5,0,0,7,1,96
050097901002,1601,566,785,250,0,0,0,0,0,1477,28,2,11,3,80,1477,2,28,8,3,0,0,0,1,80
050097901003,1296,488,634,172,0,2,0,0,0,1164,13,2,12,6,99,1164,2,13,3,2,4,0,2,1,99
050097902001,1030,435,414,181,0,0,0,0,0,936,20,4,3,4,63,936,4,20,1,0,0,0,2,2,63
050097902002,440,222,149,69,0,0,0,0,0,380,5,2,3,1,49,380,2,5,0,0,1,1,0,1,49
050097902003,881,365,417,98,1,0,0,0,0,814,8,2,3,1,53,814,2,8,2,0,0,1,0,0,53
050097902004,1260,564,539,156,0,1,0,0,0,1129,35,8,1,5,82,1129,8,31,0,0,0,0,3,1,82
050097903001,1219,492,543,184,0,0,0,0,0,1127,16,1,5,4,66,1127,1,15,3,3,1,1,0,0,66
050097903002,974,457,376,141,0,0,0,0,0,901,11,3,2,3,54,901,3,11,0,0,0,2,0,0,54
050097903003,1096,419,536,141,0,0,0,0,0,1006,10,7,6,3,64,1006,7,10,1,0,0,1,0,3,64
050097904001,1301,554,524,223,0,0,0,0,0,1185,28,3,5,4,76,1185,3,28,1,1,0,0,0,3,76
050097904002,1386,503,658,225,0,0,0,0,0,1278,13,1,8,3,83,1278,1,13,1,2,1,2,1,0,83
050097904003,420,153,219,48,0,0,0,0,0,392,8,0,0,1,19,392,0,7,0,1,0,0,0,0,19
050097904004,930,343,433,154,0,0,0,0,0,870,9,3,3,3,42,870,3,9,2,0,1,0,0,0,42
050097905011,1011,382,438,190,1,0,0,0,0,927,14,2,8,7,53,927,2,13,4,2,0,4,0,0,53
050097905012,882,417,323,142,0,0,0,0,0,783,26,1,6,6,60,783,1,26,1,1,2,1,0,1,60
050097905013,581,273,213,95,0,0,0,0,0,518,8,4,5,1,45,518,4,8,2,1,1,0,0,0,45
050097905021,717,361,261,95,0,0,0,0,0,631,22,2,2,3,57,631,2,22,1,3,0,0,0,0,57
050097905022,1078,569,377,131,0,0,1,0,0,967,24,11,7,6,63,967,11,24,1,2,3,0,1,2,63
050097905023,708,263,300,145,0,0,0,0,0,640,13,2,2,2,49,640,2,11,0,0,1,0,2,1,49
050097906001,373,190,137,46,0,0,0,0,0,346,7,0,4,2,14,346,0,7,0,2,3,1,0,0,14
050097906002,1481,499,702,279,0,1,0,0,0,1346,16,1,10,10,98,1346,1,16,0,3,3,1,1,5,98
050097906003,498,255,161,82,0,0,0,0,0,443,8,4,1,4,38,443,4,8,1,1,0,0,1,0,38
050097906004,491,262,147,82,0,0,0,0,0,438,17,2,1,1,32,438,1,17,1,0,0,0,0,0,32
050910201001,704,347,212,144,0,1,0,0,0,383,24,243,16,3,35,383,243,24,3,1,11,0,1,1,35
050910201002,475,193,150,132,0,0,0,0,0,318,18,108,4,1,26,318,107,17,0,1,3,1,0,0,26
050910201003,300,123,106,71,0,0,0,0,0,223,4,40,2,1,30,223,40,4,1,0,0,0,1,1,30
050910201004,244,113,74,57,0,0,0,0,0,164,7,55,0,2,16,164,55,7,0,0,0,0,0,0,16
050910202001,399,186,109,104,0,0,0,0,0,275,13,83,4,1,23,275,83,13,1,0,0,1,0,1,23
050910202002,344,174,74,94,2,0,0,0,0,210,10,105,2,1,16,210,105,10,1,0,1,0,0,0,16
050910202003,235,132,17,86,0,0,0,0,0,64,6,155,1,0,9,64,155,6,0,0,0,0,0,1,9
050910202004,396,158,137,99,2,0,0,0,0,307,9,57,0,0,23,307,57,9,0,0,0,0,0,0,23
050910204001,314,176,63,75,0,0,0,0,0,187,11,100,2,4,10,187,100,11,1,2,0,1,1,0,10
050910204002,247,131,50,66,0,0,0,0,0,134,15,91,1,0,6,134,91,15,0,0,1,0,0,0,6
050910204003,316,132,131,53,0,0,0,0,0,241,2,61,1,1,10,241,61,2,0,0,0,0,1,1,10
050910205001,286,174,27,85,0,0,0,0,0,89,9,175,0,3,10,89,174,9,0,0,0,0,1,0,10
050910205002,786,348,229,209,0,0,0,0,0,447,31,268,7,1,32,447,268,31,3,0,2,0,0,2,32
050910206001,212,103,3,106,0,0,0,0,0,14,3,194,0,0,1,14,194,3,0,0,0,0,0,0,1
050910206002,658,296,192,170,0,0,0,0,0,117,4,512,2,2,21,117,512,4,1,0,1,0,1,0,21
050910206003,171,87,8,76,0,0,0,0,0,28,2,137,0,0,4,28,137,2,0,0,0,0,0,0,4
050910207011,978,347,369,260,0,2,0,0,0,688,18,212,6,6,48,688,212,18,2,3,0,3,0,1,48
050910207012,933,329,319,285,0,0,0,0,0,617,14,247,5,7,43,617,247,14,2,0,0,2,1,0,43
050910207021,1121,494,302,325,0,0,0,0,0,595,14,474,1,3,34,595,474,14,0,1,0,0,0,1,34
050910207022,997,399,358,240,0,0,0,0,0,591,23,316,16,8,43,591,316,23,3,0,2,4,1,6,43
050910208011,1230,465,506,259,0,0,0,0,0,1004,20,118,14,11,63,1004,118,20,5,6,4,0,0,3,63
050910208012,636,183,335,118,0,0,0,0,0,469,8,100,6,15,38,469,100,8,1,3,3,0,7,1,38
050910208021,759,255,390,114,0,0,0,0,0,684,15,6,2,6,46,684,6,15,0,4,0,2,1,0,46
050910208022,408,114,247,47,0,0,0,0,0,378,6,4,1,3,16,378,4,5,0,1,0,1,0,0,16
050910208023,342,113,181,47,0,1,0,0,0,308,4,4,2,2,22,308,4,4,1,2,1,0,0,0,22
050910209011,614,195,300,119,0,0,0,0,0,476,11,88,2,2,35,476,88,11,1,0,0,1,0,0,35
050910209012,613,155,309,149,0,0,0,0,0,461,15,107,7,1,22,461,107,15,0,1,1,4,0,2,22
050910209021,951,257,547,147,0,0,0,0,0,857,11,23,7,1,52,857,23,11,1,1,0,1,0,4,52
050910209022,1310,411,724,174,1,0,0,0,0,1188,19,25,3,5,70,1188,25,19,1,2,0,1,2,1,70
050910209023,712,263,370,79,0,0,0,0,0,636,16,11,10,5,34,636,11,16,1,1,1,0,0,5,34
050910210011,763,228,430,104,1,0,0,0,0,693,14,10,3,3,40,693,10,14,0,1,2,0,0,1,40
050910210012,120,45,61,14,0,0,0,0,0,106,2,2,0,2,8,106,2,2,0,0,0,0,0,0,8
050910210013,674,215,343,115,1,0,0,0,0,366,3,275,2,4,24,366,275,3,0,0,1,0,2,1,24
050910210014,76,34,33,9,0,0,0,0,0,66,0,5,1,0,4,66,5,0,1,0,0,0,0,0,4
050910210021,1457,448,813,196,0,0,0,0,0,1317,25,9,12,4,90,1317,9,25,7,4,1,0,0,3,90
050910210022,262,95,139,28,0,0,0,0,0,233,7,1,0,0,21,233,1,7,0,0,0,0,0,0,21
050910210023,1152,365,655,132,0,0,0,0,0,1056,14,1,4,6,71,1056,1,14,0,3,1,2,0,1,71
050910210024,130,58,59,13,0,0,0,0,0,115,3,4,0,0,8,115,4,3,0,0,0,0,0,0,8
050919800001,31,7,19,5,0,0,0,0,0,30,1,0,0,0,0,30,0,1,0,0,0,0,0,0,0
050059501001,470,191,209,70,0,0,0,0,0,426,8,0,7,2,27,426,0,8,1,0,0,2,2,1,27
050059501002,591,205,255,131,0,0,0,0,0,508,21,0,1,6,55,508,0,21,0,2,1,0,2,0,55
050059501003,940,378,398,163,0,1,0,0,0,831,27,6,5,8,63,831,6,27,2,1,2,0,5,0,63
050059501004,768,257,372,137,1,1,0,0,0,678,17,0,4,10,59,678,0,16,1,2,0,1,6,0,59
050059502001,940,416,369,155,0,0,0,0,0,818,21,7,4,10,80,818,6,21,1,1,1,0,4,1,80
050059502002,907,324,409,173,1,0,0,0,0,792,27,0,6,4,78,792,0,27,3,1,1,1,0,1,78
050059502003,1412,461,691,259,1,0,0,0,0,1262,27,2,13,8,100,1262,2,27,4,2,4,3,2,2,100
050059503001,774,327,324,123,0,0,0,0,0,668,24,3,7,3,69,668,3,23,2,2,2,1,0,0,69
050059503002,1082,391,542,149,0,0,0,0,0,957,15,2,6,11,91,957,2,15,2,3,1,0,2,0,91
050059503003,1052,397,497,158,0,0,0,0,0,934,10,2,5,7,94,934,2,10,1,2,0,0,3,3,94
050059504001,739,263,349,126,0,1,0,0,0,653,12,2,7,10,55,653,2,12,0,3,0,0,3,7,55
050059504002,1189,379,613,197,0,0,0,0,0,1048,22,4,6,5,104,1048,4,22,2,0,2,1,1,1,104
050059505001,836,307,404,125,0,0,0,0,0,755,8,0,1,2,70,755,0,8,0,0,0,0,0,1,70
050059505002,638,188,317,132,1,0,0,0,0,572,9,4,7,4,42,572,4,9,3,0,1,0,0,2,42
050059505003,776,286,358,132,0,0,0,0,0,701,12,0,2,5,56,701,0,12,0,1,1,0,2,0,56
050059505004,1005,361,460,184,0,0,0,0,0,898,15,7,3,9,73,898,7,15,1,4,0,0,1,0,73
050059506001,1467,505,717,244,1,0,0,0,0,1310,21,0,5,11,120,1310,0,21,2,3,0,0,1,2,120
050059506002,670,227,313,130,0,0,0,0,0,598,14,7,2,10,39,598,7,12,0,0,0,0,3,1,39
050059506003,491,148,252,91,0,0,0,0,0,441,3,2,1,8,36,441,2,3,0,1,0,1,5,0,36
050059507001,728,264,344,119,1,0,0,0,0,657,14,2,0,4,51,657,2,14,0,1,0,0,3,0,51
050059507002,604,178,319,107,0,0,0,0,0,547,3,2,2,3,47,547,2,3,2,1,0,0,2,0,47
050059507003,851,313,402,136,0,0,0,0,0,731,12,0,3,8,97,731,0,12,2,1,1,0,2,0,97
050059508011,946,321,463,162,0,0,0,0,0,815,12,2,5,10,102,815,2,9,1,3,1,3,4,0,102
050059508012,1186,449,592,143,0,2,0,0,0,1054,24,1,6,16,85,1054,1,24,3,1,1,0,8,0,85
050059508013,782,271,385,126,0,0,0,0,0,677,15,3,0,7,80,677,3,15,0,0,0,0,4,0,80
050059508021,1138,439,557,140,0,2,0,0,0,1027,15,0,10,1,85,1027,0,15,4,0,0,0,0,3,85
050059509001,881,292,463,123,0,3,0,0,0,793,9,0,4,4,71,793,0,9,1,2,0,1,0,0,71
050059509002,501,185,236,80,0,0,0,0,0,439,1,0,3,7,51,439,0,1,0,2,0,0,1,2,51
050059509003,882,370,370,142,0,0,0,0,0,790,18,0,2,5,67,790,0,18,1,3,0,0,0,1,67
050059509004,835,345,371,119,0,0,0,0,0,724,14,7,10,7,73,724,7,14,1,1,8,1,4,0,73
051011801001,2033,1492,272,269,0,0,0,0,0,1820,16,6,5,9,177,1820,6,16,2,3,1,2,3,0,177
051011801002,767,609,106,52,0,0,0,0,0,705,6,2,2,3,49,705,2,6,1,0,1,0,1,0,49
051011801003,932,692,128,112,0,0,0,0,0,824,13,2,4,1,88,824,2,13,0,0,1,1,1,2,88
051011802001,468,376,59,33,0,0,0,0,0,424,2,3,2,1,36,424,3,2,1,1,0,1,0,0,36
051011802002,229,171,25,33,0,0,0,0,0,203,8,0,3,0,15,203,0,8,0,0,2,0,0,0,15
051011802003,327,242,53,32,0,0,0,0,0,294,2,0,0,3,28,294,0,2,0,1,0,0,0,0,28
050330201011,688,273,295,120,0,0,0,0,0,604,12,6,3,9,54,604,6,12,1,1,1,0,1,1,54
050330201012,505,198,199,108,0,0,0,0,0,452,8,0,3,5,37,452,0,8,1,0,0,0,0,0,37
050330201013,454,186,194,74,0,0,0,0,0,395,9,1,4,6,39,395,1,9,3,0,0,0,0,1,39
050330201021,974,379,440,155,0,0,0,0,0,908,10,1,3,0,52,908,1,10,0,0,0,1,0,2,52
050330201022,592,249,239,104,0,0,0,0,0,543,9,0,1,4,35,543,0,9,1,2,0,0,2,0,35
050330202041,1479,616,632,231,0,0,0,0,0,1241,81,5,26,11,115,1241,5,81,4,3,3,13,3,3,115
050330202042,1121,338,547,236,0,0,0,0,0,1012,34,2,7,3,63,1012,2,32,2,0,2,0,1,1,63
050330202043,554,189,279,86,0,0,0,0,0,487,21,0,1,2,43,487,0,20,1,0,0,0,0,0,43
050330202051,522,159,285,77,1,0,0,0,0,464,7,0,6,4,41,464,0,7,3,0,0,0,2,2,41
050330202052,1396,527,642,227,0,0,0,0,0,1252,27,7,11,3,96,1252,7,24,8,0,2,0,2,0,96
050330202061,513,190,244,79,0,0,0,0,0,475,7,2,1,5,23,475,2,6,0,5,1,0,0,0,23
050330202062,742,273,357,112,0,0,0,0,0,684,8,2,1,9,38,684,2,7,0,4,0,1,0,0,38
050330202071,1400,640,565,195,0,0,0,0,0,1174,79,3,22,11,111,1174,3,76,7,3,1,8,5,4,111
050330202072,863,338,380,145,0,0,0,0,0,772,17,10,7,9,48,772,10,16,2,1,0,1,2,2,48
050330202081,1257,603,433,220,1,0,0,0,0,1062,72,2,23,14,84,1062,2,70,7,0,2,4,4,2,84
050330202082,804,390,290,124,0,0,0,0,0,629,69,3,26,3,74,629,3,68,4,1,1,11,1,4,74
050330203011,854,277,393,184,0,0,0,0,0,748,29,3,12,6,56,748,3,28,3,4,3,2,0,3,56
050330203012,1290,575,478,237,0,0,0,0,0,1076,81,8,32,4,89,1076,8,81,6,3,1,12,0,3,89
050330203013,396,169,150,77,0,0,0,0,0,324,24,4,3,7,34,324,4,24,0,3,0,0,3,0,34
050330203021,920,317,400,203,0,0,0,0,0,833,28,1,7,9,42,833,1,28,3,2,0,3,5,1,42
050330203022,693,309,238,146,0,0,0,0,0,600,38,6,7,3,39,600,6,38,2,1,2,1,0,2,39
050330203023,629,243,260,125,1,0,0,0,0,545,16,2,10,8,48,545,2,15,4,3,1,0,3,2,48
050330204011,494,192,223,79,0,0,0,0,0,426,24,1,3,3,37,426,1,24,2,1,0,0,0,0,37
050330204012,618,250,253,115,0,0,0,0,0,543,25,1,3,2,44,543,1,25,2,1,0,1,0,0,44
050330204013,581,253,236,92,0,0,0,0,0,497,47,4,5,3,25,497,4,45,1,3,1,0,0,1,25
050330204014,792,300,386,106,0,0,0,0,0,693,30,4,7,2,56,693,3,30,2,1,2,0,0,1,56
050330204021,942,321,425,196,0,0,0,0,0,851,12,7,1,6,65,851,7,12,0,2,0,1,0,0,65
050330204022,1234,500,534,200,0,0,0,0,0,1089,45,7,5,8,80,1089,7,45,2,4,1,0,0,1,80
050330204023,366,162,141,63,0,0,0,0,0,330,4,1,2,3,26,330,1,4,1,0,1,0,0,0,26
050330205011,433,252,117,64,0,0,0,0,0,283,90,5,14,1,40,283,5,89,3,0,1,5,1,0,40
050330205012,605,356,152,97,0,0,0,0,0,433,119,8,15,6,24,433,8,117,1,0,2,2,2,0,24
050330205013,449,238,133,78,0,0,0,0,0,319,64,3,16,4,43,319,3,63,4,2,0,3,0,1,43
050330205021,254,122,76,56,0,0,0,0,0,227,17,2,1,2,5,227,2,17,0,1,0,0,0,1,5
050330205022,847,429,286,132,0,0,0,0,0,693,66,8,10,12,58,693,8,66,0,4,9,0,0,1,58
050330205023,261,127,76,58,0,0,0,0,0,217,19,1,3,1,20,217,1,19,0,1,3,0,0,0,20
050330205024,479,241,135,103,0,0,0,0,0,390,32,24,2,0,31,390,24,30,1,0,1,0,0,0,31
050330206011,738,265,344,129,0,0,0,0,0,667,7,9,1,9,45,667,9,7,0,1,0,0,4,0,45
050330206012,910,311,468,131,0,0,0,0,0,823,16,2,5,7,57,823,2,14,2,6,0,0,0,3,57
050330206021,563,171,268,124,0,0,0,0,0,515,8,2,3,1,34,515,2,8,0,1,1,2,0,0,34
050330206022,635,253,285,97,0,0,0,0,0,582,10,2,3,2,36,582,2,10,1,1,1,0,0,0,36
050330206023,1112,456,464,192,0,0,0,0,0,981,35,4,6,2,84,981,4,35,0,0,2,1,1,1,84
050330206024,510,242,180,87,0,1,0,0,0,451,14,7,5,3,30,451,7,14,1,1,0,2,1,2,30
050330206025,583,256,237,90,0,0,0,0,0,526,15,1,5,6,30,526,1,15,0,2,0,1,0,3,30
050330206026,387,195,120,72,0,0,0,0,0,331,12,3,2,7,32,331,3,11,1,4,1,0,0,0,32
051354701001,653,234,284,135,0,0,0,0,0,589,4,6,2,1,51,589,6,4,1,0,0,0,0,1,51
051354701002,452,207,146,99,0,0,0,0,0,405,8,0,0,2,37,405,0,8,0,0,0,0,0,0,37
051354702011,646,220,231,195,0,0,0,0,0,576,8,3,4,5,50,576,3,8,2,1,1,0,1,1,50
051354702012,517,195,221,101,0,0,0,0,0,458,7,1,0,2,49,458,1,7,0,1,0,0,0,0,49
051354702013,382,176,108,98,0,0,0,0,0,348,5,2,1,2,24,348,2,5,1,0,0,0,0,0,24
051354702021,433,144,200,89,0,0,0,0,0,394,4,0,2,4,29,394,0,4,1,2,0,0,1,0,29
051354702022,439,186,152,101,0,0,0,0,0,385,8,0,6,4,36,385,0,7,0,0,1,0,2,2,36
051354702023,459,183,164,112,0,0,0,0,0,411,9,1,1,2,35,411,1,9,1,2,0,0,0,0,35
051354702024,508,175,191,142,0,0,0,0,0,459,8,1,1,3,36,459,1,8,1,2,0,0,1,0,36
051354703001,1308,432,466,409,1,0,0,0,0,1192,17,8,1,6,84,1192,8,17,0,0,1,0,1,0,84
051354703002,487,143,220,124,0,0,0,0,0,438,6,0,1,2,40,438,0,6,0,1,0,1,0,0,40
051354703003,804,288,330,186,0,0,0,0,0,718,15,4,10,4,53,718,4,15,6,0,0,1,1,0,53
051354704011,457,156,191,110,0,0,0,0,0,429,1,1,1,0,25,429,1,1,0,0,1,0,0,0,25
051354704012,560,211,225,124,0,0,0,0,0,497,7,15,1,0,40,497,15,7,0,0,0,1,0,0,40
051354704013,415,187,137,91,0,0,0,0,0,371,4,3,0,1,36,371,3,4,0,0,0,0,0,0,36
051354704021,708,284,276,148,0,0,0,0,0,667,5,0,2,2,32,667,0,5,1,0,0,0,1,1,32
051354704022,509,170,235,104,0,0,0,0,0,459,5,2,1,3,39,459,2,5,1,2,0,0,0,0,39
051354704023,564,156,247,161,0,0,0,0,0,509,6,9,2,2,36,509,9,6,2,0,0,0,2,0,36
050039601001,532,191,104,237,0,0,0,0,0,323,15,176,0,0,18,323,176,15,0,0,0,0,0,0,18
050039601002,347,111,142,94,0,0,0,0,0,296,12,22,0,1,16,296,22,12,0,0,0,0,0,0,16
050039602001,489,166,186,137,0,0,0,0,0,406,20,45,1,0,17,406,44,20,0,0,0,0,0,1,17
050039602002,871,219,430,222,0,0,0,0,0,790,12,25,5,6,33,790,25,12,1,0,2,0,0,1,33
050039603001,339,113,141,85,0,0,0,0,0,287,28,7,1,2,14,287,7,28,0,1,0,1,1,0,14
050039603002,529,182,175,172,0,0,0,0,0,321,31,150,2,2,23,321,150,31,1,0,0,1,0,0,23
050039603003,893,260,344,289,0,0,0,0,0,656,31,163,1,1,41,656,163,31,0,0,0,0,0,1,41
050039603004,581,154,245,182,0,0,0,0,0,507,16,29,2,1,26,507,29,16,1,0,0,1,1,0,26
050039604001,528,150,230,148,0,0,0,0,0,470,9,28,5,2,14,470,28,9,5,1,0,0,1,0,14
050039604002,265,99,39,127,0,0,0,0,0,82,5,166,2,0,10,82,166,5,1,0,0,0,0,1,10
050039605001,350,149,125,76,0,0,0,0,0,303,4,18,1,1,23,303,18,4,0,0,0,0,0,0,23
050039605002,208,67,72,69,0,0,0,0,0,186,0,11,3,0,8,186,11,0,1,0,2,0,0,0,8
050039605003,463,183,142,138,0,0,0,0,0,367,5,60,3,1,27,367,60,5,1,0,2,0,0,0,27
050039606001,425,174,113,138,0,0,0,0,0,324,3,74,3,1,20,324,74,3,1,0,0,2,0,0,20
050039606002,590,241,83,266,0,0,0,0,0,238,8,312,3,3,26,238,312,8,0,1,3,0,0,0,26
050039606003,442,199,49,194,0,0,0,0,0,92,16,321,2,2,9,92,321,16,0,0,1,0,0,0,9
050039606004,754,235,317,202,0,0,0,0,0,675,8,30,4,4,33,675,30,8,3,2,1,0,0,0,33
050039606005,633,184,275,174,0,0,0,0,0,565,2,21,4,7,34,565,21,2,1,0,2,1,0,0,34
050039607001,422,110,199,113,0,0,0,0,0,392,2,2,5,4,17,392,2,2,0,4,4,0,0,1,17
050039607002,450,188,73,189,0,0,0,0,0,172,5,260,2,1,10,172,259,5,0,0,1,1,0,0,10
050799603001,305,165,31,109,0,0,0,0,0,188,2,94,2,0,19,188,94,2,0,0,0,0,0,2,19
050799603002,75,49,6,20,0,0,0,0,0,58,5,4,1,0,7,58,4,5,0,0,1,0,0,0,7
050799603003,640,355,85,200,0,0,0,0,0,568,24,4,2,4,38,568,4,24,1,0,0,1,0,0,38
050799604001,1051,553,125,373,0,0,0,0,0,848,6,121,8,4,64,848,121,6,0,1,1,1,2,4,64
050799604002,572,293,87,192,0,0,0,0,0,524,10,5,0,0,33,524,5,10,0,0,0,0,0,0,33
050799605001,581,320,77,184,0,0,0,0,0,453,7,84,5,1,31,453,84,7,1,1,1,0,0,1,31
050799605002,754,389,101,263,1,0,0,0,0,619,18,60,2,2,53,619,60,18,1,2,0,0,0,1,53
050799606001,264,123,7,134,0,0,0,0,0,157,3,93,1,0,10,157,93,3,1,0,0,0,0,0,10
050799606002,11,4,2,5,0,0,0,0,0,6,0,3,0,0,2,6,3,0,0,0,0,0,0,0,2
050799606003,479,287,23,168,1,0,0,0,0,173,8,271,1,1,25,173,271,7,1,1,0,0,0,0,25
050279501001,275,93,111,71,0,0,0,0,0,202,4,55,0,0,14,202,55,4,0,0,0,0,0,0,14
050279501002,916,298,419,199,0,0,0,0,0,752,17,106,2,9,30,752,106,17,2,3,0,0,0,0,30
050279501003,732,309,240,183,0,0,0,0,0,483,15,187,2,3,42,483,187,15,1,0,1,0,0,0,42
050279501004,337,110,119,108,0,0,0,0,0,194,3,125,1,3,11,194,125,3,0,0,0,0,1,1,11
050279502001,501,167,232,101,1,0,0,0,0,352,6,106,5,2,30,352,106,6,1,0,1,1,1,0,30
050279502002,1015,458,276,280,1,0,0,0,0,615,12,351,4,5,28,615,351,11,0,1,1,0,4,3,28
050279502003,595,301,122,172,0,0,0,0,0,284,7,286,3,3,12,284,286,6,1,0,2,0,2,0,12
050279502004,313,131,104,78,0,0,0,0,0,202,2,95,3,1,10,202,95,2,0,1,0,0,0,1,10
050279503011,416,125,170,121,0,0,0,0,0,354,6,24,1,1,30,354,24,6,0,0,1,0,0,0,30
050279503012,396,125,156,115,0,0,0,0,0,297,0,77,0,2,20,297,77,0,0,1,0,0,0,0,20
050279503021,747,276,269,201,1,0,0,0,0,433,4,277,2,5,26,433,277,4,1,1,1,0,3,0,26
050279503022,963,342,438,182,0,1,0,0,0,824,20,62,0,4,53,824,62,20,0,1,0,0,2,0,53
050279504011,1313,452,575,286,0,0,0,0,0,1112,15,94,9,10,73,1112,94,15,2,4,5,2,2,0,73
050279504012,635,286,237,112,0,0,0,0,0,478,9,107,6,6,29,478,107,9,4,1,0,1,2,0,29
050279504021,319,186,56,77,0,0,0,0,0,125,9,175,2,3,5,125,175,9,0,2,1,0,0,1,5
050279504022,745,415,159,171,0,0,0,0,0,455,13,236,9,8,24,455,235,13,2,5,5,1,0,1,24
050279505001,1224,719,189,315,1,0,0,0,0,579,24,549,13,4,55,579,548,24,1,4,9,3,0,0,55
050279505002,355,216,20,119,0,0,0,0,0,69,4,270,1,7,4,69,270,4,0,2,0,0,4,0,4
050279505003,478,312,34,132,0,0,0,0,0,100,8,355,1,1,13,100,355,8,0,0,1,0,1,0,13
051474901001,421,132,71,218,0,0,0,0,0,311,0,84,1,1,24,311,84,0,0,1,0,0,0,1,24
051474901002,207,64,42,101,0,0,0,0,0,187,2,6,1,0,11,187,6,2,0,0,0,0,0,1,11
051474901003,311,133,56,122,0,0,0,0,0,259,3,35,0,3,11,259,35,3,0,0,0,0,0,0,11
051474901004,318,103,22,193,0,0,0,0,0,103,3,206,2,1,3,103,205,3,1,1,1,0,0,0,3
051474901005,492,147,80,265,0,0,0,0,0,397,1,73,3,1,17,397,73,1,2,0,0,1,0,0,17
051474901006,527,144,105,278,0,0,0,0,0,485,5,8,2,1,26,485,8,5,2,0,0,0,0,0,26
051474902001,487,123,74,290,0,0,0,0,0,397,2,73,2,0,13,397,73,2,0,0,0,2,0,0,13
051474902002,418,175,32,210,1,0,0,0,0,199,9,197,5,0,8,199,197,9,1,0,1,0,0,3,8
051474902003,704,246,63,395,0,0,0,0,0,352,7,316,2,3,24,352,316,7,0,2,1,0,1,1,24
050690001021,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
050690003011,554,207,172,175,0,0,0,0,0,494,8,24,1,2,25,494,24,8,0,1,1,0,0,0,25
050690003012,432,138,141,152,1,0,0,0,0,336,4,77,2,0,13,336,77,4,2,0,0,0,0,0,13
050690003013,846,320,240,285,1,0,0,0,0,750,7,37,3,3,46,750,37,7,0,1,1,0,1,2,46
050690003021,752,315,244,192,1,0,0,0,0,666,12,27,4,3,40,666,27,12,1,2,0,0,0,2,40
050690003022,444,184,119,141,0,0,0,0,0,341,13,48,11,7,24,341,48,13,2,3,6,1,0,1,24
050690003023,903,355,244,304,0,0,0,0,0,731,12,43,38,26,53,731,43,11,4,19,19,11,0,3,53
050690003024,430,160,132,138,0,0,0,0,0,370,14,17,1,0,28,370,17,14,0,0,0,0,0,0,28
050690003025,726,260,259,207,0,0,0,0,0,659,3,14,3,8,39,659,14,3,0,4,0,0,1,0,39
050690003031,282,136,29,117,0,0,0,0,0,135,3,136,0,2,6,135,136,3,0,1,0,0,0,0,6
050690003032,309,145,30,134,0,0,0,0,0,137,9,151,1,3,8,137,151,9,0,2,1,0,1,0,8
050690003033,966,416,221,329,0,0,0,0,0,695,21,171,5,13,61,695,171,21,3,5,1,1,1,0,61
050690005021,295,102,2,191,0,0,0,0,0,21,2,262,0,4,6,21,262,2,0,1,0,0,2,0,6
