BlockGroupID,total_reg,party_npp,party_rep,party_dem,party_lib,party_grn,party_ref,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_93,eth2_64,eth2_10,eth2_30,eth2_23,eth2_21,eth2_34,eth2_14,eth2_unk
051190022061,484,243,58,181,1,1,0,0,0,220,10,218,9,4,23,220,218,10,2,3,5,2,1,0,23
051190022062,548,244,103,199,2,0,0,0,0,264,21,234,5,3,21,264,233,21,3,0,1,0,2,1,21
051190022063,791,297,154,340,0,0,0,0,0,623,23,76,19,12,38,623,75,23,7,6,4,2,2,6,38
051190022081,569,219,115,234,1,0,0,0,0,391,22,110,15,6,25,391,110,22,2,2,7,4,0,0,25
051190022082,726,263,147,316,0,0,0,0,0,568,23,61,19,15,40,568,61,22,3,4,8,2,4,1,40
051190022091,606,260,109,236,1,0,0,0,0,374,27,153,10,7,35,374,153,27,2,5,4,3,0,1,35
051190022092,617,250,97,268,1,0,1,0,0,371,21,188,6,9,22,371,188,21,2,7,2,2,1,0,22
051190022093,364,221,30,112,1,0,0,0,0,96,17,227,2,7,15,96,227,17,1,7,1,0,0,0,15
051190022101,1205,254,458,492,1,0,0,0,0,1016,32,54,16,12,75,1016,54,32,9,2,2,4,2,0,75
051190022111,864,432,103,329,0,0,0,0,0,283,25,501,11,12,32,283,501,25,2,8,2,4,1,1,32
051190022112,1160,406,263,488,1,0,2,0,0,808,39,197,10,20,86,808,196,39,3,12,5,1,5,0,86
051190022113,1448,384,413,649,1,1,0,0,0,1244,40,46,18,11,89,1244,46,40,2,2,7,3,5,4,89
051190024031,1405,585,96,722,2,0,0,0,0,273,32,1048,10,8,34,273,1047,32,2,6,3,2,0,2,34
051190024032,366,207,12,147,0,0,0,0,0,45,29,281,2,2,7,45,281,29,0,0,0,2,0,0,7
051190024033,370,192,6,172,0,0,0,0,0,34,24,302,1,0,9,34,302,24,0,0,1,0,0,0,9
051190024051,758,349,52,356,0,1,0,0,0,148,44,539,3,6,18,148,539,44,0,4,2,1,1,0,18
051190024052,963,368,76,519,0,0,0,0,0,235,31,629,23,11,34,235,627,31,7,9,11,3,1,1,34
051190024053,1129,408,46,675,0,0,0,0,0,147,30,924,6,5,17,147,923,30,1,0,2,1,0,0,17
051190024061,474,250,18,206,0,0,0,0,0,79,32,346,1,6,10,79,346,32,1,4,0,0,1,0,10
051190024062,1131,419,115,596,1,0,0,0,0,321,35,718,6,6,45,321,717,35,1,2,3,0,1,1,45
051190024071,1395,567,286,539,3,0,0,0,0,1065,62,121,36,23,88,1065,118,62,18,15,8,1,2,7,88
051190024091,741,374,15,351,1,0,0,0,0,82,10,631,3,1,14,82,631,10,1,1,1,0,0,1,14
051190024092,384,175,47,162,0,0,0,0,0,172,26,168,8,3,7,172,168,26,3,0,1,4,0,0,7
051190024093,461,172,20,269,0,0,0,0,0,48,16,383,5,3,6,48,383,16,2,1,2,0,0,0,6
051190024101,1287,395,124,768,0,0,0,0,0,483,37,703,8,9,47,483,701,37,3,6,2,2,1,1,47
051190024102,981,421,18,542,0,0,0,0,0,106,12,821,7,11,24,106,820,12,1,8,2,1,0,2,24
051190025001,1013,473,100,440,0,0,0,0,0,528,27,380,11,9,58,528,378,27,1,4,7,2,3,1,58
051190026001,471,276,24,170,1,0,0,0,0,114,12,323,3,0,19,114,323,12,0,0,3,0,0,0,19
051190027001,845,449,43,352,1,0,0,0,0,228,22,559,12,5,19,228,559,22,1,1,10,1,1,0,19
051190027002,320,184,19,117,0,0,0,0,0,81,14,211,3,1,10,81,210,14,1,0,2,0,0,0,10
051190027003,650,362,50,238,0,0,0,0,0,150,8,471,2,1,18,150,471,8,1,1,0,0,0,1,18
051190027004,1000,519,68,413,0,0,0,0,0,207,16,750,5,2,20,207,750,13,0,0,4,1,1,0,20
051190027005,483,216,12,255,0,0,0,0,0,55,7,400,14,2,5,55,399,7,0,1,13,0,0,0,5
051190028001,285,149,2,134,0,0,0,0,0,26,3,248,2,2,4,26,248,3,0,1,0,0,0,1,4
051190028002,697,411,11,275,0,0,0,0,0,54,16,618,1,3,5,54,618,16,0,3,1,0,0,0,5
051190029001,673,345,25,303,0,0,0,0,0,131,23,493,4,3,19,131,493,23,0,2,4,0,0,0,19
051190030011,329,222,9,98,0,0,0,0,0,60,18,239,2,2,8,60,239,18,0,1,1,0,0,1,8
051190030012,597,288,65,244,0,0,0,0,0,198,13,351,9,6,20,198,350,13,4,2,2,2,0,0,20
051190030013,267,143,23,101,0,0,0,0,0,69,12,181,0,0,5,69,180,12,0,0,0,0,0,0,5
051190030014,272,172,14,86,0,0,0,0,0,57,11,194,1,1,8,57,194,11,1,1,0,0,0,0,8
051190030021,824,427,96,301,0,0,0,0,0,408,24,348,6,5,33,408,348,24,0,3,1,0,1,4,33
051190030022,144,90,3,51,0,0,0,0,0,21,5,113,3,1,1,21,113,5,2,1,0,1,0,0,1
051190030023,256,159,8,89,0,0,0,0,0,56,4,192,2,0,2,56,192,4,0,0,2,0,0,0,2
051190031001,503,253,23,227,0,0,0,0,0,81,5,403,3,0,11,81,403,5,1,0,1,0,0,0,11
051190032021,1126,455,222,447,2,0,0,0,0,742,48,247,10,6,73,742,247,48,3,5,2,3,0,1,73
051190032022,478,240,67,171,0,0,0,0,0,265,26,148,7,4,28,265,148,25,1,2,5,0,1,0,28
051190032023,586,310,57,217,0,2,0,0,0,344,69,147,3,6,17,344,147,69,1,3,2,0,2,0,17
051190032024,1299,628,142,529,0,0,0,0,0,491,46,718,5,1,38,491,718,46,1,0,1,2,1,1,38
051190032071,496,219,137,139,0,1,0,0,0,360,27,80,10,3,16,360,80,27,1,2,2,1,1,2,16
051190032072,545,258,106,181,0,0,0,0,0,377,16,119,5,6,22,377,119,16,0,1,3,1,0,1,22
051190032081,968,480,123,364,1,0,0,0,0,437,63,428,6,6,28,437,428,63,1,4,3,2,0,0,28
051190032082,477,268,64,144,1,0,0,0,0,230,38,182,2,7,18,230,182,38,0,1,1,0,1,0,18
051190032083,462,204,100,158,0,0,0,0,0,236,17,185,1,5,18,236,184,17,0,3,1,0,0,0,18
051190033031,1056,333,306,416,1,0,0,0,0,904,26,41,8,14,63,904,41,24,1,8,2,2,1,3,63
051190033032,656,164,257,235,0,0,0,0,0,558,11,13,6,7,61,558,12,11,4,2,2,0,1,0,61
051190033033,1563,398,605,558,2,0,0,0,0,1317,19,79,30,14,104,1317,78,19,8,6,12,2,4,1,104
051190033051,851,249,207,393,0,1,1,0,0,742,20,22,8,3,56,742,22,20,1,1,4,1,0,1,56
051190033052,291,159,29,103,0,0,0,0,0,174,27,75,3,2,10,174,75,26,1,1,0,1,1,1,10
051190033053,641,261,106,274,0,0,0,0,0,479,14,95,7,7,39,479,95,14,2,4,2,1,0,2,39
051190033054,540,230,94,214,2,0,0,0,0,389,22,87,5,4,33,389,87,22,3,2,2,0,1,0,33
051190033061,1040,434,257,348,1,0,0,0,0,737,42,145,32,17,67,737,144,40,4,8,19,2,1,5,67
051190033062,861,439,150,271,0,1,0,0,0,370,20,427,10,2,32,370,427,20,1,2,6,0,0,3,32
051190033071,481,230,82,169,0,0,0,0,0,329,19,102,8,3,20,329,102,19,1,1,7,0,0,0,20
051190033072,598,160,225,212,1,0,0,0,0,523,13,6,7,14,35,523,5,13,3,2,1,2,1,1,35
051190033081,959,349,252,357,1,0,0,0,0,784,29,81,7,9,49,784,81,29,1,3,3,2,2,1,49
051190033082,669,148,234,287,0,0,0,0,0,608,7,4,6,11,33,608,3,7,5,4,0,0,1,0,33
051190033083,892,276,244,372,0,0,0,0,0,774,18,31,9,4,56,774,30,18,4,0,2,1,1,1,56
051190033084,390,108,107,175,0,0,0,0,0,331,5,12,3,1,38,331,12,5,0,0,2,0,1,1,38
051190034031,657,283,268,106,0,0,0,0,0,568,17,9,4,3,56,568,9,15,2,2,1,0,0,0,56
051190034032,862,353,357,151,1,0,0,0,0,744,28,29,2,6,53,744,27,28,2,3,0,0,1,0,53
051190034041,889,354,397,136,0,2,0,0,0,796,16,4,5,8,60,796,4,16,2,0,0,0,2,1,60
051190034042,804,305,348,151,0,0,0,0,0,716,17,3,5,6,57,716,3,17,1,2,1,0,2,0,57
051190034043,997,410,377,209,0,0,1,0,0,835,21,63,8,2,68,835,63,20,1,1,0,0,0,4,68
051190034051,704,293,273,138,0,0,0,0,0,620,21,18,4,1,40,620,18,21,1,1,0,1,0,2,40
051190034061,1484,678,435,371,0,0,0,0,0,1193,61,134,11,8,77,1193,134,61,6,7,1,0,0,2,77
051190034062,910,355,328,226,1,0,0,0,0,774,34,34,8,12,48,774,34,34,3,2,2,2,5,0,48
051190034063,392,168,136,88,0,0,0,0,0,329,5,23,2,2,31,329,23,5,1,0,0,0,0,1,31
051190036041,994,406,243,344,1,0,0,0,0,700,31,192,10,6,55,700,191,30,2,2,0,4,1,3,55
051190036042,1612,663,414,535,0,0,0,0,0,1107,39,358,14,12,82,1107,356,38,3,1,0,2,3,1,82
051190036043,1094,501,281,311,0,0,1,0,0,779,44,186,26,2,57,779,185,43,2,0,15,4,2,2,57
051190036051,669,336,76,257,0,0,0,0,0,299,25,317,2,3,23,299,316,25,2,3,0,0,0,0,23
051190036052,1440,568,358,513,0,1,0,0,0,1012,45,302,12,11,58,1012,302,43,4,5,1,4,3,1,58
051190036053,328,189,24,114,1,0,0,0,0,135,14,158,5,4,12,135,158,14,3,3,1,0,1,0,12
051190036054,476,228,90,158,0,0,0,0,0,277,14,157,3,2,23,277,157,14,0,2,1,0,0,1,23
051190036061,420,261,39,120,0,0,0,0,0,168,8,220,2,0,22,168,220,8,2,0,0,0,0,0,22
051190036062,379,211,37,129,2,0,0,0,0,188,21,145,1,0,24,188,145,21,0,0,1,0,0,0,24
051190036063,285,117,31,137,0,0,0,0,0,109,10,151,4,1,10,109,150,9,1,1,0,3,0,0,10
051190036071,574,270,103,201,0,0,0,0,0,283,16,246,2,3,24,283,246,16,0,3,1,0,0,1,24
051190036072,918,456,96,366,0,0,0,0,0,250,33,586,6,2,41,250,583,33,2,0,1,0,1,0,41
051190036073,820,439,113,266,2,0,0,0,0,314,14,451,5,3,33,314,450,14,3,3,1,0,0,0,33
051190036081,821,382,174,264,1,0,0,0,0,587,24,145,11,9,45,587,145,24,4,8,3,0,1,0,45
051190036082,1224,477,294,452,1,0,0,0,0,783,24,335,20,2,60,783,333,24,11,1,0,1,0,3,60
051190036083,449,231,57,161,0,0,0,0,0,170,16,239,3,3,18,170,239,16,1,2,1,1,0,0,18
051190036091,744,314,202,227,1,0,0,0,0,521,35,136,4,5,43,521,136,35,2,4,0,0,0,2,43
051190036092,1034,345,371,317,0,1,0,0,0,835,22,89,11,8,69,835,89,22,4,3,2,2,2,1,69
051190036093,553,265,136,152,0,0,0,0,0,396,20,105,0,2,30,396,104,20,0,2,0,0,0,0,30
051190037031,625,241,191,193,0,0,0,0,0,499,6,78,4,6,32,499,77,6,3,1,0,0,1,0,32
051190037032,683,224,254,204,1,0,0,0,0,577,24,23,6,13,40,577,23,24,2,8,3,0,5,0,40
051190037033,1141,358,419,364,0,0,0,0,0,927,19,101,28,17,49,927,97,19,8,5,11,4,5,2,49
051190037034,730,253,263,214,0,0,0,0,0,638,23,15,6,5,43,638,14,23,0,0,2,0,2,2,43
051190037035,665,212,204,247,1,1,0,0,0,577,17,22,3,4,42,577,22,17,2,3,1,0,0,0,42
051190037036,878,325,282,271,0,0,0,0,0,750,23,20,21,17,47,750,20,23,1,8,12,6,1,1,47
051190037041,1145,433,368,344,0,0,0,0,0,951,32,60,8,18,76,951,60,32,1,9,1,4,2,0,76
051190037042,1020,504,198,317,1,0,0,0,0,577,45,332,11,5,50,577,329,45,2,3,4,2,0,3,50
051190037071,680,294,163,223,0,0,0,0,0,454,12,170,2,4,38,454,170,12,1,3,0,0,0,1,38
051190037072,874,312,238,323,1,0,0,0,0,693,17,99,16,9,40,693,99,16,6,1,4,4,2,1,40
051190037073,1317,534,354,429,0,0,0,0,0,803,17,342,52,20,83,803,337,17,21,9,21,6,3,1,83
051190037111,503,189,164,148,0,2,0,0,0,441,10,24,2,3,23,441,24,10,0,2,1,1,0,0,23
051190037112,400,198,75,127,0,0,0,0,0,303,17,50,0,5,25,303,49,17,0,1,0,0,0,0,25
051190037113,1080,460,284,333,1,1,1,0,0,662,22,326,10,9,51,662,325,22,2,5,5,0,0,2,51
051190037114,1597,621,505,469,2,0,0,0,0,1156,43,247,27,26,98,1156,246,42,12,12,13,1,5,0,98
051190037121,854,264,280,310,0,0,0,0,0,744,12,21,9,7,61,744,21,10,5,2,0,2,3,1,61
051190037122,781,258,257,266,0,0,0,0,0,711,12,10,4,5,39,711,10,12,1,4,1,0,0,2,39
051190037123,1241,428,377,432,4,0,0,0,0,1038,27,97,7,15,57,1038,97,25,7,5,0,0,4,0,57
051190037131,2027,830,646,550,1,0,0,0,0,1644,78,145,27,22,111,1644,145,76,12,9,3,8,3,4,111
051190037132,1093,437,336,320,0,0,0,0,0,911,28,74,13,6,61,911,74,28,2,2,5,2,0,0,61
051190037141,652,302,158,192,0,0,0,0,0,526,15,75,3,8,25,526,75,14,2,5,0,0,2,0,25
051190037142,1226,458,354,410,3,0,1,0,0,995,36,123,19,8,45,995,123,36,4,7,7,4,1,4,45
051190037143,398,167,94,136,1,0,0,0,0,302,5,58,6,7,20,302,57,5,0,5,2,0,0,1,20
051190037144,874,330,314,229,0,1,0,0,0,750,15,41,10,3,55,750,38,15,2,1,5,3,2,0,55
051190038001,448,225,20,203,0,0,0,0,0,104,29,303,3,3,6,104,302,29,1,0,1,1,0,0,6
051190038002,518,285,20,212,1,0,0,0,0,81,9,416,0,3,9,81,416,9,0,0,0,0,0,0,9
051190038003,1050,533,93,423,0,0,1,0,0,367,35,598,10,4,36,367,598,35,0,3,4,6,0,0,36
051190038004,342,130,45,167,0,0,0,0,0,107,11,211,2,0,11,107,210,11,2,0,0,0,0,0,11
051190039001,1507,637,194,673,2,0,1,0,0,536,26,879,15,15,36,536,879,26,4,6,6,3,5,2,36
051190039002,1357,457,379,521,0,0,0,0,0,889,31,360,2,9,66,889,358,29,1,2,0,0,0,0,66
051190040011,514,238,59,217,0,0,0,0,0,191,30,274,2,2,15,191,274,30,0,1,0,1,1,0,15
051190040012,516,177,6,333,0,0,0,0,0,51,3,453,2,3,4,51,453,3,0,2,2,0,0,0,4
051190040013,557,236,11,310,0,0,0,0,0,66,3,468,2,2,16,66,468,3,0,2,1,0,0,0,16
051190040041,609,242,190,175,2,0,0,0,0,480,21,76,3,1,28,480,76,21,2,1,0,0,0,0,28
051190040042,795,274,236,283,2,0,0,0,0,479,16,253,13,8,26,479,253,16,8,2,4,0,3,1,26
051190040043,463,185,165,111,2,0,0,0,0,390,17,29,2,3,22,390,29,17,0,1,0,0,0,1,22
051190040051,636,280,36,319,1,0,0,0,0,89,16,506,8,4,13,89,506,16,2,2,1,1,0,1,13
051190040052,409,140,70,199,0,0,0,0,0,146,7,227,4,2,23,146,226,7,2,0,0,0,2,0,23
051190040061,340,132,93,114,1,0,0,0,0,283,17,20,2,1,17,283,20,17,1,1,1,0,0,0,17
051190040062,448,182,151,114,0,1,0,0,0,386,10,30,4,2,16,386,30,10,1,0,1,0,1,1,16
051190040063,540,245,159,135,1,0,0,0,0,440,27,29,1,5,38,440,29,27,0,4,0,0,0,0,38
051190040064,376,161,80,135,0,0,0,0,0,189,11,153,6,2,15,189,153,11,2,1,1,2,0,0,15
051190040071,669,306,46,317,0,0,0,0,0,151,11,487,4,5,11,151,485,11,1,2,2,0,0,1,11
051190040072,897,382,80,435,0,0,0,0,0,181,14,668,7,4,23,181,668,14,0,2,5,1,0,1,23
051190041031,865,467,37,361,0,0,0,0,0,161,78,597,9,4,16,161,596,78,1,2,2,3,2,0,16
051190041032,338,176,30,132,0,0,0,0,0,85,12,213,10,6,12,85,213,12,0,4,9,0,0,0,12
051190041033,440,209,49,181,1,0,0,0,0,143,24,248,3,8,14,143,247,24,0,3,3,0,2,0,14
051190041041,471,166,147,157,1,0,0,0,0,329,17,99,4,1,21,329,99,17,1,0,0,1,0,0,21
051190041042,527,247,119,160,1,0,0,0,0,387,29,57,3,13,38,387,57,29,0,9,2,0,1,1,38
051190041051,969,524,52,392,0,1,0,0,0,124,49,764,4,3,25,124,763,49,3,3,0,0,0,0,25
051190041052,459,254,21,184,0,0,0,0,0,117,19,307,2,6,8,117,307,19,0,1,1,0,0,0,8
051190041053,1025,506,88,431,0,0,0,0,0,227,46,718,11,5,18,227,717,45,2,4,2,1,0,3,18
051190041061,1329,655,47,626,1,0,0,0,0,106,35,1151,10,7,20,106,1151,35,1,5,5,0,0,4,20
051190041062,778,370,34,373,1,0,0,0,0,97,32,628,2,8,11,97,626,32,0,2,2,0,1,0,11
051190041063,850,418,26,406,0,0,0,0,0,97,27,708,3,4,11,97,707,27,0,3,1,0,0,1,11
051190041071,654,388,34,232,0,0,0,0,0,165,56,408,5,6,14,165,408,56,1,3,4,0,2,0,14
051190041072,306,157,31,118,0,0,0,0,0,107,25,150,8,3,13,107,148,25,0,3,6,0,0,0,13
051190041081,273,127,24,122,0,0,0,0,0,79,44,138,0,1,11,79,138,44,0,0,0,0,0,0,11
051190041082,814,428,28,358,0,0,0,0,0,102,48,647,4,4,9,102,647,45,0,3,2,0,0,1,9
051190041083,757,401,24,332,0,0,0,0,0,95,38,597,8,7,12,95,597,37,1,6,3,2,0,0,12
051190042011,1084,328,451,304,1,0,0,0,0,971,14,28,8,4,59,971,28,14,4,0,2,0,0,1,59
051190042012,743,252,313,177,1,0,0,0,0,655,4,7,4,8,65,655,5,4,0,3,1,1,4,2,65
051190042021,1608,537,719,351,1,0,0,0,0,1439,18,31,16,18,86,1439,31,18,7,4,5,2,13,1,86
051190042022,1441,447,618,373,2,1,0,0,0,1243,26,26,30,20,96,1243,25,26,11,9,5,11,9,2,96
051190042051,1569,613,478,476,1,1,0,0,0,1087,42,281,30,35,94,1087,277,41,9,22,14,2,6,1,94
051190042052,1326,409,350,565,2,0,0,0,0,1044,25,104,41,19,93,1044,102,24,14,7,11,8,1,4,93
051190042131,2455,762,1033,658,1,0,1,0,0,1978,39,32,121,112,173,1978,32,39,52,71,55,1,11,4,173
051190042132,1691,611,591,489,0,0,0,0,0,1358,45,76,49,34,129,1358,76,45,17,25,21,4,0,6,129
051190042141,1011,348,287,375,1,0,0,0,0,750,22,121,28,11,79,750,121,22,6,4,14,6,3,0,79
051190042142,1002,290,328,384,0,0,0,0,0,818,21,30,24,28,81,818,30,21,10,20,11,3,1,0,81
051190042151,565,148,237,179,1,0,0,0,0,489,8,16,7,5,40,489,16,8,2,5,2,0,0,1,40
051190042152,1252,390,293,567,2,0,0,0,0,929,39,141,37,30,76,929,139,37,19,18,7,7,4,0,76
051190042153,606,291,60,255,0,0,0,0,0,438,18,102,7,10,31,438,101,17,2,5,1,3,0,1,31
051190042154,1022,268,409,343,2,0,0,0,0,915,6,26,12,9,54,915,26,6,6,2,6,0,2,0,54
051190042181,1384,541,332,510,1,0,0,0,0,1043,35,135,32,32,107,1043,133,34,7,11,10,8,5,3,107
051190042182,461,163,106,190,2,0,0,0,0,354,18,33,7,11,38,354,33,18,3,5,1,1,2,1,38
051190042191,935,264,371,298,1,1,0,0,0,752,17,49,24,26,67,752,49,17,9,5,8,2,3,5,67
051190042192,656,231,195,230,0,0,0,0,0,470,11,48,47,33,47,470,47,10,21,18,15,4,0,6,47
051190042193,1186,349,384,453,0,0,0,0,0,969,31,32,34,42,78,969,32,30,13,23,14,1,2,5,78
051190042194,1232,322,411,498,1,0,0,0,0,1011,22,52,37,27,83,1011,52,20,17,14,16,0,5,1,83
051190042201,151,86,23,42,0,0,0,0,0,100,41,2,1,2,5,100,2,41,0,0,1,0,0,0,5
051190042202,1288,501,211,575,0,1,0,0,0,508,29,680,8,11,52,508,680,29,3,5,3,2,2,0,52
051190042203,990,348,70,571,1,0,0,0,0,209,23,696,18,5,39,209,696,23,4,4,8,6,1,0,39
051190042204,1211,477,119,613,2,0,0,0,0,318,31,798,23,7,34,318,797,31,6,4,1,13,1,1,34
051190042221,1041,392,248,398,3,0,0,0,0,726,40,172,23,18,62,726,172,39,10,6,8,3,7,0,62
051190042222,343,208,33,102,0,0,0,0,0,181,16,91,24,12,19,181,91,16,4,5,14,5,0,0,19
051190042231,1313,549,260,503,1,0,0,0,0,833,26,196,88,66,104,833,192,25,35,51,39,4,3,6,104
051190042232,879,230,308,341,0,0,0,0,0,730,15,22,31,14,67,730,20,15,17,5,9,1,3,4,67
051190042241,2189,850,583,753,3,0,0,0,0,1663,62,77,126,81,180,1663,75,60,31,47,70,4,13,15,180
051190042242,1488,580,358,549,1,0,0,0,0,1094,34,102,64,45,149,1094,102,34,17,23,21,11,6,11,149
051190042251,1524,634,423,466,1,0,0,0,0,1135,43,106,63,48,129,1135,106,43,15,24,37,1,1,8,129
051190042252,627,209,261,155,2,0,0,0,0,547,11,21,1,8,39,547,21,11,1,1,0,0,0,0,39
051190042261,713,390,33,290,0,0,0,0,0,135,12,535,5,1,25,135,534,11,1,1,3,0,0,1,25
051190042262,965,328,203,432,1,1,0,0,0,639,15,260,2,9,40,639,258,15,0,6,1,0,2,0,40
051190042271,621,208,233,180,0,0,0,0,0,533,21,28,8,2,29,533,28,21,0,1,1,5,1,1,29
051190042272,496,185,202,109,0,0,0,0,0,428,17,9,2,4,36,428,9,17,0,3,0,0,0,0,36
051190042281,770,291,243,236,0,0,0,0,0,586,20,40,33,13,78,586,40,20,13,5,12,6,1,2,78
051190042282,649,189,255,204,0,1,0,0,0,546,5,26,20,13,39,546,26,4,10,2,2,5,1,3,39
051190042291,713,263,244,204,2,0,0,0,0,573,18,34,12,15,61,573,34,18,3,4,4,3,6,1,61
051190042292,1079,281,414,384,0,0,0,0,0,902,12,27,36,35,67,902,26,12,12,22,15,1,0,4,67
051190042293,1877,627,701,549,0,0,0,0,0,1462,45,49,75,105,141,1462,49,45,23,67,40,5,8,3,141
051190043021,1453,606,454,392,1,0,0,0,0,1171,41,114,15,4,108,1171,114,41,6,3,3,4,1,1,108
051190043022,728,241,298,189,0,0,0,0,0,590,10,78,7,2,41,590,78,10,4,0,0,0,1,0,41
051190043023,293,146,73,74,0,0,0,0,0,237,13,21,2,3,17,237,21,13,0,0,1,0,1,1,17
051190043024,533,237,162,134,0,0,0,0,0,448,21,26,1,3,34,448,25,20,0,1,0,1,1,0,34
051190043061,1482,623,418,435,3,1,2,0,0,1235,35,71,23,13,105,1235,70,35,2,5,8,11,3,2,105
051190043062,570,311,100,159,0,0,0,0,0,336,32,149,4,7,42,336,148,31,1,5,3,0,0,0,42
051190043063,1600,527,538,533,1,0,1,0,0,1366,22,79,29,8,96,1366,77,22,10,2,8,6,2,1,96
051190043071,524,205,142,176,1,0,0,0,0,409,20,57,1,7,30,409,57,20,0,1,1,0,2,0,30
051190043072,1819,1006,214,599,0,0,0,0,0,1091,70,535,12,11,100,1091,528,69,1,5,5,1,2,3,100
051190043081,426,228,77,121,0,0,0,0,0,308,20,47,3,5,43,308,47,20,1,4,1,0,0,0,43
051190043082,1718,558,669,490,0,0,1,0,0,1508,35,23,16,16,120,1508,23,35,2,7,8,1,0,5,120
051190043091,2629,942,815,871,1,0,0,0,0,2032,92,276,54,28,147,2032,272,90,15,14,16,15,6,7,147
051190043092,477,286,77,114,0,0,0,0,0,322,15,108,4,3,25,322,108,15,1,0,2,0,1,0,25
051190043101,565,258,129,178,0,0,0,0,0,385,24,124,2,2,28,385,124,24,0,1,1,0,1,0,28
051190043102,1006,433,293,278,1,1,0,0,0,853,24,42,8,8,71,853,42,24,5,2,2,1,0,0,71
051190043103,1100,406,324,369,1,0,0,0,0,933,26,47,12,10,72,933,47,25,4,4,1,3,3,4,72
051190043111,892,331,319,242,0,0,0,0,0,758,22,32,21,6,53,758,32,22,3,3,6,7,0,1,53
051190043112,1923,606,754,559,2,0,2,0,0,1667,25,75,38,15,103,1667,74,24,3,6,19,10,4,1,103
051190044001,1065,407,141,515,1,1,0,0,0,760,36,168,19,11,71,760,166,36,10,4,3,3,1,0,71
051190044002,265,103,33,126,3,0,0,0,0,190,6,35,3,5,26,190,35,6,0,4,1,2,0,0,26
051190045001,691,339,21,331,0,0,0,0,0,66,15,574,5,6,25,66,573,15,2,4,2,0,0,0,25
051190045002,1126,732,19,375,0,0,0,0,0,491,21,472,4,15,123,491,471,20,1,8,1,0,4,1,123
051190046001,425,239,11,175,0,0,0,0,0,61,5,349,3,0,7,61,349,5,1,0,1,0,0,0,7
051190046002,827,292,65,468,2,0,0,0,0,434,30,307,5,11,40,434,305,29,1,1,0,1,2,0,40
051190046003,284,165,8,111,0,0,0,0,0,33,7,234,1,3,6,33,234,6,1,2,0,0,0,0,6
051190047001,414,149,23,241,0,1,0,0,0,243,14,129,3,4,21,243,129,14,2,1,0,0,1,0,21
051190047002,443,153,30,260,0,0,0,0,0,181,5,223,3,5,26,181,223,5,0,3,0,0,1,0,26
051190047003,662,199,20,442,1,0,0,0,0,290,11,320,5,7,29,290,319,11,2,3,0,0,1,3,29
051190047004,825,411,18,395,1,0,0,0,0,96,18,688,4,6,13,96,688,17,0,6,2,1,0,1,13
051190048011,718,243,57,418,0,0,0,0,0,445,16,198,4,5,50,445,198,16,2,1,1,1,1,0,50
051190048012,510,145,54,311,0,0,0,0,0,410,9,57,2,1,31,410,57,9,0,0,1,0,0,1,31
051190048013,335,105,23,206,1,0,0,0,0,244,7,54,0,4,26,244,54,7,0,3,0,0,1,0,26
051190049011,492,182,101,208,1,0,0,0,0,320,7,116,9,6,34,320,115,7,1,4,3,2,2,2,34
051190049012,631,168,133,329,1,0,0,0,0,562,11,8,3,5,42,562,8,11,2,3,0,0,1,0,42
051190049013,537,132,153,252,0,0,0,0,0,461,19,11,2,7,37,461,11,19,0,3,1,1,1,0,37
051190049021,550,112,175,262,0,1,0,0,0,451,10,12,15,12,50,451,12,10,3,9,9,0,1,1,50
051190049022,582,153,133,296,0,0,0,0,0,524,2,12,12,5,27,524,12,2,2,3,3,2,1,1,27
051190049023,1767,360,448,959,0,0,0,0,0,1531,23,47,10,32,124,1531,47,23,3,5,3,1,9,2,124
051199801001,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
051199802001,44,22,2,20,0,0,0,0,0,18,2,16,3,0,5,18,16,2,0,0,2,1,0,0,5
051199803001,234,150,46,37,1,0,0,0,0,169,23,16,3,4,19,169,16,23,1,2,0,0,0,0,19
051199803002,327,195,73,58,1,0,0,0,0,249,20,24,10,1,23,249,22,20,3,0,1,0,1,4,23
051199803003,69,44,11,13,1,0,0,0,0,43,10,8,1,2,5,43,8,10,0,0,0,1,0,0,5
051199804001,403,211,15,177,0,0,0,0,0,127,4,260,1,2,9,127,260,4,0,1,0,1,0,0,9
050450301011,531,217,196,118,0,0,0,0,0,436,2,66,1,1,25,436,66,2,1,0,0,0,1,0,25
050450301012,1461,593,622,246,0,0,0,0,0,1301,24,28,3,4,101,1301,28,22,1,1,0,1,0,1,101
050450301021,767,380,257,130,0,0,0,0,0,684,22,2,11,4,44,684,2,22,2,3,5,0,0,0,44
050450301022,1433,620,582,231,0,0,0,0,0,1294,25,10,6,6,92,1294,10,23,2,0,1,2,0,0,92
050450301023,1099,445,476,178,0,0,0,0,0,998,22,4,1,3,71,998,4,21,0,1,1,0,0,0,71
050450301031,921,424,349,148,0,0,0,0,0,839,14,6,2,7,53,839,6,14,1,2,0,0,1,0,53
050450301032,1396,479,644,273,0,0,0,0,0,1289,14,4,6,5,78,1289,4,14,1,2,0,1,0,4,78
