BlockGroupID,total_reg,party_dem,party_rep,party_rin,party_lib,party_grn,party_cnt,party_slb,party_ref,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_93,eth2_64,eth2_30,eth2_10,eth2_23,eth2_21,eth2_14,eth2_34,eth2_61,eth2_12,eth2_32,eth2_38,eth2_unk
210639201011,163,120,37,2,0,0,0,0,0,4,0,151,2,0,1,2,7,151,0,2,0,1,0,0,0,0,0,0,0,2,7
210639201012,4,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
210639201013,73,63,7,1,0,0,0,0,0,2,0,66,0,0,0,0,7,66,0,0,0,0,0,0,0,0,0,0,0,0,7
210639201021,2378,1918,375,23,4,0,0,0,1,57,0,2126,13,10,22,6,201,2126,10,13,4,7,1,7,5,1,0,0,0,0,201
210639201022,490,357,101,8,1,0,0,0,0,23,0,442,2,1,3,2,40,442,1,2,0,0,1,1,1,0,0,0,1,1,40
210639201023,78,57,17,1,0,0,0,0,0,3,0,71,0,1,0,1,5,71,1,0,0,0,0,0,0,0,0,0,0,0,5
210639202001,53,42,7,1,1,0,0,0,0,2,0,50,0,0,0,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,3
210639202002,72,55,13,2,0,0,0,0,0,2,0,64,0,0,0,0,8,64,0,0,0,0,0,0,0,0,0,0,0,0,8
210639202003,375,300,53,8,1,0,0,0,0,13,0,346,6,1,0,2,20,346,1,6,0,0,0,0,0,1,0,0,0,1,20
212179201001,439,195,217,8,0,0,0,0,0,19,0,396,7,0,3,2,31,396,0,7,1,1,1,1,0,1,0,0,0,0,31
212179201002,1302,498,738,25,4,0,0,1,0,36,0,1170,25,6,12,3,86,1170,6,24,0,5,0,4,2,0,0,1,0,2,86
212179202001,625,224,370,14,2,0,0,0,0,15,0,570,2,9,6,2,36,570,9,1,1,4,1,1,0,0,0,0,0,0,36
212179202002,503,159,302,17,3,0,1,0,0,21,0,455,5,0,3,2,38,455,0,5,0,0,2,1,0,0,0,0,0,0,38
212179202003,1294,433,801,23,4,2,0,0,1,30,0,1169,7,2,12,3,101,1169,1,7,0,5,3,2,2,0,0,0,0,0,101
212179203001,787,341,402,19,1,0,0,0,2,22,0,691,15,19,13,0,49,691,19,15,0,4,0,1,4,0,0,2,0,0,49
212179203002,1563,567,904,47,2,1,0,0,0,42,0,1444,18,10,26,5,60,1444,10,18,4,2,13,4,5,0,0,1,0,0,60
212179203003,634,282,301,20,3,0,0,0,0,28,0,568,7,17,3,1,38,568,17,7,1,1,1,0,1,0,0,0,0,0,38
212179203004,452,168,241,20,3,1,1,0,0,18,0,407,6,9,16,0,14,407,9,6,0,3,5,2,4,0,0,0,0,0,14
212179204011,1040,406,552,39,4,0,2,0,0,37,0,932,16,26,6,5,55,932,26,16,2,3,0,0,3,0,2,0,0,0,55
212179204012,644,281,295,28,2,0,0,0,0,38,0,520,13,61,2,2,46,520,61,13,1,1,0,0,1,0,0,0,1,0,46
212179204013,1060,343,647,30,3,0,1,0,0,36,0,920,14,21,19,10,76,920,21,13,2,6,7,4,1,4,0,0,3,0,76
212179204021,694,246,416,12,3,0,0,0,0,17,0,635,10,7,6,4,32,635,7,10,0,3,1,2,0,2,0,0,0,0,32
212179204022,1229,425,750,21,3,0,0,0,1,29,0,1127,14,12,10,3,63,1127,12,14,0,6,0,1,3,0,0,0,0,0,63
212179204023,773,309,389,34,2,0,1,0,0,38,0,701,12,7,4,7,42,701,7,12,5,1,1,0,1,0,1,1,0,0,42
212179205011,521,141,349,18,0,1,0,0,0,12,0,474,7,1,0,0,39,474,1,7,0,0,0,0,0,0,0,0,0,0,39
212179205012,934,338,530,18,6,1,0,0,0,41,0,836,17,18,7,5,51,836,18,13,1,4,1,0,2,1,1,0,0,0,51
212179205013,537,192,315,11,2,0,0,0,0,17,0,493,2,4,1,1,36,493,4,2,1,0,1,0,0,0,0,0,0,0,36
212179205021,1134,376,687,31,4,0,0,0,1,35,0,1066,7,8,7,11,35,1066,8,7,2,2,0,1,3,2,0,0,0,0,35
212179205022,609,236,334,20,2,0,0,0,0,17,0,547,9,12,6,1,34,547,12,9,0,0,1,1,4,0,0,0,0,0,34
212179205023,346,197,114,13,1,0,0,0,0,21,0,202,7,110,3,2,22,202,110,7,1,1,1,0,1,0,0,0,0,0,22
212179205024,502,253,194,28,1,2,2,0,0,22,0,424,9,35,3,1,30,424,35,9,0,1,1,0,1,0,1,0,0,0,30
210259202001,878,632,214,11,1,0,0,0,0,20,0,801,6,1,9,2,59,801,1,6,1,2,1,3,3,1,0,0,0,0,59
210259202002,758,616,116,6,1,0,1,0,0,18,0,719,3,0,2,6,28,719,0,3,5,1,0,1,0,1,0,0,0,0,28
210259203011,604,496,79,12,3,0,0,0,0,14,0,560,6,2,4,0,32,560,2,6,0,0,2,1,1,0,0,0,0,0,32
210259203012,637,513,101,9,0,1,0,0,0,13,0,591,3,1,9,2,31,591,1,3,0,2,1,3,1,2,0,2,0,0,31
210259203021,1151,952,162,13,1,0,1,0,0,22,0,1074,10,10,4,2,51,1074,10,10,0,2,0,1,1,0,0,0,0,0,51
210259203022,965,799,132,7,1,0,0,0,0,26,0,880,20,1,16,0,48,880,1,20,0,5,1,3,5,0,0,2,0,0,48
210259205001,1998,1270,685,15,0,0,0,0,0,28,0,1894,10,5,10,1,78,1894,5,10,1,5,2,3,0,0,0,0,0,0,78
210259206001,686,554,109,10,0,0,0,0,0,13,0,648,7,1,4,3,23,648,1,7,1,0,0,3,0,0,0,0,0,2,23
210259206002,512,441,62,1,0,0,0,0,0,8,0,495,3,0,2,0,12,495,0,3,0,2,0,0,0,0,0,0,0,0,12
210259207001,609,520,68,6,1,0,0,0,0,14,0,575,6,0,6,1,21,575,0,6,1,2,2,0,1,0,0,0,0,0,21
210259207002,884,737,115,9,0,0,0,0,0,23,0,822,7,2,11,2,40,822,2,7,0,2,2,2,5,2,0,0,0,0,40
210259208001,983,803,150,10,1,0,0,0,0,19,0,927,8,0,18,3,27,927,0,8,1,7,0,6,5,1,0,0,0,0,27
210259208002,730,593,108,6,1,0,0,0,0,22,0,671,4,7,10,0,38,671,7,4,0,3,0,3,4,0,0,0,0,0,38
212039501001,789,116,632,25,2,0,0,0,0,14,0,739,4,0,8,0,38,739,0,4,0,2,1,2,1,0,0,1,0,0,38
212039501002,535,103,384,22,2,0,1,0,0,23,0,486,8,0,1,3,37,486,0,5,1,0,0,1,0,1,0,0,0,1,37
212039501003,869,148,669,31,2,0,0,0,0,19,0,804,4,1,11,2,47,804,1,4,0,5,1,1,3,2,0,0,0,0,47
212039502011,1096,152,902,20,0,0,0,0,0,22,0,1037,9,0,7,1,42,1037,0,9,0,3,0,3,1,1,0,0,0,0,42
212039502012,736,139,545,27,1,0,0,0,1,23,0,680,11,0,1,4,40,680,0,11,1,0,0,0,1,0,0,0,0,0,40
212039502021,1461,238,1140,49,7,0,1,0,0,26,0,1349,6,0,21,4,81,1349,0,5,1,6,6,4,5,3,0,0,0,0,81
212039502022,497,80,380,26,0,0,0,0,0,11,0,486,1,0,3,0,7,486,0,1,0,1,0,0,2,0,0,0,0,0,7
212039502023,1210,183,959,30,3,0,0,0,0,35,0,1135,9,1,7,2,56,1135,1,9,2,4,0,2,0,0,0,1,0,0,56
212039503001,459,70,360,14,0,1,0,0,0,14,0,430,2,0,2,2,23,430,0,2,1,0,0,2,0,1,0,0,0,0,23
212039503002,1583,223,1288,35,0,0,0,0,0,37,0,1482,17,0,21,2,61,1482,0,17,0,9,3,6,3,0,2,0,0,0,61
212039503003,853,147,671,18,0,0,0,0,0,17,0,803,4,1,7,0,38,803,1,4,0,1,1,5,0,0,0,0,0,0,38
212039504001,805,111,648,14,0,1,0,0,0,31,0,756,1,1,10,1,36,756,1,1,0,3,0,5,2,0,0,0,0,0,36
212039504002,552,72,449,14,1,0,0,0,0,16,0,521,1,0,12,3,15,521,0,1,1,1,9,1,0,2,0,1,0,0,15
212039504003,450,69,358,13,0,0,2,0,0,8,0,417,4,1,2,0,26,417,1,4,0,2,0,0,0,0,0,0,0,0,26
211479601001,473,106,343,11,0,0,0,0,0,13,0,438,4,0,4,1,26,438,0,4,1,2,0,1,0,0,0,1,0,0,26
211479601002,1287,269,967,25,1,0,0,0,0,25,0,1199,14,1,12,2,59,1199,1,14,1,5,1,4,1,0,0,0,0,1,59
211479602001,758,112,610,22,0,0,0,0,0,14,0,721,2,1,13,1,20,721,1,2,0,3,4,4,2,0,0,0,0,0,20
211479603011,1418,320,1024,32,3,0,0,0,0,39,0,1321,21,1,20,7,48,1321,1,21,5,5,4,6,5,0,1,0,0,0,48
211479603012,379,99,258,11,0,0,0,0,0,11,0,353,5,0,5,2,14,353,0,5,0,3,0,2,0,0,0,0,2,0,14
211479603013,388,98,261,11,2,0,0,0,0,16,0,353,5,0,5,1,24,353,0,5,0,3,1,1,0,0,0,0,0,0,24
211479603021,337,87,232,8,1,0,0,0,0,9,0,318,6,0,5,0,8,318,0,6,0,1,1,2,1,0,0,0,0,0,8
211479603022,927,208,683,15,0,0,0,0,0,21,0,864,9,2,18,2,32,864,2,9,0,9,4,2,3,0,0,0,0,1,32
211479603023,683,128,527,18,1,0,0,0,0,9,0,640,7,0,14,1,21,640,0,7,0,3,1,3,6,0,0,1,0,0,21
211479604011,305,51,244,3,1,0,1,0,0,5,0,286,1,1,9,0,8,286,1,1,0,4,0,4,0,0,0,1,0,0,8
211479604012,262,47,201,12,0,0,0,0,0,2,0,245,3,0,5,2,7,245,0,3,0,2,0,3,0,0,0,0,0,0,7
211479604013,421,68,332,7,3,0,0,0,0,11,0,404,5,0,4,0,8,404,0,5,0,3,0,1,0,0,0,0,0,0,8
211479604021,1363,304,963,35,5,1,0,0,0,55,0,1251,16,14,21,3,58,1251,14,16,1,4,3,11,3,0,0,0,0,0,58
211479604022,702,124,534,21,2,0,0,0,0,21,0,648,6,1,13,1,33,648,1,6,1,4,0,5,4,0,0,0,0,0,33
211479604023,575,78,457,24,1,0,0,0,0,15,0,531,2,0,7,0,35,531,0,2,0,0,0,4,3,0,0,0,0,0,35
211110002011,480,301,105,25,0,0,1,0,0,48,0,294,9,143,5,2,27,294,142,9,1,0,3,0,2,1,0,0,0,0,27
211110002012,403,238,114,15,2,2,0,0,0,32,0,294,9,73,1,2,24,294,73,9,1,0,0,0,0,0,0,0,0,0,24
211110002020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211110002021,717,468,144,25,4,0,0,0,0,76,0,479,13,163,2,6,54,479,163,12,1,0,0,0,1,2,2,0,0,0,54
211110003001,675,412,179,23,0,0,0,1,0,60,0,477,7,136,2,2,51,477,136,7,1,0,1,1,0,0,1,0,0,0,51
211110003002,629,499,79,18,1,0,0,0,0,32,0,175,7,428,1,1,17,175,428,7,1,0,1,0,0,0,0,0,0,0,17
211110003003,483,405,31,11,1,1,0,0,0,34,0,56,5,413,2,1,6,56,413,5,1,0,1,1,0,0,0,0,0,0,6
211110004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211110004001,415,275,94,13,0,1,0,0,0,32,0,298,4,81,0,1,31,298,81,3,1,0,0,0,0,0,0,0,0,0,31
211110004002,509,414,52,11,0,2,0,0,0,30,0,124,8,350,2,4,21,124,350,8,2,0,2,0,0,1,0,0,0,0,21
211110004003,901,807,53,17,1,1,0,0,0,22,0,77,16,780,7,9,12,77,778,16,5,3,1,2,1,2,0,0,0,0,12
211110004004,922,806,56,17,1,2,0,0,0,40,0,83,7,801,8,4,19,83,801,7,1,2,4,0,2,2,0,0,0,0,19
211110004005,579,523,24,6,1,0,0,0,0,25,0,64,10,489,4,2,10,64,488,10,2,1,1,0,0,0,0,1,0,0,10
211110006001,739,635,57,10,0,1,0,0,0,36,0,87,11,622,3,7,9,87,622,11,5,1,1,1,0,1,0,0,0,0,9
211110006002,523,432,49,13,0,1,0,0,0,28,0,46,6,449,1,5,16,46,447,6,4,1,0,0,0,1,0,0,0,0,16
211110007001,524,453,35,6,0,0,0,0,1,29,0,58,8,443,2,3,10,58,442,8,3,1,1,0,0,0,0,0,0,0,10
211110007002,760,683,38,7,0,0,0,0,0,32,0,54,10,679,3,5,9,54,679,10,2,1,2,0,0,2,0,0,0,0,9
211110007003,646,580,28,9,0,1,0,0,0,28,0,56,10,557,8,3,12,56,557,10,2,2,3,0,1,1,0,2,0,0,12
211110008000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211110008001,846,746,37,13,1,2,0,0,0,47,0,66,12,748,8,2,10,66,745,12,2,1,4,1,2,0,0,0,0,0,10
211110008002,72,65,4,3,0,0,0,0,0,0,0,61,1,0,1,1,8,61,0,1,0,0,1,0,0,0,0,0,0,0,8
211110008003,813,719,41,13,1,0,0,0,0,39,0,62,10,717,4,7,13,62,715,10,5,1,0,0,3,0,1,0,0,0,13
211110009001,692,617,38,12,0,1,0,0,0,24,0,58,10,593,5,14,12,58,593,10,13,2,1,1,0,0,0,1,0,0,12
211110009002,805,710,47,14,1,0,0,0,0,33,0,62,14,720,2,1,6,62,720,13,0,0,2,0,0,0,0,0,0,0,6
211110010001,448,403,21,7,2,0,0,0,0,15,0,35,5,387,4,5,12,35,387,5,4,0,4,0,0,1,0,0,0,0,12
211110010002,433,377,21,15,0,0,0,0,0,20,0,39,5,374,4,7,4,39,374,5,7,0,4,0,0,0,0,0,0,0,4
211110010003,857,741,60,20,0,0,0,0,0,36,0,87,4,743,6,6,11,87,742,4,5,1,3,0,2,1,0,0,0,0,11
211110011000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211110011001,558,486,31,6,0,0,0,0,0,35,0,35,7,493,5,7,11,35,493,7,7,1,2,1,1,0,0,0,0,0,11
211110011002,994,897,41,16,1,0,0,0,0,39,0,80,12,865,6,17,14,80,863,12,14,0,2,0,3,2,0,0,0,0,14
211110011003,1020,937,39,14,0,0,0,0,0,30,0,95,16,886,9,2,12,95,885,16,2,0,4,2,2,0,0,1,0,0,12
211110012000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211110012001,622,564,25,8,0,0,0,0,0,25,0,44,5,557,1,6,9,44,557,5,6,0,1,0,0,0,0,0,0,0,9
211110012002,738,654,31,14,0,0,0,0,0,39,0,70,16,631,1,6,14,70,631,16,4,0,1,0,0,1,0,0,0,0,14
211110012003,830,750,33,14,0,1,0,0,0,32,0,43,7,766,0,1,13,43,763,7,1,0,0,0,0,0,0,0,0,0,13
211110014001,627,563,27,13,0,0,0,0,0,24,0,39,11,566,4,2,5,39,566,11,1,0,4,0,0,0,0,0,0,0,5
211110014002,526,489,22,5,0,0,0,0,0,10,0,23,8,486,3,2,4,23,486,8,1,2,1,0,0,1,0,0,0,0,4
211110014003,731,672,17,17,1,0,0,0,0,24,0,45,8,662,7,3,6,45,661,8,0,4,3,0,0,0,0,0,0,0,6
211110015001,742,651,44,15,0,0,0,0,0,32,0,57,7,662,7,3,6,57,662,7,1,1,1,1,3,1,0,0,1,0,6
211110015002,589,533,21,11,1,0,0,0,1,22,0,48,12,513,0,7,9,48,513,12,4,0,0,0,0,0,0,0,0,0,9
211110015003,823,729,48,11,2,0,0,0,0,33,0,70,15,711,7,11,9,70,711,15,6,2,3,0,1,2,0,0,1,0,9
211110016001,469,397,33,12,0,1,0,0,0,26,0,56,15,358,1,22,17,56,357,15,20,1,0,0,0,2,0,0,0,0,17
211110016002,979,867,48,17,1,0,0,0,0,46,0,66,17,859,9,15,13,66,856,17,11,2,4,2,0,1,0,1,0,0,13
211110016003,440,376,35,12,0,0,0,0,0,17,0,48,8,376,3,3,2,48,376,8,2,0,0,0,2,0,0,1,0,0,2
211110017001,476,407,36,9,1,1,0,0,0,22,0,43,7,411,2,7,6,43,411,7,3,0,1,0,1,1,0,0,0,0,6
211110017002,529,468,36,7,0,0,0,0,0,18,0,49,7,456,5,4,8,49,456,7,4,1,4,0,0,0,0,0,0,0,8
211110017003,595,534,30,7,1,0,0,0,0,23,0,34,5,536,3,10,7,34,535,5,7,0,1,1,0,0,0,0,0,0,7
211110018001,884,768,55,13,0,0,0,0,0,48,0,82,11,759,7,7,18,82,759,11,4,1,3,2,0,2,0,1,0,0,18
211110021001,435,286,106,10,0,0,0,0,0,33,0,226,4,167,3,8,27,226,167,4,4,3,0,0,0,1,0,0,0,0,27
211110021002,430,263,103,17,2,0,0,0,0,45,0,350,4,44,1,5,26,350,44,4,3,1,0,0,0,1,0,0,0,0,26
211110021003,474,328,90,17,2,0,0,0,0,37,0,234,3,203,4,5,25,234,202,3,1,2,2,0,0,2,1,0,0,0,25
211110023001,315,206,69,9,0,0,0,0,0,31,0,206,3,80,1,5,20,206,80,3,5,0,0,1,0,0,0,0,0,0,20
211110023002,668,450,139,22,0,1,1,0,0,55,0,341,7,279,3,7,31,341,278,7,6,0,3,0,0,1,0,0,0,0,31
211110023003,320,230,56,9,1,0,0,0,0,24,0,140,2,163,1,0,14,140,163,2,0,0,0,1,0,0,0,0,0,0,14
211110024011,617,520,46,16,0,0,0,0,0,35,0,90,6,491,5,5,20,90,491,6,3,2,2,1,0,0,0,0,0,0,20
211110024012,992,839,70,19,0,0,0,0,0,64,0,103,21,829,10,11,18,103,829,21,6,1,6,1,2,3,0,0,1,1,18
211110024021,652,556,43,9,1,0,0,0,0,43,0,108,6,513,3,2,20,108,512,6,2,0,1,0,1,0,0,0,0,0,20
211110024022,1097,964,54,18,1,0,0,0,0,60,0,112,12,939,12,6,16,112,939,12,4,4,5,1,0,1,0,1,0,0,16
211110027001,666,558,45,14,2,0,0,0,0,47,0,155,11,488,1,3,8,155,487,11,2,0,0,0,1,0,0,0,0,0,8
211110027002,629,532,42,14,0,1,0,0,0,40,0,66,12,499,1,34,17,66,499,12,30,1,0,0,0,3,1,0,0,0,17
211110027003,623,538,46,8,0,0,0,0,0,31,0,59,5,536,3,10,10,59,535,5,8,1,2,0,0,0,1,0,0,0,10
211110028001,527,438,44,11,1,1,0,0,0,32,0,84,8,414,4,8,9,84,414,8,5,2,1,0,1,0,0,0,0,1,9
211110028002,733,614,70,17,2,0,0,0,0,30,0,130,8,574,3,1,17,130,572,8,1,1,0,2,0,0,0,0,0,0,17
211110030001,602,440,98,14,0,0,0,0,0,50,0,182,12,377,6,7,18,182,377,11,6,2,2,0,1,0,0,0,0,0,18
211110030002,686,597,53,11,0,0,0,0,0,25,0,165,9,492,1,5,14,165,492,9,3,0,0,0,1,1,0,0,0,0,14
211110035011,938,602,202,52,11,1,2,0,0,68,0,579,36,206,16,25,76,579,206,36,14,3,8,2,1,4,0,1,1,2,76
211110035021,769,651,73,5,0,2,0,0,0,38,0,104,13,618,4,15,15,104,618,13,12,1,1,1,0,2,0,1,0,0,15
211110036001,848,621,138,34,2,1,0,2,0,50,0,413,24,342,6,11,52,413,342,24,4,3,1,2,0,2,2,0,1,0,52
211110036002,366,273,53,13,0,0,0,0,0,27,0,160,10,167,8,4,17,160,167,10,1,2,3,2,0,1,0,0,1,0,17
211110036003,501,374,76,11,2,0,0,0,0,38,0,184,8,283,6,4,16,184,283,8,3,1,3,0,0,0,0,2,0,0,16
211110036004,863,615,154,37,3,0,0,0,0,54,0,397,28,352,11,27,48,397,352,28,21,4,2,2,1,1,0,1,1,1,48
211110036005,486,359,77,18,0,1,0,0,0,31,0,194,19,247,2,8,16,194,246,18,4,1,1,0,0,0,0,0,0,0,16
211110037001,725,519,109,34,5,1,0,0,0,57,0,279,25,356,6,18,41,279,356,25,14,2,2,1,1,1,1,0,0,0,41
211110037002,562,401,96,25,6,0,0,0,0,34,0,221,15,293,5,4,24,221,292,15,4,1,1,2,1,0,0,0,0,0,24
211110038001,610,400,131,27,2,0,1,0,0,49,0,414,29,132,1,5,29,414,132,29,1,0,1,0,0,1,0,0,0,0,29
211110038002,533,339,127,24,1,0,0,0,0,42,0,361,12,104,5,14,37,361,104,12,10,2,0,2,0,0,0,1,0,1,37
211110038003,573,378,138,19,2,0,0,0,0,36,0,382,12,124,2,10,43,382,123,12,5,0,1,1,0,1,1,0,0,1,43
211110038004,513,333,124,19,3,1,0,0,0,33,0,370,18,85,0,4,36,370,85,18,0,0,0,0,0,2,1,0,0,0,36
211110039001,669,488,112,21,3,1,1,0,0,43,0,327,40,249,1,8,44,327,248,38,6,0,0,1,0,1,0,0,0,0,44
211110039002,649,454,121,27,2,0,0,0,0,45,0,372,24,214,1,8,30,372,214,24,8,1,0,0,0,0,0,0,0,0,30
211110039003,1003,682,200,41,3,1,0,0,0,76,0,600,24,297,3,16,63,600,297,24,14,0,1,2,0,1,0,0,0,0,63
211110040001,438,294,93,15,1,0,1,0,0,34,0,315,19,73,2,10,19,315,73,19,7,0,0,0,1,0,0,1,0,1,19
211110040002,595,395,140,19,1,2,0,1,0,37,0,414,11,113,5,6,46,414,113,10,5,0,0,1,2,1,0,1,0,0,46
211110041001,506,324,117,28,4,1,0,0,0,32,0,354,15,85,5,10,37,354,85,15,10,1,0,1,1,0,0,2,0,0,37
211110041002,541,365,118,18,5,2,0,2,0,31,0,374,13,95,11,5,43,374,94,13,2,6,1,2,0,0,1,1,0,0,43
211110041003,504,297,129,27,5,2,0,0,0,44,0,323,21,94,11,13,42,323,94,21,10,2,4,4,1,0,0,0,0,0,42
211110043011,695,501,130,19,0,0,0,0,0,45,0,343,29,249,7,16,51,343,249,29,12,3,3,1,0,2,1,0,0,0,51
211110043012,377,310,31,8,0,0,0,0,0,28,0,47,4,274,7,38,7,47,274,4,34,1,5,1,0,0,1,0,2,0,7
211110043013,641,533,59,14,0,0,0,0,0,35,0,90,8,496,6,31,10,90,496,8,25,3,2,0,1,2,0,0,0,0,10
211110043014,591,462,75,19,1,0,0,0,0,34,0,152,9,402,4,6,18,152,402,9,4,1,1,2,0,0,0,0,0,0,18
211110043021,704,486,147,17,1,1,0,0,0,52,0,385,32,242,2,13,30,385,240,32,11,0,1,1,0,0,0,0,0,0,30
211110044001,901,589,193,42,3,0,1,0,1,72,0,562,53,194,17,17,58,562,194,53,10,6,0,10,0,2,0,0,1,1,58
211110044002,958,599,257,41,4,0,0,0,0,57,0,710,32,104,24,12,76,710,104,32,9,5,2,14,2,0,0,0,0,0,76
211110044003,604,384,153,33,1,0,1,0,0,32,0,441,25,53,24,13,48,441,52,24,12,3,1,19,0,0,0,0,0,0,48
211110044004,459,286,128,12,1,0,0,0,0,32,0,364,28,15,7,2,43,364,15,28,2,0,0,6,1,0,0,0,0,0,43
211110045001,933,608,233,30,2,0,1,1,0,58,0,549,49,218,34,20,63,549,218,49,16,6,1,19,2,1,0,2,0,1,63
211110045002,675,447,144,26,2,2,1,0,0,53,0,430,28,131,29,7,50,430,130,28,7,7,2,18,1,0,0,0,0,0,50
211110045003,457,280,128,17,2,0,0,0,0,30,0,329,12,58,8,18,32,329,58,12,12,2,0,6,0,0,0,0,0,0,32
211110046001,586,386,138,23,2,0,0,0,0,37,0,343,23,88,58,20,54,343,88,23,16,19,1,34,1,1,1,0,1,0,54
211110046002,995,583,294,34,2,2,0,1,0,79,0,685,61,47,108,20,74,685,46,61,16,13,5,82,0,1,2,1,0,0,74
211110046003,892,578,232,33,4,0,0,0,0,45,0,646,32,84,28,9,93,646,84,32,8,6,1,18,1,0,0,0,0,0,93
211110049000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211110049001,902,614,152,52,10,0,0,0,0,74,0,468,45,273,13,22,81,468,270,45,15,5,5,0,2,3,0,1,1,0,81
211110049002,333,245,52,9,1,0,0,0,1,25,0,101,10,200,7,2,13,101,200,10,1,3,4,0,0,0,0,0,0,0,13
211110049003,1044,675,244,56,6,1,1,0,0,61,0,692,34,162,27,17,112,692,162,34,11,3,13,2,5,2,1,2,0,0,112
211110050001,609,484,72,18,2,0,0,0,0,33,0,224,18,316,7,10,34,224,313,17,7,1,5,0,1,2,0,0,0,0,34
211110050002,656,483,112,21,1,0,0,1,0,38,0,354,24,225,4,6,43,354,224,24,0,2,1,0,0,2,1,1,2,0,43
211110051001,670,489,107,31,4,0,0,0,0,39,0,311,22,283,2,15,37,311,281,22,14,1,0,1,0,1,0,0,0,0,37
211110051002,1030,719,187,51,3,2,1,0,1,66,0,552,15,375,7,3,78,552,374,14,1,3,2,0,1,1,0,1,0,0,78
211110051003,895,647,133,52,6,0,0,0,0,57,0,428,19,356,10,9,73,428,356,19,2,3,2,1,3,0,1,1,3,0,73
211110052001,1091,811,133,61,6,4,0,2,0,74,0,711,30,209,12,16,113,711,209,30,8,8,1,0,0,5,0,1,0,0,113
211110052002,747,544,100,48,10,4,0,1,0,40,0,495,24,130,15,14,69,495,129,24,6,8,4,0,1,1,3,0,0,1,69
211110052003,930,683,126,49,6,2,0,1,0,63,0,518,27,293,5,13,74,518,293,27,7,1,2,0,0,3,0,2,0,1,74
211110053001,842,613,112,56,6,2,0,0,0,53,0,501,26,197,12,24,82,501,197,25,18,3,2,3,2,2,0,0,2,2,82
211110053002,362,220,73,36,4,1,0,0,0,28,0,255,8,28,10,5,56,255,28,8,2,3,4,0,3,1,0,0,0,0,56
211110056001,727,525,129,20,2,0,0,0,0,51,0,257,35,196,80,100,59,257,196,35,85,23,0,48,6,1,3,0,0,0,59
211110056002,203,168,21,4,0,0,0,0,0,10,0,41,13,84,10,43,12,41,84,13,34,3,0,5,2,0,7,0,0,0,12
211110056003,647,380,185,30,1,0,0,1,0,50,0,496,24,46,25,7,49,496,46,24,3,8,0,14,1,2,0,0,1,0,49
211110059011,781,611,101,18,1,0,0,0,0,50,0,194,25,524,7,11,20,194,524,25,5,1,4,0,0,0,2,1,0,0,20
211110059012,945,703,124,36,4,1,0,0,1,76,0,463,23,362,17,9,71,463,362,23,3,7,9,0,0,2,0,1,2,0,71
211110059021,851,549,172,48,9,1,0,0,0,72,0,600,26,135,3,8,79,600,135,26,4,1,0,1,0,2,0,0,2,0,79
211110059022,328,261,32,12,0,0,0,1,0,22,0,78,8,221,2,6,13,78,221,8,3,0,1,0,0,1,1,1,0,0,13
211110059023,612,465,74,24,6,1,0,0,0,42,0,158,13,384,9,6,42,158,384,13,1,3,2,2,0,2,0,2,0,2,42
211110062001,708,596,53,15,3,2,0,0,0,39,0,159,11,480,10,5,43,159,480,9,5,5,4,0,0,0,0,1,0,0,43
211110062002,767,624,78,23,0,1,0,1,0,40,0,244,16,446,5,27,29,244,446,16,23,0,3,1,0,2,0,1,1,0,29
211110063001,888,633,146,46,8,4,0,1,0,50,0,728,20,43,8,7,82,728,43,20,0,1,1,3,1,3,0,2,1,0,82
211110063002,557,415,79,28,3,0,0,0,0,32,0,450,16,30,8,6,47,450,30,15,3,2,5,0,0,2,0,1,0,0,47
211110064001,772,526,141,45,8,1,0,0,0,51,0,640,21,11,8,15,77,640,11,21,8,0,3,2,2,2,0,0,0,0,77
211110064002,818,578,140,34,3,5,0,0,0,58,0,678,23,9,10,17,81,678,9,21,6,4,1,1,1,3,1,0,0,0,81
211110065001,506,374,73,21,0,1,0,0,0,37,0,175,13,288,3,8,19,175,288,12,8,1,2,0,0,0,0,0,0,0,19
211110065002,502,385,63,19,6,0,0,2,0,27,0,171,12,270,5,9,35,171,270,11,5,1,1,1,2,1,0,0,0,0,35
211110065003,399,296,49,20,6,2,1,0,0,25,0,159,7,214,1,4,14,159,214,7,4,1,0,0,0,0,0,0,0,0,14
