BlockGroupID,total_reg,party_rep,party_npp,party_dem,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_64,eth2_81,eth2_34,eth2_10,eth2_30,eth2_unk
300290006023,827,494,166,167,0,0,712,16,2,7,11,79,712,16,0,6,2,0,79
300290007001,430,280,82,68,0,0,370,4,0,0,4,52,370,4,3,0,0,0,52
300290007002,860,382,310,168,0,0,706,29,2,7,10,106,706,29,0,2,0,1,106
300290007003,1146,569,388,189,0,0,941,24,0,12,13,156,941,24,2,3,3,2,156
300290007004,469,173,220,76,0,0,395,9,0,1,3,61,395,9,0,1,1,1,61
300290007005,617,303,200,114,0,0,483,26,0,7,16,85,483,26,0,7,2,0,85
300290008011,1129,621,175,333,0,0,952,27,0,9,8,133,952,27,3,3,1,1,133
300290008012,1889,1016,480,393,0,0,1630,32,0,4,28,195,1630,30,1,13,0,0,195
300290008021,1153,593,303,257,0,0,981,26,2,3,9,132,981,26,0,1,1,1,132
300290008022,831,487,127,217,0,0,698,14,0,13,7,99,698,13,0,3,3,0,99
300290008023,1114,663,206,245,0,0,947,20,0,6,11,130,947,20,0,8,2,2,130
300290008024,836,439,125,272,0,0,716,27,0,7,3,83,716,27,0,2,1,0,83
300290009011,1146,426,497,223,0,0,949,30,0,3,7,157,949,30,1,3,2,0,157
300290009021,867,440,178,249,0,0,708,24,0,9,16,110,708,24,0,5,4,4,110
300290009022,551,325,113,113,0,0,480,8,0,2,8,53,480,6,2,5,1,1,53
300290009031,747,373,200,174,0,0,617,10,1,6,11,102,617,10,0,2,1,1,102
300290009032,718,308,285,125,0,0,607,8,0,8,3,92,607,8,2,0,3,0,92
300290009033,571,259,193,119,0,0,469,19,0,7,4,72,469,17,0,2,2,1,72
300290010001,637,218,284,135,0,0,550,14,0,4,4,65,550,13,1,0,0,0,65
300290010002,580,139,343,98,0,0,481,19,0,2,3,75,481,18,0,1,1,0,75
300290011011,800,249,365,186,0,0,659,33,1,6,9,92,659,33,0,3,4,0,92
300290011012,705,244,334,127,0,0,602,15,1,2,3,82,602,15,0,2,0,0,82
300290011021,563,208,189,166,0,0,481,11,0,7,3,61,481,11,0,0,4,0,61
300290011022,445,236,75,134,0,0,372,4,0,10,6,53,372,4,0,3,2,0,53
300290011023,535,158,251,126,0,0,430,22,0,2,6,75,430,21,1,0,0,1,75
300290011024,427,116,223,88,0,0,371,17,0,1,5,33,371,17,0,0,0,0,33
300290012011,500,243,151,106,0,0,427,9,0,2,5,57,427,8,0,2,1,0,57
300290012012,1223,531,433,259,0,0,1006,38,0,11,14,154,1006,38,0,3,7,4,154
300290012021,1388,677,427,284,0,0,1147,34,1,4,23,179,1147,29,3,8,0,6,179
300290012022,723,375,181,167,0,0,603,18,0,6,3,93,603,17,0,2,1,0,93
300290012023,632,278,257,97,0,0,509,19,0,4,13,87,509,19,0,6,0,4,87
300290013031,637,367,128,142,0,0,544,11,0,5,7,70,544,10,0,2,1,0,70
300290013032,830,419,236,175,0,0,719,16,0,2,3,90,719,16,0,0,1,0,90
300290013041,518,257,133,128,0,0,428,12,0,1,7,70,428,12,0,4,1,0,70
300290013042,515,241,156,118,0,0,428,10,0,4,6,67,428,10,0,1,3,2,67
300290013043,636,411,74,151,0,0,557,6,0,2,6,65,557,6,0,0,0,0,65
300290013051,490,308,90,92,0,0,428,17,0,0,3,42,428,17,0,1,0,0,42
300290013052,674,413,86,175,0,0,595,17,0,5,3,54,595,17,0,0,2,1,54
300290013061,559,365,85,109,0,0,474,4,0,0,9,72,474,4,2,3,0,1,72
300290013062,967,557,152,258,0,0,823,21,0,6,9,108,823,21,0,7,3,1,108
300290013063,667,405,146,116,0,0,589,1,0,1,6,70,589,1,0,1,1,2,70
300290013064,695,433,95,167,0,0,583,16,0,2,8,86,583,16,0,2,0,0,86
300290014011,1197,680,298,219,0,0,1018,16,0,2,19,142,1018,16,0,13,1,2,142
300290014012,811,501,157,153,0,0,658,10,0,7,19,117,658,10,0,11,5,5,117
300290014021,920,422,307,191,0,0,753,18,0,3,11,135,753,17,0,6,2,2,135
300290014022,850,451,164,235,0,0,748,9,1,4,10,78,748,9,0,3,3,3,78
300290014023,625,343,142,140,0,0,539,9,0,0,6,71,539,9,1,1,0,0,71
300290017011,1227,730,251,246,0,0,1045,15,1,7,16,143,1045,15,0,7,3,3,143
300290017012,770,464,187,119,0,0,647,18,0,7,12,86,647,18,0,3,2,1,86
300290017013,1281,749,255,277,0,0,1112,11,0,1,5,152,1112,10,0,1,0,0,152
300290017021,1335,776,336,223,0,0,1105,36,0,15,11,168,1105,34,0,8,6,1,168
300290017031,654,381,187,86,0,0,544,12,0,1,11,86,544,12,3,8,0,0,86
300290017032,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
300290017033,856,479,187,190,0,0,710,20,0,2,6,118,710,20,0,2,0,0,118
300130001001,796,279,342,175,0,0,676,22,1,8,10,79,676,22,2,2,2,3,79
300130001002,487,198,197,92,0,0,386,28,0,3,8,62,386,27,0,2,0,2,62
300130002001,590,223,230,137,0,0,493,14,3,2,12,66,493,14,2,3,0,1,66
300130002002,665,252,283,130,0,0,543,17,0,7,5,93,543,17,1,0,2,1,93
300130002003,862,320,319,223,0,0,752,15,0,4,4,87,752,15,0,3,1,1,87
300130003001,275,60,171,44,0,0,223,13,0,2,3,34,223,13,1,1,2,0,34
300130003002,541,182,250,109,0,0,442,15,1,6,10,67,442,15,2,6,0,1,67
300130003003,403,110,182,111,0,0,319,18,1,2,8,55,319,18,0,1,1,0,55
300130003004,435,185,150,100,0,0,359,7,2,6,7,54,359,7,1,1,3,2,54
300130004001,450,115,247,88,0,0,373,15,0,3,9,50,373,15,4,1,3,0,50
300130004002,350,92,166,92,0,0,290,14,0,4,3,39,290,14,1,0,1,0,39
300130007001,360,57,227,76,0,0,276,16,0,5,6,57,276,16,4,1,0,1,57
300130007002,411,86,252,73,0,0,342,18,1,3,9,38,342,18,7,1,2,0,38
300130008001,417,72,248,97,0,0,343,11,3,3,3,54,343,11,1,0,2,1,54
300130008002,343,110,183,50,0,0,273,12,0,5,1,52,273,12,0,0,2,1,52
300130009001,407,128,169,110,0,0,338,17,0,3,4,45,338,17,0,3,0,0,45
300130009002,410,135,170,105,0,0,358,10,0,2,2,38,358,10,1,0,1,1,38
300130009003,383,47,257,79,0,0,302,21,0,3,5,52,302,19,3,0,0,0,52
300130009004,316,95,150,71,0,0,255,5,0,7,4,45,255,5,1,2,2,1,45
300130010001,683,274,189,220,0,0,562,25,1,5,8,82,562,23,1,2,1,3,82
300130010002,624,256,158,210,0,0,531,18,1,3,6,65,531,18,0,3,0,1,65
300130010003,356,130,108,118,0,0,283,16,0,1,2,54,283,16,0,2,0,0,54
300130010004,350,143,128,79,0,0,285,5,0,5,2,53,285,5,0,0,5,0,53
300130011001,451,128,196,127,0,0,359,20,3,2,11,56,359,20,4,0,1,0,56
300130011002,540,225,166,149,0,0,454,11,1,5,6,63,454,10,0,3,1,0,63
300130011003,617,284,173,160,0,0,512,15,0,2,7,81,512,15,0,3,0,0,81
300130011004,648,215,277,156,0,0,528,26,1,3,13,77,528,26,1,6,2,1,77
300130012011,35,4,24,7,0,0,29,2,0,2,1,1,29,2,0,1,0,0,1
300130012012,156,13,95,48,0,0,118,18,1,2,4,13,118,16,0,1,1,0,13
300130012021,109,8,55,46,0,0,76,11,1,0,3,18,76,11,0,0,0,2,18
300130012022,106,6,60,40,0,0,62,14,3,1,3,23,62,14,0,0,0,3,23
300130016001,328,79,189,60,0,0,275,17,0,2,3,31,275,17,0,1,0,1,31
300130016002,460,103,264,93,0,0,390,20,0,4,5,41,390,20,0,4,2,1,41
300130016003,469,137,250,82,0,0,396,16,0,0,6,51,396,16,0,0,0,2,51
300130016004,421,175,153,93,0,0,345,11,0,1,7,57,345,11,0,5,0,1,57
300130016005,337,97,183,57,0,0,296,3,0,3,2,33,296,3,0,0,0,1,33
300130017001,350,123,172,55,0,0,288,12,0,1,8,41,288,12,0,8,0,0,41
300130017002,548,275,165,108,0,0,454,11,0,2,2,79,454,11,1,0,0,0,79
300130017003,320,120,109,91,0,0,279,6,0,1,3,31,279,6,1,1,0,1,31
300130018001,460,211,163,86,0,0,396,6,1,7,6,44,396,6,0,3,4,2,44
300130018002,456,207,164,85,0,0,384,3,0,2,7,60,384,3,1,0,0,0,60
300130018003,415,185,142,88,0,0,348,6,0,0,9,52,348,6,0,6,0,1,52
300130018004,827,355,293,179,0,0,694,16,8,5,12,92,694,16,6,1,2,3,92
300130019001,935,422,298,215,0,0,790,36,0,4,8,97,790,36,0,3,0,0,97
300130019002,1347,605,400,342,0,0,1104,39,1,8,14,181,1104,38,1,3,0,2,181
300130019003,1713,722,526,465,0,0,1427,48,3,15,23,197,1427,48,1,6,2,3,197
300130021001,1044,497,266,281,0,0,874,14,0,13,15,128,874,14,0,6,6,0,128
300130021002,638,227,210,201,0,0,519,23,6,3,8,79,519,23,0,1,0,2,79
300130021003,870,294,383,193,0,0,717,15,1,9,17,111,717,15,4,4,5,2,111
300130021004,375,55,220,100,0,0,308,10,1,2,3,51,308,10,1,0,0,1,51
300130022011,711,299,259,153,0,0,584,23,0,7,13,84,584,23,2,2,1,2,84
300130022012,1157,567,360,230,0,0,1000,17,0,6,15,119,1000,15,1,1,1,2,119
300130022021,316,61,202,53,0,0,256,11,2,5,5,37,256,11,1,1,1,3,37
300130022022,659,238,288,133,0,0,554,10,2,8,10,75,554,9,1,1,1,0,75
300130022023,701,296,266,139,0,0,583,17,2,0,11,88,583,16,3,2,0,1,88
300130023011,1589,887,165,537,0,0,1297,39,0,18,16,219,1297,39,2,6,8,3,219
300130023012,749,432,125,192,0,0,643,11,0,8,6,81,643,11,0,1,6,0,81
300130023013,1073,617,80,376,0,0,909,20,1,6,5,132,909,19,0,1,2,2,132
300130023021,1718,1068,156,494,0,0,1471,31,0,11,20,185,1471,29,0,8,4,5,185
300130101001,948,469,312,167,0,0,778,34,2,6,12,116,778,34,1,4,2,3,116
300130101002,451,154,213,84,0,0,382,10,1,2,4,52,382,10,2,1,2,1,52
300130101003,665,299,227,139,0,0,568,19,0,4,6,68,568,17,0,1,1,1,68
300130104001,393,172,148,73,0,0,329,11,0,2,3,48,329,11,0,0,0,0,48
300130104002,341,189,92,60,0,0,288,5,0,3,3,42,288,5,0,0,2,1,42
300130104003,484,267,128,89,0,0,416,6,0,3,5,54,416,6,2,2,1,0,54
300130106001,700,358,217,125,0,0,571,10,1,1,18,99,571,10,0,15,1,1,99
300130106002,567,273,217,77,0,0,455,8,0,6,9,89,455,8,0,6,0,1,89
300130106003,463,205,189,69,0,0,370,11,3,2,9,68,370,11,0,2,0,0,68
300130106004,605,344,144,117,0,0,502,13,0,3,3,84,502,13,0,0,0,0,84
300130107001,914,416,351,147,0,0,765,10,0,5,10,124,765,10,2,1,1,0,124
300130107002,747,295,329,123,0,0,628,9,0,2,5,103,628,9,0,2,1,0,103
300130107003,812,338,324,150,0,0,707,2,0,4,6,93,707,2,0,1,1,1,93
300130108001,382,88,199,95,0,0,302,18,0,3,7,52,302,18,2,0,1,1,52
300130108002,566,162,254,150,0,0,468,15,0,7,7,69,468,15,4,0,4,2,69
300130108003,268,20,204,44,0,0,214,9,0,2,4,39,214,9,3,0,0,0,39
300179613001,707,366,196,145,0,0,610,2,1,7,2,85,610,2,1,0,2,0,85
300179613002,732,398,190,144,0,0,591,10,1,12,14,104,591,10,0,1,2,0,104
300179615001,350,142,126,82,0,0,309,12,0,0,1,28,309,12,0,1,0,0,28
300179615002,520,231,219,70,0,0,432,12,1,5,7,63,432,11,0,2,1,0,63
300179616001,408,219,69,120,0,0,325,4,1,1,2,75,325,4,0,0,0,0,75
300179616002,596,270,197,129,0,0,510,14,0,3,9,60,510,14,0,5,0,0,60
300179616003,391,166,143,82,0,0,323,5,0,2,7,54,323,5,2,3,1,0,54
300179618001,479,264,95,120,0,0,402,8,0,2,7,60,402,8,0,0,1,1,60
300179618002,530,246,161,123,0,0,457,5,0,6,6,56,457,5,0,2,0,1,56
300179619001,619,370,106,143,0,0,488,5,0,6,12,108,488,5,1,6,3,0,108
300179619002,662,364,139,159,0,0,561,11,0,9,5,76,561,11,0,2,3,1,76
300179620001,425,150,190,85,0,0,363,11,1,1,4,45,363,11,1,2,0,0,45
300179620002,325,109,152,64,0,0,282,2,0,4,2,35,282,2,0,0,1,0,35
300179620003,350,156,123,71,0,0,289,10,0,7,4,40,289,10,0,1,3,3,40
300470001001,703,296,225,182,0,0,609,13,1,4,4,72,609,13,0,2,3,2,72
300470001002,477,231,147,99,0,0,411,4,1,7,5,49,411,4,0,0,0,0,49
300470002001,715,286,213,216,0,0,609,19,0,4,15,68,609,19,0,2,1,2,68
300470002002,460,196,154,110,0,0,380,9,0,1,3,67,380,9,0,3,1,0,67
300479403041,679,280,213,186,0,0,588,12,0,2,8,69,588,8,0,6,0,1,69
300479403042,835,182,447,206,0,0,673,35,0,3,7,117,673,35,4,0,1,2,117
300479403051,844,337,251,256,0,0,692,19,0,3,7,123,692,19,3,1,0,3,123
300479403052,399,129,167,103,0,0,331,13,1,1,3,50,331,11,1,1,1,1,50
300479403053,1067,387,400,280,0,0,870,35,1,7,13,141,870,35,4,0,0,4,141
300479403061,805,305,287,213,0,0,679,27,0,5,12,82,679,27,2,3,0,5,82
300479403062,1043,394,358,291,0,0,815,26,0,8,12,182,815,24,7,0,3,3,182
300479403071,555,261,134,160,0,0,469,13,6,4,3,60,469,13,1,1,1,1,60
300479403072,564,86,368,110,0,0,443,22,0,10,6,83,443,20,4,1,2,0,83
300479403073,1051,455,290,306,0,0,913,21,2,12,5,98,913,17,4,1,5,0,98
300479404001,631,218,294,119,0,0,523,20,0,7,12,69,523,20,7,0,0,2,69
300479404002,656,146,349,161,0,0,486,26,2,4,15,123,486,26,12,1,1,1,123
300479404003,496,216,147,133,0,0,419,5,1,0,3,68,419,5,0,1,0,0,68
300479405001,809,406,220,183,0,0,677,23,0,6,7,96,677,23,1,0,0,1,96
300479405002,633,130,321,182,0,0,471,32,2,5,15,108,471,32,8,0,0,2,108
300479405003,785,290,288,207,0,0,601,43,0,4,13,124,601,43,10,0,0,0,124
300479405004,841,177,475,189,0,0,649,37,2,3,21,129,649,35,10,1,0,2,129
300479406001,858,289,390,179,0,0,696,18,0,3,21,120,696,18,6,4,0,2,120
300479406002,530,122,282,126,0,0,435,10,1,2,12,70,435,10,9,0,1,0,70
300479406003,480,154,202,124,0,0,411,7,0,2,11,49,411,7,9,0,0,0,49
300479406004,611,192,257,162,0,0,532,6,1,4,4,64,532,5,2,0,1,2,64
300479407001,468,128,188,152,0,0,401,15,0,3,8,41,401,14,7,1,1,0,41
300479407002,842,206,423,213,0,0,669,25,1,1,15,131,669,25,8,3,1,1,131
300750001001,370,194,101,75,0,0,304,4,15,2,2,43,304,4,0,2,0,0,43
300750001002,507,300,133,74,0,0,440,3,0,1,4,59,440,3,0,3,1,0,59
300959664001,1476,924,270,282,0,0,1237,15,1,9,17,197,1237,15,1,5,2,0,197
300959664002,409,202,127,80,0,0,344,3,1,2,2,57,344,3,1,0,0,0,57
300959664003,796,469,172,155,0,0,675,17,0,7,9,88,675,17,0,2,2,1,88
300959665001,655,356,169,130,0,0,543,15,1,5,7,84,543,15,0,1,1,1,84
300959665002,790,452,134,204,0,0,645,17,0,6,1,121,645,17,0,0,4,0,121
300959666001,1593,987,298,308,0,0,1358,24,0,8,13,190,1358,24,0,2,0,4,190
300959666002,521,345,84,92,0,0,452,4,2,3,2,58,452,4,0,0,1,0,58
300650001001,563,370,125,68,0,0,431,12,0,5,3,112,431,12,0,1,0,0,112
300650001002,630,407,118,105,0,0,538,17,0,6,7,62,538,15,0,3,1,0,62
300650001003,788,452,210,126,0,0,653,20,2,8,14,91,653,18,0,6,3,3,91
300650002001,544,272,172,100,0,0,460,7,0,3,8,66,460,7,0,0,0,1,66
300650002002,587,293,188,106,0,0,487,13,0,1,8,78,487,13,0,0,0,2,78
300770001001,670,381,168,121,0,0,595,6,0,0,4,65,595,6,0,1,0,1,65
300770001002,435,281,97,57,0,0,412,2,0,1,0,20,412,2,0,0,0,0,20
300770002001,366,166,125,75,0,0,322,8,0,1,2,33,322,8,0,0,0,0,33
300770002002,504,268,126,110,0,0,431,12,0,1,9,51,431,12,0,4,1,1,51
300770002003,496,267,143,86,0,0,440,6,0,4,3,43,440,4,0,3,3,0,43
300770002004,538,251,204,83,0,0,482,6,0,3,1,46,482,6,0,0,0,0,46
300770002005,589,354,108,127,0,0,530,2,0,2,6,49,530,1,0,1,1,3,49
300770002006,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
300050001001,1015,213,495,307,0,0,796,27,0,10,41,141,796,27,30,4,1,3,141
300050002001,875,314,377,184,0,0,694,21,0,3,9,148,694,21,4,3,1,0,148
300050002002,641,177,307,157,0,0,497,6,0,4,14,120,497,6,3,2,0,4,120
300059401001,434,37,282,115,0,0,292,20,7,7,14,94,292,20,11,3,2,0,94
300059402001,425,49,268,108,0,0,332,13,0,3,19,58,332,13,19,0,0,0,58
300059402002,242,37,141,64,0,0,181,2,0,3,17,39,181,2,17,0,0,0,39
300810001001,1064,567,205,292,0,0,938,16,0,1,2,107,938,16,1,0,0,1,107
300810001002,937,500,196,241,0,0,779,17,0,7,11,123,779,15,0,3,4,0,123
300810001003,1184,636,216,332,0,0,1012,27,0,6,13,126,1012,25,0,8,4,0,126
300810002011,969,526,215,228,0,0,802,19,0,7,10,131,802,19,0,2,1,2,131
300810002012,672,343,200,129,0,0,549,24,0,3,5,91,549,23,0,1,0,1,91
300810002013,540,227,197,116,0,0,472,13,0,2,0,53,472,10,0,0,0,0,53
300810002014,493,297,99,97,0,0,417,8,4,2,5,57,417,8,0,1,2,1,57
300810002031,1754,1050,305,399,0,0,1497,35,0,11,11,200,1497,35,0,2,4,2,200
300810002041,1282,735,262,285,0,0,1108,32,0,10,5,127,1108,32,0,2,5,0,127
300810002042,1267,722,229,316,0,0,1098,17,2,8,0,142,1098,17,0,0,3,0,142
300810002043,1535,882,349,304,0,0,1293,36,2,7,13,184,1293,34,0,3,1,0,184
300810003001,847,431,232,184,0,0,746,18,0,5,7,71,746,17,0,0,0,4,71
300810003002,1347,811,297,239,0,0,1132,32,0,8,23,152,1132,31,0,9,2,2,152
300810004011,1121,652,215,254,0,0,968,33,0,5,18,97,968,33,0,4,0,7,97
300810004012,650,352,122,176,0,0,556,18,0,3,4,69,556,18,0,2,0,0,69
300810004021,913,591,137,185,0,0,795,16,0,6,5,91,795,14,0,2,2,0,91
300810004022,1257,651,397,209,0,0,1092,28,0,6,10,121,1092,27,0,1,0,4,121
300810004023,782,482,145,155,0,0,670,13,0,3,8,88,670,13,0,1,0,2,88
300810004024,1326,861,156,309,0,0,1131,26,0,9,20,140,1131,22,2,4,0,3,140
300810005011,1024,596,205,223,0,0,876,13,0,6,14,115,876,13,0,3,1,8,115
300810005021,1069,584,201,284,0,0,933,17,1,5,5,108,933,15,0,3,1,1,108
300810005022,930,372,294,264,0,0,758,25,0,18,6,123,758,25,0,1,3,2,123
300810005023,1277,511,436,330,0,0,1092,35,3,4,15,128,1092,34,0,4,1,0,128
300810006011,1499,873,213,413,0,0,1273,34,0,4,15,173,1273,30,1,6,0,2,173
300810006021,470,221,134,115,0,0,400,12,0,2,1,55,400,11,0,0,0,0,55
300810006022,489,222,163,104,0,0,414,16,1,2,7,49,414,15,0,5,0,1,49
300810006023,1143,629,228,286,0,0,989,20,0,8,8,118,989,20,0,0,2,2,118
300810006024,996,466,332,198,0,0,824,32,0,12,12,116,824,32,0,4,2,2,116
300810007001,994,604,198,192,0,0,852,13,0,6,8,115,852,13,0,3,0,0,115
300810007002,499,248,189,62,0,0,427,11,0,1,3,57,427,8,0,0,0,1,57
300810008001,375,202,96,77,0,0,311,6,1,2,3,52,311,5,0,0,1,0,52
300810008002,528,281,163,84,0,0,446,9,7,0,6,60,446,9,0,5,0,1,60
301010001001,226,108,87,31,0,0,192,1,0,3,2,28,192,1,0,0,0,2,28
301010001002,414,214,116,84,0,0,333,14,0,0,3,64,333,14,1,0,0,0,64
301010002001,397,201,109,87,0,0,337,12,0,2,6,40,337,12,0,2,0,3,40
301010002002,333,142,136,55,0,0,282,5,0,4,2,40,282,4,0,0,4,2,40
301010002003,367,219,108,40,0,0,312,5,0,1,5,44,312,5,1,0,0,3,44
301010002004,365,202,96,67,0,0,318,11,0,2,4,30,318,11,2,1,1,0,30
301010002005,350,215,73,62,0,0,294,0,0,3,2,51,294,0,2,0,1,0,51
301019800001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300670001001,452,218,135,99,0,0,369,15,0,4,12,52,369,15,0,2,0,0,52
300670001002,906,387,304,215,0,0,760,21,0,4,18,103,760,20,0,5,0,2,103
300670002001,753,301,273,179,0,0,647,10,0,3,12,81,647,10,0,3,1,3,81
300670002002,712,303,199,210,0,0,599,9,2,6,2,94,599,9,0,0,2,2,94
300670002003,1613,647,563,403,0,0,1394,25,0,11,16,167,1394,25,0,3,3,3,167
300670002004,707,294,242,171,0,0,592,18,0,6,14,77,592,18,0,6,2,1,77
300670003001,910,345,384,181,0,0,779,20,1,7,9,94,779,19,0,1,0,1,94
300670003002,472,103,252,117,0,0,401,9,0,3,6,53,401,9,0,0,2,0,53
300670003003,776,108,513,155,0,0,647,12,0,3,11,103,647,12,0,5,0,4,103
300670004001,598,191,253,154,0,0,493,13,0,8,9,75,493,13,0,0,1,2,75
300670004002,716,197,339,180,0,0,609,10,0,5,6,86,609,10,0,1,1,0,86
300670004003,836,302,324,210,0,0,686,27,0,6,5,112,686,27,0,2,3,0,112
300670004004,741,180,379,182,0,0,618,25,0,4,5,89,618,24,0,2,1,0,89
300670004005,577,236,163,178,0,0,481,11,0,2,6,77,481,11,2,1,0,0,77
300670004006,601,135,332,134,0,0,501,21,0,1,6,72,501,21,0,0,0,1,72
300670005001,611,162,285,164,0,0,503,11,0,6,6,85,503,11,0,2,2,0,85
300670005002,650,240,226,184,0,0,542,17,0,5,3,83,542,13,0,2,1,1,83
300679806001,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
300690001001,328,178,106,44,0,0,275,3,0,1,3,46,275,3,0,0,1,0,46
300010001001,459,242,112,105,0,0,385,7,0,1,10,56,385,7,0,2,0,1,56
300010001002,439,236,126,77,0,0,380,7,0,2,1,49,380,7,0,0,0,0,49
300010002001,615,340,127,148,0,0,520,15,0,3,6,71,520,14,0,1,1,1,71
300010002002,672,360,151,161,0,0,560,23,0,5,1,83,560,21,0,1,1,0,83
300010002003,663,350,116,197,0,0,575,15,0,5,4,64,575,15,0,2,0,1,64
300010002004,737,423,166,148,0,0,628,11,3,4,4,87,628,11,0,3,0,0,87
300010003001,639,257,234,148,0,0,535,15,0,4,5,80,535,13,0,1,1,2,80
300010003002,605,208,274,123,0,0,528,8,2,1,7,59,528,8,1,1,0,2,59
300010003003,632,244,178,210,0,0,532,15,0,1,4,80,532,15,1,3,0,0,80
300010003004,751,331,180,240,0,0,613,18,0,5,3,112,613,18,0,1,1,0,112
300830701001,977,521,287,169,0,0,791,29,4,3,4,146,791,29,0,1,0,1,146
300830702001,653,363,162,128,0,0,530,14,0,3,7,99,530,14,0,6,1,0,99
300830703011,940,541,226,173,0,0,794,25,0,7,5,109,794,25,0,0,2,0,109
300830703012,1068,562,281,225,0,0,882,38,0,6,10,132,882,38,2,2,1,2,132
300830703021,794,407,249,138,0,0,682,16,0,4,7,85,682,16,2,1,2,1,85
300830703022,125,71,24,30,0,0,106,2,1,1,3,12,106,2,1,2,0,0,12
300830704001,630,449,84,97,0,0,504,16,0,6,8,96,504,16,0,3,1,4,96
300830704002,485,237,150,98,0,0,376,31,0,0,0,78,376,31,0,0,0,0,78
300830704003,711,434,180,97,0,0,572,17,1,7,13,101,572,17,3,7,0,0,101
