BlockGroupID,total_reg,party_dem,party_rep,party_npp,party_rin,party_lib,party_mnt,party_ain,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_93,eth2_64,eth2_30,eth2_34,eth2_23,eth2_10,eth2_unk
540990207001,1109,472,441,146,46,3,1,0,0,0,0,1034,4,2,5,1,63,1034,2,4,1,0,0,1,63
540990207002,474,206,185,59,16,6,2,0,0,0,0,447,2,0,1,0,24,447,0,2,0,0,0,0,24
540990207003,306,112,126,55,12,1,0,0,0,0,0,291,1,0,0,2,12,291,0,1,0,0,0,0,12
540990208001,419,198,155,46,17,3,0,0,0,0,0,411,1,0,0,0,7,411,0,1,0,0,0,0,7
540990208002,941,465,297,126,46,6,1,0,0,0,0,896,1,1,2,1,40,896,1,1,0,0,1,1,40
540990208003,551,260,170,78,43,0,0,0,0,0,0,521,2,1,2,0,25,521,1,2,0,0,1,0,25
540990208004,1072,483,380,140,58,7,2,0,0,2,0,1025,4,2,3,2,36,1025,2,4,0,0,2,0,36
540990209001,561,348,135,59,15,1,2,0,1,0,0,539,2,0,0,1,19,539,0,2,0,0,0,0,19
540990209002,371,188,109,56,17,0,1,0,0,0,0,347,3,1,2,0,18,347,1,3,0,0,0,0,18
540990209003,364,187,96,52,29,0,0,0,0,0,0,338,4,0,2,2,18,338,0,4,1,1,1,0,18
540990210001,363,203,107,36,16,0,0,0,0,1,0,350,0,0,0,0,13,350,0,0,0,0,0,0,13
540990210002,987,566,243,116,58,4,0,0,0,0,0,929,1,0,2,8,47,929,0,1,0,0,0,1,47
540990210003,1763,987,454,182,138,2,0,0,0,0,0,1658,12,7,7,1,78,1658,7,12,0,0,3,1,78
540159579001,1074,511,320,171,67,4,1,0,0,0,0,995,8,1,4,2,64,995,1,8,2,0,1,1,64
540159579002,750,350,213,106,76,2,2,0,1,0,0,696,5,1,2,4,42,696,1,5,1,1,1,1,42
540159580001,871,367,286,137,72,3,1,0,2,3,0,833,3,0,1,5,29,833,0,3,4,0,0,1,29
540159580002,1292,668,335,175,105,6,2,0,0,1,0,1218,6,1,1,10,56,1218,1,6,3,4,0,1,56
540159581001,393,150,139,69,30,4,0,0,0,1,0,371,1,0,0,0,21,371,0,1,0,0,0,0,21
540159581002,697,272,218,104,100,0,2,0,1,0,0,681,1,0,1,0,14,681,0,1,0,0,0,1,14
540159581003,390,143,141,52,54,0,0,0,0,0,0,376,1,1,1,0,11,376,1,1,0,0,0,0,11
540139626001,594,226,206,107,52,2,1,0,0,0,0,562,2,0,2,0,28,562,0,2,0,0,0,1,28
540139626002,422,143,151,87,39,2,0,0,0,0,0,396,1,0,1,1,23,396,0,1,0,1,0,0,23
540139626003,1123,462,323,209,117,10,2,0,0,0,0,1034,5,0,6,9,69,1034,0,5,2,6,1,2,69
540139627001,575,251,155,112,51,6,0,0,0,0,0,534,2,0,1,3,35,534,0,2,0,2,0,0,35
540139627002,584,242,194,117,30,0,1,0,0,0,0,540,1,0,2,2,39,540,0,1,0,1,0,2,39
540139627003,1053,514,239,232,62,6,0,0,0,0,0,943,5,1,4,4,96,943,1,5,0,1,1,1,96
540319701011,1023,315,394,294,11,4,2,0,0,3,0,903,6,0,2,3,109,903,0,6,1,1,0,1,109
540319701012,508,164,181,153,2,3,4,0,0,1,0,446,7,2,2,2,49,446,2,7,0,2,1,1,49
540319701021,851,337,304,201,2,3,2,0,0,2,0,773,4,1,1,5,67,773,1,4,2,0,0,1,67
540319701022,609,194,227,181,3,1,0,0,0,3,0,542,10,0,6,0,51,542,0,10,0,0,1,0,51
540319702011,504,225,138,131,4,5,0,0,0,1,0,374,29,32,5,4,60,374,32,29,4,0,1,1,60
540319702012,805,352,225,214,8,4,2,0,0,0,0,675,41,7,12,8,62,675,7,41,2,4,2,4,62
540319702021,410,138,161,109,1,1,0,0,0,0,0,370,2,1,2,1,34,370,1,2,0,0,0,0,34
540319702022,521,184,198,128,7,2,1,0,0,1,0,461,2,0,4,1,53,461,0,2,0,0,0,3,53
540319702023,329,116,112,95,3,2,1,0,0,0,0,286,14,3,0,4,22,286,3,14,1,0,0,0,22
540319703001,598,227,217,139,8,4,2,0,0,1,0,544,7,2,4,1,40,544,2,7,0,1,2,2,40
540319703002,613,228,199,170,7,7,2,0,0,0,0,494,40,20,0,2,57,494,20,40,1,0,0,0,57
540319703003,819,292,335,187,0,2,1,0,0,2,0,722,10,2,5,7,73,722,2,10,3,4,0,4,73
540319703004,719,219,283,205,3,6,3,0,0,0,0,631,9,0,1,3,75,631,0,9,1,2,0,1,75
540279682011,339,64,179,83,10,0,1,0,0,2,0,286,10,0,1,2,40,286,0,10,1,1,0,1,40
540279682012,637,136,323,159,11,4,1,0,0,3,0,546,10,0,14,2,65,546,0,10,0,0,3,1,65
540279682013,462,100,215,122,14,10,0,0,0,1,0,430,11,0,1,1,19,430,0,11,0,0,0,0,19
540279682021,458,89,225,123,15,3,2,0,0,1,0,404,3,0,0,3,48,404,0,1,2,1,0,0,48
540279682022,996,217,514,243,15,3,3,0,0,1,0,874,8,0,12,9,93,874,0,8,5,1,1,0,93
540279682023,418,77,201,121,10,5,4,0,0,0,0,356,6,3,3,0,50,356,0,6,0,0,2,0,50
540279683011,785,240,341,177,19,4,4,0,0,0,0,695,10,0,2,9,69,695,0,10,8,1,0,1,69
540279683012,452,101,253,92,4,2,0,0,0,0,0,400,16,0,1,3,32,400,0,16,2,1,0,1,32
540279683021,405,115,193,84,10,1,0,0,1,1,0,374,7,0,0,1,23,374,0,7,0,0,0,0,23
540279683022,274,55,131,78,3,5,0,0,0,2,0,222,5,0,3,6,38,222,0,5,0,3,0,0,38
540279683023,201,35,105,57,2,1,0,0,0,1,0,184,1,0,1,1,14,184,0,1,1,0,0,1,14
540279683024,233,52,117,57,3,3,1,0,0,0,0,204,3,0,5,1,20,204,0,3,1,0,2,3,20
540279684011,687,235,274,154,15,4,3,0,0,2,0,612,10,0,3,5,57,612,0,10,3,1,0,1,57
540279684012,440,91,238,94,15,2,0,0,0,0,0,394,3,0,0,4,39,394,0,3,1,1,0,0,39
540279684021,715,206,330,161,12,2,3,0,0,1,0,649,7,0,5,1,53,649,0,7,1,0,1,3,53
540279684022,640,204,260,159,13,3,0,0,0,1,0,558,12,1,6,7,56,558,1,12,2,0,0,2,56
540279685001,401,150,158,73,15,3,2,0,0,0,0,350,3,2,3,6,37,350,2,3,3,3,0,0,37
540279685002,590,166,265,138,10,3,5,0,0,3,0,537,3,1,3,3,43,537,1,3,2,0,1,0,43
540279685003,450,125,217,89,17,1,1,0,0,0,0,394,2,0,5,1,48,394,0,2,1,0,0,1,48
540279685004,400,123,182,77,10,6,0,0,0,2,0,367,3,0,2,0,28,367,0,3,0,0,0,0,28
540279686011,675,138,349,170,12,3,1,0,0,2,0,602,5,1,5,7,55,602,1,5,4,3,0,1,55
540279686012,288,64,145,71,4,2,2,0,0,0,0,251,8,1,1,1,26,251,1,8,1,0,0,1,26
540279686013,168,39,79,46,2,0,1,0,0,1,0,146,1,0,0,2,19,146,0,1,1,0,0,0,19
540279686021,700,152,336,187,18,6,0,0,0,1,0,628,15,2,1,6,48,628,2,14,1,0,0,1,48
540279686022,663,135,304,195,12,10,6,0,0,1,0,566,8,2,6,3,78,566,2,8,2,0,0,1,78
540279686023,625,130,307,173,7,4,3,0,0,1,0,549,8,0,3,1,64,549,0,8,1,0,0,0,64
540059582001,1303,558,404,249,86,2,3,0,0,1,0,1218,14,1,3,3,64,1218,1,14,1,0,0,1,64
540059582002,452,219,133,68,30,2,0,0,0,0,0,419,3,0,0,0,30,419,0,3,0,0,0,0,30
540059582003,712,317,227,121,40,5,1,0,0,1,0,665,11,0,2,1,33,665,0,11,1,0,2,0,33
540059583001,522,256,136,87,37,5,1,0,0,0,0,502,2,1,0,1,16,502,1,2,0,0,0,0,16
540059583002,258,113,71,50,23,1,0,0,0,0,0,248,0,0,0,1,9,248,0,0,1,0,0,0,9
540059583003,380,176,105,73,22,4,0,0,0,0,0,363,8,0,0,0,9,363,0,8,0,0,0,0,9
540059583004,499,241,137,73,43,4,1,0,0,0,0,459,10,2,1,0,27,459,2,10,0,0,0,0,27
540059584001,1817,978,393,313,119,11,2,0,0,1,0,1687,33,1,2,0,94,1687,1,33,0,0,0,0,94
540059585011,479,234,117,91,35,0,0,0,0,2,0,444,1,0,2,7,25,444,0,1,2,0,0,1,25
540059585012,959,490,244,172,43,5,5,0,0,0,0,898,10,0,5,11,35,898,0,10,0,3,2,3,35
540059585021,1560,763,397,269,120,8,2,0,0,1,0,1436,18,6,4,6,90,1436,6,15,3,1,1,1,90
540059585022,591,322,111,108,44,3,2,0,0,1,0,547,12,0,3,1,28,547,0,12,1,0,0,3,28
540059586001,268,158,57,44,7,1,1,0,0,0,0,239,7,1,0,1,20,239,1,7,0,1,0,0,20
540059586002,925,420,278,169,48,6,2,0,1,1,0,868,7,2,5,4,39,868,2,7,0,2,0,4,39
540059587001,1107,599,231,187,83,1,5,0,0,1,0,1018,11,7,2,7,62,1018,7,11,4,3,1,0,62
540059588001,1178,650,257,175,82,9,5,0,0,0,0,1083,13,21,2,4,55,1083,21,13,2,1,0,2,55
540059588002,654,323,164,122,40,5,0,0,0,0,0,622,6,1,3,0,22,622,1,6,0,0,0,2,22
540479536001,29,15,8,5,1,0,0,0,0,0,0,21,1,3,0,0,4,21,3,1,0,0,0,0,4
540479536002,962,636,110,162,53,1,0,0,0,0,0,771,13,103,3,9,63,771,103,13,2,7,1,1,63
540479538001,553,303,114,80,53,1,1,0,0,1,0,524,8,1,1,0,19,524,1,8,0,0,0,0,19
540479538002,1051,643,134,179,89,6,0,0,0,0,0,942,11,32,6,9,51,942,32,11,5,0,4,1,51
540479538003,210,108,31,48,23,0,0,0,0,0,0,195,2,0,1,0,12,195,0,2,0,0,1,0,12
540479538004,150,94,19,23,14,0,0,0,0,0,0,132,4,1,1,1,11,132,1,4,0,0,1,0,11
540479539001,76,40,12,15,8,0,0,0,0,1,0,68,2,1,0,2,3,68,1,2,1,0,0,0,3
540479539002,627,348,100,98,78,0,0,0,0,3,0,598,4,2,1,1,21,598,2,4,0,0,0,0,21
540479540001,540,272,99,113,53,1,0,0,0,2,0,513,8,2,2,0,15,513,2,8,0,0,1,0,15
540479540002,89,36,21,20,10,0,0,0,0,2,0,84,0,0,0,0,5,84,0,0,0,0,0,0,5
540479540003,779,314,218,155,89,1,0,0,0,2,0,749,3,3,2,0,22,749,3,3,0,0,0,0,22
540479542001,1004,570,166,189,73,1,3,0,1,1,0,960,3,6,2,1,32,960,6,3,0,1,2,0,32
540479545011,260,142,53,45,19,1,0,0,0,0,0,226,2,7,1,6,18,226,7,2,3,3,0,0,18
540479545012,435,273,62,62,35,1,0,0,0,2,0,387,5,21,0,1,21,387,21,5,1,0,0,0,21
540479545031,1700,978,267,299,143,6,3,0,2,2,0,1441,14,131,2,9,103,1441,131,14,4,1,1,1,103
540479545032,316,198,45,50,19,1,1,0,0,2,0,215,3,69,1,4,24,215,69,3,0,3,0,0,24
540479545033,924,565,115,178,64,1,0,0,0,1,0,740,11,106,5,7,55,740,106,11,6,0,1,3,55
540479545041,796,424,147,141,81,2,0,0,0,1,0,771,1,5,0,0,19,771,5,1,0,0,0,0,19
540479545042,464,257,79,82,44,0,1,0,0,1,0,446,4,0,1,2,11,446,0,3,0,2,0,1,11
540479545043,916,546,123,156,88,0,2,0,0,1,0,862,5,16,1,1,31,862,16,5,0,0,0,0,31
540479545044,388,185,74,90,37,2,0,0,0,0,0,369,2,4,0,2,11,369,4,2,0,0,0,0,11
540479545045,728,294,218,133,79,2,0,0,0,2,0,702,3,4,0,1,18,702,4,3,0,1,0,0,18
540610101011,292,132,63,87,2,6,2,0,0,0,0,233,6,4,3,10,36,233,4,5,4,4,2,1,36
540610101012,407,145,105,150,3,3,0,0,0,1,0,310,8,4,14,6,65,310,4,8,1,2,2,4,65
540610101031,196,94,33,63,1,4,0,0,1,0,0,149,6,2,2,4,33,149,2,6,3,1,0,0,33
540610101032,239,92,49,90,0,2,2,0,3,1,0,197,7,2,3,4,26,197,2,7,1,1,2,0,26
540610101033,316,125,61,123,3,3,0,0,0,1,0,240,9,8,2,13,44,240,8,9,7,1,0,1,44
540610101041,260,98,47,104,2,5,1,0,1,2,0,197,12,5,9,4,33,197,5,12,2,1,2,7,33
540610101042,460,162,127,153,3,10,3,0,1,1,0,356,23,10,7,13,51,356,10,22,1,2,1,2,51
540610101043,293,123,57,101,1,8,2,0,0,1,0,232,13,2,5,8,33,232,2,13,3,2,3,0,33
540610102021,327,139,67,109,5,6,1,0,0,0,0,250,12,7,8,3,47,250,7,12,0,0,4,3,47
540610102022,338,154,76,98,3,3,3,0,0,1,0,258,18,6,6,4,46,258,6,18,1,3,3,3,46
540610102023,403,184,122,89,3,3,1,0,0,1,0,332,4,5,8,7,47,332,5,4,4,1,4,3,47
540610102024,304,135,56,102,4,4,2,0,1,0,0,232,11,4,5,11,41,232,4,11,4,2,2,2,41
540610102025,342,161,51,112,7,7,1,0,0,3,0,269,12,4,5,7,45,269,4,12,3,1,1,2,45
540610102031,450,210,105,121,2,11,1,0,0,0,0,366,6,6,9,11,52,366,6,6,6,1,4,2,52
540610102032,374,145,109,114,2,4,0,0,0,0,0,293,10,3,13,16,39,293,3,9,12,1,7,4,39
540610102033,538,242,130,152,8,5,1,0,0,0,0,411,12,8,25,23,59,411,8,12,12,3,16,4,59
540610102041,2094,743,572,733,12,24,4,0,3,3,0,1601,65,23,44,72,289,1601,23,62,39,17,17,13,289
540610102042,522,187,129,193,1,7,2,0,2,1,0,389,18,6,10,15,84,389,6,18,8,3,4,2,84
540610104001,485,209,129,135,5,4,2,0,0,1,0,379,20,4,9,12,61,379,4,18,7,1,4,2,61
540610104002,536,246,151,130,7,1,0,0,0,1,0,439,11,4,13,21,48,439,4,11,7,11,4,4,48
540610104003,497,212,144,137,2,2,0,0,0,0,0,401,6,0,19,14,57,401,0,6,4,9,6,8,57
540610104004,404,196,102,95,4,6,0,0,0,1,0,309,6,10,12,14,53,309,10,6,6,4,8,3,53
540610104005,690,332,196,145,4,11,0,0,0,2,0,541,22,8,17,24,78,541,8,22,13,3,3,10,78
540610106011,709,286,192,209,15,5,1,0,1,0,0,518,22,21,33,43,72,518,21,22,25,5,18,7,72
540610106012,556,241,127,169,13,4,1,0,0,1,0,412,20,6,29,22,67,412,6,20,16,3,8,18,67
540610106013,686,262,212,189,14,8,1,0,0,0,0,500,11,27,29,31,88,500,27,11,21,5,16,8,88
540610106021,472,199,140,125,5,3,0,0,0,0,0,323,12,7,49,27,54,323,7,12,19,2,24,15,54
540610106022,544,207,176,142,6,10,3,0,0,0,0,424,17,8,18,20,57,424,8,16,17,2,5,8,57
540610107001,423,169,90,151,3,4,4,0,0,2,0,337,10,10,5,9,52,337,10,10,2,2,2,1,52
540610107002,433,209,101,114,3,6,0,0,0,0,0,344,16,28,2,2,41,344,28,16,0,1,0,2,41
540610107003,323,134,79,98,0,7,2,0,1,2,0,255,11,9,3,7,38,255,9,10,2,1,0,1,38
540610107004,411,163,118,111,7,7,1,0,1,3,0,340,2,13,6,6,44,340,13,2,1,0,1,1,44
540610107005,475,260,82,125,3,4,1,0,0,0,0,375,9,10,5,10,66,375,10,9,3,4,1,2,66
540610108001,667,297,185,158,8,17,2,0,0,0,0,552,15,16,6,9,69,552,16,15,4,1,2,4,69
540610108002,742,295,251,175,7,11,2,0,0,1,0,646,11,8,6,17,54,646,8,11,4,6,2,0,54
540610108003,891,275,343,246,11,9,4,0,1,2,0,716,22,4,25,23,101,716,3,21,21,1,9,10,101
540610108004,392,158,115,110,4,4,1,0,0,0,0,331,3,0,1,6,51,331,0,3,1,2,0,1,51
540610109011,712,403,116,175,4,12,1,0,0,1,0,583,14,0,17,15,83,583,0,14,3,2,1,4,83
540610109012,569,288,81,179,6,5,6,0,3,1,0,448,20,13,10,10,68,448,13,18,4,3,4,2,68
540610109013,535,291,91,134,6,7,1,0,2,3,0,438,16,12,10,7,52,438,12,16,3,1,5,1,52
540610109014,481,237,66,159,5,12,2,0,0,0,0,373,18,12,3,13,62,373,12,18,6,3,0,1,62
540610109021,585,301,100,161,14,6,2,0,0,1,0,490,10,10,6,6,63,490,10,9,3,1,3,2,63
540610109022,652,316,156,158,9,8,4,0,0,1,0,541,8,6,9,6,82,541,6,8,2,1,5,3,82
540610109023,802,349,232,202,8,10,0,0,1,0,0,676,14,4,15,22,71,676,4,14,4,11,4,7,71
540610109024,493,197,152,128,7,6,1,0,0,2,0,411,10,4,1,7,60,411,4,10,2,4,0,1,60
540610110001,686,310,172,191,6,6,1,0,0,0,0,547,21,24,15,7,72,547,24,21,2,2,0,2,72
540610110002,693,363,150,157,8,10,4,0,1,0,0,594,11,5,3,10,70,594,5,11,0,6,1,0,70
540610110003,393,163,115,96,4,9,5,0,0,1,0,323,9,17,3,3,38,323,17,9,1,1,0,0,38
540610110004,733,318,170,230,7,4,1,0,0,3,0,575,26,8,11,10,103,575,8,25,5,3,3,2,103
540610111001,1247,537,349,321,11,24,3,0,1,1,0,988,28,12,23,30,166,988,12,28,4,13,10,7,166
540610111002,575,268,168,122,9,7,0,0,0,1,0,468,11,21,0,9,66,468,21,11,2,5,0,0,66
540610111003,839,373,213,221,16,9,5,0,1,1,0,694,11,17,3,17,97,694,17,11,5,4,0,1,97
540610112001,597,264,165,153,9,2,3,0,0,1,0,516,16,2,5,5,53,516,2,16,2,1,0,0,53
540610112002,276,116,64,86,7,3,0,0,0,0,0,205,13,6,3,5,44,205,6,13,0,2,1,0,44
540610112003,541,269,136,118,9,7,1,0,0,1,0,442,9,11,3,8,68,442,11,9,0,4,0,3,68
540610113001,434,179,139,103,8,4,1,0,0,0,0,365,5,1,4,9,50,365,1,5,4,5,0,3,50
540610113002,451,171,168,101,3,6,0,0,0,2,0,401,4,3,2,8,33,401,3,4,1,6,0,2,33
540610113003,574,221,199,139,9,5,1,0,0,0,0,495,4,1,2,1,71,495,1,4,0,1,0,1,71
540610113004,488,176,177,122,11,2,0,0,0,0,0,440,3,0,2,10,33,440,0,3,0,6,2,0,33
540610113005,443,165,136,116,19,5,1,0,0,1,0,393,0,8,4,1,37,393,8,0,0,1,1,1,37
540610113006,457,152,182,107,12,4,0,0,0,0,0,387,6,0,0,4,60,387,0,6,0,1,0,0,60
540610114001,391,133,178,75,5,0,0,0,0,0,0,354,2,1,0,2,32,354,1,2,0,2,0,0,32
540610114002,392,168,151,60,6,3,4,0,0,0,0,353,3,0,6,1,29,353,0,3,0,0,1,0,29
540610114003,544,159,257,111,13,2,1,0,0,1,0,490,1,0,2,4,47,490,0,1,1,1,0,0,47
540610114004,494,186,211,81,13,3,0,0,0,0,0,438,3,1,4,5,43,438,1,3,0,0,0,0,43
540610114005,349,114,160,70,5,0,0,0,0,0,0,329,2,0,0,2,16,329,0,2,1,1,0,0,16
540610114006,412,163,146,97,5,0,1,0,0,0,0,382,5,0,1,0,24,382,0,5,0,0,0,1,24
540610115001,625,226,253,125,10,7,3,0,0,1,0,548,6,1,3,4,63,548,1,6,0,3,0,0,63
540610115002,733,276,296,143,12,4,0,0,0,2,0,642,3,2,5,8,73,642,2,3,5,3,2,0,73
540610115003,1001,404,332,241,8,14,2,0,0,0,0,836,9,7,9,37,103,836,7,9,8,21,1,0,103
540610115004,524,197,200,120,3,1,2,0,0,1,0,470,1,0,2,3,48,470,0,1,1,2,1,0,48
540610115005,728,307,202,205,7,4,3,0,0,0,0,624,9,12,1,15,67,624,12,9,0,14,0,0,67
540610116011,846,351,242,232,10,11,0,0,0,0,0,606,14,2,102,38,84,606,2,14,27,3,47,49,84
540610116012,658,253,174,200,13,15,2,0,0,1,0,515,13,17,22,19,72,515,17,13,13,3,5,12,72
540610116021,535,208,168,147,3,7,2,0,0,0,0,419,18,4,11,24,59,419,4,18,11,4,6,1,59
540610116022,1062,435,377,231,8,10,1,0,0,0,0,893,17,3,24,17,108,893,3,17,4,5,11,10,108
540610116023,605,236,177,177,3,11,1,0,0,0,0,482,10,3,13,33,64,482,3,9,23,1,3,8,64
540610117001,636,223,267,132,3,10,1,0,0,0,0,534,11,4,8,11,68,534,4,11,1,5,1,3,68
540610117002,1217,376,533,295,4,9,0,0,0,0,0,974,34,5,35,32,137,974,5,31,15,3,12,19,137
540610117003,491,191,183,100,12,2,2,0,0,1,0,421,12,0,3,3,52,421,0,12,0,0,0,0,52
540610117004,747,282,280,168,7,8,2,0,0,0,0,621,11,1,16,9,89,621,1,10,3,2,7,7,89
540610118031,524,182,196,128,14,4,0,0,0,0,0,479,8,0,3,3,31,479,0,8,0,3,1,1,31
540610118032,658,276,215,150,7,9,1,0,0,0,0,575,8,6,4,10,55,575,5,8,3,3,3,1,55
540610118033,611,217,225,150,10,6,2,0,0,1,0,513,8,2,6,12,70,513,2,8,4,4,1,5,70
540610118034,542,162,232,132,6,7,2,0,1,0,0,473,6,0,2,3,58,473,0,6,1,0,0,0,58
540610118041,1293,455,528,289,12,7,1,0,1,0,0,1084,24,1,16,28,140,1084,1,24,6,10,4,8,140
540610118042,627,223,248,144,5,6,1,0,0,0,0,556,1,3,6,12,49,556,3,1,4,6,2,2,49
540610118043,507,169,176,152,5,4,0,0,0,1,0,449,6,0,1,4,47,449,0,6,0,2,1,0,47
540610118044,446,127,218,95,5,0,0,0,0,1,0,414,4,0,2,2,24,414,0,4,1,1,0,0,24
540610118051,642,250,239,138,12,2,1,0,0,0,0,518,10,0,9,11,94,518,0,9,2,8,0,6,94
540610118052,1039,396,361,263,12,5,0,1,0,1,0,875,29,2,13,14,106,875,2,29,5,6,3,7,106
540610118053,2048,723,737,535,22,28,2,0,0,1,0,1665,52,13,28,55,235,1665,12,52,26,14,10,8,235
540610118054,549,228,174,134,4,7,1,0,0,1,0,465,3,0,3,14,64,465,0,3,2,8,0,0,64
540610118061,892,308,351,210,9,12,1,0,1,0,0,759,9,3,5,15,101,759,3,9,7,6,0,3,101
540610118062,953,318,372,250,5,7,1,0,0,0,0,769,29,0,23,22,110,769,0,29,9,8,7,5,110
540610118063,1075,385,421,244,13,9,2,0,1,0,0,889,22,6,11,21,126,889,6,22,5,12,4,4,126
540610118064,1061,393,406,245,4,11,2,0,0,0,0,838,30,0,34,39,120,838,0,30,22,5,22,7,120
540610119001,1055,373,415,248,13,3,2,0,0,1,0,911,13,0,1,21,109,911,0,13,6,7,0,0,109
540610119002,867,281,364,203,15,2,1,0,0,1,0,769,10,0,2,4,82,769,0,10,1,1,0,1,82
540610119003,1223,471,430,304,8,9,0,0,0,1,0,1036,15,10,16,18,128,1036,10,15,2,9,1,7,128
540610120001,293,127,76,81,7,2,0,0,0,0,0,233,6,2,14,5,33,233,2,6,4,1,3,6,33
540610120002,793,362,200,212,6,12,1,0,0,0,0,587,16,8,37,54,91,587,8,16,30,10,13,15,91
540610120003,685,335,165,172,9,4,0,0,0,0,0,509,26,13,51,20,66,509,13,26,11,2,27,13,66
540610120004,640,271,186,168,10,3,2,0,0,0,0,485,19,2,29,42,63,485,2,17,24,9,3,21,63
540390001001,710,381,139,167,18,4,1,0,0,0,0,476,9,181,2,3,39,476,178,9,2,0,2,0,39
540390002001,840,376,215,221,21,4,3,0,0,0,0,583,7,193,1,10,46,583,193,7,6,2,0,0,46
540390002002,577,274,165,121,12,2,2,0,0,1,0,434,9,100,1,6,27,434,100,9,2,0,1,0,27
540390003001,521,194,192,120,9,5,1,0,0,0,0,473,4,0,5,6,33,473,0,4,3,1,5,0,33
540390003002,368,151,126,85,2,2,2,0,0,0,0,333,7,2,3,5,18,333,2,7,1,3,0,0,18
540390003003,347,139,101,95,9,3,0,0,0,0,0,318,4,3,0,3,19,318,3,4,3,0,0,0,19
540390003004,475,201,149,114,6,5,0,0,0,0,0,420,7,2,3,8,35,420,2,7,8,0,1,2,35
540390005001,830,368,253,186,10,8,3,0,1,1,0,719,13,18,5,9,66,719,18,13,5,0,2,0,66
540390005002,694,329,149,198,13,4,1,0,0,0,0,548,6,81,4,8,47,548,81,6,5,2,1,1,47
540390006001,1290,697,290,268,17,15,3,0,0,0,0,1030,16,119,9,13,103,1030,117,15,9,3,5,1,103
540390006002,369,187,71,99,5,5,2,0,0,0,0,219,7,120,2,5,16,219,120,7,1,1,1,0,16
540390006003,522,283,107,125,5,2,0,0,0,0,0,396,5,59,5,9,48,396,59,5,5,3,1,1,48
540390006004,472,226,115,119,6,4,2,0,0,0,0,318,8,116,0,7,23,318,116,8,3,0,0,0,23
540390007001,352,207,52,86,7,0,0,0,0,0,0,186,7,142,2,1,14,186,142,7,0,0,1,1,14
540390007002,527,313,71,126,7,8,2,0,0,0,0,224,6,262,3,3,29,224,262,6,1,1,0,1,29
540390007003,519,312,66,120,12,8,1,0,0,0,0,219,3,264,2,1,30,219,264,3,0,0,0,1,30
540390008001,572,302,95,148,17,6,3,0,1,0,0,339,11,192,1,5,24,339,192,11,4,0,0,0,24
540390008002,665,381,109,158,9,6,2,0,0,0,0,385,11,218,12,9,30,385,218,11,3,4,5,3,30
540390009001,1108,555,198,311,18,12,14,0,0,0,0,657,20,341,9,14,67,657,341,20,5,5,3,3,67
540390011001,912,406,326,162,15,1,2,0,0,0,0,712,13,63,36,33,55,712,63,13,23,0,23,6,55
540390011002,488,214,125,130,14,3,2,0,0,0,0,371,13,44,13,7,40,371,44,13,5,1,11,2,40
540390011003,626,304,110,200,8,3,1,0,0,0,0,446,6,118,14,7,35,446,118,5,2,1,1,8,35
540390011004,407,187,122,90,7,0,0,0,0,1,0,266,4,98,3,11,25,266,98,4,8,1,0,0,25
540390011005,623,299,151,156,9,6,1,0,1,0,0,461,14,69,4,7,68,461,69,14,5,2,1,2,68
540390011006,337,190,65,72,6,3,1,0,0,0,0,252,5,53,2,3,22,252,53,5,2,1,1,1,22
540390012001,1236,700,144,343,32,9,8,0,0,0,0,703,27,399,8,17,82,703,398,27,11,2,3,2,82
540390013001,407,239,55,102,9,1,0,0,0,1,0,301,7,48,5,17,29,301,48,7,7,6,0,5,29
540390013002,442,247,78,103,8,4,2,0,0,0,0,355,3,26,6,6,46,355,26,3,2,0,2,3,46
540390013003,479,277,83,105,10,0,3,0,0,1,0,358,17,56,5,10,33,358,56,17,4,2,2,2,33
540390013004,428,239,75,94,15,4,0,0,0,1,0,335,10,34,1,14,34,335,34,10,8,2,1,0,34
540390015001,887,424,249,196,12,5,1,0,0,0,0,751,11,19,8,15,83,751,19,10,13,0,4,4,83
540390015002,487,212,178,85,12,0,0,0,0,0,0,409,11,5,13,11,38,409,5,10,11,0,3,2,38
540390015003,462,228,139,86,5,4,0,0,0,0,0,384,9,3,16,19,31,384,3,9,13,0,5,5,31
540390015004,686,318,176,178,11,2,1,0,0,0,0,595,3,13,10,32,33,595,13,3,23,3,3,5,33
540390015005,340,145,91,94,7,3,0,0,0,0,0,264,16,22,5,14,19,264,22,16,11,0,3,2,19
540390017001,455,243,127,69,13,2,0,0,0,1,0,387,4,6,13,9,36,387,6,4,6,2,8,1,36
540390017002,576,282,161,120,7,2,1,0,0,3,0,472,7,42,10,12,33,472,42,7,9,0,2,2,33
540390018001,527,254,164,97,6,4,2,0,0,0,0,445,10,23,8,15,26,445,23,10,13,0,4,1,26
540390018002,677,330,187,144,8,5,1,0,1,1,0,524,14,48,10,18,63,524,48,13,11,2,6,3,63
540390018003,663,273,208,164,9,7,2,0,0,0,0,515,11,26,15,41,55,515,26,11,35,0,13,0,55
540390019011,832,350,299,164,15,3,1,0,0,0,0,678,9,4,42,20,79,678,4,7,12,0,27,5,79
540390019012,602,223,232,133,10,4,0,0,0,0,0,515,15,3,24,21,24,515,3,12,19,2,16,2,24
