BlockGroupID,total_reg,party_dem,party_rep,party_npp,party_rin,party_lib,party_mnt,party_ain,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_93,eth2_64,eth2_30,eth2_34,eth2_23,eth2_10,eth2_unk
540239694003,300,56,177,65,2,0,0,0,0,0,0,259,1,1,0,0,39,259,1,1,0,0,0,0,39
540239694004,288,23,196,64,4,0,1,0,0,0,0,231,1,0,0,0,56,231,0,1,0,0,0,0,56
540239695001,1150,82,871,193,2,1,0,0,0,1,0,977,10,0,2,3,158,977,0,10,1,1,0,1,158
540239695002,1349,133,988,219,8,1,0,0,0,0,0,1173,8,0,5,0,163,1173,0,8,0,0,1,2,163
540239696001,487,77,273,127,8,1,1,0,0,0,0,423,8,1,3,3,49,423,1,8,3,0,2,0,49
540239696002,739,88,496,145,7,1,2,0,0,0,0,657,10,2,6,2,62,657,1,10,2,0,0,2,62
540239696003,622,66,410,133,10,3,0,0,0,0,0,553,4,1,9,3,52,553,1,4,3,0,2,3,52
540239696004,1174,111,820,220,15,5,3,0,0,0,0,1038,8,1,2,5,120,1038,1,8,5,0,1,0,120
541050301011,1455,515,582,310,41,4,2,0,1,0,0,1341,4,0,4,1,105,1341,0,4,0,0,0,0,105
541050301012,864,277,395,174,16,1,1,0,0,0,0,804,2,0,4,4,50,804,0,2,2,0,0,1,50
541050301021,574,186,246,127,8,6,0,0,1,0,0,540,1,1,4,1,27,540,1,1,0,0,0,1,27
541050301022,709,237,315,135,20,1,1,0,0,0,0,666,5,0,3,2,33,666,0,5,0,2,1,1,33
540490201001,300,128,58,85,20,6,1,0,0,2,0,228,3,36,0,8,25,228,36,3,0,1,0,0,25
540490201002,443,245,87,73,32,5,1,0,0,0,0,329,10,65,0,5,34,329,65,10,0,1,0,0,34
540490202001,365,169,81,92,17,3,0,0,1,2,0,287,11,17,4,8,38,287,17,11,2,1,2,0,38
540490202002,447,193,108,111,27,5,1,0,1,1,0,360,10,29,2,1,45,360,29,10,1,0,1,1,45
540490202003,1645,769,416,380,67,6,2,0,0,5,0,1398,24,20,6,8,189,1398,19,22,2,2,1,2,189
540490202004,268,122,57,68,17,4,0,0,0,0,0,219,6,8,3,3,29,219,6,6,0,2,1,1,29
540490203001,353,182,71,74,21,4,1,0,0,0,0,308,8,8,4,2,23,308,8,7,1,1,0,4,23
540490203002,477,246,125,82,19,5,0,0,0,0,0,391,15,4,1,10,56,391,4,15,0,0,0,0,56
540490203003,764,354,222,132,47,8,1,0,0,0,0,651,10,4,3,12,84,651,4,10,4,2,0,1,84
540490203004,789,396,213,115,57,3,5,0,0,0,0,660,19,0,8,21,81,660,0,17,3,16,1,2,81
540490203005,618,289,176,92,53,5,0,0,0,3,0,531,13,1,2,7,64,531,1,13,0,4,1,0,64
540490204001,1049,499,312,168,62,7,0,0,0,1,0,860,24,5,33,20,107,860,5,24,9,4,20,4,107
540490205001,473,256,88,86,33,7,1,0,0,2,0,281,10,149,2,6,25,281,145,10,3,3,0,1,25
540490205002,430,257,77,76,13,3,2,0,0,2,0,173,1,229,0,4,23,173,229,1,2,1,0,0,23
540490205003,424,204,119,65,31,3,2,0,0,0,0,347,3,28,1,12,33,347,28,3,1,5,0,0,33
540490206001,610,283,166,127,29,2,2,0,0,1,0,521,10,9,3,7,60,521,9,10,0,2,0,3,60
540490206002,347,153,96,75,22,1,0,0,0,0,0,297,3,6,3,2,36,297,6,3,0,0,0,0,36
540490207001,541,177,219,101,38,1,4,0,0,1,0,461,9,2,2,5,62,461,2,9,4,0,1,0,62
540490207002,772,321,246,155,39,7,1,0,1,2,0,667,11,8,2,6,78,667,8,10,2,2,1,0,78
540490207003,649,300,179,131,30,8,0,0,0,1,0,566,11,0,8,5,59,566,0,11,0,1,1,1,59
540490207004,561,234,145,135,37,5,2,0,1,2,0,482,9,2,1,8,59,482,2,8,1,4,0,0,59
540490208001,827,362,217,192,44,5,2,0,1,4,0,727,11,3,1,7,78,727,3,11,3,0,0,0,78
540490208002,570,246,174,107,32,6,1,1,1,2,0,478,9,2,1,3,77,478,2,9,1,0,0,1,77
540490208003,451,214,119,91,23,4,0,0,0,0,0,386,6,2,4,4,49,386,2,5,0,0,2,0,49
540490208004,588,253,163,118,49,3,0,0,0,2,0,496,9,2,5,13,63,496,2,9,0,3,1,2,63
540490209001,484,191,162,82,42,4,0,0,0,3,0,404,10,1,4,11,54,404,1,10,1,1,1,0,54
540490209002,485,218,141,86,29,9,2,0,0,0,0,423,8,5,3,14,32,423,5,8,2,7,0,1,32
540490209003,285,86,111,57,27,3,0,0,0,1,0,260,5,1,0,0,19,260,1,5,0,0,0,0,19
540490209004,897,356,322,140,70,3,4,0,0,2,0,794,13,0,3,5,82,794,0,13,1,0,0,1,82
540490209005,849,347,268,156,64,10,4,0,0,0,0,720,6,0,3,20,100,720,0,6,2,8,2,1,100
540490210011,548,223,181,100,34,6,3,0,0,1,0,484,8,1,1,7,47,484,1,8,0,1,0,0,47
540490210012,378,129,150,66,30,2,1,0,0,0,0,334,1,0,0,4,39,334,0,1,2,0,0,0,39
540490210013,680,271,251,110,44,3,1,0,0,0,0,608,5,0,4,3,60,608,0,5,2,0,1,1,60
540490210021,619,227,230,123,35,3,1,0,0,0,0,558,2,0,2,1,56,558,0,2,0,1,0,1,56
540490210022,669,244,245,111,61,4,0,0,1,3,0,590,8,0,0,0,71,590,0,8,0,0,0,0,71
540490211001,610,267,204,93,36,10,0,0,0,0,0,530,8,1,7,14,50,530,1,8,0,10,5,0,50
540490211002,941,421,297,151,66,3,1,0,0,2,0,809,12,5,2,12,101,809,5,12,0,5,1,1,101
540490211003,552,286,133,89,33,8,1,0,0,2,0,465,9,4,3,8,63,465,4,8,1,7,1,2,63
540490212011,767,296,292,125,46,6,2,0,0,0,0,648,16,0,5,9,89,648,0,16,1,6,1,1,89
540490212012,536,231,187,79,34,4,0,0,1,0,0,462,6,2,4,6,56,462,2,6,0,5,0,0,56
540490212013,938,357,342,154,80,5,0,0,0,0,0,817,7,1,12,7,94,817,1,7,2,1,4,4,94
540490212021,642,276,204,116,34,3,2,0,0,7,0,556,3,8,1,7,67,556,8,3,0,1,0,1,67
540490212022,730,326,207,137,59,1,0,0,0,0,0,619,9,1,3,16,82,619,0,9,4,6,2,1,82
540490213001,1165,572,301,201,82,6,0,0,1,2,0,969,16,10,1,11,158,969,10,14,0,5,0,0,158
540490213002,500,213,149,95,33,5,2,0,0,3,0,437,2,3,1,2,55,437,3,2,0,1,0,1,55
540490213003,518,268,108,105,30,6,0,0,0,1,0,428,8,22,3,7,50,428,22,8,0,3,2,0,50
540490214001,790,373,216,136,62,2,0,0,0,1,0,686,9,0,1,13,81,686,0,9,1,0,0,0,81
540490214002,255,108,55,66,20,5,1,0,0,0,0,200,4,27,1,0,23,200,27,4,0,0,0,0,23
540490215001,617,303,151,105,54,3,0,0,1,0,0,514,2,0,1,6,94,514,0,2,0,3,0,0,94
540490215002,772,350,211,146,58,5,1,0,1,0,0,701,6,0,2,6,57,701,0,6,0,0,2,0,57
540490215003,402,179,97,85,35,5,1,0,0,0,0,348,6,1,0,5,42,348,1,6,0,1,0,0,42
540490215004,588,289,166,98,29,2,3,0,0,1,0,472,7,42,5,10,52,472,42,7,1,5,0,0,52
540490216011,590,249,187,113,36,3,0,0,1,1,0,535,2,0,0,2,51,535,0,2,0,0,0,0,51
540490216012,505,200,180,95,22,5,1,0,0,2,0,425,8,0,5,9,58,425,0,8,2,0,0,3,58
540490216021,589,237,199,110,38,2,1,0,0,2,0,550,2,0,2,1,34,550,0,2,1,0,0,2,34
540490216022,727,326,195,146,55,3,1,0,0,1,0,638,6,1,1,15,66,638,1,6,0,11,0,1,66
540490217001,626,267,205,107,37,7,1,0,1,1,0,558,1,0,0,2,65,558,0,1,0,2,0,0,65
540490217002,827,338,245,160,74,5,0,1,3,1,0,717,14,0,4,11,81,717,0,14,1,7,0,1,81
540490218001,425,150,151,87,34,2,0,0,0,1,0,393,2,0,2,2,26,393,0,2,0,0,1,0,26
540490218002,564,240,169,115,34,4,1,0,1,0,0,512,4,0,0,4,44,512,0,4,0,4,0,0,44
540490218003,546,200,192,118,34,0,1,0,0,1,0,481,1,0,2,0,62,481,0,1,0,0,0,2,62
540439554011,711,293,243,145,27,1,0,0,1,1,0,662,10,0,0,1,38,662,0,10,0,0,0,0,38
540439554012,879,326,306,203,32,8,2,0,0,2,0,825,8,1,2,11,32,825,1,8,3,2,1,1,32
540439554013,273,109,100,45,15,1,2,0,1,0,0,266,3,0,0,0,4,266,0,3,0,0,0,0,4
540439554021,524,231,167,101,24,1,0,0,0,0,0,483,8,0,0,2,31,483,0,8,1,1,0,0,31
540439554022,600,254,192,125,21,6,2,0,0,0,0,564,5,0,2,2,27,564,0,5,1,0,0,2,27
540439554023,559,260,166,103,25,5,0,0,0,0,0,535,0,0,2,1,21,535,0,0,1,0,1,0,21
540439555001,421,200,137,68,15,1,0,0,0,0,0,395,5,0,0,0,21,395,0,5,0,0,0,0,21
540439555002,430,202,136,80,9,3,0,0,0,0,0,407,2,0,0,3,18,407,0,2,3,0,0,0,18
540439555003,433,207,117,93,9,6,0,0,0,1,0,408,2,0,1,1,21,408,0,2,1,0,1,0,21
540439555004,453,219,120,94,17,3,0,0,0,0,0,411,4,1,0,2,35,411,1,4,0,0,0,0,35
540439556001,1113,473,365,217,49,8,1,0,0,0,0,1046,8,2,3,0,54,1046,2,8,0,0,0,0,54
540439556002,715,282,240,165,23,5,0,0,0,0,0,676,4,0,3,1,31,676,0,4,1,0,0,2,31
540439556003,338,143,123,63,7,1,1,0,0,0,0,315,2,1,0,1,19,315,1,2,0,0,0,0,19
540439556004,228,117,62,36,10,3,0,0,0,0,0,213,5,0,0,0,10,213,0,5,0,0,0,0,10
540439557001,825,484,163,128,48,0,1,0,0,1,0,784,11,0,1,0,29,784,0,11,0,0,0,0,29
540439557002,1048,606,238,150,52,1,1,0,0,0,0,985,9,2,2,1,49,985,2,9,0,0,1,0,49
540439557003,239,112,69,40,16,2,0,0,0,0,0,234,1,0,0,0,4,234,0,1,0,0,0,0,4
540439558001,378,181,97,79,19,2,0,0,0,0,0,363,3,0,0,2,10,363,0,2,2,0,0,0,10
540439558002,468,227,135,84,21,0,1,0,0,0,0,442,8,1,2,4,11,442,1,8,1,0,1,1,11
540439558003,483,204,131,121,22,3,2,0,0,0,0,456,3,0,0,4,20,456,0,3,0,3,0,0,20
540439558004,800,372,236,145,45,0,2,0,0,0,0,744,14,1,1,2,38,744,1,5,2,0,1,0,38
540790201001,507,136,244,101,25,1,0,0,0,0,0,459,2,0,1,0,45,459,0,2,0,0,0,0,45
540790201002,800,252,379,138,26,4,1,0,0,0,0,738,8,1,1,1,51,738,1,8,0,0,0,0,51
540790201003,283,115,111,38,11,8,0,0,0,0,0,270,0,0,0,0,13,270,0,0,0,0,0,0,13
540790201004,468,151,189,91,25,10,2,0,0,0,0,417,1,0,2,0,48,417,0,1,0,0,1,1,48
540790201005,403,175,150,50,25,3,0,0,0,0,0,374,2,1,1,1,24,374,1,2,0,0,0,0,24
540790202001,669,205,326,106,21,8,3,0,0,0,0,629,5,0,3,0,32,629,0,5,0,0,0,1,32
540790202002,584,143,284,129,23,3,2,0,0,0,0,545,6,0,1,4,28,545,0,6,1,1,1,0,28
540790202003,1052,297,494,199,41,13,4,0,0,4,0,961,10,0,2,2,77,961,0,10,0,2,1,0,77
540790202004,1074,351,481,190,43,8,1,0,0,0,0,987,7,0,3,4,73,987,0,7,2,0,2,1,73
540790203001,803,210,394,170,25,2,1,0,0,1,0,728,9,0,5,8,53,728,0,9,2,5,0,1,53
540790203002,679,183,336,128,26,2,3,0,0,1,0,631,5,0,4,4,35,631,0,5,3,1,1,3,35
540790203003,1702,416,885,343,37,18,3,0,0,0,0,1535,20,3,11,20,113,1535,3,20,12,0,5,2,113
540790204001,1528,396,803,274,44,9,1,0,0,1,0,1413,6,3,9,11,86,1413,3,6,5,2,1,3,86
540790204002,1402,371,688,288,46,7,2,0,0,0,0,1276,12,0,6,3,105,1276,0,12,1,0,0,3,105
540790204003,1355,348,673,278,40,14,1,0,0,1,0,1198,25,3,16,11,102,1198,3,25,3,8,4,4,102
540790204004,521,139,273,95,8,4,1,0,1,0,0,458,11,0,1,5,46,458,0,11,2,3,0,1,46
540790205001,842,280,347,169,28,16,2,0,0,0,0,788,4,1,2,3,44,788,1,4,2,0,0,0,44
540790205002,539,211,214,86,24,3,1,0,0,0,0,504,2,2,0,0,31,504,2,2,0,0,0,0,31
540790205003,1563,534,633,325,52,15,1,1,0,2,0,1423,9,4,2,12,113,1423,4,9,8,0,0,0,113
540790205004,491,172,191,100,18,10,0,0,0,0,0,452,6,3,3,2,25,452,3,6,0,2,1,0,25
540790205005,354,133,129,81,7,3,1,0,0,0,0,320,10,0,0,0,24,320,0,10,0,0,0,0,24
540790206011,727,208,335,155,24,4,1,0,0,0,0,670,10,0,6,6,35,670,0,10,1,2,3,1,35
540790206012,1729,488,834,330,61,15,1,0,0,0,0,1555,14,4,18,14,124,1555,3,14,7,1,8,4,124
540790206013,1890,520,967,348,41,11,2,0,0,1,0,1719,23,6,17,19,106,1719,5,21,9,7,2,6,106
540790206041,1341,356,680,269,25,10,0,0,0,1,0,1181,25,12,9,12,102,1181,12,24,9,1,3,3,102
540790206042,795,233,355,172,28,7,0,0,0,0,0,706,13,12,8,20,36,706,12,13,16,1,3,2,36
540790206061,1092,260,578,221,22,9,2,0,0,0,0,996,10,4,4,14,64,996,4,10,7,1,0,3,64
540790206062,2279,683,1121,391,66,15,2,1,0,0,0,2052,39,2,26,23,137,2052,2,39,15,1,10,10,137
540790206071,1273,364,599,258,35,13,1,1,0,2,0,1129,28,2,9,13,92,1129,2,28,3,6,1,6,92
540790206072,904,253,444,170,26,10,1,0,0,0,0,811,8,1,18,6,60,811,1,8,1,2,7,2,60
540790206081,658,191,300,129,27,7,1,2,0,1,0,621,4,0,0,2,31,621,0,4,2,0,0,0,31
540790206082,453,159,165,101,18,9,0,0,1,0,0,416,5,0,3,4,25,416,0,5,2,0,1,0,25
540790206083,848,238,414,169,17,8,0,1,0,1,0,771,8,0,6,9,54,771,0,8,5,0,2,0,54
540790206084,1146,320,549,228,35,10,3,0,0,1,0,1036,11,2,7,6,84,1036,2,11,4,0,0,4,84
540790206091,521,143,235,125,13,4,1,0,0,0,0,460,5,0,7,3,46,460,0,5,1,1,0,1,46
540790206092,731,188,347,168,20,7,0,0,0,1,0,679,8,0,2,5,37,679,0,8,3,1,0,1,37
540790206093,532,168,214,132,10,4,3,0,1,0,0,489,9,4,0,4,26,489,4,9,1,2,0,0,26
540790207001,1278,360,629,228,46,10,3,0,0,2,0,1187,11,0,1,6,73,1187,0,11,4,1,0,1,73
540790207002,326,107,127,74,17,1,0,0,0,0,0,302,0,11,0,0,13,302,11,0,0,0,0,0,13
540790207003,456,148,189,96,18,5,0,0,0,0,0,427,4,3,2,3,17,427,3,3,2,0,0,0,17
540019655001,259,99,91,57,8,4,0,0,0,0,0,241,0,1,1,0,16,241,1,0,0,0,0,1,16
540019655002,326,111,134,72,8,1,0,0,0,0,0,298,0,0,0,1,27,298,0,0,0,1,0,0,27
540019655003,761,203,335,176,38,7,2,0,0,0,0,707,3,1,0,8,42,707,1,3,4,2,0,0,42
540019655004,535,118,288,109,18,1,0,0,0,1,0,491,9,0,0,3,32,491,0,7,0,3,0,0,32
540019656001,630,212,252,133,31,2,0,0,0,0,0,576,4,2,1,0,47,576,2,4,0,0,0,1,47
540019656002,453,132,160,132,24,5,0,0,0,0,0,406,7,3,1,8,28,406,3,7,0,1,0,1,28
540019656003,361,134,135,75,15,2,0,0,0,0,0,328,3,2,0,0,28,328,2,3,0,0,0,0,28
540019656004,1028,375,381,206,56,6,3,0,0,1,0,931,5,1,5,3,83,931,1,5,0,1,1,0,83
540019657001,553,155,267,111,18,1,1,0,0,0,0,486,4,2,1,7,53,486,2,4,2,5,0,0,53
540019657002,850,267,389,162,25,6,1,0,0,0,0,766,10,1,1,9,63,766,1,10,0,7,0,0,63
540019657003,720,235,279,163,35,4,3,0,0,1,0,645,1,2,3,4,65,645,2,1,2,0,0,1,65
540019657004,770,280,310,136,41,3,0,0,0,0,0,713,4,0,3,2,48,713,0,4,1,1,1,0,48
540019658001,559,167,238,135,17,1,1,0,0,0,0,516,4,1,1,2,35,516,1,4,0,2,0,1,35
540019658002,679,206,285,158,18,8,4,0,0,0,0,621,8,3,2,6,39,621,3,6,4,1,0,1,39
540019658003,395,124,163,89,17,2,0,0,0,0,0,362,3,0,0,2,28,362,0,3,1,0,0,0,28
540019658004,625,187,276,136,21,4,0,0,0,1,0,554,6,0,0,4,61,554,0,6,0,1,0,0,61
540779638011,402,80,247,69,1,4,1,0,0,0,0,334,6,0,1,11,50,334,0,6,0,5,1,0,50
540779638012,491,95,265,116,11,3,0,0,0,1,0,411,11,0,1,2,66,411,0,11,1,1,0,1,66
540779638021,790,164,452,158,13,3,0,0,0,0,0,692,5,0,1,15,77,692,0,5,6,5,1,0,77
540779638022,662,124,392,135,7,3,1,0,0,0,0,595,8,1,5,2,51,595,1,8,0,2,0,4,51
540779638023,613,145,319,124,18,6,1,0,0,0,0,532,2,0,1,9,69,532,0,2,3,1,0,1,69
540779639001,435,136,191,95,7,6,0,0,0,0,0,368,2,1,2,9,53,368,1,2,0,8,0,0,53
540779639002,507,129,257,99,17,4,0,0,0,1,0,443,1,0,1,3,59,443,0,1,0,2,0,1,59
540779639003,774,201,340,202,20,7,1,0,1,2,0,673,8,3,5,6,79,673,3,8,2,4,0,2,79
540779639004,719,206,327,158,21,4,3,0,0,0,0,616,5,1,1,15,81,616,1,5,0,14,0,0,81
540779640001,461,127,204,115,13,1,1,0,0,0,0,392,6,0,0,3,60,392,0,6,1,0,0,0,60
540779640002,647,164,338,113,24,5,1,0,0,2,0,580,7,0,6,5,49,580,0,7,0,2,0,2,49
540779640003,732,213,335,159,20,3,2,0,0,0,0,636,6,3,1,5,81,636,3,6,3,2,1,0,81
540779640004,561,150,279,105,19,6,2,0,0,0,0,480,5,7,1,2,66,480,7,5,1,0,1,0,66
540779641011,848,167,486,168,20,4,2,0,0,1,0,736,3,0,1,5,103,736,0,3,1,4,0,1,103
540779641012,538,109,314,105,7,1,1,0,0,1,0,483,3,0,1,6,45,483,0,3,1,0,1,0,45
540779641021,653,138,352,136,21,4,1,0,0,1,0,585,4,4,1,5,54,585,4,4,1,0,0,0,54
540779641031,432,97,216,97,16,3,1,0,0,2,0,388,0,1,2,6,35,388,1,0,0,0,0,1,35
540779641032,543,121,314,90,15,1,1,0,1,0,0,488,3,0,4,10,38,488,0,3,2,0,1,1,38
540779642001,529,94,289,117,22,7,0,0,0,0,0,447,5,0,1,0,76,447,0,5,0,0,1,0,76
540779642002,621,182,318,92,21,7,1,0,0,0,0,538,4,0,1,12,66,538,0,4,1,0,1,0,66
540779642003,551,136,292,99,17,6,1,0,0,0,0,485,7,1,1,5,52,485,1,7,1,0,1,0,52
540779642004,646,177,365,89,11,3,1,0,0,0,0,553,5,2,2,6,78,553,2,5,1,0,0,1,78
540779643001,603,180,294,102,20,4,1,0,0,2,0,556,3,0,0,3,41,556,0,3,0,3,0,0,41
540779643002,261,69,140,47,4,1,0,0,0,0,0,226,2,0,2,4,27,226,0,2,1,2,1,1,27
540779643003,299,88,137,56,11,5,1,0,0,1,0,266,2,0,1,2,28,266,0,2,0,1,1,0,28
540779643004,404,102,206,83,12,0,1,0,0,0,0,378,2,0,1,0,23,378,0,2,0,0,0,1,23
540779643005,816,263,365,151,28,8,0,0,0,1,0,728,2,3,0,3,80,728,3,2,0,1,0,0,80
540779644001,418,116,202,81,14,4,1,0,0,0,0,384,1,0,1,0,32,384,0,1,0,0,1,0,32
540779644002,638,172,298,135,26,5,2,0,0,0,0,576,8,1,3,1,49,576,1,8,1,0,0,2,49
540779644003,486,117,237,107,23,2,0,0,0,0,0,429,5,1,2,3,46,429,1,5,0,0,2,0,46
540779644004,415,158,163,82,8,4,0,0,0,0,0,380,2,0,0,1,32,380,0,2,1,0,0,0,32
540779645001,505,171,203,111,15,2,3,0,0,0,0,458,7,0,1,3,36,458,0,7,1,0,0,1,36
540779645002,539,140,246,124,23,5,1,0,0,0,0,481,2,0,7,8,41,481,0,2,8,0,1,1,41
540779645003,621,191,304,102,20,4,0,0,0,0,0,575,3,0,2,1,40,575,0,3,0,0,1,0,40
541019701011,605,249,157,21,174,3,1,0,0,0,0,582,3,0,1,0,19,582,0,3,0,0,0,0,19
541019701012,642,297,143,36,161,3,2,0,0,0,0,604,3,0,0,0,35,604,0,3,0,0,0,0,35
541019701021,433,185,134,15,97,1,1,0,0,0,0,412,1,0,1,1,18,412,0,1,0,0,0,1,18
541019701022,551,280,119,10,141,0,1,0,0,0,0,509,4,0,3,2,33,509,0,4,2,0,0,2,33
541019702001,914,496,185,28,204,1,0,0,0,0,0,852,6,0,3,1,52,852,0,6,0,1,2,0,52
541019702002,510,284,71,17,137,1,0,0,0,0,0,469,1,0,1,2,37,469,0,1,0,2,0,0,37
541019703001,968,389,257,51,265,3,3,0,0,0,0,891,3,0,3,1,70,891,0,3,1,0,2,0,70
541019703002,260,95,63,22,78,2,0,0,0,0,0,250,1,0,0,1,8,250,0,1,0,0,0,0,8
540259501011,1031,358,381,241,41,8,1,0,0,1,0,885,18,13,4,6,105,885,13,18,4,1,2,1,105
540259501012,373,154,134,72,5,5,1,0,0,2,0,269,7,64,0,1,32,269,64,7,0,0,0,0,32
540259501021,190,89,51,44,4,2,0,0,0,0,0,125,1,55,0,2,7,125,55,1,0,0,0,0,7
540259501022,174,47,77,39,10,0,1,0,0,0,0,161,1,0,3,0,9,161,0,1,0,0,0,0,9
540259501023,372,122,162,66,18,3,1,0,0,0,0,326,3,5,3,5,30,326,5,3,1,0,1,0,30
540259501024,847,273,333,195,38,7,0,0,0,1,0,769,15,6,2,1,54,769,6,15,1,0,1,0,54
540259502001,625,185,249,150,35,3,3,0,0,0,0,561,2,4,1,7,50,561,3,2,3,2,0,1,50
540259502002,413,150,155,92,13,1,1,0,0,1,0,368,7,0,1,5,32,368,0,7,5,0,0,0,32
540259502003,317,126,113,62,11,2,3,0,0,0,0,299,1,0,2,1,14,299,0,1,1,0,0,2,14
540259502004,389,115,158,91,22,1,1,0,0,1,0,355,7,0,0,1,26,355,0,7,0,0,0,0,26
540259502005,267,100,96,59,10,0,0,0,0,2,0,251,1,0,0,2,13,251,0,1,0,0,0,0,13
540259503001,318,122,116,72,6,2,0,0,0,0,0,283,0,4,0,2,29,283,4,0,2,0,0,0,29
540259503002,638,221,263,134,15,3,0,0,0,2,0,588,6,0,3,3,38,588,0,6,0,1,0,0,38
540259503003,599,217,223,138,13,3,3,0,0,2,0,543,6,0,0,3,47,543,0,6,2,1,0,0,47
540259503004,344,100,157,74,12,1,0,0,0,0,0,303,3,0,1,0,37,303,0,3,0,0,1,0,37
540259504011,1046,369,435,186,47,5,4,0,0,0,0,946,7,1,0,3,89,946,1,7,1,1,0,0,89
540259504012,865,272,367,178,39,8,1,0,0,0,0,799,6,0,4,1,55,799,0,6,1,0,2,0,55
540259504021,712,244,288,137,33,4,3,0,0,3,0,644,8,0,0,3,57,644,0,8,0,2,0,0,57
540259504022,905,271,396,203,25,7,0,0,0,3,0,834,2,2,3,7,57,834,2,2,2,0,0,2,57
540259504023,655,220,275,132,23,4,1,0,0,0,0,600,10,1,3,8,33,600,1,10,5,2,1,1,33
540259505001,692,222,281,153,29,4,3,0,0,0,0,621,21,0,1,1,48,621,0,21,0,1,0,0,48
540259505002,535,176,225,104,25,2,3,0,0,0,0,491,2,0,2,0,40,491,0,2,0,0,1,1,40
540259505003,1454,547,501,354,43,7,2,0,0,0,0,1329,24,15,8,3,75,1329,15,24,0,0,2,2,75
540259506001,997,426,325,202,38,5,1,0,0,0,0,757,14,145,5,4,72,757,144,14,1,2,2,1,72
540259506002,2482,946,922,495,102,13,2,0,0,2,0,2194,25,11,14,34,204,2194,11,25,12,11,5,7,204
540259506003,425,202,119,85,10,8,0,0,0,1,0,359,4,1,5,6,50,359,1,4,3,0,1,2,50
540259506004,448,189,141,97,14,4,1,0,0,2,0,401,5,3,4,3,32,401,3,5,0,2,1,2,32
540259507011,380,128,152,85,10,4,0,0,0,1,0,337,3,2,0,7,31,337,2,3,3,2,0,0,31
540259507012,1141,379,439,268,40,11,4,0,0,0,0,1005,11,37,2,2,84,1005,37,11,1,0,0,1,84
540259507013,686,257,248,147,24,9,1,0,0,0,0,613,19,8,1,1,44,613,8,18,0,0,1,0,44
540259507014,153,40,73,35,5,0,0,0,0,0,0,129,1,0,1,0,22,129,0,1,0,0,0,0,22
540259507021,775,208,346,181,32,5,0,0,0,3,0,685,7,2,6,3,72,685,2,7,1,1,1,2,72
540259507022,350,85,171,81,8,3,0,0,0,2,0,329,2,1,0,1,17,329,1,2,0,0,0,0,17
540990051001,1190,517,443,190,33,4,2,0,1,0,0,1122,15,2,3,5,43,1122,2,15,3,0,1,0,43
540990052001,658,313,235,97,5,5,2,0,0,1,0,605,3,2,2,1,45,605,2,3,0,0,0,2,45
540990052002,557,220,214,103,16,2,0,0,1,1,0,523,3,1,5,0,25,523,1,3,0,0,0,5,25
540990201001,695,267,271,136,12,5,3,0,0,1,0,643,8,0,4,5,35,643,0,7,4,1,0,0,35
540990201002,1145,423,485,194,33,7,1,0,0,2,0,1048,10,4,3,3,77,1048,4,10,3,0,0,1,77
540990203001,432,181,164,69,14,3,1,0,0,0,0,415,2,0,2,1,12,415,0,2,0,1,2,0,12
540990203002,544,242,200,89,7,6,0,0,0,0,0,518,3,0,0,1,22,518,0,3,0,0,0,0,22
540990203003,317,133,117,59,2,5,1,0,0,0,0,292,3,0,1,0,21,292,0,3,0,0,0,1,21
540990203004,406,191,132,67,9,7,0,0,0,0,0,373,12,0,0,3,18,373,0,12,0,1,0,0,18
540990203005,395,207,112,61,13,2,0,0,0,0,0,367,6,0,0,3,19,367,0,6,1,2,0,0,19
540990203006,685,328,249,88,18,1,1,0,0,0,0,643,6,1,0,6,29,643,1,6,2,2,0,0,29
540990204001,1334,549,534,188,45,15,3,0,0,0,0,1247,6,1,4,2,74,1247,1,6,0,2,3,0,74
540990204002,863,368,300,150,40,3,0,0,0,2,0,819,9,0,3,0,32,819,0,9,0,0,0,0,32
540990204003,681,295,267,90,25,3,1,0,0,0,0,632,12,0,2,2,33,632,0,12,0,1,1,0,33
540990204004,243,84,102,40,14,3,0,0,0,0,0,222,4,0,0,0,17,222,0,4,0,0,0,0,17
540990204005,532,205,208,99,16,3,0,0,0,1,0,492,5,0,2,3,30,492,0,5,0,0,0,0,30
540990205001,131,66,36,21,6,2,0,0,0,0,0,122,2,0,0,0,7,122,0,2,0,0,0,0,7
540990205002,603,280,229,64,20,7,1,0,0,2,0,580,3,0,2,0,18,580,0,3,0,0,0,0,18
540990205003,465,230,159,44,27,2,0,0,1,2,0,440,2,0,0,0,23,440,0,2,0,0,0,0,23
540990205004,1682,932,435,224,84,5,2,0,0,0,0,1601,6,0,5,3,67,1601,0,6,1,2,0,1,67
540990205005,244,122,72,35,13,2,0,0,0,0,0,229,3,1,1,2,8,229,1,3,0,1,0,1,8
540990206001,492,203,188,77,22,2,0,0,0,0,0,453,7,0,2,2,28,453,0,7,0,0,1,1,28
540990206002,966,396,361,147,53,8,1,0,0,0,0,906,12,1,0,5,42,906,1,12,0,5,0,0,42
540990206003,361,164,122,49,23,2,1,0,0,0,0,337,2,0,0,3,19,337,0,2,2,0,0,0,19
540990206004,1447,765,423,175,79,4,1,0,0,0,0,1365,14,0,1,5,62,1365,0,14,1,2,0,0,62
