BlockGroupID,total_reg,party_npp,party_rep,party_dem,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_99,eth2_93,eth2_64,eth2_30,eth2_23,eth2_10,eth2_34,eth2_21,eth2_14,eth2_12,eth2_32,eth2_85,eth2_61,eth2_35,eth2_66,eth2_33,eth2_55,eth2_38,eth2_unk
470359701011,1435,393,798,244,0,0,1240,24,2,5,18,146,1240,1,1,23,7,1,3,9,1,0,0,0,1,1,0,1,0,0,0,146
470359701012,1421,382,826,213,0,0,1237,17,0,7,13,147,1237,0,0,17,0,0,2,8,1,0,4,0,0,0,0,0,2,1,0,147
470359701013,1206,418,614,174,0,0,1051,16,3,3,16,117,1051,1,2,14,1,0,1,3,2,0,0,2,0,2,3,2,2,1,2,117
470359701031,703,227,331,145,0,0,595,12,0,3,9,84,595,0,0,10,1,0,0,2,0,2,1,0,1,0,1,2,0,3,1,84
470359701032,809,364,323,122,0,0,730,11,0,1,3,64,730,0,0,11,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,64
470359701033,884,313,391,180,0,0,751,18,2,5,8,100,751,2,0,16,1,2,3,4,0,0,0,0,0,0,0,2,0,2,1,100
470359701041,831,277,407,147,0,0,731,10,2,2,8,78,731,1,1,7,6,0,2,0,0,0,0,0,2,0,0,3,0,0,0,78
470359701042,340,151,140,49,0,0,295,3,2,3,1,36,295,1,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,36
470359701043,1543,474,795,274,0,0,1356,22,3,6,12,144,1356,1,2,22,1,3,0,5,0,0,2,0,0,1,0,0,0,2,3,144
470359702011,538,234,243,61,0,0,494,9,1,5,4,25,494,1,0,9,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,25
470359702012,1314,427,728,159,0,0,1199,20,0,9,13,73,1199,0,0,20,6,1,1,5,2,0,5,0,0,1,0,0,1,0,0,73
470359702013,1338,447,735,156,0,0,1205,30,0,1,4,98,1205,0,0,30,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,98
470359702021,1209,467,618,124,0,0,1132,7,0,4,5,61,1132,0,0,7,1,1,0,4,1,2,0,0,0,0,0,0,0,0,0,61
470359703011,664,294,282,88,0,0,599,17,1,2,11,34,599,1,0,17,1,1,1,0,0,0,0,0,0,1,5,0,0,2,0,34
470359703012,1242,510,580,152,0,0,1136,16,1,5,7,77,1136,0,1,16,0,1,2,3,0,0,2,0,0,0,2,0,0,2,0,77
470359703021,637,270,285,82,0,0,594,8,0,2,3,30,594,0,0,8,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,30
470359703022,710,277,285,148,0,0,662,6,1,2,2,37,662,1,0,6,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,37
470359703023,590,234,283,73,0,0,501,22,2,7,2,56,501,2,0,20,0,2,4,0,1,0,0,0,1,0,0,2,0,1,0,56
470359703024,680,276,282,122,0,0,625,5,0,3,2,45,625,0,0,5,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,45
470359704011,327,213,78,36,0,0,283,8,2,10,1,23,283,1,1,8,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,23
470359704012,412,207,143,62,0,0,371,9,1,0,0,31,371,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
470359704013,642,378,198,66,0,0,567,22,4,4,2,43,567,1,3,22,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,43
470359704014,665,352,220,93,0,0,567,33,8,6,4,47,567,4,4,33,1,3,2,1,0,1,0,0,0,0,1,0,1,0,0,47
470359704021,1417,507,729,181,0,0,1252,16,2,17,10,120,1252,1,1,16,0,9,5,5,1,2,0,0,2,0,0,0,0,1,0,120
470359705011,1052,364,545,143,0,0,953,15,1,8,5,70,953,1,0,15,0,4,2,2,0,1,0,0,0,0,0,0,3,0,0,70
470359705012,580,204,292,84,0,0,526,10,2,10,7,25,526,1,1,10,0,1,3,2,3,3,0,0,0,0,1,0,3,1,0,25
470359705021,1071,441,463,167,0,0,957,28,5,3,12,66,957,2,3,28,4,0,1,3,0,2,0,1,0,0,1,0,1,0,0,66
470359705022,666,354,228,84,0,0,592,28,3,5,2,36,592,3,0,28,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,36
470359705023,620,314,236,70,0,0,545,14,1,14,1,45,545,0,1,14,0,6,4,0,3,0,1,0,0,0,0,0,0,0,0,45
470359706011,1349,501,678,170,0,0,1193,32,0,15,11,98,1193,0,0,32,2,8,5,5,2,0,0,1,0,1,0,0,0,0,1,98
470359706012,808,273,439,96,0,0,731,9,0,7,4,57,731,0,0,9,3,4,1,1,0,2,0,0,0,0,0,0,0,0,0,57
470359706013,1234,479,581,174,0,0,1093,28,3,9,16,85,1093,0,3,27,2,2,5,1,1,1,0,0,1,4,1,1,0,0,0,85
470359706021,971,367,458,146,0,0,873,15,1,1,8,73,873,1,0,15,0,0,0,3,0,0,0,0,0,0,0,0,3,0,2,73
470359706022,585,192,319,74,0,0,536,7,1,2,2,37,536,1,0,7,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,37
470359706023,1222,499,558,165,0,0,1094,17,3,3,8,97,1094,0,3,17,1,0,1,2,2,0,0,0,0,1,2,0,0,0,0,97
470359706031,1413,440,781,192,0,0,1280,23,2,4,3,101,1280,1,1,23,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,101
470359707011,874,256,494,124,0,0,789,21,0,4,8,52,789,0,0,21,1,2,0,3,0,1,0,0,0,0,0,0,2,0,0,52
470359707012,869,380,345,144,0,0,783,11,2,2,5,66,783,1,1,10,0,1,1,0,0,0,0,0,0,0,1,1,0,3,0,66
470359707021,1259,438,656,165,0,0,1179,16,1,4,4,55,1179,1,0,16,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,55
470359707022,781,292,404,85,0,0,704,5,0,1,7,64,704,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64
470359707023,970,361,514,95,0,0,887,10,1,2,3,67,887,0,1,10,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,67
470359708001,344,137,173,34,0,0,317,3,0,0,1,23,317,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
470359708002,491,183,254,54,0,0,448,7,1,5,0,30,448,1,0,7,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,30
470359708003,898,322,444,132,0,0,832,10,2,5,4,45,832,0,2,10,0,1,1,0,0,3,0,0,0,0,0,0,3,1,0,45
470359708004,773,311,351,111,0,0,714,3,2,3,16,35,714,1,1,1,1,0,1,2,0,2,0,0,0,1,0,2,12,0,0,35
471251001001,448,308,47,93,0,0,284,19,104,1,7,33,284,38,66,19,5,0,0,0,0,0,1,0,0,0,2,0,0,0,0,33
471251002001,313,191,45,77,0,0,223,7,60,0,3,20,223,28,32,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20
471251002002,451,251,104,96,0,0,329,15,55,3,1,48,329,19,36,15,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,48
471251003001,645,383,98,164,0,0,410,25,170,2,6,32,410,82,88,25,1,0,1,2,0,1,0,0,0,1,0,0,0,0,0,32
471251003002,1071,576,274,221,0,0,774,51,166,9,4,67,774,77,89,51,1,1,6,1,0,1,1,0,0,1,0,0,0,0,0,67
471251003003,1198,626,317,255,0,0,888,60,147,13,7,83,888,87,60,60,5,4,3,1,3,3,0,0,1,0,0,0,0,0,0,83
471251005001,861,313,358,190,0,0,725,41,24,7,7,57,725,18,6,40,3,1,2,2,2,2,0,0,0,0,0,1,0,0,0,57
471251005002,669,382,121,166,0,0,438,25,164,5,5,32,438,88,76,24,4,1,2,0,1,0,0,0,0,0,1,1,0,0,0,32
471251005003,445,259,90,96,0,0,348,16,50,2,8,21,348,37,13,16,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21
471251005004,774,500,137,137,0,0,529,47,139,7,3,49,529,69,70,47,3,1,2,0,0,2,1,0,0,0,0,0,0,0,0,49
471251006011,1527,539,678,310,0,0,1319,47,49,10,11,91,1319,42,7,46,5,2,2,1,0,4,0,0,2,0,0,1,0,0,2,91
471251006021,699,345,203,151,0,0,569,28,33,5,3,61,569,21,12,28,1,0,1,0,0,1,3,0,0,0,0,0,1,0,0,61
471251006022,1030,402,394,234,0,0,870,32,27,13,16,72,870,19,8,32,3,7,1,1,1,0,2,0,3,2,1,0,0,2,0,72
471251008001,506,346,33,127,0,0,195,28,248,4,3,28,195,129,119,28,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,28
471251008002,199,165,7,27,0,0,42,20,129,2,0,6,42,64,65,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6
471251008003,299,193,52,54,0,0,197,11,72,2,6,11,197,37,35,11,1,2,0,2,0,0,0,0,1,0,1,0,0,0,0,11
471251009001,467,334,43,90,0,0,239,39,160,3,3,23,239,78,82,39,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,23
471251009002,590,398,62,130,0,0,245,42,268,4,2,29,245,129,139,41,1,1,2,0,0,1,0,0,1,0,0,1,0,0,0,29
471251010011,803,491,162,150,0,0,463,73,194,14,4,55,463,100,94,73,1,2,4,2,2,2,4,0,1,0,0,0,0,0,0,55
471251010012,1257,766,211,280,0,0,816,96,259,15,14,57,816,134,125,95,4,4,5,3,2,3,0,0,4,0,0,1,0,1,0,57
471251010021,975,561,162,252,0,0,462,72,379,13,10,39,462,158,221,71,5,1,8,1,2,2,0,0,2,1,0,1,0,0,0,39
471251010022,903,513,165,225,0,0,456,77,287,15,6,62,456,140,147,77,4,1,6,0,0,4,1,0,1,0,0,0,0,0,0,62
471251011011,476,279,81,116,0,0,303,29,111,6,1,26,303,63,48,29,0,0,1,0,0,2,3,0,0,0,1,0,0,0,0,26
471251011012,864,530,131,203,0,0,496,75,233,10,10,40,496,128,105,75,5,1,3,0,0,4,2,0,0,0,0,0,0,2,0,40
471251011021,693,501,91,101,0,0,489,49,88,7,7,53,489,58,30,49,2,1,3,1,0,2,1,0,2,0,0,0,0,0,0,53
471251011022,1192,784,184,224,0,0,701,96,314,9,13,59,701,144,170,96,3,2,1,4,1,5,0,2,1,0,0,0,1,0,1,59
471251011023,1377,898,228,251,0,0,837,119,308,18,11,84,837,172,136,119,5,2,3,3,3,8,1,0,1,0,0,0,0,0,0,84
471251011024,907,568,158,181,0,0,541,50,239,13,12,52,541,121,118,50,7,2,1,1,2,5,3,0,0,0,0,0,0,1,1,52
471251011031,1326,718,399,209,0,0,1036,92,96,13,9,80,1036,65,31,92,2,1,3,4,1,6,1,0,3,0,0,0,0,0,0,80
471251012011,1199,767,131,301,0,0,439,148,542,20,4,46,439,223,319,147,2,5,8,1,2,4,0,0,0,0,0,1,0,0,0,46
471251012021,889,601,166,122,0,0,632,75,104,13,4,61,632,44,60,74,1,0,5,0,1,7,0,0,0,1,0,1,0,0,1,61
471251012022,1108,682,207,219,0,0,735,84,217,11,10,51,735,109,108,83,2,2,2,3,2,1,3,0,1,0,0,1,0,2,0,51
471251013041,1004,729,107,168,0,0,577,92,250,16,13,56,577,110,140,92,5,3,6,1,1,4,1,0,0,0,0,0,1,1,2,56
471251013042,689,488,62,139,0,0,266,74,296,15,9,29,266,116,180,74,5,4,4,1,0,5,1,0,1,0,0,0,1,0,0,29
471251013043,630,430,50,150,0,0,276,58,257,7,5,27,276,101,156,58,2,1,1,0,0,4,1,1,0,1,0,0,0,0,1,27
471251013051,1505,1071,180,254,0,0,902,168,296,22,22,95,902,142,154,166,9,1,11,5,5,3,2,0,5,1,0,2,0,0,0,95
471251013052,1221,858,140,223,0,0,728,104,274,26,18,71,728,135,139,104,6,3,6,5,7,8,1,1,2,1,0,0,1,0,0,71
471251013061,654,438,108,108,0,0,378,60,167,5,6,38,378,71,96,59,2,0,1,1,0,4,0,0,0,0,0,1,0,0,0,38
471251013062,974,634,122,218,0,0,496,83,333,15,10,37,496,134,199,81,5,2,7,2,0,5,1,0,0,0,1,2,0,1,0,37
471251013063,1696,1200,174,322,0,0,936,198,425,27,7,103,936,170,255,194,4,2,14,1,3,6,2,1,0,0,0,4,0,0,1,103
471251013071,1151,688,191,272,0,0,631,125,323,13,11,48,631,150,173,124,5,0,4,3,1,4,4,0,2,0,0,1,0,0,1,48
471251013081,698,464,87,147,0,0,391,74,180,21,6,26,391,78,102,72,1,6,3,1,1,8,3,0,2,1,1,2,0,0,0,26
471251013082,729,528,65,136,0,0,334,89,248,9,10,39,334,101,147,89,3,1,3,2,0,2,1,0,2,1,0,0,1,0,0,39
471251013091,1704,1150,242,312,0,0,1032,190,327,39,29,87,1032,142,185,187,12,7,10,3,2,18,2,1,7,0,2,3,1,0,0,87
471251013092,537,392,43,102,0,0,259,66,167,7,6,32,259,59,108,65,3,1,3,3,0,2,1,0,0,0,0,1,0,0,0,32
471251013093,1242,794,153,295,0,0,517,132,489,20,17,67,517,188,301,130,6,4,5,6,0,10,0,0,0,1,0,2,0,0,0,67
471251014001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471251014002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471251014003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471251015011,919,472,281,166,0,0,758,29,54,8,9,61,758,40,14,29,1,2,4,3,0,1,0,1,0,0,0,0,0,1,0,61
471251015012,1081,536,433,112,0,0,911,52,30,12,10,66,911,24,6,51,4,0,4,4,1,4,3,0,0,0,0,1,1,0,0,66
471251015021,601,293,226,82,0,0,516,22,25,1,4,33,516,14,11,22,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,33
471251015022,814,399,329,86,0,0,692,29,24,11,8,50,692,15,9,29,4,0,4,2,1,3,3,0,1,0,0,0,0,0,1,50
471251015023,1000,448,447,105,0,0,848,34,22,6,16,74,848,14,8,34,4,1,3,8,0,2,0,0,0,2,0,0,2,0,0,74
471251016001,1250,564,452,234,0,0,1060,53,58,11,10,58,1060,37,21,53,6,5,0,1,3,1,1,0,0,0,0,0,0,0,0,58
471251016002,626,299,200,127,0,0,492,17,67,3,3,44,492,37,30,16,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,44
471251016003,1266,544,526,196,0,0,1097,29,47,9,4,80,1097,26,21,29,1,1,1,2,6,1,0,0,1,0,0,0,0,0,0,80
471251017011,932,399,401,132,0,0,830,22,15,12,3,50,830,8,7,22,1,6,2,0,2,0,0,0,0,0,0,0,0,0,2,50
471251017012,1161,518,448,195,0,0,1062,20,9,3,7,60,1062,7,2,19,2,2,0,1,0,1,0,0,0,1,0,1,0,0,0,60
471251017021,665,252,298,115,0,0,578,19,12,5,1,50,578,3,9,19,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,50
471251017022,1276,534,523,219,0,0,1113,30,35,5,14,79,1113,22,13,29,1,1,1,0,1,2,0,0,2,0,2,1,0,0,9,79
471251017023,1369,622,531,216,0,0,1187,38,43,3,15,83,1187,29,14,38,4,0,1,4,0,1,0,0,0,0,0,0,0,0,3,83
471251018031,872,396,296,180,0,0,705,45,42,16,8,56,705,29,13,44,3,4,4,3,3,3,1,0,1,0,0,1,1,0,0,56
471251018032,1396,611,531,254,0,0,1157,48,58,18,5,110,1157,43,15,47,2,9,3,0,3,2,1,0,0,0,0,1,2,0,0,110
471251018033,1875,742,749,384,0,0,1501,65,78,81,31,119,1501,56,22,63,21,37,19,4,7,13,3,0,2,1,2,2,0,0,0,119
471251018034,1482,713,466,303,0,0,1149,75,112,30,20,96,1149,81,31,75,15,6,13,0,4,4,2,0,0,1,0,0,2,0,2,96
471251018051,1577,703,559,315,0,0,1358,54,54,18,9,84,1358,41,13,54,5,10,2,0,2,4,0,1,0,0,1,0,0,0,0,84
471251018052,920,383,352,185,0,0,793,22,44,12,6,43,793,35,9,22,1,1,2,1,5,3,0,0,0,0,0,0,0,0,0,43
471251018061,1195,478,540,177,0,0,1041,38,5,12,25,74,1041,5,0,37,3,4,3,14,3,0,2,0,3,0,1,1,2,0,1,74
471251018062,1787,726,733,328,0,0,1499,57,61,26,18,126,1499,46,15,57,6,3,6,3,5,10,2,0,5,0,1,0,1,0,1,126
471251018063,1012,420,456,136,0,0,861,24,13,20,12,82,861,12,1,24,9,7,8,2,0,2,2,0,0,0,0,0,0,0,0,82
471251018064,934,399,394,141,0,0,826,13,22,4,3,66,826,15,7,13,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,66
471251018071,807,352,330,125,0,0,656,28,34,6,4,79,656,24,10,28,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,79
471251018072,896,423,318,155,0,0,697,44,59,8,14,74,697,29,30,44,6,1,3,1,1,2,1,0,3,0,0,0,0,0,2,74
471251018073,813,351,386,76,0,0,710,23,13,4,5,58,710,10,3,23,2,0,1,1,1,2,0,0,0,0,0,0,0,0,2,58
471251018081,1501,796,442,263,0,0,1170,68,107,32,14,110,1170,59,48,67,4,8,7,7,3,8,5,0,0,2,0,1,0,0,0,110
471251018082,2448,1199,826,423,0,0,1941,130,119,44,25,189,1941,70,49,128,10,13,15,3,7,4,4,0,1,3,1,2,2,0,2,189
471251019021,1842,658,770,414,0,0,1487,84,110,18,9,134,1487,70,40,84,1,3,6,1,0,5,1,2,1,0,0,0,0,0,3,134
471251019041,933,435,342,156,0,0,711,24,127,12,6,53,711,73,54,24,4,0,3,0,1,1,7,0,0,0,0,0,0,0,0,53
471251019042,2143,1272,537,334,0,0,1608,144,150,45,23,173,1608,107,43,139,12,17,6,8,3,18,0,0,0,2,0,5,0,0,0,173
471251019051,751,369,197,185,0,0,557,31,109,7,9,38,557,63,46,31,6,3,1,3,0,0,1,0,0,0,0,0,0,0,0,38
471251019052,822,430,234,158,0,0,645,38,51,8,10,70,645,39,12,36,6,1,4,3,0,1,2,0,0,0,0,2,1,0,0,70
471251019053,1317,615,446,256,0,0,1046,53,91,49,11,67,1046,67,24,52,6,17,10,0,13,4,3,0,1,1,2,1,0,0,0,67
471251019061,2256,1276,545,435,0,0,1679,113,214,68,23,159,1679,132,82,113,14,5,33,1,6,19,3,0,3,0,0,0,1,1,1,159
471251019062,673,437,91,145,0,0,356,41,215,15,7,39,356,86,129,41,4,10,1,1,2,2,0,0,0,0,0,0,0,1,1,39
471251020011,351,187,92,72,0,0,272,17,45,4,2,11,272,24,21,17,0,0,1,0,2,1,0,0,1,0,0,0,0,1,0,11
471251020012,1847,1183,311,353,0,0,1300,131,282,25,13,96,1300,153,129,129,8,6,8,0,4,3,2,0,1,1,0,2,0,0,2,96
471251020013,555,299,154,102,0,0,431,33,50,5,2,34,431,23,27,33,0,0,3,1,0,2,0,0,0,0,0,0,1,0,0,34
471251020014,1327,849,210,268,0,0,877,89,250,15,12,84,877,144,106,89,4,0,8,1,1,4,1,0,1,0,1,0,3,0,0,84
471251020031,734,551,67,116,0,0,404,70,200,13,8,39,404,73,127,70,5,1,2,2,2,6,1,1,0,0,0,0,0,0,0,39
471251020032,912,591,142,179,0,0,559,97,165,11,6,74,559,99,66,94,3,0,5,1,0,3,1,0,0,0,1,3,0,0,0,74
471251020033,356,255,43,58,0,0,219,41,60,7,2,27,219,37,23,41,1,0,5,0,0,1,0,0,1,0,0,0,0,0,0,27
471251020034,1068,701,149,218,0,0,605,84,279,15,17,68,605,117,162,84,3,2,12,5,0,0,0,0,4,0,0,0,0,0,0,68
471251020041,754,485,117,152,0,0,403,55,243,11,9,33,403,101,142,55,4,2,6,3,0,2,0,1,1,0,0,0,0,0,0,33
471251020042,649,494,56,99,0,0,321,65,194,13,6,50,321,53,141,65,4,1,2,0,3,7,0,0,0,1,0,0,0,0,0,50
471251020043,1404,799,253,352,0,0,682,102,522,29,10,59,682,194,328,102,4,5,9,0,3,9,1,0,4,0,0,0,0,1,0,59
471251020051,773,474,120,179,0,0,485,74,149,18,11,36,485,67,82,74,2,2,10,2,3,2,0,0,2,2,0,0,0,1,0,36
471251020052,646,457,88,101,0,0,411,38,141,7,12,37,411,73,68,38,7,0,2,1,3,2,0,0,0,2,1,0,0,0,0,37
471251020053,614,411,63,140,0,0,340,30,203,6,4,31,340,98,105,29,3,2,0,1,0,1,3,0,0,0,0,1,0,0,0,31
471251020054,1121,804,149,168,0,0,679,106,218,22,21,75,679,90,128,106,10,11,3,1,2,3,3,1,3,0,1,0,0,0,0,75
471251020071,702,462,93,147,0,0,425,60,173,3,4,37,425,66,107,60,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,37
471251020072,301,178,56,67,0,0,208,23,44,1,4,21,208,27,17,23,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,21
471251020081,1259,770,235,254,0,0,848,89,226,15,6,75,848,121,105,88,3,6,4,1,3,2,0,0,0,0,1,1,0,0,0,75
471251020082,855,523,150,182,0,0,538,61,167,10,21,58,538,78,89,61,11,5,3,3,0,1,1,0,0,1,0,0,0,5,1,58
471251020083,1152,776,171,205,0,0,757,108,158,10,13,106,757,82,76,106,6,2,3,4,1,1,3,1,1,0,0,2,0,0,0,106
471251020091,1102,771,158,173,0,0,778,99,110,12,14,89,778,61,49,99,5,3,2,2,1,3,1,0,0,0,0,0,2,0,0,89
471251020092,1500,895,304,301,0,0,1055,95,211,47,11,81,1055,124,87,93,6,12,12,3,5,11,4,0,0,0,0,2,0,0,0,81
471251020101,891,618,121,152,0,0,525,87,204,11,9,55,525,72,132,86,3,7,0,2,0,3,1,1,1,0,0,1,0,0,0,55
471251020102,1329,708,327,294,0,0,853,103,268,14,3,88,853,107,161,99,1,1,4,2,3,2,4,0,0,0,0,4,0,0,0,88
471251021001,787,456,121,210,0,0,361,40,334,11,3,38,361,171,163,40,1,3,3,1,0,1,3,0,0,0,0,0,1,0,0,38
471251021002,594,337,59,198,0,0,183,28,356,1,1,25,183,188,168,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
471251021003,821,339,201,281,0,0,532,29,215,7,4,34,532,113,102,29,2,3,0,0,3,0,1,1,0,0,0,0,1,0,0,34
471259801001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470430601001,1355,533,556,266,0,0,1234,24,10,5,5,77,1234,3,7,24,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,77
470430601002,1239,503,479,257,0,0,1122,15,25,0,5,72,1122,8,17,14,1,0,0,2,0,0,0,0,0,2,0,1,0,0,0,72
470430602011,1188,509,448,231,0,0,1076,17,22,3,4,66,1076,15,7,17,1,2,0,1,0,1,0,0,0,0,1,0,1,0,0,66
470430602012,1193,514,414,265,0,0,1066,18,49,0,7,53,1066,41,8,18,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,53
470430602021,1348,517,572,259,0,0,1254,16,14,3,5,56,1254,7,7,16,2,1,0,2,0,1,1,0,0,0,1,0,0,0,0,56
470430602022,663,256,226,181,0,0,578,7,35,1,5,37,578,21,14,6,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,37
470430603001,1441,677,490,274,0,0,1301,30,3,7,6,94,1301,3,0,30,3,2,0,0,1,0,2,0,2,0,0,0,0,0,0,94
470430603002,1984,918,722,344,0,0,1811,36,12,5,19,101,1811,4,8,36,4,2,1,7,2,0,0,0,3,3,2,0,0,0,0,101
470430603003,842,407,265,170,0,0,753,14,3,3,12,57,753,1,2,14,3,0,1,5,0,2,0,0,0,1,0,0,1,2,0,57
470430604011,1054,369,509,176,0,0,950,15,1,7,2,79,950,1,0,15,2,0,0,0,1,3,2,0,0,0,0,0,0,0,0,79
470430604012,1362,502,592,268,0,0,1244,25,11,6,6,70,1244,8,3,25,2,4,1,1,0,0,1,0,1,0,0,0,0,0,0,70
470430604021,2139,920,818,401,0,0,1822,49,76,23,15,154,1822,43,33,48,6,16,0,0,0,1,2,1,1,2,2,1,0,0,2,154
470430604022,1381,560,559,262,0,0,1261,13,27,11,3,66,1261,19,8,13,1,8,2,0,0,0,1,0,1,0,0,0,0,0,0,66
470430604023,1001,444,396,161,0,0,895,19,2,4,4,77,895,1,1,19,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,77
470430605011,878,314,374,190,0,0,772,27,21,7,0,51,772,18,3,27,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,51
470430605012,375,216,83,76,0,0,318,6,21,3,2,25,318,18,3,6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,25
470430605013,1355,568,464,323,0,0,1209,23,22,13,7,81,1209,17,5,23,2,6,1,3,1,3,2,1,0,0,0,0,0,0,0,81
470430605014,1387,554,584,249,0,0,1203,24,47,5,8,100,1203,31,16,24,2,2,3,2,0,0,0,0,0,0,0,0,3,1,0,100
470430605021,881,295,394,192,0,0,812,4,8,2,3,52,812,4,4,4,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,52
470430605022,620,247,232,141,0,0,546,10,30,3,4,27,546,15,15,10,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,27
470430605023,560,258,168,134,0,0,490,11,23,1,2,33,490,12,11,10,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,33
470430606011,644,314,217,113,0,0,564,18,23,2,3,34,564,16,7,18,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,34
470430606012,1280,592,424,264,0,0,1071,38,83,8,1,79,1071,49,34,38,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,79
470430606013,598,293,164,141,0,0,471,23,60,3,3,38,471,30,30,23,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,38
470430606021,1069,626,193,250,0,0,796,37,176,5,4,51,796,107,69,37,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,51
470430606022,1214,570,413,231,0,0,1087,21,18,26,4,58,1087,13,5,21,1,11,6,1,7,0,0,0,0,0,0,0,0,2,0,58
470430606023,528,276,157,95,0,0,447,20,20,2,0,39,447,12,8,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,39
470430606024,786,341,309,136,0,0,692,13,19,5,2,55,692,11,8,11,1,2,1,0,1,0,0,0,0,0,0,2,0,0,0,55
470430607001,1199,465,490,244,0,0,1076,22,16,2,6,77,1076,15,1,22,2,0,2,3,0,0,0,0,0,0,1,0,0,0,0,77
470430607002,672,283,249,140,0,0,617,7,3,4,0,41,617,1,2,7,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,41
470430607003,984,426,367,191,0,0,885,17,6,5,2,69,885,5,1,17,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,69
471190101001,858,320,430,108,0,0,782,15,8,4,2,47,782,6,2,15,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,47
471190101002,676,219,358,99,0,0,620,6,1,5,0,44,620,0,1,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,44
471190101003,824,284,414,126,0,0,758,8,20,1,1,36,758,12,8,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
471190102011,1509,616,665,228,0,0,1332,40,30,7,12,88,1332,18,12,36,2,1,3,5,0,2,1,0,1,4,0,4,0,0,0,88
471190102012,1027,418,427,182,0,0,851,47,28,8,8,85,851,24,4,46,1,3,1,1,0,0,2,0,0,3,2,1,0,0,0,85
471190102013,2090,891,914,285,0,0,1662,70,165,13,9,171,1662,27,138,69,3,3,3,5,1,2,3,0,0,0,0,1,0,0,0,171
471190102014,1540,921,390,229,0,0,1240,60,67,22,18,133,1240,43,24,60,8,11,2,4,6,1,1,0,0,0,0,0,0,2,0,133
471190102031,1525,738,550,237,0,0,1237,83,45,15,14,131,1237,27,18,83,5,4,7,0,1,1,0,1,0,0,1,0,0,3,0,131
