BlockGroupID,total_reg,party_rep,party_npp,party_dem,party_ain,party_lib,party_cnt,party_grn,party_rin,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_64,eth2_10,eth2_30,eth2_12,eth2_14,eth2_21,eth2_23,eth2_34,eth2_83,eth2_93,eth2_35,eth2_81,eth2_61,eth2_unk
490170003001,670,503,119,33,7,4,4,0,0,0,0,603,13,0,6,3,45,603,13,2,0,1,0,0,3,0,1,0,0,2,0,45
490170003002,232,191,33,4,2,0,2,0,0,0,0,217,1,0,2,2,10,217,1,0,1,0,1,0,1,0,0,0,0,1,0,10
490170003003,437,329,73,21,10,1,0,0,0,3,0,388,18,0,7,0,24,388,18,0,0,2,2,0,3,0,0,0,0,0,0,24
490170004001,865,516,227,97,16,4,0,2,0,3,0,762,18,0,9,12,64,762,18,3,1,2,2,0,2,0,3,0,1,4,1,64
490170004002,643,493,103,35,6,3,2,1,0,0,0,574,17,0,8,8,36,574,17,3,0,1,2,0,2,1,0,0,0,6,0,36
490319601001,443,346,80,9,6,2,0,0,0,0,0,396,14,0,2,2,29,396,14,2,1,0,0,0,0,1,0,0,0,0,0,29
490319601002,448,375,53,10,7,3,0,0,0,0,0,408,5,0,2,0,33,408,5,0,0,0,1,0,1,0,0,0,0,0,0,33
490111251021,912,540,246,94,24,3,2,0,0,3,0,775,35,0,21,7,74,775,35,6,2,10,2,3,0,1,1,0,0,0,0,74
490111251022,1496,993,326,112,40,16,4,0,1,4,0,1309,51,0,20,12,104,1309,51,7,3,5,0,4,3,0,4,0,2,0,0,104
490111251031,964,456,307,122,42,23,7,2,2,3,0,747,96,3,26,9,83,747,95,7,3,9,3,3,2,3,2,1,0,0,0,83
490111251032,933,539,281,67,33,8,2,0,2,1,0,825,30,0,18,5,55,825,28,4,1,7,3,3,1,0,2,0,0,0,0,55
490111251033,678,399,204,49,22,3,1,0,0,0,0,577,31,0,8,8,54,577,30,4,0,3,1,0,0,1,0,0,4,0,0,54
490111251041,1090,654,297,96,26,10,3,1,1,2,0,938,43,0,23,9,77,938,43,2,2,10,7,2,2,2,1,0,2,0,0,77
490111251042,865,507,236,88,19,6,4,1,1,3,0,780,29,0,8,7,41,780,29,1,1,2,5,0,0,0,2,0,0,0,2,41
490111251043,1071,579,313,131,23,14,7,0,1,3,0,899,35,4,28,10,95,899,34,8,2,16,4,0,0,4,0,4,0,0,0,95
490111252011,147,58,50,25,7,6,0,0,1,0,0,114,10,6,4,3,10,114,10,1,0,0,2,1,0,0,0,6,0,0,0,10
490111252012,187,71,77,26,7,5,1,0,0,0,0,140,27,2,1,1,16,140,27,0,0,1,0,0,0,0,0,1,1,0,0,16
490111253011,461,193,159,84,14,11,0,0,0,0,0,356,57,3,5,4,36,356,57,2,1,1,0,1,1,0,1,3,0,0,0,36
490111253012,549,239,212,68,18,9,3,0,0,0,0,438,56,0,14,3,38,438,56,1,0,10,0,2,1,2,0,0,0,0,0,38
490111253013,382,138,141,69,24,2,1,1,2,4,0,306,43,1,7,4,21,306,43,2,2,1,0,1,2,0,1,1,0,1,0,21
490111253014,501,204,191,71,19,11,0,1,0,4,0,414,47,1,7,1,31,414,47,0,0,2,1,1,3,0,0,1,1,0,0,31
490111253041,598,274,218,73,22,5,3,1,0,2,0,467,64,0,5,5,57,467,62,1,0,1,1,1,0,1,0,0,0,1,3,57
490111253042,1173,617,364,132,35,16,4,1,1,3,0,946,100,16,24,14,73,946,100,5,2,11,1,4,3,3,3,16,1,0,0,73
490111253043,380,176,119,61,20,1,0,0,1,2,0,306,43,0,1,3,27,306,43,1,2,0,0,0,0,0,0,0,0,0,0,27
490111253051,628,300,204,97,19,4,2,1,1,0,0,527,51,1,13,5,31,527,51,3,0,1,5,2,0,2,0,1,1,0,0,31
490111253052,652,294,230,93,21,7,1,2,1,3,0,527,54,3,9,5,54,527,54,1,2,2,3,2,0,0,1,3,0,0,1,54
490111253053,515,289,146,59,14,3,1,0,1,2,0,411,52,5,14,8,25,411,52,2,0,6,1,1,4,0,0,5,0,0,0,25
490111253054,927,482,295,98,39,9,1,2,0,1,0,769,95,1,12,6,44,769,95,5,2,0,6,0,1,0,1,1,1,2,0,44
490111253061,774,384,245,97,28,8,4,1,1,6,0,615,70,2,13,13,61,615,70,4,7,3,2,2,1,0,2,2,1,0,0,61
490111253062,899,477,287,90,26,10,3,2,2,2,0,745,69,0,18,7,60,745,69,3,2,3,3,3,3,0,1,0,0,0,0,60
490111253071,1055,583,323,107,28,7,2,0,2,3,0,880,73,1,13,8,80,880,73,4,2,2,6,0,1,2,1,1,1,0,0,80
490111253072,935,608,228,61,22,10,4,0,2,0,0,813,53,1,7,2,59,813,53,0,0,5,2,0,0,0,2,1,0,0,0,59
490111253073,598,299,192,75,15,11,2,2,1,1,0,455,73,4,16,7,43,455,73,2,2,9,2,2,1,1,2,4,1,0,0,43
490111253074,1196,676,362,101,37,11,2,4,1,2,0,1025,70,11,16,5,69,1025,68,6,2,5,2,2,1,0,1,11,0,0,0,69
490111254071,642,402,179,34,20,3,3,1,0,0,0,561,14,3,2,2,60,561,14,1,0,0,0,0,1,0,0,3,0,0,2,60
490111254072,924,600,245,48,20,6,2,1,1,1,0,790,38,1,11,9,75,790,38,6,0,3,1,0,1,1,4,1,2,0,0,75
490111254073,1421,837,392,127,39,18,3,1,0,4,0,1239,65,1,18,14,84,1239,65,3,1,9,1,4,1,3,2,1,0,1,0,84
490111254074,915,538,251,81,31,7,2,2,2,1,0,797,30,0,17,8,63,797,29,6,1,7,1,0,3,0,2,0,3,0,0,63
490111254081,768,431,209,87,20,9,3,2,2,5,0,650,52,2,8,6,50,650,52,2,2,5,0,1,0,2,0,2,0,0,0,50
490111254082,1064,652,306,69,19,8,3,0,1,6,0,931,49,0,17,9,58,931,49,3,2,11,3,0,0,3,0,0,0,0,0,58
490111254083,1056,610,301,99,32,10,2,0,0,2,0,895,49,0,18,7,87,895,49,3,1,1,4,5,3,2,0,0,0,0,0,87
490111254091,1362,746,403,142,39,16,10,0,1,5,0,1146,92,1,11,12,100,1146,92,3,1,7,0,0,1,1,3,1,0,0,0,100
490111254092,1049,622,311,71,26,11,1,0,1,6,0,933,49,2,11,8,46,933,49,3,2,3,1,0,1,0,1,2,1,0,1,46
490111254101,820,500,208,78,18,9,2,2,2,1,0,697,48,0,11,5,59,697,47,3,2,6,2,0,0,1,0,0,2,0,0,59
490111254102,1069,656,297,65,25,17,5,0,0,4,0,917,52,5,15,8,72,917,49,2,1,4,2,0,1,4,0,5,0,0,0,72
490111254111,1285,678,381,131,62,21,7,0,1,4,0,1032,96,5,16,13,123,1032,96,5,5,2,1,6,2,1,2,5,0,0,2,123
490111254112,1286,754,368,103,37,16,0,1,3,4,0,1095,61,1,21,6,102,1095,61,6,0,5,3,5,2,0,0,1,0,2,0,102
490111254121,490,223,181,65,13,1,1,4,0,2,0,394,49,1,5,2,39,394,49,1,1,4,0,0,0,0,0,1,0,0,0,39
490111254122,509,248,176,60,13,9,0,0,3,0,0,396,51,0,14,8,40,396,51,2,3,6,0,3,2,0,1,0,1,1,0,40
490111254131,1413,943,328,89,36,9,4,1,2,1,0,1250,40,0,20,12,91,1250,37,7,0,7,4,2,0,0,2,0,2,2,3,91
490111254132,1533,976,400,103,32,13,2,1,1,5,0,1294,75,1,31,15,117,1294,74,4,4,8,8,4,4,4,1,1,1,0,0,117
490111254141,898,432,303,111,30,16,2,0,0,4,0,692,91,5,22,8,80,692,90,4,5,7,5,4,2,2,0,5,0,0,0,80
490111254142,482,257,145,67,7,5,1,0,0,0,0,393,47,0,10,2,30,393,47,7,0,1,0,2,0,0,1,0,1,0,0,30
490111254143,616,350,176,56,23,5,5,0,1,0,0,498,45,0,7,7,59,498,45,3,0,1,2,1,0,2,2,0,0,0,2,59
490111254151,1188,798,264,83,22,15,1,1,0,4,0,1036,62,1,18,7,64,1036,60,6,3,9,2,1,0,0,0,1,0,0,0,64
490111254152,656,300,223,96,27,5,1,0,0,4,0,489,86,2,12,2,65,489,85,2,1,4,2,1,1,0,0,2,0,1,0,65
490111255011,1509,699,505,200,66,28,6,0,1,4,0,1253,122,2,23,12,97,1253,121,7,1,2,3,3,7,5,2,2,0,0,0,97
490111255012,820,398,295,90,22,6,4,3,0,2,0,658,65,1,21,11,64,658,64,6,4,8,1,2,0,1,1,1,0,1,0,64
490111255013,558,287,179,65,15,7,2,1,0,2,0,476,33,2,7,4,36,476,33,0,0,4,0,0,0,0,0,2,0,0,3,36
490111255021,576,222,224,85,22,9,8,0,1,5,0,437,84,1,2,9,43,437,84,0,3,0,1,0,1,0,2,1,1,0,0,43
490111255022,650,290,237,87,22,9,3,0,0,2,0,521,62,5,8,7,47,521,62,2,0,3,2,0,1,0,1,5,0,0,0,47
490111255023,739,354,235,107,29,9,2,1,0,2,0,563,98,0,16,6,56,563,97,10,1,3,1,0,1,0,1,0,0,0,0,56
490111255031,1113,606,355,95,42,9,2,1,0,3,0,972,63,0,15,15,48,972,63,3,2,6,1,3,1,0,2,0,5,0,0,48
490111255032,1245,642,383,146,50,17,2,1,1,3,0,1010,102,2,17,10,104,1010,102,3,0,2,6,3,2,3,1,2,1,0,0,104
490111256001,188,44,101,21,16,2,0,2,1,1,0,115,31,2,5,4,31,115,31,1,3,1,0,1,1,0,0,2,0,0,0,31
490111257011,594,260,213,89,25,4,1,0,1,1,0,489,55,2,8,6,34,489,55,0,0,1,3,1,1,1,0,2,0,0,0,34
490111257012,299,97,119,61,9,6,4,0,1,2,0,214,45,5,8,6,21,214,45,0,1,3,2,0,0,2,1,5,0,0,0,21
490111257013,402,147,149,74,19,10,0,1,0,2,0,291,56,1,13,3,38,291,55,2,1,3,2,1,5,0,0,1,0,0,1,38
490111257021,306,141,122,26,11,1,0,0,0,5,0,238,38,0,7,1,22,238,38,2,0,1,0,0,0,0,1,0,0,0,0,22
490111257022,568,250,189,75,29,13,5,1,2,4,0,460,55,1,12,4,36,460,55,1,0,6,1,2,1,1,2,1,0,0,0,36
490111257023,516,219,193,71,23,4,1,1,0,4,0,398,64,0,6,5,43,398,64,1,1,2,0,1,1,2,0,0,0,1,0,43
490111258011,388,171,124,65,20,5,0,0,0,3,0,308,53,0,0,4,23,308,52,0,3,0,0,0,0,0,0,0,0,0,0,23
490111258012,511,251,156,73,15,13,0,1,0,2,0,431,43,1,10,5,21,431,43,2,0,2,3,0,0,0,0,1,0,0,2,21
490111258013,609,274,199,101,22,10,0,1,0,2,0,461,74,3,15,6,50,461,74,3,5,1,4,4,1,0,0,3,1,0,0,50
490111258014,426,134,160,88,16,12,6,3,2,5,0,321,57,3,7,3,35,321,57,5,0,0,1,1,0,0,0,3,0,1,1,35
490111258015,384,164,129,62,20,5,0,1,1,2,0,304,42,2,10,2,24,304,42,5,0,5,0,0,0,0,0,2,0,0,1,24
490111258041,1008,543,284,119,38,21,0,0,2,1,0,829,61,4,26,15,73,829,61,8,7,3,10,0,4,0,0,4,0,0,0,73
490111258042,473,266,133,50,12,6,2,2,2,0,0,398,16,1,12,2,44,398,16,3,0,5,0,0,1,0,2,1,0,0,0,44
490111258043,1031,598,277,106,31,16,2,0,0,1,0,865,51,1,16,5,93,865,50,2,0,8,4,0,0,2,1,1,1,0,0,93
490111258044,768,427,215,83,23,10,5,1,1,3,0,620,70,5,14,12,47,620,70,5,2,0,5,2,1,0,2,5,2,0,0,47
490111258051,323,101,123,66,14,9,1,2,1,6,0,252,42,0,3,3,23,252,42,0,3,0,3,0,0,0,0,0,0,0,0,23
490111258052,1058,518,337,148,35,4,7,2,2,5,0,798,116,5,29,22,88,798,115,14,5,4,5,2,1,3,5,5,1,0,0,88
490111258053,512,271,150,59,24,4,1,0,0,3,0,403,44,1,10,7,47,403,41,2,2,0,1,4,3,2,0,1,0,0,0,47
490111258054,433,165,145,85,22,5,4,2,3,2,0,318,52,7,10,4,42,318,52,3,2,1,2,4,0,1,0,7,0,0,0,42
490111258071,704,312,230,108,30,14,3,1,2,4,0,592,46,4,10,6,46,592,46,3,1,1,1,1,3,3,0,4,1,0,0,46
490111258072,319,107,115,75,12,4,3,1,0,2,0,228,69,0,3,0,19,228,69,1,0,0,0,2,0,0,0,0,0,0,0,19
490111258091,261,87,93,59,11,8,2,0,0,1,0,192,39,1,3,3,23,192,39,2,0,0,0,1,0,0,2,1,0,0,0,23
490111258092,325,123,100,80,14,4,0,0,0,4,0,249,31,8,6,5,26,249,31,2,2,3,0,0,1,0,1,6,0,0,0,26
490111258093,605,328,162,74,27,4,4,0,2,4,0,496,48,1,12,4,44,496,48,2,0,1,0,2,2,0,1,1,0,0,0,44
490111258101,217,67,84,49,11,3,3,0,0,0,0,168,20,3,6,0,20,168,20,3,0,1,0,0,2,0,0,3,0,0,0,20
490111258102,728,316,210,163,28,6,0,2,1,2,0,541,77,3,20,19,68,541,77,2,4,4,5,2,6,3,2,3,0,1,1,68
490111259051,852,532,209,66,33,5,2,3,1,1,0,734,35,0,11,10,62,734,35,2,2,5,2,0,0,4,3,0,0,0,0,62
490111259052,533,208,198,96,17,6,3,1,2,2,0,403,67,0,11,7,45,403,65,3,2,2,3,1,1,0,2,0,0,0,0,45
490111259053,633,312,213,69,27,6,5,0,1,0,0,533,31,2,8,2,57,533,31,4,0,0,3,0,1,1,1,2,0,0,0,57
490111259054,1052,646,253,103,36,8,0,0,2,4,0,909,24,0,23,7,89,909,24,4,5,8,6,4,1,1,1,0,0,0,0,89
490111259061,1574,996,381,139,36,12,4,1,1,4,0,1357,48,0,31,18,120,1357,48,9,4,10,0,6,2,8,0,0,1,0,1,120
490111259062,659,319,211,90,23,10,1,1,4,0,0,554,33,1,9,12,50,554,33,2,3,3,1,1,2,2,4,1,1,1,0,50
490111259063,451,231,138,57,20,4,0,1,0,0,0,377,37,1,10,5,21,377,37,2,1,3,1,1,1,1,0,1,0,2,0,21
490111259064,791,438,235,86,22,4,1,1,2,2,0,676,44,0,9,18,44,676,42,3,2,0,1,5,0,0,4,0,4,1,0,44
490111259071,1515,897,389,163,31,21,4,2,5,3,0,1261,85,1,28,16,124,1261,82,10,4,8,8,0,2,3,0,1,0,2,0,124
490111259081,1283,749,343,125,31,18,9,1,3,4,0,1121,53,4,21,11,73,1121,52,3,5,7,6,3,1,2,0,4,0,0,0,73
490111259082,554,277,174,74,22,3,1,1,0,2,0,482,23,2,7,3,37,482,23,2,1,3,2,0,0,0,0,2,0,1,0,37
490111259083,754,460,193,71,21,8,0,0,1,0,0,665,35,1,6,6,41,665,32,3,3,0,2,0,1,1,2,1,0,0,0,41
490111260011,814,362,232,163,28,17,4,2,1,5,0,626,100,3,8,4,73,626,100,2,1,3,2,1,0,1,0,3,0,0,0,73
490111260012,666,309,236,97,14,2,4,1,0,3,0,532,80,1,15,1,37,532,80,3,1,2,6,2,1,0,0,1,0,0,0,37
490111260013,244,111,80,33,17,1,1,1,0,0,0,189,28,0,3,4,20,189,28,2,0,0,1,0,0,1,1,0,0,0,0,20
490111260014,489,255,152,62,13,6,1,0,0,0,0,394,45,0,9,8,33,394,45,3,3,1,4,0,1,1,0,0,1,2,0,33
490111260021,984,514,305,124,21,12,4,0,1,3,0,823,65,0,15,9,72,823,62,4,0,2,5,2,1,5,0,0,1,0,0,72
490111260022,889,521,262,66,27,7,3,1,0,2,0,753,52,0,12,8,64,753,52,6,2,3,2,1,0,0,1,0,2,0,0,64
490111260023,1528,1023,372,80,32,10,3,1,3,4,0,1324,49,0,19,25,111,1324,47,6,4,3,3,4,3,5,1,0,4,0,0,111
490111261011,942,541,257,101,29,8,1,2,0,3,0,786,55,0,16,14,71,786,54,5,3,2,3,4,2,5,0,0,0,0,0,71
490111261012,1102,684,302,85,18,8,2,0,3,0,0,992,26,0,7,7,70,992,26,2,4,3,1,1,0,1,0,0,1,0,0,70
490111261013,759,520,165,52,17,3,2,0,0,0,0,689,20,0,4,6,40,689,20,0,2,0,1,1,2,2,1,0,0,1,0,40
490111261014,573,339,154,63,11,4,1,1,0,0,0,510,21,0,4,0,38,510,21,2,0,2,0,0,0,0,0,0,0,0,0,38
490111261051,1150,687,339,75,27,13,5,1,1,2,0,1029,26,0,12,9,74,1029,26,2,0,3,3,1,1,0,5,0,0,0,0,74
490111261052,859,587,206,37,17,5,0,2,2,3,0,773,15,0,23,7,41,773,15,3,1,12,2,0,1,0,0,0,0,0,0,41
490111261053,614,403,138,42,24,1,5,1,0,0,0,545,17,0,5,2,45,545,15,3,1,2,0,0,0,0,0,0,0,0,0,45
490111261054,808,483,237,57,24,2,3,0,1,1,0,715,24,0,13,4,52,715,24,7,1,2,1,0,3,0,0,0,0,0,0,52
490111261061,1129,777,253,61,23,9,2,1,2,1,0,1013,23,0,17,10,66,1013,23,5,3,5,7,0,0,2,0,0,3,0,1,66
490111261062,1132,804,235,63,20,6,1,2,0,1,0,1002,28,0,11,6,85,1002,28,2,3,0,3,5,1,0,0,0,0,2,0,85
490111261071,719,451,191,50,18,4,0,0,0,5,0,628,14,0,7,6,64,628,14,5,0,0,1,0,1,1,1,0,0,4,0,64
490111261072,1201,813,286,65,25,7,2,0,1,2,0,1105,16,0,10,3,67,1105,16,0,0,3,5,2,0,2,1,0,0,0,0,67
490111261081,1604,1109,361,81,31,11,5,1,2,3,0,1427,32,9,18,5,113,1427,32,6,2,1,6,2,3,0,0,9,3,0,0,113
490111261082,1343,849,370,67,34,9,5,1,5,3,0,1160,45,0,23,6,109,1160,45,8,3,4,6,2,3,0,1,0,0,0,1,109
490111262031,1283,834,301,110,30,5,0,1,1,1,0,1150,16,0,25,11,81,1150,16,8,1,3,8,4,0,6,1,0,3,0,0,81
490111262032,1131,712,288,87,29,13,0,0,0,2,0,1005,27,0,20,16,63,1005,27,4,8,6,2,4,4,1,4,0,0,0,2,63
490111262041,986,591,267,97,13,16,1,1,0,0,0,897,14,0,9,1,65,897,14,4,1,1,1,1,2,0,0,0,0,0,0,65
490111262042,534,341,134,40,13,2,1,0,0,3,0,470,16,1,6,7,34,470,16,2,2,1,2,0,0,2,0,1,0,0,0,34
490111262043,1119,714,269,84,38,7,3,1,1,2,0,987,36,1,19,4,72,987,36,7,1,3,4,2,3,2,0,1,1,0,0,72
490111262051,1921,1088,513,219,65,17,6,2,6,5,0,1673,69,4,25,33,117,1673,69,7,8,6,4,4,1,6,5,4,5,0,2,117
490111262052,961,595,255,78,21,9,2,0,1,0,0,826,38,0,12,6,79,826,38,0,1,3,5,0,1,0,0,0,2,0,0,79
490111262061,1373,829,392,104,29,12,1,2,0,4,0,1182,36,1,32,11,111,1182,33,7,2,6,12,4,3,3,1,1,2,0,0,111
490111262062,1323,840,336,103,25,10,2,1,2,4,0,1155,41,17,18,7,85,1155,40,3,2,1,4,7,3,0,0,17,0,0,1,85
490111263031,913,592,236,61,15,5,2,0,1,1,0,797,22,0,10,8,76,797,22,3,0,2,2,2,1,0,1,0,2,0,0,76
490111263032,846,489,252,76,19,5,2,0,0,3,0,750,33,0,14,4,45,750,33,5,1,4,3,0,1,1,0,0,0,0,0,45
490111263033,722,491,161,58,5,3,0,2,0,2,0,638,17,2,13,7,45,638,15,5,2,2,4,0,2,2,1,2,1,0,0,45
490111263041,1220,697,354,114,36,10,2,3,3,1,0,1053,64,4,17,12,70,1053,63,5,1,4,5,1,2,3,3,4,0,0,0,70
490111263042,1057,698,250,71,26,6,0,1,0,5,0,929,23,0,20,11,74,929,21,3,0,10,6,0,1,3,0,0,7,0,0,74
490111263043,1153,731,296,94,23,6,1,1,1,0,0,1009,35,0,18,15,76,1009,35,13,0,4,0,1,0,6,0,0,1,0,1,76
490111263051,1373,950,308,80,24,7,3,0,0,1,0,1229,24,2,15,14,89,1229,24,2,5,8,1,4,0,1,3,2,1,0,0,89
490111263061,1452,864,362,167,41,6,5,2,0,5,0,1251,53,2,21,14,111,1251,53,7,5,8,2,0,4,4,3,2,1,0,0,111
490111263062,1083,599,285,140,32,12,2,2,4,7,0,904,49,0,19,21,90,904,47,5,6,9,3,1,0,2,6,0,0,0,2,90
490111263063,1134,681,278,124,32,7,5,1,3,3,0,978,48,0,25,19,64,978,47,9,2,7,3,0,4,3,1,0,7,0,0,64
490111264021,807,559,171,46,23,5,1,0,1,1,0,703,23,0,24,8,49,703,23,13,2,4,6,0,0,3,1,0,0,0,0,49
490111264022,1237,758,326,117,20,11,2,1,2,0,0,1076,28,0,33,12,88,1076,27,7,8,10,1,6,9,1,1,0,0,2,0,88
490111264041,1151,640,307,152,27,18,3,0,0,4,0,913,69,1,42,22,104,913,68,11,11,5,10,6,6,0,1,1,0,0,1,104
490111264042,568,241,178,116,20,8,4,0,0,1,0,427,63,0,11,19,48,427,63,3,7,3,1,0,3,1,2,0,2,1,0,48
490111264043,1205,838,260,76,16,9,0,1,3,2,0,1060,32,1,30,7,75,1060,31,10,1,5,3,7,2,4,0,1,0,0,0,75
490111264044,896,491,247,130,20,6,0,0,1,1,0,740,47,0,21,23,65,740,47,8,6,3,7,1,2,4,1,0,1,1,0,65
490111264051,1060,631,264,129,23,9,2,0,1,1,0,937,36,0,11,12,64,937,36,5,1,1,2,1,1,3,0,0,3,0,0,64
490111264052,1111,684,265,124,25,5,0,5,1,2,0,943,39,0,36,7,86,943,39,9,6,9,4,10,2,0,0,0,0,0,0,86
490111264061,1051,561,303,139,27,8,2,2,4,5,0,880,56,2,31,11,71,880,56,4,0,8,11,3,3,2,0,2,2,0,0,71
490111264062,989,477,317,151,22,10,7,1,2,2,0,822,47,1,23,13,83,822,46,7,8,4,6,1,4,1,4,1,0,0,0,83
490111265001,570,342,150,57,11,5,3,0,0,2,0,516,9,0,10,6,29,516,9,2,3,0,3,0,2,0,0,0,0,0,1,29
490111265002,600,326,168,86,12,3,4,1,0,0,0,535,16,0,16,5,28,535,16,9,1,2,1,3,1,1,0,0,2,0,0,28
490111265003,522,289,169,50,10,4,0,0,0,0,0,462,17,0,11,4,28,462,17,4,1,3,3,0,0,1,0,0,0,1,0,28
490111265004,668,414,152,66,19,9,2,1,2,3,0,573,18,1,10,6,60,573,18,6,0,1,3,0,0,2,0,1,2,1,1,60
490111265005,955,591,239,76,22,14,5,1,0,7,0,864,20,1,17,7,46,864,19,8,1,3,3,2,1,2,0,1,0,0,0,46
490111266001,810,380,259,139,21,8,1,1,1,0,0,646,46,0,18,18,82,646,46,3,7,4,2,4,1,3,4,0,0,1,1,82
490111266002,849,454,238,116,23,11,1,2,3,1,0,715,33,1,14,8,78,715,32,7,0,2,1,1,2,0,4,1,0,0,0,78
490111266003,653,346,197,77,16,8,4,2,1,2,0,535,37,1,10,14,56,535,35,6,0,1,2,1,0,3,0,1,0,5,2,56
490111267001,597,272,193,99,21,8,1,0,1,2,0,492,31,0,10,10,54,492,31,3,2,4,1,1,1,2,5,0,0,0,0,54
490111267002,362,159,117,61,13,5,4,1,0,2,0,291,37,0,3,5,26,291,37,1,0,0,0,1,1,0,1,0,0,1,0,26
490111267003,344,178,101,48,8,3,1,1,1,3,0,291,20,1,6,1,25,291,20,3,0,2,0,0,0,1,0,1,0,0,0,25
490111267004,315,149,96,47,15,4,2,1,1,0,0,271,18,0,3,3,20,271,18,1,1,0,1,1,0,1,0,0,0,0,0,20
490111268011,689,492,127,53,9,4,1,1,0,2,0,605,17,0,11,7,49,605,17,3,1,2,2,4,0,1,0,0,0,0,1,49
490111268012,488,307,118,44,14,2,2,1,0,0,0,431,13,2,6,1,35,431,13,1,0,1,1,0,1,0,0,2,0,0,0,35
490111268013,708,467,162,62,10,5,1,1,0,0,0,612,33,0,15,13,35,612,33,0,1,0,7,1,2,2,3,0,2,0,0,35
490111268021,871,551,225,66,19,5,1,1,1,2,0,765,17,0,18,11,60,765,17,4,3,9,2,3,0,0,1,0,2,0,0,60
490111268022,632,395,152,56,14,9,2,0,1,3,0,559,9,0,16,5,43,559,9,4,2,6,2,2,2,0,0,0,0,0,2,43
490111268023,1233,715,333,141,26,12,1,0,3,2,0,1060,34,3,35,20,81,1060,34,11,8,7,8,5,3,0,5,3,0,0,0,81
490111269011,523,288,140,67,16,8,2,1,0,1,0,443,21,1,12,7,39,443,21,3,0,1,2,2,0,3,2,1,0,0,0,39
490111269012,490,283,141,48,8,4,3,0,2,1,0,402,22,2,14,9,41,402,22,6,3,0,1,1,4,0,2,2,1,1,2,41
490111269013,534,300,160,55,8,5,2,1,1,2,0,463,15,0,6,4,46,463,15,1,3,2,0,0,3,0,1,0,0,0,0,46
490111269014,367,189,122,44,6,3,1,0,0,2,0,318,15,0,2,1,31,318,15,1,0,0,0,1,0,0,1,0,0,0,0,31
490111269015,427,201,128,71,13,10,1,1,1,1,0,347,32,0,9,3,36,347,31,3,0,4,1,1,0,0,0,0,0,0,2,36
490111269016,316,141,106,52,10,4,1,1,1,0,0,261,15,0,6,8,26,261,15,2,0,0,0,0,3,1,4,0,0,0,3,26
490111269021,738,424,196,85,16,11,2,1,0,3,0,646,24,0,4,9,55,646,24,0,3,1,0,1,2,1,4,0,0,0,0,55
490111269022,550,301,151,78,11,6,1,0,1,1,0,473,21,0,11,7,38,473,19,1,2,1,6,2,1,2,2,0,0,0,0,38
490111269023,721,404,216,67,21,6,3,0,2,2,0,606,29,0,8,12,66,606,29,1,1,4,0,1,0,4,2,0,4,0,0,66
490111269024,496,228,167,67,24,1,5,1,2,1,0,389,45,2,3,5,52,389,45,3,1,0,0,0,0,0,2,1,0,0,0,52
490111269025,531,266,149,86,17,8,0,3,2,0,0,431,41,0,10,5,44,431,40,4,2,2,3,0,0,0,0,0,0,0,0,44
490111270021,650,276,234,100,24,10,2,0,2,2,0,523,51,1,10,14,51,523,50,4,3,3,0,2,1,1,3,1,0,1,0,51
490111270022,886,334,322,184,27,8,4,1,1,5,0,636,103,3,22,20,102,636,102,7,5,5,0,7,0,2,4,2,1,1,2,102
490111270023,799,325,265,153,38,10,0,2,0,6,0,539,137,4,24,21,74,539,136,10,4,1,2,8,3,5,2,4,0,0,5,74
490111270024,469,191,154,96,15,7,0,3,2,1,0,332,85,0,3,6,43,332,85,0,1,1,0,1,1,0,2,0,0,0,1,43
490111270031,1418,874,388,104,30,14,1,1,2,4,0,1237,39,1,20,12,109,1237,39,7,5,4,5,1,3,0,2,1,0,0,4,109
490111270032,1310,598,436,201,52,12,4,0,6,1,0,1012,110,1,26,35,126,1012,110,7,7,4,6,7,1,2,8,1,0,0,4,126
490111270033,892,486,266,104,18,11,2,0,2,3,0,727,44,2,24,12,83,727,42,1,4,0,2,1,7,0,3,1,0,0,0,83
490111270051,762,381,226,111,25,12,3,0,0,4,0,615,53,2,13,6,73,615,53,3,2,0,4,5,1,0,4,2,0,0,0,73
490111270052,819,418,254,99,27,13,3,1,0,4,0,664,64,3,14,14,60,664,64,4,6,0,5,4,1,0,1,3,4,0,1,60
490111270061,1120,595,363,111,32,11,4,1,1,2,0,966,53,2,13,8,78,966,53,3,2,2,3,4,1,0,1,2,0,0,0,78
490111270062,397,227,120,38,9,1,2,0,0,0,0,334,25,0,3,8,27,334,25,2,1,0,0,1,0,4,0,0,0,0,0,27
490111270063,449,249,138,44,10,7,0,0,0,1,0,370,26,1,8,1,43,370,26,3,0,1,0,0,3,0,1,1,0,0,0,43
490111271001,718,427,189,72,17,6,5,0,2,0,0,657,20,1,5,1,34,657,19,1,0,1,0,0,3,0,0,1,0,0,0,34
490111271002,1054,622,278,103,31,8,3,1,2,6,0,931,32,0,12,12,67,931,31,2,1,0,5,1,4,0,0,0,3,1,0,67
490111271003,669,427,160,59,16,6,1,0,0,0,0,578,25,1,10,8,47,578,25,3,2,5,0,1,0,0,2,1,0,0,2,47
490111271004,746,497,178,40,21,8,0,1,0,1,0,684,12,0,9,2,39,684,12,4,0,3,0,1,1,0,0,0,1,1,0,39
