BlockGroupID,total_reg,party_dem,party_rep,party_npp,party_rin,party_lib,party_con,party_grn,party_lbl,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_93,eth2_64,eth2_23,eth2_30,eth2_10,eth2_34,eth2_14,eth2_21,eth2_unk
100010431001,732,154,368,196,7,2,1,2,0,2,0,646,9,18,3,5,51,646,18,9,0,4,3,1,0,0,51
100010431002,1213,323,573,290,20,2,1,0,1,3,0,1050,24,51,8,12,68,1050,51,23,4,2,2,5,0,1,68
100010432021,793,272,297,207,12,1,0,0,1,3,0,615,56,29,3,5,85,615,28,56,0,0,2,1,0,0,85
100010432022,426,108,214,98,4,2,0,0,0,0,0,363,10,11,6,3,33,363,11,10,0,1,2,1,4,0,33
100010432023,817,294,309,196,10,3,3,0,1,1,0,640,56,41,6,5,69,640,41,56,1,4,1,1,0,0,69
100010432024,681,176,289,198,14,1,1,0,2,0,0,540,42,32,1,6,60,540,32,42,0,2,0,2,0,1,60
100010433001,722,432,101,165,15,0,3,4,0,2,0,322,30,272,18,13,67,322,271,29,12,6,4,3,1,1,67
100010433002,1050,564,223,237,16,2,1,1,3,3,0,472,43,464,8,9,54,472,463,43,3,2,2,4,1,1,54
100010433003,1029,578,162,267,13,4,1,0,0,4,0,430,66,463,7,16,47,430,463,66,4,14,3,1,0,0,47
100010434001,1503,538,542,394,20,2,1,0,1,5,0,1053,93,199,20,18,120,1053,198,93,5,6,8,3,1,3,120
100010434002,501,127,253,110,5,0,0,0,1,5,0,398,24,7,12,11,49,398,7,24,10,2,1,3,1,0,49
100010434003,1908,689,708,477,20,2,2,1,1,8,0,1391,117,220,20,15,145,1391,220,117,11,2,3,8,3,0,145
100019800001,107,32,20,50,0,0,4,0,0,1,0,67,16,3,3,2,16,67,3,16,0,1,0,1,0,1,16
100019900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
