BlockGroupID,total_reg,party_dem,party_rep,party_npp,party_rin,party_lib,party_con,party_grn,party_lbl,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_93,eth2_64,eth2_23,eth2_30,eth2_10,eth2_34,eth2_14,eth2_21,eth2_unk
100030002001,650,470,81,89,7,0,0,1,1,1,0,304,24,256,14,18,34,304,256,24,3,0,9,12,1,0,34
100030002002,638,534,33,65,3,0,0,1,0,2,0,58,22,528,5,6,19,58,528,22,2,5,1,0,2,0,19
100030002003,749,630,22,85,4,2,1,2,1,2,0,76,20,618,6,5,24,76,618,20,4,2,0,0,0,1,24
100030002004,517,442,16,54,1,2,0,0,1,1,0,34,11,443,5,9,15,34,442,11,2,6,1,2,1,1,15
100030002005,788,665,31,70,2,0,1,1,0,18,0,88,29,634,8,14,15,88,632,29,3,9,1,4,2,0,15
100030002006,991,808,45,126,1,4,2,1,0,4,0,137,32,786,14,5,17,137,786,31,6,4,8,1,0,0,17
100030003001,449,381,21,42,0,0,0,0,0,5,0,25,20,399,2,2,1,25,398,20,1,2,1,0,0,0,1
100030003002,822,674,36,92,8,0,0,1,0,11,0,43,33,719,7,8,12,43,718,32,2,6,2,1,2,1,12
100030003003,1091,839,67,159,14,3,0,0,0,9,0,245,41,741,10,22,32,245,740,40,4,15,4,2,1,1,32
100030004001,739,513,93,117,7,3,1,0,1,4,0,387,29,248,9,11,55,387,248,28,3,4,2,6,1,0,55
100030004002,961,757,59,122,4,1,0,1,1,16,0,182,42,687,7,15,28,182,687,42,3,10,0,1,3,0,28
100030004003,619,485,54,69,5,0,0,2,0,4,0,282,36,249,8,4,40,282,248,36,3,3,3,1,1,0,40
100030005001,643,530,24,66,3,1,0,2,1,16,0,39,29,546,7,8,14,39,544,29,1,6,4,0,1,1,14
100030005002,762,636,34,72,2,0,0,0,0,18,0,34,36,666,11,7,8,34,666,35,8,7,1,0,1,0,8
100030005003,575,476,17,65,5,0,1,0,1,10,0,54,20,485,5,8,3,54,485,20,2,8,2,0,0,0,3
100030005004,598,466,36,85,3,2,0,1,1,4,0,116,26,420,7,3,26,116,420,26,1,2,5,1,0,1,26
100030006011,815,689,26,83,5,0,0,0,0,12,0,45,30,703,8,18,11,45,702,30,3,14,3,1,0,1,11
100030006012,632,526,24,70,1,0,0,0,1,10,0,65,25,519,7,6,10,65,519,25,5,5,2,1,0,0,10
100030006013,631,530,22,63,4,0,0,0,0,12,0,41,33,534,6,6,11,41,534,33,3,5,0,0,3,0,11
100030006021,831,705,27,76,5,0,0,2,0,16,0,137,23,634,12,9,16,137,632,23,4,6,7,1,1,0,16
100030006022,723,599,29,79,3,0,0,0,0,13,0,34,44,620,8,11,6,34,620,44,5,6,1,1,0,1,6
100030006023,558,427,34,72,8,1,0,0,1,15,0,114,30,381,10,8,15,114,380,30,4,4,4,0,1,0,15
100030009001,503,402,30,54,2,0,0,1,0,14,0,90,11,371,4,12,15,90,370,11,1,9,1,1,1,0,15
100030009002,569,465,24,62,1,0,0,1,2,14,0,31,32,488,5,8,5,31,488,32,2,5,1,0,0,0,5
100030009003,533,439,27,51,2,0,0,0,0,14,0,83,31,382,0,15,22,83,382,31,0,13,0,0,0,0,22
100030011001,996,622,159,195,12,4,1,0,1,2,0,703,52,92,18,22,109,703,92,52,6,6,5,6,5,1,109
100030011002,805,501,138,145,9,4,1,0,1,6,0,511,38,135,12,25,84,511,135,38,5,16,3,4,3,0,84
100030011003,709,460,124,111,8,1,0,1,0,4,0,495,26,109,12,14,53,495,109,26,1,2,6,10,3,1,53
100030012001,560,324,104,125,4,2,0,0,1,0,0,452,17,19,11,11,50,452,19,17,5,6,2,4,0,1,50
100030012002,680,411,123,135,3,3,0,1,1,3,0,522,21,45,12,12,68,522,45,21,4,7,3,2,2,2,68
100030013001,1065,681,198,157,17,4,2,2,1,3,0,855,31,19,16,15,129,855,19,31,9,5,1,5,5,1,129
100030013002,576,367,101,102,4,0,0,0,0,2,0,471,15,7,6,13,64,471,7,13,5,2,1,3,0,0,64
100030013003,654,384,143,114,10,3,0,0,0,0,0,535,16,7,10,5,81,535,7,16,1,3,3,0,3,1,81
100030013004,903,578,171,142,6,1,1,2,1,1,0,756,17,5,13,12,100,756,5,17,2,2,6,5,0,1,100
100030014001,612,367,93,142,4,3,1,0,1,1,0,459,26,59,7,10,51,459,59,26,3,3,0,5,2,0,51
100030014002,1056,731,106,192,7,3,0,4,0,13,0,394,168,403,9,17,65,394,402,165,5,7,3,4,1,0,65
100030015001,575,407,74,82,4,0,0,3,0,5,0,320,20,174,10,7,44,320,172,20,2,3,6,2,1,1,44
100030015002,1036,756,73,170,13,4,1,2,0,17,0,290,118,557,16,8,47,290,557,118,6,4,4,1,5,0,47
100030016001,631,469,46,91,5,2,0,2,0,16,0,150,34,397,3,13,34,150,397,34,3,7,0,1,0,0,34
100030016002,498,367,34,62,8,0,0,2,2,23,0,67,39,365,7,8,12,67,365,38,2,8,0,0,1,3,12
100030016003,527,383,48,75,4,0,0,0,1,16,0,57,51,394,7,9,9,57,393,51,3,8,2,0,1,1,9
100030019021,470,410,15,35,6,0,0,0,0,4,0,25,15,423,2,5,0,25,423,15,1,3,0,1,1,0,0
100030019022,862,590,97,151,7,2,1,2,2,10,0,294,46,388,35,26,73,294,388,45,11,11,11,4,9,1,73
100030021001,592,434,35,86,9,0,0,1,1,26,0,49,71,448,6,7,11,49,448,71,4,5,1,2,0,0,11
100030021002,726,584,49,77,1,0,0,0,1,14,0,99,95,481,25,8,18,99,480,94,4,6,7,0,13,1,18
100030022001,848,658,60,115,1,2,0,0,0,12,0,94,330,409,2,6,7,94,408,329,1,1,1,2,0,0,7
100030022002,415,293,32,63,5,0,0,0,1,21,0,47,166,185,2,7,8,47,184,161,1,6,1,0,0,0,8
100030022003,478,359,34,72,1,1,0,0,0,11,0,43,193,234,3,1,4,43,234,193,2,0,0,1,0,0,4
100030023001,535,398,47,68,4,0,0,0,1,17,0,63,140,309,8,5,10,63,308,140,3,2,1,2,2,2,10
100030023002,574,429,58,65,7,1,0,0,0,14,0,68,146,340,3,13,4,68,340,145,1,10,2,1,0,0,4
100030023003,778,580,49,123,8,1,0,2,1,14,0,158,181,393,11,13,22,158,393,179,9,5,0,3,0,1,22
100030024001,481,343,49,74,6,2,1,0,1,5,0,186,50,201,6,10,28,186,201,50,2,3,2,3,2,0,28
100030024002,1066,761,98,175,10,1,0,4,1,16,0,265,129,596,12,17,47,265,596,129,2,11,4,2,1,5,47
100030024003,713,512,74,110,8,2,0,1,0,6,0,298,82,299,5,5,24,298,299,82,2,4,1,1,2,0,24
100030024004,855,566,108,161,9,0,0,1,1,9,0,627,55,72,9,14,78,627,71,55,0,5,2,5,0,1,78
100030025001,875,624,87,143,9,4,0,0,0,8,0,366,98,344,10,17,40,366,344,98,4,13,3,2,1,1,40
100030025002,729,492,88,129,12,1,1,1,0,5,0,314,240,115,13,7,40,314,115,240,8,4,0,3,1,0,40
100030025003,612,416,82,101,5,1,0,0,0,7,0,311,68,183,14,7,29,311,183,68,5,5,5,1,1,0,29
100030026001,427,330,34,56,1,1,0,2,0,3,0,95,91,224,4,2,11,95,224,89,1,2,1,0,2,0,11
100030026002,649,479,53,93,5,1,0,0,0,18,0,104,178,339,4,8,16,104,339,177,1,5,0,1,2,0,16
100030026003,675,515,52,91,1,0,1,1,0,14,0,100,190,357,10,4,14,100,356,190,6,3,2,1,0,2,14
100030026004,480,342,48,73,5,1,2,1,0,8,0,136,115,205,2,7,15,136,205,115,1,5,0,2,0,1,15
100030027001,973,612,126,207,9,1,0,1,2,15,0,413,92,346,40,24,58,413,343,90,18,9,13,3,6,2,58
100030027002,914,691,77,128,8,0,1,1,0,8,0,242,187,420,12,18,35,242,418,187,7,13,1,0,1,2,35
100030028001,2114,1307,251,507,14,5,0,9,1,20,0,1188,103,407,109,60,247,1188,403,101,43,29,37,15,12,6,247
100030028002,641,430,57,117,3,5,0,1,1,27,0,173,68,345,14,19,22,173,344,67,4,13,3,3,5,0,22
100030029001,436,364,9,45,3,1,0,0,1,13,0,22,19,372,2,6,15,22,372,19,2,4,0,1,0,0,15
100030029002,414,309,28,54,7,0,0,1,0,15,0,41,22,334,2,3,12,41,334,21,1,1,0,1,1,0,12
100030029003,742,613,40,61,2,0,0,0,0,26,0,60,47,605,9,6,15,60,605,47,1,5,1,1,5,2,15
100030029004,574,477,22,61,2,0,0,0,0,12,0,61,16,486,3,4,4,61,485,16,2,4,0,0,1,0,4
100030030021,576,481,20,64,4,1,1,0,1,4,0,52,47,457,4,5,11,52,457,47,1,2,1,0,1,1,11
100030030022,505,392,25,63,5,0,0,1,0,19,0,36,40,412,6,3,8,36,412,40,3,2,2,1,1,0,8
100030101041,1337,852,206,254,18,1,2,1,2,1,0,703,90,408,21,37,78,703,408,89,13,25,2,3,1,5,78
100030101042,1004,560,194,230,11,3,1,0,1,4,0,476,64,353,22,17,72,476,352,64,6,9,6,2,7,0,72
100030101051,553,322,105,111,6,1,1,0,0,7,0,278,38,208,6,3,20,278,208,38,2,0,2,1,0,1,20
100030101052,1119,761,145,197,4,6,0,0,0,6,0,346,80,547,13,84,49,346,546,80,7,67,0,2,1,3,49
100030101061,268,169,34,58,3,1,0,0,0,3,0,94,24,114,7,7,22,94,114,24,2,4,1,1,0,4,22
100030101062,294,193,31,66,0,2,0,2,0,0,0,104,22,112,12,19,25,104,111,22,7,10,2,5,1,1,25
100030101063,299,186,62,42,3,1,1,0,2,2,0,168,8,74,6,16,27,168,74,8,2,5,4,4,0,0,27
100030102001,908,467,238,185,10,4,0,1,2,1,0,561,64,159,13,37,74,561,159,64,5,25,4,4,0,1,74
100030102002,735,392,181,151,6,1,0,1,0,3,0,460,17,159,11,22,66,460,158,17,0,9,1,7,1,2,66
100030103001,798,422,186,172,9,5,0,0,1,3,0,556,43,86,15,19,79,556,84,43,3,14,3,5,2,1,79
100030103002,1015,617,166,209,13,4,1,0,0,5,0,499,67,304,26,46,73,499,304,65,12,34,5,5,1,3,73
100030103003,808,471,162,150,17,1,2,2,1,2,0,446,54,114,74,38,82,446,114,53,35,20,22,2,7,5,82
100030104001,491,256,125,98,7,1,0,1,2,1,0,376,21,18,8,12,56,376,18,21,4,3,2,3,0,1,56
100030104002,843,419,210,192,14,4,0,1,2,1,0,615,38,69,17,14,90,615,69,38,8,9,5,1,2,2,90
100030104003,1249,612,336,271,13,7,1,3,0,6,0,916,57,86,36,26,128,916,86,56,17,12,7,6,6,2,128
100030104004,649,312,182,140,8,2,0,0,1,4,0,514,23,32,22,18,40,514,31,23,14,7,2,7,0,5,40
100030105021,908,417,257,216,9,4,0,3,0,2,0,700,37,43,12,17,99,700,43,35,2,3,6,5,2,0,99
100030105022,925,434,200,266,14,8,0,0,0,3,0,755,30,30,13,10,87,755,30,28,6,2,4,4,0,2,87
100030105023,652,311,153,177,4,1,1,3,1,1,0,560,16,4,7,6,59,560,4,16,0,1,2,0,1,2,59
100030105024,903,591,131,161,13,1,3,0,2,1,0,463,38,296,20,20,66,463,293,38,9,9,6,4,2,0,66
100030105025,884,458,202,197,16,3,0,4,1,3,0,589,49,116,19,22,89,589,116,48,7,9,7,7,1,2,89
100030107031,922,597,142,156,12,4,0,1,2,8,0,514,35,281,12,13,67,514,279,35,6,6,4,5,0,1,67
100030107032,591,338,118,127,7,0,0,0,0,1,0,417,26,78,3,17,50,417,78,26,0,3,2,5,0,1,50
100030107041,694,514,55,101,8,3,0,1,3,9,0,195,30,428,13,9,19,195,427,30,6,6,3,2,1,2,19
100030107042,883,603,111,146,11,0,2,1,0,9,0,310,58,437,15,13,50,310,436,53,4,9,4,0,1,1,50
100030107043,1021,631,162,202,16,4,1,0,0,5,0,465,43,401,10,11,91,465,400,42,1,6,4,0,3,2,91
100030108001,913,485,203,197,19,4,0,2,0,3,0,715,28,51,13,8,98,715,51,27,5,3,5,2,1,0,98
100030108002,2063,846,660,517,27,3,0,1,2,7,0,1531,75,59,95,54,249,1531,58,73,25,19,54,15,8,5,249
100030108003,719,394,174,137,7,4,0,0,2,1,0,446,12,137,33,10,81,446,136,12,9,6,19,1,1,4,81
100030109001,747,339,228,163,8,1,1,3,3,1,0,552,28,23,39,22,83,552,23,27,6,2,20,2,6,2,83
100030109002,1006,447,306,238,9,5,0,0,0,1,0,823,26,8,31,23,95,823,8,24,4,6,15,10,2,8,95
100030109003,562,252,178,121,7,4,0,0,0,0,0,472,13,9,5,11,52,472,8,13,4,3,1,2,0,0,52
100030110001,863,403,226,219,10,2,0,2,1,0,0,656,34,28,14,23,108,656,28,34,2,9,8,2,0,4,108
100030110002,871,481,176,196,14,1,2,0,1,0,0,553,43,98,38,31,108,553,98,43,8,8,15,3,6,7,108
100030110003,930,416,278,223,8,2,0,1,1,1,0,757,29,25,24,14,81,757,25,28,4,1,11,10,2,3,81
100030111001,2376,1192,580,563,24,8,1,2,3,3,0,1834,57,60,72,42,311,1834,60,52,16,10,25,17,9,9,311
100030112011,936,390,315,211,9,4,0,1,0,6,0,697,21,28,44,17,129,697,28,20,13,8,27,2,1,2,129
100030112012,595,297,157,130,4,1,1,2,1,2,0,440,22,17,30,25,61,440,17,22,11,22,5,0,0,10,61
100030112021,2163,905,725,485,26,10,1,2,3,6,0,1576,70,67,88,96,266,1576,67,70,19,43,33,13,14,14,266
100030112022,1139,484,366,264,22,1,0,0,0,2,0,742,36,35,162,37,127,742,35,34,53,18,70,6,10,21,127
100030112031,1375,597,445,318,9,4,1,0,0,1,0,1005,25,47,137,48,113,1005,47,23,46,24,64,9,7,18,113
100030112032,617,269,202,138,2,2,0,1,2,1,0,500,14,5,13,16,69,500,5,14,4,6,6,3,2,1,69
100030112033,1237,786,186,245,11,0,2,2,2,3,0,520,55,490,33,54,85,520,489,53,14,37,7,4,5,4,85
100030112041,1044,548,243,232,12,7,0,0,0,2,0,723,34,152,24,23,88,723,151,34,10,13,7,7,1,4,88
100030112042,1685,716,518,418,19,2,4,1,0,7,0,1282,30,50,62,60,201,1282,50,27,25,28,24,17,4,8,201
100030112051,1087,440,368,254,15,6,1,0,2,1,0,840,31,39,50,24,103,840,36,31,21,13,11,5,9,8,103
100030112052,626,259,222,136,6,1,0,1,1,0,0,448,24,11,33,17,93,448,11,21,7,5,19,7,0,5,93
100030112061,1330,560,445,312,9,1,1,0,1,1,0,1002,36,16,62,46,168,1002,16,34,10,16,24,20,12,8,168
100030112062,2204,935,695,523,34,8,1,4,0,4,0,1657,48,55,90,52,302,1657,54,46,25,8,42,25,14,7,302
100030113001,1163,530,344,265,15,3,0,2,1,3,0,891,25,34,43,39,131,891,34,22,8,9,25,8,3,3,131
100030113002,638,287,175,163,6,4,0,0,1,2,0,487,11,26,28,12,74,487,26,10,5,7,14,0,1,7,74
100030114001,581,251,190,134,3,2,0,1,0,0,0,437,31,16,13,25,59,437,16,31,6,2,4,5,2,1,59
100030114002,927,380,314,221,5,3,0,0,2,2,0,738,10,20,29,22,108,738,20,10,2,5,16,5,0,10,108
100030114003,1317,556,410,331,15,2,0,0,1,2,0,1077,32,6,33,24,145,1077,5,31,10,14,16,4,4,1,145
100030115001,858,356,256,227,13,0,4,1,1,0,0,683,28,15,35,24,73,683,15,27,10,12,15,7,5,3,73
100030115002,625,277,170,166,8,1,1,1,0,1,0,504,26,9,5,17,64,504,9,26,0,4,3,5,0,1,64
100030115003,833,370,231,208,13,5,1,1,2,2,0,669,16,8,20,25,95,669,8,16,9,7,6,6,0,4,95
100030116001,790,356,239,182,5,5,0,2,0,1,0,638,32,10,13,19,78,638,10,31,3,11,7,2,1,0,78
100030116002,1785,808,496,436,28,6,1,2,4,4,0,1419,46,28,62,55,175,1419,28,46,11,20,29,10,8,6,175
100030117001,1164,482,386,275,14,4,0,2,1,0,0,967,34,1,32,39,91,967,1,34,3,8,13,14,3,1,91
100030117002,624,248,228,133,6,3,1,4,1,0,0,491,17,1,7,13,95,491,1,15,1,6,5,4,1,0,95
100030117003,963,428,285,238,12,0,0,0,0,0,0,765,30,13,24,11,120,765,13,28,6,3,7,4,1,3,120
100030117004,924,393,287,232,7,4,0,0,0,1,0,728,22,2,50,24,98,728,2,21,12,4,22,4,4,5,98
100030118001,970,323,411,220,11,3,1,0,0,1,0,780,16,3,27,25,119,780,3,16,8,16,8,7,4,1,119
100030118002,872,338,291,205,26,5,2,0,4,1,0,670,34,27,27,18,96,670,27,34,17,5,4,11,5,0,96
100030118003,543,161,256,118,6,0,0,0,1,1,0,448,15,3,14,11,52,448,3,15,4,3,6,3,3,0,52
100030118004,1464,513,576,340,22,8,1,1,1,2,0,1147,29,6,68,53,161,1147,6,28,16,20,33,7,10,4,161
100030119001,1151,457,427,251,13,0,0,0,1,2,0,922,41,18,24,22,124,922,18,41,12,4,8,3,1,1,124
100030119002,911,362,342,196,6,2,1,0,1,1,0,707,27,6,50,27,94,707,6,26,11,12,27,7,10,0,94
100030119003,851,313,324,201,11,0,0,1,0,1,0,561,30,15,91,45,109,561,15,30,57,27,21,7,7,2,109
100030120001,877,373,250,240,9,2,1,1,1,0,0,741,31,5,15,4,81,741,5,31,4,2,8,2,0,2,81
100030120002,1223,582,279,329,17,8,0,2,0,6,0,919,126,38,15,7,118,919,38,126,4,2,8,4,1,0,118
100030120003,1081,667,168,218,8,6,3,1,2,8,0,495,181,330,27,12,36,495,330,178,21,5,3,3,2,0,36
100030121001,756,331,200,211,9,0,1,0,1,3,0,589,35,17,18,20,77,589,17,35,8,4,4,6,3,1,77
100030121002,796,424,153,204,8,3,1,0,0,3,0,546,99,66,8,16,61,546,66,99,3,12,3,2,0,1,61
100030121003,434,213,84,121,9,2,0,1,0,4,0,331,41,8,9,7,38,331,8,40,1,4,3,1,0,1,38
100030122001,721,393,147,163,6,2,5,1,0,4,0,522,89,34,5,13,58,522,34,89,1,2,1,6,2,0,58
100030122002,415,281,45,73,5,1,1,0,3,6,0,110,91,176,8,11,19,110,176,90,2,8,2,0,1,2,19
100030122003,758,364,174,204,5,3,0,2,1,5,0,589,72,32,4,7,54,589,32,71,1,1,0,2,1,1,54
100030122004,1130,582,243,280,15,1,0,2,0,7,0,777,223,25,19,13,73,777,24,221,5,7,3,3,7,3,73
100030123001,996,574,169,228,12,5,2,0,1,5,0,720,147,34,11,11,73,720,34,147,4,8,4,0,0,0,73
100030123002,678,446,95,123,5,2,1,1,1,4,0,296,122,185,27,9,39,296,184,121,21,4,5,2,0,1,39
100030124001,986,590,157,216,11,3,0,2,2,5,0,645,193,64,4,9,71,645,64,193,3,2,0,0,0,0,71
100030124002,646,393,98,137,9,2,2,0,1,4,0,416,121,55,1,13,40,416,54,118,0,7,0,2,0,0,40
100030124003,558,344,67,130,5,1,1,0,0,10,0,277,133,102,7,3,36,277,101,132,5,1,1,1,1,0,36
100030124004,780,394,151,215,14,1,1,0,1,3,0,546,120,25,11,10,68,546,25,120,8,5,1,2,1,0,68
100030125001,678,457,75,129,7,2,1,2,0,5,0,476,83,67,3,6,43,476,66,82,0,1,2,4,1,0,43
100030125002,557,338,73,130,8,0,0,3,1,4,0,287,116,106,6,7,35,287,106,115,2,2,1,3,0,3,35
100030125003,620,332,108,161,9,3,0,3,0,4,0,452,99,20,4,4,41,452,20,99,1,2,1,1,0,0,41
100030125004,480,246,87,127,14,2,0,0,0,4,0,369,49,13,6,7,36,369,13,49,3,1,3,4,0,0,36
100030125005,528,269,117,121,13,2,1,1,2,2,0,383,65,16,6,9,49,383,16,65,1,4,0,2,1,2,49
100030125006,839,430,183,214,9,1,0,0,0,2,0,651,89,18,4,10,67,651,18,89,1,7,2,0,1,0,67
100030126001,744,395,136,192,8,2,2,1,1,7,0,534,120,26,4,5,55,534,26,113,2,1,1,3,1,0,55
100030126002,730,345,173,190,15,2,1,2,1,1,0,553,55,17,9,20,76,553,16,54,4,5,4,8,1,0,76
100030126003,746,325,202,200,10,6,1,0,0,2,0,583,56,10,8,13,76,583,10,56,0,0,4,4,2,1,76
100030127001,1245,672,241,291,25,4,4,1,2,5,0,767,106,237,10,20,105,767,237,105,6,4,1,8,0,0,105
100030127002,453,214,107,119,8,1,0,1,0,3,0,349,32,8,10,8,46,349,8,32,1,1,2,6,7,0,46
100030127003,553,272,125,143,8,2,1,0,1,1,0,437,55,13,6,3,39,437,13,55,0,1,2,0,1,1,39
100030127004,527,245,113,155,8,4,1,0,0,1,0,409,52,14,4,6,42,409,14,52,0,0,3,5,0,1,42
100030127005,258,135,46,64,7,2,1,0,1,2,0,164,29,40,2,3,20,164,40,29,0,3,2,0,0,0,20
100030129001,1243,874,127,198,10,1,2,3,1,27,0,262,414,518,12,18,19,262,517,412,7,12,2,2,1,0,19
100030129002,956,505,185,232,20,6,0,2,1,5,0,712,116,27,9,6,86,712,27,116,0,4,4,0,4,0,86
100030129003,882,497,164,204,9,1,0,0,1,6,0,597,105,76,12,15,77,597,76,105,6,6,1,3,4,0,77
100030130001,758,360,187,197,6,5,0,0,1,2,0,594,69,24,3,9,59,594,24,69,0,2,2,1,0,0,59
100030130002,600,304,140,145,4,1,1,1,1,3,0,415,78,14,6,12,75,415,14,77,5,4,0,4,0,0,75
100030131001,569,287,124,143,9,1,0,1,1,3,0,386,64,45,3,12,59,386,45,64,0,3,0,4,0,0,59
100030131002,588,272,149,151,8,2,1,1,1,3,0,464,40,11,10,12,51,464,11,39,1,6,6,1,2,1,51
100030131003,478,215,113,129,15,0,2,2,1,1,0,367,37,7,3,13,51,367,7,37,3,7,0,1,0,0,51
100030132001,623,259,174,160,21,2,0,3,0,4,0,479,68,6,11,5,54,479,6,68,7,1,4,3,0,0,54
100030132002,474,259,82,119,9,0,1,0,0,4,0,303,121,9,3,2,36,303,9,121,0,0,0,2,0,3,36
100030132003,677,370,126,161,9,2,0,0,1,8,0,409,88,123,7,9,41,409,123,88,1,7,5,0,1,0,41
100030133001,712,350,148,197,11,3,0,0,2,1,0,527,88,9,16,7,65,527,9,88,7,3,9,3,0,0,65
100030133002,735,325,197,194,12,0,1,1,4,1,0,578,50,16,12,10,69,578,16,48,5,4,1,4,2,2,69
100030134001,739,309,210,203,11,2,2,0,1,1,0,620,28,8,8,7,68,620,8,28,2,0,3,2,1,2,68
100030134002,802,354,223,200,12,4,3,2,0,4,0,649,53,6,9,10,75,649,6,53,0,4,5,4,1,1,75
100030134003,560,277,135,129,11,3,0,2,1,2,0,412,44,34,16,7,47,412,34,44,1,4,3,1,5,0,47
100030135011,1118,373,424,299,16,1,1,1,1,2,0,876,26,6,62,31,117,876,6,26,18,10,29,12,4,1,117
100030135012,1153,470,340,327,10,3,0,1,1,1,0,785,53,14,190,24,87,785,14,53,95,17,77,1,9,7,87
100030135013,1682,668,551,431,24,4,1,1,2,0,0,1431,32,7,37,17,158,1431,7,29,14,2,11,7,5,1,158
100030135014,1110,417,427,245,13,3,0,2,2,1,0,899,36,10,50,25,90,899,10,36,7,10,24,7,8,5,90
100030135015,848,339,291,197,11,3,1,4,0,2,0,648,24,12,42,29,93,648,12,22,19,14,7,3,4,9,93
100030135051,648,221,255,164,5,2,0,0,0,1,0,483,13,3,42,20,87,483,3,12,23,13,16,3,2,0,87
100030135052,2128,819,730,529,32,9,0,6,1,2,0,1592,48,18,156,90,224,1592,18,47,89,39,38,15,9,1,224
100030135061,773,246,309,208,8,0,1,0,0,1,0,597,22,5,37,28,84,597,5,19,16,6,19,7,1,0,84
100030135062,1903,679,699,475,39,3,2,1,1,4,0,1441,52,9,136,50,215,1441,9,52,44,4,65,9,12,11,215
100030135063,1540,576,590,352,18,4,0,0,0,0,0,1181,29,22,146,23,139,1181,22,29,53,6,68,10,20,4,139
100030135071,1476,545,498,398,20,4,0,4,2,5,0,1057,61,15,130,60,153,1057,15,60,44,25,48,11,22,6,153
100030135081,1819,711,599,464,30,8,1,0,1,5,0,1328,84,14,187,51,155,1328,14,84,58,20,111,14,14,3,155
100030135082,1851,795,547,468,25,6,0,3,2,5,0,1481,51,33,73,45,168,1481,33,49,23,24,34,8,11,1,168
100030135083,968,352,320,275,13,2,0,0,2,4,0,652,16,8,182,35,75,652,8,15,84,14,74,5,8,3,75
100030136041,1117,448,380,268,18,2,0,1,0,0,0,866,43,28,40,22,118,866,28,39,19,7,9,6,0,4,118
100030136042,1317,515,381,382,22,2,4,2,0,9,0,1104,53,15,20,17,108,1104,15,51,4,7,6,7,2,4,108
100030136043,938,464,256,197,13,2,0,1,1,4,0,692,60,55,45,31,55,692,55,60,16,10,18,11,9,1,55
100030136071,1710,809,402,470,13,8,1,1,3,3,0,1249,66,40,144,50,161,1249,40,63,77,22,38,10,20,3,161
100030136072,672,324,183,148,11,4,0,1,1,0,0,534,27,20,32,10,49,534,20,25,7,2,7,6,14,0,49
100030136073,1206,564,283,327,17,9,1,1,0,4,0,903,78,33,47,24,121,903,33,78,21,7,12,10,10,1,121
100030136074,682,312,213,147,8,0,0,2,0,0,0,473,46,35,40,19,69,473,35,45,15,8,15,2,9,1,69
100030136081,693,307,180,192,11,1,0,0,0,2,0,539,36,19,13,15,71,539,19,35,6,3,4,6,0,0,71
100030136082,710,350,166,166,13,7,1,5,1,1,0,499,48,59,17,25,62,499,59,48,1,11,5,3,1,4,62
100030136101,1175,411,415,310,13,11,2,5,5,3,0,895,39,6,79,32,124,895,6,37,39,22,26,5,7,1,124
100030136102,718,310,218,175,8,0,0,2,2,3,0,513,43,12,79,8,63,513,12,43,27,3,36,0,8,3,63
100030136103,1833,816,520,453,26,4,3,2,1,8,0,1448,53,43,84,25,180,1448,43,53,23,12,46,4,7,7,180
100030136104,532,201,187,135,4,3,0,1,1,0,0,435,13,4,10,11,59,435,4,13,0,3,9,5,1,0,59
100030136111,1539,642,445,409,27,6,2,0,2,6,0,1225,73,37,38,24,142,1225,36,72,11,9,14,7,5,3,142
100030136112,989,394,369,210,10,2,1,2,0,1,0,727,51,6,47,36,122,727,6,49,15,15,18,5,6,4,122
100030136113,1012,495,238,246,15,6,2,3,0,7,0,683,59,114,42,31,83,683,112,58,20,14,11,3,6,3,83
100030136114,592,292,146,137,9,3,0,3,1,1,0,438,27,46,17,16,48,438,46,27,7,5,4,6,3,3,48
100030136121,2008,864,582,535,14,1,3,3,1,5,0,1308,54,13,366,78,189,1308,13,52,146,38,170,12,22,18,189
100030136122,1304,524,388,360,21,5,0,2,1,3,0,1056,49,4,73,22,100,1056,4,49,20,3,44,12,3,5,100
100030136123,1490,637,445,386,13,2,1,0,2,4,0,1033,57,16,168,42,174,1033,16,56,92,16,46,10,22,4,174
100030136131,1219,460,439,297,11,5,2,1,1,3,0,962,32,2,38,20,165,962,2,30,18,3,11,5,5,1,165
100030136132,1746,774,497,442,18,8,2,1,2,2,0,1247,75,82,133,59,150,1247,81,72,36,24,63,9,24,5,150
100030136133,1464,648,423,365,23,2,1,0,0,2,0,1143,76,39,26,24,156,1143,39,75,7,7,14,7,1,2,156
100030136141,642,299,166,161,14,0,0,1,0,1,0,493,46,8,28,13,54,493,8,42,7,5,11,2,2,1,54
100030136142,1321,714,269,316,13,2,1,2,0,4,0,850,204,111,15,22,119,850,110,204,6,16,4,1,2,3,119
100030136151,1279,650,283,311,21,5,2,0,2,5,0,878,89,94,66,36,116,878,94,88,38,16,20,5,5,0,116
100030136152,510,231,132,134,10,0,1,0,2,0,0,416,32,2,13,3,44,416,2,31,3,1,5,2,0,3,44
100030136153,885,402,234,228,14,2,0,0,0,5,0,671,130,18,3,5,58,671,18,129,0,2,2,3,0,1,58
100030137001,754,324,219,196,5,2,4,2,2,0,0,582,52,17,25,15,63,582,17,50,16,6,5,2,2,1,63
100030137002,1201,761,141,260,19,4,1,3,5,7,0,510,184,355,31,31,90,510,352,183,13,21,7,4,7,3,90
