BlockGroupID,total_reg,party_rep,party_dem,party_npp,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_64,eth2_93,eth2_30,eth2_10,eth2_21,eth2_34,eth2_23,eth2_15,eth2_14,eth2_12,eth2_61,eth2_55,eth2_38,eth2_35,eth2_59,eth2_81,eth2_32,eth2_85,eth2_33,eth2_19,eth2_29,eth2_13,eth2_18,eth2_66,eth2_unk
271119601021,593,332,103,158,0,0,471,3,0,5,10,104,471,3,0,0,0,0,0,1,0,2,2,0,0,7,2,0,0,1,0,0,0,0,0,0,0,104
271119601022,735,361,113,261,0,0,618,5,0,2,1,109,618,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,109
271119601023,615,351,92,172,0,0,511,3,0,6,1,94,511,3,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
271119601031,772,347,133,292,0,0,610,4,0,3,2,153,610,4,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,153
271119601032,415,199,34,182,0,0,335,1,0,2,2,75,335,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
271119601033,490,276,33,181,0,0,420,1,0,5,7,57,420,1,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,57
271119603001,643,311,114,218,0,0,530,14,0,3,9,87,530,14,0,6,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87
271119603002,598,131,203,264,0,0,343,83,14,25,62,71,343,83,14,54,5,16,0,0,0,4,0,1,0,0,2,2,0,0,0,1,0,1,0,0,0,71
271119603003,589,149,206,234,0,0,382,76,14,2,44,71,382,76,14,35,0,2,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,1,0,0,0,71
271119604001,479,250,90,139,0,0,385,3,0,3,1,87,385,3,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87
271119604002,810,430,169,211,0,0,675,8,0,6,9,112,675,8,0,0,2,1,7,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,112
271119604003,458,237,85,136,0,0,378,3,0,11,1,65,378,2,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65
271119605001,567,276,102,189,0,0,446,11,0,4,1,105,446,11,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
271119605002,953,284,232,437,0,0,760,11,2,3,9,168,760,11,2,1,1,1,3,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,168
271119605003,914,223,256,435,0,0,697,25,1,12,6,173,697,25,1,3,2,2,1,3,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,173
271119605004,811,459,133,219,0,0,668,6,0,1,5,131,668,6,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,131
271119606001,792,376,141,275,0,0,675,12,0,0,3,102,675,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,102
271119606002,558,273,101,184,0,0,479,0,0,3,4,72,479,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,72
271119606003,695,165,168,362,0,0,565,8,0,2,4,116,565,8,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,116
271119606004,834,458,193,183,0,0,668,10,0,0,7,149,668,10,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,149
271119607001,865,463,157,245,0,0,658,9,1,4,6,187,658,9,1,1,1,0,1,0,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,187
271119607002,920,453,235,232,0,0,735,12,1,14,9,149,735,12,1,4,2,9,2,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,149
271119608001,447,207,99,141,0,0,358,21,0,4,5,59,358,21,0,0,0,3,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,59
271119608002,975,480,140,355,0,0,791,9,1,7,10,157,791,9,1,3,2,4,5,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,157
271119608003,811,417,156,238,0,0,696,3,0,5,8,99,696,3,0,0,1,0,2,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,3,0,0,99
271119609001,848,235,221,392,0,0,678,8,6,12,9,135,678,8,6,4,3,6,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,135
271119609002,693,194,165,334,0,0,551,13,2,5,5,117,551,13,2,1,1,4,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,117
271119609003,359,104,105,150,0,0,288,8,0,2,3,58,288,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,58
271119609004,309,68,82,159,0,0,243,5,1,5,1,54,243,5,1,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54
271119609005,425,100,116,209,0,0,349,7,1,7,9,52,349,7,1,0,4,2,3,0,0,1,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,52
271119609006,861,274,218,369,0,0,693,12,1,11,10,134,693,11,1,2,1,3,3,3,0,0,2,1,0,0,0,0,1,1,1,0,0,0,2,0,1,134
271119610001,1279,492,273,514,0,0,1049,11,1,6,17,195,1049,11,1,5,3,0,8,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,195
271119610002,496,124,136,236,0,0,420,10,1,1,5,59,420,10,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59
271119610003,475,78,101,296,0,0,392,7,0,3,2,71,392,7,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71
271119610004,453,63,339,51,0,0,374,8,0,2,3,66,374,8,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66
271119611001,472,121,146,205,0,0,386,11,1,4,1,69,386,11,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
271119611002,656,193,166,297,0,0,563,5,0,2,13,73,563,5,0,2,1,0,1,0,0,0,1,1,0,1,6,2,0,0,0,0,0,0,0,0,0,73
271119611003,1177,547,124,506,0,0,963,6,0,6,7,195,963,6,0,2,1,0,1,0,0,2,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,195
271119611004,674,415,38,221,0,0,584,0,1,0,3,86,584,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,86
271119612001,833,414,169,250,0,0,697,5,0,7,4,120,697,5,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,120
271119612002,978,398,199,381,0,0,814,7,0,6,9,142,814,7,0,2,1,1,2,1,0,1,2,0,0,0,0,0,1,0,1,3,0,0,0,0,0,142
271119613001,918,479,202,237,0,0,773,4,0,5,6,130,773,4,0,2,0,0,4,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
271119613002,573,164,161,248,0,0,465,4,0,2,9,93,465,4,0,0,0,1,5,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,93
271119613003,388,159,117,112,0,0,314,0,0,0,5,69,314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,69
271119613004,735,405,152,178,0,0,614,5,0,1,4,111,614,5,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,111
271119614001,698,367,144,187,0,0,586,4,1,5,5,97,586,4,1,0,2,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,97
271119614002,505,238,119,148,0,0,431,7,1,0,2,64,431,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
271119614003,731,318,153,260,0,0,601,5,0,6,17,102,601,5,0,6,3,2,4,0,0,1,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,102
271119615001,947,482,216,249,0,0,789,2,0,2,7,147,789,2,0,1,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
271119615002,426,217,109,100,0,0,331,3,0,3,1,88,331,3,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
271119615003,832,277,196,359,0,0,674,9,0,1,6,142,674,9,0,2,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,142
271119616001,469,231,103,135,0,0,370,5,7,4,3,80,370,5,7,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
271119616002,774,424,121,229,0,0,631,6,0,0,1,136,631,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,136
271119616003,456,241,97,118,0,0,385,4,0,1,1,65,385,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
271119617001,672,377,139,156,0,0,578,6,0,9,5,74,578,6,0,0,3,4,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74
271119617002,622,405,40,177,0,0,519,3,0,9,3,88,519,3,0,0,1,4,2,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88
271119617003,1048,505,189,354,0,0,825,15,1,8,9,190,825,15,1,4,2,2,1,2,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,190
271277501001,520,317,92,111,0,0,433,0,0,5,7,75,433,0,0,3,4,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,75
271277501002,475,258,75,142,0,0,373,22,0,1,13,66,373,21,0,0,1,0,0,0,0,0,0,0,0,2,0,3,8,0,0,0,0,0,0,0,1,66
271277501003,516,186,126,204,0,0,415,15,0,0,5,81,415,15,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,81
271277502001,690,252,178,260,0,0,546,15,0,5,6,118,546,15,0,1,3,2,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,118
271277502002,575,180,140,255,0,0,466,2,0,4,7,96,466,2,0,1,1,1,0,2,0,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,96
271277502003,551,164,165,222,0,0,437,11,0,3,5,95,437,11,0,0,0,2,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,95
271277503001,613,184,177,252,0,0,488,13,0,0,9,103,488,13,0,1,0,0,0,0,0,0,0,0,3,0,0,1,2,0,2,0,0,0,0,0,0,103
271277503002,499,146,139,214,0,0,398,15,0,7,17,62,398,15,0,4,2,3,1,0,0,2,0,1,0,0,0,7,3,0,0,1,0,0,0,0,0,62
271277504001,835,380,196,259,0,0,656,7,0,4,17,151,656,7,0,3,1,1,11,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,151
271277504002,478,384,83,11,0,0,354,6,0,1,2,115,354,6,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,115
271277504003,513,229,96,188,0,0,385,6,0,4,5,113,385,6,0,0,0,0,1,4,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,113
271277505001,650,270,189,191,0,0,471,6,0,78,1,94,471,6,0,0,49,10,0,0,14,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,94
271277505002,476,237,66,173,0,0,321,4,1,6,3,141,321,4,1,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
271277505003,361,197,59,105,0,0,248,4,0,2,9,98,248,4,0,0,0,1,4,0,0,1,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,98
271277506001,701,228,214,259,0,0,563,11,2,12,6,107,563,11,2,1,2,6,2,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,107
271277506002,335,135,71,129,0,0,244,1,0,1,0,89,244,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
270490801011,533,71,407,55,0,0,448,3,2,5,4,71,448,3,2,1,0,3,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,71
270490801012,429,147,140,142,0,0,349,9,0,4,5,62,349,9,0,1,3,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,62
270490801013,1095,237,474,384,0,0,898,31,0,13,6,147,898,29,0,3,3,1,1,2,0,4,3,0,0,0,0,1,0,0,0,0,0,1,0,0,2,147
270490801014,539,166,211,162,0,0,437,4,3,3,4,88,437,4,3,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
270490801021,874,250,340,284,0,0,735,15,1,6,13,104,735,15,1,1,4,0,4,0,0,0,1,0,3,0,0,0,2,1,2,0,0,0,0,0,0,104
270490801022,1618,585,448,585,0,0,1320,33,2,10,18,235,1320,33,2,2,2,0,11,0,0,4,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,235
270490801023,432,113,171,148,0,0,340,12,0,6,6,68,340,12,0,3,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,68
270490801024,722,208,234,280,0,0,602,7,0,9,2,102,602,7,0,1,4,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,102
270490802011,421,54,186,181,0,0,339,20,5,6,2,49,339,20,5,1,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
270490802012,525,107,233,185,0,0,450,2,0,4,13,56,450,2,0,4,0,0,7,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,56
270490802013,730,223,253,254,0,0,616,13,5,4,4,88,616,13,5,2,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,88
270490802021,1053,424,301,328,0,0,851,21,0,11,4,166,851,21,0,1,3,0,2,5,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,166
270490802022,1026,366,337,323,0,0,854,13,2,9,11,137,854,13,2,2,4,1,6,2,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,137
270490802023,687,205,247,235,0,0,555,14,1,7,9,101,555,14,1,1,1,0,4,6,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,101
270490803001,1272,499,202,571,0,0,1035,9,2,12,9,205,1035,9,2,4,5,2,0,3,0,0,2,2,0,2,0,0,0,0,0,1,0,0,0,0,0,205
270490803002,960,422,268,270,0,0,775,18,0,6,4,157,775,18,0,2,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,157
270490803003,666,314,129,223,0,0,547,2,0,4,10,103,547,2,0,1,1,0,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
270490804001,759,372,177,210,0,0,660,3,2,4,7,83,660,3,2,4,1,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
270490804002,1369,587,361,421,0,0,1121,21,2,7,9,209,1121,21,2,0,2,0,8,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,209
270490804003,575,268,117,190,0,0,478,6,0,7,3,81,478,4,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,81
270490805001,1065,611,169,285,0,0,899,6,2,18,11,129,899,6,2,5,4,5,2,4,3,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,129
270490805002,591,304,131,156,0,0,519,4,0,0,3,65,519,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
270490805003,901,499,153,249,0,0,791,13,0,1,9,87,791,13,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87
270490806001,1201,413,365,423,0,0,999,13,0,7,7,175,999,12,0,1,3,2,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,175
270490806002,749,307,133,309,0,0,623,19,0,15,3,89,623,19,0,1,5,1,2,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
270490806003,1147,388,377,382,0,0,926,30,0,8,13,170,926,25,0,4,1,0,2,2,0,2,1,1,0,1,2,0,0,0,2,1,0,0,0,0,5,170
270490807001,596,410,95,91,0,0,473,5,0,4,3,111,473,5,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,111
270490807002,497,271,84,142,0,0,385,7,0,7,0,98,385,7,0,0,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
270490807003,1181,333,398,450,0,0,913,56,2,6,9,195,913,56,1,4,1,0,1,4,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,195
270490808001,1034,480,226,328,0,0,831,7,1,16,9,170,831,7,1,2,1,3,4,9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,170
270490808002,924,267,280,377,0,0,737,16,2,10,6,153,737,16,2,4,3,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,153
270490808003,903,374,137,392,0,0,736,10,0,7,18,132,736,9,0,6,3,1,4,0,2,0,0,0,0,4,1,0,0,0,3,0,0,0,1,0,1,132
270490809001,742,384,125,233,0,0,593,4,0,9,4,132,593,4,0,0,2,3,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,132
270490809002,702,260,208,234,0,0,587,8,0,0,2,105,587,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,105
270490809003,1477,550,378,549,0,0,1249,16,1,17,9,185,1249,16,1,0,7,0,6,7,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,185
270490809004,903,324,262,317,0,0,727,7,0,13,10,146,727,7,0,3,4,5,4,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,146
271219701001,538,267,120,151,0,0,446,2,0,0,7,83,446,2,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,83
271219701002,503,202,143,158,0,0,384,3,1,1,10,104,384,3,1,1,0,0,4,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,104
271219701003,466,227,127,112,0,0,402,0,0,2,12,50,402,0,0,6,1,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50
271219702001,503,122,168,213,0,0,409,4,0,1,3,86,409,4,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86
271219702002,518,163,180,175,0,0,424,6,0,1,5,82,424,6,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82
271219702003,835,410,181,244,0,0,660,5,0,9,10,151,660,5,0,3,6,2,2,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,151
271219703001,531,219,145,167,0,0,459,4,0,2,4,62,459,4,0,0,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,62
271219703002,452,239,105,108,0,0,360,2,0,1,6,83,360,2,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,83
271219703003,654,338,117,199,0,0,526,3,0,5,6,114,526,3,0,2,1,0,2,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,114
271219704001,1050,398,217,435,0,0,864,10,0,8,7,161,864,10,0,2,4,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
271219704002,613,167,268,178,0,0,507,11,0,6,8,81,507,11,0,2,2,1,2,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,81
271219704003,700,194,234,272,0,0,567,12,0,7,11,103,567,12,0,3,6,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,103
270753701011,660,187,208,265,0,0,553,10,0,4,4,89,553,10,0,1,1,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89
270753701012,706,239,238,229,0,0,594,8,0,5,6,93,594,7,0,2,3,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,93
270753701021,571,198,206,167,0,0,511,0,0,2,7,51,511,0,0,2,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
270753701022,915,333,248,334,0,0,768,14,0,7,5,121,768,14,0,1,1,1,0,0,0,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,121
270753701023,451,179,160,112,0,0,374,5,0,3,2,67,374,5,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67
270753703001,622,190,207,225,0,0,504,2,0,8,15,93,504,2,0,2,1,0,6,0,0,0,5,2,1,2,2,0,0,0,0,0,0,0,0,0,0,93
270753703002,559,166,190,203,0,0,495,5,1,4,4,50,495,5,1,1,2,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,50
270753703003,440,81,265,94,0,0,366,7,0,3,5,59,366,7,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
270753704001,1240,346,512,382,0,0,1033,11,0,4,20,172,1033,10,0,5,2,1,0,0,0,0,1,5,6,0,0,0,0,1,1,2,0,0,0,0,1,172
270753704002,472,100,275,97,0,0,401,3,0,1,8,59,401,3,0,2,0,0,1,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,59
270753704003,517,99,196,222,0,0,449,5,0,1,6,56,449,5,0,0,1,0,1,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,56
270753704004,389,105,158,126,0,0,320,5,0,4,9,51,320,5,0,1,0,0,1,1,0,2,0,2,1,3,0,0,0,0,0,0,0,0,1,0,0,51
270759901000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270090201001,662,344,114,204,0,0,525,5,0,1,11,120,525,5,0,0,0,0,3,1,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,120
270090201002,714,353,138,223,0,0,587,6,2,2,7,110,587,6,2,2,0,0,0,0,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,0,110
270090201003,397,138,93,166,0,0,310,5,0,0,4,78,310,5,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,78
270090201004,1156,324,236,596,0,0,918,16,0,11,15,196,918,16,0,0,3,6,4,1,0,1,0,1,0,3,0,5,1,0,0,1,0,0,0,0,0,196
270090201005,654,334,115,205,0,0,544,6,0,4,2,98,544,6,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
270090202021,1050,565,175,310,0,0,837,8,1,8,4,192,837,8,1,0,2,5,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,192
270090202022,861,412,206,243,0,0,688,14,0,2,2,155,688,14,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,155
270090202031,1130,396,198,536,0,0,904,24,1,5,10,186,904,24,1,2,3,1,1,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,1,0,0,186
270090202032,746,369,122,255,0,0,564,11,0,5,2,164,564,11,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,164
270090202051,1072,451,193,428,0,0,849,27,0,10,12,174,849,27,0,0,3,1,9,0,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,174
270090202052,1104,570,146,388,0,0,863,13,1,2,14,211,863,13,1,1,0,2,9,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,211
270090202061,918,371,163,384,0,0,749,18,0,1,4,146,749,16,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,146
270090202062,684,142,239,303,0,0,544,9,1,6,9,115,544,9,1,4,0,1,4,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115
270090203001,1411,602,240,569,0,0,1066,32,0,18,23,272,1066,30,0,5,4,1,8,7,1,1,2,0,3,0,0,0,2,0,2,2,0,0,2,0,2,272
270090203002,1140,554,183,403,0,0,923,6,2,3,14,192,923,6,2,5,0,2,4,0,0,0,0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,192
270090211021,663,189,182,292,0,0,507,16,4,8,17,111,507,16,4,8,0,2,6,1,0,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,111
270090211022,975,231,229,515,0,0,785,17,3,4,11,155,785,17,3,2,1,0,3,0,0,1,1,3,0,1,0,0,0,2,0,0,0,0,1,0,0,155
270090211023,934,331,162,441,0,0,751,10,6,9,10,148,751,10,6,5,5,1,1,0,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,148
270090211031,723,242,155,326,0,0,587,14,0,4,8,110,587,13,0,4,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,110
270090211032,704,122,191,391,0,0,565,18,6,8,8,99,565,17,6,3,2,3,3,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,99
270090211033,590,222,115,253,0,0,477,11,0,6,8,88,477,11,0,5,2,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88
270090211041,1331,610,251,470,0,0,1064,22,0,37,11,197,1064,22,0,6,11,17,3,3,0,3,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,197
270090211042,863,247,135,481,0,0,655,17,4,9,15,163,655,17,2,6,2,1,7,4,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,163
270090211043,980,338,219,423,0,0,763,17,0,22,15,163,763,17,0,2,7,8,6,7,0,0,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,163
270090212011,733,19,612,102,0,0,466,28,51,11,90,87,466,28,51,78,3,1,6,3,0,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,87
270090212012,410,108,105,197,0,0,309,11,7,2,4,77,309,11,5,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
270090212013,832,203,231,398,0,0,577,22,40,15,78,100,577,21,40,63,6,2,4,3,2,1,0,2,0,0,1,0,0,0,2,2,0,2,1,0,1,100
270090212014,749,122,229,398,0,0,551,16,14,9,44,115,551,16,14,33,1,0,5,2,1,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,115
270090212015,605,90,442,73,0,0,419,12,42,5,39,88,419,12,42,27,0,1,4,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,88
271594801001,623,293,146,184,0,0,518,1,0,7,2,95,518,1,0,0,2,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95
271594801002,602,272,171,159,0,0,487,6,1,2,5,101,487,6,1,0,1,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,101
271594801003,978,210,333,435,0,0,798,13,0,5,15,147,798,13,0,3,1,0,3,2,0,1,1,1,1,0,0,0,3,0,0,1,0,0,0,0,0,147
271594802001,593,271,163,159,0,0,489,6,0,2,17,79,489,6,0,12,1,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,79
271594802002,485,250,186,49,0,0,407,4,0,2,1,71,407,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
271594802003,712,256,161,295,0,0,578,10,0,2,10,112,578,10,0,0,0,1,5,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,112
