BlockGroupID,total_reg,party_npp,party_dem,party_rep,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_64,eth2_30,eth2_10,eth2_23,eth2_34,eth2_66,eth2_93,eth2_35,eth2_21,eth2_14,eth2_12,eth2_unk
330110003002,707,270,251,186,0,0,523,65,13,14,16,76,523,63,11,3,6,1,2,13,0,3,0,1,76
330110003003,399,146,164,89,0,0,313,27,1,12,6,40,313,26,5,2,8,0,1,1,0,0,2,0,40
330110006001,774,335,252,187,0,0,618,40,3,12,12,89,618,38,6,2,3,3,2,3,1,3,1,2,89
330110006002,350,137,143,70,0,0,245,35,4,6,13,47,245,34,7,2,0,2,1,4,0,3,0,0,47
330110007001,960,339,370,251,0,0,790,36,3,18,15,98,790,30,1,4,7,4,6,3,0,1,5,1,98
330110007002,490,199,169,122,0,0,398,18,0,11,4,59,398,18,2,2,3,2,0,0,0,2,0,3,59
330110007003,636,228,249,159,0,0,533,26,1,9,14,53,533,24,6,3,1,1,2,1,2,3,0,2,53
330110008001,544,196,205,143,0,0,425,35,3,7,11,63,425,34,5,1,4,3,1,3,0,0,0,2,63
330110008002,402,149,152,101,0,0,327,25,0,3,8,39,327,23,5,2,0,1,2,0,1,0,0,0,39
330110008003,314,126,116,72,0,0,236,23,5,4,4,42,236,21,3,2,0,0,2,5,0,1,0,0,42
330110009011,564,211,191,162,0,0,467,13,1,17,14,52,467,13,7,0,14,0,0,1,3,1,2,0,52
330110009012,832,299,291,242,0,0,681,27,2,21,31,70,681,25,19,4,12,1,2,2,2,2,1,1,70
330110009013,470,152,163,155,0,0,386,21,0,10,13,40,386,21,5,5,4,4,0,0,0,0,1,0,40
330110009014,514,210,179,125,0,0,398,29,7,11,12,57,398,29,7,2,6,2,0,7,0,2,0,0,57
330110009021,615,224,262,129,0,0,432,36,21,16,33,77,432,31,21,2,9,4,5,21,1,1,3,1,77
330110009022,694,243,251,200,0,0,490,36,13,28,39,88,490,36,24,8,11,9,0,13,1,6,1,1,88
330110009023,1943,760,608,575,0,0,1571,61,6,59,69,177,1571,60,29,24,7,10,1,6,5,21,6,1,177
330110010001,678,244,222,212,0,0,592,23,0,6,11,46,592,21,7,3,3,3,2,0,0,0,0,0,46
330110010002,792,305,212,275,0,0,643,24,0,15,18,92,643,24,6,4,0,8,0,0,1,7,3,0,92
330110010003,1053,444,294,315,0,0,848,35,6,19,28,117,848,33,11,2,9,7,2,6,2,6,1,0,117
330110010004,1651,711,453,487,0,0,1321,81,3,41,49,156,1321,70,23,17,12,10,11,3,0,4,2,2,156
330110011001,956,362,301,293,0,0,796,44,2,10,28,76,796,42,3,2,4,8,2,2,3,4,0,0,76
330110011002,595,247,186,162,0,0,459,23,3,24,18,68,459,21,8,5,4,2,2,3,1,13,0,1,68
330110011003,331,126,110,95,0,0,262,21,5,7,12,24,262,20,8,1,0,0,1,5,0,5,1,0,24
330110011004,484,185,152,147,0,0,392,20,3,8,17,44,392,15,3,3,0,3,5,3,4,4,1,0,44
330110011005,1218,432,402,384,0,0,1012,30,6,19,36,115,1012,25,17,6,5,7,5,6,0,3,1,2,115
330110012001,623,239,205,179,0,0,505,36,2,7,7,66,505,34,3,2,0,3,2,2,0,1,0,1,66
330110012002,561,238,188,135,0,0,435,36,6,13,22,49,435,36,14,3,7,3,0,6,2,1,1,0,49
330110013001,380,147,165,68,0,0,280,37,6,7,12,38,280,35,5,2,2,2,2,6,1,1,0,1,38
330110013002,569,239,213,117,0,0,386,74,14,15,27,53,386,74,18,6,3,4,0,13,1,4,2,0,53
330110013003,373,165,136,72,0,0,288,27,9,6,10,33,288,22,2,1,2,1,5,9,0,1,1,1,33
330110014001,375,159,133,83,0,0,267,41,2,11,10,44,267,40,3,1,6,2,1,2,0,1,2,1,44
330110014002,347,157,148,42,0,0,196,75,6,10,13,47,196,73,10,3,3,0,2,6,0,1,1,1,47
330110015001,324,138,126,60,0,0,213,41,5,8,17,40,213,40,9,2,4,4,1,5,0,2,0,0,40
330110015002,190,64,95,31,0,0,85,48,7,5,21,24,85,48,14,0,3,1,0,7,0,1,0,0,24
330110015003,309,127,134,48,0,0,148,80,8,12,16,45,148,80,6,0,5,4,0,8,1,4,1,0,45
330110016001,303,111,130,62,0,0,201,39,8,8,7,40,201,35,6,1,6,0,4,8,0,0,1,0,40
330110016002,385,172,134,79,0,0,234,59,6,43,12,31,234,59,3,10,5,4,0,6,0,22,1,2,31
330110016003,279,125,93,61,0,0,193,41,8,3,5,29,193,41,2,1,0,1,0,8,1,2,0,0,29
330110016004,230,110,93,27,0,0,145,45,2,9,16,13,145,45,9,1,3,0,0,2,1,5,0,0,13
330110016005,248,111,93,44,0,0,152,51,5,5,7,28,152,51,3,0,1,1,0,5,2,4,0,0,28
330110017001,547,202,236,109,0,0,405,55,3,9,16,59,405,51,13,2,4,1,4,3,0,2,0,0,59
330110017002,532,200,211,121,0,0,345,79,11,22,14,61,345,76,6,2,9,0,3,11,1,9,2,0,61
330110018001,544,208,181,155,0,0,427,35,1,14,17,50,427,34,9,4,2,4,1,1,0,5,2,1,50
330110018002,389,142,128,119,0,0,338,6,0,12,8,25,338,6,4,6,1,2,0,0,1,4,0,0,25
330110018003,433,170,170,93,0,0,281,68,8,10,13,53,281,67,6,3,0,3,1,8,0,3,3,0,53
330110018004,537,212,175,150,0,0,363,69,2,39,15,49,363,65,6,6,6,5,4,2,0,25,1,0,49
330110018005,692,250,267,175,0,0,543,36,10,32,13,58,543,35,7,10,0,1,1,10,0,16,6,0,58
330110018006,405,153,143,109,0,0,297,38,5,14,13,38,297,37,5,2,0,1,1,5,0,8,3,1,38
330110019001,725,318,256,151,0,0,438,109,18,54,33,73,438,109,20,10,12,1,0,18,2,27,2,3,73
330110019002,569,221,226,122,0,0,397,65,8,12,18,69,397,65,9,3,1,1,0,8,2,6,1,1,69
330110020001,310,115,127,68,0,0,200,42,7,13,11,37,200,40,7,2,6,0,2,7,0,1,2,1,37
330110020002,474,191,165,118,0,0,343,54,9,11,11,46,343,53,6,0,8,1,1,9,0,1,1,0,46
330110021001,899,415,284,200,0,0,678,62,13,29,17,100,678,59,4,2,15,8,3,13,0,7,4,0,100
330110021002,327,132,119,76,0,0,268,15,4,8,6,26,268,15,0,0,2,3,0,4,0,1,0,1,26
330110021003,749,331,266,152,0,0,591,54,6,5,22,71,591,51,11,2,2,6,3,6,1,1,0,0,71
330110021004,357,140,145,72,0,0,246,51,5,8,5,42,246,50,4,4,1,0,1,4,0,0,0,0,42
330110022001,507,195,163,149,0,0,422,26,4,1,10,44,422,26,2,0,1,4,0,4,0,0,0,0,44
330110022002,396,150,139,107,0,0,329,18,2,5,4,38,329,16,1,0,3,1,2,1,0,1,0,0,38
330110022003,579,233,179,167,0,0,491,19,0,9,7,53,491,19,1,3,3,2,0,0,0,1,1,0,53
330110022004,567,221,194,152,0,0,474,32,4,3,6,48,474,31,2,0,1,2,1,4,0,1,0,1,48
330110023001,698,265,250,183,0,0,499,54,30,21,25,69,499,54,16,2,11,4,0,30,0,5,1,0,69
330110023002,460,181,145,134,0,0,397,23,0,6,6,28,397,19,2,1,3,0,4,0,4,1,0,0,28
330110023003,603,246,216,141,0,0,502,22,1,18,19,41,502,22,10,2,7,1,0,1,0,6,1,1,41
330110023004,448,184,139,125,0,0,359,25,4,2,15,43,359,24,4,1,1,4,1,4,0,0,0,0,43
330110024001,742,307,262,173,0,0,586,57,3,12,27,57,586,54,17,3,9,3,3,3,0,0,0,0,57
330110024002,418,164,127,127,0,0,322,27,1,6,18,44,322,27,3,0,1,3,0,1,0,5,0,0,44
330110024003,537,210,175,152,0,0,434,25,0,13,17,48,434,25,10,6,2,2,0,0,0,3,0,2,48
330110024004,1067,428,353,286,0,0,751,90,40,22,61,103,751,88,40,7,4,6,2,40,0,5,4,1,103
330110024005,685,271,255,159,0,0,438,95,13,23,46,70,438,93,27,5,3,7,2,13,2,11,0,4,70
330110024006,472,190,149,133,0,0,362,34,4,11,14,47,362,31,9,6,1,1,3,4,3,2,0,0,47
330110025001,1057,420,306,331,0,0,803,63,2,59,25,105,803,58,8,13,6,7,5,2,5,32,2,2,105
330110025002,673,268,244,161,0,0,490,50,5,21,41,66,490,45,19,4,2,3,5,5,2,13,1,1,66
330110025003,671,254,244,173,0,0,528,41,0,16,21,65,528,38,7,4,4,0,3,0,9,6,0,2,65
330110025004,1218,482,395,341,0,0,949,87,4,31,24,123,949,80,5,8,5,5,7,4,2,13,1,1,123
330110026001,660,249,172,239,0,0,534,27,0,13,16,70,534,22,4,4,2,5,5,0,2,4,2,0,70
330110026002,820,267,264,289,0,0,643,34,2,43,31,67,643,32,6,10,7,3,2,2,2,20,1,2,67
330110026003,815,283,261,271,0,0,648,40,2,20,21,84,648,36,7,6,1,3,4,2,0,13,0,0,84
330110026004,1363,563,370,430,0,0,1067,71,8,35,40,142,1067,63,23,16,9,4,8,8,4,6,4,0,142
330110027011,1726,676,437,613,0,0,1545,35,2,8,27,109,1545,30,10,1,1,7,5,2,7,2,3,1,109
330110027012,1151,477,325,349,0,0,991,30,0,9,10,111,991,28,3,0,5,6,2,0,0,2,0,2,111
330110027021,1111,458,265,388,0,0,969,23,0,4,20,95,969,19,6,2,0,7,4,0,1,0,1,0,95
330110027022,1238,465,346,427,0,0,1082,20,1,11,20,104,1082,20,3,2,4,6,0,1,6,3,0,0,104
330110027023,684,261,197,226,0,0,604,21,0,5,5,49,604,19,1,3,0,3,2,0,0,0,1,1,49
330110027024,1763,657,425,681,0,0,1536,32,2,6,23,164,1536,27,7,2,2,6,5,2,4,2,0,0,164
330110028011,927,327,279,321,0,0,816,16,5,3,10,77,816,15,4,0,1,1,1,5,0,0,0,2,77
330110028021,672,292,169,211,0,0,568,18,4,9,14,59,568,16,6,0,3,7,2,4,0,2,1,1,59
330110028022,1314,547,363,404,0,0,1089,68,3,12,13,129,1089,61,4,3,1,4,7,3,1,3,5,0,129
330110028023,622,276,183,163,0,0,519,18,5,5,4,71,519,18,0,4,0,1,0,5,1,1,0,0,71
330110028024,441,200,125,116,0,0,364,12,0,12,14,39,364,11,3,6,5,2,1,0,2,0,0,0,39
330110028025,638,276,206,156,0,0,521,52,0,3,15,47,521,45,1,0,1,3,7,0,0,1,1,0,47
330110029011,1317,587,351,379,0,0,1055,39,4,40,28,151,1055,34,14,6,23,5,5,4,2,4,0,5,151
330110029012,1673,575,412,686,0,0,1361,51,1,57,39,164,1361,46,16,27,18,8,5,1,7,3,0,8,164
330110029013,1871,643,495,733,0,0,1498,47,6,56,48,216,1498,41,22,21,22,14,6,6,3,6,2,1,216
330110029014,1164,410,307,447,0,0,867,36,0,71,41,149,867,36,24,22,34,6,0,0,4,2,9,2,149
330110029021,943,345,269,329,0,0,797,24,6,10,15,91,797,20,5,3,4,1,4,6,5,0,0,0,91
330110029022,967,343,285,339,0,0,800,27,1,20,24,95,800,25,8,9,2,5,2,1,5,0,7,1,95
330110029023,996,338,261,397,0,0,797,31,0,35,20,113,797,25,6,12,15,10,6,0,0,1,5,2,113
330110029024,1776,605,443,728,0,0,1414,39,2,56,62,203,1414,34,36,18,22,13,5,2,10,2,5,8,203
330110029031,1952,697,454,801,0,0,1516,53,0,60,85,238,1516,50,39,31,18,18,3,0,16,3,6,0,238
330110029032,694,234,171,289,0,0,560,13,0,34,17,70,560,13,8,9,17,6,0,0,0,0,3,4,70
330110029033,1142,407,290,445,0,0,946,41,3,37,23,92,946,36,7,9,24,5,5,3,1,1,0,3,92
330110029034,861,290,251,320,0,0,690,31,0,14,21,105,690,28,9,2,4,4,3,0,3,1,5,1,105
330110029035,1648,578,423,647,0,0,1323,55,8,58,33,171,1323,52,20,29,18,6,3,8,1,5,5,1,171
330110101001,820,334,265,221,0,0,671,35,8,20,12,74,671,31,2,6,2,3,4,8,1,5,1,3,74
330110101002,1623,596,522,505,0,0,1289,86,7,55,36,150,1289,82,13,22,16,13,4,7,2,9,3,2,150
330110101003,580,200,225,155,0,0,476,30,1,9,12,52,476,30,3,1,0,6,0,1,0,5,2,1,52
330110101004,951,401,309,241,0,0,720,93,0,23,21,94,720,90,4,4,6,8,3,0,3,9,3,0,94
330110102011,816,372,269,175,0,0,607,61,7,25,22,94,607,55,8,7,10,8,6,7,2,3,3,1,94
330110102012,1298,540,409,349,0,0,973,60,5,86,36,138,973,57,18,28,45,12,3,5,0,1,6,2,138
330110102013,715,290,234,191,0,0,530,46,5,41,18,75,530,44,10,11,25,4,2,5,2,5,0,0,75
330110102021,547,266,140,141,0,0,396,23,5,28,15,80,396,23,5,13,11,4,0,5,1,0,1,3,80
330110102022,957,387,352,218,0,0,675,121,11,28,30,92,675,119,11,14,4,11,2,11,0,2,4,2,92
330110103011,1674,666,552,456,0,0,1335,60,5,48,39,187,1335,53,12,14,22,6,7,5,6,8,3,0,187
330110103012,1870,772,621,477,0,0,1429,73,1,108,61,198,1429,71,22,27,59,21,2,1,7,4,9,7,198
330110103021,1237,505,427,305,0,0,894,114,5,63,34,127,894,103,15,20,25,3,11,5,8,7,4,1,127
330110103022,1671,685,548,438,0,0,1344,92,8,26,38,163,1344,85,17,11,8,11,7,8,3,2,3,0,163
330110104001,881,352,303,226,0,0,727,41,2,13,13,85,727,41,6,3,5,2,0,2,0,0,3,1,85
330110104002,645,272,238,135,0,0,486,60,3,3,14,79,486,52,2,1,0,4,8,3,4,0,0,2,79
330110104003,549,186,202,161,0,0,441,29,0,5,7,67,441,28,3,1,2,3,1,0,0,0,1,1,67
330110104004,797,303,322,172,0,0,553,117,4,17,14,92,553,108,2,6,4,4,9,4,0,4,2,0,92
330110104005,728,263,286,179,0,0,623,35,0,16,9,45,623,33,2,1,3,2,2,0,0,4,5,0,45
330110105001,353,142,141,70,0,0,234,71,3,5,2,38,234,69,1,2,0,1,2,3,0,0,2,0,38
330110105002,345,148,150,47,0,0,255,41,9,4,3,33,255,41,3,1,0,0,0,9,0,0,1,1,33
330110105003,373,167,147,59,0,0,249,53,10,6,17,38,249,53,11,0,2,2,0,10,3,0,0,3,38
330110105004,288,129,104,55,0,0,175,69,5,4,3,32,175,68,2,2,0,1,1,5,0,0,0,2,32
330110105005,750,299,298,153,0,0,511,129,7,4,11,88,511,129,3,2,0,4,0,7,4,1,1,0,88
330110106001,538,215,230,93,0,0,329,145,9,2,8,45,329,144,4,0,1,0,1,9,1,1,0,0,45
330110106002,900,375,388,137,0,0,630,177,9,11,11,62,630,177,4,3,3,4,0,9,2,3,2,0,62
330110106003,845,373,312,160,0,0,603,149,4,6,15,68,603,146,4,2,0,4,3,4,2,1,0,2,68
330110106004,537,239,196,102,0,0,389,71,4,10,4,59,389,69,0,2,3,3,2,4,0,3,1,0,59
330110107001,369,152,157,60,0,0,259,50,13,1,5,41,259,47,2,1,0,2,3,13,0,0,0,0,41
330110107002,456,163,190,103,0,0,320,76,2,12,11,35,320,76,6,4,3,0,0,2,1,3,2,0,35
330110108011,519,205,238,76,0,0,303,163,7,5,7,34,303,162,4,3,1,1,1,7,1,0,0,0,34
330110108012,477,187,202,88,0,0,303,102,3,4,8,57,303,101,4,1,2,1,1,3,1,0,0,1,57
330110108021,789,320,336,133,0,0,567,111,3,18,16,74,567,110,5,1,7,7,1,3,1,3,6,1,74
330110108022,388,150,162,76,0,0,224,110,4,8,6,36,224,108,2,5,0,1,2,4,0,3,0,0,36
330110108023,490,178,233,79,0,0,278,161,13,2,8,28,278,160,4,1,1,2,1,13,0,0,0,0,28
330110108024,567,193,287,87,0,0,307,209,7,6,4,34,307,208,2,0,1,0,1,7,0,5,0,0,34
330110109001,443,181,182,80,0,0,303,78,2,9,10,41,303,77,0,3,1,3,1,2,5,3,1,0,41
330110109002,797,309,319,169,0,0,561,152,0,6,10,68,561,141,3,1,1,4,11,0,1,3,1,0,68
330110109003,622,227,261,134,0,0,472,72,5,10,9,54,472,71,3,4,2,2,1,5,2,4,0,0,54
330110109004,1072,436,409,227,0,0,780,175,7,7,14,89,780,166,6,1,5,5,9,7,0,0,0,0,89
330110109005,702,309,224,169,0,0,565,47,3,12,21,54,565,44,8,3,3,7,3,3,6,4,2,0,54
330110110001,1107,473,329,305,0,0,917,26,6,16,31,111,917,25,7,4,3,11,1,6,4,3,2,0,111
330110110002,772,323,242,207,0,0,620,41,2,35,13,61,620,39,9,3,15,0,2,2,0,12,4,0,61
330110110003,974,400,356,218,0,0,777,76,9,12,13,87,777,69,6,3,5,4,7,9,1,0,1,3,87
330110110004,669,297,235,137,0,0,543,63,4,10,11,38,543,62,4,4,0,1,1,4,0,3,0,3,38
330110111011,755,331,282,142,0,0,565,51,12,26,19,82,565,47,6,9,13,3,4,12,4,0,2,1,82
330110111012,725,325,251,149,0,0,501,72,11,30,24,87,501,69,14,6,20,6,3,11,2,2,1,0,87
330110111013,438,218,157,63,0,0,320,41,8,7,12,50,320,38,5,2,4,4,3,8,3,0,1,0,50
330110111021,810,363,281,166,0,0,594,72,7,32,31,74,594,68,15,15,11,11,4,7,3,2,2,2,74
330110111022,798,397,271,130,0,0,571,76,7,36,14,94,571,74,5,9,20,3,2,6,1,1,1,1,94
330110112001,827,347,257,223,0,0,561,33,2,96,29,106,561,30,8,26,58,7,3,2,1,8,0,3,106
330110112002,718,289,233,196,0,0,535,11,1,79,15,77,535,9,6,29,38,4,2,1,0,1,2,2,77
330110112003,1041,446,341,254,0,0,726,31,1,132,28,123,726,22,11,51,58,9,9,1,0,9,7,0,123
330110112004,1339,672,356,311,0,0,838,36,0,245,50,170,838,32,19,93,128,12,4,0,6,5,13,4,170
330110112005,510,245,159,106,0,0,379,24,2,19,24,62,379,21,8,2,12,7,3,2,0,2,2,0,62
330110112006,1015,400,342,273,0,0,794,32,0,41,43,105,794,28,22,21,19,5,4,0,8,1,0,0,105
330110113001,1329,597,415,317,0,0,1106,62,0,20,26,115,1106,58,6,8,6,10,4,0,3,0,2,0,115
330110113002,603,254,181,168,0,0,481,37,0,10,19,56,481,32,6,8,1,4,5,0,5,0,0,1,56
330110113003,1368,586,416,366,0,0,1130,71,3,29,16,119,1130,58,7,19,6,3,13,3,2,1,1,0,119
330110114011,1414,595,438,381,0,0,1118,94,4,41,25,132,1118,81,11,3,22,2,13,4,6,6,7,1,132
330110114012,1240,576,379,285,0,0,759,46,2,260,64,109,759,46,42,39,196,7,0,2,7,13,4,3,109
330110114013,1320,540,413,367,0,0,1041,55,4,42,38,140,1041,50,9,11,22,9,5,4,10,5,2,2,140
330110114021,537,231,155,151,0,0,430,23,1,24,4,55,430,22,2,10,7,1,1,1,0,2,1,3,55
330110114022,1459,635,496,328,0,0,1092,120,8,51,42,146,1092,111,14,13,28,11,9,8,5,7,0,0,146
330110114023,1411,613,484,314,0,0,891,41,5,271,63,140,891,36,44,29,233,5,5,5,3,6,0,0,140
330110115001,1183,510,369,304,0,0,999,48,1,21,25,89,999,44,10,6,13,10,4,1,0,1,0,1,89
330110115002,504,200,156,148,0,0,423,20,0,6,5,50,423,16,0,3,2,1,4,0,1,1,0,0,50
330110121011,1098,415,311,372,0,0,904,39,3,13,21,118,904,32,11,5,6,7,7,3,1,1,0,1,118
330110121012,1198,468,312,418,0,0,992,52,3,19,24,108,992,49,11,7,6,5,3,3,4,0,1,4,108
330110121013,1570,601,444,525,0,0,1294,54,2,42,30,148,1294,47,14,12,19,11,7,2,0,5,2,1,148
330110121021,1237,442,331,464,0,0,1006,56,4,20,27,124,1006,47,6,10,6,8,9,4,7,1,1,0,124
330110121022,1088,414,276,398,0,0,944,24,4,11,5,100,944,21,2,2,5,1,3,4,2,1,0,3,100
330110122011,1328,492,414,422,0,0,1109,63,6,15,18,117,1109,57,6,5,1,7,6,6,4,2,3,1,117
330110122021,956,338,304,314,0,0,828,30,2,14,17,65,828,29,8,4,3,2,1,2,3,3,1,0,65
330110122022,833,284,286,263,0,0,662,56,5,12,21,77,662,54,8,3,1,6,2,5,4,5,0,0,77
330110122023,734,227,238,269,0,0,585,40,2,9,16,82,585,38,9,2,0,2,2,2,1,1,2,1,82
330110122024,1435,570,419,446,0,0,1179,69,11,16,21,139,1179,62,5,8,3,5,7,11,3,1,2,1,139
330110123011,1211,489,327,395,0,0,999,47,4,14,10,137,999,40,2,4,8,2,7,4,0,0,1,0,137
330110123012,1146,443,275,428,0,0,929,52,1,24,20,120,929,47,9,7,10,9,5,1,0,1,2,1,120
330110123013,1329,575,353,401,0,0,1077,51,3,52,28,118,1077,48,12,20,25,6,3,2,1,1,1,0,118
330110123021,1161,499,263,399,0,0,955,46,0,17,19,124,955,42,0,7,3,2,4,0,11,2,0,5,124
330110123022,1733,662,533,538,0,0,1426,70,0,20,33,184,1426,56,11,10,7,6,14,0,6,0,1,0,184
330110131011,1256,483,322,451,0,0,1058,34,1,12,24,127,1058,30,5,8,0,4,4,1,2,0,4,0,127
330110131012,1452,595,372,485,0,0,1228,48,2,7,24,143,1228,48,7,3,1,4,0,2,6,1,1,0,143
330110131021,1403,584,315,504,0,0,1228,44,1,10,13,107,1228,41,4,4,1,2,3,1,0,4,1,0,107
330110131022,620,265,134,221,0,0,523,14,0,2,9,72,523,14,2,1,0,2,0,0,4,0,0,1,72
330110131023,1710,666,436,608,0,0,1433,64,1,25,26,161,1433,49,15,3,4,2,15,1,1,1,6,9,161
330110141011,1189,513,335,341,0,0,986,47,1,28,23,104,986,43,7,5,12,7,4,1,4,4,1,1,104
330110141012,1294,491,407,396,0,0,1100,45,3,10,19,117,1100,41,6,5,2,8,4,3,1,0,2,0,117
330110141021,662,305,189,168,0,0,548,32,0,16,4,62,548,28,4,3,5,0,4,0,0,2,4,0,62
330110141022,1057,467,283,307,0,0,864,29,3,19,31,111,864,28,6,4,10,12,1,3,4,3,0,2,111
330110142011,1599,645,424,530,0,0,1340,62,6,26,19,146,1340,55,8,8,5,6,7,6,2,2,6,4,146
330110142012,1095,425,312,358,0,0,925,16,0,16,17,121,925,16,1,4,11,6,0,0,9,0,0,1,121
330110142013,1769,706,454,609,0,0,1493,67,1,25,34,149,1493,63,5,9,10,18,4,1,4,2,0,3,149
330110142021,2095,845,568,682,0,0,1748,62,4,30,48,203,1748,51,13,9,15,16,11,4,4,4,0,1,203
330110142022,1910,704,564,642,0,0,1622,46,4,23,43,172,1622,41,13,12,5,13,5,4,4,0,4,1,172
330110142023,763,308,232,223,0,0,650,30,0,7,12,64,650,29,5,4,2,2,1,0,2,0,1,0,64
330110143011,867,330,230,307,0,0,722,31,0,26,10,78,722,28,0,6,12,2,3,0,3,3,3,2,78
330110143012,714,292,179,243,0,0,603,21,1,11,8,70,603,18,1,4,2,3,3,1,0,4,0,1,70
330110143021,1463,623,356,484,0,0,1249,44,0,16,32,122,1249,41,10,2,7,4,3,0,6,0,4,3,122
330110143022,1010,406,232,372,0,0,852,32,3,10,22,91,852,24,6,4,4,6,8,3,6,0,2,0,91
330110143023,2489,1027,679,783,0,0,2011,108,0,69,44,257,2011,90,16,18,27,6,18,0,9,8,10,5,257
330110151001,1033,374,324,335,0,0,853,29,0,23,18,110,853,29,4,10,4,5,0,0,1,4,2,2,110
330110151002,1324,427,498,399,0,0,1122,25,0,16,15,146,1122,25,6,7,3,0,0,0,3,3,2,1,146
330110151003,1780,600,601,579,0,0,1469,43,0,18,44,206,1469,39,10,7,3,17,4,0,2,1,5,1,206
330110152001,816,274,254,288,0,0,691,30,4,9,6,76,691,27,0,9,0,2,3,4,2,0,0,0,76
330110152002,1183,457,382,344,0,0,1011,20,1,13,11,127,1011,20,2,5,4,3,0,0,4,2,0,2,127
330110152003,1437,550,467,420,0,0,1182,38,1,27,31,158,1182,33,11,14,4,9,5,1,0,1,6,0,158
330110152004,1350,462,409,479,0,0,1112,42,0,16,34,146,1112,36,10,6,4,14,6,0,3,3,3,0,146
330110161001,823,325,265,233,0,0,703,27,2,7,12,72,703,26,5,3,1,2,1,2,1,2,1,0,72
330110161002,1437,570,447,420,0,0,1232,38,1,22,15,129,1232,36,9,5,11,0,2,1,2,2,2,2,129
330110162021,1892,778,475,639,0,0,1586,63,5,19,19,200,1586,55,4,4,7,4,8,5,3,2,5,1,200
330110162022,2114,838,526,750,0,0,1819,50,10,22,22,191,1819,44,8,10,6,5,6,10,1,2,3,0,191
330110162031,677,287,203,187,0,0,547,31,2,6,16,75,547,31,5,4,1,3,0,2,1,0,1,0,75
330110162032,792,302,245,245,0,0,662,31,0,6,15,78,662,30,3,1,2,2,1,0,5,1,1,1,78
330110162033,536,213,169,154,0,0,476,14,1,3,6,36,476,14,1,0,2,2,0,1,0,1,0,0,36
330110162041,1978,795,592,591,0,0,1674,62,4,29,25,184,1674,60,13,6,13,3,2,4,1,4,1,1,184
330110162042,414,172,142,100,0,0,342,11,1,6,5,49,342,10,2,1,2,0,1,1,3,0,0,0,49
330110162043,603,238,187,178,0,0,528,20,1,6,6,42,528,19,1,1,2,0,1,1,4,1,1,1,42
330110171011,983,399,246,338,0,0,791,24,2,40,31,95,791,21,12,20,10,2,3,2,14,1,5,1,95
330110171012,1958,815,527,616,0,0,1576,54,1,48,52,227,1576,46,20,23,16,9,8,1,9,0,4,1,227
330110171021,948,389,251,308,0,0,741,31,0,29,33,114,741,28,9,10,14,6,3,0,4,0,3,2,114
330110171022,1265,535,354,376,0,0,1055,32,1,34,34,109,1055,28,10,20,10,13,4,1,0,1,0,3,109
330110171023,1520,669,432,419,0,0,1237,36,0,47,31,169,1237,29,6,14,22,18,7,0,4,6,4,0,169
330110180011,1653,752,403,498,0,0,1427,42,4,23,18,139,1427,41,3,8,8,8,1,4,5,1,1,3,139
330110180021,1045,454,279,312,0,0,902,24,0,21,8,90,902,20,0,8,10,2,4,0,1,3,0,0,90
330110180022,1248,575,302,371,0,0,1054,33,0,13,20,128,1054,31,7,5,3,5,2,0,2,1,2,1,128
330110185011,678,316,172,190,0,0,578,18,0,0,8,74,578,14,2,0,0,5,4,0,0,0,0,0,74
330110185012,469,192,130,147,0,0,423,5,0,0,7,34,423,5,4,0,0,0,0,0,0,0,0,0,34
330110185021,1085,427,244,414,0,0,963,22,1,7,13,79,963,16,3,3,1,7,6,1,0,2,1,0,79
330110190001,859,368,264,227,0,0,766,23,0,5,7,58,766,19,1,4,0,1,4,0,2,1,0,0,58
330110190002,1911,807,566,538,0,0,1637,41,4,8,37,184,1637,34,17,2,0,8,7,4,3,2,2,2,184
330110195011,1287,591,293,403,0,0,1155,16,1,14,8,93,1155,15,1,3,5,1,1,1,2,2,2,1,93
330110195021,1998,828,603,567,0,0,1705,49,2,18,21,203,1705,41,4,3,4,6,8,2,4,0,5,6,203
330110200001,1856,604,533,719,0,0,1619,39,0,18,20,160,1619,37,1,5,7,6,2,0,2,0,0,6,160
330110200002,1194,401,327,466,0,0,1022,12,1,10,17,132,1022,10,2,4,0,5,2,1,5,4,1,0,132
330110200003,1425,478,393,554,0,0,1247,31,0,9,17,121,1247,28,3,3,2,2,3,0,1,3,0,1,121
330110210011,1554,618,352,584,0,0,1385,27,0,8,24,110,1385,21,6,5,3,8,6,0,3,0,0,0,110
330110210012,2154,872,463,819,0,0,1895,47,0,12,29,171,1895,43,8,5,2,10,4,0,2,0,4,1,171
330110210021,1643,686,295,662,0,0,1413,50,1,2,27,150,1413,47,1,1,0,9,3,1,2,0,1,0,150
330110210022,1031,460,186,385,0,0,917,24,2,2,9,77,917,15,4,0,0,0,9,2,2,0,2,0,77
330110215001,1228,480,339,409,0,0,1094,17,0,7,9,101,1094,17,1,2,1,2,0,0,2,3,0,1,101
330110215002,1024,414,294,316,0,0,906,16,0,6,7,89,906,14,3,0,0,0,2,0,0,1,1,4,89
330110215003,658,253,157,248,0,0,597,8,2,3,5,43,597,8,1,1,1,4,0,2,0,0,1,0,43
