BlockGroupID,total_reg,party_dem,party_npp,party_rep,party_grn,party_lib,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_64,eth2_30,eth2_10,eth2_34,eth2_93,eth2_23,eth2_21,eth2_14,eth2_unk
230179668002,1157,343,417,328,69,0,0,0,1055,21,0,5,11,65,1055,17,3,3,3,0,0,1,1,65
230179669001,1126,276,414,401,35,0,0,0,1006,15,0,0,4,101,1006,11,1,0,1,0,0,0,0,101
230179669002,1053,240,408,368,37,0,0,0,972,11,0,2,5,63,972,7,2,1,0,0,0,1,0,63
230079701011,861,234,269,316,41,1,0,0,770,8,0,6,5,72,770,8,0,2,4,0,2,2,0,72
230079701012,424,73,136,187,28,0,0,0,387,6,0,0,1,30,387,6,1,0,0,0,0,0,0,30
230079701013,645,235,202,178,30,0,0,0,580,4,0,1,2,58,580,4,0,0,0,0,0,0,1,58
230079701021,598,155,214,199,30,0,0,0,525,5,1,3,6,58,525,5,0,0,5,1,1,0,1,58
230079701022,30,9,12,5,4,0,0,0,26,1,0,0,0,3,26,1,0,0,0,0,0,0,0,3
230079701023,37,12,19,6,0,0,0,0,29,0,0,1,0,7,29,0,0,0,0,0,0,1,0,7
230079706011,847,202,280,314,51,0,0,0,749,8,0,5,5,80,749,7,0,1,2,0,2,0,0,80
230079706012,109,30,26,49,4,0,0,0,98,2,0,0,1,8,98,1,1,0,0,0,0,0,0,8
230079706013,295,89,93,104,9,0,0,0,278,3,0,0,4,10,278,2,0,0,2,0,0,0,0,10
230079706014,505,94,184,193,34,0,0,0,452,4,0,3,3,43,452,4,3,0,0,0,3,0,0,43
230079706021,773,218,270,254,31,0,0,0,719,2,2,3,0,47,719,2,0,0,0,2,1,1,0,47
230079706022,7,4,2,1,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
230079706023,931,233,342,309,47,0,0,0,848,14,3,1,8,57,848,14,3,0,3,3,1,0,0,57
230079710001,884,215,251,394,24,0,0,0,830,4,0,5,3,42,830,4,1,1,1,0,0,0,1,42
230079710002,662,158,237,233,34,0,0,0,597,4,1,2,4,54,597,4,2,0,1,1,0,0,2,54
230079710003,634,161,246,205,22,0,0,0,566,10,0,2,5,51,566,10,3,1,1,0,0,0,1,51
230079710004,424,151,126,126,21,0,0,0,382,5,0,0,3,34,382,2,1,0,2,0,0,0,0,34
230079710005,311,83,122,95,11,0,0,0,299,3,0,0,0,9,299,3,0,0,0,0,0,0,0,9
230079711001,1012,272,348,328,64,0,0,0,923,3,1,2,11,72,923,2,3,0,4,1,1,0,1,72
230079711002,607,149,221,194,42,0,1,0,571,5,0,1,1,29,571,5,1,1,0,0,0,0,0,29
230079711003,609,151,189,244,25,0,0,0,544,4,0,4,2,55,544,2,1,3,0,0,0,1,0,55
230079712011,850,279,310,205,56,0,0,0,752,14,1,1,3,79,752,13,2,0,1,1,0,0,0,79
230079712012,558,240,222,48,48,0,0,0,467,14,3,8,9,57,467,14,5,1,1,3,3,0,2,57
230079712013,718,287,217,185,29,0,0,0,608,20,0,7,16,67,608,19,4,2,6,0,4,0,1,67
230079712014,934,231,239,424,40,0,0,0,848,13,0,1,6,66,848,10,2,0,4,0,1,0,0,66
230079712021,598,256,201,103,38,0,0,0,504,15,2,10,5,62,504,15,1,4,2,2,4,2,0,62
230079712022,687,183,194,274,36,0,0,0,637,2,0,3,1,44,637,2,0,1,0,0,0,0,1,44
230079712023,443,123,143,159,18,0,0,0,400,5,0,4,1,33,400,5,0,2,0,0,2,0,0,33
230079712024,1142,345,311,426,60,0,0,0,1043,5,0,6,10,78,1043,4,5,4,1,0,1,0,1,78
230079713001,1177,341,444,346,46,0,0,0,1070,16,0,3,6,82,1070,16,4,1,0,0,1,1,0,82
230079713002,815,217,299,267,31,0,1,0,746,11,0,10,4,44,746,9,1,4,1,0,1,1,1,44
230079713003,770,203,261,284,22,0,0,0,703,9,0,4,2,52,703,9,1,3,0,0,0,0,1,52
230079714001,708,257,212,213,26,0,0,0,646,3,0,2,5,52,646,3,0,1,1,0,0,0,1,52
230079714002,324,121,95,100,8,0,0,0,297,4,0,0,4,19,297,4,4,0,0,0,0,0,0,19
230079714003,709,216,253,214,26,0,0,0,650,10,0,1,6,42,650,10,3,1,1,0,0,0,0,42
230079714004,472,191,141,122,18,0,0,0,429,12,2,1,1,27,429,12,0,0,0,2,1,0,0,27
230079714005,681,238,222,199,21,1,0,0,605,20,0,4,2,50,605,19,2,3,0,0,0,1,0,50
230079714006,386,180,109,86,11,0,0,0,352,6,0,0,5,23,352,6,3,0,0,0,0,0,0,23
230259653011,775,125,305,341,4,0,0,0,678,21,0,5,4,67,678,21,0,3,0,0,0,0,0,67
230259653021,327,62,99,153,13,0,0,0,280,3,0,1,2,41,280,3,0,0,0,0,0,1,0,41
230259653022,428,106,146,156,20,0,0,0,393,1,0,1,4,29,393,1,0,0,2,0,0,1,0,29
230259653023,213,45,65,87,16,0,0,0,198,1,0,1,2,11,198,1,0,1,2,0,0,0,0,11
230259653024,34,5,8,19,2,0,0,0,32,0,0,0,0,2,32,0,0,0,0,0,0,0,0,2
230259656001,763,217,289,238,19,0,0,0,713,6,1,1,1,41,713,6,0,0,1,1,1,0,0,41
230259656002,718,189,247,256,26,0,0,0,672,4,0,3,5,34,672,4,0,1,3,0,0,0,2,34
230259657001,710,139,226,333,12,0,0,0,643,4,0,1,5,57,643,3,0,0,1,0,0,0,0,57
230259657002,674,135,230,283,25,1,0,0,618,7,0,2,7,40,618,5,1,1,0,0,0,0,0,40
230259657003,721,137,226,349,9,0,0,0,653,17,0,2,6,43,653,16,2,0,0,0,0,2,0,43
230259658001,1447,309,435,657,46,0,0,0,1332,20,0,3,8,84,1332,14,0,1,4,0,1,0,1,84
230259658002,654,182,217,193,62,0,0,0,580,12,0,0,6,56,580,12,2,0,0,0,0,0,0,56
230259659001,1178,297,295,541,45,0,0,0,1051,17,10,3,3,94,1051,13,2,1,0,10,2,0,0,94
230259660001,624,171,196,237,20,0,0,0,573,5,0,0,4,42,573,5,3,0,0,0,0,0,0,42
230259660002,890,223,310,314,43,0,0,0,805,15,0,8,6,56,805,13,3,1,2,0,2,0,5,56
230259660003,677,190,222,242,22,1,0,0,608,17,0,3,2,47,608,12,1,0,0,0,0,1,2,47
230259660004,755,196,279,252,28,0,0,0,685,8,0,3,3,56,685,8,1,1,2,0,0,1,0,56
230259661001,944,238,314,351,41,0,0,0,853,11,1,2,4,73,853,9,1,0,2,1,1,1,0,73
230259661002,871,248,235,339,49,0,0,0,827,3,0,1,1,39,827,1,0,0,1,0,1,0,0,39
230259661003,553,156,166,209,22,0,0,0,510,9,1,4,3,26,510,9,1,2,2,1,1,1,0,26
230259662001,733,188,253,246,46,0,0,0,654,7,0,1,6,65,654,7,3,1,3,0,0,0,0,65
230259662002,645,168,218,237,22,0,0,0,599,8,0,0,6,32,599,7,0,0,1,0,0,0,0,32
230259663001,850,193,301,290,66,0,0,0,783,4,0,0,6,57,783,3,0,0,6,0,0,0,0,57
230259663002,753,170,245,311,27,0,0,0,675,6,0,2,11,59,675,4,0,1,5,0,1,0,0,59
230259664001,880,206,339,297,38,0,0,0,805,11,0,2,4,58,805,11,0,0,0,0,2,0,0,58
230259664002,711,174,233,268,36,0,0,0,653,6,0,4,6,42,653,6,1,0,2,0,1,1,2,42
230259665001,682,208,249,207,18,0,0,0,637,7,0,0,1,37,637,7,0,0,1,0,0,0,0,37
230259665002,1016,324,319,339,34,0,0,0,902,15,0,6,11,82,902,14,5,3,1,0,1,0,2,82
230259665003,598,177,183,216,22,0,0,0,548,7,0,2,0,41,548,6,0,1,0,0,1,0,0,41
230259665004,862,218,291,314,39,0,0,0,776,3,0,0,4,79,776,3,0,0,1,0,0,0,0,79
230259666011,502,171,165,158,8,0,0,0,455,1,0,5,4,37,455,1,1,2,3,0,2,0,1,37
230259666012,877,296,289,259,33,0,0,0,775,13,0,8,12,69,775,9,4,4,4,0,1,1,0,69
230259666021,1015,326,317,349,23,0,0,0,902,24,0,6,9,74,902,24,2,2,1,0,1,0,0,74
230259666022,657,209,213,212,23,0,0,0,606,6,1,6,5,33,606,6,2,2,3,1,2,1,0,33
230259667011,790,216,286,264,24,0,0,0,715,14,1,6,7,47,715,14,0,2,3,1,3,0,1,47
230259667012,536,136,177,206,17,0,0,0,493,3,0,2,6,32,493,3,3,1,1,0,1,0,0,32
230259667013,428,142,138,130,18,0,0,0,389,4,0,2,3,30,389,3,0,0,0,0,0,2,0,30
230259667021,1262,382,407,434,39,0,0,0,1154,18,0,3,6,81,1154,18,4,1,2,0,1,0,0,81
230259668011,589,199,179,176,35,0,0,0,528,7,0,7,4,43,528,7,3,2,0,0,2,3,0,43
230259668012,434,130,119,163,22,0,0,0,401,0,1,1,1,30,401,0,0,0,0,1,0,0,0,30
230259668013,576,199,196,162,19,0,0,0,485,23,0,4,8,56,485,23,0,0,2,0,1,3,0,56
230259668014,433,121,139,155,18,0,0,0,398,4,0,0,1,30,398,4,0,0,0,0,0,0,0,30
230259668021,897,246,351,267,33,0,0,0,799,9,0,4,10,75,799,8,0,0,0,0,1,2,1,75
230259668022,716,220,234,241,21,0,0,0,661,6,0,2,8,39,661,6,2,0,4,0,2,0,0,39
230259668023,605,157,199,227,22,0,0,0,546,5,0,3,12,39,546,5,1,1,4,0,1,0,1,39
230259669001,1218,352,340,465,61,0,0,0,1134,16,0,1,3,64,1134,16,1,0,1,0,0,0,1,64
230259669002,1112,305,332,409,66,0,0,0,1013,8,2,8,4,77,1013,6,0,2,2,2,1,0,5,77
230259670001,1016,253,395,328,40,0,0,0,908,8,0,4,10,86,908,8,2,0,1,0,1,0,1,86
230259670002,741,203,237,277,24,0,0,0,684,11,0,2,2,42,684,10,0,1,2,0,0,0,0,42
230190002001,811,326,294,154,36,1,0,0,685,26,3,6,16,75,685,25,6,2,6,3,2,1,0,75
230190002002,479,232,139,90,18,0,0,0,408,13,3,5,4,46,408,13,3,2,0,3,1,1,1,46
230190002003,743,313,237,174,19,0,0,0,646,21,1,9,7,59,646,21,2,6,2,1,2,0,1,59
230190002004,834,332,308,150,44,0,0,0,687,22,3,18,9,95,687,22,2,10,1,3,2,1,4,95
230190003001,1329,466,385,430,47,0,1,0,1125,20,6,36,21,121,1125,20,2,19,12,6,5,5,4,121
230190003002,638,245,207,175,11,0,0,0,581,15,0,6,5,31,581,13,3,1,1,0,2,2,1,31
230190003003,966,367,332,235,32,0,0,0,863,18,2,13,7,63,863,15,4,7,2,2,0,6,0,63
230190004001,1669,784,493,339,51,2,0,0,1445,45,1,20,22,136,1445,42,8,9,8,1,5,5,1,136
230190005001,436,184,145,90,17,0,0,0,389,11,3,3,2,28,389,11,1,2,0,3,0,1,0,28
230190005002,613,244,193,149,27,0,0,0,530,10,4,9,7,53,530,9,4,5,2,4,2,1,1,53
230190005003,496,174,142,162,17,1,0,0,463,3,0,4,2,24,463,3,1,1,0,0,0,3,0,24
230190005004,425,183,124,112,6,0,0,0,392,1,0,2,5,25,392,1,4,0,1,0,0,0,2,25
230190005005,372,158,116,91,7,0,0,0,332,6,1,3,1,29,332,6,0,1,0,1,1,0,1,29
230190006001,378,150,155,60,13,0,0,0,331,13,1,3,4,26,331,13,1,1,3,1,0,2,0,26
230190006002,389,151,137,88,13,0,0,0,348,8,0,5,2,26,348,8,0,2,0,0,1,0,2,26
230190006003,598,226,207,134,31,0,0,0,515,16,2,3,6,56,515,15,3,2,0,2,0,1,0,56
230190007001,587,209,198,157,23,0,0,0,519,9,2,4,7,46,519,8,4,0,0,2,4,0,0,46
230190007002,1568,663,457,415,33,0,0,0,1398,25,1,7,14,123,1398,24,5,2,3,0,3,2,0,123
230190009001,1661,533,629,446,53,0,0,0,1433,56,25,14,18,115,1433,54,10,7,4,25,2,4,1,115
230190009002,1333,394,530,359,50,0,0,0,1182,25,10,14,15,87,1182,25,5,8,3,9,3,1,0,87
230190009003,1217,424,378,370,45,0,0,0,1079,18,10,17,13,80,1079,18,4,8,6,10,2,3,3,80
230190020001,880,308,251,281,38,2,0,0,794,7,0,6,9,64,794,7,3,3,4,0,0,0,1,64
230190020002,1071,338,300,389,44,0,0,0,979,6,1,2,11,72,979,6,3,0,8,1,2,0,0,72
230190020003,1306,439,362,464,41,0,0,0,1180,21,0,8,18,79,1180,19,4,5,4,0,2,1,0,79
230190020004,939,283,256,365,34,1,0,0,838,13,0,12,5,71,838,13,2,7,1,0,4,0,0,71
230190020005,1682,410,516,687,66,3,0,0,1514,31,1,14,6,116,1514,31,0,8,1,1,1,2,2,116
230190030001,1110,251,349,439,70,0,1,0,1012,8,1,2,8,79,1012,8,2,0,1,1,0,2,0,79
230190030002,1394,374,382,563,75,0,0,0,1288,7,1,3,8,87,1288,7,1,0,4,1,3,0,0,87
230190030003,577,150,169,231,27,0,0,0,521,5,0,1,2,48,521,5,1,0,0,0,0,0,1,48
230190041001,524,162,185,151,26,0,0,0,446,6,3,2,6,61,446,6,3,1,0,3,0,0,1,61
230190041002,808,249,279,238,42,0,0,0,729,14,2,8,5,50,729,13,2,3,1,2,1,2,0,50
230190042001,727,226,219,249,33,0,0,0,663,8,0,6,6,44,663,8,1,2,2,0,0,4,0,44
230190042002,1397,413,387,544,53,0,0,0,1267,20,1,3,16,90,1267,20,6,0,1,1,0,2,0,90
230190043001,878,264,231,357,26,0,0,0,787,7,0,10,12,62,787,6,5,3,5,0,5,0,1,62
230190043002,1649,471,466,643,69,0,0,0,1460,32,4,12,15,126,1460,31,4,4,6,4,4,0,2,126
230190043003,709,232,180,275,22,0,0,0,654,9,0,4,3,39,654,9,0,0,0,0,1,0,2,39
230190043004,642,216,199,186,41,0,0,0,576,20,2,4,3,37,576,19,0,0,1,2,3,0,1,37
230190050001,692,255,196,209,32,0,0,0,613,8,0,6,6,59,613,8,0,2,3,0,0,2,1,59
230190050002,754,254,236,229,35,0,0,0,649,10,0,10,17,68,649,10,10,3,1,0,5,0,0,68
230190061001,1004,513,293,146,52,0,0,0,831,23,1,16,18,115,831,21,4,5,3,1,2,1,7,115
230190061002,1749,803,575,276,95,0,0,0,1428,42,7,24,32,216,1428,40,12,9,9,7,7,2,2,216
230190062001,1100,539,305,190,66,0,0,0,917,28,1,18,13,123,917,27,7,9,1,1,2,2,1,123
230190062002,698,237,221,209,31,0,0,0,627,10,0,4,10,47,627,10,4,0,2,0,1,1,2,47
230190062003,1044,560,244,210,30,0,0,0,884,25,0,15,24,96,884,22,12,3,6,0,6,4,2,96
230190063001,665,283,229,116,37,0,0,0,549,10,2,9,14,81,549,9,5,2,2,2,4,0,1,81
230190063002,1919,684,776,351,108,0,0,0,1563,53,13,21,32,237,1563,53,19,9,7,13,3,3,3,237
230190071001,819,327,259,190,42,1,0,0,696,21,8,3,8,83,696,21,5,2,1,8,0,0,0,83
230190071002,861,340,289,193,38,1,0,0,757,16,2,6,10,70,757,16,4,4,3,2,0,2,0,70
230190071003,577,251,182,119,25,0,0,0,504,12,0,1,8,52,504,12,3,0,4,0,1,0,0,52
230190071004,628,230,230,145,23,0,0,0,562,7,0,6,13,40,562,7,5,2,4,0,4,0,0,40
230190071005,848,349,264,194,41,0,0,0,735,17,1,5,4,86,735,17,2,1,0,1,0,1,1,86
230190072001,1473,539,500,374,60,0,0,0,1292,29,2,8,10,132,1292,26,6,6,1,2,1,0,0,132
230190072002,598,177,216,175,27,3,0,0,539,2,0,1,5,51,539,2,3,0,0,0,0,0,0,51
230190080011,1164,395,319,378,72,0,0,0,1056,11,0,0,6,91,1056,11,2,0,1,0,0,0,0,91
230190080012,905,333,288,245,38,1,0,0,813,8,1,4,5,74,813,8,0,1,2,1,0,2,1,74
230190080013,1762,621,608,445,87,1,0,0,1517,28,7,16,23,171,1517,26,4,5,14,7,4,2,3,171
230190090001,739,175,273,262,29,0,0,0,667,15,0,2,3,52,667,15,1,1,1,0,1,0,0,52
230190090002,1074,263,355,402,54,0,0,0,982,12,0,4,15,61,982,10,3,0,4,0,1,3,0,61
230190090003,623,125,176,286,36,0,0,0,558,10,0,1,1,53,558,10,0,0,1,0,1,0,0,53
230190090004,683,180,196,274,33,0,0,0,622,13,2,3,3,40,622,12,1,2,1,2,0,0,1,40
230190090005,706,201,172,296,37,0,0,0,648,15,0,3,2,38,648,14,1,0,0,0,1,0,2,38
230190090006,1193,305,379,458,51,0,0,0,1086,13,0,6,2,86,1086,13,0,0,2,0,3,0,0,86
230190100001,1797,375,548,815,58,1,0,0,1651,22,1,14,11,98,1651,20,4,4,2,1,6,0,1,98
230190100002,1978,496,633,783,66,0,0,0,1822,29,2,12,6,107,1822,29,1,4,1,2,3,2,3,107
230190100003,920,256,295,343,26,0,0,0,832,18,1,6,3,60,832,18,2,0,0,1,0,5,1,60
230190110001,1052,231,383,397,41,0,0,0,978,15,1,3,11,44,978,13,0,2,0,1,0,0,0,44
230190110002,1057,194,310,515,38,0,0,0,979,14,0,2,7,55,979,12,0,2,3,0,0,0,0,55
230190120001,1109,267,403,394,44,1,0,0,1019,7,0,3,4,76,1019,7,2,0,1,0,2,0,1,76
230190125001,1007,186,380,415,26,0,0,0,944,8,1,2,2,50,944,8,0,0,0,1,1,0,1,50
230190125002,844,239,250,330,25,0,0,0,766,13,0,1,16,48,766,13,7,1,3,0,0,0,0,48
230190130001,562,142,179,227,14,0,0,0,510,9,1,1,1,40,510,8,0,0,0,1,0,0,0,40
230190130002,1136,253,364,506,12,1,0,0,1037,19,2,4,1,73,1037,17,0,3,1,2,0,0,0,73
230190130003,597,148,172,257,20,0,0,0,561,5,0,2,5,24,561,5,2,0,0,0,2,0,0,24
230190135001,1035,192,391,390,61,1,0,0,960,6,0,3,10,56,960,6,5,2,4,0,0,0,0,56
230190135002,912,227,251,395,39,0,0,0,823,18,0,1,8,62,823,18,1,1,4,0,0,0,0,62
230190140001,670,136,202,286,44,0,2,0,610,7,0,2,2,49,610,7,0,0,1,0,0,0,0,49
230190140002,857,176,254,378,49,0,0,0,776,5,1,3,2,70,776,5,0,0,0,1,1,0,1,70
230190150001,664,178,179,278,29,0,0,0,602,10,1,4,1,46,602,10,0,1,1,1,0,2,0,46
230190150002,486,110,154,188,32,2,0,0,435,14,0,1,4,32,435,14,0,1,1,0,0,0,0,32
230190150003,1260,304,375,507,73,1,0,0,1125,29,3,1,5,97,1125,29,0,0,3,3,1,0,0,97
230190155001,774,147,261,327,39,0,0,0,681,9,0,2,4,78,681,8,0,1,0,0,0,1,0,78
230190155002,704,161,232,293,18,0,0,0,628,10,0,1,4,61,628,10,1,0,0,0,0,1,0,61
230190180001,2024,394,621,927,80,0,2,0,1847,28,0,10,19,120,1847,28,4,2,9,0,3,0,2,120
230190205001,868,171,302,352,43,0,0,0,785,18,0,1,8,56,785,18,5,1,2,0,0,0,0,56
230190205002,1079,212,386,427,54,0,0,0,979,13,0,3,5,79,979,12,0,2,1,0,0,0,0,79
230190215001,774,224,262,252,35,1,0,0,710,14,0,2,6,42,710,14,1,1,1,0,0,0,1,42
230190215002,594,149,223,190,31,1,0,0,544,6,2,4,1,37,544,6,0,1,0,2,1,1,0,37
230190225001,1278,285,457,471,65,0,0,0,1153,13,0,3,6,103,1153,13,5,2,0,0,0,1,0,103
230190245001,1039,253,362,378,46,0,0,0,920,27,3,3,8,78,920,26,4,2,0,3,0,1,0,78
230190245002,895,185,276,408,26,0,0,0,830,9,1,0,10,45,830,9,5,0,4,1,0,0,0,45
230190255001,492,133,169,167,23,0,0,0,457,3,0,0,8,24,457,3,3,0,1,0,0,0,0,24
230190255002,685,147,205,288,45,0,0,0,611,8,0,2,2,62,611,8,1,0,0,0,0,0,2,62
230190265001,923,239,287,365,32,0,0,0,889,2,0,1,1,30,889,2,0,0,0,0,0,1,0,30
230190265002,559,104,159,272,24,0,0,0,519,2,0,2,2,34,519,2,1,1,1,0,1,0,0,34
230190270001,1402,344,477,531,49,1,0,0,1287,16,0,8,13,78,1287,16,3,4,0,0,3,0,1,78
230190270002,710,185,211,295,19,0,0,0,649,16,0,1,5,39,649,16,1,1,0,0,0,0,0,39
230190270003,1101,235,394,436,36,0,0,0,1027,12,0,2,8,52,1027,12,2,2,1,0,0,0,0,52
230190280001,1242,354,414,439,35,0,0,0,1137,14,0,6,8,77,1137,13,3,2,1,0,0,2,2,77
230190285001,1072,363,330,342,37,0,0,0,947,13,0,8,3,101,947,13,1,2,0,0,0,3,0,101
230190290001,124,40,34,46,4,0,0,0,111,0,0,0,2,11,111,0,0,0,0,0,0,0,0,11
230190290002,1127,219,425,434,49,0,0,0,1026,9,1,11,3,77,1026,8,1,5,2,1,0,2,3,77
230190300001,918,296,317,286,18,0,1,0,852,5,0,1,3,57,852,4,0,0,0,0,0,0,1,57
230190300002,581,221,207,138,15,0,0,0,518,22,0,3,1,37,518,22,0,1,1,0,2,0,0,37
230190300003,821,260,294,220,47,0,0,0,724,25,1,7,3,61,724,24,2,1,0,1,2,3,1,61
230190300004,1450,480,523,396,51,0,0,0,1324,24,1,3,10,88,1324,23,2,0,3,1,2,0,0,88
230190310001,1186,443,272,416,54,1,0,0,1094,8,0,8,17,59,1094,8,11,3,0,0,2,3,0,59
230190311001,902,264,308,294,33,3,0,0,775,12,2,29,18,66,775,12,7,22,6,2,5,1,1,66
230190311002,725,268,208,228,21,0,0,0,639,8,1,13,6,58,639,8,1,5,3,1,5,0,1,58
230190311003,2010,691,669,571,78,1,0,0,1736,46,16,20,28,164,1736,44,16,10,6,16,0,3,2,164
230190311004,1331,405,412,492,22,0,0,0,1189,12,1,15,15,99,1189,12,4,1,6,1,4,7,2,99
230190312001,945,144,280,490,30,1,0,0,874,23,0,0,2,46,874,23,1,0,1,0,0,0,0,46
230190312002,1145,200,365,542,38,0,0,0,1053,19,0,7,4,62,1053,19,1,1,2,0,0,1,0,62
230190312003,863,143,257,433,30,0,0,0,801,10,0,0,12,40,801,10,0,0,11,0,0,0,0,40
230190313001,1008,230,365,377,36,0,0,0,913,10,0,4,9,72,913,9,5,0,1,0,2,1,1,72
230190313002,1834,471,568,709,84,2,0,0,1663,13,0,12,22,124,1663,12,9,4,5,0,4,0,0,124
230190313003,1392,347,440,540,65,0,0,0,1275,15,0,7,10,85,1275,14,0,0,5,0,2,0,3,85
230199400001,470,265,139,40,26,0,0,0,365,6,0,5,5,89,365,6,1,0,0,0,2,0,1,89
230099651001,30,1,14,14,1,0,0,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
230099651002,704,148,223,306,27,0,0,0,642,11,0,7,8,36,642,11,0,2,1,0,0,0,5,36
230099651003,680,150,212,292,26,0,0,0,610,12,0,3,6,49,610,12,0,2,3,0,0,0,1,49
230099652001,1050,293,343,366,48,0,0,0,938,16,0,2,6,88,938,16,5,0,0,0,2,0,0,88
230099652002,929,201,285,402,41,0,0,0,863,4,0,2,1,59,863,4,0,0,1,0,0,2,0,59
230099653001,679,160,264,248,7,0,0,0,621,7,0,0,3,48,621,6,0,0,2,0,0,0,0,48
230099653002,635,185,237,193,20,0,0,0,593,4,1,2,4,31,593,4,0,0,0,1,1,1,0,31
230099653003,692,208,238,234,12,0,0,0,628,8,3,3,2,48,628,8,0,0,0,3,2,0,1,48
230099653004,845,273,290,250,32,0,0,0,765,11,0,1,5,63,765,11,0,1,2,0,0,0,0,63
230099653005,957,300,353,286,18,0,0,0,870,27,0,3,4,53,870,24,1,1,0,0,1,0,1,53
230099654001,593,178,189,184,42,0,0,0,536,8,0,1,2,46,536,7,0,1,2,0,0,0,0,46
230099654002,1070,348,336,334,52,0,0,0,994,13,0,6,8,49,994,10,2,1,3,0,1,0,2,49
230099654003,422,110,131,166,15,0,0,0,396,4,0,1,2,19,396,4,0,0,2,0,1,0,0,19
230099655031,773,240,215,293,25,0,0,0,693,8,0,16,11,45,693,8,5,8,6,0,1,2,0,45
230099655032,1340,421,404,457,58,0,0,0,1184,17,4,18,11,106,1184,17,2,10,5,3,1,3,0,106
230099655033,740,237,194,280,29,0,0,0,653,11,2,7,6,61,653,10,1,2,2,2,1,0,3,61
230099655041,1464,354,444,606,60,0,0,0,1331,15,1,7,5,105,1331,13,0,1,1,1,3,1,1,105
230099655042,1896,548,551,720,73,4,0,0,1714,27,2,9,19,125,1714,26,7,4,3,2,3,1,0,125
230099657001,1138,320,347,422,49,0,0,0,1019,13,0,16,7,83,1019,13,3,6,2,0,4,0,6,83
230099657002,1152,363,368,366,54,0,1,0,1034,16,0,5,9,88,1034,16,6,3,1,0,1,0,0,88
230099658001,1035,273,315,403,43,0,1,0,932,9,0,3,6,85,932,9,2,1,4,0,1,0,1,85
230099658002,496,142,135,200,19,0,0,0,462,1,0,1,3,29,462,1,1,1,0,0,0,0,0,29
230099658003,437,147,136,131,22,0,1,0,386,6,0,3,11,31,386,5,5,1,3,0,2,0,0,31
230099659001,556,297,151,87,21,0,0,0,451,18,1,9,7,70,451,16,1,2,3,1,4,0,1,70
230099659002,956,533,247,148,28,0,0,0,818,20,4,14,20,80,818,20,5,9,9,3,2,1,0,80
230099659003,686,365,193,98,30,0,0,0,570,21,7,13,9,66,570,21,0,5,5,7,4,0,1,66
230099659004,889,475,233,163,18,0,0,0,758,14,0,12,20,85,758,14,2,3,3,0,3,0,3,85
230099659005,1382,684,351,309,36,1,1,0,1209,24,0,18,12,119,1209,24,1,6,5,0,3,2,4,119
230099660001,989,565,193,202,29,0,0,0,858,21,0,7,9,94,858,21,3,4,2,0,2,0,1,94
230099660002,900,372,279,224,25,0,0,0,798,19,0,6,5,72,798,16,0,4,1,0,2,0,0,72
230099661001,1054,445,294,268,46,0,1,0,939,22,0,6,7,80,939,21,3,1,4,0,1,3,0,80
230099661002,497,208,166,94,29,0,0,0,435,7,2,5,7,41,435,6,0,1,5,2,0,0,3,41
230099662001,589,222,181,160,26,0,0,0,536,6,0,2,3,42,536,6,1,0,0,0,0,1,1,42
230099662002,931,348,255,289,37,2,0,0,849,17,1,7,4,53,849,12,2,3,1,1,0,2,2,53
230099663001,1142,584,265,257,36,0,0,0,989,9,2,7,17,118,989,9,0,4,12,2,1,1,1,118
230099663002,1318,481,350,433,54,0,0,0,1168,12,1,10,11,116,1168,12,2,4,6,1,1,1,2,116
230099663003,1209,532,330,303,44,0,0,0,1095,8,0,7,15,84,1095,8,3,3,5,0,2,2,0,84
230099664001,1074,420,307,290,57,0,0,0,970,18,1,5,8,72,970,18,2,2,5,1,0,0,3,72
230099664002,957,369,307,248,33,0,0,0,818,21,0,7,17,94,818,19,3,1,4,0,0,1,4,94
230099665001,725,321,197,167,40,0,0,0,631,3,0,3,5,83,631,3,1,1,4,0,0,1,1,83
230099665002,1013,447,292,238,36,0,0,0,916,13,0,4,14,66,916,13,8,0,2,0,1,1,1,66
230099665003,836,385,190,207,54,0,0,0,762,8,1,7,5,53,762,8,3,1,1,1,0,0,3,53
230099666001,857,337,321,164,34,0,1,0,784,12,0,0,5,56,784,12,0,0,4,0,0,0,0,56
230099666002,660,256,232,147,25,0,0,0,594,10,0,3,1,52,594,10,0,1,1,0,1,0,1,52
230099666003,962,418,282,233,29,0,0,0,877,10,2,3,9,61,877,10,0,1,5,2,1,0,1,61
230099667001,1109,247,339,464,59,0,0,0,1051,8,0,3,5,42,1051,8,2,2,2,0,0,0,1,42
230099667002,1519,518,419,518,64,0,0,0,1374,21,0,9,9,106,1374,21,1,4,2,0,1,1,1,106
230099667003,1228,370,401,397,60,0,0,0,1078,24,0,10,6,110,1078,22,1,4,1,0,1,1,3,110
230099667004,803,259,210,302,32,0,0,0,723,7,0,8,8,57,723,6,5,1,2,0,0,0,6,57
230099900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
