BlockGroupID,total_reg,party_dem,party_rep,party_npp,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_93,eth2_64,eth2_30,eth2_23,eth2_10,eth2_14,eth2_21,eth2_34,eth2_32,eth2_29,eth2_12,eth2_85,eth2_35,eth2_66,eth2_61,eth2_33,eth2_99,eth2_55,eth2_19,eth2_26,eth2_38,eth2_15,eth2_59,eth2_13,eth2_83,eth2_unk
510579506001,901,468,204,229,0,0,327,13,520,4,3,34,327,520,13,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,34
510579506002,1007,493,285,229,0,0,501,11,447,3,0,45,501,447,11,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
510579506003,823,347,266,210,0,0,454,10,304,6,3,46,454,304,10,1,0,5,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,46
510579507001,1421,637,355,429,0,0,643,36,630,15,15,82,643,629,34,7,1,8,1,5,1,0,0,0,4,0,2,0,0,1,1,0,0,0,0,0,0,0,82
510579507002,791,310,301,180,0,0,534,12,175,14,16,40,534,175,11,5,1,8,4,1,4,1,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,40
510579507003,546,280,132,134,0,0,218,10,282,4,3,29,218,282,10,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
510579508001,528,180,257,91,0,0,400,8,97,4,3,16,400,97,8,0,2,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16
510579508002,782,305,342,135,0,0,527,17,194,6,4,34,527,194,16,0,3,1,0,0,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,34
510579508003,1064,440,382,242,0,0,743,21,244,5,4,47,743,244,18,2,2,2,1,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,47
517500101011,983,784,82,117,0,0,805,29,32,7,17,93,805,32,29,10,2,4,1,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,93
517500101012,487,242,117,128,0,0,403,18,10,12,15,29,403,10,18,4,3,2,3,3,2,2,0,1,0,0,0,0,5,0,1,0,0,1,0,0,0,0,29
517500101013,728,351,150,227,0,0,609,15,22,9,13,60,609,22,15,4,2,5,2,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,60
517500101021,277,172,4,101,0,0,191,21,30,7,2,26,191,30,21,1,0,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
517500101022,723,434,32,257,0,0,563,32,32,9,12,75,563,32,32,8,3,3,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75
517500101023,1033,509,272,252,0,0,865,18,42,22,16,70,865,41,18,9,11,7,1,2,2,0,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,70
517500102011,1571,734,481,356,0,0,1140,35,266,23,23,84,1140,266,33,11,8,5,6,3,4,4,1,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,84
517500102012,1106,511,346,249,0,0,940,14,40,20,9,83,940,40,14,3,11,4,3,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
517500102021,679,408,184,87,0,0,583,19,16,10,2,49,583,16,19,1,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49
517500102022,663,295,252,116,0,0,552,11,17,7,16,60,552,17,11,2,1,3,1,0,7,2,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,60
517500102023,888,405,325,158,0,0,773,20,5,7,10,73,773,5,19,4,0,4,1,1,3,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,73
517402102001,500,267,100,133,0,0,354,21,88,0,13,24,354,88,20,3,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,24
517402102002,785,401,183,201,0,0,417,35,268,10,5,50,417,268,35,1,3,3,2,1,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,50
517402103001,663,425,112,126,0,0,219,20,385,4,5,30,219,384,20,3,1,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,30
517402103002,349,253,63,33,0,0,181,7,134,1,2,24,181,134,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24
517402103003,518,242,171,105,0,0,417,11,57,1,2,30,417,56,11,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,30
517402104001,1011,511,281,219,0,0,692,30,185,17,15,72,692,184,30,9,2,13,0,0,1,0,1,1,0,3,0,0,0,1,0,0,1,1,0,0,0,0,72
517402105001,1160,966,62,132,0,0,155,19,936,18,5,27,155,935,19,2,9,1,0,5,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,27
517402106001,583,302,134,147,0,0,421,19,103,4,6,30,421,102,18,4,1,0,1,0,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,30
517402106002,491,294,107,90,0,0,294,18,147,7,1,24,294,146,17,0,1,1,2,1,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,24
517402109001,1087,637,114,336,0,0,478,32,490,7,14,66,478,489,32,8,1,2,1,0,3,0,0,3,0,0,0,0,1,1,1,0,0,0,0,1,0,0,66
517402109002,859,478,170,211,0,0,692,25,47,15,11,69,692,46,23,3,4,1,5,2,1,0,2,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,69
517402109003,384,197,52,135,0,0,228,24,104,2,4,22,228,104,24,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
517402111001,651,567,31,53,0,0,116,18,488,2,7,20,116,488,17,6,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20
517402111002,701,576,37,88,0,0,135,17,515,3,4,27,135,515,17,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27
517402114001,806,624,29,153,0,0,48,13,732,4,3,6,48,731,13,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
517402114002,361,338,7,16,0,0,131,5,200,2,3,20,131,200,5,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20
517402115001,426,192,64,170,0,0,227,16,156,3,4,20,227,155,15,4,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,20
517402115002,680,365,80,235,0,0,350,15,257,3,5,50,350,257,15,4,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
517402116001,432,200,98,134,0,0,309,17,70,3,4,29,309,69,17,2,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,29
517402116002,566,286,130,150,0,0,421,25,50,2,8,60,421,50,24,2,0,0,2,0,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,60
517402116003,405,187,89,129,0,0,264,18,86,0,6,31,264,86,18,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
517402116004,597,262,154,181,0,0,480,31,33,9,5,39,480,33,30,1,0,4,2,2,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,39
517402116005,615,241,213,161,0,0,479,19,65,1,7,44,479,65,19,2,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44
517402117001,753,702,14,37,0,0,46,21,666,5,8,7,46,666,20,3,1,1,1,1,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
517402117002,857,707,76,74,0,0,172,24,630,7,6,18,172,629,24,3,2,4,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18
517402117003,533,490,16,27,0,0,48,11,458,5,3,8,48,458,11,2,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
517402118001,342,296,12,34,0,0,76,1,253,1,2,9,76,253,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
517402118002,737,650,30,57,0,0,82,23,616,5,5,6,82,615,23,2,2,1,1,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6
517402118003,581,364,12,205,0,0,39,13,521,1,2,5,39,520,13,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
517402118004,441,410,12,19,0,0,26,3,401,4,2,5,26,401,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5
517402119001,522,478,18,26,0,0,31,18,466,2,2,3,31,466,18,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
517402119002,584,515,18,51,0,0,51,9,514,3,1,6,51,513,9,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6
517402120001,504,457,13,34,0,0,32,10,451,2,2,7,32,451,7,2,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7
517402120002,753,675,31,47,0,0,51,25,657,9,6,5,51,655,25,1,4,2,0,2,3,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,5
517402121001,106,96,4,6,0,0,11,0,94,0,0,1,11,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
517402121002,631,557,31,43,0,0,38,7,573,3,3,7,38,572,7,2,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
517402123001,900,733,89,78,0,0,214,25,607,8,10,36,214,607,25,5,3,4,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,36
517402123002,550,275,100,175,0,0,269,17,227,9,4,24,269,227,17,1,3,1,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,24
517402123003,689,327,131,231,0,0,379,45,229,5,3,28,379,225,45,2,1,2,1,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,28
517402123004,558,462,63,33,0,0,264,23,230,9,8,24,264,229,22,1,1,4,1,2,2,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,1,24
517402124001,639,512,65,62,0,0,227,23,346,1,4,38,227,346,23,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38
517402124002,755,419,116,220,0,0,303,25,371,2,12,42,303,370,25,9,0,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,42
517402124003,500,446,12,42,0,0,65,7,417,4,5,2,65,417,7,2,3,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
517402125001,1407,735,270,402,0,0,767,50,499,17,17,57,767,499,47,5,4,4,3,3,3,0,0,2,6,1,3,1,0,0,0,0,0,0,0,1,1,0,57
517402126001,160,88,21,51,0,0,46,7,96,2,4,5,46,95,7,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5
517402126002,438,321,73,44,0,0,254,21,116,2,6,39,254,114,21,5,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,39
517402126003,489,260,80,149,0,0,201,22,247,2,3,14,201,247,22,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,14
517402127011,600,419,20,161,0,0,43,7,536,3,4,7,43,535,7,2,1,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
517402127012,545,419,26,100,0,0,30,10,495,3,1,6,30,495,10,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
517402127013,1864,1481,110,273,0,0,105,24,1686,4,6,39,105,1684,24,0,1,1,1,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,39
517402127014,641,531,43,67,0,0,29,9,591,6,0,6,29,590,9,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
517402127021,1290,989,48,253,0,0,71,21,1175,2,5,16,71,1174,21,3,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,16
517402127022,1381,1062,56,263,0,0,86,27,1243,4,4,17,86,1240,27,1,1,2,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,17
517402128011,838,403,223,212,0,0,582,28,165,4,6,53,582,164,28,3,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,53
517402128012,893,763,76,54,0,0,324,28,494,5,7,35,324,494,28,4,2,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
517402128013,1179,882,158,139,0,0,529,26,563,7,5,49,529,562,26,3,1,3,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,49
517402128021,1112,493,378,241,0,0,791,51,193,5,10,62,791,190,51,8,3,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,62
517402128022,919,474,303,142,0,0,666,20,183,7,7,36,666,181,20,3,1,3,1,2,0,0,1,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,36
517402129001,537,205,219,113,0,0,468,11,17,2,5,34,468,17,11,3,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34
517402129002,844,351,234,259,0,0,711,19,57,5,2,50,711,57,19,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50
517402129003,793,336,249,208,0,0,670,19,44,7,6,47,670,43,19,3,3,0,1,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,47
517402129004,1324,515,510,299,0,0,1153,38,41,9,18,65,1153,41,38,3,3,1,0,5,1,1,0,0,8,1,0,2,0,0,0,0,0,0,0,0,0,2,65
517402130011,20,7,1,12,0,0,13,7,0,0,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517402130012,1645,949,353,343,0,0,747,75,692,22,19,90,747,688,74,11,4,5,4,3,1,0,0,4,4,0,1,0,0,4,0,0,1,0,0,0,1,3,90
517402130013,1587,751,581,255,0,0,1205,54,186,24,14,104,1205,186,52,9,1,10,4,6,0,0,2,0,3,0,2,0,0,0,0,0,3,0,0,0,0,0,104
517402130014,614,280,219,115,0,0,495,21,35,6,13,44,495,35,21,6,1,0,3,0,0,2,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,44
517402130015,570,270,127,173,0,0,405,20,95,1,3,46,405,95,20,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46
517402130021,578,282,206,90,0,0,478,15,17,19,6,43,478,16,15,1,3,8,6,1,3,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,43
517402130022,1089,527,373,189,0,0,836,29,96,12,20,96,836,96,28,11,3,3,0,2,6,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,96
517402130023,1541,782,418,341,0,0,1068,45,296,22,13,97,1068,296,45,7,2,8,9,3,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,97
517402131011,906,743,68,95,0,0,137,23,717,6,4,19,137,715,23,0,3,3,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19
517402131012,764,643,53,68,0,0,175,27,536,8,4,14,175,536,27,3,6,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14
517402131013,1211,737,147,327,0,0,252,37,863,13,10,36,252,862,37,7,7,3,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,36
517402131031,590,306,167,117,0,0,354,21,183,3,4,25,354,182,21,4,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25
517402131032,581,307,146,128,0,0,364,18,165,1,8,25,364,165,18,1,0,0,0,0,2,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,25
517402131033,1262,753,197,312,0,0,468,40,685,15,18,36,468,682,38,7,2,8,1,1,2,1,0,0,2,0,2,0,0,3,2,0,2,4,0,0,1,0,36
517402131034,964,534,156,274,0,0,321,34,574,7,7,21,321,572,34,2,0,3,1,1,2,0,0,1,0,0,0,0,0,2,2,0,1,0,0,0,0,1,21
517402131035,908,533,197,178,0,0,305,26,544,1,5,27,305,543,26,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27
517402131041,1947,1282,163,502,0,0,189,67,1625,15,12,39,189,1620,67,9,7,3,1,2,1,0,0,2,1,0,0,0,0,5,0,0,0,0,0,1,0,0,39
517402131042,991,651,150,190,0,0,203,25,710,6,14,33,203,706,25,7,3,0,0,3,4,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,33
517402132001,782,625,69,88,0,0,283,49,405,8,4,33,283,403,49,1,3,2,1,1,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,33
517402132002,454,372,31,51,0,0,117,20,292,4,3,18,117,292,20,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
517409801001,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518303701001,650,472,63,115,0,0,436,29,74,22,16,73,436,74,28,9,11,6,3,1,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,73
518303701002,1455,828,297,330,0,0,1061,75,92,45,27,155,1061,89,75,12,10,19,7,4,7,0,0,4,0,2,0,4,1,3,0,1,0,0,0,1,0,0,155
518303701003,930,452,396,82,0,0,765,27,1,30,17,90,765,1,27,8,7,10,5,2,2,0,0,6,0,5,0,0,0,0,1,0,0,0,0,0,0,0,90
518303701004,1173,759,257,157,0,0,903,37,31,37,20,145,903,31,37,9,6,19,7,1,7,2,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,145
518303702001,704,468,133,103,0,0,423,14,172,29,10,56,423,171,14,2,23,4,1,1,3,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,56
518303702002,472,274,108,90,0,0,351,29,27,8,8,49,351,27,29,4,5,0,1,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49
518303702003,626,460,110,56,0,0,399,40,128,3,14,42,399,128,38,8,0,1,2,0,1,2,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,42
518303703001,1674,900,419,355,0,0,1245,69,143,45,28,144,1245,141,68,8,15,14,9,4,7,0,2,2,4,0,1,3,3,2,0,0,0,0,0,0,0,0,144
518303703002,1873,1395,165,313,0,0,1256,94,101,130,70,222,1256,100,94,39,47,39,27,9,11,2,4,5,1,6,0,2,1,1,2,1,0,0,0,0,0,1,222
516789305011,625,371,80,174,0,0,364,18,192,14,4,33,364,191,18,2,1,3,1,2,1,0,0,3,1,0,0,0,0,1,0,1,3,0,0,0,0,0,33
516789305012,924,614,188,122,0,0,814,8,4,6,12,80,814,4,8,3,4,2,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,80
516789305013,483,257,55,171,0,0,361,15,37,12,10,48,361,36,15,5,3,6,0,2,0,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,48
516789305014,554,360,99,95,0,0,454,17,6,7,9,61,454,6,16,1,2,3,1,0,3,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,61
516789305015,869,588,165,116,0,0,750,8,19,12,4,76,750,18,8,0,1,3,4,0,3,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,76
516789800001,573,211,38,324,0,0,436,20,12,16,17,72,436,12,20,7,3,5,5,2,6,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,72
510818801011,891,396,305,190,0,0,441,13,369,19,6,43,441,369,13,3,15,1,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,43
510818801012,530,364,49,117,0,0,89,12,422,0,4,3,89,422,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
510818801013,826,495,138,193,0,0,254,12,528,6,5,21,254,525,12,0,4,0,0,2,2,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,21
510818801014,708,322,246,140,0,0,337,12,323,1,0,35,337,323,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
510818801021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510818802001,1202,606,341,255,0,0,476,20,666,3,7,30,476,665,20,1,0,1,1,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,30
510818802002,979,550,147,282,0,0,208,11,744,5,5,6,208,742,11,2,4,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,6
510818802003,1066,624,245,197,0,0,377,11,650,8,4,16,377,649,11,1,3,3,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16
516200901001,839,399,205,235,0,0,417,19,347,13,3,40,417,345,19,1,9,0,3,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,40
516200901002,1232,563,389,280,0,0,835,22,270,13,8,84,835,270,21,3,6,1,5,0,2,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,84
516200901003,1162,432,565,165,0,0,991,21,81,17,6,46,991,81,21,2,3,6,5,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,46
516200902001,510,450,35,25,0,0,62,11,422,6,1,8,62,421,11,1,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8
516200902002,916,823,45,48,0,0,52,16,838,2,4,4,52,835,16,1,0,2,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
516200902003,792,737,26,29,0,0,75,19,682,4,1,11,75,681,19,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11
511639301011,944,416,352,176,0,0,832,9,5,16,6,76,832,5,9,3,10,1,1,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,76
511639301012,906,382,265,259,0,0,765,26,15,18,9,73,765,15,24,6,9,6,3,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,73
511639301021,691,247,316,128,0,0,645,10,0,2,0,34,645,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
511639301022,767,308,328,131,0,0,714,4,5,2,6,36,714,5,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,36
511639301023,767,262,334,171,0,0,664,8,18,5,3,69,664,17,7,3,0,1,2,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,69
511639301024,698,218,345,135,0,0,642,1,2,7,6,40,642,2,1,1,1,0,2,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
511639302001,1224,476,533,215,0,0,1101,15,8,3,7,90,1101,8,15,0,2,0,0,1,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,90
511639302002,1291,589,505,197,0,0,1149,15,9,17,10,91,1149,9,15,6,7,3,2,1,1,1,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,91
511639302003,755,315,289,151,0,0,681,7,1,1,2,63,681,1,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,63
511639303011,1006,396,423,187,0,0,888,10,3,7,8,90,888,3,10,0,0,6,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,90
511639303012,885,317,365,203,0,0,771,11,16,13,4,70,771,16,11,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70
511639303021,893,335,401,157,0,0,804,16,0,3,6,64,804,0,16,3,0,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64
511639303022,1076,510,411,155,0,0,951,17,3,16,16,73,951,3,17,11,5,8,1,0,2,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,73
511639303023,770,327,340,103,0,0,696,12,8,7,0,47,696,6,12,0,2,1,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,47
511639304001,630,237,274,119,0,0,563,5,19,4,3,36,563,19,5,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
511639304002,564,239,197,128,0,0,440,9,81,1,0,33,440,81,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
511639304003,451,156,172,123,0,0,415,2,14,3,0,17,415,14,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
511639304004,588,242,212,134,0,0,540,7,4,0,0,37,540,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
510330301001,550,221,208,121,0,0,419,14,90,4,2,21,419,90,14,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
510330301002,1286,562,452,272,0,0,907,67,246,9,10,47,907,246,67,1,2,1,5,0,0,3,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,2,47
510330301003,791,345,254,192,0,0,515,30,188,9,5,44,515,188,30,3,4,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44
510330302011,1913,935,537,441,0,0,942,77,753,26,23,92,942,752,75,14,14,4,2,6,4,1,0,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,92
510330302021,1377,531,556,290,0,0,913,28,345,5,5,81,913,345,25,3,1,2,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,81
510330303001,821,318,314,189,0,0,508,21,254,5,3,30,508,254,20,2,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30
510330303002,637,259,215,163,0,0,427,19,132,4,6,49,427,132,19,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,49
510330303003,914,433,295,186,0,0,597,32,218,11,4,52,597,216,32,3,7,1,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,52
510330304001,569,243,170,156,0,0,306,24,201,6,3,29,306,201,24,1,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
510330304002,714,306,241,167,0,0,505,24,144,4,4,33,505,144,21,2,1,0,1,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,33
510330305011,1485,737,366,382,0,0,914,81,371,11,22,86,914,367,81,6,3,6,1,0,8,0,1,1,1,1,0,2,1,4,2,0,0,0,0,0,0,0,86
510330305012,1502,625,480,397,0,0,1146,78,146,16,19,97,1146,145,78,9,0,6,2,3,7,0,1,5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,97
510330305021,839,404,212,223,0,0,510,66,179,8,12,64,510,178,66,7,3,1,3,1,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,64
510330305022,1743,688,581,474,0,0,1355,60,181,12,20,115,1355,181,59,8,0,4,2,1,8,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,115
