GEOID20,total_reg,party_dem,party_rep,party_npp,party_lib,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
22073005500,1621,759,448,406,6,2,0,0,725,39,789,7,8,53
22073005800,1456,627,403,420,5,1,0,0,724,33,625,7,12,55
22073005900,1156,288,407,454,4,3,0,0,947,35,97,3,9,65
22073010101,2990,845,1390,740,14,1,0,0,2187,51,556,14,23,159
22073010103,2116,1014,545,549,6,2,0,0,847,24,1153,16,5,71
22073010104,1720,736,598,383,3,0,0,0,901,28,718,8,5,60
22073010202,4847,1059,2721,1043,21,3,0,0,3670,69,726,54,50,278
22073010203,1189,615,280,288,5,1,0,0,453,16,678,10,5,27
22073010204,2540,1306,673,555,6,0,0,0,1000,31,1393,23,30,63
22073010301,2358,458,1404,482,11,3,0,0,1774,49,284,41,41,169
22073010302,2731,852,1214,654,11,0,0,0,1684,72,784,32,20,139
22073010401,3498,480,2148,847,19,4,0,0,3064,74,67,14,16,263
22073010402,3561,638,2009,893,17,4,0,0,2940,61,321,13,12,214
22073010502,3077,495,1744,823,14,1,0,0,2819,33,20,16,13,176
22073010503,1288,215,711,353,9,0,0,0,1123,22,64,8,6,65
22073010505,3876,746,2097,1015,14,4,0,0,3213,102,281,42,31,207
22073010506,2213,327,1229,648,9,0,0,0,1920,64,47,9,10,163
22073010604,1230,530,370,328,1,1,0,0,649,36,449,8,3,85
22073010605,2195,1600,110,483,2,0,0,0,121,10,2056,0,0,8
22073010606,846,534,119,191,1,1,0,0,213,11,585,10,2,25
22073010700,1623,1165,40,418,0,0,0,0,32,4,1578,0,3,6
22073010800,1266,752,198,310,6,0,0,0,307,16,892,7,10,34
22073010900,3560,2757,80,720,3,0,0,0,62,7,3481,1,6,3
22073011000,3048,2285,85,677,1,0,0,0,77,4,2950,0,4,13
22073011100,1558,800,267,484,3,4,0,0,470,54,987,6,5,36
22073980000,12,3,7,2,0,0,0,0,7,0,2,0,0,3
22127960100,2263,548,1096,614,5,0,0,0,1951,31,128,8,9,136
22127960201,1423,422,641,354,6,0,0,0,1158,20,181,2,9,53
22127960202,1465,552,543,363,6,1,0,0,1054,17,288,1,15,90
22127960300,1837,912,491,432,2,0,0,0,823,30,911,10,8,55
22127960400,1305,707,226,363,7,2,0,0,470,14,766,3,7,45
22063040101,1900,524,830,535,10,1,0,0,1589,61,72,8,11,159
22063040102,1821,486,796,528,11,0,0,0,1430,69,141,7,15,159
22063040103,2551,770,1087,680,10,4,0,0,2024,88,191,16,17,215
22063040202,3412,684,1769,923,36,0,0,0,2942,89,33,13,26,309
22063040203,1401,296,698,391,14,2,0,0,1233,34,5,3,8,118
22063040204,2448,523,1284,625,13,3,0,0,2146,61,38,17,13,173
22063040304,3498,578,1913,980,26,1,0,0,2980,111,66,8,39,294
22063040305,3189,569,1685,920,14,1,0,0,2645,90,119,18,48,269
22063040306,3121,516,1838,750,17,0,0,0,2663,83,101,20,23,231
22063040307,2997,394,1790,786,24,3,0,0,2473,117,110,43,25,229
22063040308,3558,533,2012,977,35,1,0,0,2950,128,97,23,37,323
22063040403,1813,323,923,554,12,1,0,0,1455,90,87,17,29,135
22063040404,2138,356,1159,611,10,2,0,0,1780,77,85,13,12,171
22063040405,1889,490,851,535,12,1,0,0,1354,48,279,13,20,175
22063040406,3380,554,1881,921,22,2,0,0,2685,136,202,31,26,300
22063040501,1713,359,797,542,14,1,0,0,1336,60,148,13,25,131
22063040502,3553,560,1983,983,25,2,0,0,2903,166,127,32,26,299
22063040503,2051,415,1027,589,17,3,0,0,1558,98,185,15,14,181
22063040601,2804,846,1185,743,29,1,0,0,1881,93,628,13,23,166
22063040602,2425,517,1216,665,27,0,0,0,1879,89,188,21,20,228
22063040700,1863,365,937,537,23,1,0,0,1481,106,92,16,22,146
22063040805,3162,563,1692,883,21,3,0,0,2496,137,196,35,38,260
22063040807,1302,250,624,416,10,2,0,0,1106,59,26,5,14,92
22063040808,3235,523,1866,818,25,3,0,0,2659,125,102,30,29,290
22063040809,1862,467,864,520,10,1,0,0,1583,67,4,8,17,183
22063040810,1932,465,935,520,12,0,0,0,1639,48,17,14,8,206
22063040811,1472,326,707,426,11,2,0,0,1246,50,20,12,12,132
22063040812,3721,851,1681,1139,45,5,0,0,2511,209,608,35,44,314
22063040813,1871,407,829,611,22,2,0,0,1324,89,264,7,18,169
22063040814,2598,595,1195,779,25,4,0,0,1930,102,337,16,33,180
22063040903,1869,573,753,533,8,2,0,0,1253,74,367,9,16,150
22063040904,2794,735,1306,733,19,1,0,0,2267,74,159,14,18,262
22063040905,2050,560,929,550,11,0,0,0,1670,62,72,2,18,226
22063040906,1488,400,645,432,11,0,0,0,1182,57,118,4,7,120
22057020100,1804,729,567,493,13,2,0,0,1117,61,393,6,45,182
22057020202,2828,739,1404,673,10,2,0,0,1941,142,352,21,72,300
22057020400,1334,839,169,322,4,0,0,0,286,11,966,7,16,48
22057020500,3654,1596,976,1054,26,2,0,0,1676,111,1488,18,81,280
22057020600,1333,504,476,349,3,1,0,0,917,44,213,14,35,110
22057020702,2228,692,915,604,17,0,0,0,1431,84,406,6,72,229
22057020703,4465,1229,2152,1067,15,2,0,0,2936,182,735,50,95,467
22057020704,3581,1076,1575,914,15,1,0,0,2592,213,182,19,61,514
22057020800,2162,836,766,548,11,1,0,0,1558,229,22,5,38,310
22057020900,1262,628,311,321,2,0,0,0,558,51,561,7,10,75
22057021000,2027,724,744,548,9,2,0,0,1471,173,96,5,33,249
22057021101,1146,433,440,268,5,0,0,0,879,39,11,7,65,145
22057021102,2707,894,1141,655,14,3,0,0,1999,154,60,27,112,355
22057021200,2447,863,940,625,17,2,0,0,1835,133,28,12,143,296
22057021300,1421,575,499,339,8,0,0,0,1114,63,10,4,76,154
22057021400,2672,790,1225,641,12,4,0,0,1995,116,32,50,97,382
22057021500,2494,854,957,671,12,0,0,0,1801,126,124,34,101,308
22057021602,2219,640,980,586,13,0,0,0,1675,85,6,5,200,248
22057021603,1772,364,840,563,4,1,0,0,1335,79,41,6,69,242
22057021604,2476,670,1066,729,10,1,0,0,1952,112,65,13,52,282
22057021700,2183,732,747,695,8,1,0,0,1623,105,88,10,64,293
22057021800,2894,1230,806,847,9,2,0,0,1483,114,985,13,52,247
22057021902,2676,781,1146,735,12,2,0,0,2056,128,162,5,42,283
22057021903,2576,463,1205,890,15,3,0,0,1820,143,139,9,116,349
22057021904,1057,184,506,362,4,1,0,0,746,66,47,3,61,134
22057022000,1014,266,509,234,3,2,0,0,763,35,81,4,25,106
22057990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22065960100,1390,496,565,327,2,0,0,0,833,27,428,3,7,92
22065960200,1289,594,415,279,0,1,0,0,640,27,547,0,2,73
22065960300,1549,1199,38,311,0,1,0,0,6,4,1535,1,2,1
22065960400,1065,814,24,227,0,0,0,0,19,0,1038,0,6,2
22065960500,1411,826,277,307,0,1,0,0,429,10,910,9,13,40
22099020101,2097,720,815,551,11,0,0,0,1547,57,156,9,36,292
22099020102,1409,544,574,288,3,0,0,0,1214,46,6,7,12,124
22099020201,3938,1642,1305,981,9,1,0,0,2157,88,1268,7,32,386
22099020202,1008,440,312,255,1,0,0,0,584,17,302,1,20,84
22099020301,3354,1139,1335,869,8,3,0,0,2020,107,795,22,89,321
22099020303,3343,1247,1250,836,7,3,0,0,2155,99,714,10,58,307
22099020304,1779,683,576,513,4,3,0,0,1215,63,156,82,37,226
22099020401,3588,1512,1245,807,19,5,0,0,2053,89,1100,26,27,293
22099020402,1149,506,407,235,1,0,0,0,680,41,344,2,5,77
22099020502,2356,887,887,573,9,0,0,0,1430,66,595,11,30,224
22099020503,1472,588,511,366,7,0,0,0,880,39,414,7,22,110
22099020504,1984,1213,307,457,6,1,0,0,478,23,1372,7,8,96
22099020601,1741,517,755,461,7,1,0,0,1088,98,387,9,15,144
22099020602,2372,1596,351,423,1,1,0,0,473,21,1794,3,15,66
22099020800,2054,928,697,423,6,0,0,0,1052,80,783,5,5,129
22099020900,1169,582,359,224,2,2,0,0,463,61,582,6,4,53
22099021000,975,267,462,243,1,2,0,0,775,65,1,1,29,104
22069000100,1373,510,570,289,3,1,0,0,953,15,315,8,6,76
22069000200,1778,686,568,521,2,1,0,0,1055,30,562,5,20,106
22069000300,2844,868,1273,690,13,0,0,0,2009,76,489,10,57,203
22069000400,2389,1538,235,613,3,0,0,0,349,23,1962,5,11,39
22069000500,2962,1174,1074,698,14,2,0,0,1825,74,799,26,51,187
22069000601,1057,690,86,278,2,1,0,0,145,9,882,0,8,13
22069000602,2505,1212,640,647,6,0,0,0,1044,46,1244,16,43,112
22069000700,2396,1483,312,591,8,2,0,0,543,24,1695,10,22,102
22069000800,2771,808,1286,663,14,0,0,0,2151,48,320,8,34,210
22069000901,1834,858,554,416,5,1,0,0,791,40,871,8,26,98
22069000902,1262,574,363,322,3,0,0,0,714,31,350,3,40,124
22111960100,2636,1010,1067,553,6,0,0,0,1715,64,714,11,11,121
22111960200,2344,1036,800,496,11,1,0,0,1316,41,907,8,9,63
22111960300,1801,558,814,424,5,0,0,0,1286,57,365,8,8,77
22111960400,2200,1286,456,455,2,1,0,0,647,29,1467,10,8,39
22111960500,3412,712,1966,727,7,0,0,0,2993,70,144,14,14,177
22111960600,2476,507,1359,594,14,2,0,0,2210,38,90,5,13,120
22125951703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22125951704,918,336,380,199,3,0,0,0,590,23,248,3,1,53
22125951705,1111,725,187,194,4,1,0,0,334,11,725,4,6,31
22125951801,2162,896,793,457,16,0,0,0,1270,27,736,10,13,106
22125951802,966,369,393,201,3,0,0,0,615,14,241,2,7,87
22125951803,2322,676,1081,548,14,3,0,0,1682,46,387,6,15,186
22125980000,165,33,65,64,3,0,0,0,141,5,4,0,0,15
22081960100,2676,936,1220,515,5,0,0,0,1957,30,544,13,13,119
22081960300,2687,1721,474,487,5,0,0,0,815,24,1759,8,15,66
22031950101,1774,613,753,394,14,0,0,0,1036,38,578,5,18,99
22031950102,2343,585,1097,652,7,2,0,0,1681,45,427,14,31,145
22031950103,3026,536,1714,765,10,1,0,0,2421,90,255,19,44,197
22031950200,2919,1026,1174,711,7,1,0,0,1926,50,782,6,21,134
22031950300,1915,910,628,374,3,0,0,0,950,23,837,2,12,91
22031950400,1585,1032,255,295,3,0,0,0,439,33,1049,13,11,40
22031950500,1348,909,188,249,2,0,0,0,259,13,1016,4,3,53
22031950600,2221,1642,205,372,2,0,0,0,293,12,1862,5,9,40
22031950700,1806,657,739,403,6,1,0,0,1304,39,350,13,8,92
22091951100,3360,2084,753,519,4,0,0,0,1477,33,1707,8,19,116
22091951201,2867,1791,595,474,5,2,0,0,1050,28,1678,5,9,97
22091951202,1753,1092,337,321,3,0,0,0,600,24,1058,0,4,67
22123000100,2849,794,1374,678,3,0,0,0,2223,47,402,17,25,135
22123000200,2523,605,1318,591,8,1,0,0,2109,61,205,7,26,115
22123000300,1630,609,653,365,3,0,0,0,1093,23,424,4,6,80
22023970101,2359,618,1084,648,8,1,0,0,2010,123,24,13,18,171
22023970102,770,291,301,175,2,1,0,0,595,53,41,0,11,70
22023970202,579,177,224,174,4,0,0,0,481,28,27,5,5,33
22023970203,827,284,338,204,0,1,0,0,737,22,0,3,8,57
22023990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22053000100,3452,1276,1245,919,10,2,0,0,2382,136,586,20,37,291
22053000200,3263,899,1459,900,5,0,0,0,2715,94,182,10,25,237
22053000300,3249,1182,1157,899,11,0,0,0,2351,65,534,13,15,271
22053000401,1745,650,590,497,6,2,0,0,1383,45,192,8,7,110
22053000402,2590,787,1126,669,8,0,0,0,2020,59,253,15,12,231
22053000500,2693,755,1195,724,15,4,0,0,2109,99,246,19,28,192
22053000600,1652,808,328,509,5,2,0,0,794,55,703,5,9,86
22053000700,1389,658,392,338,1,0,0,0,688,26,601,3,7,64
22009030100,1532,622,559,340,11,0,0,0,1287,34,68,2,16,125
22009030200,1650,470,794,383,3,0,0,0,1443,17,11,4,19,156
22009030300,2498,1007,862,614,12,3,0,0,1780,54,386,8,35,235
22009030401,2487,1278,657,543,9,0,0,0,1438,39,761,9,53,187
22009030402,1661,928,280,441,10,2,0,0,616,25,887,2,51,80
22009030501,2074,838,691,537,6,2,0,0,1655,57,178,7,20,157
22009030502,2254,1231,471,542,7,3,0,0,1106,29,970,2,20,127
22009030600,3069,1760,706,592,11,0,0,0,1326,79,1491,5,25,143
22009030701,1373,714,355,299,5,0,0,0,716,21,541,3,17,75
22009030702,1998,1014,540,439,5,0,0,0,1192,40,635,3,26,102
22009030800,1710,525,750,425,9,1,0,0,1450,61,62,3,25,109
22009030900,1521,853,351,315,2,0,0,0,783,17,633,3,10,75
22075050100,1071,776,149,141,5,0,0,0,169,47,789,5,5,56
22075050201,2878,633,1397,826,19,3,0,0,1973,188,184,86,121,326
22075050202,2987,651,1478,837,21,0,0,0,2184,174,118,50,82,379
22075050300,1696,446,670,563,16,1,0,0,1105,137,226,17,56,155
22075050400,2534,1171,758,590,15,0,0,0,1084,102,980,22,109,237
22075050500,762,548,78,135,1,0,0,0,168,14,501,9,32,38
22075050600,599,293,154,149,1,2,0,0,268,17,173,32,42,67
22075050700,667,253,169,240,4,1,0,0,334,14,62,120,41,96
22075050800,594,302,138,154,0,0,0,0,288,14,166,25,29,72
22075990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22107000100,918,494,293,130,1,0,0,0,438,8,445,2,0,25
22107000200,541,299,135,106,1,0,0,0,242,15,248,0,5,31
22107000300,1790,1172,367,250,1,0,0,0,628,14,1105,2,3,38
22029000100,1896,936,643,315,2,0,0,0,1065,27,736,5,6,57
22029000201,1444,935,257,250,1,1,0,0,385,11,997,5,3,43
22029000202,1417,990,150,275,2,0,0,0,290,4,1101,0,8,14
22029000300,2291,929,744,613,4,1,0,0,1436,31,698,2,12,112
22029000400,3102,1174,1194,729,5,0,0,0,1964,56,900,18,23,141
22029000500,1859,504,941,408,6,0,0,0,1552,10,153,7,11,126
22033000100,844,593,25,226,0,0,0,0,29,1,811,0,2,1
22033000200,3474,2545,113,816,0,0,0,0,163,17,3260,1,11,22
22033000300,964,704,20,238,2,0,0,0,31,3,922,1,2,5
22033000400,1695,1248,35,411,1,0,0,0,80,10,1579,10,6,10
22033000500,2153,1588,51,511,3,0,0,0,46,4,2090,6,0,7
22033000601,2039,1498,52,487,1,1,0,0,45,9,1976,0,3,6
22033000602,2998,2356,68,569,3,2,0,0,48,9,2935,0,5,1
22033000701,1098,794,37,265,2,0,0,0,35,4,1039,12,3,5
22033000702,1917,1508,49,356,3,1,0,0,38,16,1848,6,3,6
22033000900,2616,2034,56,520,4,2,0,0,40,4,2566,0,3,3
22033001000,2101,1644,47,408,1,1,0,0,24,5,2067,0,2,3
22033001102,1692,1162,128,396,4,2,0,0,239,22,1378,10,9,34
22033001103,1645,1176,105,359,4,1,0,0,190,20,1407,6,10,12
22033001104,1646,1146,36,461,1,2,0,0,40,16,1571,3,7,9
22033001600,2310,1340,283,653,31,3,0,0,1049,57,1013,20,21,150
22033001700,3576,1507,1085,941,37,6,0,0,2245,109,876,22,47,277
22033001800,1500,666,397,427,9,1,0,0,887,49,427,17,27,93
22033001900,2112,547,976,561,25,3,0,0,1629,82,164,23,38,176
22033002000,2775,669,1332,751,22,1,0,0,2090,109,241,58,34,243
22033002200,856,611,38,201,4,2,0,0,115,10,704,4,8,15
22033002300,2105,721,713,647,23,1,0,0,1691,93,67,22,31,201
22033002400,1377,935,76,358,5,3,0,0,204,25,1083,19,12,34
22033002500,1832,1204,171,438,17,2,0,0,429,38,1271,18,19,57
22033002601,3020,859,1250,880,28,3,0,0,2340,120,146,56,35,323
22033002602,3104,892,1369,809,32,2,0,0,2167,127,466,58,35,251
22033002700,1219,712,223,273,10,1,0,0,352,21,774,0,8,64
22033002801,695,289,111,284,8,3,0,0,327,51,226,11,19,61
22033002802,422,131,133,152,5,1,0,0,283,27,34,11,11,56
22033003000,1955,1540,53,361,1,0,0,0,9,1,1927,5,7,6
22033003104,3117,2454,53,601,6,3,0,0,20,9,3075,0,4,9
22033003201,2640,1870,223,541,3,3,0,0,411,24,2131,7,5,62
22033003202,2766,1830,433,498,4,1,0,0,663,33,1980,9,13,68
22033003300,3247,2558,71,611,5,2,0,0,22,17,3198,2,4,4
22033003400,4541,3501,107,925,6,2,0,0,71,10,4436,2,9,13
22033003501,1510,1147,74,286,3,0,0,0,120,13,1344,10,8,15
22033003504,4336,3452,92,785,6,1,0,0,60,8,4252,2,7,7
22033003505,2320,1657,107,552,3,1,0,0,140,24,2121,11,7,17
22033003506,4491,3377,254,851,7,2,0,0,402,56,3921,54,20,38
22033003507,3708,2758,228,715,6,1,0,0,311,32,3307,22,8,28
22033003601,2322,1535,280,503,3,1,0,0,407,57,1685,101,14,58
22033003603,1162,663,156,339,2,2,0,0,307,41,748,17,7,42
22033003604,2549,1719,166,658,2,4,0,0,210,55,2159,86,17,22
22033003701,3722,1447,1251,978,41,5,0,0,2221,143,911,79,92,276
22033003702,2100,945,597,543,12,3,0,0,988,86,797,84,40,105
22033003703,3744,1720,1051,960,12,1,0,0,1504,130,1545,310,40,215
22033003804,2913,874,1223,789,25,2,0,0,2004,131,452,46,31,249
22033003806,2446,1353,561,512,17,3,0,0,939,67,1275,21,25,119
22033003807,2598,712,1216,650,19,1,0,0,1787,86,409,50,45,221
22033003808,1493,492,582,390,22,7,0,0,938,53,329,13,28,132
22033003809,2041,594,893,535,15,4,0,0,1484,84,266,26,26,155
22033003810,2135,581,953,587,14,0,0,0,1520,105,247,33,37,193
22033003811,2566,860,1045,644,16,1,0,0,1542,96,615,76,41,196
22033003907,3441,1310,1173,922,32,4,0,0,1865,116,1135,92,51,182
22033003908,2977,1006,1159,783,26,3,0,0,1814,118,764,70,38,173
22033003909,2467,1186,575,687,13,6,0,0,1000,102,1150,64,27,124
22033003910,985,511,168,299,4,3,0,0,292,54,559,21,8,51
22033003911,1766,758,538,458,12,0,0,0,917,76,591,69,29,84
22033003912,1136,723,99,306,7,1,0,0,143,31,921,13,8,20
22033003913,3927,1199,1652,1049,26,1,0,0,2434,160,838,136,106,253
22033003914,2106,769,741,577,17,2,0,0,1154,113,562,69,41,167
22033004010,3583,1001,1547,1007,24,4,0,0,2390,227,529,96,59,282
22033004013,1526,706,212,584,20,4,0,0,607,61,726,26,23,83
22033004017,2856,1626,579,626,23,2,0,0,935,60,1612,74,32,143
22033004018,1407,716,284,397,9,1,0,0,481,55,759,22,11,79
22033004019,3437,1097,1472,839,24,5,0,0,2204,154,658,112,54,255
22033004020,3564,838,1822,876,26,2,0,0,2451,124,437,110,83,359
22033004021,2435,974,855,599,7,0,0,0,1098,113,970,82,34,138
22033004022,3191,720,1654,805,11,1,0,0,2032,155,543,135,82,244
22033004023,976,364,231,360,19,2,0,0,506,80,252,20,24,94
22033004024,1787,617,543,594,29,4,0,0,1010,91,374,74,66,172
22033004025,1991,495,944,540,9,3,0,0,1387,72,226,72,35,199
22033004026,4847,970,2526,1306,40,5,0,0,3215,228,497,289,98,520
22033004027,2069,311,1322,426,9,1,0,0,1601,85,75,73,41,194
22033004028,1632,828,298,487,18,1,0,0,502,111,874,45,23,77
22033004029,2294,1508,214,557,12,3,0,0,296,62,1819,45,15,57
22033004030,1299,626,206,455,9,3,0,0,357,50,782,32,12,66
22033004031,2213,782,628,766,28,9,0,0,1192,140,567,81,51,182
22033004201,3725,2826,197,698,4,0,0,0,323,15,3340,2,9,36
22033004203,2151,1512,192,441,5,1,0,0,378,13,1719,2,4,35
22033004204,2009,1314,218,470,6,1,0,0,405,21,1527,6,11,39
22033004205,3580,2536,306,733,5,0,0,0,491,30,2991,11,7,50
22033004301,4686,1339,2277,1046,23,1,0,0,3421,93,744,17,51,360
22033004302,4035,780,2334,899,20,2,0,0,3290,105,202,21,51,366
22033004401,3848,1099,1988,744,15,2,0,0,2664,110,720,24,36,294
22033004402,3977,876,2071,1003,26,1,0,0,3035,118,451,21,49,303
22033004403,4162,1023,2197,908,31,3,0,0,2995,127,615,18,45,362
22033004503,2920,1614,510,789,6,1,0,0,854,147,1677,107,23,112
22033004504,3424,1505,921,981,16,1,0,0,1426,184,1432,146,61,175
22033004507,3787,1030,1637,1084,32,4,0,0,2452,157,713,108,76,281
22033004509,4154,1349,1556,1202,40,7,0,0,2444,190,1115,65,54,286
22033004511,2722,1177,712,819,12,2,0,0,1121,130,1234,63,43,131
22033004512,1754,527,775,446,5,1,0,0,975,61,431,104,38,145
22033004513,3650,843,1886,900,21,0,0,0,2619,152,436,67,62,314
22033004514,2589,488,1441,634,24,2,0,0,2018,93,194,24,42,218
22033004515,3162,620,1742,780,18,2,0,0,2341,100,350,43,45,283
22033004516,2821,708,1336,748,26,3,0,0,1878,140,469,77,34,223
22033004602,4270,2240,1041,969,18,2,0,0,1691,74,2241,18,38,208
22033004603,3924,1956,1061,879,27,1,0,0,1563,66,2057,21,23,194
22033004605,4715,1832,1761,1084,36,2,0,0,2591,87,1675,22,45,295
22033004606,3832,1612,1274,914,29,3,0,0,1919,85,1561,26,27,214
22033004700,4050,1631,1553,853,11,2,0,0,2464,68,1238,15,19,246
22033004800,2129,699,765,639,18,8,0,0,1516,74,267,41,42,189
22033004900,3496,1034,1506,928,25,3,0,0,2599,134,272,123,46,322
22033005000,2645,806,1112,710,16,1,0,0,2005,87,188,61,45,259
22033005100,1913,1195,191,503,13,11,0,0,600,37,1143,18,16,99
22033005200,1222,791,104,319,8,0,0,0,277,13,875,1,8,48
22033005300,2106,1353,147,597,7,2,0,0,395,34,1581,7,13,76
22033980000,1,1,0,0,0,0,0,0,1,0,0,0,0,0
22005030102,3266,898,1431,917,20,0,0,0,2501,188,137,7,55,378
22005030104,1905,521,837,528,18,1,0,0,1352,71,260,21,19,182
22005030105,3748,862,1757,1091,38,0,0,0,2712,175,416,27,34,384
22005030106,1644,437,718,474,11,4,0,0,1300,100,18,12,18,196
22005030107,2182,657,861,655,8,1,0,0,1766,89,14,3,35,275
22005030207,4162,996,2072,1064,27,3,0,0,2747,211,668,128,73,335
22005030208,2411,459,1274,648,27,3,0,0,1859,114,187,26,24,201
22005030209,1608,355,730,513,10,0,0,0,1165,72,143,15,25,188
22005030210,4597,1121,2194,1244,35,3,0,0,3048,226,835,55,55,378
22005030211,4246,1037,1916,1258,32,3,0,0,3031,259,507,32,54,363
22005030212,4076,1223,1713,1095,41,4,0,0,2553,209,905,49,59,301
22005030213,2949,755,1393,777,22,2,0,0,1902,168,491,42,30,316
22005030214,3031,944,1186,869,30,2,0,0,1788,224,711,26,26,256
22005030215,3137,921,1284,911,21,0,0,0,2178,186,378,25,34,336
22005030301,3270,790,1625,830,24,1,0,0,2127,157,540,65,48,333
22005030302,3742,1502,1403,818,16,3,0,0,1815,134,1491,26,20,256
22005030303,2257,852,747,636,20,2,0,0,1109,120,831,14,29,154
22005030304,1516,576,536,395,8,1,0,0,739,60,542,24,21,130
22005030403,1561,557,543,453,6,2,0,0,940,114,367,4,21,115
22005030404,2571,975,848,734,11,3,0,0,1316,150,855,24,16,210
22005030405,2812,1565,506,726,11,4,0,0,951,192,1508,11,19,131
22005030406,2023,1226,286,498,13,0,0,0,493,88,1356,16,9,61
22005030501,2208,616,990,595,7,0,0,0,1531,111,288,24,20,234
22005030502,1700,434,754,492,18,2,0,0,1341,88,15,7,19,230
22005030503,2085,508,969,589,19,0,0,0,1771,71,20,7,17,199
22005030600,3277,1254,1124,870,27,2,0,0,1956,146,859,23,26,267
22005030900,2628,1786,352,484,5,1,0,0,554,127,1791,10,12,134
22005031001,1430,896,301,229,3,1,0,0,513,50,761,3,11,92
22005031002,2504,1885,216,401,2,0,0,0,413,56,1949,5,12,69
22059970100,2416,563,1261,589,3,0,0,0,2164,27,47,16,37,125
22059970200,3264,989,1567,694,13,1,0,0,2474,25,562,14,39,150
22059970300,3062,620,1863,573,6,0,0,0,2776,25,45,14,22,180
22083970100,2349,1296,559,492,2,0,0,0,843,37,1405,9,10,45
22083970200,1494,580,597,315,1,1,0,0,888,19,516,0,5,66
22083970300,2053,496,1109,441,7,0,0,0,1655,49,241,5,4,99
22083970400,1934,387,1114,425,6,2,0,0,1655,28,128,4,6,113
22083970500,3157,1749,641,757,6,4,0,0,924,30,2118,12,16,57
22083970600,2700,743,1269,681,6,1,0,0,2034,46,488,7,10,115
22021000100,1707,447,859,398,3,0,0,0,1435,47,125,6,5,89
22021000200,1757,638,725,390,3,1,0,0,1202,34,429,3,10,79
22021000300,2640,777,1219,640,4,0,0,0,2149,54,290,7,13,127
22041950100,2589,657,1441,484,7,0,0,0,2146,27,292,8,10,106
22041950200,2790,963,1284,535,6,2,0,0,1938,20,718,7,12,95
22041950300,3188,1852,611,717,8,0,0,0,962,24,2126,9,8,59
22041950400,1912,620,925,362,5,0,0,0,1590,17,246,3,4,52
22041950500,1206,330,603,270,3,0,0,0,1050,15,86,0,3,52
22041950600,1356,648,451,256,1,0,0,0,771,10,536,0,2,37
22067950100,1164,450,444,268,1,1,0,0,750,12,354,6,2,40
22067950200,3652,1112,1706,828,4,2,0,0,2689,37,746,21,12,147
22067950300,1873,559,936,369,8,1,0,0,1322,26,438,12,3,72
22067950400,1876,1286,151,439,0,0,0,0,169,2,1687,1,0,17
22067950500,2363,1350,452,557,4,0,0,0,758,12,1534,9,5,45
22067950600,1965,813,734,415,3,0,0,0,1133,9,756,5,4,58
22067950700,2018,854,737,420,5,2,0,0,1168,13,729,4,7,97
22067950800,2420,1755,153,508,3,1,0,0,180,5,2210,4,2,19
22047952600,1964,1409,277,272,5,1,0,0,551,23,1282,5,9,94
22047952701,2044,788,726,526,4,0,0,0,1354,85,304,2,19,280
22047952702,2269,1312,482,468,7,0,0,0,944,94,1069,11,11,140
22047952901,1894,918,575,394,7,0,0,0,1306,109,333,12,10,124
22047952902,1858,1385,214,258,1,0,0,0,330,41,1409,2,8,68
22047953000,1751,961,410,378,2,0,0,0,956,108,583,7,8,89
22047953101,3802,2537,630,629,6,0,0,0,1271,100,2227,21,23,160
22047953102,1545,1072,214,257,2,0,0,0,411,62,1015,3,7,47
22047953200,3460,1872,805,770,10,3,0,0,1278,103,1823,17,22,217
22039950101,1820,602,854,358,6,0,0,0,1439,54,128,9,24,166
22039950102,2028,652,964,409,2,1,0,0,1701,71,76,5,27,148
22039950200,1026,390,410,224,2,0,0,0,886,23,39,1,4,73
22039950301,682,270,283,129,0,0,0,0,467,20,118,2,2,73
22039950302,1864,671,695,488,9,1,0,0,1282,105,271,13,15,178
22039950401,2041,1140,397,493,9,2,0,0,946,45,940,13,7,90
22039950402,1970,675,869,422,4,0,0,0,1523,74,190,13,15,155
22039950500,2097,1344,376,372,4,1,0,0,595,42,1362,0,13,85
22039950600,2102,1440,271,389,2,0,0,0,622,30,1375,1,9,65
22039950700,2552,1027,1115,405,5,0,0,0,1819,119,336,9,29,240
22039950800,2492,1342,706,436,6,2,0,0,1311,72,929,13,11,156
22121020100,3046,1888,534,616,8,0,0,0,978,46,1879,6,18,119
22121020200,1537,870,235,426,6,0,0,0,578,31,837,10,8,73
22121020301,2113,977,619,507,9,1,0,0,1101,35,710,7,24,236
22121020302,2184,975,666,535,7,1,0,0,1183,53,732,21,10,185
22121020401,3974,1943,1130,888,11,2,0,0,1766,139,1719,16,16,318
22121020402,4057,1479,1587,969,20,2,0,0,2513,169,919,19,27,410
22109000103,2155,637,818,690,9,1,0,0,1302,97,460,9,58,229
22109000104,1144,443,337,356,7,1,0,0,588,58,368,5,24,101
22109000105,592,210,198,182,2,0,0,0,315,17,214,0,14,32
22109000106,2005,765,640,588,10,2,0,0,922,53,795,11,64,160
