GEOID20,total_reg,party_rep,party_dem,party_npp,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
55009000303,1958,559,360,1039,0,0,1467,85,20,78,35,273
55009000401,3782,851,730,2201,0,0,2743,175,39,122,67,636
55009000402,1935,821,412,702,0,0,1540,48,2,46,28,271
55009000500,2179,526,483,1170,0,0,1620,126,24,45,15,349
55009000600,3202,1288,663,1251,0,0,2508,93,6,58,37,500
55009000700,3601,1106,683,1812,0,0,2664,202,14,72,46,603
55009000800,1128,179,240,709,0,0,798,76,25,43,15,171
55009000900,1937,278,535,1124,0,0,1211,320,12,72,35,287
55009001000,1201,266,228,707,0,0,895,33,18,25,15,215
55009001100,1159,186,313,660,0,0,711,191,11,38,8,200
55009001200,1342,135,372,835,0,0,885,156,41,21,19,220
55009001300,2387,576,558,1253,0,0,1793,124,18,34,53,365
55009001400,2787,734,662,1391,0,0,1981,221,11,65,37,472
55009001600,3581,806,1035,1740,0,0,2306,530,38,144,49,514
55009001701,2052,347,550,1155,0,0,1285,333,18,57,24,335
55009001702,2361,304,510,1547,0,0,1638,258,22,32,32,379
55009001801,4272,1702,787,1783,0,0,3224,146,21,64,64,753
55009001802,5668,1925,930,2813,0,0,4350,139,4,105,65,1005
55009002001,6846,2603,1564,2679,0,0,4909,447,15,165,100,1210
55009002002,3919,1553,849,1517,0,0,2822,230,9,142,55,661
55009002003,3257,1530,687,1040,0,0,2398,136,5,87,49,582
55009010100,5367,2693,1071,1603,0,0,4311,72,6,50,84,844
55009010201,4525,1256,505,2764,0,0,3550,104,13,41,63,754
55009010202,3912,1802,779,1331,0,0,3145,68,3,53,40,603
55009010300,5523,2793,927,1803,0,0,4278,123,2,66,101,953
55009020100,4722,2845,950,927,0,0,3736,37,6,22,66,855
55009020203,5402,3135,954,1313,0,0,4298,57,1,28,50,968
55009020204,4479,2826,817,836,0,0,3509,41,4,38,69,818
55009020502,3718,1414,634,1670,0,0,2791,124,15,78,75,635
55009020504,4826,2817,921,1088,0,0,3800,60,3,33,60,870
