GEOID20,total_reg,party_npp,party_rep,party_dem,party_lib,party_grn,party_ref,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
05145070200,2569,964,1210,394,0,1,0,0,0,2354,39,14,20,9,133
05145070300,3050,1089,1523,435,2,1,0,0,0,2803,58,6,9,11,163
05145070401,3562,1385,1621,554,2,0,0,0,0,3222,81,28,11,24,196
05145070402,2098,925,810,362,1,0,0,0,0,1841,53,48,15,13,128
05145070501,1792,758,773,261,0,0,0,0,0,1619,49,9,6,2,107
05145070502,1249,477,545,227,0,0,0,0,0,1141,31,13,5,3,56
05145070600,1887,710,763,412,2,0,0,0,0,1629,39,40,7,16,156
05145070700,2165,730,1053,380,2,0,0,0,0,1955,37,24,26,22,101
05145070801,559,248,221,90,0,0,0,0,0,479,12,20,7,2,39
05145070802,1121,533,385,203,0,0,0,0,0,953,39,38,14,7,70
05145070901,2337,848,1015,472,2,0,0,0,0,1951,59,115,19,17,176
05145070902,3270,1015,1729,525,1,0,0,0,0,2940,63,26,21,28,192
05145071001,1857,694,866,296,1,0,0,0,0,1683,31,17,8,16,102
05145071002,2290,871,1036,383,0,0,0,0,0,2071,34,8,13,7,157
05145071101,1431,553,463,415,0,0,0,0,0,1138,97,97,11,6,82
05145071102,1515,558,696,260,1,0,0,0,0,1361,42,13,10,6,83
05145071201,2717,1072,1150,495,0,0,0,0,0,2452,48,30,20,6,161
05145071202,2131,890,777,463,1,0,0,0,0,1855,53,61,12,5,145
05075470100,381,135,120,126,0,0,0,0,0,357,5,0,0,4,15
05075470200,2869,833,1029,1004,3,0,0,0,0,2657,22,16,5,12,157
05075470300,476,152,158,165,1,0,0,0,0,434,4,4,2,4,28
05075470400,340,132,97,111,0,0,0,0,0,317,4,1,2,0,16
05075470501,1166,441,289,434,1,1,0,0,0,1065,21,4,2,6,68
05075470502,2196,684,699,813,0,0,0,0,0,2044,16,15,6,3,112
05099090100,1324,650,198,476,0,0,0,0,0,860,16,390,4,4,50
05099090200,2960,1378,235,1347,0,0,0,0,0,1829,57,905,14,6,149
05099090300,548,298,112,138,0,0,0,0,0,430,13,80,1,1,23
05109953300,1718,625,619,473,1,0,0,0,0,1505,80,7,5,5,116
05109953400,1339,387,536,416,0,0,0,0,0,1213,20,4,2,7,93
05109953500,2234,624,679,931,0,0,0,0,0,1981,31,105,5,5,107
05013480100,1286,459,392,435,0,0,0,0,0,936,25,252,2,2,69
05013480200,1497,576,439,482,0,0,0,0,0,1181,29,195,1,3,88
05131000100,1456,893,207,355,1,0,0,0,0,669,344,217,108,6,112
05131000200,1462,879,255,328,0,0,0,0,0,796,352,122,67,11,114
05131000300,690,372,118,200,0,0,0,0,0,416,109,102,16,5,42
05131000400,871,495,111,264,1,0,0,0,0,378,239,173,24,8,49
05131000501,1590,886,271,431,1,1,0,0,0,875,364,168,74,13,96
05131000502,1117,504,285,327,1,0,0,0,0,684,237,58,58,13,67
05131000600,2777,865,1204,706,1,1,0,0,0,2331,150,43,44,22,187
05131000700,1855,850,438,565,2,0,0,0,0,1364,238,76,35,17,125
05131000800,1345,614,340,388,2,1,0,0,0,1017,147,38,42,16,85
05131001001,2059,927,591,540,1,0,0,0,0,1730,117,35,22,16,139
05131001002,1302,349,614,338,1,0,0,0,0,1114,63,10,16,4,95
05131001101,2197,672,927,598,0,0,0,0,0,1860,100,39,37,14,147
05131001102,1471,551,563,356,1,0,0,0,0,1169,98,34,51,27,92
05131001201,1612,597,609,406,0,0,0,0,0,1351,87,26,40,3,105
05131001202,1091,510,352,229,0,0,0,0,0,894,55,33,21,8,80
05131001301,1627,472,785,369,1,0,0,0,0,1308,53,12,89,41,124
05131001305,2897,813,1412,672,0,0,0,0,0,2431,102,26,110,27,201
05131001306,2521,925,1193,403,0,0,0,0,0,2046,96,30,147,47,155
05131001307,1595,662,615,318,0,0,0,0,0,1280,66,17,89,21,122
05131001308,1955,846,758,350,0,1,0,0,0,1543,148,9,73,17,165
05131001309,873,352,303,218,0,0,0,0,0,730,45,18,23,5,52
05131001310,2272,978,827,466,1,0,0,0,0,1817,136,45,88,42,144
05131001311,2464,684,1293,487,0,0,0,0,0,2080,60,14,64,44,202
05131001312,2059,773,839,446,1,0,0,0,0,1747,80,18,59,8,147
05131010101,3281,1138,1727,416,0,0,0,0,0,2973,80,14,10,20,184
05131010102,3751,1476,1816,458,1,0,0,0,0,3273,111,11,24,27,305
05131010201,3009,1137,1449,422,1,0,0,0,0,2684,75,8,17,25,200
05131010202,2018,905,869,244,0,0,0,0,0,1754,62,8,10,12,172
05131010301,3977,1426,1963,588,0,0,0,0,0,3552,93,19,38,30,245
05131010303,1348,512,690,146,0,0,0,0,0,1187,34,9,7,8,103
05131010304,2129,884,955,290,0,0,0,0,0,1914,36,10,15,8,146
05129970100,1218,360,700,158,0,0,0,0,0,1130,12,8,5,1,62
05129970200,2349,622,1567,160,0,0,0,0,0,2191,29,8,7,5,109
05129970300,1321,377,787,157,0,0,0,0,0,1224,18,4,3,4,68
05017080100,1439,473,567,399,0,0,0,0,0,1159,32,159,8,7,74
05017080200,1085,407,98,580,0,0,0,0,0,293,9,752,8,3,20
05017080300,1548,524,311,713,0,0,0,0,0,758,40,664,13,6,67
05017080400,1154,399,95,660,0,0,0,0,0,312,13,808,1,3,17
05137950100,2356,649,871,808,28,0,0,0,0,2156,35,5,8,7,145
05137950201,984,315,372,295,2,0,0,0,0,904,17,4,3,3,53
05137950203,1809,525,760,514,8,2,0,0,0,1664,24,11,8,5,97
05137950204,2761,785,1127,822,27,0,0,0,0,2513,55,5,15,13,160
05149952301,1102,462,354,285,1,0,0,0,0,862,148,16,11,3,62
05149952302,1218,475,383,358,2,0,0,0,0,975,143,12,7,5,76
05149952401,1391,437,503,450,1,0,0,0,0,1164,99,11,21,4,92
05149952402,2387,922,935,527,2,1,0,0,0,2152,98,2,13,6,116
05149952500,1830,669,595,565,1,0,0,0,0,1485,230,9,4,11,91
05149952600,1309,366,516,426,1,0,0,0,0,1218,25,7,6,1,52
05015950100,2203,812,535,855,1,0,0,0,0,1903,50,8,27,20,195
05015950201,2588,918,930,738,1,1,0,0,0,2294,51,0,17,19,207
05015950202,1815,711,644,459,1,0,0,0,0,1594,35,2,11,15,158
05015950301,1564,641,616,307,0,0,0,0,0,1287,151,2,15,6,103
05015950302,1529,652,625,251,1,0,0,0,0,1197,206,1,11,8,106
05015950400,2093,809,1024,259,0,1,0,0,0,1903,68,6,6,4,106
05015950501,1106,424,449,232,0,1,0,0,0,1015,28,4,6,4,49
05015950502,1936,939,732,265,0,0,0,0,0,1512,252,8,23,8,133
05035030101,989,705,10,274,0,0,0,0,0,82,13,871,8,1,14
05035030102,1722,1122,22,578,0,0,0,0,0,147,16,1528,5,10,16
05035030201,2410,1443,313,652,1,1,0,0,0,1951,46,237,14,10,152
05035030202,2224,1031,408,782,3,0,0,0,0,1752,24,304,26,10,108
05035030301,1771,1063,115,592,1,0,0,0,0,449,19,1235,5,7,56
05035030302,1213,760,19,434,0,0,0,0,0,251,10,920,3,4,25
05035030503,882,583,3,296,0,0,0,0,0,61,2,801,6,1,11
05035030601,461,209,38,214,0,0,0,0,0,196,7,231,1,5,21
05035030602,1860,1153,191,514,1,1,0,0,0,957,22,772,14,5,90
05035030701,628,277,98,253,0,0,0,0,0,427,13,170,1,0,17
05035030702,419,265,35,119,0,0,0,0,0,149,10,251,0,2,7
05035030703,278,162,45,71,0,0,0,0,0,241,9,9,0,3,16
05035030803,1172,601,203,367,0,1,0,0,0,864,22,191,18,8,69
05035030804,1967,1235,212,519,1,0,0,0,0,1138,50,654,9,14,102
05035030805,1727,910,306,509,1,1,0,0,0,1386,40,173,18,3,107
05035030806,2405,1202,459,743,0,1,0,0,0,1759,44,472,9,12,109
05035030807,1083,526,143,414,0,0,0,0,0,694,18,335,6,2,28
05035031000,699,308,101,290,0,0,0,0,0,408,12,229,4,2,44
05035031100,1345,676,83,584,0,2,0,0,0,325,18,953,5,3,41
05035031200,919,522,1,396,0,0,0,0,0,67,14,827,2,0,9
05021950100,984,378,246,360,0,0,0,0,0,910,6,3,2,4,59
05021950200,949,405,248,296,0,0,0,0,0,884,6,2,1,1,55
05021950300,819,281,230,308,0,0,0,0,0,740,6,2,1,3,67
05021950400,1347,554,308,485,0,0,0,0,0,1228,15,4,4,2,94
05021950500,901,374,195,332,0,0,0,0,0,824,15,7,2,9,44
05021950600,1974,816,461,696,0,1,0,0,0,1797,30,4,13,13,117
05121960100,1910,751,608,551,0,0,0,0,0,1772,12,1,8,8,109
05121960201,1154,417,370,366,1,0,0,0,0,1061,14,13,2,6,58
05121960202,1890,701,610,579,0,0,0,0,0,1739,23,3,10,9,106
05121960301,2963,1123,902,937,1,0,0,0,0,2708,46,4,17,7,181
05121960302,1552,704,368,479,1,0,0,0,0,1375,31,8,5,9,124
05125010101,1763,651,674,438,0,0,0,0,0,1553,60,31,10,7,102
05125010104,2235,776,929,529,1,0,0,0,0,2000,64,33,18,13,107
05125010105,2833,1051,1140,639,3,0,0,0,0,2505,62,52,15,14,185
05125010106,1688,780,562,346,0,0,0,0,0,1479,31,67,14,6,91
05125010107,2912,1201,950,760,1,0,0,0,0,2438,116,149,21,13,175
05125010301,2650,1008,1078,563,1,0,0,0,0,2293,66,67,25,29,170
05125010302,2272,727,1083,461,1,0,0,0,0,2031,48,27,23,12,131
05125010303,3050,1010,1376,664,0,0,0,0,0,2728,64,22,20,11,205
05125010405,2949,1079,1267,603,0,0,0,0,0,2598,56,64,26,27,178
05125010406,2781,1084,1237,460,0,0,0,0,0,2489,82,17,27,7,159
05125010407,2677,1103,1186,386,2,0,0,0,0,2411,67,23,10,4,162
05125010408,3377,1437,962,976,2,0,0,0,0,2469,158,517,27,16,190
05125010409,1340,542,449,349,0,0,0,0,0,1115,81,52,11,17,64
05125010410,1011,478,214,319,0,0,0,0,0,733,72,133,10,2,61
05125010411,3457,1355,1263,837,2,0,0,0,0,2992,117,123,54,17,154
05125010507,2337,815,1122,395,3,1,1,0,0,2092,42,26,15,15,147
05125010508,3178,1062,1582,534,0,0,0,0,0,2882,47,17,13,16,203
05125010509,3723,1541,1457,722,2,1,0,0,0,3229,117,65,44,13,255
05125010511,3666,1376,1592,698,0,0,0,0,0,3285,77,43,30,30,201
05125010512,2074,651,1058,364,0,1,0,0,0,1888,41,9,2,10,124
05125010513,1398,588,561,249,0,0,0,0,0,1250,34,9,7,7,91
05125010514,1788,605,873,310,0,0,0,0,0,1634,23,24,1,14,92
05125010515,2107,569,1099,439,0,0,0,0,0,1831,37,7,13,21,198
05125010516,1930,623,893,414,0,0,0,0,0,1729,31,12,7,14,137
05125010517,2506,726,1298,482,0,0,0,0,0,2210,49,14,12,26,195
05125010518,1816,710,658,448,0,0,0,0,0,1563,45,43,34,25,106
05125010519,2640,977,1004,657,2,0,0,0,0,2269,88,42,42,24,175
05125010520,619,261,184,174,0,0,0,0,0,440,56,76,5,5,37
05125010601,1746,766,579,398,3,0,0,0,0,1384,57,190,7,9,99
05125010602,1547,593,651,302,1,0,0,0,0,1390,43,18,5,6,85
05133080100,1766,740,414,612,0,0,0,0,0,1449,219,9,6,16,67
05133080200,1823,788,407,628,0,0,0,0,0,1488,212,8,6,11,98
05133080300,1984,1096,303,585,0,0,0,0,0,1144,685,37,11,14,93
05133080400,1304,491,375,437,0,1,0,0,0,1108,33,91,3,10,59
05081030101,1055,360,313,382,0,0,0,0,0,688,28,277,6,2,54
05081030103,1125,407,367,351,0,0,0,0,0,920,10,129,8,5,53
05081030104,1400,486,398,516,0,0,0,0,0,1008,22,288,4,5,73
05081030200,1383,435,429,519,0,0,0,0,0,1074,26,212,5,2,64
05081030301,585,191,254,140,0,0,0,0,0,552,8,2,1,3,19
05081030302,888,242,314,332,0,0,0,0,0,779,13,64,3,2,27
05115950700,2056,812,901,341,1,1,0,0,0,1867,51,14,7,13,104
05115950800,2581,853,1257,470,0,1,0,0,0,2291,54,16,18,12,190
05115950901,1988,630,1029,327,2,0,0,0,0,1756,51,3,10,18,150
05115950902,2285,775,1151,357,1,1,0,0,0,2068,54,9,10,12,132
05115951000,2259,797,1089,373,0,0,0,0,0,2104,23,6,7,2,117
05115951100,1845,632,881,332,0,0,0,0,0,1675,35,25,3,2,105
05115951201,2260,700,1226,333,1,0,0,0,0,1999,76,8,16,18,143
05115951202,3138,1109,1591,436,1,1,0,0,0,2781,130,13,20,12,182
05115951301,455,223,140,90,2,0,0,0,0,363,35,6,14,5,32
05115951302,1272,643,342,285,2,0,0,0,0,983,130,39,12,11,97
05115951303,1626,680,651,295,0,0,0,0,0,1345,105,27,24,8,117
05115951400,1249,563,407,278,1,0,0,0,0,1012,63,29,29,8,108
05115951501,2519,609,1392,516,2,0,0,0,0,2175,91,14,18,12,209
05115951503,1577,471,727,377,1,1,0,0,0,1386,55,5,15,6,110
05115951504,1965,719,777,466,2,1,0,0,0,1559,180,96,13,16,101
05115951601,2261,1084,729,447,1,0,0,0,0,1677,354,56,16,21,137
05115951602,581,262,227,92,0,0,0,0,0,520,28,4,3,1,25
05007020102,4496,1912,1933,648,3,0,0,0,0,3829,252,10,50,36,319
05007020103,2871,1326,1174,369,2,0,0,0,0,2444,137,12,14,20,244
05007020104,938,379,434,125,0,0,0,0,0,812,27,2,9,5,83
05007020201,1991,954,587,449,1,0,0,0,0,1508,332,7,13,11,120
05007020203,1867,635,776,453,3,0,0,0,0,1585,121,3,11,15,132
05007020205,2267,1209,613,443,2,0,0,0,0,1333,774,3,18,17,122
05007020206,2280,1396,417,463,3,1,0,0,0,1135,941,13,46,20,125
05007020301,1398,757,354,286,1,0,0,0,0,919,371,6,10,6,86
05007020302,1628,845,464,317,2,0,0,0,0,1068,338,12,46,11,153
05007020304,2188,1036,742,409,1,0,0,0,0,1671,237,8,61,31,180
05007020305,1988,898,619,470,1,0,0,0,0,1367,421,2,45,17,136
05007020401,3479,1350,1341,785,2,1,0,0,0,2691,425,19,44,22,278
05007020402,2223,925,794,503,1,0,0,0,0,1663,387,9,20,16,128
05007020404,2184,1002,732,449,1,0,0,0,0,1466,492,6,44,27,149
05007020405,3371,1470,1275,624,2,0,0,0,0,2764,224,18,60,31,274
05007020501,2885,1186,1040,656,3,0,0,0,0,2399,146,18,65,22,235
05007020503,1361,661,418,278,3,1,0,0,0,1046,134,14,45,16,106
05007020504,1387,664,405,315,3,0,0,0,0,1077,126,3,47,19,115
05007020604,2792,1417,735,638,2,0,0,0,0,2196,240,27,66,24,239
05007020605,2544,1022,825,694,3,0,0,0,0,2116,128,13,45,32,210
05007020606,2992,1057,1292,640,3,0,0,0,0,2508,108,12,49,24,291
05007020607,4519,2300,1313,899,4,3,0,0,0,3399,326,89,218,76,411
05007020608,1276,636,364,273,3,0,0,0,0,949,82,41,37,21,146
05007020701,3758,1667,1401,685,5,0,0,0,0,3254,137,4,21,23,319
05007020703,3567,1398,1378,787,4,0,0,0,0,3137,99,6,18,15,292
05007020704,3037,1152,1324,556,3,2,0,0,0,2649,89,8,14,31,246
05007020801,3974,1283,1871,816,1,3,0,0,0,3476,88,9,20,33,348
05007020803,3120,1260,1247,611,2,0,0,0,0,2696,98,5,20,11,290
05007020805,3554,1344,1462,745,2,1,0,0,0,3043,110,9,43,30,319
05007020806,4393,1772,1849,764,7,1,0,0,0,3694,147,10,58,50,434
05007020903,2302,1277,590,434,1,0,0,0,0,1737,222,50,47,43,203
05007020904,3445,1736,1180,525,4,0,0,0,0,2708,311,33,76,30,287
05007020905,2000,809,971,219,1,0,0,0,0,1751,59,11,12,15,152
05007020906,3131,1477,1208,443,3,0,0,0,0,2551,247,20,51,22,240
05007021001,2540,1147,1124,266,2,1,0,0,0,2187,105,6,47,19,176
05007021003,1269,617,492,160,0,0,0,0,0,1001,114,5,56,8,85
05007021004,2019,810,970,239,0,0,0,0,0,1733,97,4,21,25,139
05007021101,2473,1102,971,399,1,0,0,0,0,1934,302,8,38,25,166
05007021102,1724,743,739,241,1,0,0,0,0,1346,219,1,30,10,118
05007021201,1884,673,922,289,0,0,0,0,0,1583,118,3,16,27,137
05007021202,1446,599,591,254,2,0,0,0,0,1140,184,3,17,14,88
05007021304,5402,2846,1617,929,7,2,1,0,0,4199,394,64,230,84,431
05007021305,3636,1733,1414,487,2,0,0,0,0,3009,226,21,65,33,282
05007021306,3048,1315,1271,461,1,0,0,0,0,2527,136,9,71,38,267
05007021308,4088,1703,1626,758,1,0,0,0,0,3332,228,19,106,45,358
05007021312,2253,926,1040,284,2,1,0,0,0,1937,114,4,41,11,146
05007021313,1436,552,741,143,0,0,0,0,0,1241,72,0,28,13,82
05007021314,2103,844,885,371,3,0,0,0,0,1695,163,22,41,19,163
05007021315,3344,1462,1297,579,6,0,0,0,0,2612,363,16,76,38,239
05007021316,4401,1812,1854,733,2,0,0,0,0,3648,256,49,48,50,350
05007021317,2292,959,967,366,0,0,0,0,0,1900,139,7,28,22,196
05007021404,2034,841,887,304,2,0,0,0,0,1687,171,6,12,16,142
05007021405,1351,478,630,243,0,0,0,0,0,1169,16,3,9,9,145
05007021406,2386,1110,795,480,1,0,0,0,0,1607,500,15,37,29,198
05007021407,3045,1151,1355,539,0,0,0,0,0,2656,69,5,23,22,270
05007021408,2183,1110,672,400,1,0,0,0,0,1553,437,7,25,13,148
05007021409,1695,574,759,362,0,0,0,0,0,1523,37,6,8,4,117
05103950101,1251,507,353,391,0,0,0,0,0,985,33,160,9,3,61
05103950102,2030,905,426,699,0,0,0,0,0,1317,24,597,3,5,84
05103950200,1691,637,394,659,1,0,0,0,0,1144,19,432,9,7,80
05103950301,1373,588,358,427,0,0,0,0,0,1153,12,146,8,2,52
05103950302,1887,740,486,661,0,0,0,0,0,1284,23,494,7,9,70
05103950400,1986,911,334,741,0,0,0,0,0,933,35,922,18,5,73
05103950500,2209,932,390,887,0,0,0,0,0,1195,22,894,13,5,80
05103950600,2420,1208,278,934,0,0,0,0,0,1005,37,1287,12,11,68
05071951700,2461,802,1073,586,0,0,0,0,0,2147,62,22,15,13,202
05071951800,1888,625,721,542,0,0,0,0,0,1716,45,12,5,2,108
05071951900,1801,721,628,452,0,0,0,0,0,1502,134,15,18,7,125
05071952000,1313,567,369,377,0,0,0,0,0,1021,157,10,25,7,93
05071952100,1353,531,456,366,0,0,0,0,0,1037,178,7,23,5,103
05071952200,2502,873,974,655,0,0,0,0,0,2243,56,19,16,11,157
05061950100,2031,709,793,529,0,0,0,0,0,1795,49,51,11,9,116
05061950200,2554,945,703,906,0,0,0,0,0,1667,119,638,12,9,109
05061950300,1882,721,406,755,0,0,0,0,0,1267,121,386,20,0,88
05023480100,2464,689,1314,461,0,0,0,0,0,2263,30,4,9,10,148
05023480201,1047,286,547,214,0,0,0,0,0,953,11,3,5,4,71
05023480203,1748,461,946,340,1,0,0,0,0,1606,11,5,8,9,109
05023480204,596,146,354,96,0,0,0,0,0,566,6,0,2,2,20
05023480301,1282,382,677,223,0,0,0,0,0,1173,19,3,3,10,74
05023480302,1879,510,997,372,0,0,0,0,0,1681,21,3,10,13,151
05023480400,2677,779,1444,454,0,0,0,0,0,2445,33,12,14,10,163
05023480501,1886,487,1136,263,0,0,0,0,0,1747,26,4,3,11,95
05023480502,2568,717,1436,415,0,0,0,0,0,2367,23,8,11,14,145
05139950100,1957,786,290,881,0,0,0,0,0,1089,21,744,15,16,72
05139950200,2948,1378,720,850,0,0,0,0,0,2254,51,502,8,9,124
05139950300,1441,642,376,423,0,0,0,0,0,1042,20,316,4,2,57
05139950401,1344,580,395,369,0,0,0,0,0,1063,30,198,3,5,45
05139950402,2242,964,650,628,0,0,0,0,0,1776,23,321,9,6,107
05139950501,2014,837,634,543,0,0,0,0,0,1808,27,55,8,11,105
05139950502,1714,696,488,530,0,0,0,0,0,1378,37,198,5,12,84
05139950600,2168,1021,474,673,0,0,0,0,0,1296,30,745,15,16,66
05139950700,2855,1484,540,831,0,0,0,0,0,1785,91,813,39,18,109
05139950800,2466,1144,659,663,0,0,0,0,0,1676,47,590,21,13,119
05139950900,1320,816,112,392,0,0,0,0,0,432,23,800,6,7,52
05139951000,2365,1448,120,797,0,0,0,0,0,414,36,1853,11,6,45
05029950100,2719,869,861,989,0,0,0,0,0,2378,35,160,6,14,126
05029950200,1753,525,650,577,0,1,0,0,0,1487,26,67,19,9,145
05029950300,2771,924,723,1124,0,0,0,0,0,2154,77,313,14,12,201
05029950400,1040,328,257,455,0,0,0,0,0,867,32,54,3,4,80
05029950500,1566,467,325,774,0,0,0,0,0,999,30,410,15,7,105
05029950600,988,295,402,291,0,0,0,0,0,914,6,3,7,1,57
05001480100,753,244,258,251,0,0,0,0,0,601,5,82,0,2,63
05001480200,989,384,362,243,0,0,0,0,0,841,9,57,3,0,79
05001480300,1543,678,469,396,0,0,0,0,0,1040,17,357,18,19,92
05001480400,1082,594,124,363,0,1,0,0,0,331,10,674,17,8,42
05001480500,2007,885,557,565,0,0,0,0,0,1524,28,271,8,20,156
05001480600,806,327,297,181,0,1,0,0,0,729,14,15,2,2,44
05001480700,1341,599,407,335,0,0,0,0,0,1012,10,240,8,5,66
05001480800,721,218,276,227,0,0,0,0,0,652,4,30,3,2,30
05031000101,1589,681,395,511,0,1,1,0,0,1240,52,175,9,17,96
05031000102,1890,651,748,490,1,0,0,0,0,1611,48,98,20,16,97
05031000200,1526,751,352,423,0,0,0,0,0,1124,61,220,13,12,96
05031000300,3617,1237,1379,998,2,1,0,0,0,3085,80,182,27,22,221
05031000401,2764,1287,873,604,0,0,0,0,0,2265,91,210,16,11,171
05031000403,1828,847,485,496,0,0,0,0,0,1300,65,344,15,26,78
05031000404,1751,859,416,475,1,0,0,0,0,1441,45,148,14,7,96
05031000501,4997,1810,2093,1093,1,0,0,0,0,4454,98,97,55,28,265
05031000502,2473,1185,688,600,0,0,0,0,0,2050,84,159,19,11,150
05031000601,2660,1248,805,606,1,0,0,0,0,1952,86,437,19,14,152
05031000602,1204,784,122,298,0,0,0,0,0,548,75,499,11,13,58
05031000701,1863,690,805,368,0,0,0,0,0,1679,41,7,7,7,122
05031000702,1648,701,542,405,0,0,0,0,0,1261,55,258,4,4,66
05031000803,3251,1283,1366,601,0,1,0,0,0,2824,81,29,66,20,231
05031000804,2069,574,1090,405,0,0,0,0,0,1864,27,6,32,26,114
05031000805,2162,901,768,492,0,0,1,0,0,1751,48,172,37,23,131
05031000806,2820,998,1301,520,0,1,0,0,0,2518,43,24,25,24,186
05031000900,2744,1100,1068,576,0,0,0,0,0,2558,27,10,12,4,133
05031001000,1857,667,800,390,0,0,0,0,0,1683,55,4,4,9,102
05031001101,2380,926,1031,420,1,2,0,0,0,2181,26,8,8,19,138
05031001102,2407,1120,870,417,0,0,0,0,0,2170,52,16,12,9,148
05031001200,2207,885,820,501,1,0,0,0,0,2002,43,18,6,9,129
05053470100,3071,1151,1261,658,1,0,0,0,0,2737,33,86,11,15,189
05053470200,2312,842,1000,470,0,0,0,0,0,2134,29,2,8,7,132
05053470300,2278,767,962,549,0,0,0,0,0,2022,52,90,4,2,108
05053470401,2006,757,808,441,0,0,0,0,0,1809,38,4,17,15,123
05053470402,1278,449,517,311,0,1,0,0,0,1154,24,10,7,10,73
05095950100,1651,588,229,834,0,0,0,0,0,784,37,739,18,8,65
05095950200,1058,319,186,553,0,0,0,0,0,703,12,292,3,2,46
05095950300,1066,290,179,597,0,0,0,0,0,714,6,307,3,4,32
05047950100,1928,556,883,487,2,0,0,0,0,1759,22,11,25,0,111
05047950201,1763,532,705,526,0,0,0,0,0,1516,36,15,13,10,173
05047950202,1769,608,713,447,0,1,0,0,0,1538,48,9,21,13,140
05047950301,2086,620,989,476,1,0,0,0,0,1858,36,5,26,11,150
05047950302,1597,537,694,366,0,0,0,0,0,1461,21,3,11,5,96
05113950100,2426,710,1376,338,0,1,1,0,0,2183,41,6,8,11,177
05113950201,1370,475,637,258,0,0,0,0,0,1255,47,2,9,1,56
05113950202,1768,580,907,279,2,0,0,0,0,1597,37,3,6,12,113
05113950300,1363,436,710,216,1,0,0,0,0,1266,22,1,11,6,57
05113950400,1807,549,920,338,0,0,0,0,0,1631,48,11,10,7,100
05113950500,1012,356,514,142,0,0,0,0,0,934,23,2,6,1,46
05113950600,922,399,417,106,0,0,0,0,0,791,79,2,5,3,42
05077470100,438,114,58,265,0,1,0,0,0,271,7,149,0,0,11
05077470200,842,179,123,540,0,0,0,0,0,472,6,324,2,0,38
05077470300,2036,547,142,1345,1,1,0,0,0,632,29,1298,14,7,56
05077470400,615,114,82,419,0,0,0,0,0,296,9,288,1,1,20
05041950100,663,214,156,293,0,0,0,0,0,476,9,155,5,0,18
05041950200,2331,930,402,998,1,0,0,0,0,1196,83,946,15,5,86
05041950300,808,404,26,378,0,0,0,0,0,194,13,589,2,3,7
05041950400,1559,697,212,650,0,0,0,0,0,702,22,734,18,7,76
05041950500,1008,377,205,426,0,0,0,0,0,686,26,237,12,12,35
05083950100,2286,865,951,470,0,0,0,0,0,2035,52,6,23,17,153
05083950200,1974,692,839,443,0,0,0,0,0,1750,26,25,26,7,140
05083950300,1885,720,706,459,0,0,0,0,0,1706,50,6,17,15,91
05083950400,1858,704,817,337,0,0,0,0,0,1672,36,3,21,9,117
05083950500,1903,898,605,400,0,0,0,0,0,1714,50,5,14,5,115
05083950600,1607,690,615,302,0,0,0,0,0,1446,36,3,12,4,106
05039970100,576,200,132,244,0,0,0,0,0,338,6,201,3,0,28
05039970200,908,296,275,337,0,0,0,0,0,592,7,263,1,2,43
05039970300,2204,779,297,1128,0,0,0,0,0,1147,35,917,9,7,89
05065960100,1786,768,646,372,0,0,0,0,0,1555,45,12,10,13,151
05065960200,2996,1014,1175,793,0,14,0,0,0,2694,57,7,8,16,214
05065960300,1386,506,540,340,0,0,0,0,0,1262,18,7,2,4,93
05065960400,1400,513,542,335,0,10,0,0,0,1259,22,10,3,12,94
05123960100,1269,507,131,631,0,0,0,0,0,558,9,632,6,2,62
05123960201,1067,358,248,460,0,1,0,0,0,795,24,195,0,2,51
05123960202,1538,470,389,679,0,0,0,0,0,1094,15,363,3,5,58
05123960300,1290,416,258,616,0,0,0,0,0,850,13,356,2,2,67
05123960400,1771,816,48,907,0,0,0,0,0,258,20,1444,19,6,24
05123960500,1727,616,249,862,0,0,0,0,0,1006,18,590,12,6,95
05123960600,1700,740,96,864,0,0,0,0,0,385,13,1254,7,3,38
05057480101,910,254,439,217,0,0,0,0,0,782,36,52,5,3,32
05057480102,1154,346,523,285,0,0,0,0,0,925,30,132,5,6,56
05057480200,1072,292,436,344,0,0,0,0,0,649,13,369,0,3,38
05057480301,625,273,59,292,0,1,0,0,0,138,19,451,6,0,11
05057480302,957,322,316,319,0,0,0,0,0,638,47,226,9,3,34
05057480400,1770,434,946,390,0,0,0,0,0,1563,16,65,9,5,112
05057480500,1113,410,300,403,0,0,0,0,0,641,73,328,7,4,60
05093010100,691,295,116,280,0,0,0,0,0,249,15,403,3,4,17
05093010200,2041,841,362,838,0,0,0,0,0,787,30,1133,14,9,68
05093010300,1018,467,120,431,0,0,0,0,0,244,14,729,5,5,21
05093010601,1862,666,630,566,0,0,0,0,0,1250,23,495,17,5,72
05093010602,553,295,127,131,0,0,0,0,0,419,12,97,1,3,21
05093010700,1667,692,636,336,2,1,0,0,0,1486,22,41,9,8,101
05093010801,1492,667,619,205,1,0,0,0,0,1313,72,15,3,6,83
05093010802,1631,713,659,258,0,1,0,0,0,1475,46,9,9,4,88
05093010900,844,363,202,279,0,0,0,0,0,494,39,273,8,0,30
05093011000,1799,753,242,804,0,0,0,0,0,519,24,1211,16,1,28
05093011100,1512,644,387,480,1,0,0,0,0,1051,34,346,14,3,64
