GEOID20,total_reg,party_dem,party_rep,party_npp,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
53061051802,4096,2224,783,1089,0,0,1994,388,97,897,328,392
53061051803,3464,1970,479,1015,0,0,2089,330,116,383,161,385
53061051804,3922,2149,575,1198,0,0,1841,359,181,862,249,430
53061051912,1808,936,596,276,0,0,1435,81,1,72,36,183
53061051913,3453,1979,922,552,0,0,2502,176,10,330,108,327
53061051914,3210,1943,775,492,0,0,2346,165,9,210,124,356
53061051916,3005,1633,723,649,0,0,2123,158,5,273,100,346
53061051917,2970,1758,804,408,0,0,2198,105,8,233,112,314
53061051918,3896,2172,996,728,0,0,2804,183,5,370,124,410
53061051921,2975,1592,648,735,0,0,1922,294,28,277,120,334
53061051922,3364,1856,694,814,0,0,2131,257,34,454,165,323
53061051926,3546,1765,965,816,0,0,2232,111,13,614,210,366
53061051927,3846,2106,882,858,0,0,2306,253,31,631,221,404
53061051928,2944,1728,555,661,0,0,1747,256,59,442,135,305
53061051929,2866,1675,495,696,0,0,1628,229,109,394,191,315
53061051930,2917,1676,621,620,0,0,1898,237,49,317,111,305
53061051931,2452,1382,499,571,0,0,1504,147,32,336,158,275
53061051932,2683,1545,627,511,0,0,1904,182,17,187,85,308
53061051933,1546,860,220,466,0,0,947,137,11,184,87,180
53061051934,2178,1165,505,508,0,0,1397,151,15,284,109,222
53061051935,2130,1148,542,440,0,0,1405,134,4,253,89,245
53061051936,1955,1035,397,523,0,0,1270,194,10,180,73,228
53061051937,2550,1368,649,533,0,0,1472,92,15,552,143,276
53061051938,2061,1099,379,583,0,0,1241,142,9,325,110,234
