GEOID20,total_reg,party_rep,party_dem,party_npp,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
29510115400,1555,122,1419,14,0,0,1051,62,171,37,59,175
29510115500,2806,78,2720,8,0,0,1091,149,1332,41,43,150
29510115600,2489,121,2364,4,0,0,1151,84,1030,42,46,136
29510115700,1463,38,1422,3,0,0,474,57,789,50,22,71
29510116100,1815,153,1636,26,0,0,1002,70,411,117,47,168
29510116200,3002,417,2488,97,0,0,2072,81,412,69,62,306
29510116301,2032,372,1570,90,0,0,1429,63,185,88,34,233
29510116302,1155,45,1105,5,0,0,364,50,503,117,35,86
29510116400,2280,48,2226,6,0,0,659,80,1340,51,49,101
29510116500,2475,296,2057,122,0,0,1285,61,792,75,52,210
29510117100,1053,99,914,40,0,0,771,23,121,17,22,99
29510117200,3776,580,2999,197,0,0,1897,125,1234,57,84,379
29510117400,2892,621,2078,193,0,0,1778,77,631,39,54,313
29510118100,1343,88,1229,26,0,0,539,56,560,65,35,88
29510118600,1856,148,1656,52,0,0,801,57,736,74,47,141
29510119101,1695,280,1325,90,0,0,854,47,515,89,38,152
29510119102,1961,194,1696,71,0,0,1234,58,256,136,59,218
29510119200,1389,279,966,144,0,0,501,30,691,45,29,93
29510119300,1512,40,1466,6,0,0,663,45,576,56,42,130
29510120200,669,14,655,0,0,0,94,13,538,3,10,11
29510121200,1024,9,1014,1,0,0,172,7,803,4,19,19
29510123100,2378,190,2158,30,0,0,756,68,1352,23,42,137
29510123200,1705,431,1043,231,0,0,1061,51,358,21,45,169
29510123300,1811,359,1304,148,0,0,1136,45,395,24,35,176
29510124100,2254,62,2183,9,0,0,562,89,1455,28,34,86
29510124200,1803,92,1685,26,0,0,698,74,874,35,33,89
29510124300,2142,286,1744,112,0,0,1431,86,343,20,34,228
29510124600,806,37,758,11,0,0,313,30,415,9,10,29
29510125500,2033,197,1774,62,0,0,1355,75,348,33,32,190
29510125600,2716,256,2418,42,0,0,1748,103,503,58,52,252
29510125700,1538,23,1515,0,0,0,339,18,1101,13,21,46
29510126600,1541,31,1507,3,0,0,333,25,1102,7,16,58
29510126700,757,21,736,0,0,0,181,9,546,3,3,15
29510126800,2403,365,1930,108,0,0,1858,63,95,50,43,294
29510126900,3239,92,3145,2,0,0,363,34,2728,12,18,84
29510127000,632,19,613,0,0,0,139,9,456,5,6,17
29510127100,976,16,958,2,0,0,97,14,838,2,14,11
29510127200,2517,497,1856,164,0,0,1870,77,179,70,64,257
29510127300,2508,324,2090,94,0,0,776,58,1443,54,44,133
29510127400,2505,319,2105,81,0,0,995,52,1184,33,82,159
29510127500,1490,46,1432,12,0,0,510,24,814,13,51,78
29510127600,2012,453,1237,322,0,0,1402,62,290,21,30,207
29510127700,1372,17,1355,0,0,0,87,14,1236,8,10,17
29510127800,2510,34,2459,17,0,0,1026,87,1011,107,42,237
29043020101,2329,1467,258,604,0,0,2092,31,3,11,30,162
29043020102,4295,2637,513,1145,0,0,3845,85,3,12,33,317
29043020201,3319,2390,351,578,0,0,2976,54,1,19,24,245
29043020202,5242,3290,585,1367,0,0,4665,101,15,34,62,365
29043020204,3089,1840,382,867,0,0,2696,71,5,11,16,290
29043020205,4164,2505,521,1138,0,0,3613,124,8,35,23,361
29043020206,2802,1642,373,787,0,0,2451,80,5,24,21,221
29043020207,3039,2118,286,635,0,0,2650,63,1,28,35,262
29043020302,4247,2606,486,1155,0,0,3763,72,3,27,40,342
29043020303,3871,2400,435,1036,0,0,3385,87,4,22,58,315
29043020304,2778,1357,341,1080,0,0,2469,67,3,12,42,185
29043020307,2975,1833,358,784,0,0,2600,53,5,22,44,251
29043020308,1758,1048,216,494,0,0,1518,50,6,17,27,140
29043020309,998,469,135,394,0,0,867,26,3,8,13,81
29043020310,4284,2814,454,1016,0,0,3738,82,6,16,75,367
29043020401,2894,1948,268,678,0,0,2605,41,3,15,39,191
29043020402,2713,1615,362,736,0,0,2396,47,4,8,13,245
29043020501,3089,2017,326,746,0,0,2762,53,8,9,29,228
29043020502,2396,1623,270,503,0,0,2153,30,1,11,7,194
29161890100,3040,1918,265,857,0,0,2706,44,9,12,9,260
29161890200,2982,1475,357,1150,0,0,2644,48,6,12,14,258
29161890301,2277,1091,329,857,0,0,1956,57,16,29,27,192
29161890302,1736,422,316,998,0,0,1456,46,23,18,32,161
29161890401,1154,215,208,731,0,0,944,27,12,19,20,132
29161890402,636,114,115,407,0,0,536,19,5,11,18,47
29161890500,2573,1539,304,730,0,0,2343,37,6,16,15,156
29161890600,2175,1258,239,678,0,0,1967,27,10,11,14,146
29161890700,2018,1169,229,620,0,0,1744,41,7,38,29,159
29161890800,1634,559,234,841,0,0,1403,47,17,23,5,139
29161890900,3401,1714,502,1185,0,0,2857,84,18,76,46,320
29161891000,4189,2936,467,786,0,0,3634,64,9,92,32,358
29203470100,1661,722,346,593,0,0,1546,10,4,4,2,95
29203470200,3063,1279,543,1241,0,0,2848,20,5,20,8,162
29187950103,2058,1183,431,444,0,0,1832,36,1,6,19,164
29187950104,1232,600,269,363,0,0,1114,15,5,3,2,93
29187950105,1248,695,228,325,0,0,1135,8,2,1,14,88
29187950106,2042,1090,405,547,0,0,1817,20,4,4,10,187
29187950300,3655,1621,889,1145,0,0,3305,41,15,10,9,275
29187950401,1997,963,451,583,0,0,1814,17,2,2,9,153
29187950402,2151,1273,322,556,0,0,1915,30,13,12,23,158
29187950600,2137,914,395,828,0,0,1936,17,5,5,9,165
29187950701,1825,1097,278,450,0,0,1642,17,2,8,8,148
29187950702,1999,1154,390,455,0,0,1800,21,3,9,11,155
29187950703,1754,981,347,426,0,0,1543,24,0,8,6,173
29187950801,2020,867,502,651,0,0,1778,39,7,7,23,166
29187950802,2567,1234,618,715,0,0,2296,31,3,23,17,197
29187950901,1542,852,300,390,0,0,1385,23,3,16,9,106
29187950902,2956,1161,693,1102,0,0,2618,56,26,13,14,229
29187951001,1412,459,364,589,0,0,1290,18,3,4,4,93
29187951002,2615,1130,563,922,0,0,2396,22,4,4,13,176
29187951101,1157,308,300,549,0,0,1040,18,4,9,4,82
29187951102,3217,1526,742,949,0,0,2924,37,5,8,15,228
29077000101,630,65,287,278,0,0,527,20,7,4,6,66
29077000102,525,31,302,192,0,0,416,27,6,18,4,54
29077000200,884,14,437,433,0,0,723,30,25,12,6,88
29077000300,2165,863,633,669,0,0,1835,70,10,28,25,197
29077000400,2403,750,928,725,0,0,2071,93,12,33,17,177
29077000501,1135,238,440,457,0,0,947,38,42,3,15,90
29077000502,1772,215,763,794,0,0,1487,71,34,13,17,150
29077000600,1798,473,549,776,0,0,1520,50,33,17,12,166
29077000700,1746,352,689,705,0,0,1410,67,101,9,26,133
29077000800,1405,258,497,650,0,0,1181,66,38,13,9,98
29077000900,2728,775,1289,664,0,0,2331,81,23,22,34,237
29077001000,1720,839,466,415,0,0,1508,31,4,14,18,145
29077001100,1947,649,635,663,0,0,1704,69,7,16,13,138
29077001200,2471,749,803,919,0,0,2113,81,22,24,24,207
29077001301,1352,411,459,482,0,0,1127,61,34,15,13,102
29077001302,1382,345,571,466,0,0,1183,51,7,22,14,105
29077001401,1687,409,696,582,0,0,1394,64,11,50,16,152
29077001402,1278,430,463,385,0,0,1058,64,6,29,6,115
29077001500,3179,1277,922,980,0,0,2714,99,22,81,22,241
29077001700,1584,383,500,701,0,0,1370,64,15,11,10,114
29077001800,1669,400,555,714,0,0,1430,57,28,10,17,127
29077001900,1629,403,516,710,0,0,1384,69,33,11,9,123
29077002200,2441,679,788,974,0,0,2105,87,22,17,32,178
29077002300,3234,1076,975,1183,0,0,2832,111,29,29,26,207
29077002402,2684,1089,795,800,0,0,2321,99,15,10,26,213
29077002502,3500,1443,1091,966,0,0,3042,90,23,42,42,261
29077002600,3883,2411,599,873,0,0,3419,87,11,40,36,290
29077002700,1455,608,395,452,0,0,1261,40,6,25,18,105
29077002800,1234,665,289,280,0,0,1052,40,4,28,8,102
29077002900,2974,1539,745,690,0,0,2609,55,8,48,32,222
29077003003,86,5,28,53,0,0,75,4,2,1,1,3
29077003004,2921,955,1042,924,0,0,2454,95,23,67,41,241
29077003100,1530,446,438,646,0,0,1337,68,13,11,3,98
29077003200,2199,642,713,844,0,0,1873,76,39,13,12,186
29077003300,1794,471,568,755,0,0,1592,61,26,9,9,97
29077003600,1590,420,494,676,0,0,1376,40,17,9,16,132
29077003701,4372,3128,593,651,0,0,3850,67,7,37,69,342
29077003702,2077,1554,252,271,0,0,1808,27,5,47,29,161
29077003801,2909,2314,376,219,0,0,2491,42,7,96,46,227
29077003802,3118,2467,428,223,0,0,2691,43,4,83,42,255
29077003900,2591,1348,579,664,0,0,2243,59,7,49,28,205
29077004002,3080,2194,488,398,0,0,2646,77,5,53,33,266
29077004003,3730,2664,525,541,0,0,3283,83,13,59,42,250
29077004004,1745,924,313,508,0,0,1494,48,6,49,23,125
29077004005,2137,1052,519,566,0,0,1907,39,6,30,14,141
29077004104,2491,1358,618,515,0,0,2200,62,10,25,18,176
29077004105,3546,2258,490,798,0,0,3025,85,13,73,31,319
29077004106,3193,2257,394,542,0,0,2745,71,11,77,33,256
29077004107,2514,1223,693,598,0,0,2169,65,15,36,41,188
29077004108,1693,1170,245,278,0,0,1451,47,5,46,11,133
29077004109,3799,2391,594,814,0,0,3160,116,21,97,59,346
29077004201,3453,2013,714,726,0,0,3052,84,13,23,32,249
29077004202,4044,1875,1125,1044,0,0,3365,141,48,83,42,365
29077004303,1366,799,293,274,0,0,1173,23,5,18,31,116
29077004304,1138,407,279,452,0,0,988,42,3,11,8,86
29077004305,3110,1547,795,768,0,0,2700,116,19,26,31,218
29077004306,2507,1199,667,641,0,0,2226,84,12,21,24,140
29077004401,2321,1255,424,642,0,0,2104,32,11,28,9,137
29077004402,2488,1446,365,677,0,0,2189,46,17,19,22,195
29077004500,1489,834,337,318,0,0,1301,31,5,14,9,129
29077004601,3014,1613,690,711,0,0,2753,52,9,21,19,160
29077004602,2509,1411,599,499,0,0,2286,21,3,15,31,153
29077004700,4520,2881,801,838,0,0,4040,61,6,30,67,316
29077004802,5188,2659,1383,1146,0,0,4622,112,15,31,25,383
29077004803,4033,1752,1090,1191,0,0,3570,98,6,22,41,296
29077004804,3036,1379,828,829,0,0,2606,84,10,14,34,288
29077004805,2035,1141,432,462,0,0,1803,51,4,16,16,145
29077004900,4655,2879,994,782,0,0,4168,74,5,15,36,357
29077005001,2566,1405,560,601,0,0,2342,27,3,12,18,164
29077005002,4793,2715,1108,970,0,0,4352,67,5,20,27,322
29077005100,2465,1476,549,440,0,0,2196,34,3,18,17,197
29077005201,2725,1691,549,485,0,0,2406,50,0,7,23,239
29077005202,2782,1673,601,508,0,0,2512,40,2,20,32,176
29077005500,2186,535,667,984,0,0,1841,64,46,21,17,197
29077005600,2081,662,686,733,0,0,1835,57,8,13,11,157
29077005700,2296,785,729,782,0,0,1986,67,13,27,23,180
29077005801,1072,361,382,329,0,0,924,32,7,8,8,93
29077005802,1261,200,609,452,0,0,1075,36,20,16,8,106
29127960100,3178,2139,337,702,0,0,2928,23,6,15,9,197
29127960200,2421,1703,262,456,0,0,2199,15,10,16,11,170
29127960300,2348,1410,238,700,0,0,2110,22,19,12,15,170
29127960400,2992,1736,456,800,0,0,2591,44,65,31,16,245
29127960500,1345,459,226,660,0,0,1134,23,52,9,7,120
29127960600,2501,1368,378,755,0,0,2199,30,33,20,5,214
29127960800,1383,459,210,714,0,0,1202,35,25,10,5,106
29127960900,1942,873,317,752,0,0,1631,20,124,20,10,137
29001950100,2571,1468,544,559,0,0,2326,24,7,5,14,195
29001950200,1903,1112,330,461,0,0,1695,24,0,7,24,153
29001950300,1434,354,513,567,0,0,1262,32,18,12,12,98
29001950400,2508,1214,717,577,0,0,2171,39,8,46,31,213
29001950501,2025,829,611,585,0,0,1758,21,10,40,36,160
29001950502,1871,957,436,478,0,0,1626,23,8,19,29,166
29001950900,1447,301,675,471,0,0,1110,35,139,18,14,131
29001951000,225,11,183,31,0,0,169,17,4,6,4,25
29109470100,2512,1523,266,723,0,0,2307,31,7,18,17,132
29109470201,2282,1510,239,533,0,0,2064,34,3,6,14,161
29109470202,2818,1272,355,1191,0,0,2532,57,5,15,24,185
29109470300,3101,1649,518,934,0,0,2581,227,2,32,10,249
29109470401,2310,1217,441,652,0,0,1816,277,2,24,15,176
29109470402,2166,1218,301,647,0,0,1881,104,2,11,10,158
29109470501,2037,1124,234,679,0,0,1805,50,2,4,7,169
29109470502,2471,1433,269,769,0,0,2193,39,1,10,26,202
29109470601,2874,1259,448,1167,0,0,2499,152,2,8,23,190
29109470602,1756,785,283,688,0,0,1542,75,2,15,9,113
29181870100,1912,818,327,767,0,0,1745,13,1,1,5,147
29181870200,644,305,125,214,0,0,595,3,0,1,3,42
29181870300,4397,1604,831,1962,0,0,3992,53,3,11,13,325
29181870400,1110,458,187,465,0,0,1009,8,0,8,2,83
29027070100,3206,1760,702,744,0,0,2832,51,21,13,21,268
29027070200,2441,1369,445,627,0,0,2178,29,4,4,7,219
29027070301,1779,884,357,538,0,0,1522,35,22,17,13,170
29027070302,1496,595,370,531,0,0,1262,17,74,4,7,132
29027070400,3076,1138,923,1015,0,0,2588,80,136,13,24,235
29027070500,3327,2071,484,772,0,0,2961,39,7,13,16,291
29027070601,2484,1384,595,505,0,0,2181,21,4,13,4,261
29027070602,2339,1370,507,462,0,0,2066,15,4,7,7,240
29027070701,1519,924,327,268,0,0,1344,22,10,3,10,130
29027070702,2797,1804,341,652,0,0,2438,45,6,8,8,292
29027070800,3374,1811,733,830,0,0,2929,75,18,16,21,315
29159480100,2444,1434,532,478,0,0,2041,40,2,11,103,247
29159480200,4069,2596,789,684,0,0,3336,176,3,36,156,362
29159480300,2907,1686,610,611,0,0,2450,54,2,21,105,275
29159480400,2787,1548,650,589,0,0,2357,71,5,12,64,278
29159480500,1666,737,434,495,0,0,1355,87,15,12,44,153
29159480600,1053,281,440,332,0,0,675,86,211,1,16,64
29159480700,2240,1095,458,687,0,0,1832,100,12,20,73,203
29159480800,1807,742,484,581,0,0,1456,110,31,16,31,163
29159480900,1266,230,481,555,0,0,974,145,22,8,19,98
29159481000,2697,1270,709,718,0,0,2257,116,12,18,76,218
29159481100,2396,962,698,736,0,0,1967,133,24,13,49,210
29063080101,1441,901,175,365,0,0,1304,12,0,3,4,118
29063080102,1988,1147,217,624,0,0,1794,23,1,11,13,146
29063080200,2813,1797,278,738,0,0,2508,29,1,2,10,263
29183310100,1540,946,273,321,0,0,1298,16,7,6,8,205
29183310201,4303,2400,596,1307,0,0,3559,115,50,58,39,482
29183310202,2599,1719,441,439,0,0,2135,43,53,18,16,334
29183310301,3183,2077,464,642,0,0,2670,64,7,9,54,379
29183310302,2780,1390,751,639,0,0,2283,42,119,24,18,294
29183310400,1339,571,326,442,0,0,1118,35,10,3,9,164
29183310501,2079,710,560,809,0,0,1680,94,30,13,21,241
29183310502,1727,832,276,619,0,0,1412,48,25,6,16,220
29183310601,1221,685,203,333,0,0,1000,30,9,15,12,155
29183310602,4790,3321,755,714,0,0,3949,89,26,59,42,625
29183310700,3074,1161,909,1004,0,0,2536,98,62,25,36,317
29183310801,1684,1138,253,293,0,0,1399,34,17,33,28,173
29183310802,4219,2520,738,961,0,0,3521,92,42,44,55,465
29183310901,1536,719,253,564,0,0,1250,35,53,20,23,155
29183310902,3616,2168,578,870,0,0,2958,137,40,59,56,366
29183310903,2876,1789,503,584,0,0,2345,61,55,21,37,357
29183311001,3194,1797,583,814,0,0,2498,100,40,141,70,345
29183311003,1560,706,446,408,0,0,1241,42,60,28,21,168
29183311004,3412,1774,608,1030,0,0,2634,78,86,164,54,396
29183311103,5321,4240,739,342,0,0,4549,62,15,97,46,552
29183311114,3859,2997,565,297,0,0,3226,83,34,53,33,430
29183311122,5288,3371,860,1057,0,0,4328,147,82,113,99,519
29183311124,4517,3348,671,498,0,0,3702,95,34,61,93,532
29183311132,2776,2175,423,178,0,0,2321,49,9,47,43,307
29183311145,3306,2437,479,390,0,0,2770,57,29,56,56,338
29183311146,3221,2272,477,472,0,0,2530,94,34,99,71,393
29183311147,2951,1910,417,624,0,0,2426,61,21,52,74,317
29183311148,3326,2483,532,311,0,0,2800,92,13,29,38,354
29183311149,2647,1569,406,672,0,0,2239,86,23,26,25,248
29183311150,3457,2367,541,549,0,0,2882,84,13,63,65,350
29183311151,4272,3293,594,385,0,0,3468,91,59,141,85,428
29183311152,3459,2671,510,278,0,0,2869,66,12,55,58,399
29183311153,4383,3288,554,541,0,0,3652,94,28,72,62,475
29183311154,4094,3118,604,372,0,0,3352,103,40,78,67,454
