GEOID20,total_reg,party_npp,party_dem,party_rep,party_lib,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
08057955600,968,262,84,606,10,0,0,0,771,59,0,4,6,128
08091967601,1227,555,264,393,9,4,0,0,1044,44,0,5,8,126
08091967602,3036,1298,961,717,36,14,4,0,2536,101,2,29,34,334
08037000100,726,306,165,239,10,1,2,0,478,157,0,1,4,86
08037000200,4559,2153,1140,1188,47,9,6,0,2784,1364,3,36,44,328
08037000301,3571,1738,1255,516,37,9,6,0,2537,544,3,51,65,371
08037000302,1522,694,575,220,16,12,2,0,1245,52,1,25,13,186
08037000401,3015,1424,846,705,28,4,4,0,2268,253,8,36,43,407
08037000402,3171,1511,927,689,26,7,5,0,2290,434,1,34,46,366
08037000404,1583,738,406,413,13,4,3,0,1251,154,0,17,13,148
08037000405,4446,2144,1237,1008,43,5,4,0,3473,382,4,46,53,488
08037000501,584,265,132,172,13,1,0,0,433,23,0,6,14,108
08037000502,1617,791,504,295,19,5,1,0,1250,114,2,22,20,209
08037000504,1399,712,396,272,11,4,2,0,1020,149,5,21,23,181
08037000505,1193,590,373,207,10,6,2,0,881,107,0,15,29,161
08037000600,956,458,352,120,18,1,4,0,646,190,0,15,11,94
08037000701,963,502,278,166,11,5,1,0,722,41,1,20,20,159
08037000702,1153,599,325,200,20,6,2,0,886,76,3,9,24,155
08037000703,1896,961,562,333,25,10,3,0,1474,95,5,29,38,255
08125963100,2734,941,253,1514,15,2,2,0,2234,188,1,12,13,286
08125963200,2951,1033,365,1511,22,1,6,0,2329,326,0,13,15,268
08041000102,2421,1055,563,742,34,13,3,0,1883,240,6,29,24,239
08041000103,1751,785,439,470,33,3,8,0,1246,209,53,28,19,196
08041000104,2210,913,454,801,27,2,5,0,1723,178,22,29,38,220
08041000202,2953,1290,645,958,38,7,3,0,2233,333,42,54,33,258
08041000203,2734,1245,586,823,51,9,6,0,2072,259,19,45,32,307
08041000301,1826,832,401,540,33,6,6,0,1345,242,9,16,20,194
08041000302,2219,1011,503,629,39,8,10,0,1673,271,30,22,17,206
08041000400,1770,727,437,577,16,1,1,0,1416,130,10,12,22,180
08041000500,1549,640,500,381,17,5,3,0,1262,116,5,23,21,122
08041000600,2154,965,485,662,24,6,1,0,1707,201,15,32,32,167
08041000700,2128,969,542,562,35,8,4,0,1538,279,43,35,20,213
08041000800,1849,832,580,393,24,6,4,0,1433,175,14,16,28,183
08041000900,1739,696,718,298,19,4,1,0,1435,81,4,24,15,180
08041001000,1753,693,562,474,19,3,0,0,1412,74,2,29,34,202
08041001101,843,397,213,207,17,2,3,0,576,143,17,14,14,79
08041001104,2211,1042,563,556,35,7,1,0,1661,266,24,23,28,209
08041001301,1668,808,479,328,25,13,7,0,1304,130,4,20,10,200
08041001302,3679,1764,930,891,60,11,5,0,2813,358,19,30,53,406
08041001400,2447,1118,753,506,32,14,8,0,1913,196,11,22,35,270
08041001500,1714,796,547,320,32,5,3,0,1281,204,14,21,27,167
08041001600,1738,706,803,188,26,10,2,0,1281,118,20,48,26,245
08041001700,1115,532,406,150,21,2,2,0,840,110,23,12,10,120
08041001800,1493,650,521,292,25,1,1,0,1226,101,5,19,12,130
08041001901,1337,601,364,327,29,6,2,0,1000,166,15,17,16,123
08041001902,1206,570,373,232,16,4,7,0,843,165,59,18,15,106
08041002000,3897,1763,967,1062,63,13,12,0,2747,607,89,63,32,359
08041002101,1961,911,523,459,43,2,12,0,1373,303,56,24,15,190
08041002102,2623,1252,711,599,31,7,8,0,1707,529,121,22,20,224
08041002200,1931,894,627,333,40,14,7,0,1292,269,133,18,38,181
08041002300,1666,820,462,288,42,18,19,0,1234,160,50,26,26,170
08041002401,1698,706,403,560,19,7,1,0,1345,134,17,10,17,175
08041002402,2158,963,561,597,26,3,2,0,1611,196,7,57,28,259
08041002501,2842,1114,677,1002,38,6,2,0,2296,113,1,93,31,308
08041002502,2566,1074,677,757,36,14,3,0,2031,213,9,40,38,235
08041002700,2055,910,685,406,34,8,1,0,1440,277,139,21,10,168
08041002801,1726,780,554,363,11,4,4,0,964,408,179,17,19,139
08041002802,2332,1125,651,482,42,8,11,0,1464,396,159,57,35,221
08041002901,2591,1188,748,574,39,6,17,0,1659,571,77,38,28,218
08041002902,650,315,205,116,9,0,1,0,385,181,17,10,10,47
08041003001,1182,617,273,251,27,6,2,0,906,132,21,9,13,101
08041003002,1710,741,479,433,40,6,2,0,1299,144,15,31,22,199
08041003100,3593,1284,672,1602,28,1,1,0,2948,127,0,65,53,400
08041003303,3132,1333,810,923,37,6,12,0,2187,461,100,59,40,285
08041003305,5172,2015,936,2155,50,5,0,0,4034,297,18,155,99,569
08041003306,2210,923,385,864,31,3,2,0,1728,135,12,52,38,245
08041003307,2216,1020,550,594,33,5,5,0,1592,266,43,70,23,222
08041003308,2669,1294,668,631,51,9,5,0,1733,481,82,87,43,243
08041003401,1896,816,432,614,21,5,1,0,1564,88,2,15,26,201
08041003402,1123,455,206,441,16,3,0,0,941,34,1,14,11,122
08041003702,4066,1718,696,1597,47,2,2,0,3265,194,11,102,66,428
08041003705,4701,1832,759,2037,59,5,3,0,3771,253,16,97,80,484
08041003706,3642,1528,733,1294,69,11,1,0,2871,213,16,71,57,414
08041003707,2509,1047,493,919,37,4,2,0,1967,197,21,42,45,237
08041003708,2248,943,441,829,22,4,3,0,1769,127,6,56,45,245
08041003710,2213,1001,475,692,35,2,1,0,1740,171,6,21,50,225
08041003711,2232,935,418,836,33,3,2,0,1789,139,6,53,32,213
08041003712,3852,1592,537,1644,59,6,0,0,3131,235,4,50,47,385
08041003713,3552,1425,565,1505,47,2,2,0,2909,151,5,50,48,389
08041003801,700,341,106,237,12,3,0,0,523,67,10,16,8,76
08041003802,74,39,17,16,1,0,0,0,45,13,0,4,2,10
08041003905,2503,1069,408,968,38,6,2,0,1937,204,23,47,45,247
08041003906,4579,1885,750,1856,68,5,3,0,3577,353,19,109,83,438
08041003910,1835,667,163,962,20,5,0,0,1534,105,1,12,20,163
08041003911,3367,1201,320,1788,32,7,3,0,2780,149,1,37,38,362
08041003912,6038,2544,741,2605,101,8,8,0,4603,576,49,74,104,632
08041003913,1339,497,147,673,13,0,1,0,1107,56,1,11,19,145
08041003914,4488,1779,564,2050,65,4,4,0,3553,346,38,72,52,427
08041004008,352,204,63,72,10,0,1,0,255,43,10,8,3,33
08041004009,621,303,195,102,13,2,4,0,368,121,76,7,9,40
08041004100,3074,1376,680,920,60,9,9,0,2196,489,57,47,35,250
08041004200,2399,1048,508,791,28,6,9,0,1726,358,84,30,23,178
08041004300,4227,1879,893,1359,71,3,11,0,2900,594,178,73,62,420
08041004402,2113,1238,274,523,62,2,7,0,1299,472,56,55,34,197
08041004403,26,16,3,7,0,0,0,0,15,7,0,1,0,3
08041004404,20,10,1,7,1,0,0,0,14,5,0,1,0,0
08041004405,41,19,7,14,1,0,0,0,24,9,2,0,2,4
08041004406,21,12,4,4,0,0,1,0,12,5,2,0,0,2
08041004501,2276,1058,575,568,29,9,10,0,1427,554,83,32,23,157
08041004502,3829,1719,843,1189,51,9,6,0,2463,686,189,104,59,328
08041004506,3003,1312,668,945,50,13,5,0,2136,412,105,49,39,262
08041004507,1885,839,457,548,23,7,4,0,1320,286,95,25,24,135
08041004512,1460,689,316,414,22,4,6,0,1000,239,85,28,8,100
08041004513,1867,896,430,489,24,10,2,0,1308,296,65,17,16,165
08041004514,2947,1414,634,812,56,9,6,0,1967,529,137,40,41,233
08041004515,3199,1528,664,921,47,9,11,0,2116,539,123,59,45,317
08041004516,1932,924,331,603,44,4,5,0,1443,285,14,19,24,147
08041004517,2866,1342,552,884,55,10,5,0,1984,471,108,26,22,255
08041004518,4282,1928,894,1362,65,8,10,0,2802,707,226,75,56,416
08041004519,2723,1292,590,779,42,4,6,0,1794,502,111,60,46,210
08041004520,1430,594,329,476,18,2,4,0,975,209,72,36,13,125
08041004601,3182,1336,350,1418,50,7,4,0,2551,248,8,17,35,323
08041004602,3030,1204,314,1429,49,10,3,0,2439,241,9,19,35,287
08041004603,4087,1840,718,1399,94,10,11,0,2919,593,79,58,64,374
08041004701,3220,1347,576,1233,40,3,5,0,2488,274,38,55,43,322
08041004702,1375,623,238,487,17,4,1,0,1067,111,10,19,16,152
08041004703,4260,1778,797,1601,58,9,2,0,3331,363,45,59,51,411
08041004706,3336,1399,579,1296,44,5,4,0,2500,324,27,104,55,326
08041004707,2009,894,347,722,31,2,3,0,1525,222,46,27,32,157
08041004708,3382,1471,647,1218,30,6,3,0,2502,358,44,84,45,349
08041004800,3386,1533,761,1020,47,6,6,0,2514,409,55,40,39,329
08041004901,2213,992,439,724,35,7,3,0,1641,285,27,21,28,211
08041004902,4389,1787,712,1820,44,9,5,0,3365,406,24,105,55,434
08041005000,3132,1488,632,915,60,10,6,0,2238,444,97,46,34,273
08041005110,2419,1106,455,793,49,2,5,0,1748,317,55,52,28,219
08041005112,2085,934,423,666,43,4,6,0,1450,294,68,49,40,184
08041005113,2036,851,406,723,38,4,3,0,1473,253,45,53,42,170
08041005114,944,430,210,292,9,1,1,0,643,179,10,16,16,80
08041005115,3391,1578,711,1013,58,8,8,0,2234,537,178,66,55,321
08041005116,3112,1328,624,1089,51,5,6,0,2277,319,71,95,50,300
08041005117,2606,1078,450,1020,37,6,5,0,1934,264,30,75,40,263
08041005118,2884,1329,578,918,43,2,1,0,2046,399,70,55,53,261
08041005119,2934,1316,588,966,46,2,7,0,2075,384,79,73,59,264
08041005120,3442,1449,638,1280,46,5,7,0,2487,441,47,103,52,312
08041005121,3381,1486,592,1211,67,4,6,0,2427,409,44,95,47,359
08041005122,7488,3252,1244,2834,114,14,9,0,5386,926,96,200,124,756
08041005123,2382,913,281,1153,20,5,3,0,1938,185,8,20,19,212
08041005124,2195,964,391,788,40,2,4,0,1583,292,48,60,38,174
08041005125,3814,1514,686,1554,45,4,3,0,2765,388,95,138,63,365
08041005201,1825,927,483,358,29,6,10,0,1139,383,101,39,28,135
08041005202,1488,640,479,323,24,4,9,0,943,243,162,35,12,93
08041005300,2221,1065,680,403,37,7,13,0,1282,492,183,35,42,187
08041005400,2785,1277,963,446,41,11,16,0,1494,743,295,54,34,165
08041005501,4273,1782,793,1597,73,11,5,0,3315,397,54,66,70,371
08041005502,2592,1258,501,766,43,4,7,0,1869,345,42,45,34,257
08041005601,2378,1013,458,858,36,3,2,0,1744,262,50,44,41,237
08041005602,2053,854,404,745,29,6,2,0,1600,188,26,36,28,175
08041005700,3995,1663,767,1459,66,8,7,0,3045,428,61,54,58,349
08041005800,2146,818,426,865,23,4,1,0,1714,177,28,27,38,162
08041005900,4639,2000,925,1603,69,13,8,0,3455,546,86,65,67,420
08041006000,3064,1417,702,848,53,9,5,0,2159,476,91,47,35,256
08041006100,1492,769,423,240,36,3,5,0,908,356,78,23,12,115
08041006200,2407,1097,687,563,30,6,9,0,1497,531,141,38,31,169
08041006301,2745,1206,799,668,39,4,8,0,1540,626,234,72,52,221
08041006302,2238,1133,652,383,36,8,10,0,1249,466,236,56,48,183
08041006400,3676,1673,1167,728,55,18,11,0,1992,821,489,64,66,244
08041006501,1675,776,495,351,28,7,4,0,908,437,148,24,31,127
08041006502,3434,1546,1012,791,52,9,9,0,1902,810,318,96,40,268
08041006600,1909,792,528,550,26,4,3,0,1522,108,3,23,24,229
08041006701,2018,901,673,376,39,22,2,0,1630,104,2,27,28,227
08041006702,2388,1040,709,570,44,17,2,0,1952,119,4,23,43,247
08041006801,2679,1175,470,961,51,7,7,0,2062,249,13,46,51,258
08041006802,2619,1062,457,1047,32,5,5,0,2001,236,9,59,46,268
08041006901,3377,1491,550,1268,52,4,2,0,2538,283,18,84,65,389
08041006902,3198,1418,594,1132,42,6,1,0,2458,316,28,79,46,271
08041007000,3273,1332,466,1425,36,6,0,0,2565,196,22,123,43,324
08041007103,3152,1324,455,1316,44,4,2,0,2450,192,18,91,37,364
08041007104,3115,1294,435,1332,30,6,3,0,2335,195,9,179,66,331
08041007105,4636,2070,800,1689,56,4,4,0,3441,375,38,203,94,485
08041007106,4953,2234,776,1857,67,4,7,0,3620,417,44,179,106,587
08041007203,3063,1190,393,1446,28,1,1,0,2476,175,14,49,62,287
08041007204,5007,2116,661,2147,58,5,7,0,3880,344,18,130,90,545
08041007205,3052,1276,463,1251,46,7,2,0,2298,201,15,113,64,361
08041007206,5140,1943,618,2524,42,2,3,0,4005,267,14,214,86,554
08041007301,5079,2098,625,2273,65,3,2,0,4014,267,23,92,84,599
08041007302,4777,1854,570,2272,55,5,3,0,3794,301,9,110,73,490
08041007401,5508,2158,736,2535,63,6,4,0,4548,204,7,84,93,572
08041007402,2216,832,252,1112,15,0,1,0,1794,73,5,38,39,267
08041007501,1660,669,209,747,24,2,4,0,1334,111,12,38,19,146
08041007502,7569,2914,841,3715,79,4,1,0,6069,376,8,176,100,840
08041007602,3043,1124,315,1552,37,3,3,0,2524,150,9,17,37,306
08041007603,6089,2418,793,2759,72,14,11,0,4672,570,47,98,87,615
08041007604,2445,948,287,1162,32,4,1,0,1919,176,16,62,30,242
08041007700,4164,1754,861,1469,48,16,5,0,3231,322,46,66,75,424
08041007801,1235,525,238,449,13,1,1,0,944,110,12,27,26,116
08041007802,1450,579,305,531,25,5,1,0,1160,92,4,43,28,123
08041007900,2244,844,443,934,19,3,1,0,1825,118,2,48,28,223
08041008000,2694,1280,587,767,37,4,8,0,2008,289,36,37,40,284
08009964600,1154,323,171,648,3,3,3,0,1010,52,1,8,4,79
08009964700,1426,501,209,688,17,1,3,0,1221,76,1,8,15,105
08031000102,2793,1170,1335,240,29,6,6,0,1940,425,4,55,43,326
08031000201,2701,1044,1375,226,24,7,10,0,1317,1124,6,29,30,195
08031000202,2829,1096,1475,209,23,5,10,0,1470,1015,36,36,41,231
08031000301,4434,1779,2203,392,37,10,9,0,3137,607,8,86,74,522
08031000302,3345,1321,1726,255,21,12,3,0,2373,415,8,66,66,417
08031000303,4069,1698,1952,367,34,12,5,0,3031,390,1,80,71,496
08031000401,2314,911,1220,159,14,7,1,0,1475,508,5,43,32,251
08031000403,3035,1267,1464,264,27,6,2,0,2108,427,10,59,56,375
08031000404,1908,886,805,179,28,6,1,0,1413,157,18,46,39,235
08031000501,1539,650,715,156,13,3,1,0,1107,206,5,37,29,155
08031000503,1544,604,762,158,10,3,2,0,912,352,11,84,23,162
08031000504,2651,1105,1253,255,31,2,1,0,1820,405,6,79,49,292
08031000600,3392,1563,1366,385,47,10,4,0,2418,350,21,98,62,443
08031000703,1929,794,826,270,22,6,6,0,1209,338,8,40,38,296
08031000704,1863,826,821,181,17,7,5,0,1051,448,12,47,52,253
08031000705,1923,818,913,157,20,3,5,0,1077,503,54,45,36,208
08031000706,1869,893,739,186,21,13,12,0,1175,380,22,50,44,198
08031000800,481,227,203,32,6,4,7,0,215,148,58,8,13,39
08031000902,3080,1253,1478,279,28,9,7,0,1145,1670,6,61,28,170
08031000903,2915,1244,1434,183,24,11,8,0,1108,1560,8,33,28,178
08031000904,2257,884,1118,197,25,10,13,0,940,1084,24,34,24,151
08031000905,2000,814,1015,128,19,8,8,0,811,968,8,22,22,169
08031001000,1799,737,871,146,17,6,11,0,585,997,24,52,23,118
08031001101,1813,731,933,123,13,4,6,0,952,582,28,30,35,186
08031001102,3574,1633,1483,395,53,2,4,0,2515,408,10,115,71,455
08031001301,2462,1008,1179,225,24,7,11,0,1009,1133,13,122,27,158
08031001302,2318,979,1112,179,17,9,13,0,1090,978,6,40,33,171
08031001401,2894,1187,1329,327,22,7,12,0,1143,1343,21,212,27,148
08031001402,2161,889,988,232,21,6,8,0,823,1011,25,124,26,152
08031001403,2151,1010,877,221,30,6,4,0,1435,365,23,50,43,235
08031001500,1986,792,1025,136,12,8,6,0,808,908,56,19,38,157
08031001601,1886,827,916,102,22,8,7,0,1194,269,102,40,54,227
08031001602,2618,1254,1022,279,49,5,6,0,1981,198,8,69,57,305
08031001603,4282,2032,1753,372,54,20,23,0,2733,574,286,94,105,490
08031001703,2232,1092,817,278,37,2,5,0,1656,126,7,50,53,340
08031001704,1902,817,799,243,33,10,0,0,1334,151,21,127,44,225
08031001705,2229,1084,808,304,26,2,2,0,1640,125,7,69,61,327
08031001706,1976,918,810,212,23,4,5,0,1349,204,71,67,46,239
08031001707,1217,586,444,159,19,5,3,0,852,105,23,45,38,154
08031001800,2233,904,1146,135,25,12,5,0,1370,492,43,46,53,229
08031001901,2046,840,1023,118,32,16,6,0,938,605,200,55,55,193
08031002000,2445,1094,1074,231,31,8,3,0,1726,187,60,75,55,342
08031002101,2205,933,1129,116,14,9,3,0,1496,320,11,53,42,283
08031002102,2424,971,1278,143,20,8,1,0,1660,283,44,68,59,310
08031002300,4063,1578,2260,151,36,11,14,0,2223,440,880,83,83,354
08031002402,1355,530,733,65,12,7,5,0,831,152,192,30,28,122
08031002404,946,386,510,32,8,3,3,0,573,142,102,17,19,93
08031002405,3187,1325,1519,256,49,13,11,0,1957,375,331,88,82,354
08031002602,1965,829,952,134,36,5,2,0,1397,144,101,45,40,238
08031002603,1899,809,871,179,25,7,2,0,1358,145,28,65,51,252
08031002604,1255,503,589,119,19,10,7,0,827,128,86,32,35,147
08031002704,1498,653,731,77,23,8,4,0,1044,176,33,32,37,176
08031002705,2009,857,997,108,29,9,1,0,1460,185,24,33,55,252
08031002706,2443,1083,1148,156,33,12,4,0,1778,208,16,51,63,327
08031002707,2264,911,1187,144,16,5,0,0,1732,156,14,51,38,273
08031002708,2026,857,1045,72,32,9,6,0,1455,181,46,47,34,263
08031002709,1551,643,827,55,11,9,4,0,1155,111,24,39,30,192
08031002801,2560,1064,1280,173,35,7,1,0,1931,160,11,54,63,341
08031002802,3559,1473,1759,257,49,10,6,0,2687,259,20,68,86,439
08031002804,1604,684,734,165,17,2,1,0,1208,100,7,29,36,224
08031002805,2009,899,895,182,26,6,1,0,1555,121,12,34,46,241
08031002901,2878,1213,1352,255,46,7,4,0,2230,162,10,74,50,352
08031002902,3242,1421,1409,381,22,7,1,0,2551,130,4,73,71,413
08031003002,2005,862,851,258,26,6,1,0,1552,111,11,39,42,250
08031003003,2144,940,930,238,25,9,1,0,1642,124,5,56,34,283
08031003004,3877,1677,1662,482,38,11,3,0,2995,198,12,79,80,513
08031003005,2123,957,913,232,16,2,0,0,1609,125,7,42,40,300
08031003006,2824,1160,1297,337,24,1,2,0,2224,140,5,71,57,327
08031003101,1277,470,733,58,8,6,0,0,743,98,261,35,32,108
08031003102,2942,1231,1474,163,41,7,10,0,1933,264,276,65,73,331
08031003202,2567,965,1383,179,24,10,1,0,1916,174,44,47,47,339
08031003203,2558,1000,1146,390,15,6,1,0,2090,74,3,48,49,294
08031003204,1571,654,806,75,20,11,4,0,1128,117,23,37,33,233
08031003205,2424,903,1337,130,26,19,4,0,1880,132,19,45,43,305
08031003300,2602,986,1331,254,20,5,2,0,2035,100,15,66,51,335
08031003401,2528,1032,1054,410,26,5,0,0,1973,114,3,53,59,326
08031003402,3703,1502,1574,582,32,6,1,0,2871,132,6,99,74,521
08031003501,1710,691,857,122,17,5,8,0,638,824,76,20,21,131
08031003502,1265,500,661,78,8,4,8,0,310,888,3,9,7,48
08031003601,2848,1152,1532,112,26,11,9,0,1442,761,322,46,45,232
08031003602,2787,1090,1515,130,16,13,11,0,1120,657,738,34,36,202
08031003603,2797,961,1686,108,18,11,4,0,1088,275,1122,62,59,191
08031003701,2596,1041,1366,150,24,8,1,0,1833,200,87,65,52,359
08031003702,3495,1348,1916,178,36,8,3,0,2601,259,66,65,66,438
08031003703,2261,868,1208,147,27,11,0,0,1712,150,34,47,50,268
08031003801,2627,1076,945,570,26,4,1,0,1886,129,6,64,122,420
08031003802,3154,1356,1133,625,32,5,1,0,2278,139,15,96,97,529
08031003901,4216,1726,1484,961,38,3,1,0,3199,172,15,96,115,619
08031003902,3202,1359,1251,560,23,4,2,0,2435,136,1,114,84,432
08031004002,2579,1036,997,513,29,3,0,0,2111,71,7,52,49,289
08031004003,3293,1366,1317,546,42,12,3,0,2484,234,24,99,74,378
08031004004,1525,612,564,326,20,1,1,0,1132,92,6,32,58,205
08031004005,1982,828,885,240,17,4,4,0,1462,126,12,49,50,283
08031004006,3524,1456,1419,602,32,6,3,0,2672,178,20,94,84,476
08031004101,2897,1046,1655,136,23,8,14,0,1019,431,1180,56,66,145
08031004102,2745,960,1618,124,15,10,9,0,721,371,1468,36,30,119
08031004103,4331,1408,2675,206,24,8,5,0,2268,241,1303,82,68,369
08031004104,3471,1156,2107,166,21,7,7,0,1377,315,1412,62,57,248
08031004108,4733,1862,2425,400,26,9,6,0,3460,294,66,208,102,603
08031004109,2344,1028,1020,270,21,1,3,0,1611,201,3,158,62,309
08031004110,2296,1009,1058,207,14,3,3,0,1630,168,11,115,57,315
08031004111,3470,1545,1515,371,25,5,4,0,2390,321,6,215,113,425
08031004112,3617,1416,1807,349,32,4,3,0,2441,265,223,156,70,462
08031004113,949,395,463,85,4,1,0,0,697,81,1,52,22,96
08031004201,3629,1250,2076,283,9,6,3,0,2777,147,100,94,65,446
08031004202,3144,1088,1786,241,21,5,1,0,2208,203,253,67,54,359
08031004302,2041,789,1032,189,19,8,0,0,1506,134,30,56,45,270
08031004303,3235,1264,1391,561,14,2,2,0,2368,91,9,105,108,554
08031004306,4410,1768,1949,645,31,7,6,0,2962,264,141,134,159,750
08031004307,1382,574,682,96,13,7,5,0,971,143,46,27,27,168
08031004308,2906,1165,1440,235,48,11,4,0,1992,262,127,81,74,370
08031004309,3013,1223,1478,265,32,10,1,0,2119,227,158,90,73,346
08031004310,1791,634,926,211,15,1,3,0,1310,102,48,51,28,252
08031004403,2653,1068,1349,189,23,8,12,0,1456,491,389,31,55,231
08031004404,2666,1069,1353,170,38,17,8,0,1413,359,443,81,96,274
08031004406,2815,1063,1383,332,19,9,8,0,1853,171,139,121,105,426
08031004407,2972,1261,1375,294,24,6,4,0,1866,255,233,101,118,399
08031004503,1438,603,685,109,17,6,11,0,375,911,7,37,22,86
08031004504,1662,677,815,130,19,4,9,0,467,1079,6,20,20,70
08031004505,1616,666,794,114,12,8,12,0,444,1017,3,58,15,79
08031004506,1443,593,671,143,22,1,6,0,387,815,21,110,25,85
08031004601,3173,1295,1465,352,27,10,12,0,1338,1502,7,90,42,194
08031004602,3174,1307,1488,301,31,9,15,0,1180,1640,20,129,40,165
08031004603,3130,1304,1390,379,32,2,12,0,1496,1254,5,98,39,238
08031004700,3489,1436,1552,443,32,2,9,0,1683,1365,1,135,43,262
08031004801,2089,832,857,363,19,2,5,0,1043,781,4,65,26,170
08031005001,1971,794,902,236,23,7,2,0,1214,185,156,53,103,260
08031005003,1701,666,767,239,17,3,2,0,1000,124,142,32,45,358
08031005004,2572,1014,1215,288,27,8,13,0,1472,279,249,71,211,290
08031005102,2937,1215,1279,380,35,16,5,0,2133,238,48,84,63,371
08031005104,1896,777,832,241,23,10,6,0,1204,222,69,49,124,228
08031005200,2617,1072,1187,323,22,3,0,0,1935,177,54,73,58,320
08031005300,1464,601,572,255,23,5,7,0,1064,118,7,65,45,165
08031005502,1077,438,406,205,19,3,3,0,590,286,7,79,12,103
08031005503,3363,1362,1170,758,41,11,11,0,2139,720,14,114,62,314
08031006701,2655,1303,842,445,50,10,3,0,1925,221,19,84,74,332
08031006804,2534,1128,837,540,20,3,1,0,1822,172,8,70,72,390
08031006810,3869,1600,1560,623,52,10,8,0,2542,349,225,100,222,431
08031006812,2918,1169,1165,533,42,5,1,0,2112,213,34,65,110,384
08031006813,2222,903,959,308,22,10,10,0,1254,250,290,39,144,245
08031006814,2780,1217,1027,480,33,10,7,0,1894,281,158,68,94,285
08031006815,1512,569,593,331,13,2,2,0,1115,93,37,25,34,208
08031006816,3738,1538,1436,700,40,10,2,0,2456,294,136,111,205,536
08031006817,1612,632,727,234,11,5,2,0,1113,130,45,63,55,206
08031006818,2767,1153,1141,423,26,9,8,0,1919,241,93,75,124,315
08031006902,1743,725,750,222,25,10,5,0,1124,237,100,45,53,184
08031006903,1263,526,484,232,10,2,3,0,873,98,82,39,29,142
08031007006,1377,633,550,138,27,8,11,0,690,240,183,34,74,156
08031007013,2792,1176,1221,353,29,6,3,0,1870,222,125,65,141,369
08031007037,1476,616,679,143,15,6,8,0,678,184,383,38,76,117
08031007088,2627,1153,1133,279,34,8,13,0,1558,293,232,58,141,345
08031007090,865,319,434,98,4,2,3,0,368,85,240,21,51,100
08031007091,3318,1035,1643,590,22,4,13,0,2491,211,126,43,111,336
08031008304,1759,657,973,90,12,6,11,0,336,837,496,33,11,46
08031008305,1730,731,880,89,8,1,8,0,404,905,314,25,18,64
08031008306,2470,843,1460,121,18,0,18,0,438,804,1086,39,35,68
08031008312,3493,1369,1883,179,18,8,20,0,736,1387,1065,82,98,125
08031008386,2207,865,1149,151,12,4,15,0,443,1169,460,26,26,83
08031008387,3355,1252,1825,230,18,4,15,0,795,1494,815,66,40,145
08031008388,5894,2477,2748,553,52,11,32,0,2316,2003,531,291,176,577
08031008389,7721,3016,3747,833,53,16,25,0,2858,2033,1457,415,234,724
08031008390,4512,1733,2261,435,33,11,27,0,1288,1294,1305,218,111,296
08031008391,3993,1527,2025,375,26,4,24,0,1045,1265,1106,220,102,255
08031011902,3981,1638,1514,743,51,8,14,0,2269,1170,15,122,44,361
08031011903,1627,687,615,307,10,1,2,0,989,417,8,59,22,132
08031012001,1569,591,459,493,17,2,3,0,1141,217,3,46,22,140
08031012010,3722,1607,1049,1010,35,7,4,0,2734,366,8,187,74,353
08031012015,2624,1197,836,548,26,8,4,0,1746,475,3,69,39,292
08031012016,1827,804,568,407,29,10,3,0,1283,250,4,49,41,200
08031015300,2553,1064,1137,289,45,11,5,0,1762,244,73,83,68,323
08031015400,2941,1139,1431,322,31,6,6,0,1992,577,10,50,45,267
08031015500,2258,1094,878,207,57,6,8,0,1503,286,104,62,37,266
08031015600,2792,1191,1194,340,29,2,22,0,972,1380,34,197,61,148
08031015700,2868,1180,1215,418,27,6,11,0,1546,860,15,199,48,200
08031015800,1205,510,558,109,11,4,4,0,546,270,234,38,29,88
08031980001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08031980100,26,8,10,8,0,0,0,0,18,3,0,1,0,4
08031980200,151,62,66,19,2,2,0,0,109,17,1,3,3,18
08053973100,638,224,90,320,4,0,0,0,569,12,1,4,0,52
08014030000,2265,1057,762,410,22,5,5,0,1667,234,5,56,46,257
08014030100,1564,748,470,319,18,4,0,0,1194,129,0,44,20,177
08014030200,1333,631,433,231,23,5,4,0,960,152,2,40,31,148
08014030300,3150,1417,997,672,41,11,4,0,2330,337,12,82,49,340
08014030400,2871,1231,784,807,36,6,2,0,2238,193,1,76,50,313
08014030500,4028,1826,1143,1015,34,4,2,0,2840,259,12,387,104,426
08014030600,4074,1890,1210,884,59,11,5,0,2809,708,4,107,80,366
08014030700,2067,944,631,452,30,5,0,0,1547,189,4,66,34,227
08014030800,3750,1716,1193,789,32,5,9,0,2662,357,7,231,91,402
08014030900,4635,1962,1387,1240,35,3,2,0,3551,273,8,208,93,502
08014031000,3815,1736,1117,907,44,5,2,0,2674,278,18,306,86,453
08014031101,1677,815,618,200,32,4,1,0,1195,172,8,68,45,189
08014031102,1271,636,407,197,25,2,2,0,942,96,2,33,35,163
08014031103,1280,561,423,271,17,1,3,0,1021,57,2,23,25,152
08014031104,781,378,261,125,12,3,1,0,592,71,0,23,14,81
08014031201,1627,779,582,222,36,3,1,0,1142,162,19,49,39,216
08014031202,1777,843,562,332,24,7,1,0,1312,162,6,66,31,200
08014031300,2448,1096,603,726,15,2,2,0,1826,167,7,108,59,281
08014031401,2137,877,731,519,6,2,1,0,1770,44,0,38,16,269
