GEOID20,total_reg,party_rep,party_dem,party_npp,party_lib,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
19169010200,2730,1006,620,1073,28,3,0,0,2458,36,0,10,13,213
19169010300,3053,996,921,1097,32,7,0,0,2615,71,3,27,27,310
19169010400,1739,476,547,689,18,9,0,0,1486,56,1,10,4,182
19169010500,1318,544,256,507,8,3,0,0,1145,14,2,6,9,142
19169010600,3921,1501,1089,1290,37,4,0,0,3331,50,2,30,21,487
19067480100,1791,638,430,717,6,0,0,0,1509,13,1,20,7,241
19067480200,1744,494,408,826,8,8,0,0,1500,30,0,11,16,187
19067480300,1733,516,397,810,8,2,0,0,1446,14,2,6,18,247
19067480400,1836,433,637,752,10,4,0,0,1530,77,11,9,19,190
19067480500,3249,926,1025,1271,21,6,0,0,2630,137,16,28,39,399
19091970100,1391,679,219,489,3,1,0,0,1188,23,0,6,6,168
19091970200,1155,507,243,400,5,0,0,0,982,19,3,6,2,143
19091970300,1822,777,358,673,11,3,0,0,1545,21,5,11,10,230
19091970400,1970,963,369,624,10,4,0,0,1654,46,2,4,15,249
19145490100,1742,1110,208,418,4,2,0,0,1577,11,0,4,11,139
19145490200,1395,618,314,450,9,4,0,0,1214,56,0,8,5,112
19145490300,1814,885,397,518,13,1,0,0,1605,23,1,6,16,163
19145490400,1421,739,262,408,11,1,0,0,1226,34,0,17,10,134
19145490500,1462,814,303,330,10,5,0,0,1287,29,0,21,7,118
19145490600,1605,994,216,389,5,1,0,0,1449,18,0,10,6,122
19003950100,1204,552,227,423,2,0,0,0,1091,19,2,7,7,78
19003950200,1504,603,328,562,9,2,0,0,1365,14,0,6,7,112
19017004000,1024,276,394,344,10,0,0,0,858,18,0,12,16,120
19017004100,3029,924,976,1110,17,2,0,0,2508,69,4,23,21,404
19017004200,3016,921,913,1162,17,3,0,0,2532,41,5,28,28,382
19017004300,1282,464,234,578,6,0,0,0,1053,8,1,7,11,202
19017004400,1943,653,484,791,14,1,0,0,1643,18,0,8,16,258
19017004500,1766,679,364,713,7,3,0,0,1493,9,0,7,7,250
19017004600,3813,1297,860,1639,14,3,0,0,3244,40,2,17,27,483
19017004700,1375,470,305,591,6,3,0,0,1138,19,0,3,25,190
19175190100,1422,685,235,494,7,1,0,0,1273,24,1,14,3,107
19175190200,2334,852,557,903,18,4,0,0,2062,52,11,14,16,179
19175190300,1504,822,255,423,4,0,0,0,1367,14,0,13,8,102
19175190400,2507,981,619,891,13,3,0,0,2209,45,6,16,26,205
19165960100,2170,1136,434,589,9,2,0,0,1935,41,0,11,3,180
19165960200,2128,908,520,688,10,2,0,0,1807,31,1,12,8,269
19165960300,2371,1186,516,662,7,0,0,0,2035,34,4,25,14,259
19165960400,1567,740,326,489,8,4,0,0,1351,23,1,13,6,173
19119950100,1939,1466,143,321,7,2,0,0,1537,18,2,9,13,360
19119950200,2352,1742,236,371,3,0,0,0,1935,22,2,15,6,372
19119950300,3867,2927,423,507,8,2,0,0,3189,44,0,24,25,585
19061000100,1291,217,608,442,18,6,0,0,955,55,99,8,12,162
19061000300,1247,265,578,387,14,3,0,0,1040,21,9,2,12,163
19061000400,2438,549,1222,647,16,4,0,0,2028,34,14,14,32,316
19061000500,1899,331,865,686,13,4,0,0,1462,49,135,11,19,223
19061000600,2091,466,898,697,19,11,0,0,1682,85,59,18,14,233
19061000701,2015,411,891,692,17,4,0,0,1549,103,78,14,21,250
19061000702,1913,373,908,607,19,6,0,0,1595,43,29,22,21,203
19061000801,3205,936,1482,765,17,5,0,0,2698,46,2,22,22,415
19061000802,2744,878,1146,697,19,4,0,0,2279,30,5,28,28,374
19061000900,2597,594,1145,823,27,8,0,0,2050,108,13,22,31,373
19061001101,2555,661,1164,703,21,6,0,0,2132,48,8,20,35,312
19061001103,1594,529,637,420,6,2,0,0,1314,17,3,20,29,211
19061001104,3197,995,1246,922,23,11,0,0,2667,33,27,11,38,421
19061001201,2811,753,1310,722,20,6,0,0,2301,41,5,19,34,411
19061001202,1298,316,585,382,10,5,0,0,1027,34,9,14,14,200
19061001204,2053,629,840,570,13,1,0,0,1683,24,7,24,24,291
19061001205,2666,700,1196,753,15,2,0,0,2197,53,11,38,41,326
19061010101,1733,547,632,528,22,4,0,0,1457,28,1,9,12,226
19061010103,2215,585,943,669,14,4,0,0,1841,32,4,8,15,315
19061010104,4113,1388,1473,1221,24,7,0,0,3474,51,2,30,65,491
19061010105,2711,903,986,806,15,1,0,0,2321,22,2,7,24,335
19061010201,4714,1769,1506,1404,25,10,0,0,3942,58,28,27,50,609
19061010202,2884,800,1096,967,18,3,0,0,2325,31,0,25,15,488
19061010300,2401,816,789,786,9,1,0,0,2015,41,0,4,24,317
19061010400,2670,1002,819,841,5,3,0,0,2084,27,0,11,23,525
19061010500,3312,1320,945,1033,11,3,0,0,2646,57,4,17,20,568
19061010600,2455,895,840,703,15,2,0,0,2023,29,1,5,19,378
19111490100,2580,621,1087,854,13,5,0,0,2105,137,14,13,26,285
19111490200,2301,522,899,851,26,3,0,0,1845,121,24,28,35,248
19111490300,1625,561,511,540,10,3,0,0,1388,27,0,5,9,196
19111490400,1955,624,640,680,7,4,0,0,1554,19,0,6,2,374
19111490500,2340,769,709,842,18,2,0,0,2034,18,5,3,4,276
19111490600,2351,710,840,778,21,2,0,0,2108,30,3,7,5,198
19111490700,2944,807,1237,885,11,4,0,0,2536,37,43,34,12,282
19111490800,1143,220,544,371,5,3,0,0,1019,16,7,5,5,91
19111490900,1219,289,541,381,7,1,0,0,1055,10,33,5,4,112
19111491000,1122,208,455,449,10,0,0,0,944,32,27,7,9,103
19111491100,1972,478,808,665,16,5,0,0,1642,63,7,12,13,235
19077950100,3143,1314,702,1108,18,1,0,0,2808,38,2,15,18,262
19077950200,1538,673,321,536,7,1,0,0,1364,13,1,3,9,148
19077950300,3158,1169,741,1216,30,2,0,0,2805,54,3,14,11,271
19081270100,2669,1280,546,831,11,1,0,0,2184,45,2,11,25,402
19081270200,1647,771,342,528,4,2,0,0,1313,43,1,15,20,255
19081270300,1760,814,371,562,8,5,0,0,1472,55,1,8,5,219
19081270400,1306,654,231,413,6,2,0,0,1099,33,0,5,4,165
19171290100,1978,827,400,741,8,2,0,0,1679,30,1,8,11,249
19171290200,1863,771,405,671,15,1,0,0,1545,42,1,8,23,244
19171290300,1827,708,420,690,8,1,0,0,1582,22,0,8,17,198
19171290400,1698,474,593,612,13,6,0,0,1300,127,1,6,33,231
19171290500,1930,343,775,796,7,9,0,0,1289,285,3,8,52,293
19171290600,1894,549,561,771,9,4,0,0,1433,60,0,8,46,347
19015020100,2362,871,659,822,5,5,0,0,2068,32,0,17,9,236
19015020200,2557,779,757,995,24,2,0,0,2224,59,5,13,14,242
19015020300,4446,1439,1421,1547,31,8,0,0,3804,70,21,42,43,466
19015020400,1693,542,506,627,13,5,0,0,1484,26,1,9,12,161
19015020500,3704,1327,1115,1216,38,8,0,0,3234,59,6,21,24,360
19015020600,1481,590,390,491,8,2,0,0,1312,21,0,9,5,134
19015020700,2731,1063,748,903,15,2,0,0,2418,19,1,12,11,270
19183960101,2454,983,636,816,15,4,0,0,2074,40,3,9,27,301
19183960102,1993,680,550,748,11,4,0,0,1654,22,0,17,24,276
19183960200,3129,1467,616,1023,18,5,0,0,2670,61,5,15,21,357
19183960300,2194,815,580,779,18,2,0,0,1776,177,11,17,14,199
19183960400,2614,955,737,891,26,5,0,0,2169,163,3,15,36,228
19183960500,2272,1075,399,787,10,1,0,0,1877,62,12,8,26,287
19121060101,2582,1136,591,840,14,1,0,0,2263,19,3,19,32,246
19121060102,2529,1079,565,861,21,3,0,0,2231,32,2,11,15,238
19121060200,3500,1355,1031,1085,24,5,0,0,3093,79,1,21,14,292
19121060300,2925,1271,657,969,24,4,0,0,2593,31,2,19,22,258
19033950102,2646,506,993,1120,17,10,0,0,2168,134,7,20,25,292
19033950201,1848,443,650,744,10,1,0,0,1510,68,3,36,23,208
19033950202,2568,697,903,959,5,4,0,0,2083,67,9,34,22,353
19033950300,2859,625,1016,1194,12,12,0,0,2282,141,10,32,37,357
19033950402,2519,552,907,1040,13,7,0,0,2073,80,10,30,25,301
19033950600,1594,486,448,654,4,2,0,0,1350,15,0,13,8,208
19033950700,2908,1050,739,1097,14,8,0,0,2460,70,4,26,21,327
19033950800,3619,1410,834,1351,16,8,0,0,2998,75,9,34,24,479
19033950900,1367,617,286,458,4,2,0,0,1166,11,0,9,6,175
19033951000,1881,586,492,787,12,4,0,0,1571,31,1,5,7,266
19033951400,2682,851,824,998,7,2,0,0,2240,62,1,43,39,297
19033951600,3132,709,1109,1294,15,5,0,0,2557,120,9,31,29,386
19063070100,1240,433,283,515,7,2,0,0,1069,9,4,2,6,150
19063070200,1225,471,333,420,1,0,0,0,1060,14,0,6,6,139
19063070300,1855,590,546,707,8,4,0,0,1452,127,11,10,7,248
19063070400,1939,610,526,787,13,3,0,0,1545,100,6,13,18,257
19135070100,2070,862,559,637,6,6,0,0,1840,16,1,13,19,181
19135070200,1646,681,445,509,7,4,0,0,1489,16,3,6,23,109
19135070300,1350,605,329,406,10,0,0,0,1199,8,1,3,5,134
19041080100,1471,786,244,428,10,3,0,0,1267,9,1,10,13,171
19041080200,3164,1363,749,1030,18,4,0,0,2657,111,2,28,24,342
19041080301,2712,1350,506,834,21,1,0,0,2323,53,3,31,9,293
19041080302,1662,821,340,489,8,4,0,0,1419,29,2,21,11,180
19041080400,2085,1173,285,618,8,1,0,0,1754,23,3,12,22,271
19085290100,1528,705,398,415,6,4,0,0,1374,9,0,5,4,136
19085290200,2163,1178,439,527,14,5,0,0,1932,27,0,8,13,183
19085290300,1831,1004,366,441,18,2,0,0,1629,18,0,5,10,169
19085290400,1887,804,502,563,14,4,0,0,1662,35,0,7,13,170
19085290500,1697,925,343,418,10,1,0,0,1472,16,0,12,11,186
19037070100,2066,656,643,756,9,2,0,0,1636,13,1,13,31,372
19037070200,1623,535,376,703,7,2,0,0,1370,18,0,6,13,216
19037070300,1883,690,470,711,10,2,0,0,1548,15,0,7,18,295
19037070400,2521,829,866,812,12,2,0,0,2009,49,0,17,41,405
19057000200,1663,363,708,575,14,3,0,0,1383,51,68,16,11,134
19057000300,2055,411,924,698,16,6,0,0,1693,58,102,10,15,177
19057000400,2112,376,883,824,24,5,0,0,1621,83,223,3,16,166
19057000500,2922,617,1295,972,34,4,0,0,2495,82,80,18,16,231
19057000600,2525,660,1073,769,18,5,0,0,2202,57,12,19,15,220
19057000700,2153,642,928,577,3,3,0,0,1865,49,11,14,8,206
19057000800,2163,598,905,645,11,4,0,0,1839,69,32,23,17,183
19057000900,2447,792,918,709,25,3,0,0,2110,38,4,25,22,248
19057001000,3273,1306,939,1012,14,2,0,0,2816,33,3,10,15,396
19057001100,2654,966,820,858,7,3,0,0,2348,31,4,6,5,260
19057001200,1922,748,577,588,5,4,0,0,1698,32,7,6,12,167
19097950100,1971,624,666,676,4,1,0,0,1717,13,1,7,16,217
19097950200,2724,948,964,798,9,5,0,0,2289,23,4,7,21,380
19097950300,2464,712,709,1038,4,1,0,0,2066,25,0,15,13,345
19097950400,2826,895,1112,807,11,1,0,0,2358,23,5,11,15,414
19097950500,2711,684,1032,978,11,6,0,0,2317,55,2,17,23,297
19097950600,1446,309,518,611,5,3,0,0,1221,22,2,5,15,181
19021960100,1008,480,167,351,10,0,0,0,850,50,1,5,11,91
19021960200,1235,538,242,449,6,0,0,0,1073,53,0,10,2,97
19021960300,1244,614,201,423,4,2,0,0,1019,49,0,12,3,161
19021960400,2945,758,1055,1101,17,14,0,0,1299,988,38,264,37,319
19021960500,2404,697,840,851,10,6,0,0,1305,623,25,131,27,293
19021960600,2489,1142,557,780,10,0,0,0,1949,216,1,25,20,278
19069360100,2192,1099,406,681,3,3,0,0,1773,30,0,18,21,350
19069360200,2602,1122,650,812,11,7,0,0,2028,245,2,21,39,267
19069360300,1571,840,252,463,14,2,0,0,1219,65,0,9,22,256
19093090100,1705,801,327,569,5,3,0,0,1476,43,2,7,3,174
19093090200,1445,765,208,464,6,2,0,0,1239,26,1,4,4,171
19093090300,1573,801,255,515,0,2,0,0,1387,25,0,5,8,148
19105070100,2821,1148,623,1040,9,1,0,0,2352,22,1,9,19,418
19105070301,1208,348,334,516,9,1,0,0,1043,13,0,8,14,130
19105070302,1171,362,332,472,5,0,0,0,1013,13,3,3,10,129
19105070401,1947,711,424,803,9,0,0,0,1700,13,0,10,11,213
19105070402,1678,550,449,672,5,2,0,0,1469,10,2,20,9,168
19105070500,1658,597,391,662,7,1,0,0,1430,17,3,4,11,193
19105070600,2873,931,749,1179,10,4,0,0,2452,29,1,15,18,358
19161080100,1671,848,299,521,1,2,0,0,1387,59,2,4,4,215
19161080200,1741,964,254,517,3,3,0,0,1514,21,0,8,5,193
19161080300,1662,888,288,482,4,0,0,0,1402,24,0,6,2,228
19161080400,1787,876,353,547,8,3,0,0,1492,34,0,16,5,240
19187000101,3029,1126,939,941,19,4,0,0,2565,82,3,25,25,329
19187000102,1805,524,659,608,10,4,0,0,1513,62,18,23,16,173
19187000200,2513,914,809,775,9,6,0,0,2100,69,5,36,16,287
19187000300,907,254,328,317,3,5,0,0,762,41,8,10,13,73
19187000400,1231,335,427,453,11,5,0,0,986,56,22,6,17,144
19187000500,929,265,330,320,11,3,0,0,728,40,50,8,10,93
19187000600,2640,564,1061,994,16,5,0,0,2159,133,34,22,25,267
19187000700,826,205,296,311,9,5,0,0,654,35,33,16,9,79
19187000900,2729,788,762,1149,17,13,0,0,2169,122,22,33,31,352
19187010100,1726,671,496,549,10,0,0,0,1504,14,0,13,17,178
19187010200,1267,505,353,400,6,3,0,0,1073,26,2,8,9,149
19187010300,2211,987,448,762,12,2,0,0,1881,37,3,4,24,262
19187010400,2047,725,572,736,10,4,0,0,1825,19,1,4,9,189
19103000100,4880,694,3076,1075,28,7,0,0,3775,181,53,106,136,629
19103000200,2528,327,1350,816,24,11,0,0,1749,152,134,83,115,295
19103000303,1177,244,499,417,15,2,0,0,913,68,23,19,18,136
19103000304,1518,212,820,468,13,5,0,0,1015,108,96,65,94,140
19103000305,3120,578,1632,883,19,8,0,0,2326,103,47,177,114,353
19103000306,2521,564,1309,639,8,1,0,0,1880,78,28,142,102,291
19103000307,1598,167,903,507,12,9,0,0,1103,88,123,39,53,192
19103000401,1781,230,1039,499,9,4,0,0,943,77,127,142,296,196
19103000402,3144,600,1715,805,19,5,0,0,2185,95,21,282,145,416
19103000501,2912,422,1665,790,28,7,0,0,2025,110,64,146,185,382
19103000502,1817,236,1089,479,10,3,0,0,1295,78,21,81,82,260
19103000600,2006,280,1110,593,14,9,0,0,1456,107,44,82,60,257
19103001100,2866,377,1650,804,25,10,0,0,2078,144,26,81,70,467
19103001200,1603,137,1143,306,11,6,0,0,1285,60,7,31,32,188
19103001300,2500,381,1598,507,13,1,0,0,2070,58,18,45,44,265
19103001400,3625,466,2242,891,18,8,0,0,2873,114,146,72,84,336
19103001500,2011,152,1482,358,8,11,0,0,1575,61,48,39,38,250
19103001601,3295,559,1487,1193,44,12,0,0,2404,181,23,100,95,492
19103001602,2822,348,1539,898,24,13,0,0,2103,158,17,63,62,419
19103001700,2368,209,1551,582,19,7,0,0,1853,111,59,46,51,248
19103001801,3312,451,1707,1117,29,8,0,0,2168,320,180,100,127,417
19103001802,2455,321,1340,773,13,8,0,0,1495,221,255,157,69,258
19103002100,1379,239,659,463,15,3,0,0,1020,76,4,43,46,190
19103002300,4836,814,2338,1629,44,11,0,0,3456,345,48,184,123,680
19103010100,5973,1706,2526,1696,41,4,0,0,4936,81,5,50,98,803
19103010200,3811,1194,1304,1292,16,5,0,0,3086,39,0,26,66,594
19103010303,5056,1220,2073,1715,39,9,0,0,4017,158,31,70,65,715
19103010304,4116,813,1900,1364,35,4,0,0,3220,154,35,133,93,481
19103010305,3532,664,1544,1279,33,12,0,0,2817,143,38,64,69,401
19103010306,1910,470,807,609,19,5,0,0,1518,43,15,35,34,265
19103010307,2493,578,1115,776,18,6,0,0,2007,73,82,29,42,260
19103010308,3562,785,1757,993,23,4,0,0,2751,90,14,139,79,489
19103010401,2073,383,961,709,17,3,0,0,1498,187,37,39,24,288
19103010402,1884,643,658,572,11,0,0,0,1557,13,0,9,25,280
19103010501,3860,701,2056,1074,22,7,0,0,2984,208,20,125,79,444
19103010502,2088,552,842,674,17,3,0,0,1610,109,6,13,26,324
19047070100,1174,466,253,453,1,1,0,0,986,56,1,5,3,123
19047070200,1370,645,252,466,7,0,0,0,1121,57,0,10,10,172
19047070300,1412,597,317,488,7,3,0,0,1230,34,0,12,5,131
19047070401,1861,690,555,599,12,5,0,0,1271,366,0,30,19,175
19047070402,2386,768,813,787,10,8,0,0,1262,769,13,95,29,218
19047070500,1323,538,258,522,3,2,0,0,1133,32,0,7,8,143
19185070100,1472,695,316,453,7,1,0,0,1346,10,3,4,6,103
19185070200,1128,496,259,365,7,1,0,0,1038,9,1,2,11,67
19185070300,1071,491,255,320,5,0,0,0,963,13,1,3,5,86
19059450200,1642,862,251,520,8,1,0,0,1388,16,0,7,13,218
19059450501,1768,747,431,568,17,5,0,0,1474,31,0,16,15,232
19059450502,2202,1080,447,665,7,3,0,0,1867,28,0,11,19,277
19059450800,2443,979,500,944,17,3,0,0,2073,38,0,18,30,284
19059451000,2002,1023,397,572,9,1,0,0,1700,22,0,16,7,257
19059451100,3266,1636,750,855,24,1,0,0,2710,34,2,21,33,466
19167070100,2434,1774,166,480,12,2,0,0,1997,53,0,18,10,356
19167070200,3105,2594,139,361,8,3,0,0,2439,80,2,38,21,525
19167070300,4086,3212,246,621,5,2,0,0,3232,147,1,35,34,637
19167070400,2346,1346,437,551,6,6,0,0,1879,161,0,13,20,273
19167070500,2008,1272,231,492,9,4,0,0,1686,61,0,11,10,240
19167070601,1372,957,152,253,8,2,0,0,1112,46,1,19,3,191
19167070602,2558,1770,306,465,14,3,0,0,2059,105,0,19,10,365
19167070701,2629,1980,212,428,7,2,0,0,1978,89,0,29,22,511
19167070702,1566,1106,158,294,5,3,0,0,1221,81,2,13,8,241
19177950100,2614,1355,475,763,15,6,0,0,2351,29,0,8,16,210
19177950200,2033,1039,358,625,9,2,0,0,1841,12,0,17,8,155
19125030101,3655,2138,563,935,17,2,0,0,3126,37,2,47,19,424
19125030102,1954,738,535,660,20,1,0,0,1687,40,0,18,12,197
19125030201,2691,1530,461,688,10,2,0,0,2319,25,0,45,10,292
19125030202,2206,1119,416,651,13,7,0,0,1812,61,0,28,15,290
19125030300,1942,855,422,648,17,0,0,0,1610,45,4,29,22,232
19125030401,3179,1167,966,1013,26,7,0,0,2754,40,6,22,30,327
19125030402,2764,1092,715,941,14,2,0,0,2462,34,0,14,20,234
19125030500,1223,415,333,462,8,5,0,0,1049,33,2,6,9,124
19125030600,1673,645,479,543,5,1,0,0,1488,15,2,5,11,152
19125030700,1876,815,462,584,12,3,0,0,1663,18,12,4,11,168
19193000100,2322,706,819,778,13,6,0,0,1727,259,8,35,20,273
19193000201,1922,654,601,644,13,10,0,0,1543,164,4,22,11,178
19193000202,2035,820,649,549,15,2,0,0,1591,113,13,72,40,206
19193000300,4033,1496,1380,1133,19,5,0,0,3039,355,26,112,61,440
19193000400,3232,1382,1019,809,16,6,0,0,2630,162,11,56,44,329
19193000500,1867,609,662,580,13,3,0,0,1419,191,16,48,12,181
19193000600,1627,445,665,507,9,1,0,0,1342,126,1,21,12,125
19193000700,1875,593,674,588,15,5,0,0,1354,221,12,58,20,210
19193000800,1886,444,786,642,9,5,0,0,1120,427,46,88,21,184
19193000900,1340,443,522,365,7,3,0,0,1002,147,5,29,10,147
19193001000,738,200,286,243,7,2,0,0,447,108,25,61,14,83
19193001100,1879,443,780,638,12,6,0,0,1046,495,34,123,38,143
19193001200,947,154,421,355,12,5,0,0,348,377,21,115,21,65
19193001300,524,89,243,185,5,2,0,0,245,140,39,23,30,47
19193001400,1765,334,842,571,16,2,0,0,1032,495,27,53,18,140
19193001500,809,132,359,306,7,5,0,0,404,211,66,55,11,62
19193001801,2653,844,873,900,28,8,0,0,2064,231,8,30,29,291
19193001802,1189,463,365,353,4,4,0,0,910,131,3,15,19,111
19193001900,1828,645,561,604,13,5,0,0,1442,169,4,19,13,181
19193002000,3070,1041,978,1007,33,11,0,0,2386,266,7,39,34,338
19193002101,2361,1037,687,622,12,3,0,0,1908,115,2,35,41,260
19193002102,4170,1902,1098,1144,23,3,0,0,3398,229,12,79,50,402
19193003100,2452,1145,493,804,8,2,0,0,2103,30,0,15,8,296
19193003200,3448,1824,631,979,11,3,0,0,3010,49,0,14,16,359
19193003301,3172,1454,703,993,19,3,0,0,2592,105,4,52,42,377
19193003302,2640,1546,501,579,11,3,0,0,2260,57,1,25,35,262
19193003500,2688,1333,528,808,16,3,0,0,2380,48,4,18,14,224
19193003600,1254,313,517,407,10,7,0,0,810,176,37,46,36,149
19193940200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19153000101,1555,314,731,488,15,7,0,0,1191,84,82,24,23,151
19153000102,2335,535,1047,730,16,7,0,0,1909,150,20,37,15,204
19153000103,1410,336,622,434,14,4,0,0,1171,81,12,36,20,90
19153000201,1633,367,780,465,19,2,0,0,1295,122,23,61,16,116
19153000202,2204,542,1034,601,18,9,0,0,1719,173,53,55,26,178
19153000300,2037,368,1000,642,21,6,0,0,1385,185,116,117,24,210
19153000400,2450,464,1185,760,32,9,0,0,1775,209,86,138,19,223
19153000500,2436,366,1271,755,33,11,0,0,1685,266,135,113,32,205
19153000600,2155,403,1066,650,29,7,0,0,1651,139,99,41,25,200
19153000701,1567,266,838,436,16,11,0,0,838,94,274,156,55,150
19153000702,2086,447,1054,560,20,5,0,0,1514,62,111,133,42,224
19153000703,2351,448,1300,578,19,6,0,0,1867,75,41,78,31,259
19153000704,2085,519,1004,543,16,3,0,0,1595,88,31,93,42,236
19153000801,3494,708,1702,1043,32,9,0,0,2430,147,190,161,159,407
19153000802,2574,519,1391,630,28,6,0,0,2178,62,11,33,39,251
19153000803,2555,496,1221,810,21,7,0,0,1994,125,50,74,60,252
19153000901,2310,474,1168,632,30,6,0,0,1872,111,28,44,58,197
19153000902,2461,438,1505,498,20,0,0,0,2053,53,12,33,58,252
19153001000,3520,537,2143,801,30,9,0,0,2721,113,130,87,67,402
19153001100,2583,338,1478,730,25,12,0,0,1486,228,327,99,104,339
19153001200,1750,181,1078,475,10,6,0,0,494,211,702,162,49,132
19153001500,1628,239,918,448,16,7,0,0,1104,175,85,92,19,153
19153001700,1402,98,917,373,9,5,0,0,313,232,631,141,20,65
19153001800,1020,200,493,315,7,5,0,0,815,90,20,24,7,64
19153001900,2315,515,1045,720,29,6,0,0,1829,177,44,47,18,200
19153002100,2361,408,1168,755,25,5,0,0,1728,339,37,60,12,185
19153002600,1031,122,653,239,14,3,0,0,495,76,284,43,46,87
19153002700,2295,196,1586,483,25,5,0,0,1489,100,253,94,105,254
19153002800,2234,304,1423,478,25,4,0,0,1696,88,110,55,62,223
19153002900,2884,428,1830,594,23,9,0,0,2215,110,70,81,56,352
19153003001,1504,254,968,270,12,0,0,0,1277,27,4,15,27,154
19153003002,2549,487,1607,440,12,3,0,0,2156,52,6,43,32,260
19153003100,1389,271,845,262,8,3,0,0,1169,29,3,21,24,143
19153003200,2159,453,1354,339,9,4,0,0,1798,26,11,52,44,228
19153003901,1469,239,771,443,11,5,0,0,865,230,110,118,14,132
19153003902,2830,522,1492,791,17,8,0,0,1620,333,154,353,62,308
19153004001,2122,397,1104,592,21,8,0,0,1459,140,156,50,85,232
19153004004,2556,637,1363,536,16,4,0,0,2119,75,30,43,33,256
19153004100,2228,480,1188,541,14,5,0,0,1848,95,11,27,18,229
19153004200,1910,275,1044,565,19,7,0,0,1404,232,44,46,22,162
19153004300,2936,574,1486,841,27,8,0,0,2259,226,55,96,28,272
19153004400,2002,308,1051,612,25,6,0,0,1355,302,84,81,19,161
19153004501,2320,428,1179,686,17,10,0,0,1676,207,70,110,32,225
19153004502,1694,348,884,440,14,8,0,0,1398,91,16,26,19,144
19153004602,3322,646,1684,954,24,14,0,0,2400,368,124,103,55,272
19153004603,2169,520,1029,581,32,7,0,0,1761,146,37,37,18,170
19153004701,2245,437,998,777,24,9,0,0,1717,232,32,46,14,204
19153004702,1113,178,541,382,11,1,0,0,804,97,49,30,13,120
19153004800,1218,146,684,368,11,9,0,0,615,311,100,84,18,90
19153004900,730,87,408,227,4,4,0,0,365,69,143,57,20,76
19153005000,1681,170,1051,442,11,7,0,0,470,217,648,171,61,114
19153005101,4607,756,2509,1262,66,14,0,0,3421,169,285,116,74,542
19153005102,936,106,574,248,7,1,0,0,617,47,134,25,19,94
19153005200,1508,190,807,485,16,10,0,0,906,298,88,54,48,114
19153005300,1314,230,669,395,16,4,0,0,930,160,54,56,10,104
19153010101,4330,1901,1121,1278,25,5,0,0,3672,80,7,71,35,465
19153010102,7280,2586,2006,2599,80,9,0,0,6048,205,110,109,71,737
19153010205,6070,1994,2079,1925,63,9,0,0,5023,153,16,80,93,705
19153010207,3197,1251,981,938,26,1,0,0,2697,55,5,46,57,337
19153010208,2989,982,945,1015,38,9,0,0,2449,75,7,41,52,365
19153010209,4158,1407,1340,1357,44,10,0,0,3386,102,14,77,57,522
19153010211,2831,992,1010,807,19,3,0,0,2333,57,8,36,36,361
19153010212,2863,932,1025,874,24,8,0,0,2367,94,3,30,53,316
19153010213,3502,1377,1075,1020,27,3,0,0,2961,46,8,48,57,382
19153010214,5960,1918,2023,1950,60,9,0,0,4865,156,45,151,100,643
19153010215,4321,1706,1199,1386,26,4,0,0,3598,77,9,76,47,514
19153010216,10462,3625,3282,3434,106,15,0,0,8555,288,32,206,160,1221
19153010404,3160,1076,1209,849,22,4,0,0,2505,91,21,75,68,400
19153010406,2661,828,1105,706,16,6,0,0,2086,82,16,62,86,329
19153010407,3428,1241,1301,862,22,2,0,0,2738,99,12,78,88,413
19153010408,2463,668,1056,701,33,5,0,0,1927,85,34,61,92,264
19153010409,2936,933,1183,787,27,6,0,0,2208,92,26,111,121,378
19153010410,1734,509,744,461,17,3,0,0,1348,60,9,45,64,208
19153010411,2754,804,1168,750,31,1,0,0,2113,66,43,114,77,341
19153010500,3855,1281,1355,1182,31,6,0,0,3334,103,6,62,40,310
19153010601,1713,475,660,558,17,3,0,0,1456,67,5,14,20,151
19153010602,4705,1448,1833,1385,33,6,0,0,3893,160,34,131,65,422
19153010702,4286,1633,1288,1321,39,5,0,0,3753,78,3,30,38,384
19153010703,2981,863,1091,979,44,4,0,0,2480,102,16,32,41,310
19153010707,2424,769,896,735,21,3,0,0,2044,66,4,37,22,251
19153010708,4347,1542,1424,1350,28,3,0,0,3732,117,12,53,37,396
19153010709,3209,1019,1133,1012,37,8,0,0,2762,75,8,39,21,304
19153010803,3449,1070,1391,952,30,6,0,0,2880,102,24,68,45,330
19153010804,3610,1343,1159,1070,33,5,0,0,3075,126,9,46,26,328
19153010805,4419,1062,2081,1226,37,13,0,0,3065,367,61,328,67,531
19153010806,2227,545,948,711,20,3,0,0,1667,179,42,95,16,228
19153011001,2179,453,957,740,23,6,0,0,1667,176,42,32,43,219
19153011021,3712,1112,1539,1017,40,4,0,0,3090,121,16,76,60,349
19153011025,2737,903,1117,692,23,2,0,0,2187,97,13,57,56,327
19153011026,4752,1798,1606,1307,38,3,0,0,3824,121,14,159,100,534
19153011027,4746,1476,1898,1326,33,13,0,0,3612,150,71,202,187,524
19153011028,3707,1197,1410,1065,25,10,0,0,2940,135,27,60,94,451
19153011111,3172,727,1490,918,28,9,0,0,2491,178,50,47,85,321
19153011112,2932,929,1230,749,21,3,0,0,2333,151,23,78,82,265
