GEOID20,total_reg,party_rep,party_dem,party_npp,party_lib,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
40109108007,1943,820,762,338,23,0,0,1479,76,224,22,17,125
40109108008,1768,439,914,403,12,0,0,862,96,719,16,18,57
40109108009,1537,487,757,286,7,0,0,833,81,533,10,16,64
40109108010,1391,369,700,313,9,0,0,756,73,496,4,9,53
40109108011,1717,250,1181,277,9,0,0,438,91,1115,15,11,47
40109108101,2863,1760,651,434,18,0,0,2321,79,98,81,42,242
40109108106,4284,2790,749,720,25,0,0,3588,127,14,114,83,358
40109108107,3165,1999,705,440,21,0,0,2723,73,8,59,57,245
40109108109,4116,2598,935,562,21,0,0,3547,103,9,77,48,332
40109108110,2941,1748,744,426,23,0,0,2476,70,28,93,63,211
40109108113,2832,1527,769,514,22,0,0,2320,164,17,60,46,225
40109108114,2814,1491,748,549,26,0,0,2293,112,65,55,63,226
40109108201,2088,1046,623,398,21,0,0,1770,72,43,30,29,144
40109108203,1472,636,457,351,28,0,0,1199,78,47,15,16,117
40109108204,1180,473,439,254,14,0,0,867,71,142,11,17,72
40109108207,509,129,221,148,11,0,0,392,38,13,8,5,53
40109108208,1796,762,638,376,20,0,0,1376,83,132,25,45,135
40109108215,2932,1532,863,512,25,0,0,2478,99,71,44,42,198
40109108216,1870,918,624,313,15,0,0,1478,74,74,41,33,170
40109108217,2398,1201,702,471,24,0,0,1982,100,72,37,35,172
40109108222,1537,1065,220,242,10,0,0,1326,44,3,19,16,129
40109108223,3594,2450,581,544,19,0,0,3059,91,6,73,78,287
40109108224,2406,1515,488,397,6,0,0,2034,59,22,35,28,228
40109108225,1888,1128,433,317,10,0,0,1539,71,38,38,43,159
40109108226,962,383,354,216,9,0,0,666,59,94,29,30,84
40109108227,1447,790,392,255,10,0,0,1173,53,32,45,52,92
40109108228,1232,763,238,227,4,0,0,1023,43,13,29,11,113
40109108229,1933,1041,506,369,17,0,0,1559,86,35,47,36,170
40109108230,1257,579,405,259,14,0,0,954,46,95,33,18,111
40109108231,1430,964,238,211,17,0,0,1204,35,4,32,32,123
40109108232,2269,1402,504,343,20,0,0,1946,67,10,33,25,188
40109108233,2220,1056,677,465,22,0,0,1724,109,74,91,61,161
40109108234,3428,1849,918,638,23,0,0,2699,161,71,98,113,286
40109108235,1328,659,409,252,8,0,0,1018,72,18,74,34,112
40109108236,1091,492,328,253,18,0,0,808,53,53,37,43,97
40109108237,1866,935,535,381,15,0,0,1365,98,56,124,86,137
40109108238,1214,544,423,235,12,0,0,885,64,110,16,24,115
40109108301,1081,267,657,152,5,0,0,450,51,504,15,15,46
40109108302,3092,1360,1121,587,24,0,0,2284,111,424,42,43,188
40109108304,2861,1446,881,507,27,0,0,2361,115,51,40,42,252
40109108307,3035,819,1687,502,27,0,0,1481,133,1177,42,32,170
40109108309,930,112,636,177,5,0,0,201,58,635,7,10,19
40109108310,1392,274,832,272,14,0,0,577,71,616,16,20,92
40109108314,1312,310,632,353,17,0,0,713,83,363,26,25,102
40109108317,2634,1283,801,517,33,0,0,2046,156,98,103,41,190
40109108318,3641,1853,1066,691,31,0,0,2485,155,276,265,181,279
40109108319,1758,813,557,370,18,0,0,1345,76,121,39,34,143
40109108320,1511,871,406,221,13,0,0,1332,35,18,14,16,96
40109108321,654,149,358,143,4,0,0,310,28,254,13,12,37
40109108322,1442,368,729,338,7,0,0,760,73,462,25,19,103
40109108323,2111,848,784,456,23,0,0,1495,84,282,47,48,155
40109108324,1397,827,349,215,6,0,0,1150,37,24,44,30,112
40109108325,2932,1353,1028,530,21,0,0,2193,132,165,153,89,200
40109108326,1534,632,581,311,10,0,0,1152,99,106,32,30,115
40109108402,1029,525,359,135,10,0,0,871,26,15,17,13,87
40109108403,1274,586,473,203,12,0,0,1091,37,33,18,20,75
40109108404,1976,765,875,327,9,0,0,1495,63,234,30,26,128
40109108506,2272,1203,715,335,19,0,0,1816,55,97,58,60,186
40109108507,864,499,240,123,2,0,0,758,19,10,12,8,57
40109108508,1087,501,418,159,9,0,0,835,36,71,39,23,83
40109108513,2330,1082,865,366,17,0,0,1718,121,234,48,44,165
40109108514,2297,874,961,441,21,0,0,1572,116,389,41,34,145
40109108515,3126,1590,1076,442,18,0,0,2530,106,152,51,48,239
40109108520,1526,919,408,186,13,0,0,1255,29,72,18,38,114
40109108521,905,303,387,209,6,0,0,588,62,109,49,18,79
40109108523,3578,1612,1287,648,31,0,0,2652,179,313,137,63,234
40109108524,3216,1785,907,510,14,0,0,2401,124,195,187,97,212
40109108525,1240,525,471,235,9,0,0,868,77,119,65,19,92
40109108526,2367,914,962,465,26,0,0,1569,133,385,72,34,174
40109108527,3342,1416,1277,620,29,0,0,2442,147,287,100,112,254
40109108528,1321,651,427,230,13,0,0,1004,31,128,43,41,74
40109108529,2164,1282,557,310,15,0,0,1730,50,24,90,82,188
40109108530,2418,1106,862,435,15,0,0,1792,131,181,100,60,154
40109108531,2480,1511,514,438,17,0,0,1980,86,23,109,72,210
40109108532,1442,923,298,209,12,0,0,1206,59,17,25,21,114
40109108533,1103,781,178,139,5,0,0,943,35,2,9,23,91
40109108534,2959,1546,817,575,21,0,0,2255,145,55,107,117,280
40109108535,6117,3359,1521,1185,52,0,0,4787,225,133,249,167,556
40109108536,3303,1629,1117,531,26,0,0,2572,121,134,158,77,241
40109108537,2329,1213,722,375,19,0,0,1927,99,67,21,52,163
40109108538,1683,948,492,235,8,0,0,1369,46,75,35,52,106
40109108603,2312,1298,529,466,19,0,0,1761,230,37,64,28,192
40109108604,2228,1002,688,515,23,0,0,1727,195,28,80,28,170
40109108701,1884,1130,493,255,6,0,0,1621,77,46,26,18,96
40109108706,1904,958,590,345,11,0,0,1557,65,107,17,28,130
40109108707,2457,1229,803,403,22,0,0,1959,91,207,27,15,158
40109108708,2530,1636,479,397,18,0,0,2231,73,5,14,19,188
40109108709,2000,1254,415,310,21,0,0,1778,53,4,15,12,138
40109108710,2200,1319,480,388,13,0,0,1884,85,25,25,10,171
40109108711,2296,1419,536,332,9,0,0,2045,49,9,16,20,157
40109108712,1384,886,255,228,15,0,0,1148,76,14,27,10,109
40109108713,2239,1376,475,379,9,0,0,1941,68,5,23,27,175
40109108802,2940,1769,659,483,29,0,0,2567,91,49,22,20,191
40109108803,617,38,518,59,2,0,0,62,11,523,8,1,12
40109108804,1838,899,654,272,13,0,0,1251,67,413,11,14,82
40109108805,1929,908,628,378,15,0,0,1461,67,266,16,10,109
40109108806,1164,659,335,166,4,0,0,999,34,32,2,19,78
40109108807,911,478,265,161,7,0,0,770,28,32,9,5,67
40109108900,2135,1016,701,404,14,0,0,1658,84,237,15,14,127
40109109001,1158,658,296,193,11,0,0,994,36,19,4,17,88
40109109003,2923,1838,644,419,22,0,0,2578,89,10,15,24,207
40109109004,2199,1361,449,377,12,0,0,1925,60,6,15,19,174
40109109202,1937,1187,421,297,32,0,0,1682,63,44,9,13,126
40109109203,2736,1802,494,428,12,0,0,2267,75,96,41,41,216
40109109204,1940,1310,353,261,16,0,0,1706,37,12,31,20,134
40109109205,1846,1235,333,269,9,0,0,1514,57,11,48,79,137
40109109300,1291,291,701,285,14,0,0,1022,52,63,35,15,104
40109109400,1209,360,589,248,12,0,0,963,31,56,18,15,126
40109109500,1671,109,1307,243,12,0,0,254,60,1282,28,14,33
40109109600,266,95,90,79,2,0,0,178,23,4,24,6,31
40109109700,1216,339,542,311,24,0,0,777,66,194,41,22,116
40109109800,565,98,190,271,6,0,0,411,79,3,2,8,62
40109109900,515,142,194,174,5,0,0,359,55,38,1,7,55
40109110000,432,104,176,148,4,0,0,282,85,17,6,7,35
40109980001,35,21,5,9,0,0,0,27,4,0,2,0,2
40109980002,1,0,1,0,0,0,0,1,0,0,0,0,0
40109980003,5,0,5,0,0,0,0,3,1,0,0,0,1
40109980004,9,1,8,0,0,0,0,5,2,0,0,0,2
40109980005,1,0,0,1,0,0,0,1,0,0,0,0,0
40109980006,2,0,2,0,0,0,0,2,0,0,0,0,0
40109980007,129,42,53,31,3,0,0,105,5,4,3,1,11
40109980008,10,1,5,4,0,0,0,7,1,1,0,1,0
40109980009,0,0,0,0,0,0,0,0,0,0,0,0,0
40117957100,2303,1358,640,291,14,0,0,2072,38,7,12,14,160
40117957200,1822,1168,371,262,21,0,0,1605,37,2,17,10,151
40117957300,1151,689,283,173,6,0,0,1041,25,5,6,3,71
40117957400,955,537,331,81,6,0,0,860,10,3,12,6,64
40117957500,1664,686,705,259,14,0,0,1421,23,31,8,30,151
40055967100,762,375,298,80,9,0,0,666,35,1,3,4,53
40055967200,1759,752,786,216,5,0,0,1442,118,73,8,8,110
40001376600,1065,542,352,163,8,0,0,946,23,5,13,4,74
40001376700,2519,1274,908,327,10,0,0,2215,59,14,32,18,181
40001376800,914,475,359,78,2,0,0,774,16,6,9,22,87
40001376900,4160,1822,1820,492,26,0,0,3419,169,33,23,101,415
40001377000,650,325,252,69,4,0,0,529,16,2,6,26,71
40003955600,821,615,125,77,4,0,0,719,15,2,3,3,79
40003955700,892,703,129,58,2,0,0,779,18,0,4,2,89
40003956000,949,742,123,75,9,0,0,847,10,0,5,6,81
40121485601,622,340,201,79,2,0,0,552,10,15,0,4,41
40121485602,790,445,239,102,4,0,0,702,9,22,4,4,49
40121485700,1319,658,510,147,4,0,0,1186,24,5,3,8,93
40121485800,2305,1175,789,333,8,0,0,2064,47,15,14,9,156
40121485900,1083,515,397,163,8,0,0,979,18,9,6,5,66
40121486000,1880,941,692,241,6,0,0,1670,37,21,14,15,123
40121486100,4070,1637,1711,692,30,0,0,3483,146,113,32,18,278
40121486200,1673,646,679,336,12,0,0,1427,75,50,5,9,107
40121486300,2,1,1,0,0,0,0,2,0,0,0,0,0
40121486400,1300,548,469,268,15,0,0,1093,52,37,10,15,93
40121486500,3364,1531,1337,474,22,0,0,2873,117,125,36,19,194
40121486600,1761,897,667,190,7,0,0,1561,47,13,10,7,123
40121486700,2520,966,1182,366,6,0,0,2195,50,58,19,20,178
40121486800,1275,493,616,164,2,0,0,1196,17,5,2,4,51
40065968100,1357,962,256,134,5,0,0,1196,73,5,5,4,74
40065968200,791,543,154,93,1,0,0,678,63,9,1,6,34
40065968300,899,571,224,97,7,0,0,751,99,5,3,3,38
40065968400,3183,2073,700,382,28,0,0,2651,226,36,23,12,235
40065968500,1384,776,330,260,18,0,0,1052,137,52,12,8,123
40065968600,1260,531,422,290,17,0,0,775,333,67,6,8,71
40065968700,495,200,190,103,2,0,0,318,70,63,5,0,39
40065968800,1232,527,451,235,19,0,0,853,217,86,6,9,61
40151954201,1495,1053,281,140,21,0,0,1303,29,6,17,6,134
40151954202,843,579,165,93,6,0,0,698,28,9,12,10,86
40151954300,1114,707,252,148,7,0,0,968,30,2,12,11,91
40151954400,941,671,179,85,6,0,0,841,16,3,4,6,71
40097040100,2271,1110,796,356,9,0,0,2003,73,3,18,18,156
40097040200,2511,1305,857,337,12,0,0,2256,73,1,17,25,139
40097040300,2326,1388,653,270,15,0,0,2098,40,0,9,16,163
40097040400,2537,1527,684,320,6,0,0,2273,36,16,11,7,194
40097040501,2676,1409,924,325,18,0,0,2376,54,7,20,31,188
40097040502,1825,985,597,232,11,0,0,1654,17,2,14,17,121
40097040600,2092,1117,680,286,9,0,0,1887,18,4,9,29,145
40097040700,1592,844,500,247,1,0,0,1447,22,0,15,7,101
40097040801,1396,811,411,166,8,0,0,1273,22,2,7,5,87
40097040802,1723,928,598,186,11,0,0,1587,20,1,5,2,108
40053956400,835,634,122,72,7,0,0,730,9,1,3,14,78
40053956500,1704,1237,290,166,11,0,0,1472,36,3,4,12,177
40025950100,447,339,74,33,1,0,0,370,29,5,2,1,40
40025950300,741,571,109,59,2,0,0,636,55,1,4,2,43
40127097600,1308,479,701,125,3,0,0,1188,17,12,7,8,76
40127097701,2504,1008,1187,301,8,0,0,2188,59,25,12,11,209
40127097702,743,398,276,69,0,0,0,654,30,3,0,3,53
40127097800,1119,499,504,111,5,0,0,1024,16,13,7,3,56
40093955100,1590,1270,182,132,6,0,0,1360,84,4,6,12,124
40093955200,612,497,65,46,4,0,0,531,18,0,5,0,58
40093955300,1747,1372,201,160,14,0,0,1547,43,0,9,6,142
40139950600,1421,1026,193,198,4,0,0,1078,214,2,13,14,100
40139950700,692,454,134,101,3,0,0,531,89,8,5,6,53
40139950800,1946,1132,406,389,19,0,0,1198,572,5,52,17,102
40139950901,239,91,80,68,0,0,0,86,123,0,9,4,17
40139950902,2180,1408,437,325,10,0,0,1459,532,4,23,10,152
40139951000,561,387,113,58,3,0,0,455,76,1,6,2,21
40031000100,1391,387,578,410,16,0,0,893,146,214,12,24,102
40031000200,827,218,353,249,7,0,0,483,74,190,13,6,61
40031000300,2220,738,948,507,27,0,0,1338,220,438,42,21,161
40031000402,1716,708,688,315,5,0,0,1118,143,280,57,26,92
40031000403,2518,1223,889,385,21,0,0,1809,185,248,78,21,177
40031000404,1622,539,693,374,16,0,0,971,156,330,18,22,125
40031000405,884,318,368,192,6,0,0,551,89,162,21,11,50
40031000503,1520,528,664,314,14,0,0,903,123,335,35,15,109
40031000504,1768,663,721,368,16,0,0,1224,182,213,20,19,110
40031000505,1350,399,587,349,15,0,0,721,167,344,17,20,81
40031000506,1915,706,802,389,18,0,0,1117,201,404,42,27,124
40031000600,1212,514,451,236,11,0,0,906,89,97,26,22,72
40031000700,945,335,388,217,5,0,0,667,117,79,11,7,64
40031000800,793,217,332,233,11,0,0,496,93,122,16,18,48
40031000900,993,408,379,192,14,0,0,767,79,37,15,4,91
40031001000,796,279,350,161,6,0,0,550,86,76,8,5,71
40031001100,737,237,312,179,9,0,0,492,71,83,10,12,69
40031001400,378,106,156,112,4,0,0,260,34,40,9,7,28
40031001500,836,250,364,215,7,0,0,540,95,117,9,11,64
40031001600,695,78,445,168,4,0,0,204,46,383,6,6,50
40031001700,744,239,305,197,3,0,0,533,91,59,6,10,45
40031001901,752,278,316,151,7,0,0,462,77,151,6,14,42
40031001902,592,110,362,119,1,0,0,228,29,293,8,8,26
40031002001,2704,1272,913,496,23,0,0,1874,210,332,54,27,207
40031002003,2015,1253,527,226,9,0,0,1765,68,25,15,9,133
40031002004,1867,843,700,305,19,0,0,1263,147,303,18,15,121
40031002005,1489,617,564,294,14,0,0,1075,132,137,21,17,107
40031002101,1627,891,394,323,19,0,0,1294,131,21,18,19,144
40031002102,2925,1700,765,436,24,0,0,2573,95,10,22,26,199
40031002201,1265,680,350,229,6,0,0,1050,57,5,7,20,126
40031002202,2220,1229,620,361,10,0,0,1816,101,32,25,33,213
40031002301,3648,2013,1063,550,22,0,0,2880,247,169,47,45,260
40031002302,2495,1231,841,403,20,0,0,2008,149,19,15,54,250
40031002401,1,1,0,0,0,0,0,1,0,0,0,0,0
40031002403,293,156,60,73,4,0,0,221,32,4,4,3,29
40031002405,237,91,56,85,5,0,0,155,29,15,9,4,25
40031002406,878,351,220,289,18,0,0,543,143,63,14,18,97
40031002500,862,294,358,203,7,0,0,557,79,124,12,15,75
40047000101,1005,485,262,247,11,0,0,818,87,10,7,7,76
40047000102,1145,583,282,267,13,0,0,945,92,10,5,8,85
40047000200,1285,865,217,189,14,0,0,1127,34,5,9,13,97
40047000601,1455,929,322,194,10,0,0,1218,69,12,13,11,132
40047000602,1195,605,348,235,7,0,0,901,109,101,5,12,67
40047000701,914,364,266,270,14,0,0,672,154,15,9,5,59
40047000702,918,387,281,236,14,0,0,679,151,28,7,5,48
40047001100,2186,1684,304,195,3,0,0,1892,44,0,18,9,223
40047001200,2077,1523,335,206,13,0,0,1801,60,2,9,13,192
40047001301,2671,1939,438,279,15,0,0,2274,113,6,33,21,224
40047001302,2334,1697,412,215,10,0,0,2049,66,8,26,17,168
40047001401,1635,915,371,330,19,0,0,1416,76,11,12,11,109
40047001402,2550,1673,527,339,11,0,0,2160,105,8,18,15,244
40047001500,2399,1371,565,439,24,0,0,1908,231,36,13,20,191
40047001602,1836,1125,382,315,14,0,0,1550,78,8,14,6,180
40047001603,1525,986,317,205,17,0,0,1299,70,11,6,12,127
40047001604,1392,965,263,159,5,0,0,1181,58,10,19,12,112
40119010101,2811,1383,920,477,31,0,0,2378,76,31,46,31,249
40119010102,2096,792,861,404,39,0,0,1679,78,66,43,31,199
40119010201,1282,576,459,237,10,0,0,1066,32,6,23,23,132
40119010202,815,317,306,177,15,0,0,654,39,16,19,21,66
40119010300,800,386,257,148,9,0,0,672,28,1,13,9,77
40119010400,44,15,18,11,0,0,0,33,3,3,0,2,3
40119010501,325,136,114,65,10,0,0,280,13,1,2,5,24
40119010502,185,45,82,55,3,0,0,137,11,1,6,1,29
40119010503,438,124,193,110,11,0,0,334,28,8,12,6,50
40119010600,2298,1021,804,443,30,0,0,1934,91,31,35,40,167
40119010700,1201,497,415,275,14,0,0,963,56,62,12,15,93
40119010800,1102,405,501,184,12,0,0,934,31,10,21,12,94
40119010901,1800,956,548,285,11,0,0,1510,29,9,51,43,158
40119010902,4097,2134,1250,684,29,0,0,3422,142,26,87,51,369
40119011001,2286,1318,609,342,17,0,0,1999,56,4,30,19,178
40119011002,1861,1155,461,230,15,0,0,1658,35,12,9,18,129
40119011101,3162,1993,717,431,21,0,0,2795,74,8,29,32,224
40119011103,1537,1030,323,172,12,0,0,1360,29,6,7,15,120
40119011104,2129,1325,489,303,12,0,0,1879,42,11,4,11,182
40119011200,1272,710,359,196,7,0,0,1158,12,2,10,8,82
40119011301,1741,1108,391,231,11,0,0,1572,37,10,14,9,99
40119011302,2064,1229,511,309,15,0,0,1821,62,8,16,9,148
40119011400,1618,936,377,293,12,0,0,1439,37,26,13,5,98
40059952100,771,565,147,56,3,0,0,638,55,0,3,0,75
40059952200,1026,802,138,86,0,0,0,906,36,1,6,3,74
40069660198,1593,798,641,154,0,0,0,1463,26,12,5,2,85
40069660201,1641,685,708,238,10,0,0,1442,49,51,7,4,88
40069660202,762,355,315,90,2,0,0,700,10,1,1,5,45
40069660300,1407,605,618,176,8,0,0,1260,39,6,10,6,86
40011958600,788,573,150,56,9,0,0,681,26,2,3,5,71
40011958700,697,487,152,58,0,0,0,617,18,2,8,6,46
40011958800,520,335,137,47,1,0,0,443,9,2,3,4,59
40011958900,1636,906,511,213,6,0,0,1269,112,97,16,33,109
40011959000,745,408,240,92,5,0,0,588,49,12,2,18,76
40143000200,332,19,262,49,2,0,0,42,10,269,1,4,6
40143000300,1008,196,612,195,5,0,0,398,129,418,5,13,45
40143000400,1579,275,953,339,12,0,0,901,231,339,15,24,69
40143000500,830,41,655,132,2,0,0,72,31,704,6,6,11
40143000800,743,73,549,116,5,0,0,152,21,541,2,4,23
40143000900,844,94,581,165,4,0,0,258,35,507,7,9,28
40143001000,847,61,681,103,2,0,0,94,15,689,13,7,29
40143001200,434,96,211,123,4,0,0,216,124,52,8,3,31
40143001300,494,127,221,143,3,0,0,303,112,34,7,10,28
40143001400,1326,348,605,355,18,0,0,817,257,153,10,15,74
40143001500,1400,427,642,322,9,0,0,1067,173,68,6,11,75
40143001600,1494,434,692,354,14,0,0,1014,223,138,13,15,91
40143001700,1365,447,625,277,16,0,0,1135,70,29,7,14,110
40143001800,971,301,424,233,13,0,0,818,60,13,14,7,59
40143001900,896,307,389,193,7,0,0,742,55,17,9,8,65
40143002000,767,215,373,172,7,0,0,606,73,13,7,11,57
40143002100,568,112,286,164,6,0,0,383,47,38,20,14,66
40143002301,1085,263,522,287,13,0,0,777,160,66,8,13,61
40143002500,1983,545,851,553,34,0,0,1441,111,170,32,42,187
40143002700,1332,333,684,299,16,0,0,1031,102,81,6,17,95
40143002900,1288,605,440,238,5,0,0,1113,36,45,9,8,77
40143003000,755,324,254,169,8,0,0,638,44,13,5,4,51
40143003100,1663,469,811,366,17,0,0,1364,55,63,23,33,125
40143003200,1083,364,518,188,13,0,0,967,22,11,8,12,63
40143003300,1392,428,667,285,12,0,0,1219,34,7,24,14,94
40143003400,1055,227,572,239,17,0,0,800,54,79,16,18,88
40143003500,1379,436,648,279,16,0,0,1156,41,18,17,24,123
40143003600,1517,559,673,275,10,0,0,1327,45,2,21,10,112
40143003700,1715,599,787,320,9,0,0,1508,63,12,18,18,96
40143003800,1068,399,437,227,5,0,0,875,56,22,14,9,92
40143003900,2403,859,1050,468,26,0,0,2069,82,42,19,28,163
40143004000,2673,1064,1100,485,24,0,0,2287,75,58,27,27,199
40143004101,1807,1039,527,236,5,0,0,1543,21,3,40,22,178
40143004200,2214,1086,754,362,12,0,0,1898,59,4,18,25,210
40143004301,1704,967,517,217,3,0,0,1496,23,1,11,30,143
40143004302,2333,1254,758,310,11,0,0,2001,63,8,25,31,205
40143004400,1463,563,619,264,17,0,0,1243,41,16,23,14,126
40143004500,2002,905,753,332,12,0,0,1728,49,7,35,31,152
40143004600,934,203,484,232,15,0,0,549,57,254,10,8,56
40143004700,979,461,322,188,8,0,0,830,44,7,13,4,81
40143004800,1939,835,670,411,23,0,0,1654,95,16,16,9,149
40143004900,677,299,244,122,12,0,0,534,39,40,8,8,48
40143005001,1130,401,477,245,7,0,0,936,55,18,14,17,90
40143005002,2179,916,823,418,22,0,0,1767,87,62,24,43,196
40143005100,1375,750,423,195,7,0,0,1166,30,15,29,26,109
40143005200,1952,863,748,330,11,0,0,1628,70,27,13,21,193
40143005300,2790,1043,1253,457,37,0,0,2364,123,64,24,34,181
40143005401,1796,1190,347,252,7,0,0,1600,46,4,22,13,111
40143005403,2104,1222,515,352,15,0,0,1848,56,5,20,14,161
40143005404,3762,2444,722,575,21,0,0,3238,143,7,59,27,288
40143005500,2051,1297,430,311,13,0,0,1831,50,3,12,16,139
40143005600,1625,948,433,230,14,0,0,1435,63,6,16,6,99
40143005700,361,22,291,48,0,0,0,49,14,287,3,2,6
40143005801,1789,933,528,307,21,0,0,1546,65,11,23,16,128
40143005805,2210,1262,590,338,20,0,0,1882,98,21,27,22,160
40143005808,1786,1094,427,253,12,0,0,1456,68,30,60,12,160
40143005809,3473,2120,754,564,35,0,0,2951,126,43,51,42,260
40143005810,1296,747,307,233,9,0,0,1092,70,16,18,11,89
40143005811,2072,1216,508,331,17,0,0,1740,87,18,46,20,161
40143005812,7342,4612,1598,1084,48,0,0,6374,267,23,106,75,497
40143005813,651,402,124,122,3,0,0,549,25,5,10,10,52
40143005900,607,231,233,135,8,0,0,402,90,41,6,4,64
40143006000,1380,439,602,327,12,0,0,992,198,102,13,12,63
40143006200,708,26,591,89,2,0,0,103,14,572,3,3,13
40143006506,1398,844,359,183,12,0,0,1249,30,1,6,12,100
40143006507,1034,635,262,133,4,0,0,878,34,55,2,6,59
40143006600,1492,881,393,206,12,0,0,1344,51,2,5,8,82
40143006701,1176,464,481,220,11,0,0,820,75,168,15,15,83
40143006703,2046,1105,536,385,20,0,0,1636,119,64,42,30,155
40143006708,5318,3550,957,769,42,0,0,4559,186,23,116,60,374
40143006709,4054,2437,926,662,29,0,0,3334,147,32,149,69,323
40143006710,2749,1673,605,447,24,0,0,2168,127,19,133,56,246
40143006711,1531,801,460,251,19,0,0,1237,59,34,38,30,133
40143006712,3041,1919,712,388,22,0,0,2606,86,31,65,26,227
40143006713,1100,619,285,189,7,0,0,931,53,17,16,8,75
40143006801,1174,382,522,258,12,0,0,825,81,158,14,18,78
40143006803,1391,487,616,276,12,0,0,1029,41,189,12,24,96
40143006804,1201,389,542,266,4,0,0,897,73,116,18,11,86
40143006901,2645,1222,1000,409,14,0,0,2291,55,33,24,42,200
40143006902,1216,641,383,184,8,0,0,1039,46,12,11,17,91
40143006903,2488,1164,923,375,26,0,0,2051,97,71,23,50,196
40143006905,1566,503,691,353,19,0,0,1057,132,212,17,36,112
40143006906,800,309,311,176,4,0,0,553,97,50,16,17,67
40143006907,1425,612,542,263,8,0,0,1067,102,96,31,31,98
40143007000,1399,521,595,271,12,0,0,1082,54,123,19,28,93
40143007101,1439,521,578,324,16,0,0,1081,98,121,18,21,100
40143007102,872,354,343,166,9,0,0,617,71,106,14,8,56
40143007200,1476,558,592,306,20,0,0,1125,179,52,14,22,84
40143007304,1256,473,524,249,10,0,0,925,125,97,23,18,68
40143007306,1514,500,671,329,14,0,0,928,303,145,53,17,68
40143007308,1547,790,436,302,19,0,0,1284,108,14,37,7,97
40143007309,682,310,259,105,8,0,0,508,79,35,14,10,36
40143007310,1228,477,475,267,9,0,0,801,236,81,25,15,70
40143007311,852,353,322,172,5,0,0,537,137,91,42,6,39
40143007312,1640,530,762,331,17,0,0,1099,217,171,36,29,88
40143007313,857,312,369,166,10,0,0,544,159,70,17,10,57
40143007314,1338,462,579,276,21,0,0,882,183,161,17,16,79
40143007402,1792,969,480,324,19,0,0,1484,85,31,17,26,149
40143007408,564,303,157,102,2,0,0,460,28,13,8,9,46
40143007409,1975,924,676,361,14,0,0,1397,216,73,85,82,122
40143007410,1147,382,449,300,16,0,0,801,101,105,39,24,77
40143007411,1735,711,631,376,17,0,0,1271,118,78,55,67,146
40143007412,2231,1161,676,383,11,0,0,1648,139,38,137,130,139
40143007413,2331,1317,628,375,11,0,0,1919,120,36,62,45,149
40143007414,1289,667,330,277,15,0,0,1044,68,47,10,20,100
40143007415,1542,851,393,276,22,0,0,1290,86,27,23,13,103
40143007416,989,590,258,135,6,0,0,845,46,8,27,14,49
40143007417,737,418,196,117,6,0,0,566,54,22,25,7,63
40143007503,1205,652,334,211,8,0,0,1028,66,17,14,9,71
40143007507,2087,1157,551,352,27,0,0,1724,110,29,28,38,158
40143007510,2795,1558,730,483,24,0,0,2306,168,52,31,49,189
40143007511,1671,947,398,308,18,0,0,1391,69,30,22,21,138
40143007512,2466,1476,576,396,18,0,0,2090,128,26,42,25,155
40143007518,2170,1156,597,400,17,0,0,1578,134,27,150,109,172
40143007519,2059,1161,539,341,18,0,0,1648,105,31,77,48,150
40143007520,2888,1921,559,390,18,0,0,2457,101,16,66,65,183
40143007522,1581,904,416,244,17,0,0,1268,98,30,15,23,147
40143007523,1567,983,351,219,14,0,0,1347,46,7,17,18,132
40143007525,916,505,254,151,6,0,0,777,44,17,9,10,59
40143007526,1106,699,235,163,9,0,0,913,55,7,17,22,92
40143007527,1026,550,302,167,7,0,0,862,43,14,20,25,62
40143007528,1027,534,288,189,16,0,0,812,53,19,42,29,72
40143007529,2406,1416,579,392,19,0,0,2014,105,28,41,37,181
40143007530,1767,1069,434,252,12,0,0,1427,70,17,67,42,144
40143007531,2445,1605,466,361,13,0,0,2051,76,17,54,40,207
40143007532,2249,1413,467,344,25,0,0,1914,94,2,27,46,166
40143007533,1643,1101,282,249,11,0,0,1399,50,7,15,29,143
40143007534,1602,1079,317,199,7,0,0,1399,44,14,17,22,106
40143007535,1469,853,381,230,5,0,0,1241,50,14,9,21,134
40143007536,1802,1185,346,248,23,0,0,1576,60,20,22,15,109
40143007608,814,183,398,221,12,0,0,438,61,234,13,9,59
40143007611,935,531,259,143,2,0,0,737,29,63,23,9,74
40143007612,1457,876,357,216,8,0,0,1147,74,35,57,22,122
40143007613,2118,1129,659,318,12,0,0,1747,77,32,38,52,172
40143007614,1653,896,460,280,17,0,0,1381,65,26,28,32,121
40143007615,1396,790,403,191,12,0,0,1159,44,21,23,23,126
40143007616,2339,1248,711,355,25,0,0,1964,82,31,41,43,178
40143007617,1570,626,616,320,8,0,0,1152,119,145,35,25,94
40143007619,2475,1277,789,384,25,0,0,2018,138,44,34,49,192
40143007629,2061,1131,532,379,19,0,0,1607,116,41,75,32,190
40143007630,2708,1395,753,532,28,0,0,2064,144,73,90,80,257
40143007631,2314,1332,615,345,22,0,0,1981,58,8,39,23,205
40143007632,1975,1195,461,307,12,0,0,1615,73,22,39,71,155
40143007633,1783,1092,429,249,13,0,0,1490,66,12,39,32,144
