GEOID20,total_reg,party_npp,party_dem,party_rep,party_lib,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
09001073600,1226,329,836,58,0,0,0,0,174,679,308,13,11,41
09001073700,2796,835,1820,124,1,0,0,0,456,1167,1012,23,34,104
09001073800,1473,378,971,118,0,0,0,0,243,868,274,15,19,54
09001073900,2197,536,1571,77,1,0,0,0,326,1150,626,15,15,65
09001074000,1460,355,1050,47,0,0,0,0,303,741,295,38,22,61
09001074300,2348,673,1563,93,2,1,0,0,264,808,1178,16,17,65
09001074400,2430,645,1686,82,0,0,0,0,276,770,1287,14,18,65
09001080100,2880,1338,1194,313,0,1,0,0,1236,795,468,74,68,239
09001080200,2538,1098,1172,241,2,4,0,0,946,671,583,66,72,200
09001080400,3959,1522,2184,216,1,1,0,0,892,894,1862,44,60,207
09001080500,2594,1104,754,695,5,3,0,0,2005,128,59,32,61,309
09001080600,1739,694,762,255,2,0,0,0,994,279,205,33,48,180
09001080700,1403,586,520,270,1,2,0,0,986,159,70,29,21,138
09001080800,3506,1558,1147,750,4,1,0,0,2405,380,154,49,93,425
09001080900,3145,1396,1136,558,4,4,2,0,1917,550,223,46,72,337
09001081000,3030,1425,995,566,2,4,0,0,1804,518,213,46,94,355
09001081100,3313,1541,1111,614,0,0,0,0,2136,407,181,39,100,450
09001081200,4056,1887,1199,916,1,1,0,0,2737,445,163,81,120,510
09001081300,4085,1698,1344,987,2,1,0,0,2945,308,104,41,139,548
09001090100,2541,1114,721,678,4,0,0,0,1697,175,57,105,105,402
09001090200,6005,2803,1684,1442,12,2,0,0,4196,493,134,209,220,753
09001090300,3633,1728,1032,829,6,1,0,0,2477,333,100,129,132,462
09001090400,4593,2071,1572,904,2,1,0,0,2879,580,241,146,153,594
09001090500,3550,1592,1051,864,5,4,0,0,2429,319,100,129,128,445
09001090600,2634,1159,742,705,5,0,0,0,1876,168,55,79,123,333
09001090700,4194,1948,1087,1111,5,2,0,0,2850,263,124,229,160,568
09001100100,3972,1879,1043,983,7,2,0,0,2888,269,19,115,170,511
09001100200,4949,2432,1119,1323,5,4,0,0,3453,472,29,102,168,725
09001100300,4726,2232,1039,1376,9,0,0,0,3530,390,29,102,133,542
09001105100,3314,1405,953,905,3,2,0,0,2368,184,41,124,132,465
09001105200,2566,1039,730,760,5,1,0,0,1813,147,56,89,96,365
09001110100,1382,635,437,295,3,0,0,0,876,203,50,20,54,179
09001110201,2980,1352,800,792,1,2,0,0,1986,369,58,72,115,380
09001110202,3640,1620,896,1064,8,1,0,0,2530,343,31,80,130,526
09001110301,5071,2247,1310,1434,3,4,0,0,3484,522,57,133,207,668
09001110302,2011,962,472,551,1,1,0,0,1414,148,10,74,89,276
09001110400,3669,1759,783,1076,3,2,1,0,2529,384,7,79,146,524
09001110500,4237,2008,850,1324,4,0,0,0,2998,415,18,67,158,581
09001110601,2171,919,445,785,4,0,0,0,1544,156,14,52,89,316
09001110602,3576,1689,825,1020,4,0,0,0,2559,326,24,75,116,476
09001200100,2372,1068,726,532,6,1,0,0,1576,291,17,94,77,317
09001200200,3524,1505,1193,751,2,2,0,0,2452,373,18,159,111,411
09001200301,3518,1548,966,958,4,1,0,0,2567,288,11,129,86,437
09001200302,3757,1606,1073,1024,5,1,1,0,2899,238,6,78,98,438
09001205100,3145,1368,744,987,3,0,4,0,2389,228,1,78,72,377
09001205200,5334,2240,1310,1667,5,3,10,0,3937,374,10,108,144,761
09001205300,4228,1896,1077,1179,3,2,3,0,2975,365,11,150,152,575
09001210101,858,413,315,116,1,0,0,0,365,316,21,36,23,97
09001210102,1037,510,377,139,1,0,0,0,440,386,37,49,31,94
09001210201,1002,509,346,132,1,2,0,0,332,452,29,33,25,131
09001210202,859,446,322,75,1,0,0,0,260,344,75,42,31,107
09001210300,2324,1136,801,351,3,2,0,0,1076,746,57,129,73,243
09001210401,2098,1044,739,273,1,0,0,0,998,623,74,98,63,242
09001210402,2404,1172,818,372,2,0,0,0,1207,612,40,199,94,252
09001210501,1946,894,668,355,2,0,0,0,1249,333,16,36,39,273
09001210502,3953,1600,1271,998,5,1,0,0,2757,407,44,149,111,485
09001210600,3144,1402,1167,526,3,3,0,0,1563,937,80,107,110,347
09001210701,1642,880,569,174,4,0,0,0,634,735,35,71,36,131
09001210702,1514,704,538,254,2,4,0,0,660,516,39,57,74,168
09001210800,3549,1570,1126,798,3,2,0,0,2151,623,112,139,146,378
09001210900,3911,1592,1203,1050,6,1,0,0,2634,434,66,121,160,496
09001211000,2639,1172,816,606,2,5,0,0,1567,473,35,138,107,319
09001211100,81,34,17,30,0,0,0,0,54,9,0,3,7,8
09001211201,1933,906,649,342,2,0,0,0,1223,313,41,75,93,188
09001211202,1687,798,486,371,2,3,0,0,1120,251,28,72,47,169
09001211300,2511,1063,750,647,3,3,0,0,1751,327,35,41,85,272
09001211400,3341,1507,1026,735,7,2,0,0,2233,419,43,126,111,409
09001220100,3750,1685,868,1112,7,1,0,0,2835,305,6,46,105,453
09001220200,3796,1659,871,1189,3,1,1,0,2936,243,7,53,91,466
09001220300,2968,1283,747,873,5,2,0,0,2370,175,7,40,46,330
09001230100,5454,2240,1614,1464,10,5,0,0,4197,274,7,136,157,683
09001230200,1471,506,512,416,1,1,0,0,1143,60,3,27,45,193
09001230300,2752,1021,894,765,6,0,0,0,2178,140,3,49,75,307
09001230400,4162,1680,1198,1192,8,6,0,0,3202,212,10,79,118,541
09001230501,3097,1347,841,828,6,1,0,0,2398,163,15,65,67,389
09001230502,2962,1210,851,848,7,1,0,0,2271,148,14,64,94,371
09001240100,3422,1262,1249,843,5,4,0,0,2646,132,4,75,103,462
09001240200,3646,1350,1276,949,11,4,0,0,2848,125,3,71,103,496
09001245100,2383,869,735,739,4,0,0,0,1871,101,3,60,59,289
09001245200,3123,1119,1088,865,6,2,0,0,2358,149,1,103,70,442
09001245300,4016,1456,1459,1033,9,3,0,0,3086,188,5,125,112,500
09001245400,2577,947,855,737,8,0,0,0,1997,113,2,79,64,322
09001245500,2319,789,764,734,1,3,0,0,1772,72,2,72,46,355
09001245600,4445,1628,1418,1333,5,2,0,0,3336,194,7,170,108,630
09001257100,2660,1129,731,743,1,2,1,0,2150,79,1,31,57,342
09001257200,1746,595,1055,80,0,0,0,0,384,629,591,15,18,109
09001990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09005250100,1378,496,443,417,4,2,0,0,1101,37,1,10,28,201
09005253100,2209,964,649,556,10,6,0,0,1708,179,10,34,44,234
09005253200,4788,2076,1288,1334,7,5,0,0,3594,382,28,85,100,599
09005253400,4299,1788,1228,1206,7,1,0,0,3228,348,10,85,124,504
09005253500,4244,1876,1123,1171,8,0,0,0,3364,251,8,53,86,482
09005260200,2141,945,565,593,3,2,0,0,1768,83,3,11,19,257
09005261100,3140,1047,1539,501,2,3,0,0,2540,83,8,47,54,408
09005262100,1762,600,739,414,0,0,0,0,1445,36,7,19,28,227
09005263200,1079,355,538,173,1,4,0,0,910,25,3,12,16,113
09005265100,1139,453,314,356,1,0,0,0,951,36,0,11,21,120
09005266100,2169,757,951,432,4,1,0,0,1694,86,9,46,46,288
09005267100,2560,936,945,628,4,2,0,0,2107,75,3,12,64,299
09005268100,1774,678,595,478,3,0,0,0,1481,54,3,17,34,185
09005290100,2847,1203,711,876,7,7,0,0,2419,45,0,21,42,320
09005293100,1244,546,319,356,2,1,2,0,1038,34,2,12,18,140
09005296100,2365,827,607,884,6,3,0,0,1954,69,1,21,41,279
09005298300,2108,862,516,686,9,5,0,0,1744,57,1,10,41,255
09005298400,2201,955,449,756,6,5,0,0,1834,70,1,16,28,252
09005300100,1952,734,604,568,5,2,0,0,1598,39,1,11,27,276
09005300400,1640,584,542,480,2,2,0,0,1358,53,2,23,24,180
09005300500,2584,947,723,861,3,2,0,0,2143,70,3,28,56,284
09005303100,1829,677,410,698,5,1,0,0,1505,55,7,9,50,203
09005306100,5189,2066,1362,1622,7,2,0,0,4247,132,5,55,98,652
09005310100,2414,1051,724,584,4,2,0,0,1803,230,13,46,76,246
09005310200,1360,618,415,289,6,0,0,0,966,184,20,26,22,142
09005310300,793,365,224,183,5,1,0,0,570,121,3,8,18,73
09005310400,1831,785,531,484,2,3,0,0,1391,119,18,31,45,227
09005310500,1311,540,369,369,1,1,0,0,1054,74,7,29,14,133
09005310601,2404,1031,648,685,5,1,0,0,1871,146,12,59,56,260
09005310602,3105,1361,835,851,6,0,0,0,2459,148,6,45,77,370
09005310700,2943,1250,796,842,6,4,0,0,2339,152,6,24,68,354
09005310801,1297,589,362,313,1,0,0,0,946,141,11,14,25,160
09005310803,2757,1259,807,631,6,2,0,0,2110,251,12,34,37,313
09005310804,1588,723,452,384,5,0,0,0,1166,224,13,9,37,139
09005320101,823,384,249,176,1,2,1,0,632,75,5,6,19,86
09005320102,2892,1289,827,719,5,3,4,0,2402,125,6,18,44,297
09005320200,2971,1378,703,836,4,4,10,0,2450,96,1,29,50,345
09005342100,2779,1134,678,925,8,2,0,0,2274,79,2,29,78,317
09005349100,3581,1662,769,1091,7,0,0,0,2955,153,1,9,77,386
09005349200,1815,814,391,568,6,0,0,0,1534,72,1,12,21,175
09005360100,3835,1650,963,1160,8,0,0,0,3042,207,6,50,99,431
09005360200,5674,2406,1184,1978,10,1,0,0,4414,292,6,58,212,692
09005360300,1972,952,435,540,5,2,0,0,1423,181,9,28,104,227
09005360400,3690,1681,868,1079,8,1,0,0,2807,292,23,22,135,411
09005362101,3284,1307,925,970,8,2,0,0,2647,151,18,38,69,361
09005362102,4521,1703,1163,1525,9,1,0,0,3648,137,7,35,141,553
09005425300,2936,1465,635,797,8,0,0,0,2367,134,2,15,89,329
09005425400,3456,1751,752,898,10,0,0,0,2794,157,4,30,71,400
09005425500,2252,1109,543,554,6,1,0,0,1826,113,6,31,60,216
09005425601,1192,454,496,234,2,0,0,0,997,22,5,11,14,143
09005425602,776,299,311,162,1,1,0,0,617,19,7,2,13,118
09005425700,2884,1293,794,730,7,5,0,0,2088,304,18,73,71,330
09003330100,1516,562,328,595,0,0,0,0,1263,25,1,12,35,180
09003400101,2147,872,740,503,2,0,0,0,1631,143,2,40,86,245
09003400102,3236,1312,1084,797,9,1,0,0,2417,232,14,108,89,376
09003400200,4633,1972,1354,1267,5,0,0,0,3535,254,9,103,158,574
09003400300,5190,2044,1682,1395,7,2,0,0,4113,252,4,81,126,614
09003405100,2079,887,740,408,6,0,0,0,1547,241,18,19,60,194
09003405200,2715,1134,966,565,3,3,0,0,2069,236,15,63,55,277
09003405300,4029,1706,1422,821,7,1,0,0,3121,360,45,41,95,367
09003405401,2338,986,778,536,2,1,0,0,1806,180,16,47,52,237
09003405402,2520,1117,887,460,5,0,0,0,1812,318,49,38,77,226
09003405500,3175,1342,1129,662,0,0,0,0,2254,487,48,30,92,264
09003405600,4303,1929,1370,922,6,4,0,0,3066,676,59,56,90,356
09003405700,1269,593,436,212,4,2,0,0,881,236,17,9,15,111
09003405801,1993,875,636,451,5,1,0,0,1528,210,23,16,49,167
09003405802,3047,1200,1002,777,8,2,0,0,2522,154,17,25,48,281
09003405900,3241,1339,1060,787,2,1,0,0,2598,218,22,33,65,305
09003406001,2360,1052,899,374,0,5,0,0,1623,396,70,18,52,201
09003406002,3430,1304,1283,768,8,3,0,0,2700,194,22,27,91,396
09003406100,1965,908,697,315,2,0,0,0,1265,434,64,21,28,153
09003410101,3968,1677,1078,1146,4,1,0,0,3248,147,5,48,112,408
09003410102,3102,1326,830,887,3,2,0,0,2541,82,9,42,65,363
09003415300,1172,565,515,79,0,3,0,0,368,609,106,4,22,63
09003415400,3251,1505,1421,283,3,1,0,0,1212,1417,252,35,108,227
09003415500,1471,641,685,127,3,2,0,0,514,718,115,14,27,83
09003415600,2170,921,1028,194,2,6,0,0,840,1018,132,21,40,119
09003415700,1789,710,810,243,2,0,0,0,900,565,110,20,45,149
09003415800,1495,598,697,179,0,3,0,0,754,445,118,15,55,108
09003415900,721,357,301,53,1,2,0,0,239,399,15,3,15,50
09003416000,1911,936,763,183,3,2,0,0,812,736,54,32,87,190
09003416100,2286,1036,1071,151,2,4,0,0,578,1340,130,14,121,103
09003416200,1386,628,649,88,2,1,0,0,303,893,115,5,15,55
09003416300,2049,869,955,200,0,1,0,0,777,948,138,28,51,107
09003416400,2285,762,987,498,3,3,0,0,1533,402,61,21,60,208
09003416500,2692,1142,1181,331,3,1,0,0,1119,1056,169,50,85,213
09003416600,1440,602,683,133,0,4,0,0,497,709,98,10,32,94
09003416700,3697,1509,1709,419,6,4,0,0,1600,1387,239,53,137,281
09003416800,1820,742,809,226,2,2,0,0,913,536,85,27,77,182
09003417100,1223,573,549,76,0,3,0,0,445,586,60,15,26,91
09003417200,871,365,376,113,2,0,0,0,445,262,54,16,25,69
09003417300,19,10,8,0,0,0,0,0,10,5,0,1,1,2
09003417400,1676,636,783,229,1,3,0,0,1014,253,103,52,80,174
09003417500,2664,1097,1144,371,3,3,0,0,1546,616,74,39,149,240
09003420400,2260,1034,662,543,0,2,0,0,1756,140,9,44,42,269
09003420500,3526,1548,1128,784,6,1,0,0,2662,366,42,54,86,316
09003420601,1703,822,544,311,2,4,0,0,1295,158,18,20,40,172
09003420602,2227,968,748,478,2,1,0,0,1693,226,22,20,40,226
09003420700,2435,1104,730,560,1,1,0,0,1906,147,8,21,89,264
09003430100,2998,1306,899,720,14,2,0,0,2395,152,3,62,78,308
09003430201,2212,961,610,601,3,0,0,0,1709,118,5,55,76,249
09003430202,3501,1473,896,1055,8,1,0,0,2816,141,10,59,79,396
09003430203,3107,1358,925,742,4,2,0,0,2538,124,11,34,80,320
09003430301,2837,1273,726,787,5,0,0,0,2264,122,7,65,84,295
09003430302,2029,900,555,534,5,0,0,0,1596,107,2,43,31,250
09003430400,3351,1507,930,839,6,1,0,0,2675,150,16,49,82,379
09003430501,1082,514,306,237,5,0,0,0,817,67,2,12,38,146
09003430502,3758,1639,981,1067,7,2,0,0,3007,128,6,62,109,446
09003430602,2382,1058,705,573,4,0,0,0,1869,147,13,40,53,260
09003430603,1412,645,426,315,4,0,0,0,982,147,6,24,72,181
09003430604,2219,936,614,626,3,0,0,0,1773,82,4,59,55,246
09003460100,2496,1045,810,599,7,1,0,0,1674,142,19,221,124,316
09003460202,3744,1520,1371,802,4,1,0,0,2585,216,30,218,197,498
09003460203,2436,1024,783,588,2,1,0,0,1720,107,23,145,113,328
09003460204,4315,1933,1334,978,5,3,0,0,2992,223,30,403,176,491
09003460301,3812,1613,1222,913,11,1,0,0,2879,153,22,139,138,481
09003460302,2746,1145,953,601,3,4,0,0,1946,117,16,206,123,338
09003462101,4580,1775,1481,1266,8,3,0,0,3417,176,17,191,160,619
09003462102,3066,1260,883,874,6,1,0,0,2092,131,20,303,142,378
09003462201,4167,1649,1425,1043,3,0,0,0,3042,191,16,190,131,597
09003462202,2108,827,681,567,4,1,0,0,1466,71,20,94,112,345
09003464101,4174,1561,1280,1254,13,4,0,0,3389,125,5,49,82,524
09003464102,3540,1404,1207,872,6,5,0,0,2878,109,3,67,91,392
09003466101,4145,1460,1493,1108,9,1,0,0,3243,152,10,107,82,551
09003466102,4712,1877,1598,1165,6,0,0,0,3572,174,21,128,170,647
09003466201,1883,727,661,461,6,1,0,0,1400,86,43,78,66,210
09003466202,3157,1207,978,918,10,1,1,0,2521,99,3,67,83,384
09003466300,3575,1401,1269,849,7,1,0,0,2814,139,10,104,121,387
09003466400,1821,738,649,398,6,2,0,0,1392,109,35,50,42,193
09003468101,5288,2064,1511,1617,11,5,0,0,4403,158,9,47,98,573
09003468102,3157,1223,994,878,11,0,0,0,2607,86,9,28,61,366
09003470100,3901,1694,1120,1003,7,1,0,0,3082,160,20,98,88,453
09003471100,2526,688,1743,69,2,2,0,0,257,173,1975,35,26,60
09003471200,2052,627,1340,70,0,0,0,0,237,131,1576,27,24,57
09003471300,3913,1209,2318,334,5,1,0,0,1449,215,1825,67,84,273
09003471400,4815,1502,2616,639,5,5,0,0,2684,264,1174,62,97,534
09003471500,2644,757,1641,207,4,2,0,0,806,161,1409,36,66,166
09003473100,5070,1789,2821,403,7,3,0,0,1769,586,2142,118,165,290
09003473400,1639,630,750,236,5,0,0,0,1121,145,162,21,43,147
09003473501,3869,1450,1675,689,3,2,0,0,2363,298,542,171,117,378
09003473502,2576,994,1092,456,3,1,0,0,1622,216,366,79,67,226
09003473601,2764,1053,1122,541,5,1,0,0,1833,225,300,74,84,248
09003473602,1478,564,705,181,3,0,0,0,844,165,288,40,35,106
09003473700,4129,1488,2252,346,4,4,0,0,1582,440,1757,85,69,196
09003473800,1318,459,791,58,3,1,0,0,170,165,894,35,23,31
09003476100,3165,1481,1033,579,1,2,0,0,2293,224,90,118,99,341
09003476200,2019,954,614,407,1,2,0,0,1584,130,16,31,68,190
09003476300,3721,1780,1108,742,7,2,0,0,2723,245,59,172,145,377
09003477101,3200,1344,770,982,6,1,0,0,2647,72,4,42,69,366
09003477103,2827,1265,760,708,2,2,0,0,2234,128,12,46,84,323
09003477104,1888,768,579,482,3,2,0,0,1498,58,15,53,59,205
09003477200,2227,965,543,645,6,0,0,0,1854,48,3,9,50,263
09003480300,1406,588,461,320,1,0,0,0,1132,96,8,18,24,128
09003480400,2489,1071,743,604,5,3,0,0,2030,140,15,44,51,209
09003480500,2003,934,640,370,3,0,1,0,1495,189,13,41,54,211
09003480600,2085,956,729,346,6,3,0,0,1388,317,71,32,45,232
09003480700,1248,528,456,225,2,1,0,0,968,95,12,9,46,118
09003480800,3099,1269,1047,703,4,1,0,0,2478,156,14,53,71,327
09003480900,1473,651,454,331,5,1,0,0,1181,89,15,13,44,131
09003481000,2590,1038,796,688,3,0,0,0,2130,101,12,23,52,272
09003481100,2524,1136,772,561,3,2,0,0,2053,115,11,44,51,250
09003481200,2536,1068,828,568,5,2,0,0,2052,122,19,41,67,235
09003481300,2073,902,606,516,8,1,0,0,1761,91,8,26,47,140
09003484100,4083,1922,1244,848,4,4,0,0,3081,296,49,59,112,486
09003484200,4402,2088,1304,929,4,4,0,0,3274,312,116,59,92,549
09003487100,4915,2064,1764,1021,10,6,0,0,3376,311,58,326,253,591
09003487201,3335,1368,1210,705,4,3,0,0,2448,209,34,125,130,389
09003487202,2550,1118,785,611,3,1,1,0,1771,116,18,197,122,326
09003487300,1018,390,330,275,4,0,0,0,747,67,12,47,35,110
09003487400,1756,739,654,329,3,0,0,0,1218,101,26,109,74,228
09003487500,4376,1922,1638,740,6,3,0,0,2858,292,152,367,223,484
09003490100,3483,1429,1352,654,6,1,0,0,2455,337,48,96,152,395
09003490303,2105,896,790,388,3,1,0,0,1410,154,24,164,93,260
09003490304,3100,1316,1009,754,3,0,0,0,2169,202,17,212,157,343
09003492100,2391,883,979,486,7,0,0,0,1777,154,49,39,69,303
09003492200,2903,1137,1227,506,2,1,0,0,1964,381,78,49,94,337
09003492300,3648,1506,1555,524,3,2,0,0,2070,703,115,101,205,454
09003492400,2175,896,816,430,5,2,0,0,1515,234,43,54,88,241
09003492500,2693,1071,1002,578,3,3,0,0,1964,226,60,58,76,309
09003492600,5254,2064,1950,1150,9,7,1,0,3740,475,110,102,206,621
09003494100,4312,1804,1668,763,6,5,0,0,2667,586,141,191,243,484
09003494201,3118,1248,1173,629,9,2,0,0,2132,325,80,95,137,349
09003494202,2022,872,713,398,4,0,0,0,1319,214,51,85,105,248
09003494300,2796,1128,1058,572,4,1,0,0,1893,305,93,71,117,317
09003494400,3378,1317,1366,637,5,0,0,0,2380,363,62,88,105,380
09003494500,2973,1256,1144,524,4,2,0,0,1992,419,56,114,99,293
09003494600,2379,1058,851,428,1,0,0,0,1487,309,52,175,109,247
09003496100,1464,644,660,142,2,1,0,0,534,441,200,164,43,82
09003496200,3339,1386,1411,473,7,2,0,0,1904,452,99,350,113,421
09003496300,2644,970,1180,455,6,1,0,0,1751,323,101,117,74,278
09003496400,2227,786,965,443,1,2,0,0,1591,143,59,116,70,248
09003496500,2059,690,998,339,2,0,0,0,1616,76,34,31,47,255
09003496600,2321,777,1077,427,1,0,0,0,1757,124,39,74,70,257
09003496700,2266,863,1135,232,4,3,0,0,1226,431,146,142,95,226
09003496800,2175,907,1003,233,7,2,0,0,966,523,189,210,79,208
09003496900,4107,1419,2171,447,5,6,0,0,2571,481,174,150,208,523
09003497000,3349,1050,1792,459,6,1,0,0,2491,165,44,102,97,450
09003497100,2647,886,1449,277,2,1,0,0,1847,181,61,98,101,359
09003497200,1589,568,764,235,1,0,0,0,1003,92,33,82,65,314
09003497300,3572,1276,1754,483,4,1,0,0,1941,195,157,259,236,784
09003497400,3028,1013,1479,480,2,2,0,0,2031,124,57,137,106,573
09003497500,2900,1047,1396,422,1,1,0,0,1661,172,74,198,219,576
09003497600,1808,579,900,293,4,2,0,0,1387,70,37,39,45,230
09003497700,3491,1162,1579,694,3,2,0,0,2357,146,63,144,152,629
09003500100,1599,582,971,41,0,1,0,0,269,1043,185,14,12,76
09003500200,1075,377,651,40,0,0,0,0,193,629,174,17,17,45
09003500300,1260,398,785,67,0,1,0,0,284,727,182,10,12,45
09003500400,1163,380,722,54,0,0,0,0,267,548,258,15,14,61
09003500500,801,223,532,40,4,0,0,0,234,340,158,10,11,48
09003500900,1142,319,792,24,0,0,0,0,113,559,438,8,9,15
09003501200,1383,454,889,33,0,0,0,0,118,366,850,11,14,24
09003501300,918,277,613,20,0,0,0,0,118,266,504,9,7,14
09003501400,1324,386,890,38,0,1,0,0,78,254,954,11,10,17
09003501500,2177,609,1511,46,0,0,0,0,208,355,1558,18,15,23
09003501700,688,209,457,19,0,0,0,0,100,332,217,5,7,27
09003501800,1390,452,895,38,0,0,0,0,129,568,644,6,6,37
09003502100,1545,507,886,132,5,0,0,0,906,203,159,61,39,177
09003502300,2893,1010,1740,125,2,1,0,0,739,1537,265,64,116,172
09003502400,2630,1066,1445,107,2,1,0,0,565,1617,207,48,61,132
09003502500,878,300,527,45,1,0,0,0,226,461,73,25,31,62
09003502600,1893,650,1163,69,2,0,0,0,360,1089,318,29,31,66
09003502700,2945,1156,1552,211,5,1,0,0,1129,1146,245,96,62,267
09003502800,1371,484,829,51,0,0,0,0,260,902,130,11,10,58
09003502900,1330,432,845,48,1,1,0,0,251,815,176,21,19,48
09003503000,1551,479,1008,55,0,0,0,0,305,971,205,15,12,43
09003503101,752,262,454,25,0,0,0,0,122,269,290,22,13,36
09003503102,1672,521,1025,100,5,1,0,0,464,450,586,39,43,90
09003503300,1176,424,716,29,0,1,0,0,128,371,605,10,17,45
09003503500,767,255,487,14,1,0,0,0,54,163,526,5,6,13
09003503700,1231,337,858,27,1,0,0,0,98,115,980,5,6,27
09003503800,1072,511,465,80,0,0,0,0,399,109,372,15,32,145
09003503900,3227,764,2390,58,0,0,0,0,174,153,2798,19,22,61
09003504000,2006,506,1448,39,0,0,0,0,97,97,1750,16,18,28
09003504100,790,277,479,30,0,1,0,0,142,439,140,24,10,35
09003504200,2841,828,1850,134,1,2,0,0,956,973,637,57,51,167
09003504300,983,297,622,58,0,0,0,0,199,629,80,15,10,50
09003504500,1952,663,1206,74,1,0,0,0,324,1255,266,22,19,66
09003504800,2864,867,1820,156,1,3,0,0,722,1521,351,80,38,152
09003504900,2518,787,1624,96,1,1,0,0,433,1636,298,31,21,99
09003510100,1403,574,668,149,1,0,0,0,643,330,234,78,29,89
09003510200,1375,593,657,110,3,0,0,0,499,421,330,30,24,71
09003510300,2365,1077,1116,155,0,0,0,0,708,764,691,58,33,111
09003510400,2751,1223,1329,179,1,0,0,0,817,894,783,56,29,172
09003510500,1959,850,967,129,0,0,0,0,794,557,381,64,37,126
09003510600,2904,1293,1377,207,3,2,2,0,883,938,786,90,50,157
09003510700,3232,1422,1451,325,2,0,0,0,1518,875,455,78,63,243
09003510800,1963,849,853,237,1,1,1,0,1029,456,264,35,31,148
09003510900,2738,1143,1220,344,4,1,0,0,1594,576,249,63,32,224
09003511000,2549,1048,1104,376,0,3,0,0,1479,438,220,78,69,265
09003511100,2623,1118,1170,306,3,1,0,0,1506,543,210,104,51,209
09003511200,1985,851,943,178,2,1,0,0,681,634,459,58,48,105
09003511300,1890,835,909,132,0,1,0,0,609,549,527,55,42,108
09003511400,1706,692,794,208,4,0,1,0,828,328,267,90,44,149
09003514101,2251,837,917,448,2,1,0,0,1588,184,39,85,130,225
09003514103,1437,627,608,162,4,0,0,0,880,210,79,63,54,151
09003514104,2186,969,907,274,2,0,0,0,1154,343,264,81,132,212
09003514200,2011,880,804,284,7,3,0,0,1216,298,196,52,80,169
09003514300,2835,1190,1154,436,4,2,0,0,1933,374,158,49,64,257
09003514400,2805,1188,1204,349,6,5,0,0,1669,488,269,63,87,229
09003514500,2785,1178,1121,427,3,1,0,0,1751,483,125,77,105,244
09003514600,3054,1259,1357,374,3,2,0,0,1830,552,316,56,63,237
09003514700,2406,1036,1057,258,6,3,0,0,1317,489,286,42,80,192
09003514800,1927,871,817,206,6,0,0,0,1064,400,270,25,45,123
09003514900,2063,845,806,354,6,3,0,0,1515,220,50,34,73,171
09003515000,2233,864,873,465,4,0,0,0,1686,175,31,55,71,215
09003515101,1666,669,667,291,5,0,0,0,1184,176,62,34,45,165
09003515102,3426,1412,1334,628,3,1,0,0,2151,411,294,137,120,313
09003515200,2707,1101,986,572,7,0,0,0,2055,163,58,61,79,291
09003520100,4220,1811,1490,865,6,4,0,0,2970,198,20,302,198,532
09003520201,2786,1148,916,685,2,1,0,0,2089,111,20,161,123,282
09003520202,3110,1285,946,826,7,2,0,0,2279,142,9,179,108,393
09003520301,3592,1581,1282,682,5,1,0,0,2328,381,67,244,124,448
09003520302,2559,1042,966,505,2,2,0,0,1875,186,14,93,78,313
09003520400,6221,2479,2122,1514,9,5,0,0,4810,245,10,271,173,712
09003520501,3342,1354,1022,917,5,2,0,0,2677,91,6,138,64,366
09003524100,4729,1939,1437,1244,9,3,0,0,3748,231,16,57,125,552
09003524200,4586,1899,1651,969,8,5,0,0,3210,394,77,149,194,562
09003524300,2737,1203,820,619,6,2,0,0,2246,116,21,23,60,271
09003524400,1968,500,1423,38,0,0,0,0,146,385,1379,11,20,27
09003524501,1726,565,1099,53,0,4,0,0,582,627,332,27,41,117
09003524502,1550,345,1065,124,2,2,0,0,827,244,288,30,30,131
09003524600,1604,572,968,50,0,3,0,0,356,380,766,18,21,63
09003524700,2256,765,1377,98,1,1,0,0,456,1210,406,64,27,93
09003980001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09003980002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09003980003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09003980100,34,11,22,1,0,0,0,0,13,7,10,2,0,2
09011650100,1946,708,726,486,4,2,0,0,1660,34,0,21,28,203
09011660101,2811,1110,902,744,5,1,0,0,2348,89,4,37,44,289
09011660103,2170,826,680,635,7,1,0,0,1784,59,4,47,46,230
09011660104,1200,472,399,314,1,0,0,0,1001,37,2,9,33,118
09011690300,3735,1642,1767,288,4,12,0,0,1512,1245,615,34,67,262
09011690400,1334,606,603,105,7,6,0,0,544,448,236,18,12,76
09011690500,1808,762,896,118,3,12,0,0,905,395,310,28,25,145
09011690700,699,332,307,54,2,2,0,0,325,164,140,10,12,48
09011690800,1996,846,963,159,3,9,0,0,1108,458,219,14,40,157
09011690900,3514,1241,1714,501,10,12,1,0,2500,344,120,38,114,398
09011693300,4384,1987,1360,985,6,5,0,0,3539,198,15,88,90,454
09011693400,3087,1448,993,598,8,6,0,0,2320,270,30,103,81,283
09011693500,2816,1161,960,650,5,5,0,0,2287,107,7,45,86,284
09011693600,2152,1023,731,362,3,3,0,0,1653,150,4,46,70,229
