GEOID20,total_reg,party_npp,party_rep,party_dem,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
47073050502,1890,825,854,211,0,0,1748,13,41,4,4,80
47073050503,3011,1288,1341,382,0,0,2842,18,15,12,11,113
47073050601,3160,1682,1164,314,0,0,2883,40,36,18,15,168
47073050602,2863,1226,1307,330,0,0,2605,55,14,12,13,164
47073050700,1901,807,852,242,0,0,1802,10,3,6,2,78
47073050800,2809,1098,1403,308,0,0,2640,35,5,4,15,110
47073050900,1514,672,692,150,0,0,1407,11,4,3,5,84
47161110201,2902,1123,1244,535,0,0,2636,61,7,8,4,186
47161110202,992,433,388,171,0,0,880,30,1,6,3,72
47161110600,1581,621,647,313,0,0,1423,23,25,6,13,91
47161110700,2920,896,1415,609,0,0,2613,42,25,74,15,151
47161980100,4,4,0,0,0,0,4,0,0,0,0,0
47161980200,0,0,0,0,0,0,0,0,0,0,0,0
47081950100,3223,1326,1287,610,0,0,2878,63,37,13,15,217
47081950201,1910,833,684,393,0,0,1675,44,52,4,6,129
47081950202,1922,871,690,361,0,0,1742,39,12,3,13,113
47081950301,1709,636,661,412,0,0,1512,26,84,5,5,77
47081950302,3071,1088,1287,696,0,0,2839,44,33,7,8,140
47081950400,1279,483,592,204,0,0,1190,8,2,3,6,70
47081950500,772,314,306,152,0,0,702,20,4,1,0,45
47059090100,2977,1503,1029,445,0,0,2516,65,212,15,9,160
47059090200,1449,441,832,176,0,0,1328,24,6,18,4,69
47059090300,3726,1223,1996,507,0,0,3329,72,40,22,30,233
47059090400,2932,1171,1349,412,0,0,2633,67,40,11,19,162
47059090501,3109,1242,1438,429,0,0,2786,55,42,14,21,191
47059090502,1257,455,646,156,0,0,1169,15,6,9,5,53
47059090600,2316,802,1259,255,0,0,2135,34,7,4,5,131
47059090700,1522,600,759,163,0,0,1407,12,3,1,5,94
47059090800,2489,1082,1070,337,0,0,2291,26,10,9,21,132
47059090900,3106,1249,1530,327,0,0,2860,48,16,11,7,164
47059091001,2695,1056,1351,288,0,0,2476,34,5,6,14,160
47059091002,1858,759,923,176,0,0,1699,28,5,2,8,116
47059091100,2168,759,1171,238,0,0,1994,21,4,9,8,132
47059091200,1809,772,847,190,0,0,1656,22,9,6,12,104
47059091300,2286,1082,949,255,0,0,2079,39,8,9,6,145
47059091400,1545,609,752,184,0,0,1428,14,13,2,3,85
47059091500,1851,763,878,210,0,0,1733,17,1,4,1,95
47155080101,2295,1297,763,235,0,0,2026,70,19,7,17,156
47155080103,2679,1468,989,222,0,0,2388,55,11,14,16,195
47155080104,2310,1133,955,222,0,0,2092,41,1,6,13,157
47155080202,4323,2069,1827,427,0,0,3856,102,29,20,23,293
47155080203,3488,1572,1563,353,0,0,3173,54,5,13,23,220
47155080204,2434,1136,1063,235,0,0,2178,43,3,19,17,174
47155080300,3677,1897,1418,362,0,0,3287,91,19,19,23,238
47155080401,2105,1030,852,223,0,0,1926,52,1,3,11,112
47155080402,2291,1251,827,213,0,0,2039,58,12,4,20,158
47155080500,3348,1692,1328,328,0,0,2898,109,14,57,38,232
47155080601,2921,1590,1025,306,0,0,2542,113,12,30,23,201
47155080603,2352,1248,887,217,0,0,2115,47,11,9,13,157
47155080604,3441,1562,1545,334,0,0,3139,56,6,12,22,206
47155080701,2687,1153,1263,271,0,0,2408,54,2,19,23,181
47155080702,2965,1484,1169,312,0,0,2669,67,3,11,16,199
47155080801,1078,611,357,110,0,0,895,68,21,10,8,76
47155080803,2929,1248,1375,306,0,0,2558,90,6,57,32,186
47155080804,1627,826,655,146,0,0,1383,72,9,24,11,128
47155080901,2347,1057,1026,264,0,0,2069,71,3,18,7,179
47155080903,1580,702,714,164,0,0,1402,30,3,6,8,131
47155080904,1408,804,475,129,0,0,1201,44,1,41,21,100
47155081001,1611,908,575,128,0,0,1428,41,9,21,15,97
47155081002,1901,1135,586,180,0,0,1600,59,6,54,33,149
47155081101,1073,609,332,132,0,0,868,41,8,42,15,99
47155081103,1313,512,589,212,0,0,1139,43,2,15,10,104
47155081104,1031,555,381,95,0,0,902,23,3,28,4,71
47155980100,18,8,8,2,0,0,13,2,0,1,0,2
47107970102,2812,1072,1409,331,0,0,2517,51,38,19,10,177
47107970103,1864,759,913,192,0,0,1694,14,11,10,6,129
47107970104,1978,871,885,222,0,0,1742,26,60,7,20,123
47107970201,1198,623,394,181,0,0,985,37,85,8,2,81
47107970202,1609,866,500,243,0,0,1283,70,125,12,9,110
47107970300,1630,703,632,295,0,0,1311,64,119,15,9,112
47107970401,2099,784,1011,304,0,0,1869,48,36,15,8,123
47107970402,3337,1146,1765,426,0,0,2936,78,78,18,26,201
47107970500,2295,798,1210,287,0,0,2032,46,8,8,12,189
47107970601,1741,618,921,202,0,0,1576,24,16,4,19,102
47107970602,1808,778,805,225,0,0,1623,39,30,14,5,97
47107970700,2458,1030,1076,352,0,0,2114,35,136,10,24,139
47107970801,2812,1123,1365,324,0,0,2513,53,52,17,15,162
47107970802,2317,946,1090,281,0,0,2031,48,39,10,11,178
47015960100,2501,895,1117,489,0,0,2307,37,13,10,16,118
47015960201,1378,557,534,287,0,0,1243,23,28,6,4,74
47015960202,2684,942,1270,472,0,0,2491,27,11,13,14,128
47015960300,2053,723,974,356,0,0,1906,31,16,3,6,91
47079969001,1665,611,802,252,0,0,1532,16,1,7,8,101
47079969002,1530,563,738,229,0,0,1408,10,14,3,7,88
47079969100,1673,690,716,267,0,0,1503,15,23,5,3,124
47079969200,881,326,407,148,0,0,790,4,25,8,0,54
47079969300,1449,768,353,328,0,0,923,25,422,6,5,68
47079969400,997,482,251,264,0,0,702,16,210,6,2,61
47079969501,1345,530,573,242,0,0,1166,20,56,12,6,85
47079969502,1966,802,761,403,0,0,1724,30,74,17,4,117
47079969601,1892,717,846,329,0,0,1683,23,92,8,5,81
47079969602,2958,1115,1410,433,0,0,2693,45,32,9,11,168
47079969700,1392,569,589,234,0,0,1232,22,56,4,3,75
47079969800,1327,585,570,172,0,0,1184,39,44,1,4,55
47071920100,2185,808,1153,224,0,0,2048,23,12,5,3,94
47071920200,2733,1035,1381,317,0,0,2458,34,65,13,10,153
47071920300,2467,779,1275,413,0,0,2144,29,133,17,13,131
47071920401,910,370,421,119,0,0,824,12,18,2,2,52
47071920402,1324,624,479,221,0,0,1118,21,75,17,9,84
47071920501,2394,947,1142,305,0,0,2240,29,18,3,6,98
47071920502,800,321,380,99,0,0,749,7,2,0,0,42
47071920600,2208,880,1023,305,0,0,2031,22,31,8,1,115
47075930100,1548,531,633,384,0,0,1075,27,397,2,2,45
47075930200,968,342,331,295,0,0,560,9,367,4,1,27
47075930301,2648,986,630,1032,0,0,1004,77,1505,13,3,46
47075930302,1522,705,192,625,0,0,401,24,1069,5,0,23
47075930400,2162,896,507,759,0,0,814,34,1244,10,8,52
47075930500,1411,549,352,510,0,0,630,15,700,3,4,59
47183968000,657,277,303,77,0,0,627,1,2,6,1,20
47183968101,1825,742,670,413,0,0,1440,41,231,23,11,79
47183968102,1164,416,566,182,0,0,1030,25,22,5,6,76
47183968201,2860,1106,1229,525,0,0,2475,63,146,26,24,126
47183968202,209,144,34,31,0,0,135,5,57,2,1,9
47183968203,1346,717,377,252,0,0,1044,32,183,11,14,62
47183968300,1288,474,623,191,0,0,1149,12,52,4,5,66
47183968400,3125,1127,1436,562,0,0,2882,20,65,16,11,131
47183968500,2483,1025,1121,337,0,0,2281,33,30,8,5,126
47183968600,2023,777,967,279,0,0,1796,26,99,12,5,85
47183968700,734,262,365,107,0,0,686,9,1,3,3,32
47109930100,2458,1002,1188,268,0,0,2233,49,25,9,12,130
47109930200,1135,462,547,126,0,0,1010,22,10,2,7,84
47109930300,1556,578,757,221,0,0,1333,22,101,3,1,96
47109930400,1124,388,602,134,0,0,1041,8,14,3,4,54
47109930501,1345,491,625,229,0,0,1162,14,108,2,1,58
47109930502,2967,1158,1317,492,0,0,2440,33,305,10,9,170
47109930600,2059,707,980,372,0,0,1802,22,114,9,6,106
47109930700,1946,788,877,281,0,0,1753,8,76,3,7,99
47185935000,2480,871,1182,427,0,0,2266,52,4,8,19,131
47185935100,3675,1273,1846,556,0,0,3363,54,14,12,16,216
47185935200,2477,925,1125,427,0,0,2307,43,4,11,13,99
47185935300,3322,1142,1553,627,0,0,3024,62,65,24,7,140
47185935400,1925,726,764,435,0,0,1698,35,91,3,9,89
47185935500,1963,698,937,328,0,0,1809,26,7,8,11,102
47037010103,1661,570,710,381,0,0,1435,35,62,5,10,114
47037010104,2159,765,832,562,0,0,1812,45,143,12,13,134
47037010105,3343,1021,228,2094,0,0,586,35,2612,35,9,66
47037010106,1864,793,141,930,0,0,457,46,1302,6,11,42
47037010201,2787,988,444,1355,0,0,1193,90,1356,29,16,103
47037010202,2646,894,1159,593,0,0,2298,59,86,20,32,151
47037010301,2654,1130,630,894,0,0,1622,83,762,34,23,130
47037010302,1369,689,288,392,0,0,871,51,365,5,10,67
47037010303,2313,1200,424,689,0,0,1577,104,441,47,21,123
47037010401,2466,1210,446,810,0,0,1414,178,709,34,17,114
47037010403,1507,939,101,467,0,0,660,68,669,11,10,89
47037010404,934,508,113,313,0,0,564,87,223,11,7,42
47037010501,3456,1419,806,1231,0,0,2811,81,274,30,43,217
47037010502,3374,1428,847,1099,0,0,2553,110,401,64,43,203
47037010601,2707,1193,464,1050,0,0,1467,156,908,29,15,132
47037010602,1635,752,139,744,0,0,590,105,856,16,13,55
47037010701,2081,1101,238,742,0,0,1186,136,616,15,13,115
47037010702,1224,592,161,471,0,0,665,72,388,8,8,83
47037010801,2935,1324,448,1163,0,0,1406,141,1210,30,18,130
47037010802,2082,724,410,948,0,0,1374,88,506,13,19,82
47037010901,1933,857,267,809,0,0,917,75,811,5,17,108
47037010903,3144,1676,88,1380,0,0,373,57,2616,15,32,51
47037010904,1939,993,57,889,0,0,258,34,1601,9,12,25
47037011001,2969,1497,158,1314,0,0,749,96,1973,40,15,96
47037011002,1624,729,183,712,0,0,792,45,678,12,15,82
47037011100,2860,934,474,1452,0,0,2316,85,178,43,33,205
47037011200,3195,1183,346,1666,0,0,2362,80,439,45,40,229
47037011300,2921,1585,145,1191,0,0,1186,149,1353,41,25,167
47037011400,3615,1737,211,1667,0,0,1543,93,1610,42,49,278
47037011500,2818,948,355,1515,0,0,1935,85,502,35,26,235
47037011600,3867,1437,454,1976,0,0,2568,121,829,40,34,275
47037011700,4073,1755,276,2042,0,0,2521,137,1016,45,40,314
47037011800,1770,885,72,813,0,0,414,36,1199,17,18,86
47037011900,1790,979,83,728,0,0,764,75,796,19,30,106
47037012100,2204,801,176,1227,0,0,1730,50,153,30,19,222
47037012200,1669,653,170,846,0,0,1291,51,145,32,13,137
47037012600,1136,674,42,420,0,0,318,20,727,13,9,49
47037012701,3384,1610,50,1724,0,0,272,34,3000,20,23,35
47037012702,1958,822,42,1094,0,0,264,23,1602,17,11,41
47037012801,3041,1240,59,1742,0,0,317,41,2623,13,14,33
47037012802,2016,914,71,1031,0,0,263,29,1662,13,15,34
47037013001,157,95,13,49,0,0,127,3,10,3,1,13
47037013002,1,0,0,1,0,0,0,0,1,0,0,0
47037013100,1515,536,303,676,0,0,858,36,503,30,19,69
47037013201,1733,752,405,576,0,0,1305,59,68,155,36,110
47037013202,2243,1186,319,738,0,0,1752,95,124,66,33,173
47037013300,3287,1838,404,1045,0,0,2519,99,256,65,30,318
47037013400,3370,1218,573,1579,0,0,2815,80,45,57,51,322
47037013500,1397,732,123,542,0,0,874,37,332,18,20,116
47037013600,4082,3081,32,969,0,0,316,51,3606,27,28,54
47037013701,2311,1250,51,1010,0,0,387,41,1774,20,14,75
47037013702,2041,1207,248,586,0,0,740,61,1042,25,32,141
47037013800,969,507,17,445,0,0,108,18,819,3,2,19
47037013900,1336,820,52,464,0,0,403,37,812,11,9,64
47037014200,867,593,4,270,0,0,76,18,733,13,10,17
47037014300,1141,678,31,432,0,0,177,21,897,14,4,28
47037014400,1577,1094,52,431,0,0,676,34,699,21,17,130
47037014800,508,445,1,62,0,0,46,19,428,2,5,8
47037015100,2570,1104,672,794,0,0,2144,109,112,31,27,147
47037015200,1738,674,454,610,0,0,1492,58,45,15,20,108
47037015300,4358,1674,1225,1459,0,0,3364,163,371,50,89,321
47037015401,3852,1480,1283,1089,0,0,3025,129,318,85,52,243
47037015402,2834,1356,648,830,0,0,2155,141,266,27,46,199
47037015404,1594,696,426,472,0,0,1212,91,153,29,7,102
47037015405,2748,1357,631,760,0,0,2051,117,352,35,34,159
47037015501,2307,1188,454,665,0,0,1778,86,199,39,44,161
47037015502,2367,1185,468,714,0,0,1858,90,200,24,50,145
47037015609,3182,1815,531,836,0,0,2353,160,284,52,43,290
47037015613,1576,962,189,425,0,0,736,220,394,64,58,104
47037015614,1801,1064,132,605,0,0,601,176,674,59,169,122
47037015615,1529,908,132,489,0,0,523,220,542,64,82,98
47037015617,1606,624,308,674,0,0,947,72,454,12,25,96
47037015618,3264,1561,407,1296,0,0,1312,209,1388,47,127,181
47037015619,3110,1416,449,1245,0,0,1297,176,1283,62,141,151
47037015620,3292,1737,326,1229,0,0,1022,250,1627,48,185,160
47037015622,2370,1084,554,732,0,0,1589,118,417,37,61,148
47037015623,3290,1738,694,858,0,0,2085,129,742,53,49,232
47037015624,2601,1421,403,777,0,0,1653,104,543,50,70,181
47037015625,3338,1579,642,1117,0,0,2361,133,482,52,85,225
47037015626,2871,1727,175,969,0,0,774,209,1403,56,214,215
47037015627,1334,745,124,465,0,0,437,155,517,62,70,93
47037015628,1503,973,77,453,0,0,333,76,957,19,57,61
47037015629,3140,1974,187,979,0,0,1044,156,1538,74,165,163
47037015630,2842,1602,158,1082,0,0,749,157,1554,70,171,141
47037015632,2127,1308,307,512,0,0,1389,90,456,26,37,129
47037015633,3576,1318,1216,1042,0,0,2839,95,303,50,44,245
47037015634,4898,2845,417,1636,0,0,1691,395,2058,105,367,282
47037015635,1440,723,273,444,0,0,696,68,478,32,84,82
47037015636,1714,958,177,579,0,0,839,138,508,25,112,92
47037015637,2180,1340,225,615,0,0,922,111,918,32,78,119
47037015700,787,335,140,312,0,0,542,71,72,15,36,51
47037015804,1701,1057,154,490,0,0,776,108,525,18,167,107
47037015805,1211,620,198,393,0,0,738,109,155,27,78,104
47037015806,1631,985,182,464,0,0,753,132,472,30,126,118
47037015900,1211,612,234,365,0,0,807,47,233,21,20,83
47037016000,1258,805,42,411,0,0,248,40,917,12,8,33
47037016100,1479,804,114,561,0,0,709,59,576,24,21,90
47037016200,2038,1093,159,786,0,0,705,35,1120,34,19,125
47037016300,1714,960,146,608,0,0,791,46,687,36,23,131
47037016400,1537,800,173,564,0,0,1172,43,61,50,25,186
47037016500,2301,1971,57,273,0,0,1449,104,173,166,71,338
47037016600,2043,1149,244,650,0,0,1477,71,197,65,42,191
47037016700,4174,1237,1004,1933,0,0,3465,93,38,82,57,439
47037016800,2858,1204,297,1357,0,0,2235,74,39,130,69,311
47037016900,3438,1144,434,1860,0,0,2716,87,121,93,61,360
47037017000,1911,832,206,873,0,0,1130,34,525,32,14,176
47037017100,2556,1299,288,969,0,0,1727,79,365,67,43,275
47037017200,1086,536,182,368,0,0,860,54,44,21,31,76
47037017300,1458,713,158,587,0,0,1002,100,163,49,35,109
47037017401,912,479,140,293,0,0,581,86,133,19,29,64
47037017402,2693,1295,420,978,0,0,1915,171,270,44,64,229
47037017500,1489,694,198,597,0,0,1120,128,88,18,29,106
47037017701,1745,522,635,588,0,0,1489,22,10,51,23,150
47037017702,2606,840,740,1026,0,0,2241,56,25,49,23,212
47037017800,4268,1666,864,1738,0,0,3393,117,137,112,78,431
47037017901,3967,1211,1290,1466,0,0,3318,53,44,112,80,360
47037017902,3642,1083,1200,1359,0,0,3020,68,54,81,73,346
47037018000,4207,1182,1216,1809,0,0,3521,73,47,91,55,420
47037018101,2732,1502,319,911,0,0,1812,124,449,75,51,221
47037018102,2748,793,925,1030,0,0,2275,54,32,56,39,292
47037018201,2335,684,756,895,0,0,1958,45,47,51,50,184
47037018203,1287,349,495,443,0,0,1096,18,17,19,24,113
47037018204,1974,1082,283,609,0,0,1415,81,224,31,36,187
47037018205,2340,1027,462,851,0,0,1798,50,159,26,41,266
47037018302,2163,826,688,649,0,0,1762,58,66,43,46,188
47037018303,2838,1550,551,737,0,0,2105,90,235,117,60,231
47037018304,3009,1128,886,995,0,0,2311,79,109,139,129,242
47037018404,3182,1328,681,1173,0,0,2404,94,253,33,83,315
47037018405,3549,1118,1152,1279,0,0,2900,80,90,63,104,312
47037018407,3677,1330,1061,1286,0,0,2899,110,102,136,108,322
47037018408,2672,897,814,961,0,0,2121,50,86,75,79,261
47037018409,3375,1014,1159,1202,0,0,2820,67,93,56,59,280
47037018410,1942,902,396,644,0,0,1500,71,90,30,62,189
47037018411,1668,894,275,499,0,0,1104,50,224,68,76,146
47037018412,2770,1210,623,937,0,0,2195,83,143,37,66,246
47037018500,4202,1153,1875,1174,0,0,3637,46,21,43,39,416
47037018601,2017,665,811,541,0,0,1703,40,7,36,26,205
47037018602,3563,936,1341,1286,0,0,3000,69,26,93,71,304
47037018700,2989,805,1231,953,0,0,2635,34,29,42,52,197
47037018801,4114,1270,1445,1399,0,0,3573,75,79,41,34,312
47037018803,2777,1150,873,754,0,0,2262,65,111,58,83,198
47037018804,3722,1286,1357,1079,0,0,2883,103,176,198,120,242
47037018901,1589,780,309,500,0,0,1045,77,137,45,143,142
47037018902,1555,627,421,507,0,0,1243,75,53,30,35,119
47037018904,1805,913,348,544,0,0,1227,105,220,45,76,132
47037018905,1376,748,244,384,0,0,1002,80,107,34,22,131
47037019003,1462,858,182,422,0,0,749,155,312,62,94,90
47037019004,1394,743,228,423,0,0,736,138,263,58,100,99
47037019007,920,462,159,299,0,0,521,98,129,58,49,65
47037019008,2166,1330,195,641,0,0,602,243,838,129,208,146
47037019105,2160,1107,431,622,0,0,1440,136,252,76,102,154
47037019106,2256,1140,423,693,0,0,1656,117,171,65,78,169
47037019108,917,580,120,217,0,0,433,142,226,25,38,53
47037019109,1883,1020,273,590,0,0,870,268,444,89,83,129
47037019110,1577,740,260,577,0,0,870,197,290,42,78,100
47037019111,1771,1042,185,544,0,0,703,179,677,56,63,93
47037019112,2493,1341,303,849,0,0,1077,191,780,120,160,165
47037019115,2780,1067,819,894,0,0,1910,82,267,113,163,245
47037019116,4293,2010,1007,1276,0,0,2930,158,521,134,204,346
47037019117,2645,1314,342,989,0,0,998,139,981,106,228,193
47037019118,2221,1462,158,601,0,0,763,152,957,125,98,126
47037019119,5240,2538,1330,1372,0,0,3794,215,462,134,198,437
47037019120,1868,986,326,556,0,0,1319,88,151,69,88,153
47037019121,2585,1238,509,838,0,0,1519,82,324,126,296,238
47037019200,2338,1070,189,1079,0,0,1527,61,510,27,40,173
47037019300,1432,1001,30,401,0,0,470,29,839,9,15,70
47037019401,2314,1457,159,698,0,0,1209,68,793,35,37,172
47037019402,2828,1694,244,890,0,0,1827,81,523,57,40,300
47037019501,1424,1000,137,287,0,0,1071,55,40,49,22,187
47037019502,2674,1959,257,458,0,0,1745,85,496,51,48,249
47037019503,1928,1082,287,559,0,0,1479,65,101,34,34,215
47037019600,1954,1026,336,592,0,0,1265,95,394,28,50,122
47037980100,180,128,8,44,0,0,64,9,68,5,19,15
47037980200,16,13,0,3,0,0,11,3,2,0,0,0
47113000100,2247,1028,456,763,0,0,945,53,1151,25,13,60
47113000200,3142,1551,616,975,0,0,1112,56,1858,20,27,69
47113000300,2442,998,760,684,0,0,1561,55,709,21,12,84
47113000400,1712,890,198,624,0,0,370,22,1284,2,5,29
47113000500,1467,899,34,534,0,0,167,5,1275,3,1,16
47113000600,1021,451,208,362,0,0,435,10,527,1,6,42
47113000700,1150,666,181,303,0,0,523,27,566,5,2,27
47113000800,952,643,76,233,0,0,292,11,628,4,3,14
47113000900,1182,642,19,521,0,0,97,13,1061,1,1,9
47113001000,1019,526,20,473,0,0,93,9,910,1,0,6
47113001100,444,230,11,203,0,0,27,4,409,0,0,4
47113001300,3447,1458,1355,634,0,0,2705,48,494,13,16,171
47113001401,952,454,272,226,0,0,631,21,260,3,4,33
47113001402,1418,565,555,298,0,0,1028,21,307,3,6,53
47113001501,2861,1303,793,765,0,0,1610,43,1078,18,12,100
47113001502,3780,1407,1826,547,0,0,3207,41,313,12,28,179
47113001603,1699,635,678,386,0,0,1127,28,424,15,14,91
47113001604,1932,602,950,380,0,0,1499,27,287,17,20,82
47113001605,1232,526,470,236,0,0,838,20,282,11,19,62
47113001607,3632,1482,1248,902,0,0,2442,115,817,53,29,176
47113001608,1880,720,859,301,0,0,1584,21,174,6,5,90
47113001609,1355,378,792,185,0,0,1128,20,136,9,8,54
47113001610,4761,1508,2639,614,0,0,3959,91,286,93,45,287
47113001611,1686,717,556,413,0,0,1044,42,452,28,27,93
47113001612,4987,2245,1526,1216,0,0,3075,87,1526,50,54,195
47113001700,1049,380,317,352,0,0,504,9,507,1,1,27
47113001800,1944,735,678,531,0,0,1178,24,668,4,7,63
47113001900,2406,940,1173,293,0,0,2106,30,148,7,12,103
47093000100,1646,736,306,604,0,0,1356,28,47,16,25,174
47093000800,1606,1000,184,422,0,0,1193,50,206,22,22,113
47093000901,142,107,3,32,0,0,100,10,12,5,1,14
47093000902,679,537,36,106,0,0,523,28,28,14,15,71
47093001400,652,442,75,135,0,0,401,35,181,3,6,26
47093001500,1806,729,384,693,0,0,1540,47,68,6,14,131
47093001600,1620,612,399,609,0,0,1401,25,58,7,20,109
47093001700,1241,554,237,450,0,0,980,48,114,7,5,87
47093001800,1451,538,355,558,0,0,1189,52,98,4,21,87
47093001900,737,373,38,326,0,0,182,22,499,8,0,26
47093002000,1441,747,41,653,0,0,171,23,1223,5,6,13
47093002100,1415,659,125,631,0,0,385,29,948,4,13,36
47093002200,2067,859,494,714,0,0,1830,38,64,10,11,114
47093002300,1855,785,422,648,0,0,1587,41,59,12,21,135
47093002400,1682,988,303,391,0,0,1364,50,131,8,17,112
47093002600,1066,629,149,288,0,0,653,38,260,9,20,86
47093002700,1042,559,253,230,0,0,802,42,107,11,7,73
47093002800,1866,1128,238,500,0,0,909,66,777,7,21,86
47093002900,1509,809,225,475,0,0,1012,35,364,8,14,76
47093003000,2571,1080,721,770,0,0,2124,60,212,17,17,141
47093003100,1781,685,504,592,0,0,1241,61,378,4,16,81
47093003200,1673,787,187,699,0,0,530,40,1052,4,7,40
47093003300,1653,450,458,745,0,0,1149,21,387,8,6,82
47093003400,2988,1275,857,856,0,0,2586,47,82,31,27,215
47093003501,1888,644,704,540,0,0,1654,25,43,10,13,143
47093003502,1152,651,249,252,0,0,959,30,19,21,11,112
47093003700,1656,617,385,654,0,0,1422,36,67,16,16,99
47093003801,2263,1121,491,651,0,0,1845,82,109,25,42,160
47093003802,1893,913,500,480,0,0,1513,54,175,23,18,110
47093003901,2384,1107,674,603,0,0,1890,85,198,30,46,135
47093003902,1372,692,371,309,0,0,1109,50,104,18,16,75
47093004000,2199,1130,507,562,0,0,1827,56,128,23,26,139
47093004100,2472,1063,761,648,0,0,2179,46,75,8,17,147
47093004200,2098,698,770,630,0,0,1849,58,35,8,10,138
47093004300,1683,726,507,450,0,0,1370,50,146,8,12,97
47093004401,3835,1129,1756,950,0,0,3350,96,30,36,66,257
47093004403,3136,1367,906,863,0,0,2575,94,75,57,83,252
47093004404,2783,1019,1072,692,0,0,2312,65,58,57,62,229
47093004501,1924,808,543,573,0,0,1582,45,74,29,39,155
47093004502,2146,709,806,631,0,0,1786,55,33,36,28,208
47093004606,4545,1872,1708,965,0,0,3896,108,86,84,65,306
47093004607,3617,1731,1161,725,0,0,3041,71,160,19,59,267
47093004608,1690,778,507,405,0,0,1422,36,100,12,15,105
47093004609,2935,1297,948,690,0,0,2442,100,82,47,56,208
47093004610,2748,1521,587,640,0,0,2178,113,125,37,56,239
47093004611,2747,928,1142,677,0,0,2369,64,39,52,35,188
47093004612,1695,685,610,400,0,0,1440,53,44,20,15,123
47093004613,3107,1499,864,744,0,0,2607,110,128,33,36,193
47093004614,1901,791,611,499,0,0,1571,73,62,36,30,129
47093004615,2383,1063,700,620,0,0,1922,71,105,35,60,190
47093004700,2417,1057,809,551,0,0,2101,59,88,15,19,135
47093004800,3342,1443,1138,761,0,0,2784,76,174,39,50,219
47093004900,3601,1455,1359,787,0,0,3134,89,82,51,24,221
47093005000,2361,942,788,631,0,0,2102,39,51,9,13,147
47093005100,4858,1631,2106,1121,0,0,4261,79,111,49,31,327
47093005202,2407,1095,817,495,0,0,1956,53,259,12,14,113
47093005203,2449,968,1009,472,0,0,2066,42,148,15,22,156
47093005204,998,417,424,157,0,0,907,8,24,0,4,55
47093005301,2720,1093,1194,433,0,0,2434,31,88,28,5,134
47093005302,2366,1065,1024,277,0,0,2170,41,21,12,4,118
47093005401,2263,854,1020,389,0,0,2006,39,65,16,9,128
47093005402,1857,799,813,245,0,0,1689,35,33,1,12,87
47093005501,1833,758,709,366,0,0,1669,27,17,7,16,97
47093005502,1705,737,776,192,0,0,1565,20,3,6,9,102
47093005602,2652,1001,1195,456,0,0,2439,31,8,27,11,136
47093005603,2492,925,1095,472,0,0,2247,64,24,3,12,142
47093005604,1848,607,851,390,0,0,1673,27,21,5,13,109
47093005701,3672,999,1825,848,0,0,3237,72,25,33,42,263
47093005704,3978,1687,1372,919,0,0,3324,135,77,72,79,291
47093005706,2947,1223,1067,657,0,0,2405,70,52,86,77,257
47093005707,3519,1467,1423,629,0,0,2877,66,51,137,100,288
47093005708,2130,876,794,460,0,0,1865,36,18,26,24,161
47093005709,1590,566,669,355,0,0,1372,33,14,33,19,119
47093005710,1750,513,913,324,0,0,1492,46,10,42,37,123
47093005711,4040,1512,1586,942,0,0,3355,109,73,125,71,307
47093005713,2884,1039,1214,631,0,0,2411,89,30,68,75,211
47093005714,3181,975,1454,752,0,0,2758,68,31,46,38,240
47093005803,1967,712,828,427,0,0,1667,61,39,39,24,137
47093005807,1955,676,857,422,0,0,1643,39,22,61,50,140
47093005808,3638,1501,1404,733,0,0,3052,125,49,66,63,283
47093005809,4170,1393,2017,760,0,0,3456,119,28,115,60,392
47093005810,2861,1006,1320,535,0,0,2344,55,32,81,98,251
47093005811,2694,957,1277,460,0,0,2221,67,23,166,46,171
47093005813,4444,1550,2023,871,0,0,3656,105,35,226,99,323
47093005814,3087,1337,1266,484,0,0,2604,79,23,79,66,236
47093005815,1853,699,842,312,0,0,1589,29,14,34,33,154
47093005903,2840,1213,1063,564,0,0,2393,87,52,52,50,206
47093005906,1496,541,694,261,0,0,1347,28,9,19,13,80
47093005907,2620,1066,1042,512,0,0,2231,64,39,31,47,208
47093005908,2955,1230,1250,475,0,0,2580,66,68,24,20,197
47093005909,732,317,323,92,0,0,638,12,4,11,12,55
47093005910,1016,456,386,174,0,0,859,26,17,14,18,82
47093005911,1665,728,624,313,0,0,1397,40,67,18,26,117
47093005912,4356,2094,1501,761,0,0,3578,123,67,108,82,398
47093006001,3048,1582,940,526,0,0,2570,73,61,35,43,266
47093006002,3901,1405,1853,643,0,0,3480,52,67,22,34,246
47093006003,3331,1220,1631,480,0,0,2983,59,35,21,32,201
47093006102,3179,1368,1360,451,0,0,2892,52,25,25,25,160
47093006103,3543,1616,1371,556,0,0,3173,74,57,12,30,197
47093006104,3477,1491,1532,454,0,0,3078,79,23,22,26,249
47093006202,3578,1426,1658,494,0,0,3242,50,14,29,24,219
47093006203,2929,1347,1154,428,0,0,2671,48,19,16,10,165
47093006205,3201,1222,1562,417,0,0,2924,44,9,32,20,172
47093006206,3388,1213,1703,472,0,0,3040,47,12,34,19,236
47093006207,2178,995,851,332,0,0,1941,62,34,14,16,111
