GEOID20,total_reg,party_npp,party_rep,party_dem,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
47157021757,1516,1037,17,462,0,0,122,29,1342,4,6,13
47157021758,1522,911,48,563,0,0,118,46,1318,15,10,15
47157021759,2016,1120,62,834,0,0,155,70,1752,16,2,21
47157021760,1915,1150,51,714,0,0,126,87,1677,8,3,14
47157021900,3031,1655,29,1347,0,0,121,31,2846,5,8,20
47157022023,1124,544,6,574,0,0,51,4,1047,4,8,10
47157022024,2327,1042,42,1243,0,0,117,14,2159,8,13,16
47157022025,996,769,4,223,0,0,74,10,890,3,8,11
47157022026,979,616,12,351,0,0,62,9,897,2,4,5
47157022111,3216,1784,50,1382,0,0,195,19,2952,10,9,31
47157022121,3332,1419,74,1839,0,0,151,12,3127,7,14,21
47157022122,2396,1242,26,1128,0,0,103,11,2251,5,6,20
47157022130,3596,1765,48,1783,0,0,157,18,3392,6,8,15
47157022131,1433,860,12,561,0,0,66,6,1339,5,5,12
47157022132,1543,846,29,668,0,0,82,9,1428,8,3,13
47157022210,2910,1456,24,1430,0,0,98,13,2765,14,9,11
47157022220,2340,1253,21,1066,0,0,80,11,2228,5,4,12
47157022310,3476,1805,24,1647,0,0,135,12,3288,18,5,18
47157022321,2484,1219,19,1246,0,0,72,10,2371,12,7,12
47157022322,2972,1314,37,1621,0,0,92,11,2846,7,4,12
47157022330,2929,1436,23,1470,0,0,77,24,2810,8,2,8
47157022410,4046,1757,53,2236,0,0,224,33,3756,10,3,20
47157022500,2592,1253,72,1267,0,0,184,48,2305,20,5,30
47157022600,1900,1164,71,665,0,0,213,52,1586,17,9,23
47157022700,4206,2211,29,1966,0,0,128,19,4021,14,7,17
47157980100,51,41,0,10,0,0,39,1,6,1,0,4
47157980200,97,58,1,38,0,0,37,0,54,0,0,6
47157980300,0,0,0,0,0,0,0,0,0,0,0,0
47157980401,2,2,0,0,0,0,1,0,1,0,0,0
47157980402,7,2,3,2,0,0,7,0,0,0,0,0
47089070101,1524,609,791,124,0,0,1368,37,9,7,6,97
47089070102,2522,1176,1103,243,0,0,2279,61,12,11,8,151
47089070200,2667,1241,1204,222,0,0,2484,30,15,7,9,122
47089070300,3328,1561,1273,494,0,0,2939,54,104,25,28,178
47089070400,2204,888,1062,254,0,0,2017,28,29,4,10,116
47089070500,2889,1327,1222,340,0,0,2637,47,34,15,12,144
47089070600,2849,1264,1217,368,0,0,2581,65,30,9,15,149
47089070701,2399,1179,954,266,0,0,2099,62,28,24,13,173
47089070702,2545,1065,1217,263,0,0,2318,24,21,14,22,146
47089070801,2221,992,1001,228,0,0,1998,29,7,10,15,162
47089070802,2475,1136,1084,255,0,0,2238,38,4,5,11,179
47089070900,3103,1350,1419,334,0,0,2791,46,32,16,26,192
47145030100,2552,894,930,728,0,0,2174,45,45,26,28,234
47145030203,2792,841,1502,449,0,0,2497,26,15,27,27,200
47145030204,2156,736,1004,416,0,0,1928,28,64,7,13,116
47145030205,1977,796,942,239,0,0,1795,28,5,3,8,138
47145030206,2751,1073,1359,319,0,0,2507,47,13,17,12,155
47145030301,2060,593,1161,306,0,0,1850,38,2,10,6,154
47145030302,2068,782,999,287,0,0,1894,35,7,7,9,116
47145030401,1696,577,818,301,0,0,1570,21,10,11,5,79
47145030402,2547,958,1114,475,0,0,2295,21,50,21,10,150
47145030500,1742,773,613,356,0,0,1547,21,70,12,8,84
47145030600,2247,834,1033,380,0,0,2056,25,25,12,11,118
47145030700,2423,909,1145,369,0,0,2219,31,40,5,16,112
47145030801,1024,462,332,230,0,0,851,21,68,4,9,71
47145030802,1713,642,759,312,0,0,1501,22,74,6,4,106
47145030900,3409,1383,1539,487,0,0,3185,38,31,10,10,135
47145980100,0,0,0,0,0,0,0,0,0,0,0,0
47165020101,1912,946,692,274,0,0,1734,35,6,11,5,121
47165020102,2813,1282,1064,467,0,0,2601,49,10,11,11,131
47165020203,1588,766,591,231,0,0,1415,39,18,3,7,106
47165020204,2072,1141,674,257,0,0,1836,47,31,10,14,134
47165020205,1517,883,422,212,0,0,1305,45,89,2,5,71
47165020206,727,336,272,119,0,0,632,21,5,1,5,63
47165020207,944,488,337,119,0,0,854,28,7,2,1,52
47165020208,1481,747,521,213,0,0,1303,28,24,6,13,107
47165020209,1281,512,557,212,0,0,1142,16,11,15,7,90
47165020300,2520,1413,679,428,0,0,2190,84,58,25,9,154
47165020403,1380,622,595,163,0,0,1260,23,9,5,11,72
47165020404,1247,554,519,174,0,0,1143,16,2,2,9,75
47165020405,1726,792,670,264,0,0,1546,37,22,7,2,112
47165020406,2515,1190,1004,321,0,0,2269,49,14,25,10,148
47165020407,2729,1296,1032,401,0,0,2444,65,22,13,10,175
47165020501,5690,2347,2500,843,0,0,4878,148,131,55,46,432
47165020502,4140,1904,1585,651,0,0,3471,133,151,54,35,296
47165020503,1783,654,842,287,0,0,1592,32,40,13,8,98
47165020601,2361,898,1094,369,0,0,2150,34,42,13,9,113
47165020602,2685,1206,1042,437,0,0,2358,50,86,15,15,161
47165020603,2397,930,1038,429,0,0,2095,62,89,9,11,131
47165020700,2688,1193,923,572,0,0,2188,101,205,33,18,143
47165020800,2794,1641,313,840,0,0,1112,161,1377,16,19,109
47165020901,831,324,356,151,0,0,726,20,35,6,3,41
47165020903,3040,1213,1213,614,0,0,2589,87,124,22,27,191
47165020904,1575,890,338,347,0,0,1169,100,201,13,8,84
47165020905,3776,2065,1035,676,0,0,2957,188,348,43,21,219
47165021002,5492,2478,1954,1060,0,0,4429,194,271,124,70,404
47165021004,1905,1012,537,356,0,0,1566,76,106,17,25,115
47165021005,4003,1527,1732,744,0,0,3433,78,184,68,24,216
47165021006,2613,1062,1190,361,0,0,2290,48,65,28,7,175
47165021007,2838,1403,1010,425,0,0,2413,73,56,45,40,211
47165021008,4248,2026,1550,672,0,0,3493,158,131,70,72,324
47165021009,3331,1627,1114,590,0,0,2761,118,106,41,34,271
47165021103,3856,1755,1316,785,0,0,3227,139,101,37,57,295
47165021104,1057,516,341,200,0,0,905,49,40,6,3,54
47165021105,3591,2005,898,688,0,0,2880,171,240,39,41,220
47165021106,2337,1093,729,515,0,0,1928,75,108,29,25,172
47165021107,3230,1525,1079,626,0,0,2730,103,126,32,35,204
47165021201,5450,1925,2661,864,0,0,4756,107,62,41,61,423
47165021203,5428,2380,2280,768,0,0,4644,144,101,40,46,453
47165021204,5082,2303,1813,966,0,0,4184,133,246,72,66,381
47165021205,3041,1130,1345,566,0,0,2647,65,63,45,27,194
47141000100,3136,1278,1323,535,0,0,2778,142,12,7,11,186
47141000201,3610,1368,1606,636,0,0,3221,89,38,38,25,199
47141000202,3078,1152,1327,599,0,0,2760,48,37,23,20,190
47141000301,1883,727,855,301,0,0,1697,46,5,10,3,122
47141000303,1302,593,454,255,0,0,1129,56,14,5,5,93
47141000304,1619,968,356,295,0,0,1350,85,25,25,17,117
47141000305,1760,901,570,289,0,0,1540,47,28,32,13,100
47141000400,2818,1017,1133,668,0,0,2503,80,15,35,30,155
47141000500,1556,539,665,352,0,0,1346,31,15,43,13,108
47141000600,2127,734,877,516,0,0,1834,58,12,59,18,146
47141000700,2022,1079,543,400,0,0,1698,83,75,21,25,120
47141000800,1516,931,278,307,0,0,1251,85,40,14,18,108
47141000900,3924,1656,1579,689,0,0,3561,65,23,16,21,238
47141001000,2221,885,935,401,0,0,2063,30,4,4,7,113
47141001100,4269,1730,1866,673,0,0,3916,76,18,11,12,236
47141001201,3658,1379,1619,660,0,0,3278,110,10,25,28,207
47141001202,2660,978,1185,497,0,0,2367,45,15,22,18,193
47141001300,1514,521,725,268,0,0,1376,26,7,8,15,82
47101970100,2996,1132,1365,499,0,0,2690,51,34,6,13,202
47101970200,4444,1606,2197,641,0,0,4060,62,40,36,20,226
47027955000,3287,1184,1328,775,0,0,3071,34,46,8,3,125
47027955100,1671,630,791,250,0,0,1577,11,2,3,5,73
47189030102,4484,1853,1978,653,0,0,3951,96,100,20,24,293
47189030103,2071,788,977,306,0,0,1856,47,14,15,11,128
47189030104,1677,635,805,237,0,0,1503,23,19,11,10,111
47189030105,3118,1211,1419,488,0,0,2668,82,94,31,32,211
47189030202,5999,2134,2947,918,0,0,5331,148,75,54,41,350
47189030203,4460,2114,1610,736,0,0,3644,148,96,93,136,343
47189030205,1398,542,653,203,0,0,1211,33,30,6,10,108
47189030206,3686,1518,1588,580,0,0,3072,104,91,49,80,290
47189030207,1561,632,682,247,0,0,1403,26,37,8,6,81
47189030303,3316,1172,1522,622,0,0,2912,80,25,25,37,237
47189030304,4567,1912,1821,834,0,0,3909,117,146,46,44,305
47189030305,3697,1391,1538,768,0,0,3286,77,43,23,30,238
47189030308,3141,1422,1082,637,0,0,2586,108,126,39,84,198
47189030309,4690,2134,1707,849,0,0,3893,150,151,62,99,335
47189030310,4369,2031,1550,788,0,0,3580,157,111,79,87,355
47189030311,1953,880,754,319,0,0,1677,78,34,13,19,132
47189030401,1642,724,629,289,0,0,1385,51,84,18,8,96
47189030402,1825,955,484,386,0,0,1367,95,196,34,9,124
47189030500,3725,1992,1071,662,0,0,3075,154,204,27,19,246
47189030600,2160,911,802,447,0,0,1893,73,54,17,11,112
47189030700,1573,843,261,469,0,0,956,47,481,11,10,68
47189030800,5092,2336,1916,840,0,0,4481,141,78,30,31,331
47189030904,2714,1197,1129,388,0,0,2443,45,20,19,14,173
47189030905,3505,1393,1547,565,0,0,3035,76,89,32,35,238
47189030906,3529,1362,1583,584,0,0,3092,53,32,67,34,251
47189030907,3733,1351,1582,800,0,0,3090,86,106,41,72,338
47189030908,4454,2376,1189,889,0,0,3499,178,154,138,120,365
47189031000,3828,1495,1674,659,0,0,3412,66,87,12,25,226
47003950100,2566,1023,1176,367,0,0,2295,60,41,15,18,137
47003950201,2012,918,844,250,0,0,1794,53,18,7,3,137
47003950202,2218,1007,935,276,0,0,1975,64,36,8,9,126
47003950300,2244,918,1015,311,0,0,1989,72,35,14,8,126
47003950401,2829,1319,1045,465,0,0,2277,184,157,21,13,177
47003950402,3685,1827,1284,574,0,0,2861,213,341,32,33,205
47003950500,3010,1412,1009,589,0,0,2186,193,430,26,14,161
47003950600,3107,1615,980,512,0,0,2269,206,431,14,25,162
47003950700,1979,753,946,280,0,0,1752,42,51,8,13,113
47003950800,1977,675,1017,285,0,0,1766,36,24,11,11,129
47169090100,3825,1667,1510,648,0,0,3345,63,191,13,20,193
47169090200,1647,819,480,348,0,0,1282,35,245,6,2,77
47021070102,2446,1059,890,497,0,0,2207,49,13,15,10,152
47021070103,1959,839,787,333,0,0,1777,43,14,5,7,113
47021070104,3239,1467,1121,651,0,0,2890,64,38,27,18,202
47021070201,3222,1381,1349,492,0,0,2889,69,17,10,17,220
47021070202,3345,1417,1337,591,0,0,3039,79,13,19,11,184
47021070203,2251,985,941,325,0,0,2039,47,27,11,6,121
47021070300,2381,1073,756,552,0,0,2088,62,68,16,10,137
47021070401,1660,628,636,396,0,0,1462,35,29,7,16,111
47021070402,4921,1835,1856,1230,0,0,4408,95,19,23,34,342
47103975000,1111,383,579,149,0,0,1018,14,22,3,2,52
47103975100,1452,528,718,206,0,0,1307,13,42,4,6,80
47103975200,1177,429,581,167,0,0,1054,19,14,2,4,84
47103975300,3848,1653,1491,704,0,0,3014,69,537,29,11,188
47103975400,2346,894,1027,425,0,0,2037,21,157,14,9,108
47103975500,2823,1247,1219,357,0,0,2583,38,19,15,10,158
47103975601,3093,1391,1349,353,0,0,2747,55,87,8,17,179
47103975602,2477,1090,1090,297,0,0,2234,46,42,15,10,130
47103975700,2079,836,1014,229,0,0,1887,27,9,11,16,129
47167040100,2760,1310,1063,387,0,0,2244,42,325,12,16,121
47167040200,1130,566,420,144,0,0,975,18,58,4,0,75
47167040302,6611,3280,2530,801,0,0,5532,149,479,33,38,380
47167040303,3903,1823,1521,559,0,0,3131,83,424,15,15,235
47167040304,3932,1970,1610,352,0,0,3409,78,145,6,15,279
47167040400,1835,700,967,168,0,0,1659,15,24,6,9,122
47167040500,3729,1857,1452,420,0,0,3111,59,305,11,12,231
47167040601,2743,1371,854,518,0,0,1659,21,924,16,6,117
47167040602,1888,747,827,314,0,0,1363,15,375,10,5,120
47167040700,2565,1336,664,565,0,0,1236,15,1196,16,6,96
47167040800,2878,1220,1378,280,0,0,2506,47,169,5,15,136
47167040900,1034,420,386,228,0,0,679,6,315,0,1,33
47167041000,1475,746,334,395,0,0,628,17,792,5,2,31
47139950100,1173,499,401,273,0,0,1092,11,2,3,7,58
47139950201,1536,598,662,276,0,0,1423,19,3,1,6,84
47139950203,2056,878,749,429,0,0,1868,34,2,12,9,131
47139950204,1983,810,772,401,0,0,1866,10,6,5,7,89
47139950300,2749,1237,1074,438,0,0,2502,34,2,8,20,183
47139950400,2610,1264,898,448,0,0,2408,34,6,4,2,156
47017962000,2321,895,954,472,0,0,2010,34,130,14,8,125
47017962101,1920,685,931,304,0,0,1623,22,150,4,3,118
47017962102,2329,845,1080,404,0,0,1940,36,251,10,12,80
47017962201,1696,821,591,284,0,0,1356,18,216,6,3,97
47017962202,2278,854,1089,335,0,0,2013,33,98,11,19,104
47017962300,2550,1026,1026,498,0,0,2065,24,340,13,6,102
47017962400,1594,633,715,246,0,0,1417,25,66,9,12,65
47017962500,1276,444,652,180,0,0,1110,13,90,7,2,54
47017980100,0,0,0,0,0,0,0,0,0,0,0,0
47153060102,1663,635,770,258,0,0,1535,26,4,6,9,83
47153060103,2602,1139,1024,439,0,0,2395,49,5,10,11,132
47153060104,2658,1117,1113,428,0,0,2464,37,10,13,10,124
47153060200,3256,1303,1492,461,0,0,3018,37,2,13,5,181
47001020100,1833,975,375,483,0,0,1235,38,412,18,14,116
47001020201,3085,1072,1128,885,0,0,2583,59,69,124,42,208
47001020202,2869,1033,973,863,0,0,2416,98,65,45,36,209
47001020300,2443,1009,747,687,0,0,2120,62,77,17,20,147
47001020400,2776,1166,783,827,0,0,2402,51,66,22,36,199
47001020500,1989,1074,467,448,0,0,1662,51,99,13,7,157
47001020600,1769,653,633,483,0,0,1489,45,47,27,28,133
47001020700,669,285,264,120,0,0,613,6,0,4,0,46
47001020800,2485,1193,958,334,0,0,2275,27,6,16,5,156
47001020901,4187,1478,1996,713,0,0,3917,27,6,13,10,214
47001020902,3776,1563,1655,558,0,0,3469,44,10,17,12,224
47001021001,1467,685,574,208,0,0,1357,22,2,5,5,76
47001021002,1891,770,750,371,0,0,1733,18,31,8,8,93
47001021100,2989,1010,1407,572,0,0,2715,44,29,21,19,161
47001021201,2758,1119,1173,466,0,0,2529,32,59,8,7,123
47001021202,2898,1234,1137,527,0,0,2639,40,30,12,12,165
47001021301,2208,846,989,373,0,0,2038,33,6,6,8,117
47001021303,2492,1035,1028,429,0,0,2273,35,40,7,13,124
47001021304,1938,986,698,254,0,0,1713,42,25,12,13,133
47001980100,0,0,0,0,0,0,0,0,0,0,0,0
47039955001,1141,364,601,176,0,0,1045,15,9,12,4,56
47039955003,1607,582,791,234,0,0,1465,25,18,8,6,85
47039955004,1068,426,440,202,0,0,941,22,41,5,3,56
47039955101,1081,325,479,277,0,0,972,7,53,2,2,45
47039955102,2099,665,1029,405,0,0,1956,21,17,2,4,99
47047060300,1841,751,559,531,0,0,892,33,853,8,5,50
47047060401,2403,936,1204,263,0,0,1956,70,223,26,6,122
47047060402,2860,1206,1126,528,0,0,2049,55,580,23,22,131
47047060403,3334,1247,1525,562,0,0,2557,51,535,16,24,151
47047060404,4396,1924,1767,705,0,0,3465,69,572,28,24,238
47047060501,2933,1132,1204,597,0,0,1901,33,852,13,6,128
47047060502,2594,904,1162,528,0,0,1793,25,661,11,16,88
47047060600,2701,1005,985,711,0,0,1502,27,1015,9,17,131
47047060701,1742,614,799,329,0,0,1146,22,482,9,3,80
47047060702,3067,1051,1543,473,0,0,2200,44,608,45,18,152
47047060800,1561,536,696,329,0,0,1012,14,471,8,3,53
47151975000,2421,1001,1154,266,0,0,2293,13,1,7,6,101
47151975101,1555,682,688,185,0,0,1468,10,0,7,1,69
47151975102,2842,1116,1437,289,0,0,2688,21,1,3,7,122
47151975200,3311,1386,1520,405,0,0,3163,17,3,8,1,119
47151975300,1529,693,587,249,0,0,1475,11,0,1,2,40
47151975400,1636,638,747,251,0,0,1553,8,3,3,5,64
47013950100,1621,750,563,308,0,0,1536,16,0,2,11,56
47013950200,1467,656,504,307,0,0,1355,16,15,9,5,67
47013950300,1119,557,409,153,0,0,1043,17,1,3,1,54
47013950400,2755,1235,1042,478,0,0,2536,34,1,12,9,163
47013950500,3302,1181,1601,520,0,0,3100,33,3,21,19,126
47013950601,929,487,283,159,0,0,856,9,9,2,7,46
47013950602,1202,556,422,224,0,0,1136,9,1,3,2,51
47013950701,991,329,497,165,0,0,932,4,0,1,1,53
47013950702,1470,696,502,272,0,0,1368,10,5,9,4,74
47013950800,1512,549,721,242,0,0,1424,12,0,6,4,66
47013950900,1822,753,801,268,0,0,1678,17,5,1,4,117
47013951000,1360,526,617,217,0,0,1254,6,0,3,15,82
47013951100,3376,1290,1532,554,0,0,3165,26,1,5,15,164
47111970100,2804,1106,1400,298,0,0,2542,58,12,5,7,180
47111970200,3685,1438,1873,374,0,0,3376,66,7,12,8,216
47111970301,2481,1075,1125,281,0,0,2224,61,13,11,15,157
47111970302,1976,846,938,192,0,0,1804,30,9,9,8,116
47111970400,2353,1168,917,268,0,0,2137,40,12,10,4,150
47011010100,3233,1489,1289,455,0,0,2705,150,108,60,30,180
47011010201,1734,674,821,239,0,0,1484,58,49,16,24,103
47011010202,2086,959,861,266,0,0,1744,85,72,39,15,131
47011010300,1920,1156,550,214,0,0,1612,80,101,15,11,101
47011010400,1031,680,204,147,0,0,733,61,162,6,9,60
47011010500,1643,938,482,223,0,0,1372,55,63,6,11,136
47011010600,2262,980,970,312,0,0,1910,96,59,16,18,163
47011010700,2298,1503,514,281,0,0,1805,131,205,11,18,128
47011010800,1539,970,357,212,0,0,1134,97,187,10,19,92
47011010900,1884,890,804,190,0,0,1672,73,12,7,19,101
47011011000,3395,1841,1132,422,0,0,2846,183,74,26,36,230
47011011101,4180,1772,1973,435,0,0,3674,97,40,30,55,284
47011011102,2316,1082,965,269,0,0,2037,62,53,7,12,145
47011011201,4299,1976,1812,511,0,0,3646,129,163,35,38,288
47011011203,3329,1383,1595,351,0,0,2895,90,58,41,36,209
47011011204,4173,1904,1704,565,0,0,3417,183,208,75,48,242
47011011301,3603,1478,1835,290,0,0,3280,43,32,13,21,214
47011011302,1708,818,726,164,0,0,1532,44,10,6,14,102
47011011402,1867,986,658,223,0,0,1506,100,80,28,20,133
47011011403,2919,1185,1465,269,0,0,2525,98,42,50,25,179
47011011404,3076,1118,1626,332,0,0,2730,67,25,41,23,190
47011011501,3662,1840,1491,331,0,0,3175,124,27,25,54,257
47011011502,2479,1159,1098,222,0,0,2230,60,14,12,28,135
47011011601,3208,1585,1336,287,0,0,2869,68,37,10,26,198
47011011602,3076,1480,1330,266,0,0,2769,58,3,21,22,203
47147080101,2722,1373,960,389,0,0,2407,67,91,7,4,146
47147080103,4561,2382,1503,676,0,0,4021,122,60,39,39,280
47147080104,4781,2110,2006,665,0,0,4287,107,73,13,34,267
47147080200,3759,1390,1813,556,0,0,3354,80,67,14,15,229
47147080301,1418,686,344,388,0,0,921,68,360,10,6,53
47147080302,1468,655,369,444,0,0,874,63,442,6,10,73
47147080401,2518,1336,516,666,0,0,1503,118,750,14,6,127
47147080402,2442,1015,808,619,0,0,1901,98,266,26,12,139
47147080500,3066,1191,1372,503,0,0,2640,76,114,19,19,198
47147080603,2932,1224,1224,484,0,0,2625,56,17,16,18,200
47147080604,3248,1260,1452,536,0,0,2948,53,18,35,16,178
47147080605,1634,695,723,216,0,0,1484,24,7,7,8,104
47147080606,3583,1693,1355,535,0,0,3214,68,34,8,19,240
47147080701,2072,834,972,266,0,0,1902,28,13,3,8,118
47147080702,2918,1162,1283,473,0,0,2572,58,48,16,24,200
47149040101,1471,903,286,282,0,0,849,200,267,29,46,80
47149040102,1786,1023,300,463,0,0,1029,206,379,17,43,112
47149040104,2344,1443,332,569,0,0,1225,230,632,37,68,152
47149040105,2067,1255,379,433,0,0,1397,203,289,20,40,118
47149040106,1272,875,116,281,0,0,517,183,430,20,36,86
47149040107,2332,1551,189,592,0,0,745,293,981,37,117,159
47149040200,1885,1025,453,407,0,0,1283,140,250,31,58,123
47149040303,1170,614,330,226,0,0,940,47,87,12,18,66
47149040304,2246,1163,562,521,0,0,1612,146,263,35,45,145
47149040305,1114,672,192,250,0,0,760,81,113,17,56,87
47149040307,2100,1003,679,418,0,0,1626,107,120,41,47,159
47149040308,3487,1840,871,776,0,0,2490,206,385,68,88,250
47149040309,3509,1787,1062,660,0,0,2785,133,191,57,73,270
47149040310,2039,1071,590,378,0,0,1638,105,82,25,40,149
47149040311,1316,708,335,273,0,0,985,74,130,28,19,80
47149040312,638,425,78,135,0,0,421,40,108,11,19,39
47149040404,1949,820,755,374,0,0,1592,102,85,27,31,112
47149040405,1628,958,334,336,0,0,1158,120,199,20,15,116
47149040501,5565,2639,2073,853,0,0,4779,168,120,52,39,407
47149040502,5249,2115,2396,738,0,0,4530,135,229,29,30,296
47149040600,3061,1148,1390,523,0,0,2712,68,59,26,13,183
47149040702,4139,1956,1498,685,0,0,3413,149,211,40,35,291
47149040703,4829,2505,1485,839,0,0,3808,196,294,89,50,392
47149040704,2874,1339,1107,428,0,0,2426,78,112,13,17,228
47149040806,5316,2453,1935,928,0,0,4412,208,158,81,128,329
47149040807,4329,2072,1495,762,0,0,3618,144,158,40,45,324
47149040808,6969,3268,2465,1236,0,0,5692,233,281,98,105,560
47149040809,2831,1240,1186,405,0,0,2474,71,45,22,17,202
47149040810,2055,831,903,321,0,0,1872,27,23,11,6,116
47149040811,4189,2030,1157,1002,0,0,2933,145,448,139,173,351
47149040812,2057,1107,455,495,0,0,1425,156,237,64,46,129
47149040901,3010,1652,748,610,0,0,2275,112,291,64,38,230
47149040904,3028,1339,948,741,0,0,2359,123,188,88,40,230
47149040906,3320,1850,725,745,0,0,2446,170,306,66,78,254
47149040907,6180,3210,1790,1180,0,0,4734,243,382,129,147,545
47149040908,5462,3029,1351,1082,0,0,4140,224,480,106,105,407
47149040909,3459,2021,686,752,0,0,2570,181,330,71,52,255
47149040910,3551,1751,1022,778,0,0,2706,118,362,66,54,245
47149040911,3882,1764,1293,825,0,0,3010,146,266,84,62,314
47149041000,5378,2322,2018,1038,0,0,4452,176,230,68,74,378
47149041102,1764,707,697,360,0,0,1492,37,119,12,5,99
47149041103,3088,1208,1194,686,0,0,2531,73,214,36,46,188
47149041104,2718,1052,1021,645,0,0,2213,76,155,41,36,197
47149041201,4011,1725,1432,854,0,0,3181,164,242,96,52,276
47149041202,3154,1364,1147,643,0,0,2528,82,160,94,32,258
47149041301,4594,1361,2176,1057,0,0,3976,69,140,89,49,271
47149041302,3844,1274,1673,897,0,0,3252,67,162,40,62,261
47149041401,3009,1323,999,687,0,0,2324,70,324,63,40,188
47149041404,1887,1165,294,428,0,0,1261,70,424,19,20,93
47149041405,1189,779,149,261,0,0,890,54,161,11,7,66
47149041406,2721,1471,677,573,0,0,2064,92,333,43,27,162
47149041407,2553,1320,670,563,0,0,1945,87,299,39,42,141
47149041500,511,418,14,79,0,0,370,16,77,5,7,36
47149041601,1556,893,254,409,0,0,1131,67,232,11,16,99
47149041602,1261,542,294,425,0,0,951,44,169,7,16,74
47149041700,2607,1190,754,663,0,0,2049,90,247,18,33,170
47149041800,2021,1276,369,376,0,0,1382,76,329,50,32,152
47149041900,1816,1139,122,555,0,0,749,86,874,12,15,80
47149042000,2932,1276,898,758,0,0,2175,98,296,71,51,241
47149042101,2763,1811,276,676,0,0,1453,140,887,69,31,183
47149042102,2260,1303,357,600,0,0,1630,92,333,17,21,167
47149042200,2280,1131,685,464,0,0,1823,151,111,31,27,137
47149042301,2270,1404,419,447,0,0,1573,173,217,64,35,208
47149042302,2307,1354,499,454,0,0,1786,111,177,29,27,177
47091956000,723,181,451,91,0,0,679,12,2,1,2,27
47091956100,1575,523,911,141,0,0,1459,25,1,6,9,75
47091956200,1513,459,888,166,0,0,1422,19,0,4,3,65
47091956300,3319,1001,1927,391,0,0,3084,38,15,16,19,147
47091956400,2831,841,1696,294,0,0,2612,30,2,10,3,174
47187050102,4742,2007,1791,944,0,0,3823,139,110,135,173,362
47187050103,4685,1991,1929,765,0,0,3971,89,146,59,61,359
47187050104,3602,1606,1276,720,0,0,2625,129,74,267,159,348
47187050105,6009,2808,2041,1160,0,0,4749,158,80,211,160,651
47187050204,3748,1574,1347,827,0,0,2880,100,66,211,146,345
47187050205,2686,894,1267,525,0,0,2344,65,18,53,33,173
47187050206,2353,877,968,508,0,0,1914,54,15,120,43,207
47187050207,3101,1469,1086,546,0,0,2351,64,52,238,104,292
47187050209,3063,1170,1234,659,0,0,2443,61,36,186,85,252
47187050210,2103,693,978,432,0,0,1774,36,26,69,47,151
47187050211,3888,1963,1188,737,0,0,3079,163,80,134,78,354
47187050212,1410,586,576,248,0,0,1145,36,8,62,41,118
47187050303,2307,748,1127,432,0,0,2032,48,11,35,40,141
47187050304,1774,627,849,298,0,0,1538,24,8,39,28,137
47187050305,2115,844,898,373,0,0,1758,51,17,68,68,153
47187050306,1491,599,600,292,0,0,1181,50,24,77,39,120
47187050307,2403,1106,850,447,0,0,2028,72,25,39,36,203
47187050403,1543,506,671,366,0,0,1321,39,11,21,19,132
47187050404,5152,1821,2246,1085,0,0,4441,76,30,78,64,463
47187050405,2358,788,1084,486,0,0,2067,34,14,9,23,211
47187050406,4813,1702,2170,941,0,0,4202,82,30,44,73,382
47187050502,2768,1047,1171,550,0,0,2479,65,11,13,14,186
47187050503,3590,1493,1480,617,0,0,3169,91,18,35,17,260
47187050504,2591,1133,1007,451,0,0,2315,63,18,11,15,169
47187050601,3857,1564,1405,888,0,0,3122,132,189,59,51,304
47187050603,2140,874,778,488,0,0,1611,77,226,24,37,165
47187050604,7076,2996,2801,1279,0,0,6060,133,112,67,82,622
47187050701,2855,994,1181,680,0,0,2418,109,21,31,41,235
47187050702,3102,1125,1352,625,0,0,2702,69,12,42,35,242
47187050801,2130,998,606,526,0,0,1422,121,457,16,19,95
47187050802,1008,352,395,261,0,0,866,12,11,7,12,100
47187050904,2737,1277,753,707,0,0,1922,195,360,32,34,194
47187050905,3810,1820,1261,729,0,0,3091,197,70,93,60,299
47187050906,3976,1429,1769,778,0,0,3462,73,58,32,43,308
47187050907,3849,1455,1549,845,0,0,3310,108,38,57,45,291
47187050908,3121,1193,1395,533,0,0,2693,86,26,22,30,264
47187050909,3278,1326,1444,508,0,0,2875,74,28,36,44,221
47187051001,5181,2170,1968,1043,0,0,4154,167,52,214,90,504
47187051002,7120,3164,2690,1266,0,0,5941,212,65,150,103,649
47187051100,6298,2625,2797,876,0,0,5447,127,133,46,51,494
47187051203,2371,900,1075,396,0,0,2110,43,51,7,19,141
47187051204,3966,1788,1518,660,0,0,3349,132,71,51,40,323
47187051205,5887,2960,2010,917,0,0,5002,190,81,52,110,452
47187051206,4900,2537,1581,782,0,0,3990,272,106,55,61,416
47187051207,4012,2043,1287,682,0,0,3298,186,83,43,58,344
47187051208,4891,2355,1732,804,0,0,4104,170,83,52,71,411
47073050100,2156,1018,939,199,0,0,1999,30,9,8,6,104
47073050200,2804,1033,1545,226,0,0,2617,25,10,9,5,138
47073050301,2469,873,1336,260,0,0,2270,21,51,10,13,104
47073050302,2222,910,1092,220,0,0,2049,26,37,14,6,90
47073050400,3196,1289,1553,354,0,0,3034,20,13,6,8,115
47073050501,2317,1053,1025,239,0,0,2179,25,8,5,6,94
