FULLCODE,total_reg,party_dem,party_npp,party_rep,party_grn,party_lib,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
23001010200,3119,1058,1014,883,161,1,2,0,2673,54,26,26,126,214
23001010300,1484,532,537,326,89,0,0,0,1269,40,10,13,27,125
23001010400,1512,525,496,412,79,0,0,0,1368,22,3,16,12,91
23001010500,1183,421,447,253,62,0,0,0,1038,33,2,5,21,84
23001010600,2272,703,812,650,107,0,0,0,2059,28,8,5,29,143
23001010700,2097,627,706,668,96,0,0,0,1923,19,2,16,22,115
23001010800,3110,1136,1048,794,132,0,0,0,2752,56,2,31,36,233
23001020100,849,399,287,115,48,0,0,0,545,31,86,8,115,64
23001020200,793,273,318,148,54,0,0,0,671,18,8,10,21,65
23001020301,3671,2124,1042,359,146,0,0,0,2672,190,33,153,91,532
23001020302,1409,539,538,242,90,0,0,0,1143,39,26,6,63,132
23001020303,1313,509,542,175,86,1,0,0,1002,42,62,10,98,99
23001020401,974,465,372,89,48,0,0,0,483,22,156,9,235,69
23001020402,763,279,300,142,41,1,0,0,625,19,17,2,54,46
23001020500,2355,927,735,563,130,0,0,0,2075,49,18,15,42,156
23001020600,2098,764,612,618,104,0,0,0,1885,34,1,15,21,142
23001020700,3732,1455,1120,968,187,0,2,0,3309,62,17,29,67,248
23001020801,2174,824,610,654,86,0,0,0,1947,49,1,17,17,143
23001020802,2872,1093,888,744,147,0,0,0,2478,59,18,22,69,226
23001020900,3703,1828,1026,691,158,0,0,0,2889,98,88,73,174,381
23001030100,3365,933,1187,1128,117,0,0,0,3038,53,6,17,19,232
23001030200,3256,938,1170,1024,124,0,0,0,2929,35,4,15,28,245
23001040000,3395,993,1163,1040,199,0,0,0,3050,33,0,18,35,259
23001041000,4322,1222,1437,1410,253,0,0,0,3988,36,2,12,24,260
23001041500,4202,1063,1423,1448,265,2,1,0,3877,36,2,16,22,249
23001042000,4246,1092,1452,1567,135,0,0,0,3806,78,4,21,33,304
23001043000,1810,552,530,639,89,0,0,0,1628,39,0,3,25,115
23001044000,1883,576,665,535,107,0,0,0,1702,44,2,6,20,109
23001045000,1797,470,642,583,102,0,0,0,1627,30,2,7,4,127
23001046000,3249,822,1122,1114,191,0,0,0,3005,27,2,11,23,181
23001046500,4844,1247,1726,1616,255,0,0,0,4424,64,1,15,35,305
