FULLCODE,total_reg,party_dem,party_rep,party_npp,party_lib,party_grn,party_ain,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
35043010726,3578,1214,1542,770,31,4,0,3,0,2180,1035,7,40,44,272
35043010727,2244,939,757,507,20,3,0,11,0,1166,775,21,31,43,208
35043010728,2119,734,924,421,21,9,0,8,0,1320,532,7,33,31,196
35043010729,4945,1767,1906,1158,70,14,0,12,0,2909,1496,22,57,61,400
35043010730,1314,473,534,282,14,1,0,7,0,727,455,3,13,9,107
35043010731,5067,1909,1953,1107,57,10,0,15,0,2816,1578,51,170,65,387
35043010732,4007,1610,1425,895,47,10,1,6,0,2457,1072,17,44,41,376
35043010733,2918,1080,1024,749,40,8,0,6,0,1621,995,23,25,41,213
35043010734,3268,1213,1185,795,43,7,0,8,0,1830,1057,37,39,43,262
35043010900,3058,1866,639,496,17,7,0,28,0,962,1365,9,26,107,589
35043011101,2807,1428,740,606,18,5,0,2,0,1743,641,4,37,52,330
35043011102,3531,1880,901,700,30,8,1,5,0,2058,972,1,35,98,367
35043011200,1995,1102,527,332,24,6,1,1,0,953,739,2,15,78,208
35043940200,971,672,60,221,6,6,0,5,0,112,605,1,4,92,157
35043940300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35043940500,2144,1324,387,395,11,14,0,6,0,517,1523,2,4,17,81
35043940600,1360,1145,49,163,0,0,0,3,0,220,399,0,41,323,377
35043940700,1329,864,180,265,8,3,1,4,0,269,860,1,8,14,177
35043940900,5,2,1,2,0,0,0,0,0,5,0,0,0,0,0
35043941000,1225,836,143,228,7,4,0,4,0,446,535,4,8,74,158
35043980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35029000100,2842,1193,1029,574,23,4,0,9,0,1266,1395,9,20,31,121
35029000200,1877,916,567,370,10,0,0,11,0,603,1167,3,7,24,73
35029000300,1087,519,347,205,5,1,0,6,0,403,618,1,3,7,55
35029000401,1566,602,542,391,17,3,0,10,0,712,724,2,7,13,108
35029000402,1371,541,464,336,13,4,0,13,0,759,519,1,5,9,78
35029000500,2054,726,815,462,19,12,0,13,0,1141,722,3,23,29,136
35029000600,921,502,175,225,7,3,0,5,0,209,661,9,1,14,27
35011960100,1169,474,530,156,4,1,0,2,0,729,370,0,3,1,66
35028000100,3036,1335,876,758,53,6,0,1,0,2212,271,3,164,62,324
35028000200,3706,1680,941,998,60,9,0,4,0,2703,397,1,138,86,381
35028000400,2273,1106,554,574,26,5,0,3,0,1555,312,7,86,63,250
35028000500,4538,1666,1616,1153,69,8,0,5,0,3489,443,6,114,69,417
35021000100,517,183,291,41,1,0,0,0,0,266,215,1,1,4,30
35019961600,3120,2313,535,242,14,3,0,6,0,621,2379,0,29,9,82
35045000100,2155,582,956,552,25,7,1,18,0,1206,617,3,26,70,233
35045000201,3235,480,2104,603,29,6,1,5,0,2421,412,4,32,41,325
35045000202,3475,614,2158,650,31,3,0,10,0,2536,464,9,54,70,342
35045000204,1297,292,710,280,7,2,0,3,0,906,236,3,11,38,103
35045000206,1939,483,897,516,20,4,0,13,0,1255,333,5,17,69,260
35045000207,1985,642,698,593,18,6,0,22,0,1173,346,3,18,134,311
35045000301,2704,607,1473,564,33,7,0,9,0,1934,400,2,24,81,263
35045000302,1866,456,930,427,21,10,0,13,0,1322,280,6,13,31,214
35045000401,2855,655,1480,654,32,8,0,15,0,2059,367,4,22,74,329
35045000402,1755,509,686,508,21,7,0,14,0,1091,297,6,26,94,241
35045000503,1642,531,565,503,13,3,0,19,0,977,246,7,25,96,291
35045000504,1227,380,544,275,13,5,0,6,0,834,79,1,11,82,220
35045000506,2320,811,826,623,24,13,0,16,0,1428,233,8,30,193,428
35045000507,3976,1434,1363,1070,41,14,1,43,0,2451,285,17,43,350,830
35045000607,1525,316,791,381,21,5,0,8,0,934,371,4,11,71,134
35045000609,815,163,479,153,7,3,0,6,0,579,146,0,10,19,61
35045000610,2499,510,1431,492,46,7,0,6,0,1885,395,0,17,32,170
35045000611,2122,305,1394,380,25,2,0,7,0,1699,212,0,7,11,193
35045000612,973,195,549,200,14,1,0,9,0,700,168,2,9,11,83
35045000613,2375,338,1529,450,32,4,2,12,0,1760,399,0,13,19,184
35045000614,1416,272,781,326,25,2,0,7,0,965,253,3,14,36,145
35045000615,1580,317,859,371,14,3,0,12,0,1044,302,5,12,48,169
35045000702,658,108,427,106,9,3,0,2,0,468,143,0,4,4,39
35045000705,2550,753,1176,565,31,5,0,15,0,1457,578,9,18,116,372
35045000706,1383,332,753,276,11,1,0,5,0,761,522,0,5,11,84
35045000707,1796,415,925,411,17,4,0,15,0,1095,454,2,14,48,183
35045000708,2027,443,1079,475,15,3,0,6,0,1211,574,5,12,35,190
35045000900,1176,200,757,197,14,3,0,3,0,790,288,3,0,10,85
35045942801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35045942802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35045942803,4,3,0,1,0,0,0,0,0,2,0,0,0,0,2
35045942900,6122,3355,1019,1641,26,17,0,51,0,3648,230,41,78,870,1255
35045943000,3,0,2,1,0,0,0,0,0,2,1,0,0,0,0
35045943100,936,497,206,207,4,5,0,14,0,535,51,11,17,112,210
35045943201,1410,600,428,354,12,5,0,9,0,741,322,2,16,95,234
35045943300,1316,193,863,225,18,9,0,5,0,1052,124,1,9,13,117
35001000107,2047,786,815,415,18,4,0,2,0,1501,248,5,24,48,221
35001000108,1742,707,624,370,21,4,0,5,0,1152,312,7,57,41,173
35001000109,1672,658,665,319,14,4,0,7,0,1169,280,8,46,26,143
35001000110,2182,908,733,488,29,6,0,9,0,1427,461,17,39,29,209
35001000111,1926,673,800,409,28,3,0,4,0,1264,379,12,51,28,192
35001000112,1580,678,516,357,17,4,0,2,0,1127,215,6,35,27,170
35001000113,1859,779,619,411,24,13,0,2,0,1178,433,28,29,38,153
35001000114,1970,908,536,465,28,13,0,10,0,1138,593,7,42,23,167
35001000115,1846,865,497,430,33,6,0,7,0,1147,483,17,17,27,155
35001000116,2017,809,717,453,24,5,0,2,0,1329,469,14,32,56,117
35001000117,1660,666,632,330,22,2,0,3,0,1047,385,10,59,35,124
35001000118,1567,740,501,293,20,6,0,3,0,1059,326,17,18,25,122
35001000119,1392,648,487,232,17,5,0,3,0,931,300,10,25,20,106
35001000120,1626,745,488,344,26,8,0,8,0,988,449,5,24,18,142
35001000121,3602,1726,1012,788,34,16,0,11,0,2200,910,26,74,54,338
35001000122,2860,1318,932,565,28,6,0,3,0,1774,686,6,113,47,234
35001000123,3283,1474,1062,677,33,14,0,11,0,1882,1038,17,75,34,237
35001000124,1817,939,413,410,28,8,0,7,0,1055,551,21,24,24,142
35001000125,3206,1274,1222,668,26,3,0,6,0,2148,551,10,147,75,275
35001000126,1740,732,628,331,22,7,2,5,0,1137,384,8,28,41,142
35001000127,1871,832,587,399,24,8,0,13,0,1071,574,10,46,21,149
35001000128,1818,854,504,420,16,7,0,8,0,976,651,17,28,32,114
35001000129,2247,976,712,502,27,9,1,7,0,1361,574,12,61,46,193
35001000203,1223,598,330,255,24,7,0,6,0,793,274,10,20,23,103
35001000204,1737,887,444,365,22,6,0,9,0,922,626,18,28,26,117
35001000205,1790,935,417,406,15,8,0,6,0,870,733,9,22,33,123
35001000206,2099,1100,557,389,32,3,0,10,0,1227,659,9,24,18,162
35001000207,2237,1123,608,455,25,6,0,11,0,1176,795,13,52,35,166
35001000208,1837,947,398,432,23,14,1,9,0,829,789,11,53,23,132
35001000300,4187,2807,564,743,28,26,1,7,0,2700,747,22,102,80,536
35001000401,2905,1758,561,546,22,11,2,3,0,1738,683,14,100,82,288
35001000402,2553,1656,405,440,18,23,0,7,0,1635,521,13,65,49,270
35001000501,1495,864,265,326,18,10,0,9,0,857,385,21,51,39,142
35001000503,2304,1526,301,436,19,10,0,6,0,1541,411,10,51,41,250
35001000504,807,542,99,149,8,3,0,2,0,508,168,7,18,28,78
35001000601,2490,1340,612,487,21,13,0,6,0,1524,629,17,64,42,214
35001000603,1436,769,242,376,20,5,0,16,0,535,721,16,21,34,109
35001000605,1408,750,232,388,16,10,0,4,0,578,648,18,33,26,105
35001000704,2227,1050,608,524,28,6,0,1,0,1166,783,28,53,35,162
35001000711,3067,1288,1084,634,33,13,1,7,0,2045,599,19,99,61,244
35001000712,2116,950,623,491,22,11,0,11,0,1193,629,25,70,54,145
35001000713,2389,1134,627,564,24,9,0,17,0,1310,753,34,33,52,207
35001000714,2346,1003,750,545,21,7,0,7,0,1159,717,15,266,36,153
35001000715,524,248,127,130,7,5,0,4,0,225,243,1,12,9,34
35001000716,1979,1000,427,515,19,7,0,7,0,792,921,27,36,39,164
35001000717,753,348,166,219,6,3,0,7,0,389,244,16,15,18,71
35001000718,2163,969,610,533,26,6,0,7,0,1199,653,8,85,40,178
35001000719,1941,698,691,517,26,1,0,4,0,1106,395,7,204,66,163
35001000720,3644,1301,1573,700,43,7,0,5,0,2566,603,8,87,65,315
35001000904,1999,1049,444,457,14,13,0,11,0,1022,663,29,83,27,175
35001000905,1034,591,149,263,14,4,0,6,0,512,386,21,22,19,74
35001000906,1270,688,208,330,21,9,0,9,0,638,402,71,19,34,106
35001000907,790,407,157,199,10,3,0,11,0,301,413,3,10,12,51
35001000908,925,423,147,329,11,3,0,6,0,303,482,13,34,17,76
35001001101,3347,2266,453,572,27,20,2,3,0,2290,582,19,74,62,320
35001001102,1637,1074,205,330,14,9,0,2,0,1070,321,16,33,27,170
35001001201,1940,1194,222,474,18,19,0,8,0,1077,594,40,31,51,147
35001001202,1435,849,182,366,15,7,0,10,0,488,634,178,28,27,80
35001001300,1893,1166,235,464,10,3,0,6,0,300,1473,32,6,8,74
35001001400,1190,799,128,243,8,3,0,6,0,369,726,6,4,19,66
35001001500,1599,1039,158,360,13,16,0,9,0,713,675,30,30,19,132
35001001701,1691,1192,168,292,19,10,0,5,0,1202,230,8,29,34,188
35001001702,1522,912,171,378,32,13,0,6,0,936,356,11,28,28,163
35001001800,493,254,99,130,8,1,0,0,0,276,143,4,9,15,46
35001002000,1083,673,123,254,13,9,0,7,0,368,606,12,5,17,75
35001002100,964,571,124,228,16,9,0,8,0,525,295,6,11,27,100
35001002200,2288,1522,330,404,17,8,0,4,0,1377,632,5,42,32,200
35001002301,794,433,126,210,7,1,0,14,0,147,618,2,4,4,19
35001002302,1822,1120,293,379,11,5,0,10,0,376,1354,13,6,9,64
35001002303,1382,832,239,292,6,4,0,6,0,279,1034,3,5,10,51
35001002401,2981,1806,592,534,20,10,0,13,0,697,2121,14,23,21,105
35001002403,1752,982,312,421,10,8,0,11,0,400,1263,3,15,12,59
35001002404,1776,1075,249,423,11,4,0,9,0,276,1402,7,14,19,58
35001002700,2454,1642,305,458,24,10,0,8,0,1261,897,20,43,36,197
35001002900,2304,1389,341,516,27,17,0,7,0,977,1128,2,19,34,144
35001003001,2957,1841,520,540,23,11,0,12,0,1376,1287,10,34,43,207
35001003002,2922,1861,523,494,22,11,0,6,0,1392,1215,4,45,38,228
35001003100,2322,1419,465,400,23,11,0,2,0,1269,806,3,26,32,186
35001003201,1960,1197,373,348,17,10,0,5,0,771,1029,2,12,26,120
35001003202,3386,2004,634,684,21,14,0,16,0,1182,1960,5,29,34,176
35001003400,1802,841,451,456,27,5,0,13,0,978,578,16,22,28,180
35001003501,3367,1866,821,628,25,11,0,7,0,1458,1621,5,27,37,219
35001003502,3978,2109,1146,668,26,14,0,11,0,2341,1195,4,65,61,312
35001003600,4146,2057,1250,765,40,11,0,15,0,1960,1810,4,47,57,268
35001003707,2985,1236,1047,640,36,10,0,8,0,1843,743,17,64,64,254
35001003712,3594,1355,1444,730,37,9,0,8,0,2403,777,6,74,61,273
35001003715,3177,1201,1299,640,27,3,0,3,0,2260,439,7,82,75,314
35001003717,3464,1373,1379,651,33,8,0,9,0,2319,654,19,62,80,330
35001003718,1695,725,615,321,24,5,0,1,0,1108,337,11,46,46,147
35001003719,3452,1433,1239,711,34,14,0,6,0,2334,650,10,69,61,328
35001003722,3877,1453,1427,935,30,5,0,10,0,2087,891,19,352,192,336
35001003723,3619,1649,1116,782,40,14,0,6,0,2065,1066,11,76,72,329
35001003724,2762,1174,997,540,32,5,0,5,0,1751,643,27,56,37,248
35001003725,2753,1204,945,545,33,10,0,8,0,1662,783,11,58,37,202
35001003726,1771,517,850,386,12,2,0,0,0,1157,241,10,132,65,166
35001003728,2734,1202,870,608,39,7,0,1,0,1811,578,11,58,57,219
35001003729,1517,508,726,257,17,3,0,0,0,997,236,1,70,38,175
35001003730,3577,1267,1520,749,23,4,0,3,0,2396,567,11,199,104,300
35001003731,3070,894,1586,558,20,5,0,3,0,2093,444,1,154,97,281
35001003733,960,486,162,282,9,5,0,8,0,457,327,17,15,34,110
35001003736,1457,628,412,383,19,2,0,4,0,751,497,7,31,48,123
35001003737,2096,826,814,427,17,6,0,2,0,1522,286,2,59,38,189
35001003738,2982,1306,912,701,36,10,1,3,0,2023,523,14,69,74,279
35001003739,1406,595,516,268,15,6,0,1,0,883,357,7,14,21,124
35001003740,2262,1105,534,565,25,14,0,9,0,1278,664,31,38,46,205
35001003741,1628,620,656,326,14,5,0,2,0,1203,146,2,57,37,183
35001003742,3659,1421,1435,749,38,6,0,3,0,2588,464,3,109,114,381
35001003743,4123,1425,1680,954,36,4,0,2,0,2575,646,13,333,163,393
35001003744,1078,326,512,231,7,0,0,1,0,665,184,0,74,30,125
35001003745,820,385,263,151,12,2,0,5,0,437,301,3,9,11,59
35001003746,3113,1406,1017,643,27,3,0,10,0,1560,1171,9,110,48,215
35001003803,2755,1025,1132,557,26,7,1,3,0,2088,362,7,20,33,245
35001003804,4147,1287,1867,861,74,21,1,9,0,3037,664,2,37,57,350
35001003805,1524,645,518,325,22,5,0,3,0,997,320,1,17,16,173
35001003806,2666,890,1135,563,56,9,0,3,0,1875,506,0,19,36,230
35001003807,3019,1166,1092,659,54,22,0,8,0,2086,632,5,19,38,239
35001004001,2574,1326,602,597,20,7,0,11,0,919,1517,8,20,15,95
35001004300,2388,1470,390,476,15,8,1,15,0,623,1615,14,17,21,98
35001004401,1588,927,308,333,11,3,0,3,0,238,1296,1,4,6,43
35001004402,2186,1215,489,458,10,2,0,9,0,519,1575,2,11,7,72
35001004501,1438,843,205,368,6,3,0,10,0,296,1074,2,6,14,46
35001004502,1835,1039,362,398,15,4,0,8,0,341,1365,0,14,22,93
35001004602,2545,1325,707,478,12,5,0,11,0,805,1607,2,8,18,105
35001004603,1990,1135,455,366,12,6,0,9,0,560,1337,2,1,9,81
35001004604,2949,1533,766,607,13,7,0,13,0,793,2023,2,10,9,112
35001004712,2990,1576,583,772,15,10,0,17,0,746,2029,25,17,37,136
35001004713,3217,1777,566,815,20,9,0,17,0,656,2390,14,19,27,111
35001004715,1963,964,435,534,16,6,0,5,0,465,1418,1,6,12,61
35001004716,1313,599,352,311,27,8,0,8,0,752,381,11,29,19,121
35001004720,2277,921,856,463,17,4,0,7,0,1341,670,14,29,35,188
35001004722,2979,1343,940,638,34,9,1,5,0,1635,986,19,30,38,271
35001004723,4893,1988,1858,959,48,12,0,9,0,2623,1703,16,108,86,357
35001004724,2288,1004,821,429,22,7,0,3,0,1186,876,4,32,25,165
35001004725,2399,1140,745,482,17,5,0,6,0,1166,1037,11,29,24,132
35001004726,1571,759,458,324,14,3,0,4,0,766,660,3,14,31,97
35001004727,1404,611,506,262,12,5,0,4,0,697,573,10,12,14,98
35001004728,3381,1602,1048,672,41,10,0,3,0,1642,1365,21,50,66,237
35001004729,2901,1483,828,539,27,10,0,4,0,1403,1191,11,49,44,203
35001004733,3158,1676,550,863,27,11,0,19,0,635,2370,10,17,25,101
35001004734,2386,1289,341,712,11,5,0,15,0,404,1883,5,5,16,73
35001004735,714,354,132,219,5,1,0,0,0,119,570,0,0,1,24
35001004736,316,158,42,107,3,0,0,4,0,71,217,2,3,8,15
35001004737,3472,1755,760,885,29,13,0,18,0,1042,2130,21,36,56,187
35001004738,2418,1283,450,640,19,2,0,13,0,619,1623,15,26,32,103
35001004739,2573,1377,443,701,22,10,0,11,0,582,1812,25,23,30,101
35001004742,3914,2021,991,798,58,9,0,15,0,1624,1914,28,37,61,250
35001004743,2039,951,593,453,22,6,0,5,0,749,1020,28,70,36,136
35001004744,4678,2214,1411,984,50,3,0,9,0,2164,1979,43,82,101,309
35001004745,3839,1624,1359,787,32,4,0,13,0,2011,1402,48,48,84,246
35001004747,2882,1190,964,654,29,15,1,12,0,1468,1131,25,38,43,177
35001004749,1870,969,408,454,17,8,0,7,0,778,877,26,21,33,135
35001004750,3523,1823,902,723,36,8,0,14,0,1372,1794,41,69,56,191
35001004752,2191,934,726,472,37,6,0,2,0,1159,712,25,50,68,177
35001004753,2492,1031,894,520,24,3,0,4,0,1271,856,24,69,59,213
35001004754,2540,1047,865,566,30,6,0,15,0,1292,935,34,34,51,194
35001004755,2443,1102,751,540,28,7,0,8,0,1228,939,30,33,49,164
35001004756,2570,1027,964,535,33,5,0,3,0,1386,907,20,46,25,186
35001004757,2885,1144,1009,675,35,2,0,5,0,1517,1053,24,25,37,229
35001004758,2407,964,877,511,29,6,0,9,0,1266,910,14,29,39,149
35001004759,1463,699,330,400,11,5,0,12,0,378,964,16,19,25,61
35001004760,1405,741,283,355,8,3,0,9,0,414,871,11,6,31,72
35001004761,1063,574,233,239,9,2,0,3,0,271,730,14,11,6,31
35001004762,2418,1352,428,597,23,9,0,6,0,544,1702,18,18,31,105
35001004763,2559,1087,888,533,23,8,0,12,0,1356,890,20,39,52,202
35001004764,1738,745,569,383,26,6,0,4,0,901,589,21,35,45,147
35001004800,2336,1523,372,395,23,11,0,5,0,1068,1057,7,28,34,142
35001004900,1850,1181,196,421,21,20,0,6,0,1165,395,10,42,44,194
35001940500,2360,1015,812,494,26,6,0,0,0,1728,231,4,54,53,290
35001940601,5916,2374,2193,1241,55,11,0,18,0,2922,2279,46,137,110,422
35001940602,133,45,56,29,1,0,0,1,0,85,31,2,0,1,14
35001940700,686,361,107,210,3,0,0,0,0,107,399,0,7,64,109
35001940800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35001980000,781,206,288,261,19,1,0,3,0,521,127,31,12,9,81
35001980300,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1
35001980500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35001980600,4,0,4,0,0,0,0,0,0,2,0,0,0,0,2
35057963201,2488,725,1159,539,31,13,0,7,0,1655,619,1,12,15,186
35057963202,1565,504,745,278,22,4,0,5,0,936,513,3,5,10,98
35057963601,4501,1908,1778,745,29,10,0,16,0,2179,1731,7,19,83,482
35057963700,1521,515,730,257,10,3,0,4,0,816,595,1,9,6,94
35057980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
