FULLCODE,total_reg,party_dem,party_rep,party_npp,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
45045000700,2131,1576,403,152,0,0,1128,64,758,19,22,140
45045000800,636,569,59,8,0,0,139,29,445,3,0,20
45045000900,780,609,135,36,0,0,347,15,383,6,5,24
45045001000,1613,888,525,200,0,0,1047,44,343,16,21,142
45045001101,3167,1158,1761,248,0,0,2602,90,141,24,46,264
45045001102,1274,471,698,105,0,0,1092,16,41,6,11,108
45045001203,597,123,423,51,0,0,504,21,5,3,12,52
45045001204,1948,1058,652,238,0,0,1232,80,488,13,4,131
45045001205,859,457,335,67,0,0,470,17,284,13,15,60
45045001302,1273,419,682,172,0,0,1043,31,118,8,4,69
45045001400,2561,994,1399,168,0,0,2142,61,147,17,26,168
45045001501,3034,1015,1816,203,0,0,2603,54,109,21,23,224
45045001502,1548,1332,155,61,0,0,307,35,1170,1,5,30
45045001600,3367,978,2128,261,0,0,2759,103,192,60,43,210
45045001700,2131,851,1015,265,0,0,1457,167,290,74,19,124
45045001803,2597,926,1370,301,0,0,1779,190,379,69,29,151
45045001804,3062,1002,1825,235,0,0,2341,139,254,71,48,209
45045001805,3464,1080,2152,232,0,0,2784,108,232,46,57,237
45045001807,3609,1351,1898,360,0,0,2590,192,501,42,48,236
45045001808,1928,1108,436,384,0,0,1060,140,575,22,19,112
45045001809,1790,785,794,211,0,0,1198,132,297,19,22,122
45045001810,1700,937,526,237,0,0,964,145,458,32,33,68
45045001900,6309,2403,3476,430,0,0,4816,169,772,60,79,413
45045002001,2004,1758,164,82,0,0,260,75,1612,9,10,38
45045002003,1996,1641,297,58,0,0,531,140,1278,6,5,36
45045002005,2312,1885,304,123,0,0,530,78,1636,6,7,55
45045002103,2235,1194,957,84,0,0,1275,42,784,11,13,110
45045002104,774,615,137,22,0,0,299,77,375,8,2,13
45045002105,1286,1076,173,37,0,0,478,79,672,5,3,49
45045002106,1609,1006,452,151,0,0,838,116,598,9,5,43
45045002107,1456,808,479,169,0,0,836,72,462,6,14,66
45045002108,1017,716,221,80,0,0,555,33,355,8,7,59
45045002202,811,568,206,37,0,0,433,89,257,5,1,26
45045002203,1188,865,272,51,0,0,683,125,315,11,10,44
45045002204,990,559,344,87,0,0,601,148,193,3,4,41
45045002301,2214,873,1056,285,0,0,1628,131,295,28,18,114
45045002302,1736,987,585,164,0,0,1110,131,394,17,12,72
45045002303,644,528,103,13,0,0,270,60,289,1,4,20
45045002304,2189,1331,697,161,0,0,1054,110,872,19,18,116
45045002403,3085,661,2144,280,0,0,2781,71,19,9,16,189
45045002404,2997,733,1983,281,0,0,2662,58,23,15,32,207
45045002405,5346,1403,3456,487,0,0,4506,178,176,21,63,402
45045002406,1136,329,662,145,0,0,951,52,56,3,6,68
45045002503,6962,2520,3689,753,0,0,4746,705,676,190,138,507
45045002504,1326,596,630,100,0,0,803,75,341,11,12,84
45045002505,1889,1069,656,164,0,0,1191,195,358,20,23,102
45045002506,2890,654,1996,240,0,0,2432,93,152,22,33,158
45045002507,3351,1047,1935,369,0,0,2515,186,393,19,31,207
45045002602,2859,1083,1504,272,0,0,2072,180,360,58,35,154
45045002604,4011,1643,2013,355,0,0,2571,335,725,87,66,227
45045002606,4728,1113,3220,395,0,0,3986,161,211,17,38,315
45045002609,4461,1267,2896,298,0,0,3535,154,257,102,68,345
45045002610,2008,855,959,194,0,0,1280,186,355,40,21,126
45045002611,4250,1441,2408,401,0,0,3034,200,671,46,44,255
45045002612,6578,2399,3537,642,0,0,4487,440,681,311,190,469
45045002613,1293,361,865,67,0,0,1057,50,44,38,13,91
45045002701,3541,888,2451,202,0,0,3039,79,75,25,37,286
45045002703,3876,1073,2507,296,0,0,3193,121,161,46,46,309
45045002704,1449,440,873,136,0,0,1089,87,129,26,23,95
45045002804,2380,787,1441,152,0,0,1871,83,173,23,47,183
45045002805,3636,1217,2145,274,0,0,2692,183,352,90,53,266
45045002811,5987,2584,2716,687,0,0,3856,345,1180,129,116,361
45045002812,5371,1831,3062,478,0,0,3952,297,460,211,64,387
45045002813,3446,1004,2267,175,0,0,2654,129,144,136,97,286
45045002814,4652,1351,2986,315,0,0,3562,196,226,156,112,400
45045002815,4662,1404,2971,287,0,0,3628,179,232,141,92,390
45045002817,3590,1093,2255,242,0,0,2844,123,161,82,86,294
45045002818,1286,465,656,165,0,0,851,67,182,64,29,93
45045002819,3726,1309,2115,302,0,0,2702,147,470,61,97,249
45045002820,1396,498,734,164,0,0,945,50,268,26,14,93
45045002821,3961,1489,2122,350,0,0,2698,318,492,77,67,309
45045002822,4184,1501,2355,328,0,0,2873,299,446,142,76,348
45045002901,3407,2226,861,320,0,0,1436,209,1566,25,31,140
45045002903,4697,2045,2215,437,0,0,2882,281,1189,47,62,236
45045002904,3642,2051,1297,294,0,0,1902,289,1201,45,44,161
45045002905,3404,1859,1336,209,0,0,1914,247,1004,32,15,192
45045003005,1602,770,653,179,0,0,976,102,420,9,12,83
45045003008,5758,1731,3618,409,0,0,4434,243,472,76,82,451
45045003009,6637,2147,3990,500,0,0,5051,344,588,81,100,473
45045003010,5394,1801,3144,449,0,0,3857,324,693,82,77,361
45045003011,4162,1585,2257,320,0,0,2901,230,706,41,59,225
45045003012,3293,1398,1569,326,0,0,2073,216,798,14,47,145
45045003013,4832,2124,2234,474,0,0,2987,399,997,54,85,310
45045003014,4431,1802,2281,348,0,0,2928,332,808,34,70,259
45045003016,3712,1462,2003,247,0,0,2555,222,607,35,49,244
45045003017,4714,1959,2329,426,0,0,3128,270,835,50,69,362
45045003101,5465,2729,2225,511,0,0,3156,282,1708,22,51,246
45045003103,1890,578,1125,187,0,0,1502,83,154,5,17,129
45045003104,1695,485,1052,158,0,0,1408,80,97,7,18,85
45045003202,2301,644,1366,291,0,0,1988,50,130,4,18,111
45045003203,2007,639,1174,194,0,0,1583,51,241,6,27,99
45045003204,1073,307,628,138,0,0,891,41,75,3,10,53
45045003301,4263,1946,1777,540,0,0,2863,138,984,34,46,198
45045003303,3643,1821,1474,348,0,0,2090,109,1239,30,35,140
45045003304,5279,3337,1606,336,0,0,2322,425,2263,23,36,210
45045003401,565,458,82,25,0,0,170,22,351,0,1,21
45045003500,1508,921,469,118,0,0,776,81,590,2,6,53
45045003601,3256,2010,959,287,0,0,1599,246,1286,8,13,104
45045003602,1304,1032,198,74,0,0,311,77,881,5,7,23
45045003701,3550,1299,1884,367,0,0,2555,244,541,27,14,169
45045003704,1516,869,548,99,0,0,787,222,434,20,15,38
45045003705,955,433,423,99,0,0,694,53,135,11,12,50
45045003706,1398,795,480,123,0,0,707,157,456,19,16,43
45045003707,2513,1171,1085,257,0,0,1557,214,560,30,19,133
45045003802,3423,1172,1940,311,0,0,2618,103,372,38,31,261
45045003803,1996,654,1213,129,0,0,1695,57,51,27,23,143
45045003804,1775,573,1057,145,0,0,1417,56,112,19,25,146
45045003902,2773,681,1841,251,0,0,2395,70,119,12,17,160
45045003903,2820,771,1736,313,0,0,2445,75,116,7,19,158
45045003905,2842,872,1630,340,0,0,2333,70,266,12,24,137
45045003906,1621,595,918,108,0,0,1236,48,204,8,18,107
45045004001,2164,538,1456,170,0,0,1907,42,87,9,14,105
45045004003,1819,519,1132,168,0,0,1527,56,100,7,12,117
45045004004,1414,368,908,138,0,0,1260,25,8,4,9,108
45045004101,2013,572,1160,281,0,0,1783,45,89,2,11,83
45045004102,799,221,483,95,0,0,713,13,8,2,9,54
45045004200,1992,685,1179,128,0,0,1679,30,99,19,16,149
45045004300,2603,2180,368,55,0,0,685,45,1779,2,8,84
45045004400,870,579,213,78,0,0,397,66,352,6,8,41
45055970100,1745,632,849,264,0,0,1157,23,492,1,6,66
45055970200,1675,316,1014,345,0,0,1435,36,147,0,9,48
45055970300,1812,573,1019,220,0,0,1327,20,382,2,8,73
45055970401,3401,874,2073,454,0,0,2582,59,580,7,27,146
45055970402,1921,592,1089,240,0,0,1352,47,405,11,11,95
45055970403,1511,503,793,215,0,0,1030,38,367,4,14,58
45055970500,4382,2002,2028,352,0,0,2628,94,1381,17,26,236
45055970601,3021,1003,1625,393,0,0,2081,59,704,19,22,136
45055970603,2544,1120,1136,288,0,0,1482,59,891,2,15,95
45055970604,1656,530,875,251,0,0,1192,42,359,5,8,50
45055970700,1268,627,550,91,0,0,661,21,526,2,3,55
45055970800,4218,2193,1544,481,0,0,2182,71,1722,24,25,194
45055970902,1859,559,886,414,0,0,1325,94,343,8,6,83
45055970905,2190,553,1402,235,0,0,1669,65,327,12,7,110
45055970906,2471,1055,1039,377,0,0,1503,97,733,13,19,106
45055970907,3105,1139,1564,402,0,0,2052,91,762,23,19,158
45055970908,2202,785,1153,264,0,0,1487,98,507,10,3,97
45055970909,2849,1155,1276,418,0,0,1777,133,747,13,36,143
45053950100,3888,3019,786,83,0,0,1658,91,1935,5,8,191
45053950201,4780,2412,2270,98,0,0,2970,186,1141,21,56,406
45053950203,2950,2200,681,69,0,0,1100,183,1514,10,24,119
45053950204,1944,1467,429,48,0,0,927,93,781,16,12,115
45053950301,2707,1516,1157,34,0,0,1433,171,873,8,24,198
45053950302,2894,1952,856,86,0,0,1092,190,1434,45,23,110
45053990100,0,0,0,0,0,0,0,0,0,0,0,0
45073030100,2867,729,1814,324,0,0,2635,35,8,7,15,167
45073030201,1759,418,1114,227,0,0,1623,28,3,6,5,94
45073030202,3506,928,2327,251,0,0,3037,55,13,16,61,324
45073030301,1313,303,868,142,0,0,1196,35,3,7,3,69
45073030302,4232,952,2906,374,0,0,3867,62,24,13,33,233
45073030402,1469,402,902,165,0,0,1280,72,33,2,7,75
45073030403,1145,417,526,202,0,0,874,166,48,3,10,44
45073030404,2437,799,1363,275,0,0,2037,165,82,10,14,129
45073030500,2993,794,1794,405,0,0,2608,83,99,5,19,179
45073030601,3572,1065,2172,335,0,0,2987,72,217,38,23,235
45073030602,3145,1063,1788,294,0,0,2583,83,195,33,19,232
45073030701,2170,1299,625,246,0,0,1207,75,781,4,21,82
45073030702,3920,1610,1807,503,0,0,2900,109,652,16,35,208
45073030801,2137,886,929,322,0,0,1554,91,372,2,11,107
45073030802,2836,1152,1386,298,0,0,1939,91,626,21,16,143
45073030901,2293,587,1390,316,0,0,2027,44,31,6,20,165
45073030903,3165,808,1941,416,0,0,2851,51,61,11,26,165
45073030904,1964,472,1273,219,0,0,1754,37,63,8,13,89
45073031000,3174,954,1804,416,0,0,2608,82,232,12,22,218
45073031100,2142,569,1281,292,0,0,1942,32,65,4,4,95
45059920102,1023,157,697,169,0,0,846,29,101,3,2,42
45059920104,2044,336,1334,374,0,0,1724,64,133,7,13,103
45059920105,2802,999,1316,487,0,0,1741,127,777,16,8,133
45059920106,1913,495,1077,341,0,0,1409,118,284,2,12,88
45059920107,1358,304,852,202,0,0,1041,40,201,2,6,68
45059920108,1593,545,802,246,0,0,957,64,508,4,10,50
45059920201,2140,249,1566,325,0,0,1890,38,100,8,13,91
45059920202,2189,297,1466,426,0,0,1952,23,92,2,6,114
45059920301,2641,632,1744,265,0,0,1863,31,659,6,11,71
45059920302,2588,998,1311,279,0,0,1311,30,1145,12,6,84
45059920400,3642,1385,1923,334,0,0,1991,65,1441,9,15,121
45059920501,1187,241,797,149,0,0,838,18,283,4,4,40
45059920503,1180,539,457,184,0,0,600,74,470,2,6,28
45059920504,1723,395,1117,211,0,0,1263,40,358,6,5,51
45059920600,2306,716,1211,379,0,0,1561,33,620,3,4,85
45059920700,2507,1479,762,266,0,0,891,23,1522,15,3,53
45059920800,3007,821,1830,356,0,0,2288,39,497,15,6,162
45059920900,1348,321,804,223,0,0,1029,44,201,3,3,68
45059921001,1882,554,1075,253,0,0,1223,20,558,12,4,65
45059921002,1972,583,1127,262,0,0,1398,24,449,3,6,92
45035010100,1818,858,822,138,0,0,914,12,774,5,8,105
45035010200,3424,1836,1306,282,0,0,1430,34,1750,18,27,165
45035010301,1541,588,801,152,0,0,889,12,551,2,11,76
45035010302,2435,1079,1053,303,0,0,1258,38,976,5,22,136
45035010400,3640,1263,1971,406,0,0,2010,81,1272,7,94,176
45035010501,4337,1322,2322,693,0,0,2815,175,978,18,48,303
45035010503,3906,981,2368,557,0,0,2882,118,508,19,67,312
45035010505,4323,1295,2390,638,0,0,3086,162,705,31,32,307
45035010506,1208,433,586,189,0,0,769,50,281,8,28,72
45035010507,1388,488,678,222,0,0,821,52,424,3,22,66
45035010508,2391,812,1276,303,0,0,1458,118,575,19,31,190
45035010603,5104,1431,2811,862,0,0,3460,302,855,23,57,407
45035010604,3614,1152,1965,497,0,0,2364,135,809,11,35,260
45035010606,1564,427,1003,134,0,0,1213,31,203,7,7,103
45035010607,3274,967,1699,608,0,0,2216,114,694,8,20,222
45035010608,2296,696,1226,374,0,0,1665,83,347,15,18,168
45035010700,3795,1884,1416,495,0,0,1913,90,1566,15,20,191
45035010801,4777,1275,3025,477,0,0,3436,152,725,26,54,384
45035010807,3434,916,2040,478,0,0,2433,108,601,22,37,233
45035010808,5545,1769,2815,961,0,0,3752,200,1083,26,71,413
45035010809,2432,837,1266,329,0,0,1643,91,465,10,26,197
45035010813,4666,1656,2147,863,0,0,3004,190,1054,35,53,330
45035010814,4368,1870,1816,682,0,0,2564,236,1215,23,55,275
45035010815,1649,688,615,346,0,0,889,72,579,7,16,86
45035010817,4308,1633,2035,640,0,0,2468,260,1129,80,62,309
45035010818,4889,3148,1193,548,0,0,1682,278,2640,70,45,174
45035010819,3444,1370,1690,384,0,0,2080,144,872,68,59,221
45035010820,4676,2072,2010,594,0,0,2667,189,1396,71,72,281
45035010821,1307,410,670,227,0,0,843,88,240,20,28,88
45035010822,2079,765,1017,297,0,0,1152,145,536,56,36,154
45035010823,4154,1629,1734,791,0,0,2185,291,1296,51,60,271
45015020101,2221,1423,582,216,0,0,776,26,1333,2,16,68
45015020102,2468,1130,1061,277,0,0,1348,44,958,0,12,106
45015020201,2303,1329,660,314,0,0,944,21,1227,4,21,86
45015020202,2313,1981,218,114,0,0,296,6,1978,0,2,31
45015020301,2065,424,1308,333,0,0,1563,42,311,2,15,132
45015020303,1272,683,445,144,0,0,506,10,712,0,8,36
45015020304,3181,698,1950,533,0,0,2329,45,591,4,19,193
45015020401,2698,1054,1305,339,0,0,1556,37,975,8,19,103
45015020404,4123,1156,2213,754,0,0,3026,136,481,28,52,400
45015020405,2595,1492,845,258,0,0,1055,48,1373,6,21,92
45015020406,3281,742,1999,540,0,0,2639,92,68,46,56,380
45015020407,5804,1552,3353,899,0,0,4687,191,211,59,97,559
45015020503,3729,1087,2139,503,0,0,2466,59,1001,9,30,164
45015020504,2488,1074,1078,336,0,0,1243,27,1082,3,17,116
45015020505,3203,1517,1262,424,0,0,1482,127,1391,30,25,148
45015020506,3588,1474,1679,435,0,0,2019,82,1273,14,25,175
45015020601,2806,907,1492,407,0,0,1741,139,691,5,26,204
45015020602,4639,1515,2498,626,0,0,2750,175,1339,30,47,298
45015020707,3879,1638,1761,480,0,0,2103,189,1298,11,46,232
45015020710,3778,1481,1787,510,0,0,2244,194,1056,19,44,221
45015020711,8193,2614,4585,994,0,0,5690,436,1182,76,106,703
45015020712,2059,330,1229,500,0,0,1656,81,134,7,31,150
45015020713,7489,2752,3416,1321,0,0,4757,411,1587,68,81,585
45015020714,3557,1291,1569,697,0,0,2228,165,871,16,35,242
45015020715,2367,841,1059,467,0,0,1550,128,495,5,36,153
45015020716,4857,2046,1947,864,0,0,2809,284,1376,32,66,290
45015020717,2750,1302,825,623,0,0,1507,143,890,11,46,153
45015020718,2120,882,738,500,0,0,1197,132,599,6,34,152
45015020719,2993,1192,1227,574,0,0,1842,197,713,31,32,178
45015020720,3157,886,1901,370,0,0,2260,177,419,21,52,228
45015020721,2394,730,1452,212,0,0,1609,139,376,75,51,144
45015020722,2255,660,1326,269,0,0,1686,100,292,12,24,141
45015020723,1869,574,949,346,0,0,1254,115,343,13,28,116
45015020724,609,231,159,219,0,0,384,57,122,4,1,41
45015020725,250,102,64,84,0,0,148,19,60,2,2,19
45015020804,1730,981,483,266,0,0,749,141,728,10,27,75
45015020806,2363,1112,797,454,0,0,1169,125,930,11,19,109
45015020807,5913,2844,2246,823,0,0,2802,391,2297,25,85,313
45015020808,2101,1217,571,313,0,0,875,137,962,6,19,102
45015020809,2197,1044,786,367,0,0,1154,160,734,14,30,105
45015020810,1759,850,637,272,0,0,923,166,533,12,30,95
45015020811,1773,915,580,278,0,0,859,121,682,7,24,80
45015020812,3571,1086,2013,472,0,0,2561,186,396,58,76,294
45015020901,783,228,374,181,0,0,547,48,119,6,12,51
45015020903,2241,568,1298,375,0,0,1697,95,268,21,23,137
45015020904,2640,731,1470,439,0,0,1829,118,334,109,57,193
45015021000,2116,764,857,495,0,0,1374,125,427,28,34,128
45015980100,1,0,0,1,0,0,1,0,0,0,0,0
45021970101,2164,344,1302,518,0,0,1845,44,146,7,9,113
45021970102,2883,473,1834,576,0,0,2427,72,203,18,24,139
45021970201,1986,832,858,296,0,0,1146,50,708,19,15,48
45021970203,1668,651,811,206,0,0,973,41,583,15,6,50
45021970204,3377,638,2314,425,0,0,2703,107,354,24,29,160
45021970301,2657,1631,802,224,0,0,1000,55,1545,19,10,28
45021970302,2146,1139,640,367,0,0,964,70,1046,9,8,49
45021970401,2033,364,1134,535,0,0,1672,39,212,2,14,94
45021970403,1982,350,1180,452,0,0,1647,26,227,2,9,71
45021970404,1754,216,1070,468,0,0,1556,35,47,3,23,90
45021970501,1248,267,709,272,0,0,983,33,186,1,3,42
45021970502,2503,1569,589,345,0,0,870,64,1521,4,4,40
45021970503,697,64,441,192,0,0,634,10,23,0,3,27
45021970601,3109,665,1920,524,0,0,2496,45,407,1,23,137
45021970602,1569,144,1141,284,0,0,1425,11,55,1,9,68
45021970700,2099,320,1274,505,0,0,1803,50,133,4,17,92
45031010100,2290,1676,595,19,0,0,763,12,1464,7,7,37
45031010200,3541,1157,2269,115,0,0,2851,64,434,9,15,168
45031010300,3634,1616,1943,75,0,0,2502,41,908,15,24,144
45031010400,4294,1537,2665,92,0,0,3414,55,584,18,29,194
45031010500,1827,906,873,48,0,0,1256,34,410,8,16,103
45031010600,2453,1641,744,68,0,0,1017,36,1316,8,9,67
45031010700,1800,1748,44,8,0,0,37,8,1745,0,3,7
45031010800,1951,1145,778,28,0,0,945,10,916,0,7,73
45031010901,2442,1217,1177,48,0,0,1319,34,993,3,9,84
45031010902,1902,1069,789,44,0,0,998,30,813,2,10,49
45031011000,2086,1113,932,41,0,0,1163,19,822,6,4,72
45031011100,1260,712,524,24,0,0,656,19,525,9,5,46
45031011201,1169,839,311,19,0,0,418,7,722,0,4,18
45031011202,1427,874,526,27,0,0,698,14,675,0,4,36
45031011301,1583,977,579,27,0,0,683,20,827,3,11,39
45031011302,1636,1011,608,17,0,0,747,11,800,2,5,71
45031011400,3084,2389,660,35,0,0,728,17,2269,1,7,62
45031011500,2813,1518,1256,39,0,0,1481,25,1213,5,4,85
45031011600,2318,1335,950,33,0,0,1138,21,1098,2,2,57
45003020100,2922,829,1566,527,0,0,1867,98,765,2,10,180
45003020200,4058,1019,2282,757,0,0,2904,134,757,6,19,238
45003020301,1389,334,805,250,0,0,988,56,246,1,10,88
45003020303,1177,779,294,104,0,0,260,24,858,7,2,26
45003020304,2993,1112,1396,485,0,0,1668,125,989,20,20,171
45003020401,4532,1565,2413,554,0,0,2654,156,1438,21,29,234
45003020402,1116,387,522,207,0,0,708,37,331,3,5,32
45003020500,5948,1234,3791,923,0,0,4470,127,936,55,32,328
45003020601,2832,683,1801,348,0,0,1990,60,610,12,15,145
45003020603,1936,605,943,388,0,0,1201,90,522,5,13,105
45003020604,1657,674,712,271,0,0,888,68,624,7,8,62
45003020701,4096,1039,2442,615,0,0,3018,97,727,24,25,205
45003020702,2675,1329,849,497,0,0,1180,162,1196,18,10,109
45003020801,2396,456,1660,280,0,0,1942,53,160,36,21,184
45003020802,3403,999,1831,573,0,0,2418,122,582,50,25,206
45003020901,1339,425,690,224,0,0,834,34,392,3,10,66
45003020903,2435,593,1432,410,0,0,1730,86,435,3,30,151
45003020904,2309,971,1036,302,0,0,1141,57,1002,10,15,84
45003021001,2768,770,1503,495,0,0,1889,98,661,12,15,93
45003021003,1738,350,1011,377,0,0,1325,68,247,8,5,85
45003021004,1044,564,354,126,0,0,366,34,613,0,8,23
45003021101,1318,278,658,382,0,0,996,28,215,3,8,68
45003021102,2186,474,1162,550,0,0,1652,62,348,5,11,108
45003021201,4749,1115,3166,468,0,0,3712,115,507,44,59,312
45003021202,2691,723,1623,345,0,0,2083,63,304,19,23,199
45003021204,1913,567,953,393,0,0,1288,71,373,51,21,109
45003021205,6188,1472,4213,503,0,0,4852,172,416,78,84,586
45003021300,3224,951,1833,440,0,0,2475,75,439,17,35,183
45003021401,1558,1070,328,160,0,0,438,29,1029,6,12,44
45003021402,2269,1696,430,143,0,0,355,30,1844,4,9,27
45003021500,3635,1248,1848,539,0,0,2468,104,767,30,36,230
45003021601,3097,1416,1201,480,0,0,1581,75,1302,0,17,122
45003021603,1920,585,1084,251,0,0,1245,78,437,25,17,118
45003021604,3912,1028,2261,623,0,0,2859,162,532,41,51,267
45003021700,2959,954,1559,446,0,0,1818,48,890,7,17,179
45003021800,1711,670,830,211,0,0,948,20,668,1,16,58
45003021901,1673,458,906,309,0,0,1199,102,256,2,11,103
45003021902,1769,576,857,336,0,0,1107,87,489,2,17,67
45003022001,3613,1103,2097,413,0,0,2477,155,638,9,47,287
45003022003,3625,1060,2172,393,0,0,2420,111,833,13,25,223
45003022004,1690,573,850,267,0,0,1042,39,531,5,8,65
45003022100,2040,533,1122,385,0,0,1418,39,489,4,8,82
45003980100,3,0,2,1,0,0,3,0,0,0,0,0
45083020301,780,674,51,55,0,0,171,23,562,2,7,15
45083020400,553,502,41,10,0,0,73,22,447,1,0,10
45083020500,893,827,33,33,0,0,63,9,806,2,3,10
45083020601,1849,1384,317,148,0,0,486,126,1120,48,34,35
45083020602,1210,765,335,110,0,0,512,63,555,30,14,36
45083020603,1604,901,588,115,0,0,865,70,569,13,24,63
45083020701,1655,1444,146,65,0,0,255,55,1311,6,11,17
45083020702,1213,865,241,107,0,0,406,32,712,20,9,34
45083020800,606,586,18,2,0,0,46,13,542,1,2,2
45083020900,944,749,125,70,0,0,318,26,550,6,6,38
45083021001,1627,1522,93,12,0,0,147,24,1430,5,9,12
45083021100,2580,1832,611,137,0,0,1003,70,1398,22,9,78
45083021200,2347,1089,1084,174,0,0,1861,46,199,29,26,186
45083021301,1442,866,377,199,0,0,726,62,565,16,9,64
45083021302,2124,672,1349,103,0,0,1860,24,94,12,19,115
45083021303,4062,1724,2051,287,0,0,3030,93,655,32,28,224
45083021401,1123,406,596,121,0,0,845,26,150,22,7,73
45083021402,2449,857,1303,289,0,0,1747,105,349,50,53,145
45083021403,1703,1042,455,206,0,0,823,89,702,24,15,50
45083021500,1928,1081,587,260,0,0,1103,89,631,24,14,67
45083021600,1743,1211,307,225,0,0,633,124,858,45,18,65
45083021700,1640,1366,229,45,0,0,452,123,1010,7,13,35
45083021803,4485,1941,1997,547,0,0,2696,251,1080,91,112,255
45083021804,971,628,271,72,0,0,351,107,425,24,16,48
45083021805,689,419,160,110,0,0,323,161,162,5,8,30
45083021806,887,541,259,87,0,0,439,48,314,23,10,53
45083021902,6014,2351,3135,528,0,0,3837,297,1198,218,121,343
45083021903,853,387,350,116,0,0,524,81,178,29,13,28
45083021904,1493,880,471,142,0,0,882,152,354,32,13,60
45083022003,2678,1272,1144,262,0,0,1708,86,726,29,22,107
45083022004,1600,910,541,149,0,0,748,63,597,60,19,113
45083022005,4257,1731,2211,315,0,0,2643,199,1036,108,57,214
45083022006,2584,1789,627,168,0,0,935,145,1402,8,15,79
45083022007,2748,1411,1114,223,0,0,1497,97,949,61,35,109
45083022101,2551,1024,1358,169,0,0,1825,47,500,21,21,137
45083022102,1376,435,839,102,0,0,1157,35,100,1,20,63
45083022201,3083,1153,1582,348,0,0,2362,102,413,23,43,140
45083022202,2610,990,1282,338,0,0,2001,83,378,4,19,125
45083022303,1145,484,486,175,0,0,850,42,212,1,4,36
45083022304,3137,992,1758,387,0,0,2600,74,247,8,49,159
45083022305,618,182,333,103,0,0,522,18,59,0,2,17
45083022306,2672,788,1497,387,0,0,2332,65,144,11,19,101
45083022404,4385,1205,2639,541,0,0,3584,119,230,47,122,283
45083022405,2759,818,1648,293,0,0,2164,91,230,37,62,175
45083022406,6110,2480,2842,788,0,0,4032,290,1130,163,141,354
45083022407,1982,508,1197,277,0,0,1698,30,49,9,62,134
45083022408,2461,850,1298,313,0,0,1839,56,347,28,64,127
45083022409,1272,328,836,108,0,0,1061,28,68,6,26,83
45083022410,2810,908,1608,294,0,0,2108,98,350,29,83,142
45083022411,2464,844,1310,310,0,0,1837,59,330,74,29,135
45083022500,3024,796,1904,324,0,0,2635,66,94,9,46,174
45083022600,2237,782,1163,292,0,0,1850,56,181,12,26,112
45083022701,1263,342,813,108,0,0,1079,21,46,15,17,85
45083022702,3954,1006,2476,472,0,0,3362,89,106,23,93,281
45083022803,1458,350,927,181,0,0,1230,37,22,13,69,87
45083022804,3556,1243,1957,356,0,0,2593,144,513,28,92,186
45083022805,1570,378,1019,173,0,0,1292,31,80,14,66,87
45083022806,3884,1347,2120,417,0,0,2512,159,686,60,221,246
45083022901,1508,643,679,186,0,0,936,43,375,23,43,88
45083022902,2930,1165,1371,394,0,0,2016,86,565,30,70,163
45083023002,2116,714,1155,247,0,0,1492,69,342,42,69,102
45083023003,2055,519,1279,257,0,0,1723,58,76,8,36,154
45083023004,5071,1743,2758,570,0,0,3519,320,734,40,117,341
45083023101,3453,1618,1393,442,0,0,1969,223,1029,37,48,147
45083023103,1293,648,503,142,0,0,697,46,484,6,15,45
45083023104,2409,1140,1009,260,0,0,1492,102,679,18,19,99
45083023201,2778,835,1654,289,0,0,2190,155,233,4,47,149
45083023202,2690,1025,1338,327,0,0,1822,153,514,29,24,148
45083023301,1282,463,653,166,0,0,994,80,120,4,19,65
45083023302,2234,1438,616,180,0,0,871,231,1045,6,16,65
45083023401,1565,721,726,118,0,0,860,82,513,19,21,70
45083023402,3256,895,2114,247,0,0,2527,97,348,44,39,201
45083023405,4701,1342,2927,432,0,0,3531,240,374,122,61,373
45083023406,2701,1001,1407,293,0,0,1687,107,547,107,63,190
45083023407,2651,871,1531,249,0,0,1884,113,421,39,21,173
45083023408,3707,1289,2080,338,0,0,2518,184,612,62,85,246
45083023409,2355,658,1479,218,0,0,1752,68,327,16,28,164
45083023500,3716,1007,2374,335,0,0,3025,112,362,10,21,186
45083023601,718,228,405,85,0,0,582,33,82,0,3,18
45083023602,2533,1114,1074,345,0,0,1679,115,608,17,15,99
45083023700,2587,823,1383,381,0,0,2111,78,247,8,14,129
45083023803,1995,646,1219,130,0,0,1488,47,335,14,19,92
45083023804,2261,619,1462,180,0,0,1882,41,147,27,18,146
45083023805,1927,457,1333,137,0,0,1701,26,85,6,8,101
45083023806,1082,308,648,126,0,0,960,31,43,1,7,40
45083023901,986,313,575,98,0,0,793,8,129,5,1,50
45083023902,2170,868,1060,242,0,0,1554,44,459,7,7,99
45089970100,1342,813,528,1,0,0,689,3,603,2,12,33
45089970200,980,832,148,0,0,0,176,2,776,0,3,23
45089970300,3213,2148,1056,9,0,0,1272,13,1825,3,14,86
45089970400,2031,1467,562,2,0,0,657,10,1324,0,2,38
45089970501,2523,2306,216,1,0,0,498,12,1984,2,4,23
45089970502,2765,2636,129,0,0,0,206,2,2536,1,0,20
45089970601,1619,1211,408,0,0,0,798,10,728,12,7,64
45089970602,1546,1129,415,2,0,0,666,9,784,10,8,69
45089970700,1616,1394,222,0,0,0,303,8,1273,1,7,24
