FULLCODE,total_reg,party_npp,party_dem,party_rep,party_lib,party_grn,party_ain,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
25017318300,5991,3928,1360,654,15,5,0,27,0,4218,162,8,768,234,601
25017318400,2875,1939,614,304,8,0,1,9,0,2071,70,7,313,101,313
25017320102,3778,2358,884,499,15,1,3,15,0,2835,108,7,225,166,437
25017320105,1788,1078,411,279,4,1,0,15,0,1270,60,3,192,101,162
25017320106,4603,2793,1109,639,17,2,5,33,0,3516,199,13,222,151,502
25017320107,1831,1132,426,256,9,1,1,5,0,1254,61,0,225,88,203
25017321100,4475,2683,1259,472,19,4,1,32,0,3154,405,46,169,177,524
25017321200,3598,2228,989,337,13,3,4,18,0,2550,409,25,111,99,404
25017321301,1981,1149,628,169,12,1,2,14,0,1228,402,32,41,46,232
25017321302,1918,1190,497,205,8,2,3,13,0,1331,225,17,70,55,220
25017321400,2368,1463,623,239,11,4,2,25,0,1756,219,8,59,65,261
25017321500,4100,2516,1138,399,16,5,1,23,0,2664,677,60,102,87,510
25017321600,4443,2765,1156,472,12,3,3,25,0,3132,447,24,181,153,506
25017322100,3537,2377,768,350,13,1,3,20,0,2688,253,13,70,78,435
25017322200,2804,1776,690,302,17,4,1,12,0,2034,320,6,53,59,332
25017322300,3789,2538,864,335,19,1,3,24,0,2679,524,12,55,49,470
25017322400,3121,2041,743,294,17,2,0,19,0,2155,492,16,44,56,358
25017323101,2769,1747,706,298,11,1,1,3,0,2258,85,0,63,56,307
25017323102,2567,1605,700,233,13,6,0,10,0,2005,94,2,92,81,293
25017324101,3916,2527,935,423,14,1,1,11,0,3180,108,4,192,79,353
25017324102,3364,2257,728,354,15,0,1,7,0,2717,119,5,150,76,297
25017325101,2736,1811,574,299,19,3,2,25,0,2158,130,33,111,67,237
25017325102,3010,1919,744,304,20,3,3,16,0,2311,226,32,68,65,308
25017326101,3103,2010,714,360,10,1,0,6,0,2491,84,1,115,73,339
25017326102,5064,3308,1099,613,24,2,2,9,0,4165,123,10,123,146,497
25017327101,2608,1690,439,438,14,0,1,24,0,2204,90,7,31,51,225
25017327102,2947,1941,547,402,14,3,9,28,0,2477,121,2,47,50,250
25017327103,2733,1731,496,462,18,0,6,17,0,2324,83,2,42,37,245
25017328100,2522,1624,501,374,13,1,1,8,0,2062,97,2,103,31,227
25017330101,2841,1831,523,455,11,1,0,13,0,2387,66,0,58,47,283
25017330102,3561,2210,786,525,15,2,3,17,0,2950,133,10,71,62,335
25017330201,1996,1260,436,280,6,0,0,11,0,1642,77,3,55,29,190
25017330202,2814,1804,660,312,19,1,1,14,0,2289,110,6,63,91,255
25017331101,2437,1574,526,310,12,2,1,9,0,1940,114,3,108,70,202
25017331102,5171,3377,1146,612,15,1,2,17,0,4278,243,8,141,101,400
25017331200,3951,2582,899,450,7,0,4,6,0,3192,171,14,125,90,359
25017331300,5530,3669,1155,656,23,1,6,13,0,4403,272,19,189,154,493
25017332100,4618,2957,1135,493,9,2,3,16,0,3312,190,4,424,244,444
25017332201,1461,910,407,122,6,0,2,12,0,1010,91,8,125,82,145
25017332202,3926,2461,1054,367,9,5,1,24,0,2687,168,76,331,251,413
25017332300,4647,2956,1189,459,12,2,1,25,0,3364,143,57,397,251,435
25017332401,1837,1177,486,159,6,1,2,4,0,1268,86,8,159,122,194
25017332402,1084,672,298,104,4,2,0,4,0,697,64,9,108,80,126
25017333100,5332,3214,1486,572,9,2,7,36,0,4048,246,56,223,215,544
25017333200,3558,2107,1055,360,6,2,1,25,0,2779,179,36,110,131,323
25017333300,2448,1385,823,202,14,3,1,20,0,1746,214,61,89,79,259
25017333400,4218,2496,1289,380,16,1,3,26,0,3044,333,63,193,187,398
25017333501,3509,2099,1039,330,10,0,3,27,0,2704,195,34,130,101,345
25017333502,2119,1210,669,209,10,1,2,16,0,1598,159,22,58,47,235
25017333601,824,458,287,63,5,1,2,7,0,561,77,22,42,36,86
25017333602,4005,2432,1152,371,20,5,2,23,0,2911,292,60,220,132,390
25017334100,5209,3116,1390,627,12,4,3,48,0,4286,136,17,164,134,472
25017334200,3142,1797,943,371,12,1,1,16,0,2627,89,3,81,73,269
25017334300,5840,3538,1506,720,15,3,2,53,0,4796,196,1,172,142,533
25017334400,4786,2876,1323,514,20,3,2,45,0,3795,161,23,239,106,462
25017335100,4445,2774,1178,448,12,1,1,25,0,3692,157,14,66,72,444
25017335200,4494,2757,1275,426,16,2,3,13,0,3655,174,11,122,111,421
25017335301,2761,1667,753,299,10,3,2,20,0,2194,132,13,95,72,255
25017335302,3735,2442,818,435,13,1,2,21,0,2971,166,5,133,122,338
25017335400,3762,2240,1093,385,25,3,0,14,0,3106,138,10,125,64,319
25017336100,3970,2195,1424,317,9,4,1,16,0,3137,171,33,112,140,377
25017336201,2244,1311,675,239,9,0,0,10,0,1889,74,4,57,43,177
25017336202,2478,1424,809,219,15,1,1,8,0,1998,73,3,85,61,258
25017336300,4927,2825,1642,408,6,5,3,32,0,3904,236,24,144,124,495
25017336402,3184,1768,1129,253,7,3,3,17,0,2411,153,34,123,113,350
25017336403,1552,880,559,98,3,0,0,10,0,1084,100,50,86,67,165
25017336404,1584,939,528,98,6,1,0,10,0,1113,97,32,89,77,176
25017337101,2343,1464,611,246,5,0,2,15,0,1859,123,15,59,70,217
25017337102,3865,2328,1104,391,13,1,3,22,0,2991,183,13,181,111,386
25017337201,2273,1357,622,261,13,1,1,13,0,1757,112,17,71,75,241
25017337202,3752,2307,1031,374,11,0,0,25,0,2933,217,17,111,115,359
25017337300,4326,2539,1347,384,15,2,4,32,0,3300,275,41,169,117,424
25017338100,2099,1251,666,167,5,1,1,7,0,1454,72,8,322,77,166
25017338200,2238,1389,665,163,7,1,2,10,0,1362,102,21,368,146,239
25017338300,2483,1422,771,279,2,0,0,8,0,1901,62,2,115,122,281
25017338400,4340,2727,1020,565,7,0,1,18,0,3007,113,1,460,285,474
25017338500,4061,2368,1283,379,13,1,0,11,0,3153,107,6,249,158,388
25017339101,2612,1358,1077,146,5,4,2,18,0,1899,162,74,102,121,254
25017339102,2562,1416,945,175,7,3,3,11,0,1970,136,36,96,77,247
25017339200,4449,2388,1738,291,9,4,3,12,0,3514,223,32,127,105,448
25017339300,2105,970,1057,59,3,4,0,10,0,1069,112,566,80,101,177
25017339400,2210,1073,1025,94,6,3,0,4,0,1567,129,72,95,87,260
25017339500,2792,1429,1188,152,6,7,1,6,0,1938,184,82,154,82,352
25017339600,3383,1664,1530,161,8,5,0,13,0,2332,214,156,190,88,403
25017339700,2390,1193,1036,131,7,4,1,15,0,1430,225,236,145,92,262
25017339802,2484,1363,974,119,7,0,5,15,0,1422,232,227,206,130,267
25017339803,1571,854,585,113,9,1,1,6,0,936,110,18,201,86,220
25017339804,1316,689,523,91,3,2,1,6,0,794,142,64,151,50,115
25017339900,3291,1769,1257,231,12,3,1,14,0,2104,346,147,246,101,347
25017340000,1569,804,637,103,9,2,0,13,0,945,155,140,87,47,195
25017340100,4800,2733,1693,326,9,2,2,30,0,3432,347,119,311,139,452
25017341101,2227,1248,865,93,5,1,2,11,0,1299,177,66,391,71,223
25017341102,2609,1424,1033,118,10,0,1,19,0,1466,202,141,360,127,313
25017341200,3590,1971,1384,189,9,5,1,30,0,1801,350,263,703,131,342
25017341301,1198,636,498,50,2,0,1,8,0,525,122,90,213,89,159
25017341302,1081,603,402,67,2,1,0,3,0,454,88,115,239,46,139
25017341400,3282,1761,1318,159,15,3,1,18,0,1540,403,400,422,123,394
25017341500,2889,1552,1183,129,9,3,0,8,0,1131,388,497,417,104,352
25017341600,3815,2049,1545,188,11,2,2,15,0,2020,351,342,455,189,458
25017341700,3375,1851,1339,147,9,4,0,23,0,1839,365,319,323,144,385
25017341800,3545,1897,1397,211,13,4,0,19,0,1520,438,494,531,166,396
25017341901,831,482,294,48,1,0,0,6,0,408,120,53,112,57,81
25017341903,2654,1443,1011,171,6,0,0,20,0,1323,373,244,261,149,304
25017341904,1736,960,673,85,5,0,0,11,0,867,197,167,295,46,164
25017342101,2178,1092,937,124,6,1,0,16,0,1093,458,242,115,64,206
25017342102,2087,1055,904,95,4,0,0,24,0,1026,383,246,104,95,233
25017342201,2387,1181,1061,116,8,3,0,16,0,1078,502,368,122,68,249
25017342202,1967,1042,819,88,7,1,2,7,0,893,385,192,218,77,202
25017342301,1380,695,598,69,5,1,2,10,0,677,315,95,59,47,187
25017342302,1821,958,746,102,5,0,1,6,0,857,361,168,130,74,231
25017342401,1791,879,794,98,4,0,0,14,0,865,347,170,135,98,176
25017342402,1480,769,601,94,5,1,1,7,0,771,316,78,106,43,166
25017342501,1806,881,782,110,7,3,1,19,0,833,430,188,104,72,179
25017342502,1197,602,521,64,0,2,0,7,0,509,337,120,53,56,122
25017342600,1782,860,798,102,5,1,1,10,0,757,450,184,105,77,209
25017350105,802,414,343,29,8,0,1,5,0,540,87,24,47,23,81
25017350106,677,326,294,52,0,0,0,5,0,406,60,5,85,25,96
25017350107,795,348,412,26,4,0,0,3,0,456,146,35,48,24,86
25017350108,2239,1046,1088,80,7,2,0,15,0,1107,466,223,125,65,253
25017350109,1057,508,494,45,2,1,0,6,0,570,197,56,65,32,137
25017350201,1689,764,841,63,8,4,1,6,0,953,255,102,116,47,216
25017350202,2531,1122,1282,98,8,2,3,16,0,1667,271,63,122,80,328
25017350300,1785,784,923,63,10,2,0,2,0,1163,170,63,105,67,217
25017350400,3934,1753,2071,83,13,3,1,8,0,2857,196,29,205,128,519
25017350500,1276,562,671,29,5,1,0,8,0,919,56,14,72,36,179
25017350600,2120,869,1157,66,6,7,2,10,0,1432,111,17,146,57,357
25017350701,2069,926,1060,64,3,2,0,9,0,1492,123,12,97,82,263
25017350702,1978,914,963,68,11,3,0,15,0,1141,201,230,83,108,215
25017350800,1417,623,748,33,3,0,0,10,0,954,63,65,80,45,210
25017350900,2391,1037,1283,49,7,2,0,9,0,1716,108,11,151,76,329
25017351001,2598,1080,1434,54,13,5,0,8,0,1732,128,21,232,88,397
25017351002,2070,922,1073,53,9,3,1,6,0,1447,108,23,151,58,283
25017351101,2571,1051,1410,87,8,6,0,7,0,1776,213,53,134,61,334
25017351102,1364,562,746,42,6,2,1,4,0,914,96,15,82,41,216
25017351203,2818,1219,1495,69,6,7,0,18,0,1859,255,19,177,104,404
25017351204,2728,1173,1465,61,6,4,0,14,0,1732,249,57,206,81,403
25017351300,2787,1202,1490,60,13,4,0,16,0,1783,248,82,165,88,421
25017351403,1925,844,967,92,5,4,0,12,0,1102,348,85,115,72,203
25017351404,2003,941,966,76,6,3,0,10,0,1017,381,78,205,87,235
25017351500,1390,603,719,48,7,5,0,5,0,751,188,69,122,49,211
25017352101,1354,713,562,64,5,2,1,4,0,704,123,42,205,78,202
25017352102,1603,786,743,62,1,0,1,9,0,952,97,28,204,100,222
25017352200,1094,469,568,40,7,1,0,8,0,624,139,51,111,38,131
25017352300,1934,904,960,54,5,1,0,8,0,1110,187,63,219,74,281
25017352400,1012,401,576,24,1,3,0,7,0,218,138,378,69,118,91
25017352500,1951,774,1118,41,4,4,1,6,0,968,213,279,166,82,243
25017352600,1600,721,839,31,0,3,1,4,0,837,237,83,119,62,262
25017352700,1153,464,653,26,2,0,1,4,0,531,176,190,62,48,146
25017352800,1073,430,600,27,6,1,0,7,0,600,162,51,66,50,144
25017352900,1752,685,1032,25,5,1,1,3,0,1151,79,32,152,78,260
25017353000,1612,613,968,22,3,2,0,2,0,915,115,112,151,85,234
25017353101,1890,781,1039,43,8,8,1,9,0,872,192,230,218,127,251
25017353102,1292,644,605,33,6,2,0,1,0,486,149,44,394,56,163
25017353200,2400,938,1383,56,6,9,0,7,0,1327,206,174,244,116,333
25017353300,2326,884,1373,49,2,5,0,9,0,1480,125,133,172,93,323
25017353600,2099,761,1284,35,6,4,0,4,0,1383,105,44,145,93,329
25017353700,1789,667,1050,59,6,3,0,2,0,1131,104,34,167,90,263
25017353800,2168,891,1212,45,6,7,0,5,0,1360,97,50,185,113,363
25017353900,916,350,531,32,1,0,0,2,0,529,47,39,121,55,125
25017354000,2127,765,1301,45,6,6,0,1,0,1445,95,17,137,76,357
25017354100,1777,678,1050,38,4,1,0,4,0,1170,94,36,137,71,269
25017354200,2195,827,1305,51,1,4,0,6,0,1565,86,8,105,90,341
25017354300,2157,890,1183,64,7,3,0,8,0,1289,131,187,129,113,308
25017354400,1166,421,714,24,3,1,0,2,0,811,45,28,63,52,167
25017354500,1131,404,703,18,0,1,0,5,0,776,41,14,76,40,184
25017354601,933,427,464,37,1,2,0,2,0,539,70,48,112,48,116
25017354602,2416,909,1449,43,1,1,2,10,0,1180,162,495,128,144,307
25017354700,1921,698,1176,33,5,4,1,2,0,1243,75,78,143,91,291
25017354800,1483,576,876,22,2,1,0,2,0,1037,64,26,104,57,195
25017354901,724,348,343,21,7,2,1,1,0,417,46,7,75,47,132
25017354902,3654,1524,2030,82,7,0,0,10,0,1457,312,738,293,387,467
25017355000,2000,860,1076,53,3,2,0,4,0,1255,108,147,146,88,256
25017356100,2103,1026,980,81,4,1,0,11,0,1511,100,9,113,91,279
25017356300,3205,1584,1445,158,6,1,1,10,0,2198,169,66,250,143,379
25017356400,5528,2878,2296,311,8,3,3,23,0,4083,192,21,323,338,571
25017356500,4625,2294,2080,224,5,1,1,17,0,3297,202,22,324,195,585
25017356601,3037,1434,1441,144,2,3,1,9,0,2225,115,31,177,102,387
25017356602,2869,1406,1307,131,8,3,0,11,0,2095,104,12,175,108,375
25017356701,3999,1865,1982,126,4,6,2,11,0,2887,172,30,206,147,557
25017356703,2316,1168,1049,90,4,2,0,3,0,1720,73,21,122,94,286
25017356704,2571,1231,1215,108,6,2,1,7,0,1889,104,13,133,102,330
25017357100,3044,1813,995,217,4,3,1,9,0,1983,94,8,377,257,325
25017357200,2132,1183,814,127,3,0,0,4,0,1436,51,7,228,159,251
25017357300,1911,1004,778,107,7,3,0,11,0,1276,78,6,174,132,245
25017357400,1691,928,682,68,5,2,1,5,0,1160,54,7,157,129,184
25017357500,1384,771,511,89,2,2,1,7,0,957,50,5,91,124,157
25017357600,1418,806,528,67,3,2,1,9,0,924,86,11,136,124,137
25017357700,2381,1364,849,143,6,3,2,14,0,1610,102,13,228,166,262
25017357800,2599,1575,823,180,4,0,0,14,0,1600,106,19,262,339,273
25017358100,3420,1847,1360,189,6,6,2,8,0,1991,105,11,590,255,468
25017358300,3529,1979,1325,203,5,2,1,11,0,1921,118,11,787,228,464
25017358400,3573,1939,1425,184,8,2,1,12,0,1982,104,9,743,205,530
25017358500,3428,1969,1180,259,6,2,1,9,0,1679,92,19,890,275,473
25017358600,3938,2264,1410,244,4,2,2,10,0,2182,125,10,906,201,514
25017358700,3640,2110,1269,235,8,2,1,13,0,1945,95,6,839,241,514
25017359100,4559,2764,1329,436,15,4,2,9,0,3224,146,34,417,210,528
25017359301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25017359302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25017359303,5205,3305,1418,437,16,3,2,20,0,3672,174,14,533,217,595
25017359400,3878,1569,2195,73,8,10,0,19,0,1873,259,595,370,222,559
25017360300,4504,2482,1669,316,16,0,1,16,0,3280,137,39,282,193,573
25017361100,4346,2301,1608,418,7,2,1,8,0,3420,101,7,160,155,503
25017361200,4021,2162,1503,330,14,2,1,7,0,3090,107,19,199,149,457
25017361300,4881,2677,1772,408,15,2,1,4,0,3856,121,8,234,148,514
25017362100,3861,2359,1116,357,7,4,1,15,0,2800,88,3,359,130,481
25017363103,2495,1539,737,194,4,0,1,15,0,1621,50,5,374,102,343
25017363104,4255,2627,1308,286,10,4,5,10,0,2786,110,10,638,173,538
25017363105,2106,1360,573,155,3,2,3,6,0,1104,68,15,560,91,268
25017363106,1662,1040,486,121,6,1,0,7,0,885,69,19,370,96,223
25017363201,2273,1385,728,144,3,2,3,4,0,1576,62,5,297,87,246
25017363202,2514,1572,739,182,8,2,1,9,0,1750,80,6,256,104,318
25017364101,3850,2276,1215,306,17,6,3,18,0,3098,200,12,61,75,404
25017364102,3738,2190,1164,337,14,7,3,14,0,2952,137,7,102,102,438
25017365100,5585,3354,1529,664,13,2,1,17,0,4110,130,8,367,230,740
25017365201,4541,2623,1414,466,10,3,1,19,0,3259,143,7,282,204,646
25017365202,3075,1872,858,323,10,1,1,8,0,2195,99,4,222,114,441
25017366100,3454,2149,1012,272,7,5,1,8,0,2302,112,10,364,203,463
25017366201,2784,1693,813,262,7,2,0,3,0,1967,66,0,241,112,398
25017366202,4010,2383,1231,369,9,5,1,10,0,2605,128,8,409,210,650
25017367100,3456,2079,927,421,9,2,1,16,0,2345,86,5,419,170,431
25017367200,4498,2802,1087,576,6,7,4,16,0,2813,128,30,530,300,697
25017368101,3265,1997,1022,224,12,0,1,9,0,2187,247,57,200,206,368
25017368102,3245,1958,1010,257,9,0,1,6,0,2109,206,134,273,187,336
25017368200,2798,1642,901,230,15,0,1,3,0,1963,199,49,128,134,325
25017368300,2769,1544,1016,187,6,2,2,10,0,1668,382,130,156,108,325
25017368400,3059,1712,1115,210,9,1,4,6,0,2033,249,64,155,127,431
25017368500,1578,854,633,82,3,0,1,2,0,987,174,37,88,72,220
25017368600,3030,1624,1168,204,9,3,4,10,0,2125,305,56,119,85,340
25017368700,1054,570,411,55,10,1,0,5,0,628,188,36,46,40,116
25017368800,2972,1661,1093,193,11,4,3,5,0,1903,356,64,240,107,302
25017368901,3898,2462,1104,302,17,1,2,8,0,2439,216,58,245,466,474
25017368902,1476,781,589,100,2,1,0,3,0,817,202,107,69,66,215
25017369000,122,68,49,4,0,0,0,1,0,75,11,3,7,9,17
25017369100,3562,2176,1046,313,12,1,6,3,0,2663,190,33,128,218,330
25017370101,4341,2351,1667,275,13,3,3,27,0,2936,278,45,191,426,465
25017370103,2074,1103,810,133,7,4,1,11,0,1341,110,22,146,191,264
25017370104,2251,1187,879,156,9,3,1,13,0,1488,172,31,121,157,282
25017370201,2673,1255,1263,135,6,0,1,12,0,1810,117,9,104,302,331
25017370202,3176,1585,1399,166,8,0,2,15,0,2188,158,14,118,289,409
25017370301,2809,1493,1121,160,11,3,1,15,0,1647,186,31,139,436,370
25017370302,839,453,324,55,2,2,0,3,0,432,46,6,45,193,117
25017370401,1829,908,821,77,7,2,0,13,0,1220,94,17,75,186,237
25017370402,987,545,389,45,1,0,1,5,0,672,75,9,48,69,114
25017370403,1328,679,569,60,5,2,0,10,0,870,86,13,89,103,167
25017373100,3285,1686,1423,135,11,7,5,17,0,2107,152,23,306,191,506
25017373200,3012,1718,1060,201,13,2,2,12,0,1902,202,17,367,177,347
25017373300,2356,1222,981,137,4,4,0,7,0,1539,98,23,225,143,328
25017373400,2387,1118,1132,121,5,1,0,10,0,1508,84,3,236,103,453
25017373500,4006,1944,1798,235,8,4,0,16,0,2351,89,19,337,275,935
25017373600,2633,1312,1058,241,6,5,1,7,0,1591,124,13,248,136,521
25017373700,2930,1364,1432,121,3,0,2,7,0,1725,75,11,226,167,726
25017373800,4210,2090,1917,178,7,4,0,7,0,2344,161,28,506,307,864
25017373901,2191,1350,657,173,2,2,0,5,0,894,86,9,299,300,603
25017373902,2642,1518,912,190,5,1,0,16,0,1130,87,16,391,304,714
25017374000,3281,1903,1159,195,7,1,1,14,0,1482,116,8,525,381,769
25017374100,3108,1666,1234,191,2,1,1,13,0,1653,130,48,490,282,505
25017374200,3076,1450,1495,110,9,3,2,7,0,1846,127,21,326,144,612
25017374300,2713,1315,1251,135,2,1,0,9,0,1646,62,2,240,149,614
25017374400,4238,2144,1839,227,10,2,3,11,0,2402,147,22,431,296,940
25017374500,3097,1547,1348,176,11,2,2,11,0,2009,146,49,348,114,431
25017374600,3505,1949,1309,213,5,2,2,23,0,2382,161,34,341,150,437
25017374700,3040,1625,1199,181,10,4,1,18,0,1968,162,16,335,162,397
25017374800,2607,1227,1216,140,8,2,0,13,0,1617,92,24,274,139,461
25017382100,3413,2034,1063,286,10,3,2,13,0,2399,96,7,268,164,479
25017382200,3762,2100,1338,282,15,4,3,15,0,2780,127,19,133,150,553
25017382300,4178,2392,1346,414,8,2,2,13,0,3082,131,23,165,200,577
25017382400,3613,2117,1144,321,8,2,3,16,0,2742,124,11,144,124,468
25017382500,3571,2060,1143,339,6,4,2,15,0,2574,170,31,159,151,486
25017382601,2073,1208,681,166,8,1,2,7,0,1304,129,19,151,140,330
25017382602,2999,1735,968,259,9,3,2,21,0,1995,113,50,221,172,448
25017383101,1002,520,407,50,9,2,1,10,0,363,446,31,26,29,107
25017383102,1536,723,725,69,9,1,2,7,0,448,769,122,15,35,147
25017383200,2498,1294,1009,151,15,4,1,17,0,1275,698,90,89,79,267
25017383300,1609,949,534,101,9,0,1,13,0,994,239,27,82,55,212
25017383401,948,482,386,69,3,1,0,3,0,585,181,33,23,24,102
25017383402,1440,807,539,75,7,2,0,9,0,734,343,21,83,60,199
25017383501,2061,1098,778,158,7,2,1,15,0,1179,419,47,86,82,248
25017383502,1363,733,513,99,6,0,2,7,0,911,111,19,57,71,194
25017383600,3469,2031,1176,228,15,4,5,7,0,2171,332,72,177,155,562
25017383700,3488,2038,1165,255,8,4,1,14,0,2338,381,43,146,149,431
25017383800,4173,2479,1327,321,8,2,5,28,0,2873,272,35,191,204,598
25017383902,4137,2458,1274,357,17,2,2,26,0,2621,213,20,266,258,759
25017383903,2053,1270,601,163,5,0,1,9,0,1437,120,18,108,100,270
25017383904,3837,2308,1151,340,15,1,1,21,0,2656,198,47,168,201,567
25017384003,2897,1654,952,254,11,4,1,12,0,1817,244,43,165,162,466
25017384004,890,514,287,79,2,4,0,3,0,527,68,7,97,44,147
25017385101,1565,1016,342,188,6,0,0,9,0,1112,59,4,88,67,235
25017385102,3237,2038,880,289,14,1,0,12,0,2257,184,14,210,162,410
25017385201,1694,1031,504,143,10,0,0,5,0,1167,148,13,53,81,232
25017385203,2943,1837,839,246,5,1,1,13,0,1913,195,27,162,238,408
25017385204,2327,1440,634,232,14,2,0,5,0,1521,190,14,170,109,323
25017386100,3222,1897,938,365,14,1,1,5,0,2505,76,5,177,110,349
25017387100,3131,1926,808,368,13,2,2,9,0,2494,112,15,65,93,352
25017387201,4241,2544,1234,417,17,1,2,25,0,3241,151,14,200,116,519
25017387202,3121,1925,782,382,9,0,1,20,0,2434,112,3,85,90,397
25017388100,3699,2368,987,314,13,5,1,6,0,2528,126,15,470,149,411
25017388200,4220,2806,835,517,21,4,2,30,0,3439,198,33,89,83,378
25017388300,2249,1132,911,162,14,2,1,24,0,775,935,41,220,34,244
25017980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25025000101,1203,598,545,45,6,4,0,5,0,801,97,19,104,38,144
25025000102,1599,793,716,63,11,3,2,9,0,826,192,53,241,93,194
25025000201,2410,1194,1079,103,13,2,2,12,0,1663,172,38,164,83,290
25025000202,2372,1202,1035,99,10,2,0,19,0,1430,265,87,262,83,245
25025000301,1858,928,813,88,8,6,1,8,0,1243,124,24,168,83,216
25025000302,1855,962,780,93,7,0,2,10,0,1159,114,19,217,105,241
25025000401,3377,1730,1409,200,11,8,2,14,0,1765,190,35,472,369,546
25025000402,1968,1046,779,118,14,1,1,8,0,1196,105,12,230,96,329
25025000502,1689,811,790,72,4,1,1,7,0,1057,111,12,90,167,252
25025000503,1291,621,608,47,2,4,0,6,0,824,81,7,86,71,222
25025000505,1208,515,609,61,5,6,3,6,0,704,99,40,75,106,184
25025000506,1523,721,701,82,5,0,1,9,0,914,80,8,113,152,256
25025000601,2384,1187,1035,131,5,1,2,17,0,1507,187,25,281,102,282
25025000603,842,362,431,39,6,0,0,4,0,291,188,140,93,60,70
25025000604,1308,604,613,69,7,4,0,5,0,718,127,24,135,123,181
25025000701,2209,1029,1065,85,10,3,1,7,0,1379,148,35,225,124,298
25025000703,886,416,424,34,5,1,0,5,0,535,76,18,94,50,113
25025000704,2413,1104,1195,84,12,3,0,8,0,1291,286,73,271,154,338
25025000804,2038,1028,894,84,14,5,1,6,0,1183,261,41,288,51,214
25025000805,1288,592,628,51,4,2,0,4,0,695,101,18,167,114,193
25025000806,433,189,208,34,1,0,0,1,0,230,28,14,70,28,63
25025000807,296,100,178,14,2,0,0,2,0,139,31,11,45,27,43
25025010103,510,228,253,24,4,1,0,0,0,231,57,17,82,43,80
25025010104,1642,799,720,105,5,1,1,10,0,912,116,15,227,128,244
25025010204,1048,472,517,48,6,3,0,2,0,591,81,17,150,51,158
25025010205,1703,787,825,74,9,2,1,4,0,914,175,52,208,127,227
25025010206,800,397,362,33,1,2,0,3,0,455,97,9,90,46,103
25025010300,454,203,227,15,3,2,1,3,0,204,83,25,43,20,79
25025010403,1269,594,596,61,9,5,1,2,0,657,147,66,166,76,157
25025010404,1307,568,648,69,10,3,0,8,0,746,126,38,149,72,176
25025010405,1401,605,720,65,6,2,0,3,0,637,185,75,245,93,166
25025010408,555,256,270,23,2,0,0,3,0,341,49,11,52,30,72
25025010500,1311,620,593,78,6,0,1,10,0,768,91,55,173,73,151
25025010600,2004,1031,785,168,4,1,1,10,0,1280,107,34,156,108,319
25025010701,1432,724,571,126,4,1,1,3,0,974,62,5,85,86,220
25025010702,1567,825,579,150,4,1,2,5,0,1111,70,35,65,52,234
25025010801,1785,946,641,180,6,0,3,8,0,1213,106,9,88,87,282
25025010802,1955,1038,722,176,4,5,0,7,0,1380,86,10,111,79,289
25025020101,2842,1446,1070,288,6,4,2,20,0,2205,81,10,97,84,365
25025020200,2275,1087,1001,169,6,0,0,10,0,1617,112,45,136,91,274
25025020301,1005,539,383,80,0,1,1,1,0,623,58,10,139,51,124
25025020302,790,380,344,61,1,0,0,3,0,576,51,6,36,27,94
25025020304,836,423,321,84,3,1,0,4,0,536,43,23,63,34,137
25025020305,2374,1185,991,181,6,2,0,6,0,1379,197,211,190,120,277
25025030100,1332,654,560,101,6,2,0,6,0,1066,55,2,34,16,159
25025030200,1123,556,445,104,4,0,0,12,0,868,69,1,21,26,138
25025030301,890,484,270,131,2,1,0,1,0,635,37,0,51,45,122
25025030302,999,513,378,92,8,0,0,7,0,691,59,45,53,34,117
25025030400,2547,1308,970,229,15,1,2,14,0,1966,135,12,79,72,283
25025030500,1780,969,575,221,4,0,1,8,0,1389,59,1,60,56,215
25025040100,1850,956,715,163,5,3,1,7,0,1494,49,3,47,47,210
25025040200,1034,504,462,58,2,0,0,5,0,598,185,67,51,39,94
25025040300,3395,1787,1316,245,15,6,3,21,0,2515,252,51,89,105,383
25025040401,1985,1048,761,149,11,1,3,12,0,1500,109,6,125,58,187
25025040600,2188,1133,850,173,8,2,3,18,0,1777,82,12,57,51,209
25025040801,2479,1318,979,158,10,0,2,10,0,1463,322,131,291,76,196
25025050101,2209,1069,987,123,7,2,3,17,0,942,868,37,125,46,191
25025050200,1936,931,898,82,6,1,0,16,0,861,722,28,78,77,170
25025050300,1329,601,649,62,5,0,1,10,0,520,426,47,131,83,122
25025050400,1333,669,573,72,7,0,3,8,0,807,279,9,57,41,140
25025050500,975,468,449,37,8,1,1,10,0,547,226,8,52,39,103
25025050600,785,382,365,33,2,0,0,3,0,380,263,5,31,32,74
25025050700,1532,779,664,67,9,1,3,8,0,690,559,15,46,58,164
25025050901,2430,1216,1077,109,10,2,1,12,0,1192,799,38,107,81,213
25025051000,2289,1107,1032,117,11,1,4,13,0,1195,713,16,81,81,203
25025051101,3190,1642,1313,179,14,3,3,31,0,1753,896,34,129,105,273
25025051200,1642,766,759,90,8,3,1,13,0,1041,259,14,59,63,206
25025060101,2678,1499,846,303,8,0,0,21,0,2258,64,5,32,56,263
25025060200,1660,912,568,163,4,0,2,7,0,1365,55,2,22,47,169
