FULLCODE,total_reg,party_npp,party_dem,party_rep,party_lib,party_grn,party_ain,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
25009251600,2910,1399,1362,124,10,0,3,9,0,567,2084,19,81,21,138
25009251700,2512,1272,1103,114,9,0,0,10,0,634,1580,19,107,40,132
25009251800,4585,2473,1721,336,19,2,1,25,0,1870,2121,37,148,111,298
25009252101,2438,1374,826,205,4,4,2,23,0,1329,735,41,42,72,219
25009252102,3266,2012,796,419,16,3,2,13,0,2420,306,5,100,127,308
25009252201,2299,1415,614,238,10,1,1,18,0,1570,398,19,57,85,170
25009252202,2388,1424,621,306,9,0,3,23,0,1745,229,10,77,121,206
25009252300,4071,2198,1477,333,24,2,2,30,0,2013,1482,47,98,137,294
25009252400,2186,1071,953,137,9,1,1,14,0,523,1379,52,62,48,122
25009252501,2541,1300,977,231,3,1,2,25,0,1228,904,45,77,90,197
25009252502,3663,2074,1122,415,22,1,6,18,0,2336,681,40,92,187,327
25009252601,4841,2805,1412,551,21,1,3,38,0,3053,836,48,238,227,439
25009252602,3570,2106,871,534,16,3,3,29,0,2366,445,12,160,250,337
25009252603,2168,1274,564,293,11,1,3,16,0,1388,317,3,123,120,217
25009253100,3996,2553,978,414,17,0,3,30,0,3033,345,19,114,125,360
25009253201,1879,1148,478,227,9,2,0,13,0,1428,127,8,61,78,177
25009253202,3462,2098,911,411,12,3,1,25,0,2353,369,27,137,172,404
25009253203,3591,2239,774,550,12,1,2,9,0,2754,130,7,143,135,422
25009253204,4236,2600,946,656,13,1,4,13,0,3025,199,20,385,192,415
25009253205,3207,2036,606,529,11,3,3,12,0,2533,125,1,115,111,322
25009254100,4524,2766,1183,548,13,3,2,6,0,3359,181,13,324,157,490
25009254200,2912,1714,866,311,12,2,2,4,0,2215,210,10,103,85,289
25009254301,2951,1782,789,366,6,0,0,6,0,2114,110,4,318,124,281
25009254302,3311,2105,764,420,10,1,1,8,0,2402,103,2,339,129,336
25009254401,2243,1395,550,280,5,3,1,7,0,1595,105,6,187,107,243
25009254402,5141,3252,1230,629,13,1,0,14,0,3205,308,19,741,312,556
25009254403,2965,1866,687,389,10,2,0,6,0,2067,141,8,295,108,346
25009260100,3322,1772,1215,249,22,14,5,37,0,1766,1164,75,41,42,234
25009260200,2072,1152,698,189,10,3,0,19,0,1307,517,36,23,38,151
25009260301,3396,2164,796,380,17,2,3,28,0,2658,294,19,36,93,296
25009260302,2436,1610,481,303,11,3,3,21,0,2048,111,11,17,62,187
25009260401,2926,1822,731,323,13,2,4,25,0,2296,231,17,45,69,268
25009260402,5009,3180,1130,613,31,2,4,45,0,3786,473,17,121,151,461
25009260500,2811,1700,749,316,15,4,2,21,0,2162,288,9,35,55,262
25009260600,2191,1279,673,195,11,3,4,25,0,1292,644,10,34,33,178
25009260700,3128,1889,862,313,13,2,5,40,0,2047,624,44,59,71,283
25009260800,2748,1498,981,217,14,5,4,29,0,1246,1196,57,22,38,189
25009260900,3514,2036,1090,333,16,1,2,32,0,2133,905,38,63,97,278
25009261000,2677,1649,732,251,13,3,3,24,0,1984,359,23,34,49,228
25009261101,3741,2332,831,511,25,4,2,28,0,3030,199,18,48,80,366
25009261102,3676,2269,926,418,19,2,2,38,0,2698,446,42,57,120,313
25009262100,5171,3394,1053,661,21,3,2,33,0,4414,140,5,28,93,491
25009263100,3564,2170,847,502,10,2,1,30,0,3034,87,3,37,52,351
25009264100,5124,3335,990,731,16,6,7,34,0,4432,174,4,35,79,400
25009265101,2813,1764,585,429,11,1,4,17,0,2351,69,2,38,38,315
25009265102,3444,2239,620,548,9,2,3,20,0,2944,94,0,40,63,303
25009266100,3516,2238,783,442,22,4,2,20,0,3018,89,4,31,54,320
25009266200,3639,2273,952,353,20,3,11,20,0,3108,119,15,32,50,315
25009266300,2695,1575,753,321,17,4,6,19,0,2316,77,4,23,51,224
25009266400,2390,1473,641,228,19,5,1,21,0,2028,73,0,15,42,232
25009267102,3771,2547,695,480,16,2,6,19,0,3212,125,4,49,74,307
25009267103,1357,881,276,185,7,0,0,7,0,1162,40,1,1,36,117
25009267104,1628,1065,355,182,9,1,3,11,0,1403,30,7,22,23,143
25009268100,2011,1253,461,276,4,1,0,15,0,1728,55,3,18,42,165
25009268200,5059,2950,1470,567,18,6,3,40,0,4280,96,2,80,133,468
25009268300,3561,2049,1152,302,15,6,6,26,0,3052,88,4,33,65,319
25009268400,3552,2041,1127,333,12,6,6,24,0,2986,73,3,45,67,378
25009269100,5408,3445,1177,723,12,4,4,36,0,4673,112,5,47,91,480
25009270100,4709,3206,775,681,15,1,4,24,0,4054,112,2,51,74,416
25009990100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25027700100,4421,2878,837,626,29,2,2,40,0,3831,109,12,26,60,383
25027701101,3259,2217,518,466,21,4,1,28,0,2762,136,3,30,48,280
25027701102,2136,1378,414,299,18,2,1,20,0,1795,108,4,24,15,190
25027702201,937,702,120,99,6,0,0,9,0,806,25,2,7,11,86
25027702202,1236,832,201,179,6,1,3,14,0,1078,41,2,4,18,93
25027703100,2498,1739,414,290,27,2,0,24,0,2075,125,6,12,39,241
25027703200,2289,1604,384,252,16,5,1,27,0,1954,71,7,12,47,198
25027703300,2412,1669,359,340,14,4,2,20,0,2023,119,6,16,33,215
25027704201,1312,943,176,178,5,3,2,5,0,1134,41,6,0,21,110
25027704202,968,624,213,115,9,1,2,3,0,842,16,1,7,18,84
25027705101,2555,1793,371,362,11,0,0,14,0,2174,89,6,14,26,246
25027705102,2930,2022,475,398,14,0,2,17,0,2560,80,10,15,26,239
25027706100,3325,2329,476,482,11,3,2,20,0,2833,101,0,19,69,303
25027707100,2450,1526,582,295,18,3,0,25,0,2007,201,10,21,49,162
25027707200,1161,700,301,139,9,0,1,8,0,931,84,7,14,17,108
25027707300,2236,1397,548,244,13,4,3,22,0,1765,202,14,35,27,193
25027707400,3062,1970,715,323,14,3,7,27,0,2531,194,12,33,47,245
25027707500,3100,1957,730,361,12,3,2,30,0,2440,251,23,49,61,276
25027708100,6047,4038,1013,883,38,10,7,51,0,5175,180,18,46,78,550
25027709100,2960,1912,641,367,12,2,0,22,0,2198,390,21,42,52,257
25027709201,5197,3439,1185,493,15,3,7,51,0,3906,608,70,80,85,448
25027709203,1765,1107,452,185,7,5,0,7,0,1216,229,53,68,46,153
25027709204,2547,1605,625,268,18,2,3,20,0,1738,403,71,69,32,234
25027709400,2843,1709,809,274,15,6,0,28,0,1672,731,61,96,45,238
25027709501,1593,1071,298,205,8,2,0,9,0,1295,106,14,38,33,107
25027709502,4013,2532,992,421,15,8,5,36,0,2931,408,131,94,85,364
25027709600,1352,831,370,132,3,3,3,8,0,813,314,48,20,15,142
25027709701,3649,2327,910,368,12,3,4,19,0,2511,605,69,57,60,347
25027709702,1532,924,426,157,9,3,1,8,0,1102,206,27,17,23,157
25027710100,1759,1039,548,152,10,1,0,9,0,960,526,26,64,18,165
25027710200,4398,2727,1102,514,14,5,2,29,0,3202,610,34,92,71,389
25027710300,2146,1383,484,240,12,1,3,17,0,1579,295,18,62,21,171
25027710400,1316,851,331,104,13,2,2,6,0,954,203,7,29,14,109
25027710500,1633,983,493,131,9,2,2,12,0,877,580,18,28,27,103
25027710601,1743,1027,549,144,9,1,0,11,0,936,582,45,30,22,128
25027710602,2084,1293,594,165,12,0,0,17,0,1305,537,34,41,34,133
25027710700,893,493,308,71,10,2,0,8,0,464,320,17,7,17,68
25027710800,2192,1358,612,173,11,3,0,30,0,1340,580,56,36,37,143
25027711000,1506,914,429,133,15,1,1,13,0,894,393,36,39,34,110
25027711100,2898,1810,672,366,18,4,3,22,0,2263,268,15,60,53,239
25027712101,4959,3227,1003,636,25,4,4,52,0,4102,243,12,60,90,452
25027712102,3316,2142,615,507,11,2,5,29,0,2803,136,9,48,59,261
25027713100,5042,3378,865,706,15,5,2,65,0,4078,281,52,47,78,506
25027715100,4041,2535,917,540,18,1,6,23,0,3232,99,2,140,114,454
25027716101,2603,1644,622,288,13,4,3,26,0,2048,206,14,43,33,259
25027716102,2976,1812,788,323,25,1,3,20,0,2175,469,18,48,52,214
25027716200,1762,1058,510,166,7,3,0,14,0,1265,299,26,5,26,141
25027716300,2377,1438,646,236,22,5,0,23,0,1739,314,12,19,29,264
25027717100,2535,1703,512,292,11,4,1,12,0,2071,110,1,48,59,246
25027718100,3786,2630,654,454,16,3,2,21,0,3039,110,7,101,144,385
25027719100,6051,3956,1043,989,22,3,3,31,0,5122,195,8,51,100,575
25027720100,2786,1802,563,386,9,2,3,19,0,2406,58,2,20,51,249
25027721101,1405,1019,207,173,0,1,0,5,0,1178,40,0,15,20,152
25027721103,3556,2359,632,531,13,2,0,18,0,2906,131,12,46,81,380
25027721104,2964,1962,514,445,17,3,0,21,0,2503,110,8,20,64,259
25027722100,3800,2550,686,503,14,4,2,32,0,3260,112,4,32,68,324
25027723100,2174,1532,341,275,12,1,0,11,0,1892,48,6,11,40,177
25027724100,2768,1749,559,398,19,1,5,30,0,2317,72,2,22,54,301
25027725100,3427,2267,582,520,17,4,1,34,0,2923,106,9,15,81,293
25027726100,4457,2920,812,655,21,2,4,33,0,3710,156,4,34,104,449
25027726200,3731,2442,826,416,21,3,1,16,0,2948,314,12,31,72,354
25027727100,3367,2163,735,423,13,1,3,20,0,2712,135,8,46,147,319
25027728100,3893,2382,869,595,13,4,2,23,0,3080,132,11,95,139,436
25027728200,3030,1962,640,389,15,1,2,21,0,2486,83,6,60,84,311
25027728300,3434,2185,728,469,14,4,4,21,0,2787,129,9,53,103,353
25027728400,3851,2493,759,543,22,0,1,30,0,3152,136,21,84,107,351
25027729100,3244,2156,671,383,7,2,3,18,0,2611,122,9,58,107,337
25027729200,2142,1462,413,232,15,0,2,17,0,1696,104,9,21,58,254
25027730100,4036,2302,1285,380,20,3,4,37,0,2619,388,271,169,134,455
25027730200,3892,2205,1295,343,16,4,4,22,0,2725,349,149,107,168,394
25027730300,2948,1677,1000,223,21,1,3,19,0,2073,302,101,93,102,277
25027730401,3168,1577,1315,228,13,1,2,26,0,1522,818,428,53,68,279
25027730402,1062,558,397,85,3,2,0,15,0,517,279,78,54,42,92
25027730500,1762,945,663,125,5,3,1,15,0,974,302,210,28,52,196
25027730600,5275,3024,1687,495,24,3,2,36,0,3748,286,136,200,246,659
25027730700,4754,2680,1621,397,11,4,6,30,0,3054,401,177,208,291,623
25027730801,2707,1404,1023,246,2,5,0,24,0,1840,145,39,76,184,423
25027730802,1287,684,479,104,6,6,1,6,0,856,123,23,46,52,187
25027730901,2274,1242,867,139,3,2,0,17,0,1464,154,49,84,150,373
25027730902,1938,1070,691,150,6,1,2,16,0,1148,187,45,111,118,329
25027731001,1338,726,505,81,5,0,3,15,0,657,192,140,130,68,151
25027731002,3801,1981,1420,335,17,3,2,39,0,1853,730,319,328,169,402
25027731101,2161,1157,827,147,10,1,0,17,0,998,539,102,165,108,249
25027731102,1483,800,577,88,2,3,3,8,0,820,182,76,91,96,218
25027731202,147,48,96,1,0,1,0,1,0,71,9,7,8,13,39
25027731203,2077,972,935,145,6,0,2,11,0,712,887,93,192,45,148
25027731204,942,488,357,74,12,2,3,5,0,321,360,49,119,28,65
25027731300,1678,862,688,98,9,3,1,16,0,493,807,91,117,34,136
25027731400,1894,964,807,97,8,0,0,14,0,478,976,131,118,53,138
25027731500,2134,994,976,138,10,4,0,11,0,642,983,169,86,76,178
25027731601,1582,805,631,108,16,5,0,15,0,829,360,100,59,75,159
25027731602,297,167,108,17,4,0,0,1,0,182,44,5,12,12,42
25027731700,1445,751,562,104,11,2,2,11,0,765,361,79,55,40,145
25027731801,1208,648,437,110,2,1,0,6,0,708,237,45,57,45,116
25027731802,1668,857,700,83,11,1,1,12,0,544,778,136,36,42,132
25027731900,2391,1316,902,126,15,2,3,23,0,908,886,289,63,55,190
25027732001,1066,520,460,61,8,1,0,11,0,283,568,56,28,68,63
25027732002,2187,1060,895,191,16,3,3,16,0,1239,347,173,145,62,221
25027732201,1651,868,623,131,11,3,1,10,0,1037,201,87,75,56,195
25027732202,1845,1055,642,123,5,2,2,13,0,1102,279,84,77,91,212
25027732203,1290,716,470,71,12,1,2,15,0,635,296,106,48,41,164
25027732301,2674,1574,869,192,10,2,1,21,0,1705,264,166,105,108,326
25027732302,2197,1183,827,141,11,4,2,27,0,1160,439,170,103,71,254
25027732400,2733,1424,1093,183,13,6,1,9,0,938,1064,316,91,71,253
25027732500,758,399,304,41,3,0,0,10,0,289,261,48,59,20,81
25027732600,1966,1016,766,145,11,2,1,23,0,828,669,151,59,62,197
25027732700,1861,953,756,114,10,4,0,19,0,817,517,202,85,51,189
25027732801,3004,1707,991,274,9,3,2,15,0,1982,317,142,115,96,352
25027732802,2551,1388,919,198,14,2,2,25,0,1458,340,243,143,80,287
25027732901,3560,1927,1300,274,15,4,4,28,0,1886,692,302,175,142,363
25027732902,49,18,27,4,0,0,0,0,0,34,8,0,0,2,5
25027733000,1543,842,548,120,6,3,1,18,0,589,507,94,179,32,142
25027733101,1281,741,417,103,3,2,2,10,0,783,170,52,88,45,143
25027733102,1342,746,462,105,7,2,1,16,0,770,223,68,119,39,123
25027735100,4724,3118,981,568,21,6,7,16,0,3860,198,24,74,120,448
25027735200,3059,1950,760,311,15,2,2,16,0,2367,223,47,60,50,312
25027736100,1843,1151,452,207,13,0,2,16,0,1441,84,10,43,76,189
25027736200,2712,1752,629,285,14,2,2,24,0,2160,130,12,70,64,276
25027736300,1773,1115,442,193,9,1,1,11,0,1407,118,4,24,46,174
25027736400,2281,1436,552,259,7,0,1,23,0,1793,94,22,79,73,220
25027736500,3319,2078,777,405,15,1,6,36,0,2709,131,15,65,75,324
25027737100,4001,2667,819,474,18,0,1,20,0,3319,140,16,61,86,379
25027737200,1135,718,293,105,9,0,0,9,0,929,49,3,13,29,112
25027737300,4474,2969,956,494,21,2,1,25,0,3531,191,25,127,120,480
25027738100,3015,1960,708,303,15,4,3,18,0,2083,163,12,280,112,365
25027738201,3089,1990,679,389,14,2,1,12,0,2371,120,9,131,125,333
25027738202,4711,2949,1039,652,27,3,7,32,0,3606,177,13,201,184,530
25027739101,3544,2239,852,412,9,0,1,25,0,2188,160,13,526,248,409
25027739102,2458,1542,620,268,10,0,2,13,0,1438,111,29,404,189,287
25027739201,1879,1168,487,197,7,2,0,15,0,1242,114,31,184,98,210
25027739202,1849,1166,466,189,10,2,1,13,0,1167,87,13,262,108,212
25027739300,2563,1535,675,325,11,0,3,12,0,1865,113,19,151,137,278
25027739401,3968,2402,996,531,6,5,1,25,0,2680,169,37,443,197,442
25027739402,1842,1104,419,298,4,3,0,12,0,1393,42,5,138,96,168
25027739500,5573,3473,1285,759,16,5,2,29,0,3828,201,20,537,379,608
25027740101,4117,2669,892,522,12,2,2,15,0,3028,172,8,276,176,457
25027740102,4419,2902,991,500,11,1,3,7,0,3336,162,10,308,188,415
25027740200,2292,1498,529,238,10,2,4,10,0,1714,86,13,136,98,245
25027741101,3479,2202,874,377,10,3,0,11,0,2479,122,14,279,136,449
25027741102,3807,2379,873,520,14,2,2,15,0,2689,99,6,407,168,438
25027742300,2682,1674,748,239,7,0,1,9,0,2077,97,8,122,84,294
25027742401,4094,2545,1013,506,13,2,3,11,0,2842,114,2,425,231,480
25027742402,2003,1237,526,217,6,4,0,11,0,1124,121,10,370,126,252
25027743100,5924,3925,1107,811,31,6,3,34,0,4889,184,7,122,137,585
25027744102,3652,2265,968,358,20,6,4,27,0,2640,394,20,60,111,427
25027744103,1815,1188,386,226,6,0,2,7,0,1362,140,4,42,66,201
25027744104,3508,2223,837,407,18,1,4,14,0,2676,296,17,54,93,372
25027744201,1482,942,351,164,10,3,0,11,0,913,287,9,26,60,187
25027744202,3022,1887,802,280,13,3,0,34,0,2137,348,8,60,78,391
25027744300,1435,845,443,123,9,1,1,13,0,900,282,20,11,32,190
25027744400,2151,1354,552,215,8,1,3,16,0,1449,339,3,33,50,277
25027745100,4215,3014,743,410,18,5,1,22,0,3419,192,4,64,89,447
25027746100,4381,2909,755,659,18,2,4,30,0,3618,178,1,75,94,415
25027747101,3661,2436,724,429,19,1,9,40,0,3127,144,4,23,60,303
25027747102,2649,1746,502,349,11,5,2,29,0,2222,105,6,18,37,261
25027748100,2154,1493,342,279,12,1,0,23,0,1824,80,1,15,24,210
25027749100,6072,4016,1050,888,39,7,3,60,0,5092,224,13,56,90,597
25027749200,4032,2651,742,547,31,3,6,39,0,3343,193,8,37,78,373
25027750100,3878,2555,675,572,21,7,3,39,0,3140,195,10,46,119,368
25027750200,5125,3383,832,835,22,3,3,43,0,4281,167,4,43,139,491
25027750300,2030,1356,354,282,12,2,4,18,0,1670,111,10,18,40,181
25027751101,4757,3321,726,669,15,4,0,18,0,3985,143,4,53,112,460
25027751102,2375,1619,387,352,7,1,0,7,0,1968,59,0,19,65,264
25027752101,4131,2740,633,682,23,3,6,35,0,3461,134,2,38,74,422
25027752102,2404,1615,294,454,11,1,5,19,0,2033,88,0,18,27,238
25027753100,5240,3441,1006,705,37,3,6,37,0,4192,291,32,45,122,558
25027753200,4337,2866,856,530,25,2,3,48,0,3607,196,18,27,89,400
25027754100,4906,3200,938,689,24,6,3,37,0,3924,265,34,54,95,534
25027754200,2210,1338,574,260,11,4,1,17,0,1600,299,30,17,45,219
25027754300,1487,939,382,138,7,2,2,14,0,970,277,32,20,27,161
25027754400,2466,1560,573,281,10,2,1,30,0,1859,295,31,23,42,216
25027755100,2117,1331,475,272,15,0,2,20,0,1656,120,8,23,63,247
25027755201,3267,2138,576,501,20,0,3,25,0,2691,123,8,34,84,327
25027755202,2230,1458,392,346,7,2,0,22,0,1810,92,6,16,39,267
25027756101,3004,1962,535,467,11,2,1,24,0,2490,110,13,29,63,299
25027756102,6529,4415,989,1033,23,6,6,46,0,5518,236,5,42,133,595
25027757100,2735,1670,749,269,24,2,4,17,0,1641,776,16,32,42,228
25027757200,1216,693,401,106,7,1,3,3,0,484,629,8,9,7,79
25027757300,1650,983,505,144,10,1,1,3,0,678,812,8,14,26,112
25027757400,1782,1097,500,170,9,1,0,2,0,1130,458,12,11,22,149
25027757500,3134,1908,803,384,15,2,2,17,0,2158,606,20,35,50,265
25027758101,1291,810,279,188,6,1,0,6,0,1099,40,0,10,25,117
25027758103,3328,2069,703,524,9,0,4,15,0,2722,112,4,43,69,378
25027758104,2141,1320,485,315,3,3,3,10,0,1744,98,1,40,53,205
25027759100,1549,1030,268,227,8,2,0,12,0,1326,24,3,6,29,161
25027760100,2439,1650,414,349,14,2,0,9,0,2111,77,1,16,34,200
25027761100,3196,2135,566,463,19,5,0,6,0,2730,91,5,10,38,322
25027761200,3270,2041,841,349,14,2,1,16,0,2061,191,25,421,151,421
25027761300,2347,1561,522,227,15,3,3,15,0,1815,128,15,57,75,257
25027761401,3207,1967,923,283,11,3,0,20,0,2511,84,5,132,63,412
25027761402,1164,704,306,139,5,0,2,7,0,856,41,6,99,39,123
25001010100,2838,1019,1724,68,11,3,0,12,0,2150,224,24,25,55,360
25001010206,2796,1455,1122,186,8,8,0,13,0,2355,77,12,21,49,282
25001010208,1812,924,754,110,6,5,1,9,0,1426,124,7,21,26,208
25001010304,2222,1300,646,254,10,0,0,12,0,1893,44,3,14,40,228
25001010306,2200,1293,656,229,5,5,2,8,0,1826,67,4,21,34,248
25001010400,2671,1530,716,401,10,3,1,8,0,2261,68,7,31,39,265
25001010500,2641,1486,727,407,8,2,2,6,0,2251,44,4,24,40,278
25001010600,2320,1353,533,408,10,3,0,9,0,2002,78,11,16,27,186
25001010700,3158,1862,730,539,6,2,2,14,0,2744,56,9,18,36,295
25001010800,4002,2361,1098,501,24,0,1,14,0,3451,84,6,27,67,367
25001010900,4104,2439,1101,504,17,7,2,29,0,3484,115,8,28,83,386
25001011002,3533,2151,841,519,11,2,1,7,0,2973,146,17,15,45,337
25001011100,4085,2461,1042,549,11,4,0,15,0,3439,156,10,25,67,388
25001011200,3005,1775,790,417,10,0,1,10,0,2601,77,11,18,34,264
25001011300,2261,1385,528,326,8,0,1,12,0,1948,55,2,6,59,191
25001011400,2373,1506,543,304,7,1,0,10,0,2028,68,2,21,42,212
25001011500,3168,2015,738,368,11,2,4,26,0,2623,123,24,14,55,329
25001011600,2123,1308,539,240,8,4,3,18,0,1720,86,46,9,32,230
25001011700,1666,1016,388,237,6,2,1,14,0,1439,40,1,18,25,143
25001011801,2260,1257,586,400,3,1,0,12,0,1969,53,3,16,38,181
25001011802,3498,2190,791,477,10,0,2,23,0,2889,145,9,31,63,361
25001012001,4595,2841,1106,595,8,6,6,31,0,3783,191,33,38,98,452
25001012002,2293,1346,570,346,10,3,0,17,0,1834,141,17,26,48,227
25001012101,3975,2454,983,479,14,3,3,37,0,3136,288,31,30,84,406
25001012102,2278,1373,563,305,9,3,1,19,0,1840,104,10,39,49,236
25001012200,4284,2605,996,645,17,4,4,8,0,3616,143,18,32,48,427
25001012502,1898,1143,488,240,6,4,3,9,0,1486,125,24,28,31,204
25001012601,1910,1168,466,256,7,2,1,7,0,1388,194,19,42,39,228
25001012602,3108,1815,920,323,15,8,1,23,0,2077,448,81,49,63,390
25001012700,3394,1989,863,511,13,2,3,10,0,2782,158,14,39,61,340
25001012800,2842,1755,630,439,6,3,1,6,0,2343,133,8,27,43,288
25001012900,3079,1999,620,432,11,2,3,10,0,2504,163,9,45,44,314
25001013002,2419,1462,449,493,8,0,0,7,0,2052,75,4,17,44,227
25001013100,4688,3039,918,678,19,4,3,17,0,3884,183,17,30,103,471
25001013200,4117,2593,874,608,18,4,2,14,0,3433,167,14,26,69,408
25001013300,2633,1586,628,385,10,1,2,17,0,2268,72,3,18,29,243
25001013400,3310,2043,709,520,4,2,3,19,0,2838,79,0,29,45,319
25001013500,5320,3274,1034,959,15,4,3,28,0,4543,163,5,60,95,454
25001013600,4618,2965,807,767,26,4,1,41,0,3987,203,10,16,57,345
25001013700,3324,2127,636,489,21,4,7,35,0,2761,168,19,20,29,327
25001013800,3765,2479,663,554,12,1,10,40,0,3185,140,8,47,53,332
25001013900,4067,2622,861,528,16,4,0,30,0,3423,123,4,47,77,393
25001014002,3411,2169,732,469,11,3,4,19,0,2913,131,15,35,34,283
25001014100,33,17,4,11,0,0,0,1,0,26,4,1,0,1,1
25001014300,3713,2236,979,473,8,3,2,8,0,3130,116,6,28,94,339
25001014402,5524,3431,1403,627,16,10,7,23,0,4358,339,47,71,109,600
25001014500,4211,2725,920,517,21,6,2,16,0,3390,295,19,50,69,388
25001014600,3494,2179,829,458,11,1,1,12,0,2791,257,13,40,77,316
25001014700,3010,1867,765,360,4,2,1,9,0,2388,202,21,23,45,331
25001014800,2716,1563,858,280,7,0,0,6,0,2233,133,10,37,52,251
25001014900,3028,1658,1113,237,2,2,2,12,0,2493,78,9,54,55,339
25001015001,3187,1985,747,396,13,4,4,30,0,2619,181,17,28,44,298
25001015002,3166,1933,818,380,9,2,0,24,0,2534,161,35,22,63,351
25001015100,3267,1976,693,547,14,0,0,32,0,2680,108,18,26,70,365
25001015200,2119,1298,455,350,2,0,3,10,0,1740,53,4,7,52,263
25001015300,1714,985,508,189,12,5,1,13,0,1217,170,67,27,30,203
25001990000,57,32,16,9,0,0,0,0,0,46,4,0,1,0,6
25011040100,3234,2142,762,296,8,3,1,20,0,2825,79,3,10,32,285
25011040200,3325,2229,758,296,13,5,1,19,0,2911,51,2,32,43,286
25011040300,2236,1447,518,246,5,1,0,14,0,1927,53,4,10,24,218
25011040400,2446,1686,559,169,11,2,0,18,0,2118,51,4,20,34,219
25011040501,2529,1733,440,296,16,3,2,31,0,2154,85,8,11,31,240
25011040502,2506,1721,434,289,15,1,9,31,0,2168,73,3,17,38,207
25011040600,3598,1874,1487,209,6,11,1,8,0,2933,84,13,47,80,441
25011040701,2666,1624,859,138,14,7,2,18,0,2239,107,6,18,47,249
25011040702,3179,1955,973,209,13,8,3,14,0,2646,78,7,40,62,346
25011040800,3400,1975,1139,247,9,10,1,15,0,2602,127,9,102,93,467
25011040900,3732,2180,1206,310,14,4,1,14,0,3035,96,7,65,93,436
25011041000,2325,1431,653,216,6,2,0,15,0,1924,84,12,18,57,230
25011041100,2822,1617,931,236,11,2,1,19,0,2345,72,6,34,59,306
25011041200,2268,1340,725,170,11,1,0,20,0,1851,73,3,21,74,246
25011041301,1769,987,629,120,7,7,0,15,0,1393,101,8,21,50,196
25011041302,1467,754,587,93,10,1,1,19,0,1207,62,7,22,19,150
25011041400,1444,850,456,110,5,6,1,15,0,1098,142,8,25,36,135
25011041501,2789,1558,1016,187,7,5,2,12,0,2352,50,5,16,51,315
25011041502,2533,1585,776,144,8,6,0,12,0,2186,49,9,22,44,223
25023500101,2924,1744,848,291,15,2,2,19,0,2421,98,10,30,41,324
25023500103,1879,1138,533,185,10,3,1,8,0,1634,33,5,18,42,147
25023500104,3386,2012,977,357,15,4,1,16,0,2846,85,0,51,52,352
25023501101,2550,1557,582,377,5,0,1,20,0,2183,63,1,45,39,219
25023501102,6939,4244,1697,923,24,4,3,36,0,5944,138,10,105,147,595
25023501201,2776,1653,611,487,8,0,3,13,0,2398,48,2,41,41,246
25023501203,1877,1127,463,277,5,1,0,3,0,1608,36,0,26,28,179
25023501204,3838,2285,1012,510,5,1,0,23,0,3219,66,12,85,80,376
25023502101,3941,2579,886,416,10,1,4,39,0,3235,226,41,56,74,309
25023502102,3968,2636,876,407,13,0,4,31,0,3290,180,47,62,59,330
25023502200,4270,2772,998,432,18,2,4,41,0,3630,149,19,48,85,339
25023503101,5625,3630,1132,798,15,2,3,36,0,4901,129,5,58,110,422
25023503102,5285,3422,1027,777,16,1,3,32,0,4586,109,6,74,84,426
25023504101,4127,2484,969,620,19,1,4,27,0,3441,118,12,103,85,368
25023504102,4087,2564,812,675,9,2,3,19,0,3516,89,3,64,80,335
25023505102,4411,2708,1048,613,11,4,1,21,0,3909,72,2,27,52,349
25023505103,2074,1231,535,295,4,0,0,9,0,1845,33,6,14,19,157
25023505104,3147,1886,838,395,8,3,4,10,0,2716,112,7,14,46,252
25023505201,1681,1061,341,253,5,2,1,15,0,1475,36,1,14,27,128
25023505202,3503,2120,881,478,5,0,2,15,0,3059,94,1,21,51,277
25023506102,4239,2669,897,629,6,3,5,25,0,3663,127,5,32,71,341
25023506103,2673,1678,571,392,9,0,1,20,0,2333,65,7,22,28,218
25023506104,3328,2153,710,435,8,1,0,19,0,2945,65,1,26,32,259
25023506202,1951,1264,420,247,8,2,1,8,0,1724,26,2,10,37,152
25023506203,3983,2586,885,462,13,2,4,26,0,3529,104,0,23,46,281
25023506205,1595,1039,373,166,6,0,0,9,0,1413,29,1,7,21,124
25023506206,2288,1486,498,275,12,1,4,10,0,2044,42,1,13,31,157
25023507101,4119,2590,806,666,17,3,2,29,0,3572,92,1,44,73,337
25023507103,3655,2171,707,741,9,0,0,23,0,3225,69,3,32,46,280
25023507104,4527,2791,930,753,17,2,2,27,0,3964,72,6,52,58,375
25023508101,4994,3274,961,715,7,2,6,24,0,4303,123,4,66,69,429
25023508102,3711,2465,728,488,13,0,3,11,0,3294,85,2,17,38,275
25023508200,4665,3139,906,592,9,2,3,12,0,4127,90,2,40,58,348
25023509101,5470,3533,1018,849,26,1,4,33,0,4703,151,8,74,99,435
25023509102,4544,2967,933,577,23,5,3,29,0,3900,162,4,42,55,381
25023510100,3238,1618,1313,242,23,5,4,31,0,1806,393,642,52,44,301
25023510200,3962,1899,1748,248,19,3,2,40,0,1841,587,923,72,86,453
25023510300,1948,816,1005,95,10,2,2,18,0,439,521,697,45,29,217
25023510400,1822,764,961,79,4,0,0,14,0,362,533,686,23,24,194
25023510501,2045,957,911,148,9,1,2,16,0,881,332,505,38,32,257
