FULLCODE,total_reg,party_dem,party_rep,party_npp,party_lib,party_grn,party_ref,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
12009071202,1572,334,844,370,2,0,0,0,0,1336,81,36,13,19,87
12009071203,2428,656,1063,652,9,2,0,0,0,1907,198,141,24,21,137
12009071204,210,35,102,71,1,0,0,0,0,177,8,2,2,5,16
12009071205,4266,1015,2056,1100,17,0,0,0,0,3002,450,218,155,131,310
12009071335,3863,1202,1630,943,23,3,1,0,0,2645,480,383,68,79,208
12009071337,5405,1955,1752,1575,18,7,2,3,0,3106,942,925,69,88,275
12009071339,5565,1883,1871,1670,27,0,0,0,0,3174,944,1026,46,89,286
12009071341,4542,1646,1330,1436,21,3,0,4,0,2354,1004,805,48,80,251
12009071342,3213,1164,1033,941,7,3,1,2,0,1745,608,582,79,44,155
12009071343,2880,1164,832,814,6,0,2,3,0,1483,519,657,29,28,164
12009071344,3765,1295,1301,1092,15,3,0,0,0,2319,610,535,65,50,186
12009071345,5855,2261,1889,1581,18,6,0,1,0,3234,879,1304,69,81,288
12009071346,5408,1771,1884,1605,24,12,0,0,0,3129,811,1011,65,99,293
12009071347,3644,1442,1090,1022,18,2,0,1,0,1855,734,774,34,40,207
12009071348,6132,2191,1947,1862,22,4,1,1,0,3230,956,1395,79,91,381
12009071349,2734,1154,749,776,5,1,0,5,0,1241,556,753,28,26,130
12009071350,3976,1410,1347,1150,11,0,2,1,0,2171,737,740,52,58,218
12009071351,2660,1072,782,745,9,1,0,1,0,1386,519,507,61,32,155
12009071352,2757,962,1038,695,8,3,0,0,0,1805,418,321,35,39,139
12009071353,4128,1030,1858,1131,6,1,2,0,0,2697,540,240,174,110,367
12009071354,5031,1119,2568,1240,14,2,0,0,0,3624,551,311,97,113,335
12009071401,1273,385,596,267,3,0,0,0,0,977,95,55,32,25,89
12009071402,1239,412,450,354,2,0,0,0,0,860,123,128,10,34,84
12009071500,2932,897,1294,689,11,1,0,1,0,2211,200,205,28,55,233
12009071601,1846,476,895,438,8,3,0,2,0,1459,153,34,33,40,127
12009071602,1719,463,800,408,8,0,0,1,0,1382,111,35,25,41,125
12009071700,4875,1363,2225,1180,18,2,0,0,0,4047,254,40,56,95,383
12009980000,15,5,5,4,1,0,0,0,0,8,2,1,0,4,0
12009980100,15,12,2,1,0,0,0,0,0,14,1,0,0,0,0
12009990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12079110100,2194,900,988,293,4,1,0,1,0,1618,59,407,8,24,78
12079110200,2331,1292,779,248,5,0,0,0,0,1301,48,888,8,31,55
12079110301,1816,938,674,190,6,0,1,0,0,1096,52,580,4,15,69
12079110302,2800,2105,418,265,3,1,0,0,0,646,24,2078,2,17,33
12079110400,2693,890,1422,355,5,0,0,0,0,2176,128,245,5,24,115
12019030103,4116,542,2582,931,22,1,0,0,0,3546,211,69,26,43,221
12019030104,2710,303,1870,493,11,4,0,0,0,2415,92,20,6,41,136
12019030105,2246,282,1487,454,6,2,0,0,0,1980,74,35,7,30,120
12019030106,3921,593,2390,879,16,1,0,1,0,3214,207,185,21,45,249
12019030204,6489,1396,3617,1373,32,0,0,2,0,4517,655,823,63,82,349
12019030205,10823,4118,3632,2862,31,7,1,1,0,4459,1702,3710,215,228,509
12019030206,4781,1617,1731,1324,21,3,0,1,0,2239,826,1368,82,75,191
12019030207,5430,1962,1934,1427,24,2,0,2,0,2388,914,1657,110,124,237
12019030208,2348,854,795,647,9,1,0,0,0,1023,384,737,46,42,116
12019030209,3032,708,1464,810,13,0,1,0,0,1936,464,392,23,58,159
12019030210,3370,574,2063,683,16,1,0,1,0,2535,314,261,25,57,178
12019030303,1903,636,751,473,12,3,0,0,0,1063,232,455,24,35,94
12019030304,3381,976,1395,926,17,6,1,2,0,1939,500,676,40,61,165
12019030305,3246,1017,1299,882,10,1,0,0,0,1848,446,700,33,42,177
12019030306,2127,485,1231,376,11,0,1,0,0,1419,194,248,86,69,111
12019030400,1450,403,624,396,6,0,0,0,0,857,237,232,16,22,86
12019030500,1925,555,898,434,16,1,0,1,0,1230,217,330,24,27,97
12019030600,3529,835,1906,729,16,6,0,3,0,2632,226,394,42,44,191
12019030701,6490,1043,4138,1226,17,2,1,0,0,5107,509,286,102,114,372
12019030704,4360,657,2783,845,14,0,0,1,0,3480,315,169,62,80,254
12019030705,5185,843,3299,986,14,0,0,1,0,3997,435,227,91,129,306
12019030706,2165,505,1082,526,16,3,0,0,0,1372,253,256,63,61,160
12019030707,5266,1042,3016,1116,23,0,0,1,0,3788,516,386,117,119,340
12019030708,2969,681,1528,703,17,0,0,1,0,2029,365,339,29,54,153
12019030801,4402,816,2637,879,14,2,0,0,0,3442,361,223,55,97,224
12019030802,5006,961,2907,1067,16,4,1,0,0,3762,447,383,64,86,264
12019030903,2832,577,1550,659,11,2,0,0,0,2153,265,222,22,52,118
12019030904,5642,1454,2769,1311,22,4,0,2,0,3620,677,876,76,120,273
12019030905,4023,938,2043,963,19,0,0,0,0,2651,558,456,57,77,224
12019030906,3116,849,1349,848,19,2,0,0,0,1961,389,546,21,43,156
12019031101,2652,309,1784,520,12,1,1,1,0,2251,126,64,17,44,150
12019031104,2636,513,1629,457,14,2,1,0,0,2275,105,53,26,29,148
12019031105,1541,166,1035,311,7,2,0,0,0,1341,75,14,15,19,77
12019031108,1192,189,818,170,4,1,0,0,0,1051,43,9,3,15,71
12019031109,2329,369,1455,472,8,0,1,0,0,2045,90,46,6,29,113
12019031110,2940,501,1838,559,12,0,0,0,0,2562,110,45,6,41,176
12019031201,2431,454,1522,420,8,2,0,0,0,2020,92,164,9,28,118
12019031202,5953,1114,3430,1299,28,1,0,2,0,4270,606,587,61,91,338
12019031203,4121,515,2882,657,17,4,0,1,0,3423,254,152,22,53,217
12019031301,2030,313,1303,384,6,0,0,0,0,1651,105,91,9,18,156
12019031302,2918,483,1799,591,12,1,0,0,0,2199,200,231,29,34,225
12019031303,2163,359,1339,419,12,0,0,1,0,1696,149,153,8,25,132
12019031400,3189,950,1491,698,9,2,0,0,0,2078,207,692,25,40,147
12019031500,5603,1248,2833,1390,33,4,0,0,0,4847,154,47,37,90,428
12019980000,333,37,274,20,0,1,0,0,0,314,3,0,0,1,15
12091020101,2566,348,1753,435,5,2,0,0,0,2243,73,72,14,21,143
12091020102,3260,366,2396,459,13,0,0,0,0,2873,96,67,11,70,143
12091020200,1485,230,979,254,5,0,2,0,0,1292,38,87,5,9,54
12091020303,3324,512,2087,672,16,1,0,0,0,2597,257,208,42,44,176
12091020304,2962,468,1892,535,14,0,0,0,0,2250,278,203,24,29,178
12091020305,2857,418,1812,573,12,1,0,1,0,2368,129,117,14,64,165
12091020306,960,173,553,213,8,0,0,0,0,785,45,68,7,13,42
12091020400,4326,841,2455,931,18,2,1,0,0,3269,289,477,37,56,198
12091020500,13064,2782,6587,3345,88,9,3,2,0,9729,897,1075,170,189,1004
12091020601,4306,1278,1889,1043,21,1,1,1,0,2457,413,1102,46,43,245
12091020602,2391,545,1170,609,12,4,0,0,0,1556,276,340,39,32,148
12091020701,2101,551,999,508,7,2,0,0,0,1383,196,349,23,26,124
12091020702,5180,1084,2715,1268,32,2,0,0,0,3571,483,707,84,78,257
12091020800,2411,423,1286,636,13,1,0,2,0,1687,254,226,33,48,163
12091020900,5324,711,3526,1006,15,1,0,0,0,4355,283,185,100,78,323
12091021001,4483,596,2990,824,15,0,0,1,0,3674,272,127,72,76,262
12091021002,4015,595,2483,854,16,2,0,3,0,3264,225,113,61,69,283
12091021101,2374,489,1324,498,21,2,0,1,0,1860,142,147,50,35,140
12091021102,5910,960,3590,1228,35,5,1,3,0,4772,405,232,109,88,304
12091021200,3877,657,2137,991,26,4,1,2,0,3032,257,219,63,54,252
12091021400,483,111,184,170,6,0,0,0,0,282,91,65,5,3,37
12091021501,2825,549,1544,662,21,0,0,1,0,2035,241,249,73,49,178
12091021502,2830,497,1724,561,13,0,0,0,0,2148,209,196,65,39,173
12091021600,2107,350,1384,340,8,4,0,0,0,1787,85,61,34,20,120
12091021700,2189,328,1398,429,9,0,0,0,0,1816,109,74,35,38,117
12091021801,3060,787,1327,872,17,2,1,0,0,1994,289,478,63,52,184
12091021802,3009,731,1394,823,13,2,0,1,0,2030,281,428,47,46,177
12091021901,693,413,100,171,1,0,0,0,0,164,45,454,6,5,19
12091021902,4458,993,2267,1108,31,2,0,0,0,3055,371,563,140,105,224
12091022001,2225,635,886,652,14,0,0,1,0,1353,218,429,51,41,133
12091022002,2079,499,1043,497,8,3,0,1,0,1516,164,221,39,32,107
12091022100,1947,455,933,513,8,0,0,2,0,1428,165,195,34,26,99
12091022300,1592,315,868,371,6,2,0,0,0,1210,93,140,35,31,83
12091022400,3037,585,1736,653,25,1,0,0,0,2448,202,110,40,41,196
12091022500,2772,664,1414,638,14,1,0,1,0,2042,204,285,49,39,153
12091022600,1888,571,711,562,11,3,0,0,0,1146,190,362,30,33,127
12091022700,2633,587,1364,617,22,2,0,1,0,1953,185,233,55,49,158
12091022800,1216,378,454,357,3,0,1,0,0,717,118,248,35,14,84
12091022900,2768,585,1462,655,13,3,0,2,0,2069,226,234,36,42,161
12091023100,5008,1091,2431,1375,20,9,0,1,0,3507,491,503,90,89,328
12091023200,1539,259,895,355,9,0,0,0,0,1253,68,40,17,36,125
12091023303,1612,174,1113,302,5,0,0,0,0,1327,69,11,23,36,146
12091023304,3131,425,2011,629,14,0,0,2,0,2519,169,79,63,59,242
12091023305,3347,517,2017,752,11,0,0,0,0,2651,235,75,55,69,262
12091023306,2173,323,1374,439,10,0,0,0,0,1825,116,18,20,37,157
12091023307,1289,255,673,331,7,1,0,0,0,1043,88,43,14,25,76
12091023308,2605,331,1712,516,11,0,0,0,0,2063,157,43,42,48,252
12091990100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12091990200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12095010201,1508,729,321,431,3,1,0,0,0,973,247,79,38,49,122
12095010202,2913,1330,747,763,26,3,1,0,0,1859,448,170,115,94,227
12095010300,2251,1157,514,526,15,4,0,0,0,1345,529,145,33,44,155
12095010400,853,640,43,162,0,0,1,0,0,40,155,647,4,5,2
12095010500,786,610,23,140,2,1,0,0,0,24,48,701,0,7,6
12095010802,3127,1533,708,826,16,6,0,2,0,2177,409,128,122,60,231
12095011000,2408,1211,488,655,11,1,0,0,0,1436,550,158,53,43,168
12095011100,2200,982,609,561,10,1,0,1,0,1434,402,125,35,49,155
12095011200,2690,1268,778,599,9,2,0,1,0,1961,369,79,48,52,181
12095011300,3924,1680,1196,974,16,3,0,0,0,2862,462,144,95,81,280
12095011600,3019,1910,330,741,9,4,0,1,0,550,425,1901,25,40,78
12095011701,2935,2301,96,522,3,0,0,1,0,109,193,2584,16,15,18
12095011702,2485,1915,102,450,3,1,0,0,0,62,192,2206,3,10,12
12095012000,3651,2478,238,914,1,1,0,0,0,305,468,2724,84,24,46
12095012100,3030,1979,244,784,0,2,0,1,0,360,419,2119,39,40,53
12095012201,2756,1839,241,648,2,1,0,1,0,275,308,2003,74,32,64
12095012202,2775,1777,264,714,2,2,1,1,0,298,375,1952,66,36,48
12095012303,4304,2754,443,1069,2,2,0,0,0,560,490,2813,220,88,133
12095012304,3520,2307,266,918,2,5,1,1,0,291,491,2543,92,48,55
12095012305,3571,2247,388,902,7,1,0,2,0,417,737,2192,107,47,71
12095012306,2132,1311,229,565,4,0,0,0,0,328,311,1378,51,31,33
12095012307,3773,2495,308,937,4,0,1,0,0,441,494,2672,74,44,48
12095012402,2778,1609,359,772,12,2,0,0,0,567,577,1493,29,30,82
12095012403,3359,2066,359,902,7,0,0,1,0,539,491,2170,58,45,56
12095012404,2434,1509,274,625,2,0,0,0,0,402,331,1581,44,25,51
12095012405,2207,1472,158,551,6,1,0,1,0,339,259,1519,20,17,53
12095012500,1718,602,684,407,7,0,0,0,0,1313,178,67,31,23,106
12095012600,4140,1514,1565,969,31,1,1,1,0,3232,387,112,66,66,277
12095012701,3825,1499,1315,933,16,0,1,2,0,2837,419,113,85,76,295
12095012800,3016,1071,1227,675,4,1,0,1,0,2389,214,25,68,77,243
12095012900,2851,1359,705,711,18,4,1,1,0,1907,442,126,103,73,200
12095013201,3077,1395,565,1078,5,2,0,0,0,765,1909,200,80,36,87
12095013202,3592,1677,595,1271,9,0,0,2,0,723,2204,315,148,95,107
12095013300,4652,1977,1193,1420,15,1,3,0,0,1986,2055,299,60,81,171
12095013402,2041,892,378,747,6,0,0,0,0,541,1302,116,17,22,43
12095013403,1828,846,328,626,9,0,0,1,0,466,1145,124,15,32,46
12095013405,1356,646,199,494,2,1,0,1,0,259,835,179,11,30,42
12095013406,2082,1018,310,728,5,1,0,0,0,385,1363,235,22,23,54
12095013503,1232,650,124,445,1,5,0,0,0,210,701,275,6,13,27
12095013505,3663,1581,664,1359,5,3,0,0,0,864,2184,381,51,58,125
12095013507,3803,1769,505,1444,12,0,0,1,0,707,2222,660,40,63,111
12095013510,1170,542,152,459,2,0,0,0,0,242,663,202,10,12,41
12095013511,4074,1824,686,1519,9,2,0,0,0,903,2818,165,39,45,104
12095013512,2860,1338,392,1088,8,4,0,2,0,380,2040,330,32,33,45
12095013513,2287,1026,368,854,3,2,0,0,0,462,1423,291,16,41,54
12095013603,3306,1404,903,951,12,4,0,0,0,1492,1302,258,39,73,142
12095013604,4213,1790,1025,1308,16,1,0,1,0,1748,1741,397,83,75,169
12095013605,2501,992,695,780,12,0,0,2,0,1087,912,272,52,66,112
12095013606,2187,975,427,767,3,1,0,0,0,505,1438,128,29,29,58
12095013607,3712,1389,1167,1105,18,0,1,0,0,1888,1335,216,67,49,157
12095013701,2755,1241,562,884,17,5,0,2,0,1321,874,329,44,32,155
12095013702,3206,1413,804,932,14,4,1,2,0,1698,949,257,63,51,188
12095013801,1524,614,500,375,5,1,0,0,0,1059,276,73,12,22,82
12095013802,2038,694,825,488,7,0,1,1,0,1549,255,52,24,43,115
12095013803,2009,691,776,509,9,1,0,0,0,1379,384,73,24,30,119
12095013900,2920,987,1188,696,13,2,0,1,0,2153,374,147,48,39,159
12095014000,5136,1445,2533,1068,25,1,0,0,0,4020,599,103,54,109,251
12095014100,4723,1306,2074,1252,17,4,0,0,0,3274,801,190,111,116,231
12095014201,3031,1415,525,1065,3,1,1,0,0,646,1704,480,62,61,78
12095014202,2620,1254,420,921,3,1,0,0,0,343,1540,463,99,104,71
12095014301,3302,1339,926,992,6,1,0,1,0,1337,981,644,151,70,119
12095014302,2128,957,343,807,4,1,0,0,0,371,1305,304,50,37,61
12095014400,2226,969,612,607,10,1,0,3,0,1229,405,388,40,37,127
12095014502,2178,1260,162,723,7,5,0,1,0,229,630,1242,16,18,43
12095014503,1921,1123,218,564,3,0,1,0,0,393,528,927,16,12,45
12095014504,3416,1734,422,1186,15,2,0,0,0,936,1090,1045,77,97,171
12095014601,4244,3055,188,978,0,3,0,1,0,160,501,3495,20,34,34
12095014605,3477,2779,99,584,0,1,1,0,0,78,170,3191,8,17,13
12095014606,2530,1278,291,914,3,5,0,0,0,600,863,794,43,90,140
12095014607,3093,1456,458,1127,12,3,0,4,0,896,1084,661,137,115,200
12095014608,2931,2129,152,624,3,1,0,1,0,214,355,2291,10,17,44
12095014609,2347,1469,158,683,4,0,0,0,0,330,513,1400,22,21,61
12095014701,2765,1527,402,810,6,1,0,0,0,580,662,1220,151,53,99
12095014702,2719,1403,378,888,8,2,1,0,0,726,727,1007,93,53,113
12095014703,1018,536,107,357,6,2,0,0,0,198,338,388,25,17,52
12095014705,3339,1518,582,1161,10,0,1,0,0,1032,1010,755,171,159,212
12095014706,2038,1041,307,641,5,5,0,2,0,725,497,558,51,65,142
12095014804,3832,1693,977,1103,11,1,0,0,0,1506,877,952,167,138,192
12095014805,2950,1646,408,855,10,3,0,0,0,591,719,1225,155,113,147
12095014806,3399,1369,940,1040,6,2,0,0,0,1615,735,451,243,154,201
12095014807,4371,1916,1039,1359,12,4,1,0,0,1592,1031,796,358,313,281
12095014809,2520,572,1326,583,5,2,0,1,0,1764,215,84,149,125,183
12095014810,4468,1458,1691,1249,14,1,1,1,0,2667,710,240,287,265,299
12095014811,4270,1460,1426,1317,17,3,1,1,0,2537,780,230,204,206,313
12095014812,3453,1439,755,1189,16,0,0,1,0,1400,1000,420,221,157,255
12095014813,3152,1074,1058,976,7,1,0,0,0,1665,593,192,245,193,264
12095014814,4358,1280,1759,1236,13,1,1,2,0,2632,690,310,229,181,316
12095014815,4096,1132,1732,1194,10,3,0,0,0,2454,524,246,327,232,313
12095014904,2628,1719,235,643,2,0,0,1,0,294,409,1776,63,29,57
12095014906,4216,1892,1060,1191,24,3,0,1,0,1740,783,1203,161,80,249
12095014908,4181,2769,378,994,3,2,0,0,0,356,705,2834,167,50,69
12095014909,1892,1083,270,524,0,1,0,0,0,344,308,1013,118,52,57
12095015001,578,202,187,182,0,0,0,0,0,261,180,100,3,10,24
12095015002,3507,1432,960,1059,11,1,1,1,0,1583,986,628,118,60,132
12095015003,4216,1630,1260,1261,15,5,1,1,0,2154,997,652,126,90,197
12095015005,2361,1027,629,674,4,0,0,1,0,892,460,667,135,78,129
12095015006,3325,1629,745,918,6,2,0,0,0,1214,521,1221,144,66,159
12095015103,4298,1793,1178,1250,16,4,1,2,0,1980,1005,900,144,91,178
12095015104,3197,1430,696,992,17,2,0,1,0,1248,917,828,69,39,96
12095015105,2273,1085,483,675,10,1,2,0,0,797,480,837,47,29,83
12095015106,4384,2642,538,1147,10,1,0,1,0,845,692,2590,94,59,104
12095015202,3674,1897,735,988,16,0,2,1,0,1448,800,1147,97,50,132
12095015203,1831,968,281,531,8,2,1,0,0,612,371,663,32,37,116
12095015204,2997,1354,699,881,11,2,1,2,0,1151,691,822,82,78,173
12095015300,2841,1152,860,766,17,3,0,1,0,1957,335,222,106,56,165
12095015501,5067,2033,1681,1236,20,2,1,1,0,3025,738,678,98,120,408
12095015601,1742,552,783,381,9,0,0,1,0,1335,170,34,32,32,139
12095015602,1786,569,838,347,8,2,0,0,0,1463,102,9,21,45,146
12095015701,1773,597,784,363,5,2,0,0,0,1353,137,27,36,59,161
12095015702,1360,455,570,307,5,0,0,0,0,1030,142,18,28,38,104
12095015801,1511,432,733,324,3,0,0,0,0,1143,101,56,44,44,123
12095015802,2020,550,985,448,8,2,0,0,0,1552,151,28,57,55,177
12095015901,2027,1077,424,489,6,2,0,0,0,932,268,632,29,32,134
12095016001,1287,438,477,355,2,0,0,1,0,959,109,35,20,29,135
12095016002,2139,681,950,469,10,3,0,1,0,1595,197,33,65,65,184
12095016100,3641,1196,1581,802,14,1,1,1,0,2840,280,47,119,88,267
12095016200,4823,1885,1598,1255,15,2,0,1,0,3359,687,279,111,104,283
12095016301,3681,1595,1077,931,11,4,2,1,0,2232,756,295,74,79,245
12095016302,2366,1054,464,791,8,2,0,1,0,966,780,399,47,46,128
12095016402,1589,696,328,545,3,1,0,0,0,509,720,205,74,27,54
12095016406,1130,548,178,373,7,0,0,2,0,460,367,177,28,24,74
12095016407,3291,1435,631,1130,22,3,0,4,0,1291,1212,464,93,79,152
12095016408,1567,592,496,449,9,1,0,1,0,873,362,141,55,55,81
12095016409,2588,813,1025,698,12,0,0,0,0,1627,465,120,136,99,141
12095016411,2260,903,538,785,10,0,0,0,0,950,821,273,71,47,98
12095016412,3678,1422,1015,1174,15,1,0,0,0,1511,1423,274,218,91,161
12095016413,2820,1191,642,947,10,2,0,0,0,918,1488,222,59,45,88
12095016414,2602,1113,615,822,8,4,1,0,0,993,887,296,207,103,116
12095016503,4256,1864,1062,1229,14,1,0,1,0,1805,1246,490,246,173,296
12095016504,3445,1459,843,1072,15,6,0,0,0,1326,1365,385,132,89,148
12095016505,1995,902,392,655,10,3,0,1,0,732,816,244,80,39,84
12095016509,3592,1324,1175,1035,9,2,0,1,0,1939,1149,176,70,65,193
12095016510,2698,1356,376,892,16,3,0,0,0,956,762,641,60,77,202
12095016511,2763,1283,472,951,14,3,0,2,0,912,920,517,164,103,147
12095016512,1823,966,230,584,2,2,0,1,0,609,625,385,45,50,109
12095016513,3738,1585,722,1370,14,2,0,0,0,1312,1741,376,42,101,166
12095016514,4813,1829,1410,1467,26,2,0,1,0,2244,1382,546,196,150,295
12095016515,776,344,187,229,4,1,0,0,0,406,145,80,27,22,96
12095016603,4986,1798,1531,1579,10,0,0,2,0,2278,1450,598,224,166,270
12095016604,3740,1040,1597,1042,10,0,0,0,0,2295,802,225,111,83,224
12095016605,896,255,291,334,0,0,1,0,0,553,257,21,9,12,44
12095016606,2174,605,922,599,14,2,0,0,0,1189,531,187,96,57,114
12095016607,4543,1500,1523,1426,19,2,0,1,0,2231,1448,429,109,94,232
12095016709,4605,2107,761,1695,8,3,0,1,0,724,3447,249,59,50,76
12095016710,3079,1315,702,1019,4,0,0,1,0,834,1612,290,131,102,110
12095016713,6440,2923,1109,2330,14,4,1,3,0,1383,3909,643,174,152,179
12095016714,2060,887,493,661,9,0,0,0,0,625,1083,213,45,40,54
12095016715,4651,2032,996,1580,6,3,0,0,0,1193,2783,385,97,88,105
12095016716,4494,1498,1674,1270,11,3,0,0,0,2189,1551,233,191,130,200
12095016717,2430,1016,516,852,5,6,0,0,0,720,1115,278,143,81,93
12095016723,3487,1399,854,1180,5,3,0,1,0,1121,1776,275,122,88,105
12095016724,3559,1642,585,1280,10,5,0,0,0,785,2117,402,91,73,91
12095016728,3923,1497,1170,1191,6,0,1,1,0,1984,1231,284,136,104,184
12095016731,2528,958,667,864,3,2,0,0,0,958,983,333,82,67,105
12095016733,4281,1818,978,1430,7,2,0,0,0,1393,2158,345,129,97,159
12095016735,5545,2130,1353,1947,19,2,0,1,0,1763,2506,532,252,178,314
12095016736,8469,2959,2427,2904,22,6,0,0,0,3169,3227,822,483,295,473
12095016737,6492,2181,1988,2173,22,1,3,0,0,2705,2372,648,219,169,379
12095016738,2398,1021,475,867,6,3,0,1,0,668,1198,269,124,70,69
12095016739,3326,1612,430,1237,5,1,0,0,0,562,2158,442,39,34,91
12095016740,2391,1083,487,775,6,2,1,0,0,715,1115,306,93,64,98
12095016741,1941,893,351,651,5,3,0,0,0,640,807,271,60,57,106
12095016742,2234,1130,316,748,8,0,0,0,0,539,1096,408,37,56,98
12095016743,4057,1688,957,1348,11,2,0,1,0,1464,1545,609,152,128,159
12095016744,3272,1408,632,1178,8,2,1,0,0,987,1545,458,84,73,125
12095016745,3307,1336,762,1165,10,2,0,1,0,1072,1269,452,190,152,172
12095016746,3872,1536,1040,1210,14,1,0,0,0,1788,1155,443,127,150,209
12095016747,4148,1339,1493,1255,10,0,0,2,0,2265,919,288,253,183,240
12095016748,3849,1566,878,1345,10,1,0,0,0,1260,1519,546,182,177,165
12095016749,3861,1472,1058,1258,15,2,0,2,0,1472,1448,403,189,132,217
12095016750,8034,3103,2144,2642,21,3,0,0,0,3237,2958,798,331,290,420
12095016751,4246,1666,941,1583,13,1,0,0,0,1349,1854,401,324,150,168
12095016752,3433,1220,1081,1079,8,1,0,0,0,1481,1165,280,213,131,163
12095016753,4892,2145,952,1735,13,2,0,0,0,1244,2519,633,182,133,181
12095016754,2745,1210,514,994,3,0,0,0,0,567,1759,239,63,58,59
12095016755,4224,1781,960,1424,9,1,2,1,0,1188,2045,498,215,113,165
12095016756,1980,785,435,727,0,1,0,0,0,506,933,216,149,98,78
12095016802,11759,4000,3344,4168,46,3,1,2,0,4846,4367,761,629,407,749
12095016803,2063,1030,359,657,2,1,1,0,0,426,1048,344,109,78,58
12095016804,3807,1615,648,1492,9,2,0,0,0,776,2184,448,134,119,146
12095016808,1477,672,305,482,2,1,0,0,0,330,636,273,124,55,59
12095016809,5533,2633,857,1974,18,4,0,1,0,796,3711,691,109,108,118
12095016810,6784,3115,1034,2569,10,0,0,0,0,922,4413,772,233,215,229
12095016811,6276,2866,958,2379,7,1,1,0,0,782,4058,761,262,193,220
12095016812,3769,1879,504,1355,0,5,0,3,0,418,2553,499,88,122,89
12095016813,1433,682,172,568,1,2,0,0,0,108,1105,108,30,46,36
12095016814,2997,1468,386,1117,6,1,0,0,0,308,2131,327,79,85,67
12095016902,2472,1236,398,817,4,3,0,0,0,463,1290,534,74,56,55
12095016904,1896,1092,207,579,2,0,1,0,0,177,660,852,164,19,24
12095016906,1810,1061,112,610,5,1,0,0,0,152,668,926,12,19,33
12095016907,2295,1348,188,736,1,2,0,0,0,249,902,1048,27,23,46
12095016908,1455,778,207,448,3,1,1,0,0,200,645,426,92,37,55
12095016909,1694,912,170,598,1,0,0,0,0,181,842,582,30,19,40
12095016910,792,398,120,269,0,0,0,0,0,117,392,204,49,12,18
12095016911,3050,1629,308,1071,3,0,0,0,0,452,1282,1113,35,71,97
12095017001,2789,1635,307,790,6,1,1,0,0,525,553,1479,61,43,128
12095017004,3386,1418,771,1138,14,4,0,0,0,1659,1030,211,107,146,233
12095017006,1960,881,392,653,2,0,0,0,0,541,924,136,148,97,114
12095017011,3871,1846,683,1308,5,3,1,0,0,720,1987,564,228,221,151
12095017012,2112,903,498,684,3,2,0,0,0,655,815,240,163,149,90
12095017013,5367,2488,1006,1812,10,4,0,2,0,1226,2909,525,247,236,224
12095017015,4883,1847,1344,1624,13,4,1,2,0,1861,1814,345,282,278,303
12095017018,2530,1176,423,892,5,1,1,0,0,580,1349,294,88,112,107
12095017019,2960,1396,526,988,6,3,0,1,0,769,1562,339,76,83,131
12095017020,3119,1327,662,1069,7,3,0,0,0,999,1472,269,80,128,171
12095017021,3483,1553,687,1187,14,1,0,1,0,850,1714,345,225,198,151
12095017022,4575,2028,798,1637,17,7,2,2,0,1849,1580,539,107,138,362
12095017023,943,391,154,370,6,2,0,0,0,452,268,67,20,45,91
12095017024,1266,579,211,442,6,3,0,0,0,677,348,77,22,33,109
12095017025,2209,841,526,812,3,0,2,0,0,704,897,130,187,153,138
12095017026,3130,1162,876,1039,13,2,0,0,0,1707,763,116,141,163,240
12095017108,6623,1980,2387,2116,15,2,0,0,0,3485,1277,376,424,508,553
12095017109,5070,1364,2210,1422,15,2,1,0,0,3096,648,130,385,449,362
12095017110,3629,1277,983,1282,16,3,0,2,0,1839,881,179,183,257,290
12095017111,10471,3576,3274,3345,43,5,0,0,0,6023,2236,586,359,269,998
12095017112,7846,2794,2342,2553,23,3,0,0,0,4094,1821,480,351,408,692
12095017113,8398,2654,3013,2517,33,7,0,2,0,5045,1469,523,367,237,757
12095017114,5983,2039,1897,1901,36,1,0,1,0,3287,1135,464,337,217,543
12095017115,4381,1181,1843,1265,14,0,1,1,0,2516,697,305,300,234,329
12095017116,5823,1992,2055,1645,27,1,0,0,0,3018,998,871,288,205,443
12095017117,7169,2519,2252,2239,31,2,2,0,0,3690,1459,781,354,286,599
12095017118,3743,1371,1257,1063,8,0,0,1,0,1868,616,560,287,135,277
12095017119,2132,684,834,576,5,0,0,0,0,1398,250,166,104,87,127
12095017120,4238,1199,1828,1161,7,0,1,0,0,2335,595,407,342,232,327
12095017121,2007,662,601,699,9,1,0,0,0,844,412,111,261,188,191
12095017122,2239,763,722,709,5,2,1,1,0,1036,356,127,258,271,191
12095017123,2876,1055,796,976,12,3,0,0,0,1200,448,169,361,472,226
12095017200,3381,1183,1268,864,13,2,1,1,0,2152,530,377,52,64,206
12095017301,2047,599,870,540,11,1,0,0,0,1379,339,112,42,47,128
12095017302,4315,1559,1434,1260,13,1,0,0,0,2421,1087,437,59,56,255
12095017401,5593,1843,2227,1442,20,2,0,0,0,3520,740,703,184,122,324
12095017402,2824,1482,474,826,8,2,0,0,0,740,738,1131,62,60,93
12095017503,3053,1195,879,931,6,1,1,0,0,1374,983,474,50,42,130
