FULLCODE,total_reg,party_dem,party_rep,party_npp,party_lib,party_grn,party_ref,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
12011043302,1139,472,273,375,6,0,0,0,0,604,256,146,17,28,88
12011050100,2188,914,506,737,4,0,0,0,0,914,899,177,32,45,121
12011050204,3836,1635,1059,1083,10,2,0,0,0,1845,847,821,68,54,201
12011050205,2335,1029,650,621,3,1,0,0,0,1244,576,166,33,83,233
12011050206,2205,1095,474,603,1,0,0,0,0,1077,459,334,23,74,238
12011050207,3782,2204,519,1001,13,2,0,1,0,1105,795,1576,53,95,158
12011050208,1769,933,265,544,1,1,0,0,0,571,517,545,18,33,85
12011050301,5414,4220,180,977,1,1,1,1,0,225,223,4829,57,37,43
12011050306,2118,1594,92,419,0,0,0,0,0,99,95,1868,17,14,25
12011050308,2331,1891,57,369,0,0,0,1,0,59,47,2184,12,14,15
12011050309,680,448,45,179,1,0,0,0,0,35,183,434,7,9,12
12011050311,1861,1362,131,359,1,1,0,0,0,248,177,1329,21,36,50
12011050312,1554,1122,101,318,1,0,2,0,0,176,186,1109,11,30,42
12011050313,2042,1569,87,367,1,2,0,0,0,115,90,1798,9,13,17
12011050314,1334,1018,84,224,0,0,0,0,0,129,117,1031,10,20,27
12011050315,2829,2252,104,459,3,2,0,0,0,153,134,2450,47,17,28
12011050316,2018,1169,395,427,0,2,0,2,0,610,459,795,41,43,70
12011050401,2333,1529,198,575,2,1,0,1,0,789,420,910,33,59,122
12011050402,3104,1655,643,764,7,1,0,1,0,1689,594,522,59,56,184
12011050501,2681,1323,616,701,6,1,0,0,0,1437,705,318,35,42,144
12011050502,3000,1468,584,894,6,2,0,0,0,1310,1030,340,38,91,191
12011050601,2687,1233,775,644,6,0,0,0,0,1831,429,82,50,69,226
12011050602,2439,1257,523,620,10,2,0,0,0,1414,494,214,41,65,211
12011050701,1901,1123,273,479,5,1,0,0,0,780,421,533,20,41,106
12011050702,3066,1790,432,795,10,0,0,0,0,1048,751,1015,35,43,174
12011050800,3932,3032,189,681,2,1,1,0,0,240,263,3331,19,37,42
12011050900,4154,2619,579,876,5,8,0,0,0,2494,655,518,70,78,339
12011051001,2488,1643,324,472,8,2,0,1,0,1701,371,123,24,58,211
12011051002,2416,1390,499,491,6,2,0,1,0,1668,325,62,37,67,257
12011060105,4960,2927,650,1309,5,1,0,1,0,1038,1268,2278,86,105,185
12011060107,2534,1543,349,614,4,0,0,1,0,470,691,1149,64,49,111
12011060109,3053,1771,489,744,3,1,0,0,0,768,630,1346,68,87,154
12011060111,4691,2452,793,1380,4,2,0,1,0,1419,1533,1200,127,122,290
12011060113,4863,2649,782,1371,6,1,0,1,0,1198,1380,1675,197,168,245
12011060114,4775,2914,587,1214,8,2,0,1,0,1080,925,2317,136,136,181
12011060115,4334,2305,650,1300,13,2,0,2,0,1053,1460,1348,121,136,216
12011060116,5129,2882,747,1430,12,1,0,0,0,1275,1585,1754,130,137,248
12011060117,3209,1910,350,907,5,1,1,0,0,571,1019,1331,48,89,151
12011060118,3562,1634,827,1040,7,0,0,0,0,1487,1266,504,62,70,173
12011060119,4691,2044,1057,1503,11,2,0,1,0,1561,1680,910,90,136,314
12011060120,5475,2481,1163,1754,4,0,0,1,0,1610,2103,996,193,258,315
12011060121,4601,1801,1476,1258,8,1,0,0,0,2024,1106,661,230,219,361
12011060122,3343,1395,768,1129,3,1,0,0,0,1166,1255,510,83,119,210
12011060123,2190,1437,228,505,1,0,1,0,0,339,338,1297,59,54,103
12011060124,3367,2334,231,759,1,1,0,0,0,446,452,2219,51,70,129
12011060125,1611,1073,141,383,0,0,0,0,0,215,240,1055,23,34,44
12011060126,3899,2661,403,811,3,1,0,0,0,646,343,2474,116,85,235
12011060127,1518,1022,134,340,1,0,0,0,0,215,283,934,18,19,49
12011060128,4125,2652,431,994,4,3,0,1,0,684,932,2217,74,74,144
12011060129,1829,1069,313,425,3,1,0,0,0,525,551,597,27,41,88
12011060130,2739,1549,368,790,7,2,0,0,0,555,1057,874,47,75,131
12011060203,3421,2455,216,732,0,0,0,1,0,241,355,2692,37,51,45
12011060206,3580,2000,542,990,7,0,0,0,0,796,1385,1069,83,88,159
12011060207,2991,1790,444,728,7,2,1,0,0,656,984,1086,68,60,137
12011060208,3470,2438,224,779,2,1,0,2,0,272,455,2592,37,50,64
12011060209,1976,1315,158,482,5,1,0,0,0,223,379,1271,31,31,41
12011060210,2197,1043,492,628,3,1,1,0,0,842,743,427,46,40,99
12011060211,3777,2144,684,909,3,1,0,1,0,1219,1440,596,94,105,323
12011060212,2474,1317,431,701,2,0,0,1,0,685,798,760,74,55,102
12011060214,2115,1153,378,557,2,1,0,0,0,601,904,372,41,51,146
12011060215,1969,1079,346,510,2,1,0,1,0,512,893,301,51,36,176
12011060302,3751,2814,155,756,2,0,0,0,0,207,196,3261,13,34,40
12011060303,2983,2268,92,598,4,1,1,0,0,85,134,2682,21,29,32
12011060304,1675,1298,58,310,0,0,0,0,0,54,76,1513,12,13,7
12011060305,1286,890,67,316,1,0,0,0,0,87,130,1007,9,26,27
12011060306,1475,920,169,367,2,0,0,0,0,307,327,712,23,25,81
12011060401,3421,2682,161,559,0,0,0,0,0,183,196,2941,15,34,52
12011060402,3746,2914,124,682,3,1,1,0,0,94,126,3442,19,39,26
12011060404,1742,1383,59,293,1,0,0,0,0,80,73,1539,20,14,16
12011060405,1136,869,63,197,0,0,0,0,0,63,56,954,13,28,22
12011060501,4144,2278,725,1094,5,2,0,0,0,1293,1069,1356,102,136,188
12011060503,3469,1665,795,958,7,4,0,1,0,1434,963,467,128,118,359
12011060504,3575,1677,938,903,10,0,1,0,0,1724,816,350,101,132,452
12011060505,3364,1805,714,793,3,0,0,1,0,1472,794,616,67,99,316
12011060603,2824,1322,655,801,6,0,0,0,0,1158,753,427,76,101,309
12011060605,2194,1143,343,671,4,2,0,2,0,628,628,667,50,80,141
12011060606,3631,1877,702,1010,5,1,0,1,0,1252,1128,843,115,99,194
12011060607,2260,972,671,584,2,2,0,0,0,1150,520,324,61,39,166
12011060608,4552,2174,1030,1279,7,2,0,4,0,1937,1203,748,72,151,441
12011060609,2082,1063,389,594,3,1,0,0,0,723,610,463,48,63,175
12011060700,2346,1098,639,572,7,4,0,1,0,1118,428,551,67,52,130
12011060801,1380,632,311,413,3,1,0,1,0,636,365,195,58,42,84
12011060802,4294,2960,343,947,7,0,0,1,0,402,529,3133,88,64,78
12011060900,3499,1558,992,909,6,1,0,1,0,1797,755,542,71,94,240
12011061001,5051,1973,1756,1246,5,1,0,1,0,2907,1034,429,110,155,416
12011061003,2729,1121,735,839,4,1,1,2,0,1221,575,234,75,166,458
12011061004,3748,1750,820,1097,11,0,0,2,0,1554,985,600,89,125,395
12011061100,2935,1318,621,960,4,1,0,1,0,807,1436,462,63,65,102
12011070102,1227,474,327,402,1,1,0,0,0,583,375,94,48,40,87
12011070103,2162,990,447,678,4,0,1,1,0,778,787,370,46,52,129
12011070104,3539,1556,676,1237,10,0,0,2,0,1126,1466,566,99,95,187
12011070204,2978,1346,543,1044,8,1,3,0,0,1116,954,346,161,167,234
12011070205,4077,1512,1218,1281,9,1,0,1,0,1825,1393,219,157,160,323
12011070208,5535,2173,1669,1611,11,5,0,0,0,2637,1520,323,231,263,561
12011070209,3942,1581,1189,1114,8,1,0,1,0,2277,896,151,144,118,356
12011070210,2421,988,641,763,5,1,0,0,0,1076,888,158,35,69,195
12011070211,3898,1602,1015,1220,11,2,0,0,0,1933,1094,262,147,134,328
12011070212,2405,1048,549,759,3,2,0,0,0,1117,767,108,64,105,244
12011070213,1926,859,481,558,3,1,0,0,0,921,570,95,50,71,219
12011070304,5410,2212,1464,1664,11,0,0,1,0,2334,2105,371,129,170,301
12011070306,6196,2009,2306,1780,14,1,0,1,0,2651,2096,412,301,283,453
12011070310,2556,972,657,895,4,0,0,0,0,823,1359,134,56,55,129
12011070311,3809,1410,1010,1339,7,1,0,0,0,1379,1749,154,94,117,316
12011070312,4655,1713,1245,1634,8,1,0,1,0,1742,1960,223,161,136,433
12011070314,3736,1189,1475,1037,7,0,0,0,0,1314,1713,298,111,151,149
12011070315,4187,1485,1457,1188,3,2,0,0,0,1717,1669,248,151,135,267
12011070316,4155,1543,1433,1127,2,1,0,0,0,1762,1519,262,138,155,319
12011070318,4854,1660,1365,1776,0,0,1,0,0,1806,1881,126,235,197,609
12011070319,2996,1197,669,1088,5,1,0,1,0,1000,1383,102,133,112,266
12011070320,4205,1621,951,1574,9,2,0,0,0,1286,2059,213,156,130,361
12011070321,1924,687,458,751,2,0,0,1,0,495,1182,71,30,39,107
12011070323,2081,745,681,622,2,2,0,1,0,989,715,113,49,63,152
12011070324,2618,1013,646,934,4,4,0,0,0,881,1339,104,76,61,157
12011070325,2664,1027,705,902,1,1,0,1,0,882,1105,144,161,108,264
12011070326,3985,1529,776,1628,7,2,1,1,0,1076,2008,218,265,122,296
12011070327,2994,1244,629,1060,9,2,0,0,0,665,1953,145,32,47,152
12011070328,1133,468,208,440,1,1,0,0,0,175,822,57,23,23,33
12011070329,2161,799,451,881,7,1,1,1,0,507,1212,122,106,62,152
12011070330,2085,703,413,940,3,0,0,0,0,400,1139,142,189,73,142
12011070331,4287,1472,906,1843,12,4,0,0,0,960,2594,205,200,105,223
12011070401,4713,1955,1423,1283,7,1,1,1,0,2117,1649,247,153,205,342
12011070402,2718,1005,889,793,3,1,0,0,0,1390,770,84,100,122,252
12011070403,3566,1327,1077,1082,13,1,0,0,0,1738,1239,185,87,109,208
12011070404,2540,976,826,692,5,1,0,0,0,1442,691,53,72,82,200
12011070405,3837,1653,1042,1097,7,2,1,0,0,1701,1187,246,171,105,427
12011070501,4377,2122,1079,1128,5,3,0,0,0,1985,964,273,185,227,743
12011070503,4004,1698,815,1427,5,0,0,0,0,1056,1649,525,228,218,328
12011070504,1771,977,234,542,2,2,0,0,0,238,956,480,16,48,33
12011070601,2792,1238,622,881,7,1,0,1,0,1104,981,287,126,112,182
12011070602,3785,1603,973,1147,6,1,0,0,0,1568,1122,427,169,165,334
12011080102,2867,1357,562,895,9,5,0,0,0,1221,732,589,45,82,198
12011080103,915,429,210,254,4,1,0,0,0,421,270,86,8,49,81
12011080104,1600,673,384,513,5,0,0,0,0,885,404,111,22,42,136
12011080105,1780,782,421,543,4,0,0,0,0,922,494,138,25,71,130
12011080200,845,301,281,246,2,0,1,0,0,496,207,46,12,28,56
12011080402,1711,637,550,495,10,0,1,0,0,809,353,70,13,75,391
12011080403,3762,1577,907,1233,2,0,0,1,0,1364,1270,467,94,153,414
12011080405,1790,692,466,613,4,0,0,1,0,796,595,194,32,39,134
12011080406,3209,1364,765,1034,9,4,0,1,0,1447,880,226,80,160,416
12011080500,4298,3244,223,783,5,2,2,0,0,263,549,3365,14,52,55
12011090102,1592,609,450,503,2,1,0,2,0,952,308,47,26,60,199
12011090103,1350,462,445,426,0,1,0,0,0,537,429,59,18,120,187
12011090104,3021,976,955,1019,6,1,1,1,0,1328,771,77,60,279,506
12011090200,2832,1173,707,909,7,0,0,0,0,1489,680,80,43,157,383
12011090301,1328,690,213,406,5,1,0,0,0,463,425,297,10,40,93
12011090303,1796,869,343,556,5,2,0,0,0,697,485,422,24,43,125
12011090304,2581,1242,507,789,4,7,1,1,0,1218,746,265,38,101,213
12011090401,2642,1270,502,826,1,2,0,0,0,1029,974,401,28,75,135
12011090403,2148,1086,319,704,6,0,0,2,0,559,798,596,34,48,113
12011090404,2881,1455,430,949,5,0,1,3,0,867,1118,667,24,73,132
12011090502,4816,2132,1261,1352,9,2,0,0,0,2209,875,263,65,218,1186
12011090503,2148,952,583,589,3,0,0,1,0,1068,260,23,27,124,646
12011090504,1479,677,294,491,3,0,0,0,0,481,620,215,29,42,92
12011090601,2006,938,426,614,2,1,0,0,0,470,1103,231,64,77,61
12011090602,4984,2407,1033,1483,4,1,1,0,0,1496,2241,632,94,291,230
12011090700,5367,2564,1061,1663,11,1,0,2,0,1295,2298,1075,170,242,287
12011090801,2673,1216,607,818,3,2,0,0,0,973,991,288,65,86,270
12011090802,3029,1475,702,806,2,0,0,0,0,1366,1066,220,45,76,256
12011090900,3817,1735,983,1040,5,3,1,1,0,1787,1267,245,72,129,317
12011091000,3078,1427,823,787,7,2,0,0,0,1388,1025,329,61,77,198
12011091100,3044,1619,439,946,5,1,0,0,0,553,1478,779,57,82,95
12011091201,3104,1447,613,1007,6,1,0,1,0,649,1751,436,64,100,104
12011091202,3053,1446,589,978,6,2,1,0,0,675,1650,499,52,91,86
12011091300,2864,1320,598,905,2,2,1,0,0,738,1449,439,64,80,94
12011091400,3584,2157,460,928,3,1,0,0,0,378,1484,1554,26,80,62
12011091500,3358,2068,354,914,2,1,0,1,0,347,1172,1708,31,52,48
12011091601,2947,1435,559,904,3,1,0,0,0,903,1139,458,46,145,256
12011091602,2001,1057,333,589,0,1,0,1,0,568,749,415,25,77,167
12011091701,2406,1216,457,702,2,3,0,0,0,630,954,606,30,73,113
12011091702,2673,1294,524,806,5,1,1,0,0,832,1058,522,36,88,137
12011091802,1996,1222,248,506,5,1,0,0,0,434,570,879,21,33,59
12011091803,2601,1618,261,699,4,2,1,1,0,381,758,1335,16,39,72
12011091804,974,484,151,320,2,0,1,1,0,265,378,218,13,32,68
12011091901,2319,1061,510,707,7,3,0,0,0,1194,629,159,38,101,198
12011091903,1828,918,270,602,7,2,0,2,0,625,645,307,40,72,139
12011091904,869,426,143,278,4,1,0,0,0,263,350,175,3,17,61
12011092000,2396,874,762,714,5,1,0,0,0,1177,555,59,41,129,435
12011100103,2488,847,685,897,1,4,0,2,0,898,885,116,33,183,373
12011100104,2218,696,763,732,0,0,0,0,0,615,681,61,23,403,435
12011100105,2247,581,878,753,2,3,0,0,0,633,661,44,43,395,471
12011100106,1668,613,461,566,3,1,0,0,0,578,546,74,27,198,245
12011100107,1784,641,443,674,5,0,1,0,0,620,525,85,22,211,321
12011100108,1407,559,343,487,3,0,0,0,0,447,527,46,22,136,229
12011100201,586,276,83,222,0,0,0,0,0,121,302,117,3,19,24
12011100203,1546,568,435,525,2,1,0,1,0,598,523,58,17,139,211
12011100204,1650,670,352,596,1,1,0,0,0,467,668,186,16,148,165
12011100301,2281,1195,385,671,4,2,1,1,0,422,1100,570,40,54,95
12011100302,1193,574,205,394,1,3,0,0,0,288,578,197,11,52,67
12011100400,3003,2179,161,637,3,0,0,0,0,113,669,2130,9,51,31
12011100501,509,240,97,165,1,1,0,1,0,112,236,109,6,18,28
12011100502,1610,826,269,506,1,2,0,0,0,329,804,367,12,30,68
12011100600,3391,1930,437,982,5,1,1,0,0,595,1439,1217,28,46,66
12011100700,4049,3235,152,632,0,2,0,1,0,92,343,3555,15,15,29
12011100801,1845,1274,139,420,2,0,0,1,0,155,368,1253,13,29,27
12011100803,2198,1281,252,638,5,1,0,0,0,265,854,980,23,34,42
12011100804,2308,1571,197,522,2,1,0,1,0,199,350,1615,16,45,83
12011110100,4426,2396,713,1266,4,2,0,1,0,922,1973,1181,69,150,131
12011110301,4656,1852,1306,1442,5,1,0,0,0,1067,2732,565,52,78,162
12011110303,3220,1256,961,964,2,0,0,0,0,957,1549,367,121,83,143
12011110307,3997,1706,1219,1007,7,3,0,0,0,1542,1856,317,49,76,157
12011110308,4360,2026,1049,1236,7,2,0,0,0,1353,1822,800,129,77,179
12011110309,4761,2278,1083,1337,11,0,0,2,0,1174,2470,713,99,100,205
12011110311,4632,2121,1083,1375,4,3,0,0,0,1197,2273,800,70,92,200
12011110312,4858,2297,1085,1418,1,1,0,2,0,1077,2530,907,85,134,125
12011110313,3344,1653,668,981,3,3,0,0,0,693,1759,661,54,91,86
12011110319,5608,3640,567,1323,4,2,0,0,0,379,1499,3456,100,97,77
12011110321,4158,1643,1267,1190,7,1,0,1,0,464,2397,968,116,121,92
12011110323,4262,2868,315,1035,3,1,0,0,0,200,1011,2905,37,74,35
12011110326,3365,1504,826,988,2,3,0,1,0,604,1715,706,120,104,116
12011110327,4288,1746,1082,1396,7,0,0,0,0,1026,1891,641,209,284,237
12011110328,3662,1667,820,1119,7,1,1,0,0,780,1639,733,187,133,190
12011110330,2513,1123,606,755,2,0,0,0,0,441,1241,478,122,132,99
12011110332,4129,1723,1020,1310,9,4,0,1,0,966,2021,710,106,116,210
12011110333,5126,2360,1011,1684,5,0,1,1,0,784,2723,993,258,181,187
12011110334,2733,1227,793,677,2,0,0,1,0,575,1554,357,37,35,175
12011110337,3788,2179,442,1100,7,0,0,1,0,357,1331,1880,68,85,67
12011110338,2421,1248,409,737,3,1,0,0,0,362,1205,677,49,51,77
12011110339,3251,1682,647,884,4,0,0,1,0,759,1617,607,33,55,180
12011110341,2372,1487,275,586,2,1,0,0,0,273,766,1163,54,51,65
12011110344,2452,1157,602,661,2,0,0,0,0,312,1229,724,88,53,46
12011110345,3843,1971,628,1201,4,1,0,1,0,293,1915,1238,205,115,77
12011110346,2116,1138,324,626,3,0,0,0,0,144,1011,833,27,57,44
12011110347,3924,1622,1063,1192,5,1,0,0,0,871,2065,599,106,120,163
12011110348,3081,1706,363,957,5,1,1,1,0,254,1377,1305,47,33,65
12011110349,3016,1864,307,804,4,0,1,0,0,232,1008,1606,56,63,51
12011110350,2266,1386,308,555,1,1,0,0,0,268,672,1109,93,71,53
12011110351,3063,1702,513,797,0,3,0,0,0,749,1131,887,49,90,157
12011110352,1762,833,286,620,2,2,0,1,0,231,979,398,52,54,48
12011110353,2815,1496,394,877,4,3,1,0,0,353,1245,999,56,61,101
12011110354,3456,1604,968,841,1,2,0,0,0,568,2223,374,36,52,203
12011110355,3835,1766,1169,848,2,0,0,0,0,831,2228,389,50,79,258
12011110356,2556,1073,546,901,3,1,0,0,0,487,1415,417,76,65,96
12011110357,4749,1976,1285,1429,3,1,2,1,0,1049,2351,747,199,192,211
12011110358,4499,2160,928,1368,4,2,1,0,0,592,2369,1186,163,93,96
12011110359,4479,1756,1188,1492,4,2,0,0,0,663,2611,698,241,142,124
12011110360,4189,2193,634,1318,4,4,1,0,0,303,1802,1538,267,175,104
12011110361,6867,2883,1685,2202,5,2,1,0,0,877,3457,1624,421,275,213
12011110362,3842,1799,681,1318,2,1,0,1,0,315,2282,868,155,127,95
12011110363,3131,1496,530,1077,7,1,1,0,0,281,1536,916,194,131,73
12011110364,4429,2140,716,1515,6,4,0,0,0,221,2517,1407,107,105,72
12011110365,2704,1353,452,864,4,0,0,1,0,165,1383,923,116,69,48
12011110366,2791,1978,164,615,0,2,0,0,0,123,498,2067,35,40,28
12011110367,3563,2432,235,851,4,2,0,0,0,143,918,2408,19,39,36
12011110368,2572,1110,727,698,0,3,0,1,0,608,1259,439,68,86,112
12011110402,3457,2461,252,709,0,1,0,0,0,149,591,2605,32,44,36
12011110403,3636,2293,371,934,2,1,0,1,0,311,1199,2009,36,38,43
12011110404,3815,2494,342,939,2,3,0,0,0,300,1117,2257,39,45,57
12011110501,2428,1577,218,606,2,0,0,0,0,203,719,1411,26,34,35
12011110502,3638,2597,241,771,2,1,0,0,0,214,690,2651,13,33,37
12011110600,2856,1204,688,898,15,3,0,1,0,1412,801,316,34,78,215
12011980000,540,180,181,163,0,1,0,0,0,284,87,48,8,23,90
12011990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12089050102,2607,744,1301,518,15,1,0,0,0,2197,80,123,24,32,151
12089050103,2856,1133,1037,630,8,1,0,2,0,1895,141,624,17,27,152
12089050104,2871,715,1446,631,13,2,1,0,0,2413,96,23,29,50,260
12089050201,2036,379,1243,374,3,0,0,0,0,1739,39,24,15,39,180
12089050203,4204,827,2335,944,15,0,0,0,0,3516,164,95,54,60,315
12089050204,2699,800,1327,527,11,0,0,0,0,2225,89,148,18,45,174
12089050205,3282,780,1690,739,17,3,0,0,0,2800,119,34,34,46,249
12089050304,5112,1122,2778,1091,35,0,1,0,0,4219,207,306,28,59,293
12089050305,883,190,456,210,7,0,2,0,0,736,25,49,4,9,60
12089050306,6219,1347,3269,1438,42,3,0,1,0,4704,439,536,48,68,424
12089050307,3548,799,1836,807,25,4,1,1,0,2510,268,462,30,33,245
12089050308,5182,1047,3046,974,23,2,0,1,0,4253,227,275,39,69,319
12089050309,4663,896,2650,989,22,4,0,0,0,3794,199,202,66,76,326
12089050310,4433,928,2382,959,21,0,0,0,0,3398,260,253,56,84,382
12089050401,2245,360,1469,383,14,0,0,0,0,1917,46,128,6,13,135
12089050402,2010,307,1353,328,7,0,1,0,0,1684,35,145,7,25,114
12089050403,2509,371,1703,412,6,1,0,0,0,2198,43,99,11,22,136
12089050504,3259,385,2383,452,13,1,0,0,0,2908,95,35,15,30,176
12089050505,3782,524,2522,689,16,2,0,1,0,3340,109,65,19,44,205
12089050506,2521,362,1723,402,5,0,0,1,0,2129,94,128,13,20,137
12089050507,1681,338,1090,242,4,0,0,0,0,1324,50,201,20,19,67
12089050508,1456,156,1079,212,2,0,0,0,0,1317,31,15,5,14,74
12089050509,1920,326,1200,376,5,1,0,0,0,1551,95,139,12,24,99
12089990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12003040101,4464,951,2916,550,15,3,0,0,0,3761,139,271,35,60,198
12003040102,4696,1218,2794,641,9,2,0,1,0,3745,138,539,28,48,198
12003040201,3821,1249,2101,435,5,2,1,0,0,2930,87,601,5,28,170
12003040202,4156,973,2685,453,13,0,0,0,0,3558,86,246,14,40,212
12113010100,2700,433,1841,394,5,0,0,0,0,2460,63,15,15,34,113
12113010200,3461,445,2557,417,10,3,0,1,0,3220,49,9,15,46,122
12113010301,4948,700,3128,1015,21,2,1,1,0,4042,243,167,64,78,354
12113010302,3820,485,2688,596,6,0,0,0,0,3151,162,137,56,68,246
12113010303,3654,461,2503,636,10,1,0,0,0,3213,104,64,33,50,190
12113010400,2071,353,1350,341,4,1,1,1,0,1842,53,34,8,32,102
12113010503,4671,948,2735,873,30,2,0,1,0,3779,269,261,43,73,246
12113010504,4948,915,3094,826,18,2,2,1,0,4087,238,248,41,76,258
12113010505,2898,714,1441,686,13,2,0,1,0,2164,151,348,11,43,181
12113010506,3487,600,2227,589,19,1,0,1,0,2936,146,126,34,50,195
12113010601,2685,832,1120,660,15,3,1,2,0,1854,146,477,14,54,140
12113010602,1765,457,883,399,6,0,0,0,0,1331,79,205,20,25,105
12113010704,4770,884,2777,1016,17,0,0,0,0,3854,311,196,53,78,278
12113010705,2213,458,1234,476,9,3,1,1,0,1883,87,64,18,38,123
12113010707,3506,532,2323,588,19,1,0,0,0,3008,145,49,37,50,217
12113010708,4405,864,2584,859,25,3,1,1,0,3696,198,151,53,61,246
12113010709,4609,950,2658,908,20,2,1,4,0,3703,188,308,44,76,290
12113010710,2013,315,1234,421,9,1,0,0,0,1757,63,49,11,19,114
12113010711,3346,626,1979,673,12,2,1,1,0,2812,175,98,36,35,190
12113010712,2706,556,1526,558,13,0,1,3,0,2203,143,153,16,48,143
12113010802,4188,740,2405,917,22,3,1,0,0,3359,254,200,42,72,261
12113010808,3514,608,2162,665,20,2,1,1,0,2994,124,80,16,62,238
12113010809,3878,797,2264,735,19,3,1,0,0,3262,119,242,21,49,185
12113010812,3896,677,2344,757,28,4,1,1,0,3256,196,28,48,75,293
12113010813,3868,718,2199,836,23,1,1,0,0,3253,187,56,65,61,246
12113010814,5170,953,2993,1075,35,1,0,0,0,4290,277,111,82,73,337
12113010820,4773,847,2643,1152,41,1,0,2,0,3631,354,305,51,62,370
12113010821,3933,786,2020,982,34,3,1,2,0,2835,379,302,66,80,271
12113010822,4208,686,2512,896,24,1,0,2,0,3221,307,254,52,70,304
12113010823,3583,687,1936,835,23,5,0,2,0,2920,200,126,41,66,230
12113010824,3965,726,2158,963,29,2,0,0,0,3139,253,141,64,82,286
12113010825,2539,425,1472,565,15,2,0,0,0,2045,165,62,32,47,188
12113010826,2088,391,1105,526,16,0,0,0,0,1570,208,112,18,44,136
12113010827,6052,1179,3147,1542,28,7,1,2,0,4383,515,495,123,92,444
12113010828,3821,746,2051,907,24,2,0,0,0,2788,289,347,57,84,256
12113010900,5025,992,3007,909,24,3,1,0,0,4397,164,26,47,67,324
12113990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12039020101,3652,1775,1315,512,7,3,1,0,0,2422,136,921,23,27,123
12039020103,1817,1055,512,230,2,0,0,0,0,964,59,737,5,12,40
12039020104,2745,1932,516,268,7,1,0,0,0,948,36,1690,13,16,42
12039020300,3751,3200,248,285,2,0,0,0,0,520,148,3032,11,19,21
12039020400,2812,1876,608,310,5,0,0,0,0,1219,96,1391,6,17,83
12039020500,3966,2998,543,404,3,0,0,0,0,1199,219,2376,16,32,124
12039020600,3266,2479,443,324,0,1,0,0,0,762,71,2336,18,21,58
12039020701,2343,1991,128,213,1,0,1,0,0,295,145,1870,2,13,18
12039020702,3460,2977,179,288,1,3,0,1,0,296,148,2969,9,10,28
12039020800,2821,1683,743,353,12,3,0,0,0,1516,286,849,4,16,150
12027010101,2675,839,1186,626,2,0,0,0,0,2110,299,38,12,29,187
12027010102,1179,419,523,228,1,0,0,0,0,784,246,69,3,17,60
12027010200,2332,1069,710,528,4,0,0,0,0,1267,532,424,17,21,71
12027010301,1991,857,563,560,1,1,0,0,0,1030,720,143,14,12,72
12027010302,1076,791,109,173,0,1,0,0,0,181,85,791,2,2,15
12027010403,2514,636,1299,555,6,0,0,0,0,2110,136,34,8,42,184
12027010404,1699,522,772,390,3,2,0,0,0,1290,267,15,7,13,107
12027010405,995,224,511,251,0,0,0,0,0,881,30,8,3,5,68
12027010406,1931,635,846,432,3,1,1,0,0,1404,300,87,10,20,110
12073000200,3293,1865,770,612,13,2,0,0,0,2427,221,298,46,58,243
12073000301,1305,832,202,254,4,2,0,0,0,863,63,266,25,11,77
12073000302,2935,1815,495,580,7,1,1,1,0,1847,159,677,35,44,173
12073000303,2483,1678,308,475,8,2,0,1,0,706,137,1492,31,36,81
12073000400,1997,1413,56,515,5,1,0,0,0,177,57,1713,11,17,22
12073000501,1103,332,436,301,6,0,0,0,0,654,218,36,16,28,151
12073000502,1999,741,676,535,11,1,0,1,0,1254,320,105,21,47,252
12073000600,2402,1629,227,500,8,5,1,1,0,627,208,1378,31,39,119
12073000700,1674,1043,281,319,4,1,0,1,0,1076,117,323,26,27,105
12073000800,2257,1257,578,374,11,3,0,1,0,1661,124,244,43,30,155
12073000903,1638,991,266,349,9,1,0,1,0,823,109,555,20,25,106
12073000904,2503,1502,469,484,7,1,0,0,0,1368,156,780,37,30,132
12073000905,1899,1153,355,370,5,1,0,0,0,902,146,692,37,32,90
12073000906,2139,1158,534,413,3,0,0,2,0,1349,130,474,34,33,119
12073000907,3667,2009,910,687,16,3,0,3,0,2319,253,785,65,47,198
12073001001,1622,1256,62,287,4,0,0,0,0,208,73,1291,3,17,30
12073001002,1728,1370,60,288,1,0,0,0,0,91,45,1569,4,7,12
12073001101,1364,1096,27,236,0,0,0,0,0,44,17,1287,2,10,4
12073001102,2097,1772,57,255,4,0,0,0,0,45,34,1997,2,11,8
12073001200,1479,861,204,388,5,1,0,0,0,384,126,875,15,15,64
12073001300,1718,712,385,610,2,0,0,0,0,960,273,223,38,43,181
12073001401,2184,1464,258,436,6,2,0,2,0,625,214,1170,34,24,117
12073001402,4098,2675,374,1004,12,0,1,1,0,954,351,2542,47,63,141
12073001500,3345,1967,689,638,16,5,0,0,0,1809,211,1069,33,52,171
12073001601,3384,2094,546,685,16,2,1,1,0,1510,220,1432,38,47,137
12073001602,2729,1394,875,423,6,2,0,0,0,2118,101,279,50,61,120
12073001701,2286,1128,817,322,8,0,0,0,0,1944,80,69,52,32,109
12073001702,4038,2041,1335,626,8,1,0,0,0,2935,218,501,61,68,255
