FULLCODE,total_reg,party_dem,party_npp,party_rep,party_lib,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
34007608403,5360,2608,1740,937,17,11,7,0,2962,387,1221,238,156,396
34007608404,4814,2337,1582,831,16,12,5,0,3011,276,918,101,92,416
34007608503,1851,1000,621,202,8,3,5,0,864,175,649,16,52,95
34007608504,2215,1181,734,255,8,7,3,0,1015,158,856,28,40,118
34007608600,3323,1462,1207,582,17,8,9,0,2157,310,462,33,58,303
34007608700,5563,1871,2143,1478,17,10,9,0,4440,240,72,136,82,593
34007608800,4403,1919,1502,916,18,9,9,0,3106,220,298,114,184,481
34007608901,4366,1545,1676,1090,17,5,4,0,3425,202,191,52,56,440
34007608903,2622,804,1027,762,9,6,2,0,2189,93,10,20,31,279
34007608904,1132,386,362,372,2,3,0,0,939,51,4,7,19,112
34007609000,1211,645,371,175,4,5,2,0,468,128,501,7,22,85
34007609103,4365,1890,1418,998,17,11,5,0,2862,273,667,51,94,418
34007609201,2907,1561,934,364,9,5,11,0,1345,239,1022,37,58,206
34007609202,3299,2120,936,204,3,3,7,0,624,234,2204,59,54,124
34007609204,2830,1826,808,152,7,8,5,0,458,194,2036,21,43,78
34007609205,4547,1916,1486,1079,27,5,7,0,3010,349,668,70,75,375
34007609206,4148,2297,1266,530,11,8,6,0,1706,353,1612,106,107,264
34007609207,3387,1935,990,414,10,3,6,0,1370,208,1337,129,90,253
34007610300,1288,803,393,70,6,2,2,0,346,358,470,25,21,68
34007610400,2826,1488,1144,131,5,10,9,0,558,989,1100,31,43,105
34007610500,4619,2627,1511,388,14,6,19,0,1036,1716,1293,317,68,189
34007610600,874,485,255,127,3,1,2,0,475,155,111,31,23,79
34007610800,2103,1133,681,245,6,4,4,0,776,627,550,24,25,101
34007610900,2733,1327,890,484,4,9,3,0,2283,90,11,13,33,303
34007611000,3631,1624,1439,476,24,8,9,0,2760,358,61,49,51,352
34007611100,2171,1037,679,417,10,6,4,0,1620,181,73,33,57,207
34007611200,3460,1521,1194,704,11,11,5,0,2748,190,109,35,71,307
34007611300,3196,1344,1096,719,11,7,1,0,2441,231,79,32,84,329
34007611400,3226,1394,1178,601,18,7,3,0,2367,220,253,27,44,315
34007611500,3668,1301,1330,999,4,5,5,0,2956,262,55,30,50,315
34007611600,2888,1553,924,373,10,8,6,0,1796,345,376,57,46,268
34007611700,2131,948,703,452,8,3,5,0,1718,131,28,19,43,192
34019010100,5072,1190,1568,2268,20,10,4,0,3971,198,15,135,136,617
34019010201,2369,483,770,1091,9,2,2,0,1903,89,3,23,42,309
34019010202,3415,846,1058,1481,12,6,1,0,2769,127,1,66,65,387
34019010300,2241,575,800,830,13,3,2,0,1739,149,16,27,67,243
34019010400,3827,947,1170,1678,14,2,3,0,3046,179,9,48,67,478
34019010500,4186,967,1328,1853,15,4,2,0,3419,143,7,24,115,478
34019010600,4867,1174,1516,2138,16,6,1,0,3814,215,15,72,122,629
34019010701,3651,907,1231,1475,14,7,4,0,2712,204,15,129,141,450
34019010702,2535,578,786,1153,8,1,0,0,1988,124,2,38,76,307
34019010801,2099,715,692,678,7,1,1,0,1586,122,7,59,48,277
34019010802,1205,321,380,499,0,1,1,0,877,78,9,34,35,172
34019010900,2678,796,931,928,12,5,1,0,2050,189,10,35,75,319
34019011001,4295,1097,1440,1715,17,10,4,0,3269,237,14,169,104,502
34019011003,4246,1104,1395,1709,19,3,2,0,3260,202,29,166,110,479
34019011004,1570,379,503,674,5,0,1,0,1174,100,5,41,60,190
34019011100,4678,1142,1462,2030,13,11,5,0,3414,359,14,184,179,528
34019011202,2712,605,853,1237,7,3,0,0,2088,172,7,56,73,316
34019011203,3890,785,1116,1968,11,3,1,0,3065,172,2,120,107,424
34019011204,1963,440,618,888,6,3,1,0,1472,99,6,93,78,215
34019011301,5821,1710,1974,2089,15,9,3,0,4145,369,27,282,234,764
34019011303,3639,1042,1316,1252,7,5,3,0,2733,207,16,115,146,422
34019011304,2812,741,1073,977,2,5,0,0,1993,166,12,169,134,338
34019011305,2548,693,954,885,4,4,0,0,1735,148,31,185,129,320
34019011306,3599,989,1276,1314,8,2,2,0,2531,173,38,290,142,425
34019011400,2278,804,741,702,9,5,3,0,1598,256,13,78,80,253
34019011500,3996,1047,1180,1737,13,6,2,0,3211,110,6,41,122,506
34019011600,4348,1364,1185,1765,16,4,2,0,3461,153,6,42,116,570
34019011700,3199,984,1048,1142,12,5,2,0,2630,75,4,35,69,386
34019011800,2542,795,846,877,8,2,2,0,1996,64,16,56,69,341
34019011900,3225,2108,631,463,7,6,2,0,2579,107,20,48,65,406
34015500100,2811,1057,1052,633,16,10,9,0,2203,167,57,29,65,290
34015500201,1845,771,646,394,10,3,6,0,1552,71,10,13,13,186
34015500202,3506,1400,1325,734,13,7,7,0,2867,173,76,25,58,307
34015500203,3714,1454,1384,827,15,9,2,0,3039,142,34,38,63,398
34015500204,4485,1843,1565,1022,20,9,5,0,3324,220,219,104,96,522
34015500205,2857,1241,935,645,9,4,2,0,2276,92,133,25,48,283
34015500300,2061,900,726,404,9,5,3,0,1756,77,7,12,20,189
34015500400,3704,2100,1117,419,7,6,9,0,1784,310,1263,25,58,264
34015500500,3769,1769,1090,862,10,10,3,0,3062,144,83,35,28,417
34015500601,5398,1899,1968,1459,25,10,6,0,4238,243,159,105,109,544
34015500602,2765,846,1035,858,13,1,0,0,2216,71,59,90,87,242
34015500702,4515,1539,1688,1258,14,6,1,0,3791,95,18,35,70,506
34015500703,1187,368,455,354,4,1,1,0,997,39,4,9,18,120
34015500704,2529,984,886,628,9,6,1,0,2065,91,33,29,45,266
34015500705,3436,1310,1301,789,7,8,3,0,2852,129,41,21,43,350
34015500800,1893,773,659,447,5,2,2,0,1630,47,10,15,20,171
34015500900,2310,941,847,501,9,4,1,0,1874,94,25,28,36,253
34015501001,1498,694,507,276,6,2,2,0,984,140,200,14,23,137
34015501002,2395,1220,773,364,8,7,4,0,1207,209,752,23,42,162
34015501003,2586,1147,902,498,9,4,4,0,1867,154,280,26,38,221
34015501101,2743,1341,868,484,11,8,5,0,1772,212,487,20,33,219
34015501102,4953,2192,1682,1030,8,3,7,0,3408,345,349,210,149,492
34015501103,3893,1580,1391,862,12,10,7,0,2908,270,90,106,115,404
34015501104,2298,1050,757,472,8,1,0,0,1755,165,58,21,32,267
34015501105,2174,968,792,384,4,5,2,0,1537,160,221,34,33,189
34015501106,3123,1548,1006,521,15,6,3,0,1755,193,818,67,55,235
34015501107,3378,1332,1226,766,14,10,5,0,2818,157,43,15,54,291
34015501201,4672,1699,1513,1423,8,7,5,0,3796,174,45,120,104,433
34015501202,3758,1377,1263,1085,12,6,1,0,3070,142,28,61,83,374
34015501203,2445,957,778,681,10,3,5,0,2008,97,12,19,54,255
34015501204,2999,1085,1041,852,6,3,1,0,2499,130,31,31,52,256
34015501205,2116,688,751,648,12,5,1,0,1607,99,48,81,78,203
34015501206,2789,1020,957,775,11,1,2,0,2245,148,33,40,53,270
34015501208,3939,1445,1205,1254,12,7,4,0,3162,147,58,67,94,411
34015501209,5142,1983,1726,1370,14,14,7,0,3849,301,220,141,143,488
34015501210,2773,984,945,817,10,4,3,0,2253,111,36,58,49,266
34015501212,2655,1074,966,569,11,5,6,0,1882,199,220,44,87,223
34015501213,3491,1202,1232,1023,6,3,3,0,2735,177,32,72,99,376
34015501301,2657,887,1020,718,15,7,0,0,2266,60,9,17,34,271
34015501302,2002,759,753,470,6,6,0,0,1696,81,8,13,24,180
34015501303,1891,669,661,535,12,6,1,0,1586,37,3,6,27,232
34015501402,1932,960,691,238,10,6,3,0,932,145,701,29,19,106
34015501403,2999,1276,1008,685,7,11,4,0,2100,157,351,42,64,285
34015501404,728,306,300,116,0,2,0,0,452,52,119,16,14,75
34015501405,2794,1130,1025,621,4,5,0,0,2000,174,189,52,101,278
34015501406,2648,1140,946,524,12,5,5,0,1778,188,331,50,75,226
34015501501,2219,1004,711,470,7,3,2,0,1385,152,460,22,28,172
34015501502,3784,1559,1372,798,12,9,6,0,2692,209,430,39,92,322
34015501603,4760,2105,1398,1186,21,9,6,0,3802,255,122,42,81,458
34015501604,5510,2415,1848,1153,28,6,14,0,4012,308,493,63,94,540
34015501605,3233,1323,1003,862,11,10,3,0,2397,157,332,36,43,268
34015501606,5215,2319,1720,1109,17,13,6,0,3625,276,654,64,94,502
34015501608,3803,1560,1343,854,10,8,5,0,2826,244,284,42,50,357
34015501609,4090,1726,1372,942,13,4,7,0,2659,240,598,114,96,383
34015501701,3916,1259,1443,1163,17,6,4,0,3076,162,201,28,68,381
34015501702,1908,532,710,645,6,4,3,0,1578,87,32,7,24,180
34015501703,3279,935,1297,1005,9,4,3,0,2516,230,159,25,57,292
34015501704,2964,801,1115,1007,13,4,3,0,2452,114,57,10,34,297
34015501800,1270,478,412,356,10,2,1,0,992,105,3,6,22,142
34015501900,3251,1120,1128,976,7,4,2,0,2384,157,362,24,47,277
34015502001,4415,1285,1574,1514,13,6,4,0,3435,154,58,117,98,553
34015502002,5351,1587,1752,1965,16,8,3,0,4292,160,54,129,151,565
34015502100,2524,784,833,883,8,7,1,0,2061,64,68,24,40,267
34015502201,2965,1099,1053,786,12,3,2,0,2192,135,93,133,82,330
34015502202,1483,510,505,456,5,1,0,0,1134,43,58,46,32,170
34015502203,2024,654,757,589,10,2,1,0,1450,106,163,60,48,197
34015502204,2026,640,737,630,11,2,0,0,1531,77,87,58,41,232
34015502300,1702,670,619,392,10,0,3,0,1153,154,181,30,15,169
34015502400,4589,2046,1414,1070,21,6,5,0,3372,238,384,61,125,409
34035050100,1888,796,634,427,11,6,2,0,1208,244,39,52,96,249
34035050200,1503,669,526,271,11,10,2,0,813,266,166,42,63,153
34035050300,2438,878,879,661,10,1,3,0,1574,352,28,71,101,312
34035050400,1739,793,628,290,8,5,2,0,813,359,294,51,59,163
34035050500,1750,622,671,421,15,1,1,0,974,427,15,63,80,191
34035050600,3208,1082,1238,853,12,3,3,0,1932,389,23,318,149,397
34035050701,3084,896,1193,956,14,2,4,0,1902,273,8,359,158,384
34035050703,3306,1136,1455,677,11,3,5,0,1416,199,37,1149,170,335
34035050704,4611,1485,2025,1066,14,5,1,0,2105,392,44,1270,296,504
34035050801,3105,844,1179,1062,9,0,0,0,2143,204,12,228,119,399
34035050802,3404,1067,1305,1002,15,5,0,0,2074,238,26,406,197,463
34035050901,3941,1217,1484,1219,3,2,4,0,2641,251,9,346,165,529
34035050902,2849,806,1050,966,10,7,1,0,1803,246,15,250,138,397
34035050903,4404,1192,1639,1542,17,5,1,0,2858,280,14,504,156,592
34035051000,3959,1349,1588,967,18,7,7,0,2290,735,48,274,172,440
34035051100,1500,614,582,267,9,3,4,0,664,598,33,26,53,126
34035051200,2289,923,828,476,13,8,7,0,1066,780,82,90,67,204
34035051300,1564,590,531,418,9,5,1,0,1036,245,17,44,51,171
34035051400,2686,825,1045,774,9,8,5,0,1664,525,26,48,79,344
34035051500,1716,549,685,451,8,4,3,0,962,414,22,35,73,210
34035051600,1867,584,705,551,8,1,3,0,1085,408,19,31,57,267
34035051700,1768,889,650,191,9,5,6,0,514,963,90,29,49,123
34035051800,1906,940,637,292,13,3,4,0,755,679,228,45,57,142
34035051900,2844,1468,884,452,5,9,5,0,1279,618,577,63,100,207
34035052001,2603,1399,777,397,10,4,1,0,1120,588,601,53,69,172
34035052002,2124,1040,772,266,6,14,6,0,775,671,311,59,145,163
34035052100,5428,1658,2185,1534,20,7,4,0,2934,618,59,866,291,660
34035052201,4514,1179,1838,1451,9,13,6,0,2590,431,14,618,207,654
34035052203,4314,1060,1808,1409,12,6,7,0,2248,321,10,824,237,674
34035052204,4028,1073,1686,1238,11,5,5,0,2237,313,13,645,181,639
34035052300,4869,1426,1805,1596,13,4,4,0,2805,425,83,528,304,724
34035052400,4332,1179,1463,1669,8,3,2,0,3325,189,8,228,155,427
34035052603,3228,979,1146,1086,9,4,1,0,2240,172,9,254,137,416
34035052604,3200,835,1074,1271,10,5,1,0,2185,134,6,305,147,423
34035052605,3926,1318,1673,920,7,2,0,0,1526,155,5,1527,266,447
34035052701,3274,855,1093,1303,8,4,4,0,2381,247,8,133,79,426
34035052702,2808,782,844,1161,12,4,0,0,2207,112,1,60,80,348
34035052800,2035,548,599,877,4,2,0,0,1547,136,8,22,53,269
34035052901,819,203,253,359,1,1,1,0,587,66,1,27,36,102
34035052904,1861,406,575,863,11,0,0,0,1370,89,5,85,54,258
34035052905,2695,816,983,873,9,4,3,0,1777,213,8,211,133,353
34035052906,2062,644,746,654,8,4,0,0,1447,148,15,111,82,259
34035053000,2918,1081,1174,607,16,9,5,0,1561,683,136,111,130,297
34035053102,2226,1287,708,202,6,1,3,0,795,273,755,127,109,167
34035053103,3873,2166,1218,447,9,2,6,0,1413,411,1260,218,225,346
34035053105,4913,2333,1777,740,17,15,3,0,2241,508,682,645,322,515
34035053200,4708,2746,1548,327,19,10,14,0,1014,1123,2045,154,134,238
34035053300,3227,1701,1214,228,10,15,16,0,704,945,1039,165,132,242
34035053402,4991,2288,1907,755,14,6,2,0,2015,335,388,1203,574,476
34035053403,3143,1643,1105,352,12,6,5,0,1155,293,610,551,249,285
34035053405,2971,1390,1112,450,6,4,1,0,1294,227,463,442,262,283
34035053406,3820,1980,1426,359,12,12,5,0,1150,434,1005,591,352,288
34035053501,3725,1536,1309,854,9,3,1,0,2069,226,88,552,227,563
34035053602,4920,1268,1777,1837,12,4,6,0,3423,336,36,399,217,509
34035053603,3933,1042,1432,1430,14,2,1,0,2751,295,12,211,119,545
34035053604,2979,837,1022,1092,15,1,1,0,2100,161,16,219,114,369
34035053703,2892,839,1159,861,13,2,3,0,1817,154,6,414,116,385
34035053704,2256,714,924,604,7,2,2,0,1565,154,19,158,89,271
34035053705,4773,1783,1921,1007,18,16,3,0,2804,574,149,395,274,577
34035053706,3493,1145,1495,834,6,1,2,0,1998,217,65,529,185,499
34035053707,2871,807,1239,804,5,7,1,0,1792,164,18,406,147,344
34035053801,384,145,133,105,0,0,0,0,298,19,0,9,10,48
34035053804,3404,1208,1367,786,12,4,4,0,1983,423,114,201,258,425
34035053805,3269,917,1390,920,12,11,4,0,2023,242,20,361,180,443
34035053806,2114,652,857,587,7,3,0,0,1361,93,12,267,94,287
34035053807,4996,1504,2192,1273,6,4,2,0,2892,199,31,1033,265,576
34035053901,558,268,158,125,4,0,0,0,430,24,3,10,18,73
34035053904,2775,920,1248,594,5,2,0,0,1535,106,14,627,154,339
34035053905,4499,1687,1922,858,12,4,2,0,1937,163,87,1490,291,531
34035054100,5630,1624,2080,1886,20,4,2,0,3801,312,19,582,268,648
34035054201,4899,1999,1989,884,7,6,2,0,2543,221,39,1111,291,694
34035054202,4541,1612,1865,1022,18,6,4,0,2504,178,26,1006,235,592
34035054301,3064,1393,974,680,0,1,3,0,1598,160,117,491,206,492
34035054302,5014,2335,1739,890,17,5,4,0,2538,490,453,615,350,568
34005700102,1918,813,582,502,8,4,1,0,1534,85,41,12,27,219
34005700103,2136,996,644,480,6,1,1,0,1622,122,108,25,38,221
34005700104,1269,606,433,200,13,3,1,0,655,114,386,13,20,81
34005700200,2047,806,571,655,7,3,2,0,1720,64,18,14,20,211
34005700303,2897,1280,848,737,6,6,5,0,1905,164,419,39,75,295
34005700304,1809,607,587,592,3,9,0,0,1439,80,24,24,48,194
34005700305,3935,1280,1207,1408,12,7,2,0,3085,163,21,91,91,484
34005700306,2043,682,673,669,6,6,1,0,1639,93,11,40,59,201
34005700307,2205,729,688,774,4,5,0,0,1760,68,23,61,42,251
34005700401,1471,624,492,331,8,4,1,0,1206,71,3,23,43,125
34005700402,2339,963,712,618,12,9,3,0,1891,135,18,26,30,239
34005700403,3165,1267,1076,771,20,9,4,0,2445,196,37,49,67,371
34005700405,1194,506,377,296,6,3,3,0,945,69,17,23,15,125
34005700407,3073,1606,1043,360,8,12,9,0,1670,393,540,95,82,293
34005700408,1263,592,440,204,5,4,4,0,793,112,140,38,39,141
34005700501,4307,1725,1286,1255,12,9,4,0,3233,200,199,96,123,456
34005700502,1666,591,547,517,2,0,2,0,1250,78,14,59,76,189
34005700503,3141,1216,963,945,5,2,3,0,2190,83,344,77,94,353
34005700504,2348,885,749,704,6,1,0,0,1801,71,65,78,70,263
34005700505,5199,1616,1806,1754,8,2,2,0,3331,148,28,729,311,652
34005700602,4744,1906,1561,1223,14,8,4,0,3413,212,207,200,212,500
34005700603,4045,1658,1446,903,6,7,3,0,2639,254,461,90,199,402
34005700605,3359,1268,1192,874,4,4,2,0,2584,138,75,47,135,380
34005700701,2058,731,788,495,8,4,3,0,1594,161,27,19,31,226
34005700702,1217,476,491,228,5,3,3,0,850,150,39,15,21,142
34005700703,1206,451,468,268,2,1,5,0,842,160,35,4,25,140
34005700800,3455,1457,1128,823,10,4,7,0,2549,174,322,61,73,276
34005700900,1575,799,492,249,6,5,3,0,883,132,408,10,36,106
34005701001,2691,1320,856,478,7,5,6,0,1468,223,675,42,72,211
34005701002,2887,1469,919,461,12,5,3,0,1497,241,764,42,127,216
34005701102,4154,1940,1373,803,8,8,2,0,2368,262,772,250,168,334
34005701103,4827,2383,1595,789,16,9,6,0,2429,392,1219,292,127,368
34005701104,3593,1833,1114,600,10,5,6,0,1940,226,875,184,126,242
34005701105,4346,2270,1349,659,14,12,7,0,2077,286,1248,272,157,306
34005701201,2457,1202,729,479,9,7,4,0,1440,169,524,64,41,219
34005701203,1332,652,435,215,3,6,2,0,788,101,272,19,26,126
34005701204,1590,951,448,149,9,6,7,0,501,99,878,17,30,65
34005701205,1598,804,494,272,8,3,2,0,997,131,265,17,42,146
34005701301,3254,1183,1196,807,12,8,7,0,2196,187,311,104,83,373
34005701302,1894,631,731,503,3,4,1,0,1439,87,45,41,51,231
34005701303,4053,1393,1517,1098,11,4,2,0,2616,248,306,282,181,420
34005701401,5151,1658,1757,1693,14,6,4,0,3420,303,423,296,218,491
34005701402,2098,740,590,754,4,2,0,0,1592,86,11,86,79,244
34005701502,2896,979,1141,724,13,4,9,0,2072,201,41,146,99,337
34005701700,2883,1277,1006,556,12,11,4,0,2210,150,151,35,66,271
34005702101,666,167,342,139,11,3,0,0,433,109,41,3,8,72
34005702203,2234,1001,749,448,6,6,5,0,1074,240,732,30,44,114
34005702204,1154,427,467,235,8,6,3,0,671,123,239,20,27,74
34005702206,1226,414,494,290,9,5,2,0,921,92,69,16,22,106
34005702207,2139,789,821,481,12,8,8,0,1377,204,331,47,19,161
34005702208,4573,1498,1744,1256,20,11,4,0,3210,410,442,56,55,400
34005702209,1932,638,772,471,11,6,8,0,1325,189,213,19,24,162
34005702210,2891,1017,1162,641,14,15,11,0,1781,351,497,53,48,161
34005702300,942,328,300,299,5,1,1,0,604,90,110,16,22,100
34005702400,2639,551,864,1194,11,4,3,0,2120,121,21,69,55,253
34005702500,4283,1634,1586,999,20,8,5,0,2790,429,485,76,116,387
34005702601,3794,1706,1254,779,19,7,6,0,2391,398,553,48,80,324
34005702603,1394,581,521,261,7,3,3,0,948,131,187,5,19,104
34005702701,1830,1018,545,251,6,4,2,0,759,120,714,69,59,109
34005702702,4801,2191,1552,1017,11,4,3,0,2794,422,826,237,102,420
34005702801,1640,1158,361,111,0,1,2,0,218,123,1213,24,16,46
34005702802,2442,1686,598,136,1,1,3,0,281,167,1859,29,37,69
34005702803,2972,2044,712,179,10,8,2,0,410,217,2211,17,37,80
34005702804,2069,1460,449,131,6,2,4,0,303,159,1512,23,19,53
34005702805,3008,2029,769,170,8,1,5,0,420,264,2133,44,62,85
34005702806,2748,1841,724,146,6,4,7,0,399,248,1919,44,51,87
34005702807,2075,1391,518,137,4,5,4,0,321,164,1425,37,42,86
34005702808,2423,1652,611,116,6,4,17,0,300,207,1765,25,65,61
34005702809,1275,877,301,75,2,5,3,0,212,67,933,11,19,33
34005702810,1102,771,253,66,1,0,1,0,144,48,864,6,10,30
34005702811,2168,1591,454,107,2,4,3,0,235,136,1662,21,42,72
34005702905,3147,1217,1095,809,9,5,1,0,2308,153,109,109,84,384
34005702906,1808,714,595,480,6,3,3,0,1325,120,34,63,46,220
34005702907,2553,952,828,755,9,2,1,0,1987,84,19,67,61,335
34005702908,3869,1399,1260,1188,10,4,0,0,2895,136,26,182,148,482
34005702909,4861,2077,1662,1077,15,10,2,0,3174,239,304,392,197,555
34005702910,5105,2019,1776,1266,17,6,3,0,3374,281,297,329,192,632
34005702913,3118,1500,1018,570,5,5,4,0,2017,200,326,152,115,308
34005702914,3303,1219,1207,845,12,5,1,0,2267,178,148,189,106,415
34005702915,3031,1433,964,607,6,4,1,0,1817,221,434,121,116,322
34005702917,1746,764,611,359,4,1,0,0,1171,86,91,105,61,232
34005702918,1355,589,464,289,5,1,0,0,945,61,75,84,33,157
34005703000,4886,1546,1586,1708,15,3,4,0,3671,263,184,147,105,516
34005703102,2091,705,664,712,5,1,0,0,1532,75,110,101,51,222
34005703103,3359,1559,1133,607,18,1,7,0,1712,230,940,113,111,253
34005703104,3943,1569,1342,988,8,11,5,0,2761,204,431,104,84,359
34005703201,2586,579,944,1030,12,4,4,0,2177,85,17,24,29,254
34005703202,2087,455,732,880,8,4,0,0,1732,79,19,28,40,189
34005703203,3714,1232,985,1471,11,2,2,0,3150,110,15,41,33,365
34005703600,5623,1194,2032,2342,22,6,3,0,4705,161,11,46,63,637
34005703700,5068,1129,1898,1998,14,7,4,0,4250,165,17,26,65,545
34005703801,5678,1652,1998,1988,18,7,1,0,4621,161,34,90,123,649
34005703802,4047,1255,1375,1384,14,7,0,0,3245,115,28,78,85,496
34005703803,4044,1341,1353,1322,14,2,1,0,3292,124,6,67,69,486
34005703804,5982,1520,2159,2267,18,4,2,0,4876,155,18,113,129,691
34005703900,3438,1054,1208,1155,6,8,0,0,2917,50,1,29,72,369
34005704004,2856,1049,1084,691,9,5,4,0,2062,163,34,143,93,361
34005704005,2883,1149,993,718,8,6,1,0,2164,132,65,111,72,339
34005704006,1763,686,657,406,3,1,2,0,1120,102,68,148,98,227
34005704007,3151,1097,1044,975,15,6,2,0,2507,129,21,72,71,351
34005704008,4389,1575,1555,1231,12,2,1,0,3414,149,20,133,133,540
34005704009,3311,1272,1167,844,7,3,1,0,2490,151,124,75,105,366
34005704011,2603,659,985,927,14,3,2,0,2105,59,14,50,59,316
34005704012,4547,1628,1674,1196,22,5,2,0,3545,210,58,70,79,585
34005704013,4173,1477,1569,1104,9,2,3,0,3078,209,58,208,155,465
34005704015,2570,951,872,733,5,1,1,0,1718,92,83,245,88,344
34005704016,3865,1292,1524,1033,7,2,0,0,2778,176,13,279,120,499
34005704201,4105,1362,1662,1039,16,9,4,0,3100,221,87,122,112,463
34005704202,1957,896,771,271,4,2,3,0,873,187,304,229,143,221
34005704302,4232,1353,1633,1209,11,5,3,0,2686,237,77,499,170,563
34005704500,3610,916,1378,1256,11,13,7,0,2812,204,125,39,83,347
34005704600,1866,881,669,282,7,5,9,0,971,236,495,26,25,113
34005704700,2555,430,845,1237,12,10,5,0,2177,95,8,14,26,235
34005704801,940,222,294,408,4,2,2,0,697,93,30,15,20,85
34005981802,12,5,3,4,0,0,0,0,12,0,0,0,0,0
34005982111,96,17,60,18,0,0,0,0,62,13,5,1,3,12
34005982200,178,45,78,50,2,0,1,0,117,24,10,4,6,17
34021000100,1359,674,520,111,9,8,7,0,372,638,244,5,27,73
34021000200,1540,721,657,99,7,8,5,0,467,581,361,11,33,87
34021000300,1868,870,755,186,7,3,8,0,597,794,304,18,41,114
34021000400,1674,788,681,145,7,9,9,0,506,780,242,11,19,116
34021000500,1303,585,555,112,7,6,3,0,412,586,190,6,16,93
34021000600,2092,1066,814,139,11,11,6,0,630,815,475,21,24,127
34021000700,1017,473,421,77,6,6,8,0,346,450,132,7,15,67
34021000800,766,378,308,51,5,3,4,0,185,352,164,7,18,40
34021000900,2406,1298,899,139,8,7,14,0,605,603,1023,22,34,119
34021001000,1451,789,523,91,6,7,13,0,364,446,554,15,8,64
34021001101,1616,996,522,60,4,7,6,0,172,134,1226,15,23,46
34021001102,2062,1230,699,72,2,3,11,0,138,179,1679,14,24,28
34021001200,2743,1728,811,136,11,4,11,0,472,161,1960,14,30,106
34021001300,2690,1678,836,127,3,6,7,0,544,184,1749,30,54,129
34021001401,2603,1680,782,87,4,5,10,0,150,145,2230,14,16,48
34021001402,1353,830,454,29,5,2,5,0,71,68,1192,7,9,6
34021001500,1807,1120,591,55,1,3,3,0,142,128,1480,14,23,20
34021001600,722,420,240,33,5,4,2,0,56,101,517,5,27,16
34021001700,2145,1284,732,71,3,8,5,0,170,244,1665,14,20,32
34021001800,1595,786,614,145,5,5,4,0,565,370,448,19,58,135
34021001900,752,408,290,28,3,3,1,0,106,277,337,4,8,20
34021002000,781,447,268,39,4,2,6,0,139,110,474,5,11,42
34021002100,2583,1455,912,126,10,13,12,0,392,495,1544,21,36,95
34021002200,2832,1589,993,162,12,10,8,0,364,667,1664,27,19,91
34021002500,4327,1878,1680,671,13,10,11,0,2128,1154,435,47,108,455
34021002601,2393,1186,869,266,15,12,12,0,812,630,665,34,64,188
34021002602,2724,1226,1007,439,15,6,5,0,1424,516,403,45,70,266
34021002701,2359,1012,932,348,12,7,7,0,1139,497,333,41,78,271
34021002702,4439,1790,1635,924,17,6,13,0,2754,576,313,101,168,527
34021002800,3605,1785,1419,313,12,8,16,0,939,781,1486,53,105,241
34021002902,2982,1242,1183,501,12,5,5,0,1606,471,432,70,96,307
34021002903,2678,951,1056,639,8,3,5,0,1838,237,42,120,127,314
34021002904,4099,1356,1608,1088,17,5,5,0,3006,227,48,171,170,477
34021003001,4822,1428,1814,1517,16,9,6,0,3619,283,110,105,137,568
34021003002,4624,1317,1960,1295,10,11,6,0,3545,241,35,123,144,536
34021003003,4934,1610,1952,1317,15,7,6,0,3719,346,59,36,142,632
34021003004,4693,1638,1737,1256,11,11,7,0,3468,387,33,94,159,552
34021003006,4800,1576,1898,1276,19,7,7,0,3633,308,41,107,112,599
34021003007,2701,810,1129,727,10,5,5,0,2089,165,14,30,82,321
34021003008,3928,1314,1575,982,12,10,3,0,2798,341,59,72,169,489
34021003009,3966,1499,1511,898,16,8,5,0,2786,339,72,149,137,483
34021003100,2642,1172,1013,398,14,9,5,0,1624,405,175,63,93,282
34021003201,4411,2227,1446,677,13,13,6,0,2591,407,645,153,158,457
34021003202,5090,2522,1642,877,15,8,5,0,3258,409,224,344,251,604
34021003301,5649,2667,1968,971,9,5,6,0,3872,235,89,354,290,809
34021003303,3264,1564,1328,318,13,9,3,0,1214,244,280,811,344,371
34021003304,1629,703,566,348,3,0,0,0,1050,41,36,165,101,236
34021003400,1996,1176,639,134,4,4,2,0,406,268,1165,32,29,96
34021003500,5365,3139,1661,472,18,13,15,0,1940,504,2264,110,152,395
34021003601,2487,1448,718,272,12,12,8,0,967,224,1023,29,46,198
34021003602,2041,1029,693,283,5,7,1,0,1118,201,470,16,52,184
34021003703,2759,1316,964,452,7,6,4,0,1628,206,478,45,94,308
34021003704,2116,933,724,438,4,3,1,0,1533,99,96,55,74,259
34021003706,2882,1388,945,520,7,5,3,0,1886,154,258,96,130,358
34021003707,943,459,318,145,4,4,0,0,557,94,132,19,29,112
34021003708,4160,2054,1352,695,15,8,4,0,2705,264,578,71,83,459
34021003800,5405,2021,2012,1330,13,7,4,0,3986,169,22,235,165,828
34021003902,1567,909,408,235,5,5,0,0,1281,32,9,9,37,199
34021003903,2088,1096,581,402,2,2,1,0,1633,40,6,27,52,330
34021003904,4679,2038,1748,852,18,3,6,0,2997,207,54,576,213,632
34021003905,3686,1556,1235,868,11,4,2,0,2696,121,10,153,162,544
34021004000,3509,2200,976,309,8,6,2,0,2113,225,178,283,151,559
