GEOID20,total_reg,party_npp,party_rep,party_dem,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
28049000800,3201,1604,6,1591,0,0,0,109,26,3023,12,6,25
28049000900,1430,705,4,720,0,1,0,46,8,1350,6,6,14
28049001000,1067,559,7,501,0,0,0,31,15,995,2,1,23
28049001100,1400,794,5,601,0,0,0,43,11,1324,5,4,13
28049001200,1415,824,11,580,0,0,0,38,13,1343,3,1,17
28049001300,3213,1740,655,815,0,3,0,1843,47,1019,45,44,215
28049001400,2491,865,1107,519,0,0,0,2106,30,135,33,24,163
28049001500,2446,1208,581,657,0,0,0,1906,33,247,26,25,209
28049001600,2960,2152,106,702,0,0,0,1068,60,1591,42,26,173
28049002100,2215,1364,12,839,0,0,0,232,19,1873,13,6,72
28049002200,1482,876,10,596,0,0,0,90,14,1351,4,7,16
28049002300,1698,1008,14,676,0,0,0,68,16,1593,6,3,12
28049002400,3455,1720,22,1711,0,2,0,124,26,3240,8,13,44
28049002500,1694,990,10,693,0,1,0,107,24,1534,5,6,18
28049002700,1067,769,38,260,0,0,0,333,14,643,7,9,61
28049003000,1255,842,36,375,0,2,0,112,12,1098,6,7,20
28049003200,972,658,6,307,0,1,0,29,16,904,10,0,13
28049003300,3853,2580,47,1225,0,1,0,287,51,3423,13,15,64
28049003400,1867,1210,46,611,0,0,0,149,27,1631,21,9,30
28049003500,1950,1410,34,506,0,0,0,129,21,1766,12,4,18
28049003600,2342,1482,69,791,0,0,0,132,19,2149,3,5,34
28049003700,1569,969,75,525,0,0,0,111,14,1422,4,3,15
28049003800,1499,1052,67,379,0,1,0,203,40,1225,4,5,22
28049010102,3902,1906,373,1622,0,1,0,712,70,2966,31,25,98
28049010103,2861,1533,433,894,0,1,0,925,45,1756,21,16,98
28049010104,1680,708,471,501,0,0,0,1069,27,457,20,15,92
28049010201,2863,1944,18,901,0,0,0,537,28,2153,24,14,107
28049010202,5007,1779,52,3176,0,0,0,197,39,4664,17,26,64
28049010203,2224,1005,27,1191,0,1,0,125,23,2021,14,11,30
28049010301,2526,1176,12,1338,0,0,0,123,14,2355,7,2,25
28049010304,4674,1871,1369,1434,0,0,0,2704,63,1572,100,29,206
28049010305,1980,871,465,644,0,0,0,1068,38,734,7,14,119
28049010400,2925,1415,885,625,0,0,0,1984,40,682,26,19,174
28049010501,3387,1355,792,1240,0,0,0,1370,41,1820,34,14,108
28049010502,3270,1258,662,1349,0,1,0,1053,29,2060,22,12,94
28049010600,3618,1636,508,1474,0,0,0,750,37,2716,10,13,92
28049010700,3931,1591,1416,924,0,0,0,2423,49,1237,13,33,176
28049010801,957,559,5,393,0,0,0,133,23,779,4,1,17
28049010804,872,432,209,231,0,0,0,348,9,440,34,14,27
28049010805,2643,1093,799,750,0,1,0,1598,54,823,51,25,92
28049010806,2826,1122,989,715,0,0,0,1961,51,494,132,31,157
28049010807,2710,986,869,855,0,0,0,1553,13,1044,6,6,88
28049010808,3343,1502,76,1765,0,0,0,170,34,3080,10,12,37
28049010809,2157,936,184,1037,0,0,0,325,19,1752,13,6,42
28049010901,1939,1002,70,867,0,0,0,422,24,1403,7,9,74
28049010902,1222,658,18,546,0,0,0,79,22,1098,6,3,14
28049011001,3213,2056,96,1061,0,0,0,869,36,2096,12,7,193
28049011002,2698,1655,63,980,0,0,0,123,27,2501,9,11,27
28049011101,2142,1124,79,939,0,0,0,139,23,1951,3,5,21
28049011103,4122,1895,458,1768,0,1,0,1021,52,2892,23,25,109
28049011104,3064,1329,431,1304,0,0,0,960,21,1948,23,7,105
28049011105,3348,1301,303,1742,0,2,0,376,35,2829,14,21,73
28049011201,2141,857,601,683,0,0,0,1194,29,841,8,9,60
28049011203,3067,1220,996,850,0,1,0,1958,34,914,11,12,138
28049011204,3839,1670,806,1362,0,1,0,1589,50,2071,14,18,97
28049011300,3056,1342,619,1094,0,1,0,846,36,2080,14,3,77
28049011400,1002,575,4,422,0,1,0,59,7,919,3,2,12
28049011500,4570,3758,10,802,0,0,0,2712,70,1077,21,27,663
28049011600,2020,1168,9,842,0,1,0,82,24,1881,10,9,14
28071950100,2755,1145,742,867,0,1,0,1631,46,939,7,10,122
28071950201,2436,1033,717,686,0,0,0,1756,21,419,22,27,191
28071950203,1774,1160,287,327,0,0,0,1187,35,382,24,17,129
28071950204,3383,2301,470,612,0,0,0,2319,73,619,37,37,298
28071950301,1126,929,69,128,0,0,0,704,30,256,28,18,90
28071950303,1173,626,209,338,0,0,0,625,15,418,12,7,96
28071950304,1398,873,257,268,0,0,0,965,46,213,42,20,112
28071950402,2674,1088,751,835,0,0,0,1512,30,1006,18,14,94
28071950403,2537,1174,722,641,0,0,0,1797,41,488,38,30,143
28071950404,3212,1411,962,839,0,0,0,2077,46,814,67,32,176
28071950502,1572,578,538,454,0,2,0,1040,17,419,5,11,80
28071950504,1817,913,343,561,0,0,0,1072,29,529,35,46,106
28071950505,1913,955,508,450,0,0,0,1290,22,429,41,11,120
28071950506,2033,911,711,410,0,1,0,1641,35,183,20,21,133
28071950507,3408,1298,1425,684,0,1,0,2765,56,322,25,23,217
28005950100,3496,1162,1360,974,0,0,0,2214,38,1061,14,16,153
28005950200,2855,933,789,1133,0,0,0,1501,42,1177,12,4,119
28005950301,1436,495,399,542,0,0,0,747,16,596,9,1,67
28005950302,1738,700,405,633,0,0,0,693,26,937,3,2,77
28127950101,1047,416,505,126,0,0,0,751,8,225,6,3,54
28127950102,2716,1161,864,691,0,0,0,1529,28,1015,14,5,125
28127950200,1988,835,690,463,0,0,0,1236,20,633,7,2,90
28127950301,1706,592,681,433,0,0,0,865,9,767,4,6,55
28127950302,2063,802,963,298,0,0,0,1456,11,458,7,5,126
28127950401,1463,555,422,486,0,0,0,567,7,843,4,3,39
28127950402,1169,460,420,289,0,0,0,630,10,494,2,2,31
28127950403,1951,756,757,438,0,0,0,1205,21,652,5,4,64
28127950500,3711,1820,1109,782,0,0,0,1954,45,1536,27,14,135
28037950101,1663,520,500,643,0,0,0,1009,10,560,4,10,70
28037950102,1955,556,1016,383,0,0,0,1662,23,172,2,4,92
28037950200,2182,652,517,1013,0,0,0,959,20,1108,7,6,82
28013950100,2220,694,981,545,0,0,0,1707,34,360,8,2,109
28013950200,978,422,202,354,0,0,0,458,19,457,3,1,40
28013950300,2132,680,844,607,0,1,0,1483,25,521,4,4,95
28013950400,1876,646,681,549,0,0,0,1329,75,422,5,0,45
28013950500,1680,660,430,589,0,1,0,747,21,845,4,9,54
28093950101,1825,707,509,608,0,1,0,857,15,865,4,8,76
28093950102,2189,1085,502,602,0,0,0,1216,51,826,6,6,84
28093950201,2850,1456,523,871,0,0,0,1133,81,1511,13,6,106
28093950202,2367,1121,804,442,0,0,0,1824,61,350,11,12,109
28093950301,2239,1051,472,716,0,0,0,1028,83,1041,14,4,69
28093950302,2139,1039,414,686,0,0,0,1022,52,974,9,16,66
28093950401,2173,1012,165,996,0,0,0,348,19,1716,8,17,65
28093950402,3519,2214,213,1092,0,0,0,1396,43,1709,19,22,330
28093950501,1700,592,282,826,0,0,0,537,13,1079,7,1,63
28093950502,2835,991,894,949,0,1,0,1702,40,964,16,15,98
28009950101,2130,813,303,1011,0,3,0,687,30,1349,7,4,53
28009950102,2032,718,454,853,0,7,0,1177,24,748,7,3,73
28009950200,1686,576,601,508,0,1,0,1398,13,184,1,12,78
28035000200,1698,757,391,550,0,0,0,1002,26,523,7,18,122
28035000300,1862,1032,178,652,0,0,0,590,33,1171,5,5,58
28035000500,829,515,34,280,0,0,0,163,17,625,6,3,15
28035000601,2917,1727,77,1112,0,1,0,398,36,2406,10,5,62
28035000602,1447,911,15,521,0,0,0,301,17,1046,10,1,72
28035000700,2071,881,611,579,0,0,0,1436,60,417,14,15,129
28035000800,3593,1161,1613,819,0,0,0,2633,84,603,28,23,222
28035000900,1652,1345,102,205,0,0,0,1109,42,269,12,23,197
28035001000,2012,1345,203,464,0,0,0,795,64,1012,20,16,105
28035001100,2065,1223,89,753,0,0,0,305,37,1654,16,6,47
28035010101,4203,1757,1969,476,0,1,0,3356,77,492,28,15,235
28035010103,1437,641,667,129,0,0,0,1182,30,122,4,8,91
28035010104,2999,1221,1466,310,0,2,0,2485,37,282,12,3,180
28035010201,1874,842,606,426,0,0,0,1006,27,717,10,18,96
28035010202,2734,1225,732,777,0,0,0,1328,35,1232,20,13,106
28035010300,2127,957,882,288,0,0,0,1689,39,248,9,12,130
28035010400,2206,1057,881,267,0,1,0,1772,63,219,17,17,118
28035010500,3224,1497,787,939,0,1,0,1323,54,1703,24,14,106
28035010601,2681,1131,1374,176,0,0,0,2388,32,89,8,10,154
28035010602,2626,1193,1226,205,0,2,0,2182,33,235,14,17,145
28035010700,1354,785,48,520,0,1,0,282,20,993,2,10,47
28041950101,1887,545,1031,311,0,0,0,1759,10,45,3,10,60
28041950102,1562,509,457,593,0,3,0,815,15,678,3,4,47
28041950201,2117,801,804,511,0,1,0,1612,13,361,6,8,117
28041950202,2019,695,789,534,0,1,0,1552,30,338,7,5,87
28057950100,3279,1300,1222,757,0,0,0,2928,31,114,6,8,192
28057950201,1939,697,846,396,0,0,0,1768,13,69,9,4,76
28057950202,2297,910,936,449,0,2,0,2031,21,86,10,7,142
28057950300,2150,1006,695,449,0,0,0,1729,38,264,8,11,100
28057950400,3365,1256,1411,698,0,0,0,2996,33,147,9,8,172
28057950500,2445,967,896,582,0,0,0,1805,24,473,10,2,131
28123020101,2713,1276,738,698,0,1,0,1476,96,1047,15,5,74
28123020102,2062,945,492,625,0,0,0,952,30,1019,11,3,47
28123020200,3052,1199,715,1136,0,2,0,1156,44,1744,24,7,77
28123020301,1801,670,758,372,0,1,0,1447,26,233,8,7,80
28123020302,2055,712,896,445,0,2,0,1496,29,448,5,5,72
28123020400,1745,845,312,587,0,1,0,756,143,771,6,3,66
28123020500,2898,1733,439,726,0,0,0,1107,214,1458,25,9,85
28123020600,2470,1009,685,775,0,1,0,1218,39,1117,14,6,76
28161950100,2957,1176,825,956,0,0,0,1594,29,1210,9,11,104
28161950200,3109,1381,718,1010,0,0,0,1739,35,1185,15,11,124
28161950301,2414,1005,500,909,0,0,0,1024,23,1286,9,8,64
28161950302,1643,616,546,481,0,0,0,1128,28,390,10,2,85
28107950101,2250,1012,271,965,0,2,0,520,18,1646,7,9,50
28107950102,2657,1181,378,1097,0,1,0,838,26,1708,18,7,60
28107950201,1026,467,94,465,0,0,0,326,9,662,0,2,27
28107950202,748,319,122,307,0,0,0,298,11,409,2,2,26
28107950301,2149,979,578,591,0,1,0,1315,27,703,12,2,90
28107950302,1439,656,304,479,0,0,0,732,12,636,7,7,45
28107950400,3707,1473,1123,1110,0,1,0,2335,27,1169,10,7,159
28107950501,1953,710,469,774,0,0,0,1006,28,853,3,7,56
28107950502,3005,1367,580,1057,0,1,0,1443,23,1439,7,5,88
28107950601,3021,1166,1042,813,0,0,0,2137,46,644,22,23,149
28107950602,1749,854,86,809,0,0,0,228,22,1466,6,9,18
28133950100,2217,990,322,905,0,0,0,671,25,1455,12,9,45
28133950200,2922,1372,316,1234,0,0,0,814,30,1978,11,12,77
28133950300,1434,674,177,583,0,0,0,562,18,809,5,3,37
28133950401,1999,869,440,690,0,0,0,959,21,895,25,6,93
28133950402,3923,2044,25,1854,0,0,0,263,29,3571,15,8,37
28133950500,1502,662,114,726,0,0,0,298,13,1143,6,3,39
28133950600,1870,830,267,773,0,0,0,561,19,1214,7,3,66
28145950100,2871,995,1379,497,0,0,0,2565,37,139,8,5,117
28145950200,3210,1289,1240,681,0,0,0,2723,42,284,11,12,138
28145950300,2486,1026,881,578,0,1,0,1607,81,690,19,17,72
28145950400,2395,1095,711,589,0,0,0,1386,75,824,9,8,93
28145950500,3682,1331,1623,727,0,1,0,3096,38,377,6,14,151
28145950600,2322,899,935,487,0,1,0,1935,33,263,11,3,77
28069030100,3391,1354,468,1569,0,0,0,789,22,2434,10,7,129
28069030200,3912,1559,738,1614,0,1,0,1528,23,2201,23,6,131
28075000200,1572,864,42,666,0,0,0,79,33,1420,17,2,21
28075000300,1286,655,177,454,0,0,0,341,20,880,11,6,28
28075000401,725,446,7,272,0,0,0,32,10,669,4,1,9
28075000402,1397,823,41,533,0,0,0,135,15,1200,8,1,38
28075000600,916,585,27,304,0,0,0,94,8,793,8,1,12
28075000700,1765,1001,115,649,0,0,0,237,39,1446,11,5,27
28075000800,913,467,71,375,0,0,0,141,11,738,3,0,20
28075000900,2728,1493,292,941,0,2,0,371,63,2200,16,11,67
28075001000,2138,954,581,603,0,0,0,1191,31,812,15,16,73
28075001101,2015,706,889,420,0,0,0,1454,40,362,22,15,122
28075001102,2119,714,854,551,0,0,0,1299,40,629,16,14,121
28075010203,1426,564,590,272,0,0,0,861,14,480,5,0,66
28075010204,2539,1097,868,574,0,0,0,1369,50,1008,13,4,95
28075010205,3494,1279,1499,716,0,0,0,2282,48,936,37,51,140
28075010206,750,315,354,81,0,0,0,550,13,147,2,5,33
28075010301,3891,1403,1944,544,0,0,0,2879,56,778,15,13,150
28075010303,2552,882,1274,396,0,0,0,1901,28,470,17,14,122
28075010304,2148,716,1262,170,0,0,0,1786,25,198,12,4,123
28075010400,993,401,452,140,0,0,0,683,15,234,4,1,56
28075010501,1831,747,954,130,0,0,0,1629,16,92,3,7,84
28075010502,1965,762,966,237,0,0,0,1572,35,209,12,19,118
28075010601,2591,1065,1152,374,0,0,0,1859,33,563,19,12,105
28075010602,2450,973,1025,451,0,1,0,1614,29,700,5,10,92
28075010700,557,312,87,158,0,0,0,206,9,310,7,6,19
28075980000,20,8,12,0,0,0,0,17,2,0,1,0,0
28085950100,2791,1082,890,819,0,0,0,1412,24,1259,4,10,82
28085950201,2182,753,1003,426,0,0,0,1581,14,480,5,10,92
28085950202,1909,700,837,372,0,0,0,1525,16,298,5,4,61
28085950301,2439,801,1152,486,0,0,0,1838,24,453,10,23,91
28085950302,1952,695,916,341,0,0,0,1704,9,72,12,19,136
28085950401,1693,552,727,414,0,0,0,1183,14,429,5,4,58
28085950402,2693,982,1156,555,0,0,0,2038,23,501,8,9,114
28085950500,2648,1260,439,949,0,0,0,787,36,1742,19,12,52
28085950601,2314,766,1225,323,0,0,0,1851,37,265,30,15,116
28085950602,1857,876,79,902,0,0,0,135,23,1641,14,7,37
28117950101,2170,828,727,614,0,1,0,1976,11,89,10,5,79
28117950102,1324,505,464,355,0,0,0,1215,7,29,5,4,64
28117950201,2201,699,739,762,0,1,0,1890,26,209,6,7,63
28117950202,1723,648,661,413,0,1,0,1458,15,165,2,7,76
28117950301,1275,637,178,459,0,1,0,604,20,605,4,1,41
28117950302,2100,833,703,563,0,1,0,1831,18,141,14,8,88
28117950400,3023,1100,1036,887,0,0,0,2619,18,265,6,6,109
28117950500,1219,650,226,343,0,0,0,579,12,575,7,3,43
28001000101,1969,919,407,643,0,0,0,1042,19,812,9,6,81
28001000102,1774,668,571,534,0,1,0,1008,14,659,14,8,71
28001000200,2897,1119,228,1549,0,1,0,362,30,2426,13,9,57
28001000300,1305,578,27,700,0,0,0,61,16,1189,8,3,28
28001000400,1691,779,21,891,0,0,0,76,15,1563,6,1,30
28001000500,2337,1052,429,856,0,0,0,684,38,1539,6,10,60
28001000600,1913,859,473,581,0,0,0,965,17,829,13,1,88
28001000700,1143,426,312,405,0,0,0,658,21,397,6,4,57
28001000800,2200,885,422,893,0,0,0,632,15,1463,16,5,69
28001000900,2427,791,1081,553,0,2,0,1883,45,308,32,17,142
28095950101,1904,724,695,485,0,0,0,1627,9,187,4,6,71
28095950102,1775,614,730,431,0,0,0,1617,6,83,5,7,57
28095950201,2219,751,566,901,0,1,0,1254,16,872,8,3,66
28095950202,2848,1165,816,866,0,1,0,1829,31,905,10,3,70
28095950300,2344,872,927,544,0,1,0,1993,39,181,11,8,112
28095950400,2174,945,389,839,0,1,0,1022,24,1037,21,6,64
28095950501,2189,736,863,589,0,1,0,1718,17,337,5,2,110
28095950502,2683,995,1018,670,0,0,0,2241,38,257,13,5,129
28095950600,2699,956,525,1218,0,0,0,993,31,1608,6,5,56
28095950700,1666,663,268,735,0,0,0,498,23,1106,6,2,31
28095950800,2126,912,212,1002,0,0,0,436,22,1622,9,2,35
28097950100,2022,549,704,769,0,0,0,1130,10,796,5,9,72
28097950200,1749,554,675,520,0,0,0,1178,18,442,7,13,91
28097950301,1829,650,370,809,0,0,0,771,14,945,14,3,82
28097950302,1500,562,340,598,0,0,0,693,17,714,9,6,61
28077960100,2890,838,885,1166,0,1,0,1315,35,1414,12,12,102
28077960200,3212,1118,937,1155,0,2,0,1746,17,1320,14,10,105
28077960300,2664,780,1256,628,0,0,0,2103,25,394,11,8,123
28137950100,3069,1246,1073,749,0,1,0,1853,44,1050,15,10,97
28137950201,2302,900,870,531,0,1,0,1537,15,638,13,12,87
28137950202,2767,1156,1082,529,0,0,0,1969,50,608,7,6,127
28137950301,3129,1306,701,1117,0,5,0,1397,36,1583,12,17,84
28137950302,4054,1856,1329,867,0,2,0,2994,65,787,21,19,168
28137950400,3058,1498,779,780,0,1,0,1719,63,1110,16,23,127
28079040100,2479,1118,904,457,0,0,0,1775,46,497,12,17,132
28079040401,2030,789,777,463,0,1,0,1423,16,510,6,5,70
28079040402,1863,851,394,618,0,0,0,756,32,992,7,8,68
28079040500,2356,969,674,711,0,2,0,1254,27,980,18,4,73
28079040600,3407,1660,681,1065,0,1,0,1488,112,1607,33,18,149
28079040700,2597,1077,494,1026,0,0,0,856,37,1601,9,5,89
28099010101,1535,559,654,322,0,0,0,1246,14,205,6,10,54
28099010102,1844,684,728,432,0,0,0,1427,27,289,12,12,77
28099010200,2289,864,932,493,0,0,0,1671,22,508,6,3,79
28099010400,2968,1414,600,954,0,0,0,1179,43,1627,18,18,83
28099010500,1491,699,473,318,0,1,0,870,21,526,10,16,48
28099010600,1845,844,810,191,0,0,0,1519,31,179,6,4,106
28099010700,2316,993,819,504,0,0,0,1617,25,557,12,10,95
28099940100,1423,921,231,271,0,0,0,1097,30,83,12,28,173
28055950100,494,149,56,289,0,0,0,156,2,318,1,0,17
28119950100,1195,408,58,729,0,0,0,326,8,814,5,6,36
28119950200,1198,372,62,763,0,1,0,264,13,891,5,3,22
28119950300,2400,887,298,1213,0,2,0,807,12,1487,13,0,81
28047000600,1085,521,403,161,0,0,0,872,41,45,14,12,101
28047000900,178,125,34,19,0,0,0,126,12,13,2,6,19
28047001203,891,419,345,127,0,0,0,669,36,61,17,23,85
28047001204,1560,905,407,248,0,0,0,1118,72,201,28,10,131
28047001205,2042,876,899,267,0,0,0,1642,72,75,35,28,190
28047001206,703,518,80,105,0,0,0,331,29,274,10,6,53
28047001207,1075,728,180,167,0,0,0,519,48,416,17,9,66
28047001301,796,534,148,113,0,1,0,507,31,169,13,13,63
28047001302,1134,759,235,140,0,0,0,828,59,121,15,15,96
28047001401,812,441,268,103,0,0,0,642,28,50,6,8,78
28047001402,1236,640,421,175,0,0,0,985,28,79,8,13,123
28047001503,1138,626,317,195,0,0,0,729,44,272,10,6,77
28047001504,1462,631,629,202,0,0,0,1193,42,77,19,12,119
28047001505,1614,762,690,162,0,0,0,1209,66,164,12,37,126
28047001506,1287,824,273,190,0,0,0,931,59,207,6,10,74
28047001600,2976,1076,1644,256,0,0,0,2487,73,101,9,34,272
28047001701,1985,1121,335,529,0,0,0,801,68,976,16,28,96
28047001702,754,440,199,115,0,0,0,544,38,111,7,8,46
28047001703,1457,962,280,215,0,0,0,785,65,496,13,16,82
28047001800,2015,1294,59,662,0,0,0,454,34,1416,15,6,90
28047001900,2090,1229,355,506,0,0,0,1042,59,853,17,17,102
28047002001,1103,784,115,204,0,0,0,547,32,463,4,7,50
28047002002,1514,1144,87,283,0,0,0,508,50,873,7,9,67
28047002300,1885,1269,124,492,0,0,0,734,67,955,20,11,98
28047002401,837,586,77,174,0,0,0,153,18,622,6,7,31
28047002402,2350,1455,19,876,0,0,0,156,39,2104,16,3,32
28047002500,365,286,44,35,0,0,0,255,31,43,4,2,30
28047002600,2704,1771,92,841,0,0,0,430,63,2128,17,9,57
28047002701,1951,963,702,286,0,0,0,1542,77,165,21,20,126
28047002702,2144,1182,711,251,0,0,0,1682,82,134,31,22,193
28047002801,921,525,260,136,0,0,0,706,36,61,19,9,90
28047002802,1233,522,543,168,0,0,0,1008,47,38,11,14,115
28047002900,1360,501,607,252,0,0,0,1096,45,78,10,6,125
28047003001,1300,771,141,388,0,0,0,355,42,779,68,3,53
28047003002,1132,571,417,143,0,1,0,866,33,103,17,13,100
28047003103,1652,977,325,349,0,1,0,716,50,762,8,13,103
28047003104,2462,1067,905,490,0,0,0,1622,116,484,12,18,210
28047003105,2478,1130,1061,287,0,0,0,2056,68,92,33,17,212
28047003106,2160,885,1033,242,0,0,0,1757,73,74,21,29,206
28047003107,1564,792,590,182,0,0,0,1231,55,106,20,14,138
28047003208,2283,1461,340,482,0,0,0,944,115,1079,19,16,110
28047003209,2496,1567,599,330,0,0,0,1635,79,558,21,23,180
28047003210,1270,788,204,278,0,0,0,528,42,624,12,11,53
28047003211,1413,935,216,262,0,0,0,834,65,396,15,14,89
28047003212,1347,880,208,259,0,0,0,629,54,553,16,5,90
28047003213,3288,1910,840,538,0,0,0,2258,138,590,28,25,249
28047003214,1027,761,124,142,0,0,0,612,53,265,14,12,71
28047003215,2839,1732,531,575,0,1,0,1362,118,1178,29,23,129
28047003216,1583,733,581,269,0,0,0,1142,42,271,19,7,102
28047003217,1919,1089,465,365,0,0,0,1323,104,351,20,15,106
28047003305,1129,671,312,146,0,0,0,722,53,190,53,5,106
28047003306,633,380,166,87,0,0,0,464,30,60,18,3,58
28047003307,500,282,163,55,0,0,0,379,9,35,20,14,43
28047003308,1509,863,351,295,0,0,0,931,69,274,125,11,99
28047003309,2134,1120,710,302,0,2,0,1515,130,213,67,21,188
28047003310,609,338,180,90,0,1,0,429,32,78,13,8,49
28047003311,1700,923,545,232,0,0,0,1166,95,190,36,30,183
28047003312,1627,848,539,239,0,1,0,1117,63,248,39,23,137
28047003313,1540,675,659,206,0,0,0,1237,53,61,24,20,145
28047003403,1582,715,755,112,0,0,0,1333,59,27,7,12,144
28047003405,2706,1498,839,369,0,0,0,1936,122,258,157,29,204
28047003406,1833,1008,641,184,0,0,0,1402,69,151,33,14,164
28047003407,2993,1512,1187,294,0,0,0,2437,109,126,37,29,255
28047003408,1363,605,646,112,0,0,0,1150,39,30,8,9,127
28047003409,2147,1167,807,173,0,0,0,1731,59,161,10,29,157
28047003506,2172,1139,879,154,0,0,0,1868,63,53,3,10,175
28047003507,2418,1295,780,343,0,0,0,1863,104,257,21,9,164
28047003508,2082,1055,808,218,0,1,0,1725,52,107,12,19,167
28047003509,2502,1356,651,495,0,0,0,1694,111,479,35,19,164
28047003510,2366,1238,784,344,0,0,0,1850,78,221,19,16,182
28047003511,1394,707,594,92,0,1,0,1140,61,37,3,3,150
28047003512,2034,967,889,177,0,1,0,1588,157,55,12,11,211
28047003513,897,486,357,54,0,0,0,747,43,15,0,1,91
28047003514,3270,1840,1105,325,0,0,0,2672,139,224,19,14,202
28047003600,659,323,143,193,0,0,0,303,18,260,41,4,33
28047003700,1532,940,344,247,0,1,0,904,85,385,35,13,110
28047003800,795,419,240,136,0,0,0,596,36,54,7,8,94
28047003901,702,422,72,208,0,0,0,191,26,424,25,7,29
28047003902,1194,679,305,210,0,0,0,812,63,166,27,7,119
28047004000,1223,747,94,382,0,0,0,268,38,751,116,12,38
28047980000,6,6,0,0,0,0,0,5,0,1,0,0,0
28047990000,0,0,0,0,0,0,0,0,0,0,0,0,0
28043950101,1298,500,345,452,0,1,0,738,20,486,4,7,43
28043950102,3037,1198,904,933,0,2,0,1884,39,949,12,22,131
28043950201,1376,539,525,311,0,1,0,1113,7,188,3,6,59
28043950202,2792,1073,893,822,0,4,0,1629,29,1016,8,5,105
28043950300,2030,965,217,848,0,0,0,556,16,1400,11,2,45
28043950400,1809,970,80,759,0,0,0,233,28,1501,9,3,35
28043950500,3637,1543,1127,966,0,1,0,2395,36,1009,21,16,160
28141950101,1336,435,578,323,0,0,0,1194,15,52,2,7,66
28141950102,959,297,408,254,0,0,0,860,17,30,4,6,42
28141950200,1590,597,521,472,0,0,0,1370,23,101,9,11,76
28141950301,2051,685,775,591,0,0,0,1835,27,72,10,7,100
28141950302,1999,698,724,577,0,0,0,1756,18,102,6,9,108
28141950401,2441,820,951,670,0,0,0,2091,19,202,12,6,111
28141950402,2178,763,933,481,0,1,0,1910,51,71,5,13,128
28113950102,2969,1087,1382,499,0,1,0,2338,27,440,13,13,138
28113950103,1018,476,304,238,0,0,0,606,13,332,11,3,53
28113950104,2026,810,670,546,0,0,0,1139,17,783,16,2,69
28113950200,3196,1397,849,948,0,2,0,1701,40,1260,15,25,155
28113950300,3143,1701,199,1242,0,1,0,411,38,2598,11,15,70
28113950400,1759,712,549,496,0,2,0,986,22,617,19,16,99
28113950501,2642,1332,395,915,0,0,0,953,37,1507,27,16,102
28113950502,1462,634,344,483,0,1,0,591,14,789,7,4,57
28113950601,1838,823,318,697,0,0,0,555,36,1186,5,6,50
28113950602,2736,1302,440,991,0,3,0,850,23,1755,9,2,97
28113950700,2847,1237,768,842,0,0,0,1169,35,1501,13,5,124
28087000102,1453,745,476,232,0,0,0,1024,14,324,6,10,75
28087000103,3283,1458,1442,383,0,0,0,2668,56,354,18,14,173
28087000104,1031,458,390,183,0,0,0,747,18,220,3,0,43
28087000301,2774,1122,1153,499,0,0,0,2097,51,441,31,17,137
28087000302,2527,1191,737,598,0,1,0,1475,35,840,35,17,125
28087000403,3062,1320,639,1103,0,0,0,1136,20,1806,13,7,80
28087000404,2855,1167,1332,355,0,1,0,2406,33,258,16,10,132
28087000405,3967,1893,1229,845,0,0,0,2306,52,1458,16,14,121
28087000406,1599,718,672,209,0,0,0,1225,17,240,6,12,99
28087000500,2648,1243,413,992,0,0,0,739,27,1796,16,9,61
28087000600,2132,1130,218,783,0,1,0,373,14,1689,10,4,42
28087000700,2941,1484,278,1177,0,2,0,785,40,2012,20,6,78
28087000800,2324,1343,28,953,0,0,0,149,21,2119,6,1,28
28087000901,1711,981,326,403,0,1,0,849,30,710,35,13,74
28087000902,2210,1164,340,706,0,0,0,797,28,1295,18,7,65
28087001000,2070,790,689,591,0,0,0,1157,25,762,11,8,107
28087001100,1588,529,93,963,0,3,0,293,16,1223,5,9,42
28087980000,145,128,9,8,0,0,0,105,9,6,3,3,19
28131020100,2104,894,736,471,0,3,0,1283,28,675,6,12,100
28131020203,2260,890,1159,211,0,0,0,1945,52,76,6,13,168
28131020204,2339,857,1148,333,0,1,0,1853,47,283,3,3,150
28131020205,2142,814,1056,271,0,1,0,1807,42,118,12,9,154
28131020206,2022,859,582,580,0,1,0,1029,34,839,7,4,109
28105950101,2530,1346,487,697,0,0,0,1243,44,1052,24,10,157
28105950102,1633,804,267,562,0,0,0,733,31,777,12,8,72
28105950201,1696,977,356,363,0,0,0,1170,31,322,35,17,121
28105950202,2262,826,744,690,0,2,0,1358,17,791,9,8,79
28105950300,2498,1206,302,990,0,0,0,624,34,1759,14,12,55
28105950401,1796,1221,247,328,0,0,0,1334,29,224,17,19,173
28105950402,1507,712,284,511,0,0,0,703,21,695,15,9,64
28105950500,2652,1260,597,794,0,1,0,1794,42,630,11,17,158
28105950601,2984,1593,914,477,0,0,0,2124,51,501,93,32,183
28105950603,2081,950,636,495,0,0,0,1255,45,612,34,23,112
28105950604,3616,2185,557,874,0,0,0,1633,82,1650,40,28,183
28105950701,2371,940,593,838,0,0,0,1038,26,1174,13,13,107
28105950702,2742,963,965,814,0,0,0,1743,30,827,11,13,118
28153950101,1759,519,490,747,0,3,0,706,11,990,7,6,39
