FULLCODE,total_reg,party_dem,party_npp,party_rep,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
13057090303,5576,1057,1686,2833,0,0,4528,236,194,62,74,482
13057090401,2330,531,1241,558,0,0,1535,294,318,17,33,133
13057090402,4975,925,2072,1978,0,0,3692,377,425,54,57,370
13057090503,3866,532,1389,1945,0,0,3136,170,90,59,57,354
13057090504,3943,478,1394,2071,0,0,3224,163,108,40,43,365
13057090505,4368,541,1439,2388,0,0,3604,165,153,55,76,315
13057090506,3501,335,1298,1868,0,0,2946,133,60,28,37,297
13057090507,1655,122,625,908,0,0,1444,63,23,6,24,95
13057090603,5108,803,2288,2017,0,0,3808,465,333,65,56,381
13057090604,1922,334,748,840,0,0,1420,158,171,11,17,145
13057090605,1995,333,926,736,0,0,1460,250,150,16,27,92
13057090606,2536,318,1035,1183,0,0,2089,163,94,12,25,153
13057090703,2479,380,1095,1004,0,0,1929,207,157,26,18,142
13057090704,2718,377,1179,1162,0,0,2180,187,96,15,50,190
13057090705,2105,286,832,987,0,0,1676,117,64,40,27,181
13057090706,3721,584,1333,1804,0,0,3000,191,137,41,52,300
13057090707,2734,705,1219,810,0,0,1698,303,405,55,39,234
13057090708,3499,716,1505,1278,0,0,2500,268,343,43,69,276
13057090709,1790,417,790,583,0,0,1240,148,201,33,37,131
13057090710,2941,456,1093,1392,0,0,2315,129,124,59,53,261
13057090805,3873,626,1310,1937,0,0,3127,172,121,52,76,325
13057090806,3581,630,1359,1592,0,0,2709,263,202,66,57,284
13057090807,5514,1002,2081,2431,0,0,4304,298,328,80,111,393
13057090808,4907,724,1598,2585,0,0,3916,287,174,60,78,392
13057090809,3260,469,1083,1708,0,0,2675,176,66,34,41,268
13057090810,3425,533,1209,1683,0,0,2613,177,188,54,65,328
13057090905,3187,715,1234,1238,0,0,2293,242,204,66,73,309
13057090906,4473,961,1619,1893,0,0,3255,300,272,116,152,378
13057090907,3589,749,1363,1477,0,0,2608,361,158,69,78,315
13057090908,3710,1030,1440,1240,0,0,2312,370,398,137,147,346
13057090909,4105,994,1675,1436,0,0,2731,351,440,134,137,312
13057090910,3344,714,1406,1224,0,0,2331,335,224,63,103,288
13057090911,4325,857,1503,1965,0,0,3242,294,191,111,124,363
13057090912,3143,524,1146,1473,0,0,2453,246,107,39,36,262
13057091001,3792,956,1574,1262,0,0,2513,358,486,69,50,316
13057091006,4243,819,1501,1923,0,0,3279,235,227,52,84,366
13057091007,5195,921,1809,2465,0,0,4056,334,235,46,91,433
13057091009,4266,950,1608,1708,0,0,3045,256,396,96,134,339
13057091010,2507,393,829,1285,0,0,2006,96,85,49,37,234
13057091011,2949,790,1196,963,0,0,1956,245,392,56,87,213
13057091012,2555,540,1110,905,0,0,1849,241,178,30,53,204
13057091013,2875,674,1231,970,0,0,1997,305,315,30,49,179
13057091014,2627,890,1157,580,0,0,1438,332,589,57,46,165
13057091101,4677,755,1856,2066,0,0,3733,282,189,54,55,364
13057091104,3816,934,1612,1270,0,0,2427,350,520,135,104,280
13057091105,2875,629,1372,874,0,0,1898,377,302,58,46,194
13057091106,3484,945,1525,1014,0,0,2155,366,533,68,97,265
13057091107,2279,540,908,831,0,0,1508,195,285,44,60,187
13057091108,1504,206,662,636,0,0,1234,76,49,11,21,113
13047030100,4817,445,2184,2188,0,0,4254,148,46,17,39,313
13047030201,3269,445,1411,1413,0,0,2844,85,127,19,23,171
13047030202,4420,518,1875,2027,0,0,3862,112,80,45,54,267
13047030303,2214,237,954,1023,0,0,2008,40,26,15,12,113
13047030304,2565,290,1045,1230,0,0,2271,54,67,13,22,138
13047030305,1396,154,623,619,0,0,1238,44,19,3,5,87
13047030306,4350,491,2011,1848,0,0,3839,107,74,32,45,253
13047030402,4273,505,2036,1732,0,0,3724,107,110,43,44,245
13047030403,3813,431,1379,2003,0,0,3433,72,52,22,19,215
13047030404,1718,184,715,819,0,0,1482,34,20,74,16,92
13047030501,1645,215,902,528,0,0,1381,58,48,28,18,112
13047030502,2235,331,1060,844,0,0,1883,67,85,22,24,154
13047030600,3147,370,1689,1088,0,0,2762,66,69,21,27,202
13047030701,2203,307,1070,826,0,0,1893,40,76,25,14,155
13047030702,2522,382,1210,930,0,0,2072,46,124,63,54,163
13291000101,2665,420,799,1446,0,0,2357,76,9,14,17,192
13291000103,2317,306,676,1335,0,0,2030,60,6,13,22,186
13291000104,2387,313,752,1322,0,0,2132,54,15,7,19,160
13291000201,2486,363,669,1454,0,0,2241,62,4,14,19,146
13291000203,1953,283,487,1183,0,0,1751,41,6,9,15,131
13291000204,3131,408,996,1727,0,0,2732,83,20,17,38,241
13291000206,2500,383,771,1346,0,0,2191,81,12,20,25,171
13291000207,1819,280,520,1019,0,0,1626,32,4,9,11,137
13103030100,2512,487,914,1111,0,0,1933,56,335,9,25,154
13103030204,2956,910,1131,915,0,0,1902,85,747,7,22,193
13103030205,2294,559,1005,730,0,0,1591,99,424,15,28,137
13103030206,2085,520,640,925,0,0,1472,38,418,6,15,136
13103030207,1783,234,781,768,0,0,1507,38,100,9,28,101
13103030208,3410,581,1714,1115,0,0,2530,213,376,28,37,226
13103030209,1713,318,738,657,0,0,1293,69,219,5,25,102
13103030301,5145,905,2123,2117,0,0,3894,255,529,53,42,372
13103030303,1951,266,813,872,0,0,1598,73,134,9,17,120
13103030306,2198,679,833,686,0,0,1447,69,531,16,11,124
13103030307,3829,873,1779,1177,0,0,2652,216,621,32,39,269
13103030308,3127,880,1161,1086,0,0,2086,122,615,89,22,193
13103030309,2144,509,854,781,0,0,1514,113,332,31,18,136
13103030401,3521,469,1644,1408,0,0,2826,118,248,18,60,251
13103030403,2874,391,1373,1110,0,0,2271,156,195,14,24,214
13103030404,2413,310,1117,986,0,0,1946,86,145,16,29,191
13251970200,1127,684,220,223,0,0,580,9,492,1,5,40
13251970300,2478,1397,528,553,0,0,1294,34,1018,15,13,104
13251970401,813,430,185,198,0,0,431,9,331,5,2,35
13251970402,2050,1090,467,493,0,0,1152,16,798,12,4,68
13251970500,1767,817,454,496,0,0,1017,21,644,2,12,71
13251970600,1337,682,275,380,0,0,799,13,467,5,3,50
13031110100,2580,687,719,1174,0,0,1833,36,605,8,5,93
13031110201,2346,986,517,843,0,0,1320,49,829,14,14,120
13031110202,3160,1398,608,1154,0,0,1762,73,1141,31,20,133
13031110301,2740,801,714,1225,0,0,1907,53,584,39,19,138
13031110302,2992,816,796,1380,0,0,2094,129,521,62,22,164
13031110401,3246,1813,915,518,0,0,1294,111,1619,23,36,163
13031110405,2046,1257,704,85,0,0,694,100,1135,18,23,76
13031110406,827,426,295,106,0,0,355,38,381,6,5,42
13031110407,417,199,191,27,0,0,188,26,171,8,2,22
13031110408,751,420,281,50,0,0,281,36,389,11,13,21
13031110500,2201,797,758,646,0,0,1470,65,473,25,20,148
13031110602,3046,1375,821,850,0,0,1579,68,1241,29,6,123
13031110603,2445,865,721,859,0,0,1610,66,592,40,20,117
13031110604,1939,803,486,650,0,0,1098,45,665,30,13,88
13031110701,3408,941,1287,1180,0,0,2421,86,681,20,24,176
13031110702,2007,360,642,1005,0,0,1608,49,175,49,21,105
13031110703,1969,322,772,875,0,0,1585,68,176,17,14,109
13031110800,1839,580,545,714,0,0,1207,31,492,11,9,89
13031110901,2574,355,1011,1208,0,0,2109,76,206,11,16,156
13031110902,2349,299,1020,1030,0,0,1976,65,151,8,12,137
13161960101,1437,238,503,696,0,0,1132,111,117,6,11,60
13161960102,2588,397,813,1378,0,0,2069,118,206,14,19,162
13161960201,2121,600,636,885,0,0,1453,112,449,14,4,89
13161960202,1340,538,332,470,0,0,776,44,466,8,2,44
13161960300,970,168,264,538,0,0,801,20,93,3,1,52
13151070109,2660,1625,475,560,0,0,982,112,1460,21,19,66
13151070113,2811,1396,935,480,0,0,1156,268,1201,55,27,104
13151070114,3361,2537,434,390,0,0,694,132,2355,62,48,70
13151070115,2602,2024,427,151,0,0,207,95,1902,285,61,52
13151070116,2286,1203,558,525,0,0,923,143,998,127,26,69
13151070117,3255,1499,916,840,0,0,1649,154,1283,32,23,114
13151070118,2517,1680,373,464,0,0,764,101,1549,31,14,58
13151070119,3716,2892,601,223,0,0,546,249,2715,82,47,77
13151070120,1870,1539,223,108,0,0,172,130,1454,72,11,31
13151070121,2991,2245,354,392,0,0,628,99,2155,18,19,72
13151070122,2473,2015,240,218,0,0,384,67,1965,12,11,34
13151070123,1414,923,279,212,0,0,432,62,836,38,12,34
13151070124,3312,2455,543,314,0,0,487,153,2291,262,70,49
13151070125,1988,951,547,490,0,0,992,108,783,29,13,63
13151070126,2288,1443,567,278,0,0,678,197,1303,20,26,64
13151070127,2623,2342,173,108,0,0,205,60,2305,14,11,28
13151070128,1605,1291,181,133,0,0,263,65,1224,11,10,32
13151070204,4229,2271,860,1098,0,0,1852,161,1977,99,29,111
13151070206,3305,1419,747,1139,0,0,1797,111,1177,41,36,143
13151070207,2437,968,575,894,0,0,1416,111,769,23,14,104
13151070208,3566,996,1040,1530,0,0,2387,136,714,121,29,179
13151070209,3367,1104,946,1317,0,0,2152,131,864,47,27,146
13151070210,2008,762,499,747,0,0,1218,68,571,55,24,72
13151070211,3296,2189,593,514,0,0,879,155,1998,146,45,73
13151070212,1911,769,691,451,0,0,1007,153,627,26,12,86
13151070213,2091,736,559,796,0,0,1277,122,542,24,21,105
13151070214,3296,953,1132,1211,0,0,2199,103,757,26,35,176
13151070215,1363,458,406,499,0,0,862,55,354,7,17,68
13151070216,3966,2420,765,781,0,0,1356,188,2202,60,46,114
13151070307,3886,2245,608,1033,0,0,1517,172,2005,38,27,127
13151070310,4718,2430,1228,1060,0,0,2051,290,2063,70,78,166
13151070312,3685,2508,649,528,0,0,1017,206,2343,28,23,68
13151070313,5701,4351,808,542,0,0,949,251,4072,271,66,92
13151070314,3153,1417,813,923,0,0,1564,190,1139,90,41,129
13151070315,3803,2549,744,510,0,0,798,181,2247,384,96,97
13151070316,2061,1479,340,242,0,0,415,96,1399,59,36,56
13151070317,3873,3204,497,172,0,0,463,200,3061,63,27,59
13151070318,1991,1455,368,168,0,0,392,157,1370,26,12,34
13151070319,3635,2910,544,181,0,0,489,192,2780,80,23,71
13151070320,1868,1185,370,313,0,0,577,89,1068,51,12,71
13151070321,1926,810,485,631,0,0,1007,77,649,51,26,116
13151070322,3894,2857,787,250,0,0,752,329,2635,43,30,105
13151070323,1556,1225,246,85,0,0,231,94,1185,5,18,23
13151070324,2876,2345,350,181,0,0,394,103,2286,29,20,44
13151070325,1371,808,253,310,0,0,541,52,721,1,13,43
13151070405,2444,702,826,916,0,0,1618,93,565,26,15,127
13151070406,2954,1096,1036,822,0,0,1691,161,925,20,19,138
13151070407,3189,1142,975,1072,0,0,1926,151,950,19,22,121
13151070408,2286,432,910,944,0,0,1688,125,296,11,23,143
13151070409,3590,826,1467,1297,0,0,2561,159,645,29,19,177
13151070410,2941,492,1257,1192,0,0,2283,136,305,15,20,182
13151070411,4001,2321,943,737,0,0,1444,167,2096,88,35,171
13151070412,3432,1822,1016,594,0,0,1409,209,1640,22,18,134
13151070503,4820,3240,1028,552,0,0,1342,266,3038,32,29,113
13151070504,1361,635,452,274,0,0,665,87,523,9,11,66
13151070505,4371,2061,1122,1188,0,0,2206,214,1714,41,31,165
13151070506,2161,1255,503,403,0,0,799,151,1124,25,21,41
13151070507,1964,1206,380,378,0,0,662,76,1146,18,5,57
13151070508,3880,2390,806,684,0,0,1258,218,2217,47,44,96
13137000100,2916,239,947,1730,0,0,2573,86,13,15,31,198
13137000201,3135,240,1050,1845,0,0,2793,83,20,18,24,197
13137000203,3557,406,1057,2094,0,0,3150,65,30,27,20,265
13137000204,1219,105,377,737,0,0,1082,33,9,9,6,80
13137000300,2756,373,947,1436,0,0,2308,140,72,27,27,182
13137000400,3372,314,1217,1841,0,0,2756,231,57,58,27,243
13137000501,1358,262,619,477,0,0,864,157,180,45,16,96
13137000502,3012,270,1127,1615,0,0,2523,173,55,36,16,209
13137000601,2718,229,1262,1227,0,0,2092,334,72,39,16,165
13137000603,2217,189,781,1247,0,0,1949,74,24,20,17,133
13137000604,2268,268,1282,718,0,0,1432,524,111,55,25,121
13169030101,2271,575,712,984,0,0,1725,51,331,21,15,128
13169030103,1579,381,497,701,0,0,1197,25,269,9,13,66
13169030105,2360,762,1006,592,0,0,1582,27,612,9,12,118
13169030106,2452,1725,423,304,0,0,701,28,1666,4,11,42
13169030200,2392,677,732,983,0,0,1700,37,528,7,14,106
13169030303,1667,359,689,619,0,0,1338,11,208,8,11,91
13169030304,2384,582,772,1030,0,0,1793,43,403,8,16,121
13169030305,3036,714,1032,1290,0,0,2332,38,462,27,20,157
13169030306,2116,838,512,766,0,0,1276,22,717,6,11,84
13177020101,2673,558,953,1162,0,0,2014,52,416,27,17,147
13177020102,2520,553,828,1139,0,0,1923,54,447,7,8,81
13177020200,993,417,235,341,0,0,517,15,387,4,6,64
13177020301,2590,767,864,959,0,0,1749,54,622,12,11,142
13177020302,2265,440,779,1046,0,0,1755,33,307,47,14,109
13177020403,4635,1272,1252,2111,0,0,3119,144,934,161,42,235
13177020404,2999,737,1152,1110,0,0,2126,90,551,33,26,173
13177020405,4062,1347,1176,1539,0,0,2579,110,1111,50,43,169
13125010100,2037,390,403,1244,0,0,1667,9,155,12,4,190
13289060101,1735,588,670,477,0,0,1283,40,281,6,17,108
13289060102,1741,1307,202,232,0,0,646,28,1006,5,9,47
13289060200,2870,2047,370,453,0,0,1282,27,1450,5,25,81
13139000101,3647,412,1630,1605,0,0,2943,243,195,38,23,205
13139000102,2759,242,1266,1251,0,0,2219,254,81,12,24,169
13139000203,3521,240,1213,2068,0,0,3168,80,32,17,39,185
13139000204,3306,289,1086,1931,0,0,2874,122,40,15,30,225
13139000205,1788,173,725,890,0,0,1408,223,25,17,19,96
13139000206,2630,143,1035,1452,0,0,2358,79,34,15,10,134
13139000303,2117,283,618,1216,0,0,1853,80,24,9,21,130
13139000304,3034,310,1359,1365,0,0,2484,215,42,27,25,241
13139000305,3318,357,1398,1563,0,0,2754,265,74,19,25,181
13139000306,2101,271,825,1005,0,0,1734,108,51,14,24,170
13139000307,3254,364,1384,1506,0,0,2555,334,62,45,46,212
13139000401,2146,414,756,976,0,0,1528,260,192,47,19,100
13139000402,2308,336,877,1095,0,0,1885,182,51,27,12,151
13139000501,2630,490,972,1168,0,0,1939,304,155,35,40,157
13139000502,2707,456,760,1491,0,0,2137,185,159,40,25,161
13139000601,1666,341,623,702,0,0,1174,227,126,18,12,109
13139000602,1913,318,895,700,0,0,1388,234,163,11,12,105
13139000702,2494,483,1479,532,0,0,1023,1137,257,10,6,61
13139000703,1795,1031,649,115,0,0,348,411,970,20,13,33
13139000704,1711,569,913,229,0,0,555,623,454,23,14,42
13139000800,1464,899,427,138,0,0,311,262,840,9,11,31
13139000901,2934,694,1036,1204,0,0,2065,285,317,32,35,200
13139000902,1594,406,591,597,0,0,1081,248,125,27,17,96
13139001004,1944,449,884,611,0,0,1191,295,225,58,24,151
13139001005,2866,498,1216,1152,0,0,1665,729,134,82,26,230
13139001006,2277,355,847,1075,0,0,1712,288,52,37,20,168
13139001007,737,267,418,52,0,0,222,240,214,32,4,25
13139001008,1307,267,887,153,0,0,410,656,154,22,13,52
13139001101,1170,295,793,82,0,0,278,603,227,22,10,30
13139001102,1408,192,1048,168,0,0,354,840,80,101,7,26
13139001202,2961,513,1878,570,0,0,1149,1329,303,55,17,108
13139001203,513,125,350,38,0,0,167,242,93,2,1,8
13139001204,2565,366,1420,779,0,0,1393,900,134,32,15,91
13139001302,4113,469,1421,2223,0,0,3238,391,137,39,44,264
13139001303,2054,249,758,1047,0,0,1500,277,78,82,22,95
13139001304,2105,423,1042,640,0,0,1113,531,233,110,21,97
13139001402,4024,633,1488,1903,0,0,2961,519,197,75,56,216
13139001404,3215,721,1565,929,0,0,1855,720,405,69,22,144
13139001405,1829,443,935,451,0,0,1031,353,249,47,26,123
13139001406,2210,476,1110,624,0,0,1038,595,226,176,35,140
13139001501,3821,567,1431,1823,0,0,2987,273,145,56,58,302
13139001502,3924,519,1434,1971,0,0,3161,226,115,64,64,294
13139001603,3954,608,1700,1646,0,0,2888,427,261,91,48,239
13139001605,3599,504,1543,1552,0,0,2707,328,177,50,60,277
13139001606,2513,619,1150,744,0,0,1572,339,356,44,31,171
13139001607,4446,744,1938,1764,0,0,3117,426,333,188,66,316
13139001609,3546,577,1379,1590,0,0,2612,257,173,102,74,328
13139001610,3482,602,1632,1248,0,0,2395,473,275,53,50,236
13139001611,3333,428,1275,1630,0,0,2571,272,97,57,37,299
13139001612,2526,564,485,1477,0,0,2105,81,77,42,29,192
13213010100,2162,178,857,1127,0,0,1960,64,8,11,13,106
13213010201,1105,92,391,622,0,0,1024,19,7,2,9,44
13213010203,1954,138,947,869,0,0,1563,282,18,10,12,69
13213010204,2952,297,1343,1312,0,0,2416,325,36,8,19,148
13213010300,2388,230,843,1315,0,0,2188,60,10,8,11,111
13213010401,1789,196,692,901,0,0,1517,145,23,9,4,91
13213010402,2156,206,814,1136,0,0,1773,239,24,16,7,97
13213010500,2833,268,1223,1342,0,0,2247,435,28,9,9,105
13213010600,2458,164,964,1330,0,0,2199,95,12,4,15,133
13213010700,2882,213,1486,1183,0,0,2549,151,19,6,10,147
13101880100,931,170,268,493,0,0,690,79,77,4,15,66
13101880200,1145,148,399,598,0,0,912,127,40,1,13,52
13241970101,1554,251,513,790,0,0,1383,45,16,5,13,92
13241970102,890,145,284,461,0,0,774,42,4,5,3,62
13241970103,1254,168,410,676,0,0,1101,35,5,9,6,98
13241970201,2952,429,953,1570,0,0,2555,138,27,27,23,182
13241970202,2011,263,679,1069,0,0,1794,48,25,15,14,115
13241970302,1070,116,367,587,0,0,968,28,8,5,10,51
13241970303,1933,275,509,1149,0,0,1696,69,7,8,17,136
13241970304,1044,145,256,643,0,0,941,8,2,5,7,81
13063040202,2007,1692,286,29,0,0,114,69,1643,125,10,46
13063040203,2767,2616,121,30,0,0,86,37,2595,13,13,23
13063040204,3419,3186,186,47,0,0,112,74,3164,18,17,34
13063040302,2800,1942,676,182,0,0,467,365,1801,109,16,42
13063040306,1459,1211,228,20,0,0,111,122,1175,24,10,17
13063040307,2551,1330,971,250,0,0,525,376,1116,448,27,59
13063040308,2583,1765,645,173,0,0,462,295,1618,139,15,54
13063040309,1928,1554,313,61,0,0,215,153,1472,46,7,35
13063040310,2247,1607,518,122,0,0,335,302,1497,72,10,31
13063040407,3010,2088,690,232,0,0,426,278,1902,317,18,69
13063040409,3779,2861,692,226,0,0,429,217,2675,376,19,63
13063040410,4435,3646,630,159,0,0,457,321,3514,76,25,42
13063040414,1166,714,378,74,0,0,224,230,630,41,15,26
13063040416,1986,1256,592,138,0,0,355,335,1117,118,17,44
13063040417,2963,2515,361,87,0,0,262,193,2412,38,23,35
13063040418,1015,656,269,90,0,0,164,107,573,142,5,24
13063040419,3507,2473,819,215,0,0,408,187,2264,550,25,73
13063040420,5116,4330,582,204,0,0,455,278,4154,126,30,73
13063040421,5747,5048,418,281,0,0,509,189,4876,72,27,74
13063040422,1279,1102,166,11,0,0,60,110,1080,10,6,13
13063040423,2235,1900,267,68,0,0,196,129,1823,32,21,34
13063040424,1917,1738,153,26,0,0,115,48,1698,25,13,18
13063040425,3147,2092,771,284,0,0,512,220,1872,455,20,68
13063040426,1745,1261,333,151,0,0,302,158,1148,81,15,41
13063040427,3492,2941,424,127,0,0,286,257,2829,63,23,34
13063040509,3640,3351,175,114,0,0,193,91,3280,19,26,31
13063040510,2290,2003,229,58,0,0,141,78,1960,59,21,31
13063040512,3787,3452,249,86,0,0,154,119,3387,58,32,37
13063040513,4172,3586,393,193,0,0,312,201,3479,91,36,53
13063040518,3590,3104,392,94,0,0,274,207,3004,40,22,43
13063040519,2872,2704,147,21,0,0,96,36,2679,9,28,24
13063040521,1950,1549,307,94,0,0,178,164,1497,67,12,32
13063040522,3505,2950,454,101,0,0,255,188,2836,142,21,63
13063040523,1638,1364,219,55,0,0,121,75,1312,103,11,16
13063040525,2089,1905,131,53,0,0,114,90,1848,8,12,17
13063040527,2893,2718,139,36,0,0,75,55,2692,31,22,18
13063040528,1711,1408,264,39,0,0,132,172,1353,24,8,22
13063040529,2873,2612,205,56,0,0,147,113,2558,21,17,17
13063040530,2528,2253,210,65,0,0,145,121,2189,24,13,36
13063040531,1651,1551,87,13,0,0,45,35,1541,6,9,15
13063040532,1230,1143,70,17,0,0,38,32,1137,12,3,8
13063040533,3164,2658,373,133,0,0,247,180,2568,96,22,51
13063040534,2368,2090,227,51,0,0,114,103,2044,67,6,34
13063040535,2560,2232,270,58,0,0,151,116,2185,64,16,28
13063040536,2124,1793,232,99,0,0,201,129,1732,35,12,15
13063040537,2785,2443,239,103,0,0,208,128,2380,21,15,33
13063040538,2027,1824,141,62,0,0,130,57,1793,15,14,18
13063040606,3295,2493,562,240,0,0,652,218,2321,21,23,60
13063040609,5021,3888,709,424,0,0,787,300,3569,214,58,93
13063040614,4434,2784,749,901,0,0,1648,208,2083,278,39,178
13063040615,1455,1185,184,86,0,0,179,86,1113,54,3,20
13063040617,481,203,249,29,0,0,140,136,178,9,5,13
13063040623,3775,3171,465,139,0,0,346,275,3060,26,16,52
13063040624,2120,1778,253,89,0,0,231,125,1698,25,17,24
13063040625,3112,2609,375,128,0,0,328,212,2504,16,19,33
13063040626,4016,3546,321,149,0,0,294,176,3445,40,17,44
13063040627,3664,2697,608,359,0,0,652,290,2493,136,18,75
13063040628,2916,2254,315,347,0,0,575,131,2049,78,14,69
13063040629,1303,952,304,47,0,0,190,170,884,18,6,35
13063040630,2722,2202,409,111,0,0,336,147,2120,57,18,44
13063040631,5917,5112,563,242,0,0,419,285,4972,113,44,84
13063040632,3011,2743,237,31,0,0,155,104,2681,26,15,30
13063040633,2260,1735,382,143,0,0,293,200,1653,53,20,41
13063040634,2273,1906,290,77,0,0,251,131,1834,16,16,25
13063040635,1532,986,342,204,0,0,432,83,881,61,13,62
13063040636,3885,3061,431,393,0,0,705,190,2851,41,20,78
13063040637,1833,1647,153,33,0,0,110,83,1605,5,13,17
13063040638,2765,2413,200,152,0,0,245,99,2345,29,18,29
13063040639,3290,2891,247,152,0,0,282,129,2787,27,21,44
13063980000,6,2,4,0,0,0,1,1,1,3,0,0
13123080100,3562,422,1055,2085,0,0,3176,109,24,23,24,206
13123080200,4236,490,1403,2343,0,0,3735,128,22,33,22,296
13123080301,1812,165,646,1001,0,0,1527,120,7,22,23,113
13123080302,2542,219,931,1392,0,0,2208,149,12,25,19,129
13123080401,2036,139,890,1007,0,0,1779,87,10,9,10,141
13123080402,2794,342,999,1453,0,0,2345,177,8,12,23,229
13123080403,2085,254,831,1000,0,0,1813,93,17,3,21,138
13123080500,3159,340,1073,1746,0,0,2812,110,11,20,23,183
13039010100,2601,606,901,1094,0,0,1898,46,480,9,20,148
13039010201,1744,692,448,604,0,0,967,34,664,7,12,60
13039010202,1893,268,816,809,0,0,1554,62,143,9,18,107
13039010302,3351,1021,1373,957,0,0,2067,132,906,25,36,185
13039010303,2162,640,996,526,0,0,1302,126,538,21,31,144
13039010304,1659,361,794,504,0,0,1151,103,285,16,20,84
13039010305,1174,175,552,447,0,0,913,54,119,5,7,76
13039010403,3101,595,1133,1373,0,0,2363,107,291,57,32,251
13039010404,3315,1043,1569,703,0,0,1861,264,877,89,31,193
13039010405,3078,880,1516,682,0,0,1875,223,714,25,40,201
13039010406,1422,206,557,659,0,0,1164,62,80,11,19,86
13039010407,3027,631,1325,1071,0,0,2159,203,367,37,39,222
13039010500,391,59,299,33,0,0,230,55,49,5,7,45
13039010602,821,159,372,290,0,0,660,38,53,2,4,64
13039010603,2087,408,754,925,0,0,1696,67,196,6,8,114
13039010604,2127,680,971,476,0,0,1247,132,598,7,30,113
13039990000,0,0,0,0,0,0,0,0,0,0,0,0
13273120200,1374,723,282,369,0,0,807,18,479,2,5,63
13273120300,1985,1695,136,154,0,0,362,10,1567,3,4,39
13273120400,2224,1637,229,358,0,0,746,13,1379,25,9,52
13273120500,1056,467,226,363,0,0,629,12,364,1,3,47
13035150101,2629,237,1169,1223,0,0,2276,68,101,8,12,164
13035150102,3904,820,1245,1839,0,0,2939,69,668,17,22,189
13035150201,3891,1674,922,1295,0,0,2078,89,1525,18,32,149
13035150202,2207,860,634,713,0,0,1226,68,810,6,10,87
13035150300,4517,1178,1498,1841,0,0,3130,142,987,25,20,213
13255160101,2706,407,1119,1180,0,0,2154,106,244,20,24,158
13255160102,1221,319,508,394,0,0,797,95,249,3,24,53
13255160201,2508,548,1012,948,0,0,1863,105,396,7,10,127
13255160202,3606,1302,778,1526,0,0,2363,125,834,19,38,227
13255160300,2455,1798,363,294,0,0,608,55,1729,3,19,41
13255160401,2405,1239,570,596,0,0,1116,77,1067,24,12,109
13255160402,2125,1504,407,214,0,0,543,66,1457,13,10,36
13255160500,4466,2314,1088,1064,0,0,1951,159,2105,58,44,149
13255160600,2931,374,1087,1470,0,0,2464,98,176,14,18,161
13255160701,2803,1771,615,417,0,0,914,100,1670,13,12,94
13255160702,1451,559,422,470,0,0,836,41,492,5,3,74
13255160800,2454,1941,340,173,0,0,460,48,1891,2,13,40
13255160900,1576,701,576,299,0,0,791,52,649,5,10,69
13255161000,4205,920,1561,1724,0,0,3144,99,727,21,29,185
13255161100,2935,598,776,1561,0,0,2337,79,314,21,15,169
13255161201,2849,854,786,1209,0,0,1918,93,663,19,16,140
13255161202,3746,1421,869,1456,0,0,2270,85,1176,33,16,166
13269950100,706,213,196,297,0,0,507,6,144,10,6,33
13269950200,1668,815,277,576,0,0,854,26,710,5,13,60
13269950301,1044,432,295,317,0,0,664,8,318,9,4,41
13269950302,1802,981,302,519,0,0,899,18,808,2,13,62
13247060101,2502,984,837,681,0,0,1453,190,702,31,19,107
13247060103,1825,713,439,673,0,0,1139,61,488,26,26,85
13247060104,2218,1288,517,413,0,0,878,93,1118,24,19,86
13247060201,1896,1032,620,244,0,0,509,466,864,7,5,45
13247060203,3660,2648,501,511,0,0,927,168,2439,25,26,75
13247060204,3771,2800,460,511,0,0,887,120,2579,68,34,83
13247060305,2991,2285,464,242,0,0,537,173,2147,39,22,73
13247060306,2976,2550,272,154,0,0,367,92,2440,19,19,39
13247060310,1487,1070,267,150,0,0,393,66,969,23,12,24
13247060311,2559,1934,292,333,0,0,635,62,1773,22,20,47
13247060312,3428,2753,303,372,0,0,590,77,2554,87,49,71
13247060313,2863,2316,278,269,0,0,458,79,2179,59,37,51
13247060314,2083,1897,131,55,0,0,127,46,1851,17,13,29
13247060315,2042,1622,269,151,0,0,360,75,1548,10,18,31
13247060316,2432,1876,340,216,0,0,524,75,1745,21,21,46
13247060317,2596,2139,325,132,0,0,359,123,2062,9,13,30
13247060318,1615,978,356,281,0,0,650,102,772,11,24,56
13247060403,3027,1840,480,707,0,0,1147,79,1635,42,23,101
13247060406,4173,2489,784,900,0,0,1690,150,2067,79,41,146
13247060407,2465,1345,525,595,0,0,1113,130,1068,25,24,105
13247060408,2785,1677,465,643,0,0,1118,93,1416,30,27,101
13247060409,2765,1699,461,605,0,0,1062,100,1453,53,20,77
13247060410,3057,2059,590,408,0,0,882,164,1868,31,36,76
13247060411,1725,929,324,472,0,0,803,63,747,14,28,70
13029920101,4177,723,1805,1649,0,0,3242,125,504,23,35,248
13029920103,3181,980,990,1211,0,0,2088,84,827,25,23,134
13029920104,683,116,331,236,0,0,544,23,68,4,3,41
13029920301,1392,364,565,463,0,0,960,47,263,26,5,91
13029920303,3885,1234,1827,824,0,0,2221,344,894,102,63,261
13029920305,3786,770,1427,1589,0,0,2648,202,415,113,84,324
