FULLCODE,total_reg,party_dem,party_npp,party_rep,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
13029920307,5310,950,1996,2364,0,0,4086,245,444,68,71,396
13029920308,7463,1711,3402,2350,0,0,5050,597,1016,117,124,559
13029980000,13,9,2,2,0,0,2,2,9,0,0,0
13127000101,1078,233,257,588,0,0,891,17,23,10,20,117
13127000103,1640,439,420,781,0,0,1342,32,77,18,32,139
13127000104,1025,133,255,637,0,0,898,32,5,14,6,70
13127000201,1608,281,432,895,0,0,1394,40,15,9,21,129
13127000202,3123,585,800,1738,0,0,2674,85,57,37,28,242
13127000301,955,155,262,538,0,0,800,12,20,8,7,108
13127000302,2371,385,559,1427,0,0,2033,65,59,21,20,173
13127000303,2969,585,700,1684,0,0,2574,73,26,34,24,238
13127000403,2538,479,918,1141,0,0,1989,113,240,16,23,157
13127000405,1185,323,501,361,0,0,764,86,246,9,6,74
13127000406,4306,875,1736,1695,0,0,3028,194,608,121,42,313
13127000407,2899,751,1274,874,0,0,1994,175,495,38,24,173
13127000408,3128,827,1180,1121,0,0,2008,204,566,88,39,223
13127000409,1914,407,832,675,0,0,1401,63,308,13,15,114
13127000501,2473,1350,581,542,0,0,1081,87,1191,15,12,87
13127000503,2603,1352,798,453,0,0,1102,144,1193,20,20,124
13127000504,2500,1688,498,314,0,0,700,100,1612,9,13,66
13127000601,2326,647,987,692,0,0,1496,111,529,44,32,114
13127000602,1367,176,570,621,0,0,1102,59,95,10,11,90
13127000701,2045,913,577,555,0,0,1027,82,787,39,13,97
13127000702,2837,2052,521,264,0,0,651,102,1991,11,18,64
13127000800,2143,1713,324,106,0,0,330,50,1704,9,14,36
13127000900,2404,1266,586,552,0,0,1218,97,934,6,21,128
13127001001,4131,785,1513,1833,0,0,3334,115,307,32,38,305
13127001002,4541,1000,1854,1687,0,0,3279,169,710,42,58,283
13127990000,0,0,0,0,0,0,0,0,0,0,0,0
13093970100,1900,1200,343,357,0,0,851,78,880,10,2,79
13093970200,794,542,135,117,0,0,356,22,366,6,3,41
13093970300,3158,2030,516,612,0,0,1470,49,1542,17,8,72
13009970101,1763,969,363,431,0,0,807,16,865,2,5,68
13009970102,2120,836,466,818,0,0,1350,16,626,4,22,102
13009970201,2209,1333,373,503,0,0,939,30,1137,15,9,79
13009970202,2319,553,636,1130,0,0,1820,45,247,42,17,148
13009970301,2112,691,511,910,0,0,1471,54,467,16,15,89
13009970302,2680,1305,585,790,0,0,1356,76,1026,92,23,107
13009970400,2607,1604,566,437,0,0,1064,65,1338,36,24,80
13009970501,1171,672,343,156,0,0,527,29,562,6,6,41
13009970502,1264,538,304,422,0,0,742,20,443,2,2,55
13009970600,2301,1820,265,216,0,0,502,30,1721,8,6,34
13009970701,1042,826,149,67,0,0,208,14,790,7,0,23
13009970702,1001,757,126,118,0,0,262,16,697,1,3,22
13009970801,1889,741,524,624,0,0,1171,20,605,5,4,84
13009970802,2019,1002,512,505,0,0,1028,24,857,13,2,95
13267950100,2742,731,825,1186,0,0,1983,130,514,5,22,88
13267950202,1635,363,687,585,0,0,1171,185,209,6,9,55
13267950203,1352,573,310,469,0,0,731,53,485,19,7,57
13267950204,842,224,335,283,0,0,552,75,159,3,15,38
13267950300,2370,706,638,1026,0,0,1622,107,503,21,49,68
13267950401,1372,367,396,609,0,0,995,39,264,2,11,61
13267950402,1937,543,584,810,0,0,1260,126,409,15,31,96
13205090100,2249,770,791,688,0,0,1459,42,634,6,5,103
13205090200,2164,729,623,812,0,0,1498,79,500,11,7,69
13205090300,1649,1440,89,120,0,0,218,13,1395,1,2,20
13205090401,927,401,146,380,0,0,551,15,318,9,1,33
13205090402,2729,1689,441,599,0,0,1053,57,1497,26,7,89
13205090501,1929,1466,223,240,0,0,466,23,1404,5,4,27
13205090502,1621,379,542,700,0,0,1247,54,221,19,5,75
13095000101,1281,1166,70,45,0,0,83,14,1163,8,4,9
13095000102,1722,1444,199,79,0,0,231,41,1400,3,7,40
13095000200,1738,1670,49,19,0,0,48,7,1664,10,2,7
13095000400,3750,2390,719,641,0,0,1340,91,2134,33,24,128
13095000501,3184,2178,426,580,0,0,1058,60,1895,39,31,101
13095000502,3312,1787,501,1024,0,0,1944,46,1142,25,27,128
13095000600,2100,1279,410,411,0,0,875,44,1102,9,8,62
13095000700,1255,808,232,215,0,0,499,13,679,3,5,56
13095000800,639,531,86,22,0,0,104,10,510,0,3,12
13095000900,1345,1022,187,136,0,0,324,27,954,10,8,22
13095001000,1310,1128,113,69,0,0,173,11,1108,2,1,15
13095001100,4475,4267,144,64,0,0,190,23,4218,4,10,30
13095001403,1747,1691,37,19,0,0,38,6,1695,1,3,4
13095001500,1691,1608,61,22,0,0,59,6,1599,5,6,16
13095010302,3044,2887,112,45,0,0,131,16,2860,2,8,27
13095010401,5157,2907,751,1499,0,0,2604,114,2198,57,27,157
13095010402,2555,2158,176,221,0,0,388,30,2080,11,6,40
13095010403,1449,744,269,436,0,0,738,24,611,5,13,58
13095010500,1431,1010,213,208,0,0,421,27,952,3,3,25
13095010601,1545,1489,47,9,0,0,38,5,1489,0,5,8
13095010602,2794,2480,154,160,0,0,328,18,2426,0,4,18
13095010701,2055,1875,125,55,0,0,147,18,1851,5,4,30
13095010702,1536,1370,136,30,0,0,132,25,1356,2,3,18
13095010900,1168,892,143,133,0,0,268,23,841,6,3,27
13095011000,2056,1066,532,458,0,0,962,45,952,3,15,79
13095011200,2682,1834,551,297,0,0,769,78,1738,6,19,72
13095011300,1587,855,369,363,0,0,758,25,718,13,11,62
13095011400,913,805,88,20,0,0,94,12,777,13,6,11
13095011600,1415,798,373,244,0,0,576,40,721,7,15,56
13163960100,3555,2391,636,528,0,0,1683,48,1695,19,8,102
13163960200,1366,755,347,264,0,0,871,16,393,8,5,73
13163960300,3871,3085,447,339,0,0,1349,40,2324,15,15,128
13163960400,2452,2036,231,185,0,0,711,25,1649,6,6,55
13209950100,1600,232,384,984,0,0,1357,30,138,2,5,68
13209950200,2570,921,525,1124,0,0,1482,99,881,14,15,79
13209950300,1348,362,323,663,0,0,967,52,265,5,2,57
13045910101,5293,2348,1804,1141,0,0,2639,290,2023,56,41,244
13045910103,3974,957,1595,1422,0,0,2871,151,678,40,35,199
13045910105,3426,954,1441,1031,0,0,2326,156,700,16,25,203
13045910106,3329,809,1597,923,0,0,2371,174,563,22,32,167
13045910201,2588,427,1222,939,0,0,2074,82,245,16,21,150
13045910202,4183,1053,1930,1200,0,0,2905,176,818,43,28,213
13045910203,2814,399,1202,1213,0,0,2289,83,219,29,14,180
13045910301,2398,485,1020,893,0,0,1823,65,353,14,13,130
13045910302,2421,239,1134,1048,0,0,2087,63,90,25,18,138
13045910400,2702,369,1006,1327,0,0,2288,38,181,16,13,166
13045910502,1995,1142,549,304,0,0,764,108,1042,14,7,60
13045910503,2393,1103,906,384,0,0,1170,154,938,17,16,98
13045910504,1448,576,417,455,0,0,868,57,438,16,10,59
13045910600,3963,1404,1239,1320,0,0,2612,165,946,34,28,178
13045910704,2815,568,919,1328,0,0,2188,112,282,66,34,133
13045910705,3468,1216,1283,969,0,0,2132,182,948,35,27,144
13045910706,3572,793,1163,1616,0,0,2721,150,426,28,28,219
13045910707,3297,553,1270,1474,0,0,2686,95,288,18,20,190
13045910708,2746,1011,855,880,0,0,1779,147,627,34,28,131
13045910709,3255,1155,1319,781,0,0,1979,136,966,14,23,137
13045910800,3233,425,1383,1425,0,0,2775,63,189,16,15,175
13045910900,3061,369,1207,1485,0,0,2607,58,148,17,20,211
13045911001,2499,647,753,1099,0,0,1815,92,405,20,19,148
13045911002,2021,686,669,666,0,0,1277,96,528,19,17,84
13045911101,3207,1152,767,1288,0,0,2138,82,740,43,36,168
13045911102,2416,405,720,1291,0,0,1988,66,200,18,8,136
13045911201,2150,552,781,817,0,0,1588,41,423,20,8,70
13045911202,2355,378,915,1062,0,0,1940,53,204,13,12,133
13105000100,2294,510,801,983,0,0,1772,63,287,53,8,111
13105000200,1878,345,619,914,0,0,1495,60,192,8,15,108
13105000300,2320,1198,387,735,0,0,1127,46,1041,31,14,61
13105000400,2226,947,517,762,0,0,1243,78,774,22,13,96
13105000501,1218,232,290,696,0,0,988,33,133,18,5,41
13105000502,2509,1029,483,997,0,0,1473,21,893,23,3,96
13227050101,1286,182,323,781,0,0,1094,36,4,7,20,125
13227050102,2789,399,669,1721,0,0,2472,60,13,14,27,203
13227050201,2477,260,929,1288,0,0,2149,70,58,16,22,162
13227050202,3672,438,1209,2025,0,0,3226,86,39,28,26,267
13227050300,3286,179,1278,1829,0,0,2912,85,21,22,18,228
13227050400,2657,168,964,1525,0,0,2460,43,12,15,16,111
13227050500,3610,273,1369,1968,0,0,3198,81,35,23,30,243
13227050601,2993,252,1040,1701,0,0,2630,70,55,22,21,195
13227050602,1491,119,608,764,0,0,1356,30,15,10,5,75
13077170101,1387,212,545,630,0,0,1164,30,106,4,7,76
13077170102,4000,664,1489,1847,0,0,3228,164,353,32,20,203
13077170200,5422,1402,2014,2006,0,0,3856,238,935,18,55,320
13077170303,4854,868,1623,2363,0,0,3921,152,376,59,47,299
13077170304,4818,1247,1487,2084,0,0,3425,218,801,48,41,285
13077170307,3854,1898,1334,622,0,0,1667,306,1591,74,44,172
13077170308,2979,1239,971,769,0,0,1613,184,991,34,24,133
13077170309,3030,1242,1179,609,0,0,1486,252,934,133,60,165
13077170310,3872,1085,1239,1548,0,0,2603,197,702,74,60,236
13077170403,3737,821,1492,1424,0,0,2685,165,535,72,38,242
13077170404,4570,917,1596,2057,0,0,3431,227,464,74,84,290
13077170405,5409,1227,1954,2228,0,0,3874,438,642,75,61,319
13077170406,2839,423,1041,1375,0,0,2282,131,157,48,32,189
13077170407,739,239,311,189,0,0,424,85,186,10,7,27
13077170408,5697,950,1947,2800,0,0,4524,249,374,100,70,380
13077170501,5502,832,1923,2747,0,0,4400,218,419,53,67,345
13077170502,5808,919,2328,2561,0,0,4573,213,553,51,43,375
13077170503,5619,1028,2012,2579,0,0,4468,240,478,43,55,335
13077170603,4444,1091,1683,1670,0,0,3071,317,656,53,52,295
13077170604,2493,1420,672,401,0,0,941,152,1248,39,11,102
13077170605,2152,1121,597,434,0,0,939,105,1010,7,10,81
13077170606,3203,974,1250,979,0,0,1990,265,601,87,40,220
13077170607,3165,655,1033,1477,0,0,2379,175,248,86,38,239
13077170701,2489,1407,543,539,0,0,1101,85,1194,7,15,87
13077170702,2570,1283,694,593,0,0,1186,103,1174,10,10,87
13077170801,4319,929,1761,1629,0,0,3216,138,675,28,42,220
13077170802,3936,598,1392,1946,0,0,3231,113,325,20,30,217
13281960100,3443,486,958,1999,0,0,3032,71,32,12,21,275
13281960200,2657,323,667,1667,0,0,2356,55,7,26,13,200
13281960301,1793,224,484,1085,0,0,1561,36,9,11,7,169
13281960302,2140,246,547,1347,0,0,1923,46,7,4,13,147
13185010101,2456,986,1005,465,0,0,1307,143,853,20,17,116
13185010102,3549,1271,1462,816,0,0,1971,261,1044,37,35,201
13185010103,2657,981,988,688,0,0,1500,149,782,45,29,152
13185010201,2041,307,831,903,0,0,1677,78,129,16,23,118
13185010203,3975,970,1566,1439,0,0,2854,119,694,35,27,246
13185010204,5935,1549,2121,2265,0,0,4121,229,985,135,76,389
13185010301,3366,1075,1101,1190,0,0,2095,145,717,174,53,182
13185010302,1848,327,476,1045,0,0,1503,42,119,19,23,142
13185010401,1111,343,318,450,0,0,848,37,134,23,15,54
13185010403,1711,1446,190,75,0,0,229,34,1415,4,4,25
13185010404,2692,1959,533,200,0,0,623,92,1852,32,25,68
13185010500,2291,1951,264,76,0,0,289,45,1909,11,8,29
13185010601,3589,2295,932,362,0,0,1121,186,2114,38,33,97
13185010604,3696,1802,1151,743,0,0,1722,177,1540,31,44,182
13185010700,2604,723,1003,878,0,0,1785,88,550,9,35,137
13185010801,2211,1873,236,102,0,0,276,52,1849,2,7,25
13185010802,1155,1093,53,9,0,0,38,13,1090,2,4,8
13185010900,1005,772,177,56,0,0,222,15,734,3,4,27
13185011000,1969,1771,164,34,0,0,152,40,1750,1,9,17
13185011100,1437,670,473,294,0,0,789,71,468,16,22,71
13185011200,3105,1066,1110,929,0,0,2039,113,666,47,51,189
13185011301,2092,1481,483,128,0,0,543,68,1374,29,21,57
13185011302,1535,1195,249,91,0,0,324,29,1130,2,15,35
13185011401,1829,825,503,501,0,0,924,50,744,32,15,64
13185011402,1694,773,610,311,0,0,805,109,668,10,13,89
13185011404,2556,713,1125,718,0,0,1777,112,519,4,17,127
13185011405,3163,979,1338,846,0,0,2086,134,744,28,17,154
13185011500,2801,535,1202,1064,0,0,2237,89,303,8,27,137
13185011600,3118,627,1272,1219,0,0,2434,105,339,22,28,190
13117130101,3155,355,1188,1612,0,0,2567,217,62,51,60,198
13117130102,2072,199,774,1099,0,0,1741,88,10,18,21,194
13117130103,3313,340,1595,1378,0,0,2721,231,44,22,41,254
13117130104,3580,375,1315,1890,0,0,3042,177,25,31,43,262
13117130105,1722,176,892,654,0,0,1327,193,19,20,18,145
13117130201,3693,417,1441,1835,0,0,3005,224,84,45,48,287
13117130202,4226,477,1673,2076,0,0,3369,188,136,90,90,353
13117130203,3921,408,1612,1901,0,0,3213,220,62,47,76,303
13117130204,4647,648,2007,1992,0,0,3588,335,178,102,85,359
13117130205,3629,702,1719,1208,0,0,2324,383,313,137,139,333
13117130301,4280,561,1792,1927,0,0,3361,244,113,113,67,382
13117130302,6037,1003,2300,2734,0,0,4522,339,197,256,173,550
13117130303,2924,361,1148,1415,0,0,2330,210,67,31,32,254
13117130304,4127,726,1572,1829,0,0,2938,250,160,256,140,383
13117130305,4676,835,1918,1923,0,0,3415,305,185,201,142,428
13117130306,3731,569,1422,1740,0,0,2629,227,130,266,142,337
13117130307,4257,796,1805,1656,0,0,2843,302,204,307,168,433
13117130406,3867,841,1884,1142,0,0,2185,447,260,350,242,383
13117130409,2206,352,901,953,0,0,1610,237,89,37,48,185
13117130410,5109,1087,2278,1744,0,0,3257,470,355,303,214,510
13117130411,2051,320,794,937,0,0,1564,151,89,45,44,158
13117130412,2991,363,1251,1377,0,0,2331,228,82,45,48,257
13117130413,1508,199,546,763,0,0,1125,185,31,22,17,128
13117130414,3855,727,1608,1520,0,0,2612,296,209,208,142,388
13117130415,2640,445,1016,1179,0,0,1917,243,104,86,64,226
13117130503,2279,242,863,1174,0,0,1897,117,22,30,21,192
13117130504,2849,383,1282,1184,0,0,2162,309,30,43,66,239
13117130505,2440,255,857,1328,0,0,2024,96,23,23,47,227
13117130506,2595,354,1058,1183,0,0,2041,161,77,50,41,225
13117130507,2444,369,979,1096,0,0,1886,166,61,50,52,229
13117130508,4505,731,1587,2187,0,0,3481,240,126,129,125,404
13117130509,2962,454,1204,1304,0,0,2192,240,51,117,73,289
13117130511,2927,501,1219,1207,0,0,1897,177,90,343,136,284
13117130512,2304,364,1067,873,0,0,1496,150,68,303,79,208
13117130601,3233,883,1548,802,0,0,1635,317,365,382,228,306
13117130602,2849,787,1353,709,0,0,1332,389,278,359,196,295
13117130603,4035,1048,1697,1290,0,0,2170,257,358,611,190,449
13117130604,3189,734,1276,1179,0,0,1937,204,138,430,212,268
13117130605,3359,643,1240,1476,0,0,2235,202,65,391,150,316
13117130606,3133,666,1253,1214,0,0,1968,196,78,412,135,344
13117130607,4783,960,2286,1537,0,0,2266,212,150,1443,226,486
13117130608,4298,1114,2158,1026,0,0,1470,192,372,1617,305,342
13117130609,3497,812,1620,1065,0,0,1726,210,231,807,183,340
13117130610,4210,801,1758,1651,0,0,2363,170,137,1002,186,352
13117130611,3056,595,1159,1302,0,0,2068,118,97,391,118,264
13117130613,3328,583,1413,1332,0,0,1926,148,119,650,137,348
13117130614,2149,409,855,885,0,0,1222,124,74,428,67,234
13117130615,2488,323,978,1187,0,0,1715,97,45,355,57,219
13321950100,1875,436,623,816,0,0,1424,33,343,7,4,64
13321950201,1548,396,531,621,0,0,1102,31,324,14,4,73
13321950202,2963,1121,573,1269,0,0,1770,29,1006,35,6,117
13321950400,2843,584,841,1418,0,0,2228,50,450,7,10,98
13321950500,2834,1439,654,741,0,0,1345,33,1357,11,10,78
13321950600,1461,221,562,678,0,0,1193,21,140,6,6,95
13119890101,2515,558,831,1126,0,0,1880,58,401,21,13,142
13119890103,1766,204,654,908,0,0,1519,40,54,5,9,139
13119890104,1100,139,421,540,0,0,911,23,87,11,5,63
13119890201,2297,191,922,1184,0,0,2035,44,74,18,5,121
13119890202,1965,197,645,1123,0,0,1715,32,84,31,7,96
13119890300,2462,230,843,1389,0,0,2098,71,108,20,19,146
13119890401,1307,145,436,726,0,0,1113,25,64,21,10,74
13119890402,1859,345,656,858,0,0,1483,22,196,42,7,109
13025960101,2678,212,1372,1094,0,0,2405,44,39,6,19,165
13025960102,1671,171,805,695,0,0,1395,46,92,4,16,118
13025960201,1022,92,387,543,0,0,924,28,3,3,6,58
13025960202,2825,343,940,1542,0,0,2428,36,139,2,17,203
13025960300,3218,316,1095,1807,0,0,2904,50,45,10,20,189
13019970100,1018,272,268,478,0,0,749,7,218,2,4,38
13019970200,2014,266,772,976,0,0,1673,114,124,12,4,87
13019970300,1748,218,658,872,0,0,1507,35,91,8,10,97
13019970400,1946,449,728,769,0,0,1456,52,325,9,12,92
13019970500,2501,423,941,1137,0,0,1986,57,287,18,16,137
13019970600,2254,374,1045,835,0,0,1737,116,204,9,26,162
13183970101,1974,749,680,545,0,0,1103,278,458,7,21,107
13183970102,4444,1830,1731,883,0,0,2341,341,1435,40,47,240
13183970201,1174,447,329,398,0,0,700,62,316,5,17,74
13183970202,1669,659,557,453,0,0,988,80,468,5,26,102
13183980000,4,0,4,0,0,0,3,0,0,0,0,1
13033950101,1942,854,622,466,0,0,1142,75,617,8,11,89
13033950102,1763,1087,387,289,0,0,700,28,950,5,5,75
13033950200,2026,753,775,498,0,0,1249,76,576,10,18,97
13033950400,3137,2397,371,369,0,0,868,30,2137,15,9,78
13033950500,3828,2170,760,898,0,0,1927,62,1661,13,17,148
13033950700,1950,1125,424,401,0,0,970,24,880,6,6,64
13033950900,1366,902,215,249,0,0,514,19,798,4,1,30
13111050100,3081,292,1046,1743,0,0,2737,57,11,11,29,236
13111050200,4800,468,1669,2663,0,0,4353,101,13,22,32,279
13111050300,1947,203,609,1135,0,0,1750,38,4,12,12,131
13111050400,5727,604,1952,3171,0,0,5115,114,32,31,60,375
13111050500,4257,495,1261,2501,0,0,3827,76,24,25,24,281
13015960101,1227,112,479,636,0,0,1106,36,14,4,5,62
13015960103,2665,305,1104,1256,0,0,2193,109,93,29,31,210
13015960104,2384,224,980,1180,0,0,2087,80,58,9,21,129
13015960105,2391,267,1057,1067,0,0,2035,95,90,10,12,149
13015960201,2209,227,1037,945,0,0,1923,75,82,9,4,116
13015960202,2436,487,1150,799,0,0,1790,109,328,41,24,144
13015960203,3158,381,1413,1364,0,0,2708,119,131,21,24,155
13015960301,2479,312,1001,1166,0,0,2026,97,147,16,20,173
13015960302,2472,339,1027,1106,0,0,1961,128,183,30,19,151
13015960403,2741,852,1205,684,0,0,1624,239,616,43,34,185
13015960404,3465,872,1578,1015,0,0,2260,348,604,39,36,178
13015960405,2824,758,1124,942,0,0,1830,169,569,74,44,138
13015960406,1950,317,800,833,0,0,1544,97,164,9,19,117
13015960407,1465,264,591,610,0,0,1092,86,173,23,20,71
13015960501,3326,863,1393,1070,0,0,2239,268,637,13,24,145
13015960502,1890,399,769,722,0,0,1390,121,252,14,17,96
13015960601,4527,837,1211,2479,0,0,3672,151,367,37,40,260
13015960602,2623,947,880,796,0,0,1553,174,742,23,14,117
13015960701,2257,827,892,538,0,0,1251,233,626,18,23,106
13015960702,2637,476,1013,1148,0,0,1999,123,236,45,38,196
13015960801,2473,469,1210,794,0,0,1786,218,216,25,39,189
13015960802,2000,221,1258,521,0,0,1637,156,51,12,24,120
13015960804,2667,404,1012,1251,0,0,2141,116,169,23,20,198
13015960805,1462,173,747,542,0,0,1228,73,44,12,13,92
13015960901,2238,335,1036,867,0,0,1776,143,159,14,14,132
13015960902,5599,986,2229,2384,0,0,4337,293,571,39,39,320
13015961001,3886,527,1564,1795,0,0,3197,124,297,23,17,228
13015961002,2473,187,1025,1261,0,0,2199,69,35,16,12,142
13157010104,3035,422,1338,1275,0,0,2143,348,223,86,38,197
13157010105,2760,289,1176,1295,0,0,2159,115,85,92,35,274
13157010106,2587,361,1065,1161,0,0,1994,187,137,67,32,170
13157010107,4159,467,1529,2163,0,0,3288,272,129,78,64,328
13157010108,2898,325,1233,1340,0,0,2195,237,123,89,30,224
13157010109,3009,608,1279,1122,0,0,1962,317,329,103,49,249
13157010200,3270,277,1518,1475,0,0,2794,129,87,47,23,190
13157010300,3580,787,1475,1318,0,0,2501,232,563,59,30,195
13157010400,3689,510,1490,1689,0,0,3021,139,224,45,33,227
13157010500,3994,448,1777,1769,0,0,3350,195,164,31,25,229
13157010601,3490,652,1434,1404,0,0,2635,179,406,36,26,208
13157010602,3754,743,1464,1547,0,0,2920,148,342,63,31,250
13157010701,1685,211,551,923,0,0,1418,51,89,13,9,105
13157010703,2793,265,1102,1426,0,0,2326,119,82,49,22,195
13157010704,2587,275,934,1378,0,0,2102,135,130,39,17,164
13157010705,2868,415,1256,1197,0,0,2182,223,163,70,43,187
13157010706,2856,555,1007,1294,0,0,2114,113,367,30,28,204
13113140102,4887,2709,971,1207,0,0,2015,278,2277,65,69,183
13113140103,1616,800,405,411,0,0,715,117,664,25,20,75
13113140104,4920,3952,450,518,0,0,720,159,3816,101,31,93
13113140203,5056,2175,1177,1704,0,0,2685,229,1673,116,65,288
13113140204,4157,1783,1056,1318,0,0,2117,300,1426,66,64,184
13113140206,3527,786,1203,1538,0,0,2515,165,358,94,78,317
13113140207,4396,1003,1304,2089,0,0,3295,212,274,145,78,392
13113140209,1750,418,606,726,0,0,1304,103,137,53,37,116
13113140210,4009,1140,1535,1334,0,0,2304,335,661,259,129,321
13113140303,4815,1176,1588,2051,0,0,3478,336,430,118,96,357
13113140304,4532,985,1494,2053,0,0,3444,328,258,100,67,335
13113140305,3580,1201,1019,1360,0,0,2208,206,745,94,110,217
13113140307,4120,689,1462,1969,0,0,3198,176,189,88,114,355
13113140308,1812,408,584,820,0,0,1316,107,92,69,53,175
13113140309,3470,871,1073,1526,0,0,2474,202,358,90,56,290
13113140403,5253,3199,837,1217,0,0,1831,231,2836,100,79,176
13113140404,4709,2187,1162,1360,0,0,2349,278,1649,110,78,245
13113140405,3411,1168,877,1366,0,0,2083,163,846,83,58,178
13113140406,2881,1526,645,710,0,0,1286,152,1237,43,53,110
13113140408,2525,914,638,973,0,0,1581,129,606,33,34,142
13113140409,2853,1207,682,964,0,0,1539,112,935,76,41,150
13113140410,3319,1902,734,683,0,0,1204,161,1668,66,84,136
13113140501,5338,872,1577,2889,0,0,4200,188,418,75,67,390
13113140502,3047,327,981,1739,0,0,2603,87,106,11,19,221
13043950100,3384,1147,891,1346,0,0,2142,137,965,18,13,109
13043950200,1596,387,546,663,0,0,1169,69,266,12,6,74
13043950300,1078,292,399,387,0,0,694,88,239,3,3,51
13109970100,1785,450,611,724,0,0,1272,101,305,9,15,83
13109970200,2327,823,591,913,0,0,1458,71,674,20,11,93
13109970300,2335,986,656,693,0,0,1285,106,829,12,15,88
13145120198,3931,1253,998,1680,0,0,2679,82,906,31,24,209
13145120200,2144,466,732,946,0,0,1664,47,289,5,23,116
13145120301,2575,789,851,935,0,0,1728,95,583,9,14,146
13145120302,5136,820,1875,2441,0,0,4072,209,387,58,49,361
13145120401,5105,992,1783,2330,0,0,3912,209,596,54,40,294
13145120403,2583,790,840,953,0,0,1688,147,586,22,19,121
13145120404,4122,1048,1350,1724,0,0,2956,148,730,29,34,225
13199970501,1909,848,420,641,0,0,1116,31,681,12,4,65
13199970502,1810,853,463,494,0,0,1012,20,681,11,21,65
13199970600,1998,758,523,717,0,0,1323,27,533,15,15,85
13199970701,2202,1139,524,539,0,0,1026,46,1029,16,12,73
13199970702,3663,1181,1141,1341,0,0,2424,73,962,8,15,181
13199970801,2589,1341,530,718,0,0,1267,25,1183,10,3,101
13199970802,1216,682,210,324,0,0,568,10,599,4,4,31
13305970100,3052,283,880,1889,0,0,2683,57,121,15,14,162
13305970201,2422,380,969,1073,0,0,1943,71,245,15,14,134
13305970202,2555,823,946,786,0,0,1545,97,761,11,11,130
13305970300,2848,946,752,1150,0,0,1789,95,801,19,11,133
13305970400,2351,330,722,1299,0,0,1936,49,222,6,8,130
13305970500,2208,833,578,797,0,0,1268,91,715,33,8,93
13305970600,2649,388,885,1376,0,0,2162,83,231,18,14,141
13283960100,661,182,188,291,0,0,550,9,54,1,6,41
13283960200,3295,1581,652,1062,0,0,1941,29,1210,10,6,99
13121000100,4273,2496,1124,653,0,0,2925,175,345,141,130,557
13121000201,1922,1122,529,271,0,0,1376,85,123,75,48,215
13121000202,2465,1466,631,368,0,0,1793,109,94,83,78,308
13121000400,2342,1453,620,269,0,0,1360,77,587,65,56,197
13121000501,2664,1561,915,188,0,0,1061,185,949,178,106,185
13121000502,1978,1068,460,450,0,0,1431,70,194,41,47,195
13121000601,2274,1218,942,114,0,0,916,152,769,149,99,189
13121000602,1547,916,544,87,0,0,547,118,566,139,61,116
13121000700,1063,786,201,76,0,0,410,41,526,19,9,58
13121001001,2726,1172,1352,202,0,0,1401,224,456,279,111,255
13121001002,1514,663,798,53,0,0,583,87,476,178,53,137
13121001101,2532,1342,929,261,0,0,1555,164,321,129,116,247
13121001102,2743,1297,1132,314,0,0,1606,167,426,165,95,284
13121001203,1530,919,507,104,0,0,774,96,425,58,53,124
13121001204,1679,953,558,168,0,0,1146,99,127,81,43,183
13121001205,1582,866,577,139,0,0,843,139,355,70,39,136
13121001206,2302,1163,912,227,0,0,1441,152,265,162,79,203
13121001301,1752,1040,591,121,0,0,1153,120,216,48,42,173
13121001302,1655,1057,471,127,0,0,913,79,424,64,33,142
13121001400,1939,1047,660,232,0,0,1374,86,122,82,43,232
13121001501,1821,1115,555,151,0,0,1133,80,371,54,40,143
13121001502,1627,871,556,200,0,0,1205,69,83,50,30,190
13121001600,1894,1026,715,153,0,0,1295,104,153,75,53,214
13121001701,1624,1251,294,79,0,0,435,58,970,43,31,87
13121001702,2598,1278,1107,213,0,0,1502,142,431,147,67,309
13121001801,1475,1037,360,78,0,0,485,92,722,61,36,79
13121001802,1997,1472,434,91,0,0,709,113,959,71,46,99
13121001901,419,271,145,3,0,0,89,13,240,47,5,25
13121001902,3660,2847,690,123,0,0,738,125,2556,75,61,105
13121002100,2612,2023,515,74,0,0,511,104,1793,73,56,75
13121002300,1747,1647,84,16,0,0,60,27,1636,0,14,10
13121002400,2938,2710,184,44,0,0,193,36,2649,10,25,25
13121002500,2002,1871,111,20,0,0,92,41,1841,3,13,12
13121002600,783,717,54,12,0,0,53,11,691,4,6,18
13121002801,1338,906,388,44,0,0,395,82,732,39,23,67
13121002802,1421,1147,252,22,0,0,211,44,1063,29,20,54
13121002900,1968,1264,558,146,0,0,1029,97,581,52,38,171
13121003000,3069,1835,954,280,0,0,2114,151,278,122,70,334
13121003100,1860,1323,441,96,0,0,916,101,558,59,52,174
13121003200,2759,1918,682,159,0,0,1415,136,855,58,54,241
13121003500,4474,3563,809,102,0,0,899,133,3168,39,75,160
13121003600,743,670,58,15,0,0,85,9,618,10,4,17
13121003700,186,177,5,4,0,0,15,1,168,1,0,1
13121003800,4781,4617,155,9,0,0,62,59,4621,3,16,20
13121003900,1462,1355,98,9,0,0,109,26,1288,11,6,22
13121004000,2242,2053,151,38,0,0,218,48,1896,14,19,47
13121004100,1899,1719,148,32,0,0,239,40,1534,23,16,47
