GEOID20,total_reg,party_dem,party_rep,party_npp,party_ain,party_lib,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
32003002947,1841,576,706,432,66,24,2,35,0,1160,249,14,148,69,201
32003002948,1825,798,377,512,77,15,2,44,0,853,666,50,65,42,149
32003002949,1567,637,387,427,64,12,4,36,0,808,428,29,117,53,132
32003002950,2836,1246,555,835,108,19,4,69,0,1217,589,213,271,166,380
32003002952,1092,404,280,332,38,11,3,24,0,507,159,46,178,74,128
32003002953,2941,1179,789,740,133,35,1,64,0,1485,676,112,247,141,280
32003002954,1853,776,363,552,90,27,4,41,0,900,562,68,113,52,158
32003002956,1829,653,412,607,86,23,2,46,0,890,268,168,166,114,223
32003002957,1519,410,700,322,60,7,2,18,0,1042,84,15,96,66,216
32003002958,3427,1434,698,996,148,43,6,102,0,1683,751,273,175,190,355
32003002961,1406,478,485,334,68,8,3,30,0,845,179,40,137,64,141
32003002962,1494,499,429,427,87,22,0,30,0,926,173,145,59,40,151
32003002964,1905,914,272,581,65,20,3,50,0,800,428,197,84,93,303
32003002965,1654,731,429,374,69,14,1,36,0,901,348,73,91,57,184
32003002966,1997,931,290,634,72,21,2,47,0,746,455,335,130,95,236
32003002967,2023,900,375,574,87,18,1,68,0,850,357,338,101,100,277
32003002968,1467,610,316,447,47,10,1,36,0,586,348,93,157,107,176
32003002969,1041,498,185,272,43,6,0,37,0,441,169,172,60,61,138
32003002970,1831,857,273,557,69,19,3,53,0,712,357,337,93,109,223
32003002974,4104,1609,981,1176,181,37,7,113,0,1920,814,249,400,272,449
32003002975,3921,1569,943,1127,155,26,7,94,0,1774,797,183,519,197,451
32003002976,3559,1309,852,1118,171,28,1,80,0,1668,781,107,442,209,352
32003002977,2415,865,691,679,102,19,3,56,0,1134,399,51,425,144,262
32003002978,3855,1235,1233,1095,163,37,3,89,0,2090,677,68,434,169,417
32003002979,2650,866,767,808,119,31,2,57,0,1301,520,35,278,164,352
32003002980,3649,1438,805,1114,167,32,4,89,0,1498,876,213,364,246,452
32003002981,2386,974,493,715,116,23,6,59,0,983,605,159,170,151,318
32003002982,4372,1743,1026,1257,180,50,2,114,0,1701,994,317,495,294,571
32003002983,1777,750,357,542,70,18,0,40,0,696,439,143,145,132,222
32003002985,3098,1102,938,832,136,22,3,65,0,1526,653,161,225,175,358
32003002995,995,448,154,310,46,9,0,28,0,418,278,98,70,31,100
32003002996,1646,725,291,497,60,18,3,52,0,686,419,145,139,77,180
32003002997,2076,806,543,556,93,21,4,53,0,1102,349,124,172,120,209
32003002998,2571,977,690,724,104,21,1,54,0,1175,476,85,448,140,247
32003003001,2188,965,515,559,86,19,4,40,0,1107,710,86,40,73,172
32003003003,3129,1337,729,819,140,32,6,66,0,1560,872,197,101,114,285
32003003004,1431,610,302,397,63,17,2,40,0,804,294,96,46,52,139
32003003005,2281,930,642,555,94,18,4,38,0,1285,655,46,46,59,190
32003003006,2090,811,503,585,101,27,2,61,0,1132,633,52,52,46,175
32003003102,2750,1249,474,805,117,31,4,70,0,1372,965,95,58,63,197
32003003103,1680,797,320,456,72,7,2,26,0,691,620,169,48,41,111
32003003104,2214,1064,350,623,99,16,5,57,0,1078,569,280,49,68,170
32003003204,4355,1338,1785,933,196,34,1,68,0,3157,440,63,92,128,475
32003003208,2280,614,1032,496,86,14,4,34,0,1662,224,38,86,52,218
32003003210,2196,686,954,426,100,9,1,20,0,1619,107,9,69,52,340
32003003211,2602,966,1046,432,119,13,0,26,0,1947,130,14,88,56,367
32003003213,1643,527,711,296,80,8,1,20,0,1212,95,11,64,33,228
32003003214,1370,496,546,232,80,7,0,9,0,1009,61,6,46,35,213
32003003215,2767,1128,783,672,104,33,4,43,0,1612,426,172,100,133,324
32003003218,3972,1346,1396,962,161,34,7,66,0,2449,423,62,281,225,532
32003003219,4705,1909,1314,1120,215,47,6,94,0,2889,712,136,219,190,559
32003003220,4095,1776,877,1109,183,41,6,103,0,2110,943,351,120,178,393
32003003222,3136,1193,901,808,138,23,5,68,0,1924,372,116,160,166,398
32003003223,2396,673,1023,540,102,19,2,37,0,1513,175,23,191,142,352
32003003226,1750,461,737,422,74,16,1,39,0,1046,117,20,188,116,263
32003003227,2674,880,935,652,142,18,2,45,0,1745,269,50,153,132,325
32003003228,3402,1378,807,928,160,35,4,90,0,1900,705,266,117,110,304
32003003229,4618,1549,1420,1244,223,57,4,121,0,2843,820,208,158,151,438
32003003233,4284,1376,1543,1025,198,41,4,97,0,2727,658,137,162,169,431
32003003234,3271,1270,788,937,144,39,3,90,0,1762,593,433,85,132,266
32003003235,1431,530,430,364,64,13,4,26,0,907,189,111,39,48,137
32003003236,1620,557,596,347,67,17,0,36,0,1123,240,33,45,34,145
32003003237,2991,1048,908,795,155,31,1,53,0,1903,458,117,99,97,317
32003003239,2404,868,739,610,113,26,2,46,0,1512,400,77,61,81,273
32003003240,2571,867,902,605,128,25,4,40,0,1684,439,60,62,84,242
32003003241,2461,932,717,622,112,24,4,50,0,1490,444,126,72,73,256
32003003242,1538,427,741,286,56,8,2,18,0,1139,126,30,47,48,148
32003003243,3294,1215,1001,830,154,34,2,58,0,1903,610,207,123,132,319
32003003244,2146,834,618,537,94,16,4,43,0,1310,412,83,49,97,195
32003003245,2982,1174,879,690,144,24,2,69,0,1710,649,99,118,131,275
32003003246,2602,993,766,660,120,19,5,39,0,1550,517,109,109,98,219
32003003247,2540,893,856,617,103,29,4,38,0,1591,334,80,128,128,279
32003003248,2103,812,653,490,89,16,2,41,0,1272,239,149,87,106,250
32003003249,2201,747,783,507,93,23,1,47,0,1399,313,18,128,92,251
32003003250,3300,1100,1120,831,148,34,1,66,0,2024,505,45,224,148,354
32003003251,1771,586,685,386,61,20,1,32,0,1117,194,21,99,86,254
32003003252,2964,1051,1013,677,147,31,1,44,0,1874,377,46,152,139,376
32003003253,2318,927,643,567,89,26,4,62,0,1179,621,73,95,113,237
32003003254,2637,1059,688,673,131,21,3,62,0,1502,556,119,105,108,247
32003003260,2356,1010,582,569,116,17,1,61,0,1348,462,144,95,78,229
32003003261,1833,715,487,489,87,16,4,35,0,1050,354,74,106,70,179
32003003262,2342,732,1022,455,95,6,0,32,0,1672,136,12,94,57,371
32003003263,3172,1086,992,828,160,34,4,68,0,1932,520,190,128,96,306
32003003264,3634,1206,1201,950,164,40,3,70,0,2286,707,87,110,104,340
32003003265,4353,1418,1459,1128,192,57,4,95,0,2769,724,143,134,124,459
32003003266,3007,1126,834,787,159,40,3,58,0,1849,487,169,89,104,309
32003003267,3148,731,1487,667,160,34,4,65,0,2267,326,18,84,78,375
32003003268,2649,642,1287,530,126,25,3,36,0,1918,302,39,58,62,270
32003003269,1812,664,523,448,100,28,1,48,0,1156,301,96,48,51,160
32003003270,2067,769,529,591,108,25,3,42,0,1232,381,99,70,78,207
32003003303,3082,1116,871,835,158,35,4,63,0,1804,623,241,80,97,237
32003003305,4144,1402,1445,992,193,29,3,80,0,2703,730,159,95,100,357
32003003306,3102,1079,1162,644,152,25,5,35,0,2249,355,58,68,67,305
32003003307,3774,1341,1207,914,187,41,2,82,0,2365,690,201,86,89,343
32003003308,2094,635,853,476,77,23,2,28,0,1388,325,100,53,51,177
32003003309,3203,1002,1319,672,139,25,2,44,0,2226,443,104,64,65,301
32003003311,2399,737,915,603,99,14,2,29,0,1548,371,147,59,55,219
32003003312,2943,737,1362,644,138,17,0,45,0,2000,387,101,67,89,299
32003003313,2015,656,703,512,86,19,1,38,0,1304,352,92,60,53,154
32003003314,5507,1574,2262,1264,281,45,1,80,0,3924,586,136,148,142,571
32003003315,2415,801,771,610,144,29,1,59,0,1553,400,103,55,66,238
32003003316,3464,997,1389,809,164,40,4,61,0,2377,448,175,100,83,281
32003003317,1627,591,475,422,80,20,3,36,0,1032,321,59,33,48,134
32003003318,4013,1295,1386,1027,178,43,3,81,0,2603,624,154,114,94,424
32003003319,3718,1211,1246,960,210,36,2,53,0,2395,615,138,86,83,401
32003003320,3538,1148,1213,865,183,44,1,84,0,2347,516,161,106,81,327
32003003321,2075,590,919,438,92,12,0,24,0,1442,233,93,60,53,194
32003003322,3053,768,1506,582,127,30,3,37,0,2193,330,68,94,61,307
32003003323,1131,360,443,244,54,5,0,25,0,808,132,20,42,28,101
32003003408,3393,1291,1010,851,140,26,2,73,0,2081,627,157,94,96,338
32003003409,2939,1239,694,759,139,32,6,70,0,1698,704,239,58,75,165
32003003410,3368,1274,1044,798,154,25,2,71,0,2172,611,170,67,71,277
32003003411,2312,899,571,637,125,27,2,51,0,1394,402,204,45,59,208
32003003412,2921,1166,800,748,121,23,9,54,0,1736,723,147,46,52,217
32003003413,3107,1343,739,818,117,20,4,66,0,1611,765,384,45,65,237
32003003414,2126,742,746,487,93,22,1,35,0,1334,436,86,45,58,167
32003003415,3896,1824,650,1126,139,47,9,101,0,1768,1151,516,90,93,278
32003003416,1686,665,454,431,79,19,2,36,0,917,466,82,40,35,146
32003003418,2147,1048,351,602,66,18,4,58,0,1016,458,397,41,62,173
32003003419,3323,1567,511,968,127,37,1,112,0,1476,927,568,56,78,218
32003003420,2106,950,401,587,84,25,5,54,0,961,672,229,33,46,165
32003003421,1937,825,416,549,84,18,2,43,0,957,524,150,77,59,170
32003003422,2917,1364,536,771,134,28,6,78,0,1320,983,278,62,69,205
32003003423,3119,1423,593,856,141,27,2,77,0,1465,1046,259,78,60,211
32003003426,1929,879,471,450,82,9,1,37,0,974,495,273,25,38,124
32003003427,2014,975,340,539,73,15,1,71,0,808,542,437,39,44,144
32003003428,1174,545,209,330,38,15,0,37,0,529,325,201,21,21,77
32003003429,2595,1210,476,704,109,20,1,75,0,1146,750,453,43,51,152
32003003430,1996,1216,190,443,70,8,2,67,0,453,457,945,39,25,77
32003003431,1253,653,123,371,55,13,1,37,0,433,391,308,19,16,86
32003003500,1931,1243,132,427,65,6,4,54,0,283,309,1222,16,34,67
32003003609,3216,1290,894,787,146,24,6,69,0,1917,753,147,56,56,287
32003003610,4030,1898,850,1010,157,31,1,83,0,1714,1394,514,105,80,223
32003003613,4546,2356,729,1164,148,32,5,112,0,1637,1513,966,74,95,261
32003003615,1647,795,297,424,67,11,2,51,0,761,454,246,29,31,126
32003003616,3070,1848,288,737,90,17,1,89,0,629,1026,1224,33,43,115
32003003617,1154,710,86,280,38,5,0,35,0,177,328,583,19,16,31
32003003619,2461,1044,677,577,95,17,2,49,0,1278,430,337,128,99,189
32003003620,4080,1694,1092,974,181,50,0,89,0,2122,822,508,156,124,348
32003003621,2874,1030,1077,558,169,13,0,27,0,2137,211,65,87,62,312
32003003626,2741,1209,546,769,107,31,5,74,0,1194,859,349,84,72,183
32003003627,2612,1307,426,684,98,20,4,73,0,976,711,612,71,67,175
32003003630,3913,1638,1027,973,170,26,5,74,0,2048,987,381,85,86,326
32003003631,2702,1212,695,599,121,18,1,56,0,1322,634,396,77,68,205
32003003632,1904,837,470,465,74,9,3,46,0,943,492,228,44,44,153
32003003633,2318,1056,518,584,93,17,4,46,0,1069,738,238,47,69,157
32003003634,3238,1523,614,846,130,24,4,97,0,1359,924,596,71,61,227
32003003635,3695,1652,835,949,151,34,3,71,0,1676,1173,432,77,87,250
32003003636,1884,723,623,419,65,13,2,39,0,1095,384,214,34,22,135
32003003637,2660,1268,497,683,106,23,2,81,0,1155,687,525,52,53,188
32003003638,2436,1164,433,644,96,24,5,70,0,977,685,498,52,55,169
32003003639,2443,1156,449,655,108,15,3,57,0,1022,836,332,49,56,148
32003003640,3556,1907,511,893,136,30,3,76,0,1215,1018,971,72,64,216
32003003641,3779,1953,634,937,144,14,2,95,0,1421,1121,824,83,91,239
32003003642,2406,1360,286,614,73,13,4,56,0,612,889,650,46,77,132
32003003643,3031,1650,478,736,95,17,2,53,0,962,882,919,60,56,152
32003003644,2951,1592,418,765,85,19,1,71,0,872,867,945,52,61,154
32003003645,2437,1185,461,614,118,10,0,49,0,1035,662,477,55,46,162
32003003646,2877,1404,577,678,124,26,6,62,0,1423,773,319,54,58,250
32003003647,4038,1860,952,975,157,17,4,73,0,1921,1023,515,123,107,349
32003003648,2458,1158,448,660,93,32,0,67,0,1018,666,485,78,70,141
32003003649,956,455,154,277,34,10,0,26,0,366,314,165,33,24,54
32003003650,2405,1180,417,638,92,14,4,60,0,921,741,498,58,57,130
32003003651,2780,1304,492,796,102,16,2,68,0,1142,837,484,65,74,178
32003003652,2424,1194,399,636,113,19,5,58,0,981,633,522,60,63,165
32003003653,1338,636,274,347,46,11,0,24,0,605,435,157,32,29,80
32003003654,1946,919,410,497,56,17,0,47,0,753,622,306,64,65,136
32003003655,3058,1463,661,732,110,18,7,67,0,1260,970,482,57,68,221
32003003656,2116,955,417,565,93,18,2,66,0,1026,506,309,52,48,175
32003003657,1677,878,256,431,45,15,0,52,0,767,377,327,34,30,142
32003003658,1160,519,246,308,40,14,2,31,0,642,274,31,43,46,124
32003003659,1094,472,300,257,40,8,1,16,0,563,253,82,41,30,125
32003003660,2606,1139,625,665,100,31,1,45,0,1297,593,268,144,87,217
32003003661,2016,949,391,527,76,15,2,56,0,895,506,377,54,43,141
32003003662,3081,972,1075,794,141,25,0,74,0,1783,604,225,98,95,276
32003003663,1524,580,385,412,67,15,1,64,0,805,349,143,46,34,147
32003003664,1998,855,488,512,95,15,0,33,0,1096,413,210,50,64,165
32003003665,2592,1130,570,685,117,18,0,72,0,1266,549,396,98,75,208
32003003666,2770,1142,785,652,108,22,1,60,0,1447,666,291,78,69,219
32003003700,2629,1764,164,544,81,6,0,70,0,361,475,1670,20,27,76
32003003800,2040,1130,184,569,75,20,2,60,0,679,708,513,16,30,94
32003004000,1253,676,154,347,33,8,2,33,0,281,890,22,9,12,39
32003004100,2252,1246,258,606,74,15,1,52,0,519,1605,17,15,21,75
32003004200,1734,893,201,541,51,7,3,38,0,493,1102,44,21,9,65
32003004301,453,221,49,149,19,5,0,10,0,121,285,21,3,2,21
32003004302,965,522,88,296,18,7,1,33,0,252,664,13,6,5,25
32003004401,982,518,103,294,27,10,2,28,0,229,656,40,6,4,47
32003004402,1959,1036,145,636,71,12,2,57,0,573,762,495,12,22,95
32003004500,1904,1057,175,543,60,12,3,54,0,447,1195,186,16,11,49
32003004601,2081,1149,192,575,80,9,10,66,0,563,868,506,30,25,89
32003004602,1177,684,98,317,34,6,2,36,0,288,520,293,9,19,48
32003004703,2638,1383,300,744,114,15,3,79,0,934,909,577,43,39,136
32003004707,1119,559,170,304,42,6,3,35,0,406,570,58,9,11,65
32003004709,3029,1567,312,914,99,31,5,101,0,1121,1221,438,38,63,148
32003004710,2883,1462,326,893,117,16,0,69,0,1008,1170,487,40,45,133
32003004712,3016,1373,428,937,151,21,5,101,0,1319,634,832,36,38,157
32003004713,2271,1117,255,697,107,19,3,73,0,861,587,643,27,36,117
32003004714,2460,1334,267,702,72,13,10,62,0,631,1242,420,19,40,108
32003004715,2760,1437,337,790,94,27,7,68,0,824,1211,470,53,42,160
32003004716,1538,812,193,435,38,13,3,44,0,437,733,278,19,23,48
32003004717,1417,709,240,387,41,9,2,29,0,441,813,64,15,20,64
32003004907,2278,917,710,516,69,16,2,48,0,1052,843,89,78,59,157
32003004910,1542,820,229,395,52,6,2,38,0,487,864,37,49,30,75
32003004911,2146,1064,300,627,75,16,2,62,0,866,814,213,50,68,135
32003004912,2705,1354,414,747,100,14,1,75,0,915,1398,141,46,46,159
32003004914,1516,729,281,403,49,9,5,40,0,578,777,36,17,22,86
32003004915,1831,862,397,462,60,11,3,36,0,714,960,45,22,22,68
32003004916,1247,607,193,361,46,13,2,25,0,491,622,35,10,21,68
32003004917,1844,816,446,436,85,11,4,46,0,880,695,78,38,30,123
32003004918,2475,1113,602,613,79,17,4,47,0,1046,1072,71,71,52,163
32003004919,2543,1180,628,583,91,15,2,44,0,1019,1109,94,81,85,155
32003004920,2680,1356,358,800,78,21,1,66,0,852,1293,280,72,46,137
32003004921,2854,1383,448,790,118,31,7,77,0,1251,1234,151,34,34,150
32003004923,2232,1061,458,574,56,18,4,61,0,833,946,174,86,76,117
32003004924,2119,980,367,631,63,15,0,63,0,817,1013,87,47,47,108
32003004925,3159,1550,571,842,84,14,1,97,0,1040,1587,103,104,110,215
32003004926,2094,1030,322,599,64,13,4,62,0,728,1029,76,61,70,130
32003005005,2643,1090,638,688,151,22,3,51,0,1694,513,146,27,54,209
32003005006,2649,1138,509,781,138,13,1,69,0,1468,481,426,25,45,204
32003005007,1543,607,418,407,72,9,0,30,0,876,347,52,76,40,152
32003005010,3248,1365,584,999,168,30,9,93,0,1595,916,337,66,56,278
32003005011,1850,867,317,537,68,14,3,44,0,742,839,50,27,49,143
32003005012,1970,856,478,503,70,16,2,45,0,999,646,65,43,63,154
32003005013,2215,1117,382,584,55,14,0,63,0,761,1040,114,58,75,167
32003005014,2665,1239,456,739,111,32,10,78,0,1224,890,167,90,61,233
32003005015,3083,1342,750,804,122,15,3,47,0,1493,878,142,149,138,283
32003005016,3369,1452,746,867,173,31,6,94,0,1644,1119,123,101,101,281
32003005017,4243,1887,814,1236,174,33,5,94,0,1736,1481,320,113,196,397
32003005102,3190,1173,945,803,163,27,5,74,0,1967,557,153,61,101,351
32003005103,3170,1240,825,872,124,37,5,67,0,1964,512,144,104,98,348
32003005104,2309,871,656,598,107,31,3,43,0,1534,390,40,69,47,229
32003005106,1990,745,565,515,92,25,4,44,0,1232,326,77,56,64,235
32003005107,2969,1023,964,753,139,33,3,54,0,1975,494,32,85,102,281
32003005108,2678,1035,727,712,116,30,4,54,0,1605,514,70,113,94,282
32003005110,1248,491,300,338,75,9,3,32,0,698,263,67,73,47,100
32003005111,3974,1586,1113,954,183,36,5,97,0,2272,898,160,140,139,365
32003005112,1861,663,517,551,61,14,1,54,0,1018,489,67,55,50,182
32003005113,1935,789,472,515,93,20,1,45,0,984,565,71,60,56,199
32003005114,2693,1114,545,788,127,28,1,90,0,1423,621,234,95,78,242
32003005115,1939,702,613,485,86,20,2,31,0,1203,320,21,81,77,237
32003005116,3324,1224,992,844,150,28,4,82,0,1927,690,67,170,104,366
32003005200,2536,909,743,665,142,27,4,46,0,1740,454,51,39,35,217
32003005311,1664,635,453,462,69,13,4,28,0,964,326,62,60,63,189
32003005312,1797,669,545,448,86,12,1,36,0,1116,320,18,96,57,190
32003005313,4272,1494,1430,1033,206,39,4,66,0,2662,659,85,220,168,478
32003005314,1952,723,654,428,98,15,2,32,0,1333,300,20,58,41,200
32003005316,2788,1048,858,673,128,30,3,48,0,1753,507,78,83,94,273
32003005317,3959,1478,1082,1072,224,33,2,68,0,2518,526,88,252,148,427
32003005318,2157,689,741,540,114,22,1,50,0,1479,192,44,108,101,233
32003005319,1833,656,546,493,86,17,3,32,0,1079,326,32,84,87,225
32003005320,1845,701,490,488,100,26,4,36,0,1202,329,37,53,53,171
32003005321,2405,837,791,597,109,29,3,39,0,1585,347,30,111,98,234
32003005322,1136,334,462,265,52,11,0,12,0,793,100,8,74,30,131
32003005333,1996,660,645,540,98,19,3,31,0,1364,208,17,80,91,236
32003005335,3491,979,1509,742,162,31,3,65,0,2610,401,12,60,75,333
32003005336,2530,860,790,679,114,20,2,65,0,1713,428,67,25,59,238
32003005337,2143,659,774,552,106,15,3,34,0,1498,192,19,88,92,254
32003005338,1661,546,705,309,81,6,0,14,0,1296,98,5,32,36,194
32003005341,1642,501,643,362,88,14,2,32,0,1195,256,8,25,25,133
32003005342,2154,653,807,529,107,21,2,35,0,1583,302,14,41,32,182
32003005343,3700,1010,1451,945,188,44,2,60,0,2585,533,44,104,95,339
32003005346,3567,1278,1002,985,172,37,4,89,0,2126,629,121,179,155,357
32003005347,4803,1593,1602,1237,241,36,1,93,0,2996,646,69,275,230,587
32003005348,3882,1159,1475,933,184,32,6,93,0,2411,460,49,286,228,448
32003005349,3317,1125,1134,823,148,27,2,58,0,2141,411,60,217,150,338
32003005350,2473,796,893,588,124,23,2,47,0,1596,248,26,183,136,284
32003005351,3149,1072,968,858,164,31,1,55,0,1983,491,72,137,122,344
32003005352,2510,741,971,618,123,19,3,35,0,1672,293,31,129,85,300
32003005353,3100,1102,923,829,139,35,1,71,0,1993,495,77,121,97,317
32003005354,3893,1252,1277,1040,191,43,2,88,0,2415,682,107,153,134,402
32003005355,4213,1320,1624,945,213,42,1,68,0,2904,407,55,223,151,473
32003005356,1931,508,811,464,83,19,1,45,0,1254,181,21,127,104,244
32003005358,2151,542,928,527,107,13,1,33,0,1515,275,11,50,53,247
32003005360,3388,971,1259,855,173,39,4,87,0,2366,440,73,87,81,341
32003005361,3144,867,1359,700,159,21,1,37,0,2312,384,19,68,71,290
32003005362,2328,492,1111,538,128,22,3,34,0,1662,281,16,83,41,245
32003005363,1366,510,296,427,64,30,1,38,0,734,287,128,46,53,118
32003005364,4019,1394,1354,991,176,29,3,72,0,2649,558,63,158,119,472
32003005365,2666,763,1007,668,143,33,2,50,0,1772,297,25,171,82,319
32003005366,2723,790,1058,642,153,32,2,46,0,1903,335,25,77,89,294
32003005421,1971,722,511,552,123,12,2,49,0,1228,361,142,29,38,173
32003005422,2607,978,717,683,129,37,1,62,0,1607,652,56,26,36,230
32003005423,3105,1112,953,778,156,18,5,83,0,1990,578,151,55,52,279
32003005432,4145,1222,1622,995,208,34,5,59,0,2974,572,48,73,78,400
32003005433,3934,1000,1761,863,203,34,5,68,0,2958,500,21,62,53,340
32003005434,3449,1000,1362,816,172,40,5,54,0,2481,502,42,61,85,278
32003005435,2771,743,1171,637,146,29,1,44,0,1993,364,24,51,54,285
32003005437,4020,894,1892,934,192,32,4,72,0,2948,299,32,142,134,465
32003005438,1788,680,436,498,97,24,1,52,0,1051,392,134,25,33,153
32003005439,2421,844,677,702,110,31,5,52,0,1421,632,81,42,38,207
32003005440,4016,1558,985,1152,169,40,8,104,0,2437,828,234,91,85,341
32003005441,4519,1354,1690,1120,216,46,2,91,0,2915,729,47,183,164,481
32003005442,3432,1093,1212,872,147,24,1,83,0,1975,635,234,139,110,339
32003005501,3619,803,1823,708,216,27,3,39,0,2940,192,6,50,41,390
32003005502,3369,807,1602,708,165,38,2,47,0,2761,203,2,40,50,313
32003005503,2224,631,883,517,133,23,0,37,0,1800,176,10,15,26,197
32003005504,2352,561,1118,474,136,37,3,23,0,1956,133,6,22,37,198
32003005607,2077,594,739,597,106,11,0,30,0,1307,551,4,26,17,172
32003005612,997,156,552,221,50,4,2,12,0,812,96,3,9,5,72
32003005613,2896,342,1872,513,112,19,1,37,0,2404,195,0,21,16,260
32003005614,1176,330,408,339,73,12,0,14,0,723,311,2,15,19,106
32003005615,1144,313,457,310,53,3,0,8,0,900,129,0,9,15,91
32003005702,2140,511,780,681,124,21,1,22,0,1615,235,9,21,32,228
32003005703,807,201,296,229,60,10,2,9,0,587,82,3,12,19,104
32003005704,1269,308,476,397,67,11,0,10,0,968,134,11,14,23,119
32003005705,2434,585,1064,615,133,15,2,20,0,1810,293,7,29,32,263
32003005711,3115,939,1196,779,132,27,3,39,0,2000,431,28,180,135,341
32003005713,5069,1535,2031,1129,266,37,1,70,0,3469,514,44,238,225,579
32003005715,3488,836,1640,735,189,32,1,55,0,2380,218,11,301,126,452
32003005716,3371,1121,1325,691,185,15,2,32,0,2162,234,27,356,120,472
32003005717,4554,1515,1581,1121,225,41,4,67,0,2975,546,42,262,157,572
32003005718,1928,600,726,444,87,14,0,57,0,1281,239,17,103,76,212
32003005719,3054,980,996,817,188,23,4,46,0,1815,533,46,171,156,333
32003005720,2695,842,860,771,112,21,1,88,0,1583,471,17,179,103,342
32003005721,2680,796,1178,536,141,7,0,22,0,1860,176,15,233,72,324
32003005722,2792,822,1248,546,131,5,0,40,0,2010,139,14,176,76,377
32003005803,3599,1308,1009,996,155,40,6,85,0,2136,566,120,163,192,422
32003005804,2907,1057,852,746,156,26,3,67,0,1759,411,93,154,132,358
32003005805,2675,859,931,682,127,30,2,44,0,1600,389,71,155,135,325
32003005806,2871,1043,873,743,127,26,4,55,0,1727,404,106,142,146,346
32003005807,2095,752,712,478,89,26,3,35,0,1283,298,73,92,114,235
32003005808,2163,779,662,558,92,21,3,48,0,1338,305,61,72,98,289
32003005809,2493,980,622,676,121,38,3,53,0,1369,487,126,122,108,281
32003005813,2539,1040,635,649,114,24,2,75,0,1240,470,165,216,120,328
32003005818,638,133,283,162,41,10,1,8,0,491,61,2,9,9,66
32003005822,3591,1148,1146,996,164,44,4,89,0,2098,477,37,318,199,462
32003005824,2461,750,936,599,118,21,2,35,0,1515,294,18,241,111,282
32003005825,2795,1106,708,778,130,24,3,46,0,1477,461,163,201,135,358
32003005826,2258,835,684,603,75,17,5,39,0,1109,372,96,289,142,250
32003005828,5475,1857,1560,1624,241,73,6,114,0,2838,1250,126,433,264,564
32003005829,4372,1552,1100,1302,221,50,3,144,0,2204,930,147,386,215,490
32003005830,2914,1055,713,910,146,24,3,63,0,1474,564,100,253,170,353
32003005831,3686,1226,1114,1070,174,30,1,71,0,1964,725,60,364,200,373
32003005834,2040,661,717,527,70,19,4,42,0,1077,378,93,147,98,247
32003005835,2923,953,973,784,127,22,3,61,0,1595,526,91,228,149,334
32003005836,2444,878,694,674,121,18,1,58,0,1374,522,56,117,117,258
32003005837,3357,1120,1079,893,173,34,0,58,0,1998,530,94,201,171,363
32003005839,5230,1555,1855,1409,258,36,0,117,0,3039,855,105,385,266,580
32003005841,4216,1110,1784,1007,189,43,3,80,0,2705,364,29,394,201,523
32003005842,2441,640,1045,592,104,20,3,37,0,1532,201,4,217,138,349
32003005843,1949,638,686,477,103,8,1,36,0,1205,234,32,152,125,201
32003005844,4349,1425,1472,1124,209,39,2,78,0,2649,537,83,310,191,579
32003005845,2859,984,1030,638,142,23,2,40,0,1827,325,51,198,130,328
32003005846,4863,1532,1881,1105,246,35,1,63,0,3128,475,49,371,220,620
32003005847,2456,957,582,684,133,23,4,73,0,1356,395,111,162,143,289
32003005848,2163,916,487,582,100,13,4,61,0,1140,388,199,126,113,197
32003005849,2352,1051,538,602,88,23,1,49,0,1106,436,230,220,115,245
32003005850,2775,1087,716,790,110,24,3,45,0,1277,556,115,379,185,263
32003005852,3706,1251,1160,1009,171,36,8,71,0,2059,638,98,317,193,401
32003005855,4231,1420,1174,1308,190,33,4,102,0,2102,747,87,547,283,465
32003005856,2855,988,807,849,118,24,2,67,0,1327,481,75,503,149,320
32003005857,3291,1241,770,1021,155,35,3,66,0,1536,803,163,237,204,348
32003005858,6511,2181,1948,1861,286,61,8,166,0,3504,1239,108,546,372,742
32003005859,2043,873,372,615,94,20,2,67,0,1060,416,123,136,110,198
32003005860,6434,2376,1592,1917,291,65,5,188,0,3149,1261,217,676,389,742
32003005861,1001,349,286,268,56,17,2,23,0,534,242,32,52,44,97
32003005862,3417,1240,869,1003,180,35,5,85,0,1771,771,112,213,179,371
32003005863,1565,646,386,415,60,15,5,38,0,765,313,87,147,83,170
32003005864,3704,1417,918,1075,148,36,5,105,0,1774,704,152,388,250,436
32003005865,3465,1279,900,1015,146,31,3,91,0,1479,902,151,298,243,392
32003005866,3941,1444,1099,1103,158,37,2,98,0,1916,990,138,283,226,388
32003005867,3351,1125,1020,928,166,42,3,67,0,1775,730,126,235,163,322
32003005868,3012,1131,763,887,139,23,3,66,0,1462,731,98,229,172,320
32003005869,2010,799,457,591,83,28,3,49,0,935,448,121,175,112,219
32003005870,1806,736,404,519,86,14,0,47,0,879,359,112,152,100,204
32003005871,1253,478,275,364,81,16,2,37,0,667,230,57,80,72,147
32003005872,5079,1380,1878,1456,205,39,4,117,0,3072,554,23,559,222,649
32003005873,3169,864,1220,841,167,30,3,44,0,2007,277,43,294,150,398
32003005874,3123,1251,869,773,125,27,3,75,0,1540,550,131,375,214,313
