GEOID20,total_reg,party_dem,party_rep,party_npp,party_ain,party_lib,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
32003005875,1974,779,521,520,100,7,4,43,0,1092,284,116,172,113,197
32003005876,1261,307,515,307,92,13,3,24,0,927,168,8,12,20,126
32003005877,4617,1642,1253,1325,224,51,5,117,0,2267,1020,109,433,285,503
32003005902,739,170,338,159,48,9,0,15,0,498,155,2,12,3,69
32003005903,2701,566,1271,658,152,15,1,38,0,2178,193,9,45,27,249
32003005904,3606,745,1713,905,199,20,0,24,0,2940,162,2,45,62,395
32003005905,1686,434,691,446,72,13,2,28,0,1311,153,3,13,29,177
32003006001,2166,906,395,676,103,16,1,69,0,962,377,583,46,38,160
32003006103,1109,432,316,284,45,13,0,19,0,621,305,41,35,36,71
32003006104,2968,1236,844,699,115,31,1,42,0,1254,1236,56,111,95,216
32003006201,1864,870,303,541,68,15,4,63,0,806,634,257,22,18,127
32003006202,2092,933,396,602,97,11,4,49,0,979,826,99,28,30,130
32003006203,1514,651,338,427,44,10,1,43,0,694,645,47,35,13,80
32003006204,3116,1505,489,856,142,32,0,92,0,1296,1316,231,46,47,180
32003006700,1102,281,369,356,41,22,4,29,0,668,74,9,117,64,170
32003006800,2564,1150,396,808,108,26,8,68,0,1075,908,188,54,94,245
32003006900,1249,489,387,279,58,13,3,20,0,778,232,40,40,32,127
32003007100,1225,596,176,360,40,12,3,38,0,465,635,31,13,14,67
32003007200,2625,1188,529,700,109,17,5,77,0,1195,842,320,49,53,166
32003007500,943,260,402,198,47,18,1,17,0,751,57,1,18,13,103
32003007600,2678,446,1544,515,127,18,0,28,0,2047,340,8,43,29,211
32003007801,481,200,95,144,23,2,0,17,0,259,46,115,10,4,47
32003007802,145,39,26,65,9,2,1,3,0,75,26,18,7,4,15
32003007900,2439,1081,410,742,122,26,5,53,0,1418,348,300,75,66,232
32005001000,2180,474,1164,411,86,18,3,24,0,1718,199,1,23,28,211
32005001100,3576,835,1700,771,192,37,5,35,0,2760,399,6,44,42,325
32005001200,2494,507,1431,392,120,26,1,17,0,2002,191,3,28,48,222
32005001300,1634,274,1003,254,68,18,4,12,0,1338,63,0,25,16,192
32005001400,2728,595,1512,449,110,31,3,28,0,2196,184,1,27,34,286
32005001500,4096,930,2026,835,208,51,2,43,0,3161,382,2,70,72,409
32005001600,1633,365,807,329,88,19,5,19,0,1288,54,3,49,25,214
32005001700,1401,385,497,386,84,29,2,18,0,1013,133,3,28,28,196
32005001800,2444,724,856,662,130,44,3,24,0,1853,131,4,71,49,336
32005001900,1972,370,1135,342,87,22,2,14,0,1620,87,1,30,18,216
32005002000,2462,648,1020,589,137,36,3,26,0,1771,374,3,34,27,253
32005002100,1516,387,715,301,82,19,1,11,0,1140,175,2,28,32,139
32005002200,5609,1068,3272,931,235,50,3,49,0,4565,360,1,58,64,561
32005002300,3343,495,2182,458,137,35,5,31,0,2796,205,0,19,54,269
32005002400,1004,235,481,217,44,11,0,16,0,797,105,0,8,12,82
32005002500,1540,292,822,293,94,22,3,14,0,1241,131,0,18,24,126
32005990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
