GEOID20,total_reg,party_dem,party_rep,party_npp,party_lib,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
24037875000,4620,1220,2359,970,28,3,22,0,3937,110,131,27,50,365
24037875100,3346,1090,1510,704,20,4,12,0,2745,74,269,23,23,212
24037875201,3974,1188,1929,808,13,3,21,0,3346,75,200,17,22,314
24037875202,4148,1236,1933,918,15,2,31,0,3445,90,272,23,28,290
24037875300,2411,1065,949,364,12,2,12,0,1875,40,319,18,18,141
24037875400,5252,1739,2374,1069,24,7,25,0,4221,172,225,94,54,486
24037875501,4604,1467,1998,1083,21,2,22,0,3559,179,254,142,79,391
24037875502,2861,1035,1243,563,6,3,9,0,2123,89,318,39,37,255
24037875601,1499,525,695,265,8,0,2,0,1065,15,291,13,17,98
24037875602,4719,1526,2050,1059,35,6,29,0,3772,200,154,106,79,408
24037875700,5629,1549,2876,1126,28,7,29,0,4867,145,93,48,52,424
24037875803,3538,1124,1534,811,25,8,26,0,2807,179,130,74,46,302
24037875903,1584,749,419,377,13,1,22,0,830,112,500,27,31,84
24037875904,2924,1601,662,602,14,5,27,0,1230,158,1301,51,55,129
24037875905,1691,671,567,415,17,4,9,0,1136,73,266,49,32,135
24037875906,2910,1247,899,718,19,2,22,0,1659,216,719,70,53,193
24037876001,3162,1761,688,657,11,10,25,0,1361,166,1364,61,43,167
24037876003,2163,894,759,474,18,2,13,0,1335,156,484,45,29,114
24037876004,3721,1652,1068,928,28,7,27,0,2246,243,826,75,43,288
24037876101,3736,1283,1648,732,24,8,25,0,3078,94,200,47,31,286
24037876102,2174,615,997,519,11,7,14,0,1753,77,141,22,29,152
24037876200,3955,1576,1557,742,26,9,27,0,3159,113,306,42,43,292
24037990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24011955000,1393,325,706,334,6,2,15,0,1118,114,34,10,4,113
24011955100,3680,1013,1796,818,18,7,21,0,3104,101,164,22,24,265
24011955201,2662,817,1292,504,14,9,21,0,2050,94,294,17,22,185
24011955202,1552,406,833,293,10,2,5,0,1293,33,74,9,15,128
24011955301,2907,888,1408,578,9,1,15,0,2373,66,184,31,37,216
24011955302,2019,835,752,402,9,1,17,0,1397,79,391,15,14,123
24011955400,1466,350,811,279,7,5,10,0,1237,22,79,11,13,104
24011955500,2773,820,1385,539,6,1,10,0,2163,36,328,20,25,201
24011955600,2870,1094,1189,546,7,8,17,0,1886,93,665,13,44,169
24043000100,2522,988,950,542,18,7,9,0,2046,78,91,31,43,233
24043000200,2756,1155,955,607,13,3,16,0,2077,137,173,29,43,297
24043000301,2180,808,816,511,11,7,18,0,1715,93,89,13,26,244
24043000302,1407,623,371,374,14,4,18,0,987,85,172,9,17,137
24043000400,1398,799,247,308,10,3,19,0,637,81,587,7,21,65
24043000500,3353,1577,833,866,22,4,38,0,2231,187,549,42,54,290
24043000601,1491,672,443,339,16,4,12,0,1005,95,226,18,22,125
24043000602,2191,844,886,415,11,6,18,0,1747,79,104,31,28,202
24043000700,1566,679,420,436,10,3,14,0,1156,70,206,9,14,111
24043000800,1933,857,550,487,18,4,12,0,1496,78,160,12,22,165
24043000900,2174,1003,556,560,14,6,24,0,1446,151,353,21,31,172
24043001001,3010,1060,1272,623,18,3,22,0,2398,134,134,31,17,296
24043001002,2842,893,1284,614,22,7,12,0,2333,113,54,43,21,278
24043010100,716,188,375,148,2,1,2,0,627,11,6,5,15,52
24043010200,3164,821,1709,577,22,4,16,0,2753,36,6,23,25,321
24043010300,5545,1882,2434,1146,30,11,32,0,4346,208,205,131,121,534
24043010401,2775,1008,1195,537,11,4,12,0,2003,138,239,61,62,272
24043010402,3619,1194,1641,739,15,1,18,0,2640,155,406,49,70,299
24043010600,3697,744,2290,628,12,5,11,0,3280,41,5,14,21,336
24043010700,2382,421,1471,463,13,1,6,0,2073,19,18,7,12,253
24043010802,1900,543,918,397,17,2,17,0,1637,30,34,24,17,158
24043010803,2911,895,1414,543,16,3,22,0,2560,52,39,18,21,221
24043010901,4358,1492,1907,896,20,4,21,0,3275,284,174,75,92,458
24043010902,2382,555,1293,497,18,2,11,0,2108,25,9,8,13,219
24043011000,29,9,9,9,0,0,1,0,15,1,4,0,2,7
24043011100,4604,1652,1921,962,15,4,36,0,3605,212,208,80,63,436
24043011202,3149,1054,1450,586,20,2,25,0,2451,109,208,31,37,313
24043011203,3721,1399,1435,826,16,3,27,0,2596,218,279,97,161,370
24043011204,2583,899,1096,552,13,1,14,0,2016,106,137,35,58,231
24043011301,3621,893,1898,778,19,1,17,0,3022,124,49,25,35,366
24043011302,3048,794,1521,692,17,2,16,0,2450,115,12,74,101,296
24043011400,4343,1275,2140,877,15,3,19,0,3703,117,39,40,44,400
24043011501,3274,910,1681,646,18,5,5,0,2795,67,23,19,39,331
24043011502,2692,760,1338,553,9,3,15,0,2359,51,19,15,17,231
24043011600,2202,597,1124,450,10,6,9,0,1900,56,17,7,14,208
24043011700,3988,839,2339,752,21,9,18,0,3508,96,25,12,30,317
24015030100,3302,1047,1535,659,25,2,14,0,2806,71,78,43,26,278
24015030200,3730,1095,1727,821,24,4,32,0,3191,70,44,27,46,352
24015030400,2312,1078,671,518,12,3,24,0,1705,110,316,14,16,151
24015030501,3031,877,1432,672,14,8,15,0,2676,74,18,7,15,241
24015030503,3617,1274,1424,844,16,6,33,0,2866,129,232,47,59,284
24015030505,2376,883,907,542,12,6,16,0,1917,80,151,25,24,179
24015030507,1962,871,572,479,11,3,19,0,1195,138,342,57,82,148
24015030508,2748,1044,952,695,17,7,21,0,2145,151,168,27,35,222
24015030601,2786,786,1325,628,16,5,10,0,2424,58,8,19,30,247
24015030602,3007,1322,901,734,15,8,15,0,2177,120,355,31,35,289
24015030700,3790,891,2099,730,26,2,22,0,3396,66,16,32,21,259
24015030903,3129,1066,1269,730,16,4,30,0,2619,107,96,30,27,250
24015030904,5613,1526,2725,1271,30,8,29,0,4806,116,50,75,60,506
24015030905,1823,438,974,389,3,2,10,0,1597,29,11,16,17,153
24015030907,3038,1030,1272,681,16,4,22,0,2512,91,80,16,28,311
24015030908,3734,1126,1584,941,25,6,30,0,3094,126,138,33,44,299
24015031201,4218,1085,2109,938,26,10,26,0,3513,90,133,31,43,408
24015031202,3602,1296,1488,762,19,7,18,0,2882,118,208,44,36,314
24015031301,2494,557,1389,510,13,2,15,0,2201,39,3,13,20,218
24015031302,4836,1103,2660,990,23,7,32,0,4328,66,14,34,44,350
24015031400,2813,546,1606,617,10,3,19,0,2488,35,24,13,18,235
24510010100,2335,1298,516,485,18,5,9,0,1737,82,74,60,50,332
24510010200,2290,1449,366,452,8,4,8,0,1610,125,143,59,72,281
24510010300,1546,942,259,317,11,2,13,0,1166,54,51,42,44,189
24510010400,1987,1117,398,444,12,2,9,0,1423,84,57,92,65,266
24510010500,1337,932,133,248,5,5,8,0,980,60,42,55,29,171
24510020100,1315,898,157,242,6,2,6,0,886,72,100,46,31,180
24510020200,1583,1055,202,301,7,6,7,0,920,125,192,82,63,201
24510020300,2690,1655,389,605,12,7,13,0,1846,138,89,122,97,398
24510030100,1263,957,86,192,2,3,18,0,291,48,806,23,20,75
24510030200,1714,1099,207,350,8,5,42,0,753,87,529,76,60,209
24510040100,3637,2506,291,777,18,9,24,0,1617,194,972,265,197,392
24510040200,424,296,29,88,2,1,3,0,159,21,133,37,21,53
24510060100,1562,1210,105,223,4,3,11,0,536,119,739,34,22,112
24510060200,2004,1517,139,307,7,4,22,0,678,125,977,44,36,144
24510060300,1210,890,80,221,3,7,7,0,465,58,529,41,25,92
24510060400,1036,822,52,153,1,0,6,0,238,32,614,63,30,59
24510070100,1354,1106,65,165,1,3,9,0,92,29,1190,12,9,22
24510070200,1937,1598,63,231,2,6,32,0,76,56,1737,16,18,34
24510070300,669,549,31,78,0,2,6,0,47,21,580,8,4,9
24510070400,784,670,26,81,0,2,5,0,67,20,631,32,8,26
24510080101,2568,2117,153,256,3,10,22,0,535,51,1835,24,27,96
24510080102,1392,1141,57,168,2,5,15,0,66,25,1253,8,15,25
24510080200,864,725,42,85,2,3,6,0,24,10,812,8,3,7
24510080301,1149,997,39,100,1,1,5,0,34,26,1066,11,7,5
24510080302,1862,1652,45,142,0,7,12,0,62,37,1729,6,7,21
24510080400,736,631,20,77,1,1,5,0,37,15,671,1,5,7
24510080500,1016,865,43,98,0,1,9,0,45,11,942,2,6,10
24510080600,1365,1170,50,124,4,2,13,0,58,16,1262,11,5,13
24510080700,696,585,21,78,0,1,10,0,28,5,647,6,5,5
24510080800,1051,849,52,130,0,4,13,0,82,33,883,13,10,30
24510090100,2911,2449,101,323,6,7,22,0,255,61,2480,22,30,63
24510090200,2377,2032,89,219,3,10,16,0,344,56,1829,24,23,101
24510090300,3254,2769,116,323,7,7,18,0,576,71,2354,63,50,140
24510090400,945,823,29,84,1,1,7,0,90,21,792,9,5,28
24510090500,1385,1118,55,187,2,7,11,0,194,37,1063,17,19,55
24510090600,2068,1786,62,185,6,4,23,0,122,38,1850,20,11,27
24510090700,1870,1608,65,167,3,4,18,0,68,31,1704,17,23,27
24510090800,1770,1483,60,194,4,2,25,0,65,33,1640,9,9,14
24510090900,1530,1277,51,172,2,3,19,0,76,25,1385,9,11,24
24510100100,1591,1374,46,141,3,3,20,0,60,30,1459,12,8,22
24510100200,1432,1241,42,129,2,0,15,0,65,16,1323,5,12,11
24510100300,173,122,15,31,1,1,3,0,26,9,136,0,1,1
24510110100,2174,1632,121,382,6,11,16,0,1073,118,571,127,70,215
24510110200,3744,2891,186,618,13,12,14,0,1760,183,1077,200,99,425
24510120100,2663,2001,235,393,9,4,10,0,1653,81,207,177,99,446
24510120201,1388,1129,50,186,5,13,5,0,832,51,223,47,51,184
24510120202,1922,1334,115,432,10,17,4,0,1046,104,130,286,83,273
24510120300,2610,2130,102,337,2,10,18,0,795,90,1484,61,37,143
24510120400,1213,994,39,155,1,5,14,0,209,36,868,16,18,66
24510120500,1521,1209,44,237,7,8,8,0,406,49,916,38,25,87
24510120600,2086,1628,107,300,5,16,16,0,670,73,1103,71,45,124
24510120700,1648,1203,134,289,4,6,7,0,926,65,351,49,69,188
24510130100,1877,1579,56,208,2,4,19,0,146,29,1620,12,20,50
24510130200,1421,1193,39,170,4,2,10,0,199,19,1132,9,20,42
24510130300,1396,1168,41,162,4,2,15,0,78,29,1242,13,15,19
24510130400,1170,976,40,142,3,0,6,0,57,29,1055,11,8,10
24510130600,2878,2134,249,447,13,14,15,0,2089,102,117,62,65,443
24510130700,3730,2884,283,499,16,12,23,0,2670,123,283,107,88,459
24510130803,1906,1282,235,345,6,9,21,0,1277,79,249,75,46,180
24510130804,1525,1077,157,258,5,10,12,0,1183,42,75,30,30,165
24510130805,794,688,25,75,2,0,0,0,88,23,622,24,12,25
24510130806,934,673,80,165,6,4,3,0,612,31,144,16,16,115
24510140100,2949,2436,126,346,5,13,12,0,1298,104,1062,124,76,285
24510140200,1311,1083,48,163,1,2,13,0,104,19,1129,11,25,23
24510140300,1603,1340,62,177,2,2,18,0,214,26,1284,16,22,41
24510150100,1782,1492,63,206,0,3,14,0,72,24,1638,12,11,25
24510150200,1559,1323,51,165,1,3,13,0,61,12,1445,10,17,14
24510150300,1258,1073,44,125,1,2,10,0,34,17,1175,2,8,22
24510150400,2147,1830,76,217,4,1,14,0,188,31,1837,15,22,54
24510150500,1027,880,32,100,2,1,11,0,51,10,936,4,9,17
24510150600,2179,1857,71,223,5,4,17,0,103,39,1963,15,24,35
24510150701,1218,1055,34,114,2,0,11,0,61,19,1095,4,10,29
24510150702,1731,1499,41,160,7,1,19,0,71,24,1607,3,7,19
24510150800,2782,2380,101,267,5,2,25,0,137,55,2513,10,24,43
24510150900,2322,1985,58,252,4,2,17,0,113,43,2083,20,25,38
24510151000,3174,2731,98,305,6,2,25,0,193,60,2808,21,30,62
24510151100,4443,3860,130,416,4,2,23,0,256,69,3994,26,33,65
24510151200,2594,2202,97,262,4,5,22,0,124,36,2355,21,16,42
24510151300,2559,2171,95,250,3,7,20,0,121,45,2312,18,17,46
24510160100,1184,1019,41,108,3,0,12,0,52,21,1078,13,5,15
24510160200,1366,1164,44,138,1,1,16,0,44,12,1265,12,15,18
24510160300,780,657,43,72,1,0,5,0,31,10,720,2,9,8
24510160400,1186,973,54,133,3,1,15,0,46,22,1084,8,15,11
24510160500,2698,2372,86,210,3,4,19,0,117,41,2490,14,16,20
24510160600,2021,1730,66,203,1,1,15,0,82,35,1861,10,12,21
24510160700,2943,2530,104,266,4,2,31,0,113,47,2719,12,20,32
24510160801,2214,1932,72,188,3,2,10,0,105,31,2025,18,13,22
24510160802,2007,1763,49,177,1,0,16,0,151,24,1773,12,9,38
24510170100,1128,902,50,162,3,2,7,0,205,32,807,18,25,41
24510170200,1743,1443,65,196,4,4,27,0,109,27,1538,14,18,37
24510170300,1166,1009,34,108,1,2,12,0,71,22,1031,12,10,20
24510180300,1239,914,83,223,3,7,7,0,236,47,826,45,19,66
24510190100,1089,934,34,111,0,1,6,0,70,19,964,7,7,22
24510190200,957,696,78,160,2,5,11,0,233,36,611,13,17,47
24510190300,977,732,73,157,4,0,9,0,228,20,661,21,11,36
24510200100,1076,903,37,120,1,0,14,0,46,11,982,5,12,20
24510200200,1680,1471,49,144,0,0,14,0,102,30,1493,9,17,29
24510200300,725,540,50,118,1,2,11,0,134,16,520,22,10,23
24510200400,774,652,37,72,2,1,7,0,35,10,709,6,3,11
24510200500,1258,919,118,193,5,5,15,0,290,25,879,10,18,36
24510200600,1531,1196,101,203,5,6,18,0,274,29,1149,19,12,48
24510200701,3080,2702,69,271,5,3,28,0,174,39,2774,13,20,60
24510200702,837,723,23,82,2,1,5,0,34,16,765,3,4,15
24510200800,1444,1166,72,179,2,2,10,0,141,34,1218,17,13,21
24510210100,1547,1129,114,273,9,8,13,0,447,80,854,39,27,100
24510210200,2057,1509,167,337,12,9,20,0,583,60,1181,97,33,103
24510220100,3397,2309,422,635,9,4,12,0,2173,116,330,177,135,466
24510230100,1566,1021,226,292,13,4,6,0,869,47,414,35,42,159
24510230200,1604,909,315,362,11,3,3,0,1243,54,42,42,36,187
24510230300,1462,819,262,355,13,5,7,0,998,52,129,47,28,208
24510240100,2585,1514,494,550,12,2,10,0,1914,86,59,94,59,373
24510240200,2193,1316,426,427,10,1,9,0,1631,62,54,76,81,289
24510240300,1555,943,267,330,5,3,6,0,1165,54,43,65,39,189
24510240400,1911,1134,369,379,15,0,12,0,1460,60,41,54,33,263
24510250101,2543,2105,131,276,3,2,19,0,194,66,2156,17,29,81
24510250102,1890,1580,71,209,2,4,20,0,101,51,1689,8,14,27
24510250103,2129,1311,401,376,9,5,18,0,1292,81,531,30,39,156
24510250203,1159,990,38,117,0,2,10,0,128,23,955,10,14,29
24510250204,2105,1800,83,190,5,1,20,0,89,21,1952,13,10,20
24510250205,1828,1358,170,263,6,2,23,0,446,158,1084,30,28,82
24510250206,1351,704,306,303,10,0,22,0,940,70,176,24,18,123
24510250207,1099,903,37,139,3,1,14,0,106,52,900,10,9,22
24510250301,1295,1066,59,149,3,2,14,0,116,21,1108,8,11,31
24510250303,1120,639,217,237,5,7,13,0,703,59,238,22,25,73
24510250401,1550,915,288,318,7,2,18,0,803,129,446,17,21,134
24510250402,1934,1307,224,365,3,4,26,0,655,103,1045,12,17,102
24510250500,2466,1518,377,509,8,9,33,0,1139,116,1007,27,37,140
24510250600,14,5,7,2,0,0,0,0,13,1,0,0,0,0
24510260101,3141,2372,286,429,8,7,33,0,736,97,2109,23,42,134
24510260102,3641,3069,173,367,2,4,18,0,332,84,3116,24,25,60
24510260201,2950,2386,173,356,7,4,18,0,338,70,2413,35,27,67
24510260202,3543,3013,134,359,2,5,22,0,285,65,3048,37,25,83
24510260203,1808,1548,60,175,2,1,16,0,115,24,1606,14,8,41
24510260301,2931,2434,109,344,2,2,28,0,178,40,2646,16,15,36
24510260302,4324,3684,153,432,8,2,36,0,401,64,3710,25,21,103
24510260303,666,515,48,89,2,2,7,0,136,31,478,1,4,16
24510260401,1227,638,305,257,6,4,15,0,756,290,17,2,39,123
24510260402,1596,1329,53,184,6,4,19,0,90,30,1422,14,17,23
24510260403,1096,929,47,113,0,2,4,0,81,24,946,8,9,28
24510260404,657,440,77,123,4,3,7,0,280,49,229,12,11,76
24510260501,2070,1268,354,409,7,6,20,0,1371,226,138,34,74,227
24510260604,560,429,51,73,2,0,4,0,158,47,305,6,8,36
24510260605,2203,1322,396,442,10,6,24,0,1254,268,367,33,52,229
24510260700,1728,1031,310,356,6,3,18,0,1098,137,152,72,60,209
24510260800,968,665,122,153,7,7,11,0,627,95,155,14,13,64
24510260900,2572,1410,508,624,7,2,16,0,1829,126,96,93,72,356
24510261000,1427,1008,168,227,8,3,12,0,608,112,545,29,25,108
24510261100,1548,879,315,331,7,2,11,0,1144,66,32,51,43,212
24510270101,1204,946,86,154,3,4,9,0,486,35,559,14,18,92
24510270102,2608,2053,188,322,4,9,25,0,436,67,1984,24,17,80
24510270200,1311,1034,91,168,4,9,2,0,517,40,642,12,16,84
24510270301,2164,1718,129,289,3,4,15,0,503,66,1435,24,32,104
24510270302,1121,843,113,145,2,5,9,0,364,38,618,20,13,68
24510270401,3376,2690,234,414,7,3,22,0,645,67,2486,26,30,122
24510270402,2246,1728,208,273,8,9,12,0,672,53,1334,30,40,117
24510270501,3057,1984,531,480,12,9,26,0,1484,129,1113,32,46,253
24510270502,3016,2210,341,418,8,8,23,0,1001,89,1669,27,37,193
24510270600,3338,2557,289,446,9,6,24,0,980,96,2020,38,35,169
24510270701,1353,1101,42,185,4,4,12,0,91,31,1154,12,16,49
24510270702,1429,1106,118,177,6,6,13,0,314,44,981,12,17,61
24510270703,1984,1320,323,313,6,7,8,0,870,75,843,27,31,138
24510270801,2793,2348,103,309,7,6,11,0,231,64,2384,26,39,49
24510270802,3408,2949,87,334,5,6,21,0,203,56,3024,31,37,57
24510270803,4110,3563,120,387,4,6,23,0,367,68,3485,72,22,96
24510270804,1953,1518,155,253,9,6,10,0,832,73,796,46,41,165
24510270805,3599,3044,123,393,4,9,19,0,311,72,3086,26,27,77
24510270901,2858,2496,61,273,3,3,21,0,101,37,2650,18,21,31
24510270902,3396,2978,86,300,4,0,25,0,450,45,2705,19,33,144
24510270903,1938,1664,67,187,1,4,10,0,273,42,1512,19,29,63
24510271001,1398,1144,50,178,2,2,19,0,66,18,1263,13,12,26
24510271002,2771,2350,79,298,7,5,29,0,118,41,2530,20,26,36
24510271101,1386,1013,134,220,3,7,7,0,694,56,431,46,33,126
24510271102,934,679,131,119,1,0,3,0,619,20,114,37,34,110
24510271200,4672,3348,667,610,11,11,19,0,3306,133,441,127,107,558
24510271300,2141,1635,201,288,7,2,2,0,1559,50,164,59,35,274
24510271400,2710,2077,223,387,4,10,6,0,1935,84,159,86,87,359
24510271501,3532,2765,307,417,7,7,26,0,2162,91,340,94,125,720
24510271503,770,588,72,103,2,2,2,0,504,32,57,15,20,142
24510271600,2519,2149,87,242,3,4,28,0,208,39,2197,12,17,46
24510271700,3317,2851,120,316,1,6,21,0,355,52,2791,13,17,89
24510271801,1921,1650,63,192,1,1,13,0,121,30,1711,16,13,30
24510271802,1655,1411,63,158,2,2,15,0,77,26,1493,10,11,38
24510271900,2698,2287,122,262,2,4,16,0,415,37,2034,33,38,141
24510272003,4233,2868,766,565,13,6,11,0,1641,75,1096,44,144,1233
24510272004,2267,1480,415,350,3,0,15,0,1050,22,352,12,132,699
24510272005,2428,1564,488,349,4,3,8,0,997,35,277,17,192,910
24510272006,2478,1810,333,309,5,4,12,0,557,56,1161,22,167,515
24510272007,2399,1811,223,329,4,2,23,0,540,80,1280,17,87,395
24510280101,2084,1733,81,241,5,1,21,0,228,52,1705,19,24,56
24510280102,3948,3411,115,383,4,2,24,0,260,75,3498,23,33,59
24510280200,3136,2663,91,342,12,2,18,0,201,57,2757,22,57,42
24510280301,2235,1846,89,271,6,0,16,0,311,59,1753,22,19,71
24510280302,1486,1249,44,167,4,2,16,0,77,38,1322,14,13,22
24510280401,2558,2147,123,260,1,0,25,0,420,42,1957,22,35,82
24510280402,1255,1099,32,110,2,1,9,0,104,31,1087,6,8,19
24510280403,3355,2572,277,461,14,3,16,0,794,97,2252,31,40,141
24510280404,1773,1503,65,176,2,3,19,0,265,36,1381,20,9,62
24510280500,1837,1435,118,246,2,1,30,0,415,45,1221,28,18,110
24510280600,1778,1503,62,188,1,5,15,0,79,24,1624,12,10,29
24029950100,2534,887,1105,495,12,4,17,0,2080,63,173,16,23,179
24029950200,3301,1327,1323,614,13,1,14,0,2456,45,540,18,27,215
24029950300,3546,1931,983,582,15,7,17,0,2480,76,626,51,47,266
24029950400,2291,1058,850,353,6,7,5,0,1688,42,371,16,15,159
24029950500,1837,741,740,321,5,2,9,0,1488,27,145,5,20,152
24029990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24019970100,1474,495,756,208,7,0,4,0,1101,14,260,5,10,84
24019970200,3901,1677,1527,638,21,2,24,0,2365,100,1170,28,33,205
24019970300,3353,972,1817,527,14,5,6,0,2756,68,245,35,39,210
24019970400,2268,1180,705,358,8,1,12,0,1536,87,444,16,24,161
24019970500,2299,1670,302,296,8,4,15,0,508,99,1616,13,4,59
24019970600,3269,1980,739,509,8,2,21,0,1327,124,1615,39,40,124
24019970702,3011,1076,1420,475,11,2,17,0,2516,63,160,29,24,219
24019970804,1347,369,774,184,5,3,4,0,1147,18,45,17,21,99
24019970900,1024,330,544,142,5,0,3,0,833,12,101,9,3,66
24019990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24033800102,1852,1165,289,358,9,0,15,0,817,207,591,50,50,137
24033800103,1138,704,141,259,7,0,11,0,498,140,307,50,28,115
24033800105,2518,1740,259,449,8,7,22,0,569,291,1313,124,88,133
24033800106,2083,1483,198,356,5,6,9,0,405,167,1239,100,85,87
24033800108,2234,1674,137,371,2,6,22,0,461,228,1266,55,74,150
24033800109,2535,1778,248,444,10,4,22,0,753,431,1011,77,78,185
24033800203,3525,1955,759,716,19,7,25,0,2126,310,385,192,139,373
24033800206,2604,1942,191,411,6,3,18,0,438,242,1658,76,78,112
24033800209,1669,1243,123,261,4,5,16,0,230,207,1066,33,48,85
24033800210,1606,1237,103,240,5,1,10,0,185,169,1065,64,59,64
24033800211,1643,1237,118,256,1,3,17,0,243,112,1099,69,45,75
24033800212,3399,2552,267,536,5,1,17,0,550,202,1845,369,254,179
24033800213,3335,2398,292,564,11,5,35,0,597,379,1812,230,136,181
24033800216,2833,1913,318,534,6,6,14,0,777,296,1254,171,104,231
24033800217,2911,2071,273,487,4,5,24,0,550,254,1754,130,84,139
24033800218,2962,2158,224,476,11,5,31,0,547,310,1810,88,75,132
24033800401,1983,1096,465,375,6,2,14,0,1070,144,513,53,47,156
24033800402,3731,2106,832,692,14,0,30,0,2157,309,801,76,81,307
24033800403,2921,1822,518,519,10,4,23,0,1203,193,1154,88,88,195
24033800408,5447,4261,392,676,11,1,32,0,687,399,3769,225,160,207
24033800409,5103,3667,579,745,13,4,30,0,1417,308,2840,163,112,263
24033800410,4245,2997,484,654,10,4,37,0,1104,311,2355,122,131,222
24033800411,3117,2245,314,467,5,3,39,0,662,187,1766,212,98,192
24033800412,2457,1869,184,346,3,3,12,0,282,268,1488,145,155,119
24033800413,2360,1916,108,304,0,2,16,0,474,119,1271,57,86,353
24033800504,3542,1955,816,674,12,6,22,0,2076,298,733,79,85,271
24033800505,1935,1097,435,347,7,4,13,0,1185,151,389,24,37,149
24033800507,2630,1817,314,448,7,1,13,0,675,121,1575,67,56,136
24033800511,3782,2725,409,571,12,3,18,0,894,273,2309,65,68,173
24033800513,4782,3125,736,818,13,2,33,0,1766,305,2178,145,114,274
24033800514,4710,3692,262,688,10,4,25,0,369,166,3628,228,179,140
24033800515,2934,2129,307,444,6,5,23,0,679,194,1791,70,63,137
24033800516,2646,1970,275,358,2,3,13,0,623,137,1650,51,66,119
24033800517,4894,4094,212,493,5,4,27,0,384,182,4039,91,87,111
24033800518,3287,2667,172,404,5,0,9,0,291,101,2640,83,82,90
24033800519,3140,2299,333,463,4,2,13,0,617,183,2042,108,66,124
24033800520,1654,1402,40,185,4,2,15,0,90,61,1430,29,17,27
24033800521,6859,5967,185,623,7,1,20,0,474,191,5868,93,62,171
24033800522,3090,2627,83,351,4,0,13,0,167,81,2730,31,33,48
24033800605,3450,2826,190,384,6,2,18,0,421,130,2700,30,38,131
24033800606,3539,3005,106,373,1,2,17,0,306,113,2983,24,32,81
24033800607,5039,4239,182,543,7,1,21,0,318,184,4287,78,55,117
24033800608,5765,4839,176,702,8,1,24,0,605,186,4597,103,52,222
24033800609,3004,2481,167,314,8,2,5,0,228,113,2527,27,33,76
24033800701,6368,5362,218,709,11,6,30,0,855,212,4902,94,79,226
24033800704,3975,3228,239,434,9,1,22,0,442,125,3260,39,32,77
24033800705,3516,2828,227,377,4,4,26,0,362,118,2915,30,26,65
24033800706,3195,2742,133,274,6,1,12,0,190,130,2768,44,14,49
24033800707,3057,2475,193,351,3,1,11,0,444,124,2350,41,25,73
24033800800,2995,1754,719,449,9,3,21,0,1495,134,1152,33,23,158
24033800900,1267,765,284,185,4,2,8,0,546,53,574,11,21,62
24033801003,4372,3421,321,561,10,5,21,0,676,185,3309,46,57,99
24033801004,4432,3539,354,477,5,3,21,0,702,170,3335,52,45,128
24033801005,3503,2928,177,337,4,1,11,0,298,114,2939,38,35,79
24033801006,3096,2526,157,358,3,1,19,0,251,112,2622,31,25,55
24033801105,181,84,36,55,1,0,2,0,97,26,33,3,5,17
24033801106,429,224,78,109,9,0,3,0,213,53,123,4,3,33
24033801207,3584,2937,192,388,8,3,19,0,353,191,2898,51,35,56
24033801208,3394,2914,118,313,5,2,11,0,171,109,3004,44,25,41
24033801209,3590,3108,127,311,5,2,8,0,206,140,3096,38,51,59
24033801210,3271,2799,118,281,7,2,17,0,185,174,2806,27,34,45
24033801211,2392,1972,140,237,4,3,12,0,244,151,1858,49,35,55
24033801212,2516,2144,94,222,3,2,12,0,190,122,2118,28,20,38
24033801213,2892,2413,105,305,3,4,17,0,190,232,2365,19,47,39
24033801214,2985,2435,201,289,2,7,17,0,386,163,2299,31,33,73
24033801215,2241,1821,115,265,3,1,15,0,223,128,1773,42,26,49
24033801216,2803,2315,166,259,3,1,18,0,284,151,2252,32,28,56
24033801217,2839,2382,135,270,1,4,14,0,253,156,2327,30,24,49
24033801302,2129,1425,315,332,5,3,16,0,799,116,1022,47,33,112
24033801305,4703,3860,239,520,7,7,22,0,311,400,3752,76,73,91
24033801307,3054,2471,169,357,9,3,9,0,382,232,2213,64,65,98
24033801308,2944,2397,148,340,4,3,17,0,219,271,2283,51,58,62
24033801309,2892,2211,240,386,3,2,12,0,467,160,2028,58,59,120
24033801310,5481,4299,398,685,14,10,26,0,677,332,4198,78,80,116
24033801311,6410,5321,292,714,4,6,28,0,690,322,5081,81,67,169
24033801312,2716,2167,171,332,4,1,20,0,257,256,2047,35,47,74
24033801313,2271,1845,131,252,4,0,16,0,201,209,1736,47,40,38
24033801404,3986,3026,280,595,6,4,32,0,820,428,2308,109,113,208
24033801405,2350,1816,201,278,2,6,17,0,347,442,1350,49,60,102
24033801406,2079,1786,61,202,3,1,7,0,122,117,1782,11,22,25
24033801407,4689,3976,169,462,8,4,22,0,235,300,3983,42,56,73
24033801408,2153,1845,62,210,3,0,9,0,116,77,1876,24,14,46
24033801409,1899,1544,95,219,5,1,8,0,169,232,1399,36,27,36
24033801410,2614,2077,165,317,10,3,9,0,263,329,1824,40,73,85
24033801411,2475,1933,158,330,4,2,11,0,264,420,1596,45,87,63
24033801500,1751,1418,90,205,1,3,10,0,181,160,1326,29,17,38
