GEOID20,total_reg,party_dem,party_rep,party_npp,party_lib,party_ain,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
54047953900,703,388,112,113,0,0,0,4,0,666,6,3,1,3,24
54047954000,1408,622,338,288,2,0,0,6,0,1346,11,5,4,0,42
54047954200,1004,570,166,189,1,0,1,1,0,960,3,6,2,1,32
54047954501,695,415,115,107,2,0,0,2,0,613,7,28,1,7,39
54047954503,2940,1741,427,527,8,0,2,5,0,2396,28,306,8,20,182
54047954504,3292,1706,641,602,6,0,0,5,0,3150,15,29,2,6,90
54061010101,699,277,168,237,9,0,0,1,0,543,14,8,17,16,101
54061010103,751,311,143,276,9,0,4,2,0,586,22,12,7,21,103
54061010104,1013,383,231,358,23,0,2,4,0,785,48,17,21,25,117
54061010202,1714,773,372,510,23,0,1,5,0,1341,57,26,32,32,226
54061010203,1362,597,344,387,20,0,0,0,0,1070,28,17,47,50,150
54061010204,2616,930,701,926,31,0,5,4,0,1990,83,29,54,87,373
54061010400,2612,1195,722,642,24,0,0,5,0,2069,65,26,70,85,297
54061010601,1951,789,531,567,17,0,1,1,0,1430,53,54,91,96,227
54061010602,1016,406,316,267,13,0,0,0,0,747,29,15,67,47,111
54061010700,2065,935,470,599,28,0,2,7,0,1651,48,70,21,34,241
54061010800,2692,1025,894,689,41,0,1,3,0,2245,51,28,38,55,275
54061010901,2297,1219,354,647,36,0,5,5,0,1842,68,37,40,45,265
54061010902,2532,1163,640,649,30,0,1,4,0,2118,42,24,31,41,276
54061011000,2505,1154,607,674,29,0,1,4,0,2039,67,54,32,30,283
54061011100,2661,1178,730,664,40,0,2,3,0,2150,50,50,26,56,329
54061011200,1414,649,365,357,12,0,0,2,0,1163,38,19,11,18,165
54061011300,2847,1064,1001,688,26,0,0,3,0,2481,22,13,14,33,284
54061011400,2582,923,1103,494,8,0,0,1,0,2346,16,2,13,14,191
54061011500,3611,1410,1283,834,30,0,0,4,0,3120,28,22,20,67,354
54061011601,1504,604,416,432,26,0,0,1,0,1121,27,19,124,57,156
54061011602,2202,879,722,555,28,0,0,0,0,1794,45,10,48,74,231
54061011700,3091,1072,1263,695,29,0,0,1,0,2550,68,10,62,55,346
54061011803,2335,837,868,560,26,0,1,1,0,2040,30,8,15,28,214
54061011804,2873,974,1170,680,17,0,1,2,0,2503,35,4,25,46,260
54061011805,4278,1597,1511,1070,42,1,0,3,0,3523,94,15,53,94,499
54061011806,3981,1404,1550,949,39,0,2,0,0,3255,90,9,73,97,457
54061011900,3145,1125,1209,755,14,0,0,3,0,2716,38,10,19,43,319
54061012000,2411,1095,627,633,21,0,0,0,0,1814,67,25,131,121,253
54039000100,710,381,139,167,4,0,0,0,0,476,9,181,2,3,39
54039000200,1417,650,380,342,6,0,0,1,0,1017,16,293,2,16,73
54039000300,1711,685,568,414,15,0,0,0,0,1544,22,7,11,22,105
54039000500,1524,697,402,384,12,0,1,1,0,1267,19,99,9,17,113
54039000600,2653,1393,583,611,26,0,0,0,0,1963,36,414,16,34,190
54039000700,1398,832,189,332,16,0,0,0,0,629,16,668,7,5,73
54039000800,1237,683,204,306,12,0,1,0,0,724,22,410,13,14,54
54039000900,1108,555,198,311,12,0,0,0,0,657,20,341,9,14,67
54039001100,3393,1600,899,810,16,0,1,1,0,2508,55,445,72,68,245
54039001200,1236,700,144,343,9,0,0,0,0,703,27,399,8,17,82
54039001300,1756,1002,291,404,9,0,0,3,0,1349,37,164,17,47,142
54039001500,2862,1327,833,639,14,0,0,0,0,2403,50,62,52,91,204
54039001700,1031,525,288,189,4,0,0,4,0,859,11,48,23,21,69
54039001800,1867,857,559,405,16,0,1,1,0,1484,35,97,33,74,144
54039001901,2800,1160,967,605,12,0,0,1,0,2303,38,19,108,101,231
54039001902,2935,1182,1017,654,26,0,0,0,0,2435,42,9,87,106,256
54039002000,2056,939,597,469,10,1,0,0,0,1790,42,35,30,27,132
54039002100,3129,1330,965,738,29,0,0,0,0,2531,52,184,27,84,251
54039010100,2380,1071,642,578,27,1,1,0,0,1919,37,213,16,28,167
54039010200,1435,651,407,333,9,0,0,2,0,1235,23,86,5,9,77
54039010300,1396,697,359,307,10,0,0,0,0,1123,16,172,4,5,76
54039010400,768,518,77,157,5,0,0,0,0,214,15,510,1,6,22
54039010500,3321,1158,1258,793,25,0,0,1,0,2937,46,62,37,26,213
54039010601,1844,674,644,478,16,0,1,0,0,1708,21,6,3,6,100
54039010602,1761,659,658,404,8,0,0,1,0,1590,29,21,9,15,97
54039010701,3078,1155,1126,696,30,0,1,0,0,2697,48,64,31,39,199
54039010702,2957,939,1230,680,32,0,0,5,0,2710,23,19,9,22,174
54039010802,1803,440,889,416,8,0,0,2,0,1639,22,1,2,11,128
54039010803,2722,759,1307,582,18,1,0,0,0,2526,17,2,9,15,153
54039010804,1227,389,546,264,9,0,1,2,0,1166,7,0,1,3,50
54039010900,1632,406,787,382,15,0,1,1,0,1496,8,0,3,6,119
54039011000,3030,1032,1236,682,18,0,0,2,0,2714,33,19,13,34,217
54039011100,2521,731,1172,560,11,0,0,0,0,2288,8,2,6,12,205
54039011200,2301,649,979,614,15,0,0,2,0,2150,21,2,2,10,116
54039011301,1475,502,576,356,9,0,0,0,0,1359,10,4,4,15,83
54039011302,3898,1149,1815,829,30,0,0,2,0,3582,33,4,12,29,238
54039011401,1468,501,533,380,13,0,1,0,0,1331,15,6,9,11,96
54039011402,2171,867,725,508,19,0,0,2,0,1991,20,15,6,10,129
54039011500,2598,1319,641,575,20,0,0,0,0,1985,39,439,7,10,118
54039011800,2556,1185,715,595,14,0,0,0,0,2340,18,18,4,6,170
54039012100,2528,1258,636,569,17,0,1,0,0,2225,23,115,18,6,141
54039012200,2849,1442,747,596,14,0,0,1,0,2618,30,94,6,5,96
54039012301,2554,856,1022,599,24,0,1,4,0,2264,33,7,40,50,160
54039012302,1333,629,387,273,8,0,0,0,0,1232,8,3,3,12,75
54039012800,3008,1343,919,659,29,0,1,3,0,2649,45,58,17,50,189
54039012900,810,343,219,225,4,0,0,0,0,699,13,29,12,9,48
54039013001,1183,553,325,277,13,0,0,1,0,1021,27,53,4,16,62
54039013002,1569,653,533,335,8,0,0,0,0,1393,27,24,16,23,86
54039013100,3030,1257,954,736,27,0,2,2,0,2578,37,199,14,43,159
54039013200,2014,608,796,548,15,0,0,0,0,1821,26,16,6,12,133
54039013300,1852,690,705,403,21,0,0,1,0,1660,29,10,6,18,129
54039013400,1182,467,393,291,6,0,0,0,0,1043,18,39,8,10,64
54039013500,1815,640,711,415,13,0,0,1,0,1628,12,37,7,12,119
54039013600,3552,1411,1268,797,24,0,0,0,0,3197,36,84,15,33,187
54039013701,1429,469,585,323,17,0,0,1,0,1300,19,5,12,7,86
54039013702,3198,1073,1296,741,25,0,0,2,0,2974,23,14,9,9,169
54039013800,1170,427,388,330,7,1,0,2,0,1020,10,54,2,6,78
54019020101,3418,1553,943,864,24,0,0,0,0,3046,42,56,14,32,228
54019020102,1092,503,298,267,13,0,0,0,0,977,18,3,3,6,85
54019020201,2339,1069,666,575,10,0,0,0,0,1964,39,178,9,16,133
54019020202,2219,953,695,540,8,0,1,0,0,1993,60,19,6,16,125
54019020300,2038,983,567,466,9,0,0,0,0,1838,36,18,6,11,129
54019020400,2171,957,622,559,16,0,1,0,0,1853,22,155,8,13,120
54019020500,1219,524,350,336,5,0,0,0,0,1018,24,113,1,7,56
54019020600,758,256,278,216,3,0,0,0,0,696,9,0,3,7,43
54019020700,2094,1138,462,475,5,0,0,0,0,1786,27,138,13,15,115
54019020800,2070,1109,529,409,11,0,0,0,0,1818,35,98,3,6,110
54019020900,2829,1040,1061,680,15,0,1,0,0,2608,19,10,2,6,184
54019021000,1879,686,710,454,4,0,0,3,0,1736,18,3,0,1,121
54019021100,2042,751,709,557,2,0,0,0,0,1892,18,2,4,1,125
54021967701,2795,1299,848,439,5,0,0,1,0,2589,22,2,5,13,164
54021967800,1466,733,348,255,15,0,0,0,0,1307,22,11,5,7,114
54021980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54003971101,3596,897,1524,1084,43,0,1,1,0,2920,150,113,37,33,343
54003971103,1254,278,638,308,15,0,0,2,0,1057,46,8,3,10,130
54003971104,2876,568,1435,815,32,0,0,5,0,2463,72,10,17,29,285
54003971105,2432,605,1116,666,24,0,0,1,0,2047,67,45,26,25,222
54003971203,2696,522,1301,800,29,0,1,1,0,2376,44,1,7,20,248
54003971204,2257,476,1035,691,30,0,1,3,0,1894,31,5,12,21,294
54003971205,2534,566,1153,751,26,0,0,2,0,2109,93,49,21,23,239
54003971206,5443,1365,2396,1572,63,0,2,3,0,4465,232,101,64,68,513
54003971301,2910,998,941,905,31,0,1,0,0,2179,143,312,28,31,217
54003971302,3159,807,1339,956,18,0,0,1,0,2591,140,99,18,24,287
54003971401,2669,717,1161,720,28,0,0,2,0,2246,57,39,21,26,280
54003971402,3495,1164,1131,1108,46,0,1,1,0,2677,150,309,36,41,282
54003971500,2227,803,600,761,31,0,1,1,0,1641,97,253,9,19,208
54003971600,3332,1200,979,1069,41,0,1,2,0,2530,167,255,34,38,308
54003971700,3190,1184,942,988,36,0,0,3,0,2577,126,179,32,23,253
54003971801,2672,509,1263,836,37,0,0,2,0,2343,49,13,15,8,244
54003971802,2759,473,1461,762,20,0,1,1,0,2412,60,4,12,20,251
54003971901,3667,942,1489,1143,49,0,0,2,0,3084,127,94,13,31,318
54003971902,2942,862,1169,825,45,0,0,0,0,2263,128,218,65,39,229
54003972001,3630,1154,1282,1097,51,0,0,4,0,2637,197,362,62,40,332
54003972002,1579,481,518,542,14,0,2,0,0,1237,79,100,14,10,139
54003972003,2726,702,1148,814,31,0,0,1,0,2256,126,62,22,28,232
54003972101,3942,885,1706,1274,48,1,0,1,0,3362,133,61,38,28,320
54003972103,2103,520,894,640,28,0,1,0,0,1748,55,49,15,21,215
54003972104,2515,585,1055,815,25,0,0,2,0,2156,80,48,12,25,194
54003972105,2245,489,1030,682,21,0,0,1,0,1818,128,43,15,23,218
54069000200,2163,906,666,447,20,1,0,23,0,1843,21,12,11,43,233
54069000300,1128,417,409,237,7,0,1,12,0,921,19,48,10,26,104
54069000400,559,251,135,132,1,0,0,7,0,442,12,39,5,18,43
54069000500,936,402,253,208,9,0,0,14,0,760,15,47,4,19,91
54069000600,554,239,136,129,6,0,0,6,0,463,10,33,4,6,38
54069000700,465,261,75,95,4,0,0,3,0,270,5,140,3,10,37
54069001300,835,295,290,187,7,0,0,7,0,714,12,0,1,17,91
54069001400,3184,1214,1105,683,19,0,0,21,0,2608,46,21,20,49,440
54069001500,1942,739,733,329,13,0,1,20,0,1594,25,10,22,47,244
54069001600,1590,609,618,232,9,0,0,13,0,1324,34,2,14,29,187
54069001700,1319,469,558,208,10,0,0,14,0,1118,15,0,27,21,138
54069001800,3284,1207,1196,630,23,0,0,37,0,2736,36,52,22,61,377
54069001901,1983,693,791,354,7,0,1,21,0,1671,20,6,16,27,243
54069002000,3402,1137,1418,602,21,0,1,24,0,2849,36,5,16,76,420
54069002100,1850,516,806,388,6,0,0,11,0,1620,15,8,9,36,162
54069002200,1701,522,688,388,12,0,0,8,0,1462,23,4,15,20,177
54069002600,1071,450,285,270,10,0,1,9,0,890,8,8,2,20,143
54069002700,525,256,105,131,4,0,0,2,0,390,12,60,4,7,52
54073962100,2104,628,879,445,6,0,1,0,0,1939,13,1,12,3,136
54073962200,2985,996,1119,627,18,0,1,1,0,2742,25,2,11,6,199
54041967200,2159,686,955,477,11,0,0,0,0,1968,16,1,6,10,158
54041967300,2713,775,1294,599,11,0,0,2,0,2459,24,5,7,5,213
54041967400,1516,507,630,346,7,0,0,1,0,1377,28,1,4,8,98
54041967500,1762,547,690,472,14,0,0,0,0,1596,19,3,8,13,123
54041967600,2207,668,905,577,22,0,0,0,0,2024,18,0,7,4,154
54009031102,3431,1541,1079,700,18,0,0,1,0,2893,69,1,6,55,407
54009031103,1938,852,624,399,18,0,1,3,0,1585,39,13,2,44,255
54009031104,1948,790,713,396,12,0,0,1,0,1588,25,8,32,48,247
54009031200,2208,1056,624,444,19,0,0,1,0,1920,40,3,9,13,223
54009031401,1702,837,443,328,9,0,0,4,0,1446,20,24,4,15,193
54009031402,2057,947,592,436,15,0,0,0,0,1801,28,5,3,28,192
54009031600,2263,991,735,459,12,0,0,0,0,1972,32,3,10,32,214
54009031700,1263,534,403,277,11,0,2,0,0,1073,17,1,4,14,154
54093965200,1398,474,503,217,7,0,0,0,0,1215,9,0,4,13,157
54093965300,1952,721,614,357,10,0,0,0,0,1719,16,0,7,17,193
54093965400,2013,713,694,330,11,0,1,0,0,1775,21,1,3,17,196
54035963200,2631,750,1198,632,10,0,0,2,0,2438,15,1,6,16,155
54035963300,2985,1092,1138,680,23,1,2,0,0,2718,29,3,14,21,200
54035963400,2613,827,1154,570,13,0,0,0,0,2402,17,3,5,11,175
54035963500,1871,539,902,379,10,0,1,1,0,1694,11,0,6,8,152
54035963600,3214,915,1494,712,27,0,0,3,0,2934,33,3,17,15,212
54035963701,2540,564,1407,501,11,0,0,4,0,2313,19,3,11,13,181
54035963702,2885,697,1454,660,18,0,0,1,0,2697,9,1,4,7,167
