FULLCODE,total_reg,party_rep,party_dem,party_npp,party_lib,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
04013105200,3910,1068,1589,1026,45,4,3,0,2581,713,42,91,100,383
04013105300,3419,1043,1329,791,39,9,0,0,2441,481,15,63,70,349
04013105400,2822,1036,1004,604,34,3,1,0,2086,295,56,68,56,261
04013105501,1162,237,460,398,14,3,1,0,595,311,95,24,39,98
04013105502,890,127,373,332,11,1,0,0,440,176,145,12,29,88
04013105503,1477,257,620,528,11,3,2,0,830,297,156,19,43,132
04013105601,1845,392,716,651,14,1,2,0,812,816,15,27,41,134
04013105602,2557,451,1019,945,23,3,2,0,1299,701,186,51,96,224
04013105701,1942,512,740,589,23,3,0,0,986,628,21,75,65,167
04013105702,2057,477,774,682,29,1,0,0,1011,729,26,60,68,163
04013105800,3578,887,1407,1065,44,9,2,0,1721,1342,34,132,82,267
04013105900,2785,824,1005,807,19,4,2,0,1508,773,56,143,68,237
04013106001,679,132,243,274,4,1,1,0,328,238,12,10,32,59
04013106002,1440,318,557,482,12,4,1,0,853,337,63,16,30,141
04013106003,1627,364,687,497,21,4,0,0,883,459,45,36,38,166
04013106100,3892,1261,1627,773,36,7,3,0,2815,448,73,92,63,401
04013106200,2780,1161,929,523,16,1,0,0,2061,190,5,59,98,367
04013106300,3654,1185,1445,803,29,5,1,0,2629,384,47,82,102,410
04013106400,2078,646,804,490,19,6,1,0,1504,212,24,44,56,238
04013106501,2259,661,900,566,25,3,0,0,1486,306,15,49,117,286
04013106502,2471,688,1024,626,28,3,0,0,1747,297,15,44,78,290
04013106600,3133,1144,1187,629,22,0,0,0,2296,284,25,76,82,370
04013106701,1832,305,814,623,24,6,2,0,973,379,191,28,61,200
04013106702,945,286,393,212,5,1,1,0,651,120,24,9,29,112
04013106703,1612,396,752,363,11,2,1,0,1050,265,12,48,71,166
04013106801,1340,250,534,498,9,4,1,0,623,363,151,35,49,119
04013106802,1935,386,921,522,26,1,1,0,996,618,32,42,54,193
04013106900,3343,687,1451,1032,32,2,1,0,1264,1505,41,201,82,250
04013107001,1793,391,782,526,17,5,1,0,718,784,19,72,54,146
04013107002,1862,378,829,562,17,1,0,0,819,788,27,66,54,108
04013107101,1919,358,875,592,15,4,0,0,599,994,52,89,44,141
04013107102,2010,299,896,729,17,2,0,0,601,1040,75,101,54,139
04013107201,1484,248,296,824,7,1,2,0,760,380,43,31,42,228
04013107202,1974,327,843,702,15,3,0,0,592,1131,17,78,23,133
04013107300,2761,537,1226,861,21,2,0,0,1208,1038,127,128,63,197
04013107401,1766,430,834,381,27,4,1,0,1115,315,72,36,38,190
04013107402,508,71,246,170,7,0,0,0,254,174,18,13,11,38
04013107403,916,145,436,280,8,1,0,0,477,214,107,15,21,82
04013107404,281,37,126,110,0,0,0,0,125,58,48,9,15,26
04013107500,2919,835,1332,590,23,2,0,0,2187,264,34,55,52,327
04013107601,2237,511,1019,578,30,1,2,0,1492,372,44,50,44,235
04013107602,1823,473,779,460,33,1,0,0,1245,248,29,36,40,225
04013107700,3134,932,1235,771,41,2,0,0,2188,345,35,87,101,378
04013107800,2254,981,689,420,19,0,0,0,1676,106,4,49,70,349
04013107900,2864,1163,873,629,34,3,1,0,2168,156,12,81,91,356
04013108000,2754,1359,659,611,21,2,0,0,2104,108,4,89,91,358
04013108100,1701,694,491,407,22,1,0,0,1308,94,4,40,62,193
04013108200,2381,796,830,618,27,1,1,0,1764,234,13,47,57,266
04013108301,2747,1027,900,660,15,2,0,0,2046,198,9,70,74,350
04013108302,2104,663,802,507,21,3,1,0,1547,204,16,58,50,229
04013108400,3862,1105,1493,1035,40,2,1,0,2633,505,55,113,106,450
04013108501,1374,280,614,406,17,2,1,0,841,291,25,49,24,144
04013108502,2668,708,1092,743,28,1,1,0,1792,352,26,102,90,306
04013108601,1226,188,556,418,13,1,1,0,639,393,30,18,29,117
04013108602,3180,537,1436,1036,41,6,0,0,1786,686,150,106,117,335
04013108802,1170,214,591,302,13,6,0,0,773,222,23,25,18,109
04013108901,1690,291,869,444,17,2,0,0,1041,384,56,25,35,149
04013108902,2721,396,1453,760,28,0,0,0,1440,760,137,65,72,247
04013109001,1035,133,436,427,6,2,0,0,434,387,72,21,25,96
04013109002,1601,241,726,546,19,2,0,0,719,560,98,47,58,119
04013109003,1431,198,651,527,11,2,0,0,599,610,47,15,44,116
04013109101,1323,190,640,419,10,2,0,0,353,808,8,67,12,75
04013109102,1895,254,913,632,10,1,1,0,493,1206,30,31,31,104
04013109200,1418,244,632,471,9,3,1,0,544,683,54,34,28,75
04013109300,1819,228,862,640,17,0,0,0,426,1238,18,14,23,100
04013109401,1283,164,601,468,15,1,0,0,322,820,36,11,18,76
04013109402,1803,288,855,579,15,1,0,0,555,1080,30,11,28,99
04013109500,2364,341,1177,756,17,1,1,0,640,1511,67,20,24,102
04013109601,1884,290,872,654,16,1,0,0,523,1210,47,10,21,73
04013109602,2043,255,980,718,20,2,0,0,515,1333,59,25,18,93
04013109603,1909,255,950,634,10,2,0,0,459,1297,37,24,11,81
04013109604,1481,182,742,485,14,2,0,0,364,1010,15,6,17,69
04013109702,2069,281,972,730,16,0,0,0,508,1428,20,19,7,87
04013109703,924,119,455,317,7,1,0,0,198,667,14,7,6,32
04013109704,812,93,388,295,8,1,0,0,194,555,4,9,5,45
04013109705,792,90,402,271,8,0,0,0,170,576,6,8,3,29
04013109706,838,71,437,297,8,2,0,0,169,615,8,7,4,35
04013109707,1364,168,607,529,18,3,0,0,380,828,36,14,21,85
04013109801,1527,150,744,571,13,1,0,0,320,1067,41,14,21,64
04013109802,1959,246,1003,623,16,2,3,0,468,1350,25,14,17,85
04013109900,2726,303,1334,983,12,3,1,0,575,1939,33,27,31,121
04013110001,1814,182,968,590,10,2,0,0,345,1357,15,12,14,71
04013110002,1601,189,769,574,12,3,0,0,337,1149,21,14,14,66
04013110100,2280,221,1199,774,19,2,0,0,447,1641,31,32,26,103
04013110400,3546,586,1911,861,42,8,3,0,2097,856,68,78,91,356
04013110501,2369,364,1192,696,22,3,1,0,1469,411,120,54,52,263
04013110502,2230,347,1111,640,27,6,1,0,1326,437,82,78,56,251
04013110600,2877,546,1410,772,37,8,1,0,1825,607,62,48,59,276
04013110701,1214,184,579,390,18,1,0,0,620,402,27,24,27,114
04013110702,2440,456,1181,694,20,3,0,0,1257,813,45,54,42,229
04013110801,2454,461,1161,715,30,3,0,0,1482,546,101,41,68,216
04013110802,1555,333,714,426,12,4,1,0,1008,328,11,27,37,144
04013110901,2105,520,908,556,26,2,0,0,1341,373,49,61,47,234
04013110902,2316,549,971,681,37,4,0,0,1544,389,39,58,54,232
04013111000,3243,1072,1197,794,32,1,0,0,2386,335,37,83,84,318
04013111100,3208,1272,1035,717,22,3,1,0,2369,261,26,79,86,387
04013111201,2943,680,1152,961,36,2,0,0,1789,602,103,70,82,297
04013111202,786,92,373,299,7,1,0,0,340,269,70,20,14,73
04013111203,648,85,292,233,13,2,0,0,290,118,101,13,54,72
04013111204,1247,196,533,458,19,1,3,0,635,245,150,25,58,134
04013111300,3189,748,1334,927,43,6,0,0,1888,753,90,73,95,290
04013111401,1883,247,943,601,16,3,0,0,654,1019,33,17,28,132
04013111402,1826,341,850,545,16,1,0,0,896,617,59,39,72,143
04013111501,713,84,381,224,1,1,0,0,179,458,6,3,20,47
04013111502,2420,383,1147,776,20,3,1,0,970,1134,47,20,61,188
04013111601,1401,195,720,396,20,3,3,0,592,658,9,22,22,98
04013111602,1670,197,881,511,12,4,2,0,600,912,26,20,17,95
04013111700,3606,472,2096,840,54,10,4,0,2163,852,72,114,64,341
04013111800,3629,621,2000,806,44,4,0,0,2506,433,79,76,93,442
04013111900,1825,374,971,375,20,2,1,0,1279,271,16,40,32,187
04013112100,1342,127,734,442,9,0,0,0,194,1082,4,8,17,37
04013112201,1563,135,883,487,12,1,0,0,216,1273,6,10,13,45
04013112202,1849,227,1016,515,15,1,1,0,438,1264,33,20,16,78
04013112301,1878,186,1033,582,12,1,0,0,328,1384,47,14,27,78
04013112302,2291,240,1124,841,12,3,2,0,557,1428,77,77,29,123
04013112401,1958,197,1014,672,20,2,0,0,396,1409,29,21,24,79
04013112402,2068,212,1094,694,14,0,1,0,364,1577,16,16,25,70
04013112502,1982,203,1020,676,13,1,1,0,364,1489,24,8,23,74
04013112504,1229,128,609,440,8,1,1,0,279,874,26,2,16,32
04013112507,535,61,248,202,5,0,0,0,164,290,19,7,12,43
04013112508,892,135,407,317,6,0,1,0,206,625,7,4,9,41
04013112510,2234,310,1101,748,17,1,5,0,585,1389,82,39,24,115
04013112512,405,48,169,164,7,0,0,0,149,203,14,6,7,26
04013112514,2419,332,1223,770,18,3,2,0,795,1075,261,81,58,149
04013112515,1939,234,971,668,10,2,2,0,510,1147,124,22,21,115
04013112516,1661,187,838,567,14,1,3,0,407,1059,55,25,31,84
04013112517,2537,360,1232,853,21,1,0,0,665,1569,85,49,37,132
04013112518,2389,405,1109,797,21,0,1,0,790,1293,61,78,31,136
04013112519,1831,209,900,634,19,3,0,0,363,1372,10,10,12,64
04013112520,1589,202,737,567,19,0,1,0,370,1086,19,24,17,73
04013112521,900,84,386,388,10,1,0,0,304,468,46,7,21,54
04013112522,1525,185,777,506,7,1,0,0,299,1091,34,16,28,57
04013112523,1799,236,815,691,9,3,1,0,703,775,139,32,31,119
04013112524,1605,208,702,633,9,1,1,0,610,663,179,19,21,113
04013112601,985,89,546,317,3,0,0,0,157,712,33,12,24,47
04013112602,1854,163,935,689,9,2,0,0,239,1510,5,14,10,76
04013112700,2136,201,1155,701,14,3,0,0,313,1698,18,10,15,82
04013112900,2732,385,1410,782,33,7,1,0,1434,896,78,26,53,245
04013113000,2368,332,1286,634,35,4,0,0,1571,308,65,83,53,288
04013113100,3120,472,1509,987,40,4,0,0,1867,519,162,90,73,409
04013113201,960,91,521,305,8,7,0,0,306,552,12,13,11,66
04013113202,912,89,491,290,8,4,0,0,382,401,18,14,21,76
04013113204,1539,156,832,468,13,3,1,0,656,708,19,18,23,115
04013113301,1060,117,502,379,7,1,1,0,330,575,48,9,23,75
04013113502,805,74,426,280,2,0,0,0,99,542,33,9,77,45
04013113503,1637,166,807,608,10,1,0,0,394,1021,63,14,49,96
04013113601,1481,194,680,561,8,3,2,0,555,623,110,19,49,125
04013113602,1447,170,760,468,3,0,2,0,325,774,92,13,162,81
04013113701,2342,269,1120,850,24,5,0,0,1066,677,249,38,115,197
04013113702,813,131,385,269,3,1,0,0,321,305,65,18,42,62
04013113800,1515,270,633,551,20,4,1,0,800,406,34,57,65,153
04013113900,515,70,241,185,1,2,0,0,178,219,55,11,12,40
04013114000,1320,178,701,376,17,2,0,0,710,320,115,33,27,115
04013114100,933,221,374,284,9,2,0,0,612,123,49,13,17,119
04013114200,529,69,263,175,3,1,0,0,152,310,12,8,6,41
04013114301,1496,301,427,693,4,0,2,0,839,252,193,13,26,173
04013114302,875,80,453,306,6,2,0,0,205,417,181,8,20,44
04013114401,695,65,370,233,7,0,0,0,125,472,69,2,2,25
04013114402,829,97,397,301,7,1,0,0,233,515,23,10,2,46
04013114500,1267,135,628,453,17,2,0,0,240,943,15,4,9,56
04013114600,599,68,289,221,11,0,0,0,91,476,4,2,2,24
04013114704,431,46,247,126,0,0,0,0,74,336,2,2,1,16
04013114705,4,0,1,2,0,0,0,0,3,0,0,0,0,1
04013114800,1420,131,767,484,3,0,0,0,293,809,208,30,13,67
04013114900,1159,114,569,426,8,2,0,0,284,686,53,58,11,67
04013115200,1032,136,486,358,9,5,1,0,338,398,188,13,28,67
04013115300,1215,126,632,418,5,2,0,0,309,571,260,14,14,47
04013115400,809,100,419,255,7,2,1,0,147,607,1,6,9,39
04013115500,1665,185,820,569,14,0,0,0,382,1189,12,5,17,60
04013115600,2197,187,1240,687,16,3,2,0,488,1068,522,20,31,68
04013115700,2841,253,1554,925,21,4,0,0,512,2091,83,28,31,96
04013115801,1444,136,782,468,6,0,1,0,356,881,121,7,14,65
04013115802,1363,126,746,436,8,1,0,0,286,885,126,14,12,40
04013115900,2645,266,1374,886,23,2,0,0,615,1401,438,28,42,121
04013116000,3690,341,2035,1171,24,6,3,0,967,1248,1134,82,88,171
04013116100,1999,215,1003,709,16,1,2,0,667,734,397,43,34,124
04013116202,2658,342,1366,837,18,2,0,0,825,1430,185,46,34,138
04013116203,3428,651,1500,1099,20,4,1,0,1876,732,264,113,129,314
04013116204,1803,247,921,549,19,0,0,0,668,863,91,35,28,118
04013116205,2141,392,937,715,28,0,0,0,978,796,171,31,36,129
04013116300,3430,392,1888,1033,17,1,0,0,808,1514,879,48,35,146
04013116400,2934,316,1567,940,16,3,0,0,748,1716,264,35,52,119
04013116500,2685,278,1523,771,20,2,0,0,516,1783,218,23,38,107
04013116605,3394,433,1733,1097,30,2,0,0,1171,1301,453,111,134,224
04013116606,3016,379,1563,940,32,4,1,0,909,1384,415,72,62,174
04013116607,1969,219,1031,634,14,3,2,0,598,892,244,51,52,132
04013116610,3616,624,1785,1066,32,5,1,0,1295,1359,444,135,106,277
04013116611,2439,642,1079,599,14,4,2,0,1104,901,136,66,78,154
04013116612,4004,721,1901,1212,37,1,3,0,1543,1505,370,130,132,324
04013116614,1960,221,1034,623,14,0,0,0,541,1071,193,41,36,78
04013116615,1954,175,1077,630,13,0,0,0,442,1106,257,30,18,101
04013116616,2866,431,1403,905,19,2,1,0,1039,1107,356,98,75,191
04013116617,2011,450,942,529,15,2,0,0,920,710,126,69,31,155
04013116618,2400,366,1212,719,23,4,3,0,909,1001,212,66,58,154
04013116619,3124,599,1465,920,25,2,1,0,1318,1108,273,79,102,244
04013116620,4041,649,1992,1241,39,5,1,0,1474,1658,455,93,119,242
04013116621,2671,421,1285,877,22,3,1,0,893,961,465,88,77,187
04013116703,3340,575,1679,945,29,1,5,0,1307,1286,363,92,85,207
04013116707,2122,693,768,514,23,3,1,0,1539,252,12,46,50,223
04013116708,4034,1391,1418,964,32,2,2,0,3056,385,51,69,77,396
04013116709,1482,345,579,474,19,3,0,0,981,263,48,21,29,140
04013116710,3782,1544,1180,816,32,2,0,0,2735,293,16,157,118,463
04013116711,1268,365,472,366,16,1,0,0,865,131,81,26,41,124
04013116712,4844,1403,1737,1444,60,5,1,0,3107,733,163,230,142,469
04013116713,4241,1458,1451,1095,34,2,0,0,2976,460,62,204,132,407
04013116714,2443,863,832,613,18,1,1,0,1640,280,28,176,68,251
04013116715,1490,462,547,361,16,2,0,0,1030,211,12,36,43,158
04013116717,1821,407,747,569,23,2,1,0,1119,297,177,37,51,140
04013116718,1610,444,621,456,19,2,0,0,1039,222,84,55,42,168
04013116719,4240,1316,1445,1206,35,5,0,0,2774,561,77,199,167,462
04013116720,2513,678,946,743,20,4,1,0,1730,338,54,60,66,265
04013116721,2586,951,843,649,26,4,0,0,1845,248,32,115,71,275
04013116725,3557,1271,1077,989,32,3,2,0,2511,363,28,160,106,389
04013116727,3098,1235,853,802,39,3,2,0,2222,235,28,155,108,350
04013116728,3691,1472,1088,929,14,3,0,0,2580,302,37,282,106,384
04013116729,3189,1254,1005,736,22,3,1,0,2332,230,16,193,102,316
04013116730,1456,550,444,399,10,0,2,0,918,160,30,114,61,173
04013116731,2461,915,736,684,20,1,1,0,1748,257,20,91,63,282
04013116732,2370,481,1074,678,20,3,1,0,1081,967,76,63,44,139
04013116733,6,0,1,5,0,0,0,0,2,3,0,0,0,1
04013116734,1153,168,620,310,9,4,0,0,358,556,134,16,25,64
04013116735,1815,209,922,622,13,2,1,0,483,1055,141,13,20,103
04013116736,1373,163,680,480,6,1,0,0,435,728,93,10,22,85
04013116737,2359,445,1215,580,17,2,1,0,1047,588,400,62,63,199
04013116738,3965,882,1674,1198,45,8,1,0,2182,854,256,199,158,316
04013116800,1352,294,640,348,6,4,0,0,662,520,16,29,23,102
04013116900,662,100,291,241,4,2,0,0,210,398,5,10,5,34
04013117000,2686,432,1299,835,32,4,0,0,1187,1024,108,108,40,219
04013117100,1729,254,906,472,23,6,2,0,1104,321,51,42,34,177
04013117200,472,54,233,165,5,0,0,0,100,334,10,4,2,22
04013117300,571,44,302,202,6,0,0,0,123,380,26,4,7,31
04013216806,2444,1020,736,541,12,3,0,0,1855,133,0,51,78,327
04013216807,3978,1638,1196,927,20,4,1,0,2990,180,5,103,158,542
04013216809,3869,1777,924,956,18,0,0,0,2730,178,9,159,231,562
04013216810,1054,428,314,259,5,0,0,0,767,52,3,27,40,165
04013216813,3473,1562,925,765,18,2,0,0,2550,178,3,85,114,543
04013216816,4765,2253,1153,1081,36,0,0,0,3484,225,15,155,202,684
04013216819,4895,2321,1079,1145,34,1,0,0,3899,188,3,77,120,608
04013216820,3192,1416,759,798,26,1,2,0,2528,136,5,40,64,419
04013216821,4932,2474,1034,1109,39,4,3,0,3860,174,12,120,142,624
04013216822,3645,1883,764,752,21,2,1,0,2815,123,10,69,87,541
04013216826,3483,1444,975,855,23,0,0,0,2564,187,1,89,144,498
04013216829,4506,2386,857,975,22,2,1,0,3467,162,10,106,141,620
04013216830,2037,780,607,505,24,5,0,0,1459,150,13,48,58,309
04013216831,2385,1193,545,494,19,2,0,0,1768,93,1,86,93,344
04013216832,1861,866,427,449,10,0,0,0,1420,75,1,27,62,276
04013216833,3471,1497,963,814,19,1,0,0,2555,168,14,139,143,452
04013216834,1897,891,511,370,6,2,0,0,1419,64,7,42,82,283
04013216835,1938,804,542,489,18,0,0,0,1469,107,10,49,59,244
04013216836,2788,1301,672,668,25,1,0,0,2055,152,10,96,121,354
04013216837,3440,1262,1009,978,32,4,0,0,2418,258,27,152,136,449
04013216838,3766,1538,1030,991,27,7,0,0,2592,229,9,230,159,547
04013216839,3057,1344,792,759,17,0,1,0,2210,155,11,132,143,406
04013216840,3617,1815,791,803,25,0,1,0,2651,148,6,139,157,516
04013216841,3370,1705,765,729,20,0,0,0,2507,147,12,111,129,464
04013216842,2462,1253,502,576,12,1,0,0,1838,103,5,83,75,358
04013216843,3154,1651,607,688,16,1,0,0,2314,125,13,78,102,522
04013216844,2974,1307,706,781,30,1,0,0,2238,139,11,77,114,395
04013216845,1914,853,459,498,14,1,1,0,1387,101,13,54,54,305
04013216849,5063,2314,1208,1241,28,1,0,0,3632,192,7,244,199,789
04013216850,2784,925,828,884,29,3,1,0,1865,181,12,138,137,451
04013216851,3615,1977,617,799,22,0,1,0,2805,121,0,100,107,482
04013216852,2084,789,555,619,18,2,0,0,1515,136,12,55,88,278
04013216853,3009,1182,829,856,30,1,0,0,2076,219,13,158,142,401
04013216854,2778,1243,632,762,20,0,0,0,1959,125,6,164,113,411
04013216855,2873,1391,639,681,15,1,1,0,2113,104,1,112,113,430
04013216856,2203,1056,482,523,21,0,1,0,1738,85,2,43,53,282
04013216857,3216,1359,756,876,38,1,1,0,2488,156,6,61,80,425
04013216858,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04013216859,5264,2389,1274,1288,19,3,0,0,3638,258,9,322,338,699
04013216860,1608,596,475,454,11,1,1,0,1077,102,4,126,61,238
04013216861,3212,1336,886,810,30,2,1,0,2346,160,8,123,129,446
04013216901,2669,1131,764,619,21,0,1,0,1993,144,4,73,83,372
04013216902,2852,1060,887,709,33,3,1,0,2148,218,9,76,72,329
04013217001,3492,1398,1048,805,36,2,2,0,2682,214,7,62,85,442
04013217002,4009,1410,1237,1071,55,7,1,0,3051,319,13,89,96,441
04013217101,1791,676,546,453,24,1,0,0,1300,165,6,26,43,251
04013217102,1863,710,576,471,24,2,0,0,1378,128,10,42,64,241
04013217201,1781,580,491,619,20,0,1,0,1293,133,8,47,49,251
04013217203,2661,945,909,644,20,2,0,0,1978,131,11,59,78,404
04013217204,1724,437,629,555,22,6,2,0,1191,219,21,35,47,211
04013217300,3387,1445,824,919,32,0,0,0,2435,186,7,117,162,480
04013217400,2507,927,852,579,28,0,0,0,1918,181,6,59,52,291
04013217501,1492,331,595,492,14,5,0,0,971,249,19,37,37,179
04013217502,1858,541,639,580,17,3,1,0,1335,195,22,42,68,196
04013217600,2735,777,901,895,31,4,1,0,1906,321,25,78,83,322
04013217700,3544,1327,1143,853,39,5,3,0,2643,307,9,86,96,403
04013217800,4306,1430,1429,1176,61,5,0,0,3187,508,27,71,75,438
04013217900,2626,818,894,738,30,8,0,0,1928,283,6,50,68,291
04013218000,3655,1085,1367,1003,45,3,1,0,2525,489,49,84,108,400
04013218100,1403,423,461,404,16,3,0,0,904,234,8,45,42,170
04013218200,4078,1056,1424,1363,57,11,1,0,2562,822,37,95,121,441
04013218300,3001,908,1041,854,37,4,2,0,2145,324,35,69,88,340
04013318400,2897,673,1107,976,43,3,1,0,1779,599,33,92,85,309
04013318501,2074,533,832,585,32,7,0,0,1398,339,9,54,54,220
04013318700,2543,572,1039,815,35,7,2,0,1611,299,55,115,94,369
04013318800,3859,656,1694,1301,70,9,2,0,2426,677,114,97,111,434
04013318900,4096,735,2027,1099,53,11,0,0,2763,658,57,86,96,436
04013319001,828,202,340,227,9,1,2,0,491,105,8,51,29,144
04013319002,1574,256,791,425,16,2,0,0,1096,169,18,50,42,199
04013319101,861,128,348,337,12,0,4,0,502,150,25,45,27,112
04013319103,1681,290,735,569,23,3,1,0,999,287,52,74,77,192
04013319104,2228,367,983,777,29,10,1,0,1342,372,57,90,87,280
04013319201,2937,424,1328,1037,47,6,1,0,1611,745,108,91,82,300
04013319202,1624,257,700,595,28,2,1,0,950,292,89,50,57,186
04013319300,1400,240,637,455,10,0,0,0,647,516,42,42,19,134
04013319401,3997,1012,1572,1172,55,8,1,0,2668,578,95,114,91,451
04013319402,3065,944,1181,771,42,3,2,0,2139,417,33,104,70,302
04013319403,3044,796,1234,826,36,7,0,0,2024,470,82,98,84,286
04013319404,2523,787,942,609,20,2,2,0,1862,278,14,71,27,271
04013319500,3908,1078,1514,1075,56,12,0,0,2659,540,34,136,125,414
04013319600,3691,846,1727,891,34,8,3,0,2623,448,32,102,75,411
04013319705,1997,422,846,605,27,3,1,0,1217,424,48,55,74,179
04013319706,2018,364,908,654,22,4,1,0,1046,571,64,56,73,208
04013319707,2,0,0,2,0,0,0,0,1,1,0,0,0,0
04013319708,2643,655,1068,741,32,4,4,0,1666,542,68,41,77,249
04013319709,9,2,3,4,0,0,0,0,5,0,1,0,1,2
04013319710,1161,214,506,386,13,2,0,0,662,280,27,19,46,127
04013319801,1806,354,767,567,31,4,0,0,1127,326,71,22,73,187
04013319802,1911,388,804,592,28,4,3,0,1270,283,68,39,47,204
04013319902,1828,406,805,487,24,3,1,0,1105,407,56,32,70,158
04013319903,3965,1196,1524,994,52,2,2,0,2842,435,68,103,99,418
04013319904,3623,1063,1469,852,41,6,1,0,2528,532,29,109,86,339
04013319905,3496,1044,1353,879,46,5,0,0,2413,503,25,114,90,351
04013319906,2288,731,901,533,19,1,1,0,1596,230,15,102,90,255
04013319907,1810,724,620,349,13,1,1,0,1341,150,3,80,51,185
04013319908,1484,378,620,398,15,3,0,0,985,269,21,43,31,135
04013319909,1761,594,666,414,13,1,0,0,1262,180,3,93,33,190
04013319910,3944,1370,1447,908,30,5,1,0,2529,447,26,299,240,403
04013320001,3685,722,1511,1269,58,3,4,0,2060,771,272,141,120,321
04013320002,3091,186,1923,884,12,0,1,0,289,2620,15,18,18,131
04013320007,3552,629,1559,1165,50,6,3,0,2028,898,102,108,118,298
04013320100,2076,454,786,735,39,1,1,0,1409,270,14,88,53,242
04013420104,3293,1457,721,901,34,1,0,0,2450,378,25,36,56,348
04013420105,4783,2270,998,1221,50,5,6,0,3693,434,12,100,74,470
04013420107,4864,2388,1024,1159,38,3,1,0,3717,287,21,127,128,584
04013420108,1334,766,229,261,16,2,1,0,1025,81,1,27,22,178
04013420109,3877,1950,784,924,39,3,1,0,3037,274,4,86,71,405
04013420110,4452,2350,826,1031,27,3,4,0,3588,350,7,53,64,390
04013420111,2484,1036,538,747,29,2,1,0,1736,497,7,22,33,189
04013420112,2146,949,445,634,23,2,2,0,1600,280,19,28,18,201
04013420113,1880,609,542,627,17,3,2,0,1338,233,61,15,38,195
04013420114,2039,734,486,696,28,0,3,0,1369,430,8,33,29,170
04013420115,1650,583,427,539,15,1,2,0,1099,337,6,14,17,177
04013420116,1728,737,403,482,14,0,1,0,1319,198,2,24,23,162
04013420202,3752,1581,976,960,41,4,0,0,2863,431,18,41,43,356
04013420206,2535,1136,585,641,14,2,1,0,2057,166,5,26,38,243
04013420207,2280,1148,482,520,12,1,0,0,1799,155,7,44,45,230
04013420208,3358,1500,746,917,32,5,2,0,2437,510,17,46,47,301
04013420209,3134,1371,848,750,17,4,0,0,2368,377,10,41,46,292
04013420210,3519,1527,807,969,39,4,1,0,2711,396,18,35,48,311
04013420211,3312,1531,790,776,38,1,0,0,2543,316,18,48,44,343
04013420212,2227,1027,493,553,27,2,0,0,1764,187,7,29,21,219
04013420213,620,285,137,147,2,0,0,0,522,17,0,2,5,74
04013420214,2855,1128,793,775,28,4,0,0,2109,355,34,51,33,273
04013420215,1845,767,495,480,21,2,2,0,1268,297,2,43,45,190
04013420216,2930,1348,641,779,27,0,0,0,2300,248,20,46,45,271
04013420301,1609,979,260,293,19,1,0,0,1281,111,5,63,31,118
04013420302,3398,1944,590,684,23,3,2,0,2705,228,7,72,76,310
04013420303,2860,1435,636,631,32,1,1,0,2096,333,9,90,64,268
04013420304,859,559,111,147,7,1,0,0,682,52,1,37,18,69
04013420401,1879,657,552,574,16,1,1,0,1238,432,9,12,40,148
04013420402,2969,1718,490,645,28,0,1,0,2336,222,3,93,45,270
04013420503,1741,606,493,537,25,2,2,0,1173,302,58,28,42,138
04013420504,2105,765,624,582,42,0,2,0,1475,358,11,36,31,194
04013420505,1630,504,540,495,27,1,0,0,913,502,16,28,40,131
04013420506,1766,434,605,639,15,4,1,0,1029,464,46,27,42,158
04013420602,3266,1597,716,767,36,2,1,0,2382,469,4,38,41,332
04013420603,2615,1366,511,594,33,1,1,0,2023,259,28,34,39,232
04013420604,3185,1711,596,693,40,2,2,0,2570,302,0,40,41,232
04013420704,3214,1692,633,739,29,4,2,0,2470,359,19,54,46,266
04013420705,2803,1681,472,545,18,1,1,0,2150,184,9,138,76,246
04013420706,3278,1743,655,691,37,1,3,0,2467,328,11,95,58,319
04013420707,1344,488,373,400,11,0,1,0,1013,131,19,7,24,150
04013420708,2004,666,647,576,15,3,0,0,1461,258,24,10,45,206
04013420709,1767,677,532,464,13,0,2,0,1354,145,10,29,21,208
04013420710,1861,681,513,556,19,1,0,0,1297,309,10,32,23,190
04013420800,2882,1231,733,781,28,4,1,0,2079,467,20,31,53,232
04013420901,1762,610,543,515,19,2,0,0,1137,418,28,10,32,137
04013420902,2014,855,542,502,32,6,1,0,1377,414,14,26,24,159
04013421001,2154,653,751,622,21,2,0,0,1487,365,55,35,32,180
04013421002,1686,411,635,560,17,3,1,0,973,368,106,32,29,178
04013421101,2342,709,720,787,33,3,1,0,1471,539,27,33,44,228
04013421102,3503,1340,909,1055,45,6,1,0,2373,666,55,58,74,277
04013421201,2807,673,998,977,47,5,1,0,1780,478,46,107,95,301
04013421202,2271,690,768,668,39,2,1,0,1433,547,25,42,46,178
04013421302,2915,628,1065,1060,28,3,0,0,1601,860,35,76,70,273
04013421303,2757,585,1027,1009,40,4,0,0,1510,830,58,96,49,214
04013421304,1587,245,596,653,27,3,2,0,905,341,58,35,40,208
04013421400,1588,409,589,499,16,2,1,0,1026,316,37,28,26,155
04013421501,1469,545,416,441,14,4,1,0,839,482,17,21,23,87
04013421502,1413,477,388,488,20,0,0,0,799,456,10,13,18,117
04013421601,1574,475,517,499,16,1,1,0,931,501,23,13,15,91
04013421602,1402,342,448,518,23,3,1,0,639,625,6,14,17,101
