FULLCODE,total_reg,party_rep,party_dem,party_npp,party_lib,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
04017965302,3546,1690,819,621,32,4,162,0,2753,279,5,27,97,385
04023966000,2345,845,843,360,24,3,54,0,1743,338,2,17,24,221
04023966101,2305,633,1011,416,13,5,48,0,1467,595,0,21,29,193
04023966103,671,66,396,159,2,0,14,0,64,590,0,4,1,12
04023966106,1167,203,547,334,12,0,28,0,268,849,0,7,7,36
04023966107,1006,180,495,243,5,1,21,0,246,708,0,7,4,41
04023966108,3359,423,1822,923,16,3,68,0,371,2893,0,21,18,56
04023966109,2043,503,876,492,14,0,38,0,809,1101,0,13,11,109
04023966110,833,106,432,232,9,1,14,0,118,680,0,1,4,30
04023966111,3478,561,1741,920,18,3,77,0,616,2716,2,30,23,91
04023966200,2309,291,1228,632,8,1,59,0,267,1932,1,20,23,66
04023966301,2713,306,1601,609,10,2,42,0,331,2286,0,10,28,58
04023966302,1791,172,1045,469,6,2,34,0,162,1568,0,17,15,29
04023966401,2027,205,1132,548,7,4,54,0,222,1736,1,8,8,52
04023966402,2520,258,1400,718,14,0,63,0,282,2159,0,15,25,39
04005000100,3015,663,1528,539,29,13,45,0,2429,211,6,49,58,262
04005000200,2984,491,1604,632,28,12,36,0,2311,237,5,48,58,325
04005000301,2296,384,1149,581,25,9,40,0,1402,504,9,26,69,286
04005000302,1515,258,682,426,20,5,37,0,878,359,15,29,45,189
04005000400,5950,1025,3170,1253,38,10,163,0,3782,643,39,100,455,931
04005000500,2978,800,1123,808,32,8,54,0,1886,616,7,37,92,340
04005000601,1595,605,594,275,8,2,25,0,1273,96,6,42,21,157
04005000602,2283,710,825,545,22,8,40,0,1691,216,3,39,48,286
04005000700,2654,744,1105,571,36,7,50,0,1957,266,10,74,79,268
04005000800,3206,465,1468,1008,47,18,60,0,2036,547,44,56,74,449
04005000901,3073,832,1208,777,30,3,48,0,2320,261,7,77,84,324
04005000902,1820,388,735,544,32,5,36,0,1259,228,14,40,43,236
04005001000,1284,186,496,485,17,1,27,0,793,242,31,26,36,156
04005001101,3554,915,1459,870,56,5,49,0,2708,324,5,70,51,396
04005001103,2361,543,984,632,40,7,42,0,1589,420,3,37,58,254
04005001104,2529,589,1039,697,28,4,31,0,1720,360,9,52,69,319
04005001201,2600,366,1436,571,32,16,45,0,1953,261,19,39,49,279
04005001301,3915,1667,1174,740,39,2,61,0,2976,343,6,43,80,467
04005001302,5022,1719,1762,1116,53,5,102,0,3858,339,19,52,178,576
04005001500,3093,1337,867,620,27,4,54,0,2424,201,4,30,78,356
04005001601,1518,454,562,345,8,1,32,0,1203,65,2,39,30,179
04005001602,828,247,321,181,4,2,17,0,656,30,2,10,19,111
04005001700,2225,1086,507,450,25,2,32,0,1547,426,7,42,24,179
04005002000,1260,622,198,312,17,2,23,0,1063,33,1,13,27,123
04005002101,2123,819,547,543,22,4,47,0,1598,121,4,43,82,275
04005002102,3987,952,1841,886,31,5,102,0,2515,179,20,78,407,788
04005002201,2780,1051,847,610,33,6,57,0,2197,224,3,29,51,276
04005002202,2896,687,1270,689,35,3,64,0,2089,215,4,47,131,410
04005002301,1168,347,370,336,8,6,29,0,797,120,1,19,47,184
04005002302,2315,1252,407,444,23,6,46,0,1879,179,0,12,43,202
04005942201,2016,255,1232,443,3,0,30,0,1073,73,21,43,239,567
04005942202,23,9,12,1,0,0,1,0,16,1,0,0,2,4
04005944900,7644,817,4730,1582,43,6,199,0,3860,293,88,111,1335,1957
04005945000,989,114,655,163,3,2,30,0,531,35,8,16,142,257
04005945100,3519,420,2084,702,16,2,182,0,1974,135,3,54,507,846
04005945200,617,84,359,120,4,2,18,0,305,21,1,9,105,176
04005980000,56,13,23,18,0,0,0,0,31,14,0,1,2,8
04005980100,41,23,4,12,0,0,2,0,34,3,0,0,0,4
04005980200,26,14,5,2,0,0,1,0,17,4,0,0,0,5
04019000100,1196,204,502,398,7,9,0,0,724,278,3,29,28,134
04019000200,2322,247,1339,625,22,4,1,0,922,1120,13,48,53,166
04019000300,1120,79,706,260,8,11,1,0,607,334,27,20,43,89
04019000401,1550,184,910,377,13,4,3,0,1052,211,15,51,44,177
04019000402,793,72,483,203,2,3,1,0,511,126,7,32,24,93
04019000501,1798,301,820,581,16,3,0,0,1137,252,15,57,53,284
04019000502,2027,352,899,660,13,7,2,0,1260,293,23,79,71,301
04019000600,3324,446,2046,612,25,6,3,0,2343,349,16,86,93,437
04019000700,3235,449,1929,677,31,11,4,0,1739,1047,23,69,67,290
04019000800,1531,154,922,377,13,7,5,0,821,459,22,38,31,160
04019001100,1731,163,1060,437,14,3,1,0,377,1257,3,14,18,62
04019001200,1905,215,1051,547,15,6,4,0,445,1313,23,15,28,81
04019001302,1206,193,526,408,11,5,2,0,611,415,35,33,25,87
04019001303,1471,231,649,491,14,9,5,0,660,625,9,52,26,99
04019001304,2528,371,1139,839,34,16,7,0,1206,900,46,77,69,230
04019001400,2901,386,1499,852,24,10,4,0,1632,683,150,105,69,262
04019001500,2894,391,1556,746,35,18,5,0,1936,444,10,81,84,339
04019001600,2721,349,1661,552,20,9,4,0,1941,326,12,62,67,313
04019001700,2072,375,1136,408,29,7,3,0,1426,319,13,42,51,221
04019001801,3320,533,1559,980,38,11,5,0,2076,632,72,68,115,357
04019001802,1523,216,854,356,20,8,3,0,1020,270,9,37,37,150
04019001900,2746,430,1674,466,30,4,3,0,1835,370,7,106,67,361
04019002000,4289,639,2272,1136,32,12,4,0,1593,2325,28,46,61,236
04019002100,3188,323,1652,1074,24,0,4,0,723,2132,151,33,29,120
04019002201,1765,180,995,505,9,1,0,0,365,1299,8,15,8,70
04019002202,1967,204,1040,620,18,8,0,0,481,1241,130,24,29,62
04019002300,3164,364,1685,969,24,5,6,0,692,2248,14,22,21,167
04019002400,2735,303,1487,813,16,7,1,0,469,2117,8,18,26,97
04019002503,1729,249,879,517,9,3,2,0,566,1053,3,11,17,79
04019002504,4427,344,2663,1181,14,5,4,0,1455,1968,20,32,197,755
04019002505,3776,499,1997,1096,32,5,1,0,867,2644,17,34,41,173
04019002507,1233,210,609,342,8,2,0,0,383,783,6,9,7,45
04019002508,2621,358,1393,759,14,4,3,0,615,1849,11,29,28,89
04019002509,2601,282,1545,663,13,3,2,0,603,1851,4,30,24,89
04019002602,3202,519,1554,906,35,13,0,0,1856,841,45,84,86,290
04019002603,1259,194,501,495,14,3,2,0,614,466,23,33,23,100
04019002604,1870,316,745,694,15,12,0,0,932,663,46,48,43,138
04019002702,3314,550,1797,758,21,10,5,0,2218,532,42,86,69,367
04019002703,2183,303,1130,604,31,11,1,0,1399,420,14,59,50,241
04019002704,1260,218,644,316,15,4,2,0,767,266,15,31,44,137
04019002801,1118,249,443,347,8,4,1,0,646,309,24,15,21,103
04019002802,2152,338,1076,603,22,13,2,0,1311,468,48,42,60,223
04019002803,1431,220,742,360,19,2,2,0,897,306,26,17,33,152
04019002901,3438,666,1547,997,34,9,5,0,2313,578,73,66,75,333
04019002904,2324,574,1128,459,15,8,1,0,1660,294,25,35,53,257
04019002905,2818,563,1350,699,33,6,3,0,1783,493,38,96,123,285
04019002906,1883,422,960,377,12,1,0,0,1333,211,9,44,61,225
04019003002,2906,663,1366,652,31,12,3,0,1944,531,16,49,74,292
04019003003,2635,563,1161,730,29,13,2,0,1727,494,62,42,66,244
04019003004,1358,287,680,297,13,4,2,0,937,224,7,22,27,141
04019003102,2392,463,1113,634,31,4,5,0,1543,456,45,54,56,238
04019003103,1649,307,761,469,20,6,1,0,1043,374,24,36,29,143
04019003104,1552,259,700,489,17,3,0,0,950,332,55,34,40,141
04019003201,2203,361,1252,463,17,6,1,0,1475,386,20,43,45,234
04019003202,1765,286,918,440,17,3,3,0,1150,334,30,38,39,174
04019003302,2852,726,1190,706,36,12,1,0,1906,543,19,42,69,273
04019003303,2794,640,1299,662,28,6,1,0,1868,516,27,56,55,272
04019003304,2299,439,1109,628,22,5,2,0,1366,523,55,62,65,228
04019003400,3791,718,2086,738,39,11,1,0,2380,867,9,92,76,367
04019003502,2224,499,969,617,22,4,3,0,1374,559,38,56,40,157
04019003503,2208,466,913,697,25,3,2,0,1128,810,51,34,20,165
04019003504,1746,423,728,482,17,2,1,0,990,516,48,58,30,104
04019003505,2254,480,937,704,17,10,0,0,1130,798,51,59,45,171
04019003506,2042,317,866,736,21,7,1,0,930,846,69,24,47,126
04019003601,935,303,182,391,20,1,1,0,614,146,35,23,12,105
04019003702,2699,298,1317,979,19,6,1,0,532,2033,14,14,20,86
04019003704,2252,219,1285,656,20,4,0,0,334,1816,5,13,16,68
04019003705,2461,220,1429,714,13,4,2,0,320,2043,7,18,14,59
04019003706,2002,232,1024,662,13,5,0,0,414,1456,5,13,21,93
04019003707,1519,170,820,462,13,0,1,0,284,1137,8,12,19,59
04019003801,1786,160,1022,528,12,4,1,0,248,1459,0,7,11,61
04019003802,2507,261,1449,685,15,8,0,0,328,2093,6,17,5,58
04019003901,1114,97,651,323,5,0,0,0,127,955,0,7,1,24
04019003902,1482,179,881,359,11,1,0,0,243,1182,1,11,8,37
04019003903,1769,191,1011,495,10,3,0,0,276,1414,1,14,14,50
04019004008,3202,867,1293,837,23,6,4,0,1994,746,28,58,83,293
04019004010,2937,848,1161,728,35,5,3,0,1981,540,34,39,62,281
04019004026,4623,1789,1462,1029,34,8,6,0,3395,576,31,115,74,432
04019004029,2721,832,957,771,24,7,3,0,1632,722,59,51,46,211
04019004030,1436,606,486,234,14,1,1,0,1107,111,3,36,33,146
04019004031,3014,916,1269,625,21,2,7,0,2166,367,25,55,66,335
04019004032,2644,755,1090,603,18,3,1,0,1790,382,31,52,102,287
04019004033,2188,563,769,702,25,5,4,0,1300,593,76,40,32,147
04019004034,2050,508,769,632,19,5,4,0,1179,558,97,25,34,157
04019004035,2151,598,813,588,23,3,1,0,1448,387,39,53,39,185
04019004036,1972,587,682,544,22,5,2,0,1281,423,33,33,33,169
04019004037,1754,503,645,502,16,2,0,0,1072,444,39,41,27,131
04019004038,1969,587,683,550,14,0,4,0,1205,489,42,33,26,174
04019004039,1914,558,722,496,13,4,1,0,1409,280,26,23,31,145
04019004042,3448,1184,1222,782,37,8,3,0,2456,465,35,77,75,340
04019004043,3002,1191,950,658,23,2,0,0,2082,435,24,112,64,285
04019004044,3078,1192,1072,590,19,3,3,0,2336,291,15,59,86,291
04019004046,3091,973,1150,748,25,7,3,0,2103,433,38,104,84,329
04019004047,2386,855,892,453,16,3,3,0,1794,246,5,44,38,259
04019004048,3228,1167,1107,725,26,4,1,0,2291,471,53,46,68,299
04019004049,2134,738,756,510,15,5,1,0,1511,320,9,39,46,209
04019004050,1578,677,472,292,7,0,0,0,1249,108,0,25,30,166
04019004051,4232,1889,1264,745,26,2,1,0,3352,322,2,65,63,428
04019004052,1692,702,513,336,10,1,5,0,1304,108,2,28,24,226
04019004053,2397,949,836,439,20,1,2,0,1852,222,13,31,26,253
04019004054,1275,571,372,234,11,1,0,0,996,91,4,24,14,146
04019004055,2531,966,841,560,18,3,3,0,1882,237,13,58,70,271
04019004056,1831,621,639,454,10,3,2,0,1233,364,23,34,34,143
04019004057,3090,1082,991,775,35,5,2,0,2116,517,58,53,49,297
04019004058,2218,729,736,584,21,6,1,0,1496,416,42,41,40,183
04019004061,4006,1854,1011,845,39,2,5,0,3062,421,14,53,54,402
04019004062,4799,1879,1276,1336,58,2,10,0,3051,1091,58,101,62,436
04019004063,4366,1482,1516,1139,37,3,1,0,2979,772,41,114,76,384
04019004065,2435,911,702,654,36,2,1,0,1625,462,41,59,37,211
04019004066,1797,680,518,461,15,2,2,0,1220,346,38,31,22,140
04019004067,1899,515,790,479,12,3,1,0,1227,356,33,34,45,204
04019004068,3069,956,1286,611,21,6,1,0,2161,447,24,37,78,322
04019004069,2525,685,989,706,24,2,0,0,1641,506,60,36,54,228
04019004070,1963,578,641,615,26,4,0,0,1316,353,57,25,41,171
04019004071,2399,662,930,637,14,5,2,0,1580,436,45,67,53,218
04019004072,1651,525,573,435,15,1,0,0,1110,310,33,21,34,143
04019004073,4788,1877,1360,1239,47,4,5,0,3288,835,71,114,96,384
04019004074,1234,485,366,306,9,1,0,0,855,189,11,20,27,132
04019004075,1299,318,495,405,6,1,2,0,778,308,56,20,21,116
04019004076,2844,761,1036,810,28,8,5,0,1702,721,30,79,70,242
04019004077,2309,867,755,520,16,6,4,0,1639,340,21,54,36,219
04019004078,2451,879,845,553,34,4,2,0,1681,391,20,73,34,252
04019004079,2246,708,885,480,20,5,0,0,1618,201,11,78,74,264
04019004080,3002,1101,1178,516,13,3,0,0,2283,196,1,57,77,388
04019004081,4006,1893,952,868,39,7,3,0,2982,478,22,83,57,384
04019004082,3013,1296,780,722,28,3,1,0,2238,402,19,54,46,254
04019004109,4392,2226,830,1028,33,0,7,0,3292,667,5,41,56,331
04019004110,2328,270,1292,663,14,4,1,0,452,1756,11,26,26,57
04019004112,1552,253,794,426,13,0,1,0,468,991,9,11,10,63
04019004114,2073,350,927,712,8,0,2,0,540,1449,0,11,11,62
04019004115,2389,357,1087,838,19,7,5,0,742,1447,20,31,28,121
04019004116,916,159,394,313,10,0,2,0,336,481,16,15,17,51
04019004117,2736,387,1253,961,24,7,1,0,765,1694,32,38,45,162
04019004118,2722,665,1076,833,19,4,1,0,1200,1169,53,76,49,175
04019004122,2089,247,1064,696,10,4,1,0,439,1470,28,20,21,111
04019004126,4318,1893,973,1170,46,4,2,0,2972,790,39,55,57,405
04019004127,3900,1701,927,950,46,2,2,0,2621,829,12,41,51,346
04019004128,1782,668,495,518,18,1,1,0,1050,558,7,20,13,134
04019004129,3278,1329,967,683,12,1,3,0,2416,469,5,52,30,306
04019004130,2088,939,622,321,3,2,2,0,1778,40,1,28,25,216
04019004131,3747,841,1531,1197,31,5,2,0,1440,1805,89,131,46,236
04019004132,2405,750,760,765,24,2,5,0,1352,715,43,49,47,199
04019004133,835,366,229,171,2,0,0,0,709,30,0,3,3,90
04019004307,2937,1060,1068,517,10,2,4,0,2339,249,4,25,35,285
04019004310,1432,296,695,357,14,3,0,0,474,872,6,20,14,46
04019004311,2849,590,1449,641,20,3,1,0,983,1681,6,11,39,129
04019004312,3338,625,1636,888,21,10,5,0,1011,2130,12,14,22,149
04019004313,2662,860,881,719,30,4,2,0,1598,788,1,12,37,226
04019004316,2088,753,621,536,27,5,3,0,1339,569,1,10,23,146
04019004317,2435,932,823,462,6,4,0,0,2019,137,1,20,23,235
04019004320,1337,236,634,395,11,2,0,0,359,919,0,2,11,46
04019004321,2606,378,1365,733,22,6,3,0,663,1773,11,27,20,112
04019004322,3946,706,1925,1107,32,3,0,0,996,2686,29,24,39,172
04019004323,2325,785,736,693,13,1,1,0,1184,865,23,29,42,182
04019004324,2397,953,821,403,3,1,3,0,1964,124,3,11,32,263
04019004325,1635,713,453,306,5,0,1,0,1326,88,1,21,16,183
04019004326,2465,779,800,732,21,8,2,0,1211,985,13,37,25,194
04019004327,3701,1488,1049,880,23,3,8,0,2299,997,14,47,47,297
04019004328,2503,920,873,470,2,2,0,0,2110,82,0,22,29,260
04019004330,1337,411,538,245,7,0,0,0,1113,53,1,12,11,147
04019004332,1611,618,556,258,5,0,0,0,1347,64,0,14,21,165
04019004333,2441,488,1128,703,20,3,1,0,757,1530,7,23,27,97
04019004335,4513,1629,1380,1245,42,4,3,0,2552,1462,40,60,84,315
04019004336,2587,886,804,728,31,3,2,0,1405,893,21,32,50,186
04019004337,1738,677,602,310,4,0,0,0,1406,139,4,7,19,163
04019004338,1109,469,343,180,1,0,1,0,908,46,0,5,4,146
04019004339,3423,763,1588,923,22,7,0,0,1071,2070,31,33,44,174
04019004340,3469,678,1593,1033,28,3,3,0,1131,2058,20,37,42,181
04019004404,2437,767,911,533,10,4,0,0,1876,251,4,22,25,259
04019004407,3136,379,1676,928,29,7,2,0,802,2035,106,27,35,131
04019004412,2679,589,1308,609,27,4,1,0,1423,917,30,61,35,213
04019004413,2434,483,1292,505,17,2,2,0,1173,929,26,83,42,181
04019004414,2076,351,1108,479,15,2,2,0,897,952,12,49,35,131
04019004415,1240,146,742,264,4,7,2,0,588,514,6,25,13,94
04019004418,2803,1057,1020,503,31,3,3,0,2000,433,12,83,39,236
04019004419,3965,1687,872,1075,41,2,3,0,2930,641,10,23,37,324
04019004422,4022,841,2046,900,30,5,3,0,2032,1528,43,64,64,291
04019004423,3015,1171,803,756,47,12,3,0,2344,343,4,26,40,258
04019004424,2284,642,886,610,20,3,1,0,1267,804,5,15,32,161
04019004425,4183,1802,994,997,51,10,8,0,3237,569,5,20,44,308
04019004426,1749,638,570,426,11,0,2,0,1125,420,9,32,29,134
04019004428,2830,964,1178,468,29,2,1,0,1997,434,2,46,51,300
04019004430,1768,723,490,450,22,2,4,0,1137,453,13,23,15,127
04019004431,4074,1710,1039,1075,33,3,3,0,2670,857,27,62,62,396
04019004432,1686,235,820,529,19,7,1,0,722,729,24,33,44,134
04019004433,2898,765,1352,568,20,4,6,0,1599,862,26,87,85,239
04019004434,2322,727,861,590,20,7,0,0,1305,793,3,37,25,159
04019004435,2291,691,936,511,14,7,1,0,1253,827,6,18,31,156
04019004436,3162,1248,979,699,20,1,4,0,2321,389,8,58,53,333
04019004437,2093,746,649,566,21,0,4,0,1349,452,10,72,44,166
04019004438,2348,918,705,569,20,1,0,0,1602,438,12,67,28,201
04019004439,1989,819,614,433,16,3,1,0,1327,335,12,94,34,187
04019004440,3085,1135,1057,735,12,2,0,0,2035,600,11,103,60,276
04019004505,2181,539,879,601,22,4,3,0,1218,710,7,64,23,159
04019004506,2415,651,852,719,22,5,2,0,1443,736,9,41,27,159
04019004508,2306,618,887,615,14,3,2,0,1445,633,9,27,21,171
04019004510,1305,224,607,401,17,1,2,0,693,379,24,53,38,118
04019004511,2259,445,1015,658,23,4,1,0,1297,640,14,76,48,184
04019004512,2262,677,808,621,21,5,0,0,1428,605,11,33,44,141
04019004513,1564,421,598,427,17,11,0,0,967,457,5,22,10,103
04019004514,1487,330,580,475,9,8,2,0,844,503,5,22,14,99
04019004515,2038,424,901,614,11,2,0,0,868,886,16,96,32,140
04019004610,4035,1241,1435,1046,40,10,3,0,2536,924,23,126,91,335
04019004613,2650,870,916,680,27,4,3,0,1728,587,10,40,42,243
04019004614,2413,999,765,447,27,4,5,0,1786,307,7,37,52,224
04019004615,2306,813,876,449,20,3,1,0,1706,267,5,61,51,216
04019004616,2945,841,1197,714,26,4,1,0,1870,547,14,112,103,299
04019004617,1604,470,620,407,12,6,1,0,1094,251,11,40,58,150
04019004618,2284,620,1004,506,21,4,2,0,1432,468,7,98,46,233
04019004619,2275,953,716,433,13,0,0,0,1752,195,1,37,33,257
04019004620,1137,424,345,286,9,5,1,0,848,153,2,10,16,108
04019004621,1966,778,716,348,11,1,0,0,1494,183,4,39,32,214
04019004622,2144,813,700,463,20,6,5,0,1555,307,3,34,50,195
04019004623,4126,1553,1345,919,45,5,3,0,2877,637,21,101,83,407
04019004624,4332,1512,1476,1084,38,4,4,0,2776,983,20,94,100,359
04019004625,925,331,307,243,8,1,0,0,561,233,4,24,17,86
04019004626,1351,365,539,354,19,1,1,0,894,254,12,22,28,141
04019004627,1825,620,619,447,17,5,0,0,1165,402,8,43,50,157
04019004628,1003,420,343,150,7,1,0,0,723,127,1,34,20,98
04019004630,1114,482,288,270,16,1,0,0,787,185,2,10,26,104
04019004631,3477,1232,1170,833,38,3,1,0,2315,668,25,68,68,333
04019004632,1905,743,610,414,13,4,1,0,1330,283,3,42,48,199
04019004633,2474,898,817,575,26,3,0,0,1795,314,24,49,45,247
04019004634,1368,584,369,304,15,2,1,0,1026,179,0,37,37,89
04019004635,4102,1803,1167,840,29,3,1,0,3011,404,11,148,85,443
04019004636,5447,2273,1606,1189,40,5,3,0,4031,581,11,147,120,557
04019004639,3830,1568,1069,931,39,2,2,0,2558,705,12,134,80,341
04019004640,4680,2064,1264,1026,26,4,5,0,3367,471,23,199,119,501
04019004641,3108,1316,898,666,18,1,1,0,2280,300,18,86,78,346
04019004642,4146,1743,1219,850,20,2,0,0,3197,288,13,91,84,473
04019004643,3101,1123,1103,587,11,3,1,0,2479,146,5,48,43,380
04019004644,1782,704,532,426,19,0,1,0,1216,331,5,27,32,171
04019004645,3438,1299,1092,808,49,3,1,0,2290,670,20,88,61,309
04019004646,3274,1194,1034,829,38,2,3,0,2179,635,23,62,65,310
04019004647,2623,936,844,638,20,1,2,0,1749,603,7,26,35,203
04019004648,4607,1894,1331,1090,25,5,2,0,3219,722,17,80,73,496
04019004649,1270,664,251,251,4,0,0,0,1010,97,3,21,26,113
04019004650,4109,1822,1107,874,17,3,1,0,3146,367,11,80,65,440
04019004710,2641,576,1220,638,32,7,4,0,1709,466,18,74,72,302
04019004711,3521,1091,1499,686,17,3,1,0,2388,297,13,186,157,480
04019004712,2861,864,1129,628,27,3,0,0,1989,316,13,144,63,336
04019004713,3331,1231,1197,635,26,3,2,0,2423,250,2,125,104,427
04019004714,4467,1347,1943,864,30,5,4,0,3076,453,23,188,173,554
04019004715,3211,1273,921,760,29,9,5,0,2261,661,6,15,24,244
04019004717,1722,635,642,335,3,1,1,0,1235,97,3,73,70,244
04019004718,1353,338,641,255,15,3,0,0,976,90,3,42,54,188
04019004720,1151,342,512,208,3,2,1,0,846,80,9,38,22,156
04019004721,3004,938,1205,616,23,7,4,0,2093,357,13,87,105,349
04019004722,2038,718,791,355,16,1,0,0,1492,138,2,61,54,291
04019004723,3462,979,1411,803,20,3,3,0,2334,382,15,219,126,386
04019004724,2079,692,836,400,4,2,0,0,1523,183,11,79,60,223
04019004725,2065,529,890,493,18,4,3,0,1368,300,22,72,73,230
04019004726,3586,979,1698,656,17,3,1,0,2545,291,7,184,121,438
04019004727,2006,867,553,424,19,0,1,0,1545,212,1,31,24,193
04019004728,2244,851,766,450,17,4,2,0,1687,210,5,41,47,254
04019004729,2153,766,750,464,13,4,2,0,1488,148,2,91,76,348
04019004730,2469,839,942,513,10,2,0,0,1597,182,3,171,145,371
04019005200,1947,529,770,508,19,4,4,0,1131,630,5,13,19,149
04019005300,2778,1189,836,552,21,5,4,0,2100,303,6,44,38,287
04019005400,2599,185,1656,600,19,18,4,0,1296,944,30,39,36,254
04019940800,176,6,112,44,0,0,1,0,47,73,0,1,8,47
04019940900,826,53,431,295,4,2,1,0,292,396,2,6,12,118
04019941000,2387,131,1463,705,11,2,3,0,215,2039,0,7,15,111
04019941100,25,0,19,5,0,0,0,0,13,10,0,0,1,1
04019980001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04019980002,136,31,43,53,0,1,0,0,70,47,0,8,4,7
04019980100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04019980200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04019980300,2,0,1,1,0,0,0,0,1,0,0,0,0,1
04019980400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04012020101,553,267,90,111,2,0,36,0,391,96,0,6,1,59
04012020102,579,317,89,88,2,0,31,0,447,56,0,2,5,69
04012020201,1608,860,229,272,16,2,89,0,1289,163,3,8,21,124
04012020202,566,371,57,68,0,0,27,0,458,29,0,6,4,69
04012020501,877,453,113,171,4,0,58,0,703,67,0,4,10,93
04012020503,492,228,84,91,5,1,32,0,397,20,0,4,6,65
04012020504,637,322,105,122,5,1,39,0,514,41,0,6,4,72
04012020505,708,361,120,118,2,1,41,0,581,41,0,1,6,79
04012020602,712,342,125,145,6,0,42,0,500,163,1,0,7,41
04012940200,2295,775,700,504,27,2,122,0,1204,832,8,21,39,191
04012940300,1531,444,550,337,4,1,84,0,884,414,2,18,40,173
04012980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04021000201,4615,2149,984,1076,22,2,136,0,3643,336,5,42,66,523
04021000204,6902,3454,1222,1786,55,6,134,0,5092,905,50,104,65,686
04021000206,6032,2979,1284,1422,43,2,120,0,4457,798,13,67,75,622
04021000208,2640,1196,522,716,40,1,75,0,1889,466,33,21,19,212
04021000211,2950,1069,753,920,34,1,72,0,1962,591,55,30,55,257
04021000212,4476,1668,1164,1302,46,8,130,0,2985,862,111,61,79,378
04021000215,2368,1310,352,521,22,2,63,0,1728,370,3,25,31,211
04021000216,2510,1218,460,655,28,0,54,0,1908,357,24,29,21,171
04021000217,3727,1665,715,1066,41,7,99,0,2429,868,22,38,55,315
04021000218,3096,1288,674,912,39,2,71,0,2069,632,38,36,53,268
04021000219,1751,726,417,484,17,2,39,0,1236,345,11,21,15,123
04021000220,3102,1370,637,849,56,4,61,0,2202,505,31,36,43,285
04021000221,3201,1281,752,878,46,5,100,0,2132,567,49,53,65,335
04021000222,3619,1364,883,1106,38,7,92,0,2386,726,71,51,52,333
04021000223,2689,1197,581,735,35,4,68,0,1819,509,32,47,41,241
04021000224,4361,1770,1008,1253,44,7,130,0,2879,868,69,68,73,404
04021000225,1475,616,364,398,17,1,33,0,982,281,12,29,24,147
04021000226,3697,1449,905,1054,43,4,106,0,2465,768,70,48,40,306
04021000227,2436,977,590,673,28,2,70,0,1721,420,36,21,40,198
04021000228,1265,466,276,412,28,1,39,0,878,220,31,10,12,114
04021000229,3417,1493,742,870,28,2,119,0,2464,459,44,38,47,365
04021000307,1915,955,333,435,16,1,62,0,1539,116,1,21,35,203
04021000309,1805,747,359,506,7,1,78,0,1421,171,2,9,28,174
04021000310,2078,933,397,525,15,0,88,0,1657,166,1,21,23,210
04021000311,2392,1194,473,501,31,1,50,0,1950,176,1,23,38,204
04021000312,2076,785,458,618,10,2,88,0,1479,397,2,11,22,165
04021000313,2754,1108,620,710,25,1,127,0,2114,325,2,16,39,258
04021000315,3094,1175,738,880,29,1,112,0,2410,338,3,22,34,287
04021000316,5669,2800,1153,1107,30,4,134,0,4616,264,9,40,94,646
04021000317,1507,632,371,339,11,1,59,0,1225,120,1,7,22,132
04021000319,1188,517,287,242,2,0,46,0,989,34,0,8,14,143
04021000320,1302,515,265,369,17,3,60,0,1018,139,1,7,20,117
04021000321,1919,774,424,541,12,2,72,0,1482,254,0,10,21,152
04021000322,1876,725,401,558,24,2,54,0,1341,351,4,18,18,144
04021000323,1261,539,312,285,6,0,48,0,971,154,2,8,17,109
04021000324,2683,1115,590,720,26,6,110,0,2060,273,12,16,26,296
04021000325,1404,504,383,379,11,2,57,0,1084,159,3,13,18,127
04021000400,1612,317,848,295,15,2,56,0,576,936,4,14,15,67
04021000603,5009,2233,1344,854,32,3,144,0,3982,384,4,55,53,531
04021000604,4094,1936,1036,636,5,5,105,0,3442,98,2,25,51,476
04021000700,1991,633,808,387,12,2,66,0,1112,770,4,10,7,88
04021000802,4172,2016,933,802,30,4,131,0,3236,392,11,41,50,442
04021000804,1123,507,243,233,4,1,54,0,892,107,1,10,4,109
04021000805,3885,1693,831,928,28,0,142,0,2962,404,48,43,54,374
04021000806,3997,1695,857,1076,45,2,130,0,2896,619,53,32,57,340
04021000807,118,65,21,24,0,0,3,0,71,32,1,3,1,10
04021000808,394,201,77,67,4,0,26,0,312,55,0,3,2,22
04021000902,1325,444,433,297,11,3,53,0,759,424,20,7,15,100
04021000903,33,7,4,20,0,0,2,0,14,8,1,0,2,8
04021000904,566,160,220,133,1,1,20,0,317,208,6,4,2,29
04021001000,2363,595,837,684,17,1,117,0,1285,865,59,15,12,127
04021001100,5208,1491,1776,1388,41,3,245,0,2971,1562,136,37,90,412
04021001200,2428,1048,585,559,14,3,100,0,1676,482,38,20,18,194
04021001303,1106,572,236,205,5,1,30,0,783,211,0,13,15,84
04021001305,3895,1345,1219,991,31,1,157,0,2290,1098,53,39,38,377
04021001306,3384,1042,1112,897,25,2,157,0,1840,1178,53,40,51,222
